Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207)
0.00019884687314126483,0.5124377605980298,3.76,0.0,0.7145733770738208,0.999998916143367,1.42485174656532e-07,2.1584618904482706e-30,3.112359034580325e-21,9.759058186967479e-07,9.163256746034711e-07,1.0123508315976102e-08,7.096841584617069e-10,1.5467432378257962e-10,5.932166591064697e-09,1.3229233318499223e-07,6.589357288935487e-11,6.8083815234310175e-12,4.3454170929543684e-13,1.5632804933949285e-11,1.238220319075554e-09,4.255413524877455e-14,2.369351750547974e-11,1.9615635337486204e-08,8.473645477337823e-25,2.117071189522634e-20,1.5697240218049443e-19,3.9119804747234993e-31,1.5662573219680528e-16,3.480921581985906e-15,2.7816187896466704e-20
0.000217065544892332,0.5124377607007438,3.76,0.0,0.7145732554986162,0.9999988031734762,1.7092274278676678e-07,2.501801548226176e-30,3.412785109190145e-21,1.0697923209913335e-06,9.975971967885207e-07,1.1098956953333054e-08,7.819068730909228e-10,1.7034190881852757e-10,7.08776552066068e-09,1.5822219543066444e-07,7.238754376422147e-11,7.654241472529505e-12,5.229966901802543e-13,2.0509800557003058e-11,1.6208158730341926e-09,5.135604103497838e-14,3.1107669459118716e-11,2.3111347157479696e-08,1.1117189305286348e-24,3.0348603257032386e-20,2.452270793565692e-19,6.70647011634138e-31,1.8879935979261986e-16,4.194572688336132e-15,3.649406888661929e-20
0.00023528421664339918,0.5124377608226438,3.76,0.0,0.7145731305579439,0.9999986878155175,2.0213654125449185e-07,2.8740313410653634e-30,3.715994137098455e-21,1.1644589260449985e-06,1.078404400857557e-06,1.2082510806090103e-08,8.552766724345822e-10,1.8633713023592386e-10,8.35601196270722e-09,1.8657843181318969e-07,7.896833825047042e-11,8.538100258187184e-12,6.204920722113185e-13,2.6335246943006e-11,2.0771461722892514e-09,6.110605940160976e-14,3.998376306679168e-11,2.6848670539920362e-08,1.4274835526652252e-24,4.2294396388428705e-20,3.6982118375539366e-19,1.1020665661343007e-30,2.2437003221084627e-16,4.98322606604174e-15,4.687278760238822e-20
0.00025350288839446635,0.5124377609640888,3.76,0.0,0.7145730022077661,0.9999985700469588,2.3617009959000016e-07,3.2762637974477595e-30,4.022034855180359e-21,1.2599091681827334e-06,1.158744165372577e-06,1.3074206757301795e-08,9.297814824677139e-10,2.0266128251399517e-10,9.739249791351784e-09,2.1738679283628375e-07,8.563631828432592e-11,9.460101307288824e-12,7.272428393843665e-13,3.320249449751274e-11,2.6144002855896403e-09,7.183530634625242e-14,5.0472537612700265e-11,3.081851198808556e-08,1.7997184271144804e-24,5.754344032006353e-20,5.41226683131844e-19,1.7469401242612122e-30,2.6343412239509316e-16,5.848966239021335e-15,5.912456963136183e-20
0.0002717215601455335,0.512437761125397,3.76,0.0,0.7145728704045154,0.9999984498451706,2.7306648363629003e-07,3.709633808292291e-30,4.330955406593405e-21,1.3561456845314352e-06,1.2386133939592647e-06,1.4074072364697772e-08,1.005409028517916e-09,2.1931555325820167e-10,1.1239831909806616e-08,2.50673124410316e-07,9.239179078899937e-11,1.0420376303032391e-11,8.434664081963746e-13,4.120710259189532e-11,3.239933148255332e-09,8.357548320697122e-14,6.272947240619903e-11,3.5012042193567506e-08,2.2336033028197656e-24,7.66874611018456e-20,7.718624384547034e-19,2.6845658226116187e-30,3.060883447567791e-16,6.793886127862183e-15,7.34263716114583e-20
0.0002899402318966007,0.5124377613068473,3.76,0.0,0.7145727351051032,0.9999983271874483,3.128682876755006e-07,4.1752985688002484e-30,4.642803436456896e-21,1.4531702264805446e-06,1.3180090161502425e-06,1.5082125979780403e-08,1.0821468236165965e-09,2.363010158050423e-10,1.2860119466399504e-08,2.8646334408898266e-07,9.923500696148247e-11,1.1419044433314226e-11,9.69382288583542e-13,5.04468626763221e-11,3.96126684984694e-09,9.635887152555191e-14,7.691487113756617e-11,3.9420687809935335e-08,2.7344389175339482e-24,1.0037670580690617e-19,1.0762928506652795e-18,4.015526579427142e-30,3.524296364366403e-16,7.820084388489256e-15,8.995989718649004e-20
0.00030815890364766787,0.5124377615086785,3.76,0.0,0.7145725962669321,0.9999982020510354,3.5561762612145465e-07,4.674437496822854e-30,4.957626179676784e-21,1.5509836711352881e-06,1.3969279883395397e-06,1.6098376866842276e-08,1.1599821573746456e-09,2.536186220472352e-10,1.4602481018798346e-08,3.2478341743065673e-07,1.0616616153930658e-10,1.2456211666500948e-11,1.1052117418313377e-12,6.102181795618514e-11,4.7860916374885666e-09,1.1021832685732252e-13,9.319394516972716e-11,4.403612348373653e-08,3.307648064380175e-24,1.293221005429096e-19,1.4714340142441248e-18,5.865567798867669e-30,4.0255503441979e-16,8.929662660052766e-15,1.089116068860415e-19
0.00032637757539873504,0.5124377617310912,3.76,0.0,0.7145724538479032,0.9999980744131456,4.013561248025544e-07,5.2082520888786906e-30,5.275470548590226e-21,1.6495860327815916e-06,1.4753672948434227e-06,1.7122825322100432e-08,1.2389020854855619e-09,2.712691955364041e-10,1.6469291648396502e-08,3.65659334501167e-07,1.1318539211573904e-10,1.3531970055032966e-11,1.2511774349092686e-12,7.303427957544739e-11,5.7222666304419825e-09,1.2518727153411224e-13,1.1173689557028784e-10,4.885026414042418e-08,3.9587764690723394e-24,1.6429741840247707e-19,1.976767359016396e-18,8.389907059082569e-30,4.565615504980031e-16,1.0124722768886503e-14,1.3047272175331565e-19
0.0003445962471498022,0.5124377619742475,3.76,0.0,0.7145723078064292,0.9999979442509852,4.5012491185686693e-07,5.7779658393870704e-30,5.596383216276124e-21,1.74897647438234e-06,1.5533239490633523e-06,1.8155462793151753e-08,1.3188934198907016e-09,2.892534248730681e-10,1.8462932026566966e-08,4.0911708653247516e-07,1.2029277852182055e-10,1.464639706723031e-11,1.4075030917144499e-12,8.658883924358298e-11,6.77782024102429e-09,1.412996863646787e-13,1.3271899370105122e-10,5.3855257522775646e-08,4.693493474362638e-24,2.0614145179636876e-19,2.614560789148521e-18,1.177799941785571e-29,5.145460434238857e-16,1.1407363875480704e-14,1.5483922055065885e-19
0.0003628149189008694,0.5124377622382713,3.76,0.0,0.7145721581014445,0.999997811541776,5.01964608262519e-07,6.384824033943744e-30,5.9204106953352466e-21,1.8491533191308757e-06,1.6307949947462307e-06,1.9196271999019152e-08,1.3999427195709724e-09,3.0757185736653865e-10,2.0585787434610866e-08,4.551826427415547e-07,1.2748834224734482e-10,1.57995549476635e-11,1.5744131415501289e-12,1.0179237827422732e-10,7.960950299335572e-09,1.5859010125992872e-13,1.5632066021624528e-10,5.904347697378841e-08,5.517592529987984e-24,2.5576018325890765e-19,3.410097349931888e-18,1.625878166856545e-29,5.76605088122793e-16,1.2779679559855285e-14,1.8221183041486745e-19
0.00038103359065193656,0.5124377625232498,3.76,0.0,0.7145720046924171,0.9999976762627765,5.569153180283935e-07,7.030093595599195e-30,6.247599413476974e-21,1.950114062088918e-06,1.7077775073365321e-06,2.0245227051071008e-08,1.4820362819787055e-09,3.2622489297500197e-10,2.2840246739432807e-08,5.038819273114012e-07,1.34772045910346e-10,1.6991490106432032e-11,1.7521323648175897e-12,1.1875407302169475e-10,9.280023880700325e-09,1.770935847815881e-13,1.8272754232812007e-10,6.440751445397716e-08,6.4369914873649835e-24,3.1412894879773815e-19,4.391911426755639e-18,2.2106419157821763e-29,6.428348426446833e-16,1.424375486046408e-14,2.1279601086148194e-19
0.00039925226240300374,0.512437762829233,3.76,0.0,0.7145718475393603,0.9999975383913033,6.150166180705549e-07,7.715062875252031e-30,6.5779957844561066e-21,2.0518553819326854e-06,1.784268595414984e-06,2.1302293575061238e-08,1.5651601351222551e-09,3.4521277853274844e-10,2.5228701327039005e-08,5.552407965409589e-07,1.421437927825732e-10,1.8222232537758606e-11,1.9408855361680745e-12,1.3758539669515154e-10,1.0743576834366144e-08,1.9684573260660506e-13,2.1213058918400847e-10,6.994017378519852e-08,7.457732697937903e-24,3.8229458762067905e-19,5.59203243654169e-18,2.964657917579772e-29,7.133309128959643e-16,1.5801663267621223e-14,2.4680193103807115e-19
0.0004174709341540709,0.512437763156235,3.76,0.0,0.714571686602845,0.9999973979047535,6.763075477992579e-07,8.44104141433238e-30,6.911646274169794e-21,2.15437315282792e-06,1.860265402218768e-06,2.2367428834505087e-08,1.6493000303024354e-09,3.645356022645756e-10,2.7753543995900736e-08,6.092850161746568e-07,1.4960342636723467e-10,1.949179526832612e-11,2.140897065498868e-12,1.5840011752138474e-10,1.2360313011403444e-08,2.1788265490138222e-13,2.4472612518822526e-10,7.563446411531995e-08,8.58598291360444e-24,4.613775720472577e-19,7.046235943767552e-18,3.9263254761134917e-29,7.881882152401876e-16,1.745546367302414e-14,2.844444401208837e-19
0.0004356896059051381,0.512437763504234,3.76,0.0,0.7145715218440113,0.9999972547806245,7.408265984411516e-07,9.209359698388943e-30,7.248597462118783e-21,2.2576624564538553e-06,1.935765107238285e-06,2.3440581855599322e-08,1.734441435507416e-09,3.8419328859178675e-10,3.0417167812198126e-08,6.66040238922103e-07,1.5715073003093807e-10,2.0800173835761343e-11,2.3523906370848985e-12,1.8131429322979556e-10,1.4139103189988534e-08,2.402409626053391e-13,2.8071592110488904e-10,8.148359359806315e-08,9.828032987789872e-24,5.525741113211236e-19,8.794302120380408e-18,5.14061622035031e-29,8.675008373027615e-16,1.9207197282646812e-14,3.2594303075771706e-19
0.00045390827765620526,0.5124377638731732,3.76,0.0,0.7145713532245831,0.9999971089965365,8.086117021216975e-07,1.0021368875269873e-29,7.588896097619162e-21,2.3617175941964615e-06,2.0107649278854025e-06,2.4521693553898092e-08,1.820569529472521e-09,4.0418559323436913e-10,3.322196492900467e-08,7.255319821770766e-07,1.6478542669273775e-10,2.2147345797659953e-11,2.5755888471667223e-12,2.064462618422187e-10,1.6088983696991454e-08,2.6395775262319574e-13,3.203072627844513e-10,8.748096328145613e-08,1.119029737622649e-23,6.571582227727353e-19,1.0880281453869247e-17,6.659873492901289e-29,9.513618971865378e-16,2.105888449747502e-14,3.7152179547799063e-19
0.00047212694940727243,0.512437764262961,3.76,0.0,0.7145711807068789,0.9999969605302517,8.797002207333119e-07,1.087844044640354e-29,7.932589150496775e-21,2.4665320995305875e-06,2.0852621212279974e-06,2.5610696862948613e-08,1.9076691964075476e-09,4.2451209861237445e-10,3.6170325371534406e-08,7.877856059450537e-07,1.7250717857089984e-10,2.3533270271548673e-11,2.8107128403948614e-12,2.3391662875643516e-10,1.821915472534607e-08,2.890705919266851e-13,3.63713017358481e-10,9.36201611981447e-08,1.2679313436834912e-23,7.764837636351973e-19,1.335276758346202e-17,8.544673597668178e-29,1.0398634012971193e-15,2.3012521766277646e-14,4.214093760056166e-19
0.0004903456211583396,0.5124377646734718,3.76,0.0,0.7145710042538257,0.9999968093596953,9.541289346148987e-07,1.178196593572603e-29,8.279723856160301e-21,2.5720987506090017e-06,2.159253985785618e-06,2.6707516865073993e-08,1.995725021395138e-09,4.4517220955022064e-10,3.9264635790604003e-08,8.528262909898176e-07,1.8031558698864805e-10,2.4957887506180056e-11,3.0579819455470026e-12,2.6384825011460513e-10,2.0538978346936532e-08,3.1561750056926944e-13,4.1115169674534274e-10,9.989495665138797e-08,1.4301740528231648e-23,9.119864167870381e-19,1.6265177116909546e-17,1.0864751071839445e-28,1.1330961010482742e-15,2.5070078416244217e-14,4.758389054196799e-19
0.0005085642929094068,0.5124377651045469,3.76,0.0,0.7145708238289726,0.999996655462975,1.0319340310684228e-06,1.2733356526643672e-29,8.630347754711098e-21,2.678409583074838e-06,2.2327378633811462e-06,2.7812070924474837e-08,2.0847212864642123e-09,4.661651492878209e-10,4.250727818647385e-08,9.20679017210773e-07,1.882101922404939e-10,2.642111848454907e-11,3.3176133109558743e-12,2.963662124502338e-10,2.3057976220986475e-08,3.4363693361922e-13,4.6284751830876216e-10,1.0629929469107948e-07,1.6064358906516775e-23,1.0651856236312485e-18,1.9676036255799556e-17,1.3699990062627618e-28,1.2311493487040958e-15,2.7233493467033686e-14,5.350479431176311e-19
0.000526782964660474,0.5124377655559936,3.76,0.0,0.7145706393965037,0.9999964988184025,1.1131510927382312e-06,1.3734042668583693e-29,8.984508723831809e-21,2.785455903112825e-06,2.305711141043329e-06,2.892426882280975e-08,2.1746419673412237e-09,4.874899558019889e-10,4.5900628605249195e-08,9.913685422628572e-07,1.9619047352027244e-10,2.7922864559001085e-11,3.589821540124144e-12,3.315978086119964e-10,2.5785826998364887e-08,3.7316776201847813e-13,5.190304625133345e-10,1.1282729077424405e-07,1.7974068420250896e-23,1.2376864572344238e-18,2.364927403538751e-17,1.7141483782299986e-28,1.334110952613029e-15,2.950467243372436e-14,5.992784025483899e-19
0.0005450016364115411,0.512437766027588,3.76,0.0,0.7145704509212522,0.9999963394045103,1.1978150858789678e-06,1.4785473653747706e-29,9.342255005269683e-21,2.8932283007537186e-06,2.3781712529550553e-06,3.0044012897404605e-08,2.265470730881265e-09,5.091454784414499e-10,4.944705581005095e-08,1.0649193804310243e-06,2.042558489119862e-10,2.9463007118778966e-11,3.87481832802474e-12,3.696725099687301e-10,2.873236342274859e-08,4.0424925237721327e-13,5.799363274239501e-10,1.194732256044174e-07,2.0037887003854972e-23,1.4311814287902964e-18,2.82545219622792e-17,2.1292663899927136e-28,1.442067032110455e-15,3.188548412464247e-14,6.687764716971409e-19
0.0005632203081626083,0.5124377665190736,3.76,0.0,0.7145702583687124,0.9999961772000732,1.2859603485380527e-06,1.588911715950539e-29,9.70363522467873e-21,3.001716663445156e-06,2.450115682442195e-06,3.1171198182228516e-08,2.3571909331804826e-09,5.311303748786915e-10,5.314891992919563e-08,1.141355781771604e-06,2.1240567544459258e-10,3.1041407290338264e-11,4.172812098603623e-12,4.1072193490551105e-10,3.1907569130082875e-08,4.36921045716207e-13,6.458067798984213e-10,1.2623154014441198e-07,2.2262948969970533e-23,1.6474522204448953e-18,3.356741980887122e-17,2.627050160452322e-28,1.5551018723720781e-15,3.437775744017391e-14,7.4379252631771785e-19
0.0005814389799136755,0.5124377670301633,3.76,0.0,0.7145700617050555,0.9999960121841259,1.377620578678745e-06,1.7046458755351169e-29,1.0068698404610274e-20,3.110910189900771e-06,2.5215419639978584e-06,3.23057125517593e-08,2.44978561837053e-09,5.534431083816625e-10,5.7008571083646466e-08,1.220701711533334e-06,2.206392492117145e-10,3.265790567073694e-11,4.484007644028586e-12,4.5487981362582515e-10,3.532157514824423e-08,4.712231351714589e-13,7.168894033245696e-10,1.3309683079719764e-07,2.465650310159378e-23,1.888371337526219e-18,3.966992729852732e-17,3.220678193531234e-28,1.6732977795041179e-15,3.69832781787473e-14,8.245810359220029e-19
0.0005996576516647426,0.5124377675605388,3.76,0.0,0.7145698608971416,0.9999958443359819,1.4728288222697796e-06,1.8259001373218395e-29,1.0437493970478272e-20,3.220797404238031e-06,2.5924476853369565e-06,3.344743686784786e-08,2.5432375180950673e-09,5.76081945408092e-10,6.102834799601562e-08,1.3029808298713062e-06,2.2895580555715627e-10,3.4312322094379516e-11,4.808605766250061e-12,5.022819492801432e-10,3.898465609928707e-08,5.071958426778891e-13,7.934377417555703e-10,1.4006384474982937e-07,2.7225910545084636e-23,2.1559036732484854e-18,4.665064139121912e-17,3.9249452817828314e-28,1.7967349361658222e-15,3.970378585638926e-14,9.11400462549609e-19
0.0006178763234158098,0.5124377681098524,3.76,0.0,0.7145696559125339,0.9999956736352512,1.5716174613675537e-06,1.9528264738110103e-29,1.081007174933009e-20,3.3313661704139466e-06,2.6628304894759e-06,3.4596245129676347e-08,2.6375290516675363e-09,5.990449535249235e-10,6.521057658341526e-08,1.3882164718672898e-06,2.373545193270235e-10,3.600445543336255e-11,5.1468029214555496e-12,5.530661754471076e-10,4.290722610717759e-08,5.448797946514986e-13,8.757113403006743e-10,1.4712747547547829e-07,2.9978642505470974e-23,2.4521079790002255e-18,5.460511885571734e-17,4.756405007127495e-28,1.925491258025556e-15,4.254097054638199e-14,1.0045131523557468e-18
0.000636094995166877,0.5124377686777265,3.76,0.0,0.7145694467195124,0.9999955000618596,1.6740182022168014e-06,2.085578475689026e-29,1.1186481961272951e-20,3.4426037069664777e-06,2.732688076832373e-06,3.5752004626892184e-08,2.732642326908502e-09,6.223299996550491e-10,6.955756853647299e-08,1.476431627870095e-06,2.458345051891329e-10,3.7734083431634224e-11,5.498790868014504e-12,6.073723099997551e-10,4.709983441446329e-08,5.843158966918376e-13,9.639757816322005e-10,1.5428275838871666e-07,3.292227774580591e-23,2.7791382333869367e-18,6.36362037908356e-17,5.7335199465988205e-28,2.05964225135592e-15,4.549646974564554e-14,1.1041852200703252e-18
0.0006543136669179442,0.5124377692637553,3.76,0.0,0.7145692332870869,0.9999953235960647,1.7800620633956216e-06,2.224311286309469e-29,1.1566775203435076e-20,3.554496602068104e-06,2.8020182073400394e-06,3.691457609598468e-08,2.8285591416599545e-09,6.459347486531854e-10,7.40716198868423e-08,1.567648924169822e-06,2.543948180202806e-10,3.9500962573143506e-11,5.864756318525049e-12,6.653421053954396e-10,5.157316071187484e-08,6.255453073291482e-13,1.0585027184736625e-09,1.615248666493296e-07,3.6064499892673595e-23,3.139244903291237e-18,7.385435973460148e-17,6.876819671042439e-28,2.1992608720775863e-15,4.8571865274563524e-14,1.210686426396538e-18
0.0006725323386690113,0.5124377698675046,3.76,0.0,0.7145690155850117,0.999995144218473,1.8897793640306086e-06,2.3691815315008224e-29,1.1951002426360077e-20,3.66703082889661e-06,2.870818702573156e-06,3.808381387995778e-08,2.925260985973044e-09,6.698566622123791e-10,7.875500956555163e-08,1.6618906040200496e-06,2.630344533618235e-10,4.1304827984115693e-11,6.244880596585713e-12,7.271191954343579e-10,5.6338010185403324e-08,6.686094108430785e-13,1.1595699019380992e-09,1.688491071100653e-07,3.941309455027754e-23,3.534776090334401e-18,8.537800597689175e-17,8.20906660333528e-28,2.344417386565782e-15,5.176868021706337e-14,1.3242900484324246e-18
0.0006907510104200785,0.5124377704885128,3.76,0.0,0.7145687935837968,0.9999949619100583,2.003199712107672e-06,2.520347244436537e-29,1.2339214902759192e-20,3.7801917613267153e-06,2.9390874478760195e-06,3.9259566091336254e-08,3.022729044964784e-09,6.940929981022489e-10,8.36099979545439e-08,1.7591785090221367e-06,2.7175234794390646e-10,4.314539336954837e-11,6.639339298924436e-12,7.928490385379437e-10,6.140530828594935e-08,7.13549789182399e-13,1.267461205590333e-09,1.7625091640386705e-07,4.29759462258903e-23,3.968178556266756e-18,9.833385766830707e-17,9.755429779853565e-28,2.495179234534776e-15,5.5088375907797847e-14,1.4452727432142914e-18
0.0007089696821711457,0.5124377711262921,3.76,0.0,0.7145685672547234,0.9999947766521763,2.120351992903956e-06,2.67796778531183e-29,1.2731464188571084e-20,3.893964189944768e-06,3.006822394492278e-06,4.044167477852902e-08,3.120944202338205e-09,7.186408097396257e-10,8.863882543376493e-08,1.8595340608858961e-06,2.8054738027852995e-10,4.50223509839756e-11,7.048301963523834e-12,8.626788576048957e-10,6.678609522720469e-08,7.604081930177053e-13,1.3824666451119243e-09,1.8372585716624128e-07,4.67610350697955e-23,4.441998620982947e-18,1.128572692959237e-16,1.1543666534727623e-27,2.6516108943177855e-15,5.853234897331737e-14,1.5739144044964455e-18
0.0007271883539222129,0.5124377717803278,3.76,0.0,0.7145683365698549,0.999994588426581,2.241264357566021e-06,2.842203755540001e-29,1.312780207631022e-20,4.0083323383873215e-06,3.0740215616891285e-06,4.1629976095558236e-08,3.2198870445594685e-09,7.434969460918285e-10,9.384371092616366e-08,1.9629782435809312e-06,2.894183713215321e-10,4.693537163650154e-11,7.471931744386038e-12,9.367575765092057e-10,7.249152021799508e-08,8.092265119616075e-13,1.5048823934530758e-09,1.9126961438852665e-07,5.077643343321122e-23,4.958882927052272e-18,1.2909258107501618e-16,1.3604312101002244e-27,2.8137737508596045e-15,6.210192843412356e-14,1.7104980128973422e-18
0.00074540702567328,0.5124377724500807,3.76,0.0,0.714568101502051,0.9999943972154415,2.3659642118592113e-06,3.013216906202753e-29,1.3528280540709624e-20,4.1232798800029695e-06,3.140683038871505e-06,4.2824300475147813e-08,3.31953786568435e-09,7.686580519123326e-10,9.922685044296613e-08,2.069531585892896e-06,2.983640852034103e-10,4.888410473005347e-11,7.910385093582104e-12,1.0152357533111453e-09,7.853283543587875e-08,8.600467439933998e-13,1.6350107913614943e-09,1.9887799189793156e-07,5.503030224804092e-23,5.521579064876925e-18,1.4719346778496143e-16,1.5970877096244342e-27,2.9817259667393712e-15,6.579837287449453e-14,1.855309479557883e-18
0.0007636256974243472,0.5124377731349867,3.76,0.0,0.7145678620249797,0.9999942030013551,2.494478205112786e-06,3.191170040463191e-29,1.3932951676697547e-20,4.238789954835416e-06,3.2068049876813918e-06,4.4024472805150804e-08,3.419876672825439e-09,7.941205683081028e-10,1.0479041563158329e-07,2.1792141443989105e-06,3.073832300287752e-10,5.086817833475361e-11,8.363811451230758e-12,1.0982655102587467e-09,8.492138974935935e-08,9.129109641276537e-13,1.7731603531843523e-09,2.0654690896032073e-07,5.953088723265464e-23,6.13293605283857e-18,1.6732328955744625e-16,1.868005283242103e-27,3.1555223565380954e-15,6.962286768691489e-14,2.008637483473114e-18
0.0007818443691754144,0.5124377738344579,3.76,0.0,0.7145676181131301,0.9999940057673642,2.626832219385095e-06,3.376226909685438e-29,1.4341867629775324e-20,4.354845186924329e-06,3.2723856440774944e-06,4.5230312608279945e-08,3.5208831922503828e-09,8.198807336373538e-10,1.1053655232850568e-07,2.292045486876284e-06,3.164744587440824e-10,5.2887199295254335e-11,8.832352944048022e-12,1.1860004606638975e-09,9.166862219662937e-08,9.678612923686066e-13,1.9196457678459378e-09,2.142723970018339e-07,6.428651492825998e-23,6.795904667068991e-18,1.8965544410593822e-16,2.1771924361119626e-27,3.335214264863972e-15,7.357652239790516e-14,2.1707733026740133e-18
0.0008000630409264816,0.5124377745478832,3.76,0.0,0.7145673697418229,0.9999938054969681,2.763051358872633e-06,3.568552102972019e-29,1.475508051889949e-20,4.471427701919138e-06,3.337423320390519e-06,4.6441634225091034e-08,3.6225368761003206e-09,8.459345847359789e-10,1.1646737911952729e-07,2.408044676158513e-06,3.256363700731443e-10,5.4940753371826114e-11,9.316144093103568e-12,1.2785956327436742e-09,9.878605522931499e-08,1.0249398609945452e-12,2.074787894910416e-09,2.2205059644551828e-07,6.930558857077556e-23,7.513537615779213e-18,2.143737198672215e-16,2.5290191135470807e-27,3.5208494483440525e-15,7.76603680819498e-14,2.3420106394513335e-18
0.0008365003844286159,0.5124377760140413,3.76,0.0,0.7145668595263562,0.9999933957833353,3.0471814800780803e-06,3.9756692972071167e-29,1.5594604938142594e-20,4.7061006999032546e-06,3.46586337599391e-06,4.8879955479735606e-08,3.8277022206423515e-09,8.989064937610694e-10,1.2889143253336417e-07,2.649620229370466e-06,3.4416637050043737e-10,5.914969958433868e-11,1.032997373825658e-11,1.4789933443712108e-09,1.1417798723534287e-07,1.1456501099287037e-12,2.4123565059310147e-09,2.3775021829116847e-07,8.0168043827377e-23,9.125516867580697e-18,2.7175786344547715e-16,3.380015634926756e-27,3.9101220517801255e-15,8.622234961048833e-14,2.7129756927580244e-18
0.0008692939935805368,0.5124377773747308,3.76,0.0,0.7145663848509729,0.9999930165008974,3.3163528782566536e-06,4.3685964624393623e-29,1.63653916236906e-20,4.918920826330239e-06,3.579587137979916e-06,5.1091230427934423e-08,4.014352856241369e-09,9.475417940646312e-10,1.4072536616013617e-07,2.878052619641741e-06,3.610699744511945e-10,6.305127392790629e-11,1.1295758264412916e-11,1.6775545950858896e-09,1.2941386139225373e-07,1.2619896490470948e-12,2.7491189841184397e-09,2.5202355779265183e-07,9.093095519784872e-23,1.0795959154894447e-17,3.336331275114769e-16,4.343800236841338e-27,4.281195100532717e-15,9.43820375723752e-14,3.0809609804574465e-18
0.0009020876027324577,0.5124377787701547,3.76,0.0,0.7145658953824083,0.9999926271462625,3.5984010916112977e-06,4.7876578215368863e-29,1.7150900051335658e-20,5.133150514818971e-06,3.691529098784747e-06,5.3317162238179364e-08,4.202769052382734e-09,9.970579882314074e-10,1.5318924867960676e-07,3.1170206141674194e-06,3.781784320786025e-10,6.705735154076586e-11,1.2312667397242114e-11,1.894329970491495e-09,1.4603143415780463e-07,1.385876907868551e-12,3.1191997531571053e-09,2.664123284926521e-07,1.0268115445071846e-22,1.2695632526088558e-17,4.0660992986207785e-16,5.532704891627075e-27,4.672091549596305e-15,1.0297574138226565e-13,3.483093977232652e-18
0.0009348812118843786,0.5124377801960186,3.76,0.0,0.7145653910083053,0.9999922276414898,3.893443114763041e-06,5.233826353663711e-29,1.7951420435658505e-20,5.348669930430937e-06,3.801682435437372e-06,5.555650600383121e-08,4.392822163684362e-09,1.0474249568052017e-09,1.6629426526108065e-07,3.3666151769749426e-06,3.9548175811239224e-10,7.116478496416476e-11,1.338117607422204e-11,2.130263698534748e-09,1.6409995247552655e-07,1.517553528939709e-12,3.524690804947987e-09,2.8089758446554546e-07,1.1546982306118057e-22,1.4845987836217582e-17,4.921822253879233e-16,6.988457730988658e-27,5.082946351130264e-15,1.1200633489331109e-13,3.9211501913384315e-18
0.0009676748210362995,0.5124377816478473,3.76,0.0,0.7145648716258814,0.9999918179144265,4.201587042008436e-06,5.708072471770633e-29,1.876723417970776e-20,5.565355510894354e-06,3.910041277115325e-06,5.780797804939566e-08,4.584381402828503e-09,1.0986106724581989e-09,1.8005120527595696e-07,3.6269208541575083e-06,4.1296949512124704e-10,7.537022790888679e-11,1.450165993095984e-11,2.3863078493735657e-09,1.8368892927104126e-07,1.6572584973717458e-12,3.967746803916944e-09,2.954613076319962e-07,1.293485675937604e-22,1.7269501657687662e-17,5.919808937367477e-16,8.758582166574144e-27,5.51384907083615e-15,1.2147569953279095e-13,4.3969148233395334e-18
0.0009999999999999998,0.5124377831210053,3.76,0.0,0.71456434488347,0.9999914039711969,4.518248410002425e-06,6.203962671777259e-29,1.9586625003800823e-20,5.779963606389054e-06,4.015091307451641e-06,6.003787513832795e-08,4.774549128433338e-09,1.1498335559690332e-09,1.9425976180422443e-07,3.894066892207383e-06,4.3037729593672845e-10,7.96080744860153e-11,1.5657271593409964e-11,2.6593093463840058e-09,2.0455394060228525e-07,1.8030545755661572e-12,4.443396582863402e-09,3.0987710245481724e-07,1.4414647718674928e-22,1.994859371434583e-17,7.060045402367912e-16,1.0863510768437766e-26,5.958259024464399e-15,1.31240058291517e-13,4.9045321076478075e-18
0.0010004684301882203,0.5124377831210053,3.76,0.0,0.714564337142087,0.999991397898896,4.522931927335882e-06,6.211360659360239e-29,1.9598611333611934e-20,5.783080343985629e-06,4.016600736090955e-06,6.00702598515165e-08,4.777314059903097e-09,1.1505812757368905e-09,1.944704382747026e-07,3.898015555720134e-06,4.306307418217853e-10,7.967014326893085e-11,1.5674391855715827e-11,2.6634204800331178e-09,2.0486798491836037e-07,1.805227456153697e-12,4.4505841271573e-09,3.1008636447596453e-07,1.4436931913454458e-22,1.9989649960697083e-17,7.077800655469721e-16,1.089692182752487e-26,5.96484257635973e-15,1.3138469570738375e-13,4.9121786653543766e-18
