Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53)
3.874277995914525e-05,0.9226202665177771,3.76,0.0,0.4043634418778869,0.8120912838674852,0.20049506222707178,2.577075553505937e-08,1.6970302767274877e-06,0.05802688986304825,0.001877344816566407,1.152660729621029e-06,0.002847144017211588,0.006620281986406289,0.24056490315887613,0.012038003715727686,0.0007769745387757206,8.61620978949857e-06,8.686603193912217e-05,0.040021119389910036,0.004667217644300077,0.0007321197159852823,0.09396814565126343,8.461527783183816e-05,2.866475203042924e-09,0.00016907200628186225,0.020061639472145613,3.165744615905252e-05,3.2979297606603556e-05,5.531542241707126e-05,1.3054361364841832e-12,8.017281526943112e-10,4.546773624005954e-12,1.8027245120142597e-06,0.030217973634049464,0.00010115927424677679,0.0004428691527632253,6.894640238563876e-09,1.8375380773672154e-11,5.2522397580644873e-08,5.202482961740866e-09,0.0005627738903564545,4.0744842149819986e-08,1.2272576670455685e-11,7.508482026720899e-06,0.00027074651397002706,5.668351952131451e-11,8.532722128463136e-09,2.646064781678128e-05,2.304809559710905e-05,0.0012282616163441877,6.890297242268134e-10,4.0500548371377006e-10,1.3521211187317934e-11,1.8591639378193433e-17,1.1011965166588938e-06,4.6500053678344433e-20,1.0218627129785329e-08,3.978146958242374e-08,1.8610414114983197e-12,5.974173997924558e-08,2.3928941482388484e-12,2.27675538576791e-08,9.770732327423773e-21,3.522491872229826e-16,4.208241385517982e-12,6.069077186318996e-13,2.9438726028529755e-14,1.7984427456593772e-13
3.8827056326379283e-05,0.922889669183269,3.76,0.0,0.4022689777341829,0.8104450189927083,0.20218060397803747,2.6693205728235056e-08,1.735026762435714e-06,0.05809826530600414,0.001878588222446839,1.151404664927829e-06,0.0028720487115314434,0.0066971577916011965,0.24248273760953679,0.012009736945391489,0.0007831067706681381,8.626236034881995e-06,8.714927231188191e-05,0.04009495896526501,0.004659268319510059,0.0007366929121377622,0.09491907358153583,8.491931835756964e-05,2.8754779799578384e-09,0.00017101675834944942,0.02032342678611696,3.2195941566316444e-05,3.3324148995730604e-05,5.596366375100507e-05,1.3177107026674978e-12,8.04640430478467e-10,4.589429892677035e-12,1.8192940876417835e-06,0.030535955141655975,0.00010302136944517701,0.00045026214335114583,7.021328453637521e-09,1.8870549178340733e-11,5.2938594792924084e-08,5.260740670424516e-09,0.0005686412195034923,4.1305818973439705e-08,1.2505605121055726e-11,7.551176835614464e-06,0.0002743783750609971,5.8163139299842146e-11,8.701348576009975e-09,2.6737447364598997e-05,2.3216766558308104e-05,0.001250988525350047,7.001519785590718e-10,4.1280960286580577e-10,1.366845778284285e-11,1.8978763459375788e-17,1.1258131317604892e-06,4.746724368273835e-20,1.0436706820587414e-08,4.051761804378334e-08,1.8784846202215716e-12,5.990823007598652e-08,2.4329909912571306e-12,2.3310731737277945e-08,9.974178790353073e-21,3.5596520338332874e-16,4.284678045053168e-12,6.166989837966008e-13,2.997313549142695e-14,1.8078734760488421e-13
3.8911332693613314e-05,0.9231608529986929,3.76,0.0,0.4001657302555052,0.8087853555148149,0.20387942461965838,2.7651616486723205e-08,1.7739762688239866e-06,0.058168588994397696,0.0018797257993484412,1.1501015414731274e-06,0.0028972458322740198,0.006775136657086118,0.24441028144507906,0.011980884797150714,0.0007893011103945979,8.63568099904864e-06,8.74297444676427e-05,0.04016574774811208,0.004650998268798667,0.0007412686909070413,0.09587784848872843,8.52173461309629e-05,2.88436499086442e-09,0.0001729756726627921,0.020587714952399406,3.2742331315055495e-05,3.367313554140956e-05,5.662103990908478e-05,1.3301070238649012e-12,8.07529337767005e-10,4.6325079503550055e-12,1.8360221652896125e-06,0.030856941675062866,0.00010491097403661146,0.00045773778291668255,7.149892807659344e-09,1.937873664480207e-11,5.335554742394926e-08,5.319781789482829e-09,0.0005745197465581192,4.187331017637641e-08,1.2743221238350587e-11,7.593982616227584e-06,0.00027803030957914104,5.967903485149064e-11,8.872896633145324e-09,2.701744871594542e-05,2.338667669002311e-05,0.0012740265624180745,7.113766509643261e-10,4.207648270963241e-10,1.3817151697217742e-11,1.9373334664098803e-17,1.1509133289697802e-06,4.845301623757541e-20,1.0658907120667695e-08,4.1263845747305126e-08,1.896100081957389e-12,6.00691313577493e-08,2.4737933919831804e-12,2.3865285219970652e-08,1.0181538908790326e-20,3.596930660720674e-16,4.362516679575948e-12,6.266134828012069e-13,3.051734678567988e-14,1.8173887869199424e-13
3.8995609060847345e-05,0.9234338234925434,3.76,0.0,0.3980537015168401,0.8071121760589786,0.2055916385827474,2.864753388722014e-08,1.8139064535445114e-06,0.05823784620753777,0.001880756430693356,1.1487510035342651e-06,0.0029227405817989862,0.006854239627576413,0.24634750852455425,0.011951448829325091,0.0007955586537783119,8.644537262723128e-06,8.770738143167119e-05,0.04023344257169012,0.00464240591016593,0.0007458467431628922,0.09684452551533158,8.550922372591076e-05,2.8931352882962963e-09,0.00017494869396077257,0.020854511815123364,3.329671880425293e-05,3.402632634094522e-05,5.728772488210632e-05,1.3426267270780876e-12,8.103942927282804e-10,4.676013415722191e-12,1.8529108304388221e-06,0.031180963257316004,0.00010682833495987661,0.0004652958703310003,7.2803515398319775e-09,1.990028278464069e-11,5.3773219106945376e-08,5.379623261005039e-09,0.0005804083609711396,4.244740187809882e-08,1.298552662964624e-11,7.63689960036412e-06,0.00028170174505702235,6.123202761919652e-11,9.047410538598064e-09,2.730070038031317e-05,2.3557852804220327e-05,0.0012973772747321458,7.227026304105468e-10,4.2887443524090384e-10,1.3967308165479354e-11,1.977548890306859e-17,1.1765050579893437e-06,4.9457710012645807e-20,1.0885293199539375e-08,4.202020285968439e-08,1.913890088539918e-12,6.022434533859809e-08,2.5153159129718765e-12,2.4431413689670642e-08,1.039288410708171e-20,3.6343220229833384e-16,4.4417861423295025e-12,6.366521596559516e-13,3.1071561807088657e-14,1.8269928443227883e-13
3.9079885428081375e-05,0.9237085861139515,3.76,0.0,0.3959328943031595,0.8054253618155881,0.2073173616278243,2.9682577483304174e-08,1.8548458964781525e-06,0.05830602176924095,0.0018816789991056334,1.147352689207378e-06,0.0029485382732263934,0.0069344882269837295,0.24829439099818607,0.011921430678667983,0.0008018805220891544,8.652797381476056e-06,8.798211453233286e-05,0.04029800021461784,0.004633489661145683,0.0007504267547450106,0.09781916036228207,8.579481294649968e-05,2.901787962935099e-09,0.00017693576119155732,0.02112382484958784,3.3859208783811815e-05,3.438379174607955e-05,5.7963896529637266e-05,1.3552714598004783e-12,8.132347009934018e-10,4.7199519775049604e-12,1.8699621946846516e-06,0.03150805032028844,0.00010877369683977005,0.00047293616332120804,7.4127229001835705e-09,2.043553610873403e-11,5.4191572576068334e-08,5.440282499050437e-09,0.0005863059269069306,4.302818239638393e-08,1.3232625530503805e-11,7.679928017815641e-06,0.00028539208918472534,6.282295537752907e-11,9.224935204126317e-09,2.75872516035135e-05,2.3730322585045263e-05,0.0013210421356003072,7.34128731312135e-10,4.3714179412727083e-10,1.4118942648977606e-11,2.0185364620650547e-17,1.2025963581726315e-06,5.048166998589879e-20,1.1115930902098835e-08,4.2786737155950965e-08,1.9318569602713885e-12,6.037377325651132e-08,2.5575734716994754e-12,2.5009318974864994e-08,1.0608287141760857e-20,3.671820239138308e-16,4.522516009848502e-12,6.468159541677459e-13,3.163598751802828e-14,1.8366899496765395e-13
3.9164161795315406e-05,0.9239851462288887,3.76,0.0,0.3938033121391275,0.8037247925225396,0.20905671085862243,3.0758444195268046e-08,1.8968241301575116e-06,0.05837310003274787,0.0018824923865101624,1.145906230270669e-06,0.002974644332842769,0.007015904470114838,0.2502508992571602,0.011890832060186462,0.0008082678627797229,8.660453885969345e-06,8.82538733468321e-05,0.04035937740860572,0.004624247938977038,0.0007550084060011382,0.09880180929861236,8.60739748502325e-05,2.9103221448497413e-09,0.00017893680727481618,0.02139566114702775,3.442990741296155e-05,3.474560337530396e-05,5.8649736640758416e-05,1.3680428893845797e-12,8.16049955257627e-10,4.764329392256102e-12,1.887178394840758e-06,0.03183823371014523,0.00011074730177628512,0.00048065837726413277,7.547025147973414e-09,2.0984854256637773e-11,5.461056961717843e-08,5.501777403389098e-09,0.0005922112830695552,4.361574231628405e-08,1.3484624881589707e-11,7.723068094952473e-06,0.0002891007295481024,6.445267245812694e-11,9.405516230027864e-09,2.7877152370021718e-05,2.3904114608790703e-05,0.0013450225411430978,7.456536917254488e-10,4.4557036143073005e-10,1.4272070838828363e-11,2.0603102849579292e-17,1.229195358023395e-06,5.1525247576191146e-20,1.1350886740495304e-08,4.3563493912221535e-08,1.9500030450076917e-12,6.051731609188401e-08,2.6005813496977364e-12,2.5599205337366267e-08,1.082782212962477e-20,3.7094192742118675e-16,4.604736602809918e-12,6.571058014675005e-13,3.221083609425607e-14,1.8464845426367744e-13
3.924843816254944e-05,0.9242635091162592,3.76,0.0,0.3916649593199065,0.8020103464480165,0.21080980473531125,3.1876911740765977e-08,1.9398716745797477e-06,0.05843906486535164,0.0018831954740549425,1.144411252054948e-06,0.003001064302680083,0.007098510874557302,0.2522170018815744,0.011859654766972072,0.0008147218501178664,8.66749928164861e-06,8.852258564546412e-05,0.04041753084647705,0.004614679160811235,0.0007595913715306784,0.09979252917066068,8.634656976935736e-05,2.918737004737779e-09,0.00018095175885758413,0.021670027398998794,3.500892229034022e-05,3.5111834126102414e-05,5.9345431023084705e-05,1.380942702570243e-12,8.188394348837129e-10,4.809151482719038e-12,1.9045615922826479e-06,0.032171544692737634,0.00011274938912250217,0.0004884621839622213,7.683276550072926e-09,2.1548604229245014e-11,5.503017103063703e-08,5.5641263735961856e-09,0.0005981232425387624,4.421017456002098e-08,1.3741634406932484e-11,7.766320053239502e-06,0.0002928270333709165,6.612204996975459e-11,9.589199920882696e-09,2.8170453403102443e-05,2.4079258364286384e-05,0.0013693198068548628,7.572761715023855e-10,4.5416368863649126e-10,1.4426708659490392e-11,2.102884726437537e-17,1.256310274472543e-06,5.258880077549848e-20,1.1590227884611464e-08,4.435051579434612e-08,1.968330717480861e-12,6.065487458703142e-08,2.644355201761307e-12,2.6201279457142325e-08,1.1051564575703843e-20,3.7471129376025075e-16,4.6884790078462626e-12,6.675226316293726e-13,3.279632507748853e-14,1.8563812038607326e-13
3.933271452978347e-05,0.9245436799639043,3.76,0.0,0.3895178409431193,0.8002819003733628,0.21257676308749712,3.3039843040949645e-08,1.984020076033941e-06,0.0585038996327148,0.0018837871420617147,1.1428673733121249e-06,0.003027803843085535,0.007182330472824226,0.25419266558664466,0.011827900669997162,0.0008212436857734582,8.673926048676023e-06,8.878817733374807e-05,0.04047241719050464,0.004604781743961495,0.0007641753200986092,0.10079137741131465,8.6612457328534e-05,2.9270317551820302e-09,0.00018298053605684443,0.02194692988108862,3.5596362450522614e-05,3.548255818700602e-05,6.005116960001766e-05,1.3939726054743787e-12,8.216025054840955e-10,4.854424137716638e-12,1.92211397290567e-06,0.03250801495893941,0.00011478019526102933,0.0004963472104036273,7.821495379465413e-09,2.2127162626928353e-11,5.5450336602500344e-08,5.62734832362241e-09,0.0006040405926109028,4.481157445805052e-08,1.4003766694276663e-11,7.809684107657778e-06,0.0002965703472582602,6.783197601556096e-11,9.776033301803611e-09,2.8467206163653566e-05,2.4255784273266116e-05,0.001393935164090169,7.689947504420181e-10,4.629254241114464e-10,1.458287227227457e-11,2.1462744235319503e-17,1.283949411917803e-06,5.367269428401809e-20,1.183402215163517e-08,4.514784274413347e-08,1.9868423792486046e-12,6.078634926675275e-08,2.6889110653587373e-12,2.681575041472632e-08,1.1279591401835601e-20,3.784894880939824e-16,4.773775100304009e-12,6.780673691800024e-13,3.339267753468355e-14,1.866384657835478e-13
3.94169908970175e-05,0.9248256638643767,3.76,0.0,0.3873619629420892,0.7985393295759518,0.21435770712694277,3.424919103854475e-08,2.0293019439085497e-06,0.05856758718281719,0.00188426627010499,1.1412742060848674e-06,0.00305486873523866,0.007267386824885746,0.25617785516713687,0.011795571717851458,0.0008278345994845393,8.679726642276993e-06,8.905057239369694e-05,0.04052399308107791,0.0045945541062022,0.0007687599144536945,0.10179841204950438,8.68714964629921e-05,2.9352056519311695e-09,0.00018502305219039156,0.02222637443591334,3.6192338368566126e-05,3.5857851048431244e-05,6.0767146485678936e-05,1.4071343232038027e-12,8.243385184853088e-10,4.900153310736073e-12,1.939837746574735e-06,0.03284767662994862,0.00011683995337744175,0.0005043130375089668,7.961699913950832e-09,2.2720915893886126e-11,5.587102506864271e-08,5.6914626968832345e-09,0.0006099620946431509,4.542003982139872e-08,1.4271137277958611e-11,7.853160465089191e-06,0.0003003299969412051,6.958335590834696e-11,9.96606413536322e-09,2.8767462848824467e-05,2.4433723710545046e-05,0.0014188697564688135,7.80807926435955e-10,4.718593162874905e-10,1.4740578078767938e-11,2.190494288435836e-17,1.3121211612213125e-06,5.477729964859558e-20,1.2082337994719251e-08,4.5955511862938715e-08,2.005540458109796e-12,6.091164045992772e-08,2.734265370367331e-12,2.7442829671363364e-08,1.1511980975957503e-20,3.8227585960257885e-16,4.860657567679127e-12,6.887409325075387e-13,3.4000122222480255e-14,1.876499775867782e-13
3.950126726425153e-05,0.9251094658103977,3.76,0.0,0.38519733212040935,0.7967825078122784,0.21615275945989715,3.5507003094363936e-08,2.0757509886416747e-06,0.05863010982951928,0.0018846317371353492,1.1396313555796824e-06,0.0030822648837364043,0.0073537040310191325,0.258172533439932,0.011762669936437797,0.0008344958497980622,8.684893493269215e-06,8.930969282468554e-05,0.04057221514571745,0.00458399466611799,0.0007733448110057318,0.10281369171975048,8.712354543985097e-05,2.943257995190648e-09,0.00018707921349976568,0.022508366455508702,3.679696198299583e-05,3.6237789512639685e-05,6.149356006593932e-05,1.42042959916754e-12,8.270468106898438e-10,4.946345017525302e-12,1.957735146172854e-06,0.033190562262516404,0.00011892889322431074,0.0005123591988655107,8.103908434982648e-09,2.3330260567125733e-11,5.629219407016032e-08,5.756489481789726e-09,0.0006158864839033309,4.603567101485337e-08,1.4543864724424385e-11,7.896749322656299e-06,0.00030410528702438076,7.137711238056859e-11,1.0159340939032606e-08,2.9071276389360858e-05,2.46131090242328e-05,0.001444124636169421,7.927141135867724e-10,4.809692169606771e-10,1.4899842724279326e-11,2.2355595142075805e-17,1.3408339986525822e-06,5.590299540422756e-20,1.2335244490174194e-08,4.677355729163951e-08,2.0244274071131375e-12,6.103064832220123e-08,2.7804349490079775e-12,2.808273104516133e-08,1.1748813142046747e-20,3.860697412776009e-16,4.949159933667239e-12,6.995442332982848e-13,3.461889375584017e-14,1.8867315791472496e-13
3.958554363148556e-05,0.9253950906901607,3.76,0.0,0.38302395618781127,0.7950113073014549,0.21796204409900174,3.681542582657507e-08,2.1234020640175604e-06,0.058691449335774026,0.001884882421545348,1.1379384200419937e-06,0.0031099983193166856,0.007441306744908806,0.2601766611846411,0.011729197428650265,0.0008412287248055718,8.689419008470218e-06,8.95654585832697e-05,0.04061704000845832,0.004573101843501656,0.0007779296595100887,0.10383727567154588,8.736846188129618e-05,2.9511881309197336e-09,0.0001891489188645278,0.022792910863158426,3.741034671724157e-05,3.662245170359965e-05,6.22306130970519e-05,1.4338601947007448e-12,8.297267038368445e-10,4.9930053347469035e-12,1.975808427057746e-06,0.033536704854075686,0.0001210472408730052,0.0005204851794486178,8.248139226627627e-09,2.3955603530060098e-11,5.6713800108615726e-08,5.822449227739832e-09,0.0006218124694281873,4.6658571031195886e-08,1.482207072041111e-11,7.940450865951722e-06,0.00030789550073770437,7.32141857888008e-11,1.035591300310996e-08,2.937870044582565e-05,2.47939735560277e-05,0.0014697007601003182,8.047116402947284e-10,4.902590847119163e-10,1.5060683101305903e-11,2.2814855805659324e-17,1.370096484631781e-06,5.705016721813315e-20,1.2592811323249362e-08,4.7602010086638786e-08,2.043505703999229e-12,6.114327285986867e-08,2.827437045926106e-12,2.873567068333514e-08,1.1990169250600504e-20,3.8987044971063826e-16,5.039316582935793e-12,7.104781759970429e-13,3.5249232781552286e-14,1.8970852417987982e-13
3.966981999871959e-05,0.9256825432825417,3.76,0.0,0.3808418437973398,0.7932255987090738,0.2197856864747969,3.817671070115548e-08,2.172291209945448e-06,0.05875158689650755,0.0018850172011878746,1.1361949906341999e-06,0.0031380752016598266,0.007530220187066118,0.26219019708221525,0.011695156374030412,0.0008480345428573572,8.693295570980444e-06,8.981778752168056e-05,0.040658424299621715,0.004561874059803221,0.0007825141028238111,0.10486922377857646,8.7606102787676e-05,2.958995452144354e-09,0.00019123205950553432,0.02308001209459925,3.803260749050852e-05,3.701191707622017e-05,6.297851279443118e-05,1.4474278887121611e-12,8.323775041532078e-10,5.04014039867531e-12,1.994059866548399e-06,0.033886137847787476,0.0001231952184553442,0.0005286904143306202,8.394410574708977e-09,2.459736227183492e-11,5.713579850420298e-08,5.889363061657277e-09,0.0006277387338903236,4.728884556676532e-08,1.5105880163624607e-11,7.98426526717343e-06,0.0003116998996922019,7.509553431421134e-11,1.0555830409261888e-08,2.9689789404523852e-05,2.497635166139294e-05,0.0014955989859541188,8.167987473214853e-10,4.997329884546381e-10,1.522311635294277e-11,2.3282882597959306e-17,1.3999172622815983e-06,5.82192080363888e-20,1.2855108772805446e-08,4.8440898092103104e-08,2.062777850661564e-12,6.124941395504911e-08,2.8752893285390135e-12,2.9401867031510024e-08,1.223613218966513e-20,3.9367728487947474e-16,5.131162786725274e-12,7.215436572006405e-13,3.5891386157706424e-14,1.9075660939620117e-13
3.975409636595362e-05,0.9259718282520787,3.76,0.0,0.37865100458389855,0.7914252511313816,0.2216238134468165,3.959321954366272e-08,2.222455695164179e-06,0.05881050312115045,0.0018850349534159417,1.1344006513177646e-06,0.0031665018222015564,0.0076204701586098855,0.26421309765149975,0.011660549028384634,0.0008549146533018624,8.69651554057886e-06,9.006659532536366e-05,0.04069632466598963,0.004550309738635089,0.0007870977766607056,0.10590959654789266,8.783632456058258e-05,2.966679400283678e-09,0.00019332851867683734,0.023369674078534724,3.866386072634171e-05,3.740626642431186e-05,6.373747091428966e-05,1.4611344769686465e-12,8.34998501892268e-10,5.087756402662283e-12,2.012491762937694e-06,0.03423889513749871,0.00012537304389783702,0.0005369742873781059,8.54274076612273e-09,2.5255965151988246e-11,5.75581433525835e-08,5.957252705069695e-09,0.0006336639334722471,4.792660309786847e-08,1.5395421256048756e-11,8.028192683216615e-06,0.00031551772363946006,7.702213415722608e-11,1.0759144049638377e-08,3.0004598372353327e-05,2.516027872952502e-05,0.0015218200681506831,8.289735858370781e-10,5.093951111141591e-10,1.538715987621948e-11,2.3759836227742427e-17,1.4303050558695758e-06,5.94105182335431e-20,1.3122207694577188e-08,4.929024580858576e-08,2.0822463721021547e-12,6.134897139219168e-08,2.9240098976569605e-12,3.008154079923884e-08,1.2486786416501886e-20,3.9748952993381793e-16,5.224734729326824e-12,7.327415649770158e-13,3.654560713943252e-14,1.9181796249462948e-13
3.9922649100421675e-05,0.926555913376219,3.76,0.0,0.3742431893819663,0.7877801074667765,0.225344035824555,4.2601942943605504e-08,2.3267661841291417e-06,0.05892459096420676,0.0018847148831064404,1.1306575421055564e-06,0.003224430119754077,0.007805085882957296,0.26828680766922847,0.011589644865867508,0.0008689033085988791,8.700955027382289e-06,9.055329905737794e-05,0.04076150035887477,0.004526165192736527,0.000796261321148966,0.10801586132301938,8.827393346852765e-05,2.981675193043943e-09,0.00019756088387120943,0.02395669335978499,3.995381788186406e-05,3.820994695994288e-05,6.528943273293162e-05,1.4889715996502855e-12,8.40148167991119e-10,5.1844562757543715e-12,2.049906218997022e-06,0.03495452046232357,0.00012981908737617656,0.0005537752194921535,8.845650828513837e-09,2.6625472737717213e-11,5.840368237684809e-08,6.096049385706104e-09,0.0006455056295747139,4.9225015413359034e-08,1.5992228299389255e-11,8.116387098700718e-06,0.0003231904948138206,8.101508381129906e-11,1.1176167771991e-08,3.0645600322697927e-05,2.5532926598376185e-05,0.0015752332774249963,8.535786020521136e-10,5.29301338345122e-10,1.5720148615297148e-11,2.4741182134351112e-17,1.4928169832309906e-06,6.186158632349962e-20,1.3671096150937777e-08,5.102040083419083e-08,2.1217827491541495e-12,6.152793411157044e-08,3.024130530836745e-12,3.148221451535226e-08,1.3002514602999418e-20,4.0512729686646244e-16,5.417205300013235e-12,7.555381656469853e-13,3.789129809152096e-14,1.939827495933498e-13
4.0074346561442924e-05,0.9270879009791722,3.76,0.0,0.37024642817270476,0.78444806694346,0.22874307555940943,4.552482465513163e-08,2.4254079948155408e-06,0.059022885900859606,0.0018840153164407082,1.127110306803703e-06,0.0032778276081284136,0.007976082195613344,0.27198469102475803,0.011523918580205137,0.0008817613780055507,8.702627916123284e-06,9.097839767852615e-05,0.04080780926200362,0.004503268394561952,0.0008045020677508663,0.10994093226096993,8.864095609958518e-05,2.994744905087688e-09,0.00020141421613154524,0.024493796787562663,4.114673275525635e-05,3.895080081000081e-05,6.672623884786409e-05,1.5145183651161158e-12,8.446734787729392e-10,5.273194193421175e-12,2.0842198451358228e-06,0.0356103017656674,0.00013392469644716394,0.0005691577248285034,9.125494590056807e-09,2.792016601166569e-11,5.9165365068692196e-08,6.224534384870067e-09,0.000656145486568716,5.042032622861494e-08,1.6550314116191392e-11,8.196149771957859e-06,0.0003301338197038574,8.477366666042552e-11,1.1563632093656812e-08,3.1235791828266565e-05,2.5873984018991122e-05,0.0016244146380053877,8.760027062653185e-10,5.479050871805303e-10,1.602552545221822e-11,2.565659879583217e-17,1.5511060317345154e-06,6.414788298415848e-20,1.418223875066048e-08,5.261348503121336e-08,2.1580628597793212e-12,6.166547810351313e-08,3.117399488047161e-12,3.2791172679462296e-08,1.3483594733154682e-20,4.1201224521506064e-16,5.596713520254926e-12,7.765167147683758e-13,3.9146369691741046e-14,1.959822784089778e-13
4.021087427636205e-05,0.9275718222809769,3.76,0.0,0.3666253356023496,0.781406897540218,0.23184405767643237,4.834415705008309e-08,2.5182589715281344e-06,0.05910768947415218,0.0018830467641712894,1.1237710172802704e-06,0.003326942082815171,0.008134043515704023,0.27533806877536066,0.011463228672251054,0.0008935584154826036,8.70221346918555e-06,9.135003687394256e-05,0.040839268436259846,0.0044817084379367,0.0008119115246923176,0.11169765354484151,8.894881782807893e-05,3.006160505215041e-09,0.00020491724466229736,0.024984314100531268,4.224685422025266e-05,3.963221133775214e-05,6.805296031284586e-05,1.5379193817792147e-12,8.486537293717792e-10,5.354473907645325e-12,2.1156329053072573e-06,0.036210176550252014,0.00013770510566436263,0.0005832096650757135,9.383297517193048e-09,2.913811469487261e-11,5.985118549372369e-08,6.3431835477082555e-09,0.000665699742807426,5.1518372503427955e-08,1.7070287188865264e-11,8.268250547858674e-06,0.0003364091656421131,8.829526744125341e-11,1.1922459153370244e-08,3.177801971868316e-05,2.6185732442603666e-05,0.0016695778330466085,8.963995676585964e-10,5.652294824475588e-10,1.6305063783850872e-11,2.6507432453339825e-17,1.6052544084635704e-06,6.627279462727694e-20,1.4656518771357155e-08,5.4076418393601495e-08,2.1912929058250213e-12,6.176971257895428e-08,3.204002041395153e-12,3.400955079499828e-08,1.393073434497937e-20,4.182136116985787e-16,5.763563958347702e-12,7.957755301964781e-13,4.031295038181772e-14,1.978264523659364e-13
4.0347401991281176e-05,0.9280606228861461,3.76,0.0,0.36298157190420915,0.7783250027366706,0.23498528216154455,5.135627634131074e-08,2.6151707902405397e-06,0.05918892099362344,0.0018817521537610859,1.1202906380121494e-06,0.0033770892220438414,0.008295986232701655,0.2787151424318874,0.011401095307703252,0.0009055752544312706,8.69994578965238e-06,9.171086694805785e-05,0.040860856991306566,0.004459238964657285,0.0008193123181512829,0.11347754538664817,8.923475634749185e-05,3.017246194839427e-09,0.0002084526989420483,0.02548158239440707,4.3372633746908776e-05,4.032788583217245e-05,6.941257361807258e-05,1.5617161027306277e-12,8.525427186563538e-10,5.437123292615284e-12,2.1475594231182546e-06,0.0368193758418725,0.00014156720385760158,0.0005974541474682283,9.646811808457362e-09,3.040821900463112e-11,6.053705585605477e-08,6.4648002593113334e-09,0.0006752268784000645,5.263807346007912e-08,1.760768801418102e-11,8.340649226590409e-06,0.00034270551986153794,9.195323767575555e-11,1.229111135435427e-08,3.233098264666745e-05,2.6502210665419775e-05,0.0017155937769455574,9.169895332783438e-10,5.831261993173858e-10,1.6589137770229318e-11,2.7384600359354447e-17,1.6610426045826215e-06,6.846339064694275e-20,1.5144626187511483e-08,5.556697976096249e-08,2.2250821295158177e-12,6.185497961123696e-08,3.2932175268741176e-12,3.526715197423209e-08,1.439171330863337e-20,4.244160010702067e-16,5.935615565546948e-12,8.153961815660764e-13,4.15159060902356e-14,1.997157545747882e-13
4.04839297062003e-05,0.928554318010059,3.76,0.0,0.35931521657640514,0.7752017723433946,0.2381673366633239,5.457581686597416e-08,2.716349550266431e-06,0.05926647608114179,0.0018801267084279953,1.1166671484502875e-06,0.0034283005401575988,0.008462041272320319,0.28211564587464766,0.01133753051106697,0.0009178187707598259,8.695791738651071e-06,9.206044883903573e-05,0.04087239283610339,0.004435853446838484,0.0008267026168377752,0.11528088712278999,8.949814538998399e-05,3.028001383690751e-09,0.0002120197709860266,0.025985598549386268,4.4524617282090605e-05,4.1038212472075886e-05,7.080614195183593e-05,1.5859166061795758e-12,8.563368344050289e-10,5.521170163308736e-12,2.1800097055398453e-06,0.037438059203158715,0.00014551173657573289,0.000611886677651364,9.916115243636462e-09,3.173269795416391e-11,6.122273332272002e-08,6.589499147752003e-09,0.0006847202950864838,5.3779992954930763e-08,1.816318512342673e-11,8.413345657439985e-06,0.000349018899269456,9.575234424768778e-11,1.2669834743963333e-08,3.289493716556975e-05,2.682360586909386e-05,0.0017624616390875655,9.377615079793607e-10,6.01617368874459e-10,1.6877830180911885e-11,2.8288893152028404e-17,1.7185100685628744e-06,7.072164034189771e-20,1.5646877988704133e-08,5.7085142555959025e-08,2.259441863873416e-12,6.192085447078398e-08,3.3851387819342078e-12,3.656498179966861e-08,1.4866947128974004e-20,4.3061578079651503e-16,6.11305643188358e-12,8.35382052786881e-13,4.275655352648928e-14,2.016530901889143e-13
