Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6)
2.51774088707872e-15,0.8066799636995193,3.76,0.0,0.6579546707599465,0.9999999999998581,2.2026143316821348e-41,0.0,0.0,2.601969650554628e-13,1.4191884339698339e-13,1.845452174826386e-24,3.241358239148944e-33,1.1827812166032485e-13
5.0365750181379345e-15,0.8066799636995368,3.76,0.0,0.6579546707596862,0.9999999999997161,3.5260958849178097e-40,0.0,0.0,5.205069118548093e-13,2.8389931024905737e-13,7.384211653097387e-24,2.594400312830572e-32,2.366076016131361e-13
1.0074243280256362e-14,0.806679963699572,3.76,0.0,0.6579546707591656,0.9999999999994321,5.6432841597458294e-39,0.0,0.0,1.0411268054419174e-12,5.678602439189076e-13,2.9541648049270916e-23,2.0760458460743008e-31,4.732665615525513e-13
2.014957980449322e-14,0.8066799636996427,3.76,0.0,0.6579546707581243,0.9999999999988642,9.030479247151143e-38,0.0,0.0,2.082366592569794e-12,1.1357821111214177e-12,1.1817615451113498e-22,1.6610469070194668e-30,9.465844815665524e-13
4.030025285296693e-14,0.8066799636997836,3.76,0.0,0.6579546707560419,0.9999999999977284,1.4449745968877799e-36,0.0,0.0,4.164846166640189e-12,2.2716258449776745e-12,4.727234134013285e-22,1.3289215686780463e-29,1.8932203221352373e-12
8.060159894991435e-14,0.8066799637000652,3.76,0.0,0.6579546707518769,0.9999999999954566,2.3120375094169574e-35,0.0,0.0,8.329805314039547e-12,4.543313310495138e-12,1.890928605362279e-21,1.0631707865770424e-28,3.786492005435338e-12
1.6120429114380922e-13,0.806679963700629,3.76,0.0,0.657954670743547,0.9999999999909133,3.6993219564380604e-34,0.0,0.0,1.6659723605872568e-11,9.086688232749865e-12,7.56376320864442e-21,8.505499035333174e-28,7.573035380686466e-12
3.224096755315989e-13,0.8066799637017565,3.76,0.0,0.6579546707268872,0.9999999999818265,5.9189628174046034e-33,0.0,0.0,3.3319560177675945e-11,1.817343804213851e-11,3.0254981475679354e-20,6.804450108365156e-27,1.5146122165792416e-11
6.448204443071784e-13,0.8066799637040117,3.76,0.0,0.6579546706935675,0.9999999999636531,9.47037268511075e-32,0.0,0.0,6.663923327383327e-11,3.6346937520432565e-11,1.2101843174668224e-19,5.443576890980777e-26,3.029229587441907e-11
1e-12,0.806679963708522,3.76,0.0,0.6579546706568613,0.9999999999436324,8.771723952647975e-31,0.0,0.0,1.0334540998549381e-10,5.636753234983075e-11,3.20988360972106e-19,2.6432538138180484e-25,4.6977877956651146e-11
1.289641981858337e-12,0.806679963708522,3.76,0.0,0.6579546706269281,0.999999999927306,1.5152602925800414e-30,0.0,0.0,1.332785792763595e-10,7.269393591508771e-11,4.840599276898007e-19,4.354862558000511e-25,6.058464384533129e-11
2.5792850569606546e-12,0.8066799637175426,3.76,0.0,0.6579546704936494,0.9999999998546121,2.424410882613351e-29,0.0,0.0,2.665572705223339e-10,1.4538793045666598e-10,1.9361256326943594e-18,3.4838813821179214e-24,1.2116934200179012e-10
5.1585712071652895e-12,0.8066799637355836,3.76,0.0,0.6579546702270921,0.999999999709224,3.879033373157769e-28,0.0,0.0,5.331146499785743e-10,2.907759105488933e-10,7.743582673450634e-18,2.7870871083577234e-23,2.4233874717323586e-10
1e-11,0.8066799637716652,3.76,0.0,0.6579546697267527,0.9999999994363247,5.848658339401156e-27,0.0,0.0,1.0334540723249374e-09,5.636752419537608e-10,2.9539211152293816e-17,2.109698115565703e-22,4.697788599101769e-10
1.031714350757456e-11,0.8066799637716652,3.76,0.0,0.6579546696939773,0.9999999994184481,6.206371541324067e-27,0.0,0.0,1.0662293967530483e-09,5.815518347696219e-10,3.096695952190787e-17,2.229639237700416e-22,4.846775929501631e-10
2.06342881083931e-11,0.8066799638438289,3.76,0.0,0.6579546686277478,0.9999999988368963,9.929928592393476e-26,0.0,0.0,2.1324588417885528e-09,1.1631035393560967e-09,1.238088784955943e-16,1.783662012236258e-21,9.693554262395505e-10
3.095143270921164e-11,0.8066799639159928,3.76,0.0,0.6579546675615182,0.9999999982553446,3.756646693037487e-25,0.0,0.0,3.1986882383491306e-09,1.7446551000873947e-09,2.6300730916993556e-16,5.29516599902709e-21,1.4540334012637494e-09
4.1268577310030185e-11,0.8066799639881563,3.76,0.0,0.6579546664952887,0.999999997673793,9.778420037300712e-25,0.0,0.0,4.264917586473269e-09,2.3262065169633197e-09,4.485236301724437e-16,1.1537729146511314e-20,1.93871151802204e-09
6.190286651166726e-11,0.8066799641324842,3.76,0.0,0.6579546643628296,0.99999999651069,3.588475034351413e-24,0.0,0.0,6.397376169163331e-09,3.4893090130944253e-09,9.281418459223928e-16,3.348972018563186e-20,2.9080680841772555e-09
8.253715571330435e-11,0.8066799642768118,3.76,0.0,0.6579546622303705,0.9999999953475874,9.305042622508708e-24,0.0,0.0,8.529834574054343e-09,4.652410980215624e-09,1.5777670987342166e-15,7.323678635893678e-20,3.877425171532563e-09
9.999999999999999e-11,0.8066799644211393,3.76,0.0,0.6579546604256656,0.9999999943632514,1.8301916009471583e-23,0.0,0.0,1.0334538658682727e-08,5.6367462876086215e-09,2.269652949581183e-15,1.2594974232193616e-19,4.697794640601071e-09
1.0317144491494144e-10,0.8066799644211393,3.76,0.0,0.6579546600979114,0.9999999941844852,2.0344939332420272e-23,0.0,0.0,1.0662292788702876e-08,5.815512380539109e-09,2.4092853173795238e-15,1.3739929587602974e-19,4.846782817311645e-09
1.444400233182156e-10,0.8066799647097948,3.76,0.0,0.6579546558329933,0.9999999918582818,7.825145616078824e-23,0.0,0.0,1.4927208637056327e-08,8.141713445181092e-09,4.627686200556064e-15,3.7592695280280056e-19,6.785499819185354e-09
1.8570860172148977e-10,0.8066799649984504,3.76,0.0,0.6579546515680752,0.9999999895320802,2.0784676270348975e-22,0.0,0.0,1.9192123716591108e-08,1.0467912207737347e-08,7.58098026427229e-15,7.924569232557759e-19,8.724219089041154e-09
2.682457585280381e-10,0.8066799655757627,3.76,0.0,0.6579546430382393,0.9999999848796814,9.431179890746008e-22,0.0,0.0,2.772195158207371e-08,1.5120302827498626e-08,1.567934854180459e-14,2.4169306921161434e-18,1.2601664431504806e-08
4.333200721411348e-10,0.8066799667303896,3.76,0.0,0.6579546259785678,0.999999975574903,7.058476594226946e-21,0.0,0.0,4.478159821853918e-08,2.4425056445417692e-08,4.05630751945712e-14,1.0484305907470311e-17,2.0356582325698257e-08
5.983943857542315e-10,0.8066799678850205,3.76,0.0,0.6579546089188967,0.9999999662701499,2.4217121013390397e-20,0.0,0.0,6.184123283358364e-08,3.372977323420016e-08,7.69245036103098e-14,2.7159667039713644e-17,2.8111536496678986e-08
7.634686993673282e-10,0.8066799690396547,3.76,0.0,0.6579545918592262,0.9999999569654221,6.082264960001685e-20,0.0,0.0,7.89008555713723e-08,4.3034453193180034e-08,1.2461894818996764e-13,5.5478986956270935e-17,3.5866526941539815e-08
9.285430129804249e-10,0.8066799701942928,3.76,0.0,0.6579545747995563,0.9999999476607202,1.279038049829796e-19,0.0,0.0,9.596046657908186e-08,5.2339096321602026e-08,1.8349869587714463e-13,9.857703999000365e-17,4.362155365734287e-08
9.999999999999999e-10,0.8066799725035804,3.76,0.0,0.6579545674148061,0.9999999436329303,1.6981491486631065e-19,0.0,0.0,1.0334518792486353e-07,5.63668572926604e-08,2.1242153185600213e-13,1.225464109047353e-16,4.697854293084895e-08
1.2586916402066181e-09,0.8066799725035804,3.76,0.0,0.6579545406802182,0.9999999290513936,4.0791389986921933e-19,0.0,0.0,1.300796539397822e-07,7.09482720838721e-08,3.342766057623073e-13,2.40717173005181e-16,5.913171589098286e-08
1.5888402674328115e-09,0.8066799748128834,3.76,0.0,0.6579545065608823,0.9999999104421712,9.957683686913098e-19,0.0,0.0,1.6419879606398307e-07,8.955730051473965e-08,5.281056737145698e-13,4.786750329593798e-16,7.464202317425059e-08
1.9189888946590047e-09,0.8066799771222016,3.76,0.0,0.6579544724415486,0.9999998918330542,2.06957172523425e-18,0.0,0.0,1.9831789413181037e-07,1.0816618160757663e-07,7.638013271624268e-13,8.388306466849741e-16,9.01524754825911e-08
2.5792861491113914e-09,0.8066799817408844,3.76,0.0,0.6579544042028875,0.9999998546151407,6.743793330628572e-18,0.0,0.0,2.6655596242902207e-07,1.453835017532243e-07,1.3564447788010722e-12,2.02803643464858e-15,1.2117381507905251e-07
3.1488289519192446e-09,0.8066799857248043,3.76,0.0,0.6579543453432857,0.9999998225129862,1.491700018306567e-17,0.0,0.0,3.254149287062259e-07,1.774850197470786e-07,1.992078780430716e-12,3.684722456929231e-15,1.4793189732337116e-07
3.7183717547270977e-09,0.8066799897087722,3.76,0.0,0.6579542864836904,0.9999997904111603,2.890014000913445e-17,0.0,0.0,3.842737785927705e-07,2.0958609917168397e-07,2.737528098905277e-12,6.061803592441925e-15,1.7469041082958157e-07
4.2879145575349505e-09,0.8066799936927883,3.76,0.0,0.6579542276241016,0.9999997583096675,5.093448427275481e-17,0.0,0.0,4.431325170134867e-07,2.4168673999420875e-07,3.587847312564452e-12,9.288151801640787e-15,2.014493554765697e-07
4.857457360342804e-09,0.8066799976768538,3.76,0.0,0.6579541687645194,0.9999997262085126,8.364412084914566e-17,0.0,0.0,5.019911486647329e-07,2.7378694218180735e-07,4.538319848467763e-12,1.3492294843767847e-14,2.282087311431909e-07
5.427000163150657e-09,0.8066800016609698,3.76,0.0,0.6579541099049441,0.9999996941077004,1.3002797991404528e-16,0.0,0.0,5.608496780316877e-07,3.058867057016085e-07,5.584440673409181e-12,1.8802473514102778e-14,2.5496853770822315e-07
6.566085768766363e-09,0.8066800096293535,3.76,0.0,0.6579539921858131,0.99999962990712,2.7753759463532657e-16,0.0,0.0,6.785664469304713e-07,3.7008491660629314e-07,7.94653173281873e-12,3.3252268821829225e-14,3.08489443048567e-07
7.70517137438207e-09,0.8066800175979445,3.76,0.0,0.6579538744667088,0.9999995657079586,5.247506485676021e-16,0.0,0.0,7.962828557362525e-07,4.3428137244510723e-07,1.0641942464279414e-11,5.365660960563454e-14,3.620120705274988e-07
8.844256979997776e-09,0.8066800255667472,3.76,0.0,0.6579537567476315,0.9999995015102447,9.090973285731762e-16,0.0,0.0,9.139989334724214e-07,4.984760729547919e-07,1.3641503989164629e-11,8.102856815240025e-14,4.1553641917485577e-07
9.983342585613482e-09,0.8066800335357651,3.76,0.0,0.6579536390285813,0.9999994373140046,1.4738192469040038e-15,0.0,0.0,1.0317147066364214e-06,5.626690178720615e-07,1.69185792181814e-11,1.1637524836998496e-13,4.690624880206913e-07
9.999999999999999e-09,0.8066800415050022,3.76,0.0,0.6579536373071173,0.9999994363752421,1.4836518964362004e-15,0.0,0.0,1.0334361206996527e-06,5.636077301530127e-07,1.696843575610931e-11,1.1695629817951146e-13,4.69845239058794e-07
1.1122428191229188e-08,0.8066800415050022,3.76,0.0,0.6579535213095582,0.9999993731192629,2.2677160550834296e-15,0.0,0.0,1.14943019955768e-06,6.268602069336022e-07,2.0448704666400065e-11,1.606980489507577e-13,5.225902760952631e-07
1.2261513796844895e-08,0.8066800494744613,3.76,0.0,0.6579534035905624,0.9999993089260415,3.3452090506703578e-15,0.0,0.0,1.2671454344982876e-06,6.910496398760233e-07,2.4209489801670655e-11,2.149928022535311e-13,5.761197824288456e-07
1.3400599402460601e-08,0.8066800574441458,3.76,0.0,0.6579532858715941,0.9999992447343604,4.7665454608539926e-15,0.0,0.0,1.384860431662928e-06,7.552373164358262e-07,2.818060729975333e-11,2.8024968024343177e-13,6.296510060516303e-07
1.4695792314453145e-08,0.8066800665063217,3.76,0.0,0.6579531520197269,0.9999991717473509,6.884660323357823e-15,0.0,0.0,1.518707551331803e-06,8.282195332173418e-07,3.2928107414618694e-11,3.6901862373061546e-13,6.905205634339314e-07
1.5990985226445688e-08,0.8066800755687961,3.76,0.0,0.6579530181678956,0.9999990987623802,9.638968072355092e-15,0.0,0.0,1.652554411683396e-06,9.011994784891741e-07,3.789913004667189e-11,4.746708001760211e-13,7.513923383755324e-07
1.7286178138438232e-08,0.8066800846315719,3.76,0.0,0.6579528843161001,0.9999990257794708,1.3144775757857501e-14,0.0,0.0,1.7864010347452318e-06,9.741771518636729e-07,4.307149415514289e-11,5.986349953732675e-13,8.122663294511671e-07
1.8581371050430775e-08,0.8066800936946519,3.76,0.0,0.6579527504643409,0.9999989527986418,1.7526691838100894e-14,0.0,0.0,1.9202474403868535e-06,1.0471525529530738e-06,4.8425185983878865e-11,7.423307053043812e-13,8.731425352356746e-07
1.987656396242332e-08,0.8066801027580386,3.76,0.0,0.6579526166126177,0.9999988798199114,2.2918607674020557e-14,0.0,0.0,2.0540936465072855e-06,1.1201256813694937e-06,5.394217157906948e-11,9.071681753626165e-13,9.340209543039804e-07
2.1171756874415862e-08,0.8066801118217346,3.76,0.0,0.6579524827609309,0.9999988068432951,2.9463641558036755e-14,0.0,0.0,2.1879396692157715e-06,1.1930965367249325e-06,5.960621599739248e-11,1.094548447685436e-12,9.94901585231105e-07
2.376214269840095e-08,0.8066801299500626,3.76,0.0,0.6579522150576671,0.9999986608964602,4.663123727638903e-14,0.0,0.0,2.455631220904804e-06,1.3390314267002945e-06,7.13185163086055e-11,1.542495926258708e-12,1.1166694769624173e-06
2.6352528522386037e-08,0.806680148079649,3.76,0.0,0.6579519473545496,0.9999985149582344,7.035640712497025e-14,0.0,0.0,2.7233221949350266e-06,1.4849572197728779e-06,8.346178227331966e-11,2.0971997124573023e-12,1.2384461990318955e-06
2.8942914346371124e-08,0.8066801662105064,3.76,0.0,0.6579516796515796,0.9999983690286968,1.0210958017475993e-13,0.0,0.0,2.9910126720627394e-06,1.6308739128345826e-06,9.595457757040029e-11,2.769543017278983e-12,1.3602317400435498e-06
3.12742615879577e-08,0.8066801825293716,3.76,0.0,0.6579514387190333,0.999998237699593,1.3888086539880789e-13,0.0,0.0,3.2319337311121272e-06,1.7621911535104994e-06,1.0744200699662289e-10,3.4841147208614034e-12,1.469846257732172e-06
3.360560882954428e-08,0.8066801988492782,3.76,0.0,0.6579511977866069,0.9999981063776147,1.8473097672622519e-13,0.0,0.0,3.472854480066248e-06,1.893501018390178e-06,1.1911942609459466e-10,4.3104109595138685e-12,1.579467901229252e-06
3.593695607113086e-08,0.8066802151702311,3.76,0.0,0.6579509568543009,0.999997975062792,2.4102275957378835e-13,0.0,0.0,3.713774951321306e-06,2.024803505204009e-06,1.3095423390076094e-10,5.256075083016537e-12,1.6890966622305956e-06
3.826830331271744e-08,0.8066802314922333,3.76,0.0,0.6579507159221152,0.9999978437551501,3.0920867562121955e-13,0.0,0.0,3.9546951717742525e-06,2.156098611681187e-06,1.4291941833895972e-10,6.328660929795011e-12,1.798732532433124e-06
4.059965055430402e-08,0.8066802478152875,3.76,0.0,0.65795047499005,0.9999977124547086,3.908297449640605e-13,0.0,0.0,4.1956151637970895e-06,2.2873863355497053e-06,1.5499258086222158e-10,7.535633881873777e-12,1.908375503534875e-06
4.29309977958906e-08,0.8066802641393963,3.76,0.0,0.6579502340581052,0.9999975811614843,4.87514515241406e-13,0.0,0.0,4.43653494600886e-06,2.418666674536365e-06,1.671551634306654e-10,8.884371900424198e-12,2.0180255672349963e-06
4.526234503747718e-08,0.806680280464561,3.76,0.0,0.6579499931262804,0.9999974498754901,6.009780435671442e-13,0.0,0.0,4.677454533918445e-06,2.5499396263667656e-06,1.7939180469555255e-10,1.0382166546175281e-11,2.1276827152337426e-06
4.7593692279063756e-08,0.8066802967907831,3.76,0.0,0.657949752194576,0.9999973185967368,7.330208854035003e-13,0.0,0.0,4.918373940472744e-06,2.6812051887653083e-06,1.916897908021421e-10,1.2036223988312402e-11,2.237346939232479e-06
4.9925039520650335e-08,0.8066803131180641,3.76,0.0,0.6579495112629911,0.9999971873252322,8.855280908449706e-13,0.0,0.0,5.159293176519605e-06,2.8124633594552026e-06,2.0403859145937816e-10,1.3853666003938326e-11,2.347018230933679e-06
5.2256386762236914e-08,0.8066803294464039,3.76,0.0,0.6579492703315256,0.9999970560609833,1.0604682129592525e-12,0.0,0.0,5.40021225118697e-06,2.94371413615846e-06,2.164294798089496e-10,1.5841530966730636e-11,2.456696582040928e-06
5.4587734003823494e-08,0.8066803457758033,3.76,0.0,0.6579490294001787,0.9999969248039947,1.2598923299410787e-12,0.0,0.0,5.641131172189821e-06,3.0749575165958985e-06,2.2885522448782044e-10,1.800677482348912e-11,2.566381984258928e-06
5.691908124541007e-08,0.8066803621062628,3.76,0.0,0.6579487884689503,0.9999967935542707,1.4859330800232886e-12,0.0,0.0,5.8820499460822125e-06,3.2061934984871437e-06,2.413098366382103e-10,2.0356272058377972e-11,2.676074429293489e-06
5.925042848699665e-08,0.8066803784377824,3.76,0.0,0.6579485475378394,0.9999966623118132,1.74080370730889e-12,0.0,0.0,6.122968578468383e-06,3.337422079550631e-06,2.537883578413181e-10,2.2896816645639226e-11,2.7857739088515344e-06
6.158177572858323e-08,0.8066803947703625,3.76,0.0,0.6579483066068452,0.9999965310766248,2.0267971178992786e-12,0.0,0.0,6.36388707418e-06,3.468643257503599e-06,2.6628668192619337e-10,2.563512299141969e-11,2.895480414641101e-06
6.391312297016981e-08,0.8066804111040026,3.76,0.0,0.6579480656759673,0.9999963998487065,2.346284946709236e-12,0.0,0.0,6.604805437422994e-06,3.599857030062101e-06,2.7880140720493115e-10,2.8577826864853292e-11,3.0051939383713395e-06
6.624447021175639e-08,0.8066804274387027,3.76,0.0,0.6579478247452046,0.9999962686280587,2.7017166354289857e-12,0.0,0.0,6.845723671897769e-06,3.7310633949410004e-06,2.9132971533328657e-10,3.173148631826333e-11,3.1149144717525143e-06
6.857581745334297e-08,0.8066804437744626,3.76,0.0,0.657947583814556,0.9999961374146817,3.095618521591707e-12,0.0,0.0,7.086641780897819e-06,3.862262349853971e-06,3.038692717954966e-10,3.51025825964509e-11,3.224642006496003e-06
7.090716469492955e-08,0.8066804601112822,3.76,0.0,0.6579473428840207,0.9999960062085753,3.530592938377934e-12,0.0,0.0,7.32755976739142e-06,3.993453892513504e-06,3.164181432979309e-10,3.869752103522939e-11,3.3343765343143026e-06
7.323851193651613e-08,0.8066804764491607,3.76,0.0,0.6579471019535974,0.9999958750097385,4.009317324837327e-12,0.0,0.0,7.568477634089711e-06,4.124638020630899e-06,3.2897472880522294e-10,4.2522631949433563e-11,3.444118046921019e-06
7.790120641968928e-08,0.8066805091280944,3.76,0.0,0.6579466200930824,0.9999956126338712,5.1090960514011315e-12,0.0,0.0,8.050313017964094e-06,4.386984024078563e-06,3.541059888861762e-10,5.088832258847193e-11,3.6636219933597247e-06
8.256390090286244e-08,0.8066805418112599,3.76,0.0,0.6579461382330002,0.9999953502870699,6.417843181267518e-12,0.0,0.0,8.532147950977892e-06,4.649300341863712e-06,3.7925494519721393e-10,6.02488296938653e-11,3.8831537795433205e-06
8.72265953860356e-08,0.8066805744986538,3.76,0.0,0.65794565637334,0.9999950879693223,7.959593637718593e-12,0.0,0.0,9.013982450217454e-06,4.911586955634189e-06,4.0441600813436516e-10,7.065218324625532e-11,4.102713339220877e-06
9.188928986920876e-08,0.8066806071902721,3.76,0.0,0.6579451745140887,0.999994825680615,9.759502106707298e-12,0.0,0.0,9.495816532136676e-06,5.173843847018973e-06,4.29585340526052e-10,8.214529465076635e-11,4.322300606159363e-06
9.655198435238192e-08,0.8066806398861108,3.76,0.0,0.6579446926552327,0.999994563420933,1.1843816988627878e-11,0.0,0.0,9.977650213057242e-06,5.436070997628218e-06,4.5476033132888655e-10,9.4773982728737e-11,4.541915514143646e-06
9.999999999999998e-08,0.8066806725861657,3.76,0.0,0.6579443363257036,0.9999943695011961,1.358407127841231e-11,0.0,0.0,1.0333961122994078e-05,5.629966197484056e-06,4.733795590448688e-10,1.0486946015448475e-10,4.7043362674663555e-06
1.0121467883555508e-07,0.8066806725861657,3.76,0.0,0.6579442107967575,0.9999943011902602,1.4239854937633098e-11,0.0,0.0,1.0459483509534467e-05,5.698268389053283e-06,4.79939204321971e-10,1.085829991217217e-10,4.761557996976509e-06
1.0587737331872823e-07,0.8066807052904323,3.76,0.0,0.6579437289386468,0.9999940389885803,1.6975975976758816e-11,0.0,0.0,1.094131643861293e-05,5.9604360028667736e-06,5.05120737587604e-10,1.236160531196341e-10,4.981227988478672e-06
