Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93)
0.000500948369152728,0.8697623792321932,3.76,0.0,3.5763794214615444e-06,0.00036551822309408195,0.9789467923197414,1.741537958201453e-07,3.5641243090429114e-08,2.8354989292351707e-06,3.7745857073577606e-07,6.169036319477942e-14,0.005940994565214345,0.041835278521302116,0.4712188650708961,1.9886676059389994e-07,0.00034354526624483115,1.6740519061828805e-11,1.6988421447754585e-10,2.08968463185956e-07,5.529038819382807e-11,1.6225978615548291e-06,0.4598995949252467,3.559482204735757e-07,4.649992895772006e-13,5.106000144199482e-08,3.832087614891613e-05,1.993694243686311e-08,8.137518592705865e-09,1.2690298377549336e-07,4.790803636250211e-17,5.9473990951676295e-15,5.059485034073982e-17,4.169198843471662e-09,0.27706691842825154,3.6377761677756195e-08,2.2302290750534981e-07,2.7673207689677995e-12,3.3013221193107145e-14,2.8319442643368052e-12,9.003490837814177e-08,1.4469232582447603e-11,1.5441596888818891e-15,2.502432544490769e-10,3.9676777834984476e-08,1.1726078459166555e-11,3.061832539702632e-13,5.91646733563081e-12,7.336556713637213e-09,1.3076751296564716e-08,2.5716534639876e-11,1.173013687730404e-20,1.2535151936687316e-07,4.8243384491637975e-12,5.0649281558492735e-17,1.1082367343087466e-12,7.502590245171775e-20,5.158193697649449e-15,2.742290324173803e-16,1.2780189632638023e-18,2.799574968558221e-17
0.0005029414741260886,0.869747691944935,3.76,0.0,3.487827745146507e-06,0.00036207126827660205,0.9788638364616026,1.680614253337014e-07,3.4490286509652066e-08,2.7608415258163446e-06,3.7394780165367857e-07,5.95006608867875e-14,0.00591468620518929,0.041667342673333205,0.4714002746610019,1.9373726271910072e-07,0.0003405233348708499,1.623342562281216e-11,1.6478343199996825e-10,2.0322470392001662e-07,5.344067042897783e-11,1.6169648139495588e-06,0.45978483181389634,3.53433363067295e-07,4.4955877306689704e-13,4.956166424277293e-08,3.731704672108393e-05,1.932971769931738e-08,7.88717210100257e-09,1.2330237489551887e-07,4.748097249796734e-17,5.758407550050336e-15,5.00601756388377e-17,4.154247427817724e-09,0.27718390618561356,3.525769584497928e-08,2.1698496492359065e-07,2.676428374029868e-12,3.186929241626555e-14,2.7445702716601784e-12,8.971362797277271e-08,1.3756875224869476e-11,1.4609653124192274e-15,2.491548962366327e-10,3.96581571743534e-08,1.1151124772518202e-11,2.967614927380294e-13,5.716369244278942e-12,7.122810178947856e-09,1.2660687573896128e-08,2.4408524218687245e-11,1.102870494606782e-20,1.248699265665825e-07,4.825095922646846e-12,5.064544828150668e-17,1.0496097365271214e-12,7.502362894846442e-20,4.886181459618116e-15,2.6028091644414517e-16,1.2413887153418646e-18,2.650982375623382e-17
0.0005049345790994491,0.8697331283462113,3.76,0.0,3.402106114601772e-06,0.000358679727050924,0.9787832369347467,1.6221856841597462e-07,3.3383739686364776e-08,2.6886652341423393e-06,3.704926870269776e-07,5.74033435116323e-14,0.005888645160634094,0.04150080173395291,0.47157845314171215,1.8878788162650276e-07,0.00033754474063999373,1.5745198636269357e-11,1.598679678885073e-10,1.9767686465969217e-07,5.166942747667552e-11,1.6114064656914323e-06,0.459672700625554,3.509500370188222e-07,4.347248579631058e-13,4.811685691333201e-08,3.634632399276032e-05,1.8744950929400738e-08,7.646203985978324e-09,1.1982760074575945e-07,4.706195131453696e-17,5.576637029701747e-15,4.9538208159826713e-17,4.139382205363244e-09,0.2772981887259067,3.417961256725974e-08,2.1115283474864262e-07,2.589138929072957e-12,3.0772283160753675e-14,2.6604930440725306e-12,8.939413904526302e-08,1.308447912038324e-11,1.3828102446538183e-15,2.4807582713568444e-10,3.9639851974692874e-08,1.060830087652095e-11,2.8769175130747595e-13,5.5243556369397936e-12,6.91672463159117e-09,1.2260423077972092e-08,2.317598462689113e-11,1.0373880220229169e-20,1.2439198645197638e-07,4.825828082222565e-12,5.064162801946769e-17,9.944715256391735e-13,7.502134255291586e-20,4.630309729712256e-15,2.471375981782927e-16,1.2063224299930001e-18,2.5112409092820288e-17
0.0005069276840728097,0.8697186867327642,3.76,0.0,3.3191050340791844e-06,0.0003553422235972425,0.9787049287196778,1.5661351135261098e-07,3.231961117133007e-08,2.618871205491187e-06,3.670918581035664e-07,5.539389458766963e-14,0.005862866458973681,0.04133563572108449,0.4717534797322183,1.8401108574035959e-07,0.00033460854480505645,1.5275012112128556e-11,1.5512993495560334e-10,1.9231700713307934e-07,4.9972641675959843e-11,1.605920459807872e-06,0.4595631334498228,3.484975874630905e-07,4.2047004342988095e-13,4.6723331340216524e-08,3.540739989366167e-05,1.8181667245712204e-08,7.414201426757184e-09,1.1647345412724259e-07,4.665069730693471e-17,5.40176576343423e-15,4.902843707486991e-17,4.124602763291462e-09,0.27740983685790926,3.31416611332899e-08,2.0551810699380921e-07,2.505285816076496e-12,2.971997102735296e-14,2.5795664184922034e-12,8.907643611652576e-08,1.2449537980586743e-11,1.3093564944743308e-15,2.470059200273209e-10,3.962184662195723e-08,1.0095599058766035e-11,2.7895859248221424e-13,5.340047546559822e-12,6.71797518091935e-09,1.187526171865409e-08,2.201406229527279e-11,9.762261169332003e-21,1.239176538032904e-07,4.82653567095582e-12,5.0637821513335427e-17,9.425920787714219e-13,7.501904461151994e-20,4.389517156747145e-15,2.3474732026875294e-16,1.1727414758311233e-18,2.3797674340261945e-17
0.0005089207890461703,0.8697043654374574,3.76,0.0,3.23871996303995e-06,0.00035205743008076524,0.978628848807551,1.5123516129592691e-07,3.129601135334909e-08,2.551365172377249e-06,3.637439936112285e-07,5.3468048965401655e-14,0.005837345272288661,0.04117182513279518,0.4719254312495372,1.7939970856710789e-07,0.0003317138374678007,1.4822081620421096e-11,1.5056183107105075e-10,1.8713756516722744e-07,4.83465350287831e-11,1.6005045450647828e-06,0.4594560643908115,3.4607537980680873e-07,4.067682429388383e-13,4.537894791066892e-08,3.4499026470383885e-05,1.763894034673075e-08,7.190772472280564e-09,1.1323497669705797e-07,4.6246948383344817e-17,5.23348836891339e-15,4.8530378475812314e-17,4.109908685257693e-09,0.2775189192425237,3.2142084638542753e-08,2.0007277169449379e-07,2.4247112167906634e-12,2.8710253107442063e-14,2.5016516657490472e-12,8.876051343820722e-08,1.1849718901415599e-11,1.2402908938108558e-15,2.459450505992643e-10,3.960412645093796e-08,9.611150002826532e-12,2.705473562155584e-13,5.163086226076071e-12,6.526252841673197e-09,1.150454232941953e-08,2.0918247190361436e-11,9.190716515611136e-21,1.2344688440645335e-07,4.827219408939737e-12,5.063402946240423e-17,8.937579876971246e-13,7.501673641612097e-20,4.162818861191735e-15,2.2306198877845935e-16,1.1405717101041141e-18,2.2560208493037052e-17
0.0005109138940195308,0.8696901628281548,3.76,0.0,3.160851059587908e-06,0.00034882406449011433,0.9785549361290957,1.4607300952323943e-07,3.0311146600542514e-08,2.486057206474254e-06,3.6044781762539094e-07,5.1621777118301514e-14,0.005812076911602708,0.04100935092950775,0.47209438219548616,1.7494692856403436e-07,0.0003288597364083465,1.4385661927041096e-11,1.4615651791232e-10,1.8213132486605425e-07,4.6787552996429776e-11,1.5951565702972527e-06,0.4593514294987922,3.43682798896647e-07,3.93594702783033e-13,4.408166959003932e-08,3.362001273537227e-05,1.711588977857284e-08,6.975544848807486e-09,1.1010744548119695e-07,4.585045506862989e-17,5.071514911786437e-15,4.804357371028428e-17,4.095299551429911e-09,0.27762550246811896,3.117921456951838e-08,1.9480919719066554e-07,2.34726558940838e-12,2.7741138776885243e-14,2.4266170638617286e-12,8.844636500578577e-08,1.1282849232776394e-11,1.1753231177091203e-15,2.448930972461824e-10,3.958667768345957e-08,9.153212420215895e-12,2.62444115393086e-13,4.99313193614445e-12,6.341263651157952e-09,1.1147636697164895e-08,1.9884346272979336e-11,8.656362046266498e-21,1.229796350131091e-07,4.8278799940562535e-12,5.063025252603898e-17,8.477711573502614e-13,7.501441920568583e-20,3.949300458359881e-15,2.1203689014801667e-16,1.1097431918082958e-18,2.1394988019437906e-17
0.0005129069989928914,0.8696760773066468,3.76,0.0,3.085402938884028e-06,0.0003456408885944834,0.9784831314864235,1.4111709712514437e-07,2.9363313781062157e-08,2.4228614908535763e-06,3.5720209755369446e-07,4.985127052470533e-14,0.005787056821449027,0.0408481945170947,0.4722604048399485,1.706462502391737e-07,0.0003260453859733964,1.3965044779428739e-11,1.4190720101587529e-10,1.7729140597311161e-07,4.52923495279086e-11,1.5898744790821697e-06,0.4592491667044928,3.413192482288761e-07,3.809259258213742e-13,4.28295563597223e-08,3.276922170171518e-05,1.6611678362050314e-08,6.7681648425309266e-09,1.0708636015985721e-07,4.5460979763239287e-17,4.915570025433467e-15,4.756758783663386e-17,4.080774938551357e-09,0.2777296511228248,3.025146582037198e-08,1.8972010973629835e-07,2.2728071797645384e-12,2.6810742970552917e-14,2.354337498701208e-12,8.813398457125492e-08,1.0746904618370412e-11,1.114183874486558e-15,2.4384994097502445e-10,3.956948737091194e-08,8.720163397608242e-12,2.546356344379242e-13,4.829862813345993e-12,6.162727839999779e-09,1.0803947718788536e-08,1.890845920438564e-11,8.156539506588101e-21,1.2251586330284304e-07,4.828518102710206e-12,5.062649132534767e-17,8.044476122052188e-13,7.501209416800401e-20,3.74811257489345e-15,2.0163043212617564e-16,1.0801899158758162e-18,2.0297346757526197e-17
0.0005149001039662519,0.8696621073076192,3.76,0.0,3.012284445521399e-06,0.00034250670601175575,0.9784133774875787,1.3635798291209132e-07,2.8450895127010527e-08,2.3616961056690645e-06,3.5400564223038576e-07,4.81529280579112e-14,0.0057622805746999715,0.04068833773080198,0.47242356930061946,1.6649148642409864e-07,0.00032326995601967613,1.3559556832014312e-11,1.3780741107581485e-10,1.72611244340494e-07,4.3857773133948224e-11,1.5846563047376701e-06,0.4591492157559085,3.38984149197822e-07,3.687396000326557e-13,4.162075999296536e-08,3.1945567591403795e-05,1.6125509795132877e-08,6.568296255136893e-09,1.0416743117090773e-07,4.5078296049948285e-17,4.765392086562616e-15,4.710200818054999e-17,4.066334420019087e-09,0.2778314278639214,2.935733199613472e-08,1.847985743696462e-07,2.201201566238862e-12,2.5917279926744252e-14,2.2846940898956907e-12,8.782336565539788e-08,1.0239997944326839e-11,1.0566232516334138e-15,2.428154653150762e-10,3.955254334078326e-08,8.310489583044646e-12,2.471093305265354e-13,4.672973817335169e-12,5.990379054748766e-09,1.0472907670866678e-08,1.798695611485066e-11,7.688797443698123e-21,1.2205552784747316e-07,4.829134390537801e-12,5.0622746444791724e-17,7.636164007247468e-13,7.500976244135885e-20,3.558465817571637e-15,1.9180390669717632e-16,1.0518495651068204e-18,1.926294833070414e-17
0.0005168932089396125,0.8696482512976672,3.76,0.0,2.941408438979735e-06,0.0003394203603804639,0.9783456184837135,1.3178671338610467e-07,2.7572353423384426e-08,2.3024828265016592e-06,3.5085730011263993e-07,4.652334330651455e-14,0.005737743867644758,0.04052976281995311,0.4725839436194032,1.6247674163804535e-07,0.00032053264090930165,1.316855770199251e-11,1.338509863635495e-10,1.6808457543042605e-07,4.248085399185093e-11,1.5795001656246268e-06,0.45905151815752065,3.3667694038175863e-07,3.5701453158260633e-13,4.0453519144852496e-08,3.114801320574572e-05,1.5656626403639068e-08,6.375619424855749e-09,1.0134656855115048e-07,4.470218804685489e-17,4.620732442790198e-15,4.66464429900274e-17,4.051977565977568e-09,0.2779308934844598,2.849538091548178e-08,1.8003797691524558e-07,2.132321233367817e-12,2.505905733037542e-14,2.2175738404192537e-12,8.751450155965996e-08,9.760369082442649e-12,1.0024092023131607e-15,2.417895562324404e-10,3.9535834146883174e-08,7.922779222265167e-12,2.398532372234862e-13,4.5221757446261226e-12,5.8239636289969526e-09,1.0153976584817494e-08,1.7116457142299785e-11,7.250873874364632e-21,1.2159858807727875e-07,4.82972949309057e-12,5.061901843373699e-17,7.251185942983112e-13,7.500742511616639e-20,3.379626175985586e-15,1.825212718840752e-16,1.0246632792597123e-18,1.828776085494848e-17
0.0005188863139129731,0.8696345077743486,3.76,0.0,2.8726915913625527e-06,0.00033638073362908505,0.9782798005087574,1.2739479464272776e-07,2.6726227505570415e-08,2.245146934372702e-06,3.4775595757205454e-07,4.4959292757533724e-14,0.00571344251530115,0.04037245243338772,0.47274159383562736,1.5859639645064605e-07,0.0003178326585543329,1.2791438145915222e-11,1.300320561988085e-10,1.6370541878218668e-07,4.115879207264891e-11,1.5744042607287131e-06,0.45895601711182343,3.3439707686405986e-07,3.4573058209709885e-13,3.932615473498126e-08,3.0375567447529103e-05,1.5204307014253666e-08,6.189830305769e-09,9.861987135510964e-08,4.4332449806054405e-17,4.4813546885784104e-15,4.6200520188844817e-17,4.037703943427921e-09,0.2780281069772385,2.766425050324158e-08,1.7543200702437518e-07,2.0660451712940153e-12,2.423447081448269e-14,2.1528693081803064e-12,8.720738537762439e-08,9.306375627923624e-12,9.513261593511563e-16,2.407721020486649e-10,3.9519349022993285e-08,7.555714687562096e-12,2.3285597037253827e-13,4.377194302157491e-12,5.663239897569494e-09,9.846640724557566e-09,1.6293813634505788e-11,6.840680465157742e-21,1.2114500424904384e-07,4.830304026495532e-12,5.061530780794684e-17,6.888063716636029e-13,7.500508323657898e-20,3.210910812971541e-15,1.7374895128859988e-16,9.985754414904729e-19,1.7368033740637677e-17
0.0005208794188863336,0.8696208752652737,3.76,0.0,2.806054196616471e-06,0.0003333867443366117,0.9782158712214786,1.2317416605895575e-07,2.591112802649988e-08,2.1896170365844342e-06,3.447005372768215e-07,4.345772477735378e-14,0.005689372446948315,0.04021638960559253,0.472896584056226,1.5484509277237448e-07,0.00031516924950749845,1.2427618348397649e-11,1.2634502543933635e-10,1.5946806338225816e-07,3.98889461340597e-11,1.5693668655021403e-06,0.45886265746305754,3.3214402958689405e-07,3.348686098192462e-13,3.8237065604889406e-08,2.962728298522194e-05,1.4767864973087247e-08,6.0106396062923465e-09,9.598361772376947e-08,4.3968884749594773e-17,4.347033986170698e-15,4.576388620869822e-17,4.0235131163460936e-09,0.27812312559625735,2.6862645005052826e-08,1.7097464227324262e-07,2.002258503311565e-12,2.344199885264051e-14,2.0904782979073017e-12,8.690201000610139e-08,8.876484413182516e-12,9.031737647123097e-16,2.3976299336328353e-10,3.950307783969826e-08,7.208065485671963e-12,2.2610669609916653e-13,4.237769246786164e-12,5.507977552365058e-09,9.550411156089853e-09,1.5516090950549347e-11,6.456288060887655e-21,1.20694737415806e-07,4.830858588092391e-12,5.0611615051018615e-17,6.545421750118674e-13,7.500273780205363e-20,3.0516841828723265e-15,1.6545565068769837e-16,9.735334784489582e-19,1.6500276403321397e-17
0.0005228725238596942,0.8696073523272325,3.76,0.0,2.741419990472661e-06,0.00033043734617873216,0.9781537798498208,1.1911717565283747e-07,2.5125733485626177e-08,2.135824897982335e-06,3.4168999665870213e-07,4.201574932493679e-14,0.005665529701868538,0.040061557743485104,0.473048976523038,1.5121772002631108e-07,0.0003125416760962605,1.207654631593293e-11,1.2278455988005732e-10,1.5536705387898927e-07,3.866882343914538e-11,1.5643863279477221e-06,0.4587713856430567,3.2991728473577445e-07,3.244104144082721e-13,3.718472443158566e-08,2.8902254050161508e-05,1.4346646288575434e-08,5.837771983333567e-09,9.343425563835705e-08,4.3611305140321494e-17,4.217556428461207e-15,4.5336204894374095e-17,4.009404645808338e-09,0.2782160049157607,2.608933123495909e-08,1.6666013322723715e-07,1.9408521382441004e-12,2.2680197996007723e-14,2.030303572150997e-12,8.659836815583809e-08,8.469263392121377e-12,8.577657033551306e-16,2.387621229800316e-10,3.9487011064145416e-08,6.878682071981533e-12,2.1959510078645801e-13,4.1036535827305326e-12,5.357957037964933e-09,9.264822402146488e-09,1.478055261048811e-11,6.0959136041945495e-21,1.2024774939820345e-07,4.831393757048629e-12,5.0607940615765143e-17,6.221979327588562e-13,7.500038976888284e-20,2.9013544611788367e-15,1.5761218900999543e-16,9.494876729878517e-19,1.5681238700968327e-17
0.0005248656288330548,0.8695939375453572,3.76,0.0,2.678715980465702e-06,0.0003275315264543459,0.9780934771374192,1.1521655698454112e-07,2.4368786517124258e-08,2.0837052819770005e-06,3.3872332645769986e-07,4.063062834870461e-14,0.005641910425286045,0.039907940613812275,0.4731988316773581,1.477094021674499e-07,0.00030994922159817054,1.1737696368964525e-11,1.1934557250041786e-10,1.513971775873786e-07,3.7496070219711804e-11,1.5594610649397067e-06,0.4586821496191197,3.277163431537913e-07,3.143386851379347e-13,3.616767387983211e-08,2.8199614358312133e-05,1.3940027864436857e-08,5.670965281044705e-09,9.096839411461385e-08,4.325953159106853e-17,4.092718440935622e-15,4.4917156492237686e-17,3.995378090128321e-09,0.27830679888698073,2.534313508636516e-08,1.624829892794858e-07,1.8817224407308863e-12,2.1947698357498218e-14,1.9722525801275574e-12,8.629645236185686e-08,8.08337428291401e-12,8.149286341530142e-16,2.3776938583650723e-10,3.947113972251791e-08,6.566490167296385e-12,2.1331136287367405e-13,3.974612799773935e-12,5.212968982158757e-09,8.989431180090757e-09,1.4084645649184959e-11,5.757908231246425e-21,1.1980400275732195e-07,4.831910094953222e-12,5.0604284925543226e-17,5.916543501242625e-13,7.49980400516881e-20,2.759370286235638e-15,1.5019134214947674e-16,9.263909916108925e-19,1.4907892955114963e-17
0.0005268587338064153,0.8695806295323146,3.76,0.0,2.6178722854290354e-06,0.0003246683046875091,0.9780349152921931,1.1146540749382547e-07,2.3639090390804183e-08,2.0331958002867968e-06,3.357995493410564e-07,3.9299766826095984e-14,0.00561851086449245,0.039755522331128994,0.47334620822187395,1.443154854601649e-07,0.000307391189455056,1.1410567725002016e-11,1.1602321054915777e-10,1.4755345223434685e-07,3.6368462896736896e-11,1.5545895587573056e-06,0.45859489884381954,3.255407197836019e-07,3.046369522400256e-13,3.5184522978657606e-08,2.7518535148723715e-05,1.3547415854061083e-08,5.5099698148491945e-09,8.8582794819876e-08,4.291339260517171e-17,3.972326220016522e-15,4.450643670514514e-17,3.981433005000175e-09,0.2783955598926822,2.462293853726082e-08,1.5843796532226656e-07,1.824770923097811e-12,2.1243199395682512e-14,1.9162372029242708e-12,8.599625499343104e-08,7.717566199335179e-12,7.745012115001282e-16,2.367846789370904e-10,3.94554553650385e-08,6.270485143414713e-12,2.0724612633794082e-13,3.850424161914446e-12,5.072813660089311e-09,8.723815214889956e-09,1.3425987219480985e-11,5.440746285759628e-21,1.1936346076895094e-07,4.83240814638972e-12,5.0600648375530304e-17,5.628002592865915e-13,7.499568952487664e-20,2.6252177661486463e-15,1.431677001012434e-16,9.04198923494304e-19,1.4177417438952122e-17
0.0005288518387797759,0.8695674269275332,3.76,0.0,2.5588219838417133e-06,0.00032184673130030073,0.9779780479369267,1.0785716820454448e-07,2.2935505714864542e-08,1.9842367710654037e-06,3.329177185942118e-07,3.802070438509084e-14,0.005595327365148684,0.03960428734632495,0.4734911631801078,1.4103152691498147e-07,0.00030486690252350856,1.1094683166612358e-11,1.1281284337352898e-10,1.4383111439755542e-07,3.528389991651322e-11,1.5497703538054499e-06,0.4585095842066714,3.2338994313522557e-07,2.952895411980997e-13,3.42339437073924e-08,2.685822333143026e-05,1.3168244124777063e-08,5.354547706230965e-09,8.627436436985546e-08,4.257272414101e-17,3.856195205389399e-15,4.410375579534472e-17,3.967568943641169e-09,0.2784823387996067,2.3927676606185257e-08,1.5452004933537772e-07,1.769903962159902e-12,2.0565466045014262e-14,1.8621735141154695e-12,8.569776826370743e-08,7.37066934642986e-12,7.363331841506686e-16,2.358079012889268e-10,3.943995003331328e-08,5.989727030057993e-12,2.0139047578146968e-13,3.7308760550934394e-12,4.937300491260538e-09,8.467572120827256e-09,1.2802352299402846e-11,5.143015353806491e-21,1.1892608739916046e-07,4.8328884394895745e-12,5.059703133395221e-17,5.355320159999803e-13,7.499333902405785e-20,2.498417698198904e-15,1.3651753587521667e-16,8.828693275283557e-19,1.3487181180939006e-17
0.0005308449437531364,0.869554328396456,3.76,0.0,2.5015009704734897e-06,0.00031906588635239827,0.9779228300617511,1.0438560466111813e-07,2.2256947362627512e-08,1.9367710853980266e-06,3.300769168764083e-07,3.679110745731005e-14,0.00557235636775373,0.03945422043566855,0.47363375195348145,1.3785328342855463e-07,0.0003023757023601869,1.0789587788796622e-11,1.0971005093236081e-10,1.402256085935301e-07,3.4240394075151314e-11,1.5450020535317514e-06,0.4584261579875795,3.2126355477856207e-07,2.862815298032154e-13,3.3314667777308365e-08,2.621791973804904e-05,1.2801972782572824e-08,5.204472254283651e-09,8.404014708300479e-08,4.2237369206892197e-17,3.744149584050521e-15,4.3708837753307704e-17,3.953785456941197e-09,0.278567185008908,2.3256334198403767e-08,1.5072445058109222e-07,1.7170325289478774e-12,1.9913325023035e-14,1.8099815549861512e-12,8.54009842389834e-08,7.041588765252574e-12,7.002845620357905e-16,2.348389538407887e-10,3.9424616229838626e-08,5.72333635862837e-12,1.957359130403889e-13,3.6157673638391656e-12,4.806247564747964e-09,8.220318351140775e-09,1.2211662248176379e-11,4.863407275115317e-21,1.1849184728112052e-07,4.833351486466202e-12,5.0593434143262073e-17,5.097529424994355e-13,7.499098934741932e-20,2.378523013138803e-15,1.302186834605463e-16,8.623622910176248e-19,1.2834729950083112e-17
0.000532838048726497,0.8695413326298248,3.76,0.0,2.4458478208717923e-06,0.00031632487834339524,0.9778692179784404,1.0104478901389788e-07,2.160238157944048e-08,1.890744081038396e-06,3.2727625503545545e-07,3.5608761951951373e-14,0.005549594404271478,0.03930530669033908,0.473774028376115,1.347767016401839e-07,0.0002999169485400109,1.0494847820811258e-11,1.067106130003345e-10,1.367325769753246e-07,3.323606538720372e-11,1.5402833175291248e-06,0.4583445738119927,3.191611088595619e-07,2.7759870776876273e-13,3.24254835971593e-08,2.5596897468711452e-05,1.2448086796499872e-08,5.059527334598196e-09,8.187731782651699e-08,4.1907177487309437e-17,3.636021823946836e-15,4.3321419535850154e-17,3.940082093620832e-09,0.27865014650466685,2.2607943686812594e-08,1.470465882991788e-07,1.6660719289811388e-12,1.9285661282550073e-14,1.7595851230813915e-12,8.510589484764691e-08,6.72929950018324e-12,6.662248578436211e-16,2.3387773942466004e-10,3.940944688952723e-08,5.4704897726885536e-12,1.9027433514721459e-13,3.504906871239683e-12,4.679481191361339e-09,7.981688209401366e-09,1.16519742361761e-11,4.6007097946650814e-21,1.1806070569308682e-07,4.8337977841305385e-12,5.05898571212724e-17,4.853728220182401e-13,7.498864125706665e-20,2.265116455072938e-15,1.24250425105152e-16,8.426400007689893e-19,1.2217773372959393e-17
0.0005348311536998576,0.8695284383429892,3.76,0.0,2.391803663191514e-06,0.0003136228430741813,0.9778171692764466,9.782908324699394e-08,2.097082323008518e-08,1.8461034225143946e-06,3.24514870983648e-07,3.447156641407345e-14,0.0055270380949074775,0.03915753150642184,0.47391204476746324,1.3179790827716698e-07,0.0002974900180048356,1.0210049518094753e-11,1.0381049898631498e-10,1.3334784960251562e-07,3.2269134553700207e-11,1.5356128587858306e-06,0.45826478660769265,3.1708217163840764e-07,2.6922753874549015e-13,3.156523341087861e-08,2.4994460329422094e-05,1.2106094729623933e-08,4.91950684444217e-09,7.978317542295888e-08,4.1582004985492766e-17,3.5316522352675462e-15,4.2941250334165526e-17,3.92645840038382e-09,0.2787312699005693,2.198158277032143e-08,1.4348208131182387e-07,1.6169415693135886e-12,1.868141483685495e-14,1.7109115730831018e-12,8.481249188879145e-08,6.432842357357132e-12,6.340323944111151e-16,2.3292416269989635e-10,3.9394435353111034e-08,5.230415573358762e-12,1.849980135455359e-13,3.3981127234321392e-12,4.556835483738768e-09,7.751332916591848e-09,1.112147164562174e-11,4.353798870863341e-21,1.1763262853748229e-07,4.83422781438893e-12,5.0586300562243416e-17,4.623074340699428e-13,7.498629548032617e-20,2.1578084294483765e-15,1.185933889491302e-16,8.236666188621379e-19,1.1634173094019608e-17
0.0005368242586732181,0.8695156442752425,3.76,0.0,2.3393120568758324e-06,0.00031095894256400413,0.9777666427805982,9.473312339991e-08,2.036133322953746e-08,1.8027989884347844e-06,3.217919286313074e-07,3.33775255882288e-14,0.0055046841450273306,0.039010880575339586,0.47404785198288707,1.2891320092878573e-07,0.0002950943044415703,9.934798118346896e-12,1.0100585830315215e-10,1.3006743524698304e-07,3.133791686310211e-11,1.5309894410849559e-06,0.4581867525631544,3.15026321048407e-07,2.611551245894703e-13,3.073281059611323e-08,2.4409941354413012e-05,1.1775527502533253e-08,4.784214190682076e-09,7.775513685907528e-08,4.1261713681693407e-17,3.4308885576075323e-15,4.256809087242103e-17,3.9129139220648285e-09,0.27881060048482653,2.1376371489367735e-08,1.4002673832558593e-07,1.5695647433029167e-12,1.809957782946618e-14,1.6638916296994976e-12,8.452076704051142e-08,6.151318283011556e-12,6.035936489295897e-16,2.3197813009979567e-10,3.9379575342278165e-08,5.002390716320079e-12,1.798995745928547e-13,3.295211935725569e-12,4.438151959543818e-09,7.528919733736493e-09,1.0618455209946645e-11,4.1216318087245535e-21,1.1720758232100896e-07,4.8346420447237554e-12,5.058276473792752e-17,4.4047811614972976e-13,7.498395271100515e-20,2.056234979956054e-15,1.132294545399129e-16,8.054081634193126e-19,1.1081931805401623e-17
0.0005388173636465787,0.8695029491891799,3.76,0.0,2.2883188778558403e-06,0.00030833236401998736,0.977717598510387,9.175180467723707e-08,1.9773016158522722e-08,1.7607827655122182e-06,3.1910661686611274e-07,3.232474438134096e-14,0.005482529342209544,0.038865339874696835,0.4741814994622562,1.2611903955159733e-07,0.00029272921768842066,9.668716856823345e-12,9.829301131260443e-11,1.2688751270182135e-07,3.044081636944211e-11,1.5264118765654684e-06,0.45811042908741045,3.129931462748268e-07,2.533691717206568e-13,2.992715711415923e-08,2.3842701408317864e-05,1.1455937231331155e-08,4.653461784097175e-09,7.579073130435859e-08,4.0946171226926913e-17,3.3335855712936075e-15,4.2201712789236424e-17,3.899448201792363e-09,0.27888818226341255,2.0791469773473355e-08,1.3667654825846398e-07,1.5238684087273324e-12,1.7539191507085988e-14,1.6184592117050505e-12,8.423071186788655e-08,5.883883660028927e-12,5.748026505952074e-16,2.310395497804565e-10,3.936486093642667e-08,4.785738059756777e-12,1.749719812374138e-13,3.196039879140983e-12,4.323279165106651e-09,7.3141311356702215e-09,1.0141334622096013e-11,3.9032409790636355e-21,1.1678553413572836e-07,4.83504092865737e-12,5.057924989857102e-17,4.198113607512799e-13,7.49816136106128e-20,1.96005595555237e-15,1.081416633460004e-16,7.878324046797093e-19,1.055918310771018e-17
