Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24)
0.00018701229024324824,0.6554623209432949,3.76,0.0,0.5565235238407158,0.9992447499632906,0.000817235163295151,3.5566757197681207e-19,1.337740164080133e-13,0.0006400827980663509,8.186071807904934e-05,2.1519318441978634e-07,2.6820385894945195e-06,1.2931287594095866e-06,0.00018880524999101197,0.000498599315674401,5.431429428514231e-07,2.4880200116969985e-08,3.507471436716879e-08,2.050317888676881e-05,0.00014463354431010415,4.021829287186842e-08,2.320510114298006e-05,2.009195377114931e-06,3.50285135154148e-15,1.226623130136537e-10,1.3861855057392935e-08,3.4427465602746372e-15,1.8636562774542215e-09
0.0001893757319900553,0.6554625102570982,3.76,0.0,0.5564930030944887,0.9992284705543166,0.0008366405565591246,3.619846436970949e-19,1.3501595324320872e-13,0.000645510943990415,8.179711427584109e-05,2.1701530752596523e-07,2.7026640317190052e-06,1.3040533816057917e-06,0.00019316231950926389,0.0005108139996637627,5.475784988347422e-07,2.5078957712656092e-08,3.588001149169347e-08,2.1324733388472006e-05,0.00014972969306028408,4.144409861775239e-08,2.4240914019354325e-05,2.009198185546583e-06,3.643210627996312e-15,1.2853213035629763e-10,1.4760435341411314e-08,3.696037079154596e-15,1.8944067301479896e-09
0.00019173917373686237,0.6554626954317987,3.76,0.0,0.556462300494608,0.9992120539080588,0.0008561955873634256,3.6827726453891134e-19,1.362344549377436e-13,0.0006508227281528863,8.174096699042504e-05,2.187982068740126e-07,2.722957246167623e-06,1.3149146474564758e-06,0.00019756033054753308,0.0005231090177562699,5.519625252549865e-07,2.5274413731368558e-08,3.6686389574815295e-08,2.2164884118481557e-05,0.00015490132178191469,4.26835607237184e-08,2.5306397275725644e-05,2.009386673463148e-06,3.786747059418057e-15,1.34571467085223e-10,1.5701644148297678e-08,3.963355371130953e-15,1.9248007436819213e-09
0.00019410261548366943,0.6554628766342813,3.76,0.0,0.5564314191266214,0.9991955020480132,0.0008758979442951206,3.7454579030848087e-19,1.3742990279460624e-13,0.00065602035371511,8.169249416655704e-05,2.2054262454504392e-07,2.742929070851e-06,1.325716327367592e-06,0.00020199913880371076,0.0005354818720151452,5.562967619308587e-07,2.5466735913811126e-08,3.7493698522787214e-08,2.302365079437877e-05,0.0001601468672986774,4.393638289144432e-08,2.640184430532212e-05,2.009770412228957e-06,3.933464017020086e-15,1.4078146572927315e-10,1.6686700015270266e-08,4.245210533338585e-15,1.9548377371725772e-09
0.0001964660572304765,0.6554630540349099,3.76,0.0,0.5564003619743844,0.9991788169672838,0.0008957453928254835,3.8078678893957067e-19,1.3860267997736859e-13,0.0006611060840209501,8.16518787268753e-05,2.22249322884134e-07,2.7625902164697963e-06,1.3364620767912898e-06,0.00020647861073753388,0.0005479301274945601,5.605829282149743e-07,2.5656088187625196e-08,3.830180246732033e-08,2.3901049786505722e-05,0.00016546476237678045,4.5202276281596684e-08,2.752754175991433e-05,2.0103578719754817e-06,4.083364300205723e-15,1.4716323958775357e-10,1.771682956650209e-08,4.54211993442421e-15,1.9845179788131912e-09
0.00019882949897728357,0.6554632278069652,3.76,0.0,0.5563691319215369,0.9991620006266215,0.0009157357743479219,3.8700372318304546e-19,1.3975323098920524e-13,0.0006660822335630009,8.161927084491763e-05,2.2391908145994986e-07,2.7819512485077526e-06,1.3471554359366482e-06,0.0002109986232428214,0.0005604514122951092,5.64822720289179e-07,2.5842629170799323e-08,3.911057948878532e-08,2.4797094447341227e-05,0.0001708534390555531,4.6480959783624916e-08,2.868376973674058e-05,2.011156483482244e-06,4.236450192743544e-15,1.537178763821445e-10,1.8793267315350135e-08,4.854609358816394e-15,2.0138426247190354e-09
0.00020119294072409063,0.6554633981261071,3.76,0.0,0.5563377317531211,0.9991450549526697,0.0009358670050949921,3.931986740244925e-19,1.408819896761346e-13,0.0006709511594026404,8.159479015159145e-05,2.255526941694147e-07,2.801022571453505e-06,1.3577998294656179e-06,0.0002155590633159275,0.0005730434174544637,5.690178087608869e-07,2.6026511491635732e-08,3.9919921226368246e-08,2.571179542883734e-05,0.0001763113317731227,4.7772160489426315e-08,2.9870801969889613e-05,2.0121726989696107e-06,4.392723517059548e-15,1.6044644172356206e-10,1.9917255493245107e-08,5.183212970100732e-15,2.042813545478528e-09
0.0002035563824708977,0.6554635651698613,3.76,0.0,0.5563061641573172,0.9991279818364064,0.0009561370749493376,3.9936615241595407e-19,1.419893675210799e-13,0.0006757152530465627,8.157852787108033e-05,2.271509665021022e-07,2.8198144149939738e-06,1.3683985647488546e-06,0.00022015982772175715,0.0005857038966860267,5.731698365845502e-07,2.6207883772989084e-08,4.072973195638448e-08,2.6645160987614878e-05,0.00018183688028850344,4.907561367410476e-08,3.108890602505201e-05,2.0134120515900515e-06,4.55218568642458e-15,1.6734998271260573e-10,2.1090043903605784e-08,5.528473284425791e-15,2.0714332614149307e-09
0.00020591982421770477,0.655463729117144,3.76,0.0,0.5562744317272895,0.9991107831317744,0.0009765440461623077,4.05510232943034e-19,1.4307584851380492e-13,0.0006803769327801393,8.157054888200753e-05,2.2871471296231766e-07,2.8383368221075083e-06,1.3789548336068133e-06,0.00022480082265945395,0.0005984306659845967,5.772804172816042e-07,2.638688922380354e-08,4.153992819200882e-08,2.759719727673804e-05,0.00018742853240230321,5.039106283797112e-08,3.2338343496523916e-05,2.014879213426181e-06,4.71483775466867e-15,1.7442953131162994e-10,2.231288980027318e-08,5.890941381670769e-15,2.0997050255325972e-09
0.00020828326596451183,0.6554638901478114,3.76,0.0,0.5562425369631178,0.9990934606544912,0.0009970860519932102,4.1163593287949663e-19,1.441419079975452e-13,0.0006849386364566553,8.157089370082302e-05,2.3024475463426276e-07,2.8565996389021333e-06,1.389471714178116e-06,0.00022948196343010663,0.0006112216031075057,5.813511334011521e-07,2.6563664406573817e-08,4.235043840188106e-08,2.8567908624272877e-05,0.00019308474647931613,5.171826017708753e-08,3.361937020590093e-05,2.0165780518361392e-06,4.880680463852551e-15,1.8168610756934113e-10,2.358705779006155e-08,6.271176914657187e-15,2.127632655568094e-09
0.0002106467077113189,0.6554640484422349,3.76,0.0,0.5562104822738068,0.9990760161810276,0.0010177612952812624,4.1773484701306664e-19,1.4518796671177068e-13,0.0006894028147367831,8.157958038501388e-05,2.317419169042464e-07,2.874612506040133e-06,1.3999521700246365e-06,0.00023420317410692096,0.000624074646940596,5.853835352457916e-07,2.6738342006354353e-08,4.3161202023958635e-08,2.9557297799179588e-05,0.00019880399377730752,5.305696642788534e-08,3.4932236401612516e-05,2.018511684023283e-06,5.0497142897804606e-15,1.8912072257735007e-10,2.4913819757488494e-08,6.669748050071481e-15,2.1552204283708545e-09
0.00021301014945812596,0.6554642041809082,3.76,0.0,0.5561782699793524,0.999058451447749,0.0010385680469612681,4.238107136508922e-19,1.4621453009911185e-13,0.0006937719247708423,8.159660635430616e-05,2.332070273395217e-07,2.8923848516778612e-06,1.410399053208381e-06,0.00023896438720926979,0.0006369877967681789,5.89379139832227e-07,2.6911049658314712e-08,4.3972168926398855e-08,3.056536626344898e-05,0.00020458476058673832,5.440695065057259e-08,3.627718695829344e-05,2.0206825297195236e-06,5.221939484896663e-15,1.9673438139113454e-10,2.6294454810772085e-08,7.08723174185623e-15,2.1824732086953292e-09
0.00021537359120493303,0.6554643575440865,3.76,0.0,0.556145902312862,0.9990407681502069,0.0010595046445332976,4.298733346765494e-19,1.4722210822542386e-13,0.0006980484243167648,8.162195012901122e-05,2.346409137006932e-07,2.9099258857891913e-06,1.4208151080467007e-06,0.0002437655433828918,0.0006499591114536401,5.933394300351117e-07,2.7081907840649393e-08,4.478329927722835e-08,3.159211441063403e-05,0.0002104255501868519,5.576799075440136e-08,3.765446157565973e-05,2.0230923618964597e-06,5.3973561191166175e-15,2.0452808615733067e-10,2.7730249249032846e-08,7.52421380516282e-15,2.209396303533923e-09
0.0002177370329517401,0.6554645087114409,3.76,0.0,0.5561133814227076,0.9990229679425753,0.001080569490495878,4.359106549620619e-19,1.4821111489320662e-13,0.0007022347662825129,8.165557298514363e-05,2.3604440210069247e-07,2.9272445957190126e-06,1.4312029704165752e-06,0.00024860659108585193,0.0006629867085357809,5.972658539467094e-07,2.7251033454676623e-08,4.559456257614053e-08,3.2637541791906335e-05,0.0002163248846244073,5.71398732733581e-08,3.906429497628302e-05,2.0257423554540223e-06,5.575964118591576e-15,2.125028383793932e-10,2.922249654866659e-08,7.981288804169255e-15,2.2359953024543262e-09
0.00022010047469854716,0.6554646578617459,3.76,0.0,0.5560807093747069,0.9990050524372186,0.0011017610507512159,4.419242096227186e-19,1.491820583096636e-13,0.0007063333936799501,8.169742052623206e-05,2.3741831531470902e-07,2.9443497429024e-06,1.4415651714722777e-06,0.0002534874862809039,0.0006760687632603706,6.011598244103863e-07,2.741853914931477e-08,4.640593695128038e-08,3.370164732879538e-05,0.00022228130632139865,5.852239283708323e-08,4.050691710133159e-05,2.028633133839066e-06,5.757763301817601e-15,2.2065964114521113e-10,3.077249736747647e-08,8.459060375267776e-15,2.2622762479454147e-09
0.00022246391644535423,0.6554648051726025,3.76,0.0,0.5560478881543245,0.9989870232043881,0.0011230778529903109,4.479311816198988e-19,1.5013548089022109e-13,0.0007103467349792463,8.174742417258368e-05,2.387634712094054e-07,2.9612498606495406e-06,1.4519041431859776e-06,0.00025840819213676533,0.0006892035075524582,6.05022718682414e-07,2.7584529964993297e-08,4.721740919415394e-08,3.4784429512525926e-05,0.00022829337951838503,5.991535280237904e-08,4.19825533041573e-05,2.0317648135620368e-06,5.9427534137585396e-15,2.289995023688598e-10,3.2381559566947574e-08,8.9581413919417e-15,2.288245533128008e-09
0.0002248273581921613,0.6554649508201648,3.76,0.0,0.5560149196688761,0.9989688817720332,0.0011445184850652444,4.539156238621452e-19,1.5107177725323592e-13,0.0007142771998493357,8.1805502569108e-05,2.400806813022666e-07,2.9779532528510305e-06,1.462222217350007e-06,0.00026336867873719556,0.0007023892289293388,6.088558782761241e-07,2.7749107683192843e-08,4.8028973899976306e-08,3.588588659154785e-05,0.00023435969156085444,6.131856505674395e-08,4.349142454138031e-05,2.0351370466174325e-06,6.1309341581103e-15,2.3752343645194565e-10,3.405099825078874e-08,9.479153780333147e-15,2.3139096758219303e-09
0.00022695445576428766,0.6554650806251143,3.76,0.0,0.5559851236355086,0.9989524597810069,0.0011639198084912607,4.592825224359463e-19,1.5190022234187822e-13,0.0007177457322100872,8.186460056044172e-05,2.412429412894744e-07,2.9928247831941575e-06,1.4714924660795667e-06,0.00026786710983617106,0.0007142985921212978,6.122813786661474e-07,2.7896101115348397e-08,4.87594622952893e-08,3.689316349480147e-05,0.00023986459858730703,6.259007241977665e-08,4.487800383575023e-05,2.0383770995717094e-06,6.303024564228717e-15,2.4535320395872457e-10,3.560620776994216e-08,9.967337868850431e-15,2.3367521722863758e-09
0.00022908155333641403,0.6554652093499732,3.76,0.0,0.5559552110857308,0.9989359491658583,0.001183419389588648,4.646462570710701e-19,1.5271560880615964e-13,0.0007211507905128604,8.19300893012282e-05,2.423837963636372e-07,3.0075492359785954e-06,1.4807491671005466e-06,0.0002723977318347943,0.0007262467313382874,6.156847792051473e-07,2.804209652452134e-08,4.949003269086477e-08,3.791556432269373e-05,0.00024541131943154606,6.386961199180914e-08,4.629183434044107e-05,2.0418105486998087e-06,6.477698918724683e-15,2.5333365095675434e-10,3.721236241503919e-08,1.047426455829098e-14,2.3593582331553083e-09
0.0002312086509085404,0.6554653371193685,3.76,0.0,0.5559251832563883,0.9989193509524975,0.0012030163173875408,4.699943474082521e-19,1.5351819149944396e-13,0.000724494077707269,8.200188803824644e-05,2.4350382001052774e-07,3.022132188038392e-06,1.489993829125902e-06,0.0002769605361873863,0.0007382325091100906,6.19066983663687e-07,2.818715721419175e-08,5.022069554964168e-08,3.89530879617353e-05,0.0002509988764572653,6.515706372337883e-08,4.773306873691419e-05,2.0454363307102827e-06,6.6549570336178574e-15,2.6146553889274313e-10,3.887043618958891e-08,1.1000406985091131e-14,2.3817330264791114e-09
0.00023333574848066676,0.6554654640562576,3.76,0.0,0.5558950413385241,0.9989026661392176,0.001222709716325925,4.75316175664561e-19,1.5430831047546413e-13,0.0007277772759307947,8.207991067447012e-05,2.4460357870652857e-07,3.0365790671473882e-06,1.499227900982192e-06,0.0002815555182122414,0.0007502548215141612,6.224288726345811e-07,2.8331347547374974e-08,5.095146467045581e-08,4.000573353423182e-05,0.0002566263095335738,6.645231185120165e-08,4.9201857277621604e-05,2.049253170877072e-06,6.834798761093247e-15,2.697496364076294e-10,4.0581408028841276e-08,1.1546244636527683e-14,2.403881872601108e-09
0.00023546284605279312,0.6554655902822298,3.76,0.0,0.5558647864786546,0.9988858956968336,0.0012424987452931064,4.806495592569277e-19,1.550864625624514e-13,0.0007310020448823341,8.216406640008887e-05,2.456836313690346e-07,3.050895153343361e-06,1.5084527802457747e-06,0.00028618267694408315,0.0007623125974538356,6.257713036985309e-07,2.8474725697201776e-08,5.168235747150268e-08,4.107350047851366e-05,0.0002622926764411512,6.775524551888226e-08,5.06983478893179e-05,2.0532596025620463e-06,7.0172240071807895e-15,2.7818672236932405e-10,4.234626185876503e-08,1.2112263713770448e-14,2.4258103147284293e-09
0.00023737723386770684,0.6554657033767946,3.76,0.0,0.555837461452105,0.9988707298662107,0.0012603899668491502,4.854361501690086e-19,1.557767197964031e-13,0.0007338557324687509,8.224497195708706e-05,2.466392855731279e-07,3.06367204924335e-06,1.5167484237154233e-06,0.00029037463296945504,0.000773194057703186,6.287635456399428e-07,2.8603117505321558e-08,5.234028425260466e-08,4.204741934897327e-05,0.0002674249310143481,6.893437007080323e-08,5.2068995178718414e-05,2.0570261398537952e-06,7.183615613049899e-15,2.859115581965733e-10,4.398151669956495e-08,1.2639342952912981e-14,2.4453618996182674e-09
0.00023929162168262057,0.655465816078834,3.76,0.0,0.5558100466119692,0.9988554961097739,0.0012783574278913367,4.9020357841044305e-19,1.5645765969385135e-13,0.0007366645929186678,8.233069677368635e-05,2.4757981994406584e-07,3.0763508043355883e-06,1.5250386532924046e-06,0.0002945926584730616,0.0007841026656041885,6.317412960841514e-07,2.873093633255783e-08,5.2998345901320655e-08,4.3033586573689326e-05,0.0002725873125015189,7.011956123761474e-08,5.346230393894344e-05,2.0609436162637464e-06,7.352099879938416e-15,2.9376153862839466e-10,4.5661941492280084e-08,1.3183531731867674e-14,2.4647433086418525e-09
0.0002412060094975343,0.6554659284732152,3.76,0.0,0.5557825427064409,0.9988401950790331,0.0012964005831573812,4.949800370610164e-19,1.571296534863184e-13,0.0007394297845505043,8.242116700905114e-05,2.485056245405137e-07,3.088934968503302e-06,1.5333243810055085e-06,0.0002988367599332596,0.0007950377056118048,6.347051335752981e-07,2.8858220496198687e-08,5.365656138991005e-08,4.403200266526974e-05,0.00027777917228282903,7.131074795067859e-08,5.487837756124914e-05,2.0650106326786904e-06,7.522676896885719e-15,3.0173725463939543e-10,4.738826416226675e-08,1.3745198321782267e-14,2.483958674453021e-09
0.00024312039731244801,0.6554660406439032,3.76,0.0,0.555754950457609,0.9988248274080772,0.0013145189076520572,4.997570884481483e-19,1.5779288117254938e-13,0.0007421524479574331,8.251630706430368e-05,2.494170834372671e-07,3.1014279975138867e-06,1.5416064875647729e-06,0.00030310694592862355,0.0008059984818429703,6.376556221006771e-07,2.8985005353163548e-08,5.431495189701402e-08,4.5042668506963836e-05,0.0002829998740898533,7.250786286448063e-08,5.6317318154435045e-05,2.069225706304521e-06,7.69534681654464e-15,3.098393070239021e-10,4.916121609398181e-08,1.432471540718942e-14,2.5030120345716707e-09
0.00024503478512736176,0.6554661526733919,3.76,0.0,0.5557272705621051,0.998809393713746,0.0013327118961605849,5.045049221446897e-19,1.5844744961060166e-13,0.0007448337055594499,8.261603981960272e-05,2.5031457458114644e-07,3.1138332554679867e-06,1.5498858221438563e-06,0.00030740322707093626,0.0008169843176737386,6.405933114757302e-07,2.911132544096092e-08,5.497354037684919e-08,4.6065585380172396e-05,0.0002882487940554256,7.371084171912444e-08,5.7779226593251185e-05,2.0735872790598192e-06,7.870109859668034e-15,3.180683042611115e-10,5.098153217428315e-08,1.492246008094599e-14,2.521907372748224e-09
0.0002469491729422755,0.6554662646430965,3.76,0.0,0.5556995036918845,0.9987938945958433,0.0013509790626578982,5.092504725848671e-19,1.590937229888625e-13,0.0007474746610483584,8.272028692571106e-05,2.511984696197554e-07,3.1261540164604597e-06,1.5581632046164794e-06,0.0003117256159253739,0.0008279945552412407,6.43518737370602e-07,2.92372150104902e-08,5.5632350779222504e-08,4.710075499978712e-05,0.00029352532078485646,7.49196223591308e-08,5.9264202579267516e-05,2.0780937264070467e-06,8.046966320719193e-15,3.264248630002875e-10,5.284995085120887e-08,1.5538814224584025e-14,2.5406488326971145e-09
0.00024886356075718926,0.655466376633021,3.76,0.0,0.5556716504948401,0.9987783306373399,0.0013693199398445517,5.140186652881314e-19,1.5973201323665797e-13,0.000750076399084945,8.282896900194734e-05,2.520691337842931e-07,3.1383934670527384e-06,1.5664394284544525e-06,0.0003160741269505165,0.0008390285550502689,6.46432421756648e-07,2.9362705509193084e-08,5.6291408427489384e-08,4.814817953553114e-05,0.00029882885535383345,7.613414555994503e-08,6.077234468511649e-05,2.0827433644755943e-06,8.225916572011807e-15,3.349096106415035e-10,5.4767214181629836e-08,1.61741644473196e-14,2.5592405417852144e-09
0.000250777948572103,0.6554664887219661,3.76,0.0,0.5556437115954924,0.9987627024045955,0.0013877340786241912,5.18765979723327e-19,1.6036234833160796e-13,0.0007526399849371513,8.294200586607887e-05,2.5292692575746746e-07,3.150554706356942e-06,1.5747152594696934e-06,0.0003204487764316049,0.0008500856955193808,6.493348731712638e-07,2.9487826372229244e-08,5.6950740416665176e-08,4.920786163766007e-05,0.00030415881131983007,7.735435554751692e-08,6.230375040582838e-05,2.0875344573632457e-06,8.40696106834591e-15,3.435231845805077e-10,5.673406788929294e-08,1.682890187399552e-14,2.5776864488384797e-09
0.00025269233638701677,0.6554666009873485,3.76,0.0,0.5556156875956108,0.998747010447585,0.0014062210476318059,5.234855930535158e-19,1.6098495132731688e-13,0.0007551664642453606,8.305931672091437e-05,2.53772197617195e-07,3.1626407480264334e-06,1.5829914356984044e-06,0.0003248495824206809,0.0008611653725678022,6.522265868120393e-07,2.961260771059794e-08,5.761037470183572e-08,5.027980445738173e-05,0.000309514614690956,7.858019864439993e-08,6.385851620466965e-05,2.09246522374317e-06,8.590100349774514e-15,3.522662300892294e-10,5.875126141809981e-08,1.7503422462078428e-14,2.5959905754800655e-09
0.0002546067242019305,0.6554667135053045,3.76,0.0,0.5555875790747615,0.9987312553000969,0.001424780432819449,5.282411107055566e-19,1.616002823219198e-13,0.0007576568628117696,8.318082031835717e-05,2.546052947667202e-07,3.1746545223575668e-06,1.59126867138055e-06,0.000329276564685031,0.0008722669992545882,6.551080446575678e-07,2.9737077992904705e-08,5.827033980754824e-08,5.136401166485229e-05,0.00031489570390178553,7.981162319930668e-08,6.543673755341446e-05,2.0975338423231227e-06,8.775335044770597e-15,3.6113940343083475e-10,6.081954798123786e-08,1.8198127277630615e-14,2.614157071477734e-09
0.00025652111201684427,0.6554668263506414,3.76,0.0,0.5555593865912134,0.9987154374800796,0.001443411836767957,5.32980431468665e-19,1.6220833282540288e-13,0.000760112186317885,8.330643521945033e-05,2.5542655580809585e-07,3.186598876682534e-06,1.599547656707958e-06,0.0003337297446231818,0.0008833900051682694,6.579797159604193e-07,2.986126262559048e-08,5.8930665886440734e-08,5.246048747525927e-05,0.0003203015297479912,8.104858104444426e-08,6.703850899657261e-05,2.1027384605472383e-06,8.962665875616931e-15,3.701433720231022e-10,6.293968464429615e-08,1.8913421984518104e-14,2.6321898280786245e-09
0.000258435499831758,0.6554669395968116,3.76,0.0,0.5555311106824774,0.9986995574898743,0.0014621148782748162,5.3769280223389185e-19,1.6280928093627845e-13,0.0007625334202377893,8.343607993110075e-05,2.56236312542486e-07,3.1984765776216087e-06,1.60782905729794e-06,0.0003382091452160066,0.0008945338360517687,6.608420573237982e-07,2.9985187342286123e-08,5.9591383735344785e-08,5.356923666277159e-05,0.0003257315553128333,8.229102611890214e-08,6.866392419053618e-05,2.108077199241568e-06,9.152093659771047e-15,3.7927881276425147e-10,6.511243237865812e-08,1.9649717323405917e-14,2.650092777842675e-09
0.00026034988764667177,0.6554670533159149,3.76,0.0,0.5555027518656975,0.9986836158163875,0.001480889192059125,5.424438603071899e-19,1.6340358761656831e-13,0.0007649215298052887,8.356967299307206e-05,2.5703488996356125e-07,3.2102903146064127e-06,1.616113516945274e-06,0.00034271479099305083,0.0009056979535369584,6.636955131398701e-07,3.010887786868942e-08,6.025252441679297e-08,5.4690264568980825e-05,0.0003311852559003439,8.353891404396438e-08,7.031307593083924e-05,2.113548156226194e-06,9.343619311251969e-15,3.8854641303859644e-10,6.733855610404735e-08,2.040742931065067e-14,2.6678699561124327e-09
0.0002622642754615855,0.6554671675787427,3.76,0.0,0.5554743106383565,0.9986676129314018,0.0014997344282223308,5.47206413105458e-19,1.6399132966490228e-13,0.000767277459931938,8.370713315385858e-05,2.5782260620058893e-07,3.2220426989865964e-06,1.624401658706431e-06,0.0003472467079701711,0.0009168818346538322,6.665405157197254e-07,3.023235658033361e-08,6.091412008317652e-08,5.5823577118475544e-05,0.00033666211892846343,8.479220337829553e-08,7.198605620134451e-05,2.1191494121020783e-06,9.537243844339666e-15,3.9794687231672995e-10,6.961882476131294e-08,2.118697886621607e-14,2.685525211185203e-09
0.00026417866327649927,0.6554672824547191,3.76,0.0,0.5554457874788364,0.9986515492918383,0.0015186502518216504,5.519119933326149e-19,1.645724592740914e-13,0.0007696021351965511,8.384837949277503e-05,2.585997725263011e-07,3.2337362660123532e-06,1.6326940838530645e-06,0.00035180492360144564,0.0009280849714368572,6.693774855724372e-07,3.035564482725065e-08,6.157620370543758e-08,5.69691808295927e-05,0.0003421616438205551,8.605085516653859e-08,7.368295621277319e-05,2.1248790349201604e-06,9.732968374876664e-15,4.074808999450288e-10,7.195401137257905e-08,2.1988791939317524e-14,2.703062278743315e-09
0.000266093051091413,0.6554673980119547,3.76,0.0,0.5554171828470538,0.9986354253400533,0.0015376363423854856,5.566296279772774e-19,1.6514744413897216e-13,0.0007718964598389728,8.399333156079498e-05,2.593666933823442e-07,3.2453734771935594e-06,1.640991372119836e-06,0.00035638946672345446,0.0009393068704760618,6.72206831423413e-07,3.04787656378632e-08,6.223880817058032e-08,5.8127082827163586e-05,0.0003476833418797148,8.731483174069601e-08,7.5403866447519e-05,2.1307350848701934e-06,9.930794121509847e-15,4.171492154659684e-10,7.434489311174223e-08,2.28133000587694e-14,2.7204850557669283e-09
0.00026800743890632677,0.6554675143172193,3.76,0.0,0.5553884971848948,0.9986192415040587,0.0015566923935816264,5.613993856928319e-19,1.6571658308226273e-13,0.0007741613178097005,8.414190946132482e-05,2.601236663674668e-07,3.2569567224899783e-06,1.649294086123657e-06,0.0003610003675196553,0.0009505470526118827,6.750289507206253e-07,3.0601739444535223e-08,6.290196678021053e-08,5.9297290848080034e-05,0.0003532267361807736,8.858409757735455e-08,7.7148876688104e-05,2.136715617517407e-06,1.013072240789003e-14,4.2695255137841103e-10,7.67922513548703e-08,2.3660940072222533e-14,2.7377973587783564e-09
0.0002699218267212405,0.6554676314359559,3.76,0.0,0.5553597309169684,0.9986029981979111,0.0015758181126402165,5.661304431277756e-19,1.6627975432910538e-13,0.0007763975728838093,8.42940339909354e-05,2.608709822647756e-07,3.268488320830415e-06,1.6576027695519838e-06,0.000365637657458589,0.0009618050523903001,6.778442300617042e-07,3.072458445746534e-08,6.35657137570551e-08,6.047981325059144e-05,0.0003587913613733748,8.985861988908071e-08,7.891807606734661e-05,2.1428186889769437e-06,1.0332754664361042e-14,4.368916502799386e-10,7.929687177064331e-08,2.4532153830785676e-14,2.7550027693863038e-09
0.00027183621453615427,0.6554677494322928,3.76,0.0,0.555330884451076,0.9985866958219637,0.0015950132199951377,5.7083742791046605e-19,1.6683720189447034e-13,0.0007786060687723405,8.444962671776798e-05,2.616089251123954e-07,3.2799705222106045e-06,1.665917947014686e-06,0.00037030136925532474,0.000973080417719686,6.806530450332719e-07,3.0847319807949e-08,6.423008325622135e-08,6.167465901960875e-05,0.0003643767635421005,9.11383673056211e-08,8.071155310029348e-05,2.1490423586809e-06,1.0536892427764751e-14,4.4696726558363706e-10,8.18595443780678e-08,2.5427388905970622e-14,2.7721049519664187e-09
0.000273750602351068,0.6554678683690854,3.76,0.0,0.5553019581785359,0.9985703347630506,0.001614277449035852,5.75614685421547e-19,1.6738940092087372e-13,0.000780787629220858,8.460861002463964e-05,2.6233777223156427e-07,3.2914055106703874e-06,1.6742401269320387e-06,0.0003749915368465683,0.0009843727096357233,6.834557606866272e-07,3.09699645040155e-08,6.489510930652549e-08,6.288183776894041e-05,0.0003699825001002073,9.242330983183938e-08,8.252939570508244e-05,2.1553846915255553e-06,1.0743137342150623e-14,4.57180163032823e-10,8.448106359073239e-08,2.6347098624773714e-14,2.7891076211778914e-09
0.00027566499016598177,0.6554679883078608,3.76,0.0,0.5552729524747804,0.998553915394819,0.0016336105456485224,5.803910980525867e-19,1.6793628365195088e-13,0.0007829430581912008,8.477090720345356e-05,2.6305779425618847e-07,3.30279540425502e-06,1.6825698021118826e-06,0.00037970819534344306,0.0009956815018635982,6.862527318932491e-07,3.1092534435295806e-08,6.556082659637489e-08,6.410135974481242e-05,0.0003756081395959962,9.371341999037871e-08,8.437169124143265e-05,2.161843761291685e-06,1.0951491160442969e-14,4.675311198633639e-10,8.716222829474296e-08,2.7291741530202974e-14,2.8060142435917896e-09
0.0002775793779808955,0.6554681093088994,3.76,0.0,0.5552438676998276,0.9985374380780038,0.0016530122678554934,5.850879467554345e-19,1.6847779589930555e-13,0.000785073140034719,8.493644251686536e-05,2.6376925521336975e-07,3.314142256764322e-06,1.6909074483188682e-06,0.00038445138099535214,0.0010070063804675591,6.890443034929576e-07,3.1215045196756797e-08,6.622727002085049e-08,6.533323582834053e-05,0.0003812532615481593,9.500867210728105e-08,8.623852654091174e-05,2.1684176533741576e-06,1.1161955743905888e-14,4.780209230641878e-10,8.990384191149852e-08,2.826178177781514e-14,2.8228282148346266e-09
0.00027949376579580927,0.6554682314311975,3.76,0.0,0.5552147041988148,0.9985209031607347,0.0016724823854059642,5.89833509644669e-19,1.6901450740163164e-13,0.000787178639698445,8.510514127101238e-05,2.6447241261762996e-07,3.325448059851972e-06,1.6992535247712031e-06,0.00038922113114711566,0.0010183469434549978,6.918308102038918e-07,3.133751412001079e-08,6.689447393951723e-08,6.657747753805222e-05,0.0003869174562532367,9.630904132753112e-08,8.812998794171499e-05,2.175104467467303e-06,1.1374533061844285e-14,4.886503714610496e-10,9.270671246975702e-08,2.92576896994155e-14,2.839553093314129e-09
0.000281408153610723,0.6554683547325342,3.76,0.0,0.5551854623023631,0.9985043109787609,0.0016920206794961534,5.946362547652054e-19,1.6954656710522828e-13,0.0007892603028974336,8.527692985364839e-05,2.651675174886022e-07,3.336714744870766e-06,1.7076084783391046e-06,0.00039401748421226813,0.0010297028005081727,6.94612577200138e-07,3.1459955703249926e-08,6.756247290718691e-08,6.783409702929144e-05,0.000392600324642398,9.761450471657918e-08,9.004616131046062e-05,2.181902319384327e-06,1.1589225193176104e-14,4.994202770465489e-10,9.557165265808336e-08,3.027994122965799e-14,2.8561922663563e-09
