Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9)
2.5170225618466465e-06,0.5353448871605571,3.76,0.0,0.5007496742391703,0.9999999338791214,1.2221151709594624e-15,1.5118729569380333e-26,6.502211329457189e-19,6.608794126560619e-08,6.590987706080593e-08,2.1100032066297174e-10,7.989927540514401e-16,1.6019387889971016e-10,1.1443370264553571e-10
2.6493213282956103e-06,0.5353448871607355,3.76,0.0,0.5007496707506548,0.9999999304021129,1.4260121525771952e-15,1.8110849166372228e-26,7.203908981659421e-19,6.956466923670942e-08,6.937509786419119e-08,2.2278790817496524e-10,8.77198117683474e-16,1.6398033914321002e-10,1.2418760724436674e-10
2.781620094744574e-06,0.5353448871609173,3.76,0.0,0.5007496672619175,0.9999999269251382,1.6491772383183854e-15,2.1492451425449458e-26,7.941576313806953e-19,7.304161806620901e-08,7.284028410931079e-08,2.345762950238437e-10,9.573354121124371e-16,1.6757882002405343e-10,1.3416358929529242e-10
2.913918861193538e-06,0.5353448871611034,3.76,0.0,0.5007496637729694,0.9999999234482058,1.8920634964540943e-15,2.5290267109287392e-26,8.715215554197054e-19,7.65187770585123e-08,7.630542704152383e-08,2.4636544244819033e-10,1.0392679181926136e-15,1.7100877080718865e-10,1.4435093392455072e-10
3.046217627642502e-06,0.5353448871612945,3.76,0.0,0.50074966028382,0.9999999199713241,2.1550932037484334e-15,2.9531413879203645e-26,9.524828826237429e-19,7.999613662894824e-08,7.977051881067524e-08,2.5815530934092814e-10,1.1228790118053638e-15,1.7428762768103686e-10,1.5474003486243787e-10
3.1785163940914657e-06,0.5353448871614914,3.76,0.0,0.5007496567944779,0.9999999164944998,2.438662479587696e-15,3.424340591131485e-26,1.0370418159365322e-18,8.347368818164087e-08,8.323555237740851e-08,2.699458595510138e-10,1.2080701086448067e-15,1.7743102227025194e-10,1.6532227961456855e-10
3.3108151605404295e-06,0.5353448871616948,3.76,0.0,0.5007496533049508,0.9999999130177395,2.743145442770878e-15,3.945416499827145e-26,1.1251985498782658e-18,8.695142400378176e-08,8.670052142928167e-08,2.817370648012259e-10,1.2947586609383368e-15,1.8045296833057486e-10,1.760899466483797e-10
3.4431139269893934e-06,0.5353448871619053,3.76,0.0,0.5007496498152458,0.9999999095410484,3.0688978899812798e-15,4.5192032546143814e-26,1.2169532714104668e-18,9.042933717761254e-08,9.016542030557937e-08,2.9352890055370465e-10,1.3828762723578904e-15,1.8336602908966895e-10,1.8703611323799807e-10
3.5754126934383572e-06,0.5353448871621233,3.76,0.0,0.5007496463253692,0.9999999060644321,3.4162605216657334e-15,5.148578198932609e-26,1.3123061607122388e-18,9.390742150117134e-08,9.363024392985787e-08,3.0532134258912935e-10,1.4723669606114122e-15,1.8618146737756752e-10,1.9815457278695672e-10
3.707711459887321e-06,0.5353448871623492,3.76,0.0,0.5007496428353263,0.9999999025878951,3.7855617605353956e-15,5.836463128130412e-26,1.4112573918812212e-18,9.738567141306752e-08,9.709498774944446e-08,3.1711436808083596e-10,1.563185565176837e-15,1.8890938027943725e-10,2.0943976067454895e-10
3.840010226336285e-06,0.5353448871625834,3.76,0.0,0.5007496393451221,0.9999998991114413,4.177120204924333e-15,6.585825522107909e-26,1.5138071335629942e-18,1.0086408192404512e-07,1.00559647681213e-07,3.2890795757242075e-10,1.655296293820155e-15,1.9155881981980677e-10,2.2088668779472073e-10
4.104607759234213e-06,0.5353448871630789,3.76,0.0,0.5007496323642477,0.9999998921587981,5.028245604381963e-15,8.281087925057641e-26,1.7297027989438976e-18,1.0782136731801983e-07,1.0748870162292493e-07,3.5249676112340884e-10,1.8432902914940962e-15,1.9665387054818002e-10,2.4424834553885893e-10
4.342745538842348e-06,0.5353448871635569,3.76,0.0,0.5007496260809504,0.9999998859017372,5.873441552551883e-15,1.0047822925286477e-25,1.9363174025703085e-18,1.1408343313283376e-07,1.1372453031487086e-07,3.7372846301864264e-10,2.0166930938878685e-15,2.0104403579966307e-10,2.657867437072915e-10
4.580883318450483e-06,0.5353448871640668,3.76,0.0,0.5007496197971879,0.9999998796449932,6.7954505338789706e-15,1.2062103550328682e-25,2.154593607395182e-18,1.20345962229348e-07,1.1996004053366997e-07,3.9496177694956813e-10,2.19402930291512e-15,2.0528327911541266e-10,2.877922075227765e-10
4.819021098058618e-06,0.5353448871646103,3.76,0.0,0.5007496135129756,0.9999998733885781,7.795992235852109e-15,1.434303201560345e-25,2.3845322617063345e-18,1.266089397009579e-07,1.2619522008697202e-07,4.1619664156905827e-10,2.375286523808112e-15,2.093985283820822e-10,3.1024988352768535e-10
5.057158877666753e-06,0.5353448871651878,3.76,0.0,0.5007496072283255,0.999999867132502,8.876786608156456e-15,1.6910269373212178e-25,2.626134188470424e-18,1.328723532846044e-07,1.3243005895013197e-07,4.3743300891325546e-10,2.5604790514311186e-15,2.134118868136311e-10,3.331475751990783e-10
5.2952966572748884e-06,0.5353448871658003,3.76,0.0,0.5007496009432482,0.9999998608767736,1.0039563729195817e-14,1.978404735446453e-25,2.8794001898478643e-18,1.3913619288408054e-07,1.386645488756434e-07,4.586708423943985e-10,2.7496388589005216e-15,2.1734150222705872e-10,3.564752642381609e-10
5.533434436883024e-06,0.5353448871664488,3.76,0.0,0.5007495946577515,0.9999998546213996,1.1286070266394547e-14,2.2985179152180024e-25,3.1443310508942975e-18,1.4540045018289001e-07,1.4489868307252605e-07,4.799101109780201e-10,2.9428089898546658e-15,2.2120228062580705e-10,3.802247175998182e-10
5.771572216491159e-06,0.5353448871671337,3.76,0.0,0.5007495883718428,0.9999998483663851,1.2618073353909737e-14,2.6535067538970373e-25,3.4209275425964375e-18,1.5166511832430346e-07,1.5113245594364242e-07,5.011507871631205e-10,3.1400386519927655e-15,2.2500647085209322e-10,4.043891655247595e-10
6.009709996099294e-06,0.535344887167855,3.76,0.0,0.5007495820855274,0.9999998421117354,1.4037362444222068e-14,3.045571164590631e-25,3.709190424328146e-18,1.5793019164982413e-07,1.5736586287348347e-07,5.223928484092171e-10,3.341379784068539e-15,2.2876413691238694e-10,4.289630414302387e-10
6.247847775707429e-06,0.5353448871686136,3.76,0.0,0.5007495757988102,0.999999835857454,1.5545749842322478e-14,3.4769711987405563e-25,4.009120445862343e-18,1.6419566548585812e-07,1.635989000542304e-07,5.43636277272041e-10,3.546884573914246e-15,2.3248354511347985e-10,4.539417687147001e-10
6.485985555315564e-06,0.53534488716941,3.76,0.0,0.5007495695116949,0.9999998296035442,1.7145070397631965e-14,3.9500274408342903e-25,4.320718349032147e-18,1.7046153596937213e-07,1.6983156434194182e-07,5.648810594742903e-10,3.756603729354021e-15,2.3617148414920345e-10,4.793215844865392e-10
6.7241233349236995e-06,0.5353448871702439,3.76,0.0,0.500749563224185,0.9999998233500081,1.8837180618026145e-14,4.467121285995978e-25,4.643984869107091e-18,1.7672779990324886e-07,1.760638531374283e-07,5.861271825385726e-10,3.970585312460056e-15,2.3983353023990553e-10,5.050993935523228e-10
6.962261114531835e-06,0.5353448871711157,3.76,0.0,0.5007495569362826,0.9999998170968486,2.0623957374991878e-14,5.030695131444092e-25,4.978920735924279e-18,1.8299445463629584e-07,1.8229576428846736e-07,6.073746359215992e-10,4.188874042739108e-15,2.434742647758495e-10,5.312726485610914e-10
7.20039889413997e-06,0.5353448871720256,3.76,0.0,0.5007495506479905,0.9999998108440669,2.2507296347434343e-14,5.643252494272237e-25,5.325526674811687e-18,1.8926149796520314e-07,1.885272960099962e-07,6.286234112354312e-10,4.411510944723691e-15,2.4709745194704716e-10,5.578392521841153e-10
7.438536673748105e-06,0.5353448871729738,3.76,0.0,0.5007495443593104,0.999999804591665,2.4489110353265192e-14,6.307358079684262e-25,5.68380340734237e-18,1.9552892805509693e-07,1.9475844681884933e-07,6.49873501699845e-10,4.638533234213202e-15,2.5070618400049747e-10,5.847974771222105e-10
7.676674453356241e-06,0.5353448871739603,3.76,0.0,0.5007495380702439,0.9999997983396437,2.657132767503782e-14,7.025637809096351e-25,6.053751651955078e-18,2.0179674337434458e-07,2.009892154800342e-07,6.71124901485572e-10,4.869974354029319e-15,2.543030008168738e-10,6.121459002552955e-10
7.914812232964376e-06,0.5353448871749854,3.76,0.0,0.5007495317807917,0.9999997920880043,2.875589043804484e-14,7.800778815318516e-25,6.435372124467075e-18,2.0806494264033436e-07,2.0721960096237983e-07,6.92377605570674e-10,5.105864107240936e-15,2.578899886267531e-10,6.39883348279767e-10
8.152950012572511e-06,0.535344887176049,3.76,0.0,0.5007495254909556,0.9999997858367474,3.10447530649144e-14,8.635529409832278e-25,6.828665538496435e-18,2.1433352477464799e-07,2.134496024020318e-07,7.13631609822398e-10,5.3462288579222424e-15,2.614688612613342e-10,6.680088529640926e-10
8.391087792180646e-06,0.5353448871771512,3.76,0.0,0.5007495192007363,0.9999997795858742,3.343988082355744e-14,9.532699031036511e-25,7.233632605807863e-18,2.206024888665263e-07,2.1967921907254024e-07,7.348869108662905e-10,5.591091778974982e-15,2.650410267301794e-10,6.965216144847774e-10
8.867363351396917e-06,0.5353448871794716,3.76,0.0,0.5007495066191506,0.9999997670852804,3.855683932837694e-14,1.1525838231145437e-24,8.078590539590108e-18,2.3314155995829792e-07,2.3213729575567538e-07,7.774013921595668e-10,6.0943903485969745e-15,2.721696321790607e-10,7.547063893848884e-10
9.343638910613187e-06,0.5353448871819468,3.76,0.0,0.5007494940360402,0.9999997545862261,4.412265700805681e-14,1.3803891796226704e-24,8.970251592444852e-18,2.456821509731622e-07,2.4459382711923085e-07,8.199210309962491e-10,6.6158915024963196e-15,2.7928279789174477e-10,8.144336263705005e-10
9.819914469829458e-06,0.5353448871845773,3.76,0.0,0.5007494814514081,0.999999742088715,5.015332471791839e-14,1.639152914607934e-24,9.908621415086934e-18,2.5822425820193724e-07,2.570488102805315e-07,8.62445813344506e-10,7.155693589605952e-15,2.863852691942786e-10,8.757005164693918e-10
9.999999999999997e-06,0.5353448871873627,3.76,0.0,0.5007494766926113,0.9999997373636578,5.255802111580497e-14,1.7455869567675804e-24,1.0275601042478888e-17,2.629669745576014e-07,2.61757785714446e-07,8.785262839853687e-10,7.36458292238456e-15,2.8906870924699795e-10,8.992669840477707e-10
1.0296190029045728e-05,0.5353448871873627,3.76,0.0,0.5007494688652576,0.9999997295927487,5.666490707140553e-14,1.931439086689128e-24,1.0893705645983267e-17,2.707678787807148e-07,2.6950224304948685e-07,9.049757286852484e-10,7.713868310200923e-15,2.934802500593792e-10,9.385050994262516e-10
1.0772465588261998e-05,0.5353448871903036,3.76,0.0,0.5007494562775909,0.9999997170983292,6.367352236159165e-14,2.259908679074874e-24,1.1925509913837905e-17,2.833130104283901e-07,2.8195412371356166e-07,9.475107688941173e-10,8.290466927844194e-15,3.005698817245827e-10,1.0028460001314976e-09
1.1248741147478269e-05,0.5353448871933998,3.76,0.0,0.5007494436884099,0.9999997046054578,7.119532684124787e-14,2.6273194056724923e-24,1.3004039839419787e-17,2.958596512538033e-07,2.9440445087957525e-07,9.900509271733984e-10,8.885524937902668e-15,3.0765559482131226e-10,1.0687222347068587e-09
1.1725016706694539e-05,0.5353448871966514,3.76,0.0,0.5007494310977161,0.9999996921141358,7.924650255225923e-14,3.0365255593193307e-24,1.4129301036854986e-17,3.0840779961906187e-07,3.0685322336185747e-07,1.032596197625563e-09,9.499066124194394e-15,3.1473835832316653e-10,1.1361330734118066e-09
1.220129226591081e-05,0.5353448872000581,3.76,0.0,0.5007494185055116,0.9999996796243641,8.784324837865652e-14,3.490477885975234e-24,1.5301299114431564e-17,3.2095745405425867e-07,3.1930044011256334e-07,1.0751465751114124e-09,1.0131105839947924e-14,3.218188346549649e-10,1.2050779552265865e-09
1.267756782512708e-05,0.5353448872036206,3.76,0.0,0.5007494059117968,0.9999996671361435,9.700177372249813e-14,3.9922234672206834e-24,1.6520039675078785e-17,3.3350861320680603e-07,3.3174610018012614e-07,1.1177020549824966e-09,1.0781653235927026e-14,3.2889747217352684e-10,1.2755564369241985e-09
1.315384338434335e-05,0.5353448872073383,3.76,0.0,0.5007493933165736,0.9999996546494753,1.0673829393631291e-13,4.544905631095633e-24,1.7785528316700176e-17,3.4606127580623527e-07,3.441902026803475e-07,1.1602626328412209e-09,1.1450712848189975e-14,3.3597456951896244e-10,1.3475681576329859e-09
1.363011894355962e-05,0.5353448872112113,3.76,0.0,0.500749380719843,0.99999964216436,1.1706902689787576e-13,5.151763896083672e-24,1.9097770632435688e-17,3.58615440636349e-07,3.5663274677363404e-07,1.2028283044827421e-09,1.2138285911150992e-14,3.4305032628301743e-10,1.4211128109341762e-09
1.4582670061992161e-05,0.5353448872194236,3.76,0.0,0.500749355521865,0.9999996171987916,1.3957800201919935e-13,6.5414473743666694e-24,2.1862538635869467e-17,3.8372827230146145e-07,3.8151315652748574e-07,1.287974913125939e-09,1.3568965033711801e-14,3.5719829163799887e-10,1.572799868041135e-09
1.5439966068581447e-05,0.535344887227346,3.76,0.0,0.5007493328385411,0.9999995947350994,1.6203095721569617e-13,8.011911086337583e-24,2.451078342258328e-17,4.0633494677381003e-07,4.0390018758225167e-07,1.3646242419554536e-09,1.491986553898722e-14,3.6992787942164333e-10,1.714558322922332e-09
1.6297262075170735e-05,0.5353448872357712,3.76,0.0,0.5007493101503515,0.9999995722764512,1.866612919856619e-13,9.712677641409754e-24,2.7310596893606712e-17,4.2894647061125645e-07,4.2628215721119514e-07,1.4412900138311895e-09,1.6330693308021576e-14,3.8265430224091416e-10,1.8612797701530849e-09
1.7154558081760023e-05,0.5353448872446998,3.76,0.0,0.5007492874573024,0.999999549822851,2.1356347525182302e-13,1.1666112326236322e-23,3.026201150866505e-17,4.5156283731718173e-07,4.486590610126335e-07,1.5179722066846512e-09,1.7801410708291397e-14,3.953776314350843e-10,2.012963021111386e-09
1.801185408834931e-05,0.5353448872541311,3.76,0.0,0.5007492647594008,0.9999995273743032,2.4283191469875566e-13,1.3895587569375234e-23,3.336505968262039e-17,4.7418404041147777e-07,4.710308946003174e-07,1.5946707985473287e-09,1.9331978552887935e-14,4.080979065666046e-10,2.1696069037142107e-09
1.88691500949386e-05,0.5353448872640655,3.76,0.0,0.5007492420566529,0.9999995049308127,2.745609540273962e-13,1.6425482705206773e-23,3.661977378559263e-17,4.968100734154189e-07,4.933976535910102e-07,1.6713857674498976e-09,2.092235736107676e-14,4.2081516308304545e-10,2.331210247184765e-09
1.9726446101527887e-05,0.5353448872745024,3.76,0.0,0.5007492193490651,0.9999994824923834,3.088448730323742e-13,1.9281183637298967e-23,4.0026186142895027e-17,5.194409298561808e-07,5.15759333608185e-07,1.7481170914341583e-09,2.2572506457136418e-14,4.335294241028719e-10,2.497771886576553e-09
2.144103811470646e-05,0.5353448872968842,3.76,0.0,0.5007491739193961,0.9999994376307262,3.8545414500670183e-13,2.607657744963807e-23,4.729423469747507e-17,5.647170871923477e-07,5.60467439254388e-07,1.901628716972028e-09,2.6051948569788788e-14,4.5894897952900373e-10,2.8457654285235586e-09
2.3155630127885032e-05,0.5353448873212755,3.76,0.0,0.5007491284704457,0.9999993927893661,4.734126654726975e-13,3.4504979438738625e-23,5.516946305218263e-17,6.100124607245653e-07,6.051551766359203e-07,2.0552054998733328e-09,2.9769968851875873e-14,4.843565673136019e-10,3.2135782957067195e-09
2.4870222141063605e-05,0.5353448873476755,3.76,0.0,0.5007490830022661,0.9999993479683382,5.734723113673127e-13,4.480569242889382e-23,6.365212819544062e-17,6.553269987585368e-07,6.498225108809591e-07,2.208847264871326e-09,3.3726230374010645e-14,5.09752155015556e-10,3.6012012537685583e-09
2.6584814154242177e-05,0.5353448873760833,3.76,0.0,0.5007490375149086,0.9999993031676767,6.863838955922421e-13,5.72341046176137e-23,7.274248639776154e-17,7.006606495774778e-07,6.944694071295448e-07,2.3625538366117545e-09,3.792039557531213e-14,5.351357267217658e-10,4.008625043932092e-09
2.829940616742075e-05,0.535344887406498,3.76,0.0,0.5007489920084255,0.9999992583874165,8.128971665998728e-13,7.206168317585694e-23,8.244079321097702e-17,7.460133614477566e-07,7.390958305382273e-07,2.5163250396808394e-09,4.2352126841819163e-14,5.605072731211889e-10,4.435840388475898e-09
3.1728590193777895e-05,0.5353448874733447,3.76,0.0,0.5007489009382899,0.9999991688882387,1.1097224245444747e-12,1.1008054662098403e-22,1.0366227127798334e-16,8.367757613662046e-07,8.282871195797409e-07,2.8240606380273465e-09,5.192692915859082e-14,6.112142109576999e-10,5.349608576371258e-09
3.515777422013504e-05,0.5353448875482086,3.76,0.0,0.5007488097922749,0.9999990794710814,1.4699247099461806e-12,1.613553387860165e-22,1.2731859240993143e-16,9.276137844294062e-07,9.173960996884672e-07,3.1320526559025853e-09,6.244791852329532e-14,6.618728183009338e-10,6.342431331579312e-09
3.8586958246492185e-05,0.5353448876310822,3.76,0.0,0.5007487185707961,0.9999989901362207,1.899463501013921e-12,2.2863595714552327e-22,1.5341177507762178e-16,1.0185270163623645e-06,1.006422492877595e-06,3.4402996886563992e-09,7.391236816238198e-14,7.124829289757098e-10,7.414233932658127e-09
4.201614227284933e-05,0.5353448877219587,3.76,0.0,0.5007486272742688,0.9999989008839327,2.404281057654241e-12,3.1492890349538647e-22,1.8194382618635348e-16,1.1095150426911963e-06,1.0953660214844025e-06,3.748800330960891e-09,8.631753775003676e-14,7.630443881901288e-10,8.56494140787246e-09
4.5445326299206475e-05,0.5353448878208302,3.76,0.0,0.50074853590311,0.9999988117144935,2.9903023679558733e-12,4.2349705425103657e-22,2.1291674105357956e-16,1.2005774487519953e-06,1.1842264081781781e-06,4.057553176842373e-09,9.96606834195828e-14,8.135570482334475e-10,9.794478537879557e-09
5.230369435192077e-05,0.5353448880425309,3.76,0.0,0.5007483529385613,0.9999986336252623,4.4295693896097736e-12,7.217904277360651e-22,2.821930852197929e-16,1.3829237405450344e-06,1.361696648235628e-06,4.675809852500996e-09,1.2914987081036182e-13,9.144353609831682e-10,1.2489739679428362e-08
5.916206240463506e-05,0.5353448882961258,3.76,0.0,0.5007481696804823,0.9999984558707266,6.264316907314796e-12,1.1547374698909168e-21,3.612565375427597e-16,1.5655625709664606e-06,1.5388310013445225e-06,5.295058456108094e-09,1.6235778326723394e-13,1.015116654166988e-09,1.5499410758027897e-08
6.602043045734935e-05,0.5353448885815565,3.76,0.0,0.5007479861322071,0.9999982784530803,8.541317420763122e-12,1.757646428242249e-21,4.501226412594107e-16,1.7484906166616603e-06,1.715627261528127e-06,5.915287719396048e-09,1.9926212961345963e-13,1.1155997080494102e-09,1.8822881299142005e-08
7.973716656277795e-05,0.5353448892476874,3.76,0.0,0.500747618178419,0.9999979246372014,1.4607753219364105e-11,3.634948011417028e-21,6.573240366592858e-16,2.1152010492083404e-06,2.068196709366625e-06,7.1586431138057124e-09,2.840702551199987e-13,1.3159662676673228e-09,2.6408759541573406e-08
9.345390266820653e-05,0.5353448900404462,3.76,0.0,0.5007472491039178,0.9999975721950581,2.2997389536901177e-11,6.717562483784685e-21,9.039178567740264e-16,2.4830284076562303e-06,2.4193874657187005e-06,8.40578574144266e-09,3.833931451495089e-13,1.5155254051554193e-09,3.524241340668942e-08
