Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029)
8.39529966611933e-05,0.9711744911809389,3.76,0.0,0.000736671958548576,0.025754606849845846,0.9869501605991801,0.00025489704279948354,7.223972408587143e-05,0.0013197958027622839,1.9464896970608423e-05,9.345346159353292e-10,0.027055872116225305,0.12408192749766249,0.4531643150354107,0.00015374897329102532,0.005407898142336327,3.367728967507865e-08,6.894118304149867e-08,4.440519296149433e-05,4.534698877736547e-07,5.836905006593635e-05,0.542550471901959,1.9151138462185787e-06,3.851169789235494e-10,1.9484646964348534e-05,0.013846002991870231,4.829151487771529e-05,2.1376901171943126e-05,0.00010963712512709367,8.604156049640156e-14,3.0897748622424125e-12,2.7433823699594e-13,1.1361274752967275e-07,0.19292685119212855,8.110053926216912e-05,0.00016044087682797148,1.4076300394874755e-08,2.0303593179403845e-10,2.6919447435333894e-09,1.673274855830903e-07,3.185212407168235e-06,2.3815971501043447e-09,7.650369372721609e-10,1.2056031446674526e-06,2.163193394367555e-06,3.9088919697256475e-10,3.02882755419348e-08,7.473254982119938e-06,9.313077504615131e-06,2.0754671048807916e-05,3.8988329411210234e-13,1.199359451132777e-07,4.567637306353612e-11,4.649828284147034e-15,1.670744976568728e-07,9.937434056592907e-17,1.2042442761960238e-09,5.366927898705955e-10,9.545807638849895e-14,1.5996295342299737e-12,7.271163647517985e-12,3.6379050862522313e-09,4.084291169788404e-16,1.0291878539547571e-16,1.836671278534524e-10,3.794969858071499e-13,1.079161008788954e-12,1.9376815148251272e-13,1.5573190189196635e-13,1.2380272006343885e-16,8.26846934594604e-05,2.3134966030954517e-14,7.061072515622291e-14,3.556332020618152e-14
8.398083702969669e-05,0.9711741787392533,3.76,0.0,0.0007322531590770579,0.025610818798732598,0.9870405463270219,0.0002544230607703303,7.193387964336663e-05,0.0013127887856239908,1.935222742778205e-05,9.243800006780913e-10,0.027049387533855183,0.12408598143315089,0.45316034550176737,0.000152916684001229,0.0054015406170147134,3.347861666531219e-08,6.83368110358103e-08,4.409736110401218e-05,4.4862917181297124e-07,5.806974604808041e-05,0.5426218919546146,1.913465156830295e-06,3.8331463021180036e-10,1.9393093141949457e-05,0.01378451847477367,4.804185040057054e-05,2.1262741302760005e-05,0.00010914136898565505,8.519461703025572e-14,3.067418366814303e-12,2.7159441104290563e-13,1.1258341445772554e-07,0.19299770547390172,8.064918755143182e-05,0.00015962771218659238,1.3999300972100811e-08,2.0191159846985855e-10,2.678110082376565e-09,1.6738490671313527e-07,3.1469557477086877e-06,2.352123748234179e-09,7.652426958133598e-10,1.1971089263293107e-06,2.1376191613343764e-06,3.889641976575412e-10,3.012147299631466e-08,7.4328494444907205e-06,9.270263207815468e-06,2.0496600479897158e-05,3.8288457420366584e-13,1.2011658043342057e-07,4.5678524244247066e-11,4.634566689665357e-15,1.6508317351069198e-07,9.906206170419288e-17,1.1900381898499002e-09,5.30018667649421e-10,9.449601554717299e-14,1.580102789793912e-12,7.220212994277511e-12,3.59483885689334e-09,4.072957009371149e-16,1.0280543542584216e-16,1.8352303123852084e-10,3.7778961552465394e-13,1.0783145851472234e-12,1.924096801034494e-13,1.5532858542487584e-13,1.23680603905971e-16,8.247863722346489e-05,2.302479006453739e-14,7.042326387424988e-14,3.561810562845193e-14
8.400867739820007e-05,0.9711738527507219,3.76,0.0,0.0007278744392585297,0.025468036724280912,0.9871298923616149,0.0002539466739197906,7.162932524186354e-05,0.001305833973106503,1.9240402624291704e-05,9.143535497372401e-10,0.02704283054036132,0.12408967538120408,0.4531571093116678,0.00015209030338841413,0.0053951822775567876,3.328149239652127e-08,6.773951139943058e-08,4.379261265138985e-05,4.438521361682588e-07,5.7772489625640876e-05,0.5426926213347217,1.9118173939901997e-06,3.815214585016643e-10,1.9302060277888098e-05,0.013723364186880907,4.779367979435265e-05,2.114928836553776e-05,0.00010864828826327728,8.435709060500713e-14,3.045282609683246e-12,2.688811876658214e-13,1.1156565798280792e-07,0.1930684464961022,8.020076115073468e-05,0.00015881952863390213,1.3922759615229313e-08,2.0079395346657144e-10,2.664359384498228e-09,1.6744177842025432e-07,3.1092340908907005e-06,2.3230649735057917e-09,7.654452990239416e-10,1.188685472925717e-06,2.1123978203937988e-06,3.870495365936232e-10,2.9955663659444976e-08,7.392727783357986e-06,9.227672349510646e-06,2.0242228089271717e-05,3.760262997749884e-13,1.202963420269064e-07,4.5680681522968776e-11,4.619330510005001e-15,1.6311904425824925e-07,9.875018005883071e-17,1.1760244818340016e-09,5.234401931219151e-10,9.354473718753359e-14,1.5608662382539372e-12,7.169664392810013e-12,3.5523576761872432e-09,4.061622185551477e-16,1.0269263784428882e-16,1.833785836983909e-10,3.7609232722110065e-13,1.077466158795876e-12,1.9106194063708424e-13,1.5492516018187948e-13,1.2355858433915728e-16,8.227265833153971e-05,2.2915325958607563e-14,7.023584250379927e-14,3.567253271364297e-14
8.403651776670346e-05,0.9711735133771162,3.76,0.0,0.0007235353168910078,0.025326253279655844,0.9872182068355948,0.0002534679238522426,7.132605857260063e-05,0.0012989308572694893,1.912941550128135e-05,9.044534528243059e-10,0.027036201978984115,0.1240930125861178,0.453154600241356,0.00015126977990487526,0.005388823372845602,3.3085901714477434e-08,6.714918144567321e-08,4.3490906758137046e-05,4.391377811082945e-07,5.7477264007465865e-05,0.5427626649081092,1.9101705560303715e-06,3.7973742224547546e-10,1.9211544956173184e-05,0.01366253824207874,4.754699445576633e-05,2.1036537972662806e-05,0.00010815786849450488,8.352886806071833e-14,3.02336479572616e-12,2.661982683416172e-13,1.1055934009370165e-07,0.1931390746235258,7.975524112242985e-05,0.00015801629368228536,1.3846674057685551e-08,1.9968296469316948e-10,2.650692073472944e-09,1.6749810487162963e-07,3.0720392071023034e-06,2.29441455591031e-09,7.656447699658791e-10,1.1803321919040977e-06,2.0875240098610065e-06,3.8514516813670365e-10,2.9790842679767913e-08,7.352887551175377e-06,9.185303754669234e-06,1.99914961164381e-05,3.6930018642411955e-13,1.2047523145551734e-07,4.5682845149171114e-11,4.604120228543426e-15,1.6118170825880702e-07,9.843870560498521e-17,1.162200352872956e-09,5.169558723633194e-10,9.260412683324454e-14,1.5419148309778947e-12,7.119514943580773e-12,3.5104529210778083e-09,4.0502871857528203e-16,1.0258039023950983e-16,1.832337949028512e-10,3.744050431124439e-13,1.0766157856936743e-12,1.8972485458899583e-13,1.5452164419786943e-13,1.2343666353414594e-16,8.206676243309798e-05,2.2806568230494077e-14,7.004846724621719e-14,3.572660238384756e-14
8.406435813520685e-05,0.9711731607783811,3.76,0.0,0.0007192353165693063,0.025185461168133097,0.9873054978283519,0.0002529868518831386,7.102407725460177e-05,0.0012920789360419105,1.901925906410313e-05,8.946779276915681e-10,0.02702950268700353,0.12409599627203524,0.4531528120988379,0.00015045506251585723,0.005382464148378732,3.2891829641437275e-08,6.656572023585642e-08,4.319220323553145e-05,4.3448512499434814e-07,5.718405255368921e-05,0.5428320275105788,1.9085246418881504e-06,3.7796248992845946e-10,1.9121543786648396e-05,0.013602038762233147,4.7301785802438574e-05,2.0924485754609772e-05,0.00010767009524575367,8.270984193379092e-14,3.001661740468003e-12,2.635455906186038e-13,1.095643196393451e-07,0.19320959021669903,7.93126086078045e-05,0.00015721797501632383,1.3771042075839042e-08,1.985785999181614e-10,2.6371075753607325e-09,1.6755389020384326e-07,3.035362998694185e-06,2.2661663185246154e-09,7.658411315986635e-10,1.1720484946177122e-06,2.0629924527917235e-06,3.8325104550310593e-10,2.9627005251370285e-08,7.313326324366522e-06,9.143156253349283e-06,1.974434773442772e-05,3.6270605971500266e-13,1.206532503084616e-07,4.5685015359633196e-11,4.588936319138862e-15,1.5927076989869794e-07,9.81276486996877e-17,1.148563263522037e-09,5.105642355853933e-10,9.167413644120346e-14,1.523243414343986e-12,7.069761726395013e-12,3.469116164835392e-09,4.038952514215951e-16,1.0246868838989366e-16,1.8308867441138425e-10,3.72727687954889e-13,1.0757635212227592e-12,1.8839833737963478e-13,1.541180560874816e-13,1.2331484375299678e-16,8.186095510890468e-05,2.2698511645780754e-14,6.98611442316729e-14,3.578031565586489e-14
8.409219850371023e-05,0.9711727951124699,3.76,0.0,0.0007149739695643934,0.02504565314283386,0.9873917733662526,0.00025250349903821305,7.0723378836645e-05,0.0012852777131361637,1.8909926381563634e-05,8.850252195281904e-10,0.027022733495749986,0.12409862964295718,0.4531517387240274,0.00014964610069316648,0.005376104846298931,3.269926137302036e-08,6.598902853798325e-08,4.2896462537643634e-05,4.298932038509096e-07,5.689283877418024e-05,0.5429007139480103,1.9068796510839044e-06,3.7619661053825263e-10,1.9032053404684043e-05,0.013541863877244693,4.705804527397632e-05,2.0813127360060085e-05,0.00010718495411678102,8.189990519610512e-14,2.9801709596817306e-12,2.6092254972128443e-13,1.0858046619562317e-07,0.19327999363195192,7.88728448281952e-05,0.00015642454049343647,1.3695861355957668e-08,1.974808269025731e-10,2.6236053234131764e-09,1.6760913853630026e-07,2.9991974977449144e-06,2.238314190677109e-09,7.660344067780653e-10,1.1638337963199175e-06,2.0387979559264687e-06,3.8136712313244684e-10,2.946414645717944e-08,7.2740417030429415e-06,9.101228680676517e-06,1.950072703253716e-05,3.562448553122349e-13,1.208304002018309e-07,4.568719240112962e-11,4.573779247266501e-15,1.5738583949384446e-07,9.781701830161243e-17,1.1351102889624761e-09,5.042638367061735e-10,9.075457839050088e-14,1.5048470948108944e-12,7.020401875164103e-12,3.428339040956089e-09,4.0276186143305416e-16,1.0235752820470741e-16,1.8294323167412224e-10,3.7106018393603553e-13,1.0749094200060844e-12,1.8708231729526693e-13,1.5371441240532372e-13,1.2319312706453815e-16,8.1655241871604e-05,2.2591150567946072e-14,6.967387951950563e-14,3.58336733762418e-14
8.412003887221362e-05,0.9711724165355592,3.76,0.0,0.0007107508137248697,0.02490682200650289,0.987477041422825,0.0002520179060526968,7.042396079912573e-05,0.0012785266979776532,1.880141058529321e-05,8.754936005529238e-10,0.02701589523061324,0.12410091588276882,0.45315137398885985,0.00014884284440998833,0.005369745705421418,3.250818227609771e-08,6.541900879591251e-08,4.26036457499191e-05,4.2536107101736996e-07,5.6603606327314345e-05,0.5429687289964461,1.9052355837027354e-06,3.7443973249225325e-10,1.8943070470943888e-05,0.01348201172509239,4.6815764332635105e-05,2.0702458456006183e-05,0.00010670243074209773,8.109894784368273e-14,2.9588901415413123e-12,2.5832857618104433e-13,1.0760765142849904e-07,0.19335028522149664,7.843593108571661e-05,0.00015563595814391813,1.3621129576559778e-08,1.963896133776777e-10,2.610184756407311e-09,1.6766385396675198e-07,2.963534863939807e-06,2.210852191634041e-09,7.662246182560515e-10,1.155687516168387e-06,2.0149354081570087e-06,3.7949335583129465e-10,2.930226136640459e-08,7.235031310784767e-06,9.059519876841843e-06,1.9260579002238243e-05,3.4990798107432844e-13,1.2100668277815943e-07,4.5689376515550587e-11,4.558649469196157e-15,1.5552653320962574e-07,9.75068232301309e-17,1.121838529183709e-09,4.980532529808639e-10,8.98452688428586e-14,1.486721205272718e-12,6.971432543456758e-12,3.3881132721686716e-09,4.016285927153229e-16,1.0224690762981283e-16,1.827974760324395e-10,3.694024537999487e-13,1.0740535360280514e-12,1.8577672328386013e-13,1.5331072958510078e-13,1.2307151549498785e-16,8.144962816615658e-05,2.2484479417919904e-14,6.948667909852627e-14,3.588667640809137e-14
8.414787924071701e-05,0.9711720252019532,3.76,0.0,0.00070656539336829,0.024768960611258932,0.9875613099189696,0.00025153011337075053,7.012582055583771e-05,0.001271825405626829,1.869370486908851e-05,8.660813695780836e-10,0.02700898871105368,0.12410285815527755,0.45315171179741154,0.0001480452441351321,0.0053633869612626705,3.2318577886561295e-08,6.485556509567751e-08,4.231371457665618e-05,4.2088779676765156e-07,5.631633901850153e-05,0.5430360774021917,1.903592440374787e-06,3.7269182749379367e-10,1.885459167108347e-05,0.013422480451880624,4.657493446387089e-05,2.0592474727901506e-05,0.00010622251079213287,8.030686331999764e-14,2.937816205780856e-12,2.5576372847914684e-13,1.0664573783181923e-07,0.1934204653335176,7.800184876418906e-05,0.0001548521961709665,1.354684451758408e-08,1.9530492692279246e-10,2.5968453143405916e-09,1.677180405593259e-07,2.928367382190686e-06,2.183774420061755e-09,7.66411788681054e-10,1.1476090772408568e-06,1.99139977872795e-06,3.7762969668602974e-10,2.9141345163701333e-08,7.196292794371888e-06,9.018028687081196e-06,1.902384952159253e-05,3.4369138995688234e-13,1.2118209970593435e-07,4.569156792218593e-11,4.543547431329689e-15,1.53692472969525e-07,9.719707355565637e-17,1.1087456299924763e-09,4.91931084584399e-10,8.894618907137837e-14,1.468860959171186e-12,6.922850840630224e-12,3.348430790414946e-09,4.0049549502470764e-16,1.0213682331188292e-16,1.8265141671959978e-10,3.677544249956371e-13,1.0731959227914853e-12,1.84481469693956e-13,1.5290702596404717e-13,1.2295001126853338e-16,8.124411937033436e-05,2.2378493179548e-14,6.929954888734891e-14,3.5939325837126903e-14
8.41757196092204e-05,0.9711716212641881,3.76,0.0,0.0007024172592036823,0.02463206185841149,0.9876445867231145,0.0002510401611449421,6.982895545550433e-05,0.0012651733567234497,1.8586802488418874e-05,8.567868516188792e-10,0.027002014750610658,0.12410445960421647,0.4531527460859812,0.00014725325082890874,0.005357028846062648,3.213043390755702e-08,6.429860314070533e-08,4.202663133216584e-05,4.1647246804163043e-07,5.603102079913121e-05,0.5431027638818898,1.9019502222611447e-06,3.7095285383412997e-10,1.8766613715570862e-05,0.01336326821187114,4.633554717682384e-05,2.048317187989575e-05,0.00010574517997410838,7.95235512235024e-14,2.9169464252158666e-12,2.532276338716046e-13,1.0569459538238397e-07,0.1934905343122098,7.75705793296419e-05,0.0001540732229511524,1.3473003900740506e-08,1.9422673507709925e-10,2.583586442287095e-09,1.6777170235549878e-07,2.893687461302957e-06,2.1570750765557657e-09,7.665959405966399e-10,1.13959790653072e-06,1.9681861167700924e-06,3.7577609909259995e-10,2.8981392962054287e-08,7.157823823611057e-06,8.976753961670064e-06,1.8790485344130108e-05,3.3760114971826215e-13,1.2135665267924104e-07,4.569376684602275e-11,4.528473571900636e-15,1.5188328639109395e-07,9.688777824970599e-17,1.095828984455339e-09,4.858959543358504e-10,8.805721603062381e-14,1.451261630177164e-12,6.874653905548674e-12,3.309283645830343e-09,3.993626131036006e-16,1.0202727007242378e-16,1.8250506286149706e-10,3.661160235349544e-13,1.0723366330930894e-12,1.8319647989780192e-13,1.5250331821309478e-13,1.2282861649560518e-16,8.103872079508058e-05,2.2273186539991124e-14,6.9112494734668e-14,3.599162262153806e-14
8.420355997772378e-05,0.9711712048729346,3.76,0.0,0.0006983059681970805,0.024496118698137555,0.987726879651491,0.0002505480892356948,6.953336278392337e-05,0.0012585700773895651,1.8480696759585655e-05,8.476083973141772e-10,0.026994974156919014,0.12410572335328351,0.45315447082322263,0.00014646681593599023,0.0053506715888220644,3.194373620620677e-08,6.374803020891873e-08,4.174235892544588e-05,4.1211418798257563e-07,5.5747635764799205e-05,0.5431687931226526,1.9003089310297526e-06,3.6922275779184987e-10,1.8679133339326294e-05,0.013304373167536366,4.609759400540867e-05,2.037454563486313e-05,0.00010527042403360037,7.874890580001835e-14,2.896278678867687e-12,2.507196677957636e-13,1.0475410153330063e-07,0.19356049249787552,7.714210433135993e-05,0.00015329900703464543,1.3399605388716172e-08,1.93155005421884e-10,2.5704075924508305e-09,1.6782484338034436e-07,2.85948763126189e-06,2.1307484523476017e-09,7.667770964409479e-10,1.1316534349449213e-06,1.945289549615104e-06,3.7393251774587656e-10,2.882239980144385e-08,7.119622091001092e-06,8.93569455590103e-06,1.8560434079560282e-05,3.316277750039622e-13,1.2153034341714306e-07,4.569597351579219e-11,4.513428320656618e-15,1.5009860667337206e-07,9.657894547931807e-17,1.0830857584659236e-09,4.799465072075875e-10,8.717815256147394e-14,1.4339188134476373e-12,6.8268389273240445e-12,3.270663926440992e-09,3.982299886230053e-16,1.0191824620838862e-16,1.8235842347765897e-10,3.644871739655311e-13,1.0714757190319147e-12,1.8192168527675986e-13,1.5209962190699018e-13,1.2270733312950177e-16,8.083343768514685e-05,2.216855399848883e-14,6.892552241969941e-14,3.604356763563903e-14
8.423140034622717e-05,0.9711707761771368,3.76,0.0,0.0006942310834884593,0.024361124129272948,0.9878081964683139,0.00025005393721111327,6.923903976518872e-05,0.0012520150991689506,1.837538105922295e-05,8.385443826089128e-10,0.026987867731720894,0.1241066525061853,0.45315688001021703,0.0001456858913809461,0.005344315415325393,3.1758470811983984e-08,6.320375512820353e-08,4.1460860850808754e-05,4.078120756604095e-07,5.546616815417252e-05,0.5432341697821494,1.8986685688411154e-06,3.675015009495412e-10,1.859214730148269e-05,0.013245793489589956,4.586106650864168e-05,2.0266591734492168e-05,0.00010479822875519818,7.798282349046203e-14,2.875810362576413e-12,2.4823961231225735e-13,1.0382412826946877e-07,0.1936303402269972,7.671640540249375e-05,0.0001525295171450662,1.3326646710789913e-08,1.9208970543138501e-10,2.557308219428014e-09,1.678774676291041e-07,2.8257605413484973e-06,2.1047889188423966e-09,7.669552785471655e-10,1.123775097306843e-06,1.922705281271799e-06,3.720989062841268e-10,2.8664360797227774e-08,7.081685311515832e-06,8.894849330056243e-06,1.83336441818083e-05,3.2576753656786926e-13,1.2170317366329565e-07,4.569818814405599e-11,4.4984120980490374e-15,1.4833807252517113e-07,9.627058417111332e-17,1.0705134880124704e-09,4.740814100005113e-10,8.630890943514095e-14,1.4168280914187502e-12,6.779403071648446e-12,3.2325638854284606e-09,3.970976666955713e-16,1.0180974858774898e-16,1.822115074817613e-10,3.6286780414355084e-13,1.0706132321881176e-12,1.806570077634196e-13,1.5169595378113367e-13,1.225861632460021e-16,8.062827521950494e-05,2.206459043486362e-14,6.873863765247739e-14,3.609516190185475e-14
8.425924071473056e-05,0.9711703353240554,3.76,0.0,0.0006901921743310629,0.024227071199158196,0.9878885448859153,0.00024955774434645407,6.89459835631783e-05,0.001245507958982921,1.8270848823899697e-05,8.295932084272971e-10,0.026980696270873353,0.12410725014665223,0.4531599676805257,0.00014491042956490973,0.005337960548160487,3.157462391552903e-08,6.266568825779409e-08,4.118210118102996e-05,4.035652658662924e-07,5.518660234813349e-05,0.5432988984886729,1.897029138337426e-06,3.65789051212054e-10,1.850565238528062e-05,0.013187527357008733,4.5625956270859974e-05,2.0159305939568595e-05,0.00010432857996328114,7.722520616683304e-14,2.855538597059147e-12,2.457873741563497e-13,1.0290454597599018e-07,0.1937000778322767,7.629346426025403e-05,0.00015176472217957851,1.32541256258064e-08,1.9103080249359423e-10,2.5442877805591254e-09,1.679295790681957e-07,2.792498958951804e-06,2.0791909336411365e-09,7.671305091428384e-10,1.115962332363383e-06,1.9004285917429441e-06,3.702752175244036e-10,2.8507271097347553e-08,7.044011222492096e-06,8.854217149411163e-06,1.811006494029711e-05,3.2002632661447965e-13,1.218751451856647e-07,4.5700410934301993e-11,4.483425315773359e-15,1.4660132811471712e-07,9.596270340296335e-17,1.0581098841819967e-09,4.682993511191985e-10,8.54494360278156e-14,1.399985002403986e-12,6.73234349312681e-12,3.1949759398488945e-09,3.9596569301937975e-16,1.0170177201732715e-16,1.8206432368214117e-10,3.612578437816851e-13,1.0697492235712132e-12,1.794023656493567e-13,1.5129233078721207e-13,1.2246510897860012e-16,8.042323851164637e-05,2.196129088603423e-14,6.855184607411462e-14,3.6146406499696253e-14
8.428708108323395e-05,0.9711698824591113,3.76,0.0,0.0006861888159828153,0.02409395300336134,0.9879679325649849,0.0002490595496237978,6.865419128333304e-05,0.001239048199051386,1.8167093549416495e-05,8.207533001177603e-10,0.026973460564364598,0.12410751933846755,0.45316372790028026,0.0001441403833596036,0.005331607206749673,3.139218186569498e-08,6.21337414518906e-08,4.09060445551371e-05,3.993729087427108e-07,5.490892286830219e-05,0.5433629838412555,1.895390642623534e-06,3.640853569259063e-10,1.8419645397794386e-05,0.013129572957070654,4.539225490270059e-05,2.0052684030066947e-05,0.00010386146352321342,7.647595446020104e-14,2.835461248270917e-12,2.433623640530333e-13,1.0199523561510715e-07,0.193769705642701,7.587326270677246e-05,0.00015100459120924502,1.3182039804117496e-08,1.899782640644607e-10,2.531345740125312e-09,1.6798118164763106e-07,2.75969576754366e-06,2.053949047545777e-09,7.673028103488101e-10,1.1082145827718444e-06,1.8784548360541874e-06,3.6846140564294034e-10,2.8351125743896505e-08,7.006597583362365e-06,8.813796884217012e-06,1.788964646431177e-05,3.143976461941366e-13,1.2204625977601346e-07,4.5702642099618106e-11,4.4684683777633475e-15,1.448880229796157e-07,9.565531092900646e-17,1.0458722661978267e-09,4.6259904018136705e-10,8.459954816474433e-14,1.3833853242410397e-12,6.685657404334094e-12,3.1578925540362656e-09,3.9483410775072844e-16,1.0159431427633168e-16,1.8191688078277832e-10,3.5965721992153737e-13,1.0688837434595551e-12,1.7815769012833481e-13,1.508887679660647e-13,1.223441722541041e-16,8.021833261012707e-05,2.185865000802125e-14,6.836515325720947e-14,3.6197302345847545e-14
8.431492145173733e-05,0.9711694177260922,3.76,0.0,0.000682220589617859,0.02396176268544733,0.9880463671147719,0.00024855939173168087,6.836365997430854e-05,0.001232635366828252,1.8064108790224478e-05,8.120231070891778e-10,0.026966161396327144,0.12410746312550942,0.45316815476825223,0.0001433757061025215,0.005325255607377294,3.1211131167641796e-08,6.160782803288142e-08,4.0632656168451896e-05,3.952341694850397e-07,5.4633114375856134e-05,0.5434264304097701,1.893753085251334e-06,3.6239036990773986e-10,1.833412316972144e-05,0.013071928485384557,4.515995404166085e-05,1.9946721805206207e-05,0.0001033968653425092,7.573496667907878e-14,2.8155762022182377e-12,2.4096412466334685e-13,1.0109607837294089e-07,0.19383922398361558,7.545578262961648e-05,0.00015024909347882356,1.3110386928110438e-08,1.8893205757673455e-10,2.518481566955922e-09,1.680322792942799e-07,2.727343964717867e-06,2.029057891901147e-09,7.674722041794153e-10,1.1005312951003785e-06,1.8567794427723047e-06,3.666574249247787e-10,2.8195919790864532e-08,6.969442175445203e-06,8.773587409699985e-06,1.7672339670245438e-05,3.0887103018944703e-13,1.2221651924948695e-07,4.5704881845614644e-11,4.4535416793007615e-15,1.4319781195248321e-07,9.534841460693381e-17,1.0337980624558413e-09,4.569792076812497e-10,8.375909226946701e-14,1.367024980117332e-12,6.63934203031353e-12,3.121306289305864e-09,3.9370295179511613e-16,1.0148737392269515e-16,1.8176918738390045e-10,3.5806586078646637e-13,1.068016841548221e-12,1.7692291052225524e-13,1.50485280579289e-13,1.222233549935458e-16,8.001356249901668e-05,2.1756662596275486e-14,6.817856470618655e-14,3.624785040623227e-14
8.434276182024072e-05,0.9711689412670582,3.76,0.0,0.0006782870822286134,0.02383049343671806,0.9881238560933108,0.00024805730906494913,6.807438662955881e-05,0.0012262690149296902,1.796188815881411e-05,8.03401102429128e-10,0.02695879954505365,0.12410708453180166,0.4531732424159239,0.00014261635159154844,0.005318905963218879,3.103145848087149e-08,6.108786276212663e-08,4.036190176163294e-05,3.9114822801315943e-07,5.435916167012116e-05,0.5434892427350425,1.8921164702029117e-06,3.607040630198874e-10,1.8249082555111365e-05,0.013014592145921731,4.49290453524647e-05,1.9841415083552072e-05,0.00010293477137177643,7.500214600119894e-14,2.795880597189525e-12,2.385927151309664e-13,1.0020694717420368e-07,0.19390863317680324,7.504100600249944e-05,0.00014949819840662901,1.3039164775048482e-08,1.8789215032679698e-10,2.505694731000311e-09,1.6808287590202342e-07,2.6954366600602122e-06,2.0045121734786097e-09,7.676387125428137e-10,1.0929119198364612e-06,1.8353979124383263e-06,3.6486322804798066e-10,2.8041648401985575e-08,6.932542801691136e-06,8.733587606043963e-06,1.745809626745157e-05,3.034534780279474e-13,1.2238592544414952e-07,4.5707130358396965e-11,4.438645606574157e-15,1.4153035507644694e-07,9.504202334981461e-17,1.0218851955880934e-09,4.514386046125724e-10,8.292805700944655e-14,1.3508997963792466e-12,6.5933945559644664e-12,3.0852098957932195e-09,3.9257227057024144e-16,1.0138094553579267e-16,1.8162125198269656e-10,3.5648369890228844e-13,1.0671485670675111e-12,1.756979430894007e-13,1.500818854425458e-13,1.2210265930589753e-16,7.980893309840763e-05,2.1655323930274366e-14,6.799208585767347e-14,3.6298051837129756e-14
8.437060218874411e-05,0.9711684532224387,3.76,0.0,0.0006743878865561081,0.023700138496022524,0.9882004070075915,0.0002475533397245642,6.778636818870108e-05,0.001219948701082971,1.7860425325256824e-05,7.94885782565566e-10,0.026951375783008557,0.12410638656152714,0.4531789850075343,0.0001418622740811178,0.00531255848436352,3.08531506176168e-08,6.057376181869671e-08,4.0093747612962244e-05,3.8711427874095894e-07,5.4087049687566736e-05,0.5435514253289351,1.890480801878514e-06,3.590263918575174e-10,1.816452043120534e-05,0.012957562151037036,4.4699520527422665e-05,1.9736759703211278e-05,0.00010247516760539667,7.4277399977632e-14,2.77637208957426e-12,2.3624770567563425e-13,9.932772392948883e-08,0.19397793354051657,7.462891488561581e-05,0.0001487518755848631,1.2968371049330454e-08,1.8685850966395337e-10,2.4929847075841776e-09,1.681329753442857e-07,2.6639670739890386e-06,1.980306689755385e-09,7.678023572396615e-10,1.0853559113763175e-06,1.8143058172260127e-06,3.6307876837642613e-10,2.7888306655511664e-08,6.89589728651756e-06,8.693796358385563e-06,1.724686874821028e-05,2.981460499759078e-13,1.2255448022064903e-07,4.570938783238674e-11,4.4237805383281515e-15,1.398853175460026e-07,9.473614481071263e-17,1.0101312464875693e-09,4.4597600222168166e-10,8.210630562406753e-14,1.3350057004212459e-12,6.547812206805527e-12,3.0495962124283378e-09,3.914421039834417e-16,1.0127502533118482e-16,1.814730829740928e-10,3.549106646253657e-13,1.0662789685464366e-12,1.7448271558095913e-13,1.4967859750233316e-13,1.2198208714082954e-16,7.960444926478404e-05,2.1554628927842937e-14,6.780572208081624e-14,3.634790763975782e-14
