Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346)
3.1948962434312286e-05,0.9026416172335501,3.76,0.0,0.5651013305432893,0.9232249407782783,0.08879199464287882,9.737603488082075e-10,2.1160957271486892e-07,0.04747361269938693,0.001074890068168869,1.1029229468024912e-06,0.001255072103291942,0.0021785873075384843,0.09771068038515157,0.010564136745792789,0.00034617655691008837,5.001467787458113e-06,5.3449654190485857e-05,0.027127441412703446,0.004320376127600257,0.00027073913824270313,0.029240880706655915,3.067269071672879e-05,1.8087292239377092e-09,4.721543829908096e-05,0.004945702987214635,5.65311018989805e-06,1.1535670982820669e-05,1.804300467924502e-05,4.947814360742714e-13,4.6249486137853497e-10,1.7248951388625344e-12,6.84560431636955e-07,0.010385987346801852,1.2956008467369197e-05,6.349386044971979e-05,8.845183643082204e-10,1.2332607076019206e-12,1.5724850605571057e-08,2.56294859968303e-10,0.00017929171109160323,1.1254404839328919e-08,1.896328815021294e-12,6.487217590995343e-06,5.07293068322247e-05,3.838462848536235e-12
3.214132145226207e-05,0.9029001255057457,3.76,0.0,0.5623412054921265,0.921677941418422,0.09051156323041795,1.038805675046943e-09,2.2063211820403347e-07,0.04777012370888842,0.0010834481417249925,1.1076369732587355e-06,0.0012762461777711472,0.0022272039519326647,0.0997598543477615,0.010592349921824422,0.00035189178657558576,5.05646128698699e-06,5.4238204534911914e-05,0.027583726367447266,0.00435417833571681,0.0002761480057646861,0.02998935613321681,3.116848614340248e-05,1.839828730758661e-09,4.885976399495573e-05,0.005137664068204519,5.932651985429853e-06,1.1805153208931766e-05,1.847889176331475e-05,5.057564235303505e-13,4.69718912729656e-10,1.7631161634392394e-12,6.996206137806933e-07,0.010657440908727939,1.3666537150971658e-05,6.685870476700397e-05,9.32244350694286e-10,1.3152846609077267e-12,1.6146097063848115e-08,2.673926004235722e-10,0.00018654688695642427,1.1709986118915077e-08,1.977974383314103e-12,6.61625864511482e-06,5.396422475011039e-05,4.091767360052682e-12
3.233368047021185e-05,0.9031633619999364,3.76,0.0,0.5595467170859116,0.9201029103685446,0.09226044197708469,1.1083954487379807e-09,2.3006879151455407e-07,0.04806547021566098,0.0010919700656636592,1.1122585568492119e-06,0.0012977982691582438,0.002276957985992894,0.10184326322878268,0.010618825259131557,0.0003576964457547241,5.111431600183405e-06,5.503102704603049e-05,0.0280412089537739,0.004387369322150801,0.00028162825279527654,0.03075358387460799,3.1668959968501814e-05,1.8710591075983745e-09,5.055153631140939e-05,0.005335904057737042,6.224143276439203e-06,1.2080426681444447e-05,1.8925085074853638e-05,5.169490352130124e-13,4.769958243563816e-10,1.8020936817585716e-12,7.14973496188027e-07,0.010934927593692483,1.4411970423204769e-05,7.038152753573775e-05,9.822829656032514e-10,1.4025683095694423e-12,1.6575552914111487e-08,2.7896418078559405e-10,0.00019401088591399307,1.217869163987697e-08,2.0629564254083448e-12,6.746971356932895e-06,5.7372557380981e-05,4.361115924767734e-12
3.2526039488161635e-05,0.9034313994272613,3.76,0.0,0.5567175826099999,0.9184993451292052,0.09403911990330857,1.1828667914466372e-09,2.3994029814785954e-07,0.04835963829842439,0.0011004517135697433,1.1167861961240058e-06,0.0013197389444967694,0.0023278843665400202,0.1039612868242888,0.01064354653137284,0.0003635925857330816,5.166357488303976e-06,5.582804185343617e-05,0.02849967762261695,0.004419931074526273,0.00028718034620827857,0.0315338435812003,3.2173980258489294e-05,1.9024090849127347e-09,5.229184009385807e-05,0.0055405858678119185,6.528013682237309e-06,1.2361648073476459e-05,1.9381896182450186e-05,5.28364543109346e-13,4.843252414912008e-10,1.841845985621265e-12,7.306259963750856e-07,0.011218567546313304,1.5193815084119944e-05,7.406851876514154e-05,1.0347310947201754e-09,1.4954408354633925e-12,1.7013318795922285e-08,2.910305433407731e-10,0.00020168577726815777,1.2660652308831106e-08,2.1514120955494125e-12,6.8793607457796734e-06,6.0961287825088004e-05,4.647490182058818e-12
3.271839850611142e-05,0.9037043116074507,3.76,0.0,0.5538535163190156,0.9168667312761495,0.09584809746624016,1.262584483319888e-09,2.5026854360829596e-07,0.048652615090608094,0.0011088888820044963,1.1212183937006532e-06,0.0013420792579979224,0.00238001961293134,0.10611430674771787,0.010666497831837712,0.00036958235086870933,5.221217234083583e-06,5.6629170547403995e-05,0.028958914135104596,0.004451845615215087,0.0002928047656580209,0.03233042046971898,3.268340714956335e-05,1.9338670967492534e-09,5.4081782162488396e-05,0.005751875411935275,6.844706022324121e-06,1.2648981488008327e-05,1.9849651254797878e-05,5.400084538493531e-13,4.917068187209512e-10,1.8823921810542085e-12,7.465853405257552e-07,0.01150848384933628,1.601363405044806e-05,7.792603960389828e-05,1.089688890485543e-09,1.594252086772232e-12,1.7459497253597814e-08,3.0361367458791395e-10,0.00020957346829203385,1.3155988908230897e-08,2.2434848917432294e-12,7.0134319007256994e-06,6.473752631499064e-05,4.9519306165158365e-12
3.29107575240612e-05,0.9039821735072279,3.76,0.0,0.5509542292035651,0.9152045419731835,0.097687887040991,1.3479426639150775e-09,2.6107671210749684e-07,0.04894438876834986,0.0011172772873475835,1.125553655065926e-06,0.0013648307756833403,0.002433401891454438,0.10830270650671908,0.010687663566300182,0.0003756679835573018,5.27598863009949e-06,5.7434336280839986e-05,0.0294186935024738,0.0044830949988737545,0.0002985020043383568,0.03314360553549644,3.319709258439028e-05,1.9654212851146082e-09,5.592249211112776e-05,0.005969941643516284,7.1746767729802985e-06,1.2942598889687912e-05,2.032869186876534e-05,5.518865217319064e-13,4.991402207095026e-10,1.9237522337522783e-12,7.628590807703823e-07,0.011804802654647993,1.687304817016196e-05,8.196062280513275e-05,1.1472598441205013e-09,1.6993738767075333e-12,1.7914192893864028e-08,3.1673666581288395e-10,0.00021767569543818964,1.3664811546118105e-08,2.3393250113314513e-12,7.149190009969474e-06,6.870850170101345e-05,5.2755399562555606e-12
3.3103116542010984e-05,0.904265061280355,3.76,0.0,0.5480194287499253,0.9135122374612289,0.09955901342437395,1.4393674343961578e-09,2.723893593748829e-07,0.049234948533074016,0.001125612562406369,1.129790487203121e-06,0.0013880056012656368,0.002488071104484154,0.11052687158314806,0.010707028445509388,0.00038185182947881853,5.330648966249932e-06,5.824346385210573e-05,0.029878783925283627,0.004513661308833246,0.000304272569685269,0.03397369577533609,3.371488003612736e-05,1.997059505582042e-09,5.781512313885853e-05,0.006194956595541155,7.518396528643451e-06,1.3242680558906882e-05,2.081937593149633e-05,5.640047609429612e-13,5.066251228917729e-10,1.9659470109619207e-12,7.794551111595812e-07,0.012107653321387022,1.7773738090661226e-05,8.617897285526255e-05,1.207550863347007e-09,1.8112014784707015e-12,1.837751254696962e-08,3.304237806015704e-10,0.00022599401538774835,1.418721909626279e-08,2.4390897347375477e-12,7.286640391047648e-06,7.288155198988919e-05,5.6194870134982864e-12
3.329547555996077e-05,0.9045530523094263,3.76,0.0,0.5450488186930609,0.9117892645223609,0.10146201436203017,1.5373210381439691e-09,2.842325113263577e-07,0.04952428458828463,0.001133890252814079,1.133927397036756e-06,0.0014116164033586163,0.002544068984788421,0.11278718951578283,0.010724577477417844,0.00038813634306735775,5.385175015654378e-06,5.9056479770486324e-05,0.03033894673166344,0.004543526652295908,0.0003101169840671818,0.034820994421536876,3.4236604218027915e-05,2.028769333409046e-09,5.97608529106008e-05,0.0064270954213812145,7.876350540968083e-06,1.354941557074734e-05,2.1322078633754503e-05,5.76369460498659e-13,5.14161211412391e-10,2.008998333526464e-12,7.963816874329501e-07,0.012417168561536128,1.871744618401418e-05,9.058796573824677e-05,1.2706723496654874e-09,1.930155207754133e-12,1.8849565387580873e-08,3.4470052728813897e-10,0.00023452979592487698,1.472329862724271e-08,2.542943843086392e-12,7.42578852157377e-06,7.726411389313116e-05,5.985010741374703e-12
3.348783457791055e-05,0.9048462252497769,3.76,0.0,0.5420420987635002,0.9100350559177572,0.10339744109983569,1.642304370806092e-09,2.9663376010546355e-07,0.049812388110256296,0.0011421058131438038,1.1379628896931712e-06,0.0014356764440622484,0.0026014391956746532,0.1150840499849421,0.010740295959145753,0.0003945240933992695,5.43954301814067e-06,5.987331230568679e-05,0.030798936314160672,0.004572673154291276,0.00031603578535491076,0.035685811187315654,3.476209077889453e-05,2.060538069534079e-09,6.176088447172891e-05,0.006666536437098102,8.249039164144162e-06,1.386300230116608e-05,2.1837193377026687e-05,5.889872003073587e-13,5.21748183431301e-10,2.0529290320010447e-12,8.136474483208626e-07,0.012733484593533146,1.9705978524463225e-05,9.519464829921008e-05,1.3367382710320567e-09,2.056682015047487e-12,1.9330463103238897e-08,3.5959373314912097e-10,0.00024328420661671172,1.527312481923207e-08,2.6510600521990094e-12,7.566640069641349e-06,8.186371134191187e-05,6.37342429267861e-12
3.3680193595860333e-05,0.9051446600750535,3.76,0.0,0.5389989644286457,0.9082490297980331,0.10536585896057139,1.7548591223333209e-09,3.096223772340233e-07,0.050099251212037094,0.0011502546028760126,1.1418954665587776e-06,0.0014601996091219659,0.0026602274367255596,0.11741784489897053,0.010754169468828883,0.00040101777007575055,5.493728662062006e-06,6.069389151554075e-05,0.03125850006484078,0.004601082950324863,0.00032202952767637936,0.03656846252477551,3.5291155981550225e-05,2.092352748079802e-09,6.381644720464354e-05,0.006913461164356927,8.636978638940251e-06,1.4183648959773113e-05,2.2365132849110968e-05,6.018648644827967e-13,5.293857475547095e-10,2.0977629920350547e-12,8.312614328724764e-07,0.013056741304124948,2.0741206932446317e-05,0.00010000623717403263,1.4058662414340735e-09,2.1912573225792137e-12,1.9820320065033288e-08,3.75131626952808e-10,0.0002522582092771847,1.583675936727484e-08,2.7636194778395426e-12,7.709200924838e-06,8.668794292399671e-05,6.7861196064235445e-12
3.3872552613810117e-05,0.9054484381246217,3.76,0.0,0.5359191066288467,0.9064305890863219,0.10736784794673747,1.8755739264893854e-09,3.232294456338927e-07,0.050384866900660956,0.0011583318818636414,1.14572362313433e-06,0.0014852004394234246,0.0027204815560735876,0.11978896848027488,0.010766183857269277,0.00040762019023374117,5.547707065350298e-06,6.151814923843308e-05,0.03171737830857256,0.004628738177729947,0.0003280987814878605,0.0374692718942785,3.582360636806426e-05,2.1242001445285686e-09,6.592879779217647e-05,0.007168054376164668,9.040701125152415e-06,1.4511574149871349e-05,2.2906330217642907e-05,6.150096572514973e-13,5.370736232236113e-10,2.143525209785026e-12,8.492331013924526e-07,0.013387082418638717,2.1825071051510712e-05,0.0001050301172502177,1.4781776012234692e-09,2.334386997296807e-12,2.0319253464567667e-08,3.913439279911232e-10,0.000261452548199799,1.641425037145125e-08,2.8808121465592863e-12,7.853477229672261e-06,9.174446819267217e-05,7.224572317200153e-12
3.404567572996492e-05,0.905726475194147,3.76,0.0,0.5331155767502526,0.9047657717062084,0.10919883304257702,1.991722598173278e-09,3.360318278786113e-07,0.050640849382816926,0.0011655362897354993,1.1490784346243258e-06,0.0015081221628869845,0.0027760049607134492,0.12195522347239236,0.010775395777146438,0.0004136577796665167,5.596089393398658e-06,6.226307140800807e-05,0.032129562248394535,0.004652967956333802,0.00033362615779399305,0.03829579865453506,3.630553803723554e-05,2.1528796429085996e-09,6.787952843521818e-05,0.007403900190829286,9.41799984453324e-06,1.4813119491056495e-05,2.340511873406153e-05,6.270745949088625e-13,5.440355043675462e-10,2.1855264799105378e-12,8.657216039405672e-07,0.013690568610182018,2.2843791777874078e-05,0.00010973935592827302,1.546082972162815e-09,2.4709618750950083e-12,2.0776153090058144e-08,4.06537454354459e-10,0.00026991627269336906,1.6945867847568013e-08,2.9904116304133063e-12,7.984797917851394e-06,9.650032018949806e-05,7.642493221677425e-12
3.421879884611972e-05,0.9060089686270253,3.76,0.0,0.5302818144093853,0.9030737439467956,0.11105793776298178,2.1155024008477926e-09,3.4938736458081494e-07,0.050895812531421766,0.0011726752450764756,1.152346330264172e-06,0.001531454724131861,0.002832794476245842,0.12415232677708106,0.010783080614837983,0.0004197880876336153,5.6442642304642735e-06,6.301087215494986e-05,0.032540775407409295,0.004676559018099036,0.00033921561531946267,0.0391375475968655,3.6789891365026694e-05,2.1815647401473834e-09,6.987825478630304e-05,0.00764624918538694,9.808940716599782e-06,1.5120921651410444e-05,2.3915361428876588e-05,6.393677592501333e-13,5.510377294640081e-10,2.2283207630811974e-12,8.825153974125348e-07,0.014000023398289999,2.3905049282246513e-05,0.00011463228297456871,1.6167621148548603e-09,2.615317685642808e-12,2.124059168248505e-08,4.2232656344380234e-10,0.00027855910350395443,1.7488751104905158e-08,3.1040777992483442e-12,8.117518221112024e-06,0.0001014562102122884,8.08374865610426e-12
3.4374609650659044e-05,0.9062670744080366,3.76,0.0,0.5277053847435832,0.9015272662341864,0.11275555086048127,2.2338765775392876e-09,3.619025381868222e-07,0.05112440496551072,0.001179041302230805,1.155212198655124e-06,0.0015528152846162894,0.0028850204537826437,0.12615633680705404,0.010788683226503839,0.0004253865760551823,5.687428140067517e-06,6.368631584608189e-05,0.03290986850408519,0.004697234075893343,0.00034429957979403375,0.03990834438888735,3.7227745564914596e-05,2.207377734710627e-09,7.171895185621175e-05,0.007870040516005202,1.0172801914944449e-05,1.540344458198495e-05,2.4384672901348705e-05,6.50631685862569e-13,5.573740744486438e-10,2.2675308010432535e-12,8.978973305883866e-07,0.014283729595474267,2.489784131327518e-05,0.00011919769928861327,1.6828246271112381e-09,2.7522541855426892e-12,2.1665108163730334e-08,4.3706674607797004e-10,0.0002864908319171778,1.7986982028293463e-08,3.2099858435037647e-12,8.238167394399575e-06,0.00010609221199552077,8.501878155000431e-12
3.4514839374744435e-05,0.9065025371557832,3.76,0.0,0.5253653531977965,0.9001159772264867,0.11430347349212774,2.3464258322207942e-09,3.735850325152026e-07,0.05132942797356121,0.0011847206145799937,1.1577298317568566e-06,0.0015723402674414919,0.002932953213921967,0.12798168963652604,0.010792655416881788,0.0004304925214436246,5.7261065733220065e-06,6.42961495170149e-05,0.03324111279596428,0.004715382353372638,0.0003489187336998131,0.040612932294183904,3.762327676242734e-05,2.2306000916199475e-09,7.341009515342563e-05,0.008076141152583526,1.0510281356453344e-05,1.566229049074878e-05,2.481546508355835e-05,6.609351758699204e-13,5.631044907916969e-10,2.3033964384817233e-12,9.119628740367282e-07,0.014543347340060745,2.5822865393622635e-05,0.0001234412564888583,1.7443282921566455e-09,2.881470220784104e-12,2.2052514311185746e-08,4.50778626863268e-10,0.00029375340009680514,1.8443191745835247e-08,3.3083297099095463e-12,8.347727719750231e-06,0.00011041046447866661,8.89603775925694e-12
3.465506909882983e-05,0.9067410361093607,3.76,0.0,0.5230050613620152,0.8986859828522429,0.11587067312691861,2.4650140311584428e-09,3.856807312963445e-07,0.05153377667617137,0.0011903503202982237,1.1601884332727215e-06,0.0015921571009956882,0.002981790127060586,0.12982780479774886,0.010795608535544817,0.0004356636241953259,5.764613679816551e-06,6.490779125410891e-05,0.03357134971008986,0.00473308829836923,0.00035357944056585406,0.041327962798777956,3.8020096443115564e-05,2.2538078711131274e-09,7.51344966550765e-05,0.008286763748530827,1.0857485300861052e-05,1.592558036286954e-05,2.5254443084344628e-05,6.713994449220672e-13,5.688610591083362e-10,2.33982067441345e-12,9.26243220776425e-07,0.014807087414983355,2.6778653710680202e-05,0.00012781566259864404,1.8078274017303607e-09,3.016613607097474e-12,2.2445033536499724e-08,4.649278649536645e-10,0.00030113331320872234,1.8906784563284096e-08,3.409636004499306e-12,8.458215808155908e-06,0.00011486999880942415,9.307870275126123e-12
3.479529882291522e-05,0.906982605858496,3.76,0.0,0.5206243786767893,0.8972370167793207,0.11745740824103336,2.5899929905546436e-09,3.9820622442012917e-07,0.05173744977894899,0.0011959283516968424,1.1625873916645897e-06,0.0016122729633733157,0.0030315548674696535,0.1316948402095836,0.010797537600678834,0.00044090127747990385,5.8029385127531435e-06,6.552121782210178e-05,0.0339004639381097,0.004750344918921547,0.00035828195742508817,0.042053577236397896,3.841810766419802e-05,2.2769954879929383e-09,7.689270485416357e-05,0.0085019867340618,1.1214657123839793e-05,1.6193423829601046e-05,2.5701823863747985e-05,6.820280448225883e-13,5.746436889942395e-10,2.3768158319025496e-12,9.407430371522939e-07,0.015075014444839314,2.776610839589596e-05,0.00013232409998171943,1.8733769674132904e-09,3.1579558941860573e-12,2.284271793921763e-08,4.795296235140121e-10,0.00030863035585299107,1.9377747626771802e-08,3.513999978639188e-12,8.569634734227035e-06,0.00011947380183501623,9.738150494327062e-12
3.493552854700061e-05,0.9072272814715365,3.76,0.0,0.5182231728331552,0.8957688071235163,0.11906394266473147,2.7217385723329936e-09,4.11178892279452e-07,0.051940446116271535,0.0012014526038079886,1.1649260886415847e-06,0.0016326952833787738,0.003082271953422851,0.13358295458140915,0.010798437694203121,0.00044620692407298544,5.841069916416294e-06,6.61364063078264e-05,0.03422833804304228,0.004767145199999593,0.00036302654587379497,0.042789919468021,3.881721004581777e-05,2.3001573023106405e-09,7.868527782999631e-05,0.008721889540142845,1.1582045986696486e-05,1.6465934628076188e-05,2.615783254746492e-05,6.928246518701515e-13,5.804522915774359e-10,2.414394666129623e-12,9.554671533949939e-07,0.015347194489661391,2.878615465249587e-05,0.00013696979233984,1.9410331898193907e-09,3.305781496012519e-12,2.3245620566854995e-08,4.945996801611933e-10,0.0003162442325639872,1.9856063076036883e-08,3.6215204992179064e-12,8.68198769308626e-06,0.00012422484656899279,1.018768704021259e-11
3.5075758271086e-05,0.9074750985074248,3.76,0.0,0.515801309715839,0.8942810762728983,0.1206905457501282,2.860651058399533e-09,4.2461694230325365e-07,0.05214276462909799,0.001206920932984535,1.167203898352918e-06,0.00165343174995069,0.0031339667822145884,0.13549230742600551,0.01079830396061889,0.00045158205761422954,5.878996514328554e-06,6.675333407329564e-05,0.03455485244047827,0.004783482099567281,0.00036781347265327853,0.043537135958901386,3.921729966700195e-05,2.3232876221184103e-09,8.05127835074059e-05,0.008946552608004154,1.1959907417112733e-05,1.6743230767348304e-05,2.6622702712843322e-05,7.037930711720793e-13,5.862867792809559e-10,2.452570378458047e-12,9.704205690646678e-07,0.015623695094977621,2.983974128494832e-05,0.00014175600346153495,2.010853475235716e-09,3.4603883317841434e-12,2.365379555342227e-08,5.101544546510328e-10,0.00032397456528183424,2.0341707889507206e-08,3.732300204681611e-12,8.795278005638836e-06,0.0001291260874818169,1.0657323888793838e-11
3.5201965022762855e-05,0.9077008495513211,3.76,0.0,0.51360385859494,0.892925193679499,0.12217187443867082,2.99215087941875e-09,4.371248404677641e-07,0.0523242709422931,0.0012117928115524161,1.1692013444447217e-06,0.0016723697371295325,0.0031813498263898697,0.13722901637426735,0.010797295714637587,0.0004564803663501173,5.912945761342663e-06,6.73100376014207e-05,0.034847452265781724,0.0047977832726623865,0.0003721581308328582,0.04421905150832525,3.957813558302738e-05,2.3440732382714367e-09,8.218788355652062e-05,0.009152886699596718,1.2309152918977689e-05,1.699698987141538e-05,2.704886257627855e-05,7.138147987463015e-13,5.915598781045187e-10,2.4874501282852637e-12,9.840789654681867e-07,0.015876296783485847,3.081744990164247e-05,0.00014618646575033286,2.075590439545482e-09,3.6055901379600536e-12,2.402570664407537e-08,5.245823002515373e-10,0.00033103105352984014,2.0785031511261358e-08,3.834876555262062e-12,8.898043574215283e-06,0.00013366804505628795,1.1097910118206258e-11
3.532817177443971e-05,0.9079292009989366,3.76,0.0,0.511389464510323,0.8915530584383932,0.12366988602674457,3.1301301085991073e-09,4.500396935090389e-07,0.05250522675431814,0.00121661600486241,1.1711484894126036e-06,0.0016915746209176684,0.0032295659847762083,0.1389831757901557,0.010795442731497285,0.0004614373775997045,5.94671110800696e-06,6.786811552168545e-05,0.035138761866382345,0.004811698196929777,0.00037653750515996424,0.04491000662839573,3.993960305647665e-05,2.364824477499733e-09,8.389217556355657e-05,0.009363202672906884,1.2667288170828514e-05,1.7254816695742658e-05,2.7482579558386256e-05,7.239818467534469e-13,5.968538101799076e-10,2.5228346948442502e-12,9.979311787678578e-07,0.01613250552455709,3.18238403057843e-05,0.0001507358561067632,2.1421713713843343e-09,3.7567752855496e-12,2.440197422375502e-08,5.394295561525897e-10,0.00033818109853036546,2.123424456067907e-08,3.940259692763186e-12,9.001573802548144e-06,0.00013833615299314175,1.1556159505799827e-11
3.545437852611656e-05,0.9081601798443466,3.76,0.0,0.5091580257157443,0.8901644555298281,0.1251847890467069,3.2749387934383194e-09,4.6337669022856096e-07,0.05268563141498185,0.0012213888652811498,1.1730448578049238e-06,0.001711052586470954,0.0032786357475258973,0.14075490366936905,0.010792741596896676,0.0004664542949522603,5.980283779327876e-06,6.842755163977883e-05,0.03542868952368664,0.004825221665307813,0.0003809518003845852,0.045610113828863146,4.030161854090884e-05,2.385537094979835e-09,8.562609488547235e-05,0.00957756130935594,1.303451268737442e-05,1.7516806856021188e-05,2.792404303190268e-05,7.342972744907624e-13,6.021685121222839e-10,2.558734691579341e-12,1.0119812289513164e-06,0.016392373856788066,3.285965529160484e-05,0.0001554066312762066,2.210640696757447e-09,3.914191922312662e-12,2.478264013344357e-08,5.547096573722733e-10,0.00034542424248913846,2.1689318865735576e-08,4.048533003107773e-12,9.105871390772558e-06,0.00014313250628043996,1.2032767255150633e-11
3.5580585277793415e-05,0.908393813435873,3.76,0.0,0.5069094391407815,0.8887591657013498,0.12671679610400596,3.4269474338197252e-09,4.771516876818281e-07,0.052865484278447804,0.0012261097164413066,1.1748899669401392e-06,0.0017308100154052207,0.003328580278070475,0.1425443185573089,0.010789188934984673,0.00047153236078425315,6.013654836405205e-06,6.89883297657363e-05,0.03571714205859378,0.0048383484417168525,0.00038540122442612493,0.04631948753649302,4.066409589356603e-05,2.4062068200165192e-09,8.739008392781209e-05,0.009796024078549743,1.3411030516848753e-05,1.7783059230760388e-05,2.837344887892395e-05,7.44764237365592e-13,6.075039199971046e-10,2.5951610653734043e-12,1.0262332624258136e-06,0.016655955429612786,3.3925654448054544e-05,0.00016020127036555482,2.2810436770384995e-09,4.0780989336429274e-12,2.516774698651071e-08,5.704365444341383e-10,0.00035275996663415826,2.215022244252071e-08,4.159782816586604e-12,9.210939132072244e-06,0.000148059174566026,1.2528455968871074e-11
3.570679202947027e-05,0.9086301294849163,3.76,0.0,0.5046436003591401,0.8873369653460115,0.12826612399180173,3.5865489610304504e-09,4.913812477800187e-07,0.05304478468478366,0.0012307768524831436,1.1766833262991832e-06,0.0017508534923138396,0.0033794214385902376,0.14435153955161376,0.010784781407941462,0.00047667285770247223,6.046815171423831e-06,6.955043366096091e-05,0.03600402481804647,0.0048510732580279575,0.00038988598838360383,0.047038244148710155,4.102694630199101e-05,2.4268293582566114e-09,8.918459226748343e-05,0.010018653143991833,1.3797050256267774e-05,1.8053676081186523e-05,2.883099976198316e-05,7.553859906125415e-13,6.128599689048232e-10,2.6321251092255838e-12,1.040691556850824e-06,0.016923305038423157,3.5022614481018936e-05,0.00016512227369597758,2.353426419684778e-09,4.248766445357291e-12,2.5557338181368356e-08,5.86624685699747e-10,0.00036018768947904773,2.2616919386516758e-08,4.2740985314092895e-12,9.316779914570807e-06,0.0001531181986850426,1.3043976755926648e-11
3.583299878114712e-05,0.9088691560738179,3.76,0.0,0.5023604035577236,0.8858976263769928,0.12983299380863908,3.75416046683127e-09,5.060826733055455e-07,0.05322353194021434,0.001235388537263713,1.1784244368879935e-06,0.0017711898117384862,0.003431181816529425,0.14617668630337158,0.010779515715618665,0.0004818771100911043,6.079755501343551e-06,7.011384698263229e-05,0.0362892416610672,0.004863390810890559,0.0003944063062906114,0.047766502088798554,4.139007821116785e-05,2.447400394032875e-09,9.101007679334729e-05,0.010245511368681277,1.419278521362823e-05,1.8328763175910344e-05,2.9296905382689385e-05,7.661658925384262e-13,6.182365925580481e-10,2.6696384734505965e-12,1.0553605253567454e-06,0.017194478660879222,3.615132953304223e-05,0.00017017216156418408,2.4278358890349985e-09,4.426476351473799e-12,2.595145791195724e-08,6.032891008675611e-10,0.00036770676502907674,2.3089369760597587e-08,4.391572743816747e-12,9.423396722938285e-06,0.00015831158704466338,1.3580110387913297e-11
3.5959205532823975e-05,0.9091109216641601,3.76,0.0,0.5000597415062956,0.8844409160987271,0.13141763107927498,3.930224415061189e-09,5.21274045053942e-07,0.05340172529626858,0.0012399430034181734,1.180112790573097e-06,0.0017918259855452423,0.003483884752135219,0.1480198790168716,0.010773388595292857,0.0004871464856000825,6.11246636171971e-06,7.067855322006122e-05,0.0365726949442824,0.004875295758420254,0.0003989623949256895,0.04850438186246742,4.1753397249911295e-05,2.4679155928303415e-09,9.286700185357799e-05,0.010476662320626768,1.4598453598351227e-05,1.8608429919882804e-05,2.977138274920349e-05,7.771074077037994e-13,6.236337228152067e-10,2.7077131767637734e-12,1.0702447207163918e-06,0.017469533494388123,3.731261150305593e-05,0.0001753534729095691,2.504319917208518e-09,4.611522867923673e-12,2.6350151171641436e-08,6.204453855904622e-10,0.00037531648093027385,2.3567529479364812e-08,4.5123013850592696e-12,9.530792639729057e-06,0.00016364131186623576,1.4137668500041676e-11
3.608541228450083e-05,0.9093554551052321,3.76,0.0,0.497741505527839,0.8829665970742082,0.13302026587888585,4.115210414093744e-09,5.369742629703755e-07,0.053579363927769554,0.0012444384513553503,1.1817478693916193e-06,0.001812769250473619,0.0035375543671130245,0.1498812384477562,0.01076639682153417,0.0004924823966250862,6.144938100067647e-06,7.124453562482201e-05,0.03685428550690841,0.004886782716746627,0.00040355447377355905,0.04925200611607254,4.2116806153615015e-05,2.488370603870004e-09,9.475583938775071e-05,0.010712170278172605,1.5014278657732796e-05,1.8892789488120727e-05,3.0254656467366722e-05,7.882141104834164e-13,6.290512891552295e-10,2.746361618568841e-12,1.0853488399991277e-06,0.01774852799478844,3.850729036885317e-05,0.00018066876388226868,2.5829272151780717e-09,4.804213114941161e-12,2.6753463768085086e-08,6.381097373320454e-10,0.00038301605655890455,2.405135018965993e-08,4.63638386422186e-12,9.638970846387308e-06,0.00016910930528000193,1.471749484273063e-11
3.621161903617768e-05,0.9096027856426079,3.76,0.0,0.4954055854699228,0.8814744269881567,0.13464113296072755,4.309617302152998e-09,5.532030893513701e-07,0.05375644690942752,0.0012488730483038283,1.1833291448304267e-06,0.0018340270758364398,0.003592215594550765,0.15176088589940148,0.010758537206169188,0.0004978863019074604,6.177160868979805e-06,7.181177713591779e-05,0.03713391265516946,0.004897846256420858,0.0004081827649403881,0.05000949969678723,4.2480204683083565e-05,2.5087610628351492e-09,9.66770690499235e-05,0.010952100235033938,1.544048880311874e-05,1.9181958964089908e-05,3.074695903829212e-05,7.994896886976509e-13,6.34489218104694e-10,2.7855965915158377e-12,1.1006777293216941e-06,0.018031521916319015,3.9736214511922684e-05,0.0001861206063059758,2.663707384003942e-09,5.0048677294433454e-12,2.7161442333626716e-08,6.562989825356608e-10,0.0003908046410464157,2.4540779147065262e-08,4.763923217826621e-12,9.747934623898602e-06,0.00017471745526585086,1.5320466585616062e-11
