Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29)
3.3755273676221025e-07,0.8185928796569546,3.76,0.0,0.895065713424366,0.9999832975203811,8.440792724848071e-07,6.54764588105224e-17,1.0649503031928905e-12,2.824494533801096e-05,1.5481808218779655e-05,1.7322557786002334e-09,9.768150122122865e-07,3.670398510284297e-06,3.2887617727939244e-06,7.349626295507454e-08,5.427710014790979e-07,7.167397013742932e-10,1.572731882083224e-11,6.664884083655173e-11
3.450385496873309e-07,0.8185929062246134,3.76,0.0,0.8950650003913229,0.9999829144848413,8.90422118893622e-07,6.951416881493608e-17,1.093907642733117e-12,2.895439767617735e-05,1.58215337699736e-05,1.777573276530035e-09,1.002954913832407e-06,3.7000975904760316e-06,3.402910691899369e-06,7.70002573458951e-08,5.532940622338734e-07,7.362790479697096e-10,1.6583757201094702e-11,7.170485045012754e-11
3.525243626124516e-07,0.8185929328197576,3.76,0.0,0.895064284673395,0.9999825312235195,9.379826829635155e-07,7.369262326856139e-17,1.1229816372927907e-12,2.96664454567618e-05,1.6161081007291583e-05,1.8230648988744731e-09,1.0288325421700737e-06,3.7287677352355274e-06,3.5179636560725635e-06,8.059281517955618e-08,5.635808346482019e-07,7.559416868030305e-10,1.746656181891352e-11,7.702503440534606e-11
3.6001017553757227e-07,0.8185929594425008,3.76,0.0,0.8950635663271352,0.9999821477476566,9.867484324633481e-07,7.801280581699108e-17,1.1521697963152208e-12,3.0381031748875067e-05,1.650044918437876e-05,1.868726872631383e-09,1.054437097925758e-06,3.756451785327156e-06,3.633889465672841e-06,8.427430415356756e-08,5.736333035761767e-07,7.757263544905105e-10,1.8375929656672113e-11,8.261722108183148e-11
3.6749598846269295e-07,0.8185929860929505,3.76,0.0,0.8950628454081597,0.999981764068015,1.0367063541648122e-06,8.247566142407647e-17,1.1814696661950742e-12,3.109810056372142e-05,1.6839637587558592e-05,1.9145554835072927e-09,1.0797588258590602e-06,3.7831907973299625e-06,3.75065822000617e-06,8.804508500266962e-08,5.834537876538194e-07,7.956318026627837e-10,1.9312052081042223e-11,8.848929538065697e-11
3.749818013878136e-07,0.8185930127712103,3.76,0.0,0.8950621219711398,0.9999813801948992,1.0878430015605164e-06,8.708209838667921e-17,1.2108788308306573e-12,3.18175968652516e-05,1.717864553446689e-05,1.960547076864229e-09,1.1047889655200133e-06,3.809024117901656e-06,3.868241263230496e-06,9.190551161280322e-08,5.930449033441984e-07,8.156567985066394e-10,2.0275114936926852e-11,9.464919709394901e-11
3.824676143129343e-07,0.8185930394773794,3.76,0.0,0.8950613960697908,0.9999809961381763,1.1401445403032176e-06,9.18329902586398e-17,1.2403949121361358e-12,3.253946657890652e-05,1.7517472372742903e-05,2.0066980585314146e-09,1.129519703161255e-06,3.833989454953299e-06,3.986611132512466e-06,9.585593113665252e-08,6.024095316464799e-07,8.358001252554458e-10,2.1265298645091817e-11,1.0110491930286452e-10
3.8995342723805497e-07,0.8185930662115523,3.76,0.0,0.8950606677568672,0.9999806119072925,1.19359679142273e-06,9.672917768762198e-17,1.2700155705084597e-12,3.3263656598554536e-05,1.785611747877508e-05,2.0530048954888933e-09,1.1539441248818317e-06,3.858122945863096e-06,4.105741508341967e-06,9.989668411049795e-08,6.115507872963919e-07,8.560605826305478e-10,2.22827783030849e-11,1.0786450680496007e-10
3.9743924016317564e-07,0.8185930929738199,3.76,0.0,0.8950599370841552,0.9999802275112921,1.2481852723791856e-06,1.0177147016833049e-16,1.2997385052441197e-12,3.399011479172268e-05,1.8194580256499244e-05,2.099464116428754e-09,1.1780561710434648e-06,3.881459222852306e-06,4.225607166914731e-06,1.0402810457213128e-07,6.204719902960952e-07,8.764369872358717e-10,2.332772378906022e-11,1.1493605457185241e-10
4.049250530882963e-07,0.8185931197642685,3.76,0.0,0.8950592041024704,0.9999798429588337,1.303895236012988e-06,1.0696064771548284e-16,1.3295614549003396e-12,3.47187900032185e-05,1.8532860136246917e-05,2.1460723121999108e-09,1.2018505919912931e-06,3.90403147564124e-06,4.346183934497066e-06,1.082505201796002e-07,6.291766396211787e-07,8.969281729078837e-10,2.4400299868144547e-11,1.223277062379555e-10
4.12410866013417e-07,0.8185931465829813,3.76,0.0,0.895058468861655,0.999979458258207,1.36071170745307e-06,1.1229746245980119e-16,1.359482197597046e-12,3.544963205723645e-05,1.887095657364179e-05,2.1928261361431946e-09,1.2253229051031497e-06,3.925871511498451e-06,4.467448643690185e-06,1.1256425233056214e-07,6.376683889616258e-07,9.175329910230225e-10,2.5500666300996846e-11,1.300476526209757e-10
4.1989667893853767e-07,0.8185931734300377,3.76,0.0,0.8950577314105773,0.9999790734173477,1.4186195190460568e-06,1.1778264017015841e-16,1.3894985512589306e-12,3.618259175803935e-05,1.920886904854227e-05,2.2397223043234502e-09,1.248469353184103e-06,3.947009812791585e-06,4.589379091515086e-06,1.1696961628204132e-07,6.459510243623417e-07,9.382503107646971e-10,2.662897795422482e-11,1.3810413027474402e-10
4.2738249186365834e-07,0.8185932003055133,3.76,0.0,0.8950569917971314,0.9999786884438527,1.4776033433695442e-06,1.2341688170487991e-16,1.4196083737988892e-12,3.691762088930245e-05,1.954659706402822e-05,2.286757595664733e-09,1.2712868642164108e-06,3.967475592143799e-06,4.7119539992422765e-06,1.2146692127039517e-07,6.540284436370967e-07,9.590790193518835e-10,2.778538491233638e-11,1.4650542007486973e-10
4.34868304788779e-07,0.8185932272094807,3.76,0.0,0.8950562500682406,0.9999783033449944,1.537647724393078e-06,1.2920086439508262e-16,1.449809563244581e-12,3.765467221220434e-05,1.988414014542994e-05,2.3339288519941737e-09,1.2937730124690927e-06,3.98729684529524e-06,4.835152973893677e-06,1.2605647063130992e-07,6.619046374375249e-07,9.800180222312857e-10,2.8970032590920656e-11,1.5525984583760603e-10
4.423541177138997e-07,0.8185932541420091,3.76,0.0,0.8950555062698586,0.999977918127734,1.598737106850456e-06,1.351352433628294e-16,1.4801000578097005e-12,3.8393699462345753e-05,2.0221497839397834e-05,2.3812329779999345e-09,1.315925980966116e-06,4.006500401765095e-06,4.958956471347243e-06,1.3073856191965463e-07,6.695836718660869e-07,1.0010662432349708e-09,3.018306185077009e-11,1.6437577297223216e-10
4.4983993063902036e-07,0.8185932811031649,3.76,0.0,0.8950547604469749,0.9999775327987346,1.6608558638868326e-06,1.4122065277678236e-16,1.5104778359116923e-12,3.913465734557441e-05,2.055866971301084e-05,2.4286669411086988e-09,1.3377445253075127e-06,4.025111973405604e-06,5.0833457609775345e-06,1.3551348702903737e-07,6.770696725287481e-07,1.0222226247053198e-09,3.1424609112671006e-11,1.738616071671731e-10
4.5732574356414104e-07,0.818593308093011,3.76,0.0,0.8950540126436188,0.9999771473643743,1.72398832304373e-06,1.4745770704794092e-16,1.5409409161381288e-12,3.9877501532790556e-05,2.08956553529221e-05,2.4762277712880187e-09,1.3592279388336057e-06,4.043156200935759e-06,5.208302891768381e-06,1.4038153231091497e-07,6.84366809929554e-07,1.0434861275891052e-09,3.2694806472605347e-11,1.8372579311000061e-10
4.648115564892617e-07,0.8185933351116084,3.76,0.0,0.8950532629028666,0.9999767618307578,1.7881187906445157e-06,1.5384700196795577e-16,1.5714873571644014e-12,4.062218865380531e-05,2.1232454364540407e-05,2.5239125607785627e-09,1.3803760191188437e-06,4.0606566985386835e-06,5.333810659836362e-06,1.4534297869312093e-07,6.914792861153729e-07,1.0648557315024203e-09,3.399378181712081e-11,1.9397681324138803e-10
4.722973694143824e-07,0.8185933621590143,3.76,0.0,0.895052511266847,0.9999763762037276,1.8532315746422044e-06,1.6038911579241558e-16,1.6021152576254842e-12,4.136867629032048e-05,2.1569066371245735e-05,2.571718463760991e-09,1.4011890357785035e-06,4.077636096603226e-06,5.459852577306403e-06,1.503981017976832e-07,6.984113224847951e-07,1.0863304347681507e-09,3.532165893864171e-11,2.046231865430205e-10
4.797831823395031e-07,0.8185933892352845,3.76,0.0,0.895051757776751,0.9999759904888761,1.9193110059905894e-06,1.6708461027141662e-16,1.6328227559444445e-12,4.21169229680959e-05,2.190549101363762e-05,2.619642695962044e-09,1.4216676995686896e-06,4.0941160826869674e-06,5.586412842483231e-06,1.5554717205781638e-07,7.051671486805564e-07,1.1079092544276e-09,3.667855765050784e-11,2.1567346735940037e-10
4.872689952646238e-07,0.8185934163404709,3.76,0.0,0.8950510024728378,0.9999756046915537,1.9863414585987292e-06,1.739340316296436e-16,1.6636080301202923e-12,4.286688814836716e-05,2.224172794881486e-05,2.6676825342042376e-09,1.441813132757628e-06,4.110117440774581e-06,5.713476311264777e-06,1.6079045483397806e-07,7.117509924899135e-07,1.1295912262278332e-09,3.80645939015427e-11,2.2713624425342522e-10
5.022406211148652e-07,0.8185934706377919,3.76,0.0,0.8950494865800028,0.9999748328697615,2.12319324504047e-06,1.8809676767173214e-16,1.725404814293399e-12,4.43718164808909e-05,2.2913637404377207e-05,2.764098438399026e-09,1.4811106879589817e-06,4.140763111303655e-06,5.969055410813949e-06,1.715606946986385e-07,7.244195828820968e-07,1.173260862483267e-09,4.092452417419462e-11,2.513338050702637e-10
5.157150843800825e-07,0.8185935196047561,3.76,0.0,0.8950481164583675,0.9999741379972127,2.2494570930536277e-06,2.0137485378418696e-16,1.7812704358434975e-12,4.573174138572265e-05,2.3517710829769234e-05,2.8512420380167614e-09,1.5153575466870078e-06,4.166898607750731e-06,6.200658151337918e-06,1.81578679656957e-07,7.352752045143439e-07,1.2129070233288538e-09,4.3599199885969915e-11,2.746091689262118e-10
5.291895476452998e-07,0.8185935686661248,3.76,0.0,0.8950467410445844,0.9999734429307252,2.3785630269165463e-06,2.1515954190244907e-16,1.8373614941738836e-12,4.709664549219717e-05,2.4121171435137545e-05,2.9387205847718164e-09,1.5485581288241097e-06,4.191769098178848e-06,6.43368302869386e-06,1.9190582023341116e-07,7.456383891201484e-07,1.2528732500849043e-09,4.636991977514641e-11,2.993560395034451e-10
5.426640109105171e-07,0.8185936178221271,3.76,0.0,0.8950453605411423,0.9999727476940555,2.510423630404948e-06,2.2945356873094177e-16,1.893668753763536e-12,4.846632484790481e-05,2.4724017732737122e-05,3.0265203297506113e-09,1.580730396344078e-06,4.215467732707962e-06,6.668062143596654e-06,2.0254349546326404e-07,7.555327062383318e-07,1.293154586297064e-09,4.92372351022061e-11,3.256256038977147e-10
5.561384741757344e-07,0.8185936670729734,3.76,0.0,0.8950439751416355,0.9999720523091387,2.644953101171918e-06,2.442595708996107e-16,1.95018336630294e-12,4.984058443777771e-05,2.5326248360115095e-05,3.1146281142726514e-09,1.6118946796887643e-06,4.238080789386978e-06,6.9037325971958756e-06,2.1349303996647e-07,7.649811792288225e-07,1.333746264004638e-09,5.220166535258135e-11,3.534693285766035e-10
5.696129374409517e-07,0.8185937164188554,3.76,0.0,0.8950425850310061,0.999971356796224,2.7820674354230215e-06,2.595800965923359e-16,2.0068968618962443e-12,5.121923794051489e-05,2.5927862070813183e-05,3.2030313550500107e-09,1.642073309452296e-06,4.259688181736669e-06,7.1406361215766074e-06,2.247557459142804e-07,7.740062137342573e-07,1.3746437005521857e-09,5.526370019074709e-11,3.829389432189464e-10
5.83087400706169e-07,0.8185937658599496,3.76,0.0,0.8950411903857938,0.9999706611739996,2.921684582596532e-06,2.754176160829599e-16,2.06380113967878e-12,5.2602107476412084e-05,2.6528857725766366e-05,3.291718028625436e-09,1.6712902813642578e-06,4.280363928441863e-06,7.378718737830738e-06,2.363328649399036e-07,7.82629541959593e-07,1.4158424950117267e-09,5.842380135496203e-11,4.1408642558627596e-10
5.965618639713864e-07,0.8185938153964158,3.76,0.0,0.8950397913743925,0.9999699654597112,3.0637245733057265e-06,2.91774531290822e-16,2.120888457964521e-12,5.398902334876434e-05,2.7129234285333772e-05,3.380676655247555e-09,1.6995709518713608e-06,4.300176588651639e-06,7.617930439178412e-06,2.4822560999289737e-07,7.90872180460969e-07,1.4573384242732405e-09,6.168240448677636e-11,4.4696398736797593e-10
6.100363272366037e-07,0.8185938650284008,3.76,0.0,0.8950383881573125,0.9999692696692669,3.20810962213638e-06,3.0865318440277334e-16,2.178151423996485e-12,5.537982378032672e-05,2.7728990801935244e-05,3.469896282288292e-09,1.7269417633009907e-06,4.319189664334764e-06,7.858224898084717e-06,2.6043515713490845e-07,7.987544001318059e-07,1.499127438850805e-09,6.503992089241976e-11,4.816240609908517e-10
6.23510790501821e-07,0.8185939147560374,3.76,0.0,0.895036980887446,0.9999685738173386,3.3547642083649376e-06,3.2605586565516034e-16,2.235582983409067e-12,5.677435464692214e-05,2.8328126413234044e-05,3.5593664673548175e-09,1.7534299960975259e-06,4.337461972914231e-06,8.099559195022505e-06,2.7296264727625196e-07,8.062957061960708e-07,1.5412056584632998e-09,6.849673923303576e-11,5.181192873391486e-10
6.369852537670383e-07,0.8185939645794468,3.76,0.0,0.8950355697103309,0.9999678779174538,3.503615136955243e-06,3.439848203515499e-16,2.2931764094888227e-12,5.8172469209850455e-05,2.892664033582219e-05,3.6490772612163382e-09,1.779063546193953e-06,4.3550479925464415e-06,8.341893567157583e-06,2.858091878525786e-07,8.135148265891628e-07,1.5835693674354266e-09,7.205322714275371e-11,5.565025043460646e-10
6.504597170322556e-07,0.8185940144987378,3.76,0.0,0.8950341547644189,0.9999671819820795,3.6545915819736364e-06,3.624422551843124e-16,2.350925292307162e-12,5.9574027848462356e-05,2.9524531859369152e-05,3.739019190645953e-09,1.8038707256152017e-06,4.371998182173629e-06,8.58519117540525e-06,2.9897585444159225e-07,8.204297074117996e-07,1.6262150099585906e-09,7.570973277374505e-11,5.96826736414693e-10
6.639341802974729e-07,0.8185940645140095,3.76,0.0,0.8950327361813389,0.9999664860227034,3.807625114135033e-06,3.8143034391629977e-16,2.4088235277826237e-12,6.097889779396047e-05,3.0121800341203513e-05,3.8291832412559395e-09,1.8278800847345138e-06,4.388359277997716e-06,8.829417888657265e-06,3.1246369231987186e-07,8.270575144879453e-07,1.6691391852458928e-09,7.946658626805693e-11,6.391451846333406e-10
6.774086435626902e-07,0.8185941146253513,3.76,0.0,0.8950313140861597,0.9999657900499052,3.9626497141574775e-06,4.0095123247527243e-16,2.4668653067265064e-12,6.238695286541005e-05,3.071844520129722e-05,3.919560840399432e-09,1.8511202545947225e-06,4.404174568023251e-06,9.074542083978711e-06,3.262737179601697e-07,8.334146401030169e-07,1.7123386426129296e-09,8.332410115624653e-11,6.835112177475636e-10
6.908831068279075e-07,0.8185941648328428,3.76,0.0,0.8950298885976495,0.9999650940734258,4.1196017735582835e-06,4.210070435124746e-16,2.5250451039226113e-12,6.379807320888179e-05,3.131446591762255e-05,4.0101438402073234e-09,1.8736198077261288e-06,4.419484146298115e-06,9.320534461588205e-06,3.4040692046974003e-07,8.39516714032822e-07,1.7558102765132904e-09,8.728257568338197e-11,7.299783638503971e-10
7.043575700931248e-07,0.8185942151365557,3.76,0.0,0.8950284598285323,0.9999643981022276,4.278420084449596e-06,4.4159988047403844e-16,2.5833576672875585e-12,6.521214504055395e-05,3.1909862021852644e-05,4.100924500822684e-09,1.8954071359214423e-06,4.434325148423164e-06,9.567367873476734e-06,3.5486426297049323e-07,8.453786180496282e-07,1.7995511215552123e-09,9.134229406338809e-11,7.786003027512862e-10
7.178320333583421e-07,0.8185942655365537,3.76,0.0,0.8950270278857372,0.999963702144555,4.439045819728237e-06,4.627318312297627e-16,2.641798007151074e-12,6.662906039446005e-05,3.250463309537992e-05,4.1918954738848346e-09,1.91651034353584e-06,4.448731969740067e-06,9.815017164638461e-06,3.6964668392194466e-07,8.510145032292925e-07,1.8435583475231175e-09,9.550352766309912e-11,8.294308589856118e-10
7.313064966235594e-07,0.8185943160328932,3.76,0.0,0.8950255928706454,0.9999630062079863,4.601422504898713e-06,4.844049712992866e-16,2.7003613856891122e-12,6.804871687543737e-05,3.309877876562899e-05,4.28304978630598e-09,1.9369571549907758e-06,4.462736467456631e-06,1.006345902599614e-05,3.8475509838807997e-07,8.564378095049155e-07,1.8878292544245724e-09,9.976653611764439e-11,8.82523995428168e-10
7.447809598887768e-07,0.8185943666256239,3.76,0.0,0.895024154879331,0.9999623102994839,4.765495982650296e-06,5.066213667122931e-16,2.759043306537667e-12,6.94710174177367e-05,3.369229870264295e-05,4.374380824376411e-09,1.956774835251578e-06,4.47636814786557e-06,1.031267185817907e-05,4.0019039924937053e-07,8.616612869915442e-07,1.9323612675801743e-09,1.0413156837901254e-10,9.37933807475177e-10
7.582554231539941e-07,0.8185944173147889,3.76,0.0,0.895022714002793,0.9999616144254407,4.931214371225124e-06,5.293830765366694e-16,2.8178395046115716e-12,7.089587004968313e-05,3.42851926159228e-05,4.465882318229305e-09,1.9759901221164583e-06,4.489654339747884e-06,1.0562635645358723e-05,4.159534583612653e-07,8.666970186556609e-07,1.9771519327716784e-09,1.085988636998122e-10,9.957145177601814e-10
7.717298864192114e-07,0.818594468100426,3.76,0.0,0.8950212703271853,0.9999609185917218,5.0985280175336035e-06,5.526921551060945e-16,2.876745936149208e-12,7.232318766471323e-05,3.487746025150124e-05,4.557548326691466e-09,1.9946291692200153e-06,4.50262035498824e-06,1.0813331838393769e-05,4.320451276605723e-07,8.715564439508706e-07,2.022198911462094e-09,1.1316865255439515e-10,1.055920471370014e-09
7.852043496844287e-07,0.8185945189825671,3.76,0.0,0.895019823934037,0.9999602228037038,5.267389445884668e-06,5.765506539759303e-16,2.9357587690005653e-12,7.375288779904387e-05,3.546910138923339e-05,4.649373222541334e-09,2.012717498726774e-06,4.515289637353969e-06,1.1064743246591288e-05,4.484662402212092e-07,8.762503830958844e-07,2.0674999760997554e-09,1.1784115749962747e-10,1.1186061315281962e-09
7.98678812949646e-07,0.8185945699612395,3.76,0.0,0.8950183749004673,0.9999595270663123,5.437753303108028e-06,6.009606236337707e-16,2.9948743731725705e-12,7.518489241616133e-05,3.6060115840288144e-05,4.7413516781908294e-09,2.0302799627667887e-06,4.527683900310617e-06,1.1316853937448456e-05,4.652176112608608e-07,8.807890617247559e-07,2.113053005516446e-09,1.2261659397769383e-10,1.1838260757144806e-09
8.121532762148633e-07,0.8185946210364657,3.76,0.0,0.8950169232993932,0.9999588313840547,5.609576300764108e-06,6.25924114988723e-16,3.054089311642594e-12,7.661912769826225e-05,3.665050344482562e-05,4.833478651803322e-09,2.0473407127379763e-06,4.539823254677351e-06,1.1569649143789551e-05,4.8230003910011e-07,8.851821356834447e-07,2.1588559804278364e-09,1.2749517106338391e-10,1.2516349921906247e-09
8.256277394800806e-07,0.8185946722082633,3.76,0.0,0.8950154691997295,0.9999581357610512,5.782817155067261e-06,6.514431806614671e-16,3.113400331448518e-12,7.805552384473041e-05,3.72402640698469e-05,4.925749373856654e-09,2.0639231756653683e-06,4.55172632686789e-06,1.1823115177755388e-05,4.997143060756366e-07,8.894387157806425e-07,2.204906979043103e-09,1.3247709215834472e-10,1.3220876769038073e-09
8.391022027452979e-07,0.8185947234766471,3.76,0.0,0.8950140126665831,0.9999574402010646,5.957436525085122e-06,6.775198760952742e-16,3.1728043550615647e-12,7.949401487769327e-05,3.7829397607203374e-05,5.018159334157105e-09,2.0800500368677215e-06,4.5634103684110775e-06,1.2077239351139499e-05,5.174611794090879e-07,8.935673923292867e-07,2.2512041727894722e-09,1.375625556347886e-10,1.3952390307403546e-09
8.525766660105152e-07,0.8185947748416271,3.76,0.0,0.895012553761439,0.9999567447075266,6.133396949717707e-06,7.0415626050641485e-16,3.232298472046055e-12,8.09345384546636e-05,3.8417903971753695e-05,5.110704269307474e-09,2.0957432282397262e-06,4.574891357395636e-06,1.2332009901601886e-05,5.355414120332301e-07,8.975762593419444e-07,2.2977458221562397e-09,1.427517554311406e-10,1.4711440571037671e-09
8.660511292757325e-07,0.8185948263032105,3.76,0.0,0.8950110925423401,0.9999560492835617,6.3106627839030995e-06,7.313543976907328e-16,3.2918799310084383e-12,8.237703568823897e-05,3.900578309965764e-05,5.2033801506299e-09,2.1110239215141084e-06,4.586184092435126e-06,1.2587415924326173e-05,5.53955743376991e-07,9.01472938268376e-07,2.344530272661739e-09,1.4804488160209128e-10,1.5498578597923283e-09
8.795255925409498e-07,0.8185948778614002,3.76,0.0,0.8950096290640603,0.9999553539320114,6.489200134444266e-06,7.591163567016633e-16,3.3515461318362636e-12,8.382145097280116e-05,3.959303494679649e-05,5.296183172541804e-09,2.125912525921243e-06,4.597302279703955e-06,1.2843447308719166e-05,5.727049001109851e-07,9.052646011855602e-07,2.391555950945754e-09,1.5344212082549246e-10,1.6314356411529176e-09
8.930000558061672e-07,0.8185949295161978,3.76,0.0,0.8950081633782692,0.9999546586554546,6.668976795804201e-06,7.874442124135912e-16,3.4112946182262955e-12,8.526773181813137e-05,4.01796594873108e-05,5.389109741381463e-09,2.1404286897136355e-06,4.6082586135544255e-06,1.3100094679781435e-05,5.917895968551045e-07,9.089579933687365e-07,2.4388213609889953e-09,1.5894365686848907e-10,1.7159327004889261e-09
9.064745190713845e-07,0.818594981267601,3.76,0.0,0.8950066955336917,0.9999539634562274,6.84996218617406e-06,8.163400459831907e-16,3.4711230704998087e-12,8.671582868983744e-05,4.0765656712246723e-05,5.482156464678045e-09,2.1545913050686247e-06,4.619064851187673e-06,1.3357349343804653e-05,6.112105368497292e-07,9.125594551873003e-07,2.4863250804606056e-09,1.6454967101522324e-10,1.8034044327014338e-09
9.199489823366018e-07,0.8185950331156049,3.76,0.0,0.89500522557626,0.999953268336441,7.032127284080199e-06,8.458059452202085e-16,3.531029298701999e-12,8.816569485646941e-05,4.135102662830293e-05,5.575320140859592e-09,2.1684185159255336e-06,4.6297318818171e-06,1.3615203238076353e-05,6.309684125920816e-07,9.160749432827025e-07,2.534065757193908e-09,1.7026034245838213e-10,1.8939063271440106e-09
9.334234456018191e-07,0.8185950850602025,3.76,0.0,0.8950037535492591,0.9999525732979989,7.215444565760363e-06,8.758440048780834e-16,3.5910112359814995e-12,8.961728624318492e-05,4.1935769256670656e-05,5.668597749391171e-09,2.181927728353607e-06,4.640269790730461e-06,1.3873648884296424e-05,6.510639064392271e-07,9.195100509973384e-07,2.5820421057900626e-09,1.760758486567895e-10,1.987493966672697e-09
9.603723721322537e-07,0.8185951892391407,3.76,0.0,0.8950008034472715,0.9999511834718117,7.585432708055864e-06,9.376450202035453e-16,3.711194548759513e-12,9.252548084276532e-05,4.310337280140445e-05,5.8554835313502325e-09,2.2080581743694815e-06,4.660994905693887e-06,1.4392288193671102e-05,6.922704304952486e-07,9.261597973657576e-07,2.6786969917314626e-09,1.88022068381682e-10,2.1841492758752935e-09
9.846264060096447e-07,0.8185952833304226,3.76,0.0,0.8949981416623914,0.9999499329218037,7.922114898238062e-06,9.952438856140527e-16,3.8196000227683915e-12,9.514836365906753e-05,4.4152071140845615e-05,6.02404346371344e-09,2.230648012084054e-06,4.679292632102184e-06,1.4861022850191214e-05,7.305176133804907e-07,9.319190197266037e-07,2.7664807461244855e-09,1.9913395673386562e-10,2.3722518002041284e-09
9.999999999999997e-07,0.8185953777344677,3.76,0.0,0.8949964512805507,0.9999491403989804,8.137274332010518e-06,1.0327295234101142e-15,3.88842711714506e-12,9.681350354100933e-05,4.481574414573672e-05,6.1310578039173825e-09,2.244551717471662e-06,4.69073693122433e-06,1.5159079713946502e-05,7.553323461337937e-07,9.354707266075003e-07,2.8225099173248314e-09,2.0635453156157646e-10,2.4970880854126396e-09
1.0088804398870356e-06,0.8185953777344677,3.76,0.0,0.8949954737383837,0.9999486826569761,8.262164182438483e-06,1.0547294625541403e-15,3.928223634743369e-12,9.777625802086161e-05,4.5198737954740253e-05,6.192932881324087e-09,2.2524460083420817e-06,4.69729793416729e-06,1.5331580954222293e-05,7.698688846902288e-07,9.374901865877605e-07,2.85501080638353e-09,2.105882218019221e-10,2.571220771545095e-09
1.0331344737644266e-06,0.8185954724511679,3.76,0.0,0.8949927998489465,0.9999474326827101,8.605466368962042e-06,1.1161142350280639e-15,4.037057007117739e-12,0.00010040898590936767,4.6243373766353524e-05,6.362139563560098e-09,2.273529001708523e-06,4.715047439237653e-06,1.5803935022438152e-05,8.103279257896806e-07,9.428951902804015e-07,2.9442816881080568e-09,2.2238587224436778e-10,2.7813836622955994e-09
1.0573885076418176e-06,0.8185955674804026,3.76,0.0,0.8949901201495376,0.999946183003173,8.951918432025984e-06,1.1794107643311087e-15,4.1460926174281135e-12,0.00010304638761106785,4.7285979184080876e-05,6.5316525419305225e-09,2.293967441934338e-06,4.732573045491075e-06,1.6278061009060267e-05,8.518983496686761e-07,9.481534691237731e-07,3.0342883796966022e-09,2.345279174581969e-10,3.0030689010259845e-09
1.0816425415192085e-06,0.8185956628220374,3.76,0.0,0.8949874347791704,0.9999449336214776,9.301427571043698e-06,1.2446316871280593e-15,4.25532371538348e-12,0.00010568831991461751,4.8326554890422325e-05,6.7014619776251945e-09,2.3138257709706873e-06,4.749902534553614e-06,1.675393786055828e-05,8.945837078480852e-07,9.532822640738003e-07,3.125026298351961e-09,2.4701537028736916e-10,3.2366058751006732e-09
1.1058965753965995e-06,0.8185957584759279,3.76,0.0,0.8949847438620496,0.9999436845398204,9.653910329232326e-06,1.3117897129944352e-15,4.364744247163494e-12,0.00010833465446932063,4.9365101632403115e-05,6.87155904989809e-09,2.3331628078934993e-06,4.767060104496423e-06,1.7231547128256944e-05,9.383874965910458e-07,9.582968517606529e-07,3.2164912494521586e-09,2.598492491082503e-10,3.4823249355742257e-09
1.1301506092739905e-06,0.81859585444192,3.76,0.0,0.8949820475090606,0.9999424357596013,1.0009291769600197e-05,1.3808976215478136e-15,4.4743487863093716e-12,0.00011098527629030912,5.0401620213240236e-05,7.041935854307236e-09,2.3520321321160573e-06,4.784066834201964e-06,1.771087263085232e-05,9.833131624936244e-07,9.632107559868547e-07,3.308679389297116e-09,2.7303057941398745e-10,3.740557403784967e-09
1.1544046431513814e-06,0.8185959507198508,3.76,0.0,0.8949793458191185,0.9999411872815283,1.0367504708814051e-05,1.4519682593006264e-15,4.584132470948709e-12,0.00011364008240413873,5.1436111485143654e-05,7.212585310405038e-09,2.3704824605483165e-06,4.800941085172207e-06,1.8191900162418328e-05,1.0293641074905595e-06,9.68035938486044e-07,3.401587191169143e-09,2.865603950031044e-10,4.011635579310114e-09
1.1786586770287724e-06,0.818596047309551,3.76,0.0,0.8949766388803928,0.9999399391057078,1.0728489007360144e-05,1.5250145363167497e-15,4.694090946768515e-12,0.00011629898062109469,5.2468576343061844e-05,7.383501077979036e-09,2.3885580132497756e-06,4.817698851225171e-06,1.867461723830322e-05,1.0765436933458543e-06,9.727829707585725e-07,3.495211414286687e-09,3.004397388716373e-10,4.295892748845685e-09
1.2029127109061634e-06,0.8185961442108449,3.76,0.0,0.894973926771413,0.9999386912317226,1.1092190914316272e-05,1.600049422801845e-15,4.804220315278454e-12,0.00011896188842357662,5.349901571923415e-05,7.554677481142613e-09,2.406298863977028e-06,4.834354063607797e-06,1.9159012873439372e-05,1.1248552456807972e-06,9.774611885046779e-07,3.589549075405684e-09,3.146696638271088e-10,4.593663195727625e-09
1.2271667447835543e-06,0.8185962414235507,3.76,0.0,0.8949712095620723,0.9999374436587007,1.1458562464050226e-05,1.6770859456943188e-15,4.914517086918386e-12,0.00012162873196040882,5.4527430578441454e-05,7.726109439600606e-09,2.4237412737520974e-06,4.850918857484071e-06,1.964507738873157e-05,1.1743020575861151e-06,9.8207883024203e-07,3.6845974229670778e-09,3.29251232852881e-10,4.9052822098605675e-09
