Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22)
1.8784734142795415e-07,0.7742021218246172,3.76,0.0,0.7194217296816583,0.9999950225150137,6.260267412666706e-08,2.0008892196009602e-19,8.683145887752217e-14,7.1984958581474945e-06,4.7763540346865884e-06,5.434293461685441e-10,1.8638868279573467e-07,1.2787706489255086e-06,4.2133164431870457e-07,9.617209563618793e-09,1.3330420735942604e-07,1.6237736874350374e-10,1.085713633710121e-12,1.9365968240482853e-12,7.788821933576527e-12,5.08166875957177e-13,3.3875809819671837e-12,4.547998599808232e-09,8.190372729823147e-21,2.300045512834917e-18,8.699027060853888e-19
1.9657819458508636e-07,0.774202134319599,3.76,0.0,0.7194213692679458,0.9999947845330435,7.098216237812243e-08,2.186319673582372e-19,9.159609698649047e-14,7.557919563324584e-06,4.997422439309076e-06,5.729114132653655e-10,2.010751864785316e-07,1.3166882600133003e-06,4.563748952526547e-07,1.0565116461675066e-08,1.422029363747125e-07,1.7110772576356863e-10,1.2143021689923888e-12,2.2566144929927517e-12,8.972240857686442e-12,5.751461337742292e-13,3.939720452826243e-12,4.971093650112435e-09,9.546420672483386e-21,2.7301906988832445e-18,1.0773410405344895e-18
2.0530904774221856e-07,0.7742021468265184,3.76,0.0,0.7194210067525817,0.9999945461355185,8.000318392756275e-08,2.3775119892593516e-19,9.63889640878237e-14,7.91939738797458e-06,5.21839468535209e-06,6.025673003243575e-10,2.1604410282242704e-07,1.3532387932461696e-06,4.924234885403669e-07,1.1559922315076319e-08,1.511178730342237e-07,1.7990851107587413e-10,1.351172025245318e-12,2.6120743771054314e-12,1.0274066518063552e-11,6.472696383017906e-13,4.551380631686015e-12,5.412134264782675e-09,1.1052931375565588e-20,3.2189314180062423e-18,1.322707738142765e-18
2.1403990089935077e-07,0.7742021593455809,3.76,0.0,0.7194206421597505,0.9999943073394623,8.967737449982162e-08,2.5742161003727487e-19,1.0120973576138659e-13,8.282904842269525e-06,5.439269441876976e-06,6.32395046309023e-10,2.3126866535335457e-07,1.3884757624477542e-06,5.294412455912129e-07,1.2601914067503508e-08,1.6003269090876106e-07,1.8877931981926012e-10,1.4964541772609535e-12,3.0051309497070047e-12,1.1700658023855705e-11,7.246627020356885e-13,5.225842652018649e-12,5.871013565204063e-09,1.2719067481020834e-20,3.7715886387378605e-18,1.6110627522880245e-18
2.2277075405648297e-07,0.7742021718769843,3.76,0.0,0.7194202755141202,0.9999940681612227,1.0001523350587629e-07,2.776193643668297e-19,1.060580848904658e-13,8.648416956011317e-06,5.660045431501225e-06,6.623926521457267e-10,2.467231014439856e-07,1.4224505867846588e-06,5.673934040916123e-07,1.3691375561188087e-08,1.6893245181724011e-07,1.9771973090675412e-10,1.6502774420074762e-12,3.437972006539011e-12,1.3258461061914805e-11,8.074460576363889e-13,5.966383930959564e-12,6.347625158673963e-09,1.455413352931084e-20,4.39373932369344e-18,1.9479163164750355e-18
2.3150160721361518e-07,0.7742021844209195,3.76,0.0,0.7194199068407885,0.9999938286164994,1.1102616697968611e-07,2.9832173346543383e-19,1.1093367993996551e-13,9.015908331838892e-06,5.880721428295848e-06,6.925580794400712e-10,2.623826305322316e-07,1.455212672737752e-06,6.062465625461727e-07,1.4828587465846845e-08,1.7780351569375247e-07,2.0672930835164278e-10,1.8127685927169158e-12,3.912818121105042e-12,1.4954006672904743e-11,8.957361082761475e-13,6.776274541673097e-12,6.841863140357672e-09,1.656757363648028e-20,5.091216263973572e-18,2.339250091741574e-18
2.402324603707474e-07,0.77420219697757,3.76,0.0,0.7194195361652331,0.9999935887203686,1.2271853037457067e-07,3.195070407526205e-19,1.1583618449969915e-13,9.385353196190708e-06,6.101296255764728e-06,7.228892529949197e-10,2.782234591881106e-07,1.486809492890596e-06,6.45968626973568e-07,1.6013827215238597e-08,1.866334556526767e-07,2.1580760250816825e-10,1.984052433617534e-12,4.431922125421155e-12,1.6793909991222647e-11,9.896451614003787e-13,7.658773962286788e-12,7.353622095049848e-09,1.8768969280907083e-20,5.870107588360082e-18,2.791538288113338e-18
2.489633135278796e-07,0.7742022095471124,3.76,0.0,0.7194191635132616,0.9999933484873078,1.3509967110462083e-07,3.411546112007982e-19,1.2076525756304793e-13,9.75672544800441e-06,6.321768784905028e-06,7.533840650055525e-10,2.9422277325121843e-07,1.5172866615711914e-06,6.865287597326205e-07,1.724736895121506e-08,1.9541097812242935e-07,2.2495415122715505e-10,2.1642518430360368e-12,4.997568609620107e-12,1.8784868950958017e-11,1.0892816466486724e-12,8.617128187792249e-12,7.882797098744499e-09,2.1168037171852433e-20,6.736755956839189e-18,3.3117687364292684e-18
2.576941666850118e-07,0.7742022221297171,3.76,0.0,0.7194187889109664,0.9999931079312198,1.481759706953251e-07,3.632447253783635e-19,1.2572055387926955e-13,1.0129998705229826e-05,6.542137932343857e-06,7.840403787342539e-10,3.103587274539283e-07,1.546688007532773e-06,7.278973303527764e-07,1.8529483474729487e-08,2.041258476573083e-07,2.3416848097156983e-10,2.3534877969261567e-12,5.6120734304793465e-12,2.093366296247197e-11,1.1947503195588242e-12,9.65456717097021e-12,8.429283720025573e-09,2.377462715696094e-20,7.69775746738444e-18,3.90746388241644e-18
2.66425019842144e-07,0.7742022347255479,3.76,0.0,0.7194184123846792,0.9999928670654551,1.6195288643084292e-07,3.8575857623597297e-19,1.3070172422498755e-13,1.0505146349199042e-05,6.7624026585479e-06,8.148560315171428e-10,3.26610432845915e-07,1.575055643798823e-06,7.70045868284181e-07,1.9860438203430008e-08,2.127688161494222e-07,2.4345010791346446e-10,2.551879380080166e-12,6.27778322306985e-12,2.324715156323287e-11,1.3061524521960765e-12,1.0774302566849778e-11,8.992978021286429e-09,2.659872014336914e-20,8.759960293823398e-18,4.586701678268341e-18
2.751558729992762e-07,0.7742022473347628,3.76,0.0,0.7194180339609295,0.9999926259028336,1.7643499240825683e-07,4.086782280784729e-19,1.3570841573137054e-13,1.0882141566904507e-05,6.982561966102953e-06,8.458288378737655e-10,3.4295794229607417e-07,1.6024300347929634e-06,8.129470174856483e-07,2.1240497135510885e-08,2.2133155618205032e-07,2.5279853899472736e-10,2.759543788716914e-12,6.997074913053895e-12,2.573227304646068e-11,1.4235860116767902e-12,1.1979525756942888e-11,9.573776559786175e-09,2.9650426022090206e-20,9.930463070033451e-18,5.358136350160182e-18
2.838867261564084e-07,0.7742022599575139,3.76,0.0,0.7194176536664044,0.9999923844556652,1.9162601992691238e-07,4.3198657773591667e-19,1.4074027236814057e-13,1.1260957391224091e-05,7.202614898060963e-06,8.769565930757487e-10,3.5938223428890556e-07,1.628850060844412e-06,8.565744927891168e-07,2.2669920819566152e-08,2.298065983249384e-07,2.6221327293278634e-10,2.9765963261345715e-12,7.772355228975213e-12,2.8396043070600825e-11,1.547145827334285e-12,1.3273406134344925e-11,1.0171576388548825e-08,3.29399815928479e-20,1.1216613031822232e-17,6.231019022348547e-18
2.926175793135406e-07,0.7742022725939478,3.76,0.0,0.7194172715279099,0.9999921427357712,2.0752889714738654e-07,4.556673179563408e-19,1.4579693551406425e-13,1.1641566739140293e-05,7.42256053635211e-06,9.082370768208781e-10,3.758651952291082e-07,1.6543530801656964e-06,9.009030379750937e-07,2.4148966330153844e-08,2.3818727216531028e-07,2.7169380117450495e-10,3.2031503935132868e-12,8.606060213588033e-12,3.1245553252646854e-11,1.6769237473064514e-12,1.4659089631013068e-11,1.078627505711181e-08,3.6477748484768586e-20,1.262600393017808e-17,7.215218178976092e-18
3.013484324706728e-07,0.7742022852442051,3.76,0.0,0.7194168875723351,0.9999919007545016,2.241457879589769e-07,4.797049027585094e-19,1.508780444974287e-13,1.2023942448004491e-05,7.642398000259315e-06,9.396680565909254e-10,3.923896004643686e-07,1.678974988401991e-06,9.459083854917986e-07,2.5677887248762228e-08,2.464676508661881e-07,2.812396088113586e-10,3.439317478296758e-12,9.500654732944761e-12,3.428796974829541e-11,1.8130087853312204e-12,1.6139697468702473e-11,1.141777061213027e-08,4.027421106769797e-20,1.416647373127839e-17,8.321239945060336e-18
3.10079285627805e-07,0.7742022979084223,3.76,0.0,0.7194165018266181,0.9999916585227555,2.4147813000196645e-07,5.040845144184471e-19,1.559832370690572e-13,1.2408057309901215e-05,7.862126444952623e-06,9.712472906520326e-10,4.0893909422603625e-07,1.7027502758523031e-06,9.915672177501154e-07,2.7256933649875926e-08,2.5464249904601355e-07,2.908501754602821e-10,3.6852071421192594e-12,1.0458631982356479e-11,3.753053182186481e-11,1.95548725849796e-12,1.7718325115519812e-11,1.206596159784386e-08,4.433997435050941e-20,1.584610211917685e-17,9.5602481692406e-18
3.1881013878493723e-07,0.7742023105867298,3.76,0.0,0.7194161143177124,0.9999914160509982,2.5952667180074343e-07,5.287920318968244e-19,1.6111214984484107e-13,1.2793884104166447e-05,8.08174506008105e-06,1.0029725309033056e-09,4.254981686646521e-07,1.7257120824555903e-06,1.0378571299313242e-06,2.8886352091865476e-08,2.6270722379075993e-07,3.0052497610533203e-10,3.940927009327409e-12,1.1482512989145607e-11,4.098055040873817e-11,2.1044429166131927e-12,1.939804143150065e-11,1.273074705641214e-08,4.8685761865470747e-20,1.767320781598619e-17,1.0944084292450442e-17
3.2754099194206944e-07,0.7742023232792543,3.76,0.0,0.7194157250725571,0.9999911733492781,2.78291508972869e-07,5.538140006481621e-19,1.6626441875288563e-13,1.3181395628113713e-05,8.301253068419633e-06,1.0348415256961616e-09,4.4205214213620184e-07,1.7478922506281396e-06,1.0847565942491557e-06,3.056638561243889e-08,2.7065782862583217e-07,3.102634818966449e-10,4.206582756562293e-12,1.2574846112626032e-11,4.464540667291609e-11,2.259957063766888e-12,2.118188798808774e-11,1.3412026528124217e-08,5.332241354070184e-20,1.9656345733499923e-17,1.2485286988180779e-17
3.3627184509920164e-07,0.7742023359861171,3.76,0.0,0.719415334118048,0.999990930427243,2.9777211948577986e-07,5.791376037788082e-19,1.7143967948013577e-13,1.3570564726021816e-05,8.52064972456958e-06,1.0668520225697433e-09,4.58587136880152e-07,1.769321376034311e-06,1.132244925610558e-06,3.2297273728399206e-08,2.7849087028580965e-07,3.200651609091311e-10,4.482278103768884e-12,1.3738206541815073e-11,4.8532550562118926e-11,2.4221086726433282e-12,2.3072878547461922e-11,1.410970005148813e-08,5.826088356327658e-20,2.1804303970196627e-17,1.4197111561151147e-17
3.4500269825633385e-07,0.7742023487074352,3.76,0.0,0.7194149414810102,0.9999906872941566,3.179673979378616e-07,6.0475063448887e-19,1.766375678945967e-13,1.3961364316438908e-05,8.73993431370948e-06,1.0990017708066234e-09,4.750900562204109e-07,1.7900288563708891e-06,1.1803022486208437e-06,3.407925243945517e-08,2.862034181260561e-07,3.299294788650448e-10,4.768114807068664e-12,1.4975195791284707e-11,5.264949936276816e-11,2.5909744920941575e-12,2.50739986884057e-11,1.4823668163205249e-08,6.351223823410532e-20,2.4126100668124933e-17,1.609354909221934e-17
3.5373355141346605e-07,0.7742023614433214,3.76,0.0,0.7194145471881715,0.9999904439589133,3.388756888454787e-07,6.306414697125705e-19,1.8185772043281332e-13,1.435376741785824e-05,8.959106150395479e-06,1.1312885237935526e-09,4.915485614105261e-07,1.8100429382432856e-06,1.228909465880221e-06,3.5912554235842205e-08,2.93793016026402e-07,3.398558998218375e-10,5.064192653875622e-12,1.628844119556856e-11,5.7003836257067883e-11,2.7666291484593993e-12,2.718820556606864e-11,1.555383189803477e-08,6.908765381637296e-20,2.6630980744465548e-17,1.8189345318470328e-17
3.6246440457059826e-07,0.7742023741938846,3.76,0.0,0.7194141512661393,0.9999902004300532,3.6049481892263686e-07,6.567990448776628e-19,1.870997744603979e-13,1.4747747172820843e-05,9.178164577408567e-06,1.1637100412370632e-09,5.079510482331691e-07,1.8293907622088402e-06,1.27804822752077e-06,3.7797408109520085e-08,3.0125764664507845e-07,3.4984388682461106e-10,5.370609460454375e-12,1.768059540266755e-11,6.160320888428601e-11,2.9491452410832e-12,2.9418427793797144e-11,1.6300092788553333e-08,7.499841438045639e-20,2.9328412512336585e-17,2.0500019238671095e-17
3.7119525772773046e-07,0.7742023869592294,3.76,0.0,0.7194137537413777,0.9999899567157741,3.828221283448245e-07,6.832128297212212e-19,1.9236336861568758e-13,1.5143276870499916e-05,9.397108964647049e-06,1.1962640912718938e-09,5.242866234524274e-07,1.8480984060589383e-06,1.3277009019352826e-06,3.97340395687241e-08,3.0859569788983676e-07,3.5989290252324604e-10,5.687461071958075e-12,1.9154335867309372e-11,6.64553279082064e-11,3.1385934324327197e-12,3.1767565436022017e-11,1.7062352864814482e-08,8.125590964756097e-20,3.2228084204942156e-17,2.304188143553542e-17
3.7992611088486267e-07,0.7742023997394566,3.76,0.0,0.7194133546401866,0.9999897128239484,4.058545009927994e-07,7.0987280511349365e-19,1.9764814313787492e-13,1.554032996782128e-05,9.615938708062484e-06,1.2289484524578296e-09,5.405450812072548e-07,1.8661909264085097e-06,1.377850547651553e-06,4.1722670655653486e-08,3.158059314810421e-07,3.700024097558208e-10,6.01484136492333e-12,2.071236434463792e-11,7.156796559259817e-11,3.335042533196601e-12,3.423849010195948e-11,1.7840514653912385e-08,8.787163283472351e-20,3.533990041683504e-17,2.583205210742057e-17
3.886569640419949e-07,0.7742024125346639,3.76,0.0,0.7194129539886817,0.9999894687621336,4.295883936756324e-07,7.367694408494983e-19,2.0295374017522178e-13,1.593888010917365e-05,9.834653228637358e-06,1.2617609156457804e-09,5.567168794258532e-07,1.8836923986588504e-06,1.428480886307461e-06,4.3763519967089335e-08,3.2288745348812653e-07,3.8017187210012705e-10,6.3528422522009195e-12,2.2357406384969194e-11,7.694895438643408e-11,3.5385595827128885e-12,3.683404513054661e-11,1.8634481179454264e-08,9.485717850468749e-20,3.867397847592083e-17,2.888847880318385e-17
3.973878171991271e-07,0.7742024253449447,3.76,0.0,0.7194125518127754,0.9999892245375845,4.5401986433545143e-07,7.638936743685887e-19,2.0827980407091668e-13,1.6338901144762006e-05,1.0053251971402895e-05,1.2946992857104225e-09,5.727931163330733e-07,1.9006259553973727e-06,1.4795762766837772e-06,4.5856802677742495e-08,3.2983968672673306e-07,3.904007543942854e-10,6.701553690297022e-12,2.4092210830214324e-11,8.260618552047741e-11,3.749209925051446e-12,3.9557045857638835e-11,1.944415596094563e-08,1.0222424042279475e-19,4.2240644759675046e-17,3.222995385501743e-17
4.061186703562593e-07,0.7742024381703895,3.76,0.0,0.719412148138162,0.9999889801572672,4.791445992392524e-07,7.912368903583698e-19,2.1362598162841498e-13,1.6740367147656613e-05,1.0271734404495351e-05,1.327761383163478e-09,5.887655071155401e-07,1.917013823295498e-06,1.5311216897532438e-06,4.800273056614012e-08,3.3666234490978986e-07,4.006885232270125e-10,7.061063689068114e-12,2.5919549312560558e-11,8.85476076167512e-11,3.967057281051459e-12,4.241027995708658e-11,2.026944301309233e-08,1.099846094228778e-19,4.605043096871367e-17,3.5876131505176094e-17
4.148495235133915e-07,0.7742024510110852,3.76,0.0,0.7194117429902986,0.9999887356278678,5.0495793916583e-07,8.18790901198047e-19,2.1899192235928066e-13,1.7143252429589477e-05,1.0490100018249377e-05,1.3609450456609002e-09,6.046263608020673e-07,1.932877358563468e-06,1.583102684706139e-06,5.0201512042867436e-08,3.4335540845164945e-07,4.110346473983773e-10,7.431458323676008e-12,2.784221575599884e-11,9.478122531229362e-11,4.192163816591071e-12,4.539650784788374e-11,2.1110246845023362e-08,1.1815017128556407e-19,5.011407037038903e-17,3.98475447235951e-17
4.235803766705237e-07,0.7742024638671164,3.76,0.0,0.7194113363943936,0.9999884909558061,5.314549045982878e-07,8.465479282012358e-19,2.2437727871478467e-13,1.7547531555548926e-05,1.0708348324326915e-05,1.394248129407358e-09,6.203685574103178e-07,1.948237081018469e-06,1.6355053859141355e-06,5.2453352180988666e-08,3.4991910183007944e-07,4.2143859835225975e-10,7.81282174869027e-12,2.986302588126923e-11,1.013150978984997e-10,4.42459020734474e-12,4.8518463160126355e-11,2.1966472459438004e-08,1.267329046312575e-19,5.444249402459358e-17,4.416562171443287e-17
4.323112298276559e-07,0.7742024767385632,3.76,0.0,0.7194109283753912,0.9999882461472442,5.586302199346588e-07,8.745005836256186e-19,2.297817063009329e-13,1.7953179357222378e-05,1.0926478854880283e-05,1.4276685104567731e-09,6.3598552540469e-07,1.9631127068202185e-06,1.6883164607957902e-06,5.4758452748478683e-08,3.563538724161147e-07,4.3189985058169495e-10,8.2052362142233e-12,3.1984816714762654e-11,1.0815733797724895e-10,4.664395700264563e-12,5.177885325302769e-11,2.2838025351680877e-08,1.3574487882924078e-19,5.904682700350676e-17,4.885270211055906e-17
4.410420829847881e-07,0.7742024896255041,3.76,0.0,0.7194105189579599,0.999988001208098,5.86478336730975e-07,9.026418534204571e-19,2.3520486407674643e-13,1.8360170945335876e-05,1.1144491161748055e-05,1.4612040859108086e-09,6.514712195050205e-07,1.9775231799261022e-06,1.7415230985484023e-06,5.711701224250447e-08,3.62660370686629e-07,4.4241788200805293e-10,8.608782083985461e-12,3.421044610188089e-11,1.1531611013492086e-10,4.911638172004034e-12,5.5180359778708834e-11,2.3724811508748428e-08,1.4519825192594327e-19,6.393838461657379e-17,5.3932052855952575e-17
4.497729361419203e-07,0.774202502528014,3.76,0.0,0.719410108166481,0.9999877561440456,6.14993455992705e-07,9.309650806818843e-19,2.406464145365732e-13,1.876848172093835e-05,1.136238481568255e-05,1.4948527750213637e-09,6.668200988807062e-07,1.991486702315923e-06,1.7951129897123475e-06,5.952922592540279e-08,3.688394317390737e-07,4.52992174334905e-10,9.023537855145235e-12,3.6542792225325795e-11,1.2279962963530722e-10,5.166374184486147e-12,5.872563928592983e-11,2.4626737408229926e-08,1.551052685945667e-19,6.912866865150939e-17,5.942788377688313e-17
4.585037892990525e-07,0.7742025154461659,3.76,0.0,0.7194096960250381,0.9999875109605381,6.441695495318821e-07,9.594639497844725e-19,2.461060238776214e-13,1.9178087385677136e-05,1.1580159405607548e-05,1.528612520203365e-09,6.820271057602297e-07,2.005020763034381e-06,1.8490743065353032e-06,6.19952858622069e-08,3.7489205803223997e-07,4.636222133775127e-10,9.449580179874586e-12,3.898475312876091e-11,1.306161611323409e-10,5.428659037802209e-12,6.241732385835085e-11,2.554371001718625e-08,1.654782581068083e-19,7.462936364156559e-17,6.53653628436225e-17
4.672346424561847e-07,0.7742025283800295,3.76,0.0,0.7194092825574079,0.9999872656628073,6.740003804084589e-07,9.881324711592656e-19,2.515833621535674e-13,1.9588963951110295e-05,1.1797814537905175e-05,1.5624812879618548e-09,6.970876444817759e-07,2.018142166097507e-06,1.9033956841050777e-06,6.45153809595825e-08,3.8081940328110625e-07,4.74307489368943e-10,9.886983888457282e-12,4.15392462462608e-11,1.3877401740347194e-10,5.698546820613422e-12,6.625802178231416e-11,2.6475636790969446e-08,1.7632963232921794e-19,8.045233316872776e-17,7.177063112525644e-17
4.759654956133169e-07,0.7742025413296718,3.76,0.0,0.719408867787052,0.9999870202558754,7.044795224754474e-07,1.0169649666921323e-18,2.570781034146752e-13,2.0001087747100127e-05,1.2015349835730723e-05,1.5964570697359642e-09,7.119975610067138e-07,2.0308670573074587e-06,1.958066202220977e-06,6.708969700603921e-08,3.8662275743780624e-07,4.850474972437801e-10,1.0335822013839604e-11,4.420920793793218e-11,1.472815581044415e-10,5.976090458214113e-12,7.025031823951479e-11,2.7422425671985895e-08,1.876718837464596e-19,8.660961621193413e-17,7.867081744094537e-17
4.846963487704492e-07,0.7742025542951584,3.76,0.0,0.7194084517371091,0.999986774744563,7.356003790482778e-07,1.0459560557188631e-18,2.625899258348218e-13,2.041443542933086e-05,1.223276493835439e-05,1.6305378826628575e-09,7.267531229141559e-07,2.043210950018349e-06,2.0130753679748256e-06,6.971841671329056e-08,3.9230353269449887e-07,4.958417369003291e-10,1.0796165817506443e-11,4.6997593032059426e-11,1.561471885461203e-10,6.26134175840332e-12,7.439677602028157e-11,2.8383985088406006e-08,1.995175835116089e-19,9.311342354884801e-17,8.609405271170657e-17
4.934272019275814e-07,0.7742025672765517,3.76,0.0,0.7194080344303881,0.9999865291334964,7.673562007195122e-07,1.075100641593855e-18,2.6811851182600655e-13,2.08289839859926e-05,1.2450059500528791e-05,1.6647217702656503e-09,7.413509998915556e-07,2.0551887498941203e-06,2.068413099013869e-06,7.240171975864157e-08,3.97863250447455e-07,5.066897134421647e-10,1.1268084816569017e-11,4.9907374374096136e-11,1.6537935849400548e-10,6.554351455300297e-12,7.869993625352327e-11,2.93602239528229e-08,2.118793795253193e-19,9.997613421914028e-17,9.406948401747194e-17
5.021580550847137e-07,0.7742025802739122,3.76,0.0,0.7194076158893622,0.9999862834271158,7.997401023406288e-07,1.1043938988089971e-18,2.736635481410459e-13,2.1244710743672147e-05,1.266723319188131e-05,1.6990068030694414e-09,7.557882447333204e-07,2.066814778697869e-06,2.1240697074588878e-06,7.513978282828922e-08,4.0330352916503554e-07,5.175909373998995e-10,1.1751646811953138e-11,5.2941542382796516e-11,1.7498656099089445e-10,6.855169251229095e-12,8.316231914970798e-11,3.035105166086284e-08,2.247699945462409e-19,1.0721029205665086e-16,1.0262728836480897e-16
5.10888908241846e-07,0.7742025932872982,3.76,0.0,0.719407196136165,0.9999860376296833,8.327450791930633e-07,1.1338312606402257e-18,2.7922472596507895e-13,2.1661593372490155e-05,1.2884285696330274e-05,1.7333910791489736e-09,7.700622748567074e-07,2.078102797150499e-06,2.1800358844518896e-06,7.793277966142636e-08,4.08626073105412e-07,5.285449249340381e-10,1.2246917917579655e-11,5.6103104613752253e-11,1.849773312031856e-10,7.1638438567878596e-12,8.778642475353847e-11,3.135637808974978e-08,2.3820222433237606e-19,1.1482860229721006e-16,1.1179868617127735e-16
5.196197613989782e-07,0.7742026063167661,3.76,0.0,0.719406775192583,0.999985791745289,8.663640223710292e-07,1.1634084073009433e-18,2.848017409964038e-13,2.2079609890522975e-05,1.310121671152403e-05,1.767872724611015e-09,7.84170854341785e-07,2.0890660268950816e-06,2.2363026853087308e-06,8.07808810950461e-08,4.138326618329073e-07,5.395511980197563e-10,1.2753962590432357e-11,5.939508533057428e-11,1.9536024529118925e-10,7.480423029209654e-12,9.257473370326425e-11,3.237611359682625e-08,2.5218893581436333e-19,1.2284392826831746e-16,1.2161595447293117e-16
5.370814677132426e-07,0.7742026324241623,3.76,0.0,0.7194059298196708,0.9999852997311564,9.354149362469501e-07,1.222965943172938e-18,2.9600208842993483e-13,2.291895842653269e-05,1.3534713130229955e-05,1.8371207705846364e-09,8.118843483110901e-07,2.1100684351827887e-06,2.3497041171054375e-06,8.664306687493708e-08,4.239054124977777e-07,5.617187187666345e-10,1.380362236791478e-11,6.638248031882423e-11,2.1733700815734288e-10,8.13748155197973e-12,1.0265379176032015e-10,3.445845566625345e-08,2.818776168179886e-19,1.4011785213933623e-16,1.4332257050354388e-16
5.527970033960806e-07,0.7742026559763431,3.76,0.0,0.7194051651243213,0.9999848566587778,9.995875742588454e-07,1.2770071161104e-18,3.0613360630437586e-13,2.367803672989222e-05,1.3924441643145126e-05,1.89975880385665e-09,8.362447142902839e-07,2.127982155536355e-06,2.4527107703859537e-06,9.210914784243066e-08,4.3259338689033326e-07,5.818436330919932e-10,1.4789195579222e-11,7.314783382718511e-11,2.3854406362481916e-10,8.756328688551383e-12,1.123110349083241e-10,3.638095305653665e-08,3.106242327839225e-19,1.5715434728326415e-16,1.6541329052692756e-16
5.685125390789186e-07,0.7742026795814172,3.76,0.0,0.7194043968948567,0.9999844133610948,1.0656356108218854e-06,1.3314441427131131e-18,3.1631191697239143e-13,2.4440463204232704e-05,1.4313772401471562e-05,1.962684490674188e-09,8.600483058651234e-07,2.145026689617578e-06,2.556567532136737e-06,9.775629677462932e-08,4.4093582752508846e-07,6.021308001200523e-10,1.5813845179791123e-11,8.03834965979068e-11,2.611568011348231e-10,9.401489497122095e-12,1.2253806950817522e-10,3.834876351686067e-08,3.4137054314792865e-19,1.7568411901088335e-16,1.901482370859949e-16
5.842280747617566e-07,0.7742027032396468,3.76,0.0,0.7194036252455028,0.9999839698565883,1.1335155786413897e-06,1.386259367944052e-18,3.2653541611371084e-13,2.5206122584636136e-05,1.4702704072048104e-05,2.0258879584795994e-09,8.832924445054695e-07,2.1612622508029593e-06,2.661233649560966e-06,1.0358541113519414e-07,4.4894470669940285e-07,6.225776606813748e-10,1.6877891375817574e-11,8.810765670853528e-11,2.852265792376387e-10,1.0073212535710439e-11,1.3334876123755793e-10,4.0361381402593614e-08,3.741939332329619e-19,1.957875005756544e-16,2.1775550149418949e-16
5.999436104445945e-07,0.7742027269512786,3.76,0.0,0.7194028502867157,0.9999835261624119,1.2031838954139104e-06,1.4414369399050575e-18,3.3680255007161615e-13,2.5974903402067098e-05,1.5091235428117822e-05,2.089359648195191e-09,9.059768419453765e-07,2.1767448714244394e-06,2.766671193850401e-06,1.0959736163910586e-07,4.5663217929628847e-07,6.431817259634082e-10,1.7981639582494085e-11,9.63386462731682e-11,3.1080510530421604e-10,1.0771738918275397e-11,1.4475683220679865e-10,4.2418305978434e-08,4.091724019522034e-19,2.175462544971109e-16,2.4847523302018397e-16
6.156591461274325e-07,0.7742027507165435,3.76,0.0,0.7194020721251884,0.9999830822944858,1.2745970405530883e-06,1.4969626553877413e-18,3.4711181598363385e-13,2.6746697974732896e-05,1.5479365341913754e-05,2.1530903148305458e-09,9.281033495332809e-07,2.1915266933585087e-06,2.872844863802384e-06,1.1579299314518706e-07,4.6401048423988893e-07,6.639405785802709e-10,1.9125381064485707e-11,1.0509493476306741e-10,3.3794441839288e-10,1.149730281975658e-11,1.567758745504645e-10,4.451904138483661e-08,4.463845333576315e-19,2.410435274638389e-16,2.82559848402829e-16
6.313746818102705e-07,0.7742027745356588,3.76,0.0,0.7194012908638725,0.9999826382675824,1.347711712809468e-06,1.552823818837914e-18,3.574617617056968e-13,2.752140238603526e-05,1.5867092777766483e-05,2.217071026834387e-09,9.496757246682834e-07,2.2056562382159966e-06,2.9797218032319736e-06,1.2217312554561304e-07,4.710918601450629e-07,6.848518732752219e-10,2.0309393579065352e-11,1.1439512262915637e-10,3.66696872974391e-10,1.22501319476435e-11,1.6941936358161211e-10,4.66630966036096e-08,4.85909469473203e-19,2.6636380913392535e-16,3.2027423485132373e-16
6.470902174931085e-07,0.7742027984088276,3.76,0.0,0.7194005066020115,0.9999821940954075,1.4224849704753503e-06,1.6090091123624102e-18,3.67850985555597e-13,2.8298916450856042e-05,1.625441678568771e-05,2.2812931643487305e-09,9.706994133527055e-07,2.2191786589171196e-06,3.087271430971811e-06,1.2873855464958255e-07,4.778884733718787e-07,7.059133372928935e-10,2.1533942017737395e-11,1.242579352189923e-10,3.9711512348288553e-10,1.3030447982809806e-11,1.8270067047510216e-10,4.884998542278586e-08,5.278268843795115e-19,2.93592894862245e-16,3.6189594727000155e-16
6.628057531759465e-07,0.7742028223362409,3.76,0.0,0.719399719435184,0.9999817497906756,1.4988743548750112e-06,1.6655084754715026e-18,3.78278135889577e-13,2.9079143671130135e-05,1.6641336495411435e-05,2.345748416450023e-09,9.911813486797596e-07,2.2321359733659798e-06,3.1954652829762264e-06,1.35490053058663e-07,4.844123575371187e-07,7.271227704436979e-10,2.2799279043393852e-11,1.3470221699329238e-10,4.2925210969881664e-10,1.3838466991234966e-11,1.9663307443475414e-10,5.107922640082403e-08,5.722169595748351e-19,3.228178523532607e-16,4.077154000881756e-16
