Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983)
0.00044761329817549035,0.9569836339143096,3.76,0.0,3.220551698504911e-11,0.0006723333873618397,0.981788033246637,2.145375282157107e-12,6.69133368634973e-13,4.646909356575854e-11,5.014105965543037e-07,8.524583109679859e-19,0.010055321430326425,0.04994941061110363,0.4784886190591739,1.4531038970221682e-08,0.0006607760667401049,1.0068113154701646e-13,1.4437788212042575e-20,3.322374496512518e-17,3.327646397566275e-21,1.3148046253274183e-06,0.4841297361252486,3.5961098575140145e-07,1.2259038069091685e-22,1.5195415221253977e-17,2.4027616546052443e-14,2.926518021805487e-17,1.6899051518454333e-13,2.1800295691366547e-12,5.551927471727219e-17,9.806746156582704e-25,7.023434862221042e-17,6.080231277109569e-09,0.2610089531835363,1.1406540984960124e-14,6.01997799901342e-14,1.2914392361578804e-18,1.0921141899710417e-20,1.450397093353882e-17,9.127749841952493e-08,4.564552988780762e-22,5.245212034808555e-26,3.7205649246045425e-10,3.6966058582047286e-08,-4.36996703474265e-22,4.171885373536882e-20,2.299092487850634e-18,2.7081089426470304e-12,5.314228309570714e-18,2.813678005818046e-22,5.843386145044951e-31,7.957492382720755e-08,5.951174327402474e-11,4.3370422736282434e-16,-1.1182119554712218e-23,9.774054197706927e-19,-8.618883787924437e-26,7.540112025146894e-27
0.00045234230364230596,0.956937860917997,3.76,0.0,3.234430547364734e-11,0.0006602654007739169,0.9819316552328498,2.1089108418676633e-12,6.617321813281882e-13,4.6425263912320685e-11,4.923967387131802e-07,8.364056219409082e-19,0.009965834437218088,0.049510123421446624,0.47860939901063965,1.4554446016498679e-08,0.0006489680491421735,9.998834112584993e-14,1.2821104108523787e-20,2.968830366271577e-17,3.1115526210838615e-21,1.3071555816980228e-06,0.4841479052224679,3.5420715947251014e-07,1.08095672850453e-22,1.3514797182016222e-17,2.1535998245542896e-14,2.5980984074034866e-17,1.6765597664646331e-13,2.173988658909074e-12,5.465131358439407e-17,8.843916705780755e-25,6.91108417567027e-17,6.026723014523276e-09,0.26099079327664815,1.1386929929100402e-14,6.055408588956519e-14,1.28786131702401e-18,1.080879542944256e-20,1.4492172836963883e-17,9.047429561935293e-08,3.078925635242288e-22,3.828505923278163e-27,3.6855431796584965e-10,3.6953374818928824e-08,-1.8629229766828691e-22,4.159006591449499e-20,2.28590066979531e-18,2.694803164008422e-12,4.7161812980566844e-18,-2.5150292991842977e-22,-1.2119482818183334e-31,7.888311067042607e-08,5.950190295599987e-11,4.3366953029019677e-16,-1.424677077758986e-24,9.774951542406959e-19,-3.0052166172291385e-27,-6.704118077430319e-27
0.0004570713091091216,0.956892898591017,3.76,0.0,3.248228484311591e-11,0.0006485125716714186,0.982072652013467,2.0731598388495734e-12,6.544238474294563e-13,4.638065963463865e-11,4.836169558064094e-07,8.207648168105054e-19,0.00987787558657529,0.04907827374811699,0.47872832104179847,1.4577579720728736e-08,0.0006374672628128707,9.930488346130067e-14,1.1429893149481456e-20,2.662941307649329e-17,2.92533053669704e-21,1.2995896170358506e-06,0.48416591543807286,3.489224271079911e-07,9.568526047104268e-23,1.206583141264236e-17,1.9375156706525022e-14,2.3168054623729934e-17,1.6633842012260396e-13,2.1678683315438157e-12,5.380341392535435e-17,8.016753454254044e-25,6.801384349287787e-17,5.974117524046191e-09,0.26097279214219976,1.1367866872143187e-14,6.090908493206798e-14,1.2844196710719289e-18,1.0698489421194497e-20,1.4480108679933555e-17,8.968464360648971e-08,-2.541969884983808e-22,-3.980892395151636e-26,3.651149859231577e-10,3.694086254513088e-08,-2.1112304456933302e-22,4.146482448128595e-20,2.273016714951645e-18,2.6816060538997948e-12,4.201792733771874e-18,-2.2459026574098865e-22,-5.205872736977796e-31,7.820297853114183e-08,5.949229527472195e-11,4.336360105400547e-16,4.305821242512777e-24,9.775835324167781e-19,3.251736891441652e-26,-6.010478819512297e-27
0.0004618003145759372,0.956848725945801,3.76,0.0,3.2619464685721225e-11,0.0006370641873177698,0.9822110929940834,2.0381091702616005e-12,6.472074497051647e-13,4.633531008862319e-11,4.750633435806953e-07,8.0552263320367405e-19,0.009791406833044608,0.04865367742898699,0.4788454268592782,1.4600444675656051e-08,0.0006262632933148948,9.863057151997365e-14,1.0230665350696428e-20,2.397872938697873e-17,2.7652943591340284e-21,1.2921054772103273e-06,0.4841837662706665,3.4375334808678336e-07,8.503489187574708e-23,1.0814078928005495e-17,1.7497884455552055e-14,2.073658755069216e-17,1.6503762430468514e-13,2.1616741434995927e-12,5.297496516389274e-17,7.304976563112625e-25,6.694253111393959e-17,5.922392642218882e-09,0.2609549502834823,1.1346977293492824e-14,6.12617264481119e-14,1.2811229010092192e-18,1.05908410054858e-20,1.4467786323150753e-17,8.890820971336328e-08,2.688416246733127e-22,9.805239806277833e-27,3.6173686243573605e-10,3.6928519566388686e-08,9.235890866869835e-23,4.133972569760774e-20,2.260502879613506e-18,2.668516750741121e-12,3.757525933378384e-18,-3.4502598943928474e-22,1.0605315967939693e-31,7.753424126452e-08,5.948291206595314e-11,4.3360361817331983e-16,-3.1588886644447803e-24,9.776705680232012e-19,-2.544335931737836e-26,-9.176030428320272e-27
0.0004665293200427528,0.9568053226583829,3.76,0.0,3.2755854503100085e-11,0.0006259099810467359,0.9823470452331517,2.00374409045972e-12,6.400824439270175e-13,4.6289235428567155e-11,4.667283249073567e-07,7.906659672406233e-19,0.009706391367682777,0.04823615626909886,0.4789607569147457,1.4623045377353616e-08,0.0006153461593174609,9.796522309329209e-14,9.193069815066447e-21,2.1675604207253657e-17,2.6274225221538182e-21,1.284701930997597e-06,0.48420145743425314,3.386966044715502e-07,7.587456881738858e-23,9.73055656105895e-18,1.5864261183980334e-14,1.8632340794116575e-17,1.6375312267754512e-13,2.1554073903428426e-12,5.2165379744311234e-17,6.69046676289393e-25,6.589611349098295e-17,5.8715269125707665e-09,0.2609372679883427,1.1327699731140406e-14,6.161181131180959e-14,1.2778751153335203e-18,1.0484367148477677e-20,1.445521157233046e-17,8.814467188353725e-08,1.2985941543639493e-22,3.937931377286295e-27,3.584183686644963e-10,3.6916343684984955e-08,1.469949557387742e-22,4.121677564794385e-20,2.248132341039019e-18,2.6555343357107754e-12,3.3744093674382892e-18,-9.857440950063829e-23,-1.5549957254246766e-33,7.68766218044679e-08,5.947374552763194e-11,4.335723057321922e-16,2.071998696347495e-24,9.777562754282376e-19,1.8183953256379525e-26,-2.632092366287596e-27
0.0004712583255095684,0.9567626691465303,3.76,0.0,3.289146192176471e-11,0.000615040109829911,0.9824805735371849,1.9700507598937164e-12,6.330476246592344e-13,4.6242457761911425e-11,4.5860463329206317e-07,7.761825427016137e-19,0.009622793567213475,0.04782553779581213,0.47907435045751834,1.4645386222242315e-08,0.0006047062909678121,9.73086609246235e-14,8.293874655223764e-21,1.9670332840946293e-17,2.5082600385305983e-21,1.2773777694684319e-06,0.48421898883616044,3.3374899564670853e-07,6.797833763496542e-23,8.790866952404562e-18,1.4440370992477355e-14,1.68150812966878e-17,1.624846884405064e-13,2.149072539992402e-12,5.1374092066145256e-17,6.158783645509227e-25,6.487382959804446e-17,5.821499557406956e-09,0.26091974535126267,1.1308500383470357e-14,6.196104379640001e-14,1.2747480460379932e-18,1.0379932999658357e-20,1.4442390746719754e-17,8.739371824831585e-08,-1.9143885132134657e-22,-6.292272260749983e-27,3.551579785108543e-10,3.690433270270826e-08,-5.398962352596756e-23,4.109516840624821e-20,2.2360558810631284e-18,2.642657922329107e-12,3.0425983754208894e-18,1.405662439502219e-22,-6.358025835469691e-33,7.622985180475329e-08,5.946478820099216e-11,4.33542028098343e-16,3.158507415429247e-25,9.778406695699797e-19,8.864938523111897e-28,3.7432279261263325e-27
0.00047598733097638403,0.9567207464538168,3.76,0.0,3.302629500377762e-11,0.0006044451340228064,0.9826117405489123,1.9370157079151197e-12,6.261021059964798e-13,4.6195004100116427e-11,4.5068529817872624e-07,7.620604600983865e-19,0.009540578947318277,0.04742165503431053,0.47918624558202033,1.4667471515029086e-08,0.0005943345100037907,9.666071241670073e-14,7.51325336600721e-21,1.792238074514046e-17,2.4053585027007676e-21,1.2701318056172678e-06,0.48423636055805186,3.2890743342887476e-07,6.115692969651762e-23,7.974381459790085e-18,1.3197334694850961e-14,1.523561139641505e-17,1.612320291097713e-13,2.142673766248239e-12,5.060055752315433e-17,5.697966751275704e-25,6.387494717282652e-17,5.7722904518328555e-09,0.2609023822923473,1.128811357089347e-14,6.230811543746018e-14,1.2717037291928921e-18,1.02771448391892e-20,1.4429331945558648e-17,8.6655046736917e-08,3.705064110334538e-23,2.9361085159947624e-27,3.5195421648697194e-10,3.6892484423284796e-08,-5.039027585214797e-23,4.097461337081847e-20,2.224200831913932e-18,2.6298866208689787e-12,2.754626403628324e-18,-9.959641442076699e-24,3.1384395113188157e-32,7.559367130783217e-08,5.94560329533152e-11,4.335127423645134e-16,-1.261314169829145e-24,9.779237658843065e-19,-9.282759163029164e-27,-2.610694287557046e-28
0.00048071633644319964,0.956679536236838,3.76,0.0,3.3160363084234614e-11,0.000594115999818036,0.9827406068246043,1.9046251448855505e-12,6.192450877853781e-13,4.6146897637927765e-11,4.429636321629712e-07,7.482883359549217e-19,0.009459714122762163,0.047024346315361135,0.4792964792665286,1.4689305471360243e-08,0.0005842220118129471,9.602120952563851e-14,6.83453547329441e-21,1.6396806461206393e-17,2.316581020041518e-21,1.2629628743068942e-06,0.4842535728403086,3.241689377276671e-07,5.525187855666376e-23,7.263683497738825e-18,1.2110580135927248e-14,1.3861044214607896e-17,1.5999482925017684e-13,2.1362135471384622e-12,4.984425162566732e-17,5.298019612218007e-25,6.289876149005718e-17,5.7238801015542355e-09,0.2608851785729438,1.1268217604919519e-14,6.265226442337727e-14,1.2687167110276953e-18,1.0175721406360739e-20,1.441604220489666e-17,8.59283647433051e-08,5.011237942576001e-23,-5.378452626361043e-28,3.488056558599432e-10,3.688079665499614e-08,5.588223644686811e-23,4.0854768785696816e-20,2.2125163627553206e-18,2.6172195307733295e-12,2.5045263952648094e-18,-6.274350800145221e-23,-3.5080411082522405e-32,7.496782845856688e-08,5.944747296152263e-11,4.3348440771339046e-16,1.3451351217902042e-24,9.780055802320813e-19,1.045335154870227e-26,-1.6760883850782097e-27
0.00048544534191001526,0.9566390208309902,3.76,0.0,3.3293675216387195e-11,0.0005840440175540319,0.9828672309295281,1.872865802461456e-12,6.12475535618698e-13,4.60981589783521e-11,4.354332151137378e-07,7.348552090318796e-19,0.009380166757215959,0.04663345503425057,0.4794050874233501,1.4710892215764797e-08,0.0005743603450649842,9.538998856054348e-14,6.243264696569038e-21,1.506266675221319e-17,2.2398079764605177e-21,1.255869831413928e-06,0.484270626063515,3.195306313965537e-07,5.012803693417113e-23,6.643892365929509e-18,1.1159079891803464e-14,1.2666870188793162e-17,1.587728320678407e-13,2.1296952108212815e-12,4.9104669005773255e-17,4.950092209119609e-25,6.194459398132222e-17,5.676249614899091e-09,0.2608681338141581,1.1248807222294163e-14,6.299462045093361e-14,1.2658179325527548e-18,1.0075973548479624e-20,1.4402527877744875e-17,8.521338870632283e-08,-3.7951234233902946e-22,-1.5090919582999586e-26,3.457109163932954e-10,3.68692672136955e-08,-9.33492356783446e-23,4.0735547164658486e-20,2.2010627215180036e-18,2.604655751891638e-12,2.2867188031158263e-18,2.2308574691835275e-22,-4.1831048792348447e-32,7.435207914853558e-08,5.943910169488316e-11,4.334569852900918e-16,2.2738508324045605e-25,9.780861288203506e-19,-2.242495546542899e-27,5.941398797495104e-27
0.0004901743473768309,0.9565991830381402,3.76,0.0,3.342623952585345e-11,0.0005742208448488351,0.9829916695129476,1.841725042808212e-12,6.05792443880726e-13,4.60488130640905e-11,4.280878819044078e-07,7.217504473306524e-19,0.009301905523037073,0.046248829456578676,0.4795121049410473,1.4732235785845871e-08,0.0005647413968916017,9.476689002384416e-14,5.726782129664026e-21,1.3893912321186687e-17,2.1733680621611527e-21,1.2488515530758007e-06,0.48428752073465553,3.149897363202972e-07,4.5672389245399046e-23,6.102372175180482e-18,1.0324824027803265e-14,1.1619963231184391e-17,1.5756579604451773e-13,2.123123234810485e-12,4.8381322667589794e-17,4.646608490866761e-25,6.101179119571375e-17,5.6293806800481555e-09,0.2608512475106589,1.1227338974178163e-14,6.333453803351443e-14,1.2629970675897135e-18,9.977839576884981e-21,1.4388796805006075e-17,8.450984376794211e-08,3.4898929112630355e-23,8.683524777871764e-27,3.4266866255406665e-10,3.685789392459473e-08,-1.6705226153550865e-22,4.0616981885044085e-20,2.189824506208235e-18,2.592194385724031e-12,2.0965707186134757e-18,9.8658159085598e-23,1.1045286731465333e-31,7.374618673168705e-08,5.943091290305217e-11,4.3343043811446895e-16,-3.4474095322204265e-24,9.78165428163149e-19,-2.554697597534758e-26,2.6399060765012703e-27
0.0004949033528436464,0.9565600062984264,3.76,0.0,3.355806471169406e-11,0.0005646384714067181,0.9831139773786268,1.8111898337285265e-12,5.991950612738033e-13,4.599888292375656e-11,4.2092171138286053e-07,7.089639197003358e-19,0.009224900065296108,0.04587032254344826,0.4796175657193348,1.4753340140097738e-08,0.0005553573768508409,9.415175852182709e-14,5.2749659199110424e-21,1.286905012271818e-17,2.1160663370519024e-21,1.2419069357463114e-06,0.48430425747519223,3.105435694829417e-07,4.1789450692137445e-23,5.628418228763613e-18,9.592372612407506e-15,1.0701417378897421e-17,1.563734012070818e-13,2.116499462102676e-12,4.767374316785005e-17,4.38155002076791e-25,6.009972365794463e-17,5.583255544803651e-09,0.2608345190426008,1.120600474333218e-14,6.367022668475296e-14,1.2601960073166538e-18,9.880684573917256e-21,1.4374856256519905e-17,8.381746346964255e-08,5.820921829856199e-22,2.487290887606978e-26,3.3967760182433833e-10,3.684667462340433e-08,1.7780612506104523e-22,4.0498707018541007e-20,2.1786855651005378e-18,2.5798345259775677e-12,1.9305788625081315e-18,-3.3817077325938346e-22,9.903581009596542e-32,7.314992176180168e-08,5.942290060057737e-11,4.3340473096880307e-16,4.569246912838836e-25,9.782434950347248e-19,6.0003344336010806e-27,-9.006386994956011e-27
0.000499632358310462,0.9565214745323413,3.76,0.0,3.368915964381802e-11,0.0005552892043011987,0.9832342075543908,1.7812475168154322e-12,5.926823856143265e-13,4.594838389268998e-11,4.139290154719829e-07,6.964859618189067e-19,0.009149120966811928,0.04549779178473725,0.4797215027003762,1.4774209152951579e-08,0.0005462008006957825,9.354444265991319e-14,4.8795562495090166e-21,1.1969174400649608e-17,2.0665889335641457e-21,1.235034896218872e-06,0.4843208370099644,3.0618953897112823e-07,3.839771149167689e-23,5.212860882940538e-18,8.948491748762587e-15,9.906172683407793e-18,1.5519538379947664e-13,2.109825717786872e-12,4.6981477848349993e-17,4.14975254033563e-25,5.920778479847431e-17,5.537856997243402e-09,0.26081794768672534,1.1187525158645363e-14,6.400421282275171e-14,1.2574574146161192e-18,9.78478443065727e-21,1.436071115722815e-17,8.313598946208526e-08,-4.715009298539002e-22,-3.072158660456801e-26,3.367364830738876e-10,3.683560715840454e-08,2.145026071375969e-22,4.0380632488571757e-20,2.1677157190690247e-18,2.567575270539773e-12,1.7852068775270622e-18,3.0286044665271854e-23,-2.0030703538968397e-31,7.256306173841202e-08,5.941505905263793e-11,4.3337983029452416e-16,4.726388714385129e-24,9.78320346405271e-19,3.259200886687718e-26,7.901202203499987e-28
0.0005090903692440932,0.9564462842242578,3.76,0.0,3.394919276948636e-11,0.000537260712036265,0.9834686384846917,1.7230937719768257e-12,5.799068750748041e-13,4.584577711204349e-11,4.0044239339199674e-07,6.724181099037455e-19,0.009001128649092182,0.04477011028116045,0.4799249324704304,1.4815256231229054e-08,0.0005285414959940091,9.235267127390756e-14,4.227293027430396e-21,1.0481386732100309e-17,1.987003356125794e-21,1.2215043140900814e-06,0.48435352781422203,2.9774795398186827e-07,3.282551250862019e-23,4.526845327140502e-18,7.882701294406563e-15,8.582695391987752e-18,1.5288175026128525e-13,2.0963474610797925e-12,4.564115914313832e-17,3.7680303514762294e-25,5.748197596916832e-17,5.449173394822809e-09,0.26078527296566817,1.11441688038905e-14,6.46632075881778e-14,1.2522167853720108e-18,9.598134242355317e-21,1.4331838847850164e-17,8.18047656060176e-08,-1.3763684481281003e-22,-4.478447317493758e-27,3.309992642619214e-10,3.6813919206888034e-08,4.624869253700131e-23,4.014438098088905e-20,2.146454857740371e-18,2.5433549834815567e-12,1.5454180695311533e-18,5.29655425054692e-23,2.0779167970044142e-32,7.141669970955416e-08,5.939986647047028e-11,4.3333232196394003e-16,-3.7275945013393464e-25,9.784704712108897e-19,-2.8283468035149532e-27,1.413552797694255e-27
0.0005176025790843613,0.9563806678251645,3.76,0.0,3.418080729169888e-11,0.0005217610890824537,0.9836730186448444,1.6726636697632e-12,5.686889061161838e-13,4.575169789224747e-11,3.888450430304202e-07,6.517211491905796e-19,0.008871852543561973,0.04413429238530261,0.4801031199932243,1.48514309550126e-08,0.0005133566986544506,9.130536429548312e-14,3.765888950060551e-21,9.42702560829482e-18,1.9328170382966146e-21,1.209564532289827e-06,0.4843824209145788,2.9044137333276007e-07,2.8902839744185666e-23,4.041735776776561e-18,7.127955386834908e-15,7.647193136509516e-18,1.5084628912437586e-13,2.084079222943134e-12,4.4483025741899086e-17,3.498432263339849e-25,5.599193922717763e-17,5.371680763226226e-09,0.2607563940353095,1.1104198552537685e-14,6.524812219599402e-14,1.2476277780980292e-18,9.433453009519789e-21,1.4305223398419907e-17,8.064152724714216e-08,3.387730869279116e-22,1.6926144356087957e-26,3.259948087988261e-10,3.679489806978715e-08,6.001459293778235e-23,3.9933721450282e-20,2.1277253040541384e-18,2.521891756021259e-12,1.3761347089362611e-18,-1.1465939783261864e-22,6.895582829003724e-32,7.041503992918174e-08,5.938672433195308e-11,4.3329201707437736e-16,2.849521061722925e-25,9.786015991893285e-19,2.8413932228382763e-27,-3.053365806479478e-27
0.0005261147889246295,0.9563169135611135,3.76,0.0,3.441018127239168e-11,0.0005069100667029338,0.9838714176699453,1.623970905314369e-12,5.577305999223687e-13,4.565607935421165e-11,3.7773082856910023e-07,6.318876402554136e-19,0.008746131537223811,0.04351581019585796,0.48027684259109643,1.4886899842525454e-08,0.0004988050294386965,9.028119352013592e-14,3.397593098265795e-21,8.583339557297466e-18,1.8916405631603676e-21,1.197843924262778e-06,0.48441081960762217,2.833968028513589e-07,2.5768843709519166e-23,3.6533930251766935e-18,6.524450643199716e-15,6.930002569045382e-18,1.4885366890958796e-13,2.0716909856915976e-12,4.336816724878906e-17,3.2830917509163983e-25,5.455863540477763e-17,5.296297210781209e-09,0.2607280092321235,1.1074771399138537e-14,6.582792310676797e-14,1.2431613743443613e-18,9.271515507879482e-21,1.4278044568404654e-17,7.950994685735578e-08,-4.812079523867803e-21,-2.469125971498783e-25,3.211344345633117e-10,3.677633617116416e-08,-2.83180037686013e-22,3.972348589901469e-20,2.109350320785706e-18,2.500740503618969e-12,1.2407786924481644e-18,1.9599027374151575e-21,-1.2853002736229876e-30,6.944068303037801e-08,5.937405652223049e-11,4.3325387060082983e-16,1.4844202999301452e-23,9.787290574078349e-19,9.444966407704298e-26,5.213064374456267e-26
0.0005346269987648976,0.9562549444826864,3.76,0.0,3.463736207407655e-11,0.0004926724419944398,0.9840640890899429,1.5769513926826675e-12,5.470251994039577e-13,4.555906014536918e-11,3.670736822257901e-07,6.128715022190999e-19,0.008623823577021711,0.042913975118657584,0.480446262087575,1.4921682734468185e-08,0.0004848522288749494,8.927940351297378e-14,3.100230979381648e-21,7.907774312603938e-18,1.8610061993463094e-21,1.1863368399478973e-06,0.4844387306328465,2.766019772176597e-07,2.3248538909459185e-23,3.3408628550487785e-18,6.040768878034348e-15,6.30341264858296e-18,1.4690324825834872e-13,2.0592123684007008e-12,4.229446525081792e-17,3.1096955081267253e-25,5.31792369764352e-17,5.222939400659001e-09,0.26070011182467673,1.1026366278449141e-14,6.639124556402715e-14,1.2390322208206027e-18,9.117501117637945e-21,1.4250347778902364e-17,7.840877355115834e-08,-1.3537031148243661e-21,-4.542749436891105e-26,3.1641214326237244e-10,3.675822160282902e-08,-6.578357944980769e-22,3.951216742208475e-20,2.0919995968945296e-18,2.479896049500041e-12,1.1319023589580371e-18,8.508968244433293e-22,5.226552332514169e-32,6.849255091943073e-08,5.936183721847762e-11,4.332177365361844e-16,-1.150561702234722e-23,9.788529469398526e-19,-8.576875247903237e-26,2.2697560759643616e-26
0.0005431392086051657,0.95619468775613,3.76,0.0,3.4862403028856345e-11,0.00047901534523884284,0.9842512725699791,1.53154338845548e-12,5.365680227667433e-13,4.546073814684439e-11,3.568492540632906e-07,5.946307971437661e-19,0.008504793988563774,0.0423281342041479,0.4806115326576128,1.4955798780064028e-08,0.0004714662987241633,8.829927153881301e-14,2.8592597403235042e-21,7.363983462533358e-18,1.838253315927255e-21,1.1750378101889848e-06,0.4844661611759252,2.7004533555278014e-07,2.1204437710958918e-23,3.087981695076681e-18,5.6523863233337524e-15,5.780397751964152e-18,1.4499334264009026e-13,2.046649742600924e-12,4.1259928850306664e-17,2.9693136145162287e-25,5.1851089519427916e-17,5.1515282700281145e-09,0.2606726946350516,1.0969546483318865e-14,6.693532769626983e-14,1.2348319034087016e-18,8.965394704172332e-21,1.4222165557481184e-17,7.733682059411089e-08,6.99465404225855e-21,3.575243977870768e-25,3.1182225951999206e-10,3.6740542678976916e-08,4.660365730366298e-23,3.929794787018226e-20,2.0747275995875747e-18,2.4593532229549675e-12,1.043960421454483e-18,-2.5464687750534025e-21,1.62806270844367e-30,6.756962059094856e-08,5.935004240468255e-11,4.331834804407249e-16,-1.6839658108265296e-23,9.789733682524122e-19,-1.119283398673826e-25,-6.774069889275293e-26
0.0005516514184454338,0.956136074412558,3.76,0.0,3.508534021816596e-11,0.00046590805915267924,0.9844331948171887,1.4876851751302403e-12,5.263548653256692e-13,4.5361142985298745e-11,3.470347796573924e-07,5.771266456846985e-19,0.008388915009963225,0.041757667897462776,0.4807728012789523,1.4989266482867667e-08,0.0004586173291661041,8.734010574923229e-14,2.665329052125204e-21,6.923807757521754e-18,1.8214874431492237e-21,1.1639415400381566e-06,0.48449311877468326,2.6371597407470803e-07,1.9531846408861934e-23,2.8823033800794093e-18,5.340128226113975e-15,5.44548817603335e-18,1.4312202992114476e-13,2.0339941693672343e-12,4.026268572180828e-17,2.8553396038419957e-25,5.057169938226032e-17,5.081988763947515e-09,0.2606457501328896,1.095026188400454e-14,6.748841301130364e-14,1.2305597301732585e-18,8.81073967249995e-21,1.419350980943053e-17,7.629296140883513e-08,-3.468774645731598e-21,-2.1822084037673924e-25,3.073594098981313e-10,3.672328794764837e-08,1.0956974605161383e-21,3.9087619546073026e-20,2.057154746120878e-18,2.4391068551342195e-12,9.724140952328458e-19,7.334703610595318e-22,-1.4855321991999675e-30,6.66709207223838e-08,5.933864972586562e-11,4.331509784305978e-16,3.525366114467817e-23,9.790904208414502e-19,2.500660741303846e-25,1.9402312354658504e-26
0.0005601636282857019,0.9560790391085109,3.76,0.0,3.530620043752783e-11,0.00045332185104082534,0.984610070427538,1.4453192018255952e-12,5.163774434483513e-13,4.526040404757794e-11,3.3760895611588384e-07,5.603203505978748e-19,0.008276065355047645,0.04120198793887136,0.4809302081535745,1.5022103617183463e-08,0.00044627734337034596,8.640124357556912e-14,2.5049505696314555e-21,6.5690109762416e-18,1.81013913340471e-21,1.1530428985481775e-06,0.4845196112376937,2.576036032192766e-07,1.815562813028495e-23,2.714178341649874e-18,5.089217919665581e-15,5.1198688563273584e-18,1.412895616326109e-13,2.021286238232518e-12,3.9300974268845e-17,2.761273005042736e-25,4.9338722872082645e-17,5.01424958611362e-09,0.2606192705168111,1.0917149819107823e-14,6.804652751025286e-14,1.2270445430010118e-18,8.667249323266607e-21,1.4164423657245908e-17,7.527612583393648e-08,-1.0402244435974529e-20,-4.922541262754907e-25,3.030185034941636e-10,3.6706446199761585e-08,-4.756225548118815e-22,3.8883202934656913e-20,2.0413325089642513e-18,2.419151894506998e-12,9.137409072993552e-19,3.854256959539538e-21,-1.4687480176383153e-30,6.579552850332222e-08,5.93276383602111e-11,4.3312011629917177e-16,-3.716214484766422e-24,9.792042029262882e-19,-3.1703951824631543e-26,1.0263645330095098e-25
0.00056867583812597,0.9560235198877471,3.76,0.0,3.552505467200777e-11,0.0004412298212650901,0.9847821026730309,1.4043921297900992e-12,5.066298433697611e-13,4.5158715007715395e-11,3.2855183179526143e-07,5.441765101007176e-19,0.00816612981366544,0.040660535427536504,0.4810838870885634,1.505432729664455e-08,0.0004344201437803573,8.548205041461073e-14,2.3714000466662113e-21,6.2837670401231346e-18,1.803071112132443e-21,1.1423369170988033e-06,0.48454564657470706,2.5169850536469886e-07,1.7012988930806888e-23,2.5760345284992967e-18,4.887850507558069e-15,4.748984324140015e-18,1.3949516345390699e-13,2.008554192917518e-12,3.8373135196799544e-17,2.6835655542290006e-25,4.814995466346835e-17,4.948242970575636e-09,0.26059324778399556,1.0822988098356007e-14,6.854333552559229e-14,1.2234245766305201e-18,8.531758804164487e-21,1.4134968114367514e-17,7.428529669773878e-08,1.529486757698662e-20,8.258680800488e-25,2.987947136046903e-10,3.669000647459553e-08,-2.550910894357409e-21,3.866387607627162e-20,2.0260744962647552e-18,2.399483393781561e-12,8.656322129933738e-19,-4.1939803975986454e-21,3.778161126052193e-30,6.494256668127487e-08,5.931698888103072e-11,4.330907885645505e-16,-6.142303749940014e-23,9.793148111669422e-19,-4.348138319689947e-25,-1.1145260598754718e-25
0.0005771880479662381,0.9559694579724566,3.76,0.0,3.574195992124319e-11,0.00042960676755561403,0.9849494842232103,1.364846607823956e-12,4.97112149309784e-13,4.505600662152913e-11,3.1984470829958366e-07,5.28664244705177e-19,0.008058998877386859,0.040132779016245415,0.48123396586448236,1.508595419436972e-08,0.0004230211786540393,8.458191740911941e-14,2.2656443664955945e-21,6.051314360130527e-18,1.798326920200304e-21,1.1318187855973138e-06,0.4845712329387434,2.4599149631573303e-07,1.605400598762717e-23,2.4620167573306444e-18,4.72627717886692e-15,4.623353091347154e-18,1.3773504327653492e-13,1.9957428670063614e-12,3.747760436598112e-17,2.620133850259014e-25,4.700331802200069e-17,4.883904467182285e-09,0.26056767378809753,1.0797627651611884e-14,6.902393820717164e-14,1.2187454825065528e-18,8.382101721138754e-21,1.410512464025956e-17,7.331950659809113e-08,1.2155409052424216e-20,5.032552409947461e-25,2.9468346096508735e-10,3.6673958060672455e-08,2.206103660391664e-21,3.844451397775881e-20,2.008472084654678e-18,2.380096253286247e-12,8.259463942763961e-19,-4.919198380827722e-21,2.1901194157634017e-31,6.411120080648176e-08,5.930668314849397e-11,4.3306289773383124e-16,5.39627214813249e-23,9.794223404818484e-19,3.847488943565994e-25,-1.3116995764607942e-25
