Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295)
0.00010633966209379124,0.8985445306793857,3.76,0.0,3.9298606733762e-06,0.08340357040360104,0.9178609036789681,1.9779549131999584e-06,7.928167666530124e-07,5.240167746249435e-06,6.020602674015401e-05,1.58607799809933e-11,0.06299468577703297,0.1614256604027722,0.2041371947789894,1.9921777068664202e-06,0.03323610794171725,3.5959725455908947e-10,1.430988494830015e-10,1.3230931419446712e-07,1.5748836527075128e-11,2.6224395969243575e-06,0.41511754283778673,9.474041348569563e-06,2.912052011451564e-12,9.81183985847371e-08,5.000691732281868e-05,3.7868084708472426e-07,3.2413296391625114e-07,7.391734635927613e-07,2.712198823022443e-15,2.70007412635765e-14,7.049132839830099e-15,1.66803991345434e-08,0.20191750740112552,1.21221919981287e-06,1.5620293860946721e-06,2.713000881287896e-10,4.258104088725019e-12,3.027658017881726e-11,2.4065880946276005e-07,2.891555900084591e-08,3.6898956693796545e-11,2.086676182468798e-09,1.5008245240894738e-07,1.187069919840558e-08,5.244119744077576e-12,6.264757516381381e-10,6.171128934238255e-08,5.0838461201359134e-08,2.1925124951336942e-07,1.646837982262422e-14,3.236370936038717e-07,4.767887566895564e-11,3.52523363838657e-16,2.6194290345969962e-09,6.95436206124199e-19,1.4301659995121397e-11,4.287796257441591e-12,1.877320848336204e-15,2.3551700868479602e-17,1.3707218767001816e-12,4.3550216783366e-11,1.3585903727299262e-19
0.00010638935553208302,0.8985255543240067,3.76,0.0,3.7452590072747284e-06,0.08322998344031105,0.9178539092736759,1.8931955929549924e-06,7.574950370391577e-07,5.000692871095274e-06,6.008370248463032e-05,1.5104623442279555e-11,0.06300692852323533,0.16149670444980646,0.20410590770339454,1.9015855992781755e-06,0.03323904390410141,3.432028032137283e-10,1.3667734048773594e-10,1.263718054993265e-07,1.4763910620578265e-11,2.5869713310178625e-06,0.41478917767102397,9.475812332678928e-06,2.7835401458247854e-12,9.374517627967056e-08,4.77641991029787e-05,3.61674624157945e-07,3.096056356406635e-07,7.059557365359854e-07,2.6096354329575657e-15,2.579440198719794e-14,6.747150816335246e-15,1.659777908746698e-08,0.20225143489571892,1.1575121412193653e-06,1.491524755967666e-06,2.5917065789477797e-10,4.067792419593085e-12,2.892944891109735e-11,2.4116454047809713e-07,2.7331148976996586e-08,3.4890538485923686e-11,2.0915703595029033e-09,1.4494595612835406e-07,1.1222322941728487e-08,5.009794773621964e-12,5.984695097523798e-10,5.890157968954842e-08,4.858812795982126e-08,2.0722381418302454e-07,1.5532909041592317e-14,3.251240908327602e-07,4.777066882904309e-11,3.5293045183283086e-16,2.4772938925813044e-09,6.962390928079483e-19,1.3525320377837483e-11,4.052585514007868e-12,1.7894850800078834e-15,2.1467223552256213e-17,1.3244151612170259e-12,4.118690728546004e-11,1.3601593939820504e-19
0.00010643904897037481,0.8985065779761233,3.76,0.0,3.569458465552031e-06,0.08305860695165854,0.9178451059363442,1.8119754521934552e-06,7.237280637488938e-07,4.77221524166205e-06,5.9963045546227226e-05,1.4385002571533413e-11,0.06301827946300657,0.16156613139392437,0.2040775338907303,1.815114496652872e-06,0.03324128131306744,3.27555442873621e-10,1.3054569167404193e-10,1.2070163245088576e-07,1.3848527530524581e-11,2.553054978106345e-06,0.4144613493717065,9.47738632788483e-06,2.660643667727153e-12,8.956589901574325e-08,4.562174959223127e-05,3.454270535922795e-07,2.957224331424971e-07,6.742213573493466e-07,2.5118895333150274e-15,2.464179756715023e-14,6.459383871255939e-15,1.6520275665869418e-08,0.20258457576243186,1.1052547602065075e-06,1.4241795608373535e-06,2.475768007903265e-10,3.885879151632991e-12,2.7641645450891167e-11,2.4166744817411845e-07,2.583280147235767e-08,3.299007890246672e-11,2.0964229205988195e-09,1.400088475767764e-07,1.0609109675200349e-08,4.7858206536185055e-12,5.716996961352309e-10,5.621974240142897e-08,4.6436617614570864e-08,1.9585002859660662e-07,1.4650443865216603e-14,3.2660257501871815e-07,4.786157529441268e-11,3.5333039052624684e-16,2.342783831329777e-09,6.970279102435455e-19,1.2790651462977932e-11,3.830157353273107e-12,1.7057838310843108e-15,1.9567597058957135e-17,1.2798754873451983e-12,3.8950457659231384e-11,1.3617008614511883e-19
0.0001064887424086666,0.8984876020779503,3.76,0.0,3.4020334295178283e-06,0.08288938758794714,0.9178345542273357,1.734154290569643e-06,6.914492656240579e-07,4.554229725207133e-06,5.984401330228986e-05,1.3700129246058293e-11,0.06302876073820549,0.16163397393762063,0.20405199209063987,1.7325790811833928e-06,0.033242837459728815,3.1262141758612357e-10,1.2469071547727948e-10,1.1528673606512139e-07,1.2997264175598714e-11,2.520621505067044e-06,0.4141340728135503,9.478768306114408e-06,2.5431227411383553e-12,8.557209307160729e-08,4.357514120442408e-05,3.2990489724724525e-07,2.824554969544679e-07,6.439052537789744e-07,2.4187356508076582e-15,2.354055339542302e-14,6.185164978766633e-15,1.6447642598284875e-08,0.20291692621590732,1.0553395525420935e-06,1.3598549112221976e-06,2.364955155107313e-10,3.712003950734583e-12,2.641061780300237e-11,2.4216755851751097e-07,2.4415895780744428e-08,3.1191874170590234e-11,2.101234352367476e-09,1.3526383318760945e-07,1.002916969332574e-08,4.5717519532617364e-12,5.461132227440188e-10,5.3660005289649544e-08,4.4379674753376706e-08,1.8509481488363294e-07,1.3817989461556464e-14,3.2807255173088333e-07,4.795160410691678e-11,3.5372327685721953e-16,2.2154960563798175e-09,6.978028490259351e-19,1.2095450268983166e-11,3.619825825562114e-12,1.6260228981822468e-15,1.783640869496472e-17,1.2370401849845729e-12,3.6834157070520623e-11,1.3632151487171397e-19
0.00010653843584695838,0.898468627055675,3.76,0.0,3.2425791266790476e-06,0.08272227332385854,0.9178223131522207,1.659596886797091e-06,6.605947593153518e-07,4.346254237148664e-06,5.9726564269554446e-05,1.3048303907695637e-11,0.06303839402743762,0.1617002640822833,0.20402920289316537,1.653802156033273e-06,0.03324372929185945,2.9836846575810417e-10,1.1909983429231532e-10,1.1011560321818564e-07,1.2205150106411707e-11,2.489604860662392e-06,0.41380736222229225,9.479963145320784e-06,2.430747322118316e-12,8.175564361261292e-08,4.162013653120327e-05,3.1507631980959555e-07,2.697781142574523e-07,6.149451039644682e-07,2.3299587306286495e-15,2.248839859296201e-14,5.923858060122615e-15,1.6379645092802602e-08,0.20324848263891293,1.007663541180371e-06,1.2984177872582861e-06,2.2590473549188085e-10,3.545821100396678e-12,2.5233918765151278e-11,2.4266489714078747e-07,2.307605536640486e-08,2.949051454603662e-11,2.1060051365927497e-09,1.307038603208166e-07,9.480713640106595e-09,4.367161434931466e-12,5.216591580216578e-10,5.121685147543556e-08,4.241322012186482e-08,1.7492494495382376e-07,1.303271963498268e-14,3.29534028300552e-07,4.804076434616228e-11,3.5410920733763837e-16,2.0950485964148264e-09,6.985640989127842e-19,1.143762783708808e-11,3.420941152058899e-12,1.550017104166126e-15,1.6258703829796618e-17,1.195848528296931e-12,3.48316425553208e-11,1.3647026277179144e-19
0.00010658812928525017,0.8984496533200644,3.76,0.0,3.090710600126202e-06,0.08255721343088142,0.9178084401941686,1.5881728645197614e-06,6.311032618534634e-07,4.147828707515159e-06,5.9610658076017324e-05,1.2427911130996844e-11,0.06304720055114149,0.16176503313917812,0.20400908870090087,1.578614307057996e-06,0.03324397341633791,2.847657566142901e-10,1.1376105115216921e-10,1.0517724160319245e-07,1.1467628163875043e-11,2.459941854184091e-06,0.4134812311990034,9.480975629781274e-06,2.3232967930735755e-12,7.81087803782088e-08,3.975268061178263e-05,3.0091083382602596e-07,2.5766467619290356e-07,5.872812285183029e-07,2.2453536681029136e-15,2.1483161516441198e-14,5.674856583913159e-15,1.631605931643187e-08,0.20357924157876592,9.621281006862288e-07,1.2397408092727136e-06,2.1578329501118888e-10,3.3869989735545675e-12,2.410920200119279e-11,2.4315948934216946e-07,2.1809135248767763e-08,2.7880869700642e-11,2.1107357501277043e-09,1.2632211086438477e-07,8.962047266370846e-09,4.171639386186333e-12,4.982886487616144e-10,4.8885008550583373e-08,4.053334387220601e-08,1.6530894537125245e-07,1.2291967371979779e-14,3.3098701376440747e-07,4.8129065118942164e-11,3.5448827798709457e-16,1.9810792602117396e-09,6.993118486949288e-19,1.0815203508793804e-11,3.232887864829589e-12,1.4775898887918481e-15,1.482085636333226e-17,1.156241692451054e-12,3.2936881509361246e-11,1.3661636684957852e-19
0.00010663782272354195,0.8984306812670437,3.76,0.0,2.9460617289998183e-06,0.0823941584499923,0.9177929913460403,1.5197565584960928e-06,6.029159958326707e-07,3.9585140921450825e-06,5.949625543336168e-05,1.1837415414749358e-11,0.063055201076895,0.16182831174051376,0.20399157370080126,1.5068535772673551e-06,0.033243586101848466,2.717838291561192e-10,1.0866292193454699e-10,1.004611558841812e-07,1.0780518631683852e-11,2.431572038471707e-06,0.41315569274264907,9.481810450492405e-06,2.220559608194926e-12,7.462406387474606e-08,3.796889348309886e-05,2.8737924656481315e-07,2.460906364247414e-07,5.608564862023281e-07,2.164724860269642e-15,2.052276546281821e-14,5.437582226456729e-15,1.6256671896903602e-08,0.2039091997437799,9.186387873210351e-07,1.1837020159166313e-06,2.0611089620825146e-10,3.235219518578921e-12,2.3034218234024784e-11,2.4365136008573524e-07,2.061121001755169e-08,2.635807479504124e-11,2.115426664801237e-09,1.22111994907888e-07,8.471566454645276e-09,3.9847929706280545e-12,4.759548440867421e-10,4.665943816295097e-08,3.873629903093802e-08,1.5621700693885304e-07,1.1593215913571487e-14,3.324315188087004e-07,4.821651554922683e-11,3.548605842712851e-16,1.8732446433347613e-09,7.000462860752498e-19,1.0226299477184111e-11,3.055083038936365e-12,1.4085729170118032e-15,1.351045069848694e-17,1.1181627102076011e-12,3.114415502016623e-11,1.3675986389598201e-19
0.00010668751616183374,0.898411711278259,3.76,0.0,2.808284297532546e-06,0.08223306016460542,0.9177760211421566,1.4542268814109279e-06,5.759765972093751e-07,3.7778914268256995e-06,5.938331810993746e-05,1.1275357185587672e-11,0.06306241592492107,0.16189012985056905,0.20397658383570294,1.4383651536494098e-06,0.03324258328181965,2.5939453353752054e-10,1.0379452900529144e-10,9.595732498435692e-08,1.0139986569573512e-11,2.404437597190304e-06,0.41283075927190915,9.482472205655039e-06,2.122332949909188e-12,7.129437206055385e-08,3.6265063002748546e-05,2.7445360867471244e-07,2.3503247094051002e-07,5.356161731305313e-07,2.087885776639249e-15,1.9605224562178332e-14,5.211483590015696e-15,1.6201279446037614e-08,0.20423835399973828,8.771051746959345e-07,1.1301846497156053e-06,1.9686807702482388e-10,3.090177759456403e-12,2.2006811556560156e-11,2.441405340018192e-07,1.9478562448361486e-08,2.491751720757209e-11,2.120078347334641e-09,1.1806714449445855e-07,8.007752498404258e-09,3.80624559754515e-12,4.5461282154170904e-10,4.453532601253515e-08,3.701849518170727e-08,1.4762089877387082e-07,1.0934090325351982e-14,3.338675557143986e-07,4.830312476869795e-11,3.5522622104450996e-16,1.7712191823937667e-09,7.007675975555774e-19,9.6691355999976e-12,2.8869746123534598e-12,1.3428057042542896e-15,1.2316174197137659e-17,1.0815564284398979e-12,2.94480420040205e-11,1.3690079046641976e-19
0.00010673720960012552,0.8983927437216157,3.76,0.0,2.6770471102808917e-06,0.08207387157380874,0.9177575826897288,1.3914671916005638e-06,5.502310257107272e-07,3.6055609226243007e-06,5.9271808904290544e-05,1.0740349002982868e-11,0.0630688649737738,0.16195051677686528,0.2039640467756102,1.3730010659802555e-06,0.03324098055758251,2.475709747757493e-10,9.914545621411738e-11,9.165618044956394e-08,9.542512042165793e-12,2.37848323625106e-06,0.4125064426462809,9.482965401243493e-06,2.028422396174946e-12,6.811288751014256e-08,3.463763793711474e-05,2.6210716459834137e-07,2.2446763907924783e-07,5.115079254245083e-07,2.0146585483899354e-15,1.8728639849924408e-14,4.996034976578617e-15,1.6149688103831667e-08,0.20456670136639585,8.374406948923716e-07,1.0790769498886772e-06,1.8803618006125437e-10,2.9515813101227582e-12,2.1024915858987125e-11,2.4462703538765223e-07,1.8407672690188703e-08,2.3554823891368646e-11,2.1246912592676257e-09,1.1418140745683924e-07,7.569167623135987e-09,3.6356363102030224e-12,4.3421951529302763e-10,4.250807224445389e-08,3.537649235856509e-08,1.3949388666397674e-07,1.0312349537665966e-14,3.3529513830331274e-07,4.83889019078092e-11,3.5558528249613994e-16,1.6746942547664786e-09,7.014759683314233e-19,9.142024462821252e-12,2.728039789574789e-12,1.280135258011676e-15,1.1227719188066391e-17,1.0463694646796973e-12,2.784340411171672e-11,1.3703918286018228e-19
0.00010678690303841731,0.8983737789517983,3.76,0.0,2.5520351512737475e-06,0.08191654686590062,0.917737727699928,1.3313651619482295e-06,5.256274778416792e-07,3.441141100726852e-06,5.9161691619235764e-05,1.0231071955439832e-11,0.0630745676661864,0.1620095011813678,0.20395389188879645,1.3106198972481619e-06,0.0332387932017306,2.3628745871717116e-10,9.470576516384121e-11,8.754858583153006e-08,8.984862983853629e-12,2.353656079259343e-06,0.41218275418647865,9.483294451652406e-06,1.9386415984403724e-12,6.507308504441644e-08,3.30832213071012e-05,2.5031430470701307e-07,2.1437454577141215e-07,4.884816252457218e-07,1.9448735752895567e-15,1.7891195509886657e-14,4.790735215023211e-15,1.6101713102452895e-08,0.204894239014013,7.995624849443343e-07,1.030271952282284e-06,1.7959732234431737e-10,2.8191499028838332e-12,2.008655137041608e-11,2.4511088820823267e-07,1.739520799747618e-08,2.2265849332600473e-11,2.1292658568933844e-09,1.1044884134259864e-07,7.154450737252394e-09,3.4726191926102303e-12,4.1473364642558403e-10,4.0573282225417403e-08,3.3806995145328726e-08,1.3181065550263193e-07,9.725878829975517e-15,3.367142818852089e-07,4.847385608735674e-11,3.5593786210089507e-16,1.5833773217624775e-09,7.021715821941929e-19,8.643366681214422e-12,2.5777835249759467e-12,1.2204157350912154e-15,1.0235693678542566e-17,1.0125501637701737e-12,2.6325371368366372e-11,1.3717507710126338e-19
0.0001068365964767091,0.8983548173107692,3.76,0.0,2.4329487849131832e-06,0.08176104139224138,0.9177165065185855,1.273812650180993e-06,5.021163024728672e-07,3.2842679651598412e-06,5.905293103646886e-05,9.746272238241009e-12,0.06307954301506347,0.16206711109170113,0.20394605021276938,1.2510865053255597e-06,0.033236036161665296,2.2551944017969891e-10,9.04659726796924e-11,8.362581703873903e-08,8.464070463512203e-12,2.3299055668746267e-06,0.411859704694152,9.4834636804157e-06,1.8528119700711704e-12,6.216871981382771e-08,3.159856398394518e-05,2.3905051911089624e-07,2.0473250497432698e-07,4.664893101267398e-07,1.87836914965e-15,1.709115528040311e-14,4.595106539541849e-15,1.60571783493382e-08,0.20522096425992278,7.633912385723918e-07,9.83667296260828e-07,1.715343659993651e-10,2.692614930827307e-12,1.9189821312898706e-11,2.455921160974149e-07,1.6438012980606505e-08,2.1046664083766876e-11,2.13380259120224e-09,1.0686370743303173e-07,6.762313401429153e-09,3.316862794556913e-12,3.961156553198586e-10,3.87267576905491e-08,3.230684697641393e-08,1.245472356108339e-07,9.172682734851223e-15,3.381250032059164e-07,4.8557996410543055e-11,3.562840525727962e-16,1.496991113284146e-09,7.028546214406305e-19,8.17164643100493e-12,2.435737082160392e-12,1.1635081139029909e-15,9.33153999660816e-18,9.8004855470194e-13,2.4889328513923237e-11,1.3730850892060662e-19
0.00010688628991500088,0.8983358591282494,3.76,0.0,2.319502996566532e-06,0.08160731164143135,0.9176939681565017,1.2187055707743467e-06,4.79649918986235e-07,3.134594211830066e-06,5.894549289171206e-05,9.284757903560274e-12,0.06308380960960107,0.16212337391236342,0.2039404544251425,1.1942717555277268e-06,0.033232724063310036,2.152434731954067e-10,8.641702941025833e-11,7.987954360587689e-08,7.977406134070697e-12,2.307183359967863e-06,0.4115373044709376,9.48347732099204e-06,1.7707623850477972e-12,5.939381582148613e-08,3.0180558527623235e-05,2.2829235311127533e-07,1.95521704284975e-07,4.454850855221979e-07,1.814991096642285e-15,1.6326859015862152e-14,4.408693517277503e-15,1.6015916028635513e-08,0.205546874565136,7.288510630558258e-07,9.391650383921569e-07,1.638308898179495e-10,2.571719004099437e-12,1.8332908665705433e-11,2.4607074235920716e-07,1.5533100349829454e-08,1.98935438468918e-11,2.1383019078334696e-09,1.0342046485974021e-07,6.391536005498958e-09,3.1680495746916876e-12,3.783276360899119e-10,3.6964488247702116e-08,3.0873024634463864e-08,1.1768093276065992e-07,8.650878338370905e-15,3.395273203964335e-07,4.864133195551733e-11,3.566239458226369e-16,1.4152728521148896e-09,7.0352526678917965e-19,7.725427196420711e-12,2.301456665681452e-12,1.109279881179325e-15,8.507460659823422e-18,9.488163077017301e-13,2.353090201240167e-11,1.3743951373970872e-19
0.00010693598335329267,0.8983169047221833,3.76,0.0,2.2114266708877736e-06,0.08145531521382748,0.9176701603193603,1.165943768647604e-06,4.581827379506204e-07,2.9917884723746202e-06,5.8839343850387444e-05,8.84539577423151e-12,0.06308738562151857,0.16217831643592745,0.20393703881445768,1.1400522637028807e-06,0.03322887121497836,2.0543716327871071e-10,8.255029949619198e-11,7.630181083566591e-08,7.522361671316824e-12,2.2854432464622065e-06,0.4112155633368656,9.483339517611485e-06,1.6923288867238662e-12,5.674265487334056e-08,2.8826233260452252e-05,2.1801736424590289e-07,1.8672317071050453e-07,4.2542504049912605e-07,1.7545924303222626e-15,1.5596719396609976e-14,4.231062023186722e-15,1.5977766220243522e-08,0.20587196753098372,6.958693411261273e-07,8.966714727634246e-07,1.564711617104472e-10,2.456215519894838e-12,1.7514073037663157e-11,2.465467899692659e-07,1.4677642128755982e-08,1.8802959082386476e-11,2.1427642470348957e-09,1.001137648223906e-07,6.040964142535097e-09,3.0258753613765718e-12,3.613332730584415e-10,3.5282643226707264e-08,2.950263294003429e-08,1.1119026172398885e-07,8.15868895496196e-15,3.409212529230374e-07,4.872387176837595e-11,3.5695763291884113e-16,1.3379735160382311e-09,7.041836973030078e-19,7.303347726131116e-12,2.174522121687524e-12,1.0576047325404435e-15,7.756350828815606e-18,9.188066916375278e-13,2.224594769906571e-11,1.375681266555277e-19
0.00010698567679158445,0.8982979543991814,3.76,0.0,2.1084619060007923e-06,0.08130501079640763,0.9176451294372269,1.1154308948116926e-06,4.3767108429503623e-07,2.855534591369234e-06,5.87344514838125e-05,8.42710851289503e-12,0.06309028881138762,0.16223196485421476,0.2039357392509956,1.0883101495046282e-06,0.03322449161138103,1.9607912164740093e-10,7.885754124703387e-11,7.288502276956815e-08,7.096630023906159e-12,2.2646410517448637e-06,0.4108944906481348,9.483054326178298e-06,1.6173544064310563e-12,5.420976594268049e-08,2.753274656855587e-05,2.0820408089509137e-07,1.783187375755583e-07,4.062671664854798e-07,1.6970330247372148e-15,1.4899218780511015e-14,4.0617982602103e-15,1.594257653573174e-08,0.2061962408958006,6.64376597762616e-07,8.560969577607757e-07,1.4944011203180426e-10,2.345868245984448e-12,1.6731647645287762e-11,2.470202815765777e-07,1.3868961314615874e-08,1.7771565120243293e-11,2.1471900436298477e-09,9.693844491067972e-08,5.7095051702546114e-09,2.890048831036557e-12,3.4509777924190837e-10,3.3677563861291094e-08,2.819289962854991e-08,1.0505488317750176e-07,7.69443815593509e-15,3.4230682153840025e-07,4.88056248566061e-11,3.5728520405155797e-16,1.264857136062714e-09,7.04830090319391e-19,6.904118187669527e-12,2.054535704188609e-12,1.0083622863403887e-15,7.071736760953595e-18,8.899745317983542e-13,2.1030539036117854e-11,1.3769438242663953e-19
0.00010703537022987624,0.8982790084549503,3.76,0.0,2.0103633617673545e-06,0.0811563581379921,0.9176189206936293,1.0670742841107983e-06,4.180731229437462e-07,2.7255309354974803e-06,5.863078424591146e-05,8.028871838661672e-12,0.06309253653504361,0.16228434476943226,0.2039364931576127,1.0389327995043177e-06,0.03321959893775814,1.871489213256795e-10,7.533088877040391e-11,6.962192594632716e-08,6.698088312566647e-12,2.244734552538283e-06,0.4105740953142784,9.482625715225071e-06,1.545688491710937e-12,5.178991493634672e-08,2.6297381423983942e-05,1.9883196239690972e-07,1.70291012544445e-07,3.8797127899523e-07,1.6421792995044967e-15,1.4232906189798505e-14,3.900507822897837e-15,1.5910201770447712e-08,0.2065196925316509,6.343063717691433e-07,8.173557491448307e-07,1.4272330776725983e-10,2.2404509175863367e-12,1.5984036394379382e-11,2.4749123950531926e-07,1.3104523963505353e-08,1.6796192751110384e-11,2.151579726991115e-09,9.388952353309925e-08,5.3961249503405545e-09,2.76029100369949e-12,3.295878368158084e-10,3.21457557917028e-08,2.694117040971643e-08,9.925554380246182e-08,7.256544132075975e-15,3.4368404823371114e-07,4.888660018295693e-11,3.5760674849986537e-16,1.19570012909682e-09,7.054646213852188e-19,6.526516511096995e-12,1.9411209037870827e-12,9.61437810246696e-16,6.447719731421359e-18,8.622761681016597e-13,1.9880955948634484e-11,1.3781831546059232e-19
0.00010708506366816802,0.8982600671747047,3.76,0.0,1.9168976404489005e-06,0.08100931802482958,0.9175915780542089,1.020784835180618e-06,3.9934878687370896e-07,2.601489733336149e-06,5.852831145043654e-05,7.649711883830948e-12,0.0630941457500667,0.16233548120525937,0.20393923948063872,9.918126398076999e-07,0.03321420657412306,1.7862705506026762e-10,7.19628345014233e-11,6.650559390962981e-08,6.324782231068259e-12,2.2256833941214097e-06,0.41025438581473467,9.482057566913559e-06,1.4771870439497962e-12,4.947809485021322e-08,2.5117540120358673e-05,1.898813606411011e-07,1.62623346735261e-07,3.7049894224814287e-07,1.589903919273312e-15,1.3596394427190542e-14,3.7468148026947754e-15,1.5880503571141378e-08,0.20684232044109757,6.055950920093495e-07,7.803658392531642e-07,1.3630692756381738e-10,2.1397468473662402e-12,1.5269711062707797e-11,2.479596857568841e-07,1.2381931679839202e-08,1.5873839275652985e-11,2.15593372102152e-09,9.096219445467964e-08,5.099844756733565e-09,2.636334755405074e-12,3.1477153952761036e-10,3.068388187639617e-08,2.5744904204558496e-08,9.377401942494852e-08,6.843514371753952e-15,3.450529561918051e-07,4.896680665972105e-11,3.5792235460193174e-16,1.1302906634854286e-09,7.060874641983054e-19,6.169384913141632e-12,1.8339213358556618e-12,9.167219600259883e-16,5.878924936245943e-18,8.356694137762802e-13,1.8793674213673604e-11,1.3793995980240156e-19
0.00010713475710645981,0.898241130833562,3.76,0.0,1.8278426981534853e-06,0.08086385225655483,0.9175631442949328,9.764768927285658e-07,3.8145970755227525e-07,2.4831364444633233e-06,5.8427003248692204e-05,7.288702683576183e-12,0.0630951330223191,0.16238539861787663,0.2039439186608666,9.468469178474326e-07,0.033208327599605604,1.704948949825404e-10,6.874621258355937e-11,6.352941242833073e-08,5.974911814794587e-12,2.2074490107922692e-06,0.40993537021484167,9.481353678077893e-06,1.4117120651895467e-12,4.726951630167673e-08,2.3990739215063187e-05,1.8133348308745483e-07,1.5529980490227937e-07,3.538133966024545e-07,1.5400855065013334e-15,1.2988357315549913e-14,3.600360933164947e-15,1.585335011846121e-08,0.20716412275401694,5.781819581771757e-07,7.450488021606508e-07,1.3017773759225022e-10,2.043548548338688e-12,1.4587208581371136e-11,2.484256420120679e-07,1.1698914490171857e-08,1.500165999144923e-11,2.1602524441407466e-09,8.815182144550842e-08,4.8197383443727255e-09,2.5179243471458795e-12,3.006183370225936e-10,2.9288755301419897e-08,2.460166855525243e-08,8.859306104907528e-08,6.4539406370027845e-15,3.464135697412973e-07,4.9046253143411123e-11,3.58232109728024e-16,1.0684280558845707e-09,7.066987905543111e-19,5.83162659341174e-12,1.7325996852796547e-12,8.741105300267839e-16,5.3604549349351236e-18,8.101135145641846e-13,1.7765355376618332e-11,1.3805934912414176e-19
0.0001071844505447516,0.8982221996969263,3.76,0.0,1.7429872855376775e-06,0.0807199236225236,0.9175336610298652,9.340681322251887e-07,3.6436914771026683e-07,2.37020915664536e-06,5.832683060775607e-05,6.944963791867491e-12,0.06309551453252742,0.16243412090692524,0.20395047260466603,9.039374930302879e-07,0.03320197479688211,1.6273465395155046e-10,6.56741830551722e-11,6.068706539469653e-08,5.646818454826416e-12,2.1899945494661343e-06,0.40961705618127275,9.480517761305959e-06,1.3491314138852157e-12,4.5159598427094565e-08,2.291460467108579e-05,1.731703571813293e-07,1.4830513666231155e-07,3.3787948871889306e-07,1.4926083669968475e-15,1.2407527055660615e-14,3.460804773480703e-15,1.5828615823698714e-08,0.20748509772445947,5.52008825978746e-07,7.113296446287823e-07,1.2432306822364751e-10,1.95165736942674e-12,1.3935128412389078e-11,2.488891296334022e-07,1.1053324082462895e-08,1.4176960097483456e-11,2.164536309278084e-09,8.545393304145964e-08,4.55492917027747e-09,2.4048149699914672e-12,2.8709898104599266e-10,2.795733297648228e-08,2.3509135202933942e-08,8.369634364237189e-08,6.086494221014674e-15,3.477659143117176e-07,4.912494842981511e-11,3.585361002562031e-16,1.009922198014468e-09,7.072987702989327e-19,5.512202594632924e-12,1.6368367050104412e-12,8.335042148684617e-16,4.8878472296512836e-18,7.855691084797944e-13,1.679283716992255e-11,1.3817651671557458e-19
0.00010723414398304338,0.8982032740208526,3.76,0.0,1.6621304163080989e-06,0.0805774958785299,0.917503168738487,8.934794470811492e-07,3.480419364036946e-07,2.2624580099071756e-06,5.82277652891897e-05,6.617658017243926e-12,0.0630953060828981,0.1624816714263901,0.2039588446552471,8.629906359254151e-07,0.033195160656681474,1.55329348514672e-10,6.274021679889639e-11,5.7972521368009004e-08,5.338973046432313e-12,2.173284796304123e-06,0.4092994509969279,9.47955344605503e-06,1.2893185693784058e-12,4.314396013231132e-08,2.188686719179676e-05,1.6537479610918544e-07,1.416247487402231e-07,3.226636043749867e-07,1.4473622276972295e-15,1.1852691696957145e-14,3.327820928575455e-15,1.5806181039181786e-08,0.2078052437275581,5.270200966017888e-07,6.791366626756953e-07,1.1873079150375828e-10,1.8638831434259943e-12,1.3312130020065473e-11,2.4935016966762875e-07,1.0443127392737201e-08,1.3397186997097923e-11,2.168785723870755e-09,8.286421741823579e-08,4.304587759254748e-09,2.296772306035278e-12,2.741854734831011e-10,2.6686709206962888e-08,2.2465075828684096e-08,7.906841753884407e-08,5.739921471373346e-15,3.4911001638964494e-07,4.9202901249415314e-11,3.5883441155061024e-16,9.545930118920417e-10,7.078875712852053e-19,5.210128819199972e-12,1.5463302658010439e-12,7.94808381863897e-16,4.4570356136152e-18,7.619981861614744e-13,1.5873124410489836e-11,1.3829149547577534e-19
