Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23)
3.829173094159952e-15,0.8142254416701968,3.76,0.0,0.8703739396897024,0.9999999999998298,4.328228000767574e-30,1.979819644001741e-41,9.662397664817953e-28,2.558428017953382e-13,1.7011979268304325e-13,3.0082474860679823e-24,3.242207155749646e-22,8.57230070353827e-14,2.2193338128091187e-18,8.780731022844299e-24,2.520885048727837e-19,1.8095165560643935e-24,5.32539378672416e-29,8.017094579977243e-35,1.081556741678169e-30,1.3939039755166561e-33,3.246199688879687e-33,6.4329421225606095e-24,3.167776842149127e-48,2.409948084635011e-47,1.766056581004005e-54,2.780540299465744e-71,2.2184522164205078e-18,4.924018217548681e-25,2.2143247790688678e-38,4.001838763326101e-40,4.549343812728029e-37,8.837280083485307e-32,3.670884817836945e-33,2.3058096722733017e-60,2.600207624641032e-57,2.9945854595260174e-68,4.2662075494010286e-72,3.991772039201893e-52,1.8567480775416033e-36,2.0273716516959823e-73,6.677958887078231e-75,8.02572755940676e-62,3.6969730755316084e-38,5.566378689163345e-79,6.0737687769294745e-74,9.947695295364216e-63,2.1847209391148903e-33,1.4356299136746192e-46
7.661673011164528e-15,0.8142254416702093,3.76,0.0,0.8703739396894464,0.9999999999996595,3.4652141304410096e-29,1.5850609008442422e-40,3.8674765728835026e-27,5.119078840559171e-13,3.403873870632684e-13,1.2040827836617233e-23,1.2977277934632496e-21,1.715204886795869e-13,4.442359282900406e-18,3.51458092700672e-23,5.050310585975239e-19,7.242780154128366e-24,2.1315499522958197e-28,6.4185506930426845e-34,4.330248183861426e-30,1.1159702609525723e-32,2.598932557245691e-32,2.5748533173309855e-23,5.072544918166623e-47,3.860118766888231e-46,5.656634386245051e-53,1.7812817072975913e-69,4.4388305998818966e-18,1.970889641553782e-24,1.7728096216530944e-37,3.203903480919601e-39,3.642211267028054e-36,7.075165782413127e-31,2.9392259820006833e-32,7.38769607525016e-59,8.33304583191597e-56,1.9194040354365714e-66,2.734320603348758e-70,6.400908562327563e-51,1.486524982595714e-35,1.3006989290987784e-71,4.279299040245626e-73,2.571688723456592e-60,3.0056264661879046e-37,7.140255473776542e-77,3.8930853523946594e-72,3.187187383048758e-61,1.7491046055441128e-32,2.298878388413732e-45
1.532667284517368e-14,0.8142254416702341,3.76,0.0,0.8703739396889343,0.999999999999319,2.7732244091124386e-28,1.2685326467391831e-39,1.5474939219149005e-26,1.0240380538279116e-12,6.809225757214326e-13,4.817898063140549e-23,5.192601443297926e-21,3.43115444843404e-13,8.893702955746902e-18,1.40629032087712e-22,1.0128220888929116e-18,2.8980540318883835e-23,8.529013093005512e-28,5.136791149672273e-33,1.7336257069066132e-29,8.931146182166356e-32,2.079934277244678e-31,1.030276713272331e-22,8.119288344317224e-46,6.179552616449576e-45,1.8109638131892234e-51,1.1405829630104422e-67,8.879583627689944e-18,7.886118713386539e-24,1.4187919227584588e-36,2.564095205468617e-38,2.914827972523693e-35,5.6622321281708314e-30,2.3527319604635784e-31,2.3655185083435257e-57,2.6685579138218446e-54,1.2293298792859106e-64,1.7512180939983246e-68,1.0274025374920186e-49,1.1896678310714991e-34,8.345919893607908e-70,2.7404637295782455e-71,8.236307650163546e-59,2.478721670870921e-36,9.14932004163155e-75,2.4934521838091612e-70,1.020525940602641e-59,1.3998143933254065e-31,3.679702218962822e-44
3.0656672513191984e-14,0.8142254416702838,3.76,0.0,0.87037393968791,0.9999999999986379,2.2190007994998408e-27,1.0150223624285762e-38,6.190979599452267e-26,2.0482984143752463e-12,1.361992952628617e-12,1.9274717781782655e-22,2.0773786197783688e-20,6.863053286726752e-13,1.781756123033803e-17,5.626078242641694e-22,2.0360278394128428e-18,1.1594091660611446e-22,3.4121900671160195e-27,4.110212924092262e-32,6.943332089793971e-29,7.146261789786293e-31,1.6642608160990844e-30,4.121777698301382e-22,1.299322159645435e-44,9.889971918313693e-44,5.7964285053330695e-50,7.301619473898228e-66,1.7761074726872844e-17,3.154955353281488e-23,1.1352577949043579e-35,2.051663642204978e-37,2.3322284576814483e-34,4.5305647239439125e-29,1.8832757651344858e-30,7.571975688742444e-56,8.542563730446084e-53,7.87053054781215e-63,1.1211660604177383e-66,1.653269309739463e-48,9.519087113734972e-34,5.362667031827298e-68,1.7544209979892907e-69,2.637600476847939e-57,2.100664405376169e-35,1.171738714473071e-72,1.5964060094659888e-68,3.266669158077589e-58,1.1200627876127826e-30,5.888720101474473e-43
6.131667184922859e-14,0.814225441670383,3.76,0.0,0.8703739396858614,0.9999999999972757,1.7753690709304954e-26,8.121006096635136e-38,2.476590382690227e-25,4.0968192194833005e-12,2.7241337048064086e-12,7.710505243560612e-22,8.31019013546917e-20,1.3726849823377857e-12,3.574996148105255e-17,2.2506154447665803e-21,4.11293408853355e-18,4.638004856792831e-22,1.3650106759658378e-26,3.288481733531504e-31,2.7837196927156673e-28,5.717532893569503e-30,1.3315308788396167e-29,1.6488452394990603e-21,2.079035956384714e-43,1.5826095392484996e-42,1.855071353809963e-48,4.673752757948534e-64,3.552399709971179e-17,1.2620803345071531e-22,9.083063780555158e-35,1.64148340368498e-36,1.865837069074466e-33,3.624665888598247e-28,1.5079360931906802e-29,2.4233942068817013e-54,2.734131553564119e-51,5.037916421670355e-61,7.176512705790023e-65,2.674592832659826e-47,7.615891873929268e-33,3.4573664809477565e-66,1.1229665611087397e-67,8.449106362235497e-56,1.8683958822928846e-34,1.500222568852312e-70,1.0218850948201709e-66,1.0454818409298416e-56,8.961330586902361e-30,9.422905728939063e-42
1.2263667052130178e-13,0.8142254416705818,3.76,0.0,0.8703739396817644,0.9999999999945515,1.4203624799827674e-25,6.4972031875717494e-37,9.906740600589277e-25,8.193861165752938e-12,5.448415202615679e-12,3.0843201123394893e-21,3.324210808896063e-19,2.7454438336944407e-12,7.195349667612807e-17,9.002836030213543e-21,8.38872548601215e-18,1.8552700311974953e-21,5.460453411669197e-26,2.630908925866479e-30,1.11846204139664e-27,4.57421245715521e-29,1.0652685637731254e-28,6.595649140552373e-21,3.3263352701078945e-42,2.5323432374835596e-41,5.936565445420667e-47,2.9915742030802078e-62,7.104960254492957e-17,5.048490630331536e-22,7.267018415240423e-34,1.3132436938863284e-35,1.4925439749374527e-32,2.8996623219149298e-27,1.2082819177758437e-28,7.7553849128117465e-53,8.750054982774165e-50,3.2243545074830468e-59,4.5930647092644827e-63,4.372664470736411e-46,6.092841303296537e-32,2.2444140587326393e-64,7.187032446298847e-66,2.7087117939028596e-54,1.7950983048151196e-33,1.920529820962212e-68,6.540584412966969e-65,3.345713600587896e-55,7.169368767572858e-29,1.5077399927257505e-40
2.452766678654482e-13,0.8142254416709787,3.76,0.0,0.8703739396735702,0.9999999999891029,1.1363166293695017e-24,5.198029739338041e-36,3.962757631478905e-24,1.6387946402506255e-11,1.089697817204895e-11,1.2337471558237701e-20,1.3297109698784254e-18,5.4909597125147815e-12,1.4571550494100563e-16,3.6012140177078575e-20,1.7428223133229443e-17,7.42117188328852e-21,2.184376628100158e-25,2.1047749171527206e-29,4.513370837802284e-27,3.6594072191999534e-28,8.522243441575702e-28,2.6383131758025118e-20,5.321339090016455e-41,4.051873209088746e-40,1.9004768934954732e-45,1.9350604299475065e-60,1.4209985624670272e-16,2.0194084305886326e-21,5.8141083224285985e-33,1.0506112994626454e-34,1.1937491602456433e-31,2.3194520946804382e-26,9.696491593905816e-28,2.481760620469576e-51,3.1385775186446633e-48,2.2988238773657404e-57,3.2052695491292206e-61,7.294340647052556e-45,4.8741304454003836e-31,1.4768207278974605e-62,4.599188503380454e-64,8.701647228717494e-53,1.9165210790393995e-32,3.54212851928202e-66,4.6840514915066345e-63,1.070638136190153e-53,5.735573482274122e-28,2.4124401707325128e-39
4.905566625537411e-13,0.8142254416717727,3.76,0.0,0.8703739396571819,0.9999999999782058,9.090635703807406e-24,4.158703240651396e-35,1.5851037918442234e-23,3.277612225286847e-11,2.1794104006174222e-11,4.9349909057633967e-20,5.3188947318051506e-18,1.098198417459392e-11,2.9865926577080145e-16,1.4405053315150082e-19,3.7458871879209204e-17,2.9684515693037055e-20,8.738802004779473e-25,1.6838364199211209e-28,1.836912361286631e-26,2.9274811499991305e-27,6.817703904217495e-27,1.0553358800247005e-19,8.511267492787562e-40,6.483063002278677e-39,6.081655647487279e-44,1.238985867141293e-58,2.8419653500102128e-16,8.077484640259893e-21,4.6519098850202617e-32,8.404852681447956e-34,9.545080432126245e-31,1.8550513741597185e-25,7.805276730112217e-27,7.941447405612027e-50,1.007757379171691e-46,1.4779465862732018e-55,2.058835198896321e-59,1.2624240191412857e-43,3.898937404993822e-30,9.967933524606613e-61,2.9426660886758734e-62,2.805108822091141e-51,2.3015774183985595e-31,4.544725558993168e-64,3.0126099870983927e-61,3.4258380178706854e-52,4.588420968335798e-27,3.859936792804449e-38
9.811166519303268e-13,0.8142254416733608,3.76,0.0,0.8703739396244052,0.9999999999564115,7.272543368261677e-23,3.3273504689010845e-34,6.340324335896839e-23,6.555249546101056e-11,4.358835525545822e-11,1.9739680679695883e-19,2.127566110558186e-17,2.196400391658872e-11,6.262257070397955e-16,5.762091198965859e-19,8.532673551761041e-17,1.1873487636655783e-19,3.496503865973984e-24,1.3470715314568083e-27,7.600053717667819e-26,2.341871832824951e-26,5.453920681212643e-26,4.2213639851365376e-19,1.360857756383837e-38,1.0372846809671667e-37,1.9461246652912286e-42,7.933601803223044e-57,5.68374578756074e-16,3.2308252978068055e-20,3.7224558505667007e-31,6.723702181298886e-33,7.628079394241806e-30,1.4831988306140878e-24,6.320980941518782e-26,2.5410706397941223e-48,3.225243801604867e-45,9.455566560218135e-54,1.3171390049804343e-57,2.3248080626967155e-42,3.1185074174975535e-29,7.040091106957422e-59,1.8822088261837844e-60,9.107642311356803e-50,3.0696044335663812e-30,5.817025468961123e-62,1.928200798183727e-59,1.0961039579270866e-50,3.670610925191971e-26,6.175885124752323e-37
1e-12,0.8142254416765372,3.76,0.0,0.8703739396231435,0.9999999999555726,8.252352700505866e-23,3.7757495765941646e-34,6.706398095693685e-23,6.681417291008494e-11,4.4427291217109e-11,2.0879398238558902e-19,2.2504121764897235e-17,2.23867375346565e-11,6.4050385466215745e-16,6.094802755846082e-19,8.777033093523753e-17,1.2559008918930213e-19,3.698541940018852e-24,1.5285574461454669e-27,8.077741769628843e-26,2.657347372079391e-26,6.188629400559211e-26,4.465106973235032e-19,1.7531537703853377e-38,1.3367422949589456e-37,3.107256817442868e-42,1.7563354151852374e-56,5.793123941996412e-16,3.4173458841760483e-20,4.224250308573537e-31,7.629502402874569e-33,8.653326059664185e-30,1.6827648766097465e-24,7.196178301478988e-26,4.0569369645229705e-48,5.1496570369032105e-45,2.0908591638210615e-53,2.912484421071025e-57,3.18366852239945e-42,3.538452797582451e-29,1.7203808200098764e-58,4.161736175226239e-60,1.4703136676349699e-49,3.860798345094e-30,2.003385388590482e-61,4.265668237738456e-59,1.7498810429993746e-50,4.1650978599989725e-26,7.958842118407199e-37
1.9622366306834982e-12,0.8142254416765372,3.76,0.0,0.8703739395588518,0.999999999912823,5.818038596517159e-22,2.6624772164967603e-33,2.5360377247530403e-22,1.311053279069278e-10,8.717685607814814e-11,7.895585691129076e-19,8.510265256491366e-17,4.392792667258606e-11,1.3680738072919047e-15,2.3048747909038974e-18,2.1228834610583256e-16,4.749103932390691e-19,1.399377321581897e-23,1.0776514663382286e-26,3.241923777662908e-25,1.8732998725600575e-25,4.362709847020625e-25,1.6885490834998247e-18,2.1743337362330718e-37,1.659617004351284e-36,6.227493649703611e-41,5.082655548459706e-55,1.1366694179977035e-15,1.2921854296500127e-19,2.9794133720488575e-30,5.378626179032394e-32,6.089670436925024e-29,1.1852029298849225e-23,5.17935111327104e-25,8.130076573322722e-47,1.0321176449496252e-43,6.0451909447484714e-52,8.420632025417526e-56,4.694852377594899e-41,2.4937562008144633e-28,5.351151899550792e-57,1.2031935334144342e-58,2.998321098284323e-48,4.4177576960657575e-29,7.444791707042481e-60,1.2337573203949497e-57,3.506432598342628e-49,2.936261263916375e-25,9.881277987870155e-36
2.9433566094366692e-12,0.8142254416797137,3.76,0.0,0.8703739394932982,0.9999999998692344,1.6635954262157893e-21,7.614199452990921e-33,5.388939592756894e-22,1.9665824638244052e-10,1.3076535522494804e-10,1.6777681755283032e-18,1.8084296612671088e-16,6.589173270125269e-11,2.196636664551973e-15,4.8979102514869565e-18,3.704754587348921e-16,1.0091408292072515e-18,2.975006971011222e-23,3.0814402049133875e-26,7.229823624006716e-25,5.356137256065675e-25,1.2473911952645291e-24,3.588168309852348e-18,7.99802469261495e-37,6.280943572719901e-36,2.8620248302903064e-40,2.796976350702957e-54,1.704903015718764e-15,2.7456787792933357e-19,8.521619684513053e-30,1.5379596837980455e-31,1.739166833025596e-28,3.386711487010311e-23,1.5010759714298789e-24,3.803255519247627e-46,4.619011838766583e-43,3.2707880086608645e-51,4.5865618561905905e-55,1.9225305283646737e-40,7.128853774876266e-28,3.1839801933410063e-56,6.707431622496391e-58,1.4158794916376442e-47,1.5850755517279476e-28,4.151534270975885e-59,6.668242724097557e-57,1.6400665616811718e-48,8.395490723556388e-25,3.636975903675535e-35
3.92447658818984e-12,0.8142254416828901,3.76,0.0,0.8703739394277448,0.9999999998256458,3.509003622564308e-21,1.6063414457081256e-32,9.192673436574605e-22,2.6221125088751124e-10,1.7435385269584597e-10,2.8620055046992073e-18,3.084964651807286e-16,8.78554220032502e-11,3.1119138181164335e-15,8.355336791451648e-18,5.598876921377711e-16,1.7214063100941692e-18,5.077239833673005e-23,6.499712211532097e-26,1.2900397174975879e-24,1.1297011173587905e-24,2.6309725941589268e-24,6.120993554974026e-18,2.0274077768633243e-36,1.6699687716173636e-35,8.629755053971856e-40,9.792314366819325e-54,2.2730753786664096e-15,4.68346551012612e-19,1.7979055652399525e-29,3.2440823284736755e-31,3.664397914433474e-28,7.139294271599142e-23,3.2046316856442795e-24,1.2268521951197577e-45,1.558500078795407e-42,1.2249299408111773e-50,1.7091701091215102e-54,5.505391137742672e-40,1.5033503436017252e-27,1.2875279823879385e-55,2.5282665059123213e-57,4.624529169031962e-47,3.9586029090813127e-28,2.1582763369271128e-58,2.5003509109595014e-56,5.2906646056216474e-48,1.770778750437473e-24,9.224190090745842e-35
5.886716545696182e-12,0.8142254416892428,3.76,0.0,0.8703739392966374,0.9999999997384682,9.584171766367738e-21,4.389246162297417e-32,1.9031485187385686e-21,3.9331746180364127e-10,2.6153084370436515e-10,5.925176692410175e-18,6.387013322559899e-16,1.3178252665895134e-10,5.145979840570217e-15,1.7298928845750665e-17,1.0119944229663599e-15,3.5637130392990885e-18,1.0520416656898482e-22,1.7753113102397922e-25,2.8883105299850543e-24,3.0852751442883476e-24,7.185379617337272e-24,1.2672738200485793e-17,7.084228368206819e-36,6.574814291650017e-35,3.9019452164425987e-39,5.579294498982699e-53,3.409276411233699e-15,9.695344851986146e-19,4.9126688357377055e-29,8.861433079112904e-31,9.990411726101438e-28,1.9480261551454915e-22,8.927413359365353e-24,6.751733240405229e-45,9.364213118613381e-42,8.629531960953693e-50,1.1867346454820743e-53,2.5162106185096723e-39,4.1046080508402046e-27,1.1176899901474408e-54,1.8355570998397341e-56,2.6186661067149003e-46,1.360705480144177e-27,3.10524837024388e-57,1.7672853130989658e-55,2.9123047506962744e-47,4.8362111649384584e-24,3.2257744354831537e-34
