Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23)
0.0,0.8142254416701845,3.76,0.0,0.8703739396899584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.158528555777533e-18,0.8142254416701845,3.76,0.0,0.8703739396899581,0.9999999999999999,1.453683182586638e-38,6.64946990096606e-50,1.7086650687127135e-33,2.7784839370412805e-16,1.8475216409648245e-16,5.319681073066258e-30,5.733406468227894e-28,9.30962296039728e-17,2.4092683246041677e-21,1.552753861185335e-29,2.7342721658761677e-22,3.199886963279687e-30,9.417220943709152e-35,2.69236717563103e-43,1.9120570844855742e-36,4.6816054559134574e-42,1.090277346910484e-41,1.1375791218792547e-29,2.1635515708713136e-59,1.090967160312433e-58,2.2744667136664557e-68,7.545194840432226e-88,2.4092667656197455e-21,8.707466511182845e-31,7.437076700586107e-47,1.344068699908212e-48,1.5279674293346952e-45,2.968125999578291e-40,1.2327935189162827e-41,1.7682791618420135e-74,1.9947826646227483e-71,4.907817932152908e-85,6.991362831093847e-89,2.724150974322201e-63,6.236134463156079e-45,-3.6579588699512017e-90,1.0569522906200943e-91,6.154129050911384e-76,1.2225027798166327e-46,-5.011317371264274e-99,9.954402477271803e-91,7.628748959155488e-77,7.337664954892457e-42,9.809925493290341e-58
1.1643879956177095e-17,0.8142254416701845,3.76,0.0,0.8703739396899575,0.9999999999999994,1.725817319297217e-37,7.894250679767105e-49,1.0320337012155039e-32,7.779755023765657e-16,5.173060594700533e-16,3.213087367238205e-29,3.4629775067489495e-27,2.6066944288432924e-16,6.745956356435294e-21,9.378633322505275e-29,7.655980240753403e-22,1.9327317249372282e-29,5.68800147346217e-34,3.1965573753601674e-42,1.1548830892243638e-35,5.55800199302483e-41,1.2943775650446993e-40,6.870977896127273e-29,4.841322649416074e-58,3.114038889426932e-57,9.955051291576573e-67,6.021117154553987e-86,6.745946940169384e-21,5.259309768440887e-30,8.829297489347665e-46,1.595678360043468e-47,1.8140029052454777e-44,3.52375915827098e-39,1.4635727219715778e-40,1.0757379317935774e-72,1.0137509610622103e-69,4.574855062437604e-83,6.767129063518361e-87,6.0938344435693115e-62,7.403538812602381e-44,3.0244947149810893e-88,1.204230931346076e-89,3.743857698863718e-74,1.451396335970835e-45,2.2166153441120302e-96,9.205454875652201e-89,4.640949891818684e-75,8.711275829530976e-41,2.194558532266898e-56
2.6614582756976216e-17,0.8142254416701845,3.76,0.0,0.8703739396899565,0.9999999999999988,1.6944197133773106e-36,7.750622155994334e-48,4.968798015511938e-32,1.7782297197414723e-15,1.182413850216805e-15,1.546963254706946e-28,1.6672746008696225e-26,5.958158694178641e-16,1.5419352610272038e-20,4.51540822974574e-28,1.7499469095708415e-21,9.305271275961084e-29,2.7385278848585184e-33,3.138477451124167e-41,5.5602709801448e-35,5.4568793062821705e-40,1.2708276983043226e-39,3.308080086389712e-28,9.567023713401934e-57,6.748385597591868e-56,4.045817577496774e-65,4.926160292991639e-84,1.5419307275005045e-20,2.532131254981623e-29,8.668656696479789e-45,1.5666464747074064e-46,1.780998752364429e-43,3.4596475769804945e-38,1.4369449202227136e-39,4.856396264894197e-71,5.076801426495649e-68,4.55695352337863e-81,6.594598894347545e-85,1.2040456829515123e-60,7.268838261879479e-43,3.0624446386181157e-86,1.090229893501975e-87,1.6901570551762169e-72,1.425076451046938e-44,5.541710717219923e-94,9.212420945883668e-87,2.0951444200814228e-73,8.552782256167144e-40,4.33619107524366e-55
5.655598835857446e-17,0.8142254416701846,3.76,0.0,0.8703739396899545,0.9999999999999974,1.498695856028462e-35,6.855337570339981e-47,2.1700046328170214e-31,3.778738154551406e-15,2.512629431708747e-15,6.755994948940023e-28,7.281426213708575e-26,1.2661087223762208e-15,3.276622587864348e-20,1.9719974051714555e-27,3.7186737626420454e-21,4.063856429666755e-28,1.1959870950696179e-32,2.7759789246076983e-40,2.4283216936222653e-34,4.826547933254272e-39,1.124032756187618e-38,1.44472548475031e-27,1.702513812389575e-55,1.2495060185008843e-54,1.4616117274154859e-63,3.577034379159429e-82,3.2766027887621907e-20,1.105848240234185e-28,7.667328793217075e-44,1.3856810624616565e-45,1.575273126083904e-42,3.060018995456497e-37,1.270962474867042e-38,1.8336829084342737e-69,1.9977582761494997e-66,3.589613330299802e-79,5.150011439909502e-83,2.142558343820526e-59,6.429205042547327e-42,2.416622062488537e-84,8.263072894794486e-86,6.3817169786905055e-71,1.2606186087452963e-43,9.582141230590862e-92,7.269985136226369e-85,7.910863111234306e-72,7.564839029848616e-39,7.716112220309447e-54
1.1643879956177095e-16,0.814225441670185,3.76,0.0,0.8703739396899505,0.9999999999999948,1.2597444905116167e-34,5.762324370816934e-46,9.05934215428166e-31,7.779755024491759e-15,5.173060594686388e-15,2.8204948924710172e-27,3.0398521086076584e-25,2.606694427858084e-15,6.746029545817812e-20,8.23270098519937e-27,7.65624379710517e-21,1.6965800556021442e-27,4.993010859791855e-32,2.3333899054788223e-39,1.0137809079941985e-33,4.0570043323796226e-38,9.448172744989665e-38,6.031444503876673e-27,2.871629935035145e-54,2.147082303995697e-53,4.967348333723821e-62,2.437696194207593e-80,6.745946888463777e-20,4.616698684054773e-28,6.44485203469433e-43,1.1647484219173445e-44,1.3241118095311726e-41,2.572130165450982e-36,1.068322166122748e-37,6.361897924876085e-68,7.05828703646434e-65,2.5382776658867575e-77,3.6280971670380044e-81,3.61381638384959e-58,5.404134087109826e-41,1.7123795234290552e-82,5.74566106756117e-84,2.2141179179074286e-69,1.0598860223963621e-42,1.4156288761825056e-89,5.144725077841209e-83,2.7446452981192384e-70,6.358702989118398e-38,1.301442456306436e-52
2.3620442196816395e-16,0.8142254416701854,3.76,0.0,0.8703739396899425,0.9999999999999895,1.0328147711267641e-33,4.7243017918316357e-45,3.701036851539747e-30,1.5781788765654407e-14,1.0493922920616697e-14,1.1522641885936003e-26,1.2418787739270996e-24,5.287865837082409e-15,1.3684972678841353e-19,3.363326984653416e-26,1.5531849179313613e-20,6.931083053558368e-27,2.039807991729104e-31,1.913058936701456e-38,4.141661763627299e-33,3.3261772215309116e-37,7.746182837900354e-37,2.4640418808783495e-26,4.716734062065783e-53,3.5586209105681585e-52,1.637839639422147e-60,1.609649782151175e-78,1.368463499657982e-19,1.8860720252405972e-27,5.283879395741653e-42,9.549311198042555e-44,1.0855865816941916e-40,2.108787415673484e-35,8.758777215629523e-37,2.1187776124598927e-66,2.3709016612208465e-63,1.7059019018373648e-75,2.4340982579914084e-79,5.935962150606871e-57,4.430635399356728e-40,1.1523672579258403e-80,3.831235856127994e-82,7.373962658145974e-68,8.693851769545467e-42,1.9435667060828913e-87,3.4588668025866167e-81,9.140813457981757e-69,5.213248835942745e-37,2.1376290119325624e-51
4.757356667809498e-16,0.8142254416701861,3.76,0.0,0.8703739396899265,0.9999999999999788,8.364002295977952e-33,3.825862283578684e-44,1.4960182557001196e-29,3.178585625310747e-14,2.1135647572377433e-14,4.657636037322467e-26,5.0198725605466176e-24,1.0650208648573449e-14,2.7563375813354207e-19,1.359510546842586e-25,3.128492119685371e-20,2.8016545450611377e-26,8.245231151919521e-31,1.5492466845243642e-37,1.6741549790990254e-32,2.6936244796464872e-36,6.273059573974417e-36,9.960051247752826e-26,7.646086104145449e-52,5.794457925288412e-51,5.319843599267264e-59,1.0463527470252677e-76,2.756201084766337e-19,7.623804469847537e-27,4.2790230405445525e-41,7.733279667267757e-43,8.791357073302697e-40,1.707750244563722e-34,7.093128031991512e-36,6.916042794683552e-65,7.771243715616309e-62,1.1185371274420443e-73,1.5946634246395317e-77,9.62328636430266e-56,3.588043047008276e-39,7.561707875683162e-79,2.502530781654831e-80,2.4070009136835416e-66,7.047415843410227e-41,2.5755014256368006e-85,2.2683283802774626e-79,2.983713318461797e-67,4.2218239870385936e-36,3.465193425989131e-50
9.547981564065216e-16,0.8142254416701877,3.76,0.0,0.8703739396898945,0.9999999999999575,6.732076895235377e-32,3.0793871411507576e-43,6.015423494858666e-29,6.379399124852469e-14,4.241909687549933e-14,1.872814930061559e-25,2.0184686759820706e-23,2.137489424372509e-14,5.532224955623768e-19,5.466532152994385e-25,6.27985102443823e-20,1.1265329353247512e-25,3.3153720766812186e-30,1.2469692915020978e-36,6.731937353106663e-32,2.1680632064476994e-35,5.049103853646901e-35,4.0048927998926023e-25,1.231382528282018e-50,9.352485079868376e-50,1.715071147058222e-57,6.748955238669893e-75,5.531676108923641e-19,3.0654980752029775e-26,3.444130833905512e-40,6.224416057459354e-42,7.076041723004871e-39,1.3745451972091202e-33,5.709236000293436e-35,2.2351453623048964e-63,2.516681766527331e-60,7.245421773941333e-72,1.032529686128266e-75,1.5500698327928172e-54,2.8879685990963404e-38,4.9005243176804235e-77,1.617995004037919e-78,7.77911888357616e-65,5.683495808295516e-40,3.353952189507739e-83,1.469455883900086e-77,9.642843706878158e-66,3.3980911016851374e-35,5.580590894527242e-49
1.9129231356576652e-15,0.8142254416701907,3.76,0.0,0.8703739396898305,0.999999999999915,5.402067806152158e-31,2.4710147818948125e-42,2.4124537763608377e-28,1.2781026132140343e-13,8.498599548014494e-14,7.510825221607879e-25,8.094962153521028e-23,4.2824265322706616e-14,1.108482669373927e-18,2.192323920124811e-24,1.2585546838887818e-19,4.517900643127993e-25,1.3296132037264018e-29,1.0006146300817675e-35,2.6999955112036815e-31,1.7397339990745132e-34,4.0515874676088486e-34,1.6061411352178384e-24,1.9766427864504566e-49,1.5029387679217585e-48,5.508677808370276e-56,4.336154751815065e-73,1.108262557300069e-18,1.229401698420416e-25,2.7636994132910484e-39,4.994701566878969e-41,5.67806616511236e-38,1.1029847183253228e-32,4.581413828810232e-34,7.187891449984407e-62,8.101507358838383e-59,4.6650235275350726e-70,6.646661231201208e-74,2.489069708765111e-53,2.3174119634287916e-37,3.1565500026726165e-75,1.0407887093297843e-76,2.501717420469419e-63,4.578497539324653e-39,4.330112636720409e-81,9.461620033684687e-76,3.100992741090998e-64,2.7267538905978637e-34,8.958087152996677e-48
