Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631)
0.00010690596458753812,0.935296173198175,3.76,0.0,1.0434098329471001e-11,0.024753874802897563,0.936719991638567,7.83950461458803e-12,1.814304345597379e-12,2.5972397972235537e-11,1.7427450971554826e-05,1.8526902287222652e-17,0.04765997980285653,0.16031537798040585,0.30266757539644584,6.772454716828691e-09,0.01601452880501793,1.4657479864727126e-13,2.0405253486206259e-16,2.206799867413968e-13,1.3717307157089152e-17,1.8261692503242396e-06,0.3933353118553163,4.732536502119151e-06,5.03401240502655e-18,1.896061930693315e-13,1.1615858210186191e-10,6.919853889303748e-13,6.049085087646693e-13,1.8986209147046467e-12,4.68006748413616e-16,2.797518015316328e-20,6.233033261091504e-16,2.078706235160889e-08,0.2783571996765629,1.5249116280691377e-12,2.1501569134458387e-12,3.3399353300442624e-16,5.122747739255342e-18,4.491274365239634e-17,3.1753003099376887e-07,7.378935616332088e-21,9.193697673473035e-24,2.1611468467344613e-09,3.030456974713039e-08,4.048115336764004e-21,6.744374457361126e-18,7.424919558027582e-16,2.5718080726099733e-12,1.018351999952471e-13,6.023866372454819e-20,1.1471152096733544e-27,3.798976960248983e-07,7.348776774596057e-11,4.525153955683246e-16,4.9818832913875655e-22,1.0074541144399134e-18,3.3194499369310144e-24,1.529883278359345e-24,1.0234197980123317e-17,1.5408198285441508e-28,2.4544445646648167e-13,9.83979532157687e-24,2.0454164823042553e-19,2.4112847965912237e-16,8.115940576572138e-10,5.934286277557021e-15,4.70437637146577e-12,6.5159760288790955e-15,9.75801741910013e-15
0.00010699617306952048,0.935279184937292,3.76,0.0,1.021115399889445e-11,0.02472033040552873,0.9367385009774607,7.5963101729768e-12,1.7593033578548581e-12,2.5513183591695572e-11,1.7404375287363314e-05,1.8174945439011206e-17,0.047632131358343315,0.16023435309180026,0.3027035184942215,6.7719998978075844e-09,0.015994995795092927,1.464822614343823e-13,1.9552462264792397e-16,2.1150403370389413e-13,1.314705395371306e-17,1.8255174093446965e-06,0.3932392977329156,4.728685182887321e-06,4.821759316284375e-18,1.816999607710375e-13,1.1134887172964795e-10,6.627587411950041e-13,5.866248180488564e-13,1.8422083011226734e-12,4.676440117780522e-16,2.6796746369071404e-20,6.228445094465637e-16,2.0784166640030697e-08,0.2784532145347616,1.4608677661884185e-12,2.0605926018705596e-12,3.1982738667685997e-16,4.905166624109307e-18,4.317841074639186e-17,3.174868010602823e-07,6.71425189542342e-21,7.711969642111935e-24,2.1605391761953093e-09,3.03107110143208e-08,3.684047439801998e-21,6.4606240294408005e-18,7.109838905612314e-16,2.567106995592919e-12,9.757082701636137e-14,5.47914052824142e-20,9.907369832689843e-28,3.798665728631187e-07,7.3482227921633e-11,4.523790498602074e-16,4.530433836242246e-22,1.0071522266953299e-18,2.780795431478153e-24,1.3917974997309625e-24,1.023224501972766e-17,2.1401742933977885e-28,2.4537679522169323e-13,8.774443860032171e-24,2.0448002253654216e-19,2.4101131789016735e-16,8.109044582896351e-10,5.93082767360257e-15,4.700386340988365e-12,6.514133239158703e-15,9.754484499017018e-15
0.00010708638155150285,0.9352622189242593,3.76,0.0,9.997795375243596e-12,0.02468688333717458,0.9367572318287888,7.363569636376226e-12,1.7066742591353197e-12,2.5073637214232434e-11,1.7381364142858176e-05,1.7837932991499602e-17,0.04760432089661359,0.1601533017320904,0.3027392342840064,6.771554062562765e-09,0.015975500483286064,1.4639072637694051e-13,1.8736202982289662e-16,2.027193060980709e-13,1.2601102094935602e-17,1.8248672924411964e-06,0.3931437756026493,4.724841487014917e-06,4.618673364208157e-18,1.741317658820088e-13,1.0674344280304638e-10,6.348241236027453e-13,5.691324300510582e-13,1.7882167190746189e-12,4.672812180037281e-16,2.5669223808818437e-20,6.223852731942335e-16,2.0781223046502176e-08,0.27854873740032754,1.3995862100648016e-12,1.9748646982843077e-12,3.06278413090171e-16,4.697078748519772e-18,4.1519126298573967e-17,3.1744283523968383e-07,6.109812558166721e-21,7.063055551010408e-24,2.1599281782531382e-09,3.031681739615403e-08,3.352909765317103e-21,6.189146359128393e-18,6.808489662000458e-16,2.562586280402992e-12,9.348947371004444e-14,4.9846159785578315e-20,9.14095978708186e-28,3.798345655807437e-07,7.347659635498596e-11,4.522427063164373e-16,4.12058142098192e-22,1.0068503369516955e-18,2.5447602527428468e-24,1.2659726577735745e-24,1.0230272652698673e-17,1.6845036812454797e-28,2.4530874886487897e-13,8.121609044814524e-24,2.0441839783129398e-19,2.4089401907717126e-16,8.102145825956063e-10,5.9273828552792236e-15,4.6963947137196575e-12,6.512280310110934e-15,9.750941465219879e-15
0.00010717659003348521,0.9352452751206806,3.76,0.0,9.79360382954958e-12,0.02465353307802725,0.9367761823831718,7.140824442186074e-12,1.656306752505691e-12,2.465290070516898e-11,1.7358417204413756e-05,1.75151913633384e-17,0.04757654831223336,0.1600722247749273,0.30277472419127976,6.771116991142992e-09,0.015956042762390956,1.4630015215511246e-13,1.7954871451664006e-16,1.9430872550615048e-13,1.207839165603631e-17,1.8242188896616785e-06,0.39304874240220194,4.7210053791369605e-06,4.424350037246473e-18,1.6688686750758375e-13,1.0233304616258853e-10,6.08490261794568e-13,5.523960621114245e-13,1.7365405100823406e-12,4.66918371109301e-16,2.4590320621306552e-20,6.219256254331161e-16,2.077823196107544e-08,0.278643771335593,1.3409447702913342e-12,1.8928048823871104e-12,2.9331861287399526e-16,4.49805145314851e-18,3.993148086161751e-17,3.1739813951407287e-07,5.560055378461814e-21,7.114603377448036e-24,2.1593138854065277e-09,3.0322889083916336e-08,3.052011245149694e-21,5.929382798548045e-18,6.52025007300369e-16,2.5582380401216042e-12,8.958310022880366e-14,4.535467073892616e-20,8.763432752262517e-28,3.7980168171804927e-07,7.347087401135603e-11,4.521063676664573e-16,3.748576853500075e-22,1.0065484513120567e-18,2.573738195361091e-24,1.151789867805657e-24,1.0228280959885204e-17,1.1068656907136997e-28,2.4524032067112047e-13,7.45688564691195e-24,2.0435677534755737e-19,2.407765856828978e-16,8.095244414921776e-10,5.923951733340073e-15,4.692401552651719e-12,6.510417328784449e-15,9.747388436945472e-15
0.00010726679851546757,0.9352283534882105,3.76,0.0,9.598178927418691e-12,0.024620279111983938,0.9367953508436024,6.9276344299534654e-12,1.608105911847226e-12,2.4250153166320664e-11,1.7335534140717397e-05,1.7206079565500637e-17,0.0475488135001277,0.15999112308623428,0.30280998963283057,6.770688471850533e-09,0.01593662252554745,1.4621049945352318e-13,1.7206935713045502e-16,1.862559562479024e-13,1.1577908604949334e-17,1.8235721911230144e-06,0.39295419508974966,4.717176824109036e-06,4.238404625212944e-18,1.5995095756085364e-13,9.810986074050397e-11,5.830151904690234e-13,5.363820488293674e-13,1.6870767576297884e-12,4.665554750933206e-16,2.3557880568930688e-20,6.214655741797886e-16,2.077519377103395e-08,0.2787383193823974,1.2848287946452635e-12,1.8142520317694135e-12,2.8092153661572425e-16,4.307673836062732e-18,3.841231944315986e-17,3.1735271982307804e-07,5.061670562640993e-21,6.2086899134639426e-24,2.15869632986385e-09,3.032892626803432e-08,2.7789412448279107e-21,5.680808073455025e-18,6.244534644872858e-16,2.5540547291365064e-12,8.584402175271652e-14,4.127430559102757e-20,7.73580361837375e-28,3.797679287498948e-07,7.346506184758401e-11,4.51970036602618e-16,3.4107726908543226e-22,1.0062465757979394e-18,2.245399367769147e-24,1.0482919556320858e-24,1.0226270022032106e-17,1.335427434842014e-28,2.4517151389637455e-13,6.700063997509e-24,2.0429515630168873e-19,2.406590201458761e-16,8.088340457828116e-10,5.9205342192262466e-15,4.6884069201139645e-12,6.5085443817095774e-15,9.743825532342565e-15
0.00010735700699744994,0.9352114539885638,3.76,0.0,9.4111382038814e-12,0.02458712092666193,0.9368147354255133,6.7235799411714996e-12,1.5619776072289127e-12,2.386461057056189e-11,1.7312714622780374e-05,1.690998944522218e-17,0.04752111635558525,0.1599099975241772,0.3028450320167035,6.770268301709273e-09,0.015917239666241784,1.4612173077011395e-13,1.6490934669866673e-16,1.7854539389081195e-13,1.1098684273791277e-17,1.8229271870051154e-06,0.3928601306440609,4.713355787008252e-06,4.060464908199459e-18,1.5331058183860018e-13,9.406561166793954e-11,5.584973519372423e-13,5.210584196800319e-13,1.6397292197605335e-12,4.661925339276184e-16,2.2569880984735346e-20,6.210051274210762e-16,2.0772108860994052e-08,0.2788323845619871,1.231125643241627e-12,1.7390524621156302e-12,2.690625605685994e-16,4.1255702767068714e-18,3.6958651182615406e-17,3.1730658206504955e-07,4.6086557207020696e-21,5.525360009120884e-24,2.1580755435798847e-09,3.033492913806498e-08,2.5306295925947423e-21,5.442941984570122e-18,5.980792064230945e-16,2.550029144813183e-12,8.2264898358771e-14,3.7567650946045314e-20,6.98764370726921e-28,3.7973331408551997e-07,7.345916081311167e-11,4.518337157839739e-16,3.10389468546599e-22,1.005944716361754e-18,1.9967431454922162e-24,9.54115542297454e-25,1.0224239931558701e-17,1.2922426578551342e-28,2.4510233177632953e-13,6.1194896700768534e-24,2.0423354189602522e-19,2.405413248837116e-16,8.081434061573922e-10,5.9171302249779016e-15,4.684410877815014e-12,6.506661554877415e-15,9.740252868608738e-15
0.00010743819463123407,0.9351962633308502,3.76,0.0,9.249667918878119e-12,0.024557360031885182,0.9368323648681354,6.547411569197898e-12,1.5221556686178702e-12,2.3531713029101175e-11,1.729223111821513e-05,1.6654160216938194e-17,0.04749622104501204,0.15983696480965867,0.30287638060460115,6.769897126087118e-09,0.015899826962907534,1.4604256509216628e-13,1.5872682450861977e-16,1.7188614915802065e-13,1.0684793461634776e-17,1.8223481239614356e-06,0.3927758830134947,4.709923252759138e-06,3.9068720071063504e-18,1.4757631522222578e-13,9.057204212714092e-11,5.375281272991676e-13,5.078320847800681e-13,1.5988499720897875e-12,4.658658515240902e-16,2.171704799297515e-20,6.205903937258679e-16,2.0769292811998737e-08,0.2789166328526902,1.1847670623107327e-12,1.6741185153618445e-12,2.588296372471595e-16,3.9684451403870795e-18,3.5703929946101326e-17,3.1726444897624847e-07,4.236023532989292e-21,5.330342215585561e-24,2.1575140998328475e-09,3.034030253851342e-08,2.3264648995884113e-21,5.237624744544488e-18,5.753216680950228e-16,2.546535287089301e-12,7.917465145021257e-14,3.4522887548435124e-20,6.5905845181027965e-28,3.7970143020856094e-07,7.34537746754348e-11,4.517110379756252e-16,2.8518516027928133e-22,1.0056730614677656e-18,1.9302102467971126e-24,8.767342910368394e-25,1.0222396550451764e-17,1.0441631223814507e-28,2.4503974960557504e-13,5.656790607549796e-24,2.041780938782961e-19,2.404352902107119e-16,8.075216306907738e-10,5.914078117461269e-15,4.680813284865574e-12,6.5049586341618615e-15,9.737029223134688e-15
0.00010751938226501821,0.9351810905419335,3.76,0.0,9.094437856159192e-12,0.024527675939099085,0.9368501666500701,6.378039776544764e-12,1.483871493329383e-12,2.3211621849770843e-11,1.7271798584503892e-05,1.6407999674418123e-17,0.047471356084818235,0.1597639140614095,0.3029075506635028,6.7695324186205455e-09,0.015882444372223983,1.4596406132164488e-13,1.527818967124544e-16,1.6548161371279232e-13,1.0286726807964243e-17,1.8217704184222444e-06,0.3926920219006032,4.706496754771827e-06,3.7592329334298225e-18,1.4206198894806793e-13,8.721151311942179e-11,5.174547519495313e-13,4.951187365971314e-13,1.5595455690669075e-12,4.655391385755344e-16,2.0897234952226296e-20,6.201753518097442e-16,2.0766439505576777e-08,0.2790004946253743,1.1402025938376894e-12,1.6116793437114193e-12,2.48996162174389e-16,3.817459891377177e-18,3.4497861496908135e-17,3.172217432368094e-07,3.894445449228033e-21,4.8354705565286806e-24,2.156950087758941e-09,3.034564843434149e-08,2.1392631507265798e-21,5.040258728604312e-18,5.534530160799892e-16,2.5431588155500197e-12,7.620339644429527e-14,3.172885913133084e-20,5.92413396668107e-28,3.7966885961688774e-07,7.344831799476982e-11,4.515883724789654e-16,2.6206859926667994e-22,1.0054014285740187e-18,1.7532841839549608e-24,8.058996659044369e-25,1.0220537796344803e-17,1.1553114887270206e-28,2.4497686833930133e-13,5.11584417328929e-24,2.0412265143228174e-19,2.403291541261724e-16,8.068996738555392e-10,5.9110368271051e-15,4.677214643511933e-12,6.5032478419698335e-15,9.733797850630088e-15
0.00010760056989880234,0.9351659355940256,3.76,0.0,8.945203511849726e-12,0.024498068282377834,0.9368681394958726,6.215196477609721e-12,1.4470685830895265e-12,2.2903835565775694e-11,1.7251416786565833e-05,1.6171119445514604e-17,0.04744652139942114,0.15969084588918087,0.30293854320191443,6.769174047377595e-09,0.015865091817263432,1.458861955258573e-13,1.4706522297574437e-16,1.593218117175225e-13,9.90386498328824e-18,1.821194063360539e-06,0.39260854514509547,4.703076268041661e-06,3.617311258018055e-18,1.3675888185089126e-13,8.397923333050588e-11,4.97832741095401e-13,4.828979501660596e-13,1.521753302595074e-12,4.652123979116754e-16,2.010915234708203e-20,6.197600073705592e-16,2.076354921643737e-08,0.27908397204033947,1.0973619071471781e-12,1.5516366185237707e-12,2.3954640557974933e-16,3.67237246107104e-18,3.3338555864958666e-17,3.171784690596265e-07,3.5815571393577706e-21,3.984714792705862e-24,2.1563835300891376e-09,3.035096696191954e-08,1.9675353416784972e-21,4.850534124813377e-18,5.324382411637689e-16,2.5398951267014416e-12,7.334644336745772e-14,2.916652531923353e-20,5.136583149142117e-28,3.7963560757829954e-07,7.344279144618787e-11,4.514657211596372e-16,2.4086611686108225e-22,1.005129821856852e-18,1.4397916489265543e-24,7.408775832745407e-25,1.0218663740287242e-17,1.3808458123536597e-28,2.4491369029464194e-13,4.660744359017759e-24,2.0406721540144322e-19,2.4022291834363e-16,8.062775432135501e-10,5.908006291123071e-15,4.673614997398391e-12,6.501529239874319e-15,9.730558834307653e-15
0.00010768175753258648,0.9351507984593781,3.76,0.0,8.801730157609485e-12,0.02446853669814759,0.9368862821380193,6.058624212477058e-12,1.411686541114291e-12,2.2607872958295327e-11,1.723108549079074e-05,1.5943147836427165e-17,0.04742171691347655,0.15961776089781715,0.3029693592227533,6.768821885068526e-09,0.015847769221324578,1.4580894469877562e-13,1.4156783962937766e-16,1.5339716454572742e-13,9.53561334617637e-18,1.820619051788079e-06,0.3925254505997737,4.6996617677052015e-06,3.480877581962986e-18,1.3165881058239618e-13,8.086980464641601e-11,4.790429885739655e-13,4.711502129382502e-13,1.4854147110904508e-12,4.648856323358175e-16,1.9351552069648743e-20,6.193443660739262e-16,2.0760622217560848e-08,0.2791670672447928,1.0561752117462483e-12,1.4938961892351028e-12,2.3046533803662537e-16,3.532954949497243e-18,3.222414756994074e-17,3.1713463063104923e-07,3.2935604461405713e-21,3.9857362376306886e-24,2.155814449394203e-09,3.035625825704156e-08,1.8096414375896354e-21,4.668157355982722e-18,5.122435827849119e-16,2.5367398045203137e-12,7.05992889994178e-14,2.6816480494354703e-20,5.014918964580916e-28,3.7960167931947837e-07,7.343719569978434e-11,4.513430858612541e-16,2.2141984343018454e-22,1.0048582454435855e-18,1.4432379937394427e-24,6.810322740965736e-25,1.0216774456845962e-17,1.0057230992599924e-28,2.4485021777512886e-13,4.383447508764158e-24,2.0401178661928963e-19,2.401165845619112e-16,8.056552462552841e-10,5.904986447112482e-15,4.670014389767186e-12,6.499802889088547e-15,9.727312256723485e-15
0.00010776294516637061,0.9351356791102805,3.76,0.0,8.66379232318518e-12,0.024439080825164917,0.936904593316852,5.908076477283941e-12,1.377666269600362e-12,2.2323271724646297e-11,1.7210804465025644e-05,1.5723726070060387e-17,0.04739694255187834,0.1595446596873007,0.3029999997233828,6.768475808870817e-09,0.015830476507933604,1.4573228668287398e-13,1.3628111956170675e-16,1.476984729921654e-13,9.181400741021711e-18,1.8200453767558621e-06,0.3924427361304329,4.6962532290393615e-06,3.3497173533495662e-18,1.267538237030719e-13,7.787830403274907e-11,4.611884045991217e-13,4.598565538278138e-13,1.4504729875346738e-12,4.645588446247648e-16,1.862319952657304e-20,6.189284335286722e-16,2.075765878011368e-08,0.279249782372947,1.0165771632691908e-12,1.4383675460306713e-12,2.2173770379585473e-16,3.398969814245246e-18,3.115282213488039e-17,3.170902321099576e-07,3.0293667648849492e-21,3.8660992245593194e-24,2.1552428680647996e-09,3.036152245492337e-08,1.6648123755868269e-21,4.4928238810459295e-18,4.928353080122604e-16,2.533688607255382e-12,6.795761197836293e-14,2.4659961626193105e-20,4.715336605588541e-28,3.795670800264732e-07,7.343153141982749e-11,4.512204684048389e-16,2.035827616920172e-22,1.004586703406395e-18,1.4036084386444202e-24,6.262569021383108e-25,1.0214870015964872e-17,8.395489410320696e-29,2.4478645307104427e-13,4.036192734584961e-24,2.039563659081491e-19,2.4001015446315614e-16,8.050327904006052e-10,5.901977233108092e-15,4.6664128634250514e-12,6.498068850471787e-15,9.72405819965773e-15
0.00010784413280015475,0.9351205775190616,3.76,0.0,8.531173464249647e-12,0.024409700304503013,0.9369230717805431,5.763316077238538e-12,1.3449556023565035e-12,2.2049587783875192e-11,1.7190573478566612e-05,1.551251027735581e-17,0.04737219823975873,0.15947154285277984,0.3030304656956326,6.768135700057609e-09,0.01581321360084456,1.4565620025203054e-13,1.3119678238775553e-16,1.4221690228453146e-13,8.840678577784608e-18,1.819473031356566e-06,0.3923603996158009,4.692850627460817e-06,3.2236240948920303e-18,1.2203619312922052e-13,7.500045051184665e-11,4.4391517085491614e-13,4.4899879942611474e-13,1.4168726510751148e-12,4.64232037540716e-16,1.7922932072097532e-20,6.18512215312196e-16,2.0754659173541063e-08,0.2793321195460826,9.785060310750587e-13,1.3849636983612222e-12,2.1334916087885616e-16,3.270193812933824e-18,3.012288422773861e-17,3.1704527762869423e-07,2.788034166848419e-21,2.7839968145686673e-24,2.154668808318808e-09,3.0366759690200736e-08,1.5321988219999858e-21,4.324247767402355e-18,4.741817159326534e-16,2.5307374612810415e-12,6.541726430919387e-14,2.2680532042992804e-20,3.7029309557064766e-28,3.795318148450138e-07,7.34257992655815e-11,4.510978705899638e-16,1.872131759991712e-22,1.0043151997717742e-18,1.00429585384296e-24,5.762151506885734e-25,1.0212950490607754e-17,1.359543588497265e-28,2.4472239846002766e-13,3.560159379763892e-24,2.0390095408109534e-19,2.3990362971559257e-16,8.044101829992529e-10,5.8989785875502506e-15,4.662810460780269e-12,6.496327184543824e-15,9.72079674425383e-15
0.00010792532043393888,0.9351054936580894,3.76,0.0,8.403665861463621e-12,0.024380394779545792,0.9369417162850783,5.624115008069576e-12,1.313506519994845e-12,2.1786395090851024e-11,1.7170392302155838e-05,1.5309173190746636e-17,0.04734748390248835,0.1593984109845819,0.30306075812580824,6.767801444011686e-09,0.015795980424038646,1.4558066514144616e-13,1.263069080649114e-16,1.3694397599403148e-13,8.512920529344722e-18,1.8189020087241252e-06,0.39227843894750813,4.689453938525646e-06,3.102392316782735e-18,1.1749857169339701e-13,7.223197626018211e-11,4.2704256292968093e-13,4.385598467199818e-13,1.384560736251167e-12,4.639052138324989e-16,1.7249682909700326e-20,6.180957169873488e-16,2.0751623665641555e-08,0.2794140808725767,9.419012787356532e-13,1.3336012557368481e-12,2.0528711853790205e-16,3.146438005665991e-18,2.913274172689103e-17,3.1699977129390456e-07,2.565798308086512e-21,2.4612222238725354e-24,2.154092292215116e-09,3.037197009692938e-08,1.4101319233047116e-21,4.16218321375797e-18,4.5625439877704e-16,2.527882459885752e-12,6.297426331894761e-14,2.0864763759321894e-20,3.4304135993250015e-28,3.7949588888062796e-07,7.341999989196541e-11,4.509752941948329e-16,1.7219021835214586e-22,1.0040437385247045e-18,8.848494763952508e-25,5.2999812538702205e-25,1.0211015962250861e-17,1.266193644232837e-28,2.4465805620699694e-13,3.3277537255857826e-24,2.038455519427861e-19,2.397970119749612e-16,8.037874313311235e-10,5.895990449242995e-15,4.659207223872614e-12,6.4945779514846176e-15,9.717527971115814e-15
0.00010800650806772302,0.9350904274997835,3.76,0.0,8.281071078461059e-12,0.02435116389621773,0.9369605255950573,5.4902562589140686e-12,1.2832640305858376e-12,2.153328677805743e-11,1.7150260708129222e-05,1.5113401030605716e-17,0.04732279946570069,0.1593252646677366,0.3030908779941186,6.767472930565426e-09,0.015778776901748066,1.455056618834233e-13,1.2160391585268299e-16,1.3187159582146514e-13,8.19762380659478e-18,1.8183323020331892e-06,0.39219685203139665,4.686063137943251e-06,2.9858307447893075e-18,1.1313409125616713e-13,6.956803301570132e-11,4.111794651062308e-13,4.285231885249187e-13,1.3534882492096943e-12,4.635783762105512e-16,1.6602364487804842e-20,6.176789440503738e-16,2.0748552522252307e-08,0.2794956684465942,9.067037562327834e-13,1.2842007427541623e-12,1.9753838826644963e-16,3.027500133643403e-18,2.818076813777354e-17,3.16953717182692e-07,2.3608418201421572e-21,2.9108881645465086e-24,2.153513341634304e-09,3.037715380851944e-08,1.2978891082811602e-21,4.006369982532635e-18,4.3902391365446743e-16,2.525119872739806e-12,6.062480343733142e-14,1.9197992278716973e-20,3.6144069937784073e-28,3.7945930719475936e-07,7.341413394774796e-11,4.508527409747945e-16,1.584134541753614e-22,1.0037723235917843e-18,1.0569616256480075e-24,4.8754069125035135e-25,1.0209066505858832e-17,7.939831353719456e-29,2.4459342856168415e-13,3.141355751473443e-24,2.0379016028602383e-19,2.396903028789091e-16,8.031645426001633e-10,5.893012757441934e-15,4.655603194279157e-12,6.4928212110723375e-15,9.714251960017975e-15
0.00010808769570150716,0.9350753790165707,3.76,0.0,8.163197293846036e-12,0.024322007302374982,0.9369794984816522,5.361529825376728e-12,1.2541821540792782e-12,2.128986942457663e-11,1.7130178470030946e-05,1.4924890023747155e-17,0.047298144855232545,0.1592521044832467,0.3031208262761105,6.767150052666838e-09,0.01576160295839849,1.4543117168128952e-13,1.170804690306205e-16,1.269919355821241e-13,7.894302387519994e-18,1.8177639044933356e-06,0.39211563678414246,4.682678201539794e-06,2.873759658751368e-18,1.0893587506173578e-13,6.700494403272237e-11,3.95894687270974e-13,4.188726418295721e-13,1.323605996969933e-12,4.632515273753999e-16,1.5979942082826925e-20,6.172619019645395e-16,2.0745446007697317e-08,0.2795768843514659,8.728593719328046e-13,1.2366851240336237e-12,1.9008994290557613e-16,2.913175090225862e-18,2.7265475696919902e-17,3.169071193489625e-07,2.173352225716618e-21,2.6847259190235644e-24,2.1529319782942734e-09,3.038231095788022e-08,1.1950249148524659e-21,3.8565470322292555e-18,4.224616603644882e-16,2.5224460936962292e-12,5.836521383856957e-14,1.7667506896034992e-20,3.3005018130026346e-28,3.7942207481544486e-07,7.340820207690025e-11,4.507302126657111e-16,1.4577065930407431e-22,1.003500958856369e-18,9.756899630071173e-25,4.486897783555434e-25,1.0207102197187905e-17,7.488769947978912e-29,2.4452851776319097e-13,2.880177105168095e-24,2.0373477989486142e-19,2.3958350405211913e-16,8.025415239526262e-10,5.890045451781186e-15,4.6519984132221306e-12,6.4910570227975894e-15,9.710968790114279e-15
0.00010816888333529129,0.9350603481809019,3.76,0.0,8.049861434854937e-12,0.02429292464847911,0.9369986337249132,5.2377355526507545e-12,1.2262175019141866e-12,2.1055767471700528e-11,1.7110145363040538e-05,1.4743352724924268e-17,0.04727351999719702,0.15917893100668667,0.3031506039410279,6.766832707537909e-09,0.01574445851867467,1.4535717666571447e-13,1.127295824342112e-16,1.22297525434904e-13,7.602492331170333e-18,1.8171968093552148e-06,0.3920347911370487,4.67929910529901e-06,2.766002137130245e-18,1.0489744122376466e-13,6.453895066130137e-11,3.810250868129459e-13,4.095930002981677e-13,1.294867552863265e-12,4.629246700051478e-16,1.5381449740197896e-20,6.168445961629992e-16,2.0742304384423933e-08,0.2796577306558952,8.403152098433189e-13,1.1909809577049039e-12,1.8293009622816702e-16,2.8032839018942623e-18,2.638543782183164e-17,3.1685998181757667e-07,2.001689458569266e-21,2.1185456301690236e-24,2.152348223738249e-09,3.038744167724083e-08,1.1006467307432947e-21,3.712483617578186e-18,4.065415650960352e-16,2.5198576834267377e-12,5.6191993582791895e-14,1.626293120504575e-20,2.7934641855445827e-28,3.7938419672570996e-07,7.340220491833716e-11,4.50607710981037e-16,1.3416212336409702e-22,1.0032296481552003e-18,7.658965545041456e-25,4.130657737774302e-25,1.0205123117222372e-17,9.093258548639849e-29,2.4446332603594845e-13,2.6170929358089135e-24,2.036794115438977e-19,2.3947661710474713e-16,8.019183824575393e-10,5.887088472291994e-15,4.648392921508302e-12,6.489285445760654e-15,9.707678539928444e-15
0.00010825007096907543,0.9350453349654148,3.76,0.0,7.940885894515254e-12,0.024263915586628076,0.9370179301104309,5.118678998402967e-12,1.199324759670857e-12,2.08306167172721e-11,1.7090161163351487e-05,1.4568507715158468e-17,0.047248924817883946,0.1591057448101967,0.3031802119542017,6.766520794830281e-09,0.01572734350743512,1.452836594338462e-13,1.0854447410206907e-16,1.1778111712996192e-13,7.321743572061433e-18,1.816631009910702e-06,0.39195431303058414,4.675925825305637e-06,2.662383194490658e-18,1.0101256998684094e-13,6.216605248953542e-11,3.6677085029074126e-13,4.006695807101973e-13,1.2672282858246265e-12,4.625978067616066e-16,1.480594426888935e-20,6.164270320507824e-16,2.07391279136214e-08,0.2797382094194195,8.090189420435064e-13,1.1470170644702311e-12,1.7604769073672747e-16,2.6976579092800106e-18,2.5539236753800184e-17,3.168123085941064e-07,1.8434339278786857e-21,2.1323834371308777e-24,2.1517620993878784e-09,3.039254609841219e-08,1.0137864676987915e-21,3.573960274235924e-18,3.912385412239997e-16,2.5173513011299096e-12,5.410173684262772e-14,1.4973506244794383e-20,2.7192313258263758e-28,3.7934567788034565e-07,7.339614310723443e-11,4.504852376166929e-16,1.2350477551973353e-22,1.002958395286189e-18,7.73715207989638e-25,3.8027184060254004e-25,1.020312934714225e-17,7.639928195487173e-29,2.443978555944012e-13,2.436712527727494e-24,2.0362405599984962e-19,2.393696436356725e-16,8.0129512513176e-10,5.884141759337934e-15,4.644786759642586e-12,6.4875065387958025e-15,9.704381287476321e-15
