Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21)
2.4067788289917917e-08,0.8779616338738636,3.76,0.0,0.638619669991487,0.9999946131105807,8.343597483828784e-09,1.3211265923771444e-17,3.2548898398765686e-12,1.254918143179378e-05,5.208542599309488e-06,2.081734436721954e-10,1.7742833016573917e-07,6.365639037151895e-06,3.9327029506830467e-07,4.162315695593691e-09,1.6272426175423275e-07,3.5585848417202134e-10,1.0286315448423273e-12,1.1598576996504707e-12,1.2807620276494228e-12,4.1545001126408404e-13,1.7746278373592974e-12,1.6303699417281922e-09,7.89351207895319e-20,1.1940813845072613e-17,1.4628735268904584e-18,1.127214308220942e-25
2.5311384700548834e-08,0.8779616922220752,3.76,0.0,0.6386189991019553,0.9999943263429167,9.688328250877622e-09,1.562954199768335e-17,3.5429397992224673e-12,1.321956858891779e-05,5.476941096043889e-06,2.2376901646965748e-10,1.957810538053141e-07,6.666280564998783e-06,4.3373432578634603e-07,4.622735495097724e-09,1.789067312016648e-07,3.804303295423323e-10,1.1792475924267126e-12,1.3607724696535606e-12,1.493544083182383e-12,4.803657274474315e-13,2.080542014457199e-12,1.8012982417025184e-09,9.283398322564073e-20,1.4460252789955276e-17,1.8655655610601727e-18,1.631947678528139e-25
2.655498111117975e-08,0.8779617505814896,3.76,0.0,0.6386183260546383,0.9999940388015396,1.1168450572123534e-08,1.832098633414212e-17,3.838619262245284e-12,1.3892087858589292e-05,5.745266103797403e-06,2.395355336404525e-10,2.1498831418999962e-07,6.9643190032744226e-06,4.7605723334326864e-07,5.108323200269562e-09,1.9575130932761914e-07,4.051710304286993e-10,1.3424520074275515e-12,1.5845111451419947e-12,1.7290804183498178e-12,5.514441650433452e-13,2.421270720139651e-12,1.9805507352203727e-09,1.0833667798887815e-19,1.734550097719934e-17,2.350800275497635e-18,2.3208916158578333e-25
2.7798577521810667e-08,0.877961808952153,3.76,0.0,0.6386176508533244,0.9999937504936367,1.279010042230312e-08,2.129722066086528e-17,4.1415341715630694e-12,1.4566735373404181e-05,6.013517387834791e-06,2.55457149861126e-10,2.3504326579434115e-07,7.259777707903311e-06,5.202229308005573e-07,5.619178136221731e-09,2.1324479520124259e-07,4.3006828233590546e-10,1.5185448780463847e-12,1.8324380107789933e-12,1.9886038556665596e-12,6.289216395544999e-13,2.798973416456738e-12,2.1681005962759503e-09,1.2554051761085654e-19,2.0627685295311848e-17,2.930235465091415e-18,3.2475064310632955e-25
2.9042173932441584e-08,0.87796186733411,3.76,0.0,0.6386169735018308,0.9999934614263288,1.4559364397947757e-08,2.4569192019803288e-17,4.45131485841359e-12,1.5243507235129717e-05,6.281694715754153e-06,2.7152014113024295e-10,2.559390513752685e-07,7.5526798232344146e-06,5.662154755814129e-07,6.155397262759156e-09,2.3137417442315322e-07,4.5511211861782977e-10,1.7078126365850044e-12,2.1059321283751805e-12,2.273357904603152e-12,7.130305645268097e-13,3.215848172605826e-12,2.3639210729325036e-09,1.4454388214901535e-19,2.4338846465588397e-17,3.616494704435211e-18,4.477114202528575e-25
3.02857703430725e-08,0.8779619257274043,3.76,0.0,0.6386162940040031,0.9999931716066705,1.6482279637467597e-08,2.8147173631334966e-17,4.767614524891508e-12,1.592239951535513e-05,6.549797857465234e-06,2.87712620266664e-10,2.776688032327227e-07,7.84304828437274e-06,6.140190681644074e-07,6.71707561248908e-09,2.501266168099613e-07,4.80294469444136e-10,1.9105292423117265e-12,2.4063868796452226e-12,2.5845967561092873e-12,8.039996976735835e-13,3.674131297497892e-12,2.5679854871664853e-09,1.6544618514637156e-19,2.851191896793719e-17,4.423194956757172e-18,6.088785588084322e-25
3.152936675370342e-08,0.8779619841320789,3.76,0.0,0.6386156123637143,0.9999928810416506,1.8564833750328358e-08,3.2040770713760856e-17,5.090107822092158e-12,1.660340825610434e-05,6.817826585167968e-06,3.040242917313963e-10,3.002256444454836e-07,8.130905819402618e-06,6.636180507915012e-07,7.304306641338743e-09,2.694894741069005e-07,5.056088083596385e-10,2.126957260002259e-12,2.7352095671634926e-12,2.9235852774610002e-12,9.020543728026201e-13,4.176096961904432e-12,2.78026723471152e-09,1.883478438800809e-19,3.318071346953176e-17,5.364973595260011e-18,8.177414673444961e-25
3.2772963164334334e-08,0.8779620425481766,3.76,0.0,0.6386149285848656,0.9999925897381926,2.0812964754838233e-08,3.6258930007287803e-17,5.418489513563168e-12,1.7286529470418854e-05,7.085780673331229e-06,3.204462369351293e-10,3.2360269008305627e-07,8.416274951534712e-06,7.149969061890237e-07,7.917182521535139e-09,2.8945027772699307e-07,5.310498563908681e-10,2.3573488493087492e-12,3.0938210634504984e-12,3.2915990073350722e-12,1.0074167183656495e-12,4.724056808950473e-12,3.000739784902196e-09,2.1335025324208397e-19,3.8379901414528245e-17,6.457514951902957e-18,1.0855985470494346e-24
3.401655957496525e-08,0.8779621009757379,3.76,0.0,0.6386142426713843,0.999992297703157,2.3232561024446194e-08,4.080995245837012e-17,5.752473219966578e-12,1.7971759142913524e-05,7.353659898671798e-06,3.369707269733313e-10,3.4779304839369034e-07,8.699178001183567e-06,7.681402563014222e-07,8.55579438355907e-09,3.0999673651660165e-07,5.566133371904933e-10,2.6019466709763717e-12,3.483655504130108e-12,3.689924151065386e-12,1.120305863149279e-12,5.3203595533885065e-12,3.2293766805176897e-09,2.4055576288823347e-19,4.4145001619245175e-17,7.71757644552033e-18,1.4258038032184837e-24
3.526015598559617e-08,0.8779621594148042,3.76,0.0,0.6386135546272261,0.9999920049433403,2.582946124256447e-08,4.570150875320345e-17,6.0917902427633656e-12,1.8659093230306656e-05,7.621464040133533e-06,3.5359106136288835e-10,3.7278982196837606e-07,8.979637087976483e-06,8.230328610378748e-07,9.220232508008183e-09,3.31116734547601e-07,5.822957822862808e-10,2.8609847132260013e-12,3.906160022879972e-12,4.119857576050834e-12,1.2409381294792722e-12,5.967390570374579e-12,3.4661515376252454e-09,2.7006765744118975e-19,5.05123687805742e-17,9.16301432170506e-18,1.8540343199812846e-24
3.6503752396227085e-08,0.8779622178654157,3.76,0.0,0.6386128644563721,0.9999917114654767,2.860945436578361e-08,5.094065721064422e-17,6.436188462566714e-12,1.934852766192716e-05,7.889192878866753e-06,3.7030142964753763e-10,3.985861088809739e-07,9.257674132702605e-06,8.79659617031457e-07,9.910586475839139e-09,3.5279832893587607e-07,6.080943779675489e-10,3.1346890444656497e-12,4.362794524093759e-12,4.582706807269325e-12,1.3695272144193067e-12,6.667571473939517e-12,3.711038045423487e-09,3.0199013948609823e-19,5.75191837519728e-17,1.0812809055403426e-17,2.3885792917977454e-24
3.7747348806858e-08,0.8779622763276121,3.76,0.0,0.6386121721628295,0.9999914172762386,3.1578279595232915e-08,5.653386343139584e-17,6.78543130627936e-12,2.004005834020265e-05,8.15684619820783e-06,3.870967917487281e-10,4.2517500380490415e-07,9.533310859215342e-06,9.38005556410286e-07,1.0626945289234869e-08,3.7502974768547314e-07,6.340068415671428e-10,3.423278500379629e-12,4.855031488023248e-12,5.079790022843584e-12,1.5062843595852143e-12,7.423359685196454e-12,3.964009966085591e-09,3.3642831499718117e-19,6.520344540118376e-17,1.2687090479376312e-17,3.050651133030099e-24
3.899094521748892e-08,0.877962334801433,3.76,0.0,0.6386114777506318,0.9999911223822374,3.4741626355866064e-08,6.24870212173896e-17,7.139296777925728e-12,2.073368114113122e-05,8.424423783658958e-06,4.0397277391094745e-10,4.5254959910680666e-07,9.806568796296615e-06,9.980558455802405e-07,1.1369397471055112e-08,3.977993875578671e-07,6.60031319183449e-10,3.726965312136141e-12,5.384355804093847e-12,5.612436049613182e-12,1.6514185102118554e-12,8.23724799072094e-12,4.225041134602313e-09,3.7348818085181624e-19,7.360396388771007e-17,1.480716269210023e-17,3.864719187857548e-24
4.0234541628119835e-08,0.8779623932869166,3.76,0.0,0.6386107812238372,0.9999908267900228,3.810513428352354e-08,6.880547444577493e-17,7.497576549507674e-12,2.1429391914738704e-05,8.691925422868157e-06,4.209255784255866e-10,4.807029859174444e-07,1.007746927948593e-05,1.0597957840190912e-06,1.2138031145646256e-08,4.210958119660822e-07,6.861663020676772e-10,4.045955680371548e-12,5.9522646294878965e-12,6.1819843586797475e-12,1.8051364640444202e-12,9.111764091897611e-12,4.494105458624885e-09,4.132766142046613e-19,8.276035524055613e-17,1.7195528783692608e-17,4.858866619207955e-24
4.272173444938167e-08,0.8779625102930249,3.76,0.0,0.6386093818428168,0.999990233536858,4.545494323297371e-08,8.255703073981352e-17,8.226609097448354e-12,2.2827060652854836e-05,9.22670002376351e-06,4.550489144475264e-10,5.39318498618652e-07,1.0612282270803946e-05,1.188286464846746e-06,1.3754193813761747e-08,4.692240889004165e-07,7.387631220413059e-10,4.7306447142807684e-12,7.209885136187358e-12,7.437198902027905e-12,2.1391410375529734e-12,1.1052962280664809e-11,5.056229566151064e-09,5.014710451963816e-19,1.0350322886680012e-16,2.2873296996115023e-17,7.520170768583016e-24
4.496020798851732e-08,0.8779626156387893,3.76,0.0,0.6386081152091998,0.9999896972856166,5.280987988399436e-08,9.622589926279199e-17,8.89599621986569e-12,2.409206123486751e-05,9.707735341343942e-06,4.85993812728361e-10,5.946666285002431e-07,1.1085761615162533e-05,1.3095618850291318e-06,1.529915881798351e-08,5.142297484600145e-07,7.864680279623115e-10,5.401165670786054e-12,8.488969503260154e-12,8.706753143653734e-12,2.4711371103299246e-12,1.3033444082567314e-11,5.589354378429057e-09,5.912676647246029e-19,1.2517070281396668e-16,2.915202000531856e-17,1.0900946683738038e-23
4.7198681527652966e-08,0.8779627210229245,3.76,0.0,0.6386068417885291,0.9999891588713322,6.089877092789371e-08,1.1113871731650671e-16,9.576985817221643e-12,2.5363761166683293e-05,1.0188521386601368e-05,5.171476765143657e-10,6.524306481260777e-07,1.1551925973913472e-05,1.436089103327766e-06,1.6930309695429822e-08,5.607717275683929e-07,8.34517450534899e-10,6.12425209828908e-12,9.916901619113223e-12,1.0117188248406246e-11,2.8340764511755213e-12,1.5251217271532547e-11,6.148104130690975e-09,6.916064335216897e-19,1.4993980976165962e-16,3.670737296843993e-17,1.5509998052817766e-23
4.9437155066788615e-08,0.8779628264456415,3.76,0.0,0.6386055616053439,0.9999886183300947,6.975270743647215e-08,1.2730978793437066e-16,1.0268756382068251e-11,2.6642135362671572e-05,1.0669056996118122e-05,5.485010463471808e-10,7.125703533540664e-07,1.2010893019139143e-05,1.5677870430648755e-06,1.8648151948146606e-08,6.087890852001968e-07,8.829087409261119e-10,6.900947818562167e-12,1.1502844968375407e-11,1.167670026978841e-11,3.229103808314495e-12,1.7722223784367197e-11,6.732329258895137e-09,8.031416174512347e-19,1.7807040055729242e-16,4.5717168363667505e-17,2.1697741014808595e-23
5.1675628605924264e-08,0.8779629319071481,3.76,0.0,0.6386042746844213,0.9999880756974034,7.940225932055705e-08,1.4474946028558252e-16,1.097057458415024e-11,2.7927158497452144e-05,1.1149341027470113e-05,5.800465069438945e-10,7.750456049130305e-07,1.2462778530982691e-05,1.7045759320863388e-06,2.0453189550792417e-08,6.582224701021865e-07,9.316400035941896e-10,7.732264671853264e-12,1.325608667306472e-11,1.3393596605145311e-11,3.657350298620395e-12,2.046273376989014e-11,7.341880949187078e-09,9.265363317923206e-19,2.0983069234506875e-16,5.637375006879175e-17,2.988963252842462e-23
5.391410214505991e-08,0.8779630374076487,3.76,0.0,0.6386029810507688,0.9999875310081768,8.987747627204033e-08,1.634645302711234e-16,1.1681785581791004e-11,2.9218805013098015e-05,1.1629372358879507e-05,6.117782079024836e-10,8.39816345041745e-07,1.2907696428285294e-05,1.8463772817762852e-06,2.234592516062841e-08,7.090140849702581e-07,9.807098382448236e-10,8.619187332701023e-12,1.5186037222626293e-11,1.5276295885295157e-11,4.119934922503839e-12,2.3489336134020655e-11,7.97661113491379e-09,1.0624625192179086e-18,2.454973055637945e-16,6.888445490153019e-17,4.0597241038647925e-23
5.615257568419556e-08,0.8779631429473436,3.76,0.0,0.638601680729619,0.9999869842967634,1.0120788892039966e-07,1.8345861872144307e-16,1.2401804403462709e-11,3.0517049126175115e-05,1.2109149888873342e-05,6.436914944483057e-10,9.068426134523766e-07,1.3345758798642967e-05,1.993113866415989e-06,2.4326860246038377e-08,7.611076513860189e-07,1.0301171643246797e-09,9.562677383672834e-12,1.7302230424146862e-11,1.7333327855646567e-11,4.6179658915746424e-12,2.6818929010229962e-11,8.636372493635532e-09,1.2116009441967604e-18,2.853553161449988e-16,8.347207672734061e-17,5.443026240924607e-23
5.839104922333121e-08,0.8779632485264306,3.76,0.0,0.6386003737464213,0.9999864355969502,1.1342251019071215e-07,2.0473252567771567e-16,1.3130108269765329e-11,3.182186483463998e-05,1.2588672535947892e-05,6.757826263171488e-10,9.760845626512497e-07,1.3777075927919932e-05,2.1447097028736952e-06,2.639649515130092e-08,8.144483754814653e-07,1.0798611103058199e-09,1.0563676760600008e-11,1.961432352122442e-11,1.9573333248432826e-11,5.152541792073459e-12,3.046871018692707e-11,9.321018444135688e-09,1.3746412000581812e-18,3.2969831999459465e-16,1.0037533370847591e-16,7.210948365975331e-23
6.062952276246687e-08,0.8779633541451035,3.76,0.0,0.638599060126838,0.9999858849419729,1.2654983686053504e-07,2.2728455969562012e-16,1.3866229788621032e-11,3.313322592460818e-05,1.306793923823878e-05,7.080485693155012e-10,1.0475024726179544e-06,1.4201756329233885e-05,2.301090030627721e-06,2.855532911630395e-08,8.689829143354417e-07,1.1299409490962798e-09,1.1623110635719224e-11,2.2132097446784593e-11,2.2005063645394034e-11,5.724752595978753e-12,3.445616751498508e-11,1.0030403143428798e-08,1.5522817261722274e-18,3.788285078334552e-16,1.198493392637808e-16,9.448072466843212e-23
6.286799630160251e-08,0.877963459803554,3.76,0.0,0.6385977398967344,0.9999853323645236,1.406178513034713e-07,2.511108413498691e-16,1.460975089798434e-11,3.445110597701635e-05,1.354694895319663e-05,7.404868353107717e-10,1.1210567648725287e-06,1.4619906771456548e-05,2.462181292111028e-06,3.080386027764214e-08,9.246593430741782e-07,1.180356053121935e-09,1.2741889850862778e-11,2.4865457157738372e-11,2.4637381330461933e-11,6.3356805418173325e-12,3.879906932615387e-11,1.0764381483767302e-08,1.7452298313351746e-18,4.3305674776157723e-16,1.4216607733921942e-16,1.2252975905088898e-22
6.510646984073815e-08,0.8779635655019702,3.76,0.0,0.6385964130821761,0.9999847778967608,1.5565402341100974e-07,2.762055807451113e-16,1.5360297465107082e-11,3.577547837419047e-05,1.402570065726818e-05,7.730953562748867e-10,1.196708015949444e-06,1.5031632307248831e-05,2.627911113371303e-06,3.314258566170206e-08,9.814271226604502e-07,1.2311058584696992e-09,1.3920912978640726e-11,2.7824432016843155e-11,2.7479259132049588e-11,6.986400901570526e-12,4.351545488782197e-11,1.1522809089647188e-08,1.9542017207864714e-18,4.927026733571198e-16,1.676148824351318e-16,1.5739822389732095e-22
6.734494337987379e-08,0.8779636712405366,3.76,0.0,0.6385950797094194,0.9999842215703181,1.7168531268443424e-07,3.025613298631895e-16,1.6117534467706998e-11,3.710631630632723e-05,1.4504193345582724e-05,8.058723850542689e-10,1.2744169702972835e-06,1.5437036300639528e-05,2.7982082850405136e-06,3.5572001169989937e-08,1.0392370683555037e-06,1.282189837824508e-09,1.5161068068919243e-11,3.1019176200021516e-11,3.05397802547291e-11,7.677982647374194e-12,4.862362491510581e-11,1.2305542314812971e-08,2.1799225252820672e-18,5.580947757229253e-16,1.9650292464663445e-16,2.004005257601123e-22
6.958341691900944e-08,0.8779637770194364,3.76,0.0,0.6385937398049074,0.9999836634163117,1.8873817049043622e-07,3.3016921098284387e-16,1.6881161702231484e-11,3.844359277789046e-05,1.4982426031643816e-05,8.388164194092618e-10,1.354144552617798e-06,1.5836220454151227e-05,2.973002743610352e-06,3.809260155517594e-08,1.098041318843323e-06,1.333607483718935e-09,1.646323411920783e-11,3.445996911656786e-11,3.3828138100132325e-11,8.411489028161291e-12,5.4142132156552425e-11,1.3112438239262218e-08,2.423126331267715e-18,6.295704982869937e-16,2.2915569985417856e-16,2.5304175276776404e-22
7.182189045814508e-08,0.877963882838848,3.76,0.0,0.6385923933952622,0.9999831034653502,2.0683854247363255e-07,3.590191225736051e-16,1.765090996544863e-11,3.97872806139263e-05,1.5460397747026156e-05,8.719261449163068e-10,1.4358518796594716e-06,1.6229284835482667e-05,3.152225553009006e-06,4.0704880390454416e-08,1.1577933060050007e-06,1.3853582994866667e-09,1.7828282306757592e-11,3.81572158300338e-11,3.735363607695254e-11,9.187978066000245e-12,6.008977206809994e-11,1.3943354666249904e-08,2.684556211217285e-18,7.074763333527592e-16,2.6591752516266385e-16,3.1703659923692747e-22
7.629883753641637e-08,0.8779640945999119,3.76,0.0,0.6385896811679245,0.9999819782925026,2.462830988141032e-07,4.203995580705985e-16,1.9207828674466638e-11,4.249378081967632e-05,1.6415554480638627e-05,9.38638125457192e-10,1.6050512609164106e-06,1.6997446534297355e-05,3.5236860094498188e-06,4.620644160709844e-08,1.2799605085170123e-06,1.4898574790529415e-09,2.075047630395737e-11,4.636332155378519e-11,4.5153814849643476e-11,1.0874112404420579e-11,7.334879033660764e-11,1.567668383917616e-08,3.2651115857636856e-18,8.840101426433592e-16,3.5324272424843047e-16,4.871170901673784e-22
8.077578461468767e-08,0.8779643065251086,3.76,0.0,0.6385869432437474,0.9999808462867863,2.9021653344830954e-07,4.866038842995454e-16,2.0786636934138042e-11,4.5225596170697154e-05,1.7369656149246643e-05,1.0060001327054818e-09,1.781708303719622e-06,1.774229022868035e-05,3.912060033310242e-06,5.2080608572833264e-08,1.4053908867670556e-06,1.5956834189218577e-09,2.3934498297976494e-11,5.57232618350807e-11,5.40169360520377e-11,1.2744759969434774e-11,8.855555024867074e-11,1.7504406610966625e-08,3.927714027451477e-18,1.0906528141855453e-15,4.616286546900202e-16,7.29336122222506e-22
8.525273169295897e-08,0.877964518615774,3.76,0.0,0.6385841798415601,0.9999797076755935,3.3882848446237303e-07,5.575237145659961e-16,2.2385993796432542e-11,4.798250343522647e-05,1.8322695626241473e-05,1.0740050084262984e-09,1.965519940588312e-06,1.8464560230806812e-05,4.316834911549192e-06,5.833128406010906e-08,1.5337555112830116e-06,1.7028320682345744e-09,2.7387122555709298e-11,6.632483914160339e-11,6.40213652899131e-11,1.480823302626687e-11,1.0586822782653166e-10,1.9425411139469228e-08,4.67863440157392e-18,1.3305119043767483e-15,5.945591800426702e-16,1.067121159832557e-21
8.972967877123027e-08,0.8779647308732044,3.76,0.0,0.6385813911824929,0.9999785626789427,3.9230077734283494e-07,6.330444595911416e-16,2.4004806820196184e-11,5.0764277091747676e-05,1.9274666046744896e-05,1.1426462122807326e-09,2.15618713671173e-06,1.9164977113963523e-05,4.737514300094515e-06,6.496234880139631e-08,1.6647434526029327e-06,1.8112992463397652e-09,3.111506365288445e-11,7.825789880976781e-11,7.524720626815676e-11,1.707278812607065e-11,1.2544802825049285e-10,2.1438596867275908e-08,5.524289711584911e-18,1.6068488903863271e-15,7.55868683015515e-16,1.5294188773010226e-21
9.420662584950157e-08,0.8779649432986554,3.76,0.0,0.6385785774897925,0.9999774115097148,4.508075333206826e-07,7.130479463756533e-16,2.56421813323021e-11,5.357068951354591e-05,2.0225560799073605e-05,1.211917569800235e-09,2.35341515095646e-06,1.9844238467746267e-05,5.173617702298807e-06,7.197766046580722e-08,1.7980609583367975e-06,1.9210806312083374e-09,3.512498604199313e-11,9.161433543431129e-11,8.777629205659656e-11,1.954663033948547e-11,1.4745891948053347e-10,2.3542874426103938e-08,6.471243571534658e-18,1.9230819882112525e-15,9.497591800687412e-16,2.1515466866789056e-21
9.868357292777286e-08,0.8779651558933432,3.76,0.0,0.6385757389886458,0.999976254373881,5.145152838565293e-07,7.974144543436001e-16,2.7297379270882956e-11,5.640151114890828e-05,2.117537351647764e-05,1.2818130930617491e-09,2.556913771280386e-06,2.0503019629965456e-05,5.624679963494971e-06,7.938105268772649e-08,1.9334306636638696e-06,2.032171752481083e-09,3.942351072498728e-11,1.0648809686360312e-10,1.0169217569532936e-10,2.2237916075617554e-11,1.7206737603820635e-10,2.5737165541317902e-08,7.52620650765579e-18,2.282788806976669e-15,1.180817729002501e-15,2.9761062728869527e-21
9.999999999999998e-08,0.8779653686584467,3.76,0.0,0.6385748996526291,0.9999759130170441,5.342611166989376e-07,8.230347032436992e-16,2.778738207761968e-11,5.723851244924042e-05,2.145445510967692e-05,1.302483461397566e-09,2.6179030199850417e-06,2.0692930616598862e-05,5.760092987596928e-06,8.16323771437963e-08,1.973587517553918e-06,2.065086134423883e-09,4.074333977566699e-11,1.11164254218776e-10,1.0606028645824067e-10,2.307182762858508e-11,1.7982207940231294e-10,2.6399357338425104e-08,7.85795691144809e-18,2.397369950842099e-15,1.2565461787619668e-15,3.2642488711529208e-21
1.0316052000604416e-07,0.8779653686584467,3.76,0.0,0.6385728759060034,0.9999750914707265,5.835830906856765e-07,8.860242575873309e-16,2.8969786014281985e-11,5.925651069693241e-05,2.2124098069144802e-05,1.3523268671197748e-09,2.766397525926271e-06,2.1141974395910647e-05,6.090250781202079e-06,8.717633414633374e-08,2.070590834085072e-06,2.144567988803623e-09,4.401721961061308e-11,1.2297518599598068e-10,1.170801201574509e-10,2.5154754764478945e-11,1.9944213308442228e-10,2.8020402936617896e-08,8.696036100661987e-18,2.6897088199120936e-15,1.4540341101293076e-15,4.053958403107936e-21
1.0763746708431546e-07,0.877965581595108,3.76,0.0,0.6385699884704106,0.9999739229930638,6.581626710954514e-07,9.787587315565241e-16,3.0658884385859816e-11,6.213545527880453e-05,2.3071728556470903e-05,1.4234530005116007e-09,2.9815858708917857e-06,2.1761735704923768e-05,6.569894231014096e-06,9.53672876932031e-08,2.2092946402904732e-06,2.258264572448237e-09,4.891265781737098e-11,1.4117366049849642e-10,1.3402708766968173e-10,2.830520954683769e-11,2.2975395106355936e-10,3.039153023891968e-08,9.98773697849341e-18,3.1477456471151076e-15,1.7748187700705194e-15,5.445259696408032e-21
1.1211441416258676e-07,0.8779657947044333,3.76,0.0,0.638567076911841,0.9999727491274404,7.38398527928439e-07,1.0755011189167546e-15,3.236423449194329e-11,6.50381106045026e-05,2.401825929959058e-05,1.4951856096656953e-09,3.202203354782363e-06,2.2362916304715115e-05,7.063188307874071e-06,1.0395766953075393e-07,2.3493094642846583e-06,2.373256597578063e-09,5.4116334491092315e-11,1.6118363052843926e-10,1.5262172840269525e-10,3.169729720658808e-11,2.6317539112158955e-10,3.28495018834539e-08,1.1408460665474404e-17,3.6609691529372086e-15,2.1490210118219936e-15,7.220560597780074e-21
1.1659136124085805e-07,0.8779660079874951,3.76,0.0,0.6385641414615364,0.99997157005434,8.244280836327986e-07,1.1761370570116728e-15,3.408545778299128e-11,6.796424113497298e-05,2.4963684834156484e-05,1.56751880707733e-09,3.4279797628039394e-06,2.2946109394409594e-05,7.569724482054873e-06,1.1295120844456355e-07,2.490416235103139e-06,2.4895390269329587e-09,5.96347227913174e-11,1.8310725459734944e-10,1.7295436855884074e-10,3.5338987621394705e-11,2.998806012780348e-10,3.539328301911042e-08,1.2965505296976271e-17,4.23361735815445e-15,2.5829474076473864e-15,9.461962151312379e-21
1.2106830831912937e-07,0.8779662214453314,3.76,0.0,0.6385611823518492,0.9999703859483775,9.163818177403147e-07,1.280554936560199e-15,3.582222421777716e-11,7.091361023981959e-05,2.59079999033553e-05,1.6404466877668611e-09,3.6586502415363205e-06,2.3511889247271287e-05,8.089107269191344e-06,1.2235160508781308e-07,2.6324087925303143e-06,2.607106696439877e-09,6.547425940464511e-11,2.0704873378236514e-10,1.9511699788732257e-10,3.9238202917306045e-11,3.400451131638265e-10,3.802184941405149e-08,1.4666315214546748e-17,4.8700981693573706e-15,3.083380411113926e-15,1.2264329010406715e-20
1.2554525539740065e-07,0.8779664350789486,3.76,0.0,0.6385581998160903,0.999969196978486,1.0143834073049613e-06,1.3886461283049317e-15,3.7574242000118357e-11,7.388598035050145e-05,2.6851199451152982e-05,1.7139633223648037e-09,3.893955405668887e-06,2.4060811813730192e-05,8.62095381393084e-06,1.3216253131382728e-07,2.775093277728957e-06,2.7259543202564486e-09,7.164134366415279e-11,2.3311430448150466e-10,2.1920325665062255e-10,4.3402816409287006e-11,3.838456491074111e-10,4.0734187361615606e-08,1.651848045606168e-17,5.5749909338165415e-15,3.657597148559202e-15,1.5736556720408112e-20
1.3002220247567193e-07,0.8779666488893206,3.76,0.0,0.6385551940883817,0.9999680033081012,1.1185498699037879e-06,1.500305104062906e-15,3.934124952974047e-11,7.688111310902799e-05,2.7793278615762988e-05,1.788062758986079e-09,4.133641427674432e-06,2.4593415305193955e-05,9.164893486867543e-06,1.423876295545916e-07,2.9182875499136188e-06,2.8460764971596383e-09,7.81423363232671e-11,2.614122298553115e-10,2.453084220624757e-10,4.784065138057249e-11,4.3145993937354993e-10,4.352929358653239e-08,1.8529736151001343e-17,6.353047828725404e-15,4.313388372891883e-15,2.0002891461160408e-20
1.3449914955394322e-07,0.8779668628773913,3.76,0.0,0.6385521654035126,0.9999668050953353,1.2289917087863259e-06,1.6154294805431045e-15,4.11230091179987e-11,7.989876951216701e-05,2.873423272333077e-05,1.8627390276355097e-09,4.3774601114762805e-06,2.5110220759209004e-05,9.720567494371235e-06,1.5303051224510486e-07,3.061820628088873e-06,2.9674677170179825e-09,8.498355811300348e-11,2.9205279006272227e-10,2.735293942196106e-10,5.2559479769856525e-11,4.830665493457315e-10,4.6406175151469335e-08,2.0707961828571048e-17,7.209195090222892e-15,5.059077562534955e-15,2.52043000314021e-20
1.389760966322145e-07,0.877967077044075,3.76,0.0,0.6385491139967999,0.9999656024931515,1.3458130597487118e-06,1.7339200124051274e-15,4.2919302013439e-11,8.293871005119987e-05,2.96740572818265e-05,1.9379861423464935e-09,4.625168951236953e-06,2.5611732586618344e-05,1.0287628500863444e-05,1.640947612929074e-07,3.2055321567602276e-06,3.0901223663869583e-09,9.217128821649339e-11,3.2514827139992756e-10,3.03964681552174e-10,5.756702083550006e-11,5.388447163948489e-10,4.9363849363929836e-08,2.3061180646646863e-17,8.148534086835744e-15,5.9035401476656995e-15,3.149988747083314e-20
1.434530437104858e-07,0.877967291390256,3.76,0.0,0.6385460401039554,0.9999643956495247,1.4691118393428286e-06,1.855680552897917e-15,4.4729924425304326e-11,8.600069484726011e-05,3.061274797513863e-05,2.0137981021154905e-09,4.876531176325073e-06,2.6098439101335177e-05,1.0865740263112612e-05,1.7558392759076063e-07,3.3492718945789976e-06,3.2140347336566786e-09,9.971176272168734e-11,3.608129544562612e-10,3.3671438581799814e-10,6.287093984023052e-11,5.989741961389685e-10,5.240134368352039e-08,2.559755854980798e-17,9.176342244617593e-15,6.85622284642714e-15,3.9068359645490554e-20
1.4792999078875707e-07,0.8779675059167915,3.76,0.0,0.6385429439609536,0.9999631847076054,1.5989798940787054e-06,1.980617992395336e-15,4.655468437000396e-11,8.90844837822875e-05,3.1550300657361476e-05,2.0901688932739456e-09,5.131315783391363e-06,2.6570813033277463e-05,1.1454577276170553e-05,1.8750153057034775e-07,3.492899225004357e-06,3.339199014442091e-09,1.0761117305978102e-10,3.991631013881428e-10,3.718801866645315e-10,6.847884677604957e-11,6.636351177911176e-10,5.5517695629604566e-08,2.832540336372717e-17,1.0298073832368721e-14,7.92716309519125e-15,4.810952818965477e-20
