Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59)
7.669521346002835e-07,0.7887042637233466,3.76,0.0,0.5031668288713858,0.9999558076316327,7.329734645327118e-06,9.705925449486844e-17,6.551029668043245e-12,8.576910026215096e-05,3.634690463295929e-05,4.280273770171911e-09,5.085711727165225e-06,7.333968734571734e-06,1.1702592856231051e-05,6.40023309959644e-07,2.3618013565223862e-06,2.8045520755799765e-09,1.6441155815319047e-10,1.658020922653367e-09,2.9903213174837432e-09,1.610244672462052e-10,4.1346127780327755e-09,1.289977166530059e-07,2.431033393200361e-17,1.6322800128605785e-14,3.6665712250494916e-14,1.8444810645266328e-19,1.1921977561911854e-10,1.308840307877791e-09,7.707082476584732e-14,6.627321709179186e-16,5.310390675666923e-14
7.819036831980034e-07,0.7887043448444843,3.76,0.0,0.5031648056163955,0.9999549060169448,7.63891852503156e-06,9.991191294998791e-17,6.708909009367435e-12,8.776357439055857e-05,3.702293199500831e-05,4.381381973861915e-09,5.167772532466644e-06,7.364406543591328e-06,1.2020773043573104e-05,6.676768273994951e-07,2.3848415056696957e-06,2.876415278093004e-09,1.7237541584380624e-10,1.7710957263008266e-09,3.1900745922993982e-09,1.691647457101172e-10,4.382765690091197e-09,1.33350672752377e-07,2.5969050071337725e-17,1.7613508171498474e-14,4.03418485964845e-14,2.0606010731092741e-19,1.2329898328014846e-10,1.3610815987760166e-09,8.147833447194085e-14,6.951472380005595e-16,5.613958561288687e-14
7.968552317957233e-07,0.7887044261642291,3.76,0.0,0.5031627744275917,0.9999540041321688,7.953001181479448e-06,1.0278425793137267e-16,6.8674399391746324e-12,8.976529029222815e-05,3.769766632076565e-05,4.482866697479209e-09,5.248064856435212e-06,7.394023285701914e-06,1.2340260852973069e-05,6.959809282230412e-07,2.4071203836969524e-06,2.948785501091667e-09,1.8055927021172396e-10,1.889544802010104e-09,3.399080680245566e-09,1.775427655028649e-10,4.640542586505404e-09,1.3775138833168847e-07,2.770663994630665e-17,1.8977920484084306e-14,4.430567210019756e-14,2.2964687554311538e-19,1.2743635173386388e-10,1.414280705340237e-09,8.605993279147508e-14,7.284778062099502e-16,5.929510877550801e-14
8.118067803934431e-07,0.7887045076827015,3.76,0.0,0.5031607354994988,0.9999531019949385,8.271877118571956e-06,1.0567606604231881e-16,7.0266055316319124e-12,9.177404978459496e-05,3.837110788450995e-05,4.584717570969207e-09,5.326623606704708e-06,7.4228741827923835e-06,1.2661022066813e-05,7.249383624301683e-07,2.428671853002363e-06,3.021656745722637e-09,1.889644058253859e-10,2.0135140363341516e-09,3.6175809219265316e-09,1.8616046761805927e-10,4.908107867644165e-09,1.4219887354709205e-07,2.952524570641334e-17,2.0418613135362224e-14,4.8573437449473255e-14,2.553387058758332e-19,1.316306912710752e-10,1.4684198363240432e-09,9.0818752607014e-14,7.627301945405047e-16,6.257263106577012e-14
8.26758328991163e-07,0.7887045894000067,3.76,0.0,0.5031586890197586,0.9999521996214852,8.595442990595957e-06,1.0858713240306797e-16,7.186389419229614e-12,9.378966162723632e-05,3.904325704021706e-05,4.686924583109306e-09,5.403485263072847e-06,7.45101067712556e-06,1.2983024773031417e-05,7.545518166185593e-07,2.4495287276582815e-06,3.0950231873480224e-09,1.9759206638024436e-10,2.1431501505533925e-09,3.845817781218893e-09,1.9501976962818523e-10,5.185625060556786e-09,1.4669215557112529e-07,3.142702176938017e-17,2.1938193308682313e-14,5.316196120187147e-14,2.83271252219294e-19,1.3588084829603377e-10,1.5234813530183639e-09,9.575786820084938e-14,7.979105669768641e-16,6.597426698944666e-14
8.417098775888829e-07,0.7887046713162345,3.76,0.0,0.503156635169279,0.999951297026737,8.923597689288482e-06,1.1151726930078338e-16,7.346775785182721e-12,9.581194137184729e-05,3.971411421605615e-05,4.789478074140498e-09,5.47868762112579e-06,7.478480689808023e-06,1.3306239207366918e-05,7.848239162296152e-07,2.4697227557400157e-06,3.1688791733311305e-09,2.0644345679555788e-10,2.2786006744327077e-09,4.0840348028496305e-09,2.041225671462853e-10,5.473256879907853e-09,1.5123027830787582e-07,3.3414134435426503e-17,2.3539299109593148e-14,5.808862851396269e-14,3.1358562809985695e-19,1.401857068312017e-10,1.5794478247892541e-09,1.0088029585145636e-13,8.340249406351614e-16,6.950209115026938e-14
8.566614261866028e-07,0.7887047534314607,3.76,0.0,0.5031545741223854,0.9999503942244087,9.256242416061665e-06,1.1446630493574668e-16,7.507749355008152e-12,9.784071120721955e-05,4.0383679909262574e-05,4.89236872810083e-09,5.55226955612616e-06,7.505328861609729e-06,1.3630637606389582e-05,8.157572277431341e-07,2.4892846091442904e-06,3.2432192205588967e-09,2.1551974525593e-10,2.420013921347521e-09,4.332476572239325e-09,2.134707352248972e-10,5.7711652880792055e-09,1.558123021122276e-07,3.5488761520971847e-17,2.5224599422070218e-14,6.33713998343617e-14,3.4642850887857214e-19,1.4454418974873942e-10,1.636302079288283e-09,1.0618899460473477e-13,8.71079193689895e-16,7.315813878333617e-14
8.716129747843226e-07,0.7887048357457472,3.76,0.0,0.5031525060469793,0.9999494912270875,9.593280740576215e-06,1.1743408225682588e-16,7.66929538737791e-12,9.987579980018503e-05,4.105195468136159e-05,4.9955875649133465e-09,5.624270806043356e-06,7.531596777338868e-06,1.3956194070582389e-05,8.473542608192086e-07,2.5082438799431792e-06,3.3180380127329434e-09,2.2482206519487329e-10,2.5675389647418918e-09,4.591388677540233e-09,2.2306612969354935e-10,6.079511554278728e-09,1.6043730351318098e-07,3.7653092012731943e-17,2.699679381051826e-14,6.902881757071861e-14,3.819522358533104e-19,1.489552597470958e-10,1.6940272475618392e-09,1.1168686720279048e-13,9.090790731006483e-16,7.694440639664767e-14
8.865645233820425e-07,0.7887049182591436,3.76,0.0,0.5031504311046965,0.9999485880463126,9.934618646783824e-06,1.2042045788005374e-16,7.8313996643409e-12,0.00010191704213340262,4.171893915371909e-05,5.0991259322765704e-09,5.694731772635871e-06,7.557323174892804e-06,1.4282884436786683e-05,8.796174703861273e-07,2.5266290824183995e-06,3.3933303974586754e-09,2.3435151721817317e-10,2.7213256158798503e-09,4.8610176737971395e-09,2.3291058843613116e-10,6.3984563125172605e-09,1.651043749412337e-07,3.990932574088632e-17,2.885861246485449e-14,7.508001274030026e-14,4.203149223242484e-19,1.5341792009066033e-10,1.7526068042916622e-09,1.1737676115377413e-13,9.480302021062076e-16,8.086285250944738e-14
9.015160719797624e-07,0.7887050009716868,3.76,0.0,0.5031483494510713,0.999947684692647,1.028016456749383e-05,1.234253010846699e-16,7.994048480999851e-12,0.00010396427934078932,4.238463400339715e-05,5.202975497401499e-09,5.763693339529608e-06,7.58254414002913e-06,1.461068615937281e-05,9.125492586733687e-07,2.544467660008482e-06,3.46909138315972e-09,2.441091709653079e-10,2.8815244028498787e-09,5.141611049157583e-09,2.43005932609491e-10,6.728159618334533e-09,1.698126244598079e-07,4.225967306966564e-17,3.0812816185925776e-14,8.154471161320411e-14,4.616805616855237e-19,1.5793121512998797e-10,1.8120246034029449e-09,1.2326146992707727e-13,9.879380874694728e-16,8.491539847657224e-14
9.164676205774823e-07,0.7887050838834034,3.76,0.0,0.5031462612357,0.9999467811757488,1.0629829408457102e-05,1.2644849288121076e-16,8.157228634723592e-12,0.00010601735854132353,4.304903995929329e-05,5.307128238635138e-09,5.8311967062724616e-06,7.607293287830477e-06,1.4939578199540195e-05,9.461519771890459e-07,2.561785996479165e-06,3.5453161358430205e-09,2.5409606690762726e-10,3.048286550781368e-09,5.433417193057187e-09,2.5335396780465067e-10,7.0687810041728515e-09,1.7456117550070087e-07,4.470635460656924e-17,3.286219640848278e-14,8.844324235664599e-14,5.062191375908559e-19,1.6249423061962422e-10,1.8722649092785344e-09,1.2934373425896822e-13,1.0288081264991041e-15,8.910392938855951e-14
9.314191691752022e-07,0.7887051669943088,3.76,0.0,0.5031441666024068,0.9999458775044315,1.0983526562900313e-05,1.2948992514648023e-16,8.320927413969214e-12,0.00010807613267188406,4.371215779854437e-05,5.4115764370071215e-09,5.89728323738293e-06,7.631601931771385e-06,1.5269540922191125e-05,9.804279286413956e-07,2.5786094306982057e-06,3.621999975737965e-09,2.643132180824029e-10,3.2217639632311024e-09,5.7366853663053215e-09,2.639564851520642e-10,7.420479533313762e-09,1.7934916660354024e-07,4.725160092919626e-17,3.500957525892446e-14,9.579654168816343e-14,5.5410673622770615e-19,1.6710609384999132e-10,1.933312423818361e-09,1.3562624355453317e-13,1.0706456138284597e-15,9.343029503780059e-14
9.46370717772922e-07,0.7887052503044083,3.76,0.0,0.5031420656894081,0.9999449736867262,1.1341171917385676e-05,1.3254949982063075e-16,8.485132586782643e-12,0.00011014046031972334,4.437398834317695e-05,5.516312667732484e-09,5.961994325448628e-06,7.655499241233512e-06,1.5600555999860582e-05,1.0153793688041351e-06,2.594962274461169e-06,3.699138373830985e-09,2.747616117622148e-10,3.402109204697299e-09,6.051665672996172e-09,2.7481526237237785e-10,7.783413852307901e-09,1.8417575115921516e-07,4.989765232734114e-17,3.7257805645039415e-14,1.0362616154497253e-13,6.05525660722362e-19,1.717659736091826e-10,1.9951523095824337e-09,1.4211163737257894e-13,1.113455747927568e-15,9.789631094157228e-14
9.613222663706418e-07,0.7887053338136973,3.76,0.0,0.5031399586294792,0.999944069729935,1.170268384981563e-05,1.3562712816200736e-16,8.649832389041105e-12,0.00011221020555511581,4.503453245698708e-05,5.621329791700549e-09,6.025371267369476e-06,7.679012388257526e-06,1.5932606323219804e-05,1.0510085083256976e-06,2.610867832874596e-06,3.776726948315355e-09,2.854422110594648e-10,3.5894754842184458e-09,6.37860903417057e-09,2.8593206477418213e-10,8.157742241841791e-09,1.8904009715725652e-07,5.264675856172769e-17,3.9609771375006285e-14,1.119542757761198e-13,6.606645476868129e-19,1.7647307998987526e-10,2.0577702092536456e-09,1.4880250698094275e-13,1.1572436373801373e-15,1.0250375941331388e-13
9.762738149683617e-07,0.7887054175221627,3.76,0.0,0.5031378455501198,0.9999431656406829,1.2067983220348236e-05,1.3872273005572002e-16,8.815015512495416e-12,0.00011428523776466692,4.569379104263427e-05,5.7266209469768895e-09,6.087455152879657e-06,7.70216668426595e-06,1.6265675917704627e-05,1.087317514482549e-06,2.6263484268569414e-06,3.854761460974341e-09,2.963559564661035e-10,3.78401664001412e-09,6.717767163154364e-09,2.973086462002812e-10,8.543622665997513e-09,1.9394138693713552e-07,5.5501178638945807e-17,4.206838730296891e-14,1.2080368686348024e-13,7.197184859076695e-19,1.8122666405592133e-10,2.121152261653414e-09,1.557013969704243e-13,1.2020143069220018e-15,1.0725439067405999e-13
9.912253635660816e-07,0.7887055014297829,3.76,0.0,0.5031357265737161,0.9999422614249655,1.2436993355938244e-05,1.418362333721362e-16,8.980671092665608e-12,0.000116365431485718,4.635176503893462e-05,5.832179540342616e-09,6.148286764521821e-06,7.724985707441235e-06,1.659974986584999e-05,1.124308512876928e-06,2.641425417366193e-06,3.933237813514246e-09,3.0750376732892644e-10,3.985887125125043e-09,7.069392542499972e-09,3.089467499240368e-10,8.941212819872148e-09,1.988788169434481e-07,5.846318059949121e-17,4.463659949857238e-14,1.3019783267707874e-13,7.82889137168124e-19,1.860260173824978e-10,2.185285114538923e-09,1.6281080691632304e-13,1.24777270320908e-15,1.1214992399645975e-13
9.999999999999997e-07,0.7887056698423592,3.76,0.0,0.5031344803084681,0.9999417307099178,1.265525284774989e-05,1.4367176887357785e-16,9.078105407264905e-12,0.00011758859256701045,4.673731339397119e-05,5.894250838870768e-09,6.183420220426451e-06,7.738230302479122e-06,1.679627035541861e-05,1.1463358774224206e-06,2.6500939761387347e-06,3.979497485343314e-09,3.1415545215661183e-10,4.1078342385709526e-09,7.281658381952434e-09,3.1589929319345427e-10,9.180062924651422e-09,2.0179296432325749e-07,6.025250366517725e-17,4.6196036955764917e-14,1.3597428297179482e-13,8.21962491238973e-19,1.8886366279725173e-10,2.2232672835043484e-09,1.6708213186759145e-13,1.2750888874624127e-15,1.1509112500157324e-13
1.0211284607615213e-06,0.7887056698423592,3.76,0.0,0.503131471394728,0.999940452635226,1.3185851419447437e-05,1.4811669200798684e-16,9.31335831052733e-12,0.00012054082638726107,4.766386318501981e-05,6.044073961917304e-09,6.266354258809314e-06,7.769704265550372e-06,1.7270856021938544e-05,1.2003447900809103e-06,2.6704493892978377e-06,4.091500322524881e-09,3.305051653998845e-10,4.412236892379367e-09,7.811058704735955e-09,3.330144494293267e-10,9.772152021971595e-09,2.0885895250700842e-07,6.471904636629032e-17,5.0113754272648365e-14,1.507172978287102e-13,9.224208353364248e-19,1.9575939701511126e-10,2.315752406925979e-09,1.7767097018900254e-13,1.3422721048191485e-15,1.2238242625681351e-13
1.048041248237417e-06,0.7887058220944078,3.76,0.0,0.5031276226945569,0.9999388243407127,1.3871794959442776e-05,1.5382974700006344e-16,9.614292269587907e-12,0.00012431517522708916,4.88403682940272e-05,6.235632643127041e-09,6.36873212276451e-06,7.809009404249714e-06,1.7878155992568957e-05,1.2711303806681276e-06,2.6953862048419736e-06,4.235409292792531e-09,3.520157661304049e-10,4.822579596499094e-09,8.523744172756013e-09,3.555870862966272e-10,1.056162265604523e-08,2.1795689317994864e-07,7.074018687152535e-17,5.54482140723945e-14,1.7129618843318384e-13,1.0642405637446667e-18,2.046696698775825e-10,2.4356174656605518e-09,1.9178931004772315e-13,1.430747808760793e-15,1.321038991427032e-13
1.0749540357133128e-06,0.7887059749910333,3.76,0.0,0.5031237565746158,0.9999371957053029,1.4568678964912283e-05,1.5959998694040633e-16,9.916607013914024e-12,0.0001281045144559926,5.00127273377341e-05,6.427966689303186e-09,6.467664392899696e-06,7.847527444814442e-06,1.8488519245411086e-05,1.3441569465936819e-06,2.7193064768194804e-06,4.380692090448697e-09,3.7429821292521663e-10,5.259098160601937e-09,9.280783175202352e-09,3.7903376845750174e-10,1.1391477670981625e-08,2.2716005090653434e-07,7.714555871083463e-17,6.118503185254009e-14,1.9403428957842163e-13,1.2228483276195575e-18,2.1371899888351974e-10,2.5577314803123355e-09,2.0662673241914856e-13,1.5224976691208023e-15,1.4232030354391545e-13
1.1018668231892085e-06,0.7887061285318508,3.76,0.0,0.5031198735847315,0.9999355667463842,1.5276141640264077e-05,1.6542721108703398e-16,1.0220253617227005e-11,0.000131908277489806,5.118094680385891e-05,6.621046280289657e-09,6.563368163577084e-06,7.885347108419554e-06,1.9101888541394496e-05,1.4194355814779749e-06,2.742303631237359e-06,4.527329383641343e-09,3.973572743193517e-10,5.7227140224093965e-09,1.008367349006521e-08,4.033643817733024e-10,1.2262632682675472e-08,2.3646421849279613e-07,8.394869275334394e-17,6.73425468083061e-14,2.1909217224133607e-13,1.3996745732941738e-18,2.22904621074045e-10,2.6820356803254507e-09,2.221964153284978e-13,1.6175483846312846e-15,1.5304070427309365e-13
1.1287796106651043e-06,0.7887062827164217,3.76,0.0,0.5031159742334181,0.9999339374775463,1.5993844300083607e-05,1.7131126511101653e-16,1.0525186842327292e-11,0.00013572593934512933,5.234503339941284e-05,6.814843775066652e-09,6.6560524955448114e-06,7.922546472601526e-06,1.971821313616992e-05,1.4969770583318629e-06,2.7644632279134014e-06,4.67530301416011e-09,4.211975931475698e-10,6.2143542291164265e-09,1.0933919609618237e-08,4.285887571118064e-10,1.3176003700957473e-08,2.458653185935958e-07,9.116320227909203e-17,7.393944500166392e-14,2.46637632895121e-13,1.5962290994028685e-18,2.322241316230471e-10,2.8084767774484373e-09,2.385112031610385e-13,1.7159262125791807e-15,1.642739368558439e-13
1.155692398141e-06,0.7887064375442473,3.76,0.0,0.5031120589905497,0.9999323079090555,1.6721470471153153e-05,1.7725203455323045e-16,1.0831364920086114e-11,0.00013955701394080988,5.3504994023546154e-05,7.009333572042546e-09,6.745917876154057e-06,7.959194253125244e-06,2.033744799922054e-05,1.5767918528771079e-06,2.7858634904925736e-06,4.824595929919488e-09,4.4582370447022295e-10,6.734951300286765e-09,1.183303251752502e-08,4.547166801913345e-10,1.4132507749312149e-08,2.553593997120971e-07,9.880278095963734e-17,8.09947647276793e-14,2.768458300380151e-13,1.8141036754791433e-18,2.4167546360612296e-10,2.9370068391363932e-09,2.555836389042072e-13,1.8176570394386866e-15,1.760286297101718e-13
1.1826051856168958e-06,0.7887065930147834,3.76,0.0,0.5031081282899232,0.999930678048269,1.7458724945619364e-05,1.8324943974500313e-16,1.1138749335370943e-11,0.0001434010515165908,5.466083574369729e-05,7.204491975167012e-09,6.833155853479068e-06,7.995350930908126e-06,2.095955312748318e-05,1.658890165273221e-06,2.8065758233771613e-06,4.97519211897102e-09,4.712400516699904e-10,7.285443111432228e-09,1.2782529498187672e-08,4.817579003221618e-10,1.5133063430414588e-08,2.6494263231887715e-07,1.06881201142082e-16,8.852790191961862e-14,3.0989942285959917e-13,2.0549747179727136e-18,2.5125686664027626e-10,3.0675831185967035e-09,2.734259954765404e-13,1.9227664444398458e-15,1.8831322569520166e-13
1.2095179730927915e-06,0.7887067491274385,3.76,0.0,0.5031041825317005,0.9999290478999989,1.820533280192624e-05,1.8930343126736015e-16,1.1447304619648635e-11,0.00014725763616900469,5.581256577461257e-05,7.400297065916437e-09,6.9179488163489635e-06,8.031069744253477e-06,2.1584492941115856e-05,1.7432819403625166e-06,2.8266653121709888e-06,5.1270765456736475e-09,4.974510008519141e-10,7.866772795613816e-09,1.378393397401877e-08,5.097221380977295e-10,1.617859144205137e-08,2.7461130508526193e-07,1.1541231240515643e-16,9.655861561689782e-14,3.4598871202019777e-13,2.3206060260209883e-18,2.609668852543228e-10,3.2001678507675085e-09,2.920503059641532e-13,2.031279756441864e-15,2.0113600290634339e-13
1.2364307605686872e-06,0.78870690588158,3.76,0.0,0.5031002220847338,0.9999274174668289,1.8961038405178018e-05,1.9541398579615156e-16,1.1756998151198118e-11,0.00015112638350871542,5.696019146000398e-05,7.59672858139826e-09,7.000469903883117e-06,8.066397557280147e-06,2.2212235754759366e-05,1.8299768864654269e-06,2.846191204404901e-06,5.280235089259713e-09,5.244608537314861e-10,8.479888661821854e-09,1.4838775368823049e-08,5.386190921295478e-10,1.7270015043895815e-08,2.84361821230975e-07,1.244100403564695e-16,1.0510703338491423e-13,3.8531178256320947e-13,2.612851571402232e-18,2.708043372380518e-10,3.3347280199345506e-09,3.114683925898811e-13,2.1432221048530117e-15,2.1450509459684847e-13
1.263343548044583e-06,0.7887070632765371,3.76,0.0,0.503096247288769,0.9999257867493926,1.9725604402739234e-05,2.0158110239924298e-16,1.2067799963477523e-11,0.00015500693843975487,5.810372025643658e-05,7.793767798642073e-09,7.080883018243848e-06,8.101375623724842e-06,2.2842753312584796e-05,1.918984492828414e-06,2.8652073670321875e-06,5.434654484676073e-09,5.522738591574146e-10,9.125744127862351e-09,1.5948588993657272e-08,5.68458444918681e-10,1.8408260478586303e-08,2.94190694981426e-07,1.3388838564000553e-16,1.1419365664477036e-13,4.280746489331282e-13,2.933658339100763e-18,2.8076829216515987e-10,3.4712351081722196e-09,3.31691894249097e-13,2.2586184653083806e-15,2.284285081120328e-13
1.2902563355204787e-06,0.788707221311605,3.76,0.0,0.5030922584565283,0.9999241557466179,2.049881072671532e-05,2.0780479946225787e-16,1.2379682562284189e-11,0.0001588989730606638,5.9243159719148045e-05,7.991397425110735e-09,7.1593429208783554e-06,8.136040260046924e-06,2.3476020378620998e-05,2.0103140458013864e-06,2.8837627186191534e-06,5.590322265906031e-09,5.808942233250188e-10,9.805297666104893e-09,1.7114915952453487e-08,5.992498679670171e-10,1.959425734948678e-08,3.040945481317036e-07,1.438614231422849e-16,1.2383936584113233e-13,4.744914020502506e-13,3.2850692156989573e-18,2.9085805027929455e-10,3.609664831044012e-09,3.527322924938366e-13,2.3774937001738247e-15,2.42914142755092e-13
1.3171691229963745e-06,0.7887073799860465,3.76,0.0,0.5030882558756757,0.9999225244559407,2.1280453611665865e-05,2.140851120319396e-16,1.2692620751773092e-11,0.00016280218468527565,6.0378517489559095e-05,8.189601495339748e-09,7.235995396192748e-06,8.170423439126415e-06,2.411201437547149e-05,2.103974643823687e-06,2.901901635719141e-06,5.747226712013534e-09,6.103261187603212e-10,1.0519512760523218e-08,1.833930306486788e-08,6.310030262006422e-10,2.0828938958095723e-08,3.1407010671414504e-07,1.543433013594825e-16,1.3406542542924304e-13,5.247843583743374e-13,3.669225924865227e-18,3.0107312206931423e-10,3.74999686578612e-09,3.7460093590891645e-13,2.499872594139837e-15,2.579698065460117e-13
1.3440819104722702e-06,0.7887075392990942,3.76,0.0,0.5030842398106654,0.9999208928734928,2.207034463314233e-05,2.2042208943114842e-16,1.3006591469333538e-11,0.00016671629398035253,6.150980128429905e-05,8.388365273578287e-09,7.310977470818495e-06,8.204553312778396e-06,2.475071506640326e-05,2.1999752112848573e-06,2.9196643337032735e-06,5.90535679583436e-09,6.405736921898796e-10,1.126935787373876e-08,1.9623302804353703e-08,6.63727581775331e-10,2.211324260360483e-08,3.2411419776714015e-07,1.6534824190535175e-16,1.4489348865665434e-13,5.791842108768767e-13,4.0883720084783e-18,3.1141320864227364e-10,3.8922145758303516e-09,3.9730906285844104e-13,2.6257798855416045e-15,2.7360323185890365e-13
1.370994697948166e-06,0.7887076992499549,3.76,0.0,0.5030802105044777,0.9999192609942672,2.286830977193052e-05,2.268157931560959e-16,1.3321573629294203e-11,0.00017064104321673658,6.263701888557663e-05,8.587675162275569e-09,7.384417677441512e-06,8.238454671028407e-06,2.539210427596069e-05,2.2983245113279086e-06,2.9370872224300766e-06,6.064702135209807e-09,6.716410714165624e-10,1.2055806422823402e-08,2.096847324954527e-08,6.974331973281859e-10,2.3448109847214144e-08,3.342237462025764e-07,1.7689053916006033e-16,1.5634560212411325e-13,6.37930181840092e-13,4.5448558510290055e-18,3.218781829177267e-10,4.036304735377662e-09,4.208678225987928e-13,2.7552402937571435e-15,2.8982208993532627e-13
1.3979074854240617e-06,0.7887078598378089,3.76,0.0,0.5030761681802465,0.9999176288122611,2.3674188508439375e-05,2.332662950925011e-16,1.363754797543724e-11,0.00017457619463045917,6.376017813273115e-05,8.787518616243982e-09,7.456436352770274e-06,8.272149345878718e-06,2.6036165644388816e-05,2.3990311576622994e-06,2.9542032371274287e-06,6.225252946841074e-09,7.03532371288811e-10,1.2879836762712798e-08,2.2376378047145873e-08,7.321295387420595e-10,2.4834486743736907e-08,3.4439577176921915e-07,1.889845600272773e-16,1.6844421010810143e-13,7.012701773939396e-13,5.0411337452309416e-18,3.3246807174383634e-10,4.182257257307564e-09,4.4528829476477304e-13,2.888278542914966e-15,3.066340042783211e-13
1.4248202728999574e-06,0.7887080210618147,3.76,0.0,0.5030721130427821,0.9999159963206035,2.4487832950853268e-05,2.3977367597791263e-16,1.3954496942176284e-11,0.00017852152888977955,6.487928691481158e-05,8.98788406230392e-09,7.527145960247757e-06,8.305656566699444e-06,2.668288441151427e-05,2.5021036254534935e-06,2.9710421450948477e-06,6.3870000027817e-09,7.362516988360027e-10,1.37424321761614e-08,2.3848586384623878e-08,7.678262774827161e-10,2.6273324043065703e-08,3.546273861092182e-07,2.0164474377677583e-16,1.8121215863974264e-13,7.694609436984137e-13,5.5797729978872805e-18,3.4318303905740964e-10,4.330064927244852e-09,4.705815072526107e-13,3.02491938242003e-15,3.240465629436163e-13
1.4517330603758532e-06,0.7887081829211083,3.76,0.0,0.5030680452799926,0.9999143635116629,2.5309106999461166e-05,2.463380240331465e-16,1.4272404524163805e-11,0.00018247684366372148,6.599435316405626e-05,9.188760824191514e-09,7.5966514298289e-06,8.338993273210814e-06,2.7332247226445613e-05,2.6075502613523108e-06,2.98763082917626e-06,6.549934589434393e-09,7.698031576482081e-10,1.4644580869280289e-08,2.5386672971217926e-08,8.045330925622139e-10,2.7765577363978104e-08,3.6491578990505485e-07,2.1488560198363143e-16,1.9467269934277121e-13,8.427682246751946e-13,6.16345507573824e-18,3.5402337010608566e-10,4.47972314599132e-09,4.967584525417937e-13,3.1651876045249575e-15,3.420673297570439e-13
1.478645847851749e-06,0.7887083454148067,3.76,0.0,0.5030639650642101,0.9999127303771476,2.613788554854562e-05,2.529594337564817e-16,1.459125615406371e-11,0.00018644195228742302,6.710538485016747e-05,9.39013905249453e-09,7.665050508690885e-06,8.372174391005116e-06,2.7984241980076342e-05,2.715379292723161e-06,3.0039935491825955e-06,6.714048468960601e-09,8.041908515842283e-10,1.5587275971805616e-08,2.699221802594357e-08,8.422596721755245e-10,2.9312207342641895e-08,3.7525827011436883e-07,2.2872171853628055e-16,2.0884949303757691e-13,9.214669211949998e-13,6.794978790748456e-18,3.649894567081005e-10,4.6312296819695586e-09,5.238301025125566e-13,3.309108059084827e-15,3.6070385449733956e-13
1.5055586353276446e-06,0.788708508542007,3.76,0.0,0.5030598725534233,0.9999110969081886,2.6974053726579043e-05,2.5963800489420264e-16,1.49110385882222e-11,0.00019041668251955447,6.82123899752884e-05,9.592009659377081e-09,7.732434117796894e-06,8.405213073920475e-06,2.8638857657762206e-05,2.8255988361266493e-06,3.020152182490309e-06,6.8793338430797496e-09,8.394188878826211e-10,1.6571515541345e-08,2.8666807271447923e-08,8.810157150539258e-10,3.0914179758040055e-08,3.8565219729017786e-07,2.43167749686812e-16,2.2376661311807484e-13,1.0058412516304938e-12,7.477263523945558e-18,3.760817835597506e-10,4.78458443486851e-09,5.518074218241321e-13,3.4567056660432197e-15,3.799636820891447e-13
1.5324714228035404e-06,0.7887086723017914,3.76,0.0,0.5030557678924276,0.9999094630954137,2.7817506175095865e-05,2.663738415606599e-16,1.5231739799939036e-11,0.0001944008753870815,6.931537656959881e-05,9.794364257853611e-09,7.798886709915761e-06,8.438120917207946e-06,2.9296084209770574e-05,2.938216905109565e-06,3.036126445009335e-06,7.045783319171972e-09,8.7549137973772e-10,1.7598302570929836e-08,3.0412031932673584e-08,9.208109315751776e-10,3.257246563642305e-08,3.960950229840252e-07,2.582384241660725e-16,2.394485487097344e-13,1.0961849136884476e-12,8.213352487117746e-18,3.873009155998078e-10,4.9397892114001475e-09,5.807013799233715e-13,3.608005425885852e-15,3.9985436085423734e-13
1.5593842102794361e-06,0.7887088366932241,3.76,0.0,0.5030516512138884,0.9999078289290133,2.866814636626159e-05,2.7316705146653108e-16,1.5553348880006054e-11,0.00019839438411267817,7.041435268745259e-05,9.997195105373428e-09,7.864486625329787e-06,8.470908145065135e-06,2.9955912437324576e-05,3.0532414173527855e-06,3.0519340937001734e-06,7.213389878552407e-09,9.124124483970668e-10,1.8668644999268732e-08,3.222948873939827e-08,9.61655044666374e-10,3.428804133679358e-08,4.065842772296086e-07,2.7394854334277626e-16,2.559202076207101e-13,1.1928012474382861e-12,9.006416022262738e-18,3.9864748639818254e-10,5.096847513853534e-09,6.105229617569879e-13,3.763032427999951e-15,4.203834498714091e-13
1.5862969977553319e-06,0.788709001715356,3.76,0.0,0.5030475226393316,0.9999061943987968,2.952588595877403e-05,2.800177452401703e-16,1.587585594416785e-11,0.000202397073120125,7.15093264039906e-05,1.0200495051477242e-08,7.929306442150587e-06,8.503583775670743e-06,3.0618333892332217e-05,3.17068020122478e-06,3.0675911118377708e-06,7.382146846830115e-09,9.501862248361798e-10,1.978355572316114e-08,3.412077993182364e-08,1.003557790530828e-09,3.606188861932274e-08,4.1711756610450145e-07,2.903129813914345e-16,2.7320691910136965e-13,1.2960033994588828e-12,9.859754939027529e-18,4.1012218752522844e-10,5.255764341868076e-09,6.412831772642995e-13,3.9218118574124165e-15,4.4155852549784156e-13
