Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029),CH2O3(220)
0.05988904606622323,1.014811274428268,3.76,0.0,0.00010526746315989308,1.572889952059513e-07,0.9225737535509813,1.2896100049846163e-11,1.2651598701907616e-10,5.766589758439495e-06,9.62033642572311e-11,2.353204915624201e-17,0.00020498202925714416,0.0019002226893141698,0.8350869452790933,1.3015606852383246e-07,2.9353567414093696e-07,2.7183754019124143e-12,7.726925341349865e-13,5.8079311332220195e-09,1.5909359662612162e-10,9.966109116766804e-08,0.6814821978592293,2.033177003514035e-10,2.7854938333722377e-16,6.57514070501934e-11,2.4462714959440036e-06,6.454822196917157e-11,6.808821171564215e-10,1.6294672192858357e-08,2.7821806616074257e-19,2.9984434594057556e-18,2.2205395300641e-19,1.648160281674004e-10,0.19786901581259086,4.953416034865069e-10,9.653240172930775e-08,9.628910369984062e-13,2.666450040923992e-16,2.4037322145144994e-12,2.4871583840637917e-09,3.776016911132003e-11,1.8420487146879908e-15,5.111657898444424e-12,4.3614708293037914e-08,3.7630529421182886e-11,2.558686042044513e-15,1.0483005472595395e-12,4.434270915654953e-10,1.5858895580032908e-10,5.13023766835946e-11,5.587092071685879e-24,1.9724586861991462e-09,4.338386626034987e-11,4.214525592988446e-16,3.3627660704074125e-14,9.544554549723955e-19,2.8218070299438347e-16,1.348772657194994e-15,8.430755797535481e-20,8.666262551614751e-19,3.864440816186562e-15,8.482676155543399e-16,1.9477024080982334e-19,6.052165569745361e-19,9.821811549281733e-15,5.21090388664858e-16,5.86781887742855e-17,1.026636772073073e-16,1.2256968956314147e-16,6.73078822442377e-21,1.8714835273992143e-10,3.9219656823349313e-17,1.1366837787893017e-17,8.592158132592658e-18,7.813019242133638e-21
0.0601335590946805,1.0148122466220628,3.76,0.0,0.00010257015567597621,1.573748392424944e-07,0.9225718545716692,1.2578679411552361e-11,1.2336786819943714e-10,5.620275066799331e-06,9.625960163005738e-11,2.2947469841756784e-17,0.00020503781089005954,0.0019007600991144218,0.8350942730220731,1.278882383075416e-07,2.936969367346116e-07,2.6499055662367604e-12,7.345726720292273e-13,5.543137744005889e-09,1.5111284852674215e-10,9.966553910919276e-08,0.6814864758781783,2.034270434366024e-10,2.659040333596659e-16,6.292493745250567e-11,2.3409239951424873e-06,6.178540986118541e-11,6.637774323454303e-10,1.588506117832745e-08,2.7824417697220786e-19,2.862945838021047e-18,2.220837306946992e-19,1.648614623504816e-10,0.1978678006913911,4.819817165005734e-10,9.390549184847028e-08,9.366841243900546e-13,2.5939515258702686e-16,2.3427535360195025e-12,2.487844042630048e-09,3.520765544144415e-11,1.7175547683214026e-15,5.11301650439648e-12,4.3614844529340807e-08,3.5085749184056934e-11,2.487374685242987e-15,1.019774642592499e-12,4.3229789160761477e-10,1.5174545125042517e-10,4.783685439778037e-11,5.212517173054536e-24,1.972857225937967e-09,4.338359983977283e-11,4.2145221304795454e-16,3.1362891140521555e-14,9.544546470840883e-19,2.6317518026038376e-16,1.2576618359350657e-15,8.432871460529598e-20,8.061282929319387e-19,3.865541913320947e-15,7.911306127579575e-16,1.9477007803266956e-19,6.053769948863541e-19,9.827136741426974e-15,5.211164046376957e-16,5.871000078827424e-17,1.0269290625894661e-16,1.226041308997985e-16,6.734437558267195e-21,1.8708817740783421e-10,3.922112884574779e-17,1.1367405372803918e-17,8.596316230964167e-18,7.815895754368e-21
0.060378072123137776,1.0148131953201582,3.76,0.0,9.99392132769492e-05,1.574604950971936e-07,0.9225700036763335,1.2268699382544693e-11,1.202945414587818e-10,5.477518247698408e-06,9.631571015228019e-11,2.2376748320543195e-17,0.0002050934522915601,0.0019012956966515749,0.8351014109930738,1.2567548939325722e-07,2.9385780274678573e-07,2.5830942449209952e-12,6.982982373463547e-13,5.290221494694801e-09,1.4352438307755968e-10,9.967043562137573e-08,0.6814906439149162,2.0353614498267713e-10,2.5382334959724434e-16,6.021720028399563e-11,2.240009788145893e-06,5.913807370602143e-11,6.470837719637669e-10,1.5485302483320384e-08,2.782704758874884e-19,2.7334872738468574e-18,2.2211377878664337e-19,1.6490676839511817e-10,0.1978666165260841,4.689809728072278e-10,9.134988538526804e-08,9.111887256290106e-13,2.5234192519848364e-16,2.283257075686007e-12,2.488527766567081e-09,3.2825274776927054e-11,1.6013569514223223e-15,5.114372503361601e-12,4.361497720902111e-08,3.271066262605721e-11,2.4180730984954254e-15,9.920229948054612e-13,4.214360967431834e-10,1.4519063840198678e-10,4.4602150755933046e-11,4.862690137900741e-24,1.9732550145828463e-09,4.338334020644123e-11,4.214518744428811e-16,2.924847411502259e-14,9.544538570911615e-19,2.454314665763498e-16,1.1726193860000585e-15,8.434985411516201e-20,7.498047755411927e-19,3.8666391047142346e-15,7.377873290746308e-16,1.9476991885573993e-19,6.055371250772349e-19,9.832450365893595e-15,5.211446945341549e-16,5.874174371912488e-17,1.0272203215855821e-16,1.2263846031984128e-16,6.738078960286887e-21,1.8702946830334554e-10,3.92227844092775e-17,1.1368022558924217e-17,8.600464031944291e-18,7.818765803410145e-21
0.06062258515159505,1.014814121080755,3.76,0.0,9.737309775382355e-05,1.57545946550033e-07,0.9225681996362837,1.196599545220964e-11,1.172943306302773e-10,5.3382377858862134e-06,9.63716793210451e-11,2.1819574879937736e-17,0.00020514894280334608,0.0019018293955918074,0.8351083638538893,1.235165597485547e-07,2.9401824230708106e-07,2.517903562946192e-12,6.637819137982585e-13,5.048660562735964e-09,1.3630937994261183e-10,9.967576419766347e-08,0.681494704704635,2.0364498371575056e-10,2.422826378368563e-16,5.762334670556305e-11,2.143347604916784e-06,5.660152540755345e-11,6.307918246362656e-10,1.5095172605842442e-08,2.7829694960683277e-19,2.6098036649655444e-18,2.221440802322956e-19,1.6495193812766665e-10,0.19786546257039683,4.563296816022189e-10,8.886364306955387e-08,8.86385482711122e-13,2.4547997663027114e-16,2.22520890422501e-12,2.48920943255316e-09,3.0601872832369986e-11,1.492911467430767e-15,5.1157256075655655e-12,4.36151064200514e-08,3.049413370036869e-11,2.3507235159627107e-15,9.650245468430447e-13,4.1083564913127487e-10,1.3891267848050461e-10,4.1583141027633956e-11,4.536002701603814e-24,1.9736519684189716e-09,4.3383087196730415e-11,4.2145154335612766e-16,2.7274590958689093e-14,9.544530846910054e-19,2.2886715647241196e-16,1.0932476684536182e-15,8.437097125747068e-20,6.973715445332481e-19,3.8677322202715826e-15,6.879899908035082e-16,1.9476976321853076e-19,6.056969135518528e-19,9.837751383686412e-15,5.211751738710822e-16,5.877341135919459e-17,1.0275105037294983e-16,1.226726721548119e-16,6.7417117186219325e-21,1.869721904663494e-10,3.9224616846139216e-17,1.1368687503380919e-17,8.6046007678342e-18,7.82162882901721e-21
0.06086709818005232,1.014815024449079,3.76,0.0,9.487030354610496e-05,1.5763117756010032e-07,0.9225664412546085,1.1670406534716574e-11,1.1436559466796784e-10,5.202353886644099e-06,9.642749875053033e-11,2.1275646275419883e-17,0.00020520427190994701,0.001902361110632635,0.8351151361587764,1.214102140893613e-07,2.941782258949454e-07,2.4542964450150083e-12,6.309404044598826e-13,4.817955473378832e-09,1.2944989601419607e-10,9.968150863795146e-08,0.6814986609167814,2.0375353862360553e-10,2.312582564817117e-16,5.5138719329095946e-11,2.05076333064705e-06,5.417126069340059e-11,6.14892474748573e-10,1.4714452751921769e-08,2.783235850425964e-19,2.4916421957771258e-18,2.2217461825884053e-19,1.6499696347937684e-10,0.19786433809492668,4.4401841789244934e-10,8.644487895287395e-08,8.622555701401238e-13,2.388041086125418e-16,2.168575806925765e-12,2.489888918848996e-09,2.8527006263829736e-11,1.3917091875027816e-15,5.1170755332839845e-12,4.3615232248352004e-08,2.8425748941615276e-11,2.285269880169827e-15,9.387588206240632e-13,4.0049061835164e-10,1.329002017078927e-10,3.876567107970854e-11,4.230949343833778e-24,1.974048004870076e-09,4.3382840650714593e-11,4.214512196607249e-16,2.5432052523919088e-14,9.54452329582531e-19,2.1340512460817086e-16,1.019174561992332e-15,8.439206086068015e-20,6.485633563407117e-19,3.8688210918690515e-15,6.415066917865975e-16,1.947696110608192e-19,6.0585632679361065e-19,9.843038768407011e-15,5.212077597210419e-16,5.88049975761136e-17,1.0277995642158738e-16,1.2270676080439847e-16,6.745335130040339e-21,1.86916309756457e-10,3.9226619613288086e-17,1.1369398397237237e-17,8.608725679966373e-18,7.824484277985597e-21
0.061111611208509595,1.0148159059576716,3.76,0.0,9.242935713581096e-05,1.577161722753066e-07,0.9225647273653462,1.13817749013194e-11,1.1150672696268742e-10,5.069788443422492e-06,9.648315817827778e-11,2.0744665605073737e-17,0.0002052594292444447,0.0019028907575626532,0.8351217323567863,1.193552433572946e-07,2.943377243576333e-07,2.3922366003518086e-12,5.996942541386605e-13,4.597628174162181e-09,1.2292882633261123e-10,9.968765304681287e-08,0.6815025151566025,2.038617889674023e-10,2.2072757315638937e-16,5.275884495447162e-11,1.9620897351446706e-06,5.1842952198260236e-11,5.993767986996034e-10,1.4342928745227741e-08,2.783503693209831e-19,2.3787608508725275e-18,2.22205376372271e-19,1.6504183649123874e-10,0.1978632423867819,4.320380149902779e-10,8.409175890984677e-08,8.387806799532711e-13,2.323092657634683e-16,2.113325270294619e-12,2.4905661053708924e-09,2.6590913940963858e-11,1.2972742142840331e-15,5.118422000974987e-12,4.361535477783685e-08,2.64957596563251e-11,2.2216577898892793e-15,9.132059007687543e-13,3.9039519896336876e-10,1.271422894867954e-10,3.613650146059769e-11,3.94612050370924e-24,1.9744430425383972e-09,4.338260041208817e-11,4.214509032303082e-16,2.37122591904558e-14,9.544515914663383e-19,1.9897319853924669e-16,9.500519928774632e-16,8.441311783122229e-20,6.031329737190967e-19,3.8699055534779156e-15,5.98120432241868e-16,1.947694623226981e-19,6.060153317802986e-19,9.848311506835446e-15,5.212423707041127e-16,5.883649631625963e-17,1.0280874587989201e-16,1.2274072074027636e-16,6.7489485003377424e-21,1.8686179283391582e-10,3.9228786291649293e-17,1.1370153465313615e-17,8.612838019163948e-18,7.827331604456934e-21
0.06135612423696687,1.0148167661266774,3.76,0.0,9.004881645045499e-05,1.5780091504183565e-07,0.9225630568326761,1.1099946114091867e-11,1.0871615466990303e-10,4.940465005965379e-06,9.653864747134607e-11,2.0226342186326043e-17,0.000205314404593999,0.0019034182533193226,0.8351281567940507,1.1735046423057845e-07,2.944967089276348e-07,2.3316885077200654e-12,5.699676759977414e-13,4.387221141090492e-09,1.1672986567632e-10,9.969418183154262e-08,0.6815062699666542,2.0396971429303964e-10,2.1066892280099875e-16,5.047942756809871e-11,1.8771662119568185e-06,4.9612442792689124e-11,5.842360612132205e-10,1.3980390938134693e-08,2.7837728978370388e-19,2.2709279857231555e-18,2.2223633835897675e-19,1.6508654931866648e-10,0.19786217474923082,4.2037955720864336e-10,8.18024991811792e-08,8.159430071633237e-13,2.2599053156765836e-16,2.05942546889149e-12,2.4912408737614373e-09,2.4784453483457638e-11,1.2091608354281676e-15,5.119764735407162e-12,4.3615474090458205e-08,2.4695055516849987e-11,2.159834449624794e-15,8.883464187784193e-13,3.805437080961558e-10,1.2162845722426948e-10,3.368324307781358e-11,3.680197040328581e-24,1.974837001243304e-09,4.338236632808863e-11,4.2145059393918917e-16,2.210716444628609e-14,9.544508700448682e-19,1.855038422930592e-16,8.855542438667401e-16,8.44341371554623e-20,5.608495118594308e-19,3.870985441284925e-15,5.57628138142818e-16,1.9476931694460816e-19,6.061738959991952e-19,9.853568599494017e-15,5.212789269790729e-16,5.886790160812535e-17,1.0283741438242971e-16,1.2277454650982094e-16,6.752551144723841e-21,1.868086071409695e-10,3.923111058522958e-17,1.1370950965995446e-17,8.616937046186302e-18,7.830170270214407e-21
0.06160063726542414,1.0148176054641227,3.76,0.0,8.7727270274805e-05,1.5788539041331213e-07,0.92256142855013,1.0824768960713937e-11,1.0599233804937761e-10,4.8143087489578195e-06,9.659395663227863e-11,1.9720391434788877e-17,0.0002053691879051772,0.0019039435160447596,0.8351344137160153,1.153947186154702e-07,2.946551512395534e-07,2.2726174007156802e-12,5.416883896486527e-13,4.1862965269208135e-09,1.1083747307103577e-10,9.970107970036097e-08,0.6815099278282726,2.0407729444214896e-10,2.0106156771887283e-16,4.8296341596763655e-11,1.7958385268512529e-06,4.747573915503121e-11,5.694617117151308e-10,1.3626634124352344e-08,2.7840433398954193e-19,2.1679218738045038e-18,2.222674882872262e-19,1.6513109423601714e-10,0.1978611345013568,4.0903437278668697e-10,7.95753649608758e-08,7.937252356422316e-13,2.198431244749223e-16,2.0068452523774748e-12,2.4919131074576996e-09,2.3099088096896034e-11,1.1269528234550571e-15,5.1211034657828626e-12,4.361559026625028e-08,2.301510431516741e-11,2.0997486206819065e-15,8.641615376946732e-13,3.7093058309046436e-10,1.1634863778155387e-10,3.139431192338292e-11,3.4319439763529226e-24,1.9752298020585378e-09,4.338213824942106e-11,4.21450291662423e-16,2.0609239261175047e-14,9.54450165022551e-19,1.7293387091231897e-16,8.25376763900553e-16,8.445511390158038e-20,5.2149795547344945e-19,3.872060593808423e-15,5.198398397113954e-16,1.94769174867368e-19,6.0633198746161855e-19,9.858809061192936e-15,5.213173502349649e-16,5.889920756557782e-17,1.0286595762599093e-16,1.228082327396926e-16,6.7561423881964144e-21,1.8675672088365392e-10,3.923358632033127e-17,1.1371789191048999e-17,8.621022032160345e-18,7.832999744969216e-21
0.061845150293881414,1.0148184244661893,3.76,0.0,8.546333767151121e-05,1.5796958315967897e-07,0.9225598414398267,1.055609539050245e-11,1.0333376981602309e-10,4.691246441137051e-06,9.664907580488155e-11,1.9226534745215866e-17,0.00020542376928907517,0.0019044664651394743,0.8351405072696313,1.1348687317625664e-07,2.948130233464018e-07,2.2149892532602847e-12,5.147874613037893e-13,3.9944353359878225e-09,1.0523683629028528e-10,9.970833166038904e-08,0.681513491163013,2.0418450956270866e-10,1.918856588776341e-16,4.6205625404503684e-11,1.7179585754045358e-06,4.542900556961805e-11,5.550453807649371e-10,1.3281457452905006e-08,2.7843148971582475e-19,2.0695303164678382e-18,2.2229881050854464e-19,1.651754636409375e-10,0.19786012097772165,3.979940270027095e-10,7.740866902166393e-08,7.7211052438695e-13,2.1386239410631006e-16,1.9555541327517063e-12,2.4925826917568335e-09,2.152681510013168e-11,1.0502600275661253e-15,5.122437925856463e-12,4.3615703383372194e-08,2.1447940749071877e-11,2.041350573734565e-15,8.406329371739095e-13,3.6155037916666966e-10,1.1129316551877207e-10,2.925886730895653e-11,3.200205971942338e-24,1.9756213673480275e-09,4.3381916030184283e-11,4.214499962758729e-16,1.921144048789456e-14,9.544494761059426e-19,1.6120416793517704e-16,7.692345442840763e-16,8.447604322137451e-20,4.848773812811923e-19,3.8731308520102666e-15,4.845777747120315e-16,1.9476903603220367e-19,6.0648957471688315e-19,9.864031921557019e-15,5.213575636818829e-16,5.893040839100432e-17,1.0289437137255873e-16,1.2284177413928825e-16,6.7597215659023336e-21,1.8670610301400887e-10,3.923620744463976e-17,1.1372666465420465e-17,8.625092258997156e-18,7.835819506636848e-21
0.06208966332233869,1.0148192236174836,3.76,0.0,8.3255667410324e-05,1.5805347827577575e-07,0.9225582944517245,1.0293780451620126e-11,1.0073897450285745e-10,4.571206414934074e-06,9.6703995279804e-11,1.8744499374478468e-17,0.0002054781390262334,0.001904987021314044,0.8351464415054957,1.1162581883981323e-07,2.949702977353083e-07,2.158770765384411e-12,4.891991570978879e-13,3.8112366420761585e-09,9.991383987433645e-11,9.971592301582546e-08,0.6815169623340536,2.042913401192678e-10,1.8312219920160263e-16,4.420347502942627e-11,1.6433841493088617e-06,4.346855795541448e-11,5.409788765553077e-10,1.294466434372292e-08,2.7845874495980124e-19,1.9755502202058258e-18,2.223302896589855e-19,1.6521965005853832e-10,0.19785913352803491,3.8725031550957825e-10,7.530077038330282e-08,7.510824942138972e-13,2.0804381757743082e-16,1.9055222718016515e-12,2.4932495138790767e-09,2.0060174478301996e-11,9.787186947337089e-16,5.123767854047752e-12,4.361581351814956e-08,1.998609788747528e-11,1.9845920429143253e-15,8.177427990272357e-13,3.5239776714771735e-10,1.0645276092669785e-10,2.726677868248692e-11,2.9839013463887006e-24,1.9760116208002437e-09,4.3381699527798334e-11,4.2144970765626765e-16,1.7907178904979018e-14,9.544488030038508e-19,1.5025943919341756e-16,7.168612462494925e-16,8.449692035198188e-20,4.508008983985601e-19,3.874196059403443e-15,4.516757082602986e-16,1.9476890038077405e-19,6.066466268656804e-19,9.869236225533067e-15,5.213994920422947e-16,5.896149837834295e-17,1.0292265145216288e-16,1.228751655040592e-16,6.763288023485323e-21,1.8665672321270888e-10,3.9238968026434774e-17,1.1373581147046603e-17,8.629147019793514e-18,7.838629041602857e-21
0.06233417635079596,1.0148200033912973,3.76,0.0,8.110293740609734e-05,1.5813706098960978e-07,0.9225567865628952,1.0037682229426057e-11,9.820650783469945e-11,4.454118536553078e-06,9.675870549991876e-11,1.827401832682183e-17,0.0002055322875713359,0.0019055051066386487,0.8351522203799511,1.09810470345195e-07,2.951269473426225e-07,2.1039293491853183e-12,4.648607945019848e-13,3.6363168246633883e-09,9.485503198887991e-11,9.97238393658376e-08,0.6815203436475656,2.0439776690277427e-10,1.7475300774697692e-16,4.228623814414304e-11,1.5719787112022286e-06,4.159085810190236e-11,5.272541814624495e-10,1.261606240449407e-08,2.784860879399129e-19,1.8857872432139262e-18,2.2236191066028277e-19,1.6526364614539046e-10,0.19785817151683086,3.7679525784213436e-10,7.325007301563652e-08,7.306252148007871e-13,2.0238299591906785e-16,1.8567204687343e-12,2.493913463028058e-09,1.8692159901233835e-11,9.119872562864881e-16,5.125092993550056e-12,4.361592074511545e-08,1.8622617336792652e-11,1.9294261812763815e-15,7.95473793137872e-13,3.434675312041059e-10,1.0181851580896517e-10,2.5408562577764464e-11,2.782018700133931e-24,1.9764004874610657e-09,4.3381488602933625e-11,4.214494256812581e-16,1.6690292093058665e-14,9.544481454274527e-19,1.4004795692519478e-16,6.680075433529953e-16,8.451774061751818e-20,4.1909364465084296e-19,3.875256062155315e-15,4.2097808623332396e-16,1.9476876785519618e-19,6.068031135728389e-19,9.874421033877465e-15,5.214430615413682e-16,5.899247191599525e-17,1.0295079376561728e-16,1.2290840171869103e-16,6.766841117420194e-21,1.8660855187209237e-10,3.924186225364597e-17,1.1374531626643777e-17,8.633185619218065e-18,7.841427844978041e-21
0.06257868937925323,1.0148207642498634,3.76,0.0,7.900385416516545e-05,1.5822031677031244e-07,0.9225553167768149,9.787661786026797e-12,9.573495611386959e-11,4.339914176595084e-06,9.681319706549426e-11,1.7814830240837856e-17,0.0002055862055576958,0.0019060206445904806,0.8351578477571381,1.0803976575986242e-07,2.9528294556839984e-07,2.0504331150907624e-12,4.417126109437167e-13,3.4693088530553905e-09,9.004759604012538e-11,9.973206660270453e-08,0.6815236373540529,2.0450377103998938e-10,1.6676068608195167e-16,4.0450408244495076e-11,1.5036111776032966e-06,3.9792508125362084e-11,5.138634486656237e-10,1.2295463349157174e-08,2.7851350709696494e-19,1.8000553994450216e-18,2.223936587208876e-19,1.6530744469334283e-10,0.19785723432315153,3.666210911354607e-10,7.125502458307932e-08,7.107231921426031e-13,1.9687565061109825e-16,1.8091201480245113e-12,2.4945744304484242e-09,1.7416260042091262e-11,8.497481831643728e-16,5.126413092433311e-12,4.361602513705045e-08,1.735096291643922e-11,1.875807517707657e-15,7.738090638282677e-13,3.347545666564156e-10,9.738187901778468e-11,2.3675364663449124e-11,2.593610842799779e-24,1.9767878937651207e-09,4.338128311944154e-11,4.2144915022947035e-16,1.5555015381958256e-14,9.544475030904112e-19,1.3052135213122375e-16,6.22440649487949e-16,8.453849943063176e-20,3.8959334604902466e-19,3.87631070918649e-15,3.9233950980234614e-16,1.947686383980693e-19,6.069590050794852e-19,9.879585423623543e-15,5.214881998980009e-16,5.90233234896175e-17,1.0297879428714226e-16,1.2294147776014662e-16,6.770380215333174e-21,1.8656156007958857e-10,3.924488443306096e-17,1.1375516327512132e-17,8.637207373881736e-18,7.844215420842614e-21
0.0628232024077105,1.0148215066446096,3.76,0.0,7.695715224044841e-05,1.5830323133577252e-07,0.9225538841226748,9.543583100836398e-12,9.332293561578418e-11,4.228526181075103e-06,9.68674607391568e-11,1.7366679278846646e-17,0.0002056398838015153,0.0019065335600989483,0.8351633274110074,1.063126660499945e-07,2.9543826629025777e-07,1.998250858270445e-12,4.196976244235993e-13,3.3098615780714627e-09,8.547931931724366e-11,9.974059090961115e-08,0.6815268456496584,2.0460933400248813e-10,1.5912858505965267e-16,3.8692619040853976e-11,1.438155709838543e-06,3.807024511050449e-11,5.007989988117361e-10,1.1982682917533883e-08,2.785409910951874e-19,1.7181767413004591e-18,2.2242551933688307e-19,1.6535103863315433e-10,0.19785632134023687,3.567202640073887e-10,6.931411522134607e-08,6.913613563299523e-13,1.9151762020691086e-16,1.762693347429313e-12,2.4952323094806518e-09,1.622633643724172e-11,7.917022380804288e-16,5.127727903741581e-12,4.361612676502157e-08,1.6165063527227026e-11,1.8236919151342084e-15,7.527322165775527e-13,3.2625387779617775e-10,9.313464269619257e-11,2.2058889698259193e-11,2.4177928852158057e-24,1.977173767565576e-09,4.3381082944286395e-11,4.214488811805522e-16,1.4495959233620065e-14,9.544468757089742e-19,1.2163437810370607e-16,5.799424774187109e-16,8.455919229397222e-20,3.621477227646978e-19,3.877359852265097e-15,3.6562389683356646e-16,1.947685119524955e-19,6.07114272214553e-19,9.884728488528178e-15,5.21534836314643e-16,5.905404768478849e-17,1.0300664906686394e-16,1.2297438870056507e-16,6.773904696308029e-21,1.8651571960152691e-10,3.924802898934132e-17,1.1376533705313718e-17,8.641211612692054e-18,7.846991282479288e-21
0.06306771543616776,1.0148222310164006,3.76,0.0,7.49615936946629e-05,1.5838579065994283e-07,0.9225524876547107,9.305313012464316e-12,9.096909199712868e-11,4.119888843016038e-06,9.692148745063749e-11,1.6929315017871226e-17,0.00020569331330593034,0.0019070437795887234,0.8351686630272871,1.0462815460605545e-07,2.955928838766018e-07,1.947352045367636e-12,3.987615175645329e-13,3.157639079471454e-09,8.113856839380838e-11,9.97493987587527e-08,0.6815299706774414,2.047144376152398e-10,1.5184077414476197e-16,3.7009639069011124e-11,1.3754915124793848e-06,3.64209359683782e-11,4.88053316753163e-10,1.1677540796662847e-08,2.7856852882318244e-19,1.6399809856973796e-18,2.2245747829276595e-19,1.6539442103794665e-10,0.19785543197522085,3.470854306350001e-10,6.742587635303171e-08,6.725250497157304e-13,1.863048570639885e-16,1.7174127062294566e-12,2.4958869956131577e-09,1.5116717003758987e-11,7.375727681066312e-16,5.129037185585513e-12,4.361622569842057e-08,1.5059192990027107e-11,1.7730365300622233e-15,7.322273051606656e-13,3.179605757637597e-10,8.906892904450714e-11,2.055140482676009e-11,2.253735500716768e-24,1.977558038162357e-09,4.338088794747885e-11,4.214486184152203e-16,1.3508082042192534e-14,9.54446263002072e-19,1.1334474229893513e-16,5.403097253551718e-16,8.457981480157261e-20,3.3661609402823996e-19,3.8784033460966826e-15,3.4070414105219257e-16,1.9476838846210054e-19,6.072688864056882e-19,9.889849339497745e-15,5.215829014679917e-16,5.908463918955359e-17,1.0303435423319799e-16,1.2300712971002292e-16,6.777413951178028e-21,1.8647100286732863e-10,3.9251290464226757e-17,1.1377582247869353e-17,8.645197677191305e-18,7.849754952595112e-21
0.06331222846462503,1.014822937795781,3.76,0.0,7.301596757226575e-05,1.5846798097981197e-07,0.9225511264515478,9.072721161380449e-12,8.86720997124249e-11,4.01393787437335e-06,9.69752683013007e-11,1.650249234296835e-17,0.00020574648526481962,0.0019075512310205193,0.8351738582054112,1.0298523683539896e-07,2.957467731991962e-07,1.8977068013486564e-12,3.7885250444047777e-13,3.0123200050279253e-09,7.701425868351671e-11,9.975847690901198e-08,0.6815330145286225,2.048190640647515e-10,1.4488201041568765e-16,3.539836648096784e-11,1.3155026393017067e-06,3.484157245313697e-11,4.756190483226099e-10,1.1379860543125354e-08,2.785961093947644e-19,1.5653052324057903e-18,2.2248952166210875e-19,1.6543758512646386e-10,0.19785456564883364,3.3770944498687355e-10,6.558887953397135e-08,6.542000153894879e-13,1.8123342416048975e-16,1.6732514536164354e-12,2.496538386531495e-09,1.4082013893369848e-11,6.870971717549009e-16,5.130340701228965e-12,4.361632200500127e-08,1.4028065575496639e-11,1.7237997733375247e-15,7.122788191218472e-13,3.0986987644324777e-10,8.517717754817443e-11,1.9145652903341856e-11,2.100665061596001e-24,1.977940636328769e-09,4.3380698002010616e-11,4.214483618152996e-16,1.2586672309804717e-14,9.54445664691404e-19,1.0561287883695485e-16,5.033515982799478e-16,8.46003626401424e-20,3.1286569875319074e-19,3.8794410484094115e-15,3.1746121445268053e-16,1.9476826787105188e-19,6.074228196894723e-19,9.89494710499248e-15,5.216323274982301e-16,5.911509279684003e-17,1.0306190599510823e-16,1.2303969605914746e-16,6.780907382803094e-21,1.864273829540562e-10,3.925466351550239e-17,1.1378660474923979e-17,8.64916492187803e-18,7.852505963531797e-21
0.0635567414930823,1.014823627403207,3.76,0.0,7.11190893791367e-05,1.5854978880203916e-07,0.9225497996155648,8.845679934167047e-12,8.64306614450353e-11,3.910610378600626e-06,9.702879456845173e-11,1.6085971342093543e-17,0.0002057993910663998,0.001908055843929708,0.8351789164604055,1.0138293969516176e-07,2.9589990964509133e-07,1.8492858967118175e-12,3.5992123200011024e-13,2.873596981380536e-09,7.309583430079933e-11,9.976781240404336e-08,0.6815359792438025,2.0492319590678761e-10,1.38237710836623e-16,3.385582405254623e-11,1.258077806155289e-06,3.332926639915201e-11,4.634889971901665e-10,1.1089469507237284e-08,2.7862372214968484e-19,1.4939936084754162e-18,2.225216358080869e-19,1.65480524266154e-10,0.1978537217951111,3.285853552479151e-10,6.380173533622049e-08,6.363723860179153e-13,1.7629949201290417e-16,1.6301833973267915e-12,2.4971863821648654e-09,1.3117303613875317e-11,6.400352294050544e-16,5.131638219170618e-12,4.361641575091616e-08,1.3066654511133173e-11,1.6759412722311674e-15,6.928716716457612e-13,3.0197709841931113e-10,8.145213270826309e-11,1.7834888338419272e-11,1.9578553132100393e-24,1.9783214943365197e-09,4.3380512983790764e-11,4.2144811126376604e-16,1.1727322037474535e-14,9.544450805015262e-19,9.84018262382174e-17,4.688907502435365e-16,8.462083159027459e-20,2.90774870056992e-19,3.880472820034826e-15,2.957840768897808e-16,1.9476815012407718e-19,6.075760447210489e-19,9.900020931409803e-15,5.216830479994676e-16,5.914540340674649e-17,1.0308930064424769e-16,1.2307208312159196e-16,6.784384406332565e-21,1.8638483357133696e-10,3.92581429162072e-17,1.1379766937938e-17,8.653112714512034e-18,7.8552438574646e-21
