Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029),CH2O3(220)
6.418234925397668e-05,0.9556847754995471,3.76,0.0,0.3039449807976721,0.6316638154599832,0.39802895499526036,1.4750022762741201e-07,4.323241807135615e-06,0.056821993452956736,0.0013820581196118385,9.88809617849466e-07,0.0035420785718487395,0.012133126052278217,0.4668804849371946,0.008016359247438681,0.0008343864460154005,6.362049282147538e-06,0.00010041174829250694,0.04835691979498161,0.0048466162442260775,0.0007328591566813129,0.20119300051251007,7.479735903012984e-05,2.77659341360164e-09,0.0003157045860996897,0.059223860553413804,6.913138750208332e-05,4.34450795688605e-05,8.828286512258921e-05,1.628651238843017e-12,8.272055096593834e-10,5.4192570905390515e-12,2.10096358239e-06,0.05985219046162168,0.00026660574740811424,0.001352087749346044,1.778187452061139e-08,7.508343531003262e-11,5.688180367413436e-08,9.161117423800284e-09,0.0014363028048716001,1.116876849223643e-07,2.8616512311658688e-11,9.008598370549864e-06,0.0008874668443464688,2.92101100828308e-10,2.4174616170748703e-08,3.6255679525730353e-05,3.5370721998226405e-05,0.004188897188352451,1.9453879464867255e-09,1.3091939951992653e-09,1.4700128657778645e-11,1.2791301414683482e-16,7.061731083201226e-06,2.706659177767033e-18,5.6517433810670066e-08,1.1011547149524089e-07,1.9387599461534757e-12,7.550545455100825e-08,5.3246276765229e-12,1.5155022599525072e-07,7.068329284492399e-18,5.341980395238179e-16,8.814927659075134e-12,4.057428899083176e-12,5.2780005269157324e-14,1.836003235741721e-13,2.6391675689944566e-15,7.431386278497293e-16,1.0501974236480416e-05,9.2629366577126e-14,2.6992593623215464e-14,3.8493761635447513e-17,3.585755656009762e-19
6.428465036165767e-05,0.9560193211705255,3.76,0.0,0.30159846179038335,0.629322703278293,0.4004770086294975,1.5288587895413078e-07,4.41827627860996e-06,0.05681023372962501,0.0013764299961817818,9.84600057441688e-07,0.003571576441159067,0.01226878493674066,0.46904827293386775,0.007968994861278538,0.0008398352083112817,6.3343653650935085e-06,0.0001004060437042777,0.04816234715645252,0.004817939853115083,0.000734369170700428,0.20251459525544271,7.448175194026303e-05,2.7781069494413453e-09,0.0003175136272717247,0.0596813835425074,6.992092386606329e-05,4.385509097844772e-05,8.931135245916292e-05,1.6409783843034686e-12,8.270530686910093e-10,5.460190779547454e-12,2.116430720345221e-06,0.06031401237040349,0.00026924264080259214,0.001360426031222269,1.7951871425568867e-08,7.652389573586932e-11,5.705691835252095e-08,9.269820805723017e-09,0.0014397017495995337,1.1269332064321399e-07,2.9065885070735506e-11,9.037350821232973e-06,0.0008909441343832903,2.969884679800329e-10,2.4461843324337757e-08,3.658522996139355e-05,3.560914201992574e-05,0.00422268825255381,1.9531290565282715e-09,1.3304090694142614e-09,1.4814316877883157e-11,1.3053767121186289e-16,7.1579732321439755e-06,2.7718281173171855e-18,5.725868963072176e-08,1.1100389166137018e-07,1.953391729110499e-12,7.515996795015064e-08,5.398952620964113e-12,1.5371765956073534e-07,7.248969548922627e-18,5.353781757153603e-16,8.936196716982972e-12,4.078169696912798e-12,5.3505638376806537e-14,1.8523273695356506e-13,2.70592918597254e-15,7.417466978798774e-16,1.0686659762660041e-05,9.350368935208901e-14,2.723292372983501e-14,3.954049811599821e-17,3.632624487783217e-19
6.438695146933866e-05,0.9563547724604232,3.76,0.0,0.2992491910565705,0.6269674791382319,0.4029392076858607,1.5848826006572092e-07,4.515694607638069e-06,0.05679673413580952,0.001370728333210794,9.803419779055207e-07,0.0036014121380210417,0.01240633443425341,0.4712164440377814,0.007921506515635338,0.0008453343469986627,6.3062316228989235e-06,0.0001003935169920244,0.04796404847948944,0.004788978504662725,0.0007358548600440503,0.20384322951537318,7.415933160720221e-05,2.7796053454693203e-09,0.00031931443907730155,0.0601404068253349,7.071825348323848e-05,4.426941053194103e-05,9.035460989949031e-05,1.653388629235578e-12,8.268471501291321e-10,5.50139902822227e-12,2.1319990342219114e-06,0.060779343011055156,0.0002718883361564594,0.001368689640743,1.8122748947776884e-08,7.799034307685635e-11,5.722971871032749e-08,9.380338433019113e-09,0.0014429918872663975,1.1370740633962837e-07,2.9523042211052694e-11,9.066036990082104e-06,0.0008943560023001225,3.019426520083528e-10,2.4752002448666688e-08,3.691783906171621e-05,3.5850258310827864e-05,0.004256393937499907,1.960663189245334e-09,1.3520269143981557e-09,1.492935706390164e-11,1.3321640908337573e-16,7.255143091337993e-06,2.8384825646548515e-18,5.800671174265156e-08,1.11890070995354e-07,1.9681214691800565e-12,7.480667584936938e-08,5.47439025519077e-12,1.5590729346198066e-07,7.434097881466299e-18,5.365194268827924e-16,9.059282877710861e-12,4.098760893072412e-12,5.424214551871073e-14,1.8689475227510682e-13,2.774348916204436e-15,7.403041961626086e-16,1.0874136526392293e-05,9.438258300632764e-14,2.747447925738923e-14,4.061867107778764e-17,3.6801946268746057e-19
6.448925257701965e-05,0.9566911158849242,3.76,0.0,0.29689727575161357,0.6245980754446211,0.4054156107845508,1.6431683002319207e-07,4.615562170773608e-06,0.05678146108828495,0.0013649531287105213,9.760351272318027e-07,0.0036315900135619047,0.012545803838261253,0.4733848191851424,0.007873896886532292,0.0008508844539505132,6.277647650051008e-06,0.00010037403432970268,0.04776202372186565,0.004759732805690569,0.0007373156709657263,0.20517892752076627,7.38300954874114e-05,2.7810898826918267e-09,0.00032110645283525024,0.060600891032465826,7.152342392136985e-05,4.468806521834742e-05,9.141285948668751e-05,1.6658814463293987e-12,8.2658684267462e-10,5.5428801314025415e-12,2.147667838357894e-06,0.06124820658989492,0.00027454241919615735,0.0013768758089513498,1.8294504299044258e-08,7.948316563539997e-11,5.740013314357495e-08,9.492707269165966e-09,0.0014461714564688185,1.1472998179708179e-07,2.998812874682026e-11,9.094652423217994e-06,0.0008977009982379534,3.069641054597022e-10,2.504512119732794e-08,3.72535134232914e-05,3.6094102463950224e-05,0.004290004360323903,1.9679852168024996e-09,1.3740566814471922e-09,1.5045254421427037e-11,1.3595030939969772e-16,7.353237877033483e-06,2.906653452221305e-18,5.876146971869447e-08,1.1277374975346179e-07,1.9829485496316067e-12,7.444557691990064e-08,5.550956260251229e-12,1.581190873427593e-07,7.623820626092771e-18,5.376211310237061e-16,9.184215926765863e-12,4.119195866341792e-12,5.498970485342268e-14,1.8858684594219183e-13,2.8444663064376045e-15,7.388107553235812e-16,1.1064434836996791e-05,9.526596903306044e-14,2.7717248613321246e-14,4.1729318980797314e-17,3.728477243350245e-19
6.459155368470065e-05,0.9570283375215067,3.76,0.0,0.29454282565175144,0.6222144255135803,0.4079062753860703,1.703814734557654e-07,4.717946148363848e-06,0.056764380496452584,0.0013591043936136986,9.716792599376119e-07,0.0036621144617826067,0.012687222855684145,0.4755532154445304,0.007826168664140466,0.0008564861262803158,6.2486131531947e-06,0.00010034746071318783,0.04755627373115207,0.004730203454173338,0.0007387510402145765,0.20652171304294872,7.349404305617086e-05,2.78256184113384e-09,0.000322889086656768,0.06106279541795913,7.233648169751654e-05,4.5111081025339184e-05,9.2486325395828e-05,1.6784562322085825e-12,8.262712289681239e-10,5.584631952880302e-12,2.1634363048697837e-06,0.061720627181642604,0.00027720446315415947,0.0013849817559388657,1.8467134700630858e-08,8.10027534978781e-11,5.756808870281155e-08,9.60696505814419e-09,0.0014492386939145693,1.1576108336075227e-07,3.046129228745712e-11,9.123192546713278e-06,0.0009009776664838591,3.120532677482064e-10,2.5341227382030872e-08,3.759225839669419e-05,3.634070542651389e-05,0.004323509426090905,1.9750899953776366e-09,1.3965077572479371e-09,1.516201409585045e-11,1.3874047258575404e-16,7.452254279480846e-06,2.9763722337171235e-18,5.952292890956681e-08,1.1365466261706661e-07,1.9978722030846865e-12,7.407667243733985e-08,5.6286663942746395e-12,1.6035298896302396e-07,7.81824637475599e-18,5.386826248069373e-16,9.311026119093315e-12,4.139467870589913e-12,5.5748497339936176e-14,1.9030949630602064e-13,2.9163217514429486e-15,7.372660121859618e-16,1.1257584949461984e-05,9.615376467406194e-14,2.796121962817048e-14,4.287351730962304e-17,3.7774836621121567e-19
6.469385479238164e-05,0.9573664230005485,3.76,0.0,0.2921859531910719,0.6198164636321339,0.41041125772887704,1.7669253412713452e-07,4.822915715871738e-06,0.05674545776309885,0.0013531821521767726,9.672741374833252e-07,0.0036929899191685935,0.012830621607261934,0.47772144596942945,0.007778324552732041,0.0008621399662570536,6.2191279550525255e-06,0.00010031366002219183,0.04734680027051408,0.004700391242162681,0.0007401603949635224,0.2078716093714156,7.315117586786489e-05,2.784022498141003e-09,0.00032466174536527,0.06152607783140544,7.315747220331131e-05,4.5538482890417347e-05,9.357523464979257e-05,1.691112282547029e-12,8.258993860802675e-10,5.626652085659634e-12,2.179303492668435e-06,0.06219662871246083,0.0002798740286636648,0.001393004692373687,1.8640637386835525e-08,8.254949835737829e-11,5.7733511087656176e-08,9.723150338233683e-09,0.0014521918349784605,1.1680074371692524e-07,3.094268306635963e-11,9.151652674781958e-06,0.0009041845458828638,3.1721056414157824e-10,2.5640348962474977e-08,3.793407802459505e-05,3.659009743053802e-05,0.004356898826564848,1.9819723675712703e-09,1.4193897702347353e-09,1.5279641167747647e-11,1.4158801803488592e-16,7.552188442204891e-06,3.0476708862625264e-18,6.029105030786687e-08,1.145325386601647e-07,2.0128915634141024e-12,7.36999663668876e-08,5.707536524061441e-12,1.6260893351563305e-07,8.017485996085988e-18,5.397032438482105e-16,9.439744183109059e-12,4.159570034046348e-12,5.651870676000573e-14,1.9206318478230566e-13,2.989956504427471e-15,7.356696081098237e-16,1.145361704757848e-05,9.704588278451852e-14,2.8206379540907177e-14,4.405237995851917e-17,3.827225348510289e-19
6.479615590006263e-05,0.9577053574981961,3.76,0.0,0.28982677349817276,0.6174041251185466,0.4129306127652088,1.8326085802420024e-07,4.930542015146018e-06,0.05672465778546122,0.0013471864423917615,9.628195286955036e-07,0.0037242208642504783,0.012976030630261976,0.47988931995142553,0.0077303672706866495,0.0008678465812136959,6.189191998526453e-06,0.00010027249507672008,0.0471336060450875,0.00467029705875119,0.000741543152762622,0.20922863928849136,7.280149761716183e-05,2.78547312813003e-09,0.00032642382040371805,0.06199069468985058,7.398643962888132e-05,4.597029463245308e-05,9.467981659796575e-05,1.7038488873181612e-12,8.254703859274057e-10,5.668938260193281e-12,2.1952684963134454e-06,0.06267623494335967,0.0002825506636594796,0.001400941821084913,1.881500962095681e-08,8.412379351975265e-11,5.7896324639314054e-08,9.841302467095396e-09,0.0014550291142833656,1.1784899183461894e-07,3.143245397406262e-11,9.180027997535815e-06,0.0009073201702659938,3.2243640572845887e-10,2.5942514064234118e-08,3.8278974977511264e-05,3.6842307919610115e-05,0.004390162039105677,1.9886271645314093e-09,1.442712597130125e-09,1.5398140647485123e-11,1.444940842544097e-16,7.653035940541676e-06,3.1205819109915985e-18,6.106579053682914e-08,1.1540710132036077e-07,2.02800581078126e-12,7.331546544769267e-08,5.787582628339951e-12,1.6488684333785958e-07,8.221652655146676e-18,5.406823229858967e-16,9.570401324419108e-12,4.179495357404643e-12,5.730051974002425e-14,1.9384839592888308e-13,3.065412687093031e-15,7.34021189453151e-16,1.165256122644192e-05,9.794223170594306e-14,2.845271498724612e-14,4.5267060583386866e-17,3.877713923660464e-19
6.489845700774362e-05,0.9580451257293426,3.76,0.0,0.2874654044325035,0.6149773463840561,0.41546439409500335,1.9009778784058365e-07,5.040898056319158e-06,0.05670194495666567,0.0013411173164111245,9.583152102023544e-07,0.0037558118171615224,0.013123480882306837,0.48205664257425673,0.007682299550499438,0.0008736065834798173,6.158805350845288e-06,0.00010022382770328724,0.046916694728732056,0.004639921893074268,0.0007428987214669064,0.2105928250433254,7.244501420104141e-05,2.786914998521401e-09,0.00032817468974637957,0.062456600949606644,7.482342689001109e-05,4.640653886917559e-05,9.580030207848345e-05,1.7166652686311779e-12,8.24983295714904e-10,5.71148774485303e-12,2.2113302646083954e-06,0.0631594694537702,0.0002852339032803842,0.001408790338700812,1.899024868551507e-08,8.572603347913594e-11,5.805645233671285e-08,9.96146162866832e-09,0.0014577487663011597,1.1890585251900023e-07,3.193076058922096e-11,9.208313575908384e-06,0.0009103830688947051,3.277311885790782e-10,2.6247750934697424e-08,3.862695048560953e-05,3.709736547221739e-05,0.0044232883256976425,1.995049210135647e-09,1.4664863696539775e-09,1.551751747029857e-11,1.4745982898881087e-16,7.754791761011328e-06,3.1951383378478823e-18,6.184710153277601e-08,1.1627806837325503e-07,2.0432139650400527e-12,7.292317927099383e-08,5.868820718809799e-12,1.671866274832177e-07,8.430861858849944e-18,5.416191965671901e-16,9.70302922945374e-12,4.199236715000852e-12,5.809412577387717e-14,1.9566561492327976e-13,3.1427333065888734e-15,7.323204078354775e-16,1.1854447474313078e-05,9.884271514649754e-14,2.870021198621565e-14,4.651875419455658e-17,3.928961170112882e-19
6.499052800465652e-05,0.9583516169666851,3.76,0.0,0.2853383999994322,0.6127808475104196,0.41775717492984515,1.964904650704332e-07,5.142614466516786e-06,0.05667983808940637,0.0013355923870370587,9.54218643785248e-07,0.003784555250478586,0.0132579572845013,0.48400659724217304,0.007638946447471417,0.0008788367417100862,6.131072185968857e-06,0.0001001734975547469,0.04671830026953388,0.004612344904650233,0.0007440949893468651,0.21182672840207015,7.211836740808649e-05,2.7882062323052413e-09,0.0003297403662939917,0.06287698059346956,7.558360676328247e-05,4.680296613956887e-05,9.682252935284564e-05,1.7282674559655095e-12,8.244944732317758e-10,5.75000479374805e-12,2.2258675751423748e-06,0.06359750201922656,0.0002876540713057382,0.001415775921406721,1.9148702751014423e-08,8.719226901566022e-11,5.819820610256333e-08,1.0071354770513526e-08,0.0014600944229423464,1.1986440777656358e-07,3.238666534422899e-11,9.233689689076633e-06,0.0009130762782565456,3.325557520528526e-10,2.6525113904037623e-08,3.894276040930437e-05,3.7329374369641395e-05,0.00445297586275284,2.0006257671097e-09,1.4882769081874147e-09,1.56257107537208e-11,1.5018099688906712e-16,7.847143979737947e-06,3.2636736673478316e-18,6.255585578099014e-08,1.1705862663797783e-07,2.0569806538139153e-12,7.256347561116596e-08,5.942967465294324e-12,1.6927504921630427e-07,8.623558894793216e-18,5.424257467350922e-16,9.824105926028164e-12,4.216840654692318e-12,5.881861320741319e-14,1.9732888209559261e-13,3.2139522240762822e-15,7.307446506333269e-16,1.2038685250836128e-05,9.965660181631902e-14,2.892394034670348e-14,4.767794677336089e-17,3.9757422066293977e-19
6.508259900156941e-05,0.9586587589539408,3.76,0.0,0.2832098097212377,0.6105725568083679,0.4200617203565612,2.0311934609158842e-07,5.24665908938005e-06,0.056656125901882,0.0013300081034644425,9.500814873475003e-07,0.003813597337367502,0.013394135656804558,0.48595579646785203,0.007595508126099916,0.000884111096813219,6.102974352449554e-06,0.0001001168758127725,0.04651690284736029,0.004584542073509278,0.0007452683010646322,0.21306646097044427,7.178622257278795e-05,2.7894923006926765e-09,0.0003312959789272454,0.06329833200822083,7.635034568543575e-05,4.720301569628129e-05,9.785799948521986e-05,1.7399328580592068e-12,8.239571534033798e-10,5.788730447956521e-12,2.2404814382747044e-06,0.06403850932228078,0.00029007884502556475,0.001422685405819243,1.9307854819838034e-08,8.86817490205504e-11,5.833766276257092e-08,1.0182937327422057e-08,0.0014623420857850648,1.2082996748158595e-07,3.28497294974085e-11,9.258985246352368e-06,0.0009157083074876288,3.374367313076609e-10,2.6805008714060696e-08,3.926106246296532e-05,3.756373122283896e-05,0.004482535483859341,2.0060058209712496e-09,1.510448890906346e-09,1.573462209831285e-11,1.5295232926521807e-16,7.9402228542028e-06,3.3335937808159377e-18,6.32698476043095e-08,1.1783582549525875e-07,2.0708217245948427e-12,7.219748723218777e-08,6.018104579412951e-12,1.7138101770013046e-07,8.820523424689719e-18,5.431970857763114e-16,9.946828783135484e-12,4.234284333167106e-12,5.955295105950422e-14,1.9901882837388036e-13,3.2867495148949597e-15,7.291259560813294e-16,1.2225351963992252e-05,1.0047367855643259e-13,2.914858663398664e-14,4.886905510791629e-17,4.02315621309859e-19
6.517466999848231e-05,0.9589665395552807,3.76,0.0,0.28107972533226355,0.608352430457011,0.4223780663641197,2.099938658926508e-07,5.353089586872599e-06,0.05663078139933069,0.0013243645348703335,9.45903596089864e-07,0.003842941457144731,0.013532039441202862,0.4879040897289879,0.007551986607682503,0.0008894301051093395,6.07451217437563e-06,0.00010005385999146285,0.04631250726151724,0.004556514340701792,0.0007464182046092028,0.21431203775135194,7.144858882111257e-05,2.7907741054810157e-09,0.0003328410460271944,0.0637206192094684,7.71236719598827e-05,4.760670127070689e-05,9.890688552344529e-05,1.751660768244265e-12,8.233706486315154e-10,5.827662305052718e-12,2.255170925319187e-06,0.06448250809924948,0.00029250785865301486,0.0014295167422274703,1.9467702966931183e-08,9.019476274186271e-11,5.847476333063507e-08,1.0296240372019233e-08,0.001464490469980786,1.2180254012086966e-07,3.3320072159523136e-11,9.284196385428931e-06,0.000918278076816106,3.4237438067674313e-10,2.708745616379306e-08,3.958185427308878e-05,3.78004547439592e-05,0.00451195891067254,2.011185594791751e-09,1.53301026143039e-09,1.5844254923761362e-11,1.5577471061026354e-16,8.034023416897308e-06,3.4049238589249907e-18,6.398903167997039e-08,1.1860944736450632e-07,2.0847363145211223e-12,7.182522739628998e-08,6.094243882873355e-12,1.7350443664880972e-07,9.021844622481724e-18,5.439327286686489e-16,1.0071221911958784e-11,4.25156229110534e-12,6.029728349934812e-14,2.0073581142834215e-13,3.361158412240118e-15,7.27464082751881e-16,1.2414469176716492e-05,1.012938649896629e-13,2.937413931649205e-14,5.009304248229488e-17,4.0712120929459294e-19
6.52667409953952e-05,0.9592749463123417,3.76,0.0,0.2789482404459092,0.6061204255204763,0.42470624787805766,2.1712382933808504e-07,5.461964970917638e-06,0.05660377726333742,0.0013186617608328475,9.416848314941315e-07,0.00387259101490061,0.013671692358410566,0.48985132376661145,0.007508383922817915,0.00089479422593347,6.045686068001275e-06,9.998434715077085e-05,0.046105119015510676,0.004528262720553719,0.0007475442414901526,0.21556347332840894,7.110547688263434e-05,2.7920525368511275e-09,0.0003343750770296256,0.06414380518387384,7.790361284576759e-05,4.801403561666748e-05,9.99693613045053e-05,1.7634503386631207e-12,8.227342696268152e-10,5.866797379704059e-12,2.2699348953250223e-06,0.06492951492003758,0.00029494073781787314,0.0014362678812215642,1.9628245276215718e-08,9.17315994619304e-11,5.860944792640806e-08,1.0411295550096124e-08,0.0014665382922136613,1.2278213063685545e-07,3.379781427180751e-11,9.309319170323958e-06,0.0009207845046875986,3.4736894228428816e-10,2.7372477069614142e-08,3.9905132340890937e-05,3.8039562867375165e-05,0.004541237722041133,2.0161613154575446e-09,1.555969148398297e-09,1.5954612587315167e-11,1.586490383521599e-16,8.128540257962428e-06,3.477689433226077e-18,6.47133591007831e-08,1.193792709106995e-07,2.098723353795672e-12,7.144671144899691e-08,6.171397223829885e-12,1.7564519954363892e-07,9.227613276890047e-18,5.446321908929834e-16,1.0197309746679098e-11,4.268668986809835e-12,6.105175662101832e-14,2.024801896309765e-13,3.4372127589898963e-15,7.257587936157626e-16,1.260605833272313e-05,1.0211707734815493e-13,2.960058642194993e-14,5.1350903467384204e-17,4.119918835558624e-19
6.53588119923081e-05,0.959583966437518,3.76,0.0,0.2768154505743914,0.603876499991872,0.42704629871597194,2.2451945423399993e-07,5.5733458632021636e-06,0.056575085854498205,0.0013128998716013002,9.374250616210411e-07,0.0039025494410488333,0.01381311840486002,0.49179734256192087,0.007464702111391543,0.000900203921521112,6.016496544409037e-06,9.990823395545e-05,0.04589474433359427,0.004499788302503675,0.0007486459467236643,0.2168207818483105,7.075689912889502e-05,2.793328475787242e-09,0.0003358975724416767,0.06456785187244933,7.869019449829177e-05,4.8425030479073446e-05,0.00010104560265054322,1.7753007755323484e-12,8.22047325799194e-10,5.906133196856861e-12,2.2847723666549513e-06,0.06537954617437859,0.00029737709953655005,0.001442936774790507,1.9789479867394938e-08,9.329254876196024e-11,5.8741655771677756e-08,1.0528135107335441e-08,0.0014684842711177775,1.2376874064387467e-07,3.428307862234862e-11,9.334349574217667e-06,0.000923226508080276,3.524206465256948e-10,2.7660092314616634e-08,4.02308919981579e-05,3.8281072695514886e-05,0.004570363353893835,2.0209292138381796e-09,1.5793338699312648e-09,1.606569837814327e-11,1.6157622289167708e-16,8.223767510919329e-06,3.551916381348036e-18,6.544277758615454e-08,1.2014507104140643e-07,2.1127819490390683e-12,7.106195687634676e-08,6.249576533227616e-12,1.7780318946119294e-07,9.437921780114298e-18,5.452949886195373e-16,1.0325117045861007e-11,4.285598792935996e-12,6.181651844844444e-14,2.0425232362490378e-13,3.514947009162301e-15,7.240098564502707e-16,1.280014074392028e-05,1.0294322839709611e-13,2.982791552805658e-14,5.2643664670494307e-17,4.1692855338713187e-19
6.544167588952971e-05,0.959862598143774,3.76,0.0,0.2748949044139621,0.6018467409742589,0.4291625197632708,2.314114754744154e-07,5.675782214293511e-06,0.05654779786788191,0.0013076637112133705,9.33556105718518e-07,0.0039297789622961335,0.013941937928705274,0.49354758925424125,0.007425322521392225,0.0009051119982657678,5.989915752412717e-06,9.983400308764327e-05,0.04570285945577404,0.004473971796468592,0.000749616288339362,0.21795739220824017,7.043851745737658e-05,2.7944754061182578e-09,0.0003372575353491793,0.06495019749125142,7.940381652284094e-05,4.87980644579707e-05,0.00010202613578966021,1.7860174962946938e-12,8.21385271875522e-10,5.9417045916202244e-12,2.2981879885288233e-06,0.06578717358553807,0.0002995724791702497,0.0014488667685088332,1.993518135614338e-08,9.471825850819111e-11,5.885847425935477e-08,1.0634843480528753e-08,0.001470147518955601,1.2466268951753892e-07,3.472635103571488e-11,9.356794549024439e-06,0.0009253683321634107,3.5701621743964164e-10,2.7921181452368087e-08,4.0526192611954345e-05,3.8500498418132505e-05,0.0045964382607095785,2.025039525823028e-09,1.6007161390952573e-09,1.6166300800617857e-11,1.6425664445758885e-16,8.310074212117967e-06,3.619991779774729e-18,6.610356081894769e-08,1.2083066207224508e-07,2.1254949778884546e-12,7.071035994883229e-08,6.320824932630481e-12,1.7976000418510558e-07,9.631158692499381e-18,5.458597592747519e-16,1.0441634482448137e-11,4.300679660866922e-12,6.251372483993398e-14,2.058712720667997e-13,3.586373130688741e-15,7.223983059598984e-16,1.2976964144942392e-05,1.0368920197053461e-13,3.003325520040731e-14,5.383786481506032e-17,4.2142874255771626e-19
6.552453978675133e-05,0.9601417062588429,3.76,0.0,0.27297345247688937,0.5998072638151078,0.4312884044177907,2.3853542191024265e-07,5.780344636177441e-06,0.05651909994941944,0.0013023798308984152,9.296537479576649e-07,0.00395726400104299,0.014072231234317126,0.4952966053002171,0.007385881999042633,0.0009100577081212802,5.9630415970809445e-06,9.975426616286809e-05,0.04550856679204515,0.004447976672759571,0.0007505661913095173,0.2190987804022317,7.011573126977233e-05,2.7956216401402768e-09,0.0003386073658725012,0.06533317934807738,8.012285521010137e-05,4.91740791503612e-05,0.00010301809189661668,1.796782101245313e-12,8.206811957609582e-10,5.977433679620681e-12,2.31166126847116e-06,0.06619727557764565,0.00030177007108003924,0.001454726997924825,2.0081440728560058e-08,9.616394442442955e-11,5.897319106687849e-08,1.0743048144520142e-08,0.001471726307272574,1.2556231794716572e-07,3.517590957046851e-11,9.379158298405855e-06,0.0009274563033392699,3.616583997039494e-10,2.8184404132597114e-08,4.082349340026336e-05,3.872189383166824e-05,0.004622375595021343,2.0289757206502774e-09,1.6224403694137558e-09,1.6267497910163713e-11,1.6698131002204473e-16,8.396946262401574e-06,3.689291493937866e-18,6.676837890790677e-08,1.215126393853264e-07,2.138264207622102e-12,7.035374152870047e-08,6.392922677207454e-12,1.8173056866604792e-07,9.82821873277335e-18,5.46394089260703e-16,1.0559583511374437e-11,4.315608405791407e-12,6.321949719538443e-14,2.0751325593947146e-13,3.659214384884565e-15,7.2075105428251625e-16,1.3155839551549473e-05,1.0443741370662503e-13,3.023928915937465e-14,5.5061988890779514e-17,4.2598381021677595e-19
6.560740368397294e-05,0.960421280761635,3.76,0.0,0.2710511684126195,0.5977580399982628,0.43342397484514533,2.458996760198487e-07,5.88708045459921e-06,0.056488971295329315,0.001297048319753886,9.257179070414177e-07,0.00398500710858862,0.014204016392240485,0.49704427114092753,0.00734638205092618,0.000915041393739678,5.93587465862389e-06,9.96689472433306e-05,0.04531187244537594,0.004421803889048877,0.0007514953031531008,0.22024495576255965,6.978855315151143e-05,2.796767788827272e-09,0.00033994668132406784,0.06571676745925611,8.084732711116038e-05,4.9553080809108995e-05,0.0001040216011560832,1.8075938704018369e-12,8.199345928241125e-10,6.013318163917665e-12,2.325191305098054e-06,0.06660986367514199,0.000303969578081497,0.0014605159775313526,2.0228256654337084e-08,9.762981695491088e-11,5.908576004034002e-08,1.0852773862898887e-08,0.0014732197077870122,1.2646761890105584e-07,3.5631847630049944e-11,9.401437708377451e-06,0.000929489630367616,3.663473339865342e-10,2.8449775580848834e-08,4.112278834005111e-05,3.894526944363443e-05,0.004648168816987348,2.032735070753027e-09,1.6445130369038409e-09,1.6369291950864446e-11,1.6975091038003177e-16,8.484378377978921e-06,3.7598351130305555e-18,6.74371858619676e-08,1.22190831089442e-07,2.1510888108260805e-12,6.999211900604047e-08,6.465878498391117e-12,1.837147745492426e-07,1.0029172684273644e-17,5.468976282155992e-16,1.0678982859581871e-11,4.3303807533672e-12,6.393394745997332e-14,2.091785389028417e-13,3.73349719053222e-15,7.190679429639265e-16,1.333678217331363e-05,1.0518779247305489e-13,3.044600738468434e-14,5.6316856687118e-17,4.3059443911672874e-19
