Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125)
0.0009163423062708587,0.6867927667593301,3.76,0.0,0.825266630232814,0.9904547186316113,0.011371154062922174,1.7312014018661056e-18,1.8526664979026517e-13,0.0012225817151616336,0.00017583021634602806,4.1132437837507827e-07,4.547264809992089e-06,4.29807991095871e-06,0.004303876653313223,0.004934295657962166,9.865341333970726e-07,7.873191167225485e-08,3.8184543945392217e-07,0.0013412405718274015,0.002847724306334579,6.77488174105454e-07,0.0022586381904358354,8.418419587357168e-06,1.9825585489560985e-13,1.4827623632235645e-08,9.968958084667878e-06,3.716047690270784e-12,9.349092797375885e-10,1.3979244236822234e-09,9.686834075285751e-15,3.2118418742927792e-12,3.462852432309823e-15,7.564833833978591e-11,7.541402507735077e-05,8.537598146368662e-11,3.658988804909021e-08,6.7049115422578004e-15,2.4580830641469816e-18,5.838374251072253e-12,3.4791385373917744e-15
0.0009261327551336353,0.6867999471141085,3.76,0.0,0.8250036921700687,0.9902948173450402,0.011569050895215663,1.765294659616428e-18,1.8672442721383854e-13,0.001227472122258156,0.0001771620914205729,4.128987560756463e-07,4.584366927418316e-06,4.348659341915098e-06,0.004393294275013518,0.004988324042255237,9.95941392392697e-07,7.951482995237016e-08,3.877060656474658e-07,0.001375049908859646,0.002883832645002043,6.887478869665698e-07,0.002320305904892823,8.515309776256474e-06,2.032538600092697e-13,1.530605130822974e-08,1.0390040552504941e-05,3.9082145176269524e-12,9.453367033676811e-10,1.4142480686266056e-09,9.798390656315962e-15,3.262250330735493e-12,3.5027302803782485e-15,7.658549991854969e-11,7.705839191242978e-05,8.984373064703583e-11,3.8260465452625726e-08,7.011551003995848e-15,2.5847844536518586e-18,6.006248507739751e-12,3.595044796654302e-15
0.0009359232039964118,0.6868072555959378,3.76,0.0,0.8247391027149443,0.990133683910501,0.01176861802239677,1.7999286487554515e-18,1.8819533494288928e-13,0.0012323445507153603,0.00017849425127627018,4.1446593003479403e-07,4.6215585619238155e-06,4.39948025246795e-06,0.004483767521685344,0.005042126861885506,1.005378087041055e-06,8.030035943142209e-08,3.935970831521478e-07,0.001409351585311354,0.002919884419905758,7.000655361618788e-07,0.002382948135354189,8.61265687632908e-06,2.0832466958583817e-13,1.579530376346497e-08,1.082459420238662e-05,4.108455807323129e-12,9.558137623194436e-10,1.4306820292216708e-09,9.910660812771595e-15,3.3128566699906227e-12,3.542863177862047e-15,7.752828493224142e-11,7.872442954515261e-05,9.45020043302844e-11,3.999047201722294e-08,7.329127295868372e-15,2.7167909725724247e-18,6.177215877301417e-12,3.713870340869067e-15
0.0009457136528591884,0.6868146928281778,3.76,0.0,0.8244728605759517,0.989971315401157,0.011969859907344364,1.8350786675810482e-18,1.8967964163832894e-13,0.0012371989716270962,0.00017982659849153813,4.1602588477040923e-07,4.658837932977391e-06,4.450540765600558e-06,0.004575299996185173,0.0050957012261189346,1.0148438297535924e-06,8.108844481667412e-08,3.9951809976308235e-07,0.0014441473159184663,0.0029558775574990348,7.114403084468055e-07,0.002446569040822153,8.710453201636726e-06,2.1346853806456572e-13,1.629552109129019e-08,1.1272919449236524e-05,4.317035359790628e-12,9.663400754748031e-10,1.4472265685273952e-09,1.0023644816359432e-14,3.3636577952786087e-12,3.583251268468592e-15,7.847667933088499e-11,8.04123050792794e-05,9.935716314495338e-11,4.178150282479656e-08,7.657935058541485e-15,2.8542755503017467e-18,6.35130071086157e-12,3.835666583052402e-15
0.0009545250568356873,0.6868214969260845,3.76,0.0,0.8242318286029958,0.9898241253772917,0.012152413140045873,1.8672490609356e-18,1.9102724041976648e-13,0.0012415525311160018,0.00018102579120059405,4.1742365937720826e-07,4.692462903352967e-06,4.496698546341023e-06,0.004658587779132947,0.0051437204757208595,1.0233875137521163e-06,8.179985928411776e-08,4.048723389295384e-07,0.0014758872659081585,0.0029882195461205965,7.217257788936747e-07,0.0025046680036093865,8.798847571913336e-06,2.181606892698579e-13,1.6755206662827762e-08,1.1688438176278018e-05,4.512107958831394e-12,9.758554500131908e-10,1.4622113443793736e-09,1.012594043109623e-14,3.4095423985229743e-12,3.619818597796027e-15,7.933501221764333e-11,8.195020281898966e-05,1.0390050515875482e-10,4.344695031004224e-08,7.963713213339479e-15,2.9828410797068064e-18,6.510663343037881e-12,3.947866671850754e-15
0.0009633364608121862,0.6868284062494702,3.76,0.0,0.8239894561452915,0.9896759305556164,0.012336329601388498,1.8999011416376452e-18,1.9238592254601205e-13,0.001245891462803061,0.00018222498727948918,4.1881556442531625e-07,4.726156188582287e-06,4.54304753790981e-06,0.004742738911465286,0.005191550338894287,1.0319541304204e-06,8.251325436757856e-08,4.1025025236454813e-07,0.001508029925446999,0.0030205108847119405,7.320562693263098e-07,0.002563565937573073,8.887593827545687e-06,2.2291239301454048e-13,1.7223988483006918e-08,1.2115582479300389e-05,4.7143537824547215e-12,9.854099094102945e-10,1.4772857540321633e-09,1.0228813599518165e-14,3.4555790025075196e-12,3.656592354172672e-15,8.019785516856647e-11,8.350604709582572e-05,1.0861342400309964e-10,4.516435332986187e-08,8.279055483026231e-15,3.1161191264367384e-18,6.672587258395024e-12,4.062554791154891e-15
0.0009721478647886851,0.6868354212323499,3.76,0.0,0.8237457424265908,0.9895267289123619,0.012521612363233958,1.9329171741232755e-18,1.9375577665290503e-13,0.001250215748278395,0.00018342411721073058,4.2020158973290956e-07,4.759916490083253e-06,4.58958636976749e-06,0.004827755860065342,0.0052391888129408775,1.0405434002651843e-06,8.322858972495695e-08,4.156515407226247e-07,0.0015405764381304702,0.003052750097190147,7.424311662389805e-07,0.0026232657277745547,8.976686217276343e-06,2.2772381909613863e-13,1.770196900881456e-08,1.2554579069650629e-05,4.923979144405691e-12,9.95003197172532e-10,1.492449938126746e-09,1.0332264662840587e-14,3.5017654341578726e-12,3.693572721981964e-15,8.10652000255342e-11,8.507996034443057e-05,1.1350088349952094e-10,4.693494185546391e-08,8.604189133649559e-15,3.254244854236653e-18,6.8370883736757785e-12,4.179769355934006e-15
0.000980959268765184,0.6868425423021234,3.76,0.0,0.8235006867225607,0.9893765184586739,0.012708264439778006,1.9664617956032655e-18,1.951372223537042e-13,0.0012545253699820691,0.00018462311194401645,4.215817252774458e-07,4.793742500650118e-06,4.636313679031998e-06,0.004913641040973142,0.0052866339286282375,1.0491550430101554e-06,8.394582330803102e-08,4.2107592184682726e-07,0.0015735279135943813,0.0030849357191970127,7.528498744361814e-07,0.0026837702123888945,9.06611894809818e-06,2.325951322735575e-13,1.8189249062933e-08,1.3005657081779006e-05,5.141191174869461e-12,1.0046349494963523e-09,1.5077041619245637e-09,1.0436293297619648e-14,3.5480992926062402e-12,3.730759559859615e-15,8.193702994290697e-11,8.66720651870175e-05,1.185679299942387e-10,4.8759967659781723e-08,8.939345402370053e-15,3.3973544178346555e-18,7.004186141512227e-12,4.299549571739333e-15
0.0009897706727416827,0.6868497698797393,3.76,0.0,0.8232542883605842,0.989225297240643,0.012896288787423925,2.000560304407797e-18,1.9653009672644283e-13,0.0012588203112569522,0.00018582190293864667,4.229559624346073e-07,4.827632914214969e-06,4.68322811996721e-06,0.005000396819273966,0.005333883750336925,1.0577887782480443e-06,8.466490979595175e-08,4.2652307722498236e-07,0.0016068854274300358,0.003117066298331069,7.633117941777679e-07,0.00274508218255012,9.155886186732643e-06,2.375264922488907e-13,1.868592989485331e-08,1.3469048066007496e-05,5.366203897428365e-12,1.0143046566096673e-09,1.5230481591207578e-09,1.054089868314985e-14,3.5945771980674575e-12,3.768152500697178e-15,8.281332357843207e-11,8.828248443289051e-05,1.238197016209565e-10,5.0640704590124415e-08,9.284759681495133e-15,3.545588617259796e-18,7.173895283757488e-12,4.421936442946319e-15
0.0009977009363205318,0.6868563661063061,3.76,0.0,0.8230313813479003,0.9890883323541865,0.013066686388902762,2.031595585469813e-18,1.9779360581936227e-13,0.0012626731935885987,0.0001869005844214059,4.241877249781317e-07,4.858188278465922e-06,4.725609980120416e-06,0.005079223294053817,0.005376240040956724,1.0655778008561883e-06,8.531363919063611e-08,4.314447412747477e-07,0.0016372552140862646,0.0031459355672999326,7.727639496106857e-07,0.0028009556246628635,9.236957851858259e-06,2.420161842357228e-13,1.9141064827750543e-08,1.3896820860637447e-05,5.575565741477056e-12,1.0230396752816646e-09,1.5369347202363482e-09,1.0635537091623679e-14,3.6365289648294847e-12,3.8019826022987516e-15,8.360579957699714e-11,8.974762221816177e-05,1.2870859667473175e-10,5.2382071686638965e-08,9.604601023913078e-15,3.68349936192474e-18,7.328879352213437e-12,4.534345504547217e-15
0.0009999999999999998,0.6868630492372393,3.76,0.0,0.8229665548445847,0.9890484712765175,0.013116294948782243,2.040657415404925e-18,1.981617045742789e-13,0.0012637879558238263,0.00018721325691025542,4.245439297028861e-07,4.867056009980363e-06,4.73792490209398e-06,0.005102208328643744,0.005388489497266491,1.0678391927902236e-06,8.550198278870807e-08,4.3287495499220493e-07,0.0016461214816843501,0.003154296357188808,7.755106104306885e-07,0.00281727689444464,9.260510506570185e-06,2.4332692478170613e-13,1.92744628461523e-08,1.402276132783597e-05,5.637499356086158e-12,1.0255777328326371e-09,1.5409742394942001e-09,1.0663061164146239e-14,3.64871253021021e-12,3.811821555772643e-15,8.383622033052088e-11,9.017518570145456e-05,1.301552706432014e-10,5.289568223091053e-08,9.698941404579666e-15,3.724293971732888e-18,7.37421054227462e-12,4.567338839033037e-15
0.0010056311998993808,0.6868630492372393,3.76,0.0,0.8228073858614025,0.9889505458192194,0.01323819995135743,2.0630531189176996e-18,1.9906677893988399e-13,0.0012665141611277572,0.0001879789965596635,4.254146957074507e-07,4.888793807898943e-06,4.768141314815449e-06,0.005158758479005343,0.0054184352396300815,1.073384293065055e-06,8.59638065332836e-08,4.363843972448793e-07,0.0016679554711463128,0.0031747580434732456,7.822501538054631e-07,0.0028574873206966343,9.318291402599246e-06,2.46554748792363e-13,1.960397061075308e-08,1.433492885934135e-05,5.791583883317085e-12,1.0318050026753567e-09,1.5508943646232938e-09,1.0730642886672103e-14,3.678594170429123e-12,3.8359797883086835e-15,8.440187448054069e-11,9.122778407691007e-05,1.3375530622471517e-10,5.417057504534697e-08,9.933122818299644e-15,3.8257826584583e-18,7.486004704660233e-12,4.6489268354410626e-15
0.0010135614634782298,0.6868698195655792,3.76,0.0,0.8225823015174757,0.9888119362841408,0.01341083150956815,2.0949408262425815e-18,2.0034951995459482e-13,0.001270343203645761,0.00018905709047046366,4.2663686897001804e-07,4.9194485529068045e-06,4.810821144822646e-06,0.005239003991719851,0.005460468005842632,1.0812080531675605e-06,8.661537903305746e-08,4.4134181265485813e-07,0.0016989869114146393,0.003203532693793277,7.917699632368114e-07,0.00291467920687199,9.399882507222484e-06,2.5114229182846574e-13,2.0074720726649627e-08,1.4783545853599336e-05,6.014423089808256e-12,1.0406002872139574e-09,1.5649269333758532e-09,1.0826215568671607e-14,3.720770495786086e-12,3.870143839010995e-15,8.520153376556668e-11,9.272305991136816e-05,1.3896379805683456e-10,5.6007190316521106e-08,1.0270505375154085e-14,3.972546911639033e-18,7.645281950065292e-12,4.765710922349112e-15
0.0010214917270570788,0.6868766773799325,3.76,0.0,0.8223561279659658,0.9886725024203699,0.013584583060182426,2.1271871012429597e-18,2.0164198203863202e-13,0.001274160311524114,0.00019013481763691583,4.2785423870135046e-07,4.95015156795389e-06,4.853648476984733e-06,0.005319961415989084,0.0055023370215344205,1.0890488817056213e-06,8.726832707562463e-08,4.4631676597441723e-07,0.0017303502250291369,0.0032322584936059664,8.013229192984253e-07,0.00297253318812086,9.481726811406703e-06,2.5577891596180653e-13,2.055338911682607e-08,1.5242847200810063e-05,6.244251140041059e-12,1.049425339741374e-09,1.5790325860529671e-09,1.0922255300961276e-14,3.76305649445006e-12,3.904474861762871e-15,8.600477073953723e-11,9.423353973875063e-05,1.4433812822582857e-10,5.789290834952607e-08,1.0616931818673619e-14,4.123902147934789e-18,7.80672261927122e-12,4.884727059889758e-15
0.0010294219906359279,0.6868836229644993,3.76,0.0,0.8221288648900581,0.9885322429223722,0.013759456561689094,2.15987664213079e-18,2.0294437373416617e-13,0.001277965475753028,0.00019121212989843244,4.2906679919664426e-07,4.980901906359554e-06,4.89662232601039e-06,0.005401632301733859,0.005544040991185707,1.0969065793465719e-06,8.792261944005974e-08,4.5130903870678477e-07,0.0017620460794117738,0.00326093442678594,8.109085705808788e-07,0.003031051137984265,9.563819939219514e-06,2.604647204247958e-13,2.1040048895039377e-08,1.5713009819632724e-05,6.481237382686584e-12,1.0582798785915638e-09,1.5932114433916102e-09,1.1018761836716067e-14,3.805450354106633e-12,3.938972751171318e-15,8.681157301499806e-11,9.57593136902963e-05,1.4988242416097235e-10,5.982873536575521e-08,1.0972588097332557e-14,4.279959763693887e-18,7.97033910867441e-12,5.0060053613343254e-15
0.001037352254214777,0.6868906565990665,3.76,0.0,0.8219005120061116,0.9883911565076534,0.013935453934412673,2.193069410738201e-18,2.0425665324289168e-13,0.0012817586879625641,0.00019228897945467095,4.302745454522615e-07,5.011698622025409e-06,4.939741717661239e-06,0.005484018164955913,0.005585578641896573,1.1047809469412108e-06,8.857822311927987e-08,4.5631840013907933e-07,0.0017940751192311276,0.0032895594858599383,8.205264708352747e-07,0.0030902348985387506,9.646157494577002e-06,2.651998010678546e-13,2.1534772919950067e-08,1.619421218404709e-05,6.7255546075603565e-12,1.0671635401980447e-09,1.6074633776497827e-09,1.1115734634323577e-14,3.847949771764977e-12,3.973637260170764e-15,8.762192505843061e-11,9.73004720100132e-05,1.556008729213222e-10,6.181569313402144e-08,1.1337663054738317e-14,4.440833573010158e-18,8.136142302837359e-12,5.129577054114567e-15
0.001045282517793626,0.6868977785589555,3.76,0.0,0.8216710690635013,0.9882492419167312,0.014112577060505347,2.2265196753914022e-18,2.0557894168935977e-13,0.0012855399404420335,0.00019336531889613213,4.314774719740758e-07,5.042540776572239e-06,4.983005662060201e-06,0.005567120487673548,0.005626948723472809,1.1126717889688214e-06,8.92351101475137e-08,4.613446231733062e-07,0.0018264379663363367,0.003318132672129609,8.301761479670693e-07,0.003150086280338497,9.72873506119755e-06,2.699842504780956e-13,2.2037635358180976e-08,1.6686634317652382e-05,6.977380595608972e-12,1.0760762316397365e-09,1.6217886038921249e-09,1.1213174247044938e-14,3.890553757405012e-12,4.008468709993151e-15,8.843582599569666e-11,9.885710505176116e-05,1.614977474479638e-10,6.385481914228192e-08,1.1712348479646355e-14,4.60663988608507e-18,8.304142442324969e-12,5.255471413054036e-15
0.001053212781372475,0.6869049891150204,3.76,0.0,0.8214405358444984,0.9881064979131674,0.014290827783944353,2.260448042233958e-18,2.069114475902464e-13,0.0012893092261123712,0.0001944411011726124,4.326755740007232e-07,5.07342742608765e-06,5.0264131847869294e-06,0.005650940717871428,0.005668150008493003,1.1205789077929852e-06,8.989324752133554e-08,4.6638748718882516e-07,0.0018591352197112644,0.003346652995791049,8.398571533253239e-07,0.003210607062321225,9.811548204687118e-06,2.748181577561453e-13,2.2548708356123745e-08,1.719045778866828e-05,7.2368925075322365e-12,1.085017571066268e-09,1.6361871621014818e-09,1.1311080020605494e-14,3.933260086471671e-12,4.043466781660877e-15,8.925325770056697e-11,0.00010042930327906253,1.6757739318668047e-10,6.594716677189741e-08,1.2096839040832764e-14,4.777495579564702e-18,8.474352062873448e-12,5.383719925856383e-15
0.0010603500185934391,0.6869115545854836,3.76,0.0,0.8212321236074929,0.987977318158775,0.014452219024060792,2.2914266489820555e-18,2.0811941687135756e-13,0.0012926913462701457,0.00019540879026596546,4.3374973727596543e-07,5.101262677140332e-06,5.065601914675307e-06,0.005726993905276157,0.005705085847878379,1.1277090695404246e-06,9.048661333264998e-08,4.7094010182506473e-07,0.001888849141726023,0.0033722752787460164,8.48596470902803e-07,0.0032656495480638966,9.886277773996436e-06,2.79211031717679e-13,2.30157539078244e-08,1.7653798360758042e-05,7.477174732390766e-12,1.09308899413005e-09,1.6492084891687602e-09,1.139959343416946e-14,3.971781530150854e-12,4.07510735542578e-15,8.99919535008938e-11,0.00010185766477303282,1.7320898688353559e-10,6.787666769284998e-08,1.2451427255352207e-14,4.93568176207582e-18,8.629438614387271e-12,5.50118259744955e-15
0.0010674872558144033,0.6869181922257941,3.76,0.0,0.8210228279839883,0.9878474647282828,0.014614526371239415,2.3227029584388074e-18,2.0933570748153843e-13,0.001296063763874913,0.00019637595650859666,4.348199858454816e-07,5.129132527148033e-06,5.104905447746949e-06,0.0058036307506509925,0.005741883123716128,1.134852116024975e-06,9.108094419261625e-08,4.7550584099248497e-07,0.0019188348038392704,0.0033978532397651827,8.573604573283671e-07,0.003321236915535313,9.961191299937051e-06,2.836440962595095e-13,2.34895620268818e-08,1.8126656854641878e-05,7.723965164560159e-12,1.1011832275288978e-09,1.6622892357562078e-09,1.148848426076918e-14,4.010383199554883e-12,4.106882858480334e-15,9.073349421832807e-11,0.00010329877353077823,1.789954686104058e-10,6.985093506832542e-08,1.2814263919166365e-14,5.098143718881649e-18,8.786330810201072e-12,5.620600072165414e-15
0.0010746244930353675,0.686924902224069,3.76,0.0,0.8208126488829315,0.9877169367680761,0.014777751090486305,2.354291503879506e-18,2.1056054420730633e-13,0.0012994264751435838,0.00019734256641317923,4.3588631646585213e-07,5.157036295632942e-06,5.1443230730888726e-06,0.0058808522387881375,0.005778540988743688,1.142007906576141e-06,9.167621819326979e-08,4.800845431053478e-07,0.0019490925950762644,0.0034233861762101975,8.661487714682107e-07,0.003377370395773082,1.0036285516214417e-05,2.881174093593624e-13,2.3970185648246363e-08,1.86091688156995e-05,7.977400241127034e-12,1.109300104600114e-09,1.6754295752891546e-09,1.1577752464806886e-14,4.049064040435843e-12,4.1387932918816105e-15,9.147787273034128e-11,0.000104752695722575,1.8494016684773224e-10,7.187077051283088e-08,1.3185497205468101e-14,5.264971106366584e-18,8.945037130041767e-12,5.7419948117077694e-15
0.0010817617302563316,0.6869316847655162,3.76,0.0,0.8206015862344145,0.9875857334396014,0.014941894421812908,2.386357644665278e-18,2.1179395096369864e-13,0.0013027794767282875,0.00019830858674102847,4.369487265484947e-07,5.184973301074931e-06,5.1838540922999246e-06,0.005958659332105389,0.0058150586107728565,1.1491762999094898e-06,9.227241053793641e-08,4.846760413166622e-07,0.001979622889383509,0.003448873391573109,8.749610869731607e-07,0.003434051198973458,1.0111557147683332e-05,2.926310267015925e-13,2.4457676714737127e-08,1.9101470785224714e-05,8.237617372362112e-12,1.1174393151080217e-09,1.6886294241279666e-09,1.1667397479947534e-14,4.08782224851957e-12,4.1708383776368986e-15,9.222507476750774e-11,0.00010621949758830069,1.9104645030676963e-10,7.393698651992689e-08,1.3565277288885773e-14,5.436254724999648e-18,9.105565824012503e-12,5.865390829260258e-15
0.0010888989674772958,0.6869385400323619,3.76,0.0,0.8203896399895925,0.9874538539193213,0.015106957580260335,2.4188193619332072e-18,2.1303578339128203e-13,0.0013061227657226954,0.00019927398452458447,4.380072136342525e-07,5.212942866440372e-06,5.223497809364668e-06,0.006037052970654319,0.005851435172700343,1.1563571566280337e-06,9.286949803101493e-08,4.89280161641999e-07,0.0020104260456271857,0.003474314195515082,8.837970717669721e-07,0.003491280514507012,1.0187002910815228e-05,2.9718500178632603e-13,2.4952087706735286e-08,1.9603700297238718e-05,8.504757743215724e-12,1.1256006521229354e-09,1.701888656370122e-09,1.175741918245189e-14,4.1266564120011225e-12,4.203018082922621e-15,9.29750930639196e-11,0.0001076992454363852,1.9731773204030955e-10,7.605040653051757e-08,1.3953756405486135e-14,5.612087511534349e-18,9.267923448610526e-12,5.990811811739775e-15
0.00109603620469826,0.6869454682038828,3.76,0.0,0.820176810120533,0.987321297398676,0.01527294175593624,2.4514594150664896e-18,2.1428627168128038e-13,0.0013094563396695092,0.00020023872708381076,4.3906177473934535e-07,5.240944319773074e-06,5.26325351788137e-06,0.006116034072095487,0.005887669872558121,1.1635503397364508e-06,9.346746110247097e-08,4.938967394423491e-07,0.0020415024075567945,0.003499707903955004,8.926563731700051e-07,0.003549059510898974,1.0262619513538211e-05,3.0177938597480093e-13,2.54534719394205e-08,2.0115995872808514e-05,8.778965402199819e-12,1.1337840750194675e-09,1.7152075437326675e-09,1.184781800656636e-14,4.1655660867657174e-12,4.235332672523098e-15,9.372792783682384e-11,0.00010919200564157787,2.03757491333598e-10,7.821186508061075e-08,1.435108885309995e-14,5.7925637148623356e-18,9.43211729550933e-12,6.118279695365406e-15
0.0011031734419192241,0.6869524694563417,3.76,0.0,0.8199630966201441,0.987188063084101,0.015439848114044032,2.4845885883120016e-18,2.1554572928648776e-13,0.001312780196563497,0.0002012027819876388,4.4011240751484794e-07,5.268976985594379e-06,5.303120520360482e-06,0.0061956035316963155,0.005923761923536684,1.1707557102660549e-06,9.406627538177827e-08,4.985256157430362e-07,0.002072852303804675,0.0035250538391065384,9.015386573367326e-07,0.0036073893357874936,1.0338403656938709e-05,3.0641422827267983e-13,2.5961880885190126e-08,2.0638497017824112e-05,9.060382811193865e-12,1.1419892672603329e-09,1.7285862135594769e-09,1.1938593312493069e-14,4.204549607486092e-12,4.267781817406766e-15,9.44835627789956e-11,0.00011069784464581183,2.1036926021668426e-10,8.042220786171956e-08,1.475743093158177e-14,5.9777775293751896e-18,9.598156893973957e-12,6.2478184789650564e-15
0.0011103106791401883,0.6869595439630967,3.76,0.0,0.819748499501977,0.9870541501969714,0.015607677794938258,2.518272245435907e-18,2.1681399123440224e-13,0.0013160943348612688,0.00020216611706719542,4.411591101822456e-07,5.297040191760279e-06,5.34309813116699e-06,0.006275762222365136,0.005959710553999192,1.1779731304636217e-06,9.466591625614171e-08,5.031666171194914e-07,0.0021044760478949923,0.003550351329577972,9.104435977147381e-07,0.003666271115939031,1.041435203614936e-05,3.1108957544788634e-13,2.6477366026756183e-08,2.1171344214547003e-05,9.349156141910693e-12,1.1502159421680026e-09,1.742024467322002e-09,1.2029744691987785e-14,4.243605207615304e-12,4.300365324377675e-15,9.524198612845468e-11,0.00011221682895799162,2.1715660550289945e-10,8.26822918912499e-08,1.5172941075960146e-14,6.167825542256497e-18,9.766049118695217e-12,6.379452960255014e-15
0.0011174479163611525,0.6869666918944721,3.76,0.0,0.8195330188002217,0.9869195579735456,0.01577643191413951,2.5520475114579777e-18,2.1809085563642598e-13,0.0013193987534566684,0.00020312870045936178,4.422018806536358e-07,5.325133273480431e-06,5.38318566280541e-06,0.006356510994673422,0.005995515007455495,1.1852024659397513e-06,9.526636382535308e-08,5.078195656790116e-07,0.0021363739382468587,0.0035755997103694903,9.193708495210504e-07,0.0037257059573029363,1.049046133951272e-05,3.1580547217020705e-13,2.6999980315284368e-08,2.17146789211293e-05,9.645437093410238e-12,1.158464074815397e-09,1.755522264714879e-09,1.2121272718738163e-14,4.282732333698994e-12,4.333083552443062e-15,9.600320162864178e-11,0.00011374902515249585,2.2412314613804566e-10,8.49929855284614e-08,1.559777988140017e-14,6.36280702685762e-18,9.935798700039819e-12,6.5132061847833834e-15
0.0011245851535821166,0.6869739134178463,3.76,0.0,0.8193166545695368,0.9867842856649588,0.01594611156239527,2.586184133613052e-18,2.1937697301796145e-13,0.0013226934517065927,0.00020409050057756592,4.432407166224599e-07,5.35325556436156e-06,5.42338241782253e-06,0.006437850676830112,0.0060311745426267875,1.1924435811983876e-06,9.586759602244063e-08,5.124843086199925e-07,0.0021685462581300303,0.003600798322956933,9.283200641940908e-07,0.003785694944963153,1.056672825009606e-05,3.2056196081811424e-13,2.7529775381185678e-08,2.2268643566033118e-05,9.949374662902818e-12,1.1667334384074837e-09,1.7690800471710285e-09,1.221317699141659e-14,4.3219299334427986e-12,4.365936305108055e-15,9.676719621341404e-11,0.00011529449986831537,2.3127257735951234e-10,8.735516861213904e-08,1.6032109969831925e-14,6.5628201339598705e-18,1.0107415781655794e-11,6.649101285181015e-15
0.0011317223908030808,0.686981208697605,3.76,0.0,0.81909940688484,0.9866483325371874,0.01611671780575793,2.6209442991637553e-18,2.2067214382013e-13,0.0013259784294440604,0.00020505148608705563,4.4427561701180313e-07,5.3814063986751144e-06,5.463687721794447e-06,0.006519782074721064,0.006066688433464101,1.1996963405064306e-06,9.64695866897987e-08,5.171606735332461e-07,0.0022009932757077817,0.0036259465153842575,9.372909202448744e-07,0.003846239143121004,1.064314944733315e-05,3.253590814111797e-13,2.8066801611033916e-08,2.2833381539777507e-05,1.0261119899398918e-11,1.1750236606713722e-09,1.7826975375205423e-09,1.2305456840880589e-14,4.361195833535703e-12,4.398923229705806e-15,9.753395341889875e-11,0.0001168533198099988,2.3860862544023487e-10,8.97697326289844e-08,1.647609613694927e-14,6.767965114945864e-18,1.0280907574276662e-11,6.78716425826195e-15
0.001138859628024045,0.6869885778951611,3.76,0.0,0.8188812758412446,0.9865116978709729,0.01628825168561963,2.655988662990567e-18,2.2197630119796234e-13,0.0013292536869613284,0.00020601162595600668,4.4530658023601826e-07,5.409585118070324e-06,5.504100895974935e-06,0.006602305971950923,0.006102055969116308,1.2069606114483292e-06,9.707231535592331e-08,5.218484867408812e-07,0.002233715244032204,0.0036510436422846995,9.462830750972839e-07,0.003907339595177942,1.0719721606450424e-05,3.3019687191215563e-13,2.8611111086028457e-08,2.3409037191272935e-05,1.0580829730829268e-11,1.1833346656286631e-09,1.796374751008036e-09,1.239811258939509e-14,4.400529352212454e-12,4.432044551151742e-15,9.830347320510469e-11,0.00011842555174626056,2.4613506966451364e-10,9.22375807658585e-08,1.6929905405088643e-14,6.978344902853296e-18,1.0456279621388772e-11,6.927418744294431e-15
0.0011452831415229127,0.6869952735036647,3.76,0.0,0.8186842027249601,0.9863881433734204,0.01644342614758338,2.6878177145561254e-18,2.2315800973690236e-13,0.0013321931085475652,0.0002068750034062286,4.4623107956111215e-07,5.434969264356292e-06,5.540564418644773e-06,0.006677084696099308,0.006133761042256975,1.2135081884858799e-06,9.761538424871261e-08,5.260771723392237e-07,0.002263400295379288,0.0036735868674129847,9.543939390190517e-07,0.003962806444723403,1.0788762870990392e-05,3.345856856864468e-13,2.9107259273196902e-08,2.3936581966543914e-05,1.0875507794361049e-11,1.1908321886628377e-09,1.8087355134432507e-09,1.2481824027228073e-14,4.435986522197015e-12,4.461968604522359e-15,9.899839591881074e-11,0.00011985208298007773,2.530748339598324e-10,9.450495798691215e-08,1.7346872259607477e-14,7.172247690183672e-18,1.0615728677324426e-11,7.055541201562607e-15
0.0011517066550217805,0.687002029227371,3.76,0.0,0.8184864142787907,0.9862640357554527,0.016599353543289556,2.7201166447260636e-18,2.243473608242566e-13,0.0013351246582301768,0.00020773764877500352,4.471523878006821e-07,5.460374987416444e-06,5.577114274704423e-06,0.006752344501296271,0.006165346507462744,1.220064886472115e-06,9.81590156771481e-08,5.30314878359407e-07,0.002293308412755238,0.003696087751003786,9.625215316806113e-07,0.004018725419568608,1.0857921290285739e-05,3.390074954496146e-13,2.9609385221546587e-08,2.447319432840832e-05,1.1176878788207269e-11,1.1983461748232372e-09,1.8211448587408358e-09,1.2565839450580161e-14,4.4714964405592985e-12,4.492001283225444e-15,9.969553883673183e-11,0.00012128958082781869,2.6017476895537836e-10,9.681691160089988e-08,1.777205764629579e-14,7.370550123892676e-18,1.0776712975747951e-11,7.185476551351424e-15
