Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14)
0.0002352006721505083,0.5018043273907933,3.76,0.0,0.9295901369746761,0.9999996636972331,3.133069697583491e-08,7.00027404304391e-33,4.7690530101817996e-23,2.9297395840713705e-07,2.980123637977763e-07,7.1143786978871425e-09,1.174357322025922e-10,1.7602169213593448e-11,6.99702095598231e-10,3.089261225708959e-08,7.966648426876315e-12,1.4124177160806181e-12,5.2331738724248734e-14,1.2719783879383848e-12,1.6014304011152367e-10,3.1239549483232502e-15,1.921361070816415e-12
0.0002684275234803554,0.5018043273214069,3.76,0.0,0.9295900847604981,0.9999996111430043,4.0883172419486216e-08,8.329303727910314e-33,5.446995552817195e-23,3.346193683792123e-07,3.400688231371209e-07,8.128301665785183e-09,1.34335460273724e-10,2.0357872891235108e-11,9.163002373052911e-10,4.028855832895799e-08,9.132561224006664e-12,1.6645175596661358e-12,6.849596307550482e-14,1.9024387552514682e-12,2.383428740683465e-10,4.103539582548917e-15,2.874315432452588e-12
0.00030165437481020246,0.5018043272538915,3.76,0.0,0.9295900311891296,0.999999557331577,5.172060448627586e-08,9.753702010593961e-33,6.125782270928272e-23,3.7631662267227e-07,3.8210895934825654e-07,9.143488640149309e-09,1.5130094709857837e-10,2.3193688903071615e-11,1.1648201049705613e-09,5.094369627058647e-08,1.0308859337250522e-11,1.929611678476421e-12,8.685846170039724e-14,2.713596300032062e-12,3.3865954422877876e-10,5.225945451956421e-15,4.1049936502274055e-12
0.00033488122614004954,0.5018043271881211,3.76,0.0,0.9295899762550122,0.9999995022603013,6.384792377633349e-08,1.1277130219912144e-32,6.80534555721953e-23,4.1806156704157195e-07,4.2413096008773246e-07,1.0159838482526929e-08,1.6833057529747897e-10,2.610951759023751e-11,1.4461770251600983e-09,6.2862184911558e-08,1.1495446701632804e-11,2.207691737133739e-12,1.0742590272127081e-13,3.7284973180979676e-12,4.6387855318971226e-10,6.49435374350323e-15,5.65147205845672e-12
0.00040133492879974365,0.5018043270613093,3.76,0.0,0.9295898622769445,0.9999993883282312,9.199132740140892e-08,1.4635621483958613e-32,8.16652975905714e-23,5.016778076991064e-07,5.081133020603729e-07,1.2195619746443788e-08,2.025756806554418e-10,3.218069670455227e-11,2.1110568041841953e-09,9.050523142536174e-08,1.3899089170739387e-11,2.8027574487193627e-12,1.5519831778723055e-13,6.462035366521823e-12,8.00199332762943e-10,9.481925420332653e-15,9.848236868691849e-12
0.0004677886314594378,0.5018043269399515,3.76,0.0,0.9295897427844508,0.9999992693281026,1.2535032998849216e-07,1.8433623051311183e-32,9.530001120420086e-23,5.854344759451186e-07,5.920013429778429e-07,1.4234827071175926e-08,2.3705742397835456e-10,3.857014211292557e-11,2.918232332130604e-09,1.2324847676711134e-07,1.6342657546275906e-11,3.4495724172329497e-12,2.1185055207473335e-13,1.0288587866213113e-11,1.2697086612913745e-09,1.309177573258157e-14,1.578564030339155e-11
0.000534242334119132,0.501804326823019,3.76,0.0,0.9295896177378424,0.9999991452432541,1.639598286344197e-07,2.2699521237724155e-32,1.0895208643900357e-22,6.692977134793442e-07,6.75780589081795e-07,1.627663611935882e-08,2.71762145102305e-10,4.527620911096271e-11,3.8749634545035715e-09,1.6112066257012895e-07,1.8825271906960646e-11,4.147933842394802e-12,2.7740694568196436e-13,1.539433759615591e-11,1.8948679359086125e-09,1.7349433039555784e-14,2.3797862428204208e-11
0.0006006960367788261,0.5018043267094769,3.76,0.0,0.9295894870996388,0.999999016059078,2.0785262601380716e-07,2.7461146093671033e-32,1.226159832704041e-22,7.532334767517299e-07,7.594365763234424e-07,1.8320218030311893e-08,3.066758989512666e-10,5.229687770234844e-11,4.988468520224228e-09,2.0414845529350993e-07,2.134600485619292e-11,4.897578537376149e-12,3.5187869150941704e-13,2.1965841093485093e-11,2.6981602535924973e-09,2.2280384600031303e-14,3.423221794294058e-11
0.0006671497394385203,0.5018043265982856,3.76,0.0,0.9295893508346148,0.9999988817630392,2.570593891502891e-07,3.27456756483956e-32,1.3628614128051477e-22,8.372075963011403e-07,8.429548877571607e-07,2.0364740864703494e-08,3.41784479288461e-10,5.962975497145551e-11,6.265915840905131e-09,2.52356411900601e-07,2.3903882998798257e-11,5.69818324348362e-12,4.35263763897217e-13,3.0189752380855506e-11,3.7020539147176243e-09,2.7910027726413505e-14,4.744911579642405e-11
0.0007336034420982145,0.5018043264884022,3.76,0.0,0.929589208909843,0.9999987423446893,3.1160861164703186e-07,3.8579542115413404e-32,1.4995698937959243e-22,9.211858364915201e-07,9.263211708784455e-07,2.240937105893946e-08,3.770734432777886e-10,6.727207860693154e-11,7.714415218877902e-09,3.0576694896754547e-07,2.6497888567013234e-11,6.54936512780584e-12,5.275468818992898e-13,4.025254575648366e-11,4.928965843256685e-09,3.426362055343775e-14,6.382199510602057e-11
0.0008000571447579086,0.5018043263787842,3.76,0.0,0.9295890612947342,0.9999985977956806,3.7152657957315863e-07,4.4988340580206665e-32,1.6362295556205596e-22,1.0051339554628888e-06,1.0095211548614453e-06,2.4453274884831685e-08,4.125281367562952e-10,7.522072152880008e-11,9.341009567202999e-09,3.6440031540063487e-07,2.9126961181304514e-11,7.450682457043652e-12,6.286995176494594e-13,5.2340238455664614e-11,6.401225035781786e-09,4.136623269386458e-14,8.373723659212995e-11
0.0008665108474176028,0.5018043262683903,3.76,0.0,0.9295889079610724,0.999998448109773,4.3683734128637446e-07,5.199674046556182e-32,1.7727847667005033e-22,1.0890177651312006e-06,1.0925406676509217e-06,2.649561991050723e-08,4.481337201543506e-10,8.347219762014541e-11,1.1152666646104791e-08,4.282745690244803e-07,3.178999973842705e-11,8.401635449384526e-12,7.386799572791474e-13,6.663811394601699e-11,8.141036145486417e-09,4.9242695957942645e-14,1.0759404820483619e-10
0.000932964550077297,0.5018043261561832,3.76,0.0,0.9295887488830461,0.9999982932828391,5.075626813172114e-07,5.962840073202209e-32,1.9091800812856586e-22,1.1728031910158267e-06,1.1753656528565474e-06,2.8535576457169353e-08,4.838751949636918e-10,9.202266853394949e-11,1.3156270941492224e-08,4.974055571458803e-07,3.4485864421971344e-11,9.401667298563201e-12,8.574334071098732e-13,8.333044684034878e-11,1.0170443332916149e-08,5.791755536930927e-14,1.3580432482870014e-10
0.000999418252736991,0.5018043260411309,3.76,0.0,0.929588584037276,0.9999981333128645,5.837220983151666e-07,6.790588883336265e-32,2.045360336109228e-22,1.2564563316415972e-06,1.2579821863954052e-06,3.0572319045549034e-08,5.197374306400435e-10,1.0086795154336969e-10,1.5358615710559126e-08,5.718069010726736e-07,3.7213378825722556e-11,1.0450165365999896e-11,9.848921452838953e-13,1.026002305119421e-10,1.2511294528109377e-08,6.741502065527613e-14,1.6879248285378188e-10
0.0009999999999999998,0.5018043259222099,3.76,0.0,0.9295885825686571,0.9999981318897498,5.844128572692911e-07,6.798126715072269e-32,2.0465513698618519e-22,1.2571879619411206e-06,1.258704464647618e-06,3.0590132424605666e-08,5.200518631139148e-10,1.0094667328666982e-10,1.5378792806521712e-08,5.724815294227632e-07,3.7237392151761165e-11,1.0459556165279056e-11,9.860461499860874e-13,1.027808397249322e-10,1.253322599165585e-08,6.750186599976895e-14,1.6910364549149192e-10
0.001065871955396685,0.5018043259222099,3.76,0.0,0.9295884134028358,0.9999979681999457,6.653327870651132e-07,7.685060418688978e-32,2.181270745960958e-22,1.3399435172785598e-06,1.3403764928321927e-06,3.2605027826279434e-08,5.557051918337501e-10,1.1000352840679839e-10,1.7766395217890105e-08,6.51489984576358e-07,3.997133218155988e-11,1.1546462536296827e-11,1.1209757199959074e-12,1.246289084260205e-10,1.5185206239790027e-08,7.77589184266939e-14,2.069952702869117e-10
0.0011323256580563791,0.5018043257984057,3.76,0.0,0.9295882369612712,0.9999977979462823,7.524096246317551e-07,8.648270646947037e-32,2.3168569978366435e-22,1.4232313678092e-06,1.4225349613706106e-06,3.463288998907301e-08,5.917631658451446e-10,1.1942455520561997e-10,2.038619718433238e-08,7.36463946337993e-07,4.275848168293272e-11,1.2689838729562693e-11,1.2655911920800905e-12,1.49596110101155e-10,1.8213529034092685e-08,8.897264524392654e-14,2.5086155268622073e-10
0.0011987793607160732,0.5018043256687164,3.76,0.0,0.9295880546966139,0.9999976225561679,8.449651606897346e-07,9.682104913089119e-32,2.4520653433356423e-22,1.5062868495212972e-06,1.5044441614509298e-06,3.665510114578548e-08,6.278959902018082e-10,1.2912587310791172e-10,2.3224495470196084e-08,8.267356764173019e-07,4.557355489424157e-11,1.3879522563344655e-11,1.4186334203603203e-12,1.7767939257881223e-10,2.1617313800547648e-08,1.0107912176269719e-13,3.0085207520325993e-10
0.0012652330633757672,0.5018043255321534,3.76,0.0,0.9295878665953892,0.9999974420359753,9.430096120550962e-07,1.078831185183191e-31,2.5868426889732204e-22,1.5890773306216117e-06,1.586090857909347e-06,3.867086668237837e-08,6.640882802521776e-10,1.3910202000892253e-10,2.628764301352815e-08,9.223098167433191e-07,4.841525223624883e-11,1.5114693156419044e-11,1.5799853884964026e-12,2.0905398828384283e-10,2.5417278923120535e-08,1.1410074814986103e-13,3.574392013208724e-10
0.0013316867660354613,0.5018043253877437,3.76,0.0,0.929587672646623,0.99999725639414,1.0465508613990101e-06,1.1968497889440469e-31,2.721136684078709e-22,1.6715706352681182e-06,1.667462025656389e-06,4.067940307485326e-08,7.0032465666855e-10,1.4934724299478535e-10,2.9581865042997665e-08,1.0231887655908404e-06,5.128224953717569e-11,1.6394482066060825e-11,1.749518571326076e-12,2.438925601416259e-10,2.9633778471279723e-08,1.28059360951507e-13,4.2110662910626204e-10
0.0013981404686951554,0.5018043252345319,3.76,0.0,0.929587472841839,0.9999970656411378,1.1555944601137741e-06,1.322412236250521e-31,2.8548958059697977e-22,1.7537350959303585e-06,1.7485448638344453e-06,4.2679939164518375e-08,7.3658977275435e-10,1.5985551157125383e-10,3.31132525835119e-08,1.1293726859971537e-06,5.417320063881667e-11,1.7717975349652123e-11,1.9270933385235192e-12,2.823649647651031e-10,3.428677151889118e-08,1.429761915865084e-13,4.923490858436896e-10
0.0014645941713548494,0.5018043250715815,3.76,0.0,0.9295872671750564,0.9999968697894615,1.2701436352969252e-06,1.455649327637314e-31,2.9880694421165253e-22,1.8355396039017956e-06,1.8293268094174254e-06,4.4671717388297655e-08,7.728683414536139e-10,1.706205315951921e-10,3.688775627126642e-08,1.2408595180704697e-06,5.708674004683719e-11,1.9084215740820905e-11,2.112559393279743e-12,3.2463802446377455e-10,3.939579269046493e-08,1.5887182662808855e-13,5.716720019094853e-10
0.0015310478740145435,0.5018043248979771,3.76,0.0,0.9295870556427801,0.9999966688535943,1.3901993008062685e-06,1.5966763720612671e-31,3.1206079690278705e-22,1.916953657799883e-06,1.9097955502182762e-06,4.665399496007891e-08,8.091451619635063e-10,1.8163575984364116e-10,4.091118049353145e-08,1.3576449951295117e-06,6.002148561431865e-11,2.049220492983541e-11,2.3057562434486523e-12,3.708753087747451e-10,4.4979924027075625e-08,1.757661700255031e-13,6.595911648187716e-10
0.0015975015766742375,0.5018043247128257,3.76,0.0,0.9295868382439882,0.9999964628499759,1.5157600723189741e-06,1.7455928954487014e-31,3.2524628276109827e-22,1.9979474099001117e-06,1.9899390372726885e-06,4.8626044999355414e-08,8.454051458534289e-10,1.9289441915314897e-10,4.518917786700931e-08,1.4797226635951168e-06,6.297604124758127e-11,2.1940905937630033e-11,2.5065137024619958e-12,4.2123692616786977e-10,5.1057768257537454e-08,1.9367840740701717e-13,7.56632354486333e-10
0.0016639552793339316,0.501804324515258,3.76,0.0,0.929586614980115,0.9999962517969719,1.6468222863103457e-06,1.9024824170519693e-31,3.383586594772864e-22,2.0784917101624278e-06,2.069745496570261e-06,5.058715760370988e-08,8.816333425977739e-10,2.0438951406006742e-10,4.972724406703186e-08,1.607083906538323e-06,6.594899962333312e-11,2.342924557250972e-11,2.714652417208757e-12,4.758793265226394e-10,5.764742355285658e-08,2.1262697259291953e-13,8.633309608358561e-10
0.0017304089819936256,0.5018043243044306,3.76,0.0,0.9295863858550274,0.9999960357148354,1.783380022855188e-06,2.067412293944358e-31,3.513933051057388e-22,2.1585581478226065e-06,2.1492034401075354e-06,5.253664086203568e-08,9.178149644337087e-10,2.1611384687073976e-10,5.453071301824428e-08,1.7397179707779936e-06,6.893894490627586e-11,2.4956116958285997e-11,2.9299844199369734e-12,5.349551149122182e-10,6.476645983343988e-08,2.3262951643363575e-13,9.802315849443028e-10
0.0017968626846533197,0.501804324079526,3.76,0.0,0.9295861508750021,0.9999958146256667,1.925425132143645e-06,2.240433633513204e-31,3.6434572441350337e-22,2.238119090436157e-06,2.228301676240582e-06,5.447382180575432e-08,9.539354104604056e-10,2.2806003408933578e-10,5.960475245578117e-08,1.8776119974112432e-06,7.194445545646584e-11,2.652038212240035e-11,3.152313701136233e-12,5.986128771650204e-10,7.243189668963669e-08,2.5370287807387294e-13,1.1078876249474958e-09
0.0018633163873130138,0.5018043238397552,3.76,0.0,0.9295859100486936,0.9999955885533724,2.072947264591425e-06,2.4215812733485157e-31,3.7721155479865033e-22,2.3171477202770498e-06,2.307029319318035e-06,5.639804729564719e-08,9.899802899014364e-10,2.402205231306479e-10,6.495435986429664e-08,2.0207510556492556e-06,7.496410651597991e-11,2.8120874632507642e-11,3.3814368003029387e-12,6.669970176098295e-10,8.066018296736809e-08,2.758630587295684e-13,1.2468608479786738e-09
0.0019297700899727078,0.5018043235843581,3.76,0.0,0.9295856633871025,0.9999953575236205,2.2259339044119806e-06,2.610873827471163e-31,3.899865717645482e-22,2.395618068008242e-06,2.385375798578703e-06,5.8308684842276687e-08,1.0259354444576648e-09,2.5258760924524593e-10,7.058435880055814e-08,2.1691181798200135e-06,7.799647286474305e-11,2.9756402269994065e-11,3.617143411455554e-12,7.402476093463413e-10,8.946717806180735e-08,2.9912519804996655e-13,1.397720949458913e-09
0.001996223792632402,0.5018043233126044,3.76,0.0,0.9295854109035376,0.9999951215637918,2.384370406507097e-06,2.8083137974228364e-31,4.0266669393900284e-22,2.473505043555963e-06,2.463330866301171e-06,6.020512335833669e-08,1.0617869696839095e-09,2.6515345258488546e-10,7.649939560366276e-08,2.32269440938965e-06,8.10401314357385e-11,3.1425749728970625e-11,3.8592170002528584e-12,8.185002573177877e-10,9.886813495315906e-08,3.23503553122328e-13,1.5610451010946908e-09
0.002062677495292096,0.5018043230237957,3.76,0.0,0.9295851526135764,0.9999948807029324,2.5482400365229306e-06,3.0138877463330734e-31,4.152479876296968e-22,2.550784464134929e-06,2.540884605196046e-06,6.208677384164276e-08,1.0975212353289226e-09,2.779100953369541e-10,8.27039364952957e-08,2.4814588318459823e-06,8.4093663880236e-11,3.312768132941292e-11,4.107435429576764e-12,9.018859743961246e-10,1.088776850095688e-07,3.4901148016170995e-13,1.737417488960841e-09
0.00212913119795179,0.5018043227172648,3.76,0.0,0.9295848885350196,0.999994634971701,2.717524013910181e-06,3.2275665337051444e-31,4.277266709098317e-22,2.627433079386913e-06,2.618027435034793e-06,6.395306998784396e-08,1.1331249045847745e-09,2.908494788581338e-10,8.920226507084146e-08,2.645388628280762e-06,8.715565907414478e-11,3.486094373332761e-11,4.361571590473727e-12,9.905310706244565e-10,1.1950982457324542e-07,3.756614189133227e-13,1.9274288430614765e-09
0.0021955849006114843,0.501804322392377,3.76,0.0,0.929584618687846,0.9999943844023167,2.892201557819505e-06,3.4493056083121476e-31,4.400991172303138e-22,2.7034285936099566e-06,2.694750118512269e-06,6.580346873230009e-08,1.1685849521984288e-09,3.039634607393022e-10,9.599848018058663e-08,2.8144591215008075e-06,9.022471555711796e-11,3.6624268653107064e-11,4.621394035405382e-12,1.0845570556968832e-09,1.3077790333712282e-07,4.034648797802913e-13,2.1316759597707304e-09
0.0022620386032711783,0.5018043220485312,3.76,0.0,0.9295843430941613,0.9999941290285029,3.0722499356563857e-06,3.679045356279018e-31,4.523618585571783e-22,2.778749685070081e-06,2.7710437663431644e-06,6.763745072092233e-08,1.2038886814050502e-09,3.172438317359602e-10,1.0309649419872852e-07,2.988643826492552e-06,9.329944389659349e-11,3.841637554158327e-11,4.886667610837906e-12,1.1840805546930924e-09,1.4269461451087008e-07,4.324324336752923e-13,2.3507612185584313e-09
0.0023284923059308724,0.5018043216851598,3.76,0.0,0.929584061778146,0.9999938688854328,3.2576445141140397e-06,3.916711501145039e-31,4.64511588035252e-22,2.8533760224014688e-06,2.8468998415955827e-06,6.945452071012085e-08,1.2390237396494548e-09,3.306823325010696e-10,1.1050003167643328e-07,3.1679145030600872e-06,9.637846896954871e-11,4.023597425369353e-11,5.157154086296616e-12,1.2892132370239161e-09,1.5527198676679277e-07,4.625737045805233e-13,2.5852920944011595e-09
0.0023949460085905664,0.5018043213017294,3.76,0.0,0.9295837747659996,0.9999936040096701,3.4483588124983577e-06,4.162215552458251e-31,4.765451621812771e-22,2.927288278114797e-06,2.9223101632679047e-06,7.125420789633412e-08,1.2739781330688995e-09,3.442706700601095e-10,1.1821262837377942e-07,3.352241210453331e-06,9.946043215536347e-11,4.208176767012468e-11,5.432612777126426e-12,1.4000617584850177e-09,1.6852137794820552e-07,4.938973647869128e-13,2.8358806672664144e-09
0.0024613997112502605,0.501804320897741,3.76,0.0,0.929583482085884,0.9999933344391109,3.6443645581553973e-06,4.415455299240894e-31,4.884596026118621e-22,3.0004681392465222e-06,2.9972669091178737e-06,7.303606617593708e-08,1.3087402397172405e-09,3.580005339713831e-10,1.2623763066408543e-07,3.5415923638006097e-06,1.025439934338307e-10,4.395245427380567e-11,5.7128011583300306e-12,1.5167277162593592e-09,1.824534705152535e-07,5.264111327705456e-13,3.103143130037926e-09
0.0025278534139099545,0.5018043204727299,3.76,0.0,0.9295831837678618,0.9999930602129237,3.8456317438094405e-06,4.6763153444991945e-31,5.002520973136323e-22,3.0728983151943074e-06,3.0717626177554647e-06,7.479967433662511e-08,1.3432988215171376e-09,3.7186361211808633e-10,1.345781953028584e-07,3.7359347921584473e-06,1.0562783338301077e-10,4.584673067066198e-11,5.997475467000769e-12,1.6393076166555863e-09,1.9707826869597794e-07,5.601217736520533e-13,3.3876992962245194e-09
0.0025943071165696486,0.5018043200262672,3.76,0.0,0.9295828798438366,0.9999927813714896,4.05212868661807e-06,4.944667676808226e-31,5.119200014648626e-22,3.14456254279551e-06,3.1457901900136417e-06,7.654463618165726e-08,1.3776430349335247e-09,3.858516060823736e-10,1.432372895524227e-07,3.935233797990768e-06,1.0871065507229653e-10,4.776329404662801e-11,6.286391291025743e-12,1.767892855319136e-09,2.124050973036891e-07,5.950351021732291e-13,3.6901721087634576e-09
0.0026607608192293426,0.5018043195579581,3.76,0.0,0.9295825703474885,0.9999924979563403,4.263822088750107e-06,5.220372274918386e-31,5.234608378196435e-22,3.2154455887165153e-06,3.2193428896134004e-06,7.827058058860724e-08,1.4117624403678832e-09,3.9995624605552346e-10,1.5221769165219468e-07,4.139453217890128e-06,1.1179118584673082e-10,4.9700844553521726e-11,6.579304141902567e-12,1.902569709605962e-09,2.284426021754562e-07,6.311559881144809e-13,4.011187151191933e-09
0.0027272145218890367,0.5018043190674419,3.76,0.0,0.9295822553142083,0.9999922100100967,4.4806770992927636e-06,5.5032777412546635e-31,5.348722966672692e-22,3.2855332492307868e-06,3.2924143431416913e-06,7.997716150451594e-08,1.4456470102789466e-09,4.1416930524233935e-10,1.6152199162356652e-07,4.348555484354779e-06,1.1486817899928948e-10,5.1658087617018046e-11,6.875970009690008e-12,2.043419342765441e-09,2.4519875218077014e-07,6.684883640668986e-13,4.351372162417702e-09
0.0027936682245487308,0.5018043185543936,3.76,0.0,0.9295819347810326,0.9999919175764076,4.702657377295527e-06,5.793221960170779e-31,5.461522353810298e-22,3.354812347472688e-06,3.364998539362818e-06,8.166405787956264e-08,1.479287136041282e-09,4.284826137220396e-10,1.7115259239745398e-07,4.562501688437536e-06,1.1794041532851129e-10,5.363373616060614e-11,7.17614589829568e-12,2.190517819539463e-09,2.62680842744205e-07,7.07035235463848e-13,4.711356556272421e-09
0.002860121927208425,0.5018043180185217,3.76,0.0,0.9295816087865751,0.9999916206998869,4.929725155760585e-06,6.090032776815015e-31,5.572986775719385e-22,3.4232707282624375e-06,3.437089827885677e-06,8.333097354157635e-08,1.51267363355871e-09,4.4288807173207763e-10,1.8111171125174637e-07,4.781251643085218e-06,1.2100670457951326e-10,5.562651274007698e-11,7.479590339491702e-12,2.3439361327490334e-09,2.8089550082121466e-07,7.467986927690453e-13,5.091770946979563e-09
0.002926575629868119,0.5018043174595692,3.76,0.0,0.929581277370958,0.9999913194260527,5.161841306392477e-06,6.393528692515459e-31,5.683098118641283e-22,3.490897250604912e-06,3.5086829172109033e-06,8.497763701388555e-08,1.5457977476547114e-09,4.573776623455645e-10,1.9140138154518038e-07,5.0047639469911e-06,1.2406588676706995e-10,5.7635151583752086e-11,7.786063884239548e-12,2.5037402404080185e-09,2.998486912620616e-07,7.87779925711084e-13,5.493246681613428e-09
0.002993029332527813,0.5018043168773122,3.76,0.0,0.9295809405757435,0.9999910138012639,5.3989654049234e-06,6.703519572658811e-31,5.791839903096776e-22,3.5576817779714605e-06,3.579772872183351e-06,8.660380127916344e-08,1.5786511552667602e-09,4.719434635171613e-10,2.0202345473353356e-07,5.23299604878704e-06,1.2711683338005627e-10,5.965840053433043e-11,8.09532957009647e-12,2.6699911128759424e-09,3.195457244952826e-07,8.299792394484062e-13,5.916415380566986e-09
0.003059483035187507,0.5018043162715597,3.76,0.0,0.9295805984438641,0.999990703872661,5.641055796835066e-06,7.019807363131491e-31,5.8991972646155355e-22,3.6236151664794046e-06,3.6503551108766594e-06,8.820924349206003e-08,1.6112259674760396e-09,4.865776594764954e-10,2.129796026535099e-07,5.465904311406947e-06,1.3015844846715307e-10,6.169502288888981e-11,8.407153363666002e-12,2.8427447895380437e-09,3.399912654590588e-07,8.733960725436275e-13,6.361908486984817e-09
0.003125936737847201,0.501804315642154,3.76,0.0,0.9295802510195516,0.9999903896881029,5.888069663303032e-06,7.34218681153009e-31,6.005156931240742e-22,3.688689251088463e-06,3.720425400937665e-06,8.979376464352266e-08,1.643514730407983e-09,5.012725514522471e-10,2.242713200592531e-07,5.703444076458668e-06,1.3318966960428265e-10,6.374379913422807e-11,8.72130457724288e-12,3.022052444481014e-09,3.611893437063602e-07,9.18029016622141e-13,6.8303568260535185e-09
0.003192390440506895,0.5018043149889684,3.76,0.0,0.9295798983482668,0.9999900712961087,6.139963087195139e-06,7.67044618946987e-31,6.109707198009001e-22,3.7528968299370665e-06,3.7899798554193724e-06,9.13571891797993e-08,1.6755104250428081e-09,5.160205677140679e-10,2.358999273960872e-07,5.945569728447465e-06,1.362094687447856e-10,6.580352857536671e-11,9.037556258986624e-12,3.2079604606169946e-09,3.8314336460777213e-07,9.63875837586713e-13,7.322390174976435e-09
0.003258844143166589,0.5018043143119081,3.76,0.0,0.9295795404766308,0.9999897487457964,6.3966911189618375e-06,8.004368012516387e-31,6.2128378986103085e-22,3.816231646944283e-06,3.859014928131835e-06,9.289936457918415e-08,1.7072064659784314e-09,5.308142729233672e-10,2.47866573795829e-07,6.192234758700648e-06,1.3921685295385632e-10,6.787303085565205e-11,9.355685556136376e-12,3.400510511696317e-09,4.058561215744679e-07,1.0109334982577082e-12,7.838636844392557e-09
0.003325297845826283,0.5018043136109084,3.76,0.0,0.9295791774523524,0.9999894220868245,6.6582078422628795e-06,8.343729754422258e-31,6.314540374435759e-22,3.878688372805017e-06,3.927527408540878e-06,9.442016088961464e-08,1.7385966991910477e-09,5.456463767877542e-10,2.6017224027785905e-07,6.443391828849819e-06,1.4221086502923124e-10,6.995114736748688e-11,9.675474050951988e-12,3.5997396516410896e-09,4.2932980922285123e-07,1.0591981823071905e-12,8.37972327193178e-09
0.0033917515484859773,0.501804312885934,3.76,0.0,0.9295788093241606,0.9999890913693344,6.924466439181857e-06,8.688304552566823e-31,6.414807441222668e-22,3.940262584507317e-06,3.995514416244927e-06,9.591947023025571e-08,1.7696753988410652e-09,5.605097420174783e-10,2.7281774314005245e-07,6.6989928337344134e-06,1.4519058401056143e-10,7.203674255329063e-11,9.996708069230638e-12,3.8056804106268515e-09,4.535660374019275e-07,1.1086653193547927e-12,8.946273628530504e-09
0.0034582052511456713,0.5018043121369792,3.76,0.0,0.9295784361417342,0.9999887566438945,7.1954192548875266e-06,9.037861901699731e-31,6.513633353507149e-22,4.000950743500865e-06,4.062973395060436e-06,9.739720626021476e-08,1.8004372631741762e-09,5.753973915856217e-10,2.8580373752367503e-07,6.958988963597591e-06,1.4815512558030239e-10,7.412870509682821e-11,1.0319178961404484e-11,4.018360897338001e-09,4.785658460044568e-07,1.1593296110935632e-12,9.538909438063518e-09
0.0035911126564650594,0.5018043105672423,3.76,0.0,0.9295776748172326,0.9999880753732358,7.751213119674805e-06,9.750988050793e-31,6.706945694858518e-22,4.119659029063263e-06,4.196298623500837e-06,1.0028771725834211e-07,1.8609913673096e-09,6.052184750672199e-10,3.127990385044958e-07,7.491968201041207e-06,1.5403532396726994e-10,7.83274144950016e-11,1.0967023366414544e-11,4.464032047097991e-09,5.308576097207366e-07,1.26422498767227e-12,1.0804908127091626e-08
0.003710729321252509,0.501804309072964,3.76,0.0,0.9295769728551166,0.9999874490365331,8.266988859967204e-06,1.0407478573758725e-30,6.875968508064493e-22,4.22344795704838e-06,4.314466235690861e-06,1.0281495086350374e-07,1.914361787996403e-09,6.320740088254359e-10,3.3826269792338524e-07,7.986178903788462e-06,1.592674828938771e-10,8.211741300713822e-11,1.1552331577303465e-11,4.888381332778592e-09,5.805309670547906e-07,1.3626580085770839e-12,1.2039687489398523e-08
0.003830345986039958,0.5018043075021187,3.76,0.0,0.9295762553261385,0.9999868105142302,8.797201156720928e-06,1.107643121729399e-30,7.04029424340383e-22,4.324348921476398e-06,4.430897402084334e-06,1.052718666946483e-07,1.9666419875587254e-09,6.589076658425671e-10,3.648327807606849e-07,8.4938448965092e-06,1.6443840969116917e-10,8.591196980685994e-11,1.213865604495201e-11,5.334814301985402e-09,6.326701499470941e-07,1.464857070831063e-12,1.3368491475056568e-08
0.003949962650827408,0.5018043058555893,3.76,0.0,0.9295755225455428,0.9999861601096159,9.34155003752472e-06,1.1756454917712548e-30,7.199936110519455e-22,4.422370005891842e-06,4.545588041858316e-06,1.0765866070375466e-07,2.0178155534490042e-09,6.856852576886486e-10,3.9250780055832386e-07,9.014663884827326e-06,1.6954428789664622e-10,8.970559774159014e-11,1.2724988781977486e-11,5.8033502548125756e-09,6.872627859596193e-07,1.5707686649771327e-12,1.4794804194178313e-08
0.004069579315614857,0.501804304134492,3.76,0.0,0.9295747748333412,0.999985498126377,9.899731575709562e-06,1.2446169184586358e-30,7.354919054370939e-22,4.517526509040872e-06,4.658536903518564e-06,1.0997570458384745e-07,2.0678699441243407e-09,7.123746285461689e-10,4.2128490664718466e-07,9.548330772287751e-06,1.7458168437176624e-10,9.349312300010707e-11,1.3310387944371225e-11,6.293971752366216e-09,7.442918877852847e-07,1.6803339414350709e-12,1.632205668395114e-08
0.004189195980402307,0.5018043023401442,3.76,0.0,0.9295740125131936,0.9999848248677639,1.0471438922729412e-05,1.3144213414127143e-30,7.505278884099154e-22,4.609840409564049e-06,4.7697454123255565e-06,1.1222353273601386e-07,2.116796303238304e-09,7.389456832673971e-10,4.511599679643427e-07,1.009453863019788e-05,1.7954754167675982e-10,9.726969034515455e-11,1.3893978848926166e-11,6.806627123840314e-09,8.037362017150393e-07,1.7934892681375972e-12,1.795362224590042e-08
