Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637)
0.001392500049462286,0.7567362269529351,3.76,0.0,1.4508093398229304e-09,0.011780087740388601,1.0083927777282256,1.1796897234558793e-10,2.0730396248217306e-11,6.336442868525125e-10,1.5041300833639272e-05,1.1309172798980523e-15,0.016791248796506366,0.0794300989898976,0.21296371383846624,1.54962865355815e-08,0.004390069953090852,5.266102992200765e-13,4.195495777891791e-13,2.053353011984193e-10,1.4079498009746003e-13,2.1194981846899236e-06,0.3226506452180678,4.188218853023097e-06,9.214252157963856e-16,3.8423639108241206e-11,4.726539830789373e-09,4.8038317245160056e-12,4.921753140076678e-12,2.7687192522961133e-11,7.244102936377112e-17,3.5133306919016226e-17,7.518489381442802e-17,6.877173985979003e-09,0.31208701410907064,2.4605839459107204e-11,5.10480349649427e-11,2.8305400006845822e-15,4.66378184094004e-17,5.577099932971003e-15,2.233704045620592e-07,1.248926466198732e-19,8.16010729546979e-25
0.00139282113538698,0.7567149914463082,3.76,0.0,1.3964914243913947e-09,0.011713366762064498,1.0082880014004236,1.1362229526175489e-10,1.9929100425155622e-11,6.103585345067797e-10,1.4958137928745292e-05,1.0832339894256703e-15,0.01675341092719357,0.07932035971161919,0.21314233555034867,1.5479433666594854e-08,0.004369865979287962,5.250494956640011e-13,4.0403674160688813e-13,1.9780886569705367e-10,1.3564569401168828e-13,2.1167982971821954e-06,0.3223541954106635,4.174736650415465e-06,8.8622197604716845e-16,3.7005739237213227e-11,4.556435109054127e-09,4.620329834009364e-12,4.7278411671073435e-12,2.6649453500570626e-11,7.231286108229177e-17,3.3770177080986155e-17,7.505120066135393e-17,6.874414846499427e-09,0.3123834671710724,2.3646347367238874e-11,4.912276376084763e-11,2.71658145548217e-15,4.4758064981519044e-17,5.359950733318532e-15,2.2328356809742927e-07,1.1610882389649025e-19,7.572893517338068e-25
0.0013931422213116743,0.7566938519347377,3.76,0.0,1.3444394298171088e-09,0.011647162176805882,1.008183886540131,1.0945246886733622e-10,1.9161928352416164e-11,5.880280213142415e-10,1.4875603635198938e-05,1.0377490726012074e-15,0.01671571067992941,0.07921065857982863,0.21332020750955763,1.546280040430841e-08,0.004349784123416917,5.235139073869034e-13,3.8915642560923754e-13,1.9058736875720278e-10,1.3070433232409667e-13,2.1141085036489025e-06,0.3220597009451057,4.161323122219983e-06,8.524923690107784e-16,3.5645598491388045e-11,4.39313436188918e-09,4.44443825490949e-12,4.542328042607181e-12,2.5654838623999493e-11,7.218423057044128e-17,3.246498318096025e-17,7.491706616445522e-17,6.871596965652967e-09,0.3126779648648203,2.2727972579835386e-11,4.7277810388574626e-11,2.6076318547563838e-15,4.2961006578411254e-17,5.152061883516275e-15,2.23194807546716e-07,1.0797801561669727e-19,7.034650910286529e-25
0.0013934633072363685,0.756672807850002,3.76,0.0,1.294550125970568e-09,0.011581469206332105,1.0080804286481104,1.0545167614723178e-10,1.842731023474832e-11,5.666099512376981e-10,1.4793692302431071e-05,9.94353325867375e-16,0.016678147613495044,0.07910099857017129,0.21349733295199297,1.5446378619247966e-08,0.004329823596965141,5.220024709816213e-13,3.7488059381030805e-13,1.8365735781310984e-10,1.2596175993163558e-13,2.1114287450541887e-06,0.32176714652537886,4.147977848648381e-06,8.201696464224073e-16,3.434065742586094e-11,4.236340456106328e-09,4.275478655777377e-12,4.364820065384107e-12,2.470140047842529e-11,7.205514846960457e-17,3.12150613512908e-17,7.4782499398802e-17,6.868721123708619e-09,0.31297052248716706,2.1848805429026177e-11,4.550952563338393e-11,2.5034537414374314e-15,4.124272014648871e-17,4.953006296528863e-15,2.2310414832389086e-07,1.0044932177350452e-19,6.540063205547364e-25
0.0013937522845685931,0.7566539492969044,3.76,0.0,1.2514176279312684e-09,0.01152277905427979,1.0079878745600968,1.0198932781171493e-10,1.77927385474386e-11,5.480801255595377e-10,1.4720500109653523e-05,9.569978059924227e-16,0.0166444577764933,0.07900234214004327,0.2136561102484074,1.5431773425238736e-08,0.004311962210962238,5.206619925587714e-13,3.6252709002012696e-13,1.77658965354379e-10,1.2185620775910212e-13,2.109025493684029e-06,0.32150549375090476,4.136025114910109e-06,7.922295241060348e-16,3.3211389288049326e-11,4.100553904579005e-09,4.129952119332508e-12,4.211597724293667e-12,2.3876976066794975e-11,7.193859724420587e-17,3.0135293396782215e-17,7.466102729018583e-17,6.8660839476217105e-09,0.3132321781227981,2.1089572161324864e-11,4.3980749062098574e-11,2.4135863850795547e-15,3.976052905655693e-17,4.7810726951890676e-15,2.230209524515111e-07,9.414945879029725e-20,6.119436775932581e-25
0.0013940412619008178,0.7566351671729078,3.76,0.0,1.2098891296965197e-09,0.011464496066110386,1.0078958457623164,9.865267848883238e-11,1.7182274183035637e-11,5.30228038176285e-10,1.4647803943565911e-05,9.211790888496892e-16,0.016610878371089096,0.07890372348810094,0.21381428783394554,1.541732787569313e-08,0.004294197896161492,5.193395580118762e-13,3.5062298966737565e-13,1.718773699649179e-10,1.1789856025393543e-13,2.1066302805626844e-06,0.32124538916475237,4.124127026129571e-06,7.65333322685201e-16,3.212315999958651e-11,3.969610535555662e-09,3.989856465634031e-12,4.064296556202688e-12,2.3083104317548968e-11,7.182169655998394e-17,2.909648289507311e-17,7.453921921086753e-17,6.863401006062097e-09,0.3134922855506005,2.0359364724230033e-11,4.2508848110068657e-11,2.3272445398519386e-15,3.833653623555493e-17,4.615682801930329e-15,2.2293625718520636e-07,8.826766417415531e-20,5.73015243915533e-25
0.00139430134149982,0.7566183282718462,3.76,0.0,1.1738309488833057e-09,0.011412386706487485,1.0078134663103933,9.575305862771834e-11,1.6652650083536883e-11,5.147182041624447e-10,1.4582798187418196e-05,8.901997895062567e-16,0.016580751055050573,0.07881500071068495,0.21395613684804096,1.540445911800956e-08,0.004278292539729203,5.181642408578763e-13,3.4027881974696197e-13,1.6685222986714443e-10,1.1445833487143655e-13,2.104481426521051e-06,0.3210126097449548,4.113465218409613e-06,7.41984345318188e-16,3.1177498342087405e-11,3.855746350545537e-09,3.867942857766489e-12,3.936583046744989e-12,2.2393723044125452e-11,7.171619350998898e-17,2.819518020834456e-17,7.442931026288558e-17,6.860947685687229e-09,0.31372506751164725,1.972599954451183e-11,4.123085731855384e-11,2.2524276923293503e-15,3.710266205255252e-17,4.472203720313307e-15,2.228587643319208e-07,8.330735567777957e-20,5.404725388434408e-25
0.001394535413138922,0.7566032256661696,3.76,0.0,1.1424065647977817e-09,0.011365765902275013,1.007739684441892,9.322414333491443e-11,1.619142065341662e-11,5.011942704124647e-10,1.4524631365244247e-05,8.6329620805544775e-16,0.016553712525766845,0.07873517903390749,0.21408338866828225,1.53929812563869e-08,0.004264044212117711,5.171181019732399e-13,3.312576824961794e-13,1.624688862401639e-10,1.1145718314635273e-13,2.10255297016435e-06,0.32080416642213827,4.103907046089365e-06,7.216395413658902e-16,3.035275967346885e-11,3.7563820776187914e-09,3.7619814958851934e-12,3.825426687997356e-12,2.179287388784794e-11,7.162100868464286e-17,2.741023505106199e-17,7.433016829258752e-17,6.858708714792297e-09,0.3139335131087588,1.9174541113369618e-11,4.011712296229799e-11,2.1873444348782446e-15,3.6029347400465886e-17,4.347261824064323e-15,2.2278800555846467e-07,7.909605489459669e-20,5.124650721051208e-25
0.001394769484778024,0.756588172485608,3.76,0.0,1.1119228829939466e-09,0.011319406273193746,1.007666241531949,9.076919160540708e-11,1.574430563688606e-11,4.88068558889978e-10,1.4466782921850676e-05,8.37284492325038e-16,0.01652674586708071,0.0786553857714721,0.21421025118508635,1.5381599319337075e-08,0.004249858567710309,5.160826571887218e-13,3.2250089624168727e-13,1.582131381084362e-10,1.0854311866342585e-13,2.10062971290363e-06,0.32059671964896097,4.094384192319642e-06,7.01907274660247e-16,2.95521620805846e-11,3.6598711571824027e-09,3.659280879576422e-12,3.717730870554692e-12,2.1209955957681977e-11,7.152560820793797e-17,2.664928128084264e-17,7.423081795230213e-17,6.856440691286462e-09,0.3141409621443505,1.864006482499365e-11,3.903675310690556e-11,2.1243187019801127e-15,3.498999488951963e-17,4.226151637729281e-15,2.2271629475865832e-07,7.511034820044894e-20,4.861526699908439e-25
0.001395003556417126,0.7565731685171085,3.76,0.0,1.0823490839264466e-09,0.011273306065616747,1.0075931359007917,8.838584727448792e-11,1.5310838974114604e-11,4.753282359616928e-10,1.4409250779130415e-05,8.121327241270428e-16,0.01649985090321205,0.07857562197864469,0.21433672563987083,1.5370310867962222e-08,0.004235735308334504,5.150575913216388e-13,3.1400002122980643e-13,1.5408093295319736e-10,1.0571338632646496e-13,2.098711632609863e-06,0.32039026376047386,4.084896498842011e-06,6.827675473148478e-16,2.877493506864722e-11,3.5661242070368563e-09,3.559366474492672e-12,3.613378805052032e-12,2.0644384959553893e-11,7.142999611640646e-17,2.5911524100535306e-17,7.413126285518194e-17,6.854143901506771e-09,0.31434742028362656,1.8122003995149556e-11,3.7988656809548375e-11,2.06328028900193e-15,3.398344473217459e-17,4.10874580766125e-15,2.2264364125823672e-07,7.13374955198783e-20,4.61570694782237e-25
0.001395237628056228,0.7565582135486012,3.76,0.0,1.0536554407098027e-09,0.011227463539116526,1.0075203658773946,8.607183534653014e-11,1.489056636495849e-11,4.629609156357842e-10,1.4352032874023078e-05,7.87810206242315e-16,0.016473027457805545,0.07849588869761502,0.214462813272118,1.535911354862983e-08,0.004221674136871546,5.140426006582482e-13,3.0574691312249776e-13,1.5006835712795877e-10,1.0296532501467153e-13,2.0967987072543827e-06,0.32018479312736725,4.075443808020192e-06,6.642010661616555e-16,2.802033519559022e-11,3.475054160036432e-09,3.462508372560464e-12,3.5122579848599936e-12,2.00956009188057e-11,7.133417642315772e-17,2.5196196911752357e-17,7.403150660908997e-17,6.85181862960828e-09,0.3145528931561431,1.76198089693592e-11,3.697178171232452e-11,2.0041615434111295e-15,3.3008580088521776e-17,3.994921509455002e-15,2.225700543119597e-07,6.776553202145947e-20,4.377455096492632e-25
0.00139547169969533,0.7565433073689916,3.76,0.0,1.0258132763214911e-09,0.011181876966352792,1.0074479297994472,8.382496206204361e-11,1.4483047391355831e-11,4.509546424723997e-10,1.4295127158393147e-05,7.642874126623821e-16,0.016446275353953994,0.07841618695763802,0.21458851531932416,1.534800509144597e-08,0.0042076747572634045,5.130373926685404e-13,2.977337020697523e-13,1.4617163073350202e-10,1.0029636412908668e-13,2.0948909148978383e-06,0.31998030215574413,4.066025962841936e-06,6.461892258750773e-16,2.728764421655123e-11,3.3865769334294233e-09,3.368943495446743e-12,3.4142595311448907e-12,1.9563057089449252e-11,7.123815316122135e-17,2.450256051446093e-17,7.393155289499157e-17,6.849465157601824e-09,0.3147573863560352,1.7132950802829453e-11,3.598511245457852e-11,1.9468967829183735e-15,3.206431545392232e-17,3.884560434276073e-15,2.2249554310410662e-07,6.438317285237686e-20,4.15481840719786e-25
0.001395682364170522,0.756529933348168,3.76,0.0,1.0014604561619063e-09,0.011141066474122783,1.0073830214857507,8.185842459230963e-11,1.4126840333637166e-11,4.404481445926079e-10,1.4244177255478407e-05,7.437771689805638e-16,0.016422259310875754,0.07834448319962291,0.2147013185077536,1.533808164264286e-08,0.0041951279038203145,5.121408363271878e-13,2.9072063621778893e-13,1.4276060807282761e-10,9.795987595236521e-14,2.093178272449287e-06,0.3197970932968571,4.0575795659402364e-06,6.304379110843242e-16,2.664638023298195e-11,3.30909797174219e-09,3.2868546170330327e-12,3.3286441265857987e-12,1.909721716631522e-11,7.115156145522963e-17,2.389624335943647e-17,7.38414286847233e-17,6.847323153030034e-09,0.3149405972110299,1.67074730059129e-11,3.5122125572807293e-11,1.89689192882926e-15,3.123978582799907e-17,3.788101965160382e-15,2.224277003077275e-07,6.149238562461788e-20,3.966819037399135e-25
0.0013958930286457139,0.7565165985236398,3.76,0.0,9.777554181363991e-10,0.011100460674766097,1.0073183811288124,7.994305255970976e-11,1.3780329656989516e-11,4.302166048199779e-10,1.4193477106734445e-05,7.238717313488307e-16,0.016398300781036323,0.07827280654557578,0.2148138112722694,1.5328226847067523e-08,0.004182630648517644,5.112517767734234e-13,2.838903689979185e-13,1.3943788909514263e-10,9.568369452500078e-14,2.0914697542089943e-06,0.3196146694326978,4.049161153756846e-06,6.151086189282504e-16,2.6021810913992858e-11,3.2335968660600986e-09,3.2069460517805502e-12,3.245399612856924e-12,1.8643738357374998e-11,7.106481096846746e-17,2.3306415255990342e-17,7.375115008617474e-17,6.845158735590356e-09,0.3151230230626231,1.629364798999937e-11,3.4282120952421405e-11,1.8482938394471544e-15,3.043847396269442e-17,3.694275610502796e-15,2.2235912283892619e-07,5.873929903608248e-20,3.786096912301098e-25
0.0013960826266733865,0.7565046305688655,3.76,0.0,9.569591227984283e-10,0.0110640894489368,1.0072604329237613,7.826176494923033e-11,1.3476522287930241e-11,4.2123678749699004e-10,1.4148059303681683e-05,7.06458003803934e-16,0.01637678717054322,0.07820832132937904,0.21491479008997083,1.5319414990038115e-08,0.004171425348601095,5.104578740509283e-13,2.778951240889688e-13,1.3652087654475042e-10,9.368528847961449e-14,2.0899356009455006e-06,0.31945115581462247,4.041608416191025e-06,6.016629396964071e-16,2.5473580244741332e-11,3.167291033180396e-09,3.1369516109687328e-12,3.172447571003458e-12,1.8245879652362095e-11,7.098660215846786e-17,2.27892657167291e-17,7.366976953687462e-17,6.843191763158204e-09,0.3152865384621034,1.593088110154662e-11,3.354521349041079e-11,1.8057228136504065e-15,2.973655751708279e-17,3.612017943348342e-15,2.2229678038715236e-07,5.637353424973922e-20,3.6309132189571577e-25
0.001396272224701059,0.7564926941297984,3.76,0.0,9.366588840541205e-10,0.011027882133208065,1.0072026999301753,7.661972043308319e-11,1.3180132625054064e-11,4.1246772031548943e-10,1.4102841557094064e-05,6.895049568077398e-16,0.016355319945460342,0.07814385917608521,0.2150155188450988,1.531065646730048e-08,0.004160259894932063,5.096697523662398e-13,2.720400584894253e-13,1.336715994848832e-10,9.17331518228654e-14,2.0884047640463824e-06,0.3192882718935919,4.034078172375067e-06,5.885404771545738e-16,2.4938152204362618e-11,3.102503203644553e-09,3.0686256611164612e-12,3.1013077239781146e-12,1.7857488186793688e-11,7.090826916298862e-17,2.2284734130449455e-17,7.358826800538465e-17,6.841206944902771e-09,0.3154494241577538,1.5577026653275775e-11,3.282590678484309e-11,1.7642262834626294e-15,2.9052374017189564e-17,3.5317740997193997e-15,2.222338529015191e-07,5.410891043716487e-20,3.4825287245734203e-25
0.0013964618227287316,0.7564807890965775,3.76,0.0,9.168417330283475e-10,0.010991837840288432,1.0071451812853238,7.501592057859163e-11,1.2890963506949095e-11,4.0390398194338384e-10,1.4057822813545892e-05,6.729994151184982e-16,0.016333899010594153,0.07807942060253621,0.2151159981902503,1.530195024725181e-08,0.004149134132755968,5.088872799557781e-13,2.6632159713842237e-13,1.3088833934093552e-10,8.982611499653918e-14,2.0868772320964905e-06,0.3191260147802881,4.026570340372813e-06,5.757327969553979e-16,2.4415200417150042e-11,3.03919525236188e-09,3.001926666873842e-12,3.0319311942248975e-12,1.7478317863749322e-11,7.082981406384134e-17,2.179248637495038e-17,7.350664741710881e-17,6.839204425583219e-09,0.3156116830390011,1.5231846419366297e-11,3.212374132097803e-11,1.7237748949878672e-15,2.838543866334216e-17,3.4534905846059107e-15,2.2217034509674037e-07,5.194086570936602e-20,3.3404924292206123e-25
0.0013966514207564042,0.7564689153597606,3.76,0.0,8.974950681044031e-10,0.010955955688269488,1.007087876130148,7.344939410604173e-11,1.2608823652585856e-11,3.9554030210908113e-10,1.4013002025764697e-05,6.569286067172352e-16,0.01631252427056447,0.078015006120318,0.21521622877706603,1.5293295326578895e-08,0.004138047907787489,5.081103288806945e-13,2.6073626330392244e-13,1.2816942463883687e-10,8.796304036199923e-14,2.085352993722803e-06,0.31896438160012136,4.0190848385197085e-06,5.632317026327447e-16,2.3904407537201722e-11,2.9773300639120985e-09,2.9368424855621098e-12,2.9642704783758425e-12,1.710812981184669e-11,7.075123893438772e-17,2.131219783695828e-17,7.342490969589162e-17,6.837184349058691e-09,0.3157733179805419,1.4895108863122284e-11,3.1438270555721164e-11,1.6843401277466737e-15,2.7735280415626407e-17,3.3771154400097176e-15,2.221062616582367e-07,4.986505670669565e-20,3.204628729397913e-25
0.0013968410187840767,0.7564570728103153,3.76,0.0,8.786066434399731e-10,0.01092023480058854,1.0070307836092474,7.19191966309417e-11,1.2333527266813246e-11,3.873715569668575e-10,1.396837815259039e-05,6.412801500320482e-16,0.016291195629811753,0.07795061623580672,0.21531621125621717,1.5284690729728818e-08,0.004127001066212256,5.073387749192478e-13,2.552806754689402e-13,1.2551322959214408e-10,8.61428212420611e-14,2.0838320375936087e-06,0.31880336949315113,4.011621585423123e-06,5.510292261933025e-16,2.340546489376854e-11,2.9168715730577586e-09,2.8733174465717333e-12,2.8982794694415896e-12,1.674669136683169e-11,7.067254583760324e-17,2.0843553116664638e-17,7.334305676175165e-17,6.8351468582926214e-09,0.3159343318424202,1.456658934474175e-11,3.076906049417952e-11,1.6458943252125793e-15,2.7101442515996033e-17,3.3025981810612234e-15,2.2204160724229568e-07,4.787734578661071e-20,3.0746342692091543e-25
0.0013970306168117493,0.7564452613396209,3.76,0.0,8.601645582565753e-10,0.010884674305992909,1.0069739028708682,7.042440976521502e-11,1.2064893550228542e-11,3.793927647481342e-10,1.3923950158936355e-05,6.260420412581343e-16,0.016269912992604118,0.07788625145021313,0.21541594627739133,1.527613550790009e-08,0.0041159934546883496,5.065724974472702e-13,2.499515448361268e-13,1.2291817277233503e-10,8.436438102211825e-14,2.0823143524191144e-06,0.3186429756140113,4.004180499962656e-06,5.391176218896547e-16,2.2918072261675338e-11,2.857784681330658e-09,2.811307078847925e-12,2.8339133985376803e-12,1.6393776278232962e-11,7.059373682658556e-17,2.0386245751500245e-17,7.326109053110629e-17,6.833092095357573e-09,0.3160947274701033,1.4246069638975358e-11,3.011568932336414e-11,1.6084106367972177e-15,2.6483481524483018e-17,3.2298897555991735e-15,2.2197638647622567e-07,4.597378940233766e-20,2.950225735389963e-25
0.0013972202148394219,0.7564334808394673,3.76,0.0,8.421572465744414e-10,0.010849273338504854,1.006917233066892,6.896414004778236e-11,1.1802746848149778e-11,3.715990815725025e-10,1.387971701575137e-05,6.112026420028383e-16,0.01624867626304404,0.07782191225962576,0.21551543448928087,1.5267628738009456e-08,0.004105024920347703,5.058113793171771e-13,2.4474567259683935e-13,1.2038271582932477e-10,8.2626672290786e-14,2.0807999269515793e-06,0.3184831971318354,3.996761501290358e-06,5.274893600030842e-16,2.24419376295071e-11,2.800035228782527e-09,2.7507787953405278e-12,2.771128778304146e-12,1.6049164739360244e-11,7.051481394463229e-17,1.9939977948653862e-17,7.317901291679406e-17,6.831020201439925e-09,0.3162545076945561,1.393333769533403e-11,2.9477747055573286e-11,1.571862986631504e-15,2.588096680442697e-17,3.158942503704874e-15,2.2191060395850746e-07,4.4150628330848135e-20,2.8311546990414525e-25
0.0013975994108947672,0.7564100123199807,3.76,0.0,8.074022730405462e-10,0.010778946547030765,1.0068045228877367,6.614369722670027e-11,1.1297237007501246e-11,3.565483234343678e-10,1.3791831194444865e-05,5.826751604435963e-16,0.0162063401425026,0.07769331262256442,0.21571367307489847,1.525075698456079e-08,0.004083204474124253,5.043041690673278e-13,2.346913367579619e-13,1.1548465351492386e-10,7.926939887932599e-14,2.077780810354074e-06,0.31816547510680127,3.9819894422831e-06,5.050537757228341e-16,2.1522313488592518e-11,2.6884165626513633e-09,2.634007524848238e-12,2.6501361081061515e-12,1.5384003268733394e-11,7.035663469028495e-17,1.9079411225725728e-17,7.301453116752002e-17,6.826825581010347e-09,0.31657223318572636,1.3330418782257562e-11,2.8246565581124124e-11,1.5014752392642331e-15,2.4720615467496658e-17,3.022147524645783e-15,2.2177737191920046e-07,4.073131729406495e-20,2.608076312499323e-25
0.0013979786069501126,0.7563866663943403,3.76,0.0,7.742555148998312e-10,0.010709247602503308,1.0066926463590233,6.345119362681366e-11,1.0815690501025605e-11,3.421831368049676e-10,1.3704712575508891e-05,5.556114694171694e-16,0.016164186497948877,0.07756482119254157,0.21591093218223395,1.5234068572059726e-08,0.004061538514126066,5.028162725732838e-13,2.250937782830086e-13,1.108075506224631e-10,7.6063174196606e-14,2.0747745986490254e-06,0.31785018105825275,3.967304767075365e-06,4.836663172883678e-16,2.064441170155946e-11,2.5817603080426457e-09,2.522707804717655e-12,2.534977935342232e-12,1.474956794170681e-11,7.019802421529921e-17,1.8259634260735918e-17,7.28496267273154e-17,6.822564108947459e-09,0.31688753067646586,1.2756254191242914e-11,2.7072459467365603e-11,1.4345372402860103e-15,2.3617187386219852e-17,2.891858236965063e-15,2.2164194734152642e-07,3.759272054282613e-20,2.4036020829469943e-25
0.001398357803005458,0.7563634422115225,3.76,0.0,7.426355221648372e-10,0.010640169763482109,1.006581596825342,6.088031244704343e-11,1.0356872806989088e-11,3.2846933961769e-10,1.3618353139993331e-05,5.299304715001358e-16,0.016122214556903713,0.07743644175820424,0.21610721696377974,1.5217556970039884e-08,0.004040025834600386,5.013468674900374e-13,2.1593039042621813e-13,1.0634052982685503e-10,7.300058836887013e-14,2.071781203343302e-06,0.3175372928537327,3.95270683871041e-06,4.632739015873333e-16,1.9806168599755767e-11,2.4798247500183114e-09,2.4165994354945653e-12,2.425349027501995e-12,1.4144309381598549e-11,7.003899849008667e-17,1.7478551490375503e-17,7.268431472504506e-17,6.8182368833023035e-09,0.3172004222999335,1.2209354014818538e-11,2.595254023117125e-11,1.3708662148437438e-15,2.2567664331945375e-17,2.7677393883314866e-15,2.2150436599089943e-07,3.471058157245862e-20,2.2160978305688193e-25
0.0013987369990608033,0.7563403389269057,3.76,0.0,7.124653069989756e-10,0.01057170636960666,1.0064713676881951,5.842507288608141e-11,9.919617777956603e-12,3.1537459330574676e-10,1.3532744961911291e-05,5.05555878320377e-16,0.01608042354485739,0.07730817803033162,0.21630253255498558,1.520121599162707e-08,0.004018665237495723,4.998951776167674e-13,2.0717977225924758e-13,1.0207329155439798e-10,7.007462351718763e-14,2.0688005365980407e-06,0.31722678858565484,3.93819502460343e-06,4.438263325084874e-16,1.9005630563854652e-11,2.3823809127548894e-09,2.315419152935564e-12,2.3209613016873973e-12,1.3566762512649582e-11,6.987957331035778e-17,1.6734182960334575e-17,7.251861019468383e-17,6.8138449883882884e-09,0.3175109299643831,1.1688311337995913e-11,2.4884077097849344e-11,1.3102897613146094e-15,2.156919948667758e-17,2.6494742727225886e-15,2.2136466318610353e-07,3.2062833259548944e-20,2.0440856928248046e-25
0.0013991161951161487,0.7563173557023435,3.76,0.0,6.836720743668339e-10,0.010503850840498428,1.0063619524055705,5.6079810350379046e-11,9.50282358803573e-12,3.0286829316791335e-10,1.3447880207033635e-05,4.824158983933048e-16,0.016038812685467516,0.07718003364318031,0.21649688407392081,1.5185039772615282e-08,0.003997455532494686,4.984604700103134e-13,1.9882165794296525e-13,9.79960802432185e-11,6.727863096419781e-14,2.0658325112246688e-06,0.3169186465689081,3.92376869654325e-06,4.252761285308955e-16,1.824094759170426e-11,2.2892118210507717e-09,2.2189183836438882e-12,2.2215427740251703e-12,1.3015541599707054e-11,6.971976429291214e-17,1.6024657296517794e-17,7.235252806530466e-17,6.809389494930482e-09,0.3178190753555598,1.1191797214352255e-11,2.3864487550772418e-11,1.252645210782881e-15,2.0619106849338444e-17,2.5367636029258444e-15,2.212228738042147e-07,2.962939116675371e-20,1.8862167283106087e-25
0.001399495391171494,0.7562944917060362,3.76,0.0,6.5618697944905e-10,0.010436596674715477,1.0062533444915152,5.3839158808641935e-11,9.10544894155524e-12,2.909214695373403e-10,1.3363751131748253e-05,4.60442959036141e-16,0.01599738120074322,0.07705201215576135,0.21669027662096849,1.5169022752807684e-08,0.003976395537041595,4.970420524207287e-13,1.9083685300480499e-13,9.409965387993496e-11,6.460631063867822e-14,2.0628770406802834e-06,0.3166128453385562,3.909427230692328e-06,4.0757836873423566e-16,1.7510367483542487e-11,2.200111832999155e-09,2.1268613450661464e-12,2.1268366130137796e-12,1.2489335636372532e-11,6.955958687220565e-17,1.534820546585356e-17,7.218608315253742e-17,6.804871460209147e-09,0.3181248799390036,1.071855611379309e-11,2.2891328828383464e-11,1.1977790518815323e-15,1.9714851728027552e-17,2.4293245071406172e-15,2.2107903228532223e-07,2.7391975141094325e-20,1.7412678166174292e-25
0.0013998745872268394,0.7562717461124989,3.76,0.0,6.299449211607371e-10,0.010369937448818433,1.0061455375157502,5.169803578768886e-11,8.726509820449821e-12,2.79506703703902e-10,1.3280350082054037e-05,4.3957346296534173e-16,0.015956128311206554,0.07692411705297876,0.21688271527856234,1.51531596599368e-08,0.0039554840763646425,4.956392710646117e-13,1.8320717988087424e-13,9.037525802160576e-11,6.205169351846326e-14,2.059934039063627e-06,0.3163093636477695,3.895170007584192e-06,3.9069055895487185e-16,1.6812230860410813e-11,2.1148860688551634e-09,2.0390252864067788e-12,2.0366003162315876e-12,1.1986904432910198e-11,6.939905629740125e-17,1.4703155327462635e-17,7.201929015102952e-17,6.800291928187657e-09,0.3184283649621185,1.0267401962753828e-11,2.1962290655122332e-11,1.1455464259654716e-15,1.885404238933661e-17,2.326889651605833e-15,2.2093317263673208e-07,2.533395338439163e-20,1.6081264988010924e-25
0.0014002537832821847,0.7562491181026594,3.76,0.0,6.048842893839903e-10,0.010303866816182521,1.006038525103172,4.9651623812762064e-11,8.365075557908336e-12,2.6859802493793915e-10,1.3197669492256144e-05,4.1974749617035027e-16,0.01591505323609492,0.07679635174707325,0.21707420511086603,1.513744548987223e-08,0.003934719983501641,4.942515079106522e-13,1.759154110407266e-13,8.681459392852315e-11,5.960912009392396e-14,2.057003421111066e-06,0.31600818046517776,3.880996412119728e-06,3.7457246753951847e-16,1.6144965039488028e-11,2.033349711788332e-09,1.955199581447947e-12,1.950604708740668e-12,1.1507073880747282e-11,6.92381876290315e-17,1.408792501601652e-17,7.185216362573372e-17,6.795651929679654e-09,0.3187295514568216,9.837213354431117e-12,2.1075186313339328e-11,1.0958105154388406e-15,1.803441994864172e-17,2.229206172154423e-15,2.207853284384629e-07,2.3440159475981075e-20,1.4857793086842523e-25
0.00140063297933753,0.7562266068635449,3.76,0.0,5.809467678701266e-10,0.010238378506018702,1.0059323009334287,4.769535579696883e-11,8.020265961134074e-12,2.58170829787519e-10,1.3115701883887918e-05,4.009086315054766e-16,0.015874155193524253,0.07666871957880893,0.21726475116352273,1.5121875491515966e-08,0.0039141020993175,4.928781787409776e-13,1.6894521746809726e-13,8.340979363883375e-11,5.727322350609872e-14,2.0540851021919215e-06,0.3157092749726709,3.866905833562686e-06,3.5918600761147966e-16,1.5507079349403893e-11,1.9553274610911968e-09,1.875184603996194e-12,1.8686332368385404e-12,1.1048732286296512e-11,6.90769957375866e-17,1.3501018222502421e-17,7.168471800702207e-17,6.790952482488514e-09,0.31902846024174386,9.426930056895644e-12,2.022794572305885e-11,1.0484421246438093e-15,1.7253851457967342e-17,2.1360349225800773e-15,2.2063553284780543e-07,2.1696765466679326e-20,1.3733052540512799e-25
