Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637)
4.531468758689141e-05,0.7126745210878894,3.76,0.0,0.6337180692136363,0.9995545526290849,0.0003907701524558932,7.06310525152776e-18,1.1842458664278215e-12,0.0007604888860832016,0.00014658214317688598,1.224554002399482e-07,4.396317659964909e-06,2.7051766405447217e-06,0.00014985482913506987,0.00018824675231003874,9.704321488752944e-07,3.565412002071047e-08,2.6707671115068808e-08,6.065343677608681e-06,2.7370249679354334e-05,2.7725052140555958e-08,5.041300604168045e-06,2.925144443414074e-06,5.628123943508681e-15,5.859539037714734e-11,2.6924149527713046e-09,2.245904680365558e-15,5.524754073049019e-10,8.099474652182068e-10,7.391093904707499e-17,1.0511226507868078e-13,1.2803213234945987e-16,3.712743004097388e-11,1.0734212969090655e-06,2.3375497764260594e-14,4.420331196741543e-12,2.8847844149840363e-18,8.090984431634192e-22,3.8299464214811186e-14,5.103219604593587e-17,1.8750750329166384e-12,7.934959777298474e-18
4.617899640113131e-05,0.7126753183660796,3.76,0.0,0.6336877669980691,0.9995422435926731,0.0004057835324469888,7.33655912109261e-18,1.211661732202411e-12,0.0007777334310323361,0.00014698283905547534,1.2523219216204074e-07,4.477554716310828e-06,2.745872869059085e-06,0.00015485877505384967,0.00019642195453056132,9.86681921868588e-07,3.652238238613372e-08,2.7999233534385373e-08,6.48310858788938e-06,2.917795006561459e-05,2.9292381656048763e-08,5.395445898491677e-06,2.940443076865849e-06,6.0157791137504746e-15,6.374328702510206e-11,2.985713384356486e-09,2.5333710997030402e-15,5.759831591484156e-10,8.447261877699239e-10,7.708392769911703e-17,1.1116436480886625e-13,1.3352816880043889e-16,3.873397831305058e-11,1.1423595775832028e-06,2.6390058974928682e-14,4.922007495320804e-12,3.2124853149503125e-18,9.09461542901093e-22,4.1450269868970353e-14,5.446313578094596e-17,2.16790136324398e-12,9.174157747132793e-18
4.7043305215371216e-05,0.7126761178118446,3.76,0.0,0.633657088147232,0.9995297452693478,0.0004210723856684429,7.614717863836949e-18,1.2390787499862593e-12,0.0007949577434762855,0.0001473354547459105,1.2800564932055402e-07,4.5583551306501875e-06,2.7864809372306586e-06,0.000159941628406338,0.00020477549974260247,1.0028863190628827e-06,3.7384990467642037e-08,2.932412861333596e-08,6.920834835077487e-06,3.10644415893225e-05,3.0915733149269024e-08,5.7674952214742645e-06,2.95451867673876e-06,6.4219572757715285e-15,6.922838865395077e-11,3.304508916041928e-09,2.8511195692000573e-15,5.999219588118661e-10,8.801560414655699e-10,8.031625368697498e-17,1.1743497614090027e-13,1.391269705901457e-16,4.0371470469802264e-11,1.214246973680006e-06,2.972468158427941e-14,5.470067048902674e-12,3.570518057419966e-18,1.0200732344345246e-21,4.478981340011446e-14,5.805991038013638e-17,2.4995600158972416e-12,1.0577690102260423e-17
4.790761402961112e-05,0.712676919104265,3.76,0.0,0.6336260350095588,0.9995170563197566,0.00043663527105560005,7.8975136080965e-18,1.2664883775132716e-12,0.0008121561462473933,0.00014764221594552624,1.3077485485760747e-07,4.638707063471852e-06,2.8270039522399176e-06,0.00016510337547574115,0.00021330631809529025,1.0190443240464616e-06,3.824154241406391e-08,3.0682199643430655e-08,7.37902789304736e-06,3.303111642185772e-05,3.259571700459795e-08,6.157993811182614e-06,2.967419221427942e-06,6.847127500823317e-15,7.506479907829007e-11,3.6504522149073996e-09,3.2016501205817055e-15,6.242816990745748e-10,9.162221589222269e-10,8.360655592252544e-17,1.2392621855538953e-13,1.4482618051771778e-16,4.20392608418669e-11,1.2891392398990916e-06,3.340602530266064e-14,6.067824215144096e-12,3.9610530810366165e-18,1.1417539525796174e-21,4.832468220163431e-14,6.182719623645551e-17,2.8742901778871164e-12,1.2163496835689219e-17
4.8771922843851024e-05,0.71267772193222,3.76,0.0,0.6335946099589206,0.9995041754930526,0.00045247070947806273,8.184883582113236e-18,1.2938823151004e-12,0.000829323110496869,0.00014790531505113892,1.3353891584861793e-07,4.718599736140834e-06,2.8674451837743816e-06,0.0001703440075648621,0.00022201326533567196,1.0351550213433017e-06,3.9091667353692166e-08,3.2073266846682604e-08,7.858190521353017e-06,3.507931859661236e-05,3.433290935307964e-08,6.567490330547057e-06,2.979192589115496e-06,7.291756342455538e-15,8.126680582692497e-11,4.025261901908154e-09,3.587609956293853e-15,6.490520360433627e-10,9.529092954560373e-10,8.695343918494827e-17,1.306400507298198e-13,1.5062338171975935e-16,4.3736685751917356e-11,1.3670909447037116e-06,3.746233781011249e-14,6.718757602639218e-12,4.3863685974843014e-18,1.275370982652137e-21,5.206145691670943e-14,6.576969317500736e-17,3.296692437310802e-12,1.3951047386199915e-17
4.963623165809093e-05,0.7126785259946898,3.76,0.0,0.6335628153911641,0.9994911016257114,0.0004685771872867404,8.476763162721852e-18,1.321252448229382e-12,0.000846453259643161,0.0001481269090819907,1.362969639407755e-07,4.7980234158665295e-06,2.9078080590340525e-06,0.00017566352123720097,0.0002308951263542206,1.0512175959501653e-06,3.993502528267126e-08,3.3497128360457637e-08,8.35882241765088e-06,3.7210342509016894e-05,3.6127852044455826e-08,6.996536560997327e-06,2.9898864656845334e-06,7.756307513982478e-15,8.784886898428637e-11,4.430725389418347e-09,4.0117981822544696e-15,6.742223594340785e-10,9.902017957614245e-10,9.03554713077845e-17,1.3757827122465652e-13,1.5651609238055195e-16,4.546306196653589e-11,1.4481554360547633e-06,4.1923507433115806e-14,7.426514037990812e-12,4.84885320215965e-18,1.4218398238768189e-21,5.6006703846437294e-14,6.989212387873989e-17,3.7717503526953835e-12,1.5961431920612097e-17
5.050054047233083e-05,0.7126793310010258,3.76,0.0,0.6335306537207064,0.999477833640247,0.00048495315980592407,8.773080648398188e-18,1.3485908480289145e-12,0.0008635413729580308,0.00014830911772174913,1.3904815593305478e-07,4.8769693978761e-06,2.9480961566224263e-06,0.0001810619185509554,0.00023995061873635634,1.0672313324600815e-06,4.077130656562566e-08,3.495356123923817e-08,8.881419885516684e-06,3.9425431547271215e-05,3.798105271044944e-08,7.445687099304309e-06,2.9995482567862507e-06,8.241241580239937e-15,9.482561013974943e-11,4.868699664569778e-09,4.4771705009319335e-15,6.99781871379785e-10,1.0280836548831894e-09,9.381118732827385e-17,1.4474251836708801e-13,1.62501775533765e-16,4.7217689504360715e-11,1.5323848105924958e-06,4.6821115697645434e-14,8.19491244872041e-12,5.351008435930474e-18,1.5821257139207499e-21,6.016696602109547e-14,7.419923298676869e-17,4.304852651411702e-12,1.821745527832221e-17
5.1364849286570735e-05,0.7126801366712003,3.76,0.0,0.6334981273771987,0.9994643705438296,0.0005015970547612944,9.073772755825024e-18,1.3758898653103165e-12,0.0008805823887863599,0.00014845402148376508,1.4179167429725908e-07,4.95542998499506e-06,2.988313199393289e-06,0.0001865392072840741,0.00024917839630974817,1.083195613803471e-06,4.1600231308461884e-08,3.6442322505811395e-08,9.42647551814536e-06,4.172577685502683e-05,3.989298491407524e-08,7.915499058270164e-06,3.008225004196677e-06,8.747015664079457e-15,1.0221180146231249e-10,5.341112018810939e-09,4.9868440073750035e-15,7.257196405575988e-10,1.0665386384756733e-09,9.731910150722963e-17,1.5213427059391786e-13,1.6857785790701484e-16,4.8999856995170177e-11,1.61982988633643e-06,5.218848991586072e-14,9.02794767590978e-12,5.895451300641875e-18,1.7572451311851413e-21,6.454875375894455e-14,7.869578813909011e-17,4.901816041307658e-12,2.074373351168683e-17
5.222915810081064e-05,0.7126809427360287,3.76,0.0,0.633465238802265,0.9994507114268116,0.0005185072756354549,9.378777591078257e-18,1.4031420595460619e-12,0.0008975714073973912,0.00014856366000304933,1.4452672763934356e-07,5.033398464838519e-06,3.0284630465418617e-06,0.00019209540114870254,0.0002585770526774415,1.0991099196356591e-06,4.242154901792913e-08,3.7963150228562426e-08,9.99447789831481e-06,4.4112516226722245e-05,4.186408837943782e-08,8.406531771883008e-06,3.015963306582039e-06,9.27408316794586e-15,1.1002235486716877e-10,5.849960724327162e-09,5.544101878055702e-15,7.520245492338369e-10,1.1055502368487928e-09,1.0087770394145594e-16,1.5975484870384443e-13,1.7474172267569598e-16,5.080883957092364e-11,1.7105401791979115e-06,5.806075539293016e-14,9.929794203064109e-12,6.48491671366894e-18,1.94826709746342e-21,6.915853821086987e-14,8.33865802122242e-17,5.568908618593892e-12,2.3566792949260604e-17
5.309346691505054e-05,0.7126817489373626,3.76,0.0,0.6334319904463276,0.999436855461166,0.0005356822049432566,9.688020291301689e-18,1.4303401625349577e-12,0.0009145036934665798,0.00014864003045770267,1.4725255110105083e-07,5.110869084817182e-06,3.068549684908051e-06,0.0001977305199935182,0.00026814512472839023,1.1149738243947464e-06,4.323503787731666e-08,3.951576459586575e-08,1.0585911314956926e-05,4.658673313573694e-05,4.3894769301815064e-08,8.919346505488838e-06,3.0228092447681007e-06,9.822893510871211e-15,1.182723113728955e-10,6.397315658062233e-09,6.152397961900036e-15,7.78685369494377e-10,1.1451016990334862e-09,1.044854616435628e-16,1.6760541701534032e-13,1.809907151135268e-16,5.264390050632818e-11,1.804563882841882e-06,6.447488734439486e-14,1.090480978217476e-11,7.122259902706976e-18,2.1563146762493303e-21,7.400274358559619e-14,8.827642231256108e-17,6.3128738539890245e-12,2.6715171706073048e-17
5.3957775729290447e-05,0.7126825550282626,3.76,0.0,0.6333983847655229,0.999422801898844,0.0005531202074198971,1.0001437409424181e-17,1.4574772196219889e-12,0.0009313746781888538,0.00014868508612182293,1.4996840670226477e-07,5.18783702517615e-06,3.1085772195046277e-06,0.0002034445899926208,0.0002778810961166449,1.1307869950631107e-06,4.4040503795320184e-08,4.109986902097427e-08,1.12012554966328e-05,4.9149455895008146e-05,4.5985400731956156e-08,9.454506171507467e-06,3.028808311583415e-06,1.0393891881161148e-14,1.2697683071150714e-10,6.985318874275911e-09,6.815361487870957e-15,8.056908427889895e-10,1.1851761871039915e-09,1.081408335248313e-16,1.7568698453047275e-13,1.8732216664757698e-16,5.4504298080842034e-11,1.9019478518245919e-06,7.146976289554406e-14,1.1957538983788891e-11,7.810458752069185e-18,2.3825664927940987e-21,7.908773810584592e-14,9.337015127079077e-17,7.140955138219947e-12,3.0219523562183534e-17
5.482208454353035e-05,0.7126833607731387,3.76,0.0,0.633364424218719,0.9994085500700552,0.0005708196331155008,1.0318973809602386e-17,1.4845465159630253e-12,0.0009481799610256803,0.00014870073505121028,1.526735836240166e-07,5.26429837028166e-06,3.148549863610023e-06,0.00020923764381984184,0.00028778340070045866,1.1465491886647064e-06,4.483777989138279e-08,4.271515126900356e-08,1.1840985362062701e-05,5.180165694925792e-05,4.813632302771098e-08,1.0012575051197827e-05,3.034005346325875e-06,1.098751900489215e-14,1.3615118114698425e-10,7.616185126784748e-09,7.536801694123323e-15,8.330296003695097e-10,1.2257567240270268e-09,1.1184226733079088e-16,1.8400040863816184e-13,1.9373338665749853e-16,5.638928318924833e-11,2.0027375884306175e-06,7.908621257875066e-14,1.3092716661421868e-11,8.552616083662472e-18,2.6282579614580256e-21,8.441982891677227e-14,9.867262884429277e-17,8.060920867211791e-12,3.41127241245868e-17
5.5686393357770254e-05,0.7126841659478689,3.76,0.0,0.633330111264636,0.9993940993814775,0.0005887788203905938,1.0640552148176152e-17,1.5115414778604902e-12,0.0009649153110896016,0.00014868883890252282,1.5536739843281055e-07,5.340250078356151e-06,3.188471928408882e-06,0.00021510972080749293,0.000297850425934511,1.1622602495201333e-06,4.562672563776279e-08,4.4361284565252e-08,1.2505570787828008e-05,5.4544252297495516e-05,5.0347844373541634e-08,1.0594118522906984e-05,3.0384444738774946e-06,1.160421093034524e-14,1.458107295455758e-10,8.292202342113981e-09,8.320712300459086e-15,8.606902279769928e-10,1.2668261850553238e-09,1.1558819618125282e-16,1.9254639748257917e-13,2.0022166160695093e-16,5.829809913799075e-11,2.1069772326827716e-06,8.736707134310071e-14,1.4315271294187716e-11,9.351961867039777e-18,2.894682739728662e-21,9.000525587682682e-14,1.0418874041324126e-16,9.08109004664996e-12,3.8429979186567964e-17
5.655070217201016e-05,0.7126849703398905,3.76,0.0,0.6332954483590779,0.9993794493144038,0.000606996098807582,1.0966107459205255e-17,1.5384558711768133e-12,0.0009815766681713159,0.00014865121188588828,1.5804919524752672e-07,5.4156899498736225e-06,3.2283478121073605e-06,0.0002210608670887204,0.0003080805162082535,1.1779201062908701e-06,4.640722562533684e-08,4.6037928712517936e-08,1.3195476393372721e-05,5.737810104399875e-05,5.262024136117061e-08,1.1199702797204848e-05,3.0421690484677517e-06,1.2244398828511918e-14,1.559709317855422e-10,9.015732044903256e-09,9.17127609790911e-15,8.886613806987681e-10,1.3083674889463813e-09,1.1937705642364018e-16,2.013255116176963e-13,2.0678428465751332e-16,6.022999011498288e-11,2.21470955525134e-06,9.635722979030376e-14,1.5630328250473657e-11,1.0211855381627578e-17,3.183194281768913e-21,9.585018291746392e-14,1.0992339655501293e-16,1.0210358395047936e-11,4.320893519836299e-17
5.741501098625006e-05,0.7126857737482665,3.76,0.0,0.6332604379522803,0.9993645994228275,0.0006254697919140556,1.1295596249114287e-17,1.5652837474585315e-12,0.0009981601434158095,0.00014858961985035382,1.607183458494647e-07,5.490616594828927e-06,3.268181988909888e-06,0.0002270911357228379,0.00031847197612293684,1.1935287688474838e-06,4.717918892132211e-08,4.7744731226362956e-08,1.3911161343245658e-05,6.0304005075550945e-05,5.495375962246793e-08,1.1829894659295125e-05,3.0452216020696798e-06,1.290850880957815e-14,1.666473234791456e-10,9.789209737092607e-09,1.0092869510357908e-14,9.16931675725912e-10,1.3503635519875942e-09,1.2320728638338554e-16,2.10338168995593e-13,2.134185483952253e-16,6.218419904995512e-11,2.325975953845918e-06,1.0610368485204002e-13,1.7043212975267578e-11,1.1135787315615963e-17,3.495206980620069e-21,1.0196069440803542e-13,1.1588153542023002e-16,1.1458224924056063e-11,4.8489791756815387e-17
5.8279319800489966e-05,0.7126865759837258,3.76,0.0,0.6332250824863713,0.9993495493314748,0.000644198219914417,1.1628940056659832e-17,1.5920192491963477e-12,0.0010146620196550666,0.00014850577950096652,1.6337424973666492e-07,5.5650293990709124e-06,3.307978997876458e-06,0.00023320058680315642,0.0003290230737022007,1.209086324981423e-06,4.7942548178731055e-08,4.9481328441422535e-08,1.4653079166471301e-05,6.332270886230223e-05,5.734861451717342e-08,1.2485261219017454e-05,3.0476437973923814e-06,1.3596961755291808e-14,1.7785551099314233e-10,1.0615145232488625e-08,1.1090066946597828e-14,9.45489732608465e-10,1.3927972186900164e-09,1.270773168127325e-16,2.1958464851293938e-13,2.2012173479952697e-16,6.41599648092164e-11,2.4408164525640337e-06,1.166555897041027e-13,1.8559454035547324e-11,1.2127381781614778e-17,3.832197555075103e-21,1.0834279092779308e-13,1.2206812102557227e-16,1.2834818974471149e-11,5.431541602238284e-17
5.914362861472987e-05,0.7126873768686822,3.76,0.0,0.6331893843929589,0.9993342987337929,0.0006631797022269824,1.1966068443790547e-17,1.6186568687429634e-12,0.001031078751405997,0.00014840135774573366,1.6601633412452357e-07,5.638928489893099e-06,3.3477434314693103e-06,0.00023938928754694227,0.0003397320435311608,1.2245929369867139e-06,4.8697258162112635e-08,5.124734660452268e-08,1.5421677593035013e-05,6.643489937923845e-05,5.980499186887264e-08,1.3166369668715847e-05,3.0494763854099372e-06,1.431017316725082e-14,1.8961116285506626e-10,1.1496122948358243e-08,1.2167645250598701e-14,9.74324335001345e-10,1.43565148874194e-09,1.3098559097855098e-16,2.290650917703393e-13,2.268911501318518e-16,6.615653220042972e-11,2.5592697036541908e-06,1.2806430414945321e-13,2.0184786083058693e-11,1.3190398286269315e-17,4.195706660896574e-21,1.1500238095280495e-13,1.2848814437620055e-16,1.4350927686221947e-11,6.073145897509039e-17
6.000793742896977e-05,0.7126881762372257,3.76,0.0,0.6331533460908385,0.9993188473898913,0.0006824125599243718,1.230695518820169e-17,1.6451914535438063e-12,0.00104740696454348,0.0001482779711701817,1.6864405389382653e-07,5.712314701079578e-06,3.3874799242110346e-06,0.00024565731236733413,0.0003505970898178432,1.240048838147204e-06,4.944329500868589e-08,5.3042402980211734e-08,1.6217398407254498e-05,6.964120614489958e-05,6.232304873687323e-08,1.3873787049251619e-05,3.050759167353878e-06,1.5048553030839704e-14,2.0193000155400273e-10,1.2434802155832612e-08,1.3330588192721234e-14,1.0034242984442455e-09,1.478909496909023e-09,1.3493056740042793e-16,2.3877950912486555e-13,2.3372412152261537e-16,6.81731509120928e-11,2.6813729924507098e-06,1.403834444938453e-13,2.1925152765322012e-11,1.4328733647424777e-17,4.587339944722572e-21,1.2194527860501492e-13,1.3514662725514391e-16,1.6018023880552783e-11,6.778647341428482e-17
6.087224624320968e-05,0.7126889739350936,3.76,0.0,0.6331169699838237,0.9993031951244512,0.000701895118055616,1.2651523992259432e-17,1.6716178745942559e-12,0.0010636434556591543,0.00014813718563675535,1.7125689148762356e-07,5.785189537576903e-06,3.4271931415443114e-06,0.0002520047429271917,0.000361616389373443,1.255454329146651e-06,5.0180655412214775e-08,5.4866106923001225e-08,1.7040677317695988e-05,7.294220137366871e-05,6.49029142296683e-08,1.4608080024362821e-05,3.051530961081159e-06,1.5812505694480496e-14,2.1482779567631103e-10,1.343391719097061e-08,1.4584090713014297e-14,1.0327784684255422e-09,1.5225543639939467e-09,1.3891070277115649e-16,2.4872778444662905e-13,2.40617975078771e-16,7.020906933027018e-11,2.807162245049436e-06,1.5366893224531328e-13,2.3786709473519735e-11,1.5546423814225047e-17,5.008769332773799e-21,1.291772018358136e-13,1.420486201773432e-16,1.7848294332702662e-11,7.553203360875272e-17
6.173655505744958e-05,0.7126897698196197,3.76,0.0,0.633080258458705,0.999287341824603,0.000721625707848974,1.2999691342031703e-17,1.697931335133922e-12,0.0010797851911173476,0.00014798051600586494,1.7385435675958319e-07,5.857555139960708e-06,3.4668877685519456e-06,0.00025843166817490575,0.0003727880945083797,1.2708097744208054e-06,5.090935495492439e-08,5.671806091584481e-08,1.7891943843506015e-05,7.633840023765381e-05,6.754469035540014e-08,1.536981466352205e-05,3.0518295717081153e-06,1.6602429764183545e-14,2.2832035243911753e-10,1.4496277628331922e-08,1.5933563219460145e-14,1.062375941409857e-09,1.5665694515831117e-09,1.4292447281882277e-16,2.5890967655704736e-13,2.4757007473255804e-16,7.226354571517748e-11,2.9366720378365224e-06,1.6797904361059865e-13,2.5775825997139297e-11,1.6847645640561422e-17,5.461734732021099e-21,1.3670376431122564e-13,1.49199202346736e-16,1.9854668413531264e-11,8.402285651154291e-17
6.260086387168948e-05,0.7126905637596603,3.76,0.0,0.6330432138833314,0.9992712874377792,0.0007416026687950542,1.3351454018108987e-17,1.7241274961246255e-12,0.0010958293058206104,0.00014780942597498025,1.764359867754584e-07,5.929414248870419e-06,3.5065684989699504e-06,0.00026493818436238857,0.00038411033583920953,1.2861155984864668e-06,5.1629427280364014e-08,5.859786161309802e-08,1.8771621216819752e-05,7.983026123393516e-05,7.024845289139026e-08,1.6159556233465923e-05,3.051691766392508e-06,1.7418718013007244e-14,2.4242351067467265e-10,1.5624768418988088e-08,1.7384636007699266e-14,1.0922059160454564e-09,1.6109383959183068e-09,1.4697038191071073e-16,2.6932482605629476e-13,2.5457782677491045e-16,7.433584937812137e-11,3.069935609787128e-06,1.833744587163725e-13,2.7899089171506742e-11,1.8236718628982504e-17,5.948045002479102e-21,1.4453047427892642e-13,1.566034870812088e-16,2.2050847078802016e-11,9.33169244457851e-17
6.346517268592937e-05,0.7126913556354995,3.76,0.0,0.633005838604817,0.9992550319695473,0.0007618243506103533,1.3706745078978624e-17,1.750201964399563e-12,0.0011117731016977615,0.0001476253280318036,1.7900134556917076e-07,6.000770169555791e-06,3.5462400247071526e-06,0.0002715243950456056,0.0003955812250042543,1.3013722822627663e-06,5.234092346043037e-08,6.050510085118966e-08,1.9680126300678572e-05,8.34181866527261e-05,7.301425228182913e-08,1.6977868998498343e-05,3.051153253136795e-06,1.8261757304821835e-14,2.571531341773148e-10,1.6822349994955216e-08,1.894316341852357e-14,1.1222576255793861e-09,1.6556448613790274e-09,1.5104693743265457e-16,2.7997276142214024e-13,2.6163864371970853e-16,7.642525042928086e-11,3.2069848773273258e-06,1.9991830903178513e-13,3.0163305342540484e-11,1.971810656313033e-17,6.469579104530942e-21,1.5266273561705687e-13,1.6426661976483383e-16,2.4451332185210557e-11,1.0347560916946151e-16
6.432948150016927e-05,0.71269214533874,3.76,0.0,0.6329681349478727,0.9992385754814306,0.0007822891150817938,1.4065455660101683e-17,1.7761506160198264e-12,0.0011276140459277578,0.0001474295835172469,1.8155002385660957e-07,6.07162673667414e-06,3.585907025352129e-06,0.00027819041106800184,0.00040719885728699394,1.3165803593949495e-06,5.304391018650636e-08,6.243936660902935e-08,2.061786952223176e-05,8.710252314178271e-05,7.584211456412847e-08,1.7825316029604033e-05,3.0502486634665462e-06,1.913192853235494e-14,2.7252510543251884e-10,1.8092058342002026e-08,2.0615227980718806e-14,1.1525206298234865e-09,1.7006728048633387e-09,1.5515266882442802e-16,2.9085289968284826e-13,2.6874998430273076e-16,7.853103134073488e-11,3.3478504504500703e-06,2.1767622595854514e-13,3.2575502710596e-11,2.1296419084690355e-17,7.028287929108137e-21,1.6110583978219563e-13,1.7219377574296326e-16,2.7071456112696e-11,1.1456379724091132e-16
6.519379031440917e-05,0.7126929327721678,3.76,0.0,0.6329301052132582,0.999221918088717,0.0008029953377933374,1.4427609770599504e-17,1.8019699293968434e-12,0.0011433497689135247,0.00014722350279365053,1.84081638709248e-07,6.14198827948328e-06,3.6255741580664143e-06,0.0002849363505273365,0.00041896131414339346,1.3317404126137507e-06,5.3738468833483945e-08,6.440024396211527e-08,2.158525482084668e-05,9.08835623622425e-05,7.873204229783774e-08,1.870245902245112e-05,3.049011538833061e-06,2.0029606569099967e-14,2.8855531982779296e-10,1.9437005042814517e-08,2.240714475715637e-14,1.1829846662846958e-09,1.746006600493079e-09,1.5928614754742508e-16,3.0196455363509565e-13,2.7590937117229626e-16,8.065249184165614e-11,3.492561651102672e-06,2.367163896758221e-13,3.5142933736707126e-11,2.2976413278992355e-17,7.62619520963607e-21,1.6986496530793838e-13,1.8039016749241792e-16,2.9927411673092915e-11,1.2665001659666009e-16
6.605809912864907e-05,0.7126937178496046,3.76,0.0,0.6328917516763549,0.9992050599582668,0.0008239414097361974,1.4793163832301232e-17,1.827656255519195e-12,0.0011589780620201704,0.00014700834551342854,1.8659583318897534e-07,6.211859587542797e-06,3.6652460482712935e-06,0.00029176233872660584,0.00043086666563205454,1.346853070144788e-06,5.442469511489148e-08,6.638731600902437e-08,2.258267961034517e-05,9.476154173094448e-05,8.168401550769146e-08,1.9609858124302914e-05,3.0474743205875093e-06,2.0955160234164837e-14,3.0525968024651364e-10,2.0860377292535362e-08,2.432546544773083e-14,1.213639487285336e-09,1.791630682827105e-09,1.634459527813947e-16,3.133069395537907e-13,2.8311433900521616e-16,8.278893414932365e-11,3.641146534030003e-06,2.5710957527868117e-13,3.787307735495532e-11,2.4762995137705024e-17,8.265398468079524e-21,1.7894518219601048e-13,1.8886104329469841e-16,3.303628228580561e-11,1.398065642529655e-16
6.692240794288896e-05,0.7126945004957439,3.76,0.0,0.6328530765858588,0.9991880013063195,0.0008451257388045018,1.516196610289429e-17,1.8532060830510552e-12,0.0011744968750919164,0.00014678532098314227,1.8909227594750067e-07,6.28124587703009e-06,3.704927280416146e-06,0.0002986685081096455,0.00044291297274831663,1.3619190021680542e-06,5.51026971993238e-08,6.840016473737614e-08,2.3610534755046714e-05,9.873664524415106e-05,8.469799265101543e-08,2.054807176977152e-05,3.0456683433570553e-06,2.1908952270058173e-14,3.2265409200544634e-10,2.236543788864681e-08,2.6376982383957145e-14,1.244475231332552e-09,1.837529788586646e-09,1.6763068457444366e-16,3.248791766679229e-13,2.903624708600141e-16,8.493967357158517e-11,3.793631908282009e-06,2.7892920040389794e-13,4.077364100464236e-11,2.6661220940313615e-17,8.94807101716666e-21,1.8835144384622316e-13,1.9761168202239468e-16,3.641607240186991e-11,1.5410963506458485e-16
6.778671675712886e-05,0.7126952806459685,3.76,0.0,0.6328140821625837,0.9991707423963065,0.0008665467511786594,1.5534067378086432e-17,1.878616694476186e-12,0.0011899043137627817,0.00014655558861783718,1.915706607928936e-07,6.350152757785804e-06,3.744622389118813e-06,0.00030565499818212467,0.0004550982896594839,1.376938917357212e-06,5.577259461162939e-08,7.04383718703098e-08,2.466920455929378e-05,0.00010280900437752705,8.777391157246663e-08,2.1517656525408573e-05,3.043623831651024e-06,2.2891339333099287e-14,3.407544582827358e-10,2.3955525197153665e-08,2.8568732796113925e-14,1.2754823015708424e-09,1.8836892169614926e-09,1.7183899803970938e-16,3.3668029424606467e-13,2.9765143512681778e-16,8.710404885932648e-11,3.950043360383829e-06,3.0225137411039627e-13,4.385256282207836e-11,2.867629870002272e-17,9.676462854658705e-21,1.980885864591403e-13,2.0664740190123496e-16,4.008573815849378e-11,1.6963945146113308e-16
6.865102557136876e-05,0.7126960582461569,3.76,0.0,0.6327747705983817,0.9991532835366741,0.0008882028925990452,1.5909472091495932e-17,1.9038852015343376e-12,0.00120519863657614,0.00014632025848032698,1.9403070622438683e-07,6.4185862011690314e-06,3.78433585136652e-06,0.00031272195541884903,0.00046742066584065043,1.391913559514292e-06,5.643451826998671e-08,7.250151969115705e-08,2.5759066769484644e-05,0.00010697869905719568,9.091169045729334e-08,2.25191669430921e-05,3.0413698995309444e-06,2.3902671995147634e-14,3.5957667594554503e-10,2.5634053097040316e-08,3.0908002897291923e-14,1.3066510719256008e-09,1.9300943600354396e-09,1.7606956169657278e-16,3.4870924135635954e-13,3.04978918037119e-16,8.928140293295067e-11,4.110405279944806e-06,3.271549417973908e-13,4.711801365037507e-11,3.081358948620429e-17,1.0452901326926806e-20,2.0816133725547486e-13,2.1597356112437544e-16,4.4065218246972286e-11,1.8648039407635053e-16
6.951533438560865e-05,0.7126968332524739,3.76,0.0,0.6327351440551688,0.9991356250787182,0.0009100926295328079,1.6287963429167782e-17,1.9290086254375407e-12,0.001220378251927791,0.00014608039190004785,1.9647215493882802e-07,6.486552508797197e-06,3.824072078883623e-06,0.0003198695331581323,0.0004798781481142697,1.4068437042893445e-06,5.7088608615453686e-08,7.458919180502289e-08,2.6880492588176815e-05,0.00011124575869663237,9.411122880965138e-08,2.3553155422053225e-05,3.038934553163788e-06,2.4943294756659994e-14,3.791366316632052e-10,2.740451090491166e-08,3.340233174898819e-14,1.3379723395576519e-09,1.9767308714105224e-09,1.8032105895981126e-16,3.6096488477264785e-13,3.123426491452421e-16,9.147109048885008e-11,4.274740885408364e-06,3.537215317049513e-13,5.0578398758842034e-11,3.3078608611358174e-17,1.1279793345128914e-20,2.1857430643584759e-13,2.2559554842597363e-16,4.8375464977725446e-11,2.0472113321936085e-16
