Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36)
9.999999999999999e-10,0.6049222898655567,3.76,0.0,0.9743874682645464,0.9999999998936093,0.0,0.0,0.0,1.0638835934722348e-10,1.0638950338529147e-10,1.1440380680079092e-15
1.4155768e-09,0.6049222898655567,3.76,0.0,0.9743874682203334,0.9999999998493954,0.0,0.0,0.0,1.5060038261790193e-10,1.506025127495614e-10,2.1301316594806564e-15
1.887436e-09,0.6049222898655566,3.76,0.0,0.9743874681701326,0.999999999799193,0.0,0.0,0.0,2.0079976047035316e-10,2.0080337869383335e-10,3.61822348022594e-15
2.3592951999999996e-09,0.6049222898655564,3.76,0.0,0.9743874681199317,0.9999999997489902,0.0,0.0,0.0,2.5099872394363775e-10,2.510042446330222e-10,5.520689384509901e-15
3.3030135999999997e-09,0.604922289865556,3.76,0.0,0.97438746801953,0.9999999996485834,0.0,0.0,0.0,3.513953921171729e-10,3.514059764957541e-10,1.058437858120125e-14
5.1904504e-09,0.6049222898655544,3.76,0.0,0.9743874678187265,0.999999999447765,0.0,0.0,0.0,5.521837826112087e-10,5.522094401585777e-10,2.5657547368918184e-14
7.0778872e-09,0.6049222898655521,3.76,0.0,0.974387467617923,0.9999999992469398,0.0,0.0,0.0,7.529656514790264e-10,7.530129037372128e-10,4.725225818630539e-14
8.965324e-09,0.6049222898655491,3.76,0.0,0.9743874674171196,0.9999999990461084,0.0,0.0,0.0,9.537411079582536e-10,9.538163672308506e-10,7.525927259700775e-14
9.999999999999999e-09,0.6049222898655454,3.76,0.0,0.9743874673070408,0.9999999989360117,0.0,0.0,0.0,1.0638017460238455e-09,1.0638950328184794e-09,9.328679463405929e-14
1.0852760800000001e-08,0.6049222898655454,3.76,0.0,0.9743874672163161,0.9999999988452706,0.0,0.0,0.0,1.15451026221288e-09,1.1546198306386413e-09,1.0956842576127711e-13
1.4627634400000001e-08,0.6049222898655362,3.76,0.0,0.9743874668147091,0.9999999984435766,0.0,0.0,0.0,1.556030061167863e-09,1.5562267571935116e-09,1.966960256485062e-13
1.8402508e-08,0.6049222898655247,3.76,0.0,0.9743874664131021,0.9999999980418586,0.0,0.0,0.0,1.957525897628989e-09,1.957833683394967e-09,3.0778576597814223e-13
2.2177381600000003e-08,0.6049222898655104,3.76,0.0,0.9743874660114952,0.9999999976401175,0.0,0.0,0.0,2.3589986374857944e-09,2.3594406092357855e-09,4.4197174999129656e-13
2.7723649129268254e-08,0.6049222898654854,3.76,0.0,0.9743874654214305,0.9999999970498153,0.0,0.0,0.0,2.9488259000304307e-09,2.949505253994903e-09,6.793539644723013e-13
3.3269916658536504e-08,0.6049222898654555,3.76,0.0,0.9743874648313658,0.9999999964594677,0.0,0.0,0.0,3.5386074423339515e-09,3.539569897938128e-09,9.624556041767784e-13
3.8816184187804755e-08,0.6049222898654211,3.76,0.0,0.9743874642413012,0.9999999958690765,0.0,0.0,0.0,4.1283455689177595e-09,4.129634541043373e-09,1.288972125614284e-12
4.4362451717073005e-08,0.6049222898653822,3.76,0.0,0.9743874636512365,0.9999999952786441,0.0,0.0,0.0,4.7180424649557124e-09,4.71969918328865e-09,1.6567183329360694e-12
4.9908719246341256e-08,0.6049222898653392,3.76,0.0,0.9743874630611719,0.9999999946881727,0.0,0.0,0.0,5.3077002066692254e-09,5.309763824651908e-09,2.063617982682943e-12
6.100125430487776e-08,0.6049222898652419,3.76,0.0,0.9743874618810425,0.9999999935071199,0.0,0.0,0.0,6.48690605671022e-09,6.489893104644296e-09,2.9870479340746963e-12
7.209378936341426e-08,0.6049222898651304,3.76,0.0,0.9743874607009132,0.999999992325933,0.0,0.0,0.0,7.66597771566938e-09,7.67002238084419e-09,4.044665174805976e-12
8.318632442195076e-08,0.6049222898650061,3.76,0.0,0.9743874595207839,0.999999991144625,0.0,0.0,0.0,8.84492825883251e-09,8.850151653075148e-09,5.223394242636844e-12
9.427885948048726e-08,0.60492228986487,3.76,0.0,0.9743874583406545,0.9999999899632076,0.0,0.0,0.0,1.002376951526685e-08,1.003028092116085e-08,6.51140589399594e-12
9.999999999999998e-08,0.6049222898647237,3.76,0.0,0.9743874577319854,0.9999999893538349,0.0,0.0,0.0,1.0631735332444587e-08,1.0638950203670593e-08,7.214871226004056e-12
1.0537139453902376e-07,0.6049222898647237,3.76,0.0,0.9743874571605254,0.9999999887816918,0.0,0.0,0.0,1.1202512223196232e-08,1.121041018492509e-08,7.897961728855024e-12
1.1646392959756026e-07,0.6049222898645683,3.76,0.0,0.9743874559803962,0.9999999876000871,0.0,0.0,0.0,1.2381166080706426e-08,1.2390539444191688e-08,9.373363485255028e-12
1.2755646465609676e-07,0.6049222898644041,3.76,0.0,0.974387454800267,0.9999999864184023,0.0,0.0,0.0,1.35597397987387e-08,1.3570668698784402e-08,1.0928900045693428e-11
1.4297400021798956e-07,0.6049222898641635,3.76,0.0,0.9743874531600031,0.9999999847758579,0.0,0.0,0.0,1.519772312891253e-08,1.5210932584769108e-08,1.3209455856577929e-11
1.5839153577988236e-07,0.6049222898639102,3.76,0.0,0.9743874515197392,0.9999999831331924,0.0,0.0,0.0,1.6835585300665256e-08,1.6851196460911118e-08,1.5611160245864095e-11
1.7380907134177516e-07,0.6049222898636458,3.76,0.0,0.9743874498794752,0.9999999814904218,0.0,0.0,0.0,1.8473342513564456e-08,1.8491460326737498e-08,1.811781317303412e-11
1.8922660690366796e-07,0.6049222898633717,3.76,0.0,0.9743874482392115,0.9999999798475605,0.0,0.0,0.0,2.0111008780625888e-08,2.0131724181775252e-08,2.0715401149360544e-11
2.0464414246556076e-07,0.6049222898630894,3.76,0.0,0.9743874465989477,0.9999999782046203,0.0,0.0,0.0,2.1748596299721995e-08,2.1771988025551574e-08,2.3391725829576318e-11
2.2006167802745355e-07,0.6049222898628001,3.76,0.0,0.9743874449586839,0.9999999765616121,0.0,0.0,0.0,2.338611555635789e-08,2.3412251857593442e-08,2.6136301235547942e-11
2.3547921358934635e-07,0.6049222898625041,3.76,0.0,0.9743874433184201,0.9999999749185444,0.0,0.0,0.0,2.5023575698540415e-08,2.5052515677428106e-08,2.8939978887689465e-11
2.508967491512391e-07,0.6049222898622031,3.76,0.0,0.9743874416781563,0.9999999732754258,0.0,0.0,0.0,2.666098456488346e-08,2.669277948458254e-08,3.179491969908308e-11
2.663142847131319e-07,0.6049222898618971,3.76,0.0,0.9743874400378925,0.9999999716322626,0.0,0.0,0.0,2.829834905412104e-08,2.8333043278584114e-08,3.469422446307773e-11
2.8173182027502467e-07,0.6049222898615872,3.76,0.0,0.9743874383976286,0.9999999699890613,0.0,0.0,0.0,2.993567503449189e-08,2.997330705895977e-08,3.7632024467874534e-11
2.9714935583691744e-07,0.6049222898612737,3.76,0.0,0.9743874367573648,0.9999999683458263,0.0,0.0,0.0,3.1572967722291934e-08,3.1613570825237006e-08,4.060310294508257e-11
3.125668913988102e-07,0.6049222898609574,3.76,0.0,0.974387435117101,0.9999999667025625,0.0,0.0,0.0,3.3210231569397016e-08,3.325383457694304e-08,4.3603007546044806e-11
3.27984426960703e-07,0.6049222898606382,3.76,0.0,0.9743874334768374,0.9999999650592739,0.0,0.0,0.0,3.484747039565477e-08,3.489409831360497e-08,4.662791795021483e-11
3.4340196252259576e-07,0.6049222898603169,3.76,0.0,0.9743874318365737,0.9999999634159636,0.0,0.0,0.0,3.648468748134854e-08,3.653436203474973e-08,4.967455340118989e-11
3.5881949808448853e-07,0.6049222898599935,3.76,0.0,0.97438743019631,0.9999999617726345,0.0,0.0,0.0,3.81218857368234e-08,3.817462573990458e-08,5.274000308119541e-11
3.742370336463813e-07,0.6049222898596683,3.76,0.0,0.9743874285560463,0.9999999601292892,0.0,0.0,0.0,3.975906768069674e-08,3.9814889428596736e-08,5.582174790000988e-11
3.896545692082741e-07,0.6049222898593418,3.76,0.0,0.9743874269157826,0.9999999584859295,0.0,0.0,0.0,4.139623553681256e-08,4.145515310035368e-08,5.891756354112993e-11
4.0507210477016685e-07,0.6049222898590139,3.76,0.0,0.9743874252755189,0.9999999568425579,0.0,0.0,0.0,4.3033391167690045e-08,4.309541675470247e-08,6.20255870124311e-11
4.204896403320596e-07,0.6049222898586848,3.76,0.0,0.9743874236352552,0.9999999551991757,0.0,0.0,0.0,4.467053622325269e-08,4.473568039117055e-08,6.514416791787231e-11
4.359071758939524e-07,0.6049222898583551,3.76,0.0,0.9743874219949917,0.9999999535557844,0.0,0.0,0.0,4.630767209558613e-08,4.637594400928501e-08,6.827191369889e-11
4.5132471145584516e-07,0.6049222898580243,3.76,0.0,0.9743874203547281,0.9999999519123853,0.0,0.0,0.0,4.794480000399763e-08,4.801620760857302e-08,7.140760457538112e-11
4.6674224701773794e-07,0.6049222898576926,3.76,0.0,0.9743874187144645,0.9999999502689789,0.0,0.0,0.0,4.958192100134372e-08,4.9656471188561716e-08,7.455018721801508e-11
4.975773181415235e-07,0.6049222898570279,3.76,0.0,0.9743874154339375,0.9999999469821496,0.0,0.0,0.0,5.2856145865183676e-08,5.293699828875032e-08,8.085242356665852e-11
5.253288821529306e-07,0.6049222898564279,3.76,0.0,0.9743874124814632,0.9999999440239876,0.0,0.0,0.0,5.580293265565283e-08,5.588947260817389e-08,8.653995252106887e-11
5.530804461643376e-07,0.6049222898558266,3.76,0.0,0.9743874095289891,0.9999999410658147,0.0,0.0,0.0,5.874970807445194e-08,5.884194685771544e-08,9.223878326352465e-11
5.808320101757446e-07,0.6049222898552248,3.76,0.0,0.9743874065765148,0.9999999381076331,0.0,0.0,0.0,6.169647467689277e-08,6.179442103461776e-08,9.794635772499755e-11
6.085835741871516e-07,0.6049222898546219,3.76,0.0,0.9743874036240407,0.9999999351494447,0.0,0.0,0.0,6.464323449928231e-08,6.474689513612356e-08,1.0366063684126835e-10
6.363351381985586e-07,0.6049222898540184,3.76,0.0,0.9743874006715666,0.999999932191251,0.0,0.0,0.0,6.758998910861931e-08,6.769936915947568e-08,1.0938005085638117e-10
6.640867022099657e-07,0.6049222898534149,3.76,0.0,0.9743873977190927,0.9999999292330538,0.0,0.0,0.0,7.053673966188075e-08,7.065184310191683e-08,1.1510344003610745e-10
7.031692198969374e-07,0.604922289852564,3.76,0.0,0.9743873935611248,0.9999999250670206,0.0,0.0,0.0,7.468664219877993e-08,7.480981095818484e-08,1.2316875940491937e-10
7.422517375839092e-07,0.6049222898517128,3.76,0.0,0.9743873894031572,0.9999999209009833,0.0,0.0,0.0,7.8836540212514e-08,7.896777864081178e-08,1.312384282978362e-10
7.813342552708809e-07,0.6049222898508609,3.76,0.0,0.9743873852451898,0.9999999167349429,0.0,0.0,0.0,8.298643505874633e-08,8.312574614209652e-08,1.3931108335019908e-10
8.204167729578527e-07,0.6049222898500093,3.76,0.0,0.9743873810872223,0.9999999125689009,0.0,0.0,0.0,8.713632765009396e-08,8.728371345433777e-08,1.473858042438139e-10
8.594992906448244e-07,0.6049222898491574,3.76,0.0,0.9743873769292553,0.9999999084028577,0.0,0.0,0.0,9.128621864882636e-08,9.14416805698343e-08,1.554619210079132e-10
8.985818083317962e-07,0.6049222898483053,3.76,0.0,0.9743873727712884,0.9999999042368138,0.0,0.0,0.0,9.543610847055e-08,9.559964748088481e-08,1.6353901033482857e-10
9.531407540489336e-07,0.6049222898471157,3.76,0.0,0.9743873669667934,0.9999998984210421,0.0,0.0,0.0,1.0122932669353866e-07,1.014041424440276e-07,1.7481575048895888e-10
9.999999999999997e-07,0.6049222898459259,3.76,0.0,0.9743873619814655,0.9999998934260281,0.0,0.0,0.0,1.062049686776227e-07,1.0638947041634848e-07,1.8450173872579688e-10
1.007699699766071e-06,0.6049222898459259,3.76,0.0,0.9743873611622988,0.99999989260527,0.0,0.0,0.0,1.0702254364251831e-07,1.0720863697278695e-07,1.86093330268639e-10
1.0622586454832084e-06,0.6049222898447364,3.76,0.0,0.9743873553578047,0.9999998867894978,0.0,0.0,0.0,1.1281575966508142e-07,1.1301313104621149e-07,1.9737138113006146e-10
1.1168175912003458e-06,0.6049222898435466,3.76,0.0,0.9743873495533111,0.999999880973726,0.0,0.0,0.0,1.1860897492896172e-07,1.1881762464334988e-07,2.0864971438816658e-10
1.1713765369174831e-06,0.6049222898423567,3.76,0.0,0.9743873437488181,0.9999998751579543,0.0,0.0,0.0,1.2440218951254316e-07,1.2462211774325083e-07,2.199282307076862e-10
1.2259354826346205e-06,0.6049222898411669,3.76,0.0,0.9743873379443254,0.9999998693421831,0.0,0.0,0.0,1.3019540345985894e-07,1.3042661032496307e-07,2.312068651041332e-10
1.3350533740688953e-06,0.6049222898387874,3.76,0.0,0.974387326335342,0.9999998577106421,0.0,0.0,0.0,1.417818295121721e-07,1.4203559385001598e-07,2.5376433784387924e-10
1.44417126550317e-06,0.6049222898364078,3.76,0.0,0.9743873147263608,0.9999998460791034,0.0,0.0,0.0,1.5336825314585727e-07,1.5364457505089823e-07,2.763219050409666e-10
1.5532891569374449e-06,0.6049222898340283,3.76,0.0,0.9743873031173821,0.9999998344475671,0.0,0.0,0.0,1.6495467427407794e-07,1.652535537599995e-07,2.988794859215929e-10
1.6624070483717197e-06,0.6049222898316486,3.76,0.0,0.9743872915084061,0.9999998228160334,0.0,0.0,0.0,1.7654109274258088e-07,1.768625298097097e-07,3.214370671288477e-10
1.7715249398059945e-06,0.604922289829269,3.76,0.0,0.974387279899433,0.9999998111845028,0.0,0.0,0.0,1.881275083820343e-07,1.8847150303241883e-07,3.4399465038452153e-10
1.989760722674544e-06,0.6049222898245098,3.76,0.0,0.9743872566814958,0.9999997879214505,0.0,0.0,0.0,2.1130033021337954e-07,2.1168944002842208e-07,3.891098150425581e-10
2.2079965055430936e-06,0.6049222898197506,3.76,0.0,0.9743872334635721,0.9999997646584119,0.0,0.0,0.0,2.3447313864365455e-07,2.349073636057821e-07,4.342249621275724e-10
2.426232288411643e-06,0.6049222898149914,3.76,0.0,0.9743872102456633,0.9999997413953878,0.0,0.0,0.0,2.576459324082363e-07,2.5812527248984206e-07,4.793400816057598e-10
2.6444680712801927e-06,0.6049222898102321,3.76,0.0,0.9743871870277704,0.99999971813238,0.0,0.0,0.0,2.8081871019296917e-07,2.813431653618043e-07,5.244551688351365e-10
3.080939637017292e-06,0.6049222898007137,3.76,0.0,0.9743871405920377,0.999999671606417,0.0,0.0,0.0,3.271642129403934e-07,3.277788981778606e-07,6.146852374672169e-10
3.517411202754391e-06,0.6049222897911954,3.76,0.0,0.9743870941563844,0.9999996250805339,0.0,0.0,0.0,3.7350963632594677e-07,3.7421455147314033e-07,7.049151471936258e-10
3.9538827684914906e-06,0.6049222897816771,3.76,0.0,0.9743870477208217,0.9999995785547414,0.0,0.0,0.0,4.198549692300583e-07,4.2065011410773834e-07,7.951448776800794e-10
4.826825899965689e-06,0.6049222897626403,3.76,0.0,0.9743869548500118,0.9999994855034726,0.0,0.0,0.0,5.125453203172073e-07,5.135209240335473e-07,9.75603716340121e-10
5.699769031439887e-06,0.6049222897436038,3.76,0.0,0.9743868619796942,0.9999993924526971,0.0,0.0,0.0,6.05235180071158e-07,6.063912416569481e-07,1.1560615857900096e-09
7.445655294388284e-06,0.6049222897055311,3.76,0.0,0.9743866762408784,0.9999992063529691,0.0,0.0,0.0,7.9061308377277e-07,7.921300575230265e-07,1.516973750256759e-09
9.19154155733668e-06,0.604922289667459,3.76,0.0,0.9743864905050604,0.9999990202562449,0.0,0.0,0.0,9.759879952900466e-07,9.778658753272626e-07,1.8778800372159048e-09
9.999999999999997e-06,0.6049222896293874,3.76,0.0,0.9743864044985507,0.9999989340826145,0.0,0.0,0.0,1.0618273843066587e-06,1.0638723849733436e-06,2.0450006666848394e-09
1.0937427820285077e-05,0.6049222896293874,3.76,0.0,0.9743863047729269,0.9999988341632122,0.0,0.0,0.0,1.1613592297446047e-06,1.1635980088579346e-06,2.238779113329975e-09
1.4429200346181872e-05,0.6049222895532476,3.76,0.0,0.9743859333224577,0.9999984619909719,0.0,0.0,0.0,1.5320879277653134e-06,1.5350484780644488e-06,2.9605502991359066e-09
2.1412745397975458e-05,0.6049222894009834,3.76,0.0,0.974385190495922,0.9999977177210391,0.0,0.0,0.0,2.2734710662671887e-06,2.2778750137425422e-06,4.403947475354262e-09
2.8396290449769044e-05,0.6049222892487468,3.76,0.0,0.9743844478051714,0.9999969735871559,0.0,0.0,0.0,3.014718684305377e-06,3.0205657642813833e-06,5.847079976006363e-09
3.537983550156263e-05,0.6049222890965472,3.76,0.0,0.974383705294076,0.9999962296332779,0.0,0.0,0.0,3.7557869970465083e-06,3.763076859603583e-06,7.289862557073961e-09
4.2363380553356216e-05,0.6049222889443935,3.76,0.0,0.9743829630064641,0.9999954859033182,0.0,0.0,0.0,4.49663226170185e-06,4.505364471758443e-06,8.73221005659281e-09
4.93469256051498e-05,0.6049222887922948,3.76,0.0,0.9743822209861099,0.999994742441137,0.0,0.0,0.0,5.237210788346052e-06,5.247384825761764e-06,1.0174037415712638e-08
5.633047065694339e-05,0.6049222886402598,3.76,0.0,0.9743814792767334,0.9999939992905381,0.0,0.0,0.0,5.977478942612144e-06,5.989094202296087e-06,1.1615259683943716e-08
6.652876373669807e-05,0.6049222884183715,3.76,0.0,0.9743803967839786,0.9999929146943835,0.0,0.0,0.0,7.05786829711518e-06,7.071586956879135e-06,1.3718659763956838e-08
7.672705681645275e-05,0.604922288196666,3.76,0.0,0.9743793151830102,0.9999918309917494,0.0,0.0,0.0,8.137367600234566e-06,8.153187925482482e-06,1.5820325247914496e-08
