Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28)
1.5216873343623744e-06,0.691693779349958,3.76,0.0,0.6115132179554492,0.9999932817204905,3.838041790671604e-07,3.424104905782241e-21,6.780982372148181e-15,8.372158987682898e-06,6.378520029255111e-06,1.7240572771107295e-09,1.3433837318832573e-07,2.3603286810590297e-07,4.670647017288161e-07,5.7021991402305736e-08,6.274433267693394e-08,1.5442711687306398e-10,3.2276680599475345e-12,2.1666439370440097e-11,1.4958628790064062e-10,2.014816796914362e-12,3.0303924204078186e-11,1.8987612314142805e-08,1.0936950027471537e-20,1.2082289229963026e-17
1.5513915821975072e-06,0.6916937819854151,3.76,0.0,0.6115130399663476,0.9999931489483344,3.9820587005347543e-07,3.511818273253829e-21,6.924983470716386e-15,8.5477481773255e-06,6.5011634786341435e-06,1.760852866999007e-09,1.3590715745758992e-07,2.3706071767492884e-07,4.795049874782657e-07,5.9357875469260995e-08,6.320690583130552e-08,1.5792902290750027e-10,3.3707223041054134e-12,2.307869929423287e-11,1.5895105997128835e-10,2.1050344391677723e-12,3.2103914423048744e-11,1.969236100457696e-08,1.1650002528835329e-20,1.3064129356117888e-17
1.5810958300326399e-06,0.6916937846301278,3.76,0.0,0.6115128616940928,0.9999930161591292,4.12772946517943e-07,3.600000031254624e-21,7.069179112579112e-15,8.723570427600636e-06,6.623728891249993e-06,1.797698519019183e-09,1.374419354998297e-07,2.3807256198329721e-07,4.919989657079336e-07,6.17428018896671e-08,6.365662175515085e-08,1.614448082283323e-10,3.517095167636274e-12,2.4552770826887747e-11,1.6870865347328666e-10,2.1973816556042967e-12,3.397203962520594e-11,2.0408321389842338e-08,1.2394270843740904e-20,1.4103195515713375e-17
1.6108000778677726e-06,0.6916937872841128,3.76,0.0,0.611512683144358,0.999992883353305,4.2750188996718024e-07,3.688654030890473e-21,7.21356435570422e-15,8.899619963400892e-06,6.746216208845491e-06,1.834592948257514e-09,1.3894467540696425e-07,2.390697185087629e-07,5.045458307860364e-07,6.417685288554219e-08,6.409436976867008e-08,1.6497437130766636e-10,3.666794195022975e-12,2.6090070318362543e-11,1.7886766042491662e-10,2.2918657728484087e-12,3.5909522375712676e-11,2.1135411806093412e-08,1.3170470413949302e-20,1.5201549514540796e-17
1.6405043257029053e-06,0.6916937899473861,3.76,0.0,0.6115125043224519,0.99999275053125,4.4238938746251306e-07,3.777784130178864e-21,7.358134568852729e-15,9.07589137520112e-06,6.86862537923607e-06,1.871534950370612e-09,1.4041726644117663e-07,2.400533952540013e-07,5.171448434384124e-07,6.666010914528951e-08,6.452098356834798e-08,1.6851761698445326e-10,3.819826831356415e-12,2.7692017309886697e-11,1.8943669088524e-10,2.3884940704621804e-12,3.791758926989781e-11,2.1873551126516097e-08,1.3979318293511075e-20,1.6361286432955843e-17
1.670208573538038e-06,0.6916937926199633,3.76,0.0,0.6115123252333386,0.9999926176933148,4.574323231938939e-07,3.867394170781478e-21,7.502885414914221e-15,9.252379599214411e-06,6.990956355804857e-06,1.9085233972887114e-09,1.4186151867737426e-07,2.4102469984029403e-07,5.297953252352653e-07,6.919264992146053e-08,6.493724398834119e-08,1.7207445613775762e-10,3.976200438711304e-12,2.9360034495414175e-11,2.0042437281437212e-10,2.487273785036966e-12,3.999747101306527e-11,2.2622658758451235e-08,1.4821533129276528e-20,1.7584534987797308e-17
1.6999128213731708e-06,0.6916937953018584,3.76,0.0,0.6115121458816579,0.9999924848398157,4.726277700463052e-07,3.957487958436293e-21,7.647812834847184e-15,9.429079898297565e-06,7.113209097039696e-06,1.9455572330721073e-09,1.432791631969681e-07,2.4198464784655837e-07,5.424966535356642e-07,7.17745531231643e-08,6.53438817214191e-08,1.7564480537051594e-10,4.135922311032692e-12,3.109554768971957e-11,2.118393519651379e-10,2.5882121139620954e-12,4.215040248172286e-11,2.3382654640475516e-08,1.5697835144709272e-20,1.8873457895514328e-17
1.7296170692083035e-06,0.6916937979930851,3.76,0.0,0.6115119662717408,0.9999923519710362,4.879729812131041e-07,4.048069246765878e-21,7.792913032237312e-15,9.605987843617089e-06,7.235383566108658e-06,1.9826354699245214e-09,1.4467185275230058e-07,2.4293417045638914e-07,5.552482568517566e-07,7.44058954033303e-08,6.574157998361323e-08,1.792285867042112e-10,4.298999687627403e-12,3.289998580252268e-11,2.2369029180294582e-10,2.6913162188947537e-12,4.437762276828098e-11,2.4153459239445188e-08,1.6608946126791137e-20,2.023025223384267e-17
1.7593213170434362e-06,0.6916938006936565,3.76,0.0,0.6115117864076296,0.9999922190872308,5.034653819020884e-07,4.1391417239326185e-21,7.938182458480404e-15,9.783099297079618e-06,7.35747973047082e-06,2.0197571843655287e-09,1.4604116282992644e-07,2.438741214701712e-07,5.680496105980752e-07,7.708675224103611e-08,6.613097711031536e-08,1.8282572728475038e-10,4.465439765352571e-12,3.477478081806849e-11,2.359858734509587e-10,2.7965932289536912e-12,4.6680375211101084e-11,2.49349935475077e-08,1.7555589415712343e-20,2.1657149799718523e-17
1.789025564878569e-06,0.6916938034035852,3.76,0.0,0.6115116062930941,0.9999920861886276,5.191025611729784e-07,4.2307090017231035e-21,8.083617798591755e-15,9.960410394525483e-06,7.479497561519418e-06,2.0569215135628463e-09,1.4738859304855378e-07,2.448052837347093e-07,5.809002331941096e-07,7.98171980191088e-08,6.651266907416393e-08,1.864361590997294e-10,4.635249709590785e-12,3.6721367779628213e-11,2.4873479565785585e-10,2.9040502436583516e-12,4.9059907411620454e-11,2.5727179079085604e-08,1.8538489896974562e-20,2.315641746143448e-17
1.8187298127137017e-06,0.6916938061228827,3.76,0.0,0.6115114259316458,0.9999919532754297,5.348822639389136e-07,4.322774606831415e-21,8.229215957639868e-15,1.013791752967969e-05,7.601437034254686e-06,2.0941276518242353e-09,1.4871556883416825e-07,2.4572837503876076e-07,5.937996824907823e-07,8.259730609720985e-08,6.688721191717096e-08,1.900598187071753e-10,4.8084366640978764e-12,3.8741184778423025e-11,2.6194577478568304e-10,3.0136943356337326e-12,5.1517471240144814e-11,2.652993786783696e-08,1.9558373995770965e-20,2.473035750334953e-17
1.8484340605488344e-06,0.6916938088515605,3.76,0.0,0.6115112453265552,0.9999918203478182,5.508023831589286e-07,4.415341974099522e-21,8.374974047798695e-15,1.0315617338850677e-05,7.723298126983892e-06,2.1313748472478135e-09,1.5002344332115324e-07,2.4664405351896023e-07,6.067475524938387e-07,8.542714888060967e-08,6.725512409152031e-08,1.9369664697577263e-10,4.985007759805846e-12,4.083567294650802e-11,2.756275448154766e-10,3.125532553099934e-12,5.4054322831770364e-11,2.7343192463596048e-08,2.0615969673421413e-20,2.6381307961762546e-17
1.8781383083839671e-06,0.6916938115896297,3.76,0.0,0.611511064480866,0.999991687405953,5.668609522431327e-07,4.5084144414116436e-21,8.52088937600951e-15,1.0493506686363684e-05,7.845080821046314e-06,2.1686623985286837e-09,1.5131349943416247e-07,2.4755292261684235e-07,6.197434703594468e-07,8.830679788485641e-08,6.761688870530884e-08,1.9734658883650546e-10,5.164970122659808e-12,4.3006276453188067e-11,2.897888573685391e-10,3.239571922163887e-12,5.667172257376771e-11,2.8166865929297962e-08,2.1712006425497225e-20,2.811164295083809e-17
1.9078425562191e-06,0.6916938143371006,3.76,0.0,0.6115108833974077,0.9999915544499756,5.830561376876407e-07,4.601995245996933e-21,8.666959432240595e-15,1.0671582650712672e-05,7.966785100561082e-06,2.2059896519190727e-09,1.525869521109664e-07,2.484555356241918e-07,6.327870936394254e-07,9.123632379653805e-08,6.797295567105231e-08,2.0100959304558595e-10,5.348330880564297e-12,4.525444250457049e-11,3.044384817414213e-10,3.3558194489295417e-12,5.937093508563468e-11,2.9000881837889976e-08,2.2847215281561802e-20,2.992377297772225e-17
1.9375468040542326e-06,0.6916938170939833,3.76,0.0,0.6115107020788096,0.99999142148001,5.993862319523114e-07,4.6960875219773906e-21,8.813181878330973e-15,1.0849842511412446e-05,8.088410952196005e-06,2.243355998338582e-09,1.5384495063137983e-07,2.493523998508344e-07,6.458781077553995e-07,9.421579653033382e-08,6.832374375599353e-08,2.0468561195848625e-10,5.5350971695105505e-12,4.7581621345891335e-11,3.195852049528358e-10,3.4742821214416088e-12,6.21532291929092e-11,2.9845164269232936e-08,2.4022328806401888e-20,3.182014524620923e-17
1.996955299724498e-06,0.6916938226360215,3.76,0.0,0.611510338745783,0.9999911554985321,6.32444906292873e-07,4.885818491653895e-21,9.10607538520408e-15,1.120690397252659e-05,8.331427330030601e-06,2.31820374131684e-09,1.5631886862238852e-07,2.511307031151625e-07,6.722011763057422e-07,1.0032485857295649e-07,6.901101399722723e-08,2.1207652006432135e-10,5.9188749557544134e-12,5.2478833611275514e-11,3.514051849587663e-10,3.7178807757225875e-12,6.79721583175919e-11,3.156422753552881e-08,2.6495207815681043e-20,3.5875590516275605e-17
2.050422945827737e-06,0.6916938276561367,3.76,0.0,0.6115100109645829,0.9999909160683013,6.626443133319183e-07,5.05835488153796e-21,9.370180415061983e-15,1.1528864610634765e-05,8.549873758051157e-06,2.3856951185387076e-09,1.585028126980039e-07,2.5271579140515966e-07,6.960513516758987e-07,1.0599451994241867e-07,6.961513368232032e-08,2.187724360053087e-10,6.27599381081687e-12,5.7171159690736264e-11,3.8183176144113784e-10,3.9447651573961385e-12,7.35061473471775e-11,3.314574462099694e-08,2.886465352084504e-20,3.983891146188754e-17
2.103890591930976e-06,0.6916938327068858,3.76,0.0,0.6115096824545113,0.9999906765940276,6.932593283742033e-07,5.2325924037903e-21,9.634749618975324e-15,1.1851386702631583e-05,8.768065968261864e-06,2.453305451178834e-09,1.6065181566685868e-07,2.542884136183087e-07,7.200512294556476e-07,1.1182706636237852e-07,7.020743498153825e-08,2.2550992150882729e-10,6.644258436746715e-12,6.21421810436193e-11,4.140064108102547e-10,4.178934638921413e-12,7.93292420063721e-11,3.4759367370154564e-08,3.137485372646997e-20,4.411494297002191e-17
2.1573582380342153e-06,0.6916938377883148,3.76,0.0,0.6115093532251487,0.9999904370759745,7.242837034149894e-07,5.408545617930809e-21,9.899774303916373e-15,1.2174460155796199e-05,8.986003950884958e-06,2.5210324725574034e-09,1.627705288707515e-07,2.5585030180972314e-07,7.441997185108857e-07,1.1782288398552211e-07,7.078946900318553e-08,2.3228880290224526e-10,7.023711304596279e-12,6.740046644888272e-11,4.4798102904125117e-10,4.4204295281260756e-12,8.5448989200084e-11,3.64046709358879e-08,3.403013679346336e-20,4.871931963657472e-17
2.2108258841374543e-06,0.6916938429004684,3.76,0.0,0.6115090232847983,0.9999901975143105,7.557120348910394e-07,5.586228071107868e-21,1.0165246874818358e-14,1.2498076157756435e-05,9.203687710042169e-06,2.588874201714644e-09,1.6486310947548524e-07,2.574029372038798e-07,7.684958797741354e-07,1.2398235432352973e-07,7.136259057264833e-08,2.391089298283036e-10,7.414395242484537e-12,7.295461741285881e-11,4.838077044708301e-10,4.669290054479694e-12,9.18729766684859e-11,3.808123554428114e-08,3.683484761395883e-20,5.3668081344374375e-17
2.2642935302406934e-06,0.6916938480433883,3.76,0.0,0.6115086926406366,0.9999899579091246,7.875396729388921e-07,5.765652338332391e-21,1.0431160707341454e-14,1.2822227027407858e-05,9.421117261733249e-06,2.656828910369871e-09,1.6693326389525057e-07,2.5894758667757374e-07,7.929389041421134e-07,1.3030585484503692e-07,7.192798171101833e-08,2.459701726089711e-10,7.81635346352166e-12,7.881326845407374e-11,5.21538719620942e-10,4.925556387154029e-12,9.860883207846795e-11,3.9788646436150565e-08,3.979334775515021e-20,5.897767702373213e-17
2.3177611763439325e-06,0.6916938532171144,3.76,0.0,0.6115083612988441,0.9999897182604366,8.197626389121601e-07,5.946830097867898e-21,1.0697510034083109e-14,1.3146906081706258e-05,9.638292632109205e-06,2.7248950933601113e-09,1.6898428901300644e-07,2.604853339314809e-07,8.175280935923511e-07,1.3679375950299987e-07,7.248667256418588e-08,2.528724198688762e-10,8.229629581989646e-12,8.498508740526641e-11,5.612265530568197e-10,5.189268651206937e-12,1.056642221185718e-10,4.152649380886347e-08,4.291001561176176e-20,6.466496809756697e-17
2.3712288224471716e-06,0.6916938584216845,3.76,0.0,0.6115080292647243,0.9999894785682086,8.523775504790915e-07,6.1297721958224086e-21,1.096428984279811e-14,1.3472107516621273e-05,9.855213855995958e-06,2.7930714421888208e-09,1.710191110725983e-07,2.6201710614764493e-07,8.422628450354886e-07,1.4344643920006013e-07,7.303956005678585e-08,2.598155764049398e-10,8.65426762051357e-12,9.147877572473727e-11,6.029238812480105e-10,5.460466941766664e-12,1.1304685161335118e-10,4.329437275848706e-08,4.6189246563328404e-20,7.07472316263815e-17
2.4246964685504106e-06,0.6916938636571354,3.76,0.0,0.6115076965428106,0.9999892388323519,8.853815540507818e-07,6.3144887000529346e-21,1.123149578595498e-14,1.37978263014411e-05,1.0071880975642963e-05,2.8613568215117913e-09,1.7304032206316195e-07,2.635436965909605e-07,8.671426366254865e-07,1.5026426219632797e-07,7.358742439574234e-08,2.667995612892879e-10,9.09031201045256e-12,9.83030688118713e-11,6.466835804144727e-10,5.739191336615756e-12,1.2076446266619047e-10,4.509188322231716e-08,4.963545313362949e-20,7.724216320036723e-17
2.4781641146536497e-06,0.6916938689235016,3.76,0.0,0.611507363136957,0.9999889990527355,9.187722639423529e-07,6.5009889612919096e-21,1.1499124100317942e-14,1.4124058084862013e-05,1.0288294039654462e-05,2.9297502482229214e-09,1.750502134451913e-07,2.650657839183797e-07,8.921670160647197e-07,1.5724759446759222e-07,7.413094366511013e-08,2.7382430617271757e-10,9.5378075880453e-12,1.0546673632096501e-10,6.925587283372857e-10,6.025481907300633e-12,1.2882483383992994e-10,4.6918629921834336e-08,5.325306514915728e-20,8.416787961136765e-17
2.5316317607568888e-06,0.6916938742208165,3.76,0.0,0.611507029050424,0.999988759229192,9.525477077580053e-07,6.6892816795351565e-21,1.1767171535529507e-14,1.4450799111641564e-05,1.0504453102073163e-05,2.998250872875597e-09,1.7705080717204484e-07,2.665839487370509e-07,9.173355905758587e-07,1.6439680001997836e-07,7.467070670890534e-08,2.808897537699641e-10,9.996799586899052e-12,1.1297858246995085e-10,7.40602606116774e-10,6.319378729119631e-12,1.3723577938306265e-10,4.877422230612658e-08,5.704652989509455e-20,9.154292135111413e-17
2.585099406860128e-06,0.6916938795491123,3.76,0.0,0.6115066942859504,0.9999885193615218,9.867062774523895e-07,6.879374958296706e-21,1.2035635290740007e-14,1.4778046148686086e-05,1.072035822159376e-05,3.06685796319319e-09,1.790438840925541e-07,2.680986878217918e-07,9.426480182917796e-07,1.7171224116624077e-07,7.52072244925466e-08,2.879958565134675e-10,1.0467333627361032e-11,1.2084744634181475e-10,7.908686998678515e-10,6.6209218901143e-12,1.460051485051114e-10,5.06582744958047e-08,6.102031226767587e-20,9.938625496702814e-17
2.638567052963367e-06,0.6916938849084205,3.76,0.0,0.611506358845819,0.9999882794494995,1.021246685593003e-06,7.07127635489922e-21,1.2304512958520956e-14,1.5105796419672233e-05,1.0936009460890398e-05,3.1355708894710984e-09,1.8103100986847853e-07,2.6961042627521456e-07,9.681040008918139e-07,1.7919427876764702e-07,7.574094009759921e-08,2.951425753578895e-10,1.0949455703432597e-11,1.2908220217698033e-10,8.434107023460318e-10,6.930151499210011e-12,1.5514082470307364e-10,5.257040522742933e-08,6.517889492183311e-20,1.0771727530854559e-16
2.692034699066606e-06,0.6916938902987707,3.76,0.0,0.6115060227319148,0.9999880394928762,1.0561679263670645e-06,7.264992935233972e-21,1.2573802475332356e-14,1.5434047547341727e-05,1.1151406886043052e-05,3.2043891116813884e-09,1.8301355853937625e-07,2.711195279032115e-07,9.937032773190714e-07,1.868432724452329e-07,7.627223749391127e-08,3.023298787180471e-10,1.1443212168225368e-11,1.3769175965516187e-10,8.982825145009776e-10,7.247107693585137e-12,1.6465072513890673e-10,5.451023779846692e-08,6.952677841359632e-20,1.1655580768971178e-16
2.745502345169845e-06,0.6916938957201918,3.76,0.0,0.6115056859457744,0.9999877994913838,1.0914692409009498e-06,7.460531323622941e-21,1.2843502077848523e-14,1.5762797502648595e-05,1.1366550566047999e-05,3.273312168099962e-09,1.849927338563035e-07,2.7262630407244473e-07,1.019445618417237e-06,1.9465958076405123e-07,7.680144922369465e-08,3.0955774152907317e-10,1.1948649718659942e-11,1.4668506416561733e-10,9.555382469552671e-10,7.571830645375656e-12,1.7454280006772923e-10,5.647740001278973e-08,7.406848133675874e-20,1.2592210999488993e-16
2.798969991273084e-06,0.6916939011727121,3.76,0.0,0.6115053484886311,0.9999875594447368,1.1271500864728604e-06,7.657897743452051e-21,1.3113610264483646e-14,1.609204455998236e-05,1.1581440572399036e-05,3.3423396652856183e-09,1.8696958851746047e-07,2.741310212905233e-07,1.0453308223409866e-06,2.0264356139379e-07,7.732886312504154e-08,3.168261444170507e-10,1.2465815379782134e-11,1.5607109706532353e-10,1.015232221407686e-09,7.904360567794372e-12,1.848250323155689e-10,5.8471524126732656e-08,7.880854045323836e-20,1.3583687475085968e-16
2.8524376373763232e-06,0.6916939066563583,3.76,0.0,0.6115050103614551,0.9999873193526361,1.1632101092258275e-06,7.857098056869546e-21,1.3384125761529618e-14,1.6421787257776744e-05,1.1796076978728806e-05,3.4114712692587193e-09,1.8894504145789404e-07,2.756339077004008e-07,1.0713587106239695e-06,2.1079557124867049e-07,7.785472820963388e-08,3.2413507296590907e-10,1.2994756488906934e-11,1.6585887592495115e-10,1.0774189719615202e-09,8.244737720731814e-12,1.9550543680496764e-10,6.049224679571539e-08,8.375151081732553e-20,1.4632123118594566e-16
2.9059052834795623e-06,0.6916939121711574,3.76,0.0,0.6115046715649863,0.9999870792147698,1.1996491200206051e-06,8.058137804388157e-21,1.3655047493390339e-14,1.6752024363898684e-05,1.20104598605019e-05,3.480706697745534e-09,1.9091989335398047e-07,2.7713515863953e-07,1.097529124813158e-06,2.19115966609099e-07,7.837925979548938e-08,3.3148451706961745e-10,1.3535520679845932e-11,1.7605745476268997e-10,1.142153246379663e-09,8.593002415888156e-12,2.065920601261404e-10,6.253920902143551e-08,8.890196589399102e-20,1.5739674729196187e-16
2.9593729295828014e-06,0.6916939177171345,3.76,0.0,0.6115043320997662,0.9999868390308154,1.236467073102428e-06,8.261022238451266e-21,1.3926374556454722e-14,1.7082754845281418e-05,1.2224589294752696e-05,3.5500457133694233e-09,1.9289484049669378e-07,2.7863494139134916e-07,1.1238419235922857e-06,2.276051032272334e-07,7.890264398306815e-08,3.3887447036207013e-10,1.4088155867485493e-11,1.8667592426607755e-10,1.2094900072690276e-09,8.949195021483413e-12,2.180929801511459e-10,6.461205609963633e-08,9.426449767088496e-20,1.6908543190149055e-16
3.0128405756860405e-06,0.6916939232943144,3.76,0.0,0.6115039919661631,0.9999865988004416,1.2736640472847734e-06,8.465756352529293e-21,1.4198106196193248e-14,1.7413977841315085e-05,1.2438465359861437e-05,3.6194881176810134e-09,1.9487048717565927e-07,2.8013339924490746e-07,1.1502969803242115e-06,2.362633364184236e-07,7.942504155361651e-08,3.4630492971602054e-10,1.4652710232907752e-11,1.9772341200213996e-10,1.2794844331972749e-09,9.313355966587802e-12,2.300163056883853e-10,6.671043756845198e-08,9.984371676443041e-20,1.814097367906065e-16
3.0663082217892795e-06,0.6916939289027215,3.76,0.0,0.6115036511643969,0.9999863585233091,1.3112402293781568e-06,8.67234490984946e-21,1.4470241787100598e-14,1.7745692640553054e-05,1.2652088135362886e-05,3.6890337459293408e-09,1.968473567069901e-07,2.816306549661054e-07,1.1768941809495383e-06,2.4509102114029865e-07,7.994659136085092e-08,3.5377589480208174e-10,1.5229232209148367e-11,2.0920908261629817e-10,1.352191919745129e-09,9.685525745107016e-12,2.423701761747172e-10,6.883400715733148e-08,1.0564425252053928e-19,1.943925588156443e-16
3.1197758678925186e-06,0.6916939345423792,3.76,0.0,0.6115033096945575,0.9999861181990726,1.3491958996153112e-06,8.880792469540871e-21,1.474278081514574e-14,1.807789866033757e-05,1.2865457701782706e-05,3.7586824624859585e-09,1.9882590123247163e-07,2.8312681376824115e-07,1.2036334221883608e-06,2.540885120610647e-07,8.04674132796212e-08,3.612873677011791e-10,1.581777046764159e-11,2.211421380205763e-10,1.4276680804978232e-09,1.006574491944873e-11,2.5516276140244323e-10,7.098242273654134e-08,1.116707531096359e-19,2.0805724209065478e-16
3.1732435139957577e-06,0.6916939402133101,3.76,0.0,0.6115029675566235,0.9999858778273801,1.3875314188478263e-06,9.091103408283998e-21,1.5015722862429855e-14,1.841059542899487e-05,1.3078574140497458e-05,3.82843415684408e-09,2.008065104117616e-07,2.846219658540281e-07,1.2305146100014418e-06,2.6325616361837216e-07,8.098761076762985e-08,3.688393525649564e-10,1.64183739053987e-11,2.3353181757167463e-10,1.505968747979336e-09,1.0454054123893628e-11,2.6840226127844363e-10,7.315534626724615e-08,1.1792788561647392e-19,2.2242758020994235e-16
3.2267111600989968e-06,0.6916939459155361,3.76,0.0,0.6115026247504785,0.9999856374078749,1.4262472173126166e-06,9.303281940219722e-21,1.5289067593787652e-14,1.874378257029101e-05,1.3291437533615057e-05,3.898288740124029e-09,2.0278951912071266e-07,2.861161885895807e-07,1.25753765827418e-06,2.725943300699355e-07,8.150727308920868e-08,3.764318553181162e-10,1.703109163295712e-11,2.4638739823948127e-10,1.5871499745331087e-09,1.0850494067693646e-11,2.820969056128175e-10,7.535244375216477e-08,1.2442033612554936e-19,2.3752781851799806e-16
3.280178806202236e-06,0.6916939516490794,3.76,0.0,0.6115022812759224,0.999985396940197,1.4653437847880377e-06,9.517332136102813e-21,1.55628147450979e-14,1.9077459789875245e-05,1.3504047963872562e-05,3.968246142024002e-09,2.047752142588288e-07,2.876095483628694e-07,1.284702487691577e-06,2.8210336553694726e-07,8.202647724406984e-08,3.840648833973617e-10,1.7655972963111007e-11,2.5971819476661195e-10,1.67126803315286e-09,1.1255105537919481e-11,2.9625495393451065e-10,7.757338518679965e-08,1.3115280980167053e-19,2.533826564277848e-16
3.333646452305475e-06,0.6916939574139601,3.76,0.0,0.6115019371326861,0.9999851564239813,1.50482166197827e-06,9.733257939708735e-21,1.583696411309455e-14,1.941162686346746e-05,1.3716405514548951e-05,4.038306308161894e-09,2.0676384075937368e-07,2.891021021726591e-07,1.3120090247763387e-06,2.917836240412103e-07,8.254528963886019e-08,3.917384455229981e-10,1.8293067400409363e-11,2.7353355981957746e-10,1.7583794182670374e-09,1.1667929402076224e-11,3.1088469533154877e-10,7.981784451123612e-08,1.3813003096607908e-19,2.7001724978751997e-16
3.387114098408714e-06,0.6916939632101994,3.76,0.0,0.6115015923204392,0.9999849158588608,1.544681432981375e-06,9.951063181738226e-21,1.611151554649316e-14,1.974628362657388e-05,1.3928510269390561e-05,4.1084691977599644e-09,2.0875560688754084e-07,2.905938989875368e-07,1.339457201066128e-06,3.016354595368007e-07,8.306376753489818e-08,3.9945255149944403e-10,1.8942424631397535e-11,2.878428841321635e-10,1.8485408464802954e-09,1.208900661050282e-11,3.259944483136323e-10,8.208549956250763e-08,1.453567431692173e-19,2.8745721329541525e-16
3.440581744511953e-06,0.6916939690378163,3.76,0.0,0.6115012468388,0.9999846752444653,1.5849237187118225e-06,1.0170751592965217e-20,1.6386468938269077e-14,2.0081429965540446e-05,1.414036231254737e-05,4.178734781629744e-09,2.107506889048089e-07,2.9208498090848034e-07,1.3670469524097222e-06,3.116592259369728e-07,8.358196030138856e-08,4.072072120408126e-10,1.960409451557649e-11,3.026555966415902e-10,1.941809257275266e-09,1.2518378198569402e-11,3.415925606949847e-10,8.437603202752347e-08,1.5283770925954895e-19,3.057286229610376e-16
3.494049390615192e-06,0.6916939748968306,3.76,0.0,0.611500900687344,0.9999844345804215,1.6255491711626546e-06,1.0392326816238296e-20,1.66618242189435e-14,2.0417065809776358e-05,1.43519617285186e-05,4.249103040419745e-09,2.1274923517042253e-07,2.9357538416318857e-07,1.3947782183649797e-06,3.218552771369243e-07,8.409991049966858e-08,4.1500243861845656e-10,2.0278127077050635e-11,3.179811646179906e-10,2.038241813677712e-09,1.2956085288686302e-11,3.5768740949549016e-10,8.668912739655392e-08,1.6057771144858942e-19,3.2485801861120685e-16
3.547517036718431e-06,0.6916939807872609,3.76,0.0,0.611500553865609,0.9999841938663556,1.6665584684055439e-06,1.0615792416495513e-20,1.6937581350751074e-14,2.0753191125000777e-05,1.4563308602106276e-05,4.319573963093015e-09,2.1475136974381664e-07,2.9506513995630846e-07,1.4226509416840178e-06,3.322239670329643e-07,8.461765482072754e-08,4.2283824332803777e-10,2.0964572496827976e-11,3.338290937877207e-10,2.1378959028879437e-09,1.3402169092138592e-11,3.74287400858313e-10,8.9024474917268e-08,1.6858155137357404e-19,3.4487240643785434e-16
3.6009846828216703e-06,0.6916939867091251,3.76,0.0,0.6115002063731017,0.9999839531018909,1.7079523102387005e-06,1.084115188964447e-20,1.7213740322577624e-14,2.1089805907383085e-05,1.4774403018375587e-05,4.390147545605572e-09,2.1675719554511041e-07,2.9655427519640284e-07,1.4506650678729676e-06,3.4276564953855306e-07,8.513522489539362e-08,4.3071463877368287e-10,2.1663481105731834e-11,3.5020892845098944e-10,2.240829136881206e-09,1.3856670910758802e-11,3.914009699823358e-10,9.138176754931956e-08,1.7685405015702852e-19,3.657992615850734e-16
3.6544523289249094e-06,0.6916939926624409,3.76,0.0,0.6114998582093035,0.9999837122866493,1.7497314144029016e-06,1.1068408670916469e-20,1.7490301145570105e-14,2.1426910178462985e-05,1.4985245062621047e-05,4.460823789760152e-09,2.1876679712481464e-07,2.980428131176107e-07,1.478820544815459e-06,3.534806785976327e-07,8.565264799412794e-08,4.386316379669302e-10,2.237490337788296e-11,3.6713025159426446e-10,2.347099352979535e-09,1.4319632138449272e-11,4.090365810678952e-10,9.376070191947556e-08,1.8540004846300767e-19,3.876665307725245e-16
3.7613876211313875e-06,0.6916940046634963,3.76,0.0,0.6114991598656528,0.9999832305023172,1.83444835219239e-06,1.1528627631182152e-20,1.80446284798949e-14,2.2102587375378028e-05,1.5406172377206772e-05,4.6024842939422116e-09,2.2279758746688185e-07,3.010181744911497e-07,1.5355553526119843e-06,3.754321923632598e-07,8.668714388198697e-08,4.545875011939091e-10,2.38354914918291e-11,4.026358893290294e-10,2.5698832107152133e-09,1.5271098864335627e-11,4.459079307087395e-10,9.858230045259884e-08,2.0333200432746127e-19,4.3433647191445327e-16
3.8576293841172175e-06,0.691694015572178,3.76,0.0,0.611498529054957,0.9999827967189456,1.9120186540369296e-06,1.1949346940966438e-20,1.85448978555704e-14,2.271237149627417e-05,1.578414470745032e-05,4.730329955980392e-09,2.2643876338268614e-07,3.0369413195334193e-07,1.587099614629839e-06,3.95784951700767e-07,8.76178914623184e-08,4.690867789176649e-10,2.519332661366533e-11,4.36539786202716e-10,2.782386018134832e-09,1.6156767290522042e-11,4.809630342522453e-10,1.0299278396267815e-07,2.2045509649963426e-19,4.798457459492994e-16
3.950949594386989e-06,0.6916940262472624,3.76,0.0,0.6114979153080333,0.9999823759409296,1.9884372950389586e-06,1.2363213760918736e-20,1.9031224964979996e-14,2.330516026162922e-05,1.6149863601537488e-05,4.854612508801134e-09,2.2998175812938886e-07,3.0628723971668163e-07,1.6375158164334574e-06,4.1606144084304233e-07,8.85201976388139e-08,4.832717396700114e-10,2.6549411946857818e-11,4.712332905313716e-10,2.999627996969327e-09,1.7042339621168428e-11,5.166956467654896e-10,1.0733200598223139e-07,2.3797705796079905e-19,5.273172865559135e-16
