Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121)
4.049195911035918e-08,0.8027515501545817,3.76,0.0,0.611950539058071,0.9999976822127373,3.1997020634535747e-09,2.090408362619761e-19,1.5237099583763608e-13,3.851830738580231e-06,2.268172447183121e-06,1.389510011929229e-10,4.8887635713894985e-08,1.3393142157876149e-06,9.553023921340928e-08,1.4632182852877014e-09,4.400842534955876e-08,8.919568709929428e-11,1.4050397292869396e-13,1.2617939752589928e-13,3.5369836081880767e-13,5.670451787362125e-14,9.49749534355954e-13,6.311207344084328e-10,1.7019562839987123e-21,3.072503155854867e-19,3.750832137575825e-20,6.179528699621478e-28,1.183815516847874e-11,1.0453885763030099e-11,6.924128663193281e-18,5.090616303729714e-19,7.739979947494245e-18,2.0152300614615085e-11
4.219171108350827e-08,0.8027515594689034,3.76,0.0,0.6119503727970071,0.9999975830312737,3.6131227508455706e-09,2.3630654102908545e-19,1.6223552931228266e-13,4.017947354378972e-06,2.3632438301307858e-06,1.4703580110027848e-10,5.294465523637224e-08,1.3898386198676042e-06,1.0343390141948732e-07,1.5928680555965193e-09,4.7497210479370083e-08,9.393415151539317e-11,1.5686191609266766e-13,1.4393325170448268e-13,4.0080580573628746e-13,6.380629351507678e-14,1.0356199290485605e-12,6.847663100305329e-10,1.9435832574175807e-21,3.574287987307658e-19,4.552719547997185e-20,8.324891699175714e-28,1.1890071360069846e-11,1.0614789190429441e-11,7.201754223758609e-18,5.696947518204183e-19,7.89667020792051e-18,2.1649153713027853e-11
4.389146305665736e-08,0.8027515687848229,3.76,0.0,0.611950206174284,0.9999974837095681,4.060103585607915e-09,2.655750266306087e-19,1.722291893853298e-13,4.184419867838694e-06,2.4583032243260307e-06,1.5517337701637388e-10,5.7151824870031875e-08,1.4399381489277152e-06,1.116288957643455e-07,1.7281879881305292e-09,5.109660552747338e-08,9.869064132509568e-11,1.743160971419337e-13,1.6336025598723691e-13,4.5197883813586757e-13,7.145236252270567e-14,1.1253325340358e-12,7.40562117868919e-10,2.2081762359375405e-21,4.132248673189363e-19,5.482528477275333e-20,1.1080631375828848e-27,1.1937688390919064e-11,1.0760983386252994e-11,7.461877210679371e-18,6.344914723075742e-19,8.039952989950247e-18,2.3167708138581963e-11
4.5591215029806454e-08,0.8027515781023516,3.76,0.0,0.6119500391900691,0.9999973842488945,4.541858649246688e-09,2.968695738562073e-19,1.823431726062903e-13,4.351248101656235e-06,2.553350560056386e-06,1.6335915458705854e-10,6.150780816388018e-08,1.4896165323635128e-06,1.2011277354580925e-07,1.869192201336847e-09,5.480433158043453e-08,1.0346397017997324e-10,1.9288703288735215e-13,1.8454707925322645e-13,5.073949586424722e-13,7.965958480057011e-14,1.2189832436571912e-12,7.985038423267451e-10,2.4969344888494543e-21,4.750017395436609e-19,6.554264368779874e-20,1.4584929245983778e-27,1.1981841915844739e-11,1.0893921031374819e-11,7.705231956047859e-18,7.035326899664796e-19,8.171308545713695e-18,2.4706110188673217e-11
4.7290967002955545e-08,0.8027515874215012,3.76,0.0,0.6119498718445419,0.9999972846505156,5.059591135852538e-09,3.302094339859264e-19,1.9256941224146917e-13,4.5184318664844105e-06,2.6483857682463413e-06,1.715891826551664e-10,6.6011268042496e-08,1.538877466413029e-06,1.288831076238808e-07,2.015894372917323e-09,5.8618142529987345e-08,1.0825339580924437e-10,2.1259439307531185e-13,2.0758149664756814e-13,5.672327411962228e-13,8.844459084768108e-14,1.3166745509506259e-12,8.585871745967285e-10,2.8110727199442793e-21,5.431307196781508e-19,7.782822666133246e-20,1.899995848816047e-27,1.2023196692133741e-11,1.1015080969342381e-11,7.932551027575184e-18,7.768959425554534e-19,8.291474224691481e-18,2.6262617446358637e-11
4.8990718976104636e-08,0.802751596742283,3.76,0.0,0.6119497041378926,0.9999971849156825,5.6144933758222e-09,3.656103972004227e-19,2.0290052520735543e-13,4.6859709611203716e-06,2.74340878045017e-06,1.7986010619973737e-10,7.066086703582088e-08,1.587724614386086e-06,1.3793749218036676e-07,2.1683076645545212e-09,6.253582457864628e-08,1.1305869366276017e-10,2.3345706070536817e-13,2.3255235787565305e-13,6.316718311720314e-13,9.782379358984543e-14,1.4185133320420956e-12,9.208078126437371e-10,3.15182062438921e-21,6.179913019221033e-19,9.184004839519813e-20,2.4514694028260435e-27,1.2062233724735075e-11,1.1126044048281654e-11,8.144347081669285e-18,8.546556542665389e-19,8.401200531028596e-18,2.783553784082634e-11
5.069047094925373e-08,0.8027516060647086,3.76,0.0,0.6119495360703234,0.9999970850456337,6.207746882347694e-09,4.0308477402415844e-19,2.1332975026001095e-13,4.853865172784953e-06,2.838419528843735e-06,1.881689751336018e-10,7.545526747256316e-08,1.636161608104987e-06,1.4727354243484478e-07,2.326445456945341e-09,6.655519573366642e-08,1.1787942637281868e-10,2.554931710224742e-13,2.5954956807845025e-13,7.008929416180296e-13,1.0781338624341849e-13,1.5246203897982394e-12,9.851614611747607e-10,3.5204226259192874e-21,6.999712387905867e-19,1.0774535777004305e-19,3.1347849748011494e-27,1.2099413326540508e-11,1.122806734561157e-11,8.34134713149547e-18,9.368833003754898e-19,8.501993017031764e-18,2.94234998064405e-11
5.239022292240282e-08,0.8027516153887889,3.76,0.0,0.6119493676420468,0.9999969850415966,6.8405223222125645e-09,4.426415437545058e-19,2.238508890310852e-13,5.022114277293656e-06,2.9334179462205558e-06,1.9651317033293984e-10,8.039313170261999e-08,1.6841920480146107e-06,1.5688889451389768e-07,2.490321306841607e-09,7.067410548197963e-08,1.2271498537004024e-10,2.787201678510297e-13,2.8866406064605013e-13,7.750778564182965e-13,1.1842935456003155e-13,1.6351287930578096e-12,1.0516438316580449e-09,3.918137491396587e-21,7.894665212666374e-19,1.2572086688974094e-19,3.9751245917518256e-27,1.2135182649019194e-11,1.132212663602202e-11,8.524549217973291e-18,1.0236476187863618e-18,8.595172838875847e-18,3.1025406517403935e-11
5.408997489555191e-08,0.8027516247145353,3.76,0.0,0.6119491988532868,0.999996884904788,7.513979479499669e-09,4.842867354692803e-19,2.344582577202678e-13,5.190718039176962e-06,3.028403965988355e-06,2.0489041015590681e-10,8.547312232818137e-08,1.7318195028018523e-06,1.6678120534013917e-07,2.6599485752581714e-09,7.489043447604966e-08,1.2756495892291196e-10,3.0315486312248755e-13,3.199877673081819e-13,8.544094342138206e-13,1.2968749343299453e-13,1.7501775865615807e-12,1.120250642347463e-09,4.3462379097215635e-21,8.868813930664758e-19,1.459529753448419e-19,5.0013421990192174e-27,1.2169908787085958e-11,1.1409160676017566e-11,8.694965700330433e-18,1.1150148408766045e-18,8.681294639470726e-18,3.264025979595051e-11
5.5789726868701e-08,0.8027516340419576,3.76,0.0,0.6119490297042777,0.999996784636412,8.229267256229423e-09,5.280239016784362e-19,2.4514665134236727e-13,5.359676211807869e-06,3.123377522163742e-06,2.1329876923544935e-10,9.069390242103261e-08,1.7790475093345593e-06,1.7694815245640194e-07,2.835340207999216e-09,7.920209413622292e-08,1.3242934911379837e-10,3.288134852601796e-13,3.5361359220024254e-13,9.390716091940403e-13,1.416034183164488e-13,1.869907897105302e-12,1.1909776182846862e-09,4.806010126966277e-21,9.926284565734714e-19,1.6863796202318268e-19,6.2463478727998216e-27,1.2203833183771605e-11,1.1490225250617794e-11,8.853328678966015e-18,1.2110488920648467e-18,8.760757474472804e-18,3.42670517581107e-11
5.748947884185009e-08,0.8027516433710676,3.76,0.0,0.611948860195265,0.9999966842376629,8.987523716644008e-09,5.738543341648843e-19,2.5591130807288753e-13,5.528988537599287e-06,3.218338549364695e-06,2.2173660370059816e-10,9.605413571078408e-08,1.8258795735371803e-06,1.8738743376853125e-07,3.0165090898153438e-09,8.360702617089597e-08,1.3730821956611654e-10,3.55711710096267e-13,3.8963539442619e-13,1.029249388096338e-12,1.541925657018747e-13,1.9944674378077433e-12,1.2638204912746766e-09,5.298753704871794e-21,1.1071288212277038e-18,1.9398215748815911e-19,7.747502337401039e-27,1.2237144205818993e-11,1.1566295046964768e-11,9.00025094317593e-18,1.311811519481802e-18,8.834628777378079e-18,3.59048931303631e-11
5.918923081499918e-08,0.8027516527018751,3.76,0.0,0.6119486903265043,0.9999965837097234,9.789876116461656e-09,6.217770129775177e-19,2.66747864526036e-13,5.698654748223335e-06,3.313286982804009e-06,2.3020242284014024e-10,1.0155248676577408e-07,1.8723191713569437e-06,1.9809676732022862e-07,3.2034684979391604e-09,8.810320215282842e-08,1.4220124453565097e-10,3.838646910590767e-13,4.281479721655319e-13,1.1251288485800021e-12,1.6747019342433495e-13,2.1240164234595284e-12,1.3387749998711065e-09,5.825781299507496e-21,1.2308121794889538e-18,2.222021451835573e-19,9.547024291842081e-27,1.2270081487625646e-11,1.1637996551203123e-11,9.136669833813062e-18,1.4173624024383202e-18,8.904105878638377e-18,3.7553181108067945e-11
6.088898278814827e-08,0.8027516620343915,3.76,0.0,0.6119485200982623,0.9999964830537658,1.0637440863331384e-08,6.717887487564557e-19,2.776523132341353e-13,5.868674564729069e-06,3.408222758286633e-06,2.386948787790903e-10,1.0718762120250367e-07,1.91836974840311e-06,2.0907389120833502e-07,3.396231767795736e-09,9.26886232570446e-08,1.4710803988308477e-10,4.132871083306354e-13,4.692470382344115e-13,1.2268971438403765e-12,1.8145139557568154e-13,2.2587220681228086e-12,1.4158368894060969e-09,6.388418313661422e-21,1.364116788381414e-18,2.535250111855603e-19,1.1692437834104984e-26,1.2302882319424385e-11,1.1705817600493641e-11,9.263700972523186e-18,1.5277593420373154e-18,8.969374974444357e-18,3.921144532016794e-11
6.258873476129736e-08,0.8027516713686261,3.76,0.0,0.6119483495108154,0.9999963822709516,1.1531323502996533e-08,7.23884616893e-19,2.886209769668418e-13,6.0390476976310715e-06,3.503145812205621e-06,2.472128209239014e-10,1.1295820589434994e-07,1.964034719591642e-06,2.203165634513721e-07,3.5948119091086657e-09,9.736131992671225e-08,1.52028543345731e-10,4.439932121859211e-13,5.130291968835892e-13,1.334742505077656e-12,1.9615111519582752e-13,2.398752505431777e-12,1.4950019120048252e-09,6.988002570057777e-21,1.5074895578499535e-18,2.8818855837593754e-19,1.423704199468304e-26,1.2335701412287856e-11,1.1770356442859375e-11,9.3821949732334e-18,1.6430584418154444e-18,9.030277319955259e-18,4.0879177804714815e-11
6.428848673444646e-08,0.8027516807045894,3.76,0.0,0.6119481785644505,0.9999962813624316,1.2472618759780175e-08,7.780583975838776e-19,2.996504949845413e-13,6.209773847035046e-06,3.5980560815352564e-06,2.557553194123749e-10,1.188629091559284e-07,2.0093174695648788e-06,2.3182256175769405e-07,3.799221658460287e-09,1.021193514198176e-07,1.5696296174973814e-10,4.759968477183682e-13,5.595919283789709e-13,1.4488542393235369e-12,2.1158414644376033e-13,2.5442772224490293e-12,1.5762658265674697e-09,7.625884095392006e-21,1.6613862580967619e-18,3.2644147971557115e-19,1.7240409609067145e-26,1.2368609124618509e-11,1.1832308563011277e-11,9.492591843800808e-18,1.7633142116709705e-18,9.087724508378352e-18,4.255584674489268e-11
6.598823870759555e-08,0.8027516900422919,3.76,0.0,0.6119480072594645,0.9999961803293463,1.3462410588683501e-08,8.343025866212485e-19,3.1073779794068826e-13,6.380852702833467e-06,3.6929535038238306e-06,2.6432157436927717e-10,1.249004009027195e-07,2.054221353730288e-06,2.435896832769161e-07,4.009473951535848e-09,1.0696080536174802e-07,1.6191130173982996e-10,5.093114698241935e-13,6.090335792743824e-13,1.5694227263036624e-12,2.277651310082867e-13,2.6954736098069945e-12,1.6596243987445347e-09,8.303424987323752e-21,1.8262716778215294e-18,3.685435504210837e-19,2.0768907089063896e-26,1.240169026114923e-11,1.1892185037510773e-11,9.595437222213293e-18,1.8885796184579147e-18,9.143145283546917e-18,4.424108233995681e-11
6.768799068074464e-08,0.8027516993817434,3.76,0.0,0.6119478355961645,0.9999960791728264,1.4501772173520589e-08,8.926081457939059e-19,3.2188006628484676e-13,6.552283944890942e-06,3.787838017189553e-06,2.7291080661711536e-10,1.3106935281887156e-07,2.098749698695167e-06,2.5561574446116664e-07,4.2255820892239054e-09,1.1188379744516363e-07,1.6687320428619134e-10,5.439501718308018e-13,6.614533478619052e-13,1.6966394200505896e-12,2.447085635092193e-13,2.8525289355119457e-12,1.7450734009458205e-09,9.021999209544982e-21,2.002619613302909e-18,4.14765881063901e-19,2.489622770403573e-26,1.2435100395727594e-11,1.1950204696254549e-11,9.691772373285736e-18,2.018906193312616e-18,9.19661739998774e-18,4.593473335366013e-11
6.938774265389373e-08,0.8027517087229538,3.76,0.0,0.611947663574867,0.9999959778939915,1.5591765878874914e-08,9.529647090793772e-19,3.3307470105296073e-13,6.724067243111849e-06,3.882709560318919e-06,2.81522310985092e-10,1.3736843855759368e-07,2.142905801469957e-06,2.6789858101802507e-07,4.447559132559426e-09,1.1688647121686657e-07,1.718485444758852e-10,5.799257316117831e-13,7.169512611913483e-13,1.8306968546823415e-12,2.6242880907538683e-13,3.0156310556666286e-12,1.832608612379092e-09,9.782992262854816e-21,2.190912829458217e-18,4.653911826379047e-19,2.970395262355377e-26,1.246895192463052e-11,1.2006668408564785e-11,9.782447580368382e-18,2.1543442231319724e-18,9.24745315971878e-18,4.763660636944087e-11
7.108749462704282e-08,0.8027517180659327,3.76,0.0,0.6119474911958989,0.9999958764939519,1.673344327401781e-08,1.0153610629494322e-18,3.4431931785813083e-13,6.896202257523447e-06,3.977568072461093e-06,2.901555237289374e-10,1.4379633392222278e-07,2.186692929534744e-06,2.804360477235221e-07,4.67541775266467e-09,1.2196699768422505e-07,1.7683757985135027e-10,6.17250635614077e-13,7.756281605095935e-13,1.9717886439972477e-12,2.809401078685247e-13,3.1849659611546776e-12,1.9222258190452643e-09,1.0587800983030282e-20,2.391643239194305e-18,5.207139590720761e-19,3.5282135954759295e-26,1.2503267770229337e-11,1.2062070326642933e-11,9.867759720968946e-18,2.2949428497024372e-18,9.295886660379825e-18,4.93463981073693e-11
7.278724660019191e-08,0.8027517274106901,3.76,0.0,0.6119473184595964,0.9999957749738074,1.7927845234102348e-08,1.0797854592893429e-18,3.5561174915776917e-13,7.068688638445864e-06,4.072413493418397e-06,2.988099920792837e-10,1.503517170051586e-07,2.2301143221974155e-06,2.9322601809383473e-07,4.909170835933134e-09,1.2712357476406036e-07,1.818403493871455e-10,6.559370748661478e-13,8.375856984801994e-13,2.1201094744570598e-12,3.0025656391263936e-13,3.3607265998884623e-12,2.013920813686994e-09,1.1437833506698049e-20,2.6053122441432306e-18,5.81040654688952e-19,4.172993600825937e-26,1.2538084865895077e-11,1.211674361483307e-11,9.948079338391989e-18,2.4407500485783083e-18,9.343188613505504e-18,5.106394565801981e-11
7.4486998573341e-08,0.8027517367572358,3.76,0.0,0.6119471453663048,0.999995673334648,1.9176001957862215e-08,1.1462254791791502e-18,3.66950017429719e-13,7.2415260266572275e-06,4.167245763541608e-06,3.0748530482940766e-10,1.5703326834031388e-07,2.273173190989034e-06,3.0626638422656603e-07,5.148831595690023e-09,1.3235442695776517e-07,1.8685656217259907e-10,6.959969646433803e-13,9.029263281671717e-13,2.275855105432006e-12,3.2039214883536043e-13,3.5431143091701448e-12,2.107689395788596e-09,1.233450911221498e-20,2.8324307915139196e-18,6.46689898269289e-19,4.915625246168254e-26,1.2573491926953896e-11,1.2170784403377636e-11,1.0024171270037116e-17,2.591812704087668e-18,9.390139960868676e-18,5.2789267895825627e-11
7.618675054649009e-08,0.8027517461055791,3.76,0.0,0.6119469719163798,0.9999955715775545,2.0478932904262115e-08,1.214667710925752e-18,3.783322915367941e-13,7.41471405350851e-06,4.262064823729854e-06,3.161810517400964e-10,1.6383967107725712e-07,2.3158727189474907e-06,3.1955505680411474e-07,5.394413078074219e-09,1.3765780523203613e-07,1.9188608715894776e-10,7.374419876652053e-13,9.717532835371948e-13,2.439222376556033e-12,3.413607201462428e-13,3.732331162705294e-12,2.203527371626524e-09,1.3279257942955754e-20,3.0735191831829645e-18,7.179928241726545e-19,5.768038375153174e-26,1.2609562257124044e-11,1.2224337866016956e-11,1.0096774655576824e-17,2.7481767827469007e-18,9.43605211920658e-18,5.452235045744956e-11
7.788650251963918e-08,0.8027517554557293,3.76,0.0,0.6119467981101852,0.9999954697035975,2.1837646778897676e-08,1.285097916421779e-18,3.897568721016318e-13,7.588252340996603e-06,4.35687061542762e-06,3.24896866189929e-10,1.7076961115094265e-07,2.3582160603396847e-06,3.33089964997013e-07,5.645927868622397e-09,1.43031986759991e-07,1.9692924373231884e-10,7.802836217788471e-13,1.0441705652996385e-12,2.610409210894454e-12,3.631760300524054e-13,3.928575303632291e-12,2.301430554290768e-09,1.427352080849341e-20,3.3291070806831252e-18,7.952933234983957e-19,6.743272242826204e-26,1.2646291813686929e-11,1.2277789594999035e-11,1.0166048694869855e-17,2.9098874461800666e-18,9.480371593504956e-18,5.626301531858403e-11
7.958625449278827e-08,0.8027517648076962,3.76,0.0,0.611946623948095,0.9999953677138381,2.3253141666027166e-08,1.3575017790412746e-18,4.0122221997571955e-13,7.762140501879304e-06,4.451663080613714e-06,3.336324846943238e-10,1.778217774126777e-07,2.4002063421284833e-06,3.4686905608387775e-07,5.90338871594856e-09,1.4847527429666106e-07,2.019861823902514e-10,8.245331238093676e-13,1.1202829420843572e-12,2.7896146055654562e-12,3.8585170896400366e-13,4.132050159728185e-12,2.40139476361765e-09,1.531874920914031e-20,3.599734005251882e-18,8.789481489597173e-19,7.855548971190995e-26,1.2683678340133825e-11,1.2331419718003644e-11,1.0232079933700071e-17,3.0769889869254947e-18,9.524261234985074e-18,5.8011182412278345e-11
8.128600646593737e-08,0.8027517741614889,3.76,0.0,0.6119464494304916,0.9999952656093277,2.4726405089897436e-08,1.4318649748247713e-18,4.12726947076225e-13,7.936378139838284e-06,4.5464421617945255e-06,3.423877051292606e-10,1.849948617632709e-07,2.4418466646917264e-06,3.608902952212113e-07,6.1668087892239965e-09,1.539859957628694e-07,2.0705662886981376e-10,8.702015348717434e-13,1.2001959446211569e-12,2.977038628434476e-12,4.09401263263579e-13,4.342968288901443e-12,2.5034158261651893e-09,1.6416405248539803e-20,3.8859495497907425e-18,9.693271237214876e-19,9.120346509531623e-26,1.2721775694590975e-11,1.2385240072567483e-11,1.029542314492641e-17,3.249524846592154e-18,9.56899056613307e-18,5.976697928783157e-11
8.298575843908646e-08,0.8027517835171164,3.76,0.0,0.6119462745577667,0.9999951633911084,2.6258413937377013e-08,1.5081724153355977e-18,4.242697591974319e-13,8.110964849633873e-06,4.6412078020053734e-06,3.51162279107833e-10,1.9228755930598048e-07,2.4831401009373383e-06,3.751516654972508e-07,6.436201117156538e-09,1.5956250420975446e-07,2.1214044039985412e-10,9.172997252931862e-13,1.2840158472136236e-12,3.172882426881254e-12,4.338380975272404e-13,4.561542868396485e-12,2.6074895752740904e-09,1.7567961368209856e-20,4.1883130485510616e-18,1.06681351518804e-18,1.0554474461219665e-25,1.2760638560305817e-11,1.2439296376459305e-11,1.0356749003890174e-17,3.4275377920640157e-18,9.613623109200905e-18,6.153050159894988e-11
8.468551041223555e-08,0.8027517928745879,3.76,0.0,0.6119460993303204,0.9999950610602139,2.7850134451920798e-08,1.5864082862997465e-18,4.358494428689394e-13,8.285900217187118e-06,4.7359599448075845e-06,3.5995593440105005e-10,1.996985684964224e-07,2.5240896961537386e-06,3.8965116783620887e-07,6.71157838612235e-09,1.6520317757507852e-07,2.1723780544777374e-10,9.65838416067794e-13,1.3718496568540594e-12,3.3773482305423336e-12,4.591755213521414e-13,4.7879843675063035e-12,2.7136118510868904e-09,1.87749002001373e-20,4.507393552756811e-18,1.171804298566423e-18,1.2176154107236063e-25,1.2800280952376644e-11,1.2493802173970005e-11,1.0416324633583062e-17,3.6110700040141965e-18,9.656784538511857e-18,6.330172034909054e-11
8.638526238538464e-08,0.8027518022339126,3.76,0.0,0.611945923748562,0.9999949586176674,2.9502522334335855e-08,1.666556912737684e-18,4.4746489943362033e-13,8.461183819629161e-06,4.830698534279429e-06,3.6876849573350233e-10,2.0722659127598925e-07,2.564698469011749e-06,4.043868206878731e-07,6.992953314937797e-09,1.7090641815041179e-07,2.2234887129821967e-10,1.0158281672817573e-12,1.4638051131659577e-12,3.5906393449352185e-12,4.854267363351901e-13,5.0225059005161694e-12,2.8217785005031683e-09,2.0038714567295422e-20,4.8437702540185844e-18,1.2847102857963139e-18,1.4005103007953075e-25,1.2840695280233122e-11,1.2548959859975952e-11,1.0474059132263207e-17,3.8001630343019035e-18,9.699683300550417e-18,6.50806345555639e-11
8.808501435853373e-08,0.8027518115950996,3.76,0.0,0.6119457478129091,0.9999948560644834,3.12165228372714e-08,1.748603176456254e-18,4.591151575645928e-13,8.63681522543034e-06,4.9254235150078445e-06,3.77599902352687e-10,2.1487033319070765e-07,2.604969412495707e-06,4.193566597441868e-07,7.280339001029742e-09,1.76670652095812e-07,2.274734002598602e-10,1.0672793705396264e-12,1.5599906874232694e-12,3.8129601455753895e-12,5.126048280520028e-13,5.265328551688069e-12,2.93198537713785e-09,2.136090746917869e-20,5.198032857212912e-18,1.4059562985147562e-18,1.6062620613587359e-25,1.2881903435190714e-11,1.2604755851940001e-11,1.053023533262468e-17,3.994857772839976e-18,9.74449828245769e-18,6.686742283546261e-11
8.978476633168282e-08,0.8027518209581579,3.76,0.0,0.6119455715237881,0.9999947534016672,3.299307073768818e-08,1.832531713598422e-18,4.707993219667539e-13,8.812793994607463e-06,5.020134832087552e-06,3.8645005956890635e-10,2.2262850351509887e-07,2.644905493497157e-06,4.345587379144107e-07,7.573748603591825e-09,1.8249432931203613e-07,2.3261108386057007e-10,1.1202022797202732e-12,1.6605155696915433e-12,4.0445160825584694e-12,5.407227827889964e-13,5.516676884505835e-12,3.0442283413529986e-09,2.2742991895438438e-20,5.570781385932316e-18,1.535981521494432e-18,1.8371673388730706e-25,1.292395654838535e-11,1.2661095342119777e-11,1.0585694195436786e-17,4.195194565058485e-18,9.790348557849498e-18,6.86623172966607e-11
9.148451830483191e-08,0.8027518303230955,3.76,0.0,0.6119453948816332,0.9999946506302158,3.4833090259613455e-08,1.918326075198165e-18,4.825165207381781e-13,8.989119678860099e-06,5.114832431122835e-06,3.953187438382931e-10,2.3049981539040246e-07,2.684509651912622e-06,4.499911253928995e-07,7.873194789913568e-09,1.8837592343323255e-07,2.3776209170903064e-10,1.174607052924466e-12,1.7654896525967994e-12,4.2855136895546295e-12,5.697935085220686e-13,5.776770310786224e-12,3.158503260321494e-09,2.418649059760025e-20,5.962625748576495e-18,1.6752398896675342e-18,2.0956983372807686e-25,1.2966874461129179e-11,1.271811255767823e-11,1.0640833426534194e-17,4.401213380361807e-18,9.834524677812387e-18,7.046536058215917e-11
9.3184270277981e-08,0.802751839689922,3.76,0.0,0.6119452178868878,0.9999945477511164,3.673749514866647e-08,2.005969705378959e-18,4.942659472198338e-13,9.165791821547301e-06,5.209516258220078e-06,4.042057832816462e-10,2.3848298595744187e-07,2.723784801436391e-06,4.656519094038743e-07,8.178690032893471e-09,1.943139313728074e-07,2.42926775457704e-10,1.2305037424097047e-12,1.875023531375733e-12,4.5361605799686565e-12,5.998298215411928e-13,6.045826766490001e-12,3.2748060080015416e-09,2.5692936097197278e-20,6.374186038176877e-18,1.8242002304829855e-18,2.3845124735195233e-25,1.3010628472525209e-11,1.2776072934416788e-11,1.0695141440456693e-17,4.6129537788189985e-18,9.878195717495995e-18,7.227651117954726e-11
9.488402225113009e-08,0.8027518490586455,3.76,0.0,0.6119450405400026,0.9999944447653483,3.870718879869458e-08,2.095446805686303e-18,5.060468961668093e-13,9.342809957769641e-06,5.304186259977818e-06,4.131111460270866e-10,2.465767364663289e-07,2.7627338307986715e-06,4.815391938589717e-07,8.490247109156145e-09,2.0030687276024387e-07,2.481051742333991e-10,1.2879022738043408e-12,1.9892285073480897e-12,4.796665438505138e-12,6.308444310389497e-13,6.324070316244141e-12,3.393132465078018e-09,2.7263870732695974e-20,6.80609308220956e-18,1.9833463880996693e-18,2.706462002934915e-25,1.3055194139029166e-11,1.283509801767522e-11,1.0748244601985654e-17,4.830454826515205e-18,9.924610361182458e-18,7.409585951523664e-11
9.658377422427918e-08,0.8027518584292752,3.76,0.0,0.6119448628414365,0.9999943416738816,4.074306431991469e-08,2.186742065053146e-18,5.178587431467431e-13,9.520173614597139e-06,5.398842383480872e-06,4.2203482482962543e-10,2.547797923715231e-07,2.801359604201712e-06,4.976510991590412e-07,8.807879174713126e-09,2.06353289585145e-07,2.5329693971260976e-10,1.3468124495187035e-12,2.108216583975264e-12,5.067238017649821e-12,6.628499429860243e-13,6.61173317261708e-12,3.5134785189376256e-09,2.8900846602824475e-20,7.258988682435524e-18,2.1531774854121115e-18,3.0646036489476977e-25,1.3100608943735115e-11,1.289505506497295e-11,1.0801008263196656e-17,5.053755103168483e-18,9.972865943277302e-18,7.592368583777444e-11
9.828352619742828e-08,0.8027518678018191,3.76,0.0,0.611944684791657,0.9999942384776771,4.2846004483902524e-08,2.279839579433219e-18,5.297008852827587e-13,9.697882311264608e-06,5.4934845763016e-06,4.309766848155948e-10,2.630908834435977e-07,2.8396649604595184e-06,5.13985762244174e-07,9.131599213717354e-09,2.1245174617735349e-07,2.585018828385126e-10,1.4072439871992573e-12,2.2321004523892684e-12,5.348089144850407e-12,6.958588825858827e-13,6.90904750815752e-12,3.635840063720176e-09,3.0605425358072886e-20,7.733525209520427e-18,2.334208331505881e-18,3.462208614947409e-25,1.3146934235193493e-11,1.2955835132630173e-11,1.0854485913941509e-17,5.282892855017807e-18,1.0018951170441182e-17,7.776022965645227e-11
9.998327817057737e-08,0.8027518771762854,3.76,0.0,0.6119445063911384,0.9999941351776884,4.501688166791591e-08,2.374722659773455e-18,5.415727280540425e-13,9.875935559172494e-06,5.588112786500422e-06,4.399365287617367e-10,2.715087439031155e-07,2.87765271240877e-06,5.305413366166405e-07,9.461419675419588e-09,2.186008291409243e-07,2.6372033300665146e-10,1.4692065477620602e-12,2.360993480748237e-12,5.6394307300046515e-12,7.298837034458726e-13,7.21623871499421e-12,3.760213000373853e-09,3.237917805250049e-20,8.230365195234339e-18,2.526969749115913e-18,3.9027732070161304e-25,1.3194164568844496e-11,1.301763148267695e-11,1.0908139362520296e-17,5.517906111321531e-18,1.006345132887221e-17,7.960550044753242e-11
9.999999999999998e-08,0.8027518865526831,3.76,0.0,0.6119445046343281,0.9999941341609311,4.503857867604952e-08,2.3756649160935603e-18,5.416896666486859e-13,9.877688922247448e-06,5.589043650805999e-06,4.400247629594249e-10,2.715920833316296e-07,2.878024860190846e-06,5.307052983656187e-07,9.464694728985202e-09,2.1866156945069197e-07,2.637717392920247e-10,1.4698237603722362e-12,2.3622867662488053e-12,5.6423497089534945e-12,7.30223520412254e-13,7.219310615071058e-12,3.761446534693147e-09,3.2396976745876896e-20,8.235366029669068e-18,2.5289261743807754e-18,3.907333009541933e-25,1.3194633566667282e-11,1.3018245278738811e-11,1.090866478413606e-17,5.520247437172935e-18,1.0063893204454328e-17,7.962369718765608e-11
