Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13)
0.00011755725023782817,0.7252547309207829,3.76,0.0,0.9331638590362047,0.9989181208043608,0.0011694110415977606,2.825563638160686e-18,5.65780222907922e-13,0.0011700331320746336,0.00013252826601317124,2.5986358872407255e-07,3.516118835725479e-06,2.4469305698990353e-06,0.0004187172889103812,0.0006803569321489751,6.52563936772813e-07,5.311586267892322e-08,8.847572486066745e-08,4.4304193852139915e-05,0.00023655763614563696,9.498811166618985e-08,3.538058625723084e-05,4.358392662298247e-06
0.00011836647404187219,0.7252550010557908,3.76,0.0,0.9331382308623634,0.998906194025501,0.0011838785039585962,2.8508836843808503e-18,5.683566162061465e-13,0.001175333935998442,0.0001323796674680839,2.61038329379145e-07,3.5293730682831663e-06,2.4576944966131868e-06,0.00042375061400790537,0.000689185100423715,6.55368378037427e-07,5.3316909840143473e-08,8.954195074281237e-08,4.5243856969734095e-05,0.0002409435299543179,9.653138221391658e-08,3.622362253460332e-05,4.354360374522237e-06
0.00011917569784591621,0.7252552693651793,3.76,0.0,0.9331125315217896,0.9988942152183873,0.0011984006203810118,2.8761347179051406e-18,5.709042134030219e-13,0.0011805749347751954,0.00013223490821391267,2.621997389056294e-07,3.542513188445281e-06,2.468426377131604e-06,0.0004288078510896926,0.0006980420287954196,6.581551578950372e-07,5.3515908755483977e-08,9.060867221223245e-08,4.61947735330379e-05,0.00024536284287655555,9.808360381456465e-08,3.707953091325586e-05,4.350449685943462e-06
0.00011995663466333666,0.725255526606291,3.76,0.0,0.9330876636475143,0.99888260618496,0.0012124664992673464,2.9004376084483454e-18,5.733357283898939e-13,0.001185576595972146,0.00013209889456931514,2.6330803745350247e-07,3.5550878832096888e-06,2.4787536196506288e-06,0.00043371093318529544,0.0007066161385275271,6.608280536214989e-07,5.370606538335881e-08,9.163851958932579e-08,4.7123124860544114e-05,0.0002496589827375944,9.958994811009494e-08,3.791778738585088e-05,4.34679386823183e-06
0.0001207375714807571,0.7252557822292852,3.76,0.0,0.9330627306683491,0.9988709494330883,0.0012265824493400993,2.9246768978800156e-18,5.757409649161857e-13,0.0011905236819728456,0.00013196654010432456,2.644041704376221e-07,3.567560369447948e-06,2.4890527349568142e-06,0.00043863619154410437,0.0007152160863135582,6.634850376743813e-07,5.3894421423279805e-08,9.266872167726247e-08,4.8061964803055745e-05,0.0002539855035171806,1.011044239892912e-07,3.876815194860279e-05,4.3432567099581315e-06
0.00012151850829817755,0.7252560362748252,3.76,0.0,0.9330377331445074,0.9988592453207665,0.0012407480754935947,2.948852970118026e-18,5.781201927221401e-13,0.001195416753436333,0.00013183787929777114,2.654882627135024e-07,3.5799326047163907e-06,2.499324539243596e-06,0.00044358358261875825,0.0007238414172921715,6.661263704408745e-07,5.4081029382141e-08,9.369922962444166e-08,4.901129657778858e-05,0.00025834204007303056,1.0262693292443682e-07,3.9630682459571634e-05,4.339840581927677e-06
0.000122299445115598,0.7252562887843553,3.76,0.0,0.9330126716258564,0.9988474942035436,0.0012549629902748696,2.972965574226693e-18,5.80473684209554e-13,0.001200256376517991,0.00013171294255232772,2.6656044035850435e-07,3.592206520225698e-06,2.509569831459044e-06,0.00044855306428340637,0.0007324916831213785,6.687523101288971e-07,5.4265941169895985e-08,9.472999692972891e-08,4.997112291861318e-05,0.0002627282272804072,1.0415737758985228e-07,4.050543603225488e-05,4.336547675495614e-06
0.00012308038193301846,0.725256539799314,3.76,0.0,0.9329875466520248,0.9988356964344467,0.0012692268138060504,2.997015205068967e-18,5.828017143131816e-13,0.0012050431224803497,0.0001315917563122461,2.676208305859703e-07,3.6043840206415917e-06,2.5197893965815305e-06,0.00045354459581087303,0.0007411664419577151,6.713631126583009e-07,5.4449205005781916e-08,9.576097941667255e-08,5.094144609307394e-05,0.0002671437001639959,1.0569566199410047e-07,4.1392469043339283e-05,4.33338000717559e-06
0.00012386131875043892,0.7252567893616774,3.76,0.0,0.9329623587525805,0.9988238523638612,0.001283539173653629,3.0210028909858517e-18,5.851045601704129e-13,0.0012097775670356348,0.00013147434325940478,2.686695616005111e-07,3.6164669838132636e-06,2.529984002272608e-06,0.0004585581378358187,0.000749865258408975,6.739590316152961e-07,5.463086881384257e-08,9.679213514225078e-08,5.192226793161502e-05,0.00027158809412401215,1.0724169156511274e-07,4.22918371456876e-05,4.330339426147994e-06
0.00012464225556785939,0.725257037513493,3.76,0.0,0.9329371084471548,0.9988119623394521,0.0012978997047385045,3.044928589546549e-18,5.873825008514964e-13,0.0012144602899287092,0.00013136072244150423,2.697067625034485e-07,3.628457260866114e-06,2.54015439680083e-06,0.0004635936523294001,0.0007585877034992691,6.765403182494054e-07,5.4810982435010414e-08,9.782342431666261e-08,5.291358984621498e-05,0.00027606104507645133,1.0879537299397812e-07,4.3203595277391446e-05,4.327427619312698e-06
0.00012542319238527985,0.725257284297139,3.76,0.0,0.9329117962455721,0.998800026706086,0.0013123080492397471,3.068792236925657e-18,5.896358171919093e-13,0.0012190918744887078,0.00013125090940859627,2.707325631914305e-07,3.640356675867767e-06,2.5503013150885566e-06,0.00046865110257264856,0.0007673333546375781,6.791072213388889e-07,5.49895919347881e-08,9.885480932477767e-08,5.391541285057393e-05,0.00028056218960541605,1.1035661426403542e-07,4.412779767142817e-05,4.324646116586436e-06
0.0001262041292027003,0.725257529755189,3.76,0.0,0.932886422648061,0.9987880458057099,0.0013267638564395242,3.0925951876399943e-18,5.918647915150181e-13,0.0012236729069383106,0.00013114491642606533,2.7174709420627616e-07,3.6521670255373214e-06,2.560425476958544e-06,0.0004737304531145027,0.000776101795552299,6.816599871312571e-07,5.5166741488310617e-08,9.98862546784033e-08,5.492773759155767e-05,0.00028509116519597464,1.1192532484470431e-07,4.5064497871041886e-05,4.321996299255721e-06
0.00012698506602012077,0.725257773930356,3.76,0.0,0.9328609881453805,0.9987760199772929,0.0013412667826293591,3.116337958708788e-18,5.940697073541737e-13,0.0012282039760163,0.00013104275259406326,2.7275048664885854e-07,3.6638900794825478e-06,2.570527584448387e-06,0.00047883166974752386,0.0007848926162447549,6.841988593619988e-07,5.5342476304063275e-08,1.0091772689595425e-07,5.5950564366861734e-05,0.00028964761035930235,1.1350141555308103e-07,4.60137487392155e-05,4.319479404742312e-06
0.00012776600283754123,0.7252580168653984,3.76,0.0,0.9328354932189085,0.9987639495567815,0.0013558164910452053,3.140020128332865e-18,5.962508493218085e-13,0.0012326856727136654,0.00013094442393127328,2.7374287211917823e-07,3.675527580407806e-06,2.580608323575054e-06,0.0004839547194905904,0.0007937054129617823,6.86724079218357e-07,5.551684109292132e-08,1.019491944419282e-07,5.69838931372309e-05,0.0002942311647195943,1.1508479848820774e-07,4.6975602465168584e-05,4.3170965299683155e-06
0.0001285469396549617,0.7252582586033254,3.76,0.0,0.9328099383408205,0.9987518348770158,0.0013704126517344048,3.1636428168876496e-18,5.984085029568104e-13,0.001237118589740654,0.00013084993354406746,2.747243825997765e-07,3.6870812435971185e-06,2.5906683676052077e-06,0.0004890995705544738,0.0008025397881350799,6.892358852303064e-07,5.568987694787991e-08,1.0298062779527976e-07,5.802772355141597e-05,0.00029884146919106083,1.1667538720736436e-07,4.795011057768214e-05,4.314848638047432e-06
0.00012932787647238216,0.725258499187106,3.76,0.0,0.9327843239742265,0.9987396762676691,0.001385054941455018,3.1872076313083233e-18,6.00542954489469e-13,0.0012415033211363143,0.00013075928175196598,2.75695150369079e-07,3.6985527570475987e-06,2.6007083740404666e-06,0.0004942661923159048,0.0008113953503296499,6.91734513279013e-07,5.5861624503573045e-08,1.0401199936154326e-07,5.908205496459112e-05,0.00030347816610593975,1.1827309673457524e-07,4.893732395522174e-05,4.312736563323687e-06
0.00013010881328980262,0.7252587386598507,3.76,0.0,0.9327586505733373,0.9987274740551798,0.001399743043551527,3.2107140812980165e-18,6.026544905085343e-13,0.001245840461804046,0.00013067246623758833,2.7665530789536095e-07,3.70994378171373e-06,2.6107289826497295e-06,0.0004994545552863467,0.0008202717141778656,6.942201965977814e-07,5.603212631520348e-08,1.0504328332020016e-07,6.0146886460685316e-05,0.00030814089936681376,1.1987784338567273e-07,4.9937292838485035e-05,4.310761017345936e-06
0.00013088975010722308,0.7252589770646115,3.76,0.0,0.932732918583574,0.9987152285627092,0.0014144766478737857,3.2341622634879007e-18,6.04743397934871e-13,0.0012501306072228145,0.000130589482141611,2.7760498777326324e-07,3.721255951636959e-06,2.6207308212152845e-06,0.0005046646310916278,0.000829168500342293,6.96693165697902e-07,5.6201421505939556e-08,1.0607445563512716e-07,6.122221686625507e-05,0.0003128293145396023,1.214895448271692e-07,5.095006683855694e-05,4.308922592736138e-06
0.00013167068692464354,0.7252592144445383,3.76,0.0,0.9327071284417701,0.9987029401100717,0.0014292554506266364,3.2575542851189596e-18,6.068099638274017e-13,0.001254374352924313,0.0001305103222358801,2.785443226103281e-07,3.732490873760906e-06,2.6307145042059456e-06,0.0005098963924351275,0.0008380853354320639,6.991536483546688e-07,5.636954712724061e-08,1.071054941128845e-07,6.230804477594313e-05,0.00031754305902212176,1.2310812026467517e-07,5.197569495200197e-05,4.307221770201692e-06
0.000132451623742064,0.725259450842711,3.76,0.0,0.9326812805763053,0.9986906090136941,0.0014440791542686632,3.280890673271546e-18,6.088544750745218e-13,0.0012585722941663433,0.0001304349770334049,2.7947344495097024e-07,3.7436501282421622e-06,2.640680630013784e-06,0.0005151498130740245,0.000847021851940402,7.016018696225507e-07,5.653654132676075e-08,1.0813637821205424e-07,6.340436856903009e-05,0.00032228178214825236,1.2473349026028207e-07,5.3014225571248845e-05,4.3056589230012505e-06
0.00013323256055948447,0.7252596863020866,3.76,0.0,0.9326553754071861,0.9986782355865943,0.0014589474674533995,3.3041706049016384e-18,6.108772183141586e-13,0.001262725025749637,0.00013036343485136592,2.803924872351422e-07,3.7547352689389456e-06,2.6506297826680874e-06,0.0005204248678050155,0.0008559776882126664,7.040380518269514e-07,5.670244200430046e-08,1.0916708894497467e-07,6.451118641858419e-05,0.00032704513524448297,1.2636557664978238e-07,5.406570649051599e-05,4.30423431960133e-06
0.00013401349737690493,0.7252599208656892,3.76,0.0,0.9326294133462213,0.9986658201383308,0.0014738601048972437,3.3273958366035093e-18,6.128784798969551e-13,0.0012668331416009991,0.00013029568195315651,2.8130158170886486e-07,3.765747823107798e-06,2.6605625353168286e-06,0.0005257215324333446,0.0008649524883705639,7.064624145020749e-07,5.686728342350003e-08,1.1019760901569244e-07,6.562849631245315e-05,0.0003318327717619338,1.28004302750238e-07,5.5130184919188776e-05,4.302948129441791e-06
0.0001347944341943254,0.7252601545763461,3.76,0.0,0.9326033947971488,0.9986533629749718,0.0014888167872854662,3.3505686059377076e-18,6.148585456619246e-13,0.001270897234490158,0.0001302317026469772,2.822008603602884e-07,3.7766892916426845e-06,2.670479447286415e-06,0.0005310397837507638,0.0008739459022529231,7.088751744221677e-07,5.703109930805097e-08,1.1122792274353599e-07,6.675629606768103e-05,0.00033664434736376783,1.296495933547947e-07,5.6207707491412446e-05,4.301800427049638e-06
0.00013557537101174585,0.7252603874768606,3.76,0.0,0.932577320155797,0.9986408643990572,0.0015038172411505901,3.3736877383373242e-18,6.168177005999567e-13,0.001274917895671189,0.00013017147941054346,2.8309045483626624e-07,3.7875611494497774e-06,2.6803810618653755e-06,0.0005363795995076628,0.0008829575853373268,7.112765456112087e-07,5.719392559091185e-08,1.1225801584298044e-07,6.789458334925516e-05,0.00034147952003676506,1.3130137450829534e-07,5.729832027857056e-05,4.300791197129081e-06
0.0001363563078291663,0.7252606196098365,3.76,0.0,0.9325511898101876,0.9986283247095777,0.0015188611987958353,3.396753382678347e-18,6.187562289459807e-13,0.0012788957146702238,0.0001301149929668166,2.839704963978909e-07,3.798364845741353e-06,2.690267912150439e-06,0.0005417409583955095,0.0008919871986972649,7.136667392913897e-07,5.735579498355123e-08,1.1328787545075553e-07,6.904335568114136e-05,0.00034633795015526735,1.3295957357448036e-07,5.84020687970789e-05,4.2999203377547196e-06
0.00013713724464658677,0.7252608510178122,3.76,0.0,0.9325250041407267,0.9986157442019402,0.0015339483981518514,3.4197685213076366e-18,6.206744140565613e-13,0.0012828312788957033,0.00013006222242403065,2.848411158363536e-07,3.8091018040200004e-06,2.700140520103452e-06,0.0005471238400148671,0.0009010344089080363,7.160459639105919e-07,5.751673786913515e-08,1.1431749026286223e-07,7.02026104668375e-05,0.0003512193005990861,1.346241194584541e-07,5.951899802295031e-05,4.299187666206932e-06
0.00013791818146400724,0.7252610817431269,3.76,0.0,0.9324987635203323,0.9986031231679515,0.0015490785826804616,3.442733594768502e-18,6.225725380670935e-13,0.0012867251733951182,0.00013001314536492374,2.857024434141935e-07,3.819773422456748e-06,2.7099993933519974e-06,0.0005525282248547384,0.0009100988879774585,7.184144251641665e-07,5.767678598803527e-08,1.1534685028226546e-07,7.137234500295385e-05,0.00035612323682598283,1.3629494237761927e-07,6.0649152401889965e-05,4.298592922677958e-06
0.0001386991182814277,0.7252613118278821,3.76,0.0,0.9324724683145081,0.9985904618958076,0.001564251501319856,3.465647126911851e-18,6.244508818516444e-13,0.0012905779807240445,0.00012996773789617435,2.8655460883603695e-07,3.830381074456041e-06,2.719845026881097e-06,0.0005579540942803704,0.0009191803133108046,7.207723259964584e-07,5.783597118234961e-08,1.1637594670356039e-07,7.25525564864095e-05,0.0003610494269086383,1.3797197375326065e-07,6.179257585488052e-05,4.298135772439998e-06
0.00013948005509884816,0.7252615413140879,3.76,0.0,0.9324461188815084,0.9985777606700751,0.0015794669083603503,3.488511596311007e-18,6.263097251206877e-13,0.001294390280640938,0.0001299259747621045,2.873977411853441e-07,3.840926108514119e-06,2.7296779070117406e-06,0.0005634014305066162,0.0009282783676285557,7.231198665655992e-07,5.799432145020519e-08,1.1740477210975467e-07,7.374324203120472e-05,0.0003659975416243809,1.3965514645227855e-07,6.294931179095777e-05,4.297815810580738e-06
0.00014026099191626862,0.725261770243463,3.76,0.0,0.9324197155724547,0.9985650197716801,0.0015947245633568955,3.511329994627062e-18,6.281493461823806e-13,0.0012981626499047722,0.0001298878294223254,2.882319688774167e-07,3.851409848529791e-06,2.7394985082763452e-06,0.000568870216579229,0.000937392738902678,7.25457244293223e-07,5.815186421170532e-08,1.1843332040071879e-07,7.494439867977918e-05,0.0003709672545123124,1.4134439478552713e-07,6.411940311627715e-05,4.297632565353499e-06
0.00014104192873368908,0.7252619986575646,3.76,0.0,0.9323932587314876,0.9985522394778944,0.0016100242310156468,3.5341001511971906e-18,6.299700215794979e-13,0.0013018956620162278,0.00012985327415080344,2.89057419597068e-07,3.861833594259045e-06,2.749307290648169e-06,0.0005743604363509783,0.0009465231202726859,7.277846538877531e-07,5.830862966986481e-08,1.1946158651957194e-07,7.615602341801936e-05,0.0003759582419473108,1.4303965422463372e-07,6.530289224597045e-05,4.297585502321572e-06
0.00014182286555110954,0.7252622265976592,3.76,0.0,0.9323667486958591,0.9985394200623329,0.0016253656811231454,3.556822156846867e-18,6.317720263198909e-13,0.0013055898870680978,0.00012982228009508634,2.898742202699884e-07,3.872198621660116e-06,2.759104705905754e-06,0.0005798720744667493,0.0009556692100007269,7.301022872986715e-07,5.846464486056049e-08,1.2048956650654363e-07,7.737811318385602e-05,0.00038097018318055504,1.447408614734936e-07,6.649982111145814e-05,4.297674026938153e-06
0.00014260380236853,0.725262454104824,3.76,0.0,0.9323401857961107,0.9985265617949445,0.0016407486884140077,3.57950008920848e-18,6.335556338233135e-13,0.0013092458914710484,0.0001297948173859356,2.9068249700433994e-07,3.882506182995096e-06,2.7688911970256367e-06,0.0005854051163365165,0.0009648307113737163,7.324103337682032e-07,5.861993411469202e-08,1.2151725769443522e-07,7.861066488328745e-05,0.0003860027604142409,1.4644795474605453e-07,6.771023117406658e-05,4.297897489247584e-06
0.00014338473918595047,0.7252626812198454,3.76,0.0,0.9323135703561897,0.9985136649420152,0.0016561730324825843,3.602134200068198e-18,6.353211155125169e-13,0.001312864237784663,0.00012977085520692839,2.9148237504705983e-07,3.892757507247624e-06,2.7786671941756225e-06,0.0005909595481179466,0.0009740073326315412,7.347089798653497e-07,5.8774523582496e-08,1.225446584070663e-07,7.985367540107804e-05,0.00039105565884633406,1.481608734844617e-07,6.893416343452469e-05,4.298255186845392e-06
0.00014416567600337093,0.7252629079831968,3.76,0.0,0.9322869026935153,0.9985007297661674,0.0016716384977328348,3.624722034828569e-18,6.370687408121077e-13,0.0013164454846289093,0.00012975036183236437,2.9227397876438825e-07,3.902953800689127e-06,2.7884331164489763e-06,0.0005965353567061078,0.0009831987869310566,7.36998409491822e-07,5.892843996641352e-08,1.2357176783758034e-07,8.110714160628369e-05,0.00039612856669193235,1.4987955821875484e-07,7.017165843811481e-05,4.298746366606548e-06
0.0001449466128207914,0.7252631344351408,3.76,0.0,0.9322601831191306,0.9984877565263641,0.0016871448732646748,3.647266960184257e-18,6.387987774030769e-13,0.0013199901864745921,0.00012973330471537586,2.930574316014957e-07,3.913096246840589e-06,2.7981893766909736e-06,0.0006021325297111206,0.0009924047922630758,7.392788038567402e-07,5.90817056712158e-08,1.2459858629389846e-07,8.237106036516294e-05,0.00040122117523736444,1.5160395085598324e-07,7.142275628653747e-05,4.299370228454108e-06
0.00014572754963821185,0.7252633606155904,3.76,0.0,0.9322334119378088,0.9984747454779122,0.001702691952794233,3.669772936475832e-18,6.405114909447965e-13,0.0013234988935077099,0.00012971965054744473,2.938328560493115e-07,3.923186006817157e-06,2.8079363778923026e-06,0.0006077510554425871,0.0010016250713871927,7.415503415407657e-07,5.923434250538769e-08,1.256251151301498e-07,8.364542854987251e-05,0.0004063331788727451,1.5333399469181082e-07,7.268749664629536e-05,4.300125928015682e-06
0.00014650848645563231,0.7252635865641969,3.76,0.0,0.9322065894481899,0.9984616968724697,0.001718279534550695,3.69223637749036e-18,6.422071446494726e-13,0.0013269721514552453,0.00012970936533460313,2.946003735996436e-07,3.933224219821466e-06,2.8176745095248702e-06,0.0006133909228895503,0.001010859351746521,7.438131985361841e-07,5.9386375950684426e-08,1.2665135643135222e-07,8.493024305007352e-05,0.00041146427513467324,1.550696340501555e-07,7.396591875966779e-05,4.301012579894311e-06
0.00014728942327305278,0.7252638123202644,3.76,0.0,0.9321797159428652,0.9984486109580527,0.001733907421212136,3.7146571954206966e-18,6.43885999683916e-13,0.0013304105014873148,0.00012970241444239413,2.9536010473003835e-07,3.943212003481059e-06,2.8274041549357955e-06,0.0006190521217080495,0.001020107365423736,7.460675481945431e-07,5.9537828185826043e-08,1.2767731309580277e-07,8.622550077939337e-05,0.00041661416472778376,1.5681081436261907e-07,7.525806145142053e-05,4.302029259695114e-06
0.00014807036009047324,0.7252640379228188,3.76,0.0,0.9321527917085387,0.9984354879790511,0.0017495754197858896,3.737040914983767e-18,6.45548315184176e-13,0.0013338144800388223,0.00012969876267903403,2.96112168867041e-07,3.95315045402247e-06,2.837125691047751e-06,0.0006247346421987206,0.0010293688490441303,7.483135612905301e-07,5.968871813287123e-08,1.2870298907611245e-07,8.753119868745368e-05,0.0004217825515642377,1.5855748253055818e-07,7.656396314122e-05,4.303175007703231e-06
0.00014885876768478025,0.7252642655672126,3.76,0.0,0.9321255587320056,0.9984222021068639,0.0017654338024502292,3.7595996693383355e-18,6.472100165313275e-13,0.001337216697204533,0.00012969838626889933,2.9686377063913066e-07,3.963135030960601e-06,2.846932372481699e-06,0.000630493143500626,0.0010387323323919383,7.505727753561129e-07,5.984050369385954e-08,1.2973819710242465e-07,8.885997487151531e-05,0.00042701884691062847,1.6032637399299478e-07,7.789635340327888e-05,4.304461632027123e-06
0.00014964717527908726,0.725264493134009,3.76,0.0,0.9320982746206979,0.9984088789469744,0.0017813326859189953,3.7821185383568064e-18,6.488553833972816e-13,0.001340584965847642,0.00012970129880802473,2.9760779928239384e-07,3.97307150747198e-06,2.856731527640429e-06,0.0006362733584377832,0.0010481090189369885,7.528238345801832e-07,5.999176018421723e-08,1.3077312926740663e-07,9.019938583331883e-05,0.0004322733986221136,1.621007533541027e-07,7.924284464582814e-05,4.30587773982554e-06
0.00015043558287339428,0.7252647206622934,3.76,0.0,0.9320709396519495,0.9983955187396832,0.0017972718845926895,3.8046018675526394e-18,6.504846750453295e-13,0.0013439198226812223,0.00012970746264456408,2.983443742800731e-07,3.982960947683946e-06,2.8665235181911465e-06,0.0006420752789481517,0.0010574986513868616,7.550669068371769e-07,6.01425057683312e-08,1.3180779188510083e-07,9.154942858909412e-05,0.0004375459120934885,1.6388056945499633e-07,8.060347519300834e-05,4.307422246873752e-06
0.0001512239904677013,0.7252649481908191,3.76,0.0,0.932043554097402,0.9983821217215858,0.0018132512170492719,3.827050221064207e-18,6.520981480352298e-13,0.001347221799096989,0.00012971683975286123,2.9907361392774224e-07,3.9928043949046225e-06,2.876308695178347e-06,0.0006478988975811665,0.0010669009768959027,7.573021574532172e-07,6.029276022660637e-08,1.32842192016091e-07,9.291010022285622e-05,0.0004428360961269134,1.6566577237073151e-07,8.197828298225863e-05,4.309094041441477e-06
0.0001520123980620083,0.7252651757579475,3.76,0.0,0.9320161182231095,0.9983686881255892,0.0018292705059663554,3.849460241177387e-18,6.536960561687413e-13,0.0013504914210802118,0.00012972939178045422,2.997956353135299e-07,4.00260287203265e-06,2.8860873997301842e-06,0.0006537442074836304,0.0010763157469994616,7.595297492209974e-07,6.044254474314645e-08,1.3387633733525197e-07,9.42813978933049e-05,0.00044814366294477944,1.6745631318342468e-07,8.336730557261366e-05,4.310891986447333e-06
0.00015282254325504728,0.7252654096796178,3.76,0.0,0.9319878737538998,0.9983548462812935,0.0018457729130603403,3.8724530523024986e-18,6.55322070940421e-13,0.001353818033863958,0.00012974555670289704,3.0053016620087564e-07,4.012625715246376e-06,2.8961293308338192e-06,0.0006597732715057067,0.0010860028040167464,7.61810948980268e-07,6.059598649604823e-08,1.3493873894462895e-07,9.570157096902218e-05,0.00045361537685282736,1.6930173244291384e-07,8.4809472816851e-05,4.312869699183482e-06
0.00015363268844808625,0.7252656437230178,3.76,0.0,0.9319595767038719,0.998340966301044,0.001862317143605538,3.895412375813154e-18,6.569321860619522e-13,0.0013571115916583252,0.0001297649910840172,3.0125732199005214e-07,4.022603199606439e-06,2.9061651411308724e-06,0.0006658252266101881,0.0010957024832842265,7.640844019841832e-07,6.074896781685113e-08,1.360008901100524e-07,9.71329583029166e-05,0.0004591048403431053,1.711526871584542e-07,8.626672873872894e-05,4.314978107893826e-06
0.00015444283364112523,0.7252658779285147,3.76,0.0,0.9319312273439854,0.9983270484255327,0.0018789030181852872,3.918334788491476e-18,6.585266681023935e-13,0.0013603726467936175,0.00012978765254727207,3.019772256301651e-07,4.032536370147487e-06,2.9161951760141992e-06,0.0006719000672374616,0.00110541452920037,7.663502766443804e-07,6.090150981707804e-08,1.3706280123994244e-07,9.857555710442373e-05,0.00046461175252334613,1.730091279895547e-07,8.773911290012394e-05,4.3172159095198884e-06
0.0001552529788341642,0.725266112336101,3.76,0.0,0.9319028259394518,0.998313092891449,0.0018955303615908387,3.9412229988206574e-18,6.601057808136026e-13,0.0013636017452450628,0.00012981349855507927,3.026899986563245e-07,4.04242625064231e-06,2.92621977676275e-06,0.0006779977884313473,0.0011151386907348368,7.686087385829591e-07,6.105362947502018e-08,1.3812448332721206e-07,0.00010002936469585542,0.0004701358163472657,1.7487100676253175e-07,8.922666447987876e-05,4.31958178204039e-06
0.00015606312402720318,0.7252663469853017,3.76,0.0,0.9318743727498334,0.9982990999315056,0.0019121990027480256,3.964082482250745e-18,6.616697849859404e-13,0.0013667994265846959,0.00012984248644582388,3.033957611785195e-07,4.052273843995592e-06,2.936239278233026e-06,0.0006841183858271798,0.0011248747213601117,7.708599507124235e-07,6.120534182859008e-08,1.391859480144038e-07,0.00010149437851759245,0.00047567673861352046,1.7673827666517174e-07,9.072942228164756e-05,4.322074386263588e-06
0.00015687326922024216,0.7252665819152264,3.76,0.0,0.9318458680291705,0.9982850697744734,0.0019289087746211342,3.9869100431269676e-18,6.632189379622398e-13,0.0013699662239156142,0.00012987457348303158,3.040946318620004e-07,4.062080132772897e-06,2.9462540027627704e-06,0.0006902618556356708,0.0011346223789586135,7.73104073367856e-07,6.135666618029761e-08,1.4024720750767635e-07,0.00010297059613519596,0.00048123422996607557,1.7861089197334283e-07,9.224742474409975e-05,4.324692368076937e-06
0.00015768341441328113,0.7252668171645303,3.76,0.0,0.9318173120260665,0.9982710026452072,0.0019456595141489307,4.009704240116439e-18,6.64753494015142e-13,0.0013731026638374479,0.000129909716885843,3.047867279227396e-07,4.07184607955532e-06,2.956264266910297e-06,0.0006964281946321312,0.001144381425770324,7.753412642342645e-07,6.15076200835e-08,1.4130827446001663e-07,0.00010445801524378766,0.00048680800489014957,1.804888079231051e-07,9.378070994782637e-05,4.3274343599245586e-06
0.0001584935596063201,0.7252670527714483,3.76,0.0,0.9317887049838421,0.9982568987646937,0.0019624510621299544,4.0324714191633345e-18,6.662737045750054e-13,0.0013762092663881136,0.00012994787388312328,3.0547216511820706e-07,4.081572627208958e-06,2.966270384303902e-06,0.0007026174001379371,0.001154151628289398,7.775716783503187e-07,6.165821650716092e-08,1.423691620790515e-07,0.00010595663367562685,0.0004923977817040043,1.8237198111143766e-07,9.532931562742855e-05,4.330298983376704e-06
0.00015930370479935908,0.7252672887737612,3.76,0.0,0.9317600471406308,0.9982427583500829,0.001979283263150341,4.05521184642638e-18,6.677798176672013e-13,0.0013792865450163038,0.00012998900174559377,3.061510577356048e-07,4.091260699352473e-06,2.976272658280668e-06,0.0007088294700094368,0.0011639327571888413,7.79795468241605e-07,6.180847121000765e-08,1.4342988404302801e-07,0.00010746644940471765,0.0004980032825502814,1.842603692372317e-07,9.689327917962081e-05,4.333284850630243e-06
0.00016011384999239806,0.7252675252087979,3.76,0.0,0.9317313387294441,0.9982285816147124,0.001996155965534311,4.077921360580182e-18,6.692720779616212e-13,0.001382335006568297,0.00013003305780604797,3.0682351858903613e-07,4.1009112008537075e-06,2.9862713833750685e-06,0.0007150644026296879,0.001173724587275538,7.820127839493849e-07,6.19584017217247e-08,1.4449045440838582e-07,0.00010898746054959803,0.0005036242333873036,1.8615393085735566e-07,9.847263766826722e-05,4.3363905655530855e-06
0.00016092399518543703,0.7252677621134581,3.76,0.0,0.9317025799782965,0.9982143687681503,0.002013069021252906,4.100604797174216e-18,6.707507272892123e-13,0.001385355151260007,0.00013007999949847632,3.0748965901854964e-07,4.110525017938222e-06,2.9962668525755915e-06,0.0007213221968942389,0.0011835268974102447,7.842237729523179e-07,6.21080203333932e-08,1.455508876615453e-07,0.00011051966537876724,0.000509260363974972,1.8805262570544563e-07,0.00010006742783428691,4.3396147255480395e-06
0.000161734140378476,0.7252679995241883,3.76,0.0,0.931673771110298,0.9982001200162307,0.002030022285851424,4.123267207617512e-18,6.722160042992529e-13,0.0013883474726628497,0.0001301297843872228,3.081495888843354e-07,4.1201030185771076e-06,3.006259352421367e-06,0.0007276028522001379,0.001193339470433503,7.864285802630244e-07,6.22573388689654e-08,1.4661119871746808e-07,0.00011206306231464318,0.0005149114078601363,1.8995641477204817e-07,0.00010167768610344677,4.342955923013932e-06
