Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201)
0.0006970660514749731,0.9106833051443984,3.76,0.0,3.779669604822331e-11,0.0003967937381057429,0.9935869368200879,1.0560191772545108e-12,3.5447190734539407e-13,4.073316679100232e-11,3.2522866663140127e-07,5.843871121923524e-19,0.006677913140720379,0.03205124931556691,0.41405212488758397,1.2627743381869195e-08,0.00032930482302193786,6.916380135082792e-14,1.9202342574656827e-21,4.550019104157154e-18,2.3527608028694326e-21,9.703342210330705e-07,0.42839271936366413,2.585893843782458e-07,9.119983061666762e-24,1.5459155051095067e-18,2.616821361437527e-15,-8.400774981093501e-19,9.913422803120217e-14,1.5451896191815112e-12,2.803891780679429e-17,2.114104952946527e-25,3.251172668290665e-17,3.96496352742953e-09,0.285108467654968,8.925227262921648e-15,6.369867525375111e-14,7.745808373168966e-19,5.688545849421964e-21,1.2511361992985447e-17,6.742283874871826e-08,-1.0854471315402632e-21,-5.515923214757023e-26,2.7447706820249434e-10,3.438711536987139e-08,-1.899849070255017e-21,3.2646789924039324e-20,1.334691104464293e-18,2.112492522274706e-12,4.040455236442731e-19,1.5196453065662842e-21,-1.1145234852052527e-30,8.001299631615697e-08,2.6827132529958335e-11,2.0214978338797973e-16,1.5503430357041936e-23,3.978428352379709e-19,1.0170485006225682e-25,2.955052610400217e-26,1.0912824194537627e-18,6.190779044741361e-33,6.27363659889276e-14,3.6894038598271386e-25
0.0007015537771694181,0.910662647171233,3.76,0.0,3.787873608052002e-11,0.0003916078532105151,0.9936566119193792,1.0409314909313976e-12,3.509779232240882e-13,4.066560883245934e-11,3.209490768107041e-07,5.758066404893127e-19,0.006634521419058216,0.03184498561047357,0.4141072855626394,1.2635765118899053e-08,0.00032501452895815114,6.877415016535474e-14,1.9144476853748067e-21,4.5621911338663746e-18,2.3606923841151623e-21,9.657632935029608e-07,0.4284043303832167,2.5569454733693934e-07,9.027737807547992e-24,1.5468850973969403e-18,2.6235447654819533e-15,3.628784665072074e-18,9.846810653596825e-14,1.539454926560583e-12,2.7711497233426175e-17,2.108608945304681e-25,3.212531257868872e-17,3.939405451381699e-09,0.2850968621782445,8.935526173138958e-15,6.390552847678935e-14,7.727633456971607e-19,5.639366396015709e-21,1.2491520443566125e-17,6.698833740804824e-08,3.736458010967663e-22,5.842094140196921e-26,2.7260508505233404e-10,3.4375578746926194e-08,4.1232719426767403e-22,3.2535558245605975e-20,1.3282966412003622e-18,2.1032323897947693e-12,4.018981412283176e-19,-2.8111742724659773e-22,1.2148784111358392e-30,7.950656396193955e-08,2.682451770397988e-11,2.0214014368954773e-16,-3.802422907195666e-23,3.978462771021316e-19,-2.5001733829035286e-25,-5.394387383337612e-27,1.0842035511043352e-18,6.196372114974186e-33,6.231398025756757e-14,-9.284104953877894e-25
0.000706041502863863,0.9106422571662557,3.76,0.0,3.7960367281975126e-11,0.00038652129156130995,0.9937253638773561,1.026096665752762e-12,3.4752836643574696e-13,4.0598155058898945e-11,3.1675114120548705e-07,5.673961791703443e-19,0.006591675787488238,0.031641297455209993,0.41416180844059725,1.2643710852617236e-08,0.0003208061584696998,6.838880355760687e-14,1.9102212575842604e-21,4.574311583296738e-18,2.367118321842617e-21,9.612335044805853e-07,0.42841584514578007,2.528474945859676e-07,8.961545196226542e-24,1.5446749273377412e-18,2.6357483168598613e-15,2.943519149024301e-18,9.781003430635206e-14,1.5337575016798054e-12,2.7389737251836233e-17,2.104189581477823e-25,3.1745687753949133e-17,3.91416629913929e-09,0.28508535290521836,8.876548420051786e-15,6.410758011221251e-14,7.712159841522454e-19,5.594886422399353e-21,1.2471697807257409e-17,6.655925678573423e-08,9.299124530286339e-22,1.5318815663235243e-26,2.7075772598888967e-10,3.4364180399850135e-08,1.6201953418572865e-21,3.242976900089185e-20,1.322611572746236e-18,2.0940471601229143e-12,3.9960349602920315e-19,-1.2931103453559452e-21,1.8043653201049426e-31,7.900645809717668e-08,2.682195053207634e-11,2.0213075671617536e-16,9.185537507243362e-24,3.9784967231066606e-19,8.151009345487162e-26,-2.5197938141729883e-26,1.0772137396525585e-18,6.203164365940108e-33,6.189709294279003e-14,3.0407575273092962e-25
0.0007100804559888634,0.910624131039808,3.76,0.0,3.80335000598424e-11,0.00038202624799858444,0.9937864661842885,1.0129643521840366e-12,3.4445912503999444e-13,4.053751159625713e-11,3.1304117410219884e-07,5.599701300700776e-19,0.0065535732862176035,0.03146014111954438,0.4142103426011655,1.2650796629030569e-08,0.00031708697861518965,6.804561237958844e-14,1.906591339842899e-21,4.5850816670434454e-18,2.371019151093818e-21,9.571914200770007e-07,0.4284261268084314,2.5032514550570435e-07,8.911387868961905e-24,1.540994107588305e-18,2.6481522224661975e-15,7.110401387361639e-19,9.722312170508284e-14,1.5286270265668118e-12,2.7104887141193717e-17,2.099988022248779e-25,3.140970109279892e-17,3.891718916364883e-09,0.28507507613821903,8.841917299057548e-15,6.426404355142211e-14,7.69132065276301e-19,5.546614904370245e-21,1.24538651637609e-17,6.617763693560973e-08,-1.14851026608721e-22,-2.936935747343999e-26,2.6911576507604763e-10,3.4354038462456865e-08,-1.17377167414e-22,3.2328054472253805e-20,1.3160151872142883e-18,2.0858439960120235e-12,3.991947599548985e-19,3.91492733993677e-23,-6.261503022751271e-31,7.856167628904424e-08,2.6819679764218312e-11,2.0212251786608814e-16,2.0436044818062762e-23,3.9785268892786313e-19,1.2791511116479932e-25,7.211428840135835e-28,1.0709976928241694e-18,6.208788514937322e-33,6.152650943969236e-14,4.798012932877992e-25
0.0007141194091138638,0.9106062141864334,3.76,0.0,3.810631778350872e-11,0.00037760787683448487,0.9938468480331064,1.0000395981907549e-12,3.414254262378422e-13,4.047688035525714e-11,3.0939429339810956e-07,5.5267686633241245e-19,0.006515897768937549,0.03128099901354794,0.41425837652084435,1.265782131607164e-08,0.0003134310495896833,6.770579175956711e-14,1.9019638970366648e-21,4.595522828150776e-18,2.3758075842005986e-21,9.531818413355325e-07,0.4284363317655369,2.47839924578273e-07,8.842342549095101e-24,1.5398710871305308e-18,2.6565787159274556e-15,2.182449397839501e-18,9.664170378334457e-14,1.5234926670388058e-12,2.6824426252563498e-17,2.0954066389234716e-25,3.1078975066025326e-17,3.8695209779087095e-09,0.2850648760347549,8.842398816130979e-15,6.44287336087096e-14,7.672403262577197e-19,5.500518160135969e-21,1.2436025117374673e-17,6.580025689790583e-08,-3.225533803636869e-22,7.311191236419033e-27,2.674930291301735e-10,3.434400547796107e-08,-6.212725970032455e-22,3.222585771261499e-20,1.309819598585599e-18,2.0777001034989065e-12,3.979297562276289e-19,4.6375444249453545e-22,2.3390062714475985e-31,7.812184277181375e-08,2.6817445652015585e-11,2.0211447149632818e-16,-1.3858384469695208e-23,3.978556692033276e-19,-1.0212638117927291e-25,9.058892387710283e-27,1.064851277948144e-18,6.213476309948199e-33,6.116022116736085e-14,-3.806753545090531e-25
0.0007177544669263642,0.9105902650079498,3.76,0.0,3.817157920443677e-11,0.0003736954811803668,0.9939005860142733,9.88577147848731e-13,3.387244168441349e-13,4.042235986668894e-11,3.0616485549404755e-07,5.462229742840667e-19,0.006482349066806214,0.03112146605300129,0.41430118555481915,1.2664092635469624e-08,0.0003101936263267977,6.740279808219123e-14,1.8981385383646783e-21,4.604732395601121e-18,2.3809526776203227e-21,9.496007046595113e-07,0.42844545114178434,2.456343743087389e-07,8.78532393943781e-24,1.538317520381186e-18,2.6650495522373206e-15,2.529600688429811e-18,9.612387117390366e-14,1.5188929315730997e-12,2.6575690384795633e-17,2.0915346169089775e-25,3.078572961398179e-17,3.849752745784852e-09,0.2850557609913014,8.819206662069834e-15,6.458940922931574e-14,7.660702690078964e-19,5.466090343752952e-21,1.2419975107002588e-17,6.54641827645319e-08,2.0827836056130875e-22,1.4306551711379254e-26,2.66048731903516e-10,3.4335067777340335e-08,3.4954330049343993e-22,3.213955531958862e-20,1.3054502815020139e-18,2.0704208324019082e-12,3.9641342449283817e-19,-2.636107051476299e-22,2.8565167053673645e-31,7.773015670692731e-08,2.6815465571017243e-11,2.0210738982698135e-16,-7.464317750526184e-24,3.9785832085632586e-19,-3.646400287159054e-26,-5.119885386236282e-27,1.0593780917966808e-18,6.217749397552804e-33,6.083417423508066e-14,-1.3956127264057627e-25
0.0007213895247388647,0.9105744799257967,3.76,0.0,3.823658382028046e-11,0.00036984258632572116,0.9939537594171745,9.772734711838581e-13,3.3605012900429944e-13,4.036790947787045e-11,3.0298437518003465e-07,5.398715456816661e-19,0.006449135514705752,0.030963514417398894,0.4143436008575457,1.2670316079703198e-08,0.0003070052932499202,6.710246551557064e-14,1.8946155034341533e-21,4.613959999304013e-18,2.3855380747778516e-21,9.460453227729538e-07,0.42845450931564477,2.434578012398863e-07,8.737884110625347e-24,1.5354074729153989e-18,2.675149945090416e-15,1.1935111057061998e-18,9.561027771201739e-14,1.5143015853812815e-12,2.6330374247724557e-17,2.0876778012383587e-25,3.049658030477651e-17,3.830180364607949e-09,0.28504670711701696,8.785969217345306e-15,6.473893181597944e-14,7.645477166856128e-19,5.427281036108347e-21,1.2403938197863623e-17,6.513143753664648e-08,1.6697461679271835e-22,-1.0658738089904106e-26,2.6461950531267327e-10,3.432621616556209e-08,3.602654947626958e-22,3.205351333615362e-20,1.3003084988783197e-18,2.0631888897240015e-12,3.9570712718408735e-19,-2.757633686272966e-22,-2.707114663405761e-31,7.734235581355406e-08,2.6813513856706948e-11,2.0210045579369276e-16,1.2809269070666149e-23,3.9786094399090817e-19,8.789776714300364e-26,-5.395420185441955e-27,1.0539595604270992e-18,6.222020535698373e-33,6.051149601674987e-14,3.296798476492684e-25
0.0007250245825513651,0.910558856455286,3.76,0.0,3.830133927068066e-11,0.00036604800623159326,0.9940063769524367,9.661277914904626e-13,3.334035543537293e-13,4.031349734984247e-11,2.9985189468411777e-07,5.336211814936851e-19,0.006416252194769677,0.030807121039286713,0.4143856277122541,1.2676491796066465e-08,0.00030386507448737266,6.680475603678348e-14,1.890616620503938e-21,4.623092345109691e-18,2.389673383876396e-21,9.425154297077505e-07,0.42846350672921957,2.4130970407183884e-07,8.681037408165653e-24,1.5337624061949138e-18,2.683317874949538e-15,1.7338954074745055e-18,9.510062376183977e-14,1.5097054581329515e-12,2.6088415638693483e-17,2.083658741873609e-25,3.021145145613612e-17,3.810800985621704e-09,0.2850377139701748,8.777405631366842e-15,6.48811080419077e-14,7.627474219987169e-19,5.384876944058083e-21,1.2387904177241085e-17,6.48019728034125e-08,-1.5885394547850096e-22,-5.900676148713702e-27,2.6320511905292963e-10,3.431744963867949e-08,-3.0531879202815104e-22,3.196403423980764e-20,1.294543618015612e-18,2.0560037365724755e-12,3.947489043295896e-19,2.2564929231110577e-22,-1.062527284728612e-31,7.695838358928281e-08,2.6811589904809444e-11,2.0209366563286965e-16,1.8567349952357796e-24,3.978635390620768e-19,5.017187745413335e-28,4.392149817769008e-27,1.0485948815872229e-18,6.225908994098326e-33,6.019213577311534e-14,4.3150468299672876e-27
0.0007286596403638655,0.9105433921607585,3.76,0.0,3.836584665132588e-11,0.0003623105840204718,0.9940584471553098,9.551357652816863e-13,3.3078364331979965e-13,4.0259123170538615e-11,2.9676645161891524e-07,5.274692417188234e-19,0.0063836942835700265,0.03065226329489189,0.4144272713084783,1.2682620600826178e-08,0.00030077201759861277,6.650963534694247e-14,1.8866794897142482e-21,4.632064783588252e-18,2.3940893890927344e-21,9.390107642312806e-07,0.42847244382543304,2.391895917013065e-07,8.623416969992728e-24,1.5323923338171423e-18,2.691260857260663e-15,2.474413023951526e-18,9.459583029032767e-14,1.5051236679788704e-12,2.584975381854945e-17,2.0797455306343723e-25,2.993026922832193e-17,3.791611814454859e-09,0.28502878110821794,8.765313501379807e-15,6.503138583039905e-14,7.614353689144331e-19,5.349279050903697e-21,1.2371873499401692e-17,6.447574107806188e-08,-6.086857694235104e-23,9.025463369964753e-27,2.6180534752737146e-10,3.43087672052438e-08,-1.5949020376381784e-22,3.1874999790642103e-20,1.2899170825080546e-18,2.0488648808767033e-12,3.9334454431930656e-19,1.2077867410485816e-22,2.1166398123091323e-31,7.657818460732993e-08,2.6809693130752607e-11,2.0208701571733853e-16,-9.357615868065869e-24,3.978661064844996e-19,-5.885103008667149e-26,2.369480216359398e-27,1.0432832678630695e-18,6.229696810465634e-33,5.987604378359453e-14,-2.2265459446115422e-25
0.000732294698176366,0.9105280846551197,3.76,0.0,3.8430105654939345e-11,0.00035862919111803466,0.9941099783894437,9.44295520279699e-13,3.281895439719828e-13,4.0204817393845424e-11,2.9372711746438745e-07,5.214134194084358e-19,0.006351457049497609,0.030498918992830953,0.4144685367452191,1.2688703216426776e-08,0.000297725193829577,6.621707230323123e-14,1.883054156446023e-21,4.641014212415777e-18,2.3986402470425585e-21,9.355310655522189e-07,0.42848132104781084,2.3709698351388776e-07,8.57546429231102e-24,1.5297701518596489e-18,2.7008505458766627e-15,1.5109480878121912e-18,9.409556937054558e-14,1.50055885314117e-12,2.561432967503119e-17,2.075896544572342e-25,2.9652961742131685e-17,3.772610109826055e-09,0.28501990808798583,8.73294572139053e-15,6.518065102646555e-14,7.601756826477673e-19,5.31459914575795e-21,1.2355855998866315e-17,6.415269577553133e-08,1.1746459584550456e-22,8.172736681961657e-28,2.6041996965697537e-10,3.4300167886804896e-08,2.660998552279894e-22,3.178885738308652e-20,1.2854300638109784e-18,2.0417720328365355e-12,3.92454655133365e-19,-1.9504825213617494e-22,4.411611829432186e-33,7.620170449267017e-08,2.6807822965257014e-11,2.02080502524667e-16,1.5692015070338334e-24,3.9786864666328687e-19,1.7995930699364426e-26,-3.802355388051898e-27,1.0380239473201201e-18,6.233502009270939e-33,5.956317129966426e-14,6.660457334444939e-26
0.0007359297559888664,0.9105129315999577,3.76,0.0,3.8494119008130747e-11,0.0003550027262438207,0.9941609788513663,9.33606437935913e-13,3.2562211092931466e-13,4.01505806543375e-11,2.9073300357399944e-07,5.154521720451626e-19,0.006319535851077299,0.030347066360345946,0.4145094290341872,1.269473995173799e-08,0.00029472369705736413,6.592703420723587e-14,1.8791640297050686e-21,4.64979945795452e-18,2.402813445959019e-21,9.320760765220657e-07,0.428490138840207,2.350314093779617e-07,8.527687195879515e-24,1.5268603331759603e-18,2.7102504647778088e-15,5.307030108066578e-19,9.359892611113453e-14,1.4959934559064871e-12,2.5382085282528286e-17,2.071869421149918e-25,2.937945858119967e-17,3.753793181968463e-09,0.2850110944659844,8.705694525582141e-15,6.531672819341294e-14,7.583379831580112e-19,5.2722248504664394e-21,1.2339851761490909e-17,6.383279118607815e-08,-1.7582511366553304e-22,-2.0436320669071036e-26,2.5904876864747553e-10,3.429165071792404e-08,-2.517498072139946e-22,3.170393508840013e-20,1.2796260671397825e-18,2.0347248247622046e-12,3.9204100907466063e-19,2.0170468919415065e-22,-4.2444752520934105e-31,7.582888989075712e-08,2.680597885282712e-11,2.0207412262482274e-16,1.482160690981418e-23,3.978711600118228e-19,7.722964082084495e-26,3.902428061756748e-27,1.0328161630906875e-18,6.236843742270099e-33,5.925347049880245e-14,2.9712128960326477e-25
0.0007395648138013669,0.9104979306963267,3.76,0.0,3.855789311735869e-11,0.00035143011515140183,0.9942114565720452,9.230629914245322e-13,3.230809647912987e-13,4.009637208942108e-11,2.8778323215305327e-07,5.095845713650862e-19,0.006287926136980629,0.030196684041660322,0.4145499530990678,1.270073107009747e-08,0.00029176664268458215,6.563948557039303e-14,1.875079586840374e-21,4.658343598180002e-18,2.4069749028697166e-21,9.286455476540767e-07,0.4284988976466913,2.3299240922196467e-07,8.466803857198982e-24,1.5258971610984801e-18,2.7171403159644978e-15,2.0095940458074136e-18,9.310672292595139e-14,1.4914323667009583e-12,2.5152963645499256e-17,2.067964160776738e-25,2.910969054628504e-17,3.735158392390055e-09,0.2850023397984936,8.702346248650842e-15,6.54586790230222e-14,7.569102024746205e-19,5.235658985588186e-21,1.2323847381770079e-17,6.351598247159024e-08,-2.1900493199104233e-22,-2.3452724408480546e-27,2.576915319909553e-10,3.428321474465246e-08,-4.427090227948683e-22,3.161230599965647e-20,1.274788114179668e-18,2.0277226715105714e-12,3.904243721498331e-19,3.4638425654136445e-22,-2.2888854586916858e-32,7.545968845996734e-08,2.6804160253679554e-11,2.0206787269382363e-16,-2.360613007723193e-24,3.978736469398124e-19,-2.4822597785167407e-26,6.750808923771076e-27,1.02765917227865e-18,6.24000697882182e-33,5.894689448732123e-14,-9.211592635839635e-26
0.0007431998716138673,0.910483079701917,3.76,0.0,3.862142907530506e-11,0.00034791030920223597,0.9942614194254508,9.126617031651711e-13,3.205641653388619e-13,4.004220280775275e-11,2.8487693204611934e-07,5.038083669588269e-19,0.006256623440000558,0.030047751079059784,0.41459011377943716,1.2706677237436208e-08,0.0002888531675089373,6.53543954547096e-14,1.8713409629605595e-21,4.6668832587131515e-18,2.411487601676729e-21,9.252392294164929e-07,0.4285075979111018,2.3097953232009475e-07,8.40534526606383e-24,1.5254604672418045e-18,2.7240011287697177e-15,3.731073680763781e-18,9.261947173851594e-14,1.4868929308832306e-12,2.4926909427107505e-17,2.0642801497346476e-25,2.8843590434440034e-17,3.716703151433585e-09,0.2849936436420237,8.696799342868679e-15,6.561860633082802e-14,7.561945128979436e-19,5.208396922506432e-21,1.2307846949301973e-17,6.3202225623277e-08,4.223396388786221e-22,3.9742879039770536e-26,2.5634805140752753e-10,3.427485902467112e-08,7.464696440999756e-22,3.151906511331261e-20,1.2715589550717824e-18,2.0207652093970486e-12,3.881536001395329e-19,-5.714439787937013e-22,8.270069388092377e-31,7.509404882693075e-08,2.6802366643349734e-11,2.0206174951350083e-16,-2.6333670530690967e-23,3.978761078315805e-19,-1.3652094437216137e-25,-1.1081577827165242e-26,1.0225522457393228e-18,6.243401535171277e-33,5.864339728119761e-14,-5.257770341213338e-25
0.0007468349294263677,0.9104683764033378,3.76,0.0,3.868472355684714e-11,0.000344442285173812,0.9943108751288597,9.024068953859913e-13,3.1807225426558514e-13,3.998814431688264e-11,2.8201326004670475e-07,4.981194589781648e-19,0.006225623377131247,0.029900246912470712,0.4146299158306205,1.2712579379441775e-08,0.00028598242965415156,6.50717369769135e-14,1.867598469417285e-21,4.675317431664596e-18,2.4158345918772626e-21,9.218568702251498e-07,0.4285162400770187,2.2899233745901673e-07,8.367637963390223e-24,1.5213082821979215e-18,2.735053055966415e-15,1.0599594464769738e-18,9.213587698815151e-14,1.4823693088995858e-12,2.470386898272119e-17,2.0602197716286002e-25,2.858109303590582e-17,3.6984249183021747e-09,0.2849850055533424,8.650502946230997e-15,6.576749775328396e-14,7.547908272964719e-19,5.171507195029941e-21,1.2291874620158097e-17,6.289147746193586e-08,6.4171895731599725e-22,1.1736626209546537e-26,2.550181227683207e-10,3.4266582630401046e-08,1.3899401847605394e-21,3.1441735370197943e-20,1.2667146987287022e-18,2.013852294358066e-12,3.8813302736639254e-19,-1.0852141435057378e-21,2.014747797906898e-31,7.473192058704206e-08,2.6800597510400623e-11,2.0205574995432488e-16,3.9825666224400715e-24,3.9787854304776295e-19,4.3082506731219975e-26,-2.1139749668281806e-26,1.017494669019229e-18,6.24616645251225e-33,5.83429337937014e-14,1.6085989591760693e-25
0.0007504699872388682,0.9104538186459558,3.76,0.0,3.874778132314257e-11,0.00034102504400237727,0.9943598312484473,8.922974608468481e-13,3.156086176297715e-13,3.993418781667554e-11,2.7919141731470975e-07,4.925168260898322e-19,0.006194921648131223,0.029754151359786866,0.4146693639286408,1.271843781652831e-08,0.0002831536066088996,6.479147735023516e-14,1.863386422441622e-21,4.683859072913649e-18,2.4195132745773423e-21,9.184982281717883e-07,0.42852482458746827,2.2703039291742912e-07,8.335090312848535e-24,1.5163973246570668e-18,2.7461265866072514e-15,-2.0642571367503507e-18,9.165517104967833e-14,1.4778322921094364e-12,2.448378903526402e-17,2.0559972749161629e-25,2.832213370085563e-17,3.6803211988512822e-09,0.2849764250897604,8.602806150356444e-15,6.587814755716555e-14,7.524154669266003e-19,5.123305576250074e-21,1.2275926613113349e-17,6.258369560184062e-08,-3.87696889140064e-22,-6.520457187035491e-26,2.5370154567828156e-10,3.425838464645227e-08,-5.38410821958621e-22,3.136893697746786e-20,1.259794702554856e-18,2.00698342417032e-12,3.892734158110245e-19,3.7462904817196256e-22,-1.3678308026783758e-30,7.437325425798748e-08,2.6798852355481382e-11,2.0204987096493855e-16,4.8400422273057116e-23,3.9788095296852036e-19,2.737877510393043e-25,7.207039291709296e-27,1.0124857411558792e-18,6.248786618014049e-33,5.804545975342936e-14,1.0500700699008018e-24
0.0007541050450513686,0.9104394043009929,3.76,0.0,3.8810612419262986e-11,0.0003376576106633563,0.9944082952006578,8.823171684775033e-13,3.1316746413641636e-13,3.988020243271803e-11,2.764106115519074e-07,4.870045341883848e-19,0.0061645140347230155,0.02960944461740451,0.41470846266900013,1.2724252182556992e-08,0.0002803658948907242,6.451358131280582e-14,1.8593455391296515e-21,4.691961228362785e-18,2.4233669336029364e-21,9.151630742325396e-07,0.428533351884836,2.2509327600895926e-07,8.253027494557563e-24,1.5183697539576775e-18,2.7488196186108444e-15,3.223219759483958e-18,9.117935231202761e-14,1.4733002118310786e-12,2.4266616758581904e-17,2.052412366626542e-25,2.806664850855085e-17,3.662389545458783e-09,0.2849679018092155,8.632660585593067e-15,6.60054536850459e-14,7.511451473790274e-19,5.090666374051434e-21,1.2259957805256207e-17,6.227883844874804e-08,-5.150122398610884e-22,7.755720816123081e-27,2.5239812364524194e-10,3.4250264164769425e-08,-1.1207403377704535e-21,3.1257575819625804e-20,1.25549313275975e-18,2.0001578960555846e-12,3.858491226595575e-19,8.568750486050406e-22,2.425877906940745e-31,7.40180012774555e-08,2.6797130694897228e-11,2.0204410959999859e-16,-1.7658229163816757e-23,3.9788333799449184e-19,-1.2944498417315201e-25,1.6720984322450218e-26,1.0075247724296148e-18,6.25165831084751e-33,5.775093173967643e-14,-4.891573695700922e-25
0.000757740102863869,0.9104251312922923,3.76,0.0,3.887320474276535e-11,0.0003343390331780829,0.9944562742594629,8.724736228960791e-13,3.107484085499124e-13,3.982626927339164e-11,2.736700314459078e-07,4.815742117790176e-19,0.006134396393775136,0.02946610724983642,0.4147472165680484,1.2730023582515432e-08,0.0002776185112877781,6.42380243836878e-14,1.855575918558297e-21,4.6999113188257414e-18,2.427632221333109e-21,9.118511612429208e-07,0.4285418224105399,2.231805724207123e-07,8.198959720197101e-24,1.5169220125279209e-18,2.756478154665952e-15,3.873082260643193e-18,9.070817567980407e-14,1.4688040579494469e-12,2.4052302637030515e-17,2.0485194452203119e-25,2.7814577231789804e-17,3.644627555547299e-09,0.2849594352706272,8.630374522871139e-15,6.617286265810707e-14,7.503693207523778e-19,5.061712848532552e-21,1.22440004041839e-17,6.197686517118459e-08,2.4895411140014205e-22,3.8868848827183305e-26,2.511076642989889e-10,3.4242220290456115e-08,4.306210347254752e-22,3.117407204941871e-20,1.2520439493236134e-18,1.993375634445058e-12,3.8401436643196726e-19,-2.8276174332286224e-22,8.169396299265082e-31,7.366611397830597e-08,2.679543205683541e-11,2.020384629991456e-16,-2.771416375570968e-23,3.978856984561774e-19,-1.5950372316495901e-25,-5.4544163870603284e-27,1.002611087442081e-18,6.253946268103067e-33,5.745930720014017e-14,-6.111353956977833e-25
0.0007613751606763695,0.9104109975792235,3.76,0.0,3.893556250319939e-11,0.00033106838182733896,0.9945037755573641,8.627689896361138e-13,3.083573966947062e-13,3.977249335913701e-11,2.7096891923126143e-07,4.762236777590957e-19,0.006104564660028584,0.02932412017570849,0.4147856300675714,1.2735753073775312e-08,0.00027491069052681277,6.396477725041604e-14,1.851747398796093e-21,4.708422284727126e-18,2.431726762775237e-21,9.085622533358301e-07,0.4285502366049718,2.2129187653773778e-07,8.178046113755421e-24,1.5113521256754927e-18,2.769400035881018e-15,-7.687729814273186e-19,9.024065713329364e-14,1.4643186753117556e-12,2.3840796990214757e-17,2.044554391465682e-25,2.7565859607758495e-17,3.6270328703616117e-09,0.28495102503392944,8.561485785854445e-15,6.631524167948473e-14,7.491777195797074e-19,5.028796341284532e-21,1.2228086143397764e-17,6.167773568353559e-08,2.2661462954561894e-22,-2.2869676767864513e-26,2.4982997862479245e-10,3.4234252143850555e-08,6.289114471592636e-22,3.110792841630705e-20,1.2477736871589425e-18,1.9866363152110784e-12,3.8519119471017736e-19,-4.554594730302374e-22,-5.284023783695368e-31,7.331754555986768e-08,2.6793755980089635e-11,2.020329283680537e-16,2.460637982737128e-23,3.978880346887688e-19,1.660793672225137e-25,-8.917353708446671e-27,9.977440239901875e-19,6.256729753406921e-33,5.717054432915654e-14,6.324299510971941e-25
0.0007646467127076198,0.9103983946790076,3.76,0.0,3.899149825882531e-11,0.0003281650216256488,0.9945461240236259,8.541447381201635e-13,3.0622569489226083e-13,3.972414734381802e-11,2.6857107325197044e-07,4.714802563208277e-19,0.006077957251524809,0.029197470820391754,0.4148199147867361,1.274087357186137e-08,0.00027250685952210334,6.372080489055959e-14,1.848093343240151e-21,4.7159088426044414e-18,2.4350991492307943e-21,9.056217230126274e-07,0.4285577615797538,2.1961224850709493e-07,8.11796862377702e-24,1.5111557655936598e-18,2.7743419154311607e-15,1.5739259078648178e-18,8.982237122442696e-14,1.4602669674044553e-12,2.3652802229828144e-17,2.0411782044296206e-25,2.7344831650349677e-17,3.6113387843221333e-09,0.2849435035962428,8.551098039269106e-15,6.641227527578635e-14,7.474446729408881e-19,4.991981478876645e-21,1.2213770200160466e-17,6.141091804315571e-08,-2.485792711641092e-22,-1.6318369133121862e-26,2.486908296643198e-10,3.422714483919597e-08,-5.609748262353118e-22,3.1021056758891095e-20,1.2425918801506683e-18,1.980607198747287e-12,3.836337356117242e-19,3.9385708926916057e-22,-3.3234352314277393e-31,7.300663363116596e-08,2.679226643069005e-11,2.0202804069798904e-16,9.1447433346256e-24,3.9789011688788935e-19,4.2484014155446255e-26,7.65379916183715e-27,9.934029895644623e-19,6.259196784130439e-33,5.691307055366123e-14,1.6422939160605446e-25
