Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30)
1.1401950962743916e-07,0.9143039637971581,3.76,0.0,0.8168436853192306,0.9999611067197989,1.4227917378934812e-06,1.284235113767516e-14,9.328790179870622e-11,0.0001010953993408296,3.4095099617546706e-05,2.116785314073941e-09,4.742417052691476e-06,3.246025481444878e-05,1.364506800222841e-05,1.6461434270541768e-07,3.25858797977069e-06,3.716483707554532e-09,1.240294454764603e-10,4.2422059415901976e-10,3.4039194039727195e-10
1.1723871445727208e-07,0.9143042009967142,3.76,0.0,0.8168404022809186,0.9999599194936025,1.5366353885745667e-06,1.404942539093952e-14,9.723569157588408e-11,0.00010436795015475099,3.504379852041037e-05,2.1902106781836224e-09,4.967754212681523e-06,3.300632425819445e-05,1.431779717891747e-05,1.747298128841465e-07,3.3860673651270983e-06,3.848554065108262e-09,1.3301442076867915e-10,4.644681097816316e-10,3.724510169792468e-10
1.20457919287105e-07,0.9143044383353093,3.76,0.0,0.8168370989360052,0.999958728986827,1.655794769474503e-06,1.5327270139759295e-14,1.0122149185340108e-10,0.00010766046305434818,3.599168237203398e-05,2.264105045352898e-09,5.1957490072203544e-06,3.353840748628613e-05,1.5001604928405114e-05,1.8517799342429603e-07,3.5134298134452638e-06,3.9818089865425134e-09,1.4237904784356355e-10,5.073186452849753e-10,4.0658428086594136e-10
1.2367712411693793e-07,0.9143046758134125,3.76,0.0,0.8168337755129451,0.9999575352961261,1.7803303414991912e-06,1.6677469463829733e-14,1.0524424595634337e-10,0.00011097270685608096,3.6938748295153994e-05,2.3384630615535215e-09,5.4262418214697634e-06,3.405688717075266e-05,1.569620776163984e-05,1.9596126650974152e-07,3.6405845595405607e-06,4.116242530829181e-09,1.5212891015114717e-10,5.528685001748452e-10,4.42869391366739e-10
1.2689632894677086e-07,0.914304913431478,3.76,0.0,0.8168304322388573,0.9999563385154618,1.9102988647747703e-06,1.8101568503786398e-14,1.0930296562348325e-10,0.0001143044517294284,3.7884993503571504e-05,2.4132794029205716e-09,5.6590766211723004e-06,3.4562135520921164e-05,1.640132994390768e-05,2.0708199233353907e-07,3.767446183950899e-06,4.251848741340609e-09,1.622695394817764e-10,6.012152238500668e-10,4.813849865652885e-10
1.301155337766038e-07,0.9143051511899478,3.76,0.0,0.816827069339492,0.9999551387361759,2.045753482657823e-06,1.960107429030691e-14,1.1339672494083736e-10,0.00011765546923056257,3.883041529960799e-05,2.488548776204742e-09,5.894100958880506e-06,3.5054514569162135e-05,1.7116703282859802e-05,2.1854250904668458e-07,3.893934379670285e-06,4.3886216480163785e-09,1.728064153934115e-10,6.524576092496636e-10,5.22210671703802e-10
1.3333473860643673e-07,0.9143053890892481,3.76,0.0,0.8168236870391979,0.9999539360470643,2.186743805831798e-06,2.1177456590266338e-14,1.175246548321999e-10,0.00012102553233481584,3.977501107163283e-05,2.5642659193597853e-09,6.131165974979027e-06,3.553437644883673e-05,1.784206692232927e-05,2.303451327198816e-07,4.01997372790707e-06,4.526555269332931e-09,1.8374496464004943e-10,7.066956858093303e-10,5.654270074672661e-10
1.3655394343626966e-07,0.9143056271297945,3.76,0.0,0.8168202855608908,0.9999527305344462,2.333315996371028e-06,2.2832148763624592e-14,1.2168593805531152e-10,0.00012441441546793994,4.071877829166111e-05,2.6404256020546612e-09,6.370126393839994e-06,3.6002063664660056e-05,1.857716714177831e-05,2.42492157317845e-07,4.1454934825382516e-06,4.665643614107764e-09,1.950905606124618e-10,7.640307117782745e-10,6.111154981764558e-10
1.397731482661026e-07,0.9143058653119878,3.76,0.0,0.8168168651260246,0.9999515222822319,2.485512851661742e-06,2.4566548625767134e-14,1.25879804657235e-10,0.00012782189453615657,4.166171451301893e-05,2.7170226261781234e-09,6.610840515435135e-06,3.6457909355688115e-05,1.932175716122181e-05,2.549858546855255e-07,4.270427362943135e-06,4.805880683317751e-09,2.0684852279838612e-10,8.245651659463846e-10,6.593585798984995e-10
1.4299235309593553e-07,0.9143061036362174,3.76,0.0,0.8168134259545612,0.99995031137199,2.643373888077298e-06,2.638201931094273e-14,1.3010552784711601e-10,0.00013124774695500257,4.260381736807504e-05,2.7940518264370874e-09,6.853170202711097e-06,3.6902237551128894e-05,2.0075596951477836e-05,2.678284745457835e-07,4.394713354912188e-06,4.947260471974416e-09,2.1902411626655506e-10,8.884027388295689e-10,7.102396084835703e-10
1.4943076275560137e-07,0.9143065807122814,3.76,0.0,0.8168064922740715,0.9999478818923662,2.9762306631059714e-06,3.0261457444005714e-14,1.3864983138058466e-10,0.00013815368921483783,4.4485513890968656e-05,2.949386262300924e-09,7.342141428429961e-06,3.7757593491365636e-05,2.1610098392471526e-05,2.945693701176184e-07,4.641113827875611e-06,5.233424168679129e-09,2.4464898238823455e-10,1.0264080039320706e-09,8.202534561627698e-10
1.5522533144930063e-07,0.9143070105701635,3.76,0.0,0.8168001900576415,0.9999456870428294,3.2955054473446725e-06,3.4043209192402293e-14,1.4644212152210944e-10,0.0001444296729932275,4.617616843853668e-05,3.0906141735673038e-09,7.786427259461368e-06,3.849109679205124e-05,2.3020507737697098e-05,3.1985160789282667e-07,4.860117102553842e-06,5.4948192954708e-09,2.691913492547892e-10,1.1629741020354942e-09,9.291423286531408e-10
1.610199001429999e-07,0.9143074408937604,3.76,0.0,0.8167938304845277,0.9999434847494125,3.6336055343011293e-06,3.810733504417583e-14,1.5432793510683718e-10,0.0001507617965724378,4.786408944407027e-05,3.233163572183061e-09,8.233959937306775e-06,3.919193193010245e-05,2.4457442973999997e-05,3.462983331926368e-07,5.076232331942922e-06,5.75982335847581e-09,2.9516618832271554e-10,1.311909251637973e-09,1.0479152609029409e-09
1.6681446883669915e-07,0.9143078716849314,3.76,0.0,0.8167874147802581,0.9999412754112295,3.990653609056895e-06,4.246064233920737e-14,1.6230417290761553e-10,0.00015714881978027258,4.954926568113201e-05,3.377005602515845e-09,8.684059704862468e-06,3.986169050374252e-05,2.5919725165578614e-05,3.7392187006202913e-07,5.289228582541237e-06,6.028401349875126e-09,3.226021810741253e-10,1.4738606659028779e-09,1.1770900454191703e-09
1.726090375303984e-07,0.9143083029454321,3.76,0.0,0.8167809441528149,0.9999390594074997,4.366744408261108e-06,4.710964048325046e-14,1.7036796788779935e-10,0.0001635895201778345,5.123168659298674e-05,3.5221118001936443e-09,9.136082028258359e-06,4.050188660115669e-05,2.7406232803517005e-05,4.0273431369054656e-07,5.498906323186519e-06,6.3005183326495665e-09,3.515274077973215e-10,1.6494874313984282e-09,1.317193159191032e-09
1.7840360622409767e-07,0.914308734676914,3.76,0.0,0.8167744197922878,0.9999368370985245,4.7619461914910644e-06,5.2060555438590106e-14,1.7851665203760792e-10,0.0001700826934073067,5.291134225940316e-05,3.6684541011447114e-09,9.589416860610176e-06,4.111396057505386e-05,2.891589900660415e-05,4.327475319797704e-07,5.705094800905595e-06,6.576139468799232e-09,3.819693435881706e-10,1.8394602821416111e-09,1.4687595319085555e-09
1.8419817491779693e-07,0.9143091668809337,3.76,0.0,0.8167678428705615,0.9999346088266176,5.176302179590372e-06,5.731934365892943e-14,1.8674772854483405e-10,0.00017662715350194044,5.4588223365138885e-05,3.816004849870179e-09,1.0043487842797812e-05,4.1699282631387114e-05,3.044770886009894e-05,4.6397316737009267e-07,5.907649605834138e-06,6.855230046122695e-09,4.139548555544843e-10,2.0444613668732154e-09,1.6323323143100379e-09
1.8999274361149619e-07,0.9143095995589537,3.76,0.0,0.8167612145410409,0.999932374916986,5.609831958571155e-06,6.28917054529522e-14,1.950588484499954e-10,0.00018322173316014217,5.626232116998946e-05,3.9647368069208265e-09,1.0497751452184147e-05,4.22591562448495e-05,3.200069688307105e-05,4.96422638900494e-07,6.106450409392703e-06,7.1377555036580695e-09,4.4751020118988696e-10,2.26518401096642e-09,1.8084626470781557e-09
1.9578731230519545e-07,0.9143100327123495,3.76,0.0,0.8167545359384124,0.9999301356785726,6.062532846598601e-06,6.878309778234612e-14,2.0344779127904708e-10,0.00018986528398381444,5.793362748036868e-05,4.11462315551937e-09,1.0951696106056233e-05,4.27948214045397e-05,3.357394462179448e-05,5.301071444892333e-07,6.301398869720824e-06,7.423681455822962e-09,4.826610278788077e-10,2.502332473875815e-09,1.99770943059106e-09
2.015818809988947e-07,0.9143104663424123,3.76,0.0,0.8167478081784365,0.9999278914048508,6.534381222496853e-06,7.499874650346343e-14,2.1191244880831496e-10,0.0001965566766827273,5.960213462230921e-05,4.2656375073432655e-09,1.1404841230514194e-05,4.3307457701674295e-05,3.516657836037411e-05,5.650376634110298e-07,6.492416689259235e-06,7.712973715264466e-09,5.194323734657566e-10,2.7566217035126354e-09,2.200639095914003e-09
2.0737644969259396e-07,0.9143109004503533,3.76,0.0,0.8167410323577756,0.9999256423745865,7.025333814291258e-06,8.154365806266557e-14,2.204508113776647e-10,0.00020329480124617457,6.126783541580595e-05,4.417753907519919e-09,1.1856736303104958e-05,4.379818726764957e-05,3.677776694243866e-05,6.012249589511886e-07,6.6794438135126374e-06,8.005598314396374e-09,5.57848667833905e-10,3.0287770885933724e-09,2.41782537736749e-09
2.1317101838629322e-07,0.9143113350373079,3.76,0.0,0.8167342095538513,0.9999233888525597,7.5353289469119685e-06,8.842263065776513e-14,2.2906095633332056e-10,0.00021007856708327125,6.293072315042899e-05,4.570946838883767e-09,1.2306959876138741e-05,4.42680775702632e-05,3.8406719698098526e-05,6.386795812185562e-07,6.86243676102008e-06,8.301521525643716e-09,5.979337354400025e-10,3.3195342098119053e-09,2.6498490869818775e-09
2.1896558707999248e-07,0.9143117701043375,3.76,0.0,0.8167273408247323,0.9999211310902512,8.064287748386344e-06,9.564026488121929e-14,2.37741038325099e-10,0.00021690690313301726,6.459079156215041e-05,4.725191225514421e-09,1.2755118586087096e-05,4.471814407406693e-05,4.005268447173338e-05,6.774118701020847e-07,7.041367076818136e-06,8.600709880437507e-09,6.397107987552676e-10,3.6296385904910355e-09,2.8972978911101316e-09
2.2476015577369174e-07,0.9143122056524357,3.76,0.0,0.8167204272090508,0.9999188693264974,8.612115314082927e-06,1.0320097386458394e-13,2.4648928118854655e-10,0.00022377875794535996,6.62480348113265e-05,4.8804624355684634e-09,1.3200846154225589e-05,4.51493527710859e-05,4.1714945745977084e-05,7.174319583560344e-07,7.216219901548894e-06,8.903130186994758e-09,6.832024825562695e-10,3.959845447351255e-09,3.16076608945455e-09
2.30554724467391e-07,0.9143126416825289,3.76,0.0,0.8167134697259483,0.9999166037881096,9.178701828713492e-06,1.111089929450153e-13,2.5530397114339516e-10,0.00023069309973453944,6.790244746177766e-05,5.0367362834296535e-09,1.3643802383500577e-05,4.556262258824149e-05,4.3392822857194445e-05,7.587497747989381e-07,7.386992648353901e-06,9.20874954690213e-09,7.284308190083055e-10,4.310919442018873e-09,3.440854396749284e-09
2.3634929316109026e-07,0.9143130781954805,3.76,0.0,0.8167064693750439,0.9999143346904678,9.763923646009189e-06,1.1936838887423276e-13,2.6418345106873873e-10,0.0002376489164060535,6.955402446090676e-05,5.193989031214181e-09,1.4083672156216713e-05,4.5958827677784114e-05,4.5085668297765156e-05,8.01375047611901e-07,7.5536937798833035e-06,9.517535370524256e-09,7.754172534848917e-10,4.68363443384731e-09,3.738169727324708e-09
2.421438618547895e-07,0.9143135151920938,3.76,0.0,0.8166994271364328,0.9999120622380798,1.0367644326182362e-05,1.2798306858909507e-13,2.7312611567187986e-10,0.00024464521555855,7.120276112080352e-05,5.352197389665886e-09,1.452016443647453e-05,4.63387995965406e-05,4.679286610086466e-05,8.453173077228352e-07,7.716341678472528e-06,9.829455391270855e-09,8.241826510701513e-10,5.078773234540874e-09,4.053324982759084e-09
2.479384305484887e-07,0.9143139526731157,3.76,0.0,0.8166923439707031,0.9999097866251188,1.0989715631458251e-05,1.3695678756222006e-13,2.8213040741323614e-10,0.000251681024461917,7.284865310028531e-05,5.51133851846938e-09,1.4953011280676621e-05,4.6703329379309726e-05,4.851383030378038e-05,8.905858922642964e-07,7.87496360321231e-06,1.0144477678761841e-08,8.747473036925955e-10,5.497127364998291e-09,4.386938842802239e-09
2.5373299924218796e-07,0.9143143906392368,3.76,0.0,0.8166852208189784,0.9999075080359294,1.1629978480087179e-05,1.4629315775084635e-13,2.9119481307243456e-10,0.00025875539001282087,7.449169638782847e-05,5.671390026006202e-09,1.538196685899243e-05,4.705316951143174e-05,5.024800348603071e-05,9.371899480934074e-07,8.02959472809431e-06,1.0462570650925338e-08,9.271309378394962e-10,5.939496814747749e-09,4.739635559737605e-09
2.595275679358872e-07,0.9143148290910962,3.76,0.0,0.816678058602982,0.9999052266455131,1.2288263859353237e-05,1.559956551619668e-13,3.003178608505861e-10,0.00026586737866892936,7.613188728534618e-05,5.832329968581758e-09,1.5806806490374325e-05,4.7389035805396696e-05,5.199485537867435e-05,9.85138435362966e-07,8.180277255686645e-06,1.0783703085059517e-08,9.813527228017435e-10,6.40668980431552e-09,5.112044756332873e-09
2.653221366295864e-07,0.9143152680292834,3.76,0.0,0.8166708582251183,0.9999029426199867,1.296439369819314e-05,1.6606762705119134e-13,3.0949811791532527e-10,0.00027301607636305076,7.776922239276952e-05,5.994136849153245e-09,1.6227325693427827e-05,4.771160918618916e-05,5.375388154132132e-05,1.0344401311334191e-06,8.327059601069523e-06,1.1107844127891428e-08,1.037431279400644e-09,6.899522550838728e-09,5.504801227514024e-09
2.7111670532328566e-07,0.9143157074543405,3.76,0.0,0.8166636205685758,0.9999006561170207,1.3658181700132823e-05,1.7651229877189732e-13,3.187341883115367e-10,0.0002802005883983924,7.940369859339176e-05,6.156789615588084e-09,1.6643339255117952e-05,4.8021537389840445e-05,5.5524602103525484e-05,1.0851036330160758e-06,8.469995641101294e-06,1.1434963304669778e-08,1.095384689150146e-09,7.418819037195822e-09,5.918544745882006e-09
2.769112740169849e-07,0.9143161473667636,3.76,0.0,0.8166563464974462,0.9998983672862556,1.4369434137330939e-05,1.8733278029029778e-13,3.280247111767105e-10,0.000287420039326112,8.103531303993718e-05,6.320267658480084e-09,1.705468031897518e-05,4.831943657940807e-05,5.730656056742532e-05,1.1371373628386002e-06,8.609144024448157e-06,1.1765030527329329e-08,1.1552305038099243e-09,7.965410784891962e-09,6.3539198711758744e-09
2.827058427106841e-07,0.9143165877670059,3.76,0.0,0.816649036856861,0.9998960762696953,1.5097950606583894e-05,1.9853207238131938e-13,3.3736835921114693e-10,0.00029467357280630636,8.266406314131881e-05,6.484550808549428e-09,1.7461199494189747e-05,4.860589288237478e-05,5.909932266866873e-05,1.1905495703245107e-06,8.744567538133498e-06,1.2098016101762646e-08,1.2169857552864146e-09,8.540136630906032e-09,6.8115757637716726e-09
2.8850041140438335e-07,0.9143170286554795,3.76,0.0,0.8166416924731423,0.9998937832020861,1.5843524748199023e-05,2.1011307251960385e-13,3.4676383736027103e-10,0.0003019603514535423,8.42899465500504e-05,6.649619333652441e-09,1.7862763986755443e-05,4.888146385327093e-05,6.0902475292797206e-05,1.2453483367789524e-06,8.876332526633124e-06,1.243389073423416e-08,1.2806669658405256e-09,9.143842508681024e-09,7.292166002292709e-09
2.942949800980826e-07,0.9143174700325574,3.76,0.0,0.8166343141539698,0.9998914882112727,1.6605944928685328e-05,2.2207858047939582e-13,3.5620988167191507e-10,0.0003092795566680141,8.591296115028058e-05,6.815453935427229e-09,1.8259256753623858e-05,4.9146679865153344e-05,6.271562544439236e-05,1.3015415787735935e-06,9.00450835978518e-06,1.2772625536971783e-08,1.3462901585624891e-09,9.77738123341687e-09,7.796348405394079e-09
3.000895487917818e-07,0.9143179118985739,3.76,0.0,0.816626902688559,0.9998891914185385,1.7384994888247836e-05,2.3443130365646934e-13,3.657052582972777e-10,0.0003166303884533708,8.753310504641729e-05,6.982035745600422e-09,1.865057568064089e-05,4.9402045433403505e-05,6.453839926641353e-05,1.3591370518240204e-06,9.129166946021282e-06,1.3114192032972057e-08,1.4138708680761896e-09,1.044161229180235e-08,8.324784857772054e-09
3.0588411748548105e-07,0.9143183542538293,3.76,0.0,0.8166194588478533,0.9998868929389301,1.8180454354101318e-05,2.4717386212461485e-13,3.752487626100005e-10,0.00032401206522222615,8.915037655231419e-05,7.149346321979125e-09,1.9036632784858815e-05,4.964804047513697e-05,6.637044110728308e-05,1.4181423540535195e-06,9.250382287659905e-06,1.3458562160054283e-08,1.4834241514371853e-09,1.113740163630107e-08,8.878141140437337e-09
3.116786861791803e-07,0.9143187970985881,3.76,0.0,0.8166119833847265,0.9998845928815636,1.899209962064164e-05,2.6030879343862076e-13,3.848392184225216e-10,0.0003314238235903273,9.07647741809899e-05,7.317367644151243e-09,1.9417353441655965e-05,4.988512150735023e-05,6.821141263339818e-05,1.4785649298376462e-06,9.36823007522478e-06,1.3805708274198097e-08,1.5549645991904404e-09,1.1865621484086794e-08,9.457086765280097e-09
3.174732548728795e-07,0.9143192404330829,3.76,0.0,0.816604477034197,0.9998822913499187,1.98197040975278e-05,2.7383855719517123e-13,3.9447547728232994e-10,0.0003388649181603216,9.237629663485474e-05,7.486082108916735e-09,1.979267563695463e-05,5.011372278677855e-05,7.00609919848622e-05,1.540412073424437e-06,9.482787317953862e-06,1.415560315219828e-08,1.6285063465555292e-09,1.2627150120705556e-08,1.0062294813944405e-08
3.2326782356657875e-07,0.9143196842575149,3.76,0.0,0.8165969405136493,0.9998799884421152,2.0663038826737153e-05,2.8776553936261e-13,4.0415641783341137e-10,0.0003463346212960246,9.398494279641899e-05,7.655472525471614e-09,2.0162549244703905e-05,5.0334257394295645e-05,7.191887297233395e-05,1.6036909325255663e-06,9.59413200785047e-06,1.4508219993670224e-08,1.7040630847088332e-09,1.3422871708526028e-08,1.0694441781019917e-08
3.29062392260278e-07,0.9143201285720557,3.76,0.0,0.8165893745230671,0.9998776842511794,2.1521872969660846e-05,3.020920563900774e-13,4.1388094523055e-10,0.00035383222288805924,9.559071171945916e-05,7.82552211036582e-09,2.0526935329683045e-05,5.0547118266551014e-05,7.378476431299451e-05,1.6684085118741726e-06,9.702342814802803e-06,1.486353242243891e-08,1.7816480721339806e-09,1.4253676100024472e-08,1.1354207421549711e-08
3.348569609539772e-07,0.9143205733768484,3.76,0.0,0.8165817797452708,0.9998753788652938,2.2395974265306663e-05,3.1682035910607826e-13,4.236479905963257e-10,0.0003613570301116972,9.71936026206195e-05,7.996214482255065e-09,2.088580547558035e-05,5.0752679177409244e-05,7.565838890372797e-05,1.7345716767454596e-06,9.807498810463545e-06,1.5221514487343645e-08,1.8612741460135168e-09,1.5120458655936398e-08,1.2042274602844578e-08
3.4065152964767645e-07,0.9143210186720092,3.76,0.0,0.8165741568461649,0.9998730723680377,2.328510946067309e-05,3.319526364161116e-13,4.334565105125358e-10,0.00036890836717769817,9.879361487142725e-05,8.16753365646594e-09,2.1239141138212545e-05,5.0951295671631195e-05,7.75394831297052e-05,1.8021871564365666e-06,9.909679218737633e-06,1.5582140662489686e-08,1.9429537336364424e-09,1.6024120068294004e-08,1.2759329160586223e-08
3.464460983413757e-07,0.9143214644576284,3.76,0.0,0.8165665064749906,0.9998707648386143,2.4189044714351093e-05,3.474910188085912e-13,4.433054865392715e-10,0.00037648557507691103,0.00010039074799070084,8.339464039392816e-09,2.1586933023670714e-05,5.114330595311751e-05,7.942779620664902e-05,1.871261547702562e-06,1.0008963190872208e-05,1.594538584697734e-08,2.026698863797888e-09,1.696556618835636e-08,1.3506059759194419e-08
3.522406670350749e-07,0.9143219107337721,3.76,0.0,0.8165588292645837,0.9998684563520661,2.510754597439931e-05,3.6343758167791434e-13,4.531939247560648e-10,0.0003840880113193598,0.00010198500163733226,8.51199042274425e-09,2.1929180491109762e-05,5.132903172992221e-05,8.132308955514242e-05,1.9418013181457237e-06,1.010542960327873e-05,1.631122536413806e-08,2.112521178168778e-09,1.7945707859428305e-08,1.4283157756426467e-08
3.5803523572877415e-07,0.9143223575004817,3.76,0.0,0.8165511258316367,0.9998661469794827,2.6040379331525505e-05,3.7979434847317365e-13,4.631208553205173e-10,0.0003917150496685081,0.00010357637560342416,8.685097977655864e-09,2.2265890979838358e-05,5.150877901813778e-05,8.322513620541982e-05,2.013812809555603e-06,1.019915687634395e-05,1.6679634960306647e-08,2.200431942614857e-09,1.8965460754553787e-08,1.5091317072170904e-08
3.638298044224734e-07,0.9143228047577774,3.76,0.0,0.8165433967769675,0.9998638367881933,2.698731134859116e-05,3.965632936806705e-13,4.730853320406782e-10,0.0003993660798713605,0.00010516486980776544,8.858772248685796e-09,2.2597079460313984e-05,5.168283890665114e-05,8.513372023115923e-05,2.0873022411976635e-06,1.029022281260557e-05,1.7050590803157282e-08,2.290442058445973e-09,2.0025745219060132e-08,1.5931234061391774e-08
3.696243731161726e-07,0.9143232525056564,3.76,0.0,0.8165356426857897,0.9998615258419555,2.7948109367438805e-05,4.137463456480501e-13,4.830864319581864e-10,0.00040704050738502436,0.00010675048428962712,9.0329991477081e-09,2.2922767908602244e-05,5.1851488284672334e-05,8.704863621086273e-05,2.1622757130485336e-06,1.0378704452779912e-05,1.7424069479630775e-08,2.3825620735779085e-09,2.1127486117921013e-08,1.6803607391174446e-08
3.7541894180987184e-07,0.9143237007440976,3.76,0.0,0.8165278641279855,0.9998592142011308,2.892254179402211e-05,4.3134538925756073e-13,4.931232549398024e-10,0.00041473775310032595,0.0001083332192028641,9.207764947718673e-09,2.324298480382078e-05,5.2014990533846074e-05,8.896968871548339e-05,2.238739208976214e-06,1.0464677948233627e-05,1.780004799347897e-08,2.476802193590487e-09,2.227161268789791e-08,1.7709137921819078e-08
3.812135105035711e-07,0.9143241494730584,3.76,0.0,0.8165200616583821,0.999856901922852,2.9910378362797897e-05,4.49362268455634e-13,5.031949232754454e-10,0.0004224572530630432,0.0001099130748103068,9.383056276567545e-09,2.3557764648055535e-05,5.217359618666792e-05,9.089669182102101e-05,2.31669859986378e-06,1.05482184485889e-05,1.8178503762451778e-08,2.5731722926669686e-09,2.345905839441292e-08,1.8648528591923662e-08
3.928026478909696e-07,0.9143250484022789,3.76,0.0,0.8165043871294884,0.9998522756672579,3.192535090877848e-05,4.866567185812831e-13,5.234393949162372e-10,0.000437960834000314,0.00011306414967293651,9.73516376831828e-09,2.41711786327509e-05,5.2477059239017106e-05,9.476785096118944e-05,2.477128003322085e-06,1.0708295507386339e-05,1.8942758787090578e-08,2.7723403321932247e-09,2.5967661407606037e-08,2.0631711844125562e-08
4.0323287153962826e-07,0.9143258591153647,3.76,0.0,0.8164902035427832,0.9998481103696818,3.3782393776707994e-05,5.216684633787594e-13,5.41770230458953e-10,0.0004519848091226352,0.00011589027450862594,1.005373071084286e-08,2.470511022093522e-05,5.2735701368662213e-05,9.827055876431675e-05,2.6266871176914194e-06,1.0844774200588105e-05,1.9638842335687218e-08,2.958968747835536e-09,2.8383001878865908e-08,2.2539469042069236e-08
4.136630951882869e-07,0.9143266714162803,3.76,0.0,0.8164759504519548,0.9998439437638401,3.5679369591474296e-05,5.580610408189863e-13,5.602012980539589e-10,0.0004660727802778177,0.00011870707892534627,1.0373807948617124e-08,2.5222191440220335e-05,5.298185058561941e-05,0.00010179004278421045,2.7811793894625035e-06,1.0974483812752792e-05,2.034261955045352e-08,3.1526378389684064e-09,3.095339273492104e-08,2.4567948859453807e-08
4.240933188369456e-07,0.9143274853041781,3.76,0.0,0.8164616305852558,0.9998397760855441,3.761501153453062e-05,5.958440111882997e-13,5.787282380938359e-10,0.0004802219692818746,0.000121514567751515,1.0695329483936793e-08,2.572278574293723e-05,5.321657919553679e-05,0.00010532550629072079,2.94063536245471e-06,1.1097816136909411e-05,2.1053973219566943e-08,3.3533945967449963e-09,3.3684413661898744e-08,2.6721312238102588e-08
4.3452354248560424e-07,0.9143283007780736,3.76,0.0,0.8164472465352342,0.9998356075475455,3.958808161858442e-05,6.350266641507972e-13,5.973468954276672e-10,0.0004944297345135211,0.00012431274659827987,1.1018232532027106e-08,2.6207288686340124e-05,5.344086712177098e-05,0.00010887622087657675,3.1050846229604143e-06,1.1215147529231926e-05,2.177279015436667e-08,3.5612833516474995e-09,3.658167889367348e-08,2.900373408125416e-08
4.449537661342629e-07,0.9143291178368432,3.76,0.0,0.8164328007639732,0.9998314383415623,4.159737291792815e-05,6.75618047474363e-13,6.16053312184269e-10,0.0005086935656328887,0.00012710162179195152,1.1342457399854949e-08,2.6676122170087615e-05,5.3655609875327595e-05,0.00011244152056000163,3.274555848590807e-06,1.1326838478956498e-05,2.2498961094812454e-08,3.7763459509936876e-09,3.965083525099601e-08,3.141940169787366e-08
4.5538398978292156e-07,0.9143299364792441,3.76,0.0,0.8164182956082701,0.999827268640124,4.3641711377301607e-05,7.176269928588798e-13,6.348437206546304e-10,0.0005230110783622816,0.00012988120031237342,1.1667947366011712e-08,2.7129729235757003e-05,5.386162583164196e-05,0.0001160207964006835,3.4490768550206923e-06,1.1433233384294104e-05,2.3232380609516953e-08,3.998621929398697e-09,4.2897560317278356e-08,3.397251335838389e-08
4.658142134315802e-07,0.9143307567039201,3.76,0.0,0.8164037332847414,0.9998230985982578,4.571995724777775e-05,7.610621391741015e-13,6.537145362456827e-10,0.0005373800093421558,0.0001326514897366151,1.1994648562016675e-08,2.7568569379477815e-05,5.40596628850485e-05,0.0001196134915765914,3.6286746407107093e-06,1.1534660499256075e-05,2.3972946991598874e-08,4.228148671873008e-09,4.632756074206188e-08,3.666727695381538e-08
4.762444370802389e-07,0.9143315785094107,3.76,0.0,0.8163891158948403,0.9998189283550255,4.783100617428087e-05,8.05931953268706e-13,6.726623505154989e-10,0.0005517982110756311,0.0001354124981877086,1.2322509855372355e-08,2.799311435779992e-05,5.425040451361836e-05,0.00012321909689740456,3.8133754295895975e-06,1.163143203025815e-05,2.472056215155784e-08,4.464961569500446e-09,4.994657066997395e-08,3.950790875639861e-08
4.866746607288976e-07,0.9143324018941609,3.76,0.0,0.8163744454297777,0.9998147580349225,4.997378998042859e-05,8.522447486134661e-13,6.916839242974966e-10,0.0005662636469746905,0.0001381642342878585,1.2651482734718271e-08,2.8403844441234784e-05,5.443447532074838e-05,0.00012683714670536162,4.003204711768568e-06,1.1723844349094371e-05,2.547513150785428e-08,4.7090941677049685e-09,5.37603502869723e-08,4.249863227451942e-08
4.971048843775563e-07,0.9143332268565271,3.76,0.0,0.8163597237753251,0.9998105877491579,5.214727718584928e-05,9.00008702007993e-13,7.107761809260354e-10,0.0005807743865191322,0.00014090670711570607,1.2981521197372173e-08,2.8801245080289583e-05,5.461244610239886e-05,0.00013046721512728908,4.198187282330764e-06,1.1812178297795553e-05,2.6236563875693066e-08,4.96057830710846e-09,5.777468447793193e-08,4.56436771969038e-08
5.075351080262149e-07,0.9143340533947854,3.76,0.0,0.8163449527165064,0.9998064175968244,5.435047328747404e-05,9.492318685439475e-13,7.299361995785547e-10,0.0005953286005362824,0.0001436399261672781,1.3312581639473398e-08,2.9185803950102507e-05,5.478483848282016e-05,0.00013410891264606522,4.398347278253336e-06,1.1896699566292039e-05,2.700477135472524e-08,5.219444256994311e-09,6.199538158936709e-08,4.8947278420707505e-08
5.179653316748736e-07,0.9143348815071372,3.76,0.0,0.8163301339421573,0.9998022476659633,5.6582420829853496e-05,9.999221949882067e-13,7.491612087484877e-10,0.000609924556607541,0.00014636390132033845,1.3644622748892377e-08,2.9558008345819096e-05,5.4952129151581965e-05,0.00013776188296720253,4.603708213509668e-06,1.1977659129244854e-05,2.7779669216377026e-08,5.4857208414563375e-09,6.642827229208855e-08,5.241367515911612e-08
