Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17)
0.001411923458248522,0.5790085331038374,3.76,0.0,0.951704308318759,0.999818589517925,0.00018130556278844525,7.624713043933958e-25,1.0273632440454815e-17,6.613558571498446e-05,1.9501836448075356e-05,2.1743953014380063e-07,6.79920703881416e-08,3.1561289131002e-08,2.030049576350614e-05,0.00013614538893482535,7.957710571171605e-09,1.8254020741090431e-09,1.4168148339097318e-09,1.0720038675697682e-06,3.836370240351487e-05,4.999704438697728e-10,1.7999433170082196e-06,2.026621001445479e-06,7.590334670892916e-19,1.5440559285343323e-13,2.1753379520181813e-11,1.1604381263020285e-20,1.0077134878501142e-12,2.1594297046310688e-11
0.0014258507778218896,0.5790085146761426,3.76,0.0,0.9517000581905357,0.9998158898160578,0.00018433720630707374,7.677831918119951e-25,1.0319205441072369e-17,6.629557711362328e-05,1.9507778142901326e-05,2.1796522091838503e-07,6.814498408048134e-08,3.1645535868184e-08,2.0648042947520204e-05,0.00013843959356541166,7.97790557600796e-09,1.830242018001304e-09,1.4300690667013183e-09,1.098443610521205e-06,3.9206476398478795e-05,5.091723318025816e-10,1.8568798590576703e-06,2.0283695622031437e-06,7.777541759021599e-19,1.5854241419417641e-13,2.2662893835913267e-11,1.2119463981748259e-20,1.0125015551446196e-12,2.169724017742062e-11
0.001439778097395257,0.579008495987059,3.76,0.0,0.9516958008094795,0.999813183835083,0.00018737557993574332,7.731231101841215e-25,1.036323049284584e-17,6.644898473430393e-05,1.9513869035066773e-05,2.184692518021666e-07,6.829203116306732e-08,3.17273558227656e-08,2.0996559627525287e-05,0.00014073845553075012,7.997407017682016e-09,1.8349128215111043e-09,1.4431518003478992e-09,1.1251276916662302e-06,4.0053098783828e-05,5.183862141064772e-10,1.91483233589038e-06,2.030071361777423e-06,7.966478890407571e-19,1.6271746609630765e-13,2.3596572306009913e-11,1.2648735111500324e-20,1.0171073601263955e-12,2.1796260372209977e-11
0.0014537054169686246,0.5790084770487846,3.76,0.0,0.9516915364668525,0.999810471781702,0.00019042042864831664,7.781420085028464e-25,1.0405684944515087e-17,6.659606443990073e-05,1.9520135506192045e-05,2.1895246447245081e-07,6.843348097384947e-08,3.18068795328492e-08,2.134602022845067e-05,0.00014304174773952598,8.016246943624938e-09,1.8394234265371734e-09,1.4560681544026233e-09,1.1520529669974404e-06,4.0903411734410426e-05,5.276111080398254e-10,1.973801791536421e-06,2.031732857961563e-06,8.157123803457444e-19,1.6693014981968557e-13,2.4554635461933545e-11,1.3192321093212837e-20,1.0215372664088468e-12,2.18914943217656e-11
0.001467632736541992,0.579008457873218,3.76,0.0,0.9516872654399624,0.9998077538546513,0.0001934715092132771,7.829327507265085e-25,1.0446679534438741e-17,6.673706556857837e-05,1.952660167580264e-05,2.1941567914337598e-07,6.856959446260516e-08,3.188423265610485e-08,2.1696400566576006e-05,0.00014534925261542846,8.034456301810393e-09,1.8437825303688354e-09,1.4688232650477584e-09,1.1792163879236605e-06,4.175726286870254e-05,5.368461156257976e-10,2.0337891778876447e-06,2.033360152387986e-06,8.349454912753793e-19,1.7117993789234594e-13,2.5537300568571362e-11,1.3750341090674675e-20,1.025798206339533e-12,2.1983083958908815e-11
0.0014815600561153596,0.5790084384719559,3.76,0.0,0.9516829879926344,0.9998050302449004,0.00019652858981272165,7.878864895344911e-25,1.0486321562434747e-17,6.687223086951305e-05,1.953328951837938e-05,2.1985969436224204e-07,6.870062383899395e-08,3.1959536463952e-08,2.2047677797781928e-05,0.00014766076182109908,8.052065055330079e-09,1.8479982348350303e-09,1.481422266910311e-09,1.2066150013628275e-06,4.261450517941334e-05,5.460904536242276e-10,2.094795362053009e-06,2.034959001728144e-06,8.543451309215221e-19,1.7546632470080786e-13,2.6544781805487917e-11,1.4322916981890776e-20,1.029896423245064e-12,2.207116776909888e-11
0.001495487375688727,0.5790084188562885,3.76,0.0,0.9516787043756789,0.9998023011358514,0.0001995914496633289,7.925052934845345e-25,1.05245478944995e-17,6.700179646177664e-05,1.954021897695448e-05,2.202852868706847e-07,6.882681274894286e-08,3.203290727691489e-08,2.2399830366572584e-05,0.00014997607598121938,8.069102209748243e-09,1.8520784887024206e-09,1.4938702730522256e-09,1.234245949571292e-06,4.347499695514334e-05,5.553433423892619e-10,2.156821133420147e-06,2.0365348290180477e-06,8.739092757990445e-19,1.7978879126500232e-13,2.75772904344719e-11,1.4910174394151688e-20,1.0338377954310472e-12,2.2155874251507587e-11
0.0015094146952620946,0.5790083990371987,3.76,0.0,0.9516744148273544,0.99979956670354,0.00020265987864036825,7.967886693599015e-25,1.0561463797313314e-17,6.712599181423743e-05,1.954740807283037e-05,2.206932115311729e-07,6.894839670855957e-08,3.210445660535485e-08,2.27528379555795e-05,0.00015229500440665374,8.085595681640087e-09,1.8560310971001204e-09,1.506172373994898e-09,1.2621064697396658e-06,4.433860169408324e-05,5.646040648027276e-10,2.2198672101593667e-06,2.038092735063012e-06,8.93635969713223e-19,1.8414689878373527e-13,2.863503496902151e-11,1.5512229002089338e-20,1.0376290381644184e-12,2.223733796480513e-11
0.001523342014835462,0.579008379025362,3.76,0.0,0.9516701195738242,0.9997968271168375,0.0002057336769062641,8.014172568197428e-25,1.0597224311875489e-17,6.724503974509801e-05,1.955487301164837e-05,2.2108420133530142e-07,6.906560274317344e-08,3.217429190687854e-08,2.3106681435993826e-05,0.00015461736482032598,8.101572406546433e-09,1.8598631924933223e-09,1.5183336267913816e-09,1.2901938933981577e-06,4.520518801071504e-05,5.738720369665502e-10,2.283934245565894e-06,2.039637509870613e-06,9.135233233037427e-19,1.885402407936564e-13,2.9718221349572145e-11,1.6129198844602426e-20,1.0412761031800041e-12,2.2315691613444575e-11
0.0015372693344088296,0.5790083588311455,3.76,0.0,0.9516658188296061,0.9997940825376549,0.00020881265454362436,8.057267086175938e-25,1.0631716944268557e-17,6.735915643924619e-05,1.9562628285923975e-05,2.2145896745909703e-07,6.917864952281074e-08,3.2242515975877035e-08,2.3461342819139448e-05,0.00015694298308422565,8.11705842892112e-09,1.863581753893571e-09,1.530359032443047e-09,1.3185056456218865e-06,4.607462953645642e-05,5.831466601099696e-10,2.3490228342082586e-06,2.041173644071703e-06,9.335695133166922e-19,1.9296837134368376e-13,3.082705310043653e-11,1.676121107312828e-20,1.0447842441550658e-12,2.2391053787790097e-11
0.001551196653982197,0.5790083384646091,3.76,0.0,0.9516615127980136,0.9997913331211443,0.00021189663119341185,8.095000360353915e-25,1.0665024134948055e-17,6.746855148155885e-05,1.9570686773580714e-05,2.2181819936140118e-07,6.928774801221354e-08,3.230922690687519e-08,2.381680520877379e-05,0.00015927169292946928,8.132078745619631e-09,1.867193763433534e-09,1.5422535382356062e-09,1.3470392440545155e-06,4.694680481505026e-05,5.924273651214477e-10,2.4151335174536064e-06,2.0427053402964876e-06,9.53772782121921e-19,1.9743093107102605e-13,3.196173148553807e-11,1.7408379840600193e-20,1.0481599026095642e-12,2.2463549718632573e-11
0.0015651239735555646,0.579008317935508,3.76,0.0,0.9516572016715895,0.9997885790159011,0.0002149854356998354,8.138520678231545e-25,1.069737454547006e-17,6.757342790510927e-05,1.957905983274154e-05,2.2216256495400488e-07,6.939310110643349e-08,3.2374519141532005e-08,2.417305275450017e-05,0.0001616033356902095,8.146657383185157e-09,1.870705446752918e-09,1.5540220361328553e-09,1.3757922977977229e-06,4.782159719348806e-05,6.017137423562148e-10,2.4822667888302763e-06,2.044236524464836e-06,9.74131436935097e-19,2.0192761293781353e-13,3.312245567542982e-11,1.807081909289063e-20,1.0514087664767814e-12,2.2533305986837063e-11
0.001579051293128932,0.5790082972532944,3.76,0.0,0.9516528856325309,0.9997858203641656,0.00021807890576146138,8.179693490060872e-25,1.0728601156552366e-17,6.76739822525709e-05,1.9587757393090482e-05,2.2249271080503678e-07,6.949490364609367e-08,3.24384828476211e-08,2.453007060657554e-05,0.00016393776004000658,8.160817556989509e-09,1.8741228419057257e-09,1.5656693369692704e-09,1.40476250615666e-06,4.869889470924918e-05,6.110053557279528e-10,2.550423099337346e-06,2.0457708569602666e-06,9.946438486505397e-19,2.0645803678262265e-13,3.4309422891912625e-11,1.8748659540971178e-20,1.0545353386891095e-12,2.260043031925371e-11
0.0015929786127022996,0.5790082764271198,3.76,0.0,0.9516485648531037,0.9997830573020213,0.00022117688758875568,8.212118558177405e-25,1.0758734512757901e-17,6.777040464918303e-05,1.9596788043272466e-05,2.2280926236304644e-07,6.959334329696073e-08,3.250120360940173e-08,2.4887844871589753e-05,0.00016627482173258988,8.17458150422644e-09,1.8774521905515272e-09,1.5772001728935229e-09,1.433947657247117e-06,4.9578589974483626e-05,6.20301751477768e-10,2.619602862069118e-06,2.0473117436672043e-06,1.0153084511194843e-18,2.1102190957472402e-13,3.552282854615692e-11,1.9442016299547652e-20,1.0575457352141415e-12,2.2665036889368792e-11
0.001606905932275667,0.5790082554658397,3.76,0.0,0.9516442394960489,0.9997802899595923,0.0002242792355698679,8.253104468656954e-25,1.078811032916126e-17,6.786287888670446e-05,1.96061591145696e-05,2.2311282424571948e-07,6.96886002147452e-08,3.2562763789015405e-08,2.5246362569343626e-05,0.0001686143833481678,8.187970505163606e-09,1.8806988936950966e-09,1.588619207286155e-09,1.4633456265150428e-06,5.046058005776098e-05,6.296026686140214e-10,2.6898064566429787e-06,2.0488623468393774e-06,1.036123740201435e-18,2.156190243974938e-13,3.676286639633694e-11,2.015099820863134e-20,1.0604454699866938e-12,2.2727246432421252e-11
0.0016208332518490346,0.579008234378018,3.76,0.0,0.9516399097149773,0.9997775184612396,0.00022738581194384834,8.293915473855913e-25,1.0816510002932235e-17,6.795158251672195e-05,1.9615876761384697e-05,2.2340398055321055e-07,6.978084684939976e-08,3.26232419534877e-08,2.5605611591291513e-05,0.0001709563140430022,8.20100511118985e-09,1.883868074885154e-09,1.599931006033618e-09,1.4929543751602454e-06,5.134476636403603e-05,6.389078209310853e-10,2.761034233757409e-06,2.050425595776257e-06,1.0570882722078856e-18,2.202490607401681e-13,3.8029728680031555e-11,2.0875740973077287e-20,1.063238179609851e-12,2.2787155624687007e-11
0.001634760571422402,0.5790082131719283,3.76,0.0,0.9516355756547544,0.9997747429257511,0.00023049648648088786,8.320668437246349e-25,1.0843866537608005e-17,6.803668695173566e-05,1.9625946037923322e-05,2.2368329517908907e-07,6.987024905595238e-08,3.2682712180676134e-08,2.5965580659910534e-05,0.00017330048930409858,8.213704990280448e-09,1.8869653234296765e-09,1.6111400358488773e-09,1.5227719484571506e-06,5.223105451329583e-05,6.482168384425817e-10,2.833286519012857e-06,2.052004197298621e-06,1.078200663019025e-18,2.2491177449220835e-13,3.9323606231307313e-11,2.161636397461557e-20,1.0659295876543464e-12,2.2844865883244087e-11
0.0016486878909957696,0.5790081918555626,3.76,0.0,0.9516312374518756,0.9997719634665327,0.00023361113617178064,8.358893995333393e-25,1.0870662744086453e-17,6.811835757407319e-05,1.9636370971233566e-05,2.2395131218075517e-07,6.99569658544813e-08,3.274124575573416e-08,2.632625928928405e-05,0.00017564679071086322,8.226088868539382e-09,1.889995317149772e-09,1.622250687866648e-09,1.5527964740254945e-06,5.311935421835466e-05,6.575295816163498e-10,2.9065636164532414e-06,2.0536006459985784e-06,1.0994595871253557e-18,2.296070600716313e-13,4.0644688628258e-11,2.2372969266438537e-20,1.068525190969575e-12,2.2900492806010598e-11
0.0016612224786118003,0.5790081725829289,3.76,0.0,0.9516273296336709,0.9997694586879876,0.00023641762356210153,8.392109625035379e-25,1.0894008123701967e-17,6.818905714382717e-05,1.9646060054181674e-05,2.2418330200145237e-07,7.003284041338854e-08,3.279318141664019e-08,2.665146867149548e-05,0.0001777601866804245,8.236979144103526e-09,1.89266834182572e-09,1.6321697042848984e-09,1.579994008662401e-06,5.392047241222666e-05,6.659141017994622e-10,2.973389455576819e-06,2.055054607852912e-06,1.1187168549125138e-18,2.3386042991926407e-13,4.1857078701730644e-11,2.306769919208563e-20,1.0707813876664457e-12,2.2948844667563386e-11
0.001673757066227831,0.5790081532326553,3.76,0.0,0.9516234186524456,0.9997669508943418,0.0002392271566751561,8.410796817213338e-25,1.0916517589732942e-17,6.82572168022815e-05,1.9656041336500218e-05,2.2440693514675506e-07,7.010676911204847e-08,3.284446012172762e-08,2.697723830892751e-05,0.0001798751354272427,8.247640754098032e-09,1.8952939190945512e-09,1.6420155503583627e-09,1.607356470586495e-06,5.472308974432051e-05,6.743013047373391e-10,3.041045823314437e-06,2.0565264227283493e-06,1.1380908998444533e-18,2.3813980468920174e-13,4.309179400316886e-11,2.3775583587323115e-20,1.0729657501422183e-12,2.2995641560314426e-11
0.0016862916538438618,0.5790081338100013,3.76,0.0,0.9516195045917369,0.9997644401578193,0.00024203965965380287,8.447655095469846e-25,1.0938901078355923e-17,6.832294505462465e-05,1.966631589067465e-05,2.2462256855857014e-07,7.017885464460542e-08,3.28951266006877e-08,2.730356205409733e-05,0.0001819915623603258,8.258085685402151e-09,1.897875270294352e-09,1.6517912198154113e-09,1.6348826586620282e-06,5.552714841110309e-05,6.826911309625317e-10,3.1095329103751905e-06,2.058017507496217e-06,1.1575808717942249e-18,2.4244523458333457e-13,4.4348970580595875e-11,2.4496676817936873e-20,1.0750836769423481e-12,2.304097286935957e-11
0.0016988262414598925,0.5790081143200516,3.76,0.0,0.9516155875304607,0.9997619265475641,0.0002448550606540524,8.49610871356971e-25,1.09608079984639e-17,6.838634675410405e-05,1.9676884278316345e-05,2.2483054719006597e-07,7.024919463980128e-08,3.294522436674444e-08,2.7630434188706545e-05,0.00018410939632242449,8.268325596340167e-09,1.9004146960600646e-09,1.6614996381649707e-09,1.6625714211530586e-06,5.633259298963817e-05,6.910835908027064e-10,3.1788509014221793e-06,2.0595291638491018e-06,1.1771859551240253e-18,2.467765306744578e-13,4.5628743956903716e-11,2.5231095311595736e-20,1.0771354441281506e-12,2.3084890422790692e-11
0.0017113608290759232,0.5790080947677234,3.76,0.0,0.9516116675431028,0.9997594101297433,0.0002476732916826744,8.507356526293448e-25,1.0981566819060514e-17,6.844752317750581e-05,1.9687746585176968e-05,2.2503120421975343e-07,7.031788304670865e-08,3.299479366976884e-08,2.7957849403846677e-05,0.0001862285694618383,8.278371771587027e-09,1.9029155423264135e-09,1.6711436363735477e-09,1.690421654600477e-06,5.71393703664778e-05,6.994784404929101e-10,3.248999976856163e-06,2.0610625836694253e-06,1.1969053681467719e-18,2.51133452355912e-13,4.6931249169226616e-11,2.5978957998026916e-20,1.0791234923527366e-12,2.3127435096203378e-11
0.001722641957930351,0.5790080771212248,3.76,0.0,0.9516081371108261,0.9997571430056073,0.00025021206606214657,8.532000395026039e-25,1.1000123784201132e-17,6.850076023566867e-05,1.9697773675764318e-05,2.252058016678887e-07,7.037836575944803e-08,3.3038986503844894e-08,2.8252983357807556e-05,0.00018813691676960794,8.287256413771274e-09,1.9051354707624237e-09,1.6797704643794991e-09,1.7156240482823859e-06,5.786656745299481e-05,7.070358962092675e-10,3.3128448683083306e-06,2.0624621701137497e-06,1.2147499732889909e-18,2.5507671224106125e-13,4.812305083088173e-11,2.666356434945827e-20,1.0808626890435471e-12,2.3164626948312818e-11
0.0017339230867847786,0.5790080594313985,3.76,0.0,0.951604604413775,0.999754873702866,0.00025275303620961656,8.574141032618149e-25,1.1018572501352961e-17,6.855234298846995e-05,1.9708038011459447e-05,2.2537495604698443e-07,7.043764764155324e-08,3.308281021513637e-08,2.8548549888878984e-05,0.0001900462513641856,8.296000158303242e-09,1.9073279446889124e-09,1.6883493593473583e-09,1.7409556388105192e-06,5.8594767278170275e-05,7.145953462991944e-10,3.377363209680243e-06,2.0638809908899734e-06,1.2326860568248387e-18,2.590407976273115e-13,4.9333472197978074e-11,2.7359165380096585e-20,1.082556048742707e-12,2.3200823178885874e-11
0.0017452042156392063,0.5790080417014999,3.76,0.0,0.9516010694977579,0.9997526022639569,0.0002552961599629344,8.585390371755106e-25,1.1036116390385247e-17,6.860233814945546e-05,1.9718538789091186e-05,2.2553888683751516e-07,7.049578920841778e-08,3.312629059089618e-08,2.8844545904775164e-05,0.00019195653018126024,8.30461033143196e-09,1.9094949022702643e-09,1.696882246071115e-09,1.7664157174930675e-06,5.9323935645585445e-05,7.221566694929258e-10,3.4425551286691714e-06,2.0653197066471625e-06,1.2507131165387888e-18,2.630254930542781e-13,5.0562610943974255e-11,2.806586730976958e-20,1.0842037429879951e-12,2.3236041375683967e-11
0.001756485344493634,0.5790080239346681,3.76,0.0,0.9515975324061227,0.9997503287296089,0.00025784139731135035,8.591054482088595e-25,1.1053273301567841e-17,6.865081028766974e-05,1.9729274969971668e-05,2.2569780644902627e-07,7.055284936023306e-08,3.316945234597501e-08,2.9140968536232083e-05,0.00019386771202982078,8.313093823161835e-09,1.9116381236595067e-09,1.7053710116115685e-09,1.7920036043769338e-06,6.005403969895168e-05,7.29719880306859e-10,3.508420753238441e-06,2.0667789184751675e-06,1.2688306712464263e-18,2.6703086120398576e-13,5.1810564554436226e-11,2.8783713173845135e-20,1.085809183075819e-12,2.327033498720858e-11
0.0017677664733480617,0.5790080061339543,3.76,0.0,0.9515939931798488,0.9997480531388917,0.00026038871031898686,8.63853335452039e-25,1.1070786126525432e-17,6.869782187153465e-05,1.9740245294915104e-05,2.2585192038097396e-07,7.060888478911036e-08,3.321231942397452e-08,2.9437815127947107e-05,0.00019577975753081874,8.321457198542009e-09,1.9137589979423894e-09,1.7138175112956567e-09,1.817718647636048e-06,6.078504788563499e-05,7.372850948086404e-10,3.5749602124059636e-06,2.068259170497884e-06,1.2870382598204502e-18,2.7105703074050093e-13,5.307743037891226e-11,2.95127373553289e-20,1.087375416008255e-12,2.3303763845460232e-11
0.0017790476022024894,0.5790079883023047,3.76,0.0,0.9515904518576512,0.9997457755292755,0.0002629380630376185,8.672006198211064e-25,1.108767932665541e-17,6.874343332390049e-05,1.9751448301654704e-05,2.2600142742195312e-07,7.066394922042259e-08,3.32549144409445e-08,2.9735083227994418e-05,0.0001976926290466399,8.329706968073649e-09,1.915859120760548e-09,1.7222235385574038e-09,1.8435602227963496e-06,6.151692991275247e-05,7.448522348190154e-10,3.642173637120309e-06,2.06976095277345e-06,1.305335439587752e-18,2.751037856741014e-13,5.436330566585841e-11,3.0253056778815694e-20,1.0889016732868252e-12,2.3336339609646565e-11
0.0017903287310569171,0.5790079704425753,3.76,0.0,0.951586908476063,0.9997434959366778,0.00026548942143506896,8.661538254276905e-25,1.1103600903172628e-17,6.87877030645736e-05,1.976288233775198e-05,2.2614651976141803e-07,7.071809462458895e-08,3.329725875153372e-08,3.0032770579518116e-05,0.00019960629062450166,8.33784935974095e-09,1.9179402512131098e-09,1.730590833841626e-09,1.8695277321101768e-06,6.224965671244269e-05,7.524212200823158e-10,3.7100611604921986e-06,2.0712847036586004e-06,1.3237217871007571e-18,2.791710211409621e-13,5.566828755290131e-11,3.100475775651161e-20,1.0903894873176235e-12,2.3368087539919058e-11
0.0018016098599113448,0.5790079525575264,3.76,0.0,0.9515833630695273,0.9997412143955163,0.0002680427533186664,8.690373481285404e-25,1.1119937088466454e-17,6.883068756007078e-05,1.977454557487372e-05,2.2628738314679934e-07,7.07713716363421e-08,3.3339373155807596e-08,3.0330875111632677e-05,0.00020152070793561896,8.34589015483227e-09,1.920003632783003e-09,1.738921115861916e-09,1.8956206038646165e-06,6.298320040274333e-05,7.599922173147648e-10,3.7786229182193134e-06,2.0728308123310356e-06,1.3421968982948045e-18,2.8325899351808017e-13,5.6992473107614105e-11,3.1767844279438483e-20,1.0918435544554421e-12,2.339907812187962e-11
0.0018128909887657725,0.5790079346498319,3.76,0.0,0.9515798156704638,0.999738930938747,0.00027059802827861034,8.733217645958295e-25,1.1136111133585981e-17,6.887244136190221e-05,1.9786436019594406e-05,2.2642419704811435e-07,7.082382803388203e-08,3.338127753811285e-08,3.0629394932760744e-05,0.00020343584822811326,8.353835051664704e-09,1.922050427952745e-09,1.7472160571844355e-09,1.9218382918651e-06,6.371753425846165e-05,7.675652621249986e-10,3.8478590493939474e-06,2.0743996207202777e-06,1.3607603861505156e-18,2.8736760898826247e-13,5.833595937892162e-11,3.2542415482280424e-20,1.093263303166925e-12,2.342933342741174e-11
0.0018241721176202002,0.57900791672207,3.76,0.0,0.9515762663093886,0.9997366455979332,0.0002731552175864771,8.746304318498628e-25,1.1151597778398493e-17,6.891301717356365e-05,1.9798551531625538e-05,2.2655713485153966e-07,7.087550972375876e-08,3.342299032608574e-08,3.092832831883127e-05,0.00020535168024530463,8.361689588871456e-09,1.924082254439659e-09,1.7554772623211635e-09,1.9481802744945635e-06,6.445263265917162e-05,7.751402642455456e-10,3.917769697036883e-06,2.075991426829311e-06,1.3794118810244484e-18,2.9149673592587176e-13,5.969884339881686e-11,3.332856807788989e-20,1.094649880396164e-12,2.3458870044520375e-11
0.001835453246474628,0.5790078987767365,3.76,0.0,0.9515727150149855,0.9997343584032881,0.0002757142941341021,8.758170447574244e-25,1.1166884603272207e-17,6.895246589448097e-05,1.9810889834349784e-05,2.2668636399958275e-07,7.092646116779957e-08,3.3464529416636436e-08,3.1227673706026294e-05,0.00020726817417720747,8.369458963876544e-09,1.9261003162980627e-09,1.7637063072560684e-09,1.9746460540692963e-06,6.518847105639785e-05,7.827173002956038e-10,3.9883550081125445e-06,2.0776064867225837e-06,1.3981510307884078e-18,2.95646463882177e-13,6.108122219155764e-11,3.41263508044421e-20,1.0960058879026998e-12,2.3487731099002165e-11
0.0018467343753290556,0.5790078808162507,3.76,0.0,0.951569161814156,0.9997320693837046,0.0002782752323913982,8.801385159641259e-25,1.1182305832725792e-17,6.899083664836496e-05,1.9823448522110115e-05,2.2681204609693547e-07,7.097672495070305e-08,3.3505912172349606e-08,3.152742968611378e-05,0.00020918530162553054,8.377148129220761e-09,1.928105464432671e-09,1.771904742497043e-09,2.001235156471578e-06,6.592502595212958e-05,7.902965223821835e-10,4.059615134092983e-06,2.07924501595258e-06,1.4169774999533419e-18,2.99816893277256e-13,6.248319281714665e-11,3.493581978292614e-20,1.097332524958001e-12,2.351595858961013e-11
0.0018580155041834833,0.579007862842937,3.76,0.0,0.9515656067321088,0.9997297785668079,0.00028083800832960594,8.825757697821598e-25,1.1197188319213578e-17,6.902817684061274e-05,1.9836225073810505e-05,2.269343371022211e-07,7.10263415100291e-08,3.354715454265056e-08,3.1827594997441784e-05,0.00021110303554041612,8.384761963875931e-09,1.930099060020602e-09,1.7800740514119213e-09,2.027947130367878e-06,6.666227485686262e-05,7.978778714035305e-10,4.131550231483749e-06,2.080907192065949e-06,1.4358909685666578e-18,3.0400789615918906e-13,6.390485239124307e-11,3.575708027945823e-20,1.0986301993412008e-12,2.354356465680346e-11
0.001869296633037911,0.5790078448590505,3.76,0.0,0.9515620497924331,0.9997274859789991,0.0002834025993601197,8.82023828973507e-25,1.1211561970126612e-17,6.906453220083538e-05,1.9849216862731802e-05,2.2705338745362118e-07,7.107534983881612e-08,3.358827164598299e-08,3.212816851802886e-05,0.00021302135017139585,8.392305112846475e-09,1.9320824365383673e-09,1.7882156686188495e-09,2.05478154660067e-06,6.740019625773833e-05,8.054613238807036e-10,4.2041604618663935e-06,2.0825931566018685e-06,1.4548911327435901e-18,3.082194589468554e-13,6.534629808499515e-11,3.659020546419476e-20,1.0999011724364324e-12,2.3570575008415146e-11
0.0018805777618923387,0.5790078268667622,3.76,0.0,0.9515584910171747,0.9997251916455017,0.0002859689842676118,8.852904653331585e-25,1.122626692109975e-17,6.909994683450514e-05,1.9862421167696788e-05,2.2716934224280502e-07,7.112378758940305e-08,3.362927853580406e-08,3.242914925783667e-05,0.00021494022101323324,8.399781896769857e-09,1.9340561855954142e-09,1.7963310170996747e-09,2.081737997461359e-06,6.813876958129057e-05,8.130470966858898e-10,4.277445992156107e-06,2.084303017254371e-06,1.4739777043026335e-18,3.124517827656567e-13,6.680762715519596e-11,3.743522855920499e-20,1.1011474142678856e-12,2.3597039398613824e-11
0.0018918588907467664,0.579007808868173,3.76,0.0,0.9515549304268908,0.9997228955903952,0.0002885371431646224,8.88564882816937e-25,1.1240654517495051e-17,6.913446325788091e-05,1.9875835180757054e-05,2.2728234134528454e-07,7.117169032579331e-08,3.367018913008073e-08,3.273053635367161e-05,0.000216859624767005,8.407196563154767e-09,1.9360212592060046e-09,1.8044214724052326e-09,2.108816096238093e-06,6.88779751686146e-05,8.20635220737926e-10,4.351406995232576e-06,2.086036849376301e-06,1.4931504090888734e-18,3.1670479636560865e-13,6.828893697889858e-11,3.82922537276051e-20,1.1023684443441588e-12,2.3622972173285826e-11
0.0019031400196011941,0.5790077908653035,3.76,0.0,0.9515513680407425,0.9997205978366706,0.00029110705741171745,8.899360404653621e-25,1.125468925861536e-17,6.916812245996904e-05,1.9889456019691246e-05,2.2739251960429112e-07,7.121909223172667e-08,3.371101626349748e-08,3.3032329060176844e-05,0.00021877953927493582,8.414553208631541e-09,1.937978916592312e-09,1.812488343857778e-09,2.136015476366582e-06,6.961779423112502e-05,8.282256529957398e-10,4.426043650044422e-06,2.087794698536331e-06,1.5124089874903553e-18,3.209784699062134e-13,6.979032504969768e-11,3.916135988790378e-20,1.1035665044552066e-12,2.3648392897230376e-11
0.0019144211484556218,0.5790077728601061,3.76,0.0,0.9515478038765502,0.9997182984062655,0.00029367870957035307,8.919309389522167e-25,1.126869988600827e-17,6.920096394254879e-05,1.990328073510501e-05,2.275000069695204e-07,7.126602618182526e-08,3.37517725637084e-08,3.3334526744397466e-05,0.00022069994348215176,8.421855677866994e-09,1.9399299082898803e-09,1.820532920074379e-09,2.163335790845398e-06,7.03582088229946e-05,8.358185051603598e-10,4.501356141529595e-06,2.089576582018274e-06,1.531753194002862e-18,3.252728972336017e-13,7.13118889918091e-11,4.0042606862462106e-20,1.1047431182276423e-12,2.367333413380439e-11
0.0019257022773100495,0.5790077548544709,3.76,0.0,0.9515442379508321,0.9997159973200883,0.0002962520833695006,8.951919585615463e-25,1.1282565309973253e-17,6.92330257454875e-05,1.9917306315493315e-05,2.2760492858661334e-07,7.131252351251147e-08,3.3792470202397835e-08,3.363712888227502e-05,0.00022262081740825779,8.429107635087043e-09,1.9418747650225833e-09,1.8285564689564942e-09,2.1907767119064847e-06,7.109920182322066e-05,8.434139271148252e-10,4.577344661049817e-06,2.091382489915304e-06,1.5511827965266726e-18,3.2958813849321016e-13,7.285372658670982e-11,4.093607372141653e-20,1.1058980342458426e-12,2.3697822136748015e-11
0.0019369834061644772,0.5790077368502098,3.76,0.0,0.9515406702788749,0.9997136945980626,0.0002988271636449364,8.966824303772662e-25,1.1296056257755077e-17,6.9264344498789e-05,1.9931529696623115e-05,2.2770740496073968e-07,7.135861406133113e-08,3.38331200948855e-08,3.394013505175894e-05,0.00022454214209639134,8.436312662675912e-09,1.9438145807722242e-09,1.8365601926255576e-09,2.2183379303286286e-06,7.184075690003137e-05,8.510118871412545e-10,4.654009406615532e-06,2.0932123870527014e-06,1.5706975759499552e-18,3.3392415216541877e-13,7.441593578382336e-11,4.184184969794241e-20,1.1070328215297316e-12,2.372187100149933e-11
