Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196)
0.0,0.8385873517168485,3.76,0.0,0.8216654695881831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4043450532057834e-18,0.8385873517168485,3.76,0.0,0.8216654695881828,0.9999999999999999,8.227419004721368e-39,1.1354214925920015e-49,3.2867305456406774e-33,3.2504685047954495e-16,1.9006264679362283e-16,3.0842756448097554e-30,5.486250359684996e-28,1.3498420368246494e-16,4.66129729190197e-21,1.2643592040841777e-29,5.336662989498462e-22,2.8555194716204865e-30,1.2241435783004045e-34,2.7267775000870075e-43,1.9507341617130826e-36,3.0029068724363846e-42,6.881711273152166e-42,8.566337207650143e-30,2.7183207171498655e-59,1.4896446702604767e-58,1.7360838939021618e-68,1.157541522346865e-87,4.661295829583388e-21,9.491475116874394e-31,4.919071037164892e-47,1.3314248631986271e-48,9.251572035534528e-46,1.8373513361496458e-40,7.665513914706323e-42,1.5607493694849379e-74,1.6494058907817868e-71,4.040710392922514e-85,6.778264354756667e-89,2.6627756149553115e-63,3.464640266564488e-45,-5.06187414358501e-90,1.4211198140551503e-91,4.748410976397565e-76,7.133721027453195e-47,-2.271198194668791e-91,1.2053169940730836e-90,8.452804298094808e-77,4.198405947522135e-42,1.1503759066201715e-57,5.395603334600471e-89,1.732486800052479e-101,4.258879792974135e-83,3.98614804574332e-59,5.672544282947771e-114,-2.067332685498275e-95,7.351089320172092e-109,-1.7586113169791206e-94,1.1170487451151178e-102,2.048647112114438e-46,2.4234422759133385e-69,3.722638830804028e-65,-4.899672171378473e-96,1.1809138777700678e-111,8.148167192428204e-75,6.306891579484923e-81
6.732166148976194e-18,0.8385873517168485,3.76,0.0,0.8216654695881822,0.9999999999999994,9.767630737271652e-38,1.3479723983347113e-48,1.9851852492584346e-32,9.101311813474285e-16,5.321754110220378e-16,1.8629024891090716e-29,3.3136952172138066e-27,3.779557703045091e-16,1.3051637151405547e-20,7.636729593235106e-29,1.4942673828286375e-21,1.7247337603335836e-29,7.393827233507294e-34,3.237456547942421e-42,1.1782438167149765e-35,3.5650510374416476e-41,8.169971462010674e-41,5.174067673405667e-29,6.082795468017552e-58,4.183234948572865e-57,7.708763909816278e-67,9.36837545807564e-86,1.3051628319001307e-20,5.732850967950081e-30,5.839921140418602e-46,1.58066759759769e-47,1.098346622866714e-44,2.1813034962072944e-39,9.100499028961237e-41,9.494933172982146e-73,8.286250897369503e-70,3.72241012918229e-83,6.460202858758631e-87,5.956532656511076e-62,4.1132209168610156e-44,4.672377101041807e-88,1.619818404933562e-89,2.888690420825669e-74,8.469320818485744e-46,2.0931440050681107e-89,1.1019975143066919e-88,5.142287744708933e-75,4.984347539059831e-41,2.57351673690801e-56,6.15000757841583e-87,3.5718203937676124e-99,3.286342441367296e-81,8.91685367855973e-58,9.046051972434031e-112,1.9097433318529594e-93,7.833156877559881e-107,1.6231984632927945e-92,2.302989226880632e-100,2.4321538338305458e-45,7.629087258170864e-68,8.327551211236475e-64,4.5180553873337205e-94,1.2583722594557674e-109,4.9569847891764957e-73,3.8367913410323406e-79
1.5387808340517014e-17,0.8385873517168485,3.76,0.0,0.821665469588181,0.9999999999999988,9.589934822449771e-37,1.323447298685038e-47,9.557812422095038e-32,2.0802998431020065e-15,1.2164009394784429e-15,8.969073569766453e-29,1.5954016045424966e-26,8.638989035230264e-16,2.983233580673281e-20,3.676756566326798e-28,3.415476533662491e-21,8.303850615594042e-29,3.559809555895158e-33,3.178653199781961e-41,5.672740578363214e-35,3.5001882458157935e-40,8.021328105361539e-40,2.491090859962118e-28,1.2020397846167919e-56,9.017765429754008e-56,3.1522365470521e-65,7.695230479929478e-84,2.983229328250843e-20,2.760120960023967e-29,5.733669216718313e-45,1.5519088203102613e-46,1.0783632079668654e-43,2.141616686200357e-38,8.934925838189442e-40,4.286468557809645e-71,4.1780543360817275e-68,3.733263607832697e-81,6.351597725735291e-85,1.1769137220799527e-60,4.038384671134062e-43,4.700719321124575e-86,1.4664896643703359e-87,1.3040932544993507e-72,8.315583595143604e-45,2.106026122505294e-87,1.1101531627362789e-86,2.321471060612123e-73,4.8936619667190256e-40,5.085001088257097e-55,5.567860330914148e-85,6.471783121317699e-97,3.581616737614006e-79,1.761820001763539e-56,4.146128784648324e-109,1.9250651427694972e-91,1.7826437719034917e-104,1.6351435159453135e-90,4.1727895311131047e-98,2.387903019098253e-44,1.706439234750093e-66,1.6454517001363317e-62,4.547851922317416e-92,2.8638173767428097e-107,2.237808308830836e-71,1.732114518605772e-77
3.269909272359865e-17,0.8385873517168488,3.76,0.0,0.8216654695881787,0.9999999999999974,8.482195516271247e-36,1.1705741562900738e-46,4.174147788181332e-31,4.420637166686404e-15,2.5848519963895542e-15,3.9170300633900608e-28,6.967537956242968e-26,1.835785169857777e-15,6.339380886266776e-20,1.6057361900652496e-27,7.257922767635281e-21,3.62650972081685e-28,1.5546623753368912e-32,2.811522139982512e-40,2.4774381582460467e-34,3.095876859345219e-39,7.094774527144362e-39,1.0879248253482654e-27,2.1391139541936897e-55,1.666145239702801e-54,1.1418779532313925e-63,5.596558122666281e-82,6.339362314820775e-20,1.2054173357478246e-28,5.07136550965318e-44,1.37264577621213e-45,9.538000107358776e-43,1.894235667963914e-37,7.902844145841712e-39,1.618489127329089e-69,1.648228982459302e-66,2.948562003791659e-79,4.977801957180391e-83,2.0942659008606855e-59,3.571905479712926e-42,3.70142011789821e-84,1.111485556873539e-85,4.924010392290658e-71,7.355669598084684e-44,1.6583697741288783e-85,8.783105333242564e-85,8.765427371536219e-72,4.3283885836480963e-39,9.04862220320603e-54,4.220006874467833e-83,9.820784748717009e-95,2.9299848531716e-77,3.1350644762131043e-55,1.4200859404126944e-106,1.5216707498809127e-89,3.012591028763482e-102,1.2907540848920122e-88,6.3321206411241595e-96,2.1120731116625784e-43,3.2126439172820478e-65,2.9282361789339185e-61,3.5843952929863157e-90,4.839916301573692e-105,8.449444273565132e-70,6.540161227386091e-76
6.732166148976193e-17,0.838587351716849,3.76,0.0,0.821665469588174,0.9999999999999947,7.129799105135057e-35,9.839381244645412e-46,1.7426245309945886e-30,9.101311814156165e-15,5.321754110204983e-15,1.635282941911637e-27,2.9088099402037025e-25,3.779557702118142e-15,1.3051705795565934e-19,6.703632507959405e-27,1.4942926964801128e-20,1.513996416526035e-27,6.490409528883762e-32,2.363269379653939e-39,1.0342844262231557e-33,2.6022710312512367e-38,5.963585727263687e-38,4.541871987286354e-27,3.6080485323973463e-54,2.8602349378556732e-53,3.8856972687157333e-62,3.816697948503453e-80,1.3051628263434686e-19,5.032380070109743e-28,4.26278831586421e-43,1.1537914820574763e-44,8.017263215180515e-42,1.5922191513541593e-36,6.642822451442562e-38,5.615290875060495e-68,5.829602594440029e-65,2.087342943358307e-77,3.5121545574821204e-81,3.5323214739129e-58,3.0024017309453693e-41,2.6201813387798866e-82,7.728636333564543e-84,1.7083696120327394e-69,6.183943475462597e-43,1.1739559540125267e-83,6.2222745579941465e-83,3.041133054908558e-70,3.638271397828545e-38,1.5261931475126065e-52,2.9343520991721425e-81,1.3665803688337362e-92,2.1087313475872528e-75,5.28774418886287e-54,4.190169356310686e-104,1.0854146430247607e-87,4.4111023356011893e-100,9.182297346305804e-87,8.811281826735664e-94,1.7753246002838442e-42,5.606677626133768e-64,4.9397176909161824e-60,2.5419741589645247e-88,7.087264066004342e-103,2.9314389637124605e-68,2.2691040188089777e-74
1.3656679902208848e-16,0.8385873517168496,3.76,0.0,0.8216654695881647,0.9999999999999892,5.845441137649168e-34,8.066919439648312e-45,7.119189794638147e-30,1.8462661110299552e-14,1.0795558337808664e-14,6.680664375634063e-27,1.1883437724847884e-24,7.667102765002328e-15,2.6476476806612864e-19,2.738652617107472e-26,3.03133822760135e-20,6.185169334271931e-27,2.651544190097125e-31,1.9375572332001684e-38,4.225411936963283e-33,2.133498998265561e-37,4.889307956392371e-37,1.8555029043482493e-26,5.926327075808883e-53,4.738410987504596e-52,1.2819986069370636e-60,2.521088292633227e-78,2.6476160062558685e-19,2.0558914450097974e-27,3.494891461146375e-42,9.459479645410682e-44,6.573035810912988e-41,1.3053973534328563e-35,5.446196641857316e-37,1.870126331545514e-66,1.9591558928201713e-63,1.4035807527053458e-75,2.3579987309610085e-79,5.801966226181249e-57,2.4615502574512067e-40,1.7624282044674986e-80,5.1534976510643665e-82,5.68959516247115e-68,5.071708730618362e-42,7.896561200198522e-82,4.185430346438393e-81,1.0128241290639565e-68,2.982874687844139e-37,2.506785420701793e-51,1.956642441780953e-79,1.823047823832512e-90,1.4293667294347635e-73,8.685134785398258e-53,1.1504086889553681e-101,7.411726064091165e-86,6.031824274101747e-98,6.237103436398543e-85,1.1754491027336543e-91,1.4555181842038536e-41,9.507124349487817e-63,8.116192972917067e-59,1.7160241272239676e-86,9.69276643260679e-101,9.762476917865121e-67,7.557185390935202e-73
2.750570740867416e-16,0.8385873517168508,3.76,0.0,0.8216654695881459,0.9999999999999782,4.733790210945716e-33,6.532800875504259e-44,2.877690325798619e-29,3.718535970740179e-14,2.1743166792907315e-14,2.700431337672654e-26,4.803475526430265e-24,1.5442192884224512e-14,5.332650359850077e-19,1.1070071779230084e-25,6.105608056595757e-20,2.5001443113078514e-26,1.0717966537540332e-30,1.5690865597858164e-37,1.707997314762853e-32,1.7277627779860257e-36,3.9594883356251895e-36,7.500239408022694e-26,9.6069077638639e-52,7.713737002175472e-51,4.1653305759019675e-59,1.639107579212685e-76,5.332522326839139e-19,8.310241798937307e-27,2.830253802225525e-41,7.66053184452021e-43,5.3230132694713346e-40,1.057144451978254e-34,4.410486554886362e-36,6.104403762760961e-65,6.423180234497169e-62,9.205432115530401e-74,1.5453430909386756e-77,9.405618208101587e-56,1.9934270904477886e-39,1.1561827300613124e-78,3.366222513389632e-80,1.857185857322248e-66,4.110016651985392e-41,5.180373664995183e-80,2.745478291526744e-79,3.306026349362091e-67,2.4156092273748993e-36,4.0636140551342584e-50,1.278063044588033e-77,2.3819575920826946e-88,9.41159183579082e-72,1.4078974762800991e-51,3.0490344020658793e-99,5.007603915021176e-84,7.977704571345248e-96,4.171331350810819e-83,1.5358312411964684e-89,1.1787160648830384e-40,1.6123564920663118e-61,1.31654258257511e-57,1.1338664037370997e-84,1.2823664361331739e-98,3.1863485572210155e-65,2.4668705666086593e-71
5.520376242160478e-16,0.8385873517168532,3.76,0.0,0.8216654695881085,0.9999999999999564,3.8101663597404477e-32,5.258167071819576e-43,1.1571066112011266e-28,7.463075692086814e-14,4.363838370266978e-14,1.0858315498021383e-25,1.931456381296776e-23,3.0992373096484174e-14,1.0702849626144952e-18,4.451227197002353e-25,1.2254862781589613e-19,1.0052970106703918e-25,4.309647990075526e-30,1.2629383593796298e-36,6.867928856100336e-32,1.3906537546280396e-35,3.186940611042173e-35,3.0158132781170325e-25,1.5471685429777746e-50,1.2448872895291977e-49,1.3430729956423006e-57,1.0573086961392914e-74,1.0702334811039572e-18,3.341511572590469e-26,2.2780346246806562e-40,6.16586243794716e-42,4.2844216795521434e-39,8.50881551512636e-34,3.5499679322176725e-35,1.9728377428614253e-63,2.080362619756099e-60,5.963645143631612e-72,1.0007659803244269e-75,1.5148684859685978e-54,1.6044833405190544e-38,7.491548396936734e-77,2.1764101485202807e-78,6.002150532988652e-65,3.3126311918783452e-40,3.356759450859126e-78,1.778773462310427e-77,1.0684505046406078e-65,1.9442924093961763e-35,6.544330631867554e-49,8.263239476760869e-76,3.0802739763467835e-86,6.109143977518268e-70,2.2673745187186173e-50,7.941576362178704e-97,3.4330882057525185e-82,1.0379315258231282e-93,2.8060853619579843e-81,1.9861234065159379e-87,9.487327560194181e-40,2.8056921621072094e-60,2.1230622476655983e-56,7.452209052345633e-83,1.6694484421064772e-96,1.0295876389553669e-63,7.97301252510416e-70
1.1059987244746603e-15,0.8385873517168578,3.76,0.0,0.8216654695880335,0.9999999999999126,3.0574186115764565e-31,4.219348868407798e-42,4.6405149411558115e-28,1.4952155142484836e-13,8.742881752045538e-14,4.354670051260931e-25,7.746003942526876e-23,6.209273341626462e-14,2.1444023790401274e-18,1.7851412100620336e-24,2.455623249957598e-19,4.031690475450572e-25,1.728362227103037e-29,1.0134288896991103e-35,2.7544643723838484e-31,1.1159119918789915e-34,2.557319002588042e-34,1.209476009591235e-24,2.4835512637222623e-49,2.0004141450760998e-48,4.314179382967034e-56,6.793409161629718e-73,2.1441959151576038e-18,1.3400955091543267e-25,1.8279795423827265e-39,4.947716227014883e-41,3.43797457599528e-38,6.827784204249084e-33,2.8486652552878715e-34,6.344350017088342e-62,6.697333486065698e-59,3.8399807729870384e-70,6.442737950274291e-74,2.4320932149805773e-53,1.2874965031531964e-37,4.824596294906046e-75,1.3999946488253572e-76,1.9302317344212703e-63,2.6654515653880743e-39,2.161905138650854e-76,1.1453952927665992e-75,3.435976330349985e-64,1.5601721309600668e-34,1.0505104332160251e-47,5.3154036726755335e-74,3.9628513904676353e-84,3.937502865579722e-68,3.639635156128591e-49,2.05064703810781e-94,2.453529446521738e-80,1.3394222064227072e-91,1.9400966621135548e-79,2.5552858477375152e-85,7.61297518903513e-39,5.158626046462549e-59,3.4170096615503516e-55,4.934808515763256e-81,2.1570564380426148e-94,3.309809293763952e-62,2.5643313696388553e-68
