Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77)
0.004127076897991555,0.7803544676214252,3.76,0.0,0.02979007530045545,0.04534978417643803,1.095233846079541,1.2199426839769088e-08,1.1430624468586699e-07,0.002621254501464775,5.6541936607657676e-05,2.5102069561909995e-08,0.00028582984612944275,0.002737143143957954,0.457085205826899,0.00015800558687562887,3.1120512931488353e-05,3.374153907410561e-08,4.5116184224495494e-06,0.006199617830152403,0.0006477815592803491,4.413775845339305e-06,0.5630336996190793,1.7390795461345132e-06,3.404571386281563e-11,3.6893116646295664e-05,0.05374614150891871,1.3686851547876143e-06,3.173056062761698e-07,5.504487754736286e-06,1.813093160131593e-14,2.344100074981298e-11,2.765264824977816e-14,1.020290180901022e-08,0.12499303670433923,3.0704810760016316e-05,0.00041848926243941273,2.625645756425331e-10,1.9958263235113886e-12,1.9934741673389653e-09,3.032408318890324e-09,0.00014319853671646222,3.378229112890855e-10,5.114108420402007e-12,7.869996635886384e-07
0.004128771581576498,0.7803566736822788,3.76,0.0,0.029724092649601967,0.04510128483373011,1.0954525441845016,1.210361750368427e-08,1.1329741913408194e-07,0.002609608612847579,5.6203797772662754e-05,2.4853528856728534e-08,0.00028445796156838774,0.0027262059749244114,0.4570995632032656,0.00015687039937119958,3.084796841167917e-05,3.3393364588472564e-08,4.475379448592747e-06,0.006175650305557329,0.000644616412047316,4.368239818308306e-06,0.5630912661605839,1.7259926410952632e-06,3.3745691385004735e-11,3.670183366434532e-05,0.05372902352648076,1.3594373699692672e-06,3.146528679788328e-07,5.476812491654175e-06,1.7940832120348063e-14,2.323639070071928e-11,2.7362754402996935e-14,1.0096500894002268e-08,0.12510568333106242,3.0511439008933698e-05,0.0004176652198468353,2.610627057017301e-10,1.9757947055481224e-12,1.984093387218516e-09,3.0229983339096433e-09,0.00014308003482561897,3.3754023598478237e-10,5.0941344901230265e-12,7.804456566595159e-07
0.004130466265161441,0.7803588450352547,3.76,0.0,0.02965883653156462,0.04485520809599306,1.0956687840485926,1.200833743285588e-08,1.1229766287684763e-07,0.002598052092017356,5.586906900614142e-05,2.460838848738219e-08,0.0002830953745587587,0.0027153219187200433,0.4571140306237471,0.00015574837680871087,3.0578457425158716e-05,3.305006950576915e-08,4.439548839513832e-06,0.0061519184966455556,0.0006414819943225336,4.323332438011254e-06,0.5631479392330523,1.7130711236026116e-06,3.3448954703604555e-11,3.6512035294075936e-05,0.05371204119003796,1.3502770728171073e-06,3.1202817627825733e-07,5.449274754027505e-06,1.7753141575963704e-14,2.303433892516871e-11,2.7076533445295645e-14,9.991445779642287e-09,0.1252175623312957,3.031974709470813e-05,0.00041684783505282645,2.595777582936373e-10,1.9560032717210835e-12,1.9747885308382254e-09,3.0136073771722858e-09,0.00014296364464303776,3.3726258308463503e-10,5.0742522057270825e-12,7.739542586652467e-07
0.004132160948746384,0.7803609823741192,3.76,0.0,0.029594297035610524,0.04461152353378588,1.0958825980981823,1.1913593875683518e-08,1.1130693918270299e-07,0.0025865841409451525,5.5537705746678925e-05,2.4366592564555944e-08,0.0002817420429931858,0.0027044911254959095,0.4571286062859632,0.00015463932518341826,3.0311945091658306e-05,3.271157182414745e-08,4.404121141914328e-06,0.006128419056510396,0.0006383778833740381,4.279043711909546e-06,0.5632037326291014,1.7003122602594416e-06,3.3155469695248413e-11,3.632371008965916e-05,0.053695193222466436,1.3412034355002e-06,3.0943123689174583e-07,5.4218751540918e-06,1.75678279139645e-14,2.283480682775295e-11,2.679393651643366e-14,9.887718579062156e-09,0.12532868126381908,3.0129719197615398e-05,0.000416037023130047,2.58109529873084e-10,1.9364491464501498e-12,1.9655588848055607e-09,3.0042361683430357e-09,0.00014284933025563833,3.369898672775072e-10,5.054462004628302e-12,7.675249127753768e-07
0.004133855632331327,0.7803630863758976,3.76,0.0,0.029530464405877865,0.04437020113826136,1.096094018296518,1.1819394802368158e-08,1.10325209688597e-07,0.002575203967101284,5.52096640887626e-05,2.4128086214820926e-08,0.0002803979238388672,0.0026937137290486916,0.4571432883954599,0.00015354305373866658,3.004839680316574e-05,3.237779107385168e-08,4.369090978866113e-06,0.006105148694932201,0.0006353036635285822,4.23536381239089e-06,0.5632586599135262,1.6877133703599096e-06,3.286520235670931e-11,3.613684661697482e-05,0.05367847835149278,1.3322156329693192e-06,3.068617571057636e-07,5.394614257118974e-06,1.738485949312396e-14,2.2637756445850572e-11,2.6514915386811467e-14,9.785301636087597e-09,0.1254390476095301,2.9941339597088935e-05,0.000415232700388347,2.5665781861697633e-10,1.9171294762124453e-12,1.9564037407974626e-09,2.9948854027007054e-09,0.0001427370563888424,3.367220047663751e-10,5.034764289950996e-12,7.611570645849105e-07
0.00413555031591627,0.780365157703146,3.76,0.0,0.029467329039303342,0.04413121131675837,1.096303076148749,1.1725747367097904e-08,1.0935243409346427e-07,0.0025639107834960267,5.4884900775253194e-05,2.389281555691228e-08,0.0002790629731757195,0.002682989847246541,0.4571580751662995,0.00015245937492187664,2.97877782282806e-05,3.204864828053372e-08,4.334453048705763e-06,0.006082104177556863,0.0006322589260679417,4.192283074046365e-06,0.5633127344263282,1.6752718250384534e-06,3.257811880866834e-11,3.5951433456341385e-05,0.0536618953099774,1.3233128431895361e-06,3.0431944559537624e-07,5.367492568110684e-06,1.7204205004659756e-14,2.244315043546918e-11,2.6239422331857416e-14,9.684177479389445e-09,0.1255486687718408,2.975459267341839e-05,0.0004144347843612395,2.552224244184866e-10,1.8980414295243753e-12,1.947322395580129e-09,2.9855557516746524e-09,0.00014262678839723172,3.364589132460757e-10,5.015159431579628e-12,7.548501621892425e-07
0.004137244999501213,0.7803671970041947,3.76,0.0,0.02940488148350267,0.04389452488829163,1.0965098027070905,1.163265739215405e-08,1.0838857025044891e-07,0.0025527038087146616,5.4563373189069795e-05,2.3660727683193037e-08,0.0002777371462356995,0.002672319582441487,0.45717296482165415,0.00015138810433519155,2.9530055315253832e-05,3.1724065936349214e-08,4.300202124055389e-06,0.00605928232505373,0.0006292432691211705,4.149791990945526e-06,0.5633659692858162,1.662985046317385e-06,3.229418530513161e-11,3.5767459204959504e-05,0.053645442836202255,1.3144942473215401e-06,3.0180401258648726e-07,5.340510541253867e-06,1.702583346946689e-14,2.225095206176146e-11,2.5967410129086956e-14,9.584328821338056e-09,0.1256575520770757,2.956946291016989e-05,0.0004136431937922638,2.538031489107001e-10,1.8791821973718236e-12,1.938314151047847e-09,2.9762478632964544e-09,0.00014251849225519603,3.362005118812094e-10,4.995647767031645e-12,7.48603656259007e-07
0.004138939683086156,0.7803692049117412,3.76,0.0,0.029343112434072626,0.04366011307779534,1.0967142285774278,1.154013082376405e-08,1.0743357450332464e-07,0.0025415822669690603,5.424503934282349e-05,2.3431770647719587e-08,0.0002764203974519727,0.0026617030219577586,0.4571879555945346,0.00015032906067458994,2.92751942959196e-05,3.140396798076794e-08,4.26633305122214e-06,0.00603668001204273,0.0006262562975285611,4.107881214914934e-06,0.5634183773925554,1.65085050592949e-06,3.2013368250723924e-11,3.558491248046468e-05,0.05362911967422767,1.305759029924401e-06,2.9931517018028573e-07,5.313668597632646e-06,1.684971427474617e-14,2.2061125194074132e-11,2.569883211539254e-14,9.485738578915144e-09,0.12576570477497576,2.938593489576025e-05,0.00041285784861791957,2.523997955164121e-10,1.8605489940691647e-12,1.9293783143120445e-09,2.966962362665451e-09,0.00014241213454512566,3.3594672127842483e-10,4.976229602299132e-12,7.424170001292152e-07
0.004140634366671099,0.7803711820448666,3.76,0.0,0.029282012732016752,0.04342794751056058,1.0969163839256657,1.1448174066498813e-08,1.0648740170864206e-07,0.0025305453881467824,5.392985786888355e-05,2.3205893445105532e-08,0.00027511268050502526,0.0026511402386056714,0.4572030457284499,0.0001492820656726543,2.902316169018537e-05,3.108827976695251e-08,4.232840749216158e-06,0.006014294166073869,0.0006232976227118092,4.066541553177537e-06,0.5634699714331445,1.6388657241979597e-06,3.1735634206169305e-11,3.5403781924302304e-05,0.053612924574219824,1.2971063791994115e-06,2.9685263223074e-07,5.286967114470088e-06,1.6675817166124208e-14,2.1873634293421535e-11,2.543364217287392e-14,9.388389868626923e-09,0.1258731340392206,2.9203993324800155e-05,0.0004120786699514952,2.5101216945044327e-10,1.842139057380555e-12,1.920514197734864e-09,2.9576998525821028e-09,0.0001423076824461131,3.3569746345960557e-10,4.95690521299497e-12,7.362896498848194e-07
0.004142329050256042,0.7803731290085519,3.76,0.0,0.029221573361263062,0.04319800020680101,1.0971162984839031,1.1356792415292017e-08,1.0555000517064152e-07,0.0025195924078445908,5.3617788010090054e-05,2.2983045989696618e-08,0.0002738139483668456,0.002640631291188354,0.4572182334780193,0.0001482469440444104,2.8773924309973396e-05,3.077692802950225e-08,4.199720208619959e-06,0.005992121766644872,0.0006203668625496616,4.025763965525914e-06,0.5635207638838694,1.62702826899269e-06,3.1460949896530193e-11,3.5224056204856985e-05,0.053596856292750225,1.2885354872204432e-06,2.944161141944336e-07,5.260406411084852e-06,1.6504112240009864e-14,2.1688444401271724e-11,2.5171794717473134e-14,9.292266002321332e-09,0.12597984696797032,2.9023622999899136e-05,0.0004113055800664847,2.496400777297537e-10,1.823949648761587e-12,1.9117211189666423e-09,2.9484609141457818e-09,0.00014220510372290457,3.3545266183566285e-10,4.937674845390797e-12,7.302210644423064e-07
0.004144023733840985,0.7803750463943796,3.76,0.0,0.02916178544630572,0.04297024357646757,1.0973140015563552,1.126598991069803e-08,1.04621336746869e-07,0.0025087225673978367,5.330878961084031e-05,2.2763179103101348e-08,0.00027252415334176215,0.0026301762249207558,0.4572335171095214,0.00014722352343447473,2.852744926124021e-05,3.046984086528596e-08,4.166966490895344e-06,0.005970159844266784,0.0006174636412600445,3.985539562169204e-06,0.5635707670141734,1.6153357547469233e-06,3.118928222487985e-11,3.504572402021745e-05,0.05358091359306568,1.2800455500785673e-06,2.9200533343941564e-07,5.233986767820229e-06,1.633456993140947e-14,2.1505521134067218e-11,2.4913244682021927e-14,9.19735048091594e-09,0.12608585058437793,2.8844808833244536e-05,0.0004105385023805992,2.482833292104155e-10,1.8059780540066594e-12,1.902998401001844e-09,2.9392461071644666e-09,0.00014210436671531195,3.352122411816578e-10,4.918538717164937e-12,7.24210705619038e-07
0.004145718417425928,0.7803769347807014,3.76,0.0,0.029102640249892755,0.04274465041413099,1.0975095220252034,1.117577113723879e-08,1.0370134704744018e-07,0.002497935113918169,5.300282310811219e-05,2.254624449710271e-08,0.0002712432471045766,0.0026197750718286628,0.4572488949013912,0.00014621163436524625,2.828370394589629e-05,3.0166947706354474e-08,4.134574727573381e-06,0.005948405479548631,0.0006145875892847135,3.945859601710541e-06,0.5636199928900715,1.6037858414921645e-06,3.0920598278043345e-11,3.4868774100551575e-05,0.05356509524534188,1.2716357680265712e-06,2.896200094613086e-07,5.207708441540645e-06,1.6167161012684043e-14,2.1324830673049067e-11,2.4657947513066518e-14,9.103626993296074e-09,0.12619115183709922,2.8667535847430533e-05,0.00040977736144068197,2.469417345950306e-10,1.7882215834331131e-12,1.8943453722066524e-09,2.930055970627897e-09,0.00014200544032797269,3.3497612761260847e-10,4.899497018315753e-12,7.182580381966843e-07
0.004147413101010871,0.7803787947316377,3.76,0.0,0.029044129189424922,0.04252119394582369,1.0977028882994588,1.108614122904817e-08,1.0278998542274374e-07,0.002487229301064558,5.2699849598256254e-05,2.233219478937982e-08,0.0002699711806396231,0.002609427849680373,0.45726436514625607,0.00014521111055862252,2.804265608565321e-05,2.9868179339999244e-08,4.102540122672369e-06,0.0059268558090529175,0.0006117383440073448,3.9067154964815676e-06,0.5636684533501191,1.592376239430725e-06,3.065486531119516e-11,3.469319520510535e-05,0.05354940002789877,1.2633053459224787e-06,2.8725986348591075e-07,5.18157163500291e-06,1.6001856649862994e-14,2.1146339769348066e-11,2.4405859256314184e-14,9.011079447564694e-09,0.12629575759073372,2.8491789196368187e-05,0.00040902208306745454,2.456151064980726e-10,1.7706775722573006e-12,1.8857613667748278e-09,2.9208910213588586e-09,0.00014190829410104207,3.347442487499338e-10,4.880549909976142e-12,7.123625303962274e-07
0.004149107784595814,0.7803806268100936,3.76,0.0,0.028986243789672933,0.04229984769884695,1.0978941284579113,1.0997103612122829e-08,1.0188719999290078e-07,0.0024766043872673656,5.239983064203111e-05,2.212098343236067e-08,0.00026870790452263016,0.0025991345663358536,0.45727992614763163,0.00014422178796736168,2.7804273666574025e-05,2.9573467809470556e-08,4.070857944393416e-06,0.0059055080080936545,0.0006089155476241178,3.8680987913604945e-06,0.5637161600748605,1.5811046940496216e-06,3.0392050802817525e-11,3.451897613977398e-05,0.053533826725152625,1.2550534926067476e-06,2.849246187622393e-07,5.155576512332675e-06,1.5838628327408098e-14,2.09700157187803e-11,2.4156936443533302e-14,8.919691929704057e-09,0.12639967465063146,2.8317554120599103e-05,0.00040827259396468266,2.443032593019724e-10,1.7533433800890742e-12,1.8772457237499115e-09,2.911751759461296e-09,0.00014181289800857462,3.345165332463255e-10,4.861697530194852e-12,7.065236529725827e-07
0.004150802468180757,0.7803824315400638,3.76,0.0,0.02892897570664851,0.042080585569017136,1.0980832701755112,1.0908661245893932e-08,1.0099293816122434e-07,0.0024660596367706337,5.2102728366249465e-05,2.1912564637474282e-08,0.00026745336883227827,0.002588895217692242,0.457295576222481,0.00014324350527294809,2.7568524996464953e-05,2.9282746283122387e-08,4.039523525625475e-06,0.005884359299337242,0.0006061188482080603,3.830001170262915e-06,0.5637631245518016,1.5699689936350603e-06,3.013212246038493e-11,3.434610574901863e-05,0.05351837412908172,1.2468794220992335e-06,2.826140007257159e-07,5.129723205241161e-06,1.567744787053836e-14,2.0795826298485254e-11,2.391113612512875e-14,8.829448715390906e-09,0.12650290974951187,2.8144815971016866e-05,0.00040752882191211784,2.430060093279937e-10,1.736216392766588e-12,1.8687977875372913e-09,2.9026386653862755e-09,0.00014171922255805088,3.3429291101958776e-10,4.842939992921492e-12,7.00740879812296e-07
0.0041524971517657,0.7803842094562764,3.76,0.0,0.02887231672996703,0.041863381828429254,1.0982703407150856,1.0820817561115938e-08,1.0010714602081164e-07,0.002455594319881136,5.180850547705319e-05,2.1706893518275614e-08,0.00026620752313230567,0.0025787097876597536,0.4573113137020048,0.00014227610393793065,2.733537868700123e-05,2.8995949289454644e-08,4.008532268458491e-06,0.00586340695358296,0.0006033478998096408,3.792414461678833e-06,0.5638093580719238,1.5589669701443345e-06,2.987504817925913e-11,3.417457291879598e-05,0.05350304103966037,1.2387823531041604e-06,2.8032773684804686e-07,5.1040118143241905e-06,1.5518287454648553e-14,2.062373986690226e-11,2.3668415885189972e-14,8.740334275624537e-09,0.12660546954554508,2.7973560219592204e-05,0.0004067906957882528,2.4172317472802306e-10,1.7192940206102162e-12,1.860416908241419e-09,2.8935522003960442e-09,0.0001416272387977916,3.340733132710644e-10,4.824277386637165e-12,6.950136880891841e-07
0.004154191835350643,0.7803859610772158,3.76,0.0,0.028816258779074743,0.041648211116037136,1.0984553669378652,1.0733575803889707e-08,9.922976871775114e-08,0.0024452077129074753,5.151712524222049e-05,2.1503925989278973e-08,0.0002649703165092862,0.0025685782487662556,0.45732713693188015,0.00014131942812121642,2.7104803652271795e-05,2.871301255021623e-08,3.977879641225962e-06,0.005842648288328507,0.0006006023622770456,3.7553306323078232e-06,0.5638548717352808,1.548096497643209e-06,2.9620796067650634e-11,3.400436657729802e-05,0.05348782626498532,1.2307615090729435e-06,2.780655566710288e-07,5.078442401918147e-06,1.536111960508981e-14,2.0453725292214708e-11,2.342873384103358e-14,8.652333276469409e-09,0.12670736062377025,2.7803772457356314e-05,0.0004060581455447783,2.404545755584804e-10,1.7025736995891774e-12,1.8521024414563763e-09,2.884492806989711e-09,0.00014153691830149495,3.3385767244849637e-10,4.805709775869493e-12,6.893415582847911e-07
0.004155886518935586,0.7803876868988903,3.76,0.0,0.02876079388483462,0.041435048386524655,1.0986383753595752,1.064693840941076e-08,9.836075076816114e-08,0.0024348990973845144,5.1228551412239455e-05,2.130361868881775e-08,0.0002637416976930608,0.00255850056386432,0.4573430442707627,0.0001403733242943436,2.687676909884942e-05,2.843387286842507e-08,3.947561171549708e-06,0.005822080661077521,0.0005978819004257531,3.7187417729310514e-06,0.5638996764781382,1.5373554861284474e-06,2.936933448216198e-11,3.38354756965438e-05,0.05347272862039575,1.2228161183408814e-06,2.7582719190703997e-07,5.0530149961013385e-06,1.520591717984316e-14,2.028575191581828e-11,2.3192048616942107e-14,8.5654305694652e-09,0.1268085895059242,2.7635438373971643e-05,0.0004053311020535433,2.3920003373856964e-10,1.68605289136834e-12,1.843853747873402e-09,2.8754609109878716e-09,0.00014144823309417267,3.336459220710822e-10,4.787237204093987e-12,6.837239738115354e-07
0.004157581202520529,0.780389387441088,3.76,0.0,0.028705914218620343,0.0412238689941289,1.0988193920589644,1.0560907356855528e-08,9.750003520719914e-08,0.0024246677616268242,5.094274834836048e-05,2.110592919163613e-08,0.0002625216149463717,0.0025484766838624567,0.45735903409431305,0.00013943764184278038,2.6651244564366435e-05,2.8158468451061658e-08,3.917572461028179e-06,0.005801701479723099,0.0005951861853314052,3.6826401276892215e-06,0.5639437830301464,1.5267418911129277e-06,2.912063195409521e-11,3.366788930337274e-05,0.05345774693071045,1.2149454146763999e-06,2.736123762935137e-07,5.027729590323258e-06,1.5052653389643435e-14,2.0119789674203063e-11,2.295831937432148e-14,8.479611202754383e-09,0.12690916263320695,2.746854379553526e-05,0.00040460949735224934,2.3795937307488424e-10,1.6697290827606364e-12,1.835670194288326e-09,2.86645691905726e-09,0.00014136115576421322,3.334379969948154e-10,4.768859690135559e-12,6.781604218894707e-07
0.004159275886105472,0.780391063165726,3.76,0.0,0.02865161207566826,0.04101464864608431,1.0989984427289443,1.047548482262662e-08,9.664756471377762e-08,0.0024145129999247968,5.065968094602701e-05,2.0910815729099688e-08,0.0002613100161561062,0.002538506549502147,0.45737510479358534,0.00013851223270415987,2.6428199894682206e-05,2.7886738473947538e-08,3.8879091690137755e-06,0.0057815081964907285,0.0005925148935683885,3.6470180620475114e-06,0.5639872019390388,1.5162537071578195e-06,2.88746572807574e-11,3.350159646361571e-05,0.053442880029404595,1.2071486370869325e-06,2.7142084591718964e-07,5.002586150929981e-06,1.4901301771882846e-14,1.9955808929934922e-11,2.2727505772547665e-14,8.39486040655227e-09,0.12700908637524072,2.7303074669542325e-05,0.0004038932645130666,2.367324193491581e-10,1.6535997874311219e-12,1.8275511530201037e-09,2.8574812202600528e-09,0.00014127565940436608,3.332338332717361e-10,4.750577231812526e-12,6.7265039319141e-07
0.004160970569690415,0.7803927145569804,3.76,0.0,0.028597879869263848,0.04080736338723206,1.0991755526936267,1.0390672788736067e-08,9.580328137843923e-08,0.0024044341123912088,5.0379314610018985e-05,2.0718237270699663e-08,0.00026010684888446307,0.002528590092099698,0.4573912547748985,0.00013759695123292896,2.620760523757941e-05,2.7618623216126412e-08,3.858567015027613e-06,0.005761498305763793,0.0005898677069407956,3.6118680647856822e-06,0.5640299435792279,1.505888965713315e-06,2.8631379501957943e-11,3.333658628997338e-05,0.053428126758545656,1.1994250297820115e-06,2.6925233907110113e-07,4.9775846114777645e-06,1.4751836211732366e-14,1.979378052667854e-11,2.249956800122823e-14,8.311163605082386e-09,0.12710836703273626,2.713901705988523e-05,0.00040318233760168194,2.3551900025980075e-10,1.6376625452216118e-12,1.8194960018829244e-09,2.848534187316303e-09,0.0001411917175880159,3.330333680943867e-10,4.732389806607728e-12,6.671933817948644e-07
0.004162665253275358,0.7803943420711081,3.76,0.0,0.028544710125642265,0.04060198958639561,1.0993507469233348,1.0306472428652343e-08,9.496712628350303e-08,0.0023944304048119755,5.010161523379686e-05,2.0528153594160693e-08,0.00025891206043915116,0.002518727234056665,0.45740748245972485,0.00013669165409618326,2.5989431052723685e-05,2.735406416537762e-08,3.8295417843758085e-06,0.0057416693421936,0.0005872443122421264,3.5771827577231877e-06,0.5640720181593334,1.495645733397135e-06,2.83907678743342e-11,3.317284795825556e-05,0.053413485968689625,1.1917738425347174e-06,2.6710659617662463e-07,4.952724871865375e-06,1.4604230936475042e-14,1.9633675837563832e-11,2.227446677096641e-14,8.228506413274557e-09,0.1272070108399007,2.697635714246473e-05,0.00040247665163301965,2.343189453424019e-10,1.6219149212875325e-12,1.8115041240410816e-09,2.8396161774433383e-09,0.00014110930434608042,3.328365397420755e-10,4.714297372402877e-12,6.617888851305229e-07
0.0041643599368603006,0.7803959461617624,3.76,0.0,0.028492095483896238,0.04039850393704318,1.099524050034045,1.0222884620622489e-08,9.413904001231346e-08,0.0023845011887738098,4.9826549202413724e-05,2.034052515323601e-08,0.00025772559788546243,0.002508917888984967,0.45742378628514263,0.00013579620027636045,2.5773648112969883e-05,2.709300380433083e-08,3.800829321497589e-06,0.005722018880623601,0.0005846444012454418,3.5429548862446894e-06,0.5641134357223233,1.4855221121928304e-06,2.8152791921465505e-11,3.3010370702068554e-05,0.05339895651912163,1.1841943308117682e-06,2.649833600317905e-07,4.928006809062526e-06,1.4458460483210937e-14,1.9475466672893796e-11,2.205216326432917e-14,8.146874618690164e-09,0.12730502396397889,2.68150812096322e-05,0.0004017761425690638,2.331320860478221e-10,1.6063545072001644e-12,1.803574908113876e-09,2.8307275321279256e-09,0.00014102839416238496,3.326432875690202e-10,4.6962998687724104e-12,6.564364040619904e-07
0.0041660546204452436,0.7803975272706338,3.76,0.0,0.028440028695600434,0.04019688345702706,1.0996954862878336,1.0139910703140144e-08,9.331896285040643e-08,0.0023746457817658364,4.955408339543262e-05,2.0155313070550064e-08,0.00025654740804113775,0.002499161961875229,0.4574401647041785,0.0001349104510717948,2.5560227494699957e-05,2.6835385612140923e-08,3.7724255264004223e-06,0.005702544535897178,0.0005820676706812041,3.509177312248441e-06,0.5641542061461076,1.4755162395071593e-06,2.7917421438600315e-11,3.284914380499931e-05,0.053384537278054825,1.1766857555509655e-06,2.628823758343007e-07,4.903430280102684e-06,1.4314499717771315e-14,1.9319125283695666e-11,2.1832619165186857e-14,8.066254192288444e-09,0.12740241250499815,2.6655175673972525e-05,0.00040108074731658286,2.3195825574118813e-10,1.5909789208810795e-12,1.7957077483814413e-09,2.821868577451645e-09,0.00014094896197026555,3.3245355199621343e-10,4.678397216999116e-12,6.511354429533159e-07
0.0041677493040301865,0.7803990858311299,3.76,0.0,0.028388502623955737,0.03999710548680331,1.0998650795949383,1.0057551796162235e-08,9.250683434676428e-08,0.0023648635071993594,4.9284185181921905e-05,1.9972479229013554e-08,0.00025537743749699983,0.0024894593493205155,0.45745661618604705,0.0001340342700776842,2.534914058095291e-05,2.6581154211834716e-08,3.7443263613669327e-06,0.005683243962497926,0.0005795138221944757,3.4758430213636523e-06,0.5641943391448381,1.4656262877549797e-06,2.7684626437288074e-11,3.268915660818428e-05,0.05337022712275991,1.169247383248424e-06,2.608033909056813e-07,4.878995106746915e-06,1.4172323867605981e-14,1.9164624422410584e-11,2.1615796708497445e-14,7.9866313067246e-09,0.1274991824958716,2.6496627067251682e-05,0.00040039040372207935,2.3079728963823563e-10,1.5757858057482926e-12,1.787902044571329e-09,2.8130396246426004e-09,0.00014087098314887082,3.3226727450339415e-10,4.6605893198515754e-12,6.45885509714286e-07
0.0041694439876151295,0.7804006222664251,3.76,0.0,0.028337510241570964,0.03979914768411881,1.1000328535197552,9.975807889848943e-09,9.170259353008135e-08,0.002355153694387055,4.901682240853727e-05,1.979198616872505e-08,0.00025421563266244383,0.0024798099399132236,0.4574731392164041,0.00013316752313269394,2.5140359069202628e-05,2.6330255189351327e-08,3.716527847340832e-06,0.005664114853679728,0.0005769825622385032,3.442945119858321e-06,0.5642338442722704,1.4558504633483305e-06,2.7454377196739115e-11,3.2530398515423544e-05,0.05335602493970779,1.1618784863205992e-06,2.587461548893535e-07,4.854701082210902e-06,1.4031908453767535e-14,1.901193726209565e-11,2.1401658576085736e-14,7.90799229811644e-09,0.12759533990305463,2.6339422038315702e-05,0.00039970505055577385,2.2964902487314208e-10,1.5607728317802852e-12,1.780157201881565e-09,2.8042409701638978e-09,0.00014079443351436554,3.320843976074914e-10,4.6428760633492554e-12,6.406861158427778e-07
0.0041711386712000725,0.7804021369905093,3.76,0.0,0.0282870446284102,0.039602988018722,1.1001988312867579,9.894678958967137e-09,9.090617912085364e-08,0.002345515678502856,4.87519633915494e-05,1.9613797088516975e-08,0.00025306193978300934,0.0024702136145491643,0.457489732297355,0.00013231007827282817,2.4933854964264987e-05,2.6082635112534116e-08,3.6890260605206773e-06,0.005645154940687295,0.0005744736019771339,3.410476827830465e-06,0.5642727309248418,1.4461870058728046e-06,2.722664426219121e-11,3.237285898855447e-05,0.053341929624593463,1.1545783429767348e-06,2.5671041982686913e-07,4.8305479821495415e-06,1.3893229324152869e-14,1.8861037417251515e-11,2.1190167948398277e-14,7.83032368501479e-09,0.12769089062737388,2.6183547355103045e-05,0.00039902462749541305,2.2851330045315977e-10,1.545937694885705e-12,1.7724726310982664e-09,2.795472896321488e-09,0.0001407192893115524,3.3190486484303873e-10,4.625257317016508e-12,6.35536776425261e-07
0.0041728333547850155,0.7804036304090953,3.76,0.0,0.028237098970141695,0.0394086047682291,1.1003630357851384,9.814165708298494e-09,9.01175294655028e-08,0.002335948800576705,4.8489576911306456e-05,1.9437875855661667e-08,0.0002519163049546894,0.00246067024668044,0.4575063939475169,0.00013146180569644026,2.4729600574518946e-05,2.5838241545528096e-08,3.6618171334419814e-06,0.005626361992116387,0.0005719866572056119,3.3784314791320152e-06,0.5643110083441487,1.436634187481705e-06,2.7001398432091163e-11,3.221652754839102e-05,0.05332794008238393,1.1473462371640941e-06,2.5469594012241486e-07,4.806535563843563e-06,1.3756262652778473e-14,1.8711898944921465e-11,2.0981288502880804e-14,7.753612167841172e-09,0.12778584050462438,2.602898990549746e-05,0.00039834907511439934,2.2738995723688726e-10,1.5312781166153474e-12,1.7648477485023563e-09,2.7867356716405657e-09,0.0001406455272066817,3.317286207452401e-10,4.607732934248091e-12,6.304370101479912e-07
0.0041745280383699585,0.7804051029181981,3.76,0.0,0.02818766655620966,0.039215976513305384,1.100525489574195,9.734268391411615e-09,8.933658254463642e-08,0.0023264524074720267,4.822963220383939e-05,1.9264186978733815e-08,0.0002507786741533565,0.002451179702642475,0.4575231227021289,0.0001306225777224599,2.4527568516746627e-05,2.5597022996474538e-08,3.6348972557490097e-06,0.005607733813169974,0.0005695214482577243,3.3468025221575375e-06,0.5643486856198494,1.4271903121373607e-06,2.6778610766180187e-11,3.2061393779761365e-05,0.0533140552273828,1.140181458778729e-06,2.527024724488699e-07,4.78266355267338e-06,1.362098493436931e-14,1.8564496317781416e-11,2.0774984405271678e-14,7.677844625662725e-09,0.12788019530626446,2.5875736695525975e-05,0.00039767833486696835,2.262788379779954e-10,1.5167918448983285e-12,1.7572819757513238e-09,2.77802955108544e-09,0.00014057312427897254,3.315556108297006e-10,4.590302753129171e-12,6.253863393184594e-07
