Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49)
0.01509494481590673,0.5674619235607007,3.76,0.0,0.5358129559478739,0.9833656259681073,0.020691982200566866,1.874391692209347e-20,9.090315776442034e-15,0.000237137757906718,0.0001423237294809296,4.2720719516895016e-07,1.1509443188675497e-06,9.116817860117098e-07,0.0046002486365398065,0.006047383248690654,2.3768615406077176e-07,2.848679136358036e-08,1.4748883983561773e-07,0.001654473287942725,0.0034721734487142765,1.350715626492977e-07,0.006207395136572451,1.74667062598238e-05,5.385517380632912e-15,2.8543034069747536e-09,6.456093383629707e-06,1.3689641992411803e-13,5.184195475396077e-11,1.1369899679125064e-09,9.799950468181662e-13,1.2992634382639189e-12
0.01535779855921965,0.5674838476180017,3.76,0.0,0.5350947838089425,0.982802758404244,0.02142676716626615,2.053262604032238e-20,9.684079733549758e-15,0.00023943470753165068,0.00014478098564850707,4.3108164335553445e-07,1.1760370716786974e-06,9.372286931092709e-07,0.004796381717907613,0.0061369480074921655,2.4343124510433404e-07,2.9222100283347275e-08,1.5303848855094035e-07,0.001738987934797636,0.0035525266797472865,1.3927367971676535e-07,0.00650283610261175,1.7959906538099916e-05,5.660698847048196e-15,3.057866361730591e-09,7.0127663767191505e-06,1.5217155587955853e-13,5.348459660295744e-11,1.179598225206489e-09,1.0246390931191296e-12,1.3388432827974415e-12
0.01562065230253257,0.5675065403733665,3.76,0.0,0.5343635991420349,0.9822279384679111,0.022178110927181135,2.2474296052192587e-20,1.0311917901937511e-14,0.00024172003440446022,0.00014723573737578213,4.3492426064953946e-07,1.2013497760327941e-06,9.631531128065838e-07,0.004997956602945447,0.006224972544189467,2.492423331680255e-07,2.996420727299145e-08,1.5869949450174693e-07,0.001826369511490677,0.003632814948580347,1.4352561569009176e-07,0.006807158792935051,1.8457695574507063e-05,5.945222909513224e-15,3.272659632672169e-09,7.608660325548134e-06,1.68913187171554e-13,5.516130925348285e-11,1.2235656156184963e-09,1.0709230074293107e-12,1.3790151430620755e-12
0.01588350604584549,0.5675300121747361,3.76,0.0,0.5336193442299734,0.9816410573969517,0.02294615949007695,2.4580485544264796e-20,1.0975496149219765e-14,0.00024399344833890386,0.00014968742254921645,4.387343436019413e-07,1.2268774533728668e-06,9.894541365259076e-07,0.00520502635311836,0.006311435862919231,2.5511890062120296e-07,3.071288215258812e-08,1.6447073754856981e-07,0.0019166528974954343,0.0037129937264483467,1.4782611578784833e-07,0.007120457270454222,1.8959864926958688e-05,6.2392039529478535e-15,3.4990961006791778e-09,8.245896463030478e-06,1.8723878614159278e-13,5.6872311817115766e-11,1.2689280924616902e-09,1.118897092658657e-12,1.4197836537019605e-12
0.016146359789158408,0.5675542730766449,3.76,0.0,0.5328619649569661,0.981042008725303,0.023731054540493585,2.6863486943054595e-20,1.1676548613213539e-14,0.00024625468543931024,0.00015213551079635733,4.425112379579992e-07,1.2526153234992688e-06,1.01613098403003e-06,0.005417641611956728,0.0063963195232925665,2.610604696388185e-07,3.146789902573261e-08,1.7035101498319205e-07,0.002009870967390637,0.0037930187708856665,1.521739442921798e-07,0.007442822703560406,1.9466208273321962e-05,6.54274987998968e-15,3.7375932348554375e-09,8.926670342812664e-06,2.0727322319645773e-13,5.861783201875968e-11,1.3157224413157768e-09,1.168612874412642e-12,1.4611541121289865e-12
0.016409213532471326,0.5675793328335724,3.76,0.0,0.5320914107103903,0.9804306882053363,0.024532933522762854,2.9336391574008545e-20,1.2416885503213384e-14,0.00024850351081880074,0.00015457951011167015,4.462543444787057e-07,1.27855878891489e-06,1.04318297237103e-06,0.005635850588792232,0.006479607646489482,2.670665880975171e-07,3.2229035689447376e-08,1.7633905032016747e-07,0.0021060545244036095,0.003872846209271301,1.5656789641498645e-07,0.007774343420237502,1.997652233776164e-05,6.855961897288932e-15,3.988573080045583e-09,9.653252380126023e-06,2.2914917543620647e-13,6.039810658872838e-11,1.3639863621090267e-09,1.2201231257661125e-12,1.5031324541730225e-12
0.016645781901452956,0.5676025774618776,3.76,0.0,0.5313866081694167,0.9798699228630295,0.025269256141483645,3.1735965573211504e-20,1.3118332835758785e-14,0.00025051667251754355,0.0001567752321841139,4.495938027648441e-07,1.302080144370193e-06,1.067850118206611e-06,0.0058370591735101025,0.006553191722038295,2.725269630126178e-07,3.291911413095569e-08,1.8181930097681287e-07,0.002195178958674577,0.003944486060277182,1.605609180377207e-07,0.008080610596033176,2.0439035598738684e-05,7.146195313745179e-15,4.2254794409473226e-09,1.0348279369002043e-05,2.505281495127658e-13,6.203027422012195e-11,1.4087121875326303e-09,1.2680612647742213e-12,1.5414381828476074e-12
0.01685869343353642,0.5676240629580114,3.76,0.0,0.5307431021427239,0.9793566040453242,0.025943879188363023,3.404571815738105e-20,1.3779327729646674e-14,0.0002523196731587732,0.00015874797380247232,4.52575241976244e-07,1.3233862943984002e-06,1.090309806599041e-06,0.006022078762860373,0.0066182965725266035,2.7748551270055904e-07,3.354414776904425e-08,1.8682438008386117e-07,0.002277480632553218,0.004008769149695589,1.6418508815433894e-07,0.008362700860273787,2.085779242877687e-05,7.41421791303076e-15,4.447893917148982e-09,1.1008607432387501e-05,2.7123149197850356e-13,6.352362546632348e-11,1.4500336689563568e-09,1.3125190513122368e-12,1.5763433389141867e-12
0.017071604965619883,0.5676460889489653,3.76,0.0,0.5300908728211918,0.9788350550891215,0.026629876493169273,3.650632396965968e-20,1.4469569916939714e-14,0.00025411420849007026,0.00016071727418753707,4.555336260422754e-07,1.3448200403940093e-06,1.1130150060789773e-06,0.006210846105478606,0.006682334769784353,2.824857746220888e-07,3.417282366893208e-08,1.9189767502016907e-07,0.002361775642307502,0.004072846247188372,1.6783749997699753e-07,0.0086509460072428,2.127880773465905e-05,7.688739460186815e-15,4.6792611567372204e-09,1.1703274757221543e-05,2.934061213547748e-13,6.504024189910144e-11,1.4923892750495322e-09,1.3582522400079038e-12,1.6116602052139096e-12
0.017263225344495002,0.5676663782804571,3.76,0.0,0.5294963908225695,0.9783585816002165,0.027257053196729244,3.885710516116764e-20,1.5116717134239328e-14,0.0002557219968512953,0.0001624865481221256,4.5817628504181496e-07,1.3642179677633514e-06,1.1336596404769951e-06,0.006383958377155486,0.006739054213482163,2.8702156467104374e-07,3.4741661716817145e-08,1.9652131699507683e-07,0.0024393555129187893,0.004130321133274911,1.7114836156248504e-07,0.008915663662965374,2.1659571789021195e-05,7.941398686600697e-15,4.895337795798213e-09,1.2358952303049332e-05,3.1469305850085113e-13,6.64252182020497e-11,1.5314115938638506e-09,1.400527820653579e-12,1.6438011695002282e-12
0.01745484572337012,0.5676871124265419,3.76,0.0,0.5288948118142329,0.9778753627880792,0.027893542757448167,4.1343908788324217e-20,1.5789305246067237e-14,0.00025732283666632453,0.0001642527570833158,4.6079996639910083e-07,1.3837164677497596e-06,1.154503268337817e-06,0.006560137867687925,0.00679490496148841,2.915909497590701e-07,3.5313294341985034e-08,2.0119899664928528e-07,0.0025185680074873225,0.004187595173686346,1.7448126890403136e-07,0.009185430449710826,2.204201727636999e-05,8.199381650218224e-15,5.119023802378464e-09,1.3044548005300554e-05,3.3730837721543457e-13,6.782928706234963e-11,1.5713055798573157e-09,1.4438839021716007e-12,1.6762828901992237e-12
0.017627304064357727,0.5677061561159131,3.76,0.0,0.528347311555719,0.9774346682950372,0.028474383644058188,4.3704112855751754e-20,1.6417099212542153e-14,0.00025875762587210157,0.0001658396293807993,4.6314495414939705e-07,1.4013501251098213e-06,1.1734327994951222e-06,0.006721333374889645,0.006844426955341806,2.957320656435519e-07,3.583009487175501e-08,2.0545461516017154e-07,0.0025912613705461386,0.004238957060703605,1.774994256391152e-07,0.009432561645549441,2.2387599962060157e-05,8.436138753922579e-15,5.32698800281449e-09,1.3688015138588945e-05,3.5885482506885813e-13,6.910937466394941e-11,1.6079690495501205e-09,1.4838472675240089e-12,1.7058108847424326e-12
0.017799762405345334,0.5677255649649087,3.76,0.0,0.527794042375985,0.9769884539489525,0.029062837642260156,4.61855269062512e-20,1.7066852625378468e-14,0.00026018674320767984,0.00016742385253998952,4.6547439242538063e-07,1.4190634924647727e-06,1.192523815524585e-06,0.0068850342563046485,0.006893244043214467,2.9990030511969886e-07,3.634905327257358e-08,2.0975308148654625e-07,0.0026652882743151128,0.004290132178886508,1.8053488367554877e-07,0.009683827025816742,2.2734442210827756e-05,8.67724498591203e-15,5.541378948991912e-09,1.4357316112387692e-05,3.8158526997056814e-13,7.040512243228429e-11,1.6453641898579427e-09,1.524721622647523e-12,1.7356208348138601e-12
0.01797222074633294,0.5677453411942661,3.76,0.0,0.5272349953648424,0.9765366935638966,0.029658936840504826,4.879373132248032e-20,1.773923579586952e-14,0.00026161017786734955,0.00016900536160004205,4.6778821519125323e-07,1.4368558663216446e-06,1.2117765537072322e-06,0.0070512497523717846,0.006941356330187893,3.040956485668451e-07,3.6870123048280754e-08,2.140939543589956e-07,0.002740653301361444,0.004341109373768481,1.8358740224397454e-07,0.009939246990765208,2.3082498591180448e-05,8.922715619747001e-15,5.7623222687441425e-09,1.5053231141889111e-05,4.055538251106026e-13,7.171663086992251e-11,1.683503483052913e-09,1.5665243308067669e-12,1.765715797880148e-12
0.018144679087320547,0.5677654869738056,3.76,0.0,0.5266701620364928,0.9760793611831763,0.03026271278102025,5.153453131754699e-20,1.8434938184449482e-14,0.0002630279268369953,0.00017058409874410118,4.7008637061085693e-07,1.4547266232297818e-06,1.2311913159022664e-06,0.007219988683674749,0.006988764363735218,3.0831809145153585e-07,3.7393260053276426e-08,2.184767922713517e-07,0.0028173605945767486,0.004391877665207297,1.866567561543218e-07,0.01019884156823928,2.343172534020696e-05,9.17256450802869e-15,5.98994419779918e-09,1.5776554694780515e-05,4.3081656695794073e-13,7.304400651669527e-11,1.7223996515270973e-09,1.609273024937411e-12,1.7960990001475064e-12
0.018317137428308154,0.5677860044222779,3.76,0.0,0.5260995343030859,0.9756164310554936,0.030874196491862033,5.441399771341041e-20,1.9154669643652257e-14,0.0002644399917927162,0.00017216001412878002,4.723688155509378e-07,1.4726752057303015e-06,1.250768458730965e-06,0.00739125945822413,0.007035469127632512,3.125676418046758e-07,3.791842222159588e-08,2.2290115130653316e-07,0.002895413855385816,0.004442426256640683,1.8974273462292605e-07,0.010462630434362076,2.3782080066660652e-05,9.42680407707841e-15,6.224371485191317e-09,1.652809550429755e-05,4.574315729989687e-13,7.438735999829719e-11,1.7620656142071154e-09,1.6529856118708426e-12,1.8267738096492045e-12
0.01848959576929576,0.5678068956101288,3.76,0.0,0.5255231044524921,0.9751478776132408,0.03149341851494084,5.743844000932305e-20,1.9899159282004917e-14,0.00026584637860200096,0.0001737330668511121,4.746355145740678e-07,1.4907011339334262e-06,1.2705084018324697e-06,0.007565070078527074,0.007081472033783352,3.168443218611171e-07,3.844556984753039e-08,2.2736658698458308e-07,0.0029748163420071413,0.00449274454199681,1.9284514227125657e-07,0.010730632934081824,2.4133522281176116e-05,9.685445320905286e-15,6.4657314316557084e-09,1.730867657494023e-05,4.854589835393033e-13,7.574680700414182e-11,1.8025145067508877e-09,1.6976802761513668e-12,1.8577437444214756e-12
0.018662054110283367,0.5678281625609577,3.76,0.0,0.5249408651231362,0.9746736754498322,0.03212040893755594,6.06144430178479e-20,2.06691587246553e-14,0.00026724709953825294,0.00017530322486778227,4.768864438347817e-07,1.5088040210174033e-06,1.2904116411154029e-06,0.007741428149935537,0.007126774913377269,3.2114817101839165e-07,3.8974665981421526e-08,2.3187265790119427e-07,0.003055570868303915,0.004542822111669577,1.9596380148045973e-07,0.011002868103277873,2.4486013734443347e-05,9.948497798381598e-15,6.714151968182679e-09,1.811913519169633e-05,5.149610658245678e-13,7.712246992835158e-11,1.8437597203630552e-09,1.7433754841500308e-12,1.8890124909328497e-12
0.018834512451270973,0.5678498072520776,3.76,0.0,0.5243528092739027,0.9741937992939005,0.03275519742970616,6.394887839975945e-20,2.1465441047460544e-14,0.00026864217403241053,0.00017687046445355098,4.791215924826859e-07,1.5269835706175712e-06,1.3104787475771006e-06,0.007920340890524872,0.0071713800086903754,3.254792457542289e-07,3.950567641978616e-08,2.3641892575612766e-07,0.003137679803506874,0.004592648759553975,1.9909855222469676e-07,0.011279354692765564,2.48395182008992e-05,1.0215969632066608e-14,6.969761564074787e-09,1.8960322931020566e-05,5.460022589746041e-13,7.851447761081954e-11,1.885814890717269e-09,1.7900899887098079e-12,1.9205839002339876e-12
0.01900697079225858,0.5678718316155142,3.76,0.0,0.5237589301539932,0.973708223982338,0.03339781328203353,6.744889075917577e-20,2.228880159574879e-14,0.0002700316271693954,0.00017843477011900838,4.813409599471561e-07,1.5452395698251063e-06,1.3307103636413448e-06,0.008101815141340453,0.007215289964894512,3.298376184255291e-07,4.003856955350472e-08,2.410049555221762e-07,0.003221145072397044,0.004642214490488929,2.0224925204063512e-07,0.011560111192869756,2.5194001366385107e-05,1.0487867509106314e-14,7.232689236990805e-09,1.9833105667532685e-05,5.786492343458758e-13,7.992296486885005e-11,1.928693890757372e-09,1.8378428338427047e-12,1.9524619816403356e-12
0.019179429133246186,0.5678942375402423,3.76,0.0,0.5231592212753801,0.9732169244341424,0.034048285441667,7.112194768602231e-20,2.3140059779680437e-14,0.0002714154888051254,0.000179996134979881,4.835445542414965e-07,1.5635718937214577e-06,1.3511072082404603e-06,0.008285857376556991,0.007258507820654734,3.342233780240186e-07,4.057331649285383e-08,2.4563031723869976e-07,0.003305968155694378,0.0046915095264578105,2.0541577703305793e-07,0.011845155858065058,2.5549431069864387e-05,1.0764196683048943e-14,7.5030646281071e-09,2.07383635794143e-05,6.129709648364179e-13,8.134807306459808e-11,1.9724108472297002e-09,1.8866533592763832e-12,1.9846509065289816e-12
0.019351887474233793,0.5679170268742674,3.76,0.0,0.5225536763850559,0.972719875624169,0.034706642548886696,7.497582804942144e-20,2.4020059250057317e-14,0.0002727937943865852,0.00018155456095742526,4.857323933681616e-07,1.5819805138714101e-06,1.3716700843481365e-06,0.008472473714232895,0.0073010369977268095,3.3863663189827005e-07,4.110989131773144e-08,2.5029458778534276e-07,0.0033921500909003225,0.0047405243116758625,2.0859802279765754e-07,0.012134506732426538,2.590577748676078e-05,1.1044960976607975e-14,7.781018004386383e-09,2.1676991156374904e-05,6.49038785256204e-13,8.278995087925646e-11,2.0169801558838518e-09,1.936541205150931e-12,2.0171550145513896e-12
0.0195243458152214,0.5679402014258894,3.76,0.0,0.5219422894347616,0.972217052555362,0.03537291297689001,7.901863679297863e-20,2.4929668654787e-14,0.0002741665856733041,0.00018311005859428337,4.879045066377015e-07,1.6004654993816367e-06,1.3923998805686685e-06,0.00866166992808405,0.007342881290545353,3.430775061353117e-07,4.164827112906715e-08,2.549973517030063e-07,0.0034796914737811333,0.004789249517755161,2.1179590479853766e-07,0.012428181676275619,2.626301307979166e-05,1.1330162786756698e-14,8.066680238757305e-09,2.264989720800742e-05,6.869264510679179e-13,8.424875441780343e-11,2.0624164832156188e-09,1.987526317019541e-12,2.0499788136017034e-12
0.019696804156209006,0.5679637629651865,3.76,0.0,0.5213250545496496,0.9717084302297955,0.036047124873103964,8.325883559544282e-20,2.586978273092989e-14,0.00027553391026218134,0.00018466264685305684,4.900609338006758e-07,1.6190270147065172e-06,1.4132975708818589e-06,0.008853451459871157,0.007384044855926722,3.475461452622884e-07,4.218843600101302e-08,2.5973820197655864e-07,0.0035685924603359475,0.004837676049095679,2.1500935864822234e-07,0.012726198393555875,2.662111256720885e-05,1.1619803091523643e-14,8.360182842925865e-09,2.365800487076553e-05,7.267102058426354e-13,8.57246471826487e-11,2.1087347688099576e-09,2.03962895098507e-12,2.0831269787338477e-12
0.019869262497196612,0.5679877132262129,3.76,0.0,0.520701965997761,0.9711939836195015,0.036729306200257154,8.770524355990663e-20,2.6841323399453774e-14,0.00027689582090137935,0.00018621235316889717,4.922017237190995e-07,1.6376653216392146e-06,1.434364218202724e-06,0.009047823432031452,0.007424532202237684,3.520427127206499e-07,4.273036905040029e-08,2.645167415066568e-07,0.003658852769103313,0.004885795047699152,2.182383407477988e-07,0.013028574459612247,2.6980053030554024e-05,1.1913881457843948e-14,8.661658032018142e-09,2.4702251616828364e-05,7.684688563378121e-13,8.721780049261831e-11,2.155950238726151e-09,2.0928696788995103e-12,2.1166043547918207e-12
0.02004172083818422,0.5680120539092773,3.76,0.0,0.5200730181597999,0.9706736876371838,0.037419484777765806,9.236705955864398e-20,2.7845240676312477e-14,0.00027825237555990933,0.00018775921355159512,4.943269344167957e-07,1.6563807834367655e-06,1.4556009789723812e-06,0.009244790660696604,0.007464348177850732,3.5656739180228937e-07,4.3274056565546474e-08,2.6933258441971287e-07,0.003750471683864794,0.004933597897138795,2.2148282885038078e-07,0.013335327349515572,2.7339814012781e-05,1.2212396050634696e-14,8.971238747277478e-09,2.5783589266942143e-05,8.122838412008322e-13,8.872839392499649e-11,2.20407841575718e-09,2.1472693937209068e-12,2.150415958474042e-12
0.020214179179171825,0.5680367866828341,3.76,0.0,0.5194382054980188,0.9701475171063342,0.0381176883244827,9.725388011345353e-20,2.8882513413624134e-14,0.00027960363779455584,0.00018930327250996887,4.96436633726219e-07,1.6751738663131467e-06,1.4770091053000554e-06,0.009444357669286549,0.0075034979593390306,3.6112038608676753e-07,4.38194880554209e-08,2.741853569709669e-07,0.003843448056812726,0.0049810762261675474,2.2474282237851478e-07,0.013646474467032616,2.7700377519692877e-05,1.2515343643385528e-14,9.289058663854141e-09,2.6902984004995715e-05,8.582392996292677e-13,9.02566155005543e-11,2.2531351242934637e-09,2.2028493150642385e-12,2.1845669786599153e-12
0.020386637520159432,0.568061913185397,3.76,0.0,0.5187975225243968,0.9696154467306283,0.038823944502552304,1.0237571405526135e-19,2.9954150615502914e-14,0.00028094967668018087,0.00019084458289311547,4.985308991458396e-07,1.694045139328257e-06,1.4985899462571284e-06,0.009646528702591518,0.0075419870396590365,3.657019195361555e-07,4.436665625011684e-08,2.790746985347367e-07,0.003937780312129432,0.005028221912228585,2.2801834278073557e-07,0.013962033174121166,2.8061728016554486e-05,1.282271963025991e-14,9.615252239155201e-09,2.806141639336913e-05,9.064221484734347e-13,9.180266183510039e-11,2.3031364977095887e-09,2.2596309948914132e-12,2.219062777159438e-12
0.02055909586114704,0.5680874350278502,3.76,0.0,0.5181509637689019,0.9690774510628609,0.03953828096168558,1.0774300748917544e-19,3.106119262914085e-14,0.00028229056644154166,0.00019238320581693721,5.006098171054971e-07,1.7129952757151716e-06,1.5203449508140506e-06,0.00985130774119612,0.007579821216115989,3.703122369105441e-07,4.4915557145818156e-08,2.8400026284372475e-07,0.0040334664499182505,0.005075027084610301,2.3130943397687884e-07,0.014282020820859385,2.8423852479618772e-05,1.3134518039289874e-14,9.949954777729906e-09,2.9259881391700265e-05,9.569221637306852e-13,9.336673847901846e-11,2.354098990053162e-09,2.3176363233428742e-12,2.253908890712668e-12
0.020731554202134645,0.5681133537958661,3.76,0.0,0.5174985237479016,0.9685335044736059,0.04026072538383272,1.1336665767800376e-19,3.220471217520014e-14,0.0002836263862866529,0.00019391921064259185,5.026734825894696e-07,1.7320250549648746e-06,1.5422756711521351e-06,0.01005869851623828,0.007617006577952906,3.749516043543977e-07,4.5466190071275215e-08,2.889617191226783e-07,0.0041305040504940735,0.0051214841270320575,2.3461616272091024e-07,0.014606454775809007,2.8786740445385017e-05,1.3450731546683545e-14,1.029330247455295e-08,3.0499388380793828e-05,1.0098320606609688e-12,9.494906025759291e-11,2.406039386255609e-09,2.3768875347616095e-12,2.289111032191169e-12
0.021076470884109858,0.5681663883390327,3.76,0.0,0.5161759777155767,0.9674276549109871,0.04173004927996609,1.2542901663732683e-19,3.4605643634531325e-14,0.0002862831582890892,0.00019698368401951014,5.067554791780549e-07,1.7703271959828586e-06,1.5866709958593707e-06,0.010481329044766365,0.007689456598041679,3.843186629276699e-07,4.65726661262708e-08,2.989910672450668e-07,0.004328621891457289,0.0052133246406050205,2.412769154181211e-07,0.015268731362571354,2.9514777826262803e-05,1.4096367899627215e-14,1.1006482810995741e-08,3.3105638139478626e-05,1.1232675459971156e-12,9.816934606292466e-11,2.512922727700937e-09,2.499218302704725e-12,2.3606071329482884e-12
0.02142138756608507,0.568221029083533,3.76,0.0,0.5148298390751705,0.9662976881526212,0.043232140026124834,1.386598855674862e-19,3.7166221339456825e-14,0.00028892072565812226,0.00020003871889041723,5.107778177222718e-07,1.8089599549433533e-06,1.6317904812564454e-06,0.010914445730300943,0.00775939117002606,3.938056644001385e-07,4.7686146538255035e-08,3.091604420947535e-07,0.004532106266815139,0.0053036876843370944,2.4800160130317774e-07,0.01594900342820742,3.0245807965787187e-05,1.4759543681418885e-14,1.1755902478254795e-08,3.5888530297366314e-05,1.2475323228248338e-12,1.0146543155006143e-10,2.6239277397957215e-09,2.626808297514624e-12,2.4336003308665925e-12
0.021766304248060284,0.5682772880445263,3.76,0.0,0.5134600602143915,0.965143389337108,0.0447672249205187,1.5316509623760216e-19,3.9896322865594875e-14,0.0002915398973698536,0.0002030851557165301,5.147415541406815e-07,1.84793347765097e-06,1.677650483190512e-06,0.01135807101991856,0.007826868216364065,4.034155420132236e-07,4.8806748195278285e-08,3.194678526052489e-07,0.004740923220926553,0.0053925216632288555,2.547916024951557e-07,0.016647413758696133,3.0979840134107434e-05,1.5440153356274212e-14,1.2542688596107833e-08,3.8856662445204786e-05,1.3834827886823609e-12,1.0483939294853954e-10,2.739201547752187e-09,2.7598484396410973e-12,2.508142758897759e-12
0.022111220930035497,0.5683351770772492,3.76,0.0,0.5120665902431103,0.9639645375808246,0.04633553623128671,1.6906006787083759e-19,4.2806473264985005e-14,0.0002941415536413137,0.00020612395549702938,5.18647861106031e-07,1.887259680360836e-06,1.724269219042562e-06,0.01181222488646091,0.00789194909393231,4.1315160247246334e-07,4.993464299291495e-08,3.2991164543182667e-07,0.004955032602171203,0.005479779172634914,2.616486881177204e-07,0.017364108453011666,3.171692520568073e-05,1.6138071500184547e-14,1.3367988375189284e-08,4.201886675000144e-05,1.5320311632453204e-12,1.0829347789204477e-10,2.858897519992741e-09,2.8985357958879647e-12,2.5842894564742964e-12
0.02245613761201071,0.5683947079387509,3.76,0.0,0.5106493739856098,0.962760904918554,0.04793731271564146,1.8647075530525754e-19,4.5907895276804233e-14,0.000296726642669656,0.00020915619521774244,5.224980205033314e-07,1.926952266020884e-06,1.7716668343206605e-06,0.012276925359541589,0.007954698173882734,4.230175355666536e-07,5.1070057979566705e-08,3.4049053147852064e-07,0.005174388269322943,0.005565416990891647,2.6857501857621795e-07,0.018099237952159165,3.2457155554268994e-05,1.6853153491190632e-14,1.423297156421335e-08,4.5384211985217857e-05,1.694148847592227e-12,1.1183011288594687e-10,2.9831756193533714e-09,3.0430738167100036e-12,2.6620984021608236e-12
0.022801054293985924,0.5684558923939887,3.76,0.0,0.509208350985406,0.9615322552385356,0.04957280114606077,2.055346995784913e-19,4.921256528314274e-14,0.00029929617679349933,0.00021218306290045127,5.262934144378988e-07,1.9670267380922857e-06,1.8198654762759e-06,0.012752189063252034,0.008015182423192786,4.330174248371173e-07,5.221327543740826e-08,3.5120361261942195e-07,0.005398938309784927,0.005649396050826359,2.7557314931122326e-07,0.018852958072119303,3.3200664606123e-05,1.7585236240294166e-14,1.5138833250778236e-08,4.8962006021042825e-05,1.8708701020898457e-12,1.154519121672797e-10,3.112202824175516e-09,3.1936725869847783e-12,2.741630560104901e-12
0.023145970975961137,0.5685187422907256,3.76,0.0,0.5077434545268378,0.9602783432157178,0.051242257837049734,2.2640219545687234e-19,5.273327245039818e-14,0.00030185122838127505,0.0002152058522394084,5.300355162884262e-07,2.0075004002542463e-06,1.8688893467641496e-06,0.01323803175710389,0.008073470990770812,4.4315575410529573e-07,5.336463227187657e-08,3.6205040242064696e-07,0.005628625267056764,0.005731681391240016,2.8264603130031326e-07,0.019625431036360805,3.3947626266272896e-05,1.833413895406803e-14,1.6086796681276506e-08,5.276179880748959e-05,2.0632959461229237e-12,1.1916168382020872e-10,3.2461534981086274e-09,3.3505490905016555e-12,2.8229499036984846e-12
0.02349088765793635,0.5685832696514455,3.76,0.0,0.5062546106769478,0.9589989132463077,0.05294595016757013,2.4923755452506773e-19,5.648368051133168e-14,0.0003043929254706278,0.00021822595687174265,5.337258807196947e-07,2.048392361660756e-06,1.9187647687884363e-06,0.01373446887717923,0.008129634800515899,4.5343741699486027e-07,5.4524519623235026e-08,3.7303084729834253e-07,0.005863386375514289,0.005812242089110973,2.897970114663046e-07,0.020416826504230268,3.469825416107417e-05,1.9099663922528024e-14,1.707811637393605e-08,5.679338588619207e-05,2.2725983583465857e-12,1.2296243791631376e-10,3.3852098176218675e-09,3.513927488683292e-12,2.906123457589573e-12
0.023835804339911563,0.5686494867607897,3.76,0.0,0.5047417373517852,0.9576936983852479,0.05468415809480736,2.742205773779215e-19,6.047840388451168e-14,0.0003069224475005071,0.0002212448650053818,5.373661342476889e-07,2.0897235348960657e-06,1.9695202476989176e-06,0.01424151607519068,0.008183746152696394,4.638677242070237e-07,5.569338207578427e-08,3.841453467352328e-07,0.006103153800252773,0.005891051172696377,2.9702983308647114e-07,0.021227322593397376,3.54528007464954e-05,1.9881597328311425e-14,1.8114081711346824e-08,6.106681249729724e-05,2.5000249601516073e-12,1.2685739433989471e-10,3.5295622703427166e-09,3.684039415255888e-12,2.9912213513322865e-12
0.024180721021886776,0.5687174062542648,3.76,0.0,0.5032047434076136,0.9563624192898652,0.05645717565589241,3.015481673991333e-19,6.47330782546785e-14,0.0003094410215683373,0.000224264153201943,5.409579665237593e-07,2.1315166353708354e-06,2.0211865286854644e-06,0.014759189752264828,0.008235878336893397,4.7445241196033247e-07,5.687171689128815e-08,3.9539476746824874e-07,0.0063478548793284096,0.005968085518080217,3.0434863288931986e-07,0.022057106892412796,3.621155626946382e-05,2.067971006255736e-14,1.9196020175514466e-08,6.55923782951754e-05,2.746903805480217e-12,1.30849989576227e-10,3.679410066125334e-09,3.8611242866912864e-12,3.078316847117451e-12
0.02452563770386199,0.568787041205202,3.76,0.0,0.5016435277607925,0.9550047831708961,0.058265312452944404,3.3143595048293436e-19,6.926444271869122e-14,0.0003119499178621133,0.0002272854808049793,5.445031201840411e-07,2.1737961731015858e-06,2.0737966590811256e-06,0.015287507584604221,0.008286105258006797,4.851976492884181e-07,5.8060072874278214e-08,4.067804605486829e-07,0.006597412365858841,0.006043325730769752,3.1175793999209853e-07,0.022906377461255453,3.6974847529948385e-05,2.1493758544798165e-14,2.0325301346288865e-08,7.038064270327607e-05,3.0146488496489346e-12,1.349438852845187e-10,3.834961701859017e-09,4.045429629792832e-12,3.1674864116759195e-12
0.024870554385837202,0.5688584052131107,3.76,0.0,0.5000579785371767,0.9536204827536546,0.060108895118794047,3.6412049152110306e-19,7.409043820646182e-14,0.0003144504460359065,0.00023031058352774862,5.480033825821448e-07,2.2165884502543766e-06,2.1273860445217837e-06,0.015826489038853475,0.008334501077036677,4.96110045480696e-07,5.925904935606473e-08,4.1830427235532155e-07,0.006851744667591405,0.006116756013669158,3.192626726957916e-07,0.02377534381763222,3.774303672920194e-05,2.232348553979693e-14,2.1503340721449745e-08,7.544243093507995e-05,3.3047656396446012e-12,1.3914297493368505e-10,3.996435449993517e-09,4.23721142631762e-12,3.2588097484158415e-12
