Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268)
0.00022391733389262927,0.9635298856795415,3.76,0.0,0.004594691537901035,0.0005847744061278858,1.015160703519695,1.1393452111783335e-06,1.4009326064327774e-06,0.0016329673369131785,4.3485328626529137e-07,3.334590914917359e-11,0.001386605650959292,0.010763031164517782,0.6656304846761931,4.800318104836852e-05,1.3423885640038291e-05,2.350525549832411e-09,1.2381424240901136e-07,0.00019327118067177156,9.0108629905195e-06,3.224465833682239e-06,0.5826247794684245,2.009523443843648e-08,2.10295093455842e-11,8.889666100360495e-06,0.03994444424033968,5.7860884019155665e-06,1.1764220753004972e-06,2.6145834536491857e-05,4.863903836848566e-16,8.406394196314108e-13,1.4711636632014912e-15,1.4231557838445127e-09,0.19969392701407496,6.71163255550558e-06,0.00019703320270340153,1.348744387722533e-09,1.7055608783560375e-12,7.125850469232201e-10,1.5004159781679592e-08,2.9480287638516584e-05,1.4099830222818002e-09,3.713157663971002e-11,4.71130751895452e-08,2.5287273772253735e-05,5.2591792213366544e-11,1.535081048456334e-09,9.880920916569057e-07,2.4114702655890125e-06,4.753336432883632e-05,2.3703651137839662e-14,2.6955531842559855e-08,1.723830036252775e-11,1.6868167127634946e-16,2.3600955019157203e-07,3.2859243864574065e-19,1.6017502906852418e-09,8.986866592888805e-10,4.246642594808081e-16,1.0109489572788119e-11,2.756248187931434e-14,4.85896523482174e-09,6.376361336227763e-20,2.7785875966813507e-18,4.807774292768249e-13,1.4177613144961233e-14,2.2553184846454165e-15
0.00022458906189345968,0.9635290884242539,3.76,0.0,0.004608952033136449,0.0005772400037938441,1.0150866545167316,1.1071857086818782e-06,1.3725231654853089e-06,0.0016259286249972306,4.28635849203202e-07,3.277434911772118e-11,0.0013741249459272254,0.010669032479719686,0.6657773386081252,4.7673560354400124e-05,1.3181612735109241e-05,2.3223501069670776e-09,1.2265860245069937e-07,0.00019274164139010817,8.995017620607079e-06,3.179706929581899e-06,0.5826547315665046,1.977445907076133e-08,2.0717656620394812e-11,8.805341870374742e-06,0.03990881253121218,5.729531315580267e-06,1.1613136472573234e-06,2.5844635722488057e-05,4.746146800526266e-16,8.307975654093115e-13,1.4355046444070558e-15,1.4023351113062562e-09,0.1997302415396141,6.643877823458881e-06,0.0001967613480741832,1.3451210903174755e-09,1.6780740147811257e-12,7.08682811079338e-10,1.4875897680248286e-08,2.956652908274031e-05,1.4088201451607475e-09,3.6797206036627604e-11,4.6975754863174455e-08,2.5367329382127187e-05,5.2065179281288057e-11,1.5292196927713436e-09,9.758260906673985e-07,2.3990205099339237e-06,4.757444250028089e-05,2.3418486538993894e-14,2.6817163420632476e-08,1.7241413539348848e-11,1.6872094906449765e-16,2.346634896880433e-07,3.286689681263145e-19,1.5927553713849715e-09,8.994632904987466e-10,4.1436775989068806e-16,1.0038340467505174e-11,2.724233375909563e-14,4.831564420015532e-09,6.377846046021427e-20,2.751562687475434e-18,4.721735413003349e-13,1.3981542713359191e-14,2.2149793344647737e-15
0.00022526078989429008,0.9635283028437155,3.76,0.0,0.004623181710102475,0.0005698693762339311,1.0150133386027396,1.0760951643076074e-06,1.3448343534512068e-06,0.001618947538390748,4.225571633402125e-07,3.2216899388016214e-11,0.0013618337978094002,0.010576415404329985,0.6659222149056166,4.734827461674535e-05,1.2945242985627173e-05,2.2946951128883913e-09,1.215177336135088e-07,0.00019221609645386935,8.979012768636505e-06,3.135843376755531e-06,0.5826841902082893,1.9460883818926207e-08,2.041310431067158e-11,8.722327937198071e-06,0.039873590543319806,5.673898305260788e-06,1.1464798553610612e-06,2.554825166508228e-05,4.632024298628121e-16,8.21128253914639e-13,1.40094732458651e-15,1.3820349720426866e-09,0.19976616957109603,6.577278969120906e-06,0.0001964929299499316,1.3415654311072245e-09,1.651274464115612e-12,7.04830177496115e-10,1.474948398464042e-08,2.9652536201181065e-05,1.4077078853343854e-09,3.646791341550678e-11,4.684268415684181e-08,2.544719860577696e-05,5.154732439902504e-11,1.5234829115224471e-09,9.637727125302847e-07,2.386837677036952e-06,4.7615752534772463e-05,2.3139555875904424e-14,2.6680312512870924e-08,1.7244494055956203e-11,1.6875976543542095e-16,2.3333349517937628e-07,3.2874459853732078e-19,1.5838659503508102e-09,9.002443063039484e-10,4.0438952055497157e-16,9.96799190690217e-12,2.6929541384698647e-14,4.804489696587626e-09,6.379313314400915e-20,2.724989283989807e-18,4.637776684097914e-13,1.3789377086778812e-14,2.1756149105441907e-15
0.00022593251789512048,0.9635275287203734,3.76,0.0,0.004637379946673764,0.000562657729141601,1.0149407446388983,1.0460330576062403e-06,1.317844496585352e-06,0.0016120232781122984,4.166131094872042e-07,3.167311142680072e-11,0.0013497282763841698,0.010485152372161903,0.6660651514626046,4.7027239094175043e-05,1.2714597346678175e-05,2.2675478470954118e-09,1.20391384706187e-07,0.00019169447756019317,8.962851142896657e-06,3.092852301066019e-06,0.5827131668793425,1.9154305136279513e-08,2.0115638500806747e-11,8.640596711675279e-06,0.039838770253245094,5.619168599123765e-06,1.1319142434640424e-06,2.5256585619605164e-05,4.521402195623622e-16,8.116274484993729e-13,1.3674510039633758e-15,1.3622380010725603e-09,0.199801717896188,6.511808533105366e-06,0.00019622787307214696,1.3380755358962093e-09,1.625140808621747e-12,7.01026032510464e-10,1.4624882588753714e-08,2.9738304516135746e-05,1.406644772821977e-09,3.614359373461847e-11,4.671370911915627e-08,2.5526877786675414e-05,5.103802805544523e-11,1.5178670337794633e-09,9.519272435871891e-07,2.3749143586104542e-06,4.765727668186315e-05,2.2866669493088463e-14,2.654495568058583e-08,1.724754247137868e-11,1.6879812909932888e-16,2.320192479507879e-07,3.288193468507142e-19,1.5750799676959866e-09,9.010293710730279e-10,3.947177781465496e-16,9.898429891416317e-12,2.6623855448708164e-14,4.77773462291983e-09,6.380763470605835e-20,2.6988568393285295e-18,4.555835526905206e-13,1.3601017026116545e-14,2.1371959017811545e-15
0.0002266042458959509,0.963526765841824,3.76,0.0,0.004651546149224168,0.0005556004414823486,1.0148688616891752,1.0169605705067034e-06,1.2915325996798073e-06,0.0016051550654838436,4.1079971886482353e-07,3.1142551831242393e-11,0.0013378045541695114,0.010395216505522718,0.6662061852566139,4.671037128377831e-05,1.2489503434419066e-05,2.2408959350563833e-09,1.192793106682479e-07,0.00019117671861377207,8.946535482381325e-06,3.050711576034442e-06,0.5827416727263218,1.8854526346923917e-08,1.9825050363714482e-11,8.560121342197408e-06,0.03980434385165408,5.56532204536902e-06,1.1176105290954918e-06,2.4969543272467693e-05,4.4141493904411457e-16,8.022912158806747e-13,1.334975880903319e-15,1.3429272260690308e-09,0.1998368931394247,6.4474398621579965e-06,0.0001959661043625736,1.3346495901637025e-09,1.5996523430484445e-12,6.972692895734554e-10,1.4502058286329902e-08,2.982382977437879e-05,1.4056293769413656e-09,3.582414469824667e-11,4.65886822040191e-08,2.560636344926432e-05,5.0537095772884455e-11,1.5123685088549984e-09,9.402851026351766e-07,2.363243397282909e-06,4.7698997868381386e-05,2.2599643082749588e-14,2.6411069908918974e-08,1.7250559330936437e-11,1.688360485369627e-16,2.3072043863130738e-07,3.288932295903818e-19,1.5663954128433785e-09,9.018181619794118e-10,3.8534102984049644e-16,9.829640776352835e-12,2.6325032216117364e-14,4.751292911435262e-09,6.382196835181467e-20,2.673155129096178e-18,4.475851552163549e-13,1.3416366575720853e-14,2.099694038852257e-15
0.0002272759738967813,0.9635260140010761,3.76,0.0,0.004665679751557707,0.0005486930579956378,1.0147976790170026,9.888405164128508e-07,1.2658783559335872e-06,0.0015983421413061298,4.051131665884963e-07,3.062480374550372e-11,0.0013260589032903125,0.010306581595057408,0.6663453523749666,4.639759085641475e-05,1.2269794976925283e-05,2.214727389233613e-09,1.1818127206049304e-07,0.00019066275563576733,8.930068552880626e-06,3.0093997234352905e-06,0.5827697185692406,1.856135738300907e-08,1.954113979912293e-11,8.480875660812946e-06,0.03977030373612855,5.512339067971946e-06,1.1035626154806913e-06,2.4687032630382553e-05,4.310141851911052e-16,7.931157482460925e-13,1.3034843480066341e-15,1.3240865413011613e-09,0.19987170176721508,6.384147110175009e-06,0.00019570755284460705,1.3312858418082627e-09,1.5747891264676639e-12,6.935589026659886e-10,1.4380976715322632e-08,2.9909107939549647e-05,1.4046603196182772e-09,3.5509466650325595e-11,4.646746196921524e-08,2.5685652291552345e-05,5.004433907951131e-11,1.5069839120978123e-09,9.288418278368453e-07,2.3518178708491542e-06,4.77408996719045e-05,2.2338300653035654e-14,2.6278632599603323e-08,1.7253545168022348e-11,1.6887353202153912e-16,2.2943676637558366e-07,3.289662628775977e-19,1.5578103406060067e-09,9.026103685017692e-10,3.762484061153936e-16,9.76161131052929e-12,2.6032841291556693e-14,4.725158479160334e-09,6.383613720864251e-20,2.647874231006827e-18,4.3977665883713965e-13,1.323533253214054e-14,2.0630820775744093e-15
0.0002279477018976117,0.9635252729960284,3.76,0.0,0.0046797802139318095,0.0005419312825227481,1.0147271860819753,9.616372635769849e-07,1.2408623065977623e-06,0.0015915837651285427,3.995497658441616e-07,3.011946998585378e-11,0.0013144876923003538,0.01021922208069506,0.6664826880394241,4.6088819571780704e-05,1.205531149568862e-05,2.1890306496848033e-09,1.1709703520704561e-07,0.00019015252668061147,8.913453143455562e-06,2.9688958933217017e-06,0.582797314912534,1.827461453899196e-08,1.9263716201651007e-11,8.40283419849286e-06,0.039736642504576175,5.4602006082084314e-06,1.0897646056419006e-06,2.440896377266194e-05,4.2092641864166437e-16,7.840973699235288e-13,1.2729414233534665e-15,1.3057008723260092e-09,0.19990615009247392,6.321905237358005e-06,0.00019545214956653208,1.3279826078476296e-09,1.5505320931847895e-12,6.898938695801208e-10,1.4261604322148257e-08,2.9994135183994933e-05,1.403736278249237e-09,3.519946247654266e-11,4.6349912809952836e-08,2.576474117820392e-05,4.9559575750734365e-11,1.5017099621181955e-09,9.175930778200242e-07,2.3406310778521745e-06,4.778296629678932e-05,2.2082474873063298e-14,2.6147621563667202e-08,1.7256500504741056e-11,1.689105876302283e-16,2.2816793931025477e-07,3.2903846245181613e-19,1.5493228725338473e-09,9.034056919718052e-10,3.6742979636152065e-16,9.694328659653956e-12,2.574706853400886e-14,4.699325454849647e-09,6.385014432986324e-20,2.6230045110940983e-18,4.321524568840812e-13,1.3057824337796756e-14,2.0273337447606835e-15
0.0002286194298984421,0.9635245426293231,3.76,0.0,0.004693847022101123,0.0005353109715768459,1.0146573725361934,9.353166758165191e-07,1.2164655614952145e-06,0.001584879214599336,3.9410596217213413e-07,2.9626164511512943e-11,0.00130308738307364,0.010133113032593436,0.6666182266306392,4.578398121520562e-05,1.1845898357781093e-05,2.163794414500784e-09,1.1602637218438951e-07,0.00018964597175340838,8.896692062991708e-06,2.929179936787889e-06,0.5828244719557635,1.7994120226165117e-08,1.8992589799870303e-11,8.325972177982042e-06,0.03970335294877406,5.4088881715467585e-06,1.0762107415313345e-06,2.4135249040901093e-05,4.1113994884706245e-16,7.752324730547067e-13,1.243311572343912e-15,1.287754998756734e-09,0.19994024427913012,6.260689931422215e-06,0.0001951998275374698,1.3247382524782476e-09,1.5268627136138284e-12,6.862731982130448e-10,1.4143908406990007e-08,3.007890788017497e-05,1.4028559511599246e-09,3.4894037581521554e-11,4.623590469355581e-08,2.5843627134974458e-05,4.908262701290501e-11,1.4965434716587253e-09,9.065346362583483e-07,2.329676538351703e-06,4.782518254944561e-05,2.183200001545152e-14,2.6018015013973635e-08,1.7259425849315673e-11,1.6894722321750138e-16,2.2691367428095945e-07,3.2910984361496415e-19,1.5409311575962605e-09,9.042038451022177e-10,3.588749326706029e-16,9.62778025224628e-12,2.546749660972084e-14,4.673788053306755e-09,6.386399268387126e-20,2.5985366323833646e-18,4.247071295645723e-13,1.2883754604817973e-14,1.9924236695927457e-15
0.00022922398509918945,0.9635238942359077,3.76,0.0,0.004706477969883035,0.0005294703373357351,1.0145951128224295,9.123557670436149e-07,1.1950228641286217e-06,0.0015788905570704476,3.893059589036786e-07,2.9192166939838426e-11,0.0012929703747091932,0.010056663926651287,0.6667387026219844,4.551292794185968e-05,1.1661638306958163e-05,2.14146649563206e-09,1.1507419663353398e-07,0.0001891931655381494,8.881484876679542e-06,2.8940930277931783e-06,0.5828485458858265,1.7746875800905157e-08,1.8753811906308377e-11,8.257784796643762e-06,0.03967370432501684,5.3633983681376e-06,1.064216391449642e-06,2.389255783463864e-05,4.0258080807771137e-16,7.673824162715761e-13,1.2173983493856731e-15,1.271968057027783e-09,0.1999706312365474,6.206454352897344e-06,0.00019497531833586023,1.3218673684170869e-09,1.5060479773229902e-12,6.83051741017615e-10,1.4039389053358368e-08,3.0154982824859765e-05,1.402100003236133e-09,3.46229942057278e-11,4.613622179397703e-08,2.5914448657868208e-05,4.86599118857334e-11,1.4919829671827226e-09,8.96741353667149e-07,2.3200108462962514e-06,4.786329301781584e-05,2.1611018577198476e-14,2.5902552265954042e-08,1.7262033428199073e-11,1.6897984247516736e-16,2.257970583121836e-07,3.2917339929002755e-19,1.533459011191768e-09,9.049243736628755e-10,3.5139324432829557e-16,9.568504383468012e-12,2.522101793784318e-14,4.651052547798255e-09,6.38763228561135e-20,2.576851612303479e-18,4.181549480759773e-13,1.2729961457894296e-14,1.961701059790279e-15
0.0002298285402999368,0.9635232541664503,3.76,0.0,0.004719080920199431,0.0005237382331589461,1.014533387905286,8.90060407339814e-07,1.1740541474302937e-06,0.0015729444248188669,3.845976368439083e-07,2.8767353007689695e-11,0.0012829865511683742,0.00998119067688174,0.6668577740982358,4.5244947359768076e-05,1.1481259190462107e-05,2.11949502670318e-09,1.1413267607201333e-07,0.0001887432470589589,8.86616405405535e-06,2.8596145577021457e-06,0.5828722790340518,1.750443226829387e-08,1.851986472915962e-11,8.190515991333358e-06,0.03964434607741974,5.318550312371562e-06,1.0524113298735205e-06,2.365326317114719e-05,3.942496280731265e-16,7.596514082337705e-13,1.1921759929232922e-15,1.2565162371955857e-09,0.20000074051009914,6.153014464913711e-06,0.00019475320599684562,1.3190417881742436e-09,1.4856823343664786e-12,6.798647880406548e-10,1.3936178987693297e-08,3.0230846424319967e-05,1.4013775825962753e-09,3.435551972704953e-11,4.6039218644529554e-08,2.5985101569781515e-05,4.82432648106884e-11,1.4875048618287626e-09,8.870959675223023e-07,2.3105237712675537e-06,4.790150257118082e-05,2.1394136429809404e-14,2.5788194492226716e-08,1.7264617473234222e-11,1.69012133206201e-16,2.2469181854893152e-07,3.2923631483475546e-19,1.5260617268738444e-09,9.056467761197563e-10,3.441111078957058e-16,9.509804745602302e-12,2.4979263455936872e-14,4.628548064369095e-09,6.388852884654288e-20,2.5554782979669926e-18,4.1173973968167036e-13,1.2578824253471477e-14,1.93162035840426e-15
0.00023043309550068415,0.9635226222866654,3.76,0.0,0.004731655547414049,0.0005181119306772116,1.014472190627193,8.684085367735461e-07,1.1535469892773708e-06,0.001567040326187191,3.799786580078943e-07,2.835147074036859e-11,0.0012731335161754655,0.009906676346216307,0.6669754644695576,4.4979987855439286e-05,1.1304659143010388e-05,2.0978724390174004e-09,1.1320165520604647e-07,0.00018829617632261128,8.850731670843238e-06,2.8257310534301612e-06,0.5828956782444089,1.7266671948910632e-08,1.829062071205292e-11,8.124149009173939e-06,0.039615273329212455,5.274331548105287e-06,1.040791688734135e-06,2.341730534956249e-05,3.8613866323923755e-16,7.520370169288716e-13,1.1676208753678688e-15,1.2413894003433048e-09,0.20003057630124005,6.100354006239494e-06,0.00019453344548539764,1.3162604299736568e-09,1.4657536188099623e-12,6.767116710263594e-10,1.383425597215473e-08,3.030649641917293e-05,1.4006878167861422e-09,3.409155006244567e-11,4.5944811016421886e-08,2.6055584011976037e-05,4.783256507681494e-11,1.483107057485688e-09,8.775956328869695e-07,2.3012110080391497e-06,4.7939801293032546e-05,2.118124318099805e-14,2.5674926616229333e-08,1.7267178330941536e-11,1.6904410073802203e-16,2.2359776480524098e-07,3.2929860062472207e-19,1.5187380496829819e-09,9.063708649662933e-10,3.3702169827007925e-16,9.451672832645119e-12,2.4742088935687177e-14,4.606270685381275e-09,6.390061266788881e-20,2.5344104372682097e-18,4.054579378876735e-13,1.2430284576811143e-14,1.9021648671064188e-15
0.0002310376507014315,0.9635219984651783,3.76,0.0,0.00474420154035982,0.0005125887865354657,1.01441151394829,8.473789234422666e-07,1.133489202668795e-06,0.0015611777797746049,3.7544675801243596e-07,2.794427534497928e-11,0.0012634089278237089,0.009833104366641242,0.667091796651869,4.4717998998381196e-05,1.1131739572202615e-05,2.0765913810545e-09,1.1228098135511847e-07,0.00018785191442841718,8.835189807937935e-06,2.7924294225470193e-06,0.5829187501863147,1.7033480618387264e-08,1.8065961218329192e-11,8.058667459676076e-06,0.039586481315697725,5.230729959591925e-06,1.0293537012756147e-06,2.318462605567895e-05,3.782409061329616e-16,7.445369015504911e-13,1.1437118260842397e-15,1.2265783297505495e-09,0.20006014272434847,6.048457124340418e-06,0.0001943159928912626,1.313522243676509e-09,1.4462500501502725e-12,6.735917581431343e-10,1.3733598209555624e-08,3.0381930663049775e-05,1.400029876621244e-09,3.383102255667718e-11,4.5852917725852957e-08,2.6125894216585295e-05,4.7427696285019245e-11,1.4787875166525007e-09,8.682375698189923e-07,2.2920683800625696e-06,4.797817960564883e-05,2.0972236448904548e-14,2.5562733807329617e-08,1.726971634278623e-11,1.6907575029797254e-16,2.2251471130535433e-07,3.2936026684863157e-19,1.511486779699224e-09,9.070964591035698e-10,3.301188958846047e-16,9.394100378352951e-12,2.4509364387523728e-14,4.584216658221717e-09,6.391257629665914e-20,2.5136419290498388e-18,3.9930608081502503e-13,1.2284285533654978e-14,1.8733183758112454e-15
0.00023164220590217885,0.9635213825734207,3.76,0.0,0.004756718601876847,0.0005071662393646282,1.0143513509443312,8.269511207456155e-07,1.1138691169903194e-06,0.0015553563140950765,3.7099974348391653e-07,2.7545534347413183e-11,0.0012538104973598325,0.00976045852962232,0.6672067930793054,4.445893149012941e-05,1.0962404915665435e-05,2.055644770611359e-09,1.113705048442757e-07,0.00018741042352973816,8.819540549875966e-06,2.7596968690714358e-06,0.5829415013599324,1.6804747390392925e-08,1.7845773864452044e-11,7.994055309435461e-06,0.039557965381152,5.187733697294464e-06,1.0180937223769544e-06,2.2955168066286758e-05,3.705499759197993e-16,7.371488026392393e-13,1.1204295424927557e-15,1.2120745388343742e-09,0.20008944380896804,5.997308388236331e-06,0.00019410080539024422,1.3108262201489877e-09,1.4271603781086307e-12,6.705044461728104e-10,1.363418434023613e-08,3.045714711873767e-05,1.3994029673730003e-09,3.3573875945583996e-11,4.576346051641797e-08,2.619603050353179e-05,4.702854586412039e-11,1.4745442878169352e-09,8.590190573434086e-07,2.2830918310827737e-06,4.8016628259277314e-05,2.0767019217468343e-14,2.545160147674828e-08,1.727223184435711e-11,1.6910708701210243e-16,2.2144247656996284e-07,3.294213234965337e-19,1.5043067576816931e-09,9.078233836356632e-10,3.233971217708378e-16,9.337079366961102e-12,2.4280971508300196e-14,4.562382363294003e-09,6.392442167085627e-20,2.4931668230543566e-18,3.932808195140047e-13,1.2140771441427844e-14,1.8450651905887382e-15
0.00023218630558285148,0.9635208349466398,3.76,0.0,0.00476795898619364,0.0005023699040816661,1.0142976378016761,8.090643472435015e-07,1.0965759130118208e-06,0.0015501517370859095,3.67068249820696e-07,2.7193708002373986e-11,0.0012452779248434119,0.009695856014384234,0.6673091659564289,4.4228228630536816e-05,1.081299219582177e-05,2.0370730055342916e-09,1.1055967380856506e-07,0.00018701542046025948,8.805366119366638e-06,2.7307138405179303e-06,0.5829617083992973,1.66026101167333e-08,1.7651333270566105e-11,7.936634777566324e-06,0.039532533324942144,5.149545053001575e-06,1.00810897866506e-06,2.2751363786670258e-05,3.6379931750256965e-16,7.305934307203921e-13,1.0999941167066315e-15,1.1992763876475867e-09,0.20011559118451439,5.951901769324649e-06,0.00019390903874960512,1.3084350314971966e-09,1.4103244377537642e-12,6.677532333659997e-10,1.354575813812255e-08,3.0524654120948116e-05,1.3988646211613678e-09,3.3345285163728995e-11,4.5684969464482575e-08,2.6259003141746392e-05,4.667410732833374e-11,1.4707890506872022e-09,8.5083951917988e-07,2.275151672154483e-06,4.805128479984563e-05,2.0585481559199675e-14,2.535247722222366e-08,1.7274476819524912e-11,1.6913502669882587e-16,2.204865692454126e-07,3.294757613305167e-19,1.4979046945025306e-09,9.084786134822752e-10,3.174973199651608e-16,9.286225392367074e-12,2.407901608045556e-14,4.54291637257159e-09,6.39349829593213e-20,2.4749853038104285e-18,3.8796364147746483e-13,1.2013688731600019e-14,1.8201320377842044e-15
0.0002327304052635241,0.9635202935509702,3.76,0.0,0.00477917550849298,0.0004976512838481361,1.0142443303305535,7.916352122954342e-07,1.0796199502966948e-06,0.001544979730998725,3.632022878636131e-07,2.684838346637507e-11,0.0012368441311638963,0.00963197950136965,0.667410490362984,4.399981863008573e-05,1.0666342649160668e-05,2.018761524487131e-09,1.0975687933803589e-07,0.00018662260588070227,8.791107910646445e-06,2.7021728709474104e-06,0.582981665259078,1.6403920339450052e-08,1.746034180974416e-11,7.87989463418776e-06,0.039507317960337573,5.111829144172805e-06,9.982629703397714e-07,2.2550083484421676e-05,3.5720600927563934e-16,7.241253869007492e-13,1.0800354637928978e-15,1.1867136958694822e-09,0.2001415296554252,5.907078292526307e-06,0.0001937190432493951,1.3060764929571124e-09,1.39380700003823e-12,6.650275051306398e-10,1.3458307674314584e-08,3.0591981810280685e-05,1.3983502065939725e-09,3.3119341692350876e-11,4.560833735890713e-08,2.632183250663185e-05,4.63241311937078e-11,1.4670927238354885e-09,8.427689811530557e-07,2.2673400436952874e-06,4.808598477732889e-05,2.040686475882627e-14,2.525419002791835e-08,1.7276704060435432e-11,1.6916272059467338e-16,2.19539156217611e-07,3.295297202431425e-19,1.4915585852136022e-09,9.091346649414826e-10,3.1173522066783405e-16,9.235806033406167e-12,2.3880379945465616e-14,4.5236228774301555e-09,6.394545133944737e-20,2.45703263542686e-18,3.8274407855306867e-13,1.1888536785228312e-14,1.7956563846155312e-15
0.00023327450494419673,0.963519758298172,3.76,0.0,0.004790367979442526,0.0004930086700871454,1.0141914237158784,7.74650314944682e-07,1.0629934223589157e-06,0.0015398399715064132,3.5940039588976577e-07,2.6509406607373376e-11,0.0012285075521699317,0.009568817885260272,0.6675107816995394,4.377366778917172e-05,1.0522392575396792e-05,2.0007055387154144e-09,1.0896201834937805e-07,0.0001862319542430001,8.776767445012325e-06,2.6740653345500507e-06,0.5830013763463784,1.6208603718435938e-08,1.7272724363527007e-11,7.82382393652872e-06,0.03948231610744883,5.074577921050793e-06,9.885532246937514e-07,2.235128790093345e-05,3.507658807636024e-16,7.177431396369074e-13,1.0605409682592032e-15,1.1743808771846536e-09,0.20016726199167323,5.8628275144748065e-06,0.0001935307898054306,1.3037499292824083e-09,1.3776005894672722e-12,6.62326855062205e-10,1.3371818294548741e-08,3.065912891324142e-05,1.3978591896688956e-09,3.2896003651281486e-11,4.553351276637114e-08,2.638451754360859e-05,4.59785410215074e-11,1.4634540063863447e-09,8.34805590630282e-07,2.2596542221429477e-06,4.812072208612296e-05,2.0231104403883142e-14,2.5156729744936385e-08,1.7278913798218945e-11,1.6919017221187197e-16,2.1860011423670474e-07,3.2958320707921594e-19,1.4852676412624067e-09,9.097914225674765e-10,3.061071779500548e-16,9.18581581647133e-12,2.3684985690233395e-14,4.504499416961303e-09,6.395582813907938e-20,2.4393047874318935e-18,3.776198940139604e-13,1.1765278051415806e-14,1.771627751684863e-15
0.0002337641946568021,0.9635192817512065,3.76,0.0,0.0048004204894333226,0.0004888939287323105,1.0141441465725283,7.597330066462774e-07,1.0483049533714647e-06,0.0015352414953876182,3.560322973819984e-07,2.6209629992019984e-11,0.0012210864821625065,0.009512574661202743,0.6676001731247657,4.357203629879382e-05,1.0395094309239527e-05,1.984669692358346e-09,1.0825334311276066e-07,0.00018588219645285508,8.763791952722733e-06,2.6491321614079025e-06,0.5830189097523826,1.603564291542394e-08,1.710668905885311e-11,7.773923826709039e-06,0.03945999441580171,5.041442607997536e-06,9.799289460268242e-07,2.2174464448434778e-05,3.45096998800844e-16,7.120712101226524e-13,1.0433813620887066e-15,1.1634729211690356e-09,0.20019024709795805,5.823483037559105e-06,0.0001933628276363809,1.3016828121843041e-09,1.3632746674614994e-12,6.5991736936757e-10,1.3294787718659296e-08,3.07194059024656e-05,1.3974368343265864e-09,3.2697193138150235e-11,4.546767486864863e-08,2.6440809845476718e-05,4.567119694860436e-11,1.4602273612406343e-09,8.277286508048217e-07,2.2528423513337567e-06,4.8152012687930834e-05,2.0075307368148817e-14,2.5069714231234942e-08,1.72808877834092e-11,1.6921467435381944e-16,2.1776203402535046e-07,3.296309471264339e-19,1.4796523022189524e-09,9.103830156580681e-10,3.011532612341937e-16,9.141187054245881e-12,2.3511832939729374e-14,4.4874316381831635e-09,6.396509002828266e-20,2.423538697012901e-18,3.7308787965805624e-13,1.1655933607723852e-14,1.7503757706251232e-15
0.00023425388436940745,0.9635188100477893,3.76,0.0,0.004810453244248821,0.00048483822572575625,1.0140971868694455,7.451558693534561e-07,1.0338717117861139e-06,0.0015306686525411951,3.5271393468613456e-07,2.5914763880613043e-11,0.001213741817885881,0.009456893883278406,0.6676887508318838,4.3372184340423396e-05,1.0269888397565231e-05,1.9688335759868976e-09,1.0755093972403251e-07,0.00018553415264750792,8.750752170617767e-06,2.6245372450557622e-06,0.5830362506479192,1.5865304186739618e-08,1.694326954247995e-11,7.724549638214182e-06,0.03943784091578106,5.008671695863495e-06,9.71411323222085e-07,2.1999594904307406e-05,3.395453984502663e-16,7.064664531917954e-13,1.0265770841363112e-15,1.1527421527489395e-09,0.2002130693872015,5.784586912369606e-06,0.000193196233167219,1.2996405827726136e-09,1.3491894521876505e-12,6.575275698599098e-10,1.3218513723662002e-08,3.077953479432119e-05,1.3970326160246847e-09,3.250043045041129e-11,4.540322549945514e-08,2.6496983729278265e-05,4.5367289756111315e-11,1.457045430061211e-09,8.20735738732533e-07,2.246128341429794e-06,4.818332454591916e-05,1.9921724243486643e-14,2.4983353225000266e-08,1.7282847935710596e-11,1.6923898548337928e-16,2.169305507583866e-07,3.296783149875318e-19,1.474080444244797e-09,9.10975010904292e-10,2.963019672689465e-16,9.096897621218896e-12,2.3341179526914865e-14,4.470497832026027e-09,6.397427971517188e-20,2.4079487232329278e-18,3.6862981850889024e-13,1.1548066969286342e-14,1.7294704047693562e-15
