Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92)
1.8612080171656183e-05,0.7210051659358678,3.76,0.0,0.6911799086272765,0.9998392765328094,7.43303426862859e-05,1.5623391928581276e-18,5.159659699230342e-13,0.00028085586371599043,0.00010646815658143068,4.419995655767451e-08,1.820839085233959e-06,1.4839408344619597e-06,3.979505668900636e-05,2.7710341667426953e-05,4.5003564001260616e-07,1.0869640389857007e-08,3.395961311874211e-09,3.3051644103418755e-07,1.5787839386410305e-06,2.5988258923253882e-09,2.583385627840707e-07,1.9194275997232468e-06,3.2348101065108432e-16
1.9100656817340978e-05,0.7210055069270508,3.76,0.0,0.6911687961555385,0.9998346024664277,7.81306728207744e-05,1.6411764383429888e-18,5.326519046520371e-13,0.00028992666140016,0.00010831913186731433,4.5628866969692465e-08,1.8691563420260673e-06,1.5103419996709076e-06,4.143947643372888e-05,2.9376165137087376e-05,4.5935228363707753e-07,1.1322162996390153e-08,3.6214495745692176e-09,3.611284671428862e-07,1.7230907594669027e-06,2.7876543486728935e-09,2.818301983755924e-07,1.9671295392182104e-06,3.5344192130306863e-16
1.9589233463025772e-05,0.721005853086643,3.76,0.0,0.6911575353412757,0.9998298937216518,8.203068269437297e-05,1.7221089119639618e-18,5.494632756947191e-13,0.00029906531519585276,0.0001101267352413896,4.7068466314285895e-08,1.9175811625503594e-06,1.5366782811590543e-06,4.311339391502431e-05,3.1098401785456135e-05,4.6867022666895735e-07,1.178125251762855e-08,3.8561309248047505e-09,3.9374808314077346e-07,1.8766430722386635e-06,2.9856673427273715e-09,3.068440781424692e-07,2.014001208027177e-06,3.853677518079577e-16
2.0077810108710567e-05,0.7210062043284585,3.76,0.0,0.691146126281363,0.9998251494999759,8.603058771423965e-05,1.805141766581935e-18,5.663973081214855e-13,0.00030827030858623824,0.000111891389136901,4.85185152654581e-08,1.9661061787890835e-06,1.562950201249065e-06,4.481676282944306e-05,3.287754344843962e-05,4.779890745777946e-07,1.2246718112822694e-08,4.100152735878266e-09,4.2845615103895216e-07,2.039792668031489e-06,3.1931110061109604e-09,3.3344259128918655e-07,2.0600379548345494e-06,4.193376467511078e-16
2.056638675439536e-05,0.7210065605656318,3.76,0.0,0.6911345690852354,0.9998203690111676,9.013058816337946e-05,1.890279426684553e-18,5.834512102068355e-13,0.00031754011597998034,0.00011361352123753839,4.9978773061328915e-08,2.014724086559343e-06,1.5891582259666289e-06,4.654953758982391e-05,3.471406675701616e-05,4.873084172934422e-07,1.2718366539066924e-08,4.353659641093882e-09,4.653348068070177e-07,2.212895315321378e-06,3.4102323388243532e-09,3.616893518278854e-07,2.1052361352234186e-06,4.554319976470461e-16
2.1054963400080156e-05,0.7210069217106538,3.76,0.0,0.691122863874821,0.9998155514734243,9.433086932750235e-05,1.977525583903456e-18,6.006221745581582e-13,0.0003268732033295831,0.00011529356441444722,5.1448997601823734e-08,2.063427638804493e-06,1.6153027685954533e-06,4.831167326066596e-05,3.660843300987106e-05,4.966278303122886e-07,1.3196002383526397e-08,4.616793440537975e-09,5.044674360178703e-07,2.396310574516354e-06,3.6372790567748427e-09,3.9164919523725e-07,2.149593023260557e-06,4.937324191018285e-16
2.154354004576495e-05,0.7210072876754108,3.76,0.0,0.6911110107844803,0.9998106961135237,9.863160160975131e-05,2.0668831928016285e-18,6.17907379224333e-13,0.0003362680287388685,0.00011693195665372573,5.292894554462663e-08,2.1122096407083335e-06,1.6413841931792205e-06,5.010312549727157e-05,3.856108805808408e-05,5.059468757823412e-07,1.367942829157337e-08,4.889693010180136e-09,5.459386486859922e-07,2.590401608454701e-06,3.874499438142167e-09,4.2338817442277567e-07,2.193106734885442e-06,5.34321724185976e-16
2.2032116691449745e-05,0.721007658371216,3.76,0.0,0.6910990099609551,0.9998058021669772,0.00010303294063708427,2.1583544780010015e-18,6.353039887899495e-13,0.000345723043062919,0.00011852914097464087,5.4418372399932467e-08,2.1610629463381597e-06,1.6674028179742171e-06,5.1923850488598e-05,4.0572462201775114e-05,5.15265103570203e-07,1.4168445186221804e-08,5.17249421344461e-09,5.898342533233297e-07,2.7955349890661553e-06,4.1221421688519585e-09,4.5697355497980756e-07,2.235776161229468e-06,5.772838990416178e-16
2.252069333713454e-05,0.7210080337088494,3.76,0.0,0.6910868615633166,0.9998008688781757,0.00010753502736131312,2.2519409332415207e-18,6.528091554606944e-13,0.0003552366905030254,0.00012008556533879578,5.591703262439825e-08,2.2099804565803512e-06,1.6933589188307822e-06,5.377380490375896e-05,4.264297009861064e-05,5.245820523105521e-07,1.4662852496378978e-08,5.46532981597652e-09,6.362412302366465e-07,3.012080500394132e-06,4.380456187122503e-09,4.924738097615119e-07,2.277600910366901e-06,6.227040767471822e-16
2.3009269982819334e-05,0.7210084135985924,3.76,0.0,0.6910745657629151,0.9997958955005339,0.00011213798815714652,2.347643316927389e-18,6.70420020143085e-13,0.0003648074091985183,0.00012160168255048571,5.7424679714589956e-08,2.258955118175544e-06,1.7192527325134384e-06,5.5652945842117425e-05,4.477301068411425e-05,5.338972504366722e-07,1.5162448382994825e-08,5.768329403279447e-09,6.852477040915773e-07,3.240410938179219e-06,4.649690527344113e-09,5.299586127542353e-07,2.3185812563136786e-06,6.706685104643358e-16
2.349784662850413e-05,0.7210087979502626,3.76,0.0,0.6910621227433287,0.999790881296632,0.00011684193491920041,2.4454616624583947e-18,6.881337135206606e-13,0.00037443363181696157,0.00012307795014848723,5.8941066300166685e-08,2.3079799236876695e-06,1.7450844599704855e-06,5.7561230786909237e-05,4.696296710372555e-05,5.432102171920225e-07,1.5667029952133517e-08,6.081619301014032e-09,7.3694291576921e-07,3.480901906208439e-06,4.930094163718654e-09,5.69498832263447e-07,2.358718094268903e-06,7.212645458924695e-16
2.3986423274188923e-05,0.7210091866732535,3.76,0.0,0.6910495327003079,0.9997858255383537,0.00012164696515972319,2.5453952819256626e-18,7.059473571298827e-13,0.00038411378614396996,0.00012451483028953715,6.046594423700022e-08,2.357047912259678e-06,1.7708542695282602e-06,5.949861756233516e-05,4.921320665650942e-05,5.525204636243131e-07,1.6176393476544685e-08,6.405322498643248e-09,7.9141719354121e-07,3.733931609641166e-06,5.221915853779163e-09,6.111665234148353e-07,2.398012901187375e-06,7.745805930561655e-16
2.4474999919873718e-05,0.7210095796765694,3.76,0.0,0.6910367958417158,0.9997807275070207,0.0001265531621085674,2.647442761163503e-18,7.238580644376362e-13,0.00039384629567368985,0.0001259127896237707,6.199906470039126e-08,2.40615217102448e-06,1.7965623000153691e-06,6.14650642940559e-05,5.152408075043843e-05,5.618274935620312e-07,1.6690334618413322e-08,6.739558576436324e-09,8.487619235911914e-07,3.999880645528564e-06,5.5254039818813345e-09,6.550349199761817e-07,2.4364677008686645e-06,8.307060974527614e-16
2.4963576565558512e-05,0.7210099768688637,3.76,0.0,0.6910239123874631,0.9997755864935235,0.0001315605948166722,2.7516019725814874e-18,7.418629419208191e-13,0.0004036295802007099,0.0001272722991623958,6.354017827851136e-08,2.4552858370559798e-06,1.822208663834887e-06,6.346052937302157e-05,5.389592486917655e-05,5.711308045722444e-07,1.720864863442907e-08,7.084443635418499e-09,9.09069519911263e-07,4.279131790747883e-06,5.840806403056594e-09,7.011784255063899e-07,2.474085032871104e-06,8.89731510588356e-16
2.5452153211243307e-05,0.7210103781584773,3.76,0.0,0.6910108825694354,0.9997704017984497,0.00013666931826406068,2.8578700846621105e-18,7.599590901498419e-13,0.000413462056413911,0.00012859383413788852,6.508903506615104e-08,2.5044420997629607e-06,1.8477934499566618e-06,6.548497142256743e-05,5.63290585502452e-05,5.804298888996907e-07,1.77311305876263e-08,7.44009023074147e-09,9.724333936024758e-07,4.572069787576572e-06,6.16837028748951e-09,7.496726038390048e-07,2.5108679246800574e-06,9.517482599303478e-16
2.6429306502612896e-05,0.7210111926616859,3.76,0.0,0.6909843848289654,0.9997598986151328,0.00014719078764340596,3.076718152337517e-18,7.964135781409859e-13,0.00043326823871161547,0.00013112490152936745,6.820897674827567e-08,2.6027954521243024e-06,1.8987785450695915e-06,6.96206219213724e-05,6.138039299494565e-05,5.990133253358205e-07,1.8787778871031063e-08,8.184100148870302e-09,1.1087084135236607e-06,5.200553825784749e-06,6.86096677776663e-09,8.540209723006214e-07,2.5819447951240304e-06,1.0851261714114002e-15
2.7406459793982485e-05,0.7210120224481188,3.76,0.0,0.690957304711639,0.9997492125603016,0.00015811773314190818,3.3039503660201795e-18,8.331982563143359e-13,0.00045325213668072746,0.00013350987232019592,7.135688422355579e-08,2.7011589015126366e-06,1.9495179374571287e-06,7.387168837716519e-05,6.668032135538331e-05,6.17573668860522e-07,1.9858644013376386e-08,8.972415547374698e-09,1.2583530124695746e-06,5.888441729995801e-06,7.605151262013062e-09,9.687073379591246e-07,2.649731394543631e-06,1.231589594515667e-15
2.8383613085352074e-05,0.721012866777171,3.76,0.0,0.6909296444944313,0.9997383383998516,0.00016945010042155223,3.539519289668688e-18,8.702898281569545e-13,0.00047340103313281597,0.0001357526844939141,7.45307501348307e-08,2.7994801590913336e-06,2.000011783599221e-06,7.823784550361388e-05,7.223082621436144e-05,6.361067572256648e-07,2.0942100481600162e-08,9.80580324734451e-09,1.4221471207418153e-06,6.63885988566968e-06,8.402860800016447e-09,1.0943768618029107e-06,2.714267217664954e-06,1.3919018982810017e-15
2.9360766376721663e-05,0.7210137249070696,3.76,0.0,0.6909014066361532,0.9997272710657144,0.00018118762250737667,3.783366979622809e-18,9.076650081762209e-13,0.0004937022189744318,0.00013785732787543843,7.772856835320411e-08,2.8977080896192093e-06,2.050260126589085e-06,8.27187696231966e-05,7.803363671577173e-05,6.546084264732427e-07,2.203653879563093e-08,1.0684968181249322e-08,1.6008835000432087e-06,7.454944951363285e-06,9.256006957069595e-09,1.2316921365458514e-06,2.7755976320530345e-06,1.5668390110964151e-15
3.0337919668091252e-05,0.7210145960960459,3.76,0.0,0.6908725937730362,0.9997160056589369,0.0001933298248791999,4.035425360245163e-18,9.45300557542312e-13,0.0005141430127082619,0.0001398278381653999,8.094833705681938e-08,2.995792830480393e-06,2.1002629732196855e-06,8.731413832659199e-05,8.409023049709892e-05,6.73074536088793e-07,2.3140371407401235e-08,1.1610552143729917e-08,1.7953666492304817e-06,8.339836669928371e-06,1.0166471177180814e-08,1.3813327315612515e-06,2.8337734030865118e-06,1.7571883496912818e-15
3.131507295946084e-05,0.7210154796037874,3.76,0.0,0.6908432087137387,0.999704537452469,0.00020587603104507454,4.295616644889809e-18,9.831733198242306e-13,0.0005347107799735661,0.00014166829069327995,8.418806181602328e-08,3.0936859087879145e-06,2.150020365679561e-06,9.202363028946344e-05,9.040183625024206e-05,6.91500992766742e-07,2.4252038252879377e-08,1.2583132795491007e-08,2.006411691575329e-06,9.296670671018877e-06,1.1136100324093052e-08,1.5439947031846872e-06,2.888850257562168e-06,1.963747730024082e-15
3.229222625083043e-05,0.7210163746927003,3.76,0.0,0.6908132544338018,0.9996928618936448,0.0002188253685780298,4.5638538006861565e-18,1.0212602566831878e-12,0.0005553929530535563,0.00014338279392982255,8.744575867354339e-08,3.1913403545852658e-06,2.1995324477160727e-06,9.684692523630759e-05,9.696943688750359e-05,7.098837726877346e-07,2.5370012004367082e-08,1.3603222919283391e-08,2.2348432477014213e-06,1.0328571294503712e-05,1.2166702393967163e-08,1.7203900722820332e-06,2.9408884779359796e-06,2.1873242641497675e-15
3.326937954220002e-05,0.7210172806292754,3.76,0.0,0.690782734069565,0.9996809746063432,0.00023217677560313584,4.840041051061004e-18,1.0595384833965467e-12,0.0005761770502787901,0.00014497548278910108,9.071945720845094e-08,3.288710808946388e-06,2.2487995250574854e-06,0.00010178370404561254,0.00010379377330529815,7.282189422339529e-07,2.649280296825111e-08,1.467126993112997e-08,2.4814942975736317e-06,1.1438644461437437e-05,1.3260042429495803e-08,1.911246270074475e-06,2.989952523930072e-06,2.428733246370332e-15
3.424653283356961e-05,0.7210181966854285,3.76,0.0,0.6907516509115768,0.9996688713928138,0.00024592900771630663,5.124074411781944e-18,1.0979853040779984e-12,0.0005970506952533291,0.00014645051176040853,9.400720357235432e-08,3.3857536251595578e-06,2.2978221199018903e-06,0.00010683364898636866,0.00011087534872355005,7.465026771041792e-07,2.7618963621832445e-08,1.5787655647787777e-08,2.7472050356600444e-06,1.2629970622189507e-05,1.4417838661290656e-08,2.1173055541217903e-06,3.036110673983905e-06,2.688797032701672e-15
3.52236861249392e-05,0.7210191221398261,3.76,0.0,0.6907200083975354,0.9996565482351628,0.0002600806453024492,5.4158422575244495e-18,1.1365782464471324e-12,0.0006180016358236633,0.00014781204791971078,9.730706348520595e-08,3.482426961140862e-06,2.346601019486337e-06,0.00011199644407144833,0.00011821443356185154,7.647312797989882e-07,2.874709277698859e-08,1.695269630767453e-08,3.0328217241272074e-06,1.390559781358275e-05,1.564175888724082e-08,2.3393243973808536e-06,3.0794346779538887e-06,2.968343918414029e-15
3.6200839416308786e-05,0.7210200562792044,3.76,0.0,0.6906878101048154,0.9996440012964951,0.00027463010121070436,5.715225914095852e-18,1.1752950959939977e-12,0.0006390177627059403,0.00014906426386922358,1.0061712517737649e-07,3.5786908619631776e-06,2.3951373187679465e-06,0.00011727177551344535,0.00012581107081139291,7.829011954567285e-07,2.98758393537106e-08,1.816664284213782e-08,3.3391955488349975e-06,1.5268534855555075e-05,1.6933417105996152e-08,2.578072853344817e-06,3.119999416828905e-06,3.268207018311229e-15
3.7177992707678376e-05,0.7210209983996657,3.76,0.0,0.6906550597426309,0.9996312269217096,0.00028957562874278535,6.022100270536438e-18,1.2141139293858035e-12,0.0006600871276882874,0.00015021133064767818,1.0393550226484777e-07,3.6745073320803526e-06,2.443432457195304e-06,0.00012265933227080267,0.0001336650818674056,8.010090260242246e-07,3.100390575561733e-08,1.9429681392490815e-08,3.6671814824220195e-06,1.672174471512523e-05,1.82943704211184e-08,2.834333899899963e-06,3.1578825693455234e-06,3.589223153948549e-15
3.8155145999047965e-05,0.7210219478079468,3.76,0.0,0.6906217611438841,0.9996182216379418,0.0003049153299119684,6.336334406843416e-18,1.253013146971034e-12,0.0006811979613295545,0.0001512574106509093,1.0726033654508764e-07,3.7698403970208224e-06,2.4914882496025757e-06,0.00012815880667295,0.00014177607278871525,8.190515427501021e-07,3.2130050842256317e-08,2.074193406609925e-08,4.01763715852416e-06,1.8268138063716413e-05,1.972611622542113e-08,3.1089027644155614e-06,3.1931642859312985e-06,3.932231751746077e-15
3.9132299290417554e-05,0.7210229038226572,3.76,0.0,0.6905879182567517,0.9996049821546561,0.0003206471639300433,6.657792232583505e-18,1.2919715042438546e-12,0.0007023386900799638,0.00015220665060288794,1.1058980070182675e-07,3.864656154267204e-06,2.539306911341024e-06,0.00013376989511251533,0.00015014344094758768,8.370256970074973e-07,3.325309249519835e-08,2.2103459923384395e-08,4.3914217611784746e-06,1.991056705309352e-05,2.123008967319595e-08,3.402586232768132e-06,3.225926869309577e-06,4.298073755963744e-15
4.010945258178714e-05,0.7210238657754726,3.76,0.0,0.6905535351360569,0.9995915053633888,0.0003367689558773803,6.986333130953875e-18,1.3309681421372039e-12,0.0007234979527522745,0.00015306317461742633,1.1392210090745098e-07,3.958922813103142e-06,2.586891077790855e-06,0.00013949229879214268,0.0001587663820296373,8.549286294694764e-07,3.4371909777955636e-08,2.351425618630579e-08,4.789394933441305e-06,2.1651819334076747e-05,2.280766144774171e-08,3.716201945175632e-06,3.256254461037126e-06,4.687590560481472e-15
4.108660587315673e-05,0.7210248330122876,3.76,0.0,0.6905186159344855,0.9995777883371407,0.00035327840550986104,7.321812603414096e-18,1.3699826160194296e-12,0.0007446646162756676,0.000153831077388729,1.1725547931228678e-07,4.052610723440597e-06,2.6342438184136465e-06,0.00014532572451380975,0.00016764389734310302,8.727576776645423e-07,3.54854446928504e-08,2.4974259657562902e-08,5.21241570905727e-06,2.3494612340347745e-05,2.4460135828338836e-08,4.050577681710176e-06,3.2842327342801805e-06,5.101622963139654e-15
4.206375916452632e-05,0.7210258048943184,3.76,0.0,0.6904831648936939,0.9995638283294331,0.00037017309615706165,7.664082910437364e-18,1.4089949232787214e-12,0.0007658277906697729,0.00015451441754592342,1.2058821641087973e-07,4.1456923938541936e-06,2.681368645549899e-06,0.00015126988549931278,0.00017677480139786646,8.905103819468986e-07,3.6592703541138715e-08,2.6483348338592535e-08,5.661341470744795e-06,2.544158785750584e-05,2.6188749057730404e-08,4.4065506402565315e-06,3.3099485938834336e-06,5.541010146130069e-15
4.304091245589591e-05,0.7210267807991488,3.76,0.0,0.6904471863353632,0.9995496227730251,0.00038745050366787863,8.01299370386945e-18,1.447985529391094e-12,0.0007869768431825912,0.00015511721120410713,1.2391863327636613e-07,4.238142499136854e-06,2.7282695182092277e-06,0.0001573245022311503,0.00018615772971515457,9.081844899313345e-07,3.7692757895492394e-08,2.804134323334704e-08,6.137026938422616e-06,2.7495306895490015e-05,2.799466800942021e-08,4.784966709612742e-06,3.333489884712862e-06,6.006588685691079e-15
4.40180657472655e-05,0.7210277601217188,3.76,0.0,0.6904106846522418,0.9995351692783051,0.00040510800536143753,8.368392646487622e-18,1.486935392379329e-12,0.0008081014115424833,0.00015564342574232777,1.272450936550494e-07,4.3299378777150134e-06,2.774950841122119e-06,0.00016348930330341253,0.0001957911468287389,9.257779594530736e-07,3.8784745196338625e-08,2.9648010323856227e-08,6.640323190491685e-06,2.9658244880541242e-05,2.987898915210361e-08,5.1866797403991435e-06,3.3549451089289063e-06,6.49919159415558e-15
4.499521903863509e-05,0.7210287422752512,3.76,0.0,0.6903736642992268,0.9995204656313639,0.00042314288894244406,8.730126014814422e-18,1.5258259855815027e-12,0.0008291914162805518,0.00015609697383659805,1.3056600591426563e-07,4.421057519317222e-06,2.821417459340848e-06,0.0001697640262727155,0.00020567335443857253,9.432889601170031e-07,3.98678689858415e-08,3.130306270281395e-08,7.172076721057612e-06,3.19327871808347e-05,3.184273780639259e-08,5.6125508163948535e-06,3.3744031528099937e-06,7.019647397175625e-15
4.597237233000468e-05,0.7210297266921094,3.76,0.0,0.690336129784527,0.9995055097917626,0.00044155236134171523,9.098039281676329e-18,1.564639318659049e-12,0.0008502370720859601,0.0001564817077732644,1.3387982483760727e-07,4.511482543384498e-06,2.867674648704834e-06,0.00017614841849985637,0.00021580249967865413,9.607158735073736e-07,4.094139879551888e-08,3.300616284783911e-08,7.733128535711068e-06,3.432122497771275e-05,3.388686768717951e-08,6.063447528828591e-06,3.391953023911581e-06,7.568779248685682e-15
4.6949525621374266e-05,0.7210307128245893,3.76,0.0,0.6902980856609483,0.999490299890006,0.0004603335574448216,9.471977675247755e-18,1.6033579567864072e-12,0.000871228898163374,0.00015680141406505376,1.3718505326261682e-07,4.601196168790025e-06,2.913728102508736e-06,0.00018264223797359984,0.0002261765834621979,9.780572921383864e-07,4.2004669705467095e-08,3.47569250215734e-08,8.324313288197544e-06,3.6825751492198074e-05,3.601226072319526e-08,6.540243256032705e-06,3.4076835993977107e-06,8.14740408588651e-15
4.7926678912743855e-05,0.7210317001456394,3.76,0.0,0.6902595365173404,0.9994748342247345,0.00047948354867437953,9.851786711648338e-18,1.641965037976851e-12,0.0008921577275685669,0.0001570598083891805,1.4048024355715043e-07,4.6901836754718615e-06,2.959583914722668e-06,0.00018924525410873906,0.00023679346886853556,9.953120172317354e-07,4.305708159480812e-08,3.6554917781412354e-08,8.946458460024202e-06,3.944845857425188e-05,3.821972714360773e-08,7.0438164507480906e-06,3.421683386252759e-06,8.75633182625403e-15
4.8903832204113444e-05,0.7210326881495083,3.76,0.0,0.6902204869702394,0.9994591112596506,0.0004989993513941596,1.023731269864439e-17,1.6804442885114348e-12,0.0009130147155049896,0.00015726053086404876,1.4376399893167815e-07,4.778432358599186e-06,3.0052485601209894e-06,0.00019595724851127842,0.0002476508895375439,1.0124790554094619e-06,4.4098098104313636e-08,3.839966658246246e-08,9.600383584771319e-06,4.219133366007178e-05,4.051000582019181e-08,7.575049937245573e-06,3.4340402939234624e-06,9.396364608303212e-15
4.9880985495483033e-05,0.7210336763523154,3.76,0.0,0.6901809416557394,0.9994431296201957,0.0005188779351057646,1.0628403208456973e-17,1.7187800364499432e-12,0.0009337913465706011,0.00015740714167821824,1.470349745858133e-07,4.865931475918475e-06,3.0507288716844434e-06,0.0002027780157043126,0.0002587464580389341,1.029557614393527e-06,4.512724533326242e-08,4.0290656457286495e-08,1.0286899518592273e-05,4.505625710057774e-05,4.288376485250375e-08,8.134830220298275e-06,3.444841419857964e-06,1.006829607755959e-14
5.085813878685262e-05,0.7210346642925505,3.76,0.0,0.6901409052216204,0.9994268880899895,0.000539116230411298,1.1024907518034158e-17,1.756957223214254e-12,0.0009544794409505788,0.00015750311708240058,1.5029187868836323e-07,4.952672188955549e-06,3.0960320156448583e-06,0.00020970736380894543,0.000270077674185503,1.0465470978070593e-06,4.6144110293460145e-08,4.222733475611051e-08,1.100680775809832e-05,4.8044999862120165e-05,4.5341602382377965e-08,8.724046807896436e-06,3.4541728483606227e-06,1.0772910718909268e-14
5.183529207822221e-05,0.7210356515314965,3.76,0.0,0.6901003823197599,0.9994103856070554,0.000559711136718276,1.1426677015528403e-17,1.7949614132460043e-12,0.0009750711595577401,0.00015755184575238192,1.5353347319117555e-07,5.0386474987638235e-06,3.141165464539375e-06,0.00021674511517537462,0.00028164193326137764,1.0634470991734843e-06,4.714833914396191e-08,4.420911393139138e-08,1.1760899806538714e-05,5.115922159839271e-05,4.7884047623104474e-08,9.343591549445211e-06,3.4621194631014515e-06,1.1510983236218787e-14
5.28124453695918e-05,0.7210366376535774,3.76,0.0,0.6900593775988497,0.9993936212598425,0.000580659529665931,1.1833565572164688e-17,1.8327788017514094e-12,0.0009955590081284973,0.00015755662552799298,1.5675857447800184e-07,5.123852176907215e-06,3.186136968635388e-06,0.00022389110696003733,0.0002934365341382693,1.0802573952092258e-06,4.8139635230371216e-08,4.6235374350985675e-08,1.2549956588907729e-05,5.440046909057256e-05,5.051156208800711e-08,9.994357991031953e-06,3.468764773504859e-06,1.2283277979843079e-14
5.378959866096139e-05,0.7210376222666305,3.76,0.0,0.6900178956974352,0.9993765942830675,0.0006019582682549249,1.2245429879074426e-17,1.870396220556553e-12,0.0010159358402878408,0.0001575206605305898,1.599660538504972e-07,5.208282692359377e-06,3.2309545260798422e-06,0.0002311451916454618,0.000305458687254801,1.0969779385049028e-06,4.911775695267403e-08,4.8305467124625084e-08,1.3374747916339744e-05,5.777017505084892e-05,5.322454100270513e-08,1.0677240749195361e-05,3.474190755132069e-06,1.3090548422375074e-14
5.476675195233098e-05,0.7210386050021078,3.76,0.0,0.6899759412372984,0.9993593040533897,0.0006236042016652624,1.2662129749012619e-17,1.9078011421062157e-12,0.0010361948596021358,0.00015744705865896794,1.6315483785431026e-07,5.2919371349931185e-06,3.2756263521159435e-06,0.00023850723750020039,0.0003177055224360562,1.1136088496888951e-06,5.008251548542785e-08,5.0418716928985183e-08,1.4236031999891876e-05,6.126965728274433e-05,5.6023314884982054e-08,1.1393134904473759e-05,3.4784777040835257e-06,1.393353668273442e-14
5.574390524370057e-05,0.7210395855152038,3.76,0.0,0.6899335188171887,0.9993417500849422,0.0006455941757499511,1.3083528383204e-17,1.9449816816484163e-12,0.0010563296206434535,0.0001573388294612143,1.663239084490001e-07,5.374815136320163e-06,3.320160847696059e-06,0.00024597712897693306,0.00033017409653264123,1.1301504091648125e-06,5.103377237378193e-08,5.257442481730672e-08,1.5134555013562235e-05,6.49001181899917e-05,5.890815127596578e-08,1.2142935415854447e-05,3.481704105369436e-06,1.481297309844671e-14
5.672105853507016e-05,0.7210405634849132,3.76,0.0,0.6898906330069199,0.9993239320247338,0.0006679250391946155,1.3509492603896063e-17,1.981926597655267e-12,0.0010763340290937068,0.00015719888237772822,1.6947230302623574e-07,5.456917788119976e-06,3.3645665678030795e-06,0.00025355476704751526,0.0003428614008607027,1.1466030485110683e-06,5.1971437028261175e-08,5.477187100027692e-08,1.60710507061527e-05,6.866264462421398e-05,6.187925660631232e-08,1.2927536557091548e-05,3.483946515115281e-06,1.5729575845730447e-14
5.7698211826439746e-05,0.72104153861402,3.76,0.0,0.6898472883418338,0.999305849647941,0.0006905936493358894,1.3939893053482868e-17,2.0186252905384424e-12,0.0010962023409210341,0.00015703002534853485,1.7259911428139336e-07,5.538247559570057e-06,3.408852189774353e-06,0.0002612400694743891,0.0003557643684264836,1.1629673416270849e-06,5.289546414052364e-08,5.701031758569752e-08,1.7046240061360228e-05,7.255820806027136e-05,6.493677818122837e-08,1.3747831375708666e-05,3.48527945638665e-06,1.6684050606788976e-14
5.8675365117809335e-05,0.721042510629023,3.76,0.0,0.6898034893176386,0.9992875028531084,0.0007135968776338602,1.4374604361303424e-17,2.0550677997244794e-12,0.0011159291606645716,0.00015683496377608415,1.75703489944253e-07,5.618808213460841e-06,3.4530264819022905e-06,0.0002690329710183904,0.00036887988092110463,1.1792439957066143e-06,5.380585104141651e-08,5.9289011265345455e-08,1.8060831005270686e-05,7.658766508689599e-05,6.808080626840625e-08,1.4604711175355964e-05,3.4857753283435024e-06,1.7677090283498892e-14
5.9652518409178924e-05,0.7210434792799971,3.76,0.0,0.689759240385619,0.9992688916572737,0.000736931614796181,1.481350527943553e-17,2.0912447991611906e-12,0.0011355094388670486,0.00015661629983297368,1.7878463237501683e-07,5.698604722045949e-06,3.497098272564e-06,0.0002769334235835395,0.0003822047754733264,1.195433842113942e-06,5.470263502163963e-08,6.160718593836097e-08,1.9115518160235086e-05,8.075175819913169e-05,7.131137627329025e-08,1.5499065022049545e-05,3.4855043283705023e-06,1.870937475649661e-14
6.062967170054851e-05,0.7210444443403933,3.76,0.0,0.689714545948221,0.9992500161910386,0.0007605947755536523,1.5256478788999936e-17,2.12714759133181e-12,0.0011549384686974657,0.00015637653210246372,1.8184179803231968e-07,5.777643183042923e-06,3.5410764201096407e-06,0.00028494139629993306,0.00039573585115005265,1.2115378272335802e-06,5.558589063419297e-08,6.39640652614603e-08,2.0210982643930246e-05,8.505111687813237e-05,7.46284709865619e-08,1.6431779274684616e-05,3.4845343867741774e-06,1.9781570688490494e-14
6.16068249919181e-05,0.7210454056067852,3.76,0.0,0.6896694103550073,0.9992308766935949,0.0007845833030891159,1.570341217864434e-17,2.1627680998579594e-12,0.00117421188180853,0.00015611805553826695,1.8487429682028254e-07,5.855930736262094e-06,3.5849697837160704e-06,0.0002930568755463213,0.00040946987519627584,1.227557003358725e-06,5.645572699655834e-08,6.635886511725206e-08,2.1347891912245368e-05,8.94862589430559e-05,7.803202288929678e-08,1.7403737140084252e-05,3.4829311135866587e-06,2.0894331370469036e-14
6.258397828328769e-05,0.7210463628985577,3.76,0.0,0.689623837898974,0.9992114735077307,0.0008088941731233903,1.615419709699056e-17,2.198098860776245e-12,0.0011933256434754763,0.00015584316172889668,1.878814913219736e-07,5.93347548130215e-06,3.6287871953886303e-06,0.0003012798649143811,0.0004234035890080223,1.243492519678271e-06,5.731228510926568e-08,6.87907959929322e-08,2.2526899644492455e-05,9.405759215911075e-05,8.152191650186945e-08,1.8415818252722363e-05,3.480757756970595e-06,2.2048296609334845e-14
