Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131)
3.706177150615333e-05,0.9389654387945788,3.76,0.0,0.30694066077293236,0.7421245795994735,0.2685695556697827,1.470108794888728e-07,5.221445329789967e-06,0.06211530320759574,0.0019010235044739235,1.0412670550966847e-06,0.004539155157685691,0.011531799117675958,0.31433646098006074,0.01076924179434947,0.0012002095441090998,8.90367324795869e-06,9.578594860826866e-05,0.0381186461830387,0.003733863030888977,0.0009949607596047624,0.133432535458464,9.16085755160555e-05,3.474610601691821e-09,0.0002601820038488161,0.030512299515112674,6.530408558392661e-05,5.817614290406194e-05,0.00010211654251218773,2.135255563525565e-12,9.200958582302711e-10,7.557020788623824e-12,2.980895674250218e-06,0.04561318525413185,0.00020118112383873138,0.0007507107499499412,1.4470534350888475e-08,5.641596740662598e-11,7.682367458002122e-08,9.15498360206246e-09,0.0007255528924929049,6.986707055272323e-08,2.9260958046519095e-11,9.759906999210007e-06,0.0003814659878348014,1.5074601400956136e-10,1.924069318098256e-08,4.505297801506505e-05,3.360666331631264e-05,0.00229727634745864,1.1126722603998388e-09,8.923562054695912e-10,2.620397535642784e-11,4.891555868339381e-17,2.1941918964186858e-06,1.2703225144680319e-19,2.048142188519154e-08,8.099294830629137e-08,3.2673409170000546e-12,5.747124321630468e-08,5.1381289069257815e-12,4.880734022928458e-08,2.708812485986914e-20,4.995607192507134e-16,1.0092552021141538e-11,1.1720553148184878e-12,7.450927416936468e-14,2.6418850350827235e-13,9.892694362004894e-17,9.780339038260238e-16
3.715432152866427e-05,0.9393892182900254,3.76,0.0,0.303985830692324,0.739329097661686,0.27137118591409903,1.5453182507537796e-07,5.384727110674602e-06,0.062120017269550215,0.0018962465385615487,1.0369604810861819e-06,0.0045962336320641275,0.011720195098378575,0.31710307532294474,0.01070853556949092,0.001213792572184511,8.878341948024699e-06,9.58721503124166e-05,0.03802460237278536,0.0037085385502877554,0.0010009017563700874,0.13503467474184397,9.156660060497622e-05,3.4796174817078194e-09,0.0002631620230926209,0.03093869810652111,6.657713428505406e-05,5.898023868167766e-05,0.00010375581142866555,2.1604942336842763e-12,9.21518916353514e-10,7.646064994402322e-12,3.0151815187188375e-06,0.0461952686107499,0.0002051139917068108,0.0007627832296065327,1.4761833077843112e-08,5.827700343005538e-11,7.736737283164458e-08,9.299509406876155e-09,0.0007316793304380783,7.103311624165085e-08,2.9989439717134414e-11,9.820594154525654e-06,0.0003858166528423953,1.5535145344283971e-10,1.9681189189990175e-08,4.565919492715912e-05,3.3934386479156076e-05,0.0023407283730290736,1.1289379272737483e-09,9.146326606284633e-10,2.6550975368175317e-11,5.0135824980783576e-17,2.249010528154029e-06,1.3019693908593324e-19,2.0974702259417176e-08,8.252509276907821e-08,3.305790205641741e-12,5.730823186270278e-08,5.250644506766329e-12,5.0102231864416107e-08,2.77638635618209e-20,5.041636368280657e-16,1.0320871798219413e-11,1.192673120200301e-12,7.620833482736053e-14,2.665632638287659e-13,1.0164934050841918e-16,9.799774341010426e-16
3.7237616548924114e-05,0.9397730785543876,3.76,0.0,0.30131679003717216,0.736788177802341,0.27391698578549767,1.616645613307303e-07,5.53668631973637e-06,0.06212108082003178,0.0018917378427514514,1.0329968620834005e-06,0.0046484817793310505,0.011893130619095226,0.3196015510067391,0.01065323805179586,0.001226215584279548,8.854287666854635e-06,9.593926016112664e-05,0.03793398040678394,0.0036852824256704314,0.0010062207739032227,0.13649035051894823,9.151269461992994e-05,3.483924958620381e-09,0.00026584737396916845,0.031325270103802295,6.774129187847805e-05,5.971506642628676e-05,0.0001052591359249422,2.1834728681566983e-12,9.227110624875597e-10,7.727130361665279e-12,3.046384236353047e-06,0.04672507249633239,0.0002086975213001034,0.000773693982152985,1.5027812036056138e-08,6.000311932139973e-11,7.785313825502375e-08,9.4323214067728e-09,0.0007371293226535382,7.209933036653746e-08,3.06619815429764e-11,9.875305619222545e-06,0.0003897089522385518,1.5960556370095203e-10,2.0085357938086142e-08,4.6212385863559736e-05,3.4233415426361363e-05,0.0023802176387274472,1.143571016074084e-09,9.351999532605082e-10,2.6867004401140132e-11,5.125855644302305e-17,2.2993130263536348e-06,1.3310857511538855e-19,2.142700854451231e-08,8.391751399977269e-08,3.340793339744239e-12,5.7149544595131304e-08,5.354231389653202e-12,5.129185499256609e-08,2.8385590936327515e-20,5.082748498655789e-16,1.0531316050291979e-11,1.2114421529224987e-12,7.777449732325407e-14,2.687534241342377e-13,1.0416990034007912e-16,9.816316342658285e-16
3.7320911569183956e-05,0.9401592630618089,3.76,0.0,0.29863866904031244,0.7342233346469983,0.2764860743282431,1.6916210649292995e-07,5.693568502298493e-06,0.0621190617844599,0.0018870292450783185,1.0289493086909052e-06,0.004701580257749091,0.012069345852238986,0.322107869717858,0.010597320047223647,0.0012388311405122786,8.829033220110329e-06,9.599619263709752e-05,0.03783764460046063,0.0036615861120836914,0.0010115121099142997,0.1379591676926919,9.144330378454408e-05,3.4880459220162984e-09,0.00026853497451242726,0.03171446681086178,6.892313425158038e-05,6.0460620915897624e-05,0.00010678956053957213,2.2067034896775116e-12,9.238172085126392e-10,7.809079588101364e-12,3.0779167293870507e-06,0.047260558900846024,0.00021232254149150767,0.0007846440376554437,1.5297431178560183e-08,6.177913667231102e-11,7.833533366991595e-08,9.567805804593631e-09,0.0007425159283892713,7.318177524998459e-08,3.135100489974108e-11,9.930102511073641e-06,0.0003935771381644005,1.6396537835129752e-10,2.0496977675862257e-08,4.6772859052520795e-05,3.453640584554734e-05,0.0024200625132026346,1.1581909429846392e-09,9.562734791378673e-10,2.7186611922165032e-11,5.240498695892139e-17,2.3505412749472283e-06,1.3608157321265568e-19,2.1887313561378646e-08,8.532248018940199e-08,3.3761772447619417e-12,5.697941210392024e-08,5.46007564515973e-12,5.250471800418855e-08,2.902044186525117e-20,5.123543408631774e-16,1.0746589943653162e-11,1.2304129029114272e-12,7.937672156636374e-14,2.709955896450133e-13,1.0675939549715707e-16,9.831943339090637e-16
3.74042065894438e-05,0.9405477662439067,3.76,0.0,0.29595157187978965,0.7316343225925904,0.2790786816752779,1.770450427911438e-07,5.855555227018233e-06,0.062113889801483926,0.0018821193180624614,1.0248169952160729e-06,0.004755547835940201,0.012248918428373872,0.32462179971618943,0.01054078798957091,0.0012516439015712174,8.802568970654802e-06,9.604269429361155e-05,0.037735551643515795,0.0036374492162201855,0.0010167745027530217,0.13944123800881927,9.135823274230349e-05,3.4919821836444494e-09,0.00027122390914460667,0.0321062466307632,7.012288878596571e-05,6.121706800364558e-05,0.00010834766582061464,2.230187964056578e-12,9.248353263008219e-10,7.891919043684433e-12,3.1097812617923544e-06,0.04780179177104412,0.0002159888838828748,0.0007956295731531666,1.557072022152083e-08,6.360645279249858e-11,7.881376548891684e-08,9.706040126447875e-09,0.0007478362751169697,7.428078717568192e-08,3.2056970742062745e-11,9.984982041608492e-06,0.0003974192059485529,1.6843307975989346e-10,2.091618152675398e-08,4.734069618838906e-05,3.484345350692873e-05,0.00246025605467126,1.1727902732998528e-09,9.778682779439953e-10,2.7509842577219142e-11,5.3575605196027685e-17,2.402705544006894e-06,1.3911719625521528e-19,2.2355696597490636e-08,8.673974680910402e-08,3.4119446365762565e-12,5.679774291892283e-08,5.568233483886696e-12,5.374109974406932e-08,2.9668686951179057e-20,5.164001828263612e-16,1.096682705803414e-11,1.2495852226231634e-12,8.101600513065537e-14,2.7329165331960775e-13,1.0942006811415245e-16,9.846640419742573e-16
3.748750160970364e-05,0.9409385818563812,3.76,0.0,0.29325560758553465,0.7290208937853861,0.2816950397464128,1.8533521337974993e-07,6.022835341756704e-06,0.06210549243247101,0.001877006651548753,1.0205990886310147e-06,0.004810403729555468,0.012431927981476817,0.32714310040094463,0.01048364838564297,0.0012646586677722478,8.774885452674014e-06,9.607850602102464e-05,0.03762765947457484,0.0036128714593314185,0.0010220066469265776,0.1409366743248184,9.125728874374854e-05,3.495735683424048e-09,0.00027391322238578294,0.032500565396053734,7.134077924938506e-05,6.198457367625958e-05,0.00010993404321750695,2.253928050376838e-12,9.257633431034337e-10,7.975654714997117e-12,3.1419799478323792e-06,0.048348835610328454,0.00021969635090376456,0.000806646630913222,1.584770907513288e-08,6.548650059741926e-11,7.928823340762206e-08,9.847104460626892e-09,0.0007530874569137531,7.539671003847284e-08,3.2780354152418626e-11,1.0039941234807571e-05,0.000401233115375628,1.7301087299290725e-10,2.1343105385319147e-08,4.7915977159898716e-05,3.5154655290512956e-05,0.002500790839956341,1.1873613424913666e-09,9.999999350116559e-10,2.783674153013767e-11,5.47709100276154e-17,2.455815894942181e-06,1.4221673341271714e-19,2.28322347151036e-08,8.816905236522764e-08,3.448098064367036e-12,5.660444923376637e-08,5.678762570816532e-12,5.500127416881075e-08,3.033060244960783e-20,5.204104123330943e-16,1.1192165311187043e-11,1.2689588246934022e-12,8.269337869916968e-14,2.756435572806654e-13,1.12154245077141e-16,9.860392571905741e-16
3.757079662996348e-05,0.9413317029353526,3.76,0.0,0.29055089021495234,0.726382798175924,0.28433538218203114,1.9405580001666957e-07,6.195605276819372e-06,0.062093795117546216,0.0018716898548431999,1.0162947491981195e-06,0.004866167620413019,0.012618456192456324,0.3296715220315671,0.010425907811250851,0.0012778803736599562,8.745973389400492e-06,9.610336297490228e-05,0.03751392735049147,0.0035878526844629415,0.0010272071958003783,0.14244559059695874,9.114028186517153e-05,3.499308487059651e-09,0.0002766019176132909,0.032897376257315494,7.257703795602203e-05,6.276330386785111e-05,0.00011154929510078189,2.277925388863242e-12,9.265991423850826e-10,8.060292160352753e-12,3.1745147347345475e-06,0.048901755455688894,0.00022344471527615826,0.0008176911175585423,1.6128427878823537e-08,6.742074918374893e-11,7.975853058173013e-08,9.99108153910227e-09,0.0007582665350494637,7.652989523913421e-08,3.352164491525509e-11,1.009497691771531e-05,0.00040501679096177173,1.7770098481429864e-10,2.1777888029491668e-08,4.8498779851560616e-05,3.547010905690348e-05,0.0025416589492760306,1.201896254789524e-09,1.0226846043523173e-09,2.8167354424319662e-11,5.599141045969702e-17,2.5098821587273474e-06,1.4538149993301774e-19,2.331700248515092e-08,8.961011785775896e-08,3.4846398910542997e-12,5.639944712828402e-08,5.791722048503252e-12,5.628550964821201e-08,3.100647022117141e-20,5.243830304197853e-16,1.1422747154896286e-11,1.2885333003614047e-12,8.44099068374768e-14,2.7805329337027886e-13,1.1496434189088636e-16,9.873184660390404e-16
3.765409165022332e-05,0.9417271217677488,3.76,0.0,0.287837539030455,0.7237197835848638,0.286999944273374,2.0323142639062858e-07,6.374069389161621e-06,0.062078721131363514,0.0018661675563147815,1.011903131104338e-06,0.004922859660915759,0.012808586844058221,0.33220680543436115,0.010367572908096628,0.0012913140996609499,8.715823704917583e-06,9.611699464765237e-05,0.03739431591610226,0.0035623928634867506,0.001032374758223299,0.14396810185923184,9.100702519251138e-05,3.502702783462976e-09,0.00027928895583364253,0.033296629605363025,7.383189339657653e-05,6.355342425250774e-05,0.00011319403475964539,2.3021814876765165e-12,9.273405643463656e-10,8.145836460587624e-12,3.207387381599181e-06,0.049460616853914424,0.00022723371858865413,0.0008287588032351996,1.6412907047925283e-08,6.941070436757786e-11,8.02244436461877e-08,1.0138056818689196e-08,0.0007633705388447659,7.768070169620665e-08,3.4281348344012965e-11,1.0150085712080372e-05,0.0004087681224305681,1.8250566249965565e-10,2.2220671276506463e-08,4.90891799468503e-05,3.57899135070693e-05,0.002582851948900578,1.2163868769938781e-09,1.0459390319909268e-09,2.8501727404162932e-11,5.723762567853437e-17,2.5649139104210983e-06,1.4861283732044335e-19,2.381007166779012e-08,9.106264617161167e-08,3.521572271635015e-12,5.618265679849281e-08,5.9071725595734895e-12,5.759406807863777e-08,3.169657776222335e-20,5.283160052647758e-16,1.1658719709790787e-11,1.308308188223668e-12,8.61666878458994e-14,2.805229032698807e-13,1.1785286621944572e-16,9.885001177858378e-16
3.772905716845718e-05,0.9420849563065842,3.76,0.0,0.285388243962451,0.7213015546379996,0.28941895369888687,2.1190013193750926e-07,6.539731129651116e-06,0.062062202297736575,0.0018610206656656776,1.007875348117972e-06,0.0049746931109304815,0.012982855495719599,0.3344942052698826,0.010314568884122174,0.0013035900482232991,8.687623489846044e-06,9.611943737886844e-05,0.037281607464305304,0.0035391020166929106,0.0010369961745594425,0.14535008163709146,9.08730487086283e-05,3.5056069362788042e-09,0.00028170497959834377,0.03365800264034732,7.497735224479701e-05,6.427440771947992e-05,0.00011470002814398848,2.3242343549632107e-12,9.279253295603276e-10,8.223605505409324e-12,3.2372629389399283e-06,0.04996872670413666,0.00023067832836327285,0.0008387359490673047,1.667217874897253e-08,7.125056782476924e-11,8.06398347252854e-08,1.0272970948635142e-08,0.0007678974733432595,7.873179628230412e-08,3.498125425984014e-11,1.0199743172074012e-05,0.00041211489470698774,1.8692969883181964e-10,2.262613626345098e-08,4.962709635162559e-05,3.6081539478558325e-05,0.002620196031164445,1.2293836569003128e-09,1.067369497379461e-09,2.880591648094781e-11,5.838164344871878e-17,2.6152756665845343e-06,1.5157909058394826e-19,2.426098866852516e-08,9.237946171237611e-08,3.5551469514772776e-12,5.5977404097902684e-08,6.013259224553211e-12,5.8792777920199065e-08,3.2330092069613215e-20,5.318200771965928e-16,1.1875829557324928e-11,1.3262763909323795e-12,8.778314509973596e-14,2.8279847354285046e-13,1.2052174325722476e-16,9.894789190716977e-16
3.780402268669104e-05,0.9424446384287677,3.76,0.0,0.28293215112548,0.7188627486897213,0.29185794659718123,2.209787679640611e-07,6.710338105420774e-06,0.06204282535445472,0.001855705254287022,1.0037755562060586e-06,0.00502731046003199,0.013160175868423147,0.3367867424911246,0.010261093810552591,0.0013160458778624386,8.658407317362336e-06,9.611235867936391e-05,0.03716407949666974,0.003515454187288037,0.001041588632259916,0.14674325272599958,9.072562954437888e-05,3.508370140639948e-09,0.00028411796445898714,0.03402127131624537,7.613823060578608e-05,6.500487087304172e-05,0.00011623087453166257,2.3464988293166706e-12,9.284302247138705e-10,8.30211581446984e-12,3.267414441626498e-06,0.050481751140633545,0.00023415538623700077,0.0008487250719749663,1.693454374012243e-08,7.313795428197217e-11,8.105133028473768e-08,1.0410451492131436e-08,0.0007723589571427299,7.979773268472393e-08,3.569688664962392e-11,1.0249454169035277e-05,0.00041543214459978606,1.9145003314208397e-10,2.303830655293496e-08,5.017127738608567e-05,3.63768428138348e-05,0.0026577891070141005,1.242331522092643e-09,1.0892886245771476e-09,2.911322327034751e-11,5.954731325968048e-17,2.6664335626526253e-06,1.5460139274557054e-19,2.4718733713895298e-08,9.37050630053003e-08,3.5890408156339667e-12,5.576248989114606e-08,6.121460408390557e-12,6.001157708726463e-08,3.297559637265718e-20,5.352888268896475e-16,1.20975431660387e-11,1.3444057993583376e-12,8.943398115225098e-14,2.851257990873634e-13,1.232582210480474e-16,9.903763232751105e-16
3.78789882049249e-05,0.9428061608437814,3.76,0.0,0.28046935901557035,0.7164031777651482,0.2943170976058672,2.304886560364216e-07,6.886057034402104e-06,0.06202052970182767,0.0018502203691818152,9.996031290887e-07,0.0050807274258909746,0.013340613605591837,0.3390842073635654,0.0102071526496212,0.0013286856052800453,8.628169055975869e-06,9.609554958178975e-05,0.03704170650772127,0.0034914496538279607,0.0010461510224056875,0.14814770114383366,9.056463863932026e-05,3.5109942399781326e-09,0.00028652705976452657,0.034386393316785356,7.73146962360429e-05,6.574493290680763e-05,0.00011778704340078728,2.3689756930544372e-12,9.288535842617516e-10,8.381369948567096e-12,3.2978427254899906e-06,0.05099973889277617,0.000237664635261251,0.0008587228028764045,1.7200024857211027e-08,7.507404012263259e-11,8.145876032198138e-08,1.0550566796438842e-08,0.0007767527614990533,8.087878761568482e-08,3.642864765357688e-11,1.0299215775355566e-05,0.0004187182632818771,1.96068340571654e-10,2.345729204716564e-08,5.0721772477707103e-05,3.6675896549576275e-05,0.00269562389478787,1.2552240466633821e-09,1.1117099529545513e-09,2.9423682366482144e-11,6.073503548240619e-17,2.7183939417594193e-06,1.5768077802788897e-19,2.5183352367358806e-08,9.503919349989232e-08,3.6232549380618515e-12,5.5537865498359164e-08,6.231823561808381e-12,6.125064053378541e-08,3.3633312344252123e-20,5.387207031559707e-16,1.232397819315815e-11,1.3626958733176e-12,9.1120073129996e-14,2.8750647550766715e-13,1.2606433433932737e-16,9.911911490147406e-16
3.795395372315876e-05,0.9431695157011242,3.76,0.0,0.27799997001668725,0.7139226526929728,0.2967965822300938,2.4045232380792223e-07,7.0670606688200385e-06,0.061995253215628064,0.001844565073267366,9.95357438438341e-07,0.005134960063258626,0.01352423585710111,0.34138638319552644,0.010152750397094668,0.001341513354368994,8.596902744497301e-06,9.606879746997873e-05,0.036914464096512764,0.0034670887995822235,0.001050682201150998,0.1495635135538712,9.038994951207964e-05,3.51348115624452e-09,0.0002889313837667271,0.03475332425900829,7.850691611362667e-05,6.649471215084931e-05,0.00011936901121289442,2.3916656211688855e-12,9.291937116653212e-10,8.46137009112791e-12,3.328548481541338e-06,0.05152273894809607,0.00024120579526508738,0.0008687256822621063,1.746864512356885e-08,7.706002717497566e-11,8.18619492713148e-08,1.0693387260963517e-08,0.0007810766389654077,8.19752423714586e-08,3.71769502648079e-11,1.0349024905716018e-05,0.00042197162043731485,2.0078630560006863e-10,2.3883204584379824e-08,5.12786288699335e-05,3.697877382527567e-05,0.0027336927320768447,1.2680546480851137e-09,1.1346474761347675e-09,2.973732864713565e-11,6.194521831929555e-17,2.771162909909808e-06,1.6081830103734865e-19,2.5654887940440052e-08,9.638158322848092e-08,3.6577902292313544e-12,5.5303485534423515e-08,6.344397220178865e-12,6.251013769271165e-08,3.4303466053203047e-20,5.421141269687877e-16,1.255525579198545e-11,1.3811458650452825e-12,9.284232649159643e-14,2.89942134555432e-13,1.2894218794971117e-16,9.919222376490834e-16
3.8028919241392616e-05,0.943534694553708,3.76,0.0,0.27552409051889687,0.7114209831627054,0.2992965767826351,2.508935662572604e-07,7.253528005267309e-06,0.061966932222385605,0.0018387384467706178,9.910378543954638e-07,0.005190024769979904,0.013711111311910312,0.34369304614568635,0.01009789208020219,0.0013545333606435174,8.564602600712291e-06,9.603188609848703e-05,0.03678232901571772,0.0034423721176679873,0.0010551809877934206,0.1509907772435144,9.020143841614169e-05,3.5158328886786543e-09,0.0002913300228386176,0.03512201763328471,7.971505576727088e-05,6.725432586769946e-05,0.0001209772613552865,2.4145691777152565e-12,9.29448878331328e-10,8.54211803838174e-12,3.35953225479119e-06,0.05205080053123917,0.00024477856236074583,0.0008787301602026128,1.774042772342249e-08,7.909714284329215e-11,8.226071540354282e-08,1.0838985407166243e-08,0.0007853283238521882,8.308738242420722e-08,3.794221827296392e-11,1.0398878305476025e-05,0.0004251905646041109,2.0560562085970614e-10,2.4316157831059866e-08,5.184189137242437e-05,3.728554774826916e-05,0.0027719875645172737,1.2808165923245002e-09,1.1581156589611704e-09,3.005419721613961e-11,6.317827787760644e-17,2.8247463180344657e-06,1.640150368209006e-19,2.613338144542782e-08,9.773194841265314e-08,3.692647432307214e-12,5.50593080540375e-08,6.459231027654376e-12,6.379023230663866e-08,3.4986287989477124e-20,5.454674856155203e-16,1.279150072841586e-11,1.3997547096961494e-12,9.460167741422473e-14,2.9243444544579204e-13,1.3189396106935207e-16,9.925684840485317e-16
3.8103884759626475e-05,0.9439016883567242,3.76,0.0,0.27304183103792873,0.708897977782937,0.30181725831865697,2.6183752157744674e-07,7.445644537262939e-06,0.06193550147837692,0.001832739588617193,9.866437463675868e-07,0.00524593830088907,0.013901310225883387,0.3460039650292587,0.010042582754420762,0.0013677499645480939,8.531263046648584e-06,9.59845956270112e-05,0.036645279224495,0.003417300216801102,0.00105964617067926,0.15242958010926191,8.999898451324647e-05,3.518051496083793e-09,0.0002937220307592407,0.03549242471848514,8.093928639467133e-05,6.802389012370884e-05,0.00012261228395130162,2.4376867756140116e-12,9.296173334614467e-10,8.623615020296367e-12,3.390794363194367e-06,0.05258397307953206,0.00024838260855569364,0.0008887325965853861,1.801539628107458e-08,8.118664081503671e-11,8.265487353368072e-08,1.0987435870661223e-08,0.000789505532868631,8.42154975415392e-08,3.872488848588751e-11,1.0448772550082977e-05,0.000428373423537329,2.1052798717039275e-10,2.4756268232747322e-08,5.24116022282576e-05,3.759629125405153e-05,0.0028104999376506045,1.2935029760031813e-09,1.182129455862985e-09,3.0374323438616696e-11,6.443463577710243e-17,2.8791497423257624e-06,1.672720739127835e-19,2.6618870523215623e-08,9.908999116017782e-08,3.727827043198515e-12,5.4805294789828605e-08,6.576375656579303e-12,6.509107996633975e-08,3.56820115009172e-20,5.487791613115723e-16,1.303284153515157e-11,1.4185216189443469e-12,9.639908308131629e-14,2.9498510918174614e-13,1.3492190828174637e-16,9.931286587702872e-16
3.8178850277860333e-05,0.9442704874256517,3.76,0.0,0.27055330633753105,0.706353444149632,0.30435880456773434,2.7331077504876857e-07,7.643602480514293e-06,0.06190089414695275,0.0018265676173751313,9.821744835387258e-07,0.005302717766611744,0.014094904459425416,0.3483189011134161,0.00998682750133969,0.0013811676245622183,8.49687871901178e-06,9.592670276372149e-05,0.036503293940513964,0.0033918738266628503,0.0010640765014648466,0.1538800106309044,8.978247004366877e-05,3.5201391041010845e-09,0.0002961064279089176,0.03586449453347115,8.217977327320254e-05,6.880351954521399e-05,0.00012427457567831454,2.4610186854314984e-12,9.296972984408461e-10,8.705861758177563e-12,3.422334923618237e-06,0.05312230621887696,0.00025201758079471353,0.0008987292613514713,1.829357474681313e-08,8.332980103114208e-11,8.304423356408369e-08,1.1138815503556382e-08,0.0007936059657527489,8.535988198650588e-08,3.952541041340484e-11,1.0498704041482122e-05,0.00043151850470856984,2.1555511160152055e-10,2.5203654584701487e-08,5.298780093036594e-05,3.791107695075949e-05,0.002849220984760869,1.3061067265577715e-09,1.2067043291165895e-09,3.069774300020211e-11,6.571472182259416e-17,2.934378463349741e-06,1.705905225049757e-19,2.7111389740909786e-08,1.0045539904816969e-07,3.763329336547374e-12,5.4541411281129203e-08,6.6958829078786885e-12,6.641282850472679e-08,3.6390874579301054e-20,5.520475199280856e-16,1.3279410597461396e-11,1.4374458169263243e-12,9.823552802107866e-14,2.9759586289714984e-13,1.3802835817825336e-16,9.936014868091083e-16
3.824631924427081e-05,0.9446039415692766,3.76,0.0,0.26830837571945765,0.7040447974471371,0.3066641828983864,2.841124449721901e-07,7.826923495150239e-06,0.06186697502583602,0.0018208641189125256,9.78087368559648e-07,0.005354574094995987,0.014272102977302241,0.35040557473865785,0.009936270725691171,0.0013934192044143825,8.465035275620235e-06,9.586534681042987e-05,0.03637127121968722,0.003368687692253976,0.0010680329357823602,0.15519541331929057,8.95754905110962e-05,3.521907768153902e-09,0.00029824504090165434,0.036200734992648434,8.331024552849483e-05,6.95138851108669e-05,0.00012579436922039366,2.4822007723439753e-12,9.296921070953519e-10,8.780525162045175e-12,3.4509594976809904e-06,0.05361125949581385,0.0002553151849260876,0.0009077181698567889,1.8546699648225176e-08,8.530560542646235e-11,8.339039123798947e-08,1.1277627048389525e-08,0.0007972287975089146,8.640398407278641e-08,4.0261523259648206e-11,1.0543671107651304e-05,0.00043431536295574093,2.2017050561611142e-10,2.561262241622168e-08,5.351195703032932e-05,3.8197899766887726e-05,0.0028842406722275255,1.3173734974548106e-09,1.2293146395756706e-09,3.0991665984439834e-11,6.688744952731517e-17,2.9847940505987125e-06,1.7363057024997269e-19,2.7560694655272413e-08,1.0169029305231798e-07,3.7955573939342354e-12,5.429545171503239e-08,6.8055032674562315e-12,6.76203900084985e-08,3.704028666746522e-20,5.549506095100735e-16,1.3505905515777328e-11,1.4546107575743703e-12,9.992255462967351e-14,2.9999838850422595e-13,1.4089327882784217e-16,9.939514683385969e-16
3.8313788210681285e-05,0.9449388416254068,3.76,0.0,0.26605855668211187,0.7017184147206937,0.30898673644926494,2.953871687888053e-07,8.015287462986973e-06,0.06183037641445003,0.0018150190888860218,9.739384087876181e-07,0.005407158980311374,0.014452165943332228,0.3524951175519258,0.00988536062143699,0.0014058407666514235,8.43233779241368e-06,9.579505163923916e-05,0.03623522171809719,0.0033452158297835833,0.0010719591317046343,0.15652037179286007,8.935694803418084e-05,3.523573752860504e-09,0.0003003759051239229,0.036538238581265994,8.445414086802412e-05,7.023257597065819e-05,0.00012733702983412664,2.503556577521726e-12,9.296124266806342e-10,8.855795984502242e-12,3.479809434178e-06,0.05410446956392265,0.0002586372384001493,0.0009166964645762084,1.880246175022886e-08,8.73269045896052e-11,8.373235356966037e-08,1.1418934743315947e-08,0.0008007858648736539,8.746172440306943e-08,4.1012812697889895e-11,1.0588662386930417e-05,0.00043707897276871316,2.2487338920624426e-10,2.6027670268031543e-08,5.404142207061151e-05,3.848810728932616e-05,0.0029194147911882416,1.3285621362919611e-09,1.252404402052314e-09,3.128831174498631e-11,6.808007643666372e-17,3.0358855387569e-06,1.7672211599783402e-19,2.8015741365913556e-08,1.0293063858399103e-07,3.828046819123451e-12,5.404145303422509e-08,6.917119680768973e-12,6.884509370063316e-08,3.770071811275299e-20,5.5781599912687e-16,1.3736847966375874e-11,1.4719006567585277e-12,1.016428011795691e-13,3.0245234999398995e-13,1.4382556596408887e-16,9.942290193688022e-16
3.838125717709176e-05,0.9452751791397559,3.76,0.0,0.26380394221854797,0.699374153906938,0.3113265958778022,3.0715765201149795e-07,8.208849450862754e-06,0.06179104619889834,0.0018090319301298577,9.697271468566578e-07,0.005460485670410597,0.014635149202094746,0.354587339011676,0.009834100938029174,0.001418435813603386,8.398782857010305e-06,9.571564751074092e-05,0.03609513312441798,0.0033214590462728225,0.0010758540982430452,0.15785495165658692,8.912676390700462e-05,3.52513871537118e-09,0.0003024982339269485,0.03687696315023161,8.561157860626018e-05,7.095967178634145e-05,0.00012890293275729558,2.5250859424690413e-12,9.294569133499605e-10,8.931673430112247e-12,3.508884290708074e-06,0.05460197287948517,0.00026198342926780465,0.0009256612414415401,1.906087950871747e-08,8.939468741885726e-11,8.406997300631473e-08,1.156279942504828e-08,0.0008042754585419806,8.853332568826165e-08,4.177963488541816e-11,1.0633674863243659e-05,0.0004398080600804866,2.2966501561515516e-10,2.644889060714584e-08,5.457621805431234e-05,3.878175107478555e-05,0.002954735976363947,1.3396671239523012e-09,1.2759860235541762e-09,3.1587706848211064e-11,6.929293027312624e-17,3.0876560770659385e-06,1.7986600534343272e-19,2.847654700595854e-08,1.0417617609722466e-07,3.860797236540793e-12,5.377939878401849e-08,7.030772196812111e-12,7.008702740469637e-08,3.837235012188684e-20,5.60642489533376e-16,1.397234299736075e-11,1.489315468459737e-12,1.0339703607716858e-13,3.0495908389886675e-13,1.4682708189000462e-16,9.944329476904282e-16
