Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202)
0.0003925626986151175,0.80089567039785,3.76,0.0,2.3005789393041232e-11,0.0718637991344145,0.9344549820331757,2.2205198270472185e-12,1.0042559601447693e-12,2.0991839124247412e-11,6.89711318642843e-05,1.215313039391844e-16,0.04284193493733934,0.11514111267377297,0.15166861825516464,7.159983225234565e-09,0.022179712564799853,2.2265077910236984e-13,9.336652372335742e-16,5.923832189899623e-13,1.348561443113038e-16,1.596029523381351e-06,0.3085260849439414,1.1072373043320016e-05,5.82562580446585e-18,2.019205452873633e-13,6.252752766455671e-11,2.2559958649219314e-13,3.6692798332938e-13,1.0300887857513172e-12,3.724361782954586e-16,1.5851354689212122e-19,3.410393019824929e-16,1.0910160677878374e-08,0.2740524047425229,1.1714703411283723e-12,1.9623292959409732e-12,2.0360691860150273e-16,3.141230255963275e-18,6.21590033217659e-17,2.638640667030266e-07,1.0161575407924017e-19,6.176310322450573e-23,2.268542528710653e-09,2.5800016729153497e-08,4.6917056990347334e-20,7.071525655122356e-18,5.193689210137403e-16,3.284398093448525e-12,9.09601346735623e-14,3.7417042436621e-19,2.723427981563988e-26,8.598676025966022e-07,1.9906110437948323e-12,1.7070427737939825e-17,3.047067312333286e-20
0.00039276757045199784,0.800839396207271,3.76,0.0,2.1350571542152965e-11,0.07161439181241049,0.9344664989894214,2.042047049804453e-12,9.23851999099516e-13,2.0120692364631666e-11,6.874099843478908e-05,1.1607402948705616e-16,0.042783835064603745,0.11502918731173485,0.1517422477496716,7.1479336058815255e-09,0.022115091146740408,2.2206720750539962e-13,8.289744124201433e-16,5.260829712958684e-13,1.1978437354561802e-16,1.5928725116001393e-06,0.30791557226300825,1.1053081080232632e-05,5.169423633031523e-18,1.793358784166364e-13,5.555156950976104e-11,2.0010195155949732e-13,3.3833626382042165e-13,9.493177654885565e-13,3.716391005307476e-16,1.405954200832891e-19,3.404545691246875e-16,1.0924590068679063e-08,0.27466291829559064,1.0391135736391122e-12,1.7412443348464541e-12,1.8044418422180313e-16,2.7837660176265232e-18,5.556254342852349e-17,2.642206304856884e-07,8.020597678656905e-20,4.9844180090206007e-23,2.2708117391710168e-09,2.5799683004766348e-08,3.70665754645696e-20,6.270649992908797e-18,4.60285761324108e-16,3.2704688684015415e-12,8.076130492876648e-14,2.952263492086128e-19,4.4676440563676486e-26,8.618094141055393e-07,1.994829806586263e-12,1.7070312756414614e-17,2.4045247596165336e-20
0.00039297244228887816,0.800783313369415,3.76,0.0,1.9891319991455542e-11,0.0713664203348328,0.9344791144072478,1.8840075090360204e-12,8.527236016799374e-13,1.9350353747794205e-11,6.851210643054161e-05,1.1123533308508772e-16,0.04272580783776681,0.11491664833333622,0.15181504860689987,7.135980486895228e-09,0.022050661004340836,2.214906694418423e-13,7.362574698166238e-16,4.673535483043751e-13,1.0643077575085248e-16,1.5897310555850307e-06,0.3073092962158399,1.1033853447645475e-05,4.588530524049058e-18,1.5932861985992681e-13,4.9370019411732204e-11,1.7753951292433885e-13,3.1305048406632824e-13,8.778418442490536e-13,3.708424670129709e-16,1.2473936813610527e-19,3.3986836450957843e-16,1.0938746374645844e-08,0.2752691952340844,9.220363459614095e-13,1.5456323486876399e-12,1.599693225262961e-16,2.467775326431667e-18,4.972496056099096e-17,2.6457055956577646e-07,6.332040837668901e-20,3.932052522812517e-23,2.2730235021707068e-09,2.5799424333629864e-08,2.928996377295738e-20,5.562401831399772e-18,4.0806031493104095e-16,3.257619068586484e-12,7.172878196650072e-14,2.329850468446992e-19,3.367422351524531e-26,8.637212334902431e-07,1.999019155226923e-12,1.7070269742989373e-17,1.8978226187754453e-20
0.0003931773141257585,0.8007274213348122,3.76,0.0,1.860441217192954e-11,0.07111987324400088,0.9344928149800937,1.7440255527239347e-12,7.897759544507844e-13,1.866889177235089e-11,6.828444683700686e-05,1.0694035157528211e-16,0.04266785444247108,0.11480350834890622,0.15188702723996073,7.124118776442026e-09,0.0219864228044682,2.2092047232474975e-13,6.541187390483909e-16,4.1531371476567905e-13,9.459573841756779e-17,1.5866050753166479e-06,0.3067072224154923,1.1014689926159326e-05,4.0741326199716344e-18,1.4159892781979475e-13,4.389055722204834e-11,1.5763819203250273e-13,2.90678799853018e-13,8.145706975913171e-13,3.700463011753669e-16,1.1070159764874721e-19,3.392807219046799e-16,1.0952632186547129e-08,0.27587126994483707,8.184405869718655e-13,1.3725004540643123e-12,1.418639383939899e-16,2.1883453208809985e-18,4.4556267767428294e-17,2.6491391650110413e-07,5.000142352162164e-20,2.958401658627793e-23,2.2751785333945183e-09,2.579923080266121e-08,2.3149312701227046e-20,4.935824155916547e-18,3.6188033776545624e-16,3.2457220124819183e-12,6.372665761874814e-14,1.8390304784856562e-19,-5.470361392498598e-28,8.656034395939405e-07,2.003179331168432e-12,1.7070293986038574e-17,1.4981721873753976e-20
0.0003933821859626388,0.800671719550575,3.76,0.0,1.7469126590816488e-11,0.07087473921446961,0.9345075874961701,1.620006028123518e-12,7.34049792898125e-13,1.806581344029374e-11,6.805801073665265e-05,1.0312347691585448e-16,0.04260997602227445,0.11468977978400009,0.1519581900805658,7.112343971010427e-09,0.02192237717091612,2.2035600834371527e-13,5.813282030031037e-16,3.691867006737743e-13,8.410326145167322e-17,1.583494490705019e-06,0.3061093167492226,1.0995590289157473e-05,3.618665183938673e-18,1.258824570662468e-13,3.903197544447919e-11,1.3996118647332933e-13,2.708766359783835e-13,7.58543977652831e-13,3.692506272809991e-16,9.828447229627594e-20,3.386916797405437e-16,1.0966250080597907e-08,0.2764691765404561,7.267438230385606e-13,1.219213983232975e-12,1.258577478055573e-16,1.9413615370908337e-18,3.998208171720795e-17,2.6525076345643375e-07,3.948943196439503e-20,2.4703332836252707e-23,2.2772775393535497e-09,2.5799093493871826e-08,1.8299578987801765e-20,4.381475163531843e-18,3.210511201309936e-16,3.2346663244737882e-12,5.663514455158056e-14,1.4519013150900398e-19,2.798100860782477e-26,8.674564051103224e-07,2.0073105738742203e-12,1.7070380931077355e-17,1.1828982617175826e-20
0.0003935870577995191,0.800616207460538,3.76,0.0,1.6467280366295737e-11,0.07063100704932851,0.9345234188410223,1.5101016381012667e-12,6.847005043761117e-13,1.753188785485996e-11,6.783278930581542e-05,9.9727169893847e-17,0.042552173680547346,0.11457547488337409,0.1520285435735335,7.1006520832846156e-09,0.021858524686160702,2.1979674543033966e-13,5.168014827938422e-16,3.2828760853490195e-13,7.479811763890702e-17,1.5803992215937925e-06,0.30551554537730496,1.0976554303447761e-05,3.215075656689769e-18,1.1194617115045832e-13,3.47225093526504e-11,1.2426389400820777e-13,2.5334082538741293e-13,7.089165924641385e-13,3.6845546821971784e-16,8.728541673568478e-20,3.38101268343078e-16,1.097960261341832e-08,0.2770629488605131,6.455518389556801e-13,1.0834529687421112e-12,1.11694571576401e-16,1.7228062962674604e-18,3.593010863294957e-17,2.655811621943932e-07,3.119416491563233e-20,1.988956221516096e-23,2.2793212175425833e-09,2.5799004382582243e-08,1.4468841075754542e-20,3.8907656172376504e-18,2.849245408008012e-16,3.2243540517484122e-12,5.03486347661373e-14,1.1465032298652395e-19,2.7161316268035137e-26,8.692804967229254e-07,2.011413120801237e-12,1.7070526176518137e-17,9.34145161473964e-21
0.00039379192963639943,0.8005608845053931,3.76,0.0,1.5582912530074016e-11,0.0703886656767336,0.9345402959997989,1.4126829284401055e-12,6.409784289679546e-13,1.7058991556437854e-11,6.760877381178987e-05,9.670095911634567e-17,0.04249444848224725,0.11446060571476602,0.15209809417174358,7.089039577937979e-09,0.021794865893015745,2.1924221780798929e-13,4.59582301793734e-16,2.920123547174335e-13,6.654335793474749e-17,1.5773191877591238e-06,0.30492587473179583,1.0957581729856543e-05,2.857282732069925e-18,9.958450257170793e-14,3.089871586842689e-11,1.1047121068049757e-13,2.3780471344358074e-13,6.649436576927274e-13,3.67660846956767e-16,7.753298272717489e-20,3.375095218773544e-16,1.0992692326556502e-08,0.2776526204727797,5.736377129139708e-13,9.631738167366357e-13,9.915503840159278e-17,1.529281669871395e-18,3.2337274669950276e-17,2.6590517408277486e-07,2.4649391116493548e-20,1.363888989693487e-23,2.2813102566127605e-09,2.5798956246162042e-08,1.1442280195239856e-20,3.4561577704790482e-18,2.529422611962634e-16,3.214699017160139e-12,4.477399580935229e-14,9.055389653921028e-20,-1.8464806002431595e-26,8.710760752408522e-07,2.015487207439878e-12,1.7070725469530604e-17,7.378456321935591e-21
0.00039399680147327975,0.8005057501228238,3.76,0.0,1.480200737187175e-11,0.07014770414665507,0.9345582060592581,1.326311117630361e-12,6.022283036390773e-13,1.663997311525834e-11,6.738595561012223e-05,9.400057314657617e-17,0.04243680145557974,0.11434518417249463,0.1521668483315057,7.077503315660444e-09,0.021731401296194486,2.1869201608270455e-13,4.0882710033933084e-16,2.5982795888472484e-13,5.921812013499172e-17,1.5742543089293702e-06,0.3043402715152574,1.093867232377827e-05,2.540263588382155e-18,8.861599844247447e-14,2.7504910772946076e-11,9.820473849177655e-14,2.2403361073887731e-13,6.259676869078934e-13,3.668667876593082e-16,6.890382704072806e-20,3.3691648185276384e-16,1.1005521748103358e-08,0.2782382246745084,5.09921119273265e-13,8.565756968062982e-13,8.806246931155308e-17,1.3581463660088725e-18,2.91556188061577e-17,2.6622286009934776e-07,1.9479144700678533e-20,1.2285128725901137e-23,2.2832453365361616e-09,2.57989425822192e-08,9.050724384454368e-21,3.0713225814503474e-18,2.246460253745329e-16,3.205625380099127e-12,3.9829067208689135e-14,7.153793735352528e-20,1.8388114193847471e-26,8.728434957307795e-07,2.01953306733475e-12,1.7070974702001904e-17,5.82916539854435e-21
0.00039420167331016007,0.8004508037476326,3.76,0.0,1.4112252902882361e-11,0.06990811162782336,0.9345771362095225,1.2497165584538346e-12,5.678766570259286e-13,1.626853472228189e-11,6.716432614209346e-05,9.15871432206989e-17,0.04237923359355531,0.1142292219808912,0.15223481250831006,7.066040505520196e-09,0.021668131363783438,2.1814578170104148e-13,3.63791482145007e-16,2.3126402320095675e-13,5.271570546824743e-17,1.571204504798503e-06,0.30375870269943855,1.0919825835683995e-05,2.2590914277525073e-18,7.888058363487916e-14,2.4491843246529625e-11,8.721007585915656e-14,2.118207493524542e-13,5.914103264303247e-13,3.6607331278539636e-16,6.125390144311253e-20,3.3632217878503155e-16,1.1018093385500991e-08,0.27881979449375277,4.5344803663760154e-13,7.620712912607985e-13,7.823778947029798e-17,1.206563973185732e-18,2.6334866451980957e-17,2.6653428081908325e-07,1.5396612604928263e-20,1.0717911814010414e-23,2.285127128742979e-09,2.579895753527474e-08,7.16085682162124e-21,2.7303589951692967e-18,1.9958503041549031e-16,3.197066372514705e-12,3.544134266069448e-14,5.652885084087937e-20,3.085585970027397e-26,8.745831076455736e-07,2.023550932053727e-12,1.707126990659666e-17,4.60619382789672e-21
0.0003944065451470404,0.8003960448118689,3.76,0.0,1.350282995799158e-11,0.0696698774048594,0.9345970737456125,1.1817786910897761e-12,5.374071121525995e-13,1.59391283726934e-11,6.694387693237708e-05,8.942653096978999e-17,0.04232174585544934,0.11411273069757547,0.15230199315293044,7.054648661702361e-09,0.021605056528635223,2.1760320134739655e-13,3.238183495632413e-16,2.0590525351477225e-13,4.6941889748800326e-17,1.5681696950185741e-06,0.30318113552391973,1.0901042011591945e-05,2.00949162729777e-18,7.023694336402099e-14,2.1815676138938164e-11,7.76248577852571e-14,2.009841182772167e-13,5.607617289547584e-13,3.6528044441531544e-16,5.445675822661998e-20,3.3572664559270807e-16,1.1030409730487037e-08,0.2793973626907251,4.0337847052235716e-13,6.782609968618228e-13,6.952615004928763e-17,1.0721087322509214e-18,2.3829069178867863e-17,2.66839496420892e-07,1.2176678943676865e-20,5.617351400965829e-24,2.2869562962762035e-09,2.5798995831041505e-08,5.666791842382241e-21,2.4280023319639305e-18,1.7736764203676775e-16,3.1889631920162494e-12,3.1546819047238544e-14,4.4679577970665544e-20,-3.212601783264243e-26,8.762952549495057e-07,2.027541031231468e-12,1.707160725291385e-17,3.640578125286299e-21
0.0003946114169839207,0.8003414727449489,3.76,0.0,1.2964227899258863e-11,0.06943299087557382,0.9346180060687692,1.1215064974474815e-12,5.103679330906516e-13,1.5646864896591068e-11,6.672459958685599e-05,8.748876581422085e-17,0.04226433916817069,0.11399572171658703,0.1523683967078524,7.043325565232957e-09,0.021542177189687473,2.170639991558815e-13,2.88327524088805e-16,1.8338488956646167e-13,4.18134392579697e-17,1.5651497992220867e-06,0.3026075374947225,1.0882320593503139e-05,1.788226444504642e-18,6.2560135129082e-14,1.9438108399873512e-11,6.914796353292866e-14,1.9136343723173915e-13,5.335697518208142e-13,3.644882063858464e-16,4.8443057778634783e-20,3.351299266126549e-16,1.1042473262949622e-08,0.27997096175918845,3.589736186794757e-13,6.03910216981274e-13,6.181687227118006e-17,9.531939930041902e-19,2.1608918229393716e-17,2.6713856669678194e-07,9.629071230756449e-21,5.97442812342124e-24,2.288733493945285e-09,2.579905271750916e-08,4.4853613212838e-21,2.1600610506061377e-18,1.577010863357317e-16,3.1812640380047692e-12,2.808898246389534e-14,3.532234539077618e-20,1.0187557245269816e-26,8.779802762398969e-07,2.031503592603644e-12,1.7071983043736418e-17,2.878019800312315e-21
0.000394816288820801,0.8002870869737775,3.76,0.0,1.2488083431723671e-11,0.06919744154842265,0.9346399206875857,1.0680246692011396e-12,4.863735046557227e-13,1.538743441338052e-11,6.650648579058653e-05,8.574751099391211e-17,0.042207014427548505,0.11387820627138263,0.15243402960400063,7.032069233301887e-09,0.02147949371321102,2.1652793317258926e-13,2.568065579159659e-16,1.633789321281964e-13,3.725680629650091e-17,1.562144737050918e-06,0.3020378763828882,1.0863661319804764e-05,1.5918264030283931e-18,5.573987404613866e-14,1.7325408702698643e-11,6.136985917853193e-14,1.828172509539424e-13,5.094371316506855e-13,3.6369662060634575e-16,4.311011488725754e-20,3.345320522070322e-16,1.1054286441063876e-08,0.28054062392787943,3.1957832804844544e-13,5.379296711244604e-13,5.4983663359911865e-17,8.477930861673261e-19,1.9639835348648314e-17,2.6743155103510064e-07,7.614788023289935e-21,6.684100793059498e-24,2.290459368446361e-09,2.579912391210367e-08,3.551465737800777e-21,1.922487410608817e-18,1.4026944249200197e-16,3.173923263298634e-12,2.5017914167698118e-14,2.793231149913211e-20,4.2179110744738855e-26,8.796385048656243e-07,2.0354388419597186e-12,1.707239371137442e-17,2.2757543915176386e-21
0.00039502116065768134,0.8002328869228625,3.76,0.0,1.2067039583866728e-11,0.06896321904010698,0.9346628052189654,1.0205610016992715e-12,4.650670749729788e-13,1.5157036376080048e-11,6.62895273058985e-05,8.417960217333071e-17,0.042149772499542416,0.1137601954377092,0.15249889825774215,7.020877890309231e-09,0.021417006433992494,2.159947927791082e-13,2.288026605839765e-16,1.4560106781129646e-13,3.320698199290101e-17,1.5591544281366145e-06,0.3014721202230274,1.084506392564366e-05,1.4171734562789138e-18,4.967879614068907e-14,1.5447062860711625e-11,5.464944606789626e-14,1.7522092656880065e-13,4.880152077052472e-13,3.6290570795717955e-16,3.8356354408284536e-20,3.3393305243795617e-16,1.1065851706132655e-08,0.2811063811619602,2.84614758608254e-13,4.793579856504189e-13,4.8911815942226086e-17,7.540621089676171e-19,1.7885988692336028e-17,2.677185084254276e-07,6.029279206557527e-21,1.4923202456926519e-24,2.2921345585001107e-09,2.5799205554285084e-08,2.8126359117397685e-21,1.7115040123724134e-18,1.2478665549800216e-16,3.1669006258602506e-12,2.2289507647406037e-14,2.2094772774478288e-20,-4.38307948068751e-26,8.812702690425435e-07,2.0393470031871286e-12,1.707283581409898e-17,1.799945048744249e-21
0.00039522603249456166,0.8001788720144294,3.76,0.0,1.1694622325537345e-11,0.0687303130733064,0.9346866473889177,9.784309266877867e-13,4.4612885595222274e-13,1.495231806051608e-11,6.607371597061903e-05,8.276468406430905e-17,0.042092614221379464,0.113641700136361,0.15256300906814413,7.00974993994678e-09,0.02135471565645865,2.1546439227289053e-13,2.039156780237447e-16,1.2979820388441015e-13,2.9606486722831246e-17,1.5561787921145544e-06,0.3009102373118426,1.0826528143272374e-05,1.2623112354444129e-18,4.4290593023103534e-14,1.3776524987751355e-11,4.8892589413377643e-14,1.684647480165981e-13,4.689913725740213e-13,3.6211549179035067e-16,3.415292012799749e-20,3.3333297451218325e-16,1.107717148982729e-08,0.28166826516449683,2.535778506095968e-13,4.2734626883714624e-13,4.3538461345598633e-17,6.711966448457505e-19,1.6331369853380902e-17,2.6799949747399794e-07,4.771754236864158e-21,2.4883454017722344e-24,2.2937596949971906e-09,2.5799294163037914e-08,2.227761049177824e-21,1.5243950033689571e-18,1.1107846047545377e-16,3.160160639855229e-12,1.9864780217537045e-14,1.7481540532060188e-20,-4.985856666523177e-28,8.828758919654596e-07,2.0432282983258634e-12,1.7073306032661646e-17,1.4239602730247387e-21
0.00039541041714775396,0.8001304164143758,3.76,0.0,1.1396296528066045e-11,0.06852181493567186,0.9347089140668489,9.44569974580846e-13,4.308999411849321e-13,1.478757496983393e-11,6.588045989508934e-05,8.160722073795743e-17,0.04204124396131553,0.1135346490485589,0.15262006611433535,6.999787794843386e-09,0.021298822193610924,2.1498923884064211e-13,1.8388903385277518e-16,1.1707869131365163e-13,2.6708065256277474e-17,1.553513198647749e-06,0.3004078283266396,1.0809898393848639e-05,1.1377299080128197e-18,3.995333047866854e-14,1.2431775046585392e-11,4.390421345587434e-14,1.6302215338167752e-13,4.536926422984839e-13,3.614049101449317e-16,3.0774353839470726e-20,3.327920055837924e-16,1.1087151399159696e-08,0.2821706751463706,2.286280025508731e-13,3.855230645722626e-13,3.9221392831836344e-17,6.046083860901869e-19,1.5082200267940195e-17,2.6824733279653204e-07,3.866079382546199e-21,2.8779180281885386e-24,2.295180037258189e-09,2.57993772655585e-08,1.8068410654993798e-21,1.374076723234402e-18,1.0006598451905475e-16,3.1543103705223877e-12,1.791359573414871e-14,1.4162258503673088e-20,1.1599802611765276e-26,8.842988649847537e-07,2.0466986754120464e-12,1.7073750621061537e-17,1.1534740285475231e-21
0.00039559480180094626,0.8000821098857909,3.76,0.0,1.1129051846961436e-11,0.0683143676089264,0.9347319377862106,9.141481521099338e-13,4.172031009363455e-13,1.463931646174473e-11,6.568812061180005e-05,8.054759113827777e-17,0.04198994268540386,0.11342722201278015,0.1526765191101376,6.989874885823451e-09,0.02124308830130783,2.1451606829311456e-13,1.6587056873393763e-16,1.0563215562320367e-13,2.409936056001726e-17,1.5508593666551163e-06,0.29990850845868866,1.079331813239511e-05,1.0256203179109947e-18,3.6049965388792276e-14,1.1221043193202303e-11,3.952588619455652e-14,1.581183499965334e-13,4.3993908475285955e-13,3.606949246469151e-16,2.773010916670993e-20,3.3225021092335985e-16,1.1096936164787402e-08,0.2826699960245068,2.0619882474419346e-13,3.479193514648316e-13,3.533965539273785e-17,5.44714841249338e-19,1.3956473298601134e-17,2.6849042306347336e-07,3.134227020425348e-21,1.3925577571629373e-24,2.2965607900231985e-09,2.5799461388650102e-08,1.4658446743323682e-21,1.2389145233135658e-18,9.016592840125788e-17,3.148643390552848e-12,1.6158086895413002e-14,1.1476043039326027e-20,-9.583514554675602e-27,8.857011501557374e-07,2.0501476284742668e-12,1.7074213137044688e-17,9.345522764600753e-22
0.00039577918645413855,0.8000339520031648,3.76,0.0,1.088960627658146e-11,0.06810796381283478,0.9347557098281902,8.868155450248206e-13,4.048709550631349e-13,1.4505830447538731e-11,6.549669232102927e-05,7.957549288405178e-17,0.04193871094840239,0.11331942667864905,0.1527323726750806,6.980010346496286e-09,0.021187514142517867,2.1404478789334074e-13,1.496549294186337e-16,9.53286451238009e-14,2.1750840986749864e-17,1.5482172376335809e-06,0.2994122551347884,1.0776787158928585e-05,9.248557339170925e-19,3.253607296371423e-14,1.0130654632995961e-11,3.5726921347422094e-14,1.536974581146203e-13,4.2757011669822134e-13,3.5998555112745916e-16,2.4997838542467758e-20,3.317076194285823e-16,1.110652752318885e-08,0.28316625037193355,1.8603278406533512e-13,3.1410033514226317e-13,3.1855810024012086e-17,4.909854964339499e-19,1.2944541600886104e-17,2.6872881017343065e-07,2.540729179015416e-21,1.690251044042879e-24,2.2979023974062325e-09,2.5799544640963367e-08,1.189278551240606e-21,1.1174590367833657e-18,8.127879226370645e-17,3.1431415974518653e-12,1.4578231094940867e-14,9.301928290915396e-21,5.698194759754903e-27,8.870829730825749e-07,2.0535753154948724e-12,1.7074691402049003e-17,7.573407857674849e-22
0.00039596357110733085,0.7999859423397685,3.76,0.0,1.0675026576496311e-11,0.06790259633162508,0.9347802215467447,8.622514419022762e-13,3.9376899630493723e-13,1.4385584374711669e-11,6.530616926870505e-05,7.86817310577012e-17,0.04188754928873608,0.11321127060053038,0.15278763141169954,6.97019337982469e-09,0.021132099862826676,2.135753148238361e-13,1.350578893092603e-16,8.605155352252802e-14,1.9636006049088592e-17,1.5455867531376968e-06,0.29891904594979635,1.0760305272303044e-05,8.341606989830659e-19,2.937192318046841e-14,9.148645348388554e-12,3.217954266815671e-14,1.497095343754504e-13,4.164425020373804e-13,3.5927680447775083e-16,2.253887440975966e-20,3.3116425385645477e-16,1.1115927197713565e-08,0.283659460593619,1.6789716597065123e-13,2.8367684444821814e-13,2.8723710368837135e-17,4.426705739174693e-19,1.2033731550565866e-17,2.6896253576209866e-07,2.060806964576272e-21,1.2869705024699171e-24,2.2992052986805747e-09,2.5799625296182953e-08,9.65128993012193e-22,1.0082578080209292e-18,7.32898733662943e-17,3.1377887968166316e-12,1.31560544921663e-14,7.541444826380358e-21,1.5250043644925346e-27,8.884445563424904e-07,2.0569818932355446e-12,1.7075183309526457e-17,6.1385270296814e-22
0.00039614795576052315,0.7999380804676309,3.76,0.0,1.0482696635597661e-11,0.06769825801311244,0.9348054643686782,8.401734242634882e-13,3.8377297279715304e-13,1.4277208672460698e-11,6.51165457457568e-05,7.785810359829972e-17,0.04183645822892524,0.1131027612386872,0.15284229990466477,6.960423256974881e-09,0.021076845590880224,2.1310757609180116e-13,1.2191450920541933e-16,7.769647713139096e-14,1.7731121053020932e-17,1.542967854770383e-06,0.298428858665825,1.0743872270329168e-05,7.525192401717397e-19,2.6522063651417917e-14,8.26392825896283e-12,2.895353003238144e-14,1.4610948908622634e-13,4.0643044550417025e-13,3.5856869953177384e-16,2.0324992131019148e-20,3.3062013975597886e-16,1.112513690189113e-08,0.28414964892727623,1.5158157493778124e-13,2.563007233650562e-13,2.5907154399097762e-17,3.992181602004935e-19,1.1213246858069565e-17,2.6919164120603337e-07,1.6723937059023653e-21,4.465528876375768e-25,2.300469928337323e-09,2.5799701780635113e-08,7.835316825579327e-22,9.10032386990962e-19,6.610633658937391e-17,3.132570516126557e-12,1.1875501487596908e-14,6.1155080679255575e-21,-1.1494581423260427e-26,8.897861195352563e-07,2.060367517265139e-12,1.707568682338617e-17,4.976469564465758e-22
0.00039633234041371544,0.7998903659578347,3.76,0.0,1.0310284071281522e-11,0.0674949417677453,0.9348314297937117,8.203316188007115e-13,3.7476251607300544e-13,1.4179479471164312e-11,6.492781608745842e-05,7.709731716955954e-17,0.04178543827605256,0.11299390596054078,0.15289638271984926,6.95069930863022e-09,0.021021751438867812,2.126415071786913e-13,1.100772173944183e-16,7.016997822431001e-14,1.6014935461122506e-17,1.5403604841797488e-06,0.2979416712113545,1.0727487949900455e-05,6.790883547230537e-19,2.3954689954562956e-14,7.466494897105653e-12,2.6209062653316806e-14,1.4285730771576288e-13,3.974203859678858e-13,3.5786125116615437e-16,1.8336381428376337e-20,3.300753038192078e-16,1.1134158338931935e-08,0.284636837444251,1.3690049414750227e-13,2.3166071660042305e-13,2.3377406522849717e-17,3.6020961392399556e-19,1.0474920917935287e-17,2.694161676225474e-07,1.356366968057125e-21,8.909472327682618e-25,2.301696716148467e-09,2.5799772660131358e-08,6.36244282367255e-22,8.21697609266128e-19,5.965287952107946e-17,3.1274738291979973e-12,1.0722224240606622e-14,4.9603144992244686e-21,3.0971320080427062e-27,8.911078793371402e-07,2.063732341962953e-12,1.7076199976298324e-17,4.035429437266956e-22
0.00039651672506690774,0.799842798380242,3.76,0.0,1.015570575727569e-11,0.06729264056755362,0.934858109394509,8.024997059135463e-13,3.6663895691490477e-13,1.4091301160190182e-11,6.473997467264137e-05,7.639285624128602e-17,0.041734489922271543,0.11288471204208225,0.15294988440334187,6.941020916221062e-09,0.020966817503057903,2.121770504957203e-13,9.94137394187841e-17,6.338828624724572e-14,1.4468394422261557e-17,1.537764583083863e-06,0.2974574616801984,1.071115210713155e-05,6.129573330537229e-19,2.164118169811976e-14,6.747755406308431e-12,2.3687168120268692e-14,1.399173147557086e-13,3.8930870511576417e-13,3.5715447376672373e-16,1.6545915808240713e-20,3.295297691145735e-16,1.114299319993935e-08,0.28512104805055544,1.2368799575532984e-13,2.0947791315451622e-13,2.11017712390702e-17,3.251144640329004e-19,9.809841091843202e-18,2.6963615586787605e-07,1.1004885854713113e-21,9.681302046396585e-25,2.3028860872346143e-09,2.5799836626119475e-08,5.167008072523787e-22,7.422196174349788e-19,5.384814634055465e-17,3.122487172019836e-12,9.683331368692568e-15,4.024493027513254e-21,6.801528266445776e-27,8.924100495617107e-07,2.067076520515861e-12,1.7076720867776794e-17,3.2732988296469727e-22
0.00039670110972010004,0.7997953773037844,3.76,0.0,1.0017099393219506e-11,0.06709134744520467,0.9348854948166507,7.86473571946328e-13,3.5931815451787867e-13,1.4011692379358113e-11,6.455301592298331e-05,7.57388906624933e-17,0.041683613645262615,0.11277518666916281,0.15300280948060285,6.931387507394702e-09,0.02091204386427751,2.1171415504534214e-13,8.980537423709647e-17,5.727622456372069e-14,1.30743975543774e-17,1.535180093276713e-06,0.29697620833052324,1.0694864537479442e-05,5.533646803010476e-19,1.9555953250904504e-14,6.0998587487758506e-12,2.128028164882069e-14,1.3725729239102605e-13,3.8200476240814515e-13,3.5644838153496077e-16,1.493149658361206e-20,3.2898355989922723e-16,1.1151643165633546e-08,0.2856023024878495,1.1179261202475436e-13,1.8950220965636277e-13,1.9052938642676916e-17,2.9350665198691193e-19,9.209926080375533e-18,2.6985164653899336e-07,8.941121947397494e-22,2.48592901831549e-25,2.304038462129192e-09,2.5799892483985052e-08,4.197243939094389e-22,6.706696593261399e-19,4.86228680666739e-17,3.1176001882208658e-12,8.747240573991512e-15,3.2665311462777805e-21,-6.441115046981457e-27,8.936928412155455e-07,2.07040020493754e-12,1.7077247662418185e-17,2.655791821077325e-22
