Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082)
0.00010594411687197331,0.7504067646678697,3.76,0.0,0.9197572543996368,0.9978263139867262,0.002459064461368854,3.934951568978394e-17,2.98789252034452e-12,0.0021083970068166633,0.00016739502195137242,3.246023259057024e-07,7.497853504706256e-06,5.958399400641104e-06,0.0010508748188747222,0.0013630515770212159,1.5411367917376027e-06,1.0003365577047483e-07,2.58930241741368e-07,0.00016202992882505946,0.0005549730435107843,3.7467687962631445e-07,0.00013557683090718024,4.839398539126627e-06,1.4726047117746217e-13,3.117881018238699e-09,5.138535693316124e-07,6.073930077213254e-13,2.9531274429460694e-09,4.5140830776906816e-09,2.8857454344087617e-16,1.4801057948363552e-12,5.255492023311535e-16,2.0476251605712846e-10,1.750839451453458e-05,6.990668357671696e-12,8.249922499809125e-10,5.338812419642957e-16,2.265651028117577e-19,1.5352069272547115e-12,1.5311621852575617e-13,2.4731613289533577e-09,1.0266719879103195e-14,2.0045600466361666e-17,1.213621283679379e-08,1.1870229782827033e-11,3.7759065569720076e-18,5.205421464766934e-16,5.104497590280137e-09,1.2346776665269187e-09,4.000851089121846e-11,9.787275975209092e-17,4.839277824427416e-16,1.5622104766286033e-17,4.0864012250361747e-26
0.00010661470607257922,0.7504074645307521,3.76,0.0,0.9197085880301842,0.9978033893663154,0.0024864403977763764,3.972075393445709e-17,3.00034461507661e-12,0.0021161938858530816,0.00016743064578680447,3.257954254790936e-07,7.526917780008932e-06,5.99029988713421e-06,0.0010630201983507456,0.001377966830993812,1.5482757606297665e-06,1.0041600653525942e-07,2.617033601546194e-07,0.00016505820328188285,0.0005633279786109323,3.8000097199950617e-07,0.0001384308979769098,4.842977459877307e-06,1.5001277394078406e-13,3.187969940191005e-09,5.288777816298807e-07,6.279805172460169e-13,2.97574689953378e-09,4.548654805378755e-09,2.9077829554267115e-16,1.4999759947206544e-12,5.295621367466983e-16,2.0640436494447404e-10,1.7798837516623722e-05,7.229908116378147e-12,8.524601104873344e-10,5.516616445178864e-16,2.342482203866623e-19,1.5651418376703408e-12,1.5554032102997464e-13,2.5740415313531797e-09,1.0685507327520349e-14,2.0456620397015025e-17,1.2299508048245957e-08,1.2522230446635521e-11,3.9022368659387024e-18,5.378768210058159e-16,5.14283006518782e-09,1.2578172596879034e-09,4.199603594308517e-11,1.0273238415074764e-16,4.976536668869055e-16,1.5882167356651996e-17,4.259562584694705e-26
0.00010728529527318513,0.7504081664576856,3.76,0.0,0.919659775618246,0.9977803680715832,0.002513924175540762,4.0092864228377965e-17,3.0127147395529753e-12,0.002123923432772548,0.00016747264018524244,3.269780623002893e-07,7.555896822687789e-06,6.022229152317888e-06,0.0010752351632995246,0.001392911996246551,1.5554023414119683e-06,1.0079767974758192e-07,2.6448127008986633e-07,0.0001681183657795524,0.0005717223292862823,3.853532954229051e-07,0.0001413228091178988,4.846780269012278e-06,1.5279406042195387e-13,3.25905647943783e-09,5.442243625687352e-07,6.491067054900599e-13,2.998303066333578e-09,4.58312309850369e-09,2.9297531009303933e-16,1.5199278563968604e-12,5.335627917803091e-16,2.08042599696996e-10,1.8091606709364182e-05,7.475491228385256e-12,8.806280543416654e-10,5.698954266054282e-16,2.4213283588594727e-19,1.595391969095328e-12,1.5797782940004985e-13,2.678209774413574e-09,1.1117944943395104e-14,2.087265511360474e-17,1.2463262960533133e-08,1.3204924951373286e-11,4.0318235334703464e-18,5.556534570481675e-16,5.181186703714406e-09,1.2812022090114737e-09,4.4065912419433874e-11,1.0779321194265594e-16,5.11649663505467e-16,1.6144331572451054e-17,4.4385714593937355e-26
0.00010795588447379105,0.7504088705471281,3.76,0.0,0.9196108176861717,0.9977572505457357,0.0025415155075515705,4.046544821601964e-17,3.0250039541950065e-12,0.0021315867311906497,0.00016752091839663635,3.281504037554092e-07,7.584792909935942e-06,6.0541876727121046e-06,0.0010875197965868075,0.0014078864855709239,1.5625168741457556e-06,1.011787191828706e-07,2.6726394769781734e-07,0.00017121046201505334,0.000580155452051471,3.9073367691444666e-07,0.00014425273713582088,4.8508047096635455e-06,1.5560437219459634e-13,3.331146493042494e-09,5.598976088984531e-07,6.707814927151265e-13,3.020797054112136e-09,4.617489222113024e-09,2.9516566835239785e-16,1.5399606817085398e-12,5.37551324358342e-16,2.096772720761946e-10,1.838669724370763e-05,7.727536881320062e-12,9.095082981578874e-10,5.885905073826869e-16,2.502226730689171e-19,1.6259578921312373e-12,1.6042858985673944e-13,2.785745336962386e-09,1.1564361868098492e-14,2.1293725792725816e-17,1.2627465736961678e-08,1.391951240964922e-11,4.164725643386973e-18,5.738797725398085e-16,5.219569302122917e-09,1.304832902701043e-09,4.622085260199173e-11,1.130618616945314e-16,5.259184805374426e-16,1.6408593395467678e-17,4.6235722732071735e-26
0.00010862647367439696,0.750409576896847,3.76,0.0,0.9195617147454014,0.997734037224115,0.0025692141147728434,4.08389907288624e-17,3.0372146739683422e-12,0.0021391848545036004,0.00016757539320681213,3.293126156474058e-07,7.61360827025082e-06,6.086175912312271e-06,0.0010998741816819766,0.0014228897215219495,1.5696196947161838e-06,1.0155916992122579e-07,2.7005137202018073e-07,0.0001743345373768179,0.0005886267099525522,3.9614194619204753e-07,0.0001472208536187179,4.855048485869311e-06,1.5844375055136404e-13,3.404245835086105e-09,5.759018386041836e-07,6.930149096761333e-13,3.0432298627074972e-09,4.651755152125112e-09,2.9734949542150863e-16,1.5600739521747777e-12,5.41527952593257e-16,2.113084578772255e-10,1.8684104353123035e-05,7.98616564064289e-12,9.391131735858777e-10,6.077548806028645e-16,2.585214918828332e-19,1.6568399687286939e-12,1.6289245743211956e-13,2.8967287137166003e-09,1.2025092291572407e-14,2.1719854144684306e-17,1.2792104774164542e-08,1.466722913864868e-11,4.301002790313271e-18,5.925635581682872e-16,5.257979575485469e-09,1.3287097268216616e-09,4.8463634486002205e-11,1.1854511203758637e-16,5.404628250526806e-16,1.6674948878956147e-17,4.814711610002943e-26
0.00010929706287500287,0.7504102856037592,3.76,0.0,0.9195124672966468,0.9977107285342193,0.002597019726087007,4.121354672380775e-17,3.0493482413084134e-12,0.002146718865615729,0.00016763597705241116,3.304648621546364e-07,7.642345084632704e-06,6.11819433388236e-06,0.0011122984026473404,0.0014379211362731744,1.5767111345823949e-06,1.0193907077718102e-07,2.728435244089054e-07,0.0001774906369719846,0.0005971354726488628,4.0157793676486525e-07,0.00015022732895910053,4.859509266807482e-06,1.6131223652926612e-13,3.478360371571112e-09,5.922413909150228e-07,7.158170977135253e-13,3.0656023549408943e-09,4.685922346017575e-09,2.9952688451721513e-16,1.5802669148370683e-12,5.454928456988559e-16,2.1293621330913667e-10,1.898382335660606e-05,8.251499449719964e-12,9.694551279587146e-10,6.273966157548493e-16,2.6703310776397317e-19,1.6880386047341957e-12,1.6536926717981378e-13,3.011241622490821e-09,1.2500475482416876e-14,2.2151059658732437e-17,1.2957168702623482e-08,1.5449349412463193e-11,4.440715438727912e-18,6.117126781346075e-16,5.296419270685881e-09,1.3528330655173647e-09,5.079710266306321e-11,1.2424990365846348e-16,5.552854020001549e-16,1.694339411933316e-17,5.012138220217016e-26
0.00010996765207560879,0.7504109967638993,3.76,0.0,0.9194630758300152,0.9976873248957229,0.002624932078192319,4.158856523828908e-17,3.0614051538117e-12,0.0021541898167843467,0.00016770258208822684,3.3160730580751225e-07,7.671005489887421e-06,6.150243395931438e-06,0.0011247925441336133,0.0014529801715137572,1.5837915209833275e-06,1.0231845786094609e-07,2.756403882655914e-07,0.00018067880564244095,0.0006056811164539548,4.0704148633238146e-07,0.00015327233237020116,4.864184689984476e-06,1.6420987092525783e-13,3.5534959887592186e-09,6.089206263244664e-07,7.391983096577468e-13,3.087915511368472e-09,4.719991905726897e-09,3.0169790760504584e-16,1.600538760346413e-12,5.494461453662333e-16,2.1456058385043042e-10,1.928584965986801e-05,8.523661635212094e-12,1.0005467237370991e-09,6.475238572910617e-16,2.7576137998789387e-19,1.7195543735883716e-12,1.6785885606027628e-13,3.1293670093729752e-09,1.2990855809534246e-14,2.2587361939159636e-17,1.3122646385978798e-08,1.6267186018167946e-11,4.583924784046632e-18,6.313350695997602e-16,5.334890143508988e-09,1.3772033011421075e-09,5.322416898872667e-11,1.3018334090123916e-16,5.703889092588216e-16,1.7213925299049896e-17,5.216003025230731e-26
0.0001106382412762147,0.7504117104725625,3.76,0.0,0.9194135408252417,0.9976638267205074,0.0026529509154053633,4.196432399202482e-17,3.0733875157592026e-12,0.002161598749290776,0.00016777512033214025,3.3274010743661533e-07,7.699591577547896e-06,6.182323542616526e-06,0.0011373566913667362,0.0014680662782451301,1.5908611770851166e-06,1.0269737145390608e-07,2.7844194953756144e-07,0.00018389908799810813,0.0006142630244329539,4.1253243573711115e-07,0.0001563560319160104,4.8690723665658955e-06,1.671366943257189e-13,3.6296585804457006e-09,6.259439266212729e-07,7.631689116923823e-13,3.1101704259387478e-09,4.753965763320982e-09,3.0386268671877313e-16,1.6208890187812657e-12,5.533880679325082e-16,2.1618164484778515e-10,1.9590178756068243e-05,8.802776927347352e-12,1.0324006397591236e-09,6.681448247738929e-16,2.84710194522963e-19,1.7513877352568992e-12,1.703610889700916e-13,3.251189058262811e-09,1.349658278156103e-14,2.302878320576505e-17,1.3288526918465638e-08,1.7122091257735068e-11,4.7306924191281574e-18,6.514387431482139e-16,5.3733938501949294e-09,1.40182081450182e-09,5.5747813758062337e-11,1.3635269479553275e-16,5.857760439898041e-16,1.7486538713318454e-17,5.426459131021395e-26
0.00011130883047682061,0.7504124268241023,3.76,0.0,0.9193638627518687,0.9976402344126949,0.0026810759895104907,4.2341418496922425e-17,3.0852975542431284e-12,0.002168946693220503,0.0001678535037645067,3.3386342613881095e-07,7.728105395109174e-06,6.214435213414238e-06,0.001149990930139123,0.0014831789166373508,1.5979204219177253e-06,1.0307584900594668e-07,2.8124819643363526e-07,0.00018715152844129776,0.0006228805864620101,4.1805062867500735e-07,0.00015947859453445073,4.874169885655559e-06,1.7009274712788942e-13,3.706854044889257e-09,6.433156949147282e-07,7.877393831379139e-13,3.132368043375785e-09,4.787845880141732e-09,3.0602134516912655e-16,1.6413171485566347e-12,5.573188283062957e-16,2.1779947079904241e-10,1.9896806228071487e-05,9.088971467140431e-12,1.0650296719816917e-09,6.892678141767346e-16,2.938834866171983e-19,1.7835390522521391e-12,1.7287582150145932e-13,3.376793198685306e-09,1.4018011079313617e-14,2.3475344455991636e-17,1.3454799624460496e-08,1.8015457787751466e-11,4.8810806677279574e-18,6.720317836638416e-16,5.411932022113351e-09,1.4266859850393628e-09,5.837108669704067e-11,1.4276540535235978e-16,6.014495020978649e-16,1.7761230710489637e-17,5.643661836385988e-26
0.00011197941967742652,0.7504131459120796,3.76,0.0,0.919314042069454,0.9976165483686852,0.002709307059582232,4.271925028882378e-17,3.097135492016358e-12,0.002176234667203318,0.00016793764444745534,3.349774192381384e-07,7.756548947238899e-06,6.2465788501281745e-06,0.0011626953468005924,0.001498317555851465,1.604969570235615e-06,1.0345392105946844e-07,2.840591189482159e-07,0.00019043617119552053,0.0006315331993001806,4.2359591310991937e-07,0.00016264018606462763,4.879474818723273e-06,1.7307806956744647e-13,3.785088303124019e-09,6.610403556676384e-07,8.12920316656422e-13,3.154509304407663e-09,4.8216333097299236e-09,3.081739531842659e-16,1.6618222931357754e-12,5.612385662251123e-16,2.1941410616804908e-10,2.0205727751624097e-05,9.38237281052772e-12,1.0984467331965873e-09,7.109011980486362e-16,3.032852494609472e-19,1.8160089226662378e-12,1.7540289001948324e-13,3.506266114705374e-09,1.4555500593069477e-14,2.3927064654275225e-17,1.3621454058527494e-08,1.8948719579964413e-11,5.035152817730656e-18,6.931223503241692e-16,5.450506350353833e-09,1.4517991910676757e-09,6.109710806988955e-11,1.4942908409554032e-16,6.174119729515355e-16,1.8037997697215398e-17,5.867768639901096e-26
0.00011265000887803244,0.7504138678291118,3.76,0.0,0.9192640792277151,0.9975927689771931,0.0027376438918669636,4.309749122484878e-17,3.108902558702101e-12,0.0021834636782668802,0.0001680274545956805,3.3608224226278367e-07,7.784924197635629e-06,6.278754882650177e-06,0.0011754700282526546,0.0015134816739074673,1.612008932800448e-06,1.0383162222554311e-07,2.868747090126098e-07,0.00019375306032325105,0.0006402202666251813,4.291681406430217e-07,0.00016584097126537132,4.884984722679234e-06,1.7609270173483173e-13,3.864367295932111e-09,6.791223547258319e-07,8.387224204640298e-13,3.1765953824987473e-09,4.855329682729982e-09,3.103206152754679e-16,1.6824039499959116e-12,5.651474754564314e-16,2.210256175929522e-10,2.051693909461491e-05,9.683109944220023e-12,1.1326648534883199e-09,7.33053424566214e-16,3.1291950082692306e-19,1.8487979834235316e-12,1.7794216459062853e-13,3.6396957513658423e-09,1.5109416449236784e-14,2.4383966080631165e-17,1.378848000243774e-08,1.9923352626244496e-11,5.192972572273469e-18,7.147186762746877e-16,5.489118452909393e-09,1.477160809905558e-09,6.392906950087446e-11,1.5635151624559425e-16,6.336661432148977e-16,1.8316836222373876e-17,6.098939250307127e-26
0.00011332059807863835,0.750414592666977,3.76,0.0,0.9192139746667737,0.9975688966193121,0.00276608625957566,4.347694215696143e-17,3.1206012066199645e-12,0.0021906347215864884,0.00016812284670253392,3.371780489052779e-07,7.813233068979456e-06,6.31096373416573e-06,0.0011883150619384233,0.001528670757470398,1.6190388164452476e-06,1.0420898672466603e-07,2.8969496073764085e-07,0.00019710223975756308,0.0006489411990955055,4.347671652942708e-07,0.00016908111384879144,4.890697144908715e-06,1.7913668360168103e-13,3.944696967625759e-09,6.975661593790833e-07,8.651565187819726e-13,3.1986272579711753e-09,4.888937126186845e-09,3.124614639989024e-16,1.703061660723454e-12,5.690457852108513e-16,2.2263408541311156e-10,2.083043611900663e-05,9.991313299914496e-12,1.16769718139213e-09,7.557330190346293e-16,3.2279030459707834e-19,1.8819066023134893e-12,1.8049351161697766e-13,3.77717132610429e-09,1.5680129057483885e-14,2.4846070323705693e-17,1.3955867463204025e-08,2.0940876193788535e-11,5.354604264313576e-18,7.368290697330366e-16,5.527769878824248e-09,1.502771218102151e-09,6.687023541446012e-11,1.635406642573875e-16,6.502146991632566e-16,1.8597742886439313e-17,6.337335600065765e-26
0.00011399118727924426,0.7504153205165299,3.76,0.0,0.9191637288173121,0.9975449316685608,0.002794633942753172,4.385751855575152e-17,3.1322325192809715e-12,0.002197748780348677,0.00016822373361250872,3.38264991002942e-07,7.841477443938589e-06,6.343205827927172e-06,0.0012012305358370062,0.0015438843017136863,1.6260595239047762e-06,1.0458604429550684e-07,2.925198698778765e-07,0.00020048375332183354,0.0006576954143808205,4.403928446526207e-07,0.0001723607765001274,4.896609626080738e-06,1.8221005504096655e-13,4.026083281507817e-09,7.163762583941124e-07,8.9223355202328e-13,3.2206059420348997e-09,4.92245716833789e-09,3.1459659796870126e-16,1.7237947852345674e-12,5.729336779850519e-16,2.2423957133546174e-10,2.1146214782738734e-05,1.0307114757583501e-11,1.203556984519224e-09,7.789485845463651e-16,3.3290177674726975e-19,1.915335346602595e-12,1.8305678905721584e-13,3.918783336135325e-09,1.6268014141808086e-14,2.5313398006961492e-17,1.4123606672500842e-08,2.2002853651374496e-11,5.520113097085043e-18,7.594619145121535e-16,5.566462205669256e-09,1.5286307916032654e-09,6.992394396156654e-11,1.7100466983764371e-16,6.670603246518365e-16,1.8880714367936557e-17,6.583121851071006e-26
0.00011466177647985018,0.7504160514676885,3.76,0.0,0.9191133421006794,0.9975208744909229,0.0028232867281908595,4.42384082279775e-17,3.1437968624166824e-12,0.0022048068256802,0.00016833002856275585,3.3934321852714216e-07,7.869659167607137e-06,6.3754815840623496e-06,0.001214216538461618,0.0015591218102219719,1.6330713539845348e-06,1.0496282342976356e-07,2.9534943364739746e-07,0.00020389764474137577,0.0006664823371721649,4.460450401141632e-07,0.00017568012089231943,4.902719702272945e-06,1.85312855837894e-13,4.108532226489527e-09,7.355571620504831e-07,9.199645779017313e-13,3.2425325818691266e-09,4.9558911034738995e-09,3.1672610319905e-16,1.7446027052659958e-12,5.768113218277606e-16,2.2584213167792558e-10,2.146427114022809e-05,1.0630647657888454e-11,1.2402576489194952e-09,8.027088011849956e-16,3.4325807472957955e-19,1.9490849741871622e-12,1.8563186360827218e-13,4.0646235638038845e-09,1.6873452762825335e-14,2.5785970577143877e-17,1.4291688085299149e-08,2.3110893079068052e-11,5.689564987177204e-18,7.826256694307554e-16,5.605197012664104e-09,1.5547399058479185e-09,7.309360772252516e-11,1.7875185566336862e-16,6.84205700068045e-16,1.916574745759884e-17,6.836464402465362e-26
0.00011533236568045609,0.7504167856095048,3.76,0.0,0.9190628149290895,0.9974967254449107,0.0028520444092605076,4.462018605002373e-17,3.1552964338204087e-12,0.0022118098164904377,0.00016844164527418792,3.404128795572818e-07,7.897780046945308e-06,6.407791413522997e-06,0.0012272731588524313,0.0015743827948063091,1.640074601656473e-06,1.0533935496658242e-07,2.981836511289708e-07,0.0002073439576673044,0.0006753013992142306,4.517236158514108e-07,0.00017903930771317726,4.909024908498486e-06,1.88445125709228e-13,4.192049804419424e-09,7.551134022021194e-07,9.483607731313027e-13,3.264408227656317e-09,4.989241032638351e-09,3.188501103152213e-16,1.765485026930858e-12,5.806789447389178e-16,2.2744184669342498e-10,2.17846013423336e-05,1.0962046816941883e-11,1.2778126806378525e-09,8.270224268323439e-16,3.5386339362190365e-19,1.9831559482714246e-12,1.8821861328979743e-13,4.214785086365455e-09,1.7496831357952376e-14,2.6263810387236776e-17,1.4460102376592972e-08,2.426664836856191e-11,5.8630263512360185e-18,8.063288691939454e-16,5.643975789129283e-09,1.5810989359345509e-09,7.63827149398454e-11,1.8679072862218623e-16,7.016535052621846e-16,1.945283902765964e-17,7.09753190179339e-26
0.000116002954881062,0.7504175230300669,3.76,0.0,0.9190121477057769,0.9974724848816261,0.002880906785786441,4.500360139213937e-17,3.166733283091855e-12,0.002218758699375745,0.0001685584980123038,3.4147412026679406e-07,7.925841851786894e-06,6.440135725330738e-06,0.0012404004865723393,0.0015896667753681666,1.647069558023184e-06,1.0571566710928593e-07,3.010225230351716e-07,0.0002108227356940591,0.0006841520393183617,4.574284387206608e-07,0.00018243849668625375,4.915522781520983e-06,1.9160690432015296e-13,4.27664202883159e-09,7.750495323268377e-07,9.774334333241121e-13,3.2862338484908968e-09,5.022508929854006e-09,3.209687425082501e-16,1.7864412522633797e-12,5.845367629054537e-16,2.2903879163459159e-10,2.2107201637854756e-05,1.1301448532506578e-11,1.316235706465941e-09,8.518982981856978e-16,3.647219801575851e-19,2.0175487078369285e-12,1.9081690823402942e-13,4.369362284045148e-09,1.8138541775122176e-14,2.6746938768713697e-17,1.4628840440230518e-08,2.5471820144670633e-11,6.040564394390963e-18,8.305801251333068e-16,5.682800004738024e-09,1.607708256756408e-09,7.97948305598995e-11,1.9512998214712068e-16,7.194064180825739e-16,1.9741986012054148e-17,7.366495251982694e-26
0.00011667354408166792,0.750418263816578,3.76,0.0,0.9189613408251747,0.9974481531448258,0.0029098736638965158,4.538762753230038e-17,3.1781073495571572e-12,0.002225654408506569,0.00016868050166030053,3.4252708490715227e-07,7.953846315846032e-06,6.472514929862572e-06,0.0012535986117023312,0.001604973279734662,1.6540565102348526e-06,1.0609178399867783e-07,3.038660512996866e-07,0.0002143340223797469,0.0006930337033788656,4.63159379408051e-07,0.00018587784659499675,4.922210862733791e-06,1.9479823130512272e-13,4.362314940729902e-09,7.953701275841474e-07,1.007193973474523e-12,3.3080105913174117e-09,5.0556959323176965e-09,3.2308207845428537e-16,1.8074707184893092e-12,5.883849355228131e-16,2.3063301920817057e-10,2.2432068375359023e-05,1.1648990597060407e-11,1.3555404735772634e-09,8.773453304829793e-16,3.7583813044306535e-19,2.0522641039939175e-12,1.9342661831959576e-13,4.528450849192822e-09,1.8798981311241716e-14,2.7235377005493402e-17,1.4797893387664264e-08,2.672815681799421e-11,6.222247226003199e-18,8.55388124964293e-16,5.721671176672885e-09,1.6345682431742054e-09,8.333359739758898e-11,2.0377849883752267e-16,7.37467112915753e-16,2.0033185456537655e-17,7.643527622175386e-26
0.00011734413328227383,0.7504190080552795,3.76,0.0,0.9189103946730378,0.997423730570976,0.0029389448559218405,4.5772057153448217e-17,3.189420001715409e-12,0.002232497865573734,0.00016880757176119957,3.435719157981537e-07,7.981795138091551e-06,6.504929429081453e-06,0.001266867624838551,0.0016203018435394705,1.6610357416905235e-06,1.0646773272918096e-07,3.067142392305092e-07,0.00021787786125871997,0.0007019458443741593,4.689163117476955e-07,0.00018935751529937736,4.929086700141004e-06,1.980191462767865e-13,4.44907460447627e-09,8.160797848628537e-07,1.0376539301284511e-12,3.3297396098858712e-09,5.088803884182233e-09,3.2519023484208027e-16,1.8285730549012425e-12,5.92223673516063e-16,2.322246033474037e-10,2.2759198002064885e-05,1.200481231144737e-11,1.3957408502149744e-09,9.033725173057831e-16,3.872161741355946e-19,2.087302811416372e-12,1.9604763284813347e-13,4.692147792927487e-09,1.9478552739299322e-14,2.7729148238760875e-17,1.4967252544678325e-08,2.8037455357085087e-11,6.408143437865602e-18,8.8076163289915005e-16,5.760590753273743e-09,1.6616792701075188e-09,8.700273699936102e-11,2.1274535286760625e-16,7.558382636817874e-16,2.0326434521763186e-17,7.928804457989661e-26
0.00011801472248287974,0.7504197558315039,3.76,0.0,0.9188593096266547,0.9973992174893466,0.002968120180221655,4.615792364361049e-17,3.200673518372311e-12,0.0022392899797016525,0.0001689396245924887,3.446087533138294e-07,8.009689982938444e-06,6.537379622001962e-06,0.001280207617087219,0.0016356520100269329,1.668007532081433e-06,1.0684353893576503e-07,3.095670916899947e-07,0.0002214542958636866,0.0007108879223668749,4.746991118589572e-07,0.00019287765976563486,4.936147851566912e-06,2.0126968884506616e-13,4.5369270951081435e-09,8.371831228710981e-07,1.0688249616247511e-12,3.35142186649623e-09,5.121834880240709e-09,3.2729334103557506e-16,1.8497478204382494e-12,5.96053201606099e-16,2.3381362289142657e-10,2.308858706495766e-05,1.2369054494841054e-11,1.4368508270009554e-09,9.299889321368234e-16,3.9886049436907525e-19,2.1226652598838846e-12,1.986798307263734e-13,4.8605514568944914e-09,2.0177664357072326e-14,2.8228274258776064e-17,1.513690944874337e-08,2.940156266330787e-11,6.5983223634321955e-18,9.067094908219639e-16,5.799560127107825e-09,1.6890417126869998e-09,9.080605115599856e-11,2.2203981364086027e-16,7.745225442880847e-16,2.062173040554038e-17,8.222503493496231e-26
0.00011868531168348565,0.7504205072296404,3.76,0.0,0.918808086054983,0.9973746142220764,0.0029973994610736094,4.6545004729422995e-17,3.211868787405009e-12,0.0022460316474110687,0.00016907657720778333,3.4563773587857085e-07,8.03753248105929e-06,6.569865907399397e-06,0.0012936186800618916,0.001651023329925669,1.6749721572939045e-06,1.0721922567574832e-07,3.1242461466327354e-07,0.00022506336973920882,0.0007198594044965772,4.805076590688074e-07,0.0001964384360839614,4.943391886401267e-06,2.045498986324862e-13,4.6258785114605945e-09,8.586847821887678e-07,1.1007188487153688e-12,3.373058455335937e-09,5.1547904851004596e-09,3.293914990045827e-16,1.8709944998789437e-12,5.998737102262941e-16,2.3540014323324836e-10,2.342023221171797e-05,1.2741859492176568e-11,1.4788845175080186e-09,9.57203728545004e-16,4.1077552141360383e-19,2.158352176564152e-12,2.0132309449334316e-13,5.033761520859568e-09,2.0896730019260872e-14,2.8732777168025286e-17,1.5306855847549908e-08,3.082237647486861e-11,6.792854174012458e-18,9.332406185690645e-16,5.838580711246774e-09,1.7166559463768154e-09,9.474742287638701e-11,2.31671347871432e-16,7.935226265280329e-16,2.0919070419473477e-17,8.524804756758075e-26
0.00011935590088409157,0.7504212623331394,3.76,0.0,0.918756724318739,0.9973499210842214,0.0030267825285991384,4.6932321478624217e-17,3.2230062016280565e-12,0.002252723752608442,0.00016921834745968662,3.466589999654033e-07,8.065324231098179e-06,6.602388681416555e-06,0.0013071009058827107,0.0016664153613595528,1.6819298895403338e-06,1.0759481570279117e-07,3.152868151339899e-07,0.00022870512644979725,0.0007288597649677986,4.863418359747854e-07,0.00020003999948125498,4.9508163869238606e-06,2.0785981528101103e-13,4.71593498068226e-09,8.80589425314463e-07,1.1333474958609728e-12,3.394650582117206e-09,5.1876721623575246e-09,3.31484805947023e-16,1.892312657322957e-12,6.036853853837285e-16,2.3698422851516786e-10,2.3754130190723836e-05,1.3123371191750554e-11,1.521856157710942e-09,9.850261396099545e-16,4.2296572687922406e-19,2.1943644492846375e-12,2.039773181795514e-13,5.211879008260086e-09,2.1636169160477335e-14,2.924268021452549e-17,1.547708369724043e-08,3.2301846032320874e-11,6.991809750661482e-18,9.603640134752448e-16,5.877653914869501e-09,1.7445223470425954e-09,9.88308171280115e-11,2.4164962142633483e-16,8.128411824299299e-16,2.1218452000061612e-17,8.835890582040149e-26
0.00012002649008469748,0.7504220212245287,3.76,0.0,0.9187052247705709,0.9973251383838422,0.0030562692186234834,4.7320689358973924e-17,3.2340878668943053e-12,0.0022593671665530096,0.00016936485405155121,3.476726800890574e-07,8.093066799489814e-06,6.634948335110638e-06,0.0013206543871727467,0.0016818276696825556,1.6888809974065939e-06,1.0797033231493771e-07,3.18153701375464e-07,0.0002323796095961025,0.0007378884850347374,4.922015276731392e-07,0.0002036825043451543,4.95841895048408e-06,2.111994784636976e-13,4.8071026480212815e-09,9.029017367494024e-07,1.1667229324339513e-12,3.4161992480340986e-09,5.220482003832406e-09,3.3357339045558216e-16,1.913701921033755e-12,6.074884510081657e-16,2.385659577292184e-10,2.4090277850651295e-05,1.3513735035131084e-11,1.5657801076705786e-09,1.013465479232402e-15,4.354356316552327e-19,2.230702583846911e-12,2.0664239224588054e-13,5.395006296265637e-09,2.2396406836420813e-14,2.975800604635285e-17,1.5647585158921075e-08,3.384197328242222e-11,7.195260611537266e-18,9.880887515357336e-16,5.916781072886229e-09,1.7726412910578064e-09,1.0306028213159643e-10,2.519845027612716e-16,8.324808836076599e-16,2.1519872628253333e-17,9.155945617323167e-26
0.00012069707928530339,0.7504227839853924,3.76,0.0,0.9186535877551929,0.997300266422079,0.0030858593725667516,4.7710916576358595e-17,3.2451155393861278e-12,0.0022659627478503227,0.00016951601657051488,3.486789088061276e-07,8.120761721273607e-06,6.667545258660145e-06,0.001334279217056168,0.0016972598273520551,1.6958257458491512e-06,1.0834579674603391e-07,3.210252827734566e-07,0.00023608686282685908,0.000746945052980765,4.980866217839034e-07,0.00020736610424248517,4.966197191223904e-06,2.145689278977882e-13,4.899387676814889e-09,9.256264230651987e-07,1.2008573128797792e-12,3.437705439775832e-09,5.253221893908623e-09,3.356573704412004e-16,1.9351618303465657e-12,6.112831169497652e-16,2.401454040284301e-10,2.4428672141245423e-05,1.3913098023650989e-11,1.6106708522515396e-09,1.042531142720703e-15,4.481898082533513e-19,2.267367143967341e-12,2.0931820393373582e-13,5.583247124108392e-09,2.3177873758956485e-14,3.027877679060999e-17,1.5818352596889026e-08,3.544481388506476e-11,7.40327909501392e-18,1.0164239879276458e-15,5.95596350312826e-09,1.8010131553987814e-09,1.0743995045695614e-10,2.626860653165337e-16,8.524443996609796e-16,2.182332986145964e-17,9.485156830876021e-26
