Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27)
7.731756059984139e-07,0.9034699631132627,3.76,0.0,0.7698592570678705,0.9997291161576437,0.00010507228444327893,4.711316406281139e-14,4.502969148036466e-10,0.0008573787241528646,0.00018798934380341624,2.0030476983962455e-08,3.480238462181497e-05,5.306377357420386e-05,0.0001953270519877116,9.66258595042747e-06,1.2746252677525602e-05,4.16498264066289e-08,1.1309714985663762e-08,1.923837599032422e-07,1.5835140212080714e-07,9.226544418766423e-09,1.808006368427493e-07,1.4133383283293846e-06,1.4900991802183182e-14,1.1716230697466218e-11,4.743732850688433e-11,2.3532099975422047e-15,5.766037836280469e-09,8.586589132984875e-09,3.1281259925385695e-15,6.667229495528933e-14,4.085263345485207e-15,3.2377710765661944e-10,2.0321351404793361e-07,1.3563881703806397e-15,1.2762263100768275e-13
7.860906677066256e-07,0.9034709021807841,3.76,0.0,0.7698420362859231,0.9997244368019613,0.0001081837306724612,4.8213021806195665e-14,4.5932157330204936e-10,0.000874173838943155,0.00019072618742504885,2.042733570309926e-08,3.5063751639149304e-05,5.320020941621455e-05,0.0001994455232202225,1.0026845748165778e-05,1.27962991834265e-05,4.262755429336647e-08,1.1765815184296818e-08,2.03555448724776e-07,1.6732615806418613e-07,9.642280925753431e-09,1.8978111027923606e-07,1.4476658737576122e-06,1.5766742270904388e-14,1.2472211122764448e-11,5.1381172996212656e-11,2.569832961499122e-15,5.910766724913309e-09,8.813973486949285e-09,3.2120781704111238e-15,6.939477857977161e-14,4.193744322792083e-15,3.323727008732925e-10,2.1224582441172493e-07,1.4946430919499727e-15,1.378306987350493e-13
7.990057294148373e-07,0.9034718434794944,3.76,0.0,0.7698247760778244,0.9997197574946192,0.00011131832692861399,4.93189988667736e-14,4.68363431002869e-10,0.0008909988645961663,0.00019345020399408967,2.0824908879528817e-08,3.532007279853604e-05,5.333579050877608e-05,0.00020357477123084542,1.039848423616342e-05,1.2845466344591525e-05,4.3612043368556705e-08,1.2231813007706435e-08,2.1517021218211268e-07,1.76643091364929e-07,1.0069211491938272e-08,1.9904820299707024e-07,1.4820800647765986e-06,1.6666847051653902e-14,1.3262734006864014e-11,5.557724242152216e-11,2.8019556652211416e-15,6.05664797967639e-09,9.043315469319735e-09,3.2967547328720557e-15,7.217824356376333e-14,4.303158827809222e-15,3.410430082525083e-10,2.21515367510112e-07,1.6441179729864706e-15,1.4866757006639006e-13
8.119207911230489e-07,0.9034727870061747,3.76,0.0,0.7698074770546341,0.9997150782059834,0.00011447564028513525,5.0431100184824074e-14,4.774221049212031e-10,0.0009078531299735201,0.00019616142419748812,2.122317987713999e-08,3.557168693544981e-05,5.3470597303664084e-05,0.000207714735736812,1.0777522418422412e-05,1.2893830592750608e-05,4.460323492961052e-08,1.2707738932103541e-08,2.272375086802465e-07,1.863088558844315e-07,1.0507448685038844e-08,2.0860657943579606e-07,1.5165737839878468e-06,1.7602039912202246e-14,1.4088758480285939e-11,6.003696443374328e-11,3.0503883126747904e-15,6.203686987590577e-09,9.274624426940174e-09,3.3821588619271615e-15,7.502295413357974e-14,4.41351123564103e-15,3.4978839053135896e-10,2.310241921430655e-07,1.805499694990078e-15,1.6016081435802664e-13
8.248358528312606e-07,0.903473732757564,3.76,0.0,0.7697901397836733,0.9997103989045175,0.00011765526708607546,5.1549331474085025e-14,4.864972378881112e-10,0.0009247360079075331,0.0001988598788144383,2.1622133150871867e-08,3.581891354741093e-05,5.3604702243160876e-05,0.00021186536237575998,1.116398096554945e-05,1.294146187191783e-05,4.5601072034127866e-08,1.3193623366806186e-08,2.39766825335517e-07,1.9633010428314344e-07,1.0957105191308114e-08,2.1846093373822263e-07,1.5511401424373625e-06,1.8573056848179095e-14,1.4951255551443165e-11,6.477208176580378e-11,3.3159693852584453e-15,6.3518896092367784e-09,9.507910518265254e-09,3.4682940821723808e-15,7.792917454541112e-14,4.524806320345287e-15,3.586092391727345e-10,2.4077435734595725e-07,1.979504312228345e-15,1.7233874693995913e-13
8.377509145394723e-07,0.9034746807303617,3.76,0.0,0.7697727647915268,0.9997057195569817,0.00012085683126175596,5.267369909486464e-14,4.955884967772789e-10,0.0009416469121848317,0.00020154559870921116,2.202175417220897e-08,3.6062053567050075e-05,5.373817057137614e-05,0.00021602660211778903,1.1557880231291174e-05,1.2988424157757772e-05,4.660549939073787e-08,1.3689496680170858e-08,2.5276767793097195e-07,2.067134879583075e-07,1.1418293827463304e-08,2.2861598948356327e-07,1.5857724723022497e-06,1.9580636079556543e-14,1.5851208179948523e-11,6.979465612864107e-11,3.5995662199634735e-15,6.50126210313433e-09,9.743184583513773e-09,3.555164208934426e-15,8.089716923695169e-14,4.637049191775458e-15,3.675059714585409e-10,2.507679331650682e-07,2.1668777996446444e-15,1.8523043859561772e-13
8.50665976247684e-07,0.9034756309212335,3.76,0.0,0.7697553525668549,0.9997010401286159,0.00012407998271344862,5.380420994386834e-14,5.046955708418815e-10,0.0009585852947184604,0.00020421861482471527,2.2422029359295517e-08,3.6301390144729996e-05,5.387106106334499e-05,0.00022019841073702526,1.195924026787074e-05,1.3034775939757098e-05,4.761646325580589e-08,1.4195389221836128e-08,2.662496108939434e-07,2.1746565699794912e-07,1.1891127550346662e-08,2.3907649940469556e-07,1.6204643198141192e-06,2.062551804886322e-14,1.678961134507428e-11,7.511707213040955e-11,3.9020755916465725e-15,6.6518110569956426e-09,9.980458026678842e-09,3.642773301025762e-15,8.392720295615903e-14,4.7502452382618975e-15,3.7647902608301406e-10,2.610070013049682e-07,2.368396809304663e-15,1.9886572511586657e-13
8.635810379558956e-07,0.90347658332681,3.76,0.0,0.7697379035630276,0.9996963605833004,0.00012732439576766295,5.494087135878988e-14,5.138181701560486e-10,0.0009755506428986792,0.00020687895817671123,2.282294601143265e-08,3.6537189433847514e-05,5.4003426680221914e-05,0.00022438074833667026,1.2368080840207925e-05,1.3080570668252625e-05,4.8633911335793446e-08,1.4711331341630602e-08,2.8022219729253276e-07,2.2859326014856728e-07,1.2375719464584526e-08,2.4984724509392567e-07,1.6552094384118196e-06,2.1708445420873375e-14,1.776747210951543e-11,8.075204121732551e-11,4.224424299364293e-15,6.803543325452946e-09,1.0219742708679471e-08,3.731125617834412e-15,8.701954086747362e-14,4.864400074755484e-15,3.855288590772482e-10,2.714936556597897e-07,2.5848694353106115e-15,2.13275216926662e-13
8.764960996641073e-07,0.9034775379436928,3.76,0.0,0.7697204182005934,0.9996916808837014,0.00013058976770003158,5.60836910358795e-14,5.229560241554755e-10,0.0009925424771129172,0.00020952665984860972,2.322449224772864e-08,3.67697013729474e-05,5.4135315158063806e-05,0.0002285735789221131,1.2784421439100054e-05,1.3125857168343085e-05,4.9657792695060546e-08,1.5237353405473123e-08,2.946950388480172e-07,2.401029447942331e-07,1.2872182828488745e-08,2.609330367010655e-07,1.6900017821162007e-06,2.283016308353775e-14,1.8785809678647798e-11,8.671260563464833e-11,4.567569756751525e-15,6.95646597385646e-09,1.046105085095825e-08,3.820225580496087e-15,9.017444864471431e-14,4.979519495867251e-15,3.946559401444702e-10,2.8223000273943617e-07,2.817135987119159e-15,2.284903087897361e-13
8.89411161372319e-07,0.9034784947684541,3.76,0.0,0.7697028968695856,0.9996870009914011,0.00013387581732830336,5.723267695888758e-14,5.321088802718772e-10,0.0010095603484256805,0.0002121617509867928,2.3626656949679176e-08,3.69991604596908e-05,5.426676953693671e-05,0.00023277687001722945,1.3208281293436267e-05,1.3170680022678466e-05,5.068805766889689e-08,1.5773485808569844e-08,3.09677765960493e-07,2.5200135694504067e-07,1.3380631058422967e-08,2.72338712627111e-07,1.7248354991198544e-06,2.399141814994631e-14,1.9845655455503933e-11,9.301214240636386e-11,4.93250058645114e-15,7.110586227748285e-09,1.0704394948850871e-08,3.910077736885145e-15,9.339219254842291e-14,5.095609433648807e-15,4.038607494487413e-10,2.932181620010822e-07,3.0660697712063058e-15,2.445431895756515e-13
9.023262230805307e-07,0.9034794537976406,3.76,0.0,0.7696853399316816,0.9996823208670137,0.00013718228367354252,5.83878373379942e-14,5.41276502656163e-10,0.0010266038364095205,0.00021478426279640265,2.402942970746235e-08,3.722578651253566e-05,5.4397828636391784e-05,0.00023699059231949306,1.3639679381512935e-05,1.3215079925074254e-05,5.172465778156284e-08,1.63197589861895e-08,3.251800377453461e-07,2.6429514123307563e-07,1.390117773183649e-08,2.8406913921633076e-07,1.7597049255849525e-06,2.5192959961137094e-14,2.094805309171416e-11,9.966436733221176e-11,5.320237218618319e-15,7.265911427623916e-09,1.0949787694060443e-08,4.000686730174483e-15,9.66730394846224e-14,5.212675919908233e-15,4.1314377465676125e-10,3.044602660958788e-07,3.3325778810290247e-15,2.614668521085666e-13
9.28156346496954e-07,0.9034813784553553,3.76,0.0,0.7696501205517433,0.9996729597601861,0.00014385551621399538,6.071671509300039e-14,5.596551795416174e-10,0.001060766111530713,0.00021999167352283595,2.4836761005009074e-08,3.767134980439712e-05,5.4658897585669105e-05,0.0002454492274522845,1.4525164979228086e-05,1.3302756074324323e-05,5.381667502274335e-08,1.7442849659506104e-08,3.5778199567096815e-07,2.9009539789769067e-07,1.497902153009436e-08,3.085238476178407e-07,1.829529156075181e-06,2.7719912344995806e-14,2.3284740056929887e-11,1.140834628529128e-10,6.1683722673512955e-15,7.580206365521887e-09,1.1446770475651154e-08,4.184194116449587e-15,1.0342511361186305e-13,5.449762969900424e-15,4.3194644573548576e-10,3.277149061402924e-07,3.922119201970474e-15,2.980625732280999e-13
9.51403457571735e-07,0.9034831181513177,3.76,0.0,0.7696183044503625,0.9996645335588362,0.00014992900266481616,6.283390692935135e-14,5.762444251817405e-10,0.0010915960653841291,0.000224635635999831,2.5565347099437882e-08,3.806459839395569e-05,5.489282499628656e-05,0.00025309743452001755,1.5348068389736094e-05,1.3380557718189945e-05,5.5720692127358525e-08,1.8488619139258273e-08,3.889980905086777e-07,3.147344325213581e-07,1.599160037373958e-08,3.316931128889259e-07,1.8924399109548852e-06,3.013951329816976e-14,2.5544007961279653e-11,1.2841151766105334e-10,7.020599227842588e-15,7.867267371870586e-09,1.1901190396161853e-08,4.351986743539684e-15,1.0972048512011419e-13,5.66654254241096e-15,4.491413067136565e-10,3.4953424298244224e-07,4.5226307174327435e-15,3.343245925094215e-13
9.74650568646516e-07,0.903484864934914,3.76,0.0,0.7695863775108137,0.9996561059587302,0.00015606537637619046,6.49712371967806e-14,5.928784917638064e-10,0.0011225035813224853,0.00022923932907647725,2.629576882563989e-08,3.8451492357316066e-05,5.5125923373756097e-05,0.000260779098389799,1.6195680403177657e-05,1.345747602220465e-05,5.764452785066902e-08,1.956772062166206e-08,4.2204904651298987e-07,3.4075774782900557e-07,1.7045151992515802e-08,3.55991496707171e-07,1.955386257803175e-06,3.270139930483227e-14,2.7957939217463627e-11,1.4411149999293404e-10,7.964104654994623e-15,8.15834799555183e-09,1.2362447747590375e-08,4.522305419399639e-15,1.1622449508795202e-13,5.8865813044440235e-15,4.66597266467901e-10,3.7221014243106577e-07,5.195819698746899e-15,3.739588502688044e-13
9.978976797212968e-07,0.9034866187852811,3.76,0.0,0.7695543410536263,0.9996476767066819,0.00016226369301286072,6.712875671990049e-14,6.095564684066408e-10,0.0011534870004924732,0.0002338029364434459,2.7027985206014782e-08,3.883287639608624e-05,5.535831377633818e-05,0.00026849412860970566,1.7068103853892293e-05,1.3533645197939602e-05,5.958793331068899e-08,2.0680333780251524e-08,4.5699224107140614e-07,3.682040464590361e-07,1.8140344650917645e-08,3.814483505378225e-07,2.018341214861005e-06,3.541002163268352e-14,3.05330687585032e-11,1.6127618212158065e-10,9.006070215022736e-15,8.453490877106884e-09,1.2830616236379019e-08,4.695177630143751e-15,1.229387275743405e-13,6.109914420076958e-15,4.843171597198129e-10,3.9575552784058434e-07,5.948305117774661e-15,4.1718815357176034e-13
9.999999999999997e-07,0.9034883796814341,3.76,0.0,0.7695514385219107,0.999646914328686,0.00016282725435588362,6.73248662022511e-14,6.110668545524623e-10,0.0011562926331867595,0.0002342136698110129,2.709428937424098e-08,3.886712096250533e-05,5.5379298385369316e-05,0.00026919346915622405,1.7148227090745526e-05,1.354050055701959e-05,5.976463904627941e-08,2.078260992524097e-08,4.602475584584145e-07,3.7075760529568836e-07,1.8241463034966903e-08,3.8380864090342473e-07,2.024033998117109e-06,3.5662360671875143e-14,3.0774123070841715e-11,1.6290395473578927e-10,9.10541044776583e-15,8.480383449111713e-09,1.2873297656482874e-08,4.7109379250266394e-15,1.2355633974517375e-13,6.1302748613226594e-15,4.859327430683704e-10,3.9792814063000526e-07,6.020503371923656e-15,4.212826923052144e-13
1.0211447907960777e-06,0.9034883796814341,3.76,0.0,0.7695221962304689,0.9996392455452711,0.00016852313543375705,6.930651616416985e-14,6.262775435462301e-10,0.0011845448338645601,0.00023832664218793366,2.7761959492284836e-08,3.920949481148923e-05,5.55900974032824e-05,0.0002762424502898758,1.7965439599673373e-05,1.360917866487642e-05,6.155066707514329e-08,2.1826638981419788e-08,4.938853576607612e-07,3.971120173494893e-07,1.92778482615024e-08,4.0809329613854467e-07,2.081279344083751e-06,3.826985529771151e-14,3.327606308071835e-11,1.800022163195084e-10,1.0154060733084988e-14,8.752737693647244e-09,1.330576792601963e-08,4.8706303407906106e-15,1.2986477492059636e-13,6.3365762902860575e-15,5.023037599128155e-10,4.2018346022634155e-07,6.787126511941711e-15,4.642445587283286e-13
1.0443919018708586e-06,0.9034901476022482,3.76,0.0,0.7694899440459869,0.9996308122136781,0.00017484299843568808,7.150456570672262e-14,6.430409920230995e-10,0.0012156757402966808,0.00024281063076071757,2.8497658620563973e-08,3.958200206302508e-05,5.5821359088126455e-05,0.000284024001560531,1.8887786629092096e-05,1.36841722247485e-05,6.353249428562246e-08,2.3006817266961588e-08,5.327863869984795e-07,4.275203359157693e-07,2.045833433329062e-08,4.359562207653611e-07,2.144176663930551e-06,4.128539915359073e-14,3.619372072853121e-11,2.003902124315638e-10,1.1416036192926406e-14,9.056128898017446e-09,1.3787972791695203e-08,5.04868980712925e-15,1.3700423761768476e-13,6.5666003340770215e-15,5.205597622540326e-10,4.455071349042142e-07,7.719760282626252e-15,5.153695689437683e-13
1.0676390129456395e-06,0.9034919225265093,3.76,0.0,0.7694575853769305,0.9996223764483696,0.00018122267513829467,7.372295495665037e-14,6.598461637855352e-10,0.00124687850732035,0.00024725508694815824,2.9235052733795363e-08,3.995097244673332e-05,5.605217017842551e-05,0.0002918387314745055,1.9835242154656877e-05,1.3758706769740448e-05,6.553318587353804e-08,2.422105029468118e-08,5.737536281246384e-07,4.5946766414262073e-07,2.16824759213205e-08,4.650672727310005e-07,2.207010567263403e-06,4.4461175975801405e-14,3.9292972780582566e-11,2.2254481574998952e-10,1.2800363988744656e-14,9.363703556060538e-09,1.4277298425807066e-08,5.229381438781048e-15,1.443587239309362e-13,6.800018840272619e-15,5.390877722838951e-10,4.717398774118289e-07,8.754136295328961e-15,5.708143342232267e-13
1.0908861240204203e-06,0.9034937044329141,3.76,0.0,0.7694251209889228,0.9996139379836578,0.0001876616448356801,7.596173290999169e-14,6.76692473998354e-10,0.0012781520343003528,0.00025166019584823055,2.99741147629502e-08,4.031690894662901e-05,5.6282590907222615e-05,0.00029968659827812573,2.0807901693754628e-05,1.3832850593408017e-05,6.755251787193649e-08,2.5469520266465493e-08,6.168456893714029e-07,4.929926505781204e-07,2.2950947571921375e-08,4.954568572890467e-07,2.2697597439622197e-06,4.780173253703422e-14,4.25808832772972e-11,2.4657478514616165e-10,1.431583129903775e-14,9.675499239292073e-09,1.4773809858201015e-08,5.4127297158594e-15,1.519298494584341e-13,7.036862877739973e-15,5.578902993525482e-10,4.988951389704342e-07,9.898654744948468e-15,6.308398534795198e-13
1.1141332350952012e-06,0.9034954933000983,3.76,0.0,0.7693925515510484,0.9996054965521565,0.00019415946223342448,7.822094791158952e-14,6.935793944452045e-10,0.0013094953177841837,0.00025602614285001764,3.0714820062468716e-08,4.0680251270253394e-05,5.651267232073956e-05,0.00030756756800386336,2.18058591384925e-05,1.390666134234202e-05,6.959027081621757e-08,2.6752409853218423e-08,6.621214891943433e-07,5.281339302158549e-07,2.4264425269406655e-08,5.271556328552213e-07,2.3324041081212934e-06,5.13116396718923e-14,4.606464963545538e-11,2.7259307147109524e-10,1.5971657657755282e-14,9.991551956609423e-09,1.527756945390849e-08,5.5987581448202405e-15,1.597192366545323e-13,7.277162245418436e-15,5.769697527374378e-10,5.269864916407369e-07,1.1162203312869288e-14,6.957171788621034e-13
1.1373803461699821e-06,0.9034972891066453,3.76,0.0,0.7693598776485873,0.9995970518851516,0.0002007157479129206,8.050064761917685e-14,7.105064460258944e-10,0.0013409074387162115,0.0002603531136157854,3.1457146091945475e-08,4.1041383111451826e-05,5.674245786556477e-05,0.0003154816133099773,2.2829206816278368e-05,1.3980187672223202e-05,7.164622921397012e-08,2.8069902116800577e-08,7.096402568618177e-07,5.649301242620433e-07,2.5623586382988963e-08,5.601945075308259e-07,2.394924729464144e-06,5.4995492330582137e-14,4.9751603041935864e-11,3.007168961897902e-10,1.7777507688421136e-14,1.0311896123692289e-08,1.5788636858758682e-08,5.787489230427154e-15,1.6772851433862851e-13,7.520945442981491e-15,5.963284391828518e-10,5.560276233423946e-07,1.2554174602107294e-14,7.65727622266275e-13
1.160627457244763e-06,0.9034990918311057,3.76,0.0,0.7693270997941349,0.9995886037129094,0.00020733017989756398,8.280087902479674e-14,7.274731922090677e-10,0.0013723875512738457,0.0002646412940650324,3.220107213807587e-08,4.140063868418719e-05,5.6971984705473175e-05,0.0003234287125163855,2.3878035542521723e-05,1.405347065518163e-05,7.372018107726747e-08,2.9422180423227147e-08,7.594615329975118e-07,6.034198397786813e-07,2.7029109617414364e-08,5.946046359226563e-07,2.457303768714451e-06,5.885790962122618e-14,5.364920885133551e-11,3.3106783025099666e-10,1.9743504035537856e-14,1.0636564570387869e-08,1.6307069001035356e-08,5.978944463135478e-15,1.75959317165105e-13,7.768239667852526e-15,6.159685632213497e-10,5.860323328347863e-07,1.4084483861289095e-14,8.411629639986209e-13
1.1838745683195439e-06,0.9035009014520058,3.76,0.0,0.7692942184373123,0.9995801517649315,0.00021400248620204965,8.512168850913823e-14,7.444792333239547e-10,0.0014039348731206926,0.00026889087036010667,3.294657907179276e-08,4.175830858472587e-05,5.720128481608604e-05,0.0003314088488018767,2.4952434666543418e-05,1.4126544976369181e-05,7.581191751599122e-08,3.0809428353005896e-08,8.116451699703451e-07,6.436416692028421e-07,2.8481674967014283e-08,6.304174162366411e-07,2.519524416678139e-06,6.290353484034892e-14,5.7765066983777954e-11,3.6377187318599225e-10,2.1880240477756364e-14,1.0965588571539066e-08,1.683292014642537e-08,6.1731443303922934e-15,1.8441328505697502e-13,8.019070840810223e-15,6.358922293479537e-10,6.170145247454114e-07,1.5763586993959703e-14,9.223256635857685e-13
1.2071216793943248e-06,0.9035027179478629,3.76,0.0,0.7692612339732163,0.9995716957701654,0.00022073243826885912,8.746312190070926e-14,7.615242016006664e-10,0.0014355486769229728,0.00027310202889313664,3.3693649136786895e-08,4.2114645036295106e-05,5.7430385887912814e-05,0.0003394220095406084,2.605249211150549e-05,1.4199439946895147e-05,7.79212323827321e-08,3.223182961421716e-08,8.662513321261949e-07,6.856341897423773e-07,2.998196367400137e-08,6.676644876327946e-07,2.581570836845595e-06,6.71370354910811e-14,6.210691232928029e-11,3.989595324463861e-10,2.419879523149348e-14,1.129899789235055e-08,1.736624198379068e-08,6.370108348045925e-15,1.9309206265298014e-13,8.273463646584641e-15,6.561014447605969e-10,6.489882047215507e-07,1.7602498859071157e-14,1.0095290727229177e-12
1.2303687904691057e-06,0.9035045412971944,3.76,0.0,0.7692281467497631,0.9995632354571755,0.00022751984520085343,8.982522453275606e-14,7.786077568677065e-10,0.0014672282829828822,0.00027727495627403537,3.4442265765790305e-08,4.2469866567675625e-05,5.765931206768354e-05,0.000347468185756244,2.717829440911453e-05,1.4272180358371714e-05,8.004792196090986e-08,3.368956795902143e-08,9.233404958664248e-07,7.294359626530568e-07,3.15306581907101e-08,7.063777278192333e-07,2.6434281113193873e-06,7.156310328946162e-14,6.668261516045675e-11,4.3676590298382045e-10,2.6710744446687204e-14,1.163682084709322e-08,1.790708372336262e-08,6.569855096693682e-15,2.019972987948885e-13,8.53144157919168e-15,6.765981233213172e-10,6.819674747544715e-07,1.9612811864692675e-14,1.1030976503601746e-12
1.2536159015438866e-06,0.9035063714785297,3.76,0.0,0.7691949570740547,0.9995547705542861,0.00023436454870374407,9.220804130994606e-14,7.957295828219127e-10,0.0014989730528486393,0.00028140983931933917,3.51924134211504e-08,4.28241621735304e-05,5.788808456792735e-05,0.000355547371672012,2.8329926729821042e-05,1.4344787203038046e-05,8.219178469456569e-08,3.518282710189995e-08,9.829734495806342e-07,7.750855324022549e-07,3.312844214596733e-08,7.465892508649187e-07,2.7050821898730113e-06,7.618645415943725e-14,7.150018155977891e-11,4.773307470788289e-10,2.942817590485606e-14,1.1979084369425586e-08,1.8455492209875776e-08,6.772402258193723e-15,2.111306460064466e-13,8.793026995492045e-15,6.97384090089552e-10,7.159665287028405e-07,2.1806714859837815e-14,1.203367179921628e-12
1.2768630126186674e-06,0.9035082084704177,3.76,0.0,0.7691616652179055,0.9995463007896964,0.000241266418656787,9.461161678338266e-14,8.128893837969364e-10,0.0015307823837713789,0.00028550686504167093,3.594407745647792e-08,4.317769500372987e-05,5.811672217111307e-05,0.000363659564337603,2.9507472909174122e-05,1.4417278281235267e-05,8.435262095598866e-08,3.671179064076811e-08,1.045211293440158e-06,8.226214257258302e-07,3.4776000315268965e-08,7.883314052088837e-07,2.7665198419497827e-06,8.10118282170519e-14,7.656775386302213e-11,5.207985744255026e-10,3.236370292061115e-14,1.2325814088605995e-08,1.9011512052846404e-08,6.977766659598668e-15,2.2049375997807604e-13,9.058241177245461e-15,7.184610856215082e-10,7.509996480369368e-07,2.419701232696559e-14,1.3106849886539776e-12
1.3001101236934483e-06,0.903510052251438,3.76,0.0,0.7691282714226333,0.9995378258915804,0.0002482253492386104,9.703599522394309e-14,8.300868819670448e-10,0.0015626557038985738,0.0002895662206396843,3.6697243996632554e-08,4.353060562783593e-05,5.8345241647719167e-05,0.0003718047633188741,3.071101547088404e-05,1.4489668714033278e-05,8.653023284370344e-08,3.827664198307223e-08,1.1101154390578472e-06,8.720821505848887e-07,3.64740185944161e-08,8.316367718470576e-07,2.8277286114272093e-06,8.604398974423723e-14,8.189361111896608e-11,5.673187224820749e-10,3.553047844584338e-14,1.2677034407748935e-08,1.9575185763637926e-08,7.185964325719487e-15,2.3008829910691283e-13,9.3271043959548e-15,7.398307713330472e-10,7.870811978249107e-07,2.679714387797683e-14,1.4254101691041155e-12
1.3233572347682292e-06,0.9035119028002073,3.76,0.0,0.7690947759032124,0.9995293455881659,0.00025524125554388533,9.948122069040814e-14,8.47321814929652e-10,0.0015945924681114592,0.00029358809348838414,3.7451899833749725e-08,4.3883014918387726e-05,5.857365810216376e-05,0.00037998297044026364,3.194063564704133e-05,1.4561971375234243e-05,8.872442400719673e-08,3.987756427716995e-08,1.1777476090220309e-06,9.235061950296395e-07,3.822318397616924e-08,8.765381626790022e-07,2.8886967739875214e-06,9.128772715284327e-14,8.748616956450165e-11,6.170454370970534e-10,3.894220937641131e-14,1.3032768583390135e-08,2.01465538896424e-08,7.397010531319722e-15,2.399159240539519e-13,9.599635977588708e-15,7.61494735060376e-10,8.242256229729651e-07,2.9621204056349927e-14,1.5479138027280564e-12
1.3466043458430101e-06,0.9035137600953871,3.76,0.0,0.7690611788518605,0.9995208596078025,0.00026231407063400183,1.0194733709687803e-13,8.645939336172828e-10,0.0016265921544262468,0.00029757267112974457,3.820803233731512e-08,4.4235026592718674e-05,5.880198525802827e-05,0.0003881941895716115,3.3196413395875066e-05,1.4634197254635088e-05,9.093499949738635e-08,4.151474034804974e-08,1.248169836313788e-06,9.769320259775458e-07,4.002418452961471e-08,9.230686189984853e-07,2.9494132969456234e-06,9.674785293960914e-14,9.335398311564852e-11,6.701379534204486e-10,4.261317106568699e-14,1.3393038805477437e-08,2.072565514659742e-08,7.610919848728115e-15,2.4997829730605494e-13,9.875854366235735e-15,7.834544953376467e-10,8.624474447172218e-07,3.2683962449005193e-14,1.6785791856345555e-12
1.369851456917791e-06,0.9035156241156933,3.76,0.0,0.7690274804411421,0.9995123676790183,0.00026944374297048815,1.0443438828125965e-13,8.819030004971914e-10,0.001658654260886744,0.00030152014126355234,3.8965629376487574e-08,4.458672944924743e-05,5.9030235693102556e-05,0.00039643842645172846,3.4478427417396836e-05,1.4706355763061327e-05,9.31617656391553e-08,4.318835263725e-08,1.3214444636160447e-06,1.0323980879130867e-06,4.1877709381930964e-08,9.712614101125333e-07,3.0098678013921375e-06,1.0242920363271497e-13,9.950574387503011e-11,7.267605771090825e-10,4.655822204984007e-14,1.3757866275778683e-08,2.1312526551439973e-08,7.827706195637411e-15,2.602770827930415e-13,1.0155777186612493e-14,8.057115064381111e-10,9.017612573580631e-07,3.600088411163992e-14,1.8178020564677959e-12
1.3930985679925719e-06,0.9035174948398998,3.76,0.0,0.7689936808266415,0.9995038695305647,0.0002766302341847552,1.0694241807117642e-13,8.992487880216328e-10,0.0016907783028833005,0.0003054306917384144,3.9724679253053204e-08,4.493819933112969e-05,5.925842103359505e-05,0.0004047156885419293,3.5786755167241334e-05,1.4778454988459984e-05,9.540452992186243e-08,4.4898583147590574e-08,1.3976341425222163e-06,1.0899428015163958e-06,4.3784448702181546e-08,1.0211500320746747e-06,3.0700505265155758e-06,1.0833663973054142e-13,1.0595028265538354e-10,7.870827658352518e-10,5.079281898723001e-14,1.4127271283373963e-08,2.190720355187182e-08,8.047382885156437e-15,2.708139455266724e-13,1.043942130648075e-14,8.282671640318484e-10,9.421817252332594e-07,3.958815031105848e-14,1.9659908264343674e-12
1.4163456790673528e-06,0.9035193722468471,3.76,0.0,0.7689597801492726,0.9994953648914578,0.0002838735171426078,1.0947147034427627e-13,9.166310772945691e-10,0.0017229638108410682,0.0003093045105428787,4.0485170643593444e-08,4.528950084759461e-05,5.94865521150205e-05,0.0004130259849040636,3.712147286896908e-05,1.4850501910945399e-05,9.766310090641385e-08,4.664561339284872e-08,1.4768018326523956e-06,1.1496045622278775e-06,4.5745093686698164e-08,1.0727682065191077e-06,3.129952295975511e-06,1.1447504563325574e-13,1.1269656951758425e-10,8.51279211107739e-10,5.533303181181952e-14,1.4501273276933845e-08,2.2509720148262134e-08,8.269962673622165e-15,2.8159055123708564e-13,1.0726802896311449e-14,8.511228090306247e-10,9.83723579926173e-07,4.346267958756293e-14,2.1235668114806447e-12
