Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635)
0.009121836291271609,0.6087653309547424,3.76,0.0,0.7381051446774559,0.9813625440899801,0.023047551282516485,6.482218640100946e-21,2.072532658444525e-15,0.0003686504565499931,0.00015984858729352217,4.290198315227103e-07,1.3997482637619487e-06,1.3848858686248372e-06,0.006754659687063128,0.006778681363673384,2.826419547442251e-07,3.8059411906797176e-08,2.1921715236707157e-07,0.002319783378417543,0.004226959997658101,2.3514908167367517e-07,0.0069340867673837,1.736651540991182e-05,1.903012083519826e-14,6.097071509838989e-09,1.4253892232284926e-05,4.870166800565664e-13,7.724567638098702e-11,1.1767579693176864e-10,2.314914706405849e-17,1.910503544017898e-12,1.5869904067680642e-17,7.943712401119878e-12,7.85615633733139e-05,3.079166143468855e-11,7.868460016880513e-08,1.9778710500291485e-15,1.0073094449277049e-18,6.5254492131295396e-12,4.5296004926143e-15,4.6663419612262323e-07,1.0417583344646028e-13,1.9201420349729655e-17,7.239078509168311e-08,2.891715052243732e-08,6.824187847357055e-17,1.7040096035604714e-15,1.9146402310995914e-09,2.3348575643202645e-10,1.7652373591422903e-08
0.009170055818364244,0.6087733350452917,3.76,0.0,0.7378669796439903,0.9811874969935889,0.02327356726346465,6.596480669594332e-21,2.093450119491991e-15,0.0003695497969453545,0.00016056051090268807,4.299840859287802e-07,1.407454198445508e-06,1.3950949822188648e-06,0.006833543410850177,0.006806804307183732,2.8441205691645284e-07,3.830618010919924e-08,2.212762252237976e-07,0.0023516054106236706,0.004252783485875262,2.370732556352872e-07,0.007026142148146038,1.748894901799478e-05,1.9291223279878452e-14,6.210069742908268e-09,1.4570428079651545e-05,5.007950739217446e-13,7.78159760760689e-11,1.187640998420211e-10,2.3359117987399095e-17,1.9255352576882625e-12,1.6013793386094056e-17,8.013287112275854e-12,7.96685786338433e-05,3.167726666870276e-11,8.049669205912685e-08,2.023645782753321e-15,1.0359691222147998e-18,6.627162005963529e-12,4.596365047204684e-15,4.797195434340141e-07,1.0709824708370279e-13,1.9578916046972853e-17,7.325952236772623e-08,2.995656921669518e-08,7.016362573978914e-17,1.7433917583282377e-15,1.931049919720313e-09,2.367607576616729e-10,1.8274943051830702e-08
0.00921827534545688,0.6087814119444158,3.76,0.0,0.7376277464814793,0.9810115116813475,0.02350086692344704,6.7125530543927564e-21,2.11462010475136e-15,0.00037044721772993726,0.0001612714713823433,4.3094524484008414e-07,1.4151703056302414e-06,1.4053373005651845e-06,0.006912988042516955,0.0068347719998193375,2.861861874303141e-07,3.8553275215473905e-08,2.2334332769108816e-07,0.0023836973800399654,0.004278574954872906,2.3900153206189244e-07,0.00711892245220316,1.7611537973274514e-05,1.9554542024315418e-14,6.32461284876505e-09,1.489250023414641e-05,5.149002967016329e-13,7.838812811426326e-11,1.1986043214282109e-10,2.3570554650270676e-17,1.9406029868267684e-12,1.6158688279653585e-17,8.083254987182873e-12,8.07879133590466e-05,3.2584291605222335e-11,8.234296150940007e-08,2.0702897264407775e-15,1.065311757745284e-18,6.72992362631764e-12,4.664003738609063e-15,4.931055954359539e-07,1.1008786717813451e-13,1.996256511716027e-17,7.413336698681817e-08,3.1027714788781995e-08,7.213067612737961e-17,1.7835203516600542e-15,1.947486714720929e-09,2.4006530418377493e-10,1.8916443623623886e-08
0.009266494872549515,0.6087895618251793,3.76,0.0,0.7373874449230338,0.9808345867405701,0.023729451969657676,6.830685122616477e-21,2.136042372673556e-15,0.00037134271428536126,0.00016198145660658848,4.319032997245578e-07,1.4228964427317623e-06,1.4156127982581236e-06,0.006992994495183491,0.006862584168063497,2.879643181668824e-07,3.880068982587812e-08,2.2541841213458342e-07,0.002416059765680185,0.004304333459341703,2.409338561547043e-07,0.007212428891263505,1.773427764341125e-05,1.982008104083437e-14,6.440713349244495e-09,1.5220178026244698e-05,5.29339021873976e-13,7.896212266161541e-11,1.2096486521894214e-10,2.3783470763919572e-17,1.955706643061446e-12,1.6304598146611685e-17,8.153618775316375e-12,8.191967418914276e-05,3.351318308111122e-11,8.422392737469739e-08,2.117816252555838e-15,1.0953520479701778e-18,6.8337389433714864e-12,4.732526519503951e-15,5.06797661913338e-07,1.131458823035843e-13,2.0352446159108535e-17,7.501229534823953e-08,3.213137629733447e-08,7.414387239024651e-17,1.8244068216269998e-15,1.9639496673675436e-09,2.433994869938148e-10,1.9577354029950735e-08
0.009309892446932887,0.6087969592583101,3.76,0.0,0.7371702598398259,0.9806745497576504,0.023936278902500607,6.938758441887832e-21,2.1555407313259712e-15,0.00037214701209114945,0.00016261959982820682,4.327628889477284e-07,1.4298584058829754e-06,1.4248890123265723e-06,0.007065481398541945,0.006887481933879493,2.895680347791977e-07,3.9023631148096416e-08,2.2729276202352905e-07,0.0024454175019620154,0.0043274871522045654,2.426763675266425e-07,0.007297206515180306,1.7844868399267867e-05,2.006096767107702e-14,6.5465454760866044e-09,1.5519938523971363e-05,5.426242270788689e-13,7.948028499208847e-11,1.219658106936396e-10,2.397636424471117e-17,1.9693305474821765e-12,1.643678762474252e-17,8.217285400541222e-12,8.294897187702527e-05,3.436822310675077e-11,8.594689590878513e-08,2.1613558459059733e-15,1.1229953669735913e-18,6.928076279975943e-12,4.794960154225571e-15,5.193866020364385e-07,1.1595756733579252e-13,2.0708736404755264e-17,7.580765764602575e-08,3.3153136797518044e-08,7.599595195023403e-17,1.8618621554051517e-15,1.978788210634034e-09,2.4642566387467363e-10,2.0189172007833683e-08
0.009353290021316258,0.6088044160674678,3.76,0.0,0.7369522089955308,0.980513749539782,0.02414414955690117,7.048446280350223e-21,2.1752492027555666e-15,0.0003729497445433166,0.00016325693495052764,4.3361995214711234e-07,1.4368282551008594e-06,1.4341919556270025e-06,0.0071384247385172,0.006912253342695109,2.911749636475223e-07,3.924682048623389e-08,2.2917348263912028e-07,0.002474994977740239,0.004350612702435538,2.444220729060967e-07,0.007382574122720709,1.795557422366347e-05,2.0303658541339123e-14,6.653658121991e-09,1.5824347282974187e-05,5.561891369571315e-13,7.999992270777791e-11,1.22973376652105e-10,2.4170464159460952e-17,1.9829833306351025e-12,1.6569804822915834e-17,8.281273907403995e-12,8.39885001509949e-05,3.524161710824005e-11,8.769878080821882e-08,2.2056311333920487e-15,1.1512235041479288e-18,7.023273499260066e-12,4.8581237847066805e-15,5.322317217391973e-07,1.1882651226778251e-13,2.1070199651652747e-17,7.660710055706043e-08,3.420248228289386e-08,7.788675680171047e-17,1.899949203430956e-15,1.9936468600584508e-09,2.494759826479757e-10,2.0817469539542022e-08
0.00939668759569963,0.6088119323733013,3.76,0.0,0.7367332922421939,0.9803521850930829,0.02435306511338272,7.159811145965067e-21,2.19516941850525e-15,0.0003737509091297512,0.00016389345330248826,4.3447448446044543e-07,1.4438058847693499e-06,1.4435215805091938e-06,0.00721182513952719,0.006936898231746618,2.927850889407554e-07,3.947025280767331e-08,2.3106053356920633e-07,0.0025047925093032836,0.004373709433740822,2.461709342339432e-07,0.0074685325496422345,1.8066391849636e-05,2.054815627748569e-14,6.762060336946233e-09,1.6133455772845398e-05,5.700385596666293e-13,8.052102862985667e-11,1.2398760091139883e-10,2.4365776796578125e-17,1.996664917635329e-12,1.6703654064365992e-17,8.345585473745825e-12,8.503833798207058e-05,3.613368750732899e-11,8.947997324135272e-08,2.2506521587573445e-15,1.1800466021423657e-18,7.119333640298328e-12,4.9220243500527e-15,5.45337019367979e-07,1.2175361231652956e-13,2.14368959419385e-17,7.741060603509593e-08,3.528001879931684e-08,7.98169389401313e-17,1.9386765687752647e-15,2.0085250518416837e-09,2.525505067911896e-10,2.1462615275434132e-08
0.009440085170083,0.6088195082950413,3.76,0.0,0.736513509446636,0.9801898554345634,0.02456302673252434,7.272877407055205e-21,2.2153034950478674e-15,0.00037455050329154166,0.0001645291465761556,4.353264809658105e-07,1.450791187027093e-06,1.4528778324027353e-06,0.0072856832131998365,0.006961416449422125,2.943983961622784e-07,3.969392299584108e-08,2.3295387182436327e-07,0.0025348104025211056,0.004396776673956626,2.4792291197036003e-07,0.007555082617254692,1.8177317984472858e-05,2.0794463417431923e-14,6.871761127838168e-09,1.6447315754899932e-05,5.841772607248719e-13,8.104359488600974e-11,1.2500851739346266e-10,2.456230746034031e-17,2.0103752219432076e-12,1.6838339005032478e-17,8.410221008501938e-12,8.609856473133563e-05,3.7044754758549605e-11,9.129086851597732e-08,2.2964290617050837e-15,1.209474654037734e-18,7.216259839056392e-12,4.9866687088778285e-15,5.58706533586657e-07,1.2473977173462403e-13,2.1808885320902534e-17,7.821815578561063e-08,3.638636234924984e-08,8.178715152231948e-17,1.9780529396849374e-15,2.0234222335448257e-09,2.556492990124849e-10,2.212498422320786e-08
0.009483482744466372,0.608827143949923,3.76,0.0,0.7362928604903605,0.9800267595920077,0.024774035555061757,7.387670431564217e-21,2.2356536177765128e-15,0.0003753485243441811,0.00016516400681388478,4.36175936598409e-07,1.4577840564004766e-06,1.4622606603221137e-06,0.007359999558475089,0.0069858078551641644,2.960148718295025e-07,3.991782597290708e-08,2.3485345461531914e-07,0.0025650489528662086,0.004419813755082664,2.496779671665716e-07,0.007642225132571831,1.828834935761257e-05,2.104258241435814e-14,6.982769540653551e-09,1.6765979280893734e-05,5.986100846243548e-13,8.156761373044945e-11,1.260361609543737e-10,2.47600616151245e-17,2.0241141605616455e-12,1.6973863410391746e-17,8.475181466565662e-12,8.716926015242539e-05,3.79751449209749e-11,9.313186611505217e-08,2.3429720919106155e-15,1.239517828956703e-18,7.314055205751905e-12,5.052063834558254e-15,5.723443434906222e-07,1.2778590388042579e-13,2.2186228499015923e-17,7.902973127190718e-08,3.752213898913547e-08,8.379805665579671e-17,2.018087098013033e-15,2.0383378549314266e-09,2.5877242123493754e-10,2.2804957815833237e-08
0.009526880318849743,0.6088348394535545,3.76,0.0,0.7360713452691414,0.9798628966040309,0.024986092702076974,7.504214970125972e-21,2.256221989364536e-15,0.0003761449698061442,0.00016579802619512052,4.3702284654557554e-07,1.464784389243842e-06,1.4716700144475242e-06,0.007434774761545492,0.007010072319625963,2.976345025707339e-07,4.014195670473861e-08,2.367592389344755e-07,0.0025955084453575805,0.004442820013357214,2.5143606108219453e-07,0.007729960888204476,1.8399482759094617e-05,2.129251563582322e-14,7.0950945942406735e-09,1.7089498690921137e-05,6.133419109153253e-13,8.209307743103808e-11,1.2707056595850367e-10,2.4959044604895314e-17,2.037881653396791e-12,1.7110230963079986e-17,8.540467774052384e-12,8.825050439012772e-05,3.8925187032179014e-11,9.500336972579209e-08,2.390291604906475e-15,1.2701863530160311e-18,7.412722832882203e-12,5.118216706789722e-15,5.862545687127334e-07,1.3089293123390833e-13,2.2568986622337586e-17,7.984531371537959e-08,3.8687984910450883e-08,8.585032385478587e-17,2.0587879168583828e-15,2.053271370995615e-09,2.6191993456457154e-10,2.3502923978135817e-08
0.009570277893233115,0.6088425949198891,3.76,0.0,0.7358489636926775,0.9796982655200204,0.025199199275248652,7.622536844100225e-21,2.277010801195581e-15,0.00037693983756793717,0.00016643119695821615,4.3786720644121906e-07,1.471792083394624e-06,1.481105845709458e-06,0.007510009395818315,0.007034209724758393,2.9925727516423493e-07,4.036631019572554e-08,2.386711817138942e-07,0.0026261891545076325,0.004465794789361966,2.531971552881872e-07,0.00781829066235173,1.8510715012688855e-05,2.1544265363478805e-14,7.208745298271467e-09,1.741792661152287e-05,6.283776930989245e-13,8.261997836554748e-11,1.281117673960671e-10,2.515926190757367e-17,2.0516776246120012e-12,1.724744543789444e-17,8.606080894191865e-12,8.934237797920608e-05,3.989521490774481e-11,9.690578726649062e-08,2.4383980672216152e-15,1.3014906202847691e-18,7.512265794542763e-12,5.185134369662447e-15,6.004413694938433e-07,1.3406178541714388e-13,2.2957221338863923e-17,8.066488409786766e-08,3.9884546522755605e-08,8.794463049497409e-17,2.100164363835965e-15,2.0682222388029805e-09,2.650918992987692e-10,2.421927719501977e-08
0.009613675467616486,0.6088504104611459,3.76,0.0,0.7356257156844612,0.9795328653999187,0.02541335635706221,7.742662007524357e-21,2.298022300017222e-15,0.0003777331257384051,0.00016706351149608999,4.3870901218809744e-07,1.4788070377629841e-06,1.4905681064132361e-06,0.007585704021987585,0.007058219963723273,3.0088317668558133e-07,4.059088149403451e-08,2.405892399007096e-07,0.002657091344318029,0.00448873742811918,2.5496121181237903e-07,0.007907215218987067,1.862204294286068e-05,2.1797833793113974e-14,7.323730665390106e-09,1.7751315954544432e-05,6.437224405142576e-13,8.314830897782179e-11,1.2915980041532528e-10,2.5360718999567623e-17,2.065502002271131e-12,1.7385510608490616e-17,8.672021793776461e-12,9.044496184530238e-05,4.08855665192803e-11,9.883953091646333e-08,2.4873020547868258e-15,1.3334411345926731e-18,7.612687144655806e-12,5.252823923903314e-15,6.149089467237258e-07,1.3729340720629272e-13,2.3350994850252044e-17,8.148842316827969e-08,4.1112480550887966e-08,9.008166228937664e-17,2.142225500365621e-15,2.083189919384173e-09,2.682883749205306e-10,2.4954418581373538e-08
0.00970047061638323,0.6088662222087562,3.76,0.0,0.7351766201352165,0.9791997543429655,0.025844826281383192,7.988427751382114e-21,2.3407223699059874e-15,0.0003793149561781446,0.00016832554251911946,4.4038494541753157e-07,1.49285832902236e-06,1.5095717306433311e-06,0.00773847542981763,0.00710585857116951,3.041443158602706e-07,4.104065792853857e-08,2.444435294825912e-07,0.002719561169430359,0.004534523696481071,2.5849806128628607e-07,0.008086851665609511,1.884497325319049e-05,2.231043511205937e-14,7.557741371121655e-09,1.8433191974589865e-05,6.75359162888826e-13,8.420922911436041e-11,1.3127650233565495e-10,2.5767374539923706e-17,2.0932357037474893e-12,1.7664208188776983e-17,8.804890832984777e-12,9.268258607280614e-05,4.2928613167507455e-11,1.0280266675643494e-07,2.587545464057453e-15,1.3993235442640766e-18,7.816177120628849e-12,5.3905473403402086e-15,6.447034376496984e-07,1.4394876254830967e-13,2.4155409544303865e-17,8.314732924260037e-08,4.36651449182309e-08,9.448668388603005e-17,2.2284385623893522e-15,2.113173584340169e-09,2.747550926889655e-10,2.6482703884218972e-08
0.009787265765149974,0.6088822755601457,3.76,0.0,0.7347240582805155,0.9788635561179527,0.026280510756906954,8.241726975836394e-21,2.384340461541941e-15,0.0003808904479953638,0.00016958406255920445,4.4205061603672436e-07,1.506937478806536e-06,1.5286805277233181e-06,0.00789309321928337,0.007152987508279295,3.0741782101368336e-07,4.149124731140475e-08,2.4832176074159595e-07,0.0027829198224646173,0.004580173669595678,2.6204631191197555e-07,0.008268876061391341,1.9068248716510953e-05,2.283033543968306e-14,7.797198591623924e-09,1.9135555702486074e-05,7.082933508822899e-13,8.527577795466568e-11,1.3342095582508508e-10,2.6179055414410498e-17,2.12108224340661e-12,1.7946354152640095e-17,8.939082780888981e-12,9.496403232682959e-05,4.5057114412449397e-11,1.0689616107197493e-07,2.6911086698224407e-15,1.467920130417483e-18,8.023216770479757e-12,5.531444748871523e-15,6.756724635182222e-07,1.508667070124271e-13,2.4982738495061918e-17,8.482187349416972e-08,4.635144174583508e-08,9.907103548641527e-17,2.3175015023611325e-15,2.143218141110626e-09,2.813205474240695e-10,2.8091124018593253e-08
0.009874060913916719,0.6088985713520151,3.76,0.0,0.7342680299900955,0.9785242635698205,0.026720417769187814,8.502780630920849e-21,2.428895178256105e-15,0.0003824595906604602,0.00017083901776247177,4.437059970798222e-07,1.521043727929456e-06,1.54789415803944e-06,0.008049561425534063,0.007199606316508084,3.1070359690435883e-07,4.194261170612553e-08,2.522235859111513e-07,0.002847169036688075,0.004625682273189969,2.6560567204128426e-07,0.008453294020944932,1.9291844941882468e-05,2.3357549245376895e-14,8.042174065438398e-09,1.9858840564952002e-05,7.425672540066226e-13,8.634789663835511e-11,1.3559344822761337e-10,2.6595806238872942e-17,2.1490411624616853e-12,1.8231979242128975e-17,9.074605690099183e-12,9.72899621547291e-05,4.7273926652056215e-11,1.1112346781933744e-07,2.7980803189672527e-15,1.5393194798960752e-18,8.233829783668147e-12,5.675574796500834e-15,7.078510998884933e-07,1.5805509760273767e-13,2.5833497947688848e-17,8.651189410225693e-08,4.9177005793098226e-08,1.0384049592953064e-16,2.4094902686546644e-15,2.173319434436968e-09,2.8798518557912074e-10,2.978313358649603e-08
0.009960856062683463,0.6089151103949408,3.76,0.0,0.7338085353373963,0.9781818696993196,0.02716455501434116,8.771815479365527e-21,2.4744054748201116e-15,0.00038402237697579214,0.00017209035686222,4.4535106566031073e-07,1.5351763417820162e-06,1.5672123039103748e-06,0.008207883886526199,0.007245714711019651,3.1400155259038625e-07,4.239471397758886e-08,2.561486571297281e-07,0.002912310376695449,0.004671044509577556,2.6917585645261145e-07,0.008640110944177213,1.951573799716262e-05,2.3892089619498214e-14,8.292739384405468e-09,2.060348441514823e-05,7.782241111397259e-13,8.742552757971807e-11,1.3779427042800353e-10,2.701767211327228e-17,2.1771120622093355e-12,1.852111453162583e-17,9.211467795345966e-12,9.966104341188819e-05,4.958197607893212e-11,1.1548811205317685e-07,2.908550893035836e-15,1.613612243343159e-18,8.448039547113443e-12,5.822997006349839e-15,7.412750770799592e-07,1.655219389022681e-13,2.670821273747585e-17,8.82172260385275e-08,5.214764573400586e-08,1.0880097799923941e-16,2.50448237992853e-15,2.2034733789843697e-09,2.9474944046261366e-10,3.156229984933085e-08
0.009999999999999998,0.6089318934723812,3.76,0.0,0.7336001727167449,0.978026436158205,0.02736624355402317,8.895821625586553e-21,2.4952480728238467e-15,0.00038472510039933055,0.00017265350485069165,4.460895992859732e-07,1.5415584758713926e-06,1.5759587542655877e-06,0.008279893765868592,0.007266342198192976,3.154928667394241e-07,4.259884027698327e-08,2.5792634664317797e-07,0.002941980891360012,0.0046914533173365285,2.707894487244347e-07,0.008725150243449501,1.9616802830795113e-05,2.4135563556481992e-14,8.407590450627196e-09,2.094641957193274e-05,7.947693588831463e-13,8.791331917343392e-11,1.3879617194302537e-10,2.7209616103703832e-17,2.189808365543168e-12,1.86526691849944e-17,9.273631955671142e-12,0.0001007453358485832,5.065353915616257e-11,1.1750242744860035e-07,2.9595417026213107e-15,1.648089121056989e-18,8.545829497766432e-12,5.8905765643513325e-15,7.567662003417512e-07,1.6898270727018595e-13,2.7110682594722657e-17,8.899128242677765e-08,5.353644253654941e-08,1.111022294932486e-16,2.5483268459043433e-15,2.2170887257958795e-09,2.9783277352886223e-10,3.239418708915088e-08
0.010047651211450207,0.6089318934723812,3.76,0.0,0.733345574593075,0.9778363676579606,0.02761292990599047,9.049064933649093e-21,2.5208906621403856e-15,0.0003855788023666259,0.00017333803144551783,4.4698580213825793e-07,1.5493346077057421e-06,1.586634668845754e-06,0.00836806424523191,0.007291312578939873,3.173116011746926e-07,4.284751780948234e-08,2.600966263075797e-07,0.00297834523844003,0.004716255459851134,2.72756586301799e-07,0.008829332020842205,1.9739904298242064e-05,2.443396827368053e-14,8.54896595833918e-09,2.13699294837548e-05,8.153081639358405e-13,8.850861419470693e-11,1.4002371647843224e-10,2.7444698544484737e-17,2.2052946001005602e-12,1.8813791374665324e-17,9.349677493446983e-12,0.00010207795028017603,5.19842598310199e-11,1.1999369089614423e-07,3.0226127331984672e-15,1.6908911622187394e-18,8.66586913969998e-12,5.973771783288021e-15,7.759807810415471e-07,1.7327538332208055e-13,2.760741623276796e-17,8.993770124381222e-08,5.526934703771783e-08,1.1395852946309153e-16,2.6025569465574003e-15,2.2336759646053664e-09,3.0161373221883545e-10,3.343230491691141e-08
0.010134446360216952,0.6089489213420975,3.76,0.0,0.7328791482191378,0.9774877507430613,0.02806554958174324,9.33476863475516e-21,2.568370403859093e-15,0.00038712886425816193,0.00017458199618962473,4.4861018939864313e-07,1.5635178359942449e-06,1.6061609772189267e-06,0.008530105952027432,0.007336399977241676,3.20633659682774e-07,4.33009876975873e-08,2.640671451319141e-07,0.0030452748493424286,0.004761310285717437,2.763475891876537e-07,0.00902096223532443,1.9964320734006534e-05,2.4983195541708222e-14,8.810925019786127e-09,2.2158622329540928e-05,8.538646677255563e-13,8.959710084250079e-11,1.4228208340121144e-10,2.7876931407427345e-17,2.2335884878242365e-12,1.91100413772074e-17,9.48924333428906e-12,0.00010454136328658812,5.448384686115268e-11,1.246438745081952e-07,3.1403600649960715e-15,1.7712510901648894e-18,8.88734131583857e-12,6.1279604290848584e-15,8.120052538639466e-07,1.813237312710797e-13,2.8531650597826216e-17,9.167314880663769e-08,5.854827482942544e-08,1.193193356328708e-16,2.7037946918922383e-15,2.2639232607947434e-09,3.0857846780842813e-10,3.5396947926226076e-08
0.010221241508983696,0.6089661947359579,3.76,0.0,0.7324092568626956,0.9771360123930389,0.028522420909944196,9.629172947251967e-21,2.6168647386179425e-15,0.0003886725625127094,0.00017582220877969138,4.502242133377593e-07,1.5777253635186306e-06,1.625790977050504e-06,0.008694012267190035,0.007380977130495936,3.239676495330051e-07,4.37550890254959e-08,2.6805986588235763e-07,0.003113100268455926,0.0048062042309836,2.799485997378767e-07,0.00921500637144976,2.0188964777076616e-05,2.5539780380968244e-14,9.07868762176581e-09,2.2970013789117653e-05,8.939399082708097e-13,9.069093320101315e-11,1.4456967173386985e-10,2.8314417046122935e-17,2.2619934950476565e-12,1.9409896466917155e-17,9.630174051214148e-12,0.00010705196932220651,5.708387921046023e-11,1.2944240705819177e-07,3.2618890236315946e-15,1.8547890266672656e-18,9.112478538092311e-12,6.285625177283134e-15,8.493861940301911e-07,1.896754312703205e-13,2.9481466881260525e-17,9.342339514344829e-08,6.19907767143013e-08,1.2488972103373597e-16,2.808277973898164e-15,2.2942114189624647e-09,3.156440409989813e-10,3.746014721051458e-08
0.01030803665775044,0.6089837143603745,3.76,0.0,0.7319359013489547,0.9767811461824194,0.02898355049723906,9.932531171377958e-21,2.6663940906753777e-15,0.00039020989997672707,0.00017705862975929737,4.5182786350127004e-07,1.5919565541220133e-06,1.6455244415468788e-06,0.00885978626357327,0.007425044428677788,3.273134968413526e-07,4.420978810613175e-08,2.7207444197804273e-07,0.003181822386776559,0.0048509326231242905,2.835593599812238e-07,0.009411469017450191,2.0413814432378528e-05,2.6103730374989163e-14,9.352324630728616e-09,2.380455892603735e-05,9.355812145192436e-13,9.179005845473576e-11,1.4688678574517108e-10,2.8757202313401057e-17,2.2905094520608153e-12,1.9713388920338804e-17,9.772478574283976e-12,0.00010961046166421234,5.978757304865512e-11,1.343931077001032e-07,3.3872976790235547e-15,1.9416041419864566e-18,9.341302986620786e-12,6.446829217217757e-15,8.881619564365617e-07,1.9833908001650648e-13,3.045742514315952e-17,9.51882641833258e-08,6.560338555926914e-08,1.3067615130874614e-16,2.916090806668626e-15,2.324536674124485e-09,3.228108323673713e-10,3.962594246325691e-08
0.010394831806517185,0.6090014808965007,3.76,0.0,0.7314590826740688,0.9764231458164314,0.029448944696440025,1.0245103543213737e-20,2.7169792679474533e-15,0.00039174088227921053,0.00017829122253383103,4.5342113285365735e-07,1.6062107972159225e-06,1.6653611684693726e-06,0.009027430829444268,0.007468602424984541,3.3067113227966e-07,4.466505217297532e-08,2.761105280054215e-07,0.0032514419277002386,0.004895490875032755,2.871796193446396e-07,0.009610354571141335,2.0638848186097087e-05,2.6675051737218607e-14,9.631906705972136e-09,2.46627169789925e-05,9.788369698665825e-13,9.28944251744656e-11,1.4923373320562166e-10,2.920533452531529e-17,2.319136248004746e-12,2.0020551331542696e-17,9.91616601883879e-12,0.000112217539999919,6.259821959183758e-11,1.3949987154825458e-07,3.5166860607309485e-15,2.031797799623133e-18,9.573836551407838e-12,6.611636702451558e-15,9.283715521081598e-07,2.0732342237790698e-13,3.146009451234847e-17,9.696757755437859e-08,6.93928222291027e-08,1.3668523476562092e-16,3.0273188818489017e-15,2.3548953472006835e-09,3.3007920931556864e-10,4.189849689138375e-08
0.01048162695528393,0.6090194950007017,3.76,0.0,0.7309788019983567,0.9760620051255212,0.02991860961417861,1.0567157586690241e-20,2.7686414763177484e-15,0.00039326551738296466,0.0001795199534677009,4.5500401724227805e-07,1.6204875081024315e-06,1.6853009804498678e-06,0.00919694867141138,0.007511651833475196,3.3404049103540595e-07,4.512084938454281e-08,2.801677799880775e-07,0.0033219594475618753,0.004939874486647979,2.9080913485306486e-07,0.00981166724524677,2.0864045058922345e-05,2.7253749315488726e-14,9.917504305884385e-09,2.554495130948441e-05,1.0237566275488324e-12,9.400398333640118e-11,1.5161082542038287e-10,2.965886146148176e-17,2.3478738303918516e-12,2.0331416612270938e-17,1.0061245687194227e-11,0.00011487391045117841,6.551918631110333e-11,1.4476667065076915e-07,3.6501561831586204e-15,2.1254735865355825e-18,9.81010083904385e-12,6.780112779097294e-15,9.700546475563238e-07,2.1663735131343246e-13,3.249005339373453e-17,9.876115476998769e-08,7.336599828413742e-08,1.4292372477844039e-16,3.1420495902314012e-15,2.3852838478600865e-09,3.3744952609391396e-10,4.4282099352963196e-08
0.010568422104050674,0.6090377573050472,3.76,0.0,0.7304950606395755,0.9756977180599544,0.030392551118589867,1.089896834165626e-20,2.821402332201645e-15,0.00039478381560027135,0.00018074479192395696,4.5657651539977264e-07,1.6347861297247847e-06,1.7053437265745636e-06,0.009368342317461628,0.007554193526484023,3.374215130504621e-07,4.557714887066829e-08,2.8424585586190025e-07,0.0033933753362472723,0.004984079046300181,2.944476714547206e-07,0.010015411072846845,2.1089384665830256e-05,2.7839826597108103e-14,1.0209187687230751e-08,2.6451729349477726e-05,1.0703907257046818e-12,9.511868448799684e-11,1.5401837745169662e-10,3.011783140502745e-17,2.376722206194026e-12,2.0646018019274762e-17,1.0207727081422657e-11,0.00011758028559989467,6.855391812498983e-11,1.5019755496529945e-07,3.7878120707988904e-15,2.2227373430206495e-18,1.0050117190921323e-11,6.952323614229763e-15,1.0132515638321417e-06,2.2628990772482273e-13,3.354788959260611e-17,1.0056881341675206e-07,7.753001864380957e-08,1.4939852168905675e-16,3.260372043386743e-15,2.415698677360555e-09,3.4492212383169516e-10,4.678116648292846e-08
0.010742012401584162,0.6090750289230281,3.76,0.0,0.7295172018876259,0.9749596811713875,0.03135328621725636,1.1592998485461943e-20,2.930308541015778e-15,0.0003978014558246772,0.00018318268351035836,4.596903640610367e-07,1.663447017567143e-06,1.7457375553659896e-06,0.009716766260437135,0.007637758030595145,3.4421833139765595e-07,4.649113621177782e-08,2.924631227435102e-07,0.0035389029521563187,0.005071933812394658,3.017509086351603e-07,0.010430207456780749,2.154041341825505e-05,2.903412745610957e-14,1.0811091755127053e-08,2.8340806321293916e-05,1.169009896249359e-12,9.736333039828601e-11,1.589261405375628e-10,3.1052296059450124e-17,2.4347516683629124e-12,2.128656402909636e-17,1.0504934089842002e-11,0.00012314593279225795,7.49788500964297e-11,1.6156817448073474e-07,4.0761074407245525e-15,2.4284635403459612e-18,1.0541490169919881e-11,7.308219459048812e-15,1.1043514075692356e-06,2.466478048513063e-13,3.574959280332597e-17,1.0422563686493283e-07,8.645999428463588e-08,1.630853831429935e-16,3.5081573635514122e-15,2.476593796473245e-09,3.60175461384952e-10,5.2144012801183706e-08
