Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635)
3.872918257808837e-06,0.6082388486353091,3.76,0.0,0.7653891416261458,0.999999129932898,1.267890188908263e-08,2.4615069884237805e-26,2.2874944084194997e-18,8.952046185577744e-07,8.561138193881685e-07,1.0412736367733752e-09,1.899179934817717e-09,3.1717145625619773e-09,9.119540757637964e-09,6.354832089368986e-09,6.751396295610495e-10,8.644926438972318e-12,9.474331289883167e-14,3.7122551235266245e-13,1.0115667084446598e-11,2.579364394016671e-14,3.9009599073898915e-13,2.103332763505909e-09,3.0438271707807788e-24,2.8419149038061385e-21,1.12457259435518e-19,8.61098423708649e-30,3.860189034453775e-16,5.010839565057392e-16,1.005431513610966e-22,7.199027767244138e-20,5.2357982814500284e-23,2.3468789860473825e-17,9.244659289205063e-14,3.3411017162719826e-28,7.747934961164678e-24,1.9142660067428892e-31,2.1141908635934942e-35,5.092389941722245e-23,9.057624732776236e-21,3.761938717717338e-27,8.384588707019062e-34,3.071541717191787e-29,3.0270302136897424e-17,2.2587169699275187e-34,6.33734626002128e-34,1.6606489675507958e-31,5.347569629632146e-14,3.482334310369796e-20,1.0351240679693983e-32
3.9209764140132514e-06,0.6082388486604694,3.76,0.0,0.7653891301951875,0.999999119062455,1.2969530501284346e-08,2.49939942540952e-26,2.3163616535119806e-18,9.064613287112862e-07,8.666830494659756e-07,1.0546294406180242e-09,1.9172683155969725e-09,3.1846013978169847e-09,9.27275852039155e-09,6.514786124029583e-09,6.78945817239929e-10,8.760150936451217e-12,9.732577519235314e-14,3.8633900704439543e-13,1.0500102890788937e-11,2.6468640257219456e-14,4.049326784238097e-13,2.1548830987181807e-09,3.1677573863813755e-24,2.9841388632909605e-21,1.1865089679747654e-19,9.148065609814237e-30,3.930619145055497e-16,5.107591262560735e-16,1.0216581169756724e-22,7.399290233356558e-20,5.751151133104674e-23,2.5284022101652626e-17,9.501061293396307e-14,3.5643107526507005e-28,8.187912380781279e-24,2.0230171369562796e-31,2.2419563212328274e-35,5.292602039457069e-23,9.232596150650675e-21,4.071014304468144e-27,9.07356326104088e-34,3.1871814139685597e-29,3.1110588549486017e-17,2.479124018603166e-34,6.750605166117556e-34,1.7549634359069141e-31,5.419719725717289e-14,3.625863214418264e-20,1.1342313354648018e-32
3.969034570217666e-06,0.6082388486857354,3.76,0.0,0.7653891187597343,0.9999991081904603,1.3262913686647115e-08,2.537459543825741e-26,2.3452352219189386e-18,9.177205014428515e-07,8.772508529869651e-07,1.0679881750632464e-09,1.9353516116554505e-09,3.197473962361769e-09,9.426597350701536e-09,6.6767486848398185e-09,6.827433684659025e-10,8.87553903891646e-12,9.994379244176342e-14,4.0186166070896174e-13,1.089420745956737e-11,2.7152579231824377e-14,4.2014180176475843e-13,2.207033510508336e-09,3.295042508741384e-24,3.131589637921101e-21,1.250993272308048e-19,9.711331018621271e-30,4.0018352750272244e-16,5.205427089942173e-16,1.0308898527598834e-22,7.602469720376104e-20,7.20199993083831e-23,2.6305419680385986e-17,9.762494971359362e-14,3.7991920175941925e-28,8.647310469744429e-24,2.1365702989776587e-31,2.3756802846644328e-35,5.498080283717052e-23,9.409544364987294e-21,4.4010742899827195e-27,9.809322383025744e-34,3.3061401501494994e-29,3.1967406974325887e-17,2.718045565926662e-34,7.185182068535299e-34,1.8534409216517166e-31,5.4919791218324495e-14,3.773326272200699e-20,1.2414070211031795e-32
4.065150882626494e-06,0.6082388487365847,3.76,0.0,0.7653890958753532,0.999999086441817,1.385794132389747e-08,2.6140847774197764e-26,2.4030012938455913e-18,9.402462214421872e-07,8.983821791505144e-07,1.0947144168437948e-09,1.971508981196095e-09,3.2231813135467762e-09,9.736135637799685e-09,7.006701943250796e-09,6.903153963029655e-10,9.106805989211614e-12,1.0528657907777148e-13,4.341568310739814e-13,1.1711911877662945e-11,2.854731567299347e-14,4.5169619814350167e-13,2.3131311892858395e-09,3.559867469162055e-24,3.442675716367073e-21,1.387886648114911e-19,1.0920189259183354e-29,4.146632900399633e-16,5.404360042419451e-16,1.0701415178167625e-22,8.017603843663744e-20,7.498974427076459e-23,2.7374608069039358e-17,1.0300538190353402e-13,4.305776471440588e-28,9.626868357180942e-24,2.378701981296682e-31,2.662373684798922e-35,5.925125654045681e-23,9.769369380057083e-21,5.1287193900872165e-27,1.1431389056343152e-33,3.5544038023023546e-29,3.3730892409472376e-17,3.2567472412487565e-34,8.121600522650293e-34,2.0634197697811365e-31,5.6368258977182496e-14,4.080272785669702e-20,1.4821680966813892e-32
4.161267195035323e-06,0.6082388487878578,3.76,0.0,0.7653890729730175,0.9999990646869676,1.4463982115528657e-08,2.69138616373069e-26,2.460792564068462e-18,9.62781755792085e-07,9.195077956203526e-07,1.121452329224121e-09,2.0076629673055996e-09,3.248845663259904e-09,1.004815105156585e-08,7.344696975932172e-09,6.97860834188806e-10,9.33872718755198e-12,1.1077184799727993e-13,4.681558303156236e-13,1.2569759088259856e-11,2.9977914271596724e-14,4.847969053744387e-13,2.421619061602174e-09,3.838665907907413e-24,3.776196394847775e-21,1.5358246254009452e-19,1.2245333373634821e-29,4.2945954905460435e-16,5.607655185051957e-16,1.1116999274173545e-22,8.44447839200195e-20,7.615205590684702e-23,2.8037212478962046e-17,1.0859097153399433e-13,4.864580190249409e-28,1.069173722646876e-23,2.6419305010563904e-31,2.9757446690475093e-35,6.374108160969254e-23,1.0137099463060883e-20,5.9544803262124934e-27,1.3272209448168606e-33,3.814689997031641e-29,3.556176175415674e-17,3.886225004914924e-34,9.153439692996227e-34,2.2916869021479606e-31,5.782110137966666e-14,4.4036100606463e-20,1.7621136474305282e-32
4.2573835074441516e-06,0.6082388488395557,3.76,0.0,0.7653890500527384,0.9999990429259115,1.5081036494899086e-08,2.7693668812371014e-26,2.5186089858154105e-18,9.853270868184059e-07,9.406277003572214e-07,1.1482018862295722e-09,2.0438228833591855e-09,3.2744746358434106e-09,1.0362639838807275e-08,7.690738887232747e-09,7.053840328515683e-10,9.571302583044993e-12,1.163997753720864e-13,5.039035206519472e-13,1.3468729059089133e-11,3.1444436029023555e-14,5.19481712158104e-13,2.532490406450564e-09,4.131804414491838e-24,4.133199397186667e-21,1.69539497848498e-19,1.369490198766796e-29,4.445735905604781e-16,5.815328409850547e-16,1.152636797384258e-22,8.883141751152484e-20,7.930472350087207e-23,2.9147406461429084e-17,1.1438532380679705e-13,5.479514837520578e-28,1.1847254534730256e-23,2.9275768298015293e-31,3.317501772082819e-35,6.845612539508391e-23,1.0512745250755559e-20,6.888731525274424e-27,1.5354917328583408e-33,4.0905486522437385e-29,3.746119647457283e-17,4.6192010863202725e-34,1.0287890587116444e-33,2.5393874783597504e-31,5.927832045099125e-14,4.7437748447875185e-20,2.086454158519147e-32
4.35349981985298e-06,0.6082388488916787,3.76,0.0,0.7653890271145216,0.9999990211586471,1.5709107541680137e-08,2.8480298249858195e-26,2.5764505236183946e-18,1.0078822011529738e-06,9.617418915057046e-07,1.174963067742602e-09,2.0799966640825006e-09,3.30007466360708e-09,1.0679598929040174e-08,8.044832776272933e-09,7.128886888871121e-10,9.80453216826402e-12,1.2217053833549955e-13,5.414448201640291e-13,1.4409802986713784e-11,3.294694194744604e-14,5.557884694215042e-13,2.645738520094085e-09,4.439652173802189e-24,4.514756927717417e-21,1.8672014514158048e-19,1.5277405911738454e-29,4.60006644853654e-16,6.027394908048545e-16,1.194688954716685e-22,9.333642436528096e-20,8.220187889120368e-23,3.021884543587922e-17,1.2039339979324584e-13,6.1546840738869995e-28,1.309897168334867e-23,3.237014312750971e-31,3.689561237446947e-35,7.340225998828433e-23,1.0896344658030118e-20,7.942660543986216e-27,1.7704459897376032e-33,4.381962666973406e-29,3.9430839467342224e-17,5.469844730019081e-34,1.1532508279213798e-33,2.8077111330104255e-31,6.073991840716676e-14,5.101204428539764e-20,2.460947767217863e-32
4.449616132261809e-06,0.6082388489442279,3.76,0.0,0.7653890041583699,0.9999989993851727,1.6348200561158778e-08,2.927377629655733e-26,2.6343171514925194e-18,1.030447089039543e-06,9.828503673634028e-07,1.2017358585634009e-09,2.116191074722977e-09,3.3256511853615203e-09,1.0999025819903557e-08,8.4069837384642e-09,7.203779481842639e-10,1.0038415972284582e-11,1.2808431494021033e-13,5.808247029684937e-13,1.539396329931487e-11,3.448549303873178e-14,5.937550891332607e-13,2.7613567159985993e-09,4.762577941775684e-24,4.921965593948148e-21,2.051863762175722e-19,1.700173606356482e-29,4.757598846420161e-16,6.243869225783657e-16,1.2376252564692005e-22,9.796029090081433e-20,8.514689811324154e-23,3.130412442204852e-17,1.266196368365207e-13,6.894387794026774e-28,1.4452657862719546e-23,3.57167044980507e-31,4.0938646570760853e-35,7.858538314353355e-23,1.1287922937688602e-20,9.128309614583619e-27,2.0347690485868354e-33,4.6888732492150934e-29,4.147215558405796e-17,6.453900210943349e-34,1.2895220969927734e-33,3.097894762272144e-31,6.220589762405622e-14,5.476336646864867e-20,2.8919431161420705e-32
4.545732444670637e-06,0.6082388489972042,3.76,0.0,0.7653889811842828,0.9999989776054863,1.699832274731128e-08,3.0074127126424974e-26,2.6922088514860994e-18,1.0530217437811157e-06,1.0039531263567968e-06,1.2285202476608466e-09,2.1524118806578316e-09,3.351208803942784e-09,1.1320918487424806e-08,8.777196866708943e-09,7.278544886267205e-10,1.0272954055228245e-11,1.3414128410954892e-13,6.220881993743086e-13,1.6422193658993842e-11,3.606015033372106e-14,6.334195433325077e-13,2.8793383247657573e-09,5.1009510226120445e-24,5.355946420954629e-21,2.2500176083644924e-19,1.8877172097758475e-29,4.918344316631288e-16,6.46476530185121e-16,1.2814320613436678e-22,1.0270350476911652e-19,8.81612346167132e-23,3.241588449907485e-17,1.3306852659413086e-13,7.703126299902299e-28,1.5914303773616222e-23,3.933027565090519e-31,4.5324403485210193e-35,8.401141834182308e-23,1.1687505107097158e-20,1.0458617077857804e-26,2.3313460965512968e-33,5.0120944246761636e-29,4.3586628298358464e-17,7.588819528568904e-34,1.4384339544052823e-33,3.4112227004005854e-31,6.367626060561646e-14,5.86960988083906e-20,3.386423255010386e-32
4.641848757079466e-06,0.608238849050608,3.76,0.0,0.7653889581922573,0.9999989558195855,1.7659482931372694e-08,3.0881372958233334e-26,2.7501256126031065e-18,1.0756061613292624e-06,1.0250501670235379e-06,1.255316227615361e-09,2.1886639751005833e-09,3.3767514013309096e-09,1.1645275320189167e-08,9.155477252292039e-09,7.353205817207154e-10,1.0508146504203965e-11,1.4034162559677071e-13,6.652803961029625e-13,1.749547896562047e-11,3.7670974888283683e-14,6.748198634492368e-13,2.9996766940993504e-09,5.45514120258997e-24,5.817844933597084e-21,2.4623146991812214e-19,2.091339090926278e-29,5.08231361929713e-16,6.690096531527305e-16,1.3261254359998188e-22,1.0756655482484351e-19,9.122770584073621e-23,3.354802365494809e-17,1.3974459332597337e-13,8.58560448110681e-28,1.7490125327737112e-23,4.3226237323785105e-31,5.007400589353948e-35,8.968631469560588e-23,1.2095115580321382e-20,1.1947457004696208e-26,2.6632710123696217e-33,5.352355253364787e-29,4.577575233025743e-17,8.89389177976989e-34,1.6008567715594963e-33,3.7490275487621244e-31,6.515100996078554e-14,6.281463059862292e-20,3.952048011832979e-32
4.737965069488295e-06,0.6082388491044403,3.76,0.0,0.7653889351822878,0.9999989340274673,1.8331691298702095e-08,3.1695534066204547e-26,2.80806742959193e-18,1.0982003398227133e-06,1.0461414879926858e-06,1.2821237939926143e-09,2.224951523594477e-09,3.4022822671073365e-09,1.1972095045878911e-08,9.54182998588214e-09,7.427781619329451e-10,1.0743993428751048e-11,1.4668551994293497e-13,7.104464366084242e-13,1.8614805362796123e-11,3.931802778778203e-14,7.179941395141282e-13,3.1223651887755962e-09,5.82551871685583e-24,6.308831238906175e-21,2.6894228109945736e-19,2.3120474840889653e-29,5.249517057203833e-16,6.919875784060815e-16,1.371685732563085e-22,1.1254993109836208e-19,9.437525330677273e-23,3.470456916985985e-17,1.4665236441727325e-13,9.54673722042143e-28,1.918656860574616e-23,4.7420540132723535e-31,5.520940712624972e-35,9.56160470525169e-23,1.2510777609643542e-20,1.360969189839809e-26,3.03385812221243e-33,5.710151840283555e-29,4.804102363052607e-17,1.0390418802816486e-33,1.7777011147562782e-33,4.11269126268759e-31,6.663014837692037e-14,6.712335664842353e-20,4.597211179440014e-32
4.930197694305953e-06,0.6082388492133926,3.76,0.0,0.7653888891084862,0.9999988904245676,1.970929909696102e-08,3.3344676000878033e-26,2.9240262346543315e-18,1.1434179815175683e-06,1.0883069657432197e-06,1.3357736810044875e-09,2.2976465214726404e-09,3.45331944418375e-09,1.2633119528425673e-08,1.0338772860158855e-08,7.576740803946198e-10,1.1217651238218973e-11,1.5980469310049315e-13,8.068809078275936e-13,2.0995532247244477e-11,4.2721063140998005e-14,8.098172098606678e-13,3.3747660984676164e-09,6.616319088774091e-24,7.382870907151635e-21,3.190823808008282e-19,2.808964941802313e-29,5.593665823518976e-16,7.392827751737404e-16,1.4654915460787988e-22,1.2287962814103291e-19,1.0081756056463967e-22,3.708373538632584e-17,1.6118121638858433e-13,1.1725702306186236e-27,2.2968279226901785e-23,5.677087966579729e-31,6.672980303728452e-35,1.082640483149207e-22,1.3366346038993982e-20,1.7519001252130891e-26,3.905437015283599e-33,6.481215207440994e-29,5.2806022359776785e-17,1.4054043051981348e-33,2.1785043048991573e-33,4.923374888517222e-31,6.9601603496736e-14,7.632899847747651e-20,6.163695592296905e-32
5.0998381531276086e-06,0.6082388493109702,3.76,0.0,0.7653888483898116,0.9999988519254179,2.0961830167179804e-08,3.482314805541569e-26,3.0264402490302757e-18,1.1833538593083676e-06,1.1254979243871478e-06,1.3831568556478118e-09,2.3619450274081277e-09,3.4983424376376097e-09,1.322463270857655e-08,1.1068924499053243e-08,7.70804680659684e-10,1.1637818231240421e-11,1.718607509854411e-13,8.989792882515101e-13,2.325903147280115e-11,4.584511772091894e-14,8.971135663385467e-13,3.6052477124421818e-09,7.371565794108748e-24,8.439172931376003e-21,3.689307683029167e-19,3.314869403223604e-29,5.908207296346755e-16,7.825091552809353e-16,1.5512270323154624e-22,1.323998858434757e-19,1.067081368111581e-22,3.92578876212952e-17,1.7481663547710443e-13,1.3961921863615498e-27,2.6773562971886824e-23,6.6179980790406965e-31,7.840853724495807e-35,1.203307861253272e-22,1.4148327214497884e-20,2.1710309633217402e-26,4.8399091312683504e-33,7.226463661985268e-29,5.727863578851758e-17,1.8175256198562817e-33,2.5897870337623983e-33,5.739117096036467e-31,7.223844779307986e-14,8.512743190046446e-20,7.908078198574853e-32
5.2694786119492645e-06,0.6082388494098925,3.76,0.0,0.7653888076150939,0.9999988134068533,2.224896964932534e-08,3.632340690513896e-26,3.1289324120312754e-18,1.2233201823973848e-06,1.1626710483479706e-06,1.4305761484970474e-09,2.4263930803212972e-09,3.5433596219929664e-09,1.3823809393666821e-08,1.1824297479274003e-08,7.839270421488783e-10,1.2060026264182539e-11,1.8436669306304178e-13,9.978988338821917e-13,2.568064257224655e-11,4.9082933774167935e-14,9.905037430858162e-13,3.842952328338853e-09,8.18275271731596e-24,9.604523850329638e-21,4.244541121401423e-19,3.890810240100248e-29,6.232962594625368e-16,8.271386046452743e-16,1.6396954008332306e-22,1.4230228730158348e-19,1.1285672120876047e-22,4.150846628642522e-17,1.892416185684705e-13,1.6525663945634385e-27,3.1060656679259585e-23,7.678090409705187e-31,9.165336546559968e-35,1.332811569605664e-22,1.495570636129086e-20,2.670982765220118e-26,5.9545980337091686e-33,8.036270883358619e-29,6.201086584927428e-17,2.3312994433445337e-33,3.0613562428720932e-33,6.658150297926451e-31,7.488900653753434e-14,9.458380313827155e-20,1.0061934468023821e-31
5.43911907077092e-06,0.6082388495101632,3.76,0.0,0.7653887667842614,0.9999987748688541,2.3570800228642077e-08,3.784552592220911e-26,3.2315028078930007e-18,1.263316983593035e-06,1.1998263318827066e-06,1.4780315940832805e-09,2.490998869139528e-09,3.588377482750371e-09,1.4430649234710665e-08,1.2604919833996003e-08,7.970450701708485e-10,1.2484276385381635e-11,1.9732353416471195e-13,1.1038896837097196e-12,2.8265829791324277e-11,5.243484868076745e-14,1.090199080883068e-12,4.0878440392485395e-09,9.051931423495526e-24,1.0886194645138688e-20,4.86074386472191e-19,4.5438083929252246e-29,6.567978923451995e-16,8.731770835529184e-16,1.7310495043720864e-22,1.5258956331675468e-19,1.1908145626715543e-22,4.382108965608279e-17,2.044814955195828e-13,1.9451611953609973e-27,3.5873290422662816e-23,8.868187012286765e-31,1.0661569953288459e-34,1.4714888793079966e-22,1.5788591822075917e-20,3.263850644345349e-26,7.276477001520107e-33,8.91508051159042e-29,6.701109270493617e-17,2.967397499559146e-33,3.5997037161870606e-33,7.689849566048881e-31,7.755329597513674e-14,1.0472246353717389e-19,1.2703015825131795e-31
5.608759529592576e-06,0.608238849611786,3.76,0.0,0.7653887258972348,0.9999987363113992,2.492740846924292e-08,3.9389571887815424e-26,3.334151537359577e-18,1.3033443019796929e-06,1.236963769513812e-06,1.5255232355689151e-09,2.5557683464330876e-09,3.6334007984900105e-09,1.5045152862576484e-08,1.3410819622087915e-08,8.101616597380912e-10,1.2910569710094697e-11,2.1073229440108337e-13,1.2172025421508203e-12,3.1020069712492364e-11,5.590120037164806e-14,1.1964114615950206e-12,4.33988710123979e-09,9.981158035316424e-24,1.2291699242965111e-20,5.542294695827905e-19,5.281343231729018e-29,6.913301807921922e-16,9.206303506714355e-16,1.8252138273892178e-22,1.6326445445774246e-19,1.25495762694718e-22,4.620289591154539e-17,2.205616798983794e-13,2.277682879632236e-27,4.125773542907097e-23,1.0199739153894483e-30,1.2345637426570523e-34,1.619679603753626e-22,1.6647087731416542e-20,3.963052615070924e-26,8.835469854608733e-33,9.866643424965282e-29,7.228772696506598e-17,3.749861582284228e-33,4.211787788962973e-33,8.844134796914023e-31,8.023133251501826e-14,1.1556781944755775e-19,1.5920585276772346e-31
5.778399988414232e-06,0.6082388497147644,3.76,0.0,0.7653886849539309,0.9999986977344677,2.6318883671366918e-08,4.09556063373891e-26,3.4368787128764116e-18,1.3434021810866236e-06,1.2740833559547513e-06,1.5730511222519075e-09,2.6207058331656272e-09,3.6784331247795244e-09,1.5667321611330188e-08,1.4242024931861585e-08,8.232789737290878e-10,1.3338907401886547e-11,2.245939988011382e-13,1.3380886820010168e-12,3.3948851310015266e-11,5.948232735709374e-14,1.3093533043969565e-12,4.599045932653228e-09,1.0972493319426931e-23,1.3828795515470586e-20,6.293732201094657e-19,6.111367050955941e-29,7.268975342171875e-16,9.69504005684806e-16,1.9220720034863062e-22,1.743297108241565e-19,1.3226555451853028e-22,4.867000843192622e-17,2.375076779433967e-13,2.6540839256204702e-27,4.726287938917799e-23,1.1684845949912794e-30,1.4234594388792147e-34,1.7777261120794642e-22,1.7531295193919255e-20,4.783426411048449e-26,1.066466691776991e-32,1.0894680375529838e-28,7.784921280335773e-17,4.7065316580042106e-33,4.905050620272496e-33,1.013148681438126e-30,8.292313266895577e-14,1.271443325167791e-19,1.9816691452628395e-31
5.948040447235888e-06,0.608238849819102,3.76,0.0,0.7653886439542628,0.9999986591380378,2.774531709044525e-08,4.2543687072549155e-26,3.539684455318847e-18,1.383490667642137e-06,1.311185086060067e-06,1.6206153078657358e-09,2.6858144359557347e-09,3.723477118812322e-09,1.629715733265868e-08,1.5098563883549197e-08,8.363986327044061e-10,1.3769290659770673e-11,2.389096769658607e-13,1.4667999470835023e-12,3.7057675998787575e-11,6.317856876779314e-14,1.4292375636123989e-12,4.865285113393375e-09,1.2028002853884212e-23,1.5505486463839644e-20,7.119755520119897e-19,7.042320573437972e-29,7.63504261180642e-16,1.0198035278586938e-15,2.0218647974543404e-22,1.8578809180896905e-19,1.3909378487001863e-22,5.119991792588088e-17,2.553451337440435e-13,3.0785713543639916e-27,5.394030070177436e-23,1.3336272747819829e-30,1.6346509535296321e-34,1.9459733424006292e-22,1.844131400246058e-20,5.741328543014711e-26,1.2800545980290017e-32,1.2004230808989237e-28,8.370404337785205e-17,5.869509329123894e-33,5.687436693519282e-33,1.1562963213221361e-30,8.562871302644954e-14,1.3947651995224441e-19,2.4507522607938637e-31
6.117680906057544e-06,0.6082388499248026,3.76,0.0,0.7653886028981419,0.9999986205220874,2.9206801370528257e-08,4.4153868803935315e-26,3.642568891628993e-18,1.4236098106738122e-06,1.348268954789857e-06,1.668215849350135e-09,2.751096352832156e-09,3.768534770264128e-09,1.6934662263848828e-08,1.5980464631026232e-08,8.49521852436616e-10,1.4201720709182003e-11,2.5368036279401666e-13,1.6035887547214388e-12,4.035205768086566e-11,6.69902643771037e-14,1.5562777271100889e-12,5.138569384208203e-09,1.3149756825683891e-23,1.7330021268468965e-20,8.025225093702082e-19,8.083148752725111e-29,8.011545908985001e-16,1.0715342953351617e-15,2.12455650668678e-22,1.9764236591608728e-19,1.460412642896256e-22,5.379330153732661e-17,2.740997654641291e-13,3.555614967485025e-27,6.134434297137583e-23,1.5167469619954241e-30,1.8700483595060067e-34,2.124768808703093e-22,1.9377241495104207e-20,6.854736847780142e-26,1.5283201043710889e-32,1.3199735369866678e-28,8.98607391736719e-17,7.275661712338557e-33,6.567412136883566e-33,1.3150214449438095e-30,8.834809021293466e-14,1.5258895476669633e-19,3.01248561042368e-31
6.2873213648792e-06,0.6082388500318693,3.76,0.0,0.765388561785477,0.9999985818865943,3.070343014878859e-08,4.5786203759081667e-26,3.745532153173119e-18,1.4637596608828087e-06,1.3853349571853826e-06,1.7158528059953551e-09,2.8165530886019983e-09,3.813607559796062e-09,1.7579838937165072e-08,1.6887755362943205e-08,8.626495398221551e-10,1.4636198795537102e-11,2.68907094255173e-13,1.748708098018847e-12,4.38375227888517e-11,7.091775461806514e-14,1.6906878155137543e-12,5.41886364596416e-09,1.4339830064711287e-23,1.9310896469267166e-20,9.015163408634343e-19,9.243316703445626e-29,8.398526787929469e-16,1.1247016118309963e-15,2.2299013121686853e-22,2.098953106203503e-19,1.5344079550385023e-22,5.647961068011684e-17,2.937973583670278e-13,4.089955760250066e-27,6.953218947096935e-23,1.7192589801697137e-30,2.1316677041361333e-34,2.314462612236924e-22,2.0339173071772085e-20,8.143356367607126e-26,1.8156578499253745e-32,1.4484963019628692e-28,9.632784566352799e-17,8.967168055415765e-33,7.553983120466532e-33,1.4905499790926956e-30,9.108128087377408e-14,1.6650626600397986e-19,3.6817604802805987e-31
6.456961823700856e-06,0.6082388501403058,3.76,0.0,0.7653885206161765,0.9999985432315363,3.223529773879247e-08,4.744074239029933e-26,3.848574374423459e-18,1.503940270142018e-06,1.4223830883494043e-06,1.7635262387559628e-09,2.8821856270434507e-09,3.858696586920683e-09,1.8232690106795422e-08,1.7820464303594948e-08,8.757823697713969e-10,1.507272617893802e-11,2.8459091322219787e-13,1.902411548065017e-12,4.7519610328880836e-11,7.496138059426238e-14,1.832682381604328e-12,5.706132958918304e-09,1.560030234213935e-23,2.1456857112276186e-20,1.009475575073698e-18,1.0532825115268159e-28,8.796026278359289e-16,1.1793107215035994e-15,2.338220276947572e-22,2.225497122613383e-19,1.6089067415733715e-22,5.923033365393655e-17,3.1446385027688756e-13,4.6866143883295496e-27,7.856393836185662e-23,1.9426508295481374e-30,2.421635888878883e-34,2.5154074579723505e-22,2.1327204413201612e-20,9.628729299777409e-26,2.1468722385116678e-32,1.5865372604758619e-28,1.0311396241768672e-16,1.0992113351628611e-32,8.656714358010547e-33,1.6841703297181715e-30,9.382830167238625e-14,1.8125313895619194e-19,4.4753471569076065e-31
6.6266022825225116e-06,0.6082388502501157,3.76,0.0,0.7653884793901471,0.9999985045568902,3.3802498880567214e-08,4.911753375253463e-26,3.951695691915803e-18,1.5441516910993368e-06,1.4594133434305468e-06,1.8112362097085106e-09,2.9479945665402734e-09,3.903802671526369e-09,1.8893218690764652e-08,1.8778619713567494e-08,8.889208459713748e-10,1.5511304130107778e-11,3.0073286532926734e-13,2.0649532560628755e-12,5.140387192249281e-11,7.912148409266184e-14,1.9824765101042126e-12,6.000342541991916e-09,1.6933258099072793e-23,2.3776897911481255e-20,1.1269350964140793e-18,1.1962226315811315e-28,9.204085081334525e-16,1.2353668162527474e-15,2.4495672893487933e-22,2.3560836595251574e-19,1.68335146788511e-22,6.203440105121595e-17,3.361252552382277e-13,5.350899752489916e-27,8.850267839861605e-23,2.188484068020175e-30,2.742192485006387e-34,2.7279586603799237e-22,2.234142972536137e-20,1.1334348776450054e-25,2.527202818833725e-32,1.7346246004314967e-28,1.1022771716104317e-16,1.3405130928017824e-32,9.885749477771124e-33,1.8972350207603756e-30,9.658916927726588e-14,1.9685431537317552e-19,5.412071328163861e-31
6.7962427413441675e-06,0.6082388503613022,3.76,0.0,0.7653884381072958,0.9999984658626337,3.5405128550953725e-08,5.081662563715786e-26,4.05489624346008e-18,1.5843939768768606e-06,1.4964257176114729e-06,1.8589827816401595e-09,3.013980223419431e-09,3.948926430622521e-09,1.9561427727032677e-08,1.976224989017978e-08,9.020653470405966e-10,1.595193392735913e-11,3.173339998533995e-13,2.236587955400346e-12,5.5495871847762356e-11,8.339840759380426e-14,2.1402858176855556e-12,6.301457772045021e-09,1.8340786367543522e-23,2.628026437269869e-20,1.2544462215087918e-18,1.354264052669564e-28,9.622743490866229e-16,1.2928750538767626e-15,2.563495270834488e-22,2.490740755231859e-19,1.7636733231162697e-22,6.494122344456797e-17,3.5880761970812855e-13,6.088417596873108e-27,9.941456505683812e-23,2.4583961969950156e-30,3.0956916846298414e-34,2.9524741527899555e-22,2.3381941268420537e-20,1.3285776423820435e-25,2.962350507784285e-32,1.8931392656959712e-28,1.1767775089778796e-16,1.6268096316088604e-32,1.1251830147848403e-32,2.1311623304180452e-30,9.936390034673714e-14,2.1333459366626085e-19,6.513001797574137e-31
6.965883200165823e-06,0.6082388504738686,3.76,0.0,0.7653883967675289,0.9999984271487439,3.7043281831341374e-08,5.253806508711709e-26,4.15817616759177e-18,1.6246671808618768e-06,1.533420206100777e-06,1.9067660177624418e-09,3.0801427048671403e-09,3.994068331119248e-09,2.023732034340025e-08,2.0771383167728254e-08,9.152161587483359e-10,1.6394616854305306e-11,3.3439536961192197e-13,2.417570963648981e-12,5.980118707918532e-11,8.779249427958285e-14,2.3063264532910095e-12,6.60944418315211e-09,1.982498126423118e-23,2.8976453941716755e-20,1.3925767757103894e-18,1.5285771869226698e-28,1.0052041513730945e-15,1.351840567411316e-15,2.6803950945477574e-22,2.6294965346079853e-19,1.8449479202735148e-22,6.791923969889209e-17,3.8253716339603056e-13,6.905079169798987e-27,1.113688968963082e-22,2.7541025473313795e-30,3.484608317319413e-34,3.189314506754708e-22,2.4448832808179625e-20,1.5510763557890972e-25,3.4585046250153505e-32,2.062649224919943e-28,1.2547276585577437e-16,1.9650874692250795e-32,1.276631473006463e-32,2.387437903206616e-30,1.0215251153363389e-13,2.307188291045152e-19,7.801649733459226e-31
