Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309)
0.0008393985552682891,0.8601318090422172,3.76,0.0,5.509155422537915e-13,0.0005544537316925904,1.0059618264421175,1.459401249148243e-14,4.659660170665301e-15,5.525569533674805e-13,4.824605996378076e-07,1.4850455856137972e-20,0.006225177188205425,0.023706353965760315,0.29720364037028385,8.037166777211397e-09,0.0003200960248629073,3.970806673940004e-14,2.3146014213911817e-23,5.454809971592918e-20,5.0751644009786916e-24,6.78179917106244e-07,0.3317491624141603,3.41140000208995e-07,9.233769406892421e-26,1.615834788043336e-20,2.3965136839533897e-17,2.765301174292462e-20,1.1699590756613575e-15,2.011555914024593e-14,6.492630165870853e-18,2.4562232264932523e-27,1.0492992481576349e-17,3.188319364761216e-09,0.3273161841101833,1.2322662495550706e-16,9.051625441515365e-16,7.635712693748988e-21,6.786605466963703e-23,1.467385467455691e-19,6.079030131661615e-08,1.906490490891885e-30,4.5885148788424787e-35,2.904457395742115e-10
0.0008439620565579886,0.8601163412648419,3.76,0.0,5.51837281389316e-13,0.0005475363809188499,1.0060239091028302,1.447107852937402e-14,4.633477273918532e-15,5.515476739912768e-13,4.7638893841320703e-07,1.4640495809435613e-20,0.006186479750934752,0.023559954682750725,0.29723411453647375,8.037935828332974e-09,0.00031610591617644846,3.947219952487908e-14,2.1523293494225414e-23,4.878790388156214e-20,6.204155075478041e-24,6.750050411846649e-07,0.3317547065641985,3.3749392514067114e-07,1.8908920493867761e-25,1.59918424624508e-20,2.5300572313632327e-17,-1.6116021223974746e-18,1.1607505857866044e-15,2.0026121748188668e-14,6.413295513207785e-18,2.991787982349278e-27,1.0364346298349778e-17,3.168647513572725e-09,0.32731064353062855,1.6760173483595658e-16,8.83973255057208e-16,5.909267376944322e-21,3.811921675555615e-23,1.4647813699124812e-19,6.041540244293856e-08,1.1766558364033775e-30,1.579163211805802e-35,2.886404897673363e-10
0.0008485255578476881,0.8601010690328639,3.76,0.0,5.527218975515303e-13,0.0005407453359343886,1.0060851993248678,1.4292434901072827e-14,4.5869695975126495e-15,5.50536366109367e-13,4.704278802552842e-07,1.4429353592071987e-20,0.006148247410931784,0.023415307796045868,0.29726427226528473,8.038697729243011e-09,0.00031218863008169117,3.923906600625768e-14,1.7667428207761864e-23,3.9397797876638416e-20,4.9759818842992525e-24,6.718586577571564e-07,0.33176024911447216,3.339052152663421e-07,6.652167213900212e-26,1.543871424781826e-20,2.33794480382485e-17,-3.377266273686577e-20,1.154594966493551e-15,1.9941685755487325e-14,6.335387838563022e-18,2.076808888686631e-27,1.0238013593516414e-17,3.1492102595386723e-09,0.3273051045176282,1.536732075801755e-16,9.160815540500373e-16,7.955838168459189e-21,7.283425452618204e-23,1.4621635558209013e-19,6.004497205666871e-08,3.127730036300071e-30,7.197855810489274e-35,2.868568744237807e-10
0.0008526327090084176,0.860087488216824,3.76,0.0,5.534644218839157e-13,0.0005347388936950898,1.0061396952562338,1.409859027744243e-14,4.537141443029362e-15,5.497533018489485e-13,4.6515532039998387e-07,1.4244252188293338e-20,0.006114229193183337,0.023286598423882025,0.2972911475243516,8.039375876796453e-09,0.0003087238980336387,3.9031525950351696e-14,1.617771676346761e-23,4.307441014672512e-20,3.275352682714524e-24,6.690509672465094e-07,0.33176523510832523,3.307234429500741e-07,7.18406546443933e-26,1.570562242202942e-20,2.248234759624293e-17,1.1179102785480195e-18,1.149444064458098e-15,1.9933465628125865e-14,6.26646470467704e-18,1.9538837542302796e-27,1.0126249605373225e-17,3.1319139180746084e-09,0.327300121679303,8.86704071363139e-17,9.220430590109175e-16,8.077776186047458e-21,7.458235597968362e-23,1.4601577971517653e-19,5.97153406616922e-08,3.0874532883784074e-30,8.612474783926324e-35,2.852698045356553e-10
0.0008567398601691471,0.8600740602728342,3.76,0.0,5.54236072598235e-13,0.0005288301802030352,1.006193571892008,1.3939328199437504e-14,4.510349928626741e-15,5.489646320536819e-13,4.5996835716239647e-07,1.406726485590865e-20,0.006080575233850846,0.02315926157150643,0.2973177735893484,8.040047292255038e-09,0.00030531551164429595,3.88261109245412e-14,2.1467594391322334e-23,5.1702540335251076e-20,4.146001281151677e-24,6.662657895373076e-07,0.33177021810618207,3.2758633226118766e-07,7.860803948605521e-26,1.5767651033075604e-20,2.433443710814805e-17,-3.0217529467181455e-19,1.1420443278761245e-15,1.985657622118811e-14,6.198647323203845e-18,2.3546266664569502e-27,1.0016278352571593e-17,3.114801356585857e-09,0.32729514181076635,1.2450020414167512e-16,8.982280948308717e-16,7.237535563492613e-21,6.116990774421928e-23,1.4581260217274513e-19,5.9389209879988796e-08,1.8183569138926886e-30,3.9197401591958853e-35,2.836996815089122e-10
0.0008604362962138036,0.8600621037401327,3.76,0.0,5.549662498012341e-13,0.0005235941758575288,1.0062415399080393,1.3807063213554961e-14,4.482514024787631e-15,5.481534823865151e-13,4.5537177576905347e-07,1.390987089198063e-20,0.006050593384216886,0.023045814122994907,0.2973415267033975,8.040646822406882e-09,0.00030229514739127383,3.8643034297547e-14,2.3616174831644165e-23,5.426402217097813e-20,5.683360976081867e-24,6.637781628074488e-07,0.3317746996203105,3.24800436595825e-07,7.112692483332073e-26,1.5802687844379585e-20,2.4625866091230872e-17,-4.123404954504429e-19,1.1358558856280789e-15,1.9770577151468457e-14,6.138537735858863e-18,2.4063114438287988e-27,9.918805626244327e-18,3.099554817611863e-09,0.3272906630908806,1.7078158129102496e-16,9.158696905888072e-16,7.543138849530375e-21,6.534473420154633e-23,1.456032532743539e-19,5.909864017118006e-08,2.163525479443636e-30,4.4958797627893354e-35,2.823008416998842e-10
0.0008641327322584601,0.8600502671843886,3.76,0.0,5.556928620253261e-13,0.0005184341677367055,1.0062890220371539,1.3680687789114933e-14,4.443933696853115e-15,5.473930112300082e-13,4.5084176948054815e-07,1.375148271610282e-20,0.00602089786606452,0.022933445615620884,0.2973650829894777,8.041241431437406e-09,0.00029931859849025835,3.846163504117091e-14,2.156250814225742e-23,5.2357636753490016e-20,5.623361658838699e-24,6.613083727414994e-07,0.33177917757197684,3.22049460974404e-07,7.498192123299073e-26,1.6145953757133305e-20,2.373281773378541e-17,6.531318137233915e-19,1.1314429130965263e-15,1.9751925339969286e-14,6.079288475125756e-18,2.3343054912687947e-27,9.82272773695322e-18,3.0844527766052437e-09,0.3272861879127151,1.2311270987070126e-16,9.362795578007952e-16,8.085729313155482e-21,7.361083267598716e-23,1.4540748582203138e-19,5.8810822887513233e-08,3.101076963927099e-30,8.07085074321909e-35,2.8091532549602956e-10
0.0008678291683031166,0.8600385488371814,3.76,0.0,5.56411587576265e-13,0.0005133487120810981,1.0063360255078242,1.3545411014070968e-14,4.413219618197326e-15,5.467275063191106e-13,4.463770788904279e-07,1.3595002220884097e-20,0.005991484668867815,0.02282214096088334,0.29738844476994897,8.041830498361141e-09,0.0002963850323989825,3.828188939508208e-14,2.0618484374519824e-23,5.051605170824646e-20,4.666403134895339e-24,6.588562337746018e-07,0.33178365145558236,3.193328296944923e-07,7.622283015397079e-26,1.594548617563792e-20,2.4517825881063026e-17,3.878350814097965e-20,1.125956307544131e-15,1.97186084433866e-14,6.020883330589442e-18,2.2941845517413363e-27,9.728018410713679e-18,3.069493226005251e-09,0.3272817167820949,9.338989231806772e-17,9.128643895647921e-16,7.617600725200312e-21,6.693396328120519e-23,1.452368348080411e-19,5.85257198112795e-08,2.7222035591089672e-30,6.460329766503643e-35,2.7954294732091064e-10
0.0008715256043477732,0.8600269469645857,3.76,0.0,5.571376453613552e-13,0.0005083363988885913,1.0063825574074796,1.340116718657576e-14,4.387439945317064e-15,5.459892491519056e-13,4.4197647393994215e-07,1.3446664497130131e-20,0.00596234985573831,0.022711885347619715,0.2974116143326968,8.042414677588129e-09,0.000293493636051965,3.810377435859397e-14,2.09915299174379e-23,5.056153584012864e-20,4.560775732303647e-24,6.564215633877837e-07,0.331788120785192,3.166499787294532e-07,7.543366675298188e-26,1.5645868719765046e-20,2.5218036150535322e-17,-6.349397971172824e-19,1.119114327550614e-15,1.9624952534071774e-14,5.9633065341965436e-18,2.2749517503999166e-27,9.634652090927735e-18,3.054674194450833e-09,0.32727725018517667,1.5455115035251355e-16,9.082862802337388e-16,7.11311705123552e-21,5.811832263515492e-23,1.4504623946947346e-19,5.82432934134499e-08,2.025779652337003e-30,3.9487402735384765e-35,2.7818352495378723e-10
0.0008752220403924297,0.8600154598660323,3.76,0.0,5.578653103749963e-13,0.0005033958509524992,1.0064286246860092,1.327367382067524e-14,4.353957442808178e-15,5.452070074701824e-13,4.376387537583496e-07,1.3299793775929104e-20,0.0059334895616890175,0.02260266423552565,0.29743459393174054,8.042994522597414e-09,0.00029064361531119673,3.792726918646557e-14,2.0804482125487076e-23,5.1290013734326646e-20,5.123219296099598e-24,6.540041813869103e-07,0.3317925850938282,3.140003554436837e-07,7.358445711822592e-26,1.600743863386327e-20,2.4278937599121005e-17,3.8810828445970913e-19,1.114295267772143e-15,1.9577059910477915e-14,5.906542725818271e-18,2.2815219573201868e-27,9.542603871435978e-18,3.039993746127703e-09,0.3272727885891566,1.6114795101729322e-16,9.446040015797646e-16,7.782890009980074e-21,6.74502188895601e-23,1.4484407296376534e-19,5.796350684095284e-08,2.5266637571380215e-30,6.384051352363202e-35,2.7683687946004287e-10
0.0008789184764370862,0.8600040858734932,3.76,0.0,5.585922907507014e-13,0.0004985257229657147,1.0064742341590223,1.3154871441056972e-14,4.320506576092402e-15,5.445496602150268e-13,4.33362744901546e-07,1.3148953105623443e-20,0.005904899992013106,0.022494463349002628,0.2974573857878595,8.04356942687705e-09,0.0002878341944643838,3.775235408911615e-14,2.1009115782395263e-23,5.164574129852414e-20,5.209854405526353e-24,6.516039097567722e-07,0.3317970439328165,3.1138341841951444e-07,7.323140894667673e-26,1.6092413222438576e-20,2.4458391330549962e-17,4.396995958453296e-19,1.1102707471942602e-15,1.957328489573078e-14,5.850576838813567e-18,2.2987970722807874e-27,9.451849329730973e-18,3.025449980399543e-09,0.3272683324429262,8.945156232541651e-17,9.392058342305716e-16,8.084593178875202e-21,7.336036535286064e-23,1.4467582048034666e-19,5.7686323910162655e-08,3.1029229869425453e-30,7.834258172209409e-35,2.7550283515071116e-10
0.0008826149124817427,0.8599928233507543,3.76,0.0,5.593324269483316e-13,0.0004937247006617073,1.0065193925109963,1.3022931250162332e-14,4.294903232009384e-15,5.43898666157483e-13,4.291473001859604e-07,1.3004613455016981e-20,0.005876577420740897,0.02238726867128406,0.2974799920891558,8.044139134418483e-09,0.000285064615717575,3.757900602770969e-14,2.132397782856399e-23,5.172893242522402e-20,4.865166044692677e-24,6.492205730091043e-07,0.33180149687115734,3.087986371589908e-07,7.561874692831382e-26,1.5699890729228725e-20,2.562435342766803e-17,-6.187577141883827e-19,1.1037041026981345e-15,1.949840035645811e-14,5.795394174807977e-18,2.2972948270610512e-27,9.362364647001442e-18,3.0110410306846957e-09,0.3272638821776981,1.0875412456655028e-16,9.03199786308551e-16,7.16429314932984e-21,5.944774886093911e-23,1.4450841411318737e-19,5.741170908524833e-08,2.593291971572747e-30,5.31381126954319e-35,2.741812194869611e-10
0.0008863113485263992,0.859981670693516,3.76,0.0,5.600598007674586e-13,0.0004889914998576609,1.0065641062987931,1.2884241301460519e-14,4.2719303592064966e-15,5.430002138462865e-13,4.2499129873826555e-07,1.2869614461953559e-20,0.005848518188900656,0.02228106643787859,0.2975024149916837,8.044704245583596e-09,0.0002823341386389283,3.7407202435460926e-14,2.0775938738971977e-23,5.208371505726601e-20,4.9325070077582475e-24,6.468539979979499e-07,0.331805943494835,3.062454917572344e-07,7.609823206093201e-26,1.5963711322200307e-20,2.5122472022261667e-17,-1.1670863112318842e-19,1.094965680541425e-15,1.9335935048449867e-14,5.740980375522203e-18,2.2721524485800545e-27,9.274126547567176e-18,2.996765063652651e-09,0.32725943820769754,2.816663307824839e-16,9.519442464028064e-16,6.372280019341812e-21,4.121956608190698e-23,1.4427529337419621e-19,5.7139627463011024e-08,1.6599824750556783e-30,3.7034181781682947e-35,2.728718630043997e-10
0.0008900077845710558,0.8599706263242745,3.76,0.0,5.607513781213176e-13,0.000484324865988724,1.0066083819533678,1.276286054836162e-14,4.234340663190324e-15,5.422089893262087e-13,4.2089364690572603e-07,1.2725983102698142e-20,0.0058207187036397375,0.022175843133330302,0.2975246566198022,8.045265258104232e-09,0.00027964203992518564,3.7236926674647887e-14,2.0825125138128225e-23,5.2280257581266705e-20,5.199187336476318e-24,6.445040136921075e-07,0.33181038340648183,3.037234727685732e-07,7.134113248171271e-26,1.6189525576579142e-20,2.4547408356785734e-17,6.553473872610995e-19,1.0930052843166457e-15,1.9358029652529522e-14,5.687321378862662e-18,2.2770975965120858e-27,9.187112218812788e-18,2.9826202789184545e-09,0.3272550009304991,2.088798877882988e-16,1.028799266245298e-15,8.478836940387827e-21,7.350211765340888e-23,1.4407198774740504e-19,5.6870044767330264e-08,2.2549913618873083e-30,6.094565381194553e-35,2.715745992818951e-10
0.0008937042206157123,0.8599596887007308,3.76,0.0,5.614533705239388e-13,0.0004797235729948285,1.0066522257838988,1.2651485327759625e-14,4.203503756219018e-15,5.416953479189459e-13,4.168532743072439e-07,1.2582030787785446e-20,0.005793175436326139,0.022071585483791362,0.2975467190667092,8.045821488435882e-09,0.0002769876126027206,3.706815912509676e-14,2.1084533421124747e-23,5.2338874615327266e-20,5.158524244925226e-24,6.421704515898158e-07,0.3318148162245813,3.0123208087272444e-07,7.336653748404391e-26,1.5945773669957592e-20,2.551958615206279e-17,-6.607896402246675e-20,1.0890583183618401e-15,1.9375126805821066e-14,5.634403469783947e-18,2.2812842166796486e-27,9.101299443419148e-18,2.9686049079691963e-09,0.32725057072782415,7.950641773148013e-17,9.764470772336033e-16,7.954539086228647e-21,6.807258932759386e-23,1.4394165767339441e-19,5.6602927328111924e-08,2.9893641231270748e-30,6.935129216140395e-35,2.702892648470579e-10
0.0008970310130559032,0.8599499348575831,3.76,0.0,5.621321545908911e-13,0.0004756372865771375,1.0066913211326858,1.254164277766244e-14,4.181473838629466e-15,5.411583801799816e-13,4.1326504855809516e-07,1.2462862035528668e-20,0.005768602700840141,0.021978568470946595,0.29756642377131415,8.046317976021753e-09,0.0002746302662144131,3.691753932060092e-14,2.1048398961736762e-23,5.2417605340224967e-20,5.021497529959402e-24,6.400841494307326e-07,0.3318187993939247,2.9901561008997835e-07,7.368171772053972e-26,1.5876347027286863e-20,2.5815610840584458e-17,-2.773251924048973e-19,1.0831502320985526e-15,1.9294940163679528e-14,5.587399894706494e-18,2.27974867196983e-27,9.02507730427542e-18,2.956100288669194e-09,0.3272465898962632,1.1114030654123047e-16,9.140137358394312e-16,7.04932104351343e-21,5.650829039822755e-23,1.4380225532287075e-19,5.636460212107042e-08,2.8698103600290916e-30,6.372975545814606e-35,2.6914253082471914e-10
0.0009003578054960942,0.8599402651404182,3.76,0.0,5.628179147740009e-13,0.00047160210405355966,1.0067300761360656,1.242855016558855e-14,4.158557278366053e-15,5.403974355315799e-13,4.0972162760281584e-07,1.2348320424911461e-20,0.005744232217748969,0.021886313762272517,0.29758598648902945,8.046810834346475e-09,0.00027230238299404537,3.676810886835113e-14,2.094166872558301e-23,5.275000672918591e-20,4.998840298235713e-24,6.380108949731313e-07,0.33182277626591183,2.968232016699816e-07,7.252743447598997e-26,1.628990030994338e-20,2.5218465915956574e-17,4.388655218887334e-19,1.0766998385095264e-15,1.91809407360511e-14,5.540976191950672e-18,2.2777143759165417e-27,8.949795338475676e-18,2.9436978456902544e-09,0.32724261534695653,2.416726279528002e-16,9.460594982390675e-16,6.826448512007122e-21,4.9940535586839054e-23,1.4360455276756146e-19,5.612822334068359e-08,2.2749962232507425e-30,5.859785305912029e-35,2.6800521467023475e-10
0.0009036845979362851,0.8599306785356076,3.76,0.0,5.6348057766285e-13,0.00046761718529708847,1.0067684951618345,1.2324330963518799e-14,4.129462704250631e-15,5.396443731950939e-13,4.0622227862727845e-07,1.2232639618937831e-20,0.005720061538234891,0.021794812144960228,0.2976054086836545,8.04730033489205e-09,0.0002700034776452118,3.6619855361657485e-14,2.098289158067425e-23,5.3085594224303934e-20,5.09784856911456e-24,6.359505698625303e-07,0.3318267465919333,2.946545107887448e-07,7.116035038585023e-26,1.6471724981154892e-20,2.5144452443378766e-17,7.641348896467436e-19,1.073310055087379e-15,1.9164063890126053e-14,5.495122920479377e-18,2.272452176294573e-27,8.87543823513214e-18,2.9313963511890284e-09,0.327238647328656,2.447473886747607e-16,1.0441959217742174e-15,7.79261520978088e-21,5.98131602544329e-23,1.434099651403555e-19,5.589376761015241e-08,2.202407062498238e-30,6.10861857640489e-35,2.6687720290406404e-10
0.000907011390376476,0.8599211739520767,3.76,0.0,5.641462733842248e-13,0.0004636817091471234,1.0068065824967718,1.2224645224125801e-14,4.0979666601008034e-15,5.392176503206106e-13,4.0276628503087744e-07,1.211011020795361e-20,0.005696088254314883,0.021704054562162983,0.29762469180159223,8.047786395269007e-09,0.00026773307718116243,3.647276544944768e-14,2.115537246950785e-23,5.320511932082535e-20,5.168333185673473e-24,6.339030569022958e-07,0.331830710133485,2.9250919943960335e-07,7.224476979349556e-26,1.594407544696237e-20,2.627287419769125e-17,-1.6430622821445285e-19,1.0726379032063776e-15,1.9236098329977258e-14,5.4498308921658146e-18,2.2742335883237535e-27,8.801991100971083e-18,2.9191945977725382e-09,0.32723468608000783,5.65167605293372e-17,1.0411114456140105e-15,8.975006268618785e-21,8.156006423106253e-23,1.4330111639520695e-19,5.566121194137655e-08,2.942723284038314e-30,6.706113406408684e-35,2.65758383911206e-10
0.000910338182816667,0.8599117503744919,3.76,0.0,5.648572779925128e-13,0.0004597948706273134,1.006844342356008,1.2120459149083093e-14,4.074488154010627e-15,5.389752242143364e-13,3.9935294336083653e-07,1.1983623558242041e-20,0.0056723099961774525,0.021614032100192717,0.2976438372702152,8.04826872694372e-09,0.00026549071851926406,3.6326824860617245e-14,2.116704700249472e-23,5.3195782460853664e-20,5.1176653868624935e-24,6.318682400410173e-07,0.3318346666608971,2.903869358737489e-07,7.418343407458573e-26,1.5552724851605452e-20,2.7034145148851598e-17,-9.36845881620452e-19,1.0687042372181223e-15,1.921959937683898e-14,5.405091116847497e-18,2.276543652644901e-27,8.729439372120248e-18,2.907091396951114e-09,0.32723073183082174,-6.184349095473089e-17,8.811644552170521e-16,8.148115867766708e-21,7.906843115516861e-23,1.4324151780971274e-19,5.543053370578718e-08,3.544838061805604e-30,7.133876001602552e-35,2.6464864783040777e-10
0.0009136649752568579,0.8599024067918223,3.76,0.0,5.656160272465564e-13,0.0004559558783111412,1.0068817788963724,1.201456488238398e-14,4.059021307618967e-15,5.383043292783306e-13,3.9598156149344505e-07,1.1884425302691396e-20,0.005648724425473174,0.02152473596211599,0.2976628465010793,8.048747383306352e-09,0.00026327594544487987,3.6182020610210125e-14,2.0827402539329278e-23,5.3071996568327025e-20,5.044066506607559e-24,6.298460045280897e-07,0.3318386159516568,2.8828739302226126e-07,6.999235387570679e-26,1.6052643343955275e-20,2.571449392657971e-17,2.5089260391073526e-19,1.059108394756508e-15,1.9038221003177543e-14,5.360894714038969e-18,2.2572098043857004e-27,8.657768655419377e-18,2.89508557580979e-09,0.32722678480374856,1.5310772436447177e-16,8.336068868840963e-16,5.5626286175437845e-21,3.5778126570533035e-23,1.4306539768766668e-19,5.520171057146735e-08,2.9764892415538326e-30,7.25844793236635e-35,2.635478862599131e-10
0.0009169917676970489,0.8598931421760994,3.76,0.0,5.66331890196892e-13,0.0004521639603891447,1.006918896189531,1.19104388669361e-14,4.03141531463299e-15,5.37379629693234e-13,3.9265146630386125e-07,1.1781353052705348e-20,0.005625329247638765,0.02143615751823161,0.297681720885374,8.049222768395506e-09,0.00026108831416833835,3.603833792466578e-14,2.0764909956973473e-23,5.3041971897792245e-20,5.053612213989695e-24,6.278362370660507e-07,0.33184255779358607,2.8621025089067063e-07,6.912296566857313e-26,1.620219882676947e-20,2.529701665545933e-17,6.960359577734971e-19,1.0552140895986115e-15,1.8978535603259375e-14,5.317233047540622e-18,2.249952035651284e-27,8.586964933753913e-18,2.8831759833501045e-09,0.3272228452111028,2.771716763183486e-16,9.994152397844596e-16,7.154131962869046e-21,5.1717015544155406e-23,1.4282383464852695e-19,5.497472062352295e-08,2.3558633572972553e-30,6.385929336322334e-35,2.624559927980775e-10
0.0009203185601372398,0.8598839555589877,3.76,0.0,5.669720409937176e-13,0.0004484183626153248,1.0069556982306007,1.181410307495304e-14,4.00258286458791e-15,5.368702653140255e-13,3.893620000305277e-07,1.1652252291534587e-20,0.005602122210140388,0.02134828829473518,0.29770046179186094,8.049694833855144e-09,0.00025892738939636373,3.5895765455321776e-14,2.081533188282575e-23,5.3137942616567916e-20,5.08054036751806e-24,6.258388264031839e-07,0.3318464919836505,2.841551955051754e-07,7.125329773578398e-26,1.579434377735435e-20,2.6451266656976873e-17,-2.6487846176559223e-19,1.0546085712818698e-15,1.9037267608302556e-14,5.274097637969928e-18,2.250054694772702e-27,8.517014465157142e-18,2.871361489368093e-09,0.32721891325605323,9.451112059113867e-17,1.0547850222712108e-15,9.129757883053068e-21,8.329992340418851e-23,1.4269941696759245e-19,5.474954234276152e-08,2.701897204241908e-30,6.014787135127339e-35,2.6137286299002095e-10
0.0009236453525774307,0.859874845979829,3.76,0.0,5.676275428462782e-13,0.00044471834482076594,1.006992188952881,1.1713125807078525e-14,3.986388502321731e-15,5.36570838281151e-13,3.8611251502461094e-07,1.1537127129100502e-20,0.005579101094207773,0.02126111994552714,0.2977190705703756,8.050163403288673e-09,0.00025679274302495134,3.5754292168227746e-14,2.0695767633560082e-23,5.322034861683623e-20,5.067523914365844e-24,6.238536627631706e-07,0.3318504183261331,2.8212191771995864e-07,6.980229773825e-26,1.5855079385131705e-20,2.649282755496459e-17,-1.5335888928591902e-19,1.0482314108784294e-15,1.896273936385545e-14,5.2314801618548975e-18,2.24374154922089e-27,8.447903769650045e-18,2.8596409806044123e-09,0.32721498913444896,2.3406097867868798e-17,9.03892834927177e-16,6.99049843988891e-21,5.623082298458694e-23,1.4262503296360739e-19,5.4526154532356195e-08,3.2269097055849604e-30,7.348169425184975e-35,2.602983939389594e-10
0.0009269721450176217,0.8598658124892882,3.76,0.0,5.683472312757251e-13,0.00044106317975521197,1.007028372231724,1.1609200335682229e-14,3.959978455075104e-15,5.35910369765374e-13,3.829023748284356e-07,1.1447007549184493e-20,0.005556263711279135,0.021174644239723827,0.29773754855597634,8.050628635415684e-09,0.00025468395557289714,3.561390393955562e-14,2.0717105736430316e-23,5.3346650432475304e-20,5.060121995370769e-24,6.218806369848919e-07,0.33185433663207015,2.8011011351857027e-07,6.932579456812521e-26,1.6060590407613863e-20,2.6077810144060173e-17,3.022454329353378e-19,1.0421850283956391e-15,1.8862063169372036e-14,5.189372458633681e-18,2.2423663122953908e-27,8.379619607125906e-18,2.8480133589373013e-09,0.32721107303538427,1.7428396428171904e-16,8.667909116300108e-16,6.0506802307581786e-21,4.2051837146815294e-23,1.4244687452295261e-19,5.430453628368723e-08,3.020243989389385e-30,7.446326420865657e-35,2.592324841320143e-10
0.0009302989374578126,0.8598568541497279,3.76,0.0,5.690686939258407e-13,0.00043745215398109454,1.007064251880505,1.1522853891424886e-14,3.925080304368327e-15,5.351579298353945e-13,3.7973095708710157e-07,1.1344483173596145e-20,0.0055336079055582545,0.02108885306828731,0.29775589706837896,8.051090639851161e-09,0.0002526006162423691,3.547458782812915e-14,2.084474188390978e-23,5.355729136868803e-20,5.089177082888775e-24,6.199196410967877e-07,0.3318582467196342,2.781194842638198e-07,7.106518097727547e-26,1.576425151275478e-20,2.67163622796482e-17,-3.298341583146314e-19,1.0414184741757758e-15,1.890234224782376e-14,5.147766519591167e-18,2.245897604602882e-27,8.312148989469228e-18,2.836477542400333e-09,0.3272071651408166,1.8096145786824564e-16,1.0041128838921986e-15,8.291632742716567e-21,7.203354684140855e-23,1.4225100966256836e-19,5.408466699548979e-08,2.6020270942315714e-30,5.711672854073305e-35,2.581750335672733e-10
0.0009336257298980036,0.8598479700453912,3.76,0.0,5.697664918917885e-13,0.00043388456998649696,1.0070998316420938,1.1432371309341152e-14,3.908444620207776e-15,5.347120258544928e-13,3.7659765320818744e-07,1.1229249349545407e-20,0.005511131559583593,0.021003738465697586,0.2977741174068657,8.051549326354722e-09,0.0002505423225978332,3.5336332880355544e-14,2.076071169136727e-23,5.366585244562357e-20,5.110085581512379e-24,6.179705689697801e-07,0.3318621484150767,2.761497368871475e-07,7.002779884589687e-26,1.570306105840786e-20,2.674978777887156e-17,-3.1661872077281806e-19,1.0377517075045859e-15,1.8885289463616108e-14,5.106654510123351e-18,2.2407978617529495e-27,8.245479230809121e-18,2.825032468075436e-09,0.32720326562462254,7.348186985737096e-17,1.0262542874830264e-15,8.418775939644104e-21,7.260824450757694e-23,1.4214162624122335e-19,5.386652642878513e-08,2.7217654596156778e-30,5.979276482430313e-35,2.571259440114447e-10
0.0009369525223381945,0.8598391592660811,3.76,0.0,5.704693654896824e-13,0.000430359741837943,1.0071351152080683,1.1325318293996727e-14,3.893131146712707e-15,5.342606029331588e-13,3.735018629251866e-07,1.1124170874746026e-20,0.00548883258275304,0.020919292569176923,0.29779221085720187,8.05200473579411e-09,0.00024850867925059076,3.51991270400719e-14,2.0601576947996554e-23,5.363926052922784e-20,5.1004560910581466e-24,6.160333150678511e-07,0.33186604155044486,2.742005826425248e-07,6.781594824406937e-26,1.587749801734455e-20,2.6332571309719285e-17,2.0356009653125614e-19,1.031273757420972e-15,1.8775774292407782e-14,5.066028733998071e-18,2.2290871329115402e-27,8.179597850670455e-18,2.8136770865897376e-09,0.3271993746548812,8.311893468303107e-17,9.486287673362487e-16,7.188743685134467e-21,5.632773267468701e-23,1.4202689403781766e-19,5.365009460249812e-08,3.0414087503850183e-30,7.369455917861957e-35,2.560851184654073e-10
0.0009402793147783855,0.859830420907647,3.76,0.0,5.711685199872194e-13,0.0004268769985579043,1.0071701062030274,1.1230461452213104e-14,3.867055523604295e-15,5.335737564421821e-13,3.704429991357496e-07,1.1030279707699437e-20,0.005466708919668611,0.02083550764815746,0.2978101786884093,8.052456935420347e-09,0.0002464993001027754,3.506295817299905e-14,2.061097482714743e-23,5.36486653536419e-20,5.082425727753033e-24,6.141077750350547e-07,0.3318699259652515,2.722717385017023e-07,6.778231101984335e-26,1.596859935254458e-20,2.629365264093317e-17,3.484519280174733e-19,1.0248479909299294e-15,1.86640087057348e-14,5.0258816648258226e-18,2.227332192783541e-27,8.114492641286459e-18,2.8024103660404207e-09,0.3271954923922045,2.379020704556503e-16,9.263800765624614e-16,6.260429163337718e-21,4.1189135232860674e-23,1.41847715738632e-19,5.343535186798582e-08,3.0981208821539772e-30,7.699143224928275e-35,2.5505246154911145e-10
