Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32)
0.04606865845416285,0.6429335775331156,3.76,0.0,0.1342130852254671,0.2836414042992785,0.8613423305642379,3.4555033868851073e-13,2.2085548717986237e-10,0.0011799646224398453,0.0004853825293461391,3.927591803025096e-07,4.212757625448184e-05,0.0002101429830480763,0.2617216891929469,0.002779678266218036,1.7701004343516614e-05,3.299981181456448e-07,1.0573939007666049e-05,0.028137273356815814,0.0045638106574261905,7.48539462777773e-06,0.46549744518256686,7.916594671365115e-05,8.22881674162639e-13,5.990971730460842e-06,0.008441982371544293,2.5483104718295504e-08,8.013439625786796e-09,9.079970557627245e-08,4.960804392044336e-15,6.130040942858053e-11,3.3252465155328503e-15,1.2287049892341391e-09,0.05086315215891328,3.0935197346674127e-06,0.00016736932118368913,6.173727777662875e-12,4.5601509889622016e-14,1.3289669411174714e-09,1.1900365698879267e-10,9.099106036494173e-05,1.894653772556124e-11,3.537202276608705e-13,1.693185238293285e-06,8.390285693110928e-05,3.815389990026985e-12,7.714930639935711e-12,5.3310862174622515e-08
0.04610155260564266,0.6430182430415401,3.76,0.0,0.13311320752622718,0.2816217216134322,0.8636221861587017,3.584205674159066e-13,2.2542135517826877e-10,0.0011797391947447487,0.00048271674009806796,3.898366223577866e-07,4.231285160667162e-05,0.00021205903982749594,0.2620588496400394,0.0027507638835399203,1.779831944984697e-05,3.28077361099978e-07,1.0591300220909802e-05,0.027987596765223215,0.004533146240303337,7.483502045568936e-06,0.466661834294004,7.844099765740515e-05,8.313713622006659e-13,6.029938537729032e-06,0.008449029207376509,2.570315999895024e-08,8.071091838181151e-09,9.173598796424432e-08,4.975569788597755e-15,6.120585051149351e-11,3.335150312100435e-15,1.2321962302585623e-09,0.05117828577204574,3.127578454902161e-06,0.00016762030232258347,6.20735031881489e-12,4.6041292203156743e-14,1.3318486069350397e-09,1.2081151882578496e-10,9.020112635729016e-05,1.8782118443180237e-11,3.5742978441232557e-13,1.688677805223704e-06,8.316274453366142e-05,3.8502546680443585e-12,7.796738667043978e-12,5.36391323151177e-08
0.04613115734197448,0.6430941144786625,3.76,0.0,0.13212623253411301,0.2798041354398184,0.8656734096401295,3.7040106657487277e-13,2.2959842105153932e-10,0.0011794921280510115,0.0004802993528866779,3.8719376477334003e-07,4.247875350882163e-05,0.00021379315372828142,0.2623588820046971,0.0027248303070578077,1.7885489673786636e-05,3.2632543802848805e-07,1.060617390023187e-05,0.02785218694912178,0.004505483690891342,7.4811875075018985e-06,0.46770734775503253,7.778609394184817e-05,8.390907394847326e-13,6.064955359004645e-06,0.00845517819836247,2.5901259427788105e-08,8.12297437522046e-09,9.258424632734835e-08,4.9885390447994e-15,6.111575067898145e-11,3.3438495651786843e-15,1.235259393169228e-09,0.05146329884717737,3.1583753645001197e-06,0.0001678411665642013,6.237691194384047e-12,4.643870352047991e-14,1.334383022301629e-09,1.2245859014283443e-10,8.949246000961551e-05,1.8634614410192813e-11,3.6078678905925043e-13,1.684539423666692e-06,8.249873958461253e-05,3.881704381665376e-12,7.871165713175385e-12,5.3935626721971385e-08
0.04616076207830631,0.6431696682218105,3.76,0.0,0.1311420945270848,0.2779867962248301,0.8677238765968475,3.8276939385098e-13,2.3383997892866514e-10,0.001179202652159148,0.00047786503187926936,3.8453928810611484e-07,4.2643806825889815e-05,0.00021553621806581058,0.26265564519655454,0.0026989836794591377,1.7972238836023865e-05,3.2455173621399724e-07,1.0620321748808193e-05,0.02771612409805345,0.004477762360128984,7.478286728685676e-06,0.46875045863003717,7.712898854379459e-05,8.468834706243353e-13,6.0999123670551735e-06,0.008461143108531037,2.609935206645584e-08,8.174838564510744e-09,9.343772008324504e-08,5.0011975159029465e-15,6.102088225402084e-11,3.352340559732624e-15,1.238245825273164e-09,0.051749623556261067,3.189302716378439e-06,0.0001680572030788083,6.26810319862994e-12,4.6837557478461706e-14,1.3368602658104099e-09,1.2412463757040215e-10,8.878602392470445e-05,1.8487574534077264e-11,3.641607681668131e-13,1.6803235811611066e-06,8.18367972117433e-05,3.913214832287379e-12,7.946345161021864e-12,5.4233061127731857e-08
0.04619036681463813,0.6432448971170238,3.76,0.0,0.13016086641355773,0.27616982654902644,0.8697734464001898,3.955304542986602e-13,2.3814630661755063e-10,0.0011788702401196774,0.00047541406208097725,3.8187346661090265e-07,4.2807965515071647e-05,0.0002172880280676195,0.26294910440157976,0.002673226197936864,1.805853815193285e-05,3.227564996952386e-07,1.0633730426031648e-05,0.027579419135455207,0.004449984608235666,7.474792930299249e-06,0.46979107557823185,7.646979818646927e-05,8.547483496566949e-13,6.134800421386142e-06,0.008466922927988228,2.629738506990963e-08,8.226670504599102e-09,9.429632249611277e-08,5.0135374634380265e-15,6.09212135243714e-11,3.360618108238435e-15,1.2411536594538643e-09,0.05203725188184455,3.2203544562190098e-06,0.00016826834146444576,6.298581068151678e-12,4.723777384013932e-14,1.3392791846728963e-09,1.2580968501670912e-10,8.808189043507569e-05,1.8341013861137454e-11,3.6755126023333575e-13,1.6760302353422661e-06,8.117699058083228e-05,3.944779076062208e-12,8.022271091262308e-12,5.4531383291641835e-08
0.046219971550969956,0.6433197940193831,3.76,0.0,0.1291826212088427,0.27435335052247045,0.8718219767260427,4.0869929492398125e-13,2.4251764330921854e-10,0.0011784943723295485,0.00047294673724888376,3.7919658292846786e-07,4.297118299562012e-05,0.0002190483703920884,0.2632392254052606,0.0026475600532844972,1.8144358347062562e-05,3.209399853418392e-07,1.0646386737949664e-05,0.027442083330792188,0.004422152845162076,7.470699521136135e-06,0.4708291066976439,7.580864149594776e-05,8.626840791231209e-13,6.169610209457273e-06,0.008472516684046548,2.649530417085013e-08,8.278455981285925e-09,9.5159961408152e-08,5.025551170442815e-15,6.081671474665912e-11,3.3686770375463257e-15,1.2439810346459095e-09,0.05232617539825267,3.2515243485194954e-06,0.00016847451143305996,6.329119339720742e-12,4.763926948954152e-14,1.341638630285328e-09,1.2751374805838295e-10,8.738013119689957e-05,1.8194947296656888e-11,3.709577851355087e-13,1.671659367502035e-06,8.051939206830342e-05,3.976389973580308e-12,8.098936951620806e-12,5.483053459043715e-08
0.04624957628730178,0.6433943517832837,3.76,0.0,0.12820743200273121,0.2725374937557373,0.8738693235885622,4.222915340726567e-13,2.469541560421729e-10,0.0011780745373657416,0.00047046335987048726,3.7650892800649473e-07,4.3133412169721126e-05,0.0002208170228666777,0.2635259746220189,0.0026219874287659404,1.8229669698555662e-05,3.191024628791982e-07,1.0658277640389385e-05,0.0273041283005367,0.004394269530146547,7.466000094763825e-06,0.4718644595583781,7.514563893904238e-05,8.706892750487673e-13,6.204332268690438e-06,0.008477923442407694,2.6693053850197e-08,8.330180390306769e-09,9.602853418310816e-08,5.037230938509655e-15,6.070735805741714e-11,3.376512186887026e-15,1.2467260949820727e-09,0.0526163852677007,3.2828059291611713e-06,0.000168675642864565,6.3597123023520015e-12,4.80419579341175e-14,1.3439374597243508e-09,1.292368335451327e-10,8.668081716178052e-05,1.8049389599052162e-11,3.743798450676801e-13,1.6672109830512445e-06,7.986407323544086e-05,4.008040188288672e-12,8.17633535420747e-12,5.5130453895122495e-08
0.046279181023633605,0.6434685632700792,3.76,0.0,0.12723537191992854,0.2707223833233317,0.8759153413827676,4.3631130155665635e-13,2.51455982805643e-10,0.0011776102319823662,0.00046796424101735854,3.738108010890214e-07,4.329460545653549e-05,0.00022259375467128094,0.2638093191308016,0.002596510498897168,1.8314442096907166e-05,3.172442147906939e-07,1.0669390254788797e-05,0.027165566009170746,0.004366337171294697,7.460688429028124e-06,0.47289704124399395,7.448091275384074e-05,8.787624681378035e-13,6.238956996971199e-06,0.008483142308629439,2.68905775900985e-08,8.381828798419471e-09,9.690193545628548e-08,5.048569078905471e-15,6.05931175649256e-11,3.384118401923283e-15,1.249386987674377e-09,0.05290787223565047,3.3141924918876943e-06,0.0001688716658530476,6.390353990768175e-12,4.844574930216497e-14,1.3461745358503178e-09,1.309789396016589e-10,8.598401854916594e-05,1.79043553741711e-11,3.7781692451301765e-13,1.662685112078122e-06,7.921110479739889e-05,4.039722191941305e-12,8.254458026861799e-12,5.543108313500018e-08
0.04630878575996543,0.6435424213558568,3.76,0.0,0.1262665140839383,0.26890814772890925,0.8779598829250082,4.5076640226164695e-13,2.5602326921051825e-10,0.0011771009614151143,0.00046544970019934376,3.711025097453706e-07,4.3454714802370636e-05,0.00022437832643196304,0.2640892267068111,0.002571131428513067,1.839864500630774e-05,3.153655362752994e-07,1.0679711887191195e-05,0.027026408769644596,0.004338358325042523,7.454758507491191e-06,0.4739267583896778,7.381458688853863e-05,8.869020960823869e-13,6.273474635313514e-06,0.008488172429416236,2.7087817644119593e-08,8.433386036484474e-09,9.778006313193117e-08,5.059557920160914e-15,6.047396948614031e-11,3.3914905398360026e-15,1.2519618648940475e-09,0.05320062662690214,3.34567713666088e-06,0.00016906251075090095,6.421038228597672e-12,4.885055078272717e-14,1.34834872780171e-09,1.327400555356669e-10,8.528980482181431e-05,1.7759859070162126e-11,3.8126848945411306e-13,1.6580818098327126e-06,7.856055659663833e-05,4.071428267679768e-12,8.33329598564343e-12,5.5732361159526776e-08
0.04633839049629725,0.6436159189317335,3.76,0.0,0.12530093158027278,0.2670949168682432,0.8800027994957199,4.656830262089585e-13,2.6065608056973985e-10,0.0011765462405217873,0.0004629200653571112,3.6838436959149707e-07,4.361369171340536e-05,0.00022617048981608996,0.2643656658531042,0.0025458523716724115,1.8482247463335966e-05,3.134667351990792e-07,1.068923004684687e-05,0.026886669243311064,0.004310335595411191,7.448204540263612e-06,0.4749535172215585,7.314678693193927e-05,8.951065023251149e-13,6.3078752776637395e-06,0.008493012993858441,2.7284714937794996e-08,8.484836567301902e-09,9.866280372278228e-08,5.0701898422416765e-15,6.034989216901035e-11,3.3986234922283804e-15,1.2544488920226925e-09,0.05349463834216698,3.3772527591362818e-06,0.00016924810823299,6.4517586027761506e-12,4.925626631687171e-14,1.3504589131952376e-09,1.3452016113098888e-10,8.459824465598279e-05,1.761591497125714e-11,3.847339877434973e-13,1.6534011571776164e-06,7.791249757760532e-05,4.103150505301423e-12,8.412839432378692e-12,5.603421742871115e-08
0.04636799523262908,0.6436890489120392,3.76,0.0,0.12433869742475621,0.26528282199594494,0.8820439408778716,4.810676180722836e-13,2.6535440750107555e-10,0.0011759455940995413,0.0004603756727491128,3.6565670442137413e-07,4.377148728689215e-05,0.00022796998760592498,0.26463860582744986,0.0025206754706021185,1.856521816723796e-05,3.11548132117514e-07,1.0697932454171393e-05,0.026746360439594316,0.004282271633441568,7.441020948466184e-06,0.47597722359145267,7.247764003279249e-05,9.033739430344833e-13,6.342148898386112e-06,0.008497663234535211,2.7481209495526745e-08,8.536164466203872e-09,9.955003385787756e-08,5.080457267555854e-15,6.022086612740116e-11,3.4055121790995007e-15,1.2568462455084532e-09,0.05378989685541345,3.4089120046881215e-06,0.00016942838933795815,6.482508425796473e-12,4.966279627018517e-14,1.352503978523247e-09,1.363192265971626e-10,8.390940591873629e-05,1.74725371931085e-11,3.882128493972733e-13,1.6486432609654033e-06,7.7266995765352e-05,4.134880804866936e-12,8.49307757954718e-12,5.6336587210425153e-08
0.04639463949532772,0.6437545457660382,3.76,0.0,0.1234756097816537,0.263653017484972,0.8838793249466186,4.953152004107233e-13,2.69638926498148e-10,0.001175365360307235,0.0004580733861258143,3.6319393596980115e-07,4.39124524963369e-05,0.00022959558755954458,0.2648812352691177,0.002498105363248915,1.8639325454043803e-05,3.0980473348686125e-07,1.0705057171487915e-05,0.026619606831501406,0.004256981044590668,7.434012924606683e-06,0.47689587137089534,7.187436253394348e-05,9.108670256931915e-13,6.372878168229166e-06,0.008501685128062951,2.7657659799868322e-08,8.58224140856977e-09,1.0035228211582067e-07,5.089380058590384e-15,6.010049715051227e-11,3.4114989622340877e-15,1.2589256899278686e-09,0.05405668646477695,3.437470591773075e-06,0.00016958604016863326,6.510202758199719e-12,5.002928498398567e-14,1.3542879452115059e-09,1.3795456471992217e-10,8.329183328385063e-05,1.7343992920906424e-11,3.9135476494513844e-13,1.644295221876344e-06,7.668828597286184e-05,4.1634381388849875e-12,8.565876407369296e-12,5.6609105596530224e-08
0.04642128375802636,0.6438197340096136,3.76,0.0,0.12261534639967887,0.26202433807495473,0.8857130366847622,5.099571993287727e-13,2.7397648601954464e-10,0.0011747472193363285,0.0004557596816310149,3.6072396861943086e-07,4.405238472554658e-05,0.00023122671248765995,0.2651209848713675,0.002475621269712857,1.8712872012558065e-05,3.0804581682965355e-07,1.0711502779908613e-05,0.02649241291519216,0.004231661241276098,7.4264868816304484e-06,0.47781190104195553,7.12701930034562e-05,9.184082633615291e-13,6.403488816242141e-06,0.008505551780622058,2.7833688921424406e-08,8.62819396513279e-09,1.0115798166544374e-07,5.097996042535024e-15,5.997609500053676e-11,3.4172801371849516e-15,1.260929717533406e-09,0.05432446880651267,3.466085129584352e-06,0.00016973927956481663,6.537910114403211e-12,5.0396272790203383e-14,1.3560174738976791e-09,1.3960519200120496e-10,8.267656756069752e-05,1.7215928698134338e-11,3.945065860048602e-13,1.6398848400589281e-06,7.611175006052208e-05,4.191989115865537e-12,8.63921942918943e-12,5.6881933840487104e-08
0.046447928020725,0.6438846085402762,3.76,0.0,0.12175796020426462,0.2603968820716329,0.8875449637047177,5.250100817615686e-13,2.783669891895405e-10,0.0011740908482166406,0.0004534348208877877,3.5824705465551565e-07,4.419124759363275e-05,0.0002328631562992382,0.2653578339075242,0.0024532247226136954,1.878583432806417e-05,3.062716414305183e-07,1.0717260834880512e-05,0.02636478888679241,0.004206314249393447,7.418439271344649e-06,0.47872524337756617,7.066522703042471e-05,9.259961856621637e-13,6.433973263182382e-06,0.008509262727514053,2.8009250899697568e-08,8.674009921442777e-09,1.0196703382263204e-07,5.106299814360493e-15,5.984765017675021e-11,3.422852080294782e-15,1.2628570292574153e-09,0.054593235317464676,3.4947498248431837e-06,0.00016988805823242212,6.565625116674526e-12,5.076368038011273e-14,1.3576917767395586e-09,1.4127106569869652e-10,8.206365644624135e-05,1.7088354444673252e-11,3.976678602930924e-13,1.6354122486468132e-06,7.553743562524431e-05,4.220527446796798e-12,8.713096959485252e-12,5.715501671488208e-08
0.04647457228342364,0.6439491642718923,3.76,0.0,0.12090350397927119,0.25877074857130755,0.8893749927531629,5.404781856422688e-13,2.8281031897467877e-10,0.0011733959298780292,0.00045109907072698893,3.557634519715409e-07,4.432900440525825e-05,0.0002345047078580921,0.26559176222742753,0.0024309172444015063,1.8858188571891132e-05,3.0448247476926385e-07,1.0722323039576458e-05,0.026236745169594775,0.0041809421243398075,7.409866639021935e-06,0.47963582901095764,7.005956102996944e-05,9.336292718697338e-13,6.464323868353401e-06,0.008512817535965871,2.8184299050858848e-08,8.719676873396728e-09,1.0277933761089328e-07,5.1142859913289384e-15,5.971515472489202e-11,3.428211182822566e-15,1.264706332077474e-09,0.054862977145807665,3.523458746951694e-06,0.00017003232724864154,6.593342244512944e-12,5.1131426424477964e-14,1.35931007059033e-09,1.429521375942892e-10,8.145314705830311e-05,1.6961279959745783e-11,4.008381220725833e-13,1.6308775989859503e-06,7.496538959688969e-05,4.249046739455243e-12,8.78749881344789e-12,5.742830220006059e-08
0.04650121654612228,0.6440133961453494,3.76,0.0,0.12005203034138498,0.2571460374388971,0.8912030097363844,5.563636077746248e-13,2.873063516975377e-10,0.0011726621560168898,0.0004487527033320515,3.5327342323176025e-07,4.4465618332621916e-05,0.00023615114920613533,0.2658227502813455,0.0024087003462559967,1.8929910725755502e-05,3.026785925155651e-07,1.072668132577918e-05,0.02610829241453608,0.00415554695012009,7.400765777053719e-06,0.4805435884615763,6.945329222274768e-05,9.41305923711337e-13,6.494532907007887e-06,0.008516215806193349,2.83587858452368e-08,8.765182246737059e-09,1.0359479438997042e-07,5.121949244517575e-15,5.95786025504228e-11,3.433353872037444e-15,1.2664763465119603e-09,0.05513368514755471,3.552205802922048e-06,0.000170172038092206,6.621055768351325e-12,5.149942689655805e-14,1.3608715827029587e-09,1.4464835094523963e-10,8.084508589861103e-05,1.6834714914234117e-11,4.040168931136809e-13,1.626281061006125e-06,7.439565822014296e-05,4.277540463915347e-12,8.862414029625268e-12,5.770173710481714e-08
0.04652786080882092,0.6440772991214194,3.76,0.0,0.11920359173021733,0.25552284921137114,0.8930288998276397,5.726832766601241e-13,2.918549132001095e-10,0.0011718892286002526,0.0004463959954632857,3.5077723532587787e-07,4.460105251627743e-05,0.0002378022556402358,0.2660507790864408,0.0023865755274216855,1.9000976754671476e-05,3.008602778007951e-07,1.0730327858006652e-05,0.025979441478782547,0.00413013083594865,7.391133744654996e-06,0.48144845217318605,6.884651849788614e-05,9.490244653799083e-13,6.524592570667386e-06,0.008519457169091955,2.8532663326120264e-08,8.810513277993717e-09,1.0441330082171859e-07,5.129284328476501e-15,5.943798922074032e-11,3.438276631108187e-15,1.2681658136336414e-09,0.055405349911462766,3.580984772001219e-06,0.0001703071426729157,6.648759778247078e-12,5.186759562051909e-14,1.3623755536237064e-09,1.4635964030545624e-10,8.023951886337856e-05,1.6708668852951124e-11,4.0720368557082127e-13,1.6216228217824375e-06,7.382828709614387e-05,4.306001959454212e-12,8.93783092183485e-12,5.797526198244694e-08
0.04655450507151956,0.6441408682084041,3.76,0.0,0.11835824035894613,0.25390128519422794,0.8948525473641553,5.894455694630423e-13,2.964557873829687e-10,0.0011710768557909835,0.0004440292287254293,3.482751614305253e-07,4.473526964589755e-05,0.00023945779874658983,0.2662758303411398,0.00236454427451613,1.9071362181468316e-05,2.9902782180136314e-07,1.0733254894229649e-05,0.0258502034616716,0.004104695921317832,7.380967569415121e-06,0.4823503505235551,6.823933845558633e-05,9.567831931286907e-13,6.5544950131596895e-06,0.008522541292479362,2.8705882799655127e-08,8.855657008266906e-09,1.0523474600595027e-07,5.136286006938581e-15,5.929331154689554e-11,3.4429759493517872e-15,1.269773477354119e-09,0.05567796170976412,3.609789314875805e-06,0.00017043759341473392,6.676448273277989e-12,5.223584487174223e-14,1.363821228019655e-09,1.4808593684960083e-10,7.963649119232052e-05,1.6583151183943577e-11,4.103979976546725e-13,1.6169030888021202e-06,7.326332106364997e-05,4.334424498565763e-12,9.013737513318342e-12,5.824881993455192e-08
0.0465811493342182,0.644204098455878,3.76,0.0,0.11751602819460139,0.2522814473876459,0.8966738359283747,6.066587785270861e-13,3.0110872799160024e-10,0.0011702247555239742,0.0004416526898502455,3.457674782325923e-07,4.4868232552595045e-05,0.00024111754290529665,0.2664978864168142,0.002342608060869958,1.9141042558835608e-05,2.9718152318045564e-07,1.073545503247144e-05,0.02572058969089735,0.0040792443729285015,7.370264659713564e-06,0.4832492138617413,6.763185132742033e-05,9.64580312827579e-13,6.584232326545539e-06,0.008525467880322416,2.8878394988552336e-08,8.900600304400488e-09,1.0605901931215536e-07,5.142949154288431e-15,5.914456864276995e-11,3.447448390196807e-15,1.2712981089205922e-09,0.0559515105121542,3.6386129365252368e-06,0.0001705633432699274,6.704115016087965e-12,5.260408412866911e-14,1.3652078645203967e-09,1.4982716119240833e-10,7.903604745514525e-05,1.645817117575379e-11,4.135993167562585e-13,1.612122089238099e-06,7.270080422163829e-05,4.362801211410244e-12,9.090120876960661e-12,5.852235206601239e-08
0.04660779359691684,0.6442669849198495,3.76,0.0,0.1166770069426854,0.25066343840779537,0.8984926484363477,6.243331920893841e-13,3.0581345415688767e-10,0.00116933265650311,0.0004392666700569981,3.432544677721831e-07,4.4999903892955364e-05,0.0002427812465665883,0.266716930340015,0.00232076834609216,1.920999327042384e-05,2.953216884736338e-07,1.0736921058391876e-05,0.02559061170680447,0.004053778382060289,7.3590225759075674e-06,0.4841449725453332,6.702415687855088e-05,9.724139706615507e-13,6.6137965397796705e-06,0.008528236671431814,2.9050150085899335e-08,8.945329871920487e-09,1.06886006758921e-07,5.1492687027221424e-15,5.899176114109384e-11,3.4516905557596433e-15,1.2727384939788074e-09,0.05622598600296009,3.6674490157264856e-06,0.0001706843457496384,6.7317536200797204e-12,5.2972220910624494e-14,1.3665347342723097e-09,1.5158322683657012e-10,7.843823156073288e-05,1.6333737959324246e-11,4.168071189920882e-13,1.6072800690138948e-06,7.214077995654957e-05,4.3911251233703505e-12,9.166967503840625e-12,5.8795797784193244e-08
0.04663443785961548,0.6443295227164239,3.76,0.0,0.11584122802568778,0.24904736144808293,0.9003088671815885,6.424781222204744e-13,3.1056964301013325e-10,0.0011684002969175411,0.0004368714649662858,3.4073641664968284e-07,4.513024617318247e-05,0.0002444486626371068,0.2669329458035841,0.002299026575710815,1.9278189497419913e-05,2.9344863154433903e-07,1.073764598275737e-05,0.025460281258052032,0.004028300164000407,7.347239059890677e-06,0.48503755697010476,6.641635535439879e-05,9.802822510574458e-13,6.6431796334731055e-06,0.008530847439868034,2.9221097628593604e-08,8.989832239639611e-09,1.0771559010752685e-07,5.1552396522530094e-15,5.883489144324645e-11,3.4556990935948666e-15,1.2740934351649193e-09,0.05650137758343823,3.6962907967317384e-06,0.00017080055495418098,6.759357529837283e-12,5.3340160503508004e-14,1.3678011201627734e-09,1.5335403994995694e-10,7.784308676328821e-05,1.6209860529264657e-11,4.2002086788705075e-13,1.602377292796242e-06,7.158329093659908e-05,4.4193891570968184e-12,9.244263236622203e-12,5.9069095761929706e-08
0.04666108212231412,0.6443917070014051,3.76,0.0,0.11500874255644863,0.24743332025876866,0.902122373859059,6.611029237008312e-13,3.1537693668702777e-10,0.0011674274245597849,0.00043446737444339996,3.3821361577769694e-07,4.525922188558878e-05,0.00024611953824661513,0.2671459171935751,0.0022773841802730603,1.934560634748894e-05,2.9156267331272314e-07,1.0737623072333971e-05,0.02532961030283408,0.004002811957890563,7.334912083292053e-06,0.4859268975977064,6.580854741647392e-05,9.881831741358347e-13,6.6723735455187305e-06,0.008533299996180162,2.9391186681012142e-08,9.03409378173722e-09,1.0854764869701332e-07,5.160857084838732e-15,5.867396373891381e-11,3.459470706127579e-15,1.275361755368379e-09,0.05677767436681193,3.7251313961632547e-06,0.00017091192561065276,6.786920021999284e-12,5.37078061027859e-14,1.369006317392566e-09,1.5513949870078243e-10,7.725065564000907e-05,1.6086547739232837e-11,4.232400165407841e-13,1.5974140444530793e-06,7.102837908943818e-05,4.447586133538877e-12,9.321993235371838e-12,5.934218333173793e-08
0.04668772638501276,0.6444535329746331,3.76,0.0,0.11417960131128566,0.2458214191218244,0.9039330495943976,6.802176378834003e-13,3.202349389328177e-10,0.0011664137976145658,0.0004320547026150456,3.356863603608988e-07,4.538679346508665e-05,0.000247793614713898,0.2673558296138837,0.0022558425744733774,1.9412218822149006e-05,2.89664141780574e-07,1.0736845846238981e-05,0.025198611008973557,0.003977316026207851,7.3220398255885595e-06,0.48681292498498396,6.520083408638336e-05,9.961146958064954e-13,6.701370171657886e-06,0.008535594188491018,2.956036581539374e-08,9.078100720728947e-09,1.09382058732076e-07,5.1661161669828795e-15,5.850898404496677e-11,3.4630021524117455e-15,1.2765422984629244e-09,0.057054865174636114,3.7539638084606487e-06,0.0001710184131225547,6.814434209494696e-12,5.407505882374352e-14,1.370149634684338e-09,1.5693949326729697e-10,7.666098006750486e-05,1.5963808297028978e-11,4.264640065533736e-13,1.592390627431573e-06,7.047608558267117e-05,4.475708773333721e-12,9.400141996590517e-12,5.961499648629602e-08
0.046714370647711397,0.644514995882652,3.76,0.0,0.11335385470488461,0.24421176281661908,0.9057407749831824,6.998319315958301e-13,3.251432102829915e-10,0.00116535918500747,0.00042963375777811593,3.331549498728343e-07,4.5512923294496095e-05,0.0002494706275604945,0.26756266890419855,0.002234403156567652,1.947800180149084e-05,2.877533719635928e-07,1.0735308083125785e-05,0.025067295751319756,0.003951814653954361,7.3086206803517095e-06,0.48769556981497114,6.459331669319703e-05,1.0040747081631763e-12,6.730161370572615e-06,0.008537729903267488,2.9728583065115417e-08,9.121839121332193e-09,1.1021869271572034e-07,5.171012151331808e-15,5.833996021500885e-11,3.466290249197962e-15,1.277633929649215e-09,0.05733293853640508,3.782780898585484e-06,0.00017111997360969605,6.841893033822495e-12,5.444181759045227e-14,1.3712303948813238e-09,1.5875390569520048e-10,7.607410121162547e-05,1.58416507624777e-11,4.2969226793743904e-13,1.5873073649230144e-06,6.992645081248017e-05,4.503749699106005e-12,9.478693324016767e-12,5.988747020468012e-08
0.046741014910410036,0.6445760910225671,3.76,0.0,0.11253155276606207,0.24260445658106436,0.9075454301352569,7.199553450656307e-13,3.3010127213451584e-10,0.0011642633665548603,0.00042720485213300455,3.3061968788780303e-07,4.5637573764883976e-05,0.0002511503066552639,0.26776642165470077,0.0022130673078134436,1.954293010190527e-05,2.858307056105275e-07,1.0733003835769481e-05,0.024935677107795054,0.003926310147702693,7.2946532680591594e-06,0.48857476292883106,6.398609680834307e-05,1.0120610403010656e-12,6.75873897143055e-06,0.00853970706590998,2.9895786034390626e-08,9.165294908767712e-09,1.11057420275598e-07,5.17554038392254e-15,5.8166901956181464e-11,3.4693318757905033e-15,1.2786355371885537e-09,0.05761188269079994,3.8115754097957363e-06,0.00017121656394245797,6.86928927107726e-12,5.480797926504411e-14,1.372247935429491e-09,1.6058260980276258e-10,7.549005951937185e-05,1.572008354576243e-11,4.32924219970582e-13,1.5821645999201049e-06,6.937951439620367e-05,4.531701440914417e-12,9.557630332351077e-12,6.015953829345775e-08
0.046767659173108676,0.644636813745117,3.76,0.0,0.1117127451132907,0.24099960607217596,0.9093468947196119,7.40597830769196e-13,3.351086058930337e-10,0.001163126133308357,0.00042476830164304334,3.2808088192658255e-07,4.576070729309606e-05,0.0002528323762978532,0.26796707522081725,0.002191836391846314,1.960697848729447e-05,2.838964910145017e-07,1.0729927439510276e-05,0.024803767855331494,0.0039008048346046847,7.280136437549942e-06,0.4894504353581927,6.33792761759949e-05,1.0200714589273465e-12,6.787094779506374e-06,0.00854152564132329,3.006192192418156e-08,9.208453879571254e-09,1.1189810809612132e-07,5.179696310727783e-15,5.798982086695194e-11,3.4721239784349242e-15,1.279546034010734e-09,0.05789168558699872,3.8403399717253776e-06,0.00017130814178442918,6.896615537447861e-12,5.5173438719184626e-14,1.3732016090980393e-09,1.6242547112491945e-10,7.490889470795617e-05,1.559911490515713e-11,4.3615927113840083e-13,1.5769626952725968e-06,6.883531516464663e-05,4.559556440227525e-12,9.636935460545542e-12,6.043113333989173e-08
