grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_CF3Br(2),Y_CH4(3),Y_O2(4),Y_H(5),Y_O(6),Y_OH(7),Y_H2(8),Y_H2O(9),Y_Ar(10),Y_He(11),Y_HO2(12),Y_H2O2(13),Y_CO(14),Y_CO2(15),Y_HCO(16),Y_C(T)(17),Y_CH(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_C2H2O(48),Y_CHCHOH(59),Y_HOCO(62),Y_CHO2(63),Y_CH2O2(67),Y_CHO3(72),Y_CH3O2(73),Y_CHO3(90),Y_S(105),Y_S(117),Y_C3H5O(127),Y_S(141),Y_C3H5(195),Y_C3H7(198),Y_CH3OO(201),Y_C4H5(355),Y_CF2(383),Y_CF3(385),Y_BR(386),Y_CBrF2(387),Y_F(388),Y_CBrO2(393),Y_S(399),Y_OOBr(401),Y_FO2(402),Y_Br(403),Y_F(404),Y_BrO(405),Y_OBr(407),Y_OOBr(409),Y_ODCF(414),Y_CBr(415),Y_CF(416),Y_S(421),Y_S(422),Y_S(423),Y_S(452),Y_C2H2F(453),Y_CDCBr(454),Y_OCF(462),Y_CHF3(474),Y_CF3O(475),Y_CHF3O(476),Y_S(477),Y_C2F3O(478),Y_S(480),Y_S(481),Y_S(486),Y_S(489),Y_BrBr(495),Y_CF3O2(496),Y_C2F6(497),Y_S(499),Y_S(500),Y_S(503),Y_S(506),Y_S(518),Y_CHF2(534),Y_S(545),Y_CH2Br(551),Y_S(559),Y_CH2F(563),Y_S(578),Y_BrCBr(579),Y_FCBr(580),Y_S(581),Y_S(610),Y_S(615),Y_C#CF(619),Y_S(624),Y_S(625),Y_S(627),Y_S(629),Y_C3HF3(630),Y_S(633),Y_S(634),Y_S(638),Y_S(639),Y_S(641),Y_S(642),Y_S(645),Y_S(646),Y_S(647),Y_S(651),Y_S(653),Y_S(663),Y_S(664),Y_S(704),Y_S(710),Y_S(722),Y_S(740),Y_C3HF2(750),Y_S(754),Y_S(760),Y_S(862),Y_S(872),Y_S(873),Y_S(903),Y_S(912),Y_C3HF3(920),Y_S(921),Y_S(924),Y_S(935),Y_S(971),Y_S(985),Y_O2(S)(997),Y_S(1027),Y_S(1031),Y_S(1034),Y_S(1088),Y_S(1091),Y_S(1126),Y_S(1146),Y_S(1153),Y_S(1164),Y_S(1165),Y_S(1167),Y_CCHF(1350),Y_S(1454),Y_S(1491),Y_S(1504),Y_S(1512),Y_S(1540),Y_S(1576),Y_S(1578),Y_S(1586),Y_S(1591),Y_Br2O(1599),Y_S(1603),Y_CF2O(1619),Y_CFO(1634),Y_S(1683),Y_S(1688),Y_S(1692),Y_CFO3(1706),Y_S(1778),Y_S(1844),Y_S(1946),Y_S(1950),Y_S(1988),Y_S(1991),Y_S(1995),Y_S(2139),Y_S(2254),Y_S(2264),Y_S(2281),Y_S(2291),Y_S(2344),Y_S(2345),Y_S(2466),Y_S(2533),Y_C3H4(2596),Y_C3H5(2598),Y_S(2630),Y_S(2631),Y_S(2647),Y_S(2652),Y_S(2653),Y_S(2673),Y_S(2674),Y_S(2709),Y_S(2715),Y_S(2724),Y_S(2725),Y_S(2814),Y_S(2816),Y_S(2900),Y_S(2902),Y_S(2956),Y_S(2976),Y_S(2977),Y_S(2984),Y_S(3062),Y_S(3063),Y_S(3064),Y_C4HF(3065),Y_S(3066),Y_S(3067),Y_S(3069),Y_S(3087),Y_S(3286),Y_S(3287),Y_S(3288),Y_S(3533),Y_S(3574),Y_S(3585),Y_S(3586),Y_S(3589),Y_S(3644),Y_S(3870),Y_C4HF(3878),Y_S(4067),Y_S(4823),Y_C3H3(4828),Y_S(4829),Y_S(4830),Y_S(4859),Y_S(4860),Y_S(4908),Y_S(4909),Y_S(5027),Y_S(5070),Y_S(5082),Y_S(5137),Y_FCF(5139),Y_S(5140),Y_S(5160),Y_S(5189),Y_S(5191),Y_C3H3(5215),Y_C3H4(5216),Y_C3H4(5217),Y_S(5225),Y_S(5226),Y_S(5236),Y_S(5238),Y_S(5239),Y_C4H6(5248),Y_S(5251),Y_S(5256),Y_S(5259),Y_S(5260),Y_S(5272),Y_S(5273),Y_S(5276),Y_S(5288),Y_S(5292),Y_S(5300),Y_S(5301),Y_S(5307),Y_S(5308),Y_S(5310),Y_S(5312),Y_S(5314),Y_S(5324),Y_S(5339),Y_S(5347),Y_S(5355),Y_S(5356),Y_S(5367),Y_S(5368),Y_S(5385),Y_S(5414),Y_S(5722),Y_S(5729),Y_S(5748),Y_S(5756),Y_S(5979),Y_S(6003),Y_S(6004),Y_S(6005),Y_S(6017),Y_S(6047),Y_S(6049),Y_S(6050),Y_S(6056),Y_S(6061),Y_S(6134),Y_S(6167),Y_S(6284),Y_S(6285),Y_S(6616),Y_S(6968),Y_S(6969),Y_S(7171),Y_S(7175),Y_S(7176),Y_S(7247),Y_S(7248),Y_S(7252),Y_S(7469),Y_S(7697),Y_C3H4(7757),Y_S(8147),Y_S(8628),Y_S(8866),Y_S(9473),Y_S(9802),Y_S(9939),Y_S(10347),Y_S(10348),Y_S(10406),Y_S(10444),Y_S(10482),Y_S(10485),Y_S(10540),Y_S(10638),Y_S(10653),Y_S(11197),Y_S(11198),Y_S(12220),Y_S(12689),Y_S(12730),Y_S(12779),Y_S(12985),Y_S(12986),Y_S(13122),Y_S(13124),Y_S(13690),Y_S(14227),Y_S(14765),Y_S(14771),Y_S(14781),Y_S(14826),Y_S(14829),Y_S(14835),Y_S(14837),Y_S(14840),Y_S(14947),Y_S(14996),Y_S(15112),Y_S(15113),Y_S(15126),Y_S(15144),Y_S(15149),Y_S(15155),Y_S(15284),Y_S(15835),Y_S(15908),Y_S(15976),Y_S(16018),Y_S(16033),Y_S(16035),Y_S(16064),Y_S(16067),Y_S(16074),Y_S(16143),Y_S(16155),Y_S(16233),Y_S(16242),Y_S(16649),Y_S(16673),Y_S(16968),Y_S(16979),Y_S(16985),Y_S(17061),Y_S(17110),Y_S(17190),Y_S(17800),Y_S(17971),Y_S(18028),Y_S(18820),Y_S(18834),Y_S(18883),Y_S(19002),Y_S(19014),Y_S(19063),Y_S(19098),Y_S(19223),Y_S(19806),Y_S(19807),Y_S(20049),Y_S(20276),Y_S(21731),Y_S(22423),Y_S(22426),Y_S(22654),Y_S(22666),Y_S(23235),Y_S(24359),Y_S(25584),Y_S(25587),Y_S(25695),Y_S(26589),Y_S(26591),Y_S(26595),Y_S(26596),Y_S(26653),Y_S(26654),Y_S(26719),Y_S(26907),Y_S(27756),Y_S(27810),Y_S(27811),Y_S(27823),Y_S(27825),Y_S(27833),Y_S(28060),Y_S(28599),Y_S(28600),Y_S(28648),Y_S(28651),Y_S(28652),Y_S(28653),Y_S(28656),Y_S(28814),Y_S(28815),Y_S(28816),Y_S(28825),Y_S(30649),Y_S(30744),Y_S(30745),Y_S(31062),Y_S(31399),Y_S(31406),Y_S(31678),Y_S(31935),Y_S(31936),Y_S(31938),Y_S(32355),Y_S(32629),Y_S(32645),Y_S(32654),Y_S(32655),Y_S(33475),Y_S(34343),Y_S(34560),Y_S(34576),Y_S(34717),Y_S(34718),Y_S(34719),Y_S(34730),Y_S(35672),Y_S(35729),Y_S(36081),Y_S(36082),Y_S(38359),Y_S(38383),Y_S(38638),Y_S(38656),Y_S(38658),Y_S(39832),Y_S(40195),Y_S(41676),Y_S(43104),Y_S(43117),Y_S(43119),Y_S(43224),Y_S(43285),Y_S(43286),Y_S(43287),Y_S(43288),Y_S(43298),Y_S(43807),Y_S(43808),Y_S(45845),Y_S(45882),Y_S(45887),Y_S(45915),Y_S(46182),Y_S(46310),Y_S(46313),Y_S(46960),Y_S(47219),Y_S(47221),Y_S(48821),Y_S(48822),Y_S(48921),Y_S(48924),Y_S(49979),Y_S(51013),Y_S(51137),Y_S(53668),Y_S(53749),Y_S(53751),Y_S(53753),Y_S(54469),Y_S(54501),Y_S(55830),Y_S(55831),Y_S(55893),Y_S(55896),Y_S(56034),Y_S(56128),Y_S(56275)
0.0,0.05157415455360802,298.0,1.2117450688995595,0.6666567398239367,0.0,0.08005724532073961,0.0,0.05076856376100338,0.2025173201126707,0.0,0.0,7.504046073641122e-13,1.3058328272951275e-07,2.5064503574053977e-10,0.0,1.1530025605864335e-16,1.1430179894067932e-14,3.9217255330838164e-14,8.255144579757453e-11,2.1295445334490833e-12,1.1433335104327459e-20,0.0,0.0,1.1162895249661872e-13,1.6177133721032143e-13,1.1470813963119643e-14,0.0,0.0,2.6377818833808883e-13,1.7260054321669911e-12,8.031545278139039e-30,0.0,0.0,0.0,8.293409585400116e-14,3.7903133170856643e-14,5.486384970916266e-14,3.403083961903493e-17,2.2652955182237555e-18,0.0,5.914515958197602e-22,6.074509100411965e-14,0.0,6.809955776256987e-18,2.8520696990774478e-33,0.0,1.8437188001679285e-25,2.929163622403448e-31,4.6515317389002295e-45,1.0407679079935041e-13,1.8473216965196926e-18,0.0,9.443045915314201e-33,1.2283357100216696e-42,0.0,0.0,6.845878215217898e-14,0.0,0.0,4.6085292962859284e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0885850238350204e-12,5.009610702049041e-11,7.328525415202424e-20,0.0,0.0,0.0,5.970436110356682e-15,0.0,0.0,0.0,8.682169775426609e-20,0.0,2.543091471804154e-14,2.028514738794121e-15,0.0,1.7628393271853108e-12,5.96193980781346e-13,0.0,1.3067456912970593e-14,3.17922313890252e-33,0.0,7.4919716060135525e-56,2.2286974128244946e-25,3.110182651539396e-21,2.142591808670769e-13,1.2051783056165353e-15,0.0,0.0,4.005062001102099e-20,6.214859407804069e-13,1.6211036289753707e-18,8.3476666951236165e-16,0.0,6.90681639584781e-16,0.0,8.528242267204636e-20,0.0,2.1076970298917793e-22,0.0,2.2815195018784966e-14,3.6583756195609395e-19,0.0,2.2385208676332583e-26,8.631696197620086e-13,0.0,0.0,1.3362114897490702e-20,1.57880554169074e-14,2.6822915079703008e-14,1.7061576990401127e-28,0.0,2.2924188075142946e-30,3.226557371000633e-33,0.0,0.0,0.0,5.675076031773429e-34,2.783368483875357e-26,0.0,1.8586311634845925e-22,2.3771381573849724e-27,0.0,3.3866001521056016e-21,0.0,1.2262796367484705e-26,1.2584585072214237e-16,0.0,1.7937389246324353e-18,0.0,0.0,2.7865769545794474e-18,5.674682265894388e-21,0.0,1.7686670526776656e-15,1.5369998737509247e-46,0.0,1.6217277573042905e-19,0.0,4.535444969460867e-25,4.807620206772404e-17,9.822638292455173e-13,2.393233905406494e-32,0.0,0.0,2.8588129387973222e-21,2.6160510613964907e-28,1.2153058756518929e-20,0.0,8.57329388639618e-15,0.0,0.0,0.0,2.3047423975027047e-47,4.633574474292365e-19,3.126640433326476e-19,1.4045722460247474e-14,0.0,0.0,6.508131100092585e-19,0.0,0.0,0.0,7.291934268656457e-17,9.383013706866651e-35,1.7647164576244008e-13,2.3823374064509555e-15,0.0,3.074651192500405e-38,1.1632617507545752e-50,7.67202723068613e-17,8.802847259665628e-21,4.211377376340789e-34,2.9460801483380384e-15,1.0328464124209769e-25,0.0,0.0,0.0,5.761490640827854e-17,0.0,0.0,0.0,1.055778757794729e-16,1.195400391570895e-25,2.0319962188007366e-25,0.0,0.0,9.15153398427525e-16,0.0,2.3062172110008924e-16,0.0,3.433024258698869e-51,0.0,0.0,5.09354088253199e-19,1.8582930572058805e-18,0.0,0.0,0.0,0.0,0.0,3.6850910325449845e-19,0.0,0.0,9.492583557141744e-39,6.176096092215336e-22,0.0,4.980096241146409e-14,2.1097473344037384e-56,3.927066478864503e-51,0.0,0.0,0.0,0.0,0.0,0.0,4.5272210338701314e-27,6.217098063085238e-21,1.5851530117890833e-29,1.0461513872845123e-12,0.0,0.0,0.0,6.514121587439109e-46,5.050411414820706e-20,0.0,0.0,5.4440233148270006e-30,4.3732284215842683e-17,9.503786363916152e-22,0.0,0.0,1.6811785643114701e-43,2.1911627536110264e-16,6.01843645118273e-25,3.0296961195034538e-30,2.973177031620268e-14,0.0,0.0,0.0,0.0,1.0846746512448915e-38,1.0288623183651316e-15,2.31580050906609e-18,0.0,2.2475562827080235e-14,0.0,0.0,0.0,0.0,3.2254962569123245e-35,9.05434368447939e-39,1.7910128410241982e-38,0.0,7.459159817681707e-17,2.2005358458337078e-20,0.0,0.0,0.0,9.424671719980684e-14,7.856657067130621e-17,0.0,0.0,4.515556947380092e-15,0.0,1.2244951823465542e-16,1.713092170344419e-16,0.0,0.0,0.0,5.696559826205961e-17,3.773057008587225e-27,5.318825850536098e-16,0.0,0.0,4.4353292163200564e-17,0.0,4.220159137358147e-24,2.756938332367064e-23,0.0,3.539167622081867e-15,5.296623768300936e-22,7.895758073883005e-25,1.2665439380949047e-13,9.448888837772402e-53,1.780111302550679e-45,3.968293791444409e-47,0.0,0.0,0.0,0.0,0.0,3.5637722889987616e-38,0.0,6.0847501243121706e-30,0.0,0.0,3.0470498604918554e-16,0.0,2.53675887183508e-23,5.521696481637989e-23,8.889816825430864e-26,0.0,0.0,0.0,0.0,0.0,2.112134336592835e-25,4.0857914857766246e-44,0.0,0.0,3.5783513918626627e-20,1.2069059805148618e-13,0.0,5.964922021142727e-16,0.0,0.0,1.5572884239732447e-24,8.4491349192259645e-19,0.0,2.8772328826143127e-21,0.0,2.4616605409355803e-18,0.0,0.0,0.0,0.0,1.396995582995575e-32,0.0,6.946803163237539e-34,0.0,2.801768718800801e-14,0.0,0.0,0.0,2.3039155566823218e-33,7.4284866183363615e-37,1.176637254408117e-21,0.0,2.3247931160522433e-17,0.0,0.0,1.2274911968309687e-52,0.0,7.16683342714423e-22,0.0,0.0,0.0,3.535668725300708e-30,1.2106158720813761e-35,0.0,0.0,0.0,0.0,0.0,3.232049164122504e-18,5.591754234452802e-18,7.547831021166927e-17,1.8216613965946675e-39,0.0,0.0,6.339862876442751e-42,0.0,3.070532786433736e-35,1.4065389781442125e-19,0.0,3.6936447707416637e-28,0.0,1.4780914785655764e-20,0.0,0.0,0.0,0.0,0.0,3.4804897964428853e-17,0.0,0.0,0.0,1.4858216508574922e-27,0.0,9.813251270591331e-25,2.7959406862081296e-29,0.0,0.0,0.0,0.0,4.1534744781568736e-27,0.0,0.0,2.941186352223011e-39,2.234072995077903e-21,0.0,0.0,1.8862059079252828e-18,0.0,1.4560375865606295e-33,1.76168899983755e-46,0.0,0.0,1.3951604391217964e-24,0.0,4.323037304484218e-14,0.0,4.4506765003018996e-31,6.628079506847164e-21,0.0,1.0953915414564634e-15,0.0,1.400162154147498e-20,9.203978155680712e-29,4.608892606703678e-28,0.0,1.7014478543818312e-32,0.0,8.221934990874841e-41,4.348909133013613e-17,1.5772489111254176e-22,0.0,4.35547791410905e-76,2.3074796855182317e-68,0.0,2.0050464557544143e-23,4.602772249989678e-30,6.538287829909964e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09320441380304e-27,2.047743253360177e-39,1.1269671618675342e-41,2.6475306148913423e-46,5.181488210881376e-16,0.0,0.0,6.148133994764338e-48,7.262923498567063e-14,0.0,1.4417635858632533e-36,0.0,6.14214099527167e-68,1.0247326475400278e-20,1.0049678091249039e-27,0.0,0.0,1.1970769374759882e-17,2.1334063785901496e-22,9.994417984107292e-25,2.1486440070739075e-27,2.9221590465608975e-20,4.399990284369499e-44,2.0016766357537004e-13,1.2456851377933002e-20,7.502453593796554e-25,1.4806801587928652e-23,0.0,0.0,0.0,1.895241815427586e-62,0.0,1.143172531262079e-41,0.0,0.0,0.0,0.0,5.3031843979958635e-39,7.308782723169462e-17,4.454741340805367e-24,0.0,0.0,0.0,0.0,0.0,7.127297878708093e-16,2.791934406005726e-33,0.0,2.3157284271437117e-27,4.506389910037288e-25,7.97831253052659e-46,8.046278657758083e-48,1.029273567558335e-23,3.0513904919746514e-31,0.0,0.0,0.0,1.6662863941722854e-20,1.0333673636531651e-13,7.322122651469131e-18,8.221452964679426e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.956114552296722e-28,1.282276112806462e-14
0.008,0.051574674216984535,298.0000820741985,1.2117328592074488,0.6666560727918881,0.0,0.0800573604710182,0.0,0.05076849951215914,0.20251719994245057,0.0,0.0,3.3023547024307935e-16,8.589227335786342e-07,5.317344764518516e-09,0.0,1.1529154599178558e-16,2.016373635828099e-13,6.35674228389283e-14,1.784911977145489e-09,9.314467349869393e-11,3.404831008340605e-19,0.0,0.0,2.0284339375324656e-21,3.18170793755182e-18,3.369381396646979e-13,0.0,0.0,1.1510985534768593e-11,1.4128329051450597e-19,1.6293856331055386e-28,0.0,0.0,0.0,8.196237397118723e-21,1.0816576971620307e-12,7.276789328673506e-14,4.392082978241509e-23,1.2389775881982178e-23,0.0,1.9415148008477816e-20,6.0805303109133e-14,5.4541554816724314e-30,1.4624541780718604e-17,9.359826725299033e-32,0.0,8.750036360528687e-24,3.867442165090101e-30,1.4084992490815292e-43,5.6521602032333886e-12,6.06726400333217e-17,0.0,4.220458236556052e-31,6.371009128239354e-41,0.0,0.0,2.0817768873791232e-12,0.0,0.0,4.271901385048456e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.988875977892337e-11,1.0653971913611984e-09,1.2643309111105552e-24,0.0,0.0,0.0,8.599775981484804e-13,0.0,0.0,0.0,1.861661092050972e-20,0.0,2.544353138125764e-14,8.944524472851196e-14,0.0,4.012105781073531e-12,9.955800297075406e-16,2.445024617367144e-13,1.305962762661954e-14,1.4283917330199166e-31,1.9020426281474483e-36,5.389262998984476e-54,0.0,0.0,7.332438344937084e-12,6.966886842244142e-14,0.0,0.0,1.9959751028975835e-18,6.866484909406235e-13,6.544888698095711e-17,8.347718731401685e-16,0.0,7.017906630886516e-16,0.0,7.838541024284551e-27,0.0,4.561646416794961e-22,0.0,2.442182437659126e-14,1.7242128713755708e-17,0.0,1.2453251599771737e-24,8.800031840053303e-13,0.0,1.8047898023689137e-20,8.093259866740481e-19,1.5799253798333574e-14,1.0480855068558053e-12,2.5504000467054338e-27,0.0,1.4630008017204232e-28,2.0591600295125793e-31,0.0,0.0,0.0,3.519669680810063e-32,0.0,0.0,9.364548939298114e-21,1.4666206796266195e-25,0.0,2.342404117796312e-19,1.2357468726632286e-22,6.558623115638939e-25,3.045097870756249e-23,0.0,1.7918532760682165e-18,0.0,0.0,1.7097751155949498e-16,3.4807933969707064e-19,0.0,1.0478822830652833e-13,8.778102085865496e-45,0.0,7.612239150688077e-18,0.0,3.121591848223492e-23,4.807645229558349e-17,3.0242991486623483e-22,1.3816777245232231e-30,6.368787420860365e-28,0.0,1.5600084544635197e-19,1.6401726201986618e-26,7.199961106975648e-19,0.0,8.574918323860639e-15,1.9687542012505374e-22,0.0,0.0,9.315505079436645e-46,5.599534264985219e-18,1.5100720377825647e-17,2.848476254005718e-13,0.0,0.0,4.00491216655835e-16,0.0,0.0,0.0,7.278918373950456e-17,4.229493563806793e-33,1.8260315745030973e-13,2.237685825627801e-22,9.39996829330686e-44,0.0,0.0,4.1064613156917535e-15,5.294066977973348e-19,1.2897997717373646e-32,6.986330340890724e-22,4.462665455851738e-24,0.0,0.0,0.0,3.585407060908983e-15,0.0,0.0,0.0,6.380087897947416e-22,7.307424016761457e-25,1.5710438109963486e-24,0.0,0.0,1.610772067298473e-14,0.0,4.0010479654289095e-16,0.0,1.971854894047267e-49,0.0,0.0,2.999939392039991e-17,1.0959285071594745e-16,0.0,0.0,0.0,0.0,0.0,5.282186378768187e-19,0.0,0.0,0.0,3.221806268512147e-20,0.0,5.87148566565363e-14,1.1676995039927964e-54,2.173424101176902e-49,0.0,0.0,0.0,0.0,0.0,0.0,2.359201429765964e-25,3.576763423210656e-19,8.268423303833961e-28,1.0461538347803139e-12,0.0,2.10047415067482e-16,0.0,3.605213074584981e-44,1.9814107346312253e-18,0.0,0.0,3.603621438738764e-28,4.369183706398951e-17,8.186102983853956e-20,0.0,0.0,1.34359136491881e-41,2.182111044298129e-16,5.495726470233803e-23,5.407751773241681e-29,2.9782197328571746e-14,0.0,0.0,0.0,3.313363645215812e-14,7.1680357917312835e-37,9.792200713259803e-23,2.336911152494277e-18,1.7854161097669645e-20,1.3340947286834261e-14,0.0,0.0,0.0,0.0,1.9085431717271395e-33,5.034817772236781e-37,0.0,0.0,7.459365194268916e-17,1.1266145198435078e-18,1.0520269457342532e-24,0.0,0.0,9.473933200772784e-14,8.424247830697297e-17,0.0,0.0,4.527536339111606e-15,0.0,7.111472938752646e-15,9.832410950697207e-15,4.566414409241713e-26,0.0,0.0,5.693809025964694e-17,1.8718050918579547e-25,5.3242745943312615e-16,0.0,0.0,4.4662410584261724e-17,0.0,1.2964016060633618e-22,1.5847678337750455e-21,0.0,3.5392777487269878e-15,2.6769792089792755e-22,4.185890903640471e-23,1.2666097995929383e-13,5.522506869130463e-51,1.0403975415906609e-43,2.3192921100682475e-45,0.0,0.0,0.0,0.0,0.0,2.4829579859066795e-36,0.0,0.0,0.0,0.0,3.0482866207345887e-16,0.0,2.642331172807415e-23,1.2465813100420522e-26,4.769111666566583e-24,0.0,0.0,0.0,0.0,0.0,1.7315052376454704e-23,1.575242209740397e-42,0.0,0.0,1.190549787314031e-19,1.709672399206753e-13,0.0,1.437337027724113e-22,0.0,0.0,3.3536755780399046e-23,4.380232993326849e-17,0.0,1.427098504337161e-19,0.0,1.268063763866139e-16,0.0,0.0,0.0,0.0,8.648863265463846e-31,0.0,6.557488780764045e-32,1.2411294188154263e-21,2.8017729227539685e-14,0.0,0.0,0.0,2.7833258191394324e-31,4.3643912549492816e-35,0.0,0.0,1.3524487911009788e-15,0.0,0.0,6.571662514214463e-51,0.0,7.169077342083113e-22,0.0,0.0,0.0,1.5801274293485021e-28,1.1092807134220796e-36,0.0,0.0,0.0,0.0,0.0,3.3356128375910413e-18,8.840566070646106e-25,7.547961972073143e-17,0.0,0.0,4.018229130955822e-23,4.223922209971132e-40,0.0,1.1455290920576448e-33,8.00601825090088e-18,0.0,3.7977454569352974e-28,0.0,4.8463052264239563e-20,0.0,0.0,0.0,0.0,0.0,3.498174171672005e-17,0.0,0.0,0.0,9.808638822627976e-26,0.0,5.458980132932581e-23,2.688459599967759e-29,0.0,0.0,0.0,0.0,6.798511663901802e-27,0.0,0.0,1.674770052880006e-37,1.3661103246183317e-19,0.0,0.0,8.217519762927558e-17,0.0,6.37099247686102e-32,7.904095821202111e-45,0.0,0.0,5.96254623752263e-23,0.0,4.054026952974707e-21,0.0,2.1180535988813894e-29,3.960160003674278e-19,0.0,7.07311995466167e-14,0.0,1.4701808344060874e-20,4.119179662294016e-27,2.852723894347717e-26,0.0,3.203838148480991e-31,0.0,2.088571634132602e-43,4.6694725397065433e-17,7.221360066402739e-21,0.0,2.1040440932858946e-74,1.1152858783363687e-66,0.0,1.060684475833272e-21,2.433251263735597e-28,3.457948253010451e-21,1.977589890564423e-37,0.0,0.0,0.0,0.0,1.3890016149447274e-21,0.0,2.4256653115045953e-27,1.0665300950522816e-37,5.8698558250251105e-40,1.3789891017227363e-44,5.181910798724822e-16,0.0,0.0,3.554499867601005e-46,7.262929101308878e-14,0.0,8.935552071024989e-35,1.8800070886270894e-24,3.5551652096515077e-66,6.299766023311169e-19,6.179620310783542e-26,7.557994758036711e-29,4.91625742410055e-32,7.493884387740919e-16,1.3355428578163619e-20,5.934927725252507e-23,1.503760865274097e-27,3.1068557749826763e-20,2.3446699636898632e-42,2.001710372446355e-13,1.620226577669211e-20,4.455058483995027e-23,8.789622841166214e-22,0.0,0.0,0.0,6.129726470893878e-63,0.0,6.373408512707808e-40,0.0,0.0,0.0,0.0,0.0,7.31143090346998e-17,5.032138157568473e-24,0.0,0.0,0.0,0.0,0.0,7.127311043640665e-16,1.7382439332557024e-31,1.0762563336727778e-31,1.5876502281912102e-27,5.211341571116266e-29,4.49733016292824e-44,4.535678642104047e-46,6.034531750726066e-22,1.7501304286835214e-29,2.624496499249051e-30,0.0,2.6134515825008774e-29,6.606184545149033e-19,1.0333653430144527e-13,7.688020670052292e-18,3.463023874008477e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.377350817239837e-26,1.3110088656948125e-14
