grid,velocity,T,density,Y_N2,Y_Ne,Y_CH4(1),Y_O2(2),Y_H2O(3),Y_C(4),Y_CH(5),Y_H(6),Y_O(7),Y_OH(8),Y_H2(9),Y_Ar(10),Y_He(11),Y_HO2(12),Y_H2O2(13),Y_CO(14),Y_CO2(15),Y_HCO(16),Y_CH2(T)(17),Y_CH3(18),Y_CH2O(19),Y_HCCO(20),Y_C2H(21),Y_C2H2(22),Y_H2CC(23),Y_CH2(S)(24),Y_CH3OH(25),Y_CH3O(26),Y_CH2CO(27),Y_C2H3(28),Y_C2H4(29),Y_C2H6(30),Y_C2H5(31),Y_CH2OH(32),Y_CH3CO(33),Y_CH2CHO(34),Y_CH3CHO(35),Y_C2H2O(42),Y_C2H4(46),Y_C2H2O(50),Y_C2H3O(52),Y_C2H4O(55),Y_CHO2(56),Y_CHO2(57),Y_C2H5O(59),Y_O2(60),Y_CO3(61),Y_CO3(62),Y_CH2O2(64),Y_CHO3(70),Y_CH3O2(71),Y_CH2O2(76),Y_C2HO2(104),Y_C2HO3(138),Y_C3H5(211),Y_C3H7(214),Y_CH3O2(218),Y_CO2(359),Y_C2O3(419),Y_C2O3(431),Y_C1OO1(541),Y_CHO2(549),Y_CO3(581),Y_C3H5(708),Y_C2H2O(781),Y_CHO3(812),Y_CH2O3(884),Y_C#CC(903),Y_C3H5(905),Y_C2HO3(915),Y_C2HO2(927),Y_C2O2(928),Y_CH3O2(935),Y_S(956),Y_C3H3(1010),Y_C3H4(1012),Y_C3H4(1139),Y_S(1204),Y_C3H3(1412),Y_S(1422),Y_S(1428),Y_C2O3(1434)
0.0,0.36423020773357767,298.0,1.1300783845836988,0.724783653702875,2.786500060692396e-49,0.05515270073460562,0.22006364556189492,3.387338085083222e-17,0.0,0.0,5.077831392620714e-22,0.0,0.0,6.243395627799768e-13,1.7134996518772107e-75,0.0,6.983745037068562e-20,0.0,6.4255063415292396e-18,1.698063070722881e-19,1.7695304624044055e-28,2.8313090048013055e-21,0.0,1.0865201514353037e-20,0.0,0.0,2.1996318061382845e-21,9.373175915171782e-21,5.618000830261206e-37,3.6379486909731625e-21,6.062396693284411e-30,8.264276192952992e-23,0.0,6.314714249816564e-21,3.779025493539369e-21,0.0,1.7289472892383177e-39,3.9558772861183155e-36,0.0,0.0,0.0,0.0,6.720172461884145e-30,0.0,1.0576209863935035e-22,1.1312324398926968e-31,1.1674959557474291e-29,0.0,2.6106281862459772e-20,4.818373383685845e-58,0.0,3.300663917570988e-36,0.0,0.0,4.920359767105666e-23,2.199968744713489e-47,8.654568898160559e-48,3.368049945093556e-42,1.1677557542093522e-23,1.952891551392524e-21,3.465653929048802e-39,4.426658951087797e-38,2.1416972091994767e-38,3.7098454217741047e-28,3.0708801487768153e-42,0.0,7.394578342389853e-41,0.0,0.0,1.1736205825871111e-23,3.005445334366839e-22,0.0,0.0,4.761380432286424e-23,3.4966768103762945e-24,0.0,0.0,0.0,5.247578421223836e-42,0.0,0.0,2.9890466976346324e-23,0.0,0.0,3.919762063640777e-21
0.008,0.3642302078451784,298.00000000007134,1.1300783842374407,0.7247836536857409,5.606416001165055e-48,0.05515270073231848,0.22006364555715655,4.707039182807079e-15,0.0,0.0,6.319562396336844e-28,0.0,0.0,2.4778447261114035e-11,3.505945573544317e-74,0.0,9.937376893879873e-18,6.181269308184937e-19,9.18415597255226e-16,3.201679766299434e-17,3.315357380883923e-26,8.153258241911583e-28,0.0,2.0518360871443544e-18,0.0,0.0,4.074068333519833e-19,4.9130657328775245e-27,7.20998886937531e-35,7.324997083958696e-19,1.8231447238773728e-27,6.655792017421922e-21,0.0,1.1589799238571545e-18,9.355861079527514e-19,0.0,4.106052138723481e-36,9.385146336014696e-34,0.0,3.712625068394534e-21,0.0,0.0,0.0,0.0,8.252974788834395e-21,2.3233475657728642e-29,2.3978230328805845e-27,0.0,6.479846152976616e-18,1.6162246993442681e-55,0.0,1.1526439264712798e-33,0.0,0.0,8.799267433880373e-22,4.416183876838242e-45,2.7498032837612803e-45,0.0,1.2765688162404383e-23,4.0429469282903066e-19,1.073513278717966e-36,1.504953566717084e-35,8.811944011452366e-36,1.05732349675405e-25,8.72987613543905e-40,0.0,5.151734941316361e-42,0.0,0.0,1.1743165284747748e-23,3.3160681431616754e-22,0.0,0.0,4.761380760403499e-23,1.2814682336657187e-23,0.0,0.0,0.0,1.3369180033909525e-39,0.0,0.0,2.9807740759936e-23,0.0,0.0,3.9197620659114974e-21
0.016,0.36423021228270663,298.00000000977076,1.1300783704693493,0.7247836530058329,5.688453796737612e-48,0.05515270064111161,0.2200636453688681,6.540900043212696e-13,0.0,0.0,1.713386987137211e-33,0.0,0.0,9.833934606392972e-10,2.594227608436626e-75,0.0,1.4089259363213646e-15,1.2787400939831053e-16,1.3127156163994565e-13,6.0351554169739825e-15,9.512326809461575e-32,3.7159973560832535e-34,0.0,3.8764251180678356e-16,0.0,0.0,7.206989001570827e-17,2.5801039734330596e-33,6.419549126634521e-41,1.4086674747758738e-16,2.1080638496703285e-27,1.4550682634320272e-18,0.0,2.1527317562332623e-16,1.866551501712754e-16,1.8861104864474583e-35,1.0264592772509353e-34,9.130700269567804e-34,2.1035169000787646e-31,8.247722933952749e-19,0.0,0.0,0.0,0.0,1.806832301802398e-18,2.481761255700079e-35,1.7842200048816428e-33,4.5831992267837976e-35,6.47984628354597e-18,1.0544942550913798e-55,0.0,3.0793330558772963e-34,0.0,3.0001343187828755e-44,1.744534563277553e-19,1.3857915814638844e-44,1.406920759693286e-49,0.0,2.917636476832089e-22,9.201758602753035e-17,9.586976963105344e-37,1.5049446609712452e-35,8.811942024924485e-36,1.0526912783928574e-25,4.009757211431005e-46,0.0,1.86879082471701e-42,0.0,5.1885911967170864e-46,1.405201317501425e-23,8.244597847202564e-21,6.063136392317475e-21,4.115074481535287e-39,4.761381781885445e-23,2.5573522444291874e-21,1.0116181596944515e-48,0.0,0.0,2.0233330147269006e-43,5.237479140893245e-21,4.6668931171390155e-52,2.9725243246878053e-23,0.0,0.0,3.9197621530504385e-21
0.02,0.3642302793080749,298.00000050556235,1.1300781625132208,0.724783642806201,5.68917168220081e-48,0.05515269925149833,0.2200636425299024,3.457457122159378e-11,0.0,0.0,4.621614822306544e-32,2.835891833870882e-19,2.2386168599040343e-22,1.537009227049084e-08,0.0,0.0,7.623745225724144e-14,9.909124959763653e-15,7.134468632144413e-12,4.312428594504461e-13,2.5994482199780634e-32,1.4650555317326978e-34,1.5081396010266554e-23,2.7742127505253582e-14,2.689126614729247e-33,5.995187093212436e-50,4.833719910640115e-15,2.7200914012110203e-39,2.4420264351357094e-40,1.0261950404771563e-14,3.0980905163614126e-27,1.2045862371113178e-16,9.274836276544589e-38,1.4978457591575486e-14,1.4090573091372227e-14,5.431203236344524e-35,7.90625512336535e-34,2.4351277018589348e-33,2.3993852994686982e-31,6.889889368461352e-17,8.965291759609395e-36,0.0,9.366351457377043e-38,2.608052696752385e-40,1.509271135344643e-16,6.748918101629011e-36,4.3090213569485124e-34,4.884557823003587e-35,6.4798466103088205e-18,8.418867872264997e-56,0.0,3.194510217562423e-34,0.0,8.273512010447217e-43,1.3797095073649648e-17,1.444971614433593e-44,0.0,2.1782803950378152e-41,2.715244606059057e-20,7.215905060068118e-15,9.155821251280535e-37,1.504945193025866e-35,8.811963855578867e-36,1.0920662487805728e-25,1.568666425979005e-46,0.0,1.5975579145041891e-40,8.961483681818403e-40,1.5299421777272486e-42,3.0158738159826455e-22,7.651598009610723e-19,5.65622929381054e-19,4.258728453495705e-39,4.761419242776847e-23,2.6344213149917224e-19,2.801736668198354e-47,0.0,2.757055102126002e-29,6.066508206234705e-47,5.008266745636199e-19,8.278541743161367e-49,2.9684052223537974e-23,2.016401307638227e-21,0.0,3.919771997828268e-21
0.024,0.36423167205033213,298.0000344607934,1.1300738413414733,0.7247834355377814,5.688543510920174e-48,0.05515266965511042,0.22006358378313873,2.4083321545221827e-09,0.0,1.1967118847831141e-45,4.882828892830736e-29,1.5000891071796624e-17,1.1865328433706384e-20,3.0804971133673707e-07,0.0,0.0,5.437723470988844e-12,1.0155899963535477e-12,5.111304339289333e-10,4.0730185676748436e-11,2.559096332667895e-29,1.1807659014063863e-31,7.9860647171463245e-22,2.624299698149884e-12,1.5127196206580444e-29,2.8174118286184616e-46,4.2827548726664665e-13,2.957957421311129e-45,1.0813298396578926e-38,9.882871687271487e-13,4.148756372527463e-24,1.3196813338829617e-14,6.588200163813029e-35,1.3771320698378592e-12,1.4066195195912058e-12,2.0331048899746527e-31,3.548625451235864e-30,9.891031731991599e-30,1.5297853587527078e-28,7.616979733159095e-15,5.054080849900525e-32,7.186964346574708e-59,5.282550428119287e-34,1.2184728557177248e-36,1.6685424742302044e-14,3.507359984422533e-33,3.4742056216073213e-31,3.388158361024912e-32,6.479872984697408e-18,6.8384967200663695e-56,0.0,2.078448503485903e-33,0.0,3.947749292765673e-39,1.4438758916991928e-15,9.566412236235144e-44,1.3404481649967308e-47,1.1042154514837043e-37,3.484149072788869e-18,7.481752370967415e-13,1.0670119153023264e-34,1.5139472782033431e-35,8.818506821148145e-36,7.104865799817124e-25,1.26426814653474e-43,0.0,1.2878181572539666e-36,5.0542093662423234e-36,7.817959575163202e-39,4.814230661514386e-20,9.755437721493598e-17,6.94271546318285e-17,8.878235274788347e-37,4.7675146321211073e-23,3.6014252022074134e-17,1.3380347525080885e-43,0.0,1.3950429607799503e-26,0.0,6.29888181782348e-17,7.630648784070194e-45,2.9642926790894685e-23,4.129208542987002e-19,6.465339265282313e-22,3.921583150710983e-21
0.025,0.36423654252817633,298.00040099249446,1.1300587302832348,0.7247827591068604,5.68512994246839e-48,0.0551525595241451,0.2200633798718141,2.8586582320937643e-08,0.0,1.972698923391141e-43,1.874347170820983e-27,1.3592479102952437e-16,1.0945898815635515e-19,1.2658387346656022e-06,0.0,0.0,6.59649338400271e-11,1.7266021579361704e-11,6.225729829924864e-09,6.412798886523095e-10,3.601913848034301e-27,1.6374633138319073e-29,7.301325517891299e-21,4.137913465671238e-11,2.0366660771151295e-27,3.8525152916617816e-44,6.351694034307264e-12,8.911722504171247e-46,1.4500711198694721e-36,1.5847073089654532e-11,3.453230228858239e-21,2.389325636527512e-13,9.350130700641297e-33,2.114269685321592e-11,2.332898071575597e-11,3.1234538795757924e-29,5.193348742101296e-28,1.8700645043201343e-27,2.1293547292839602e-26,1.39096070431133e-13,6.794050483634003e-30,4.8350288119777924e-58,7.099114462356794e-32,1.6673355033540614e-34,3.0469766580252563e-13,4.854216371331163e-31,4.8180528050603163e-29,4.797178019801234e-30,6.480170366460418e-18,1.9455688702373373e-55,0.0,4.175029979840976e-32,0.0,5.745490101208329e-37,2.5035380363159702e-14,2.0653185321975437e-42,2.368379648415957e-44,1.5205927925723878e-35,7.332712971210277e-17,1.2859673266106517e-11,2.143697102632416e-32,3.2080897685556335e-35,9.430010665968526e-36,1.4266016460952848e-23,1.7532669527151314e-41,0.0,3.3476993669877456e-34,6.792247078899995e-34,1.155185282686155e-36,1.2963568748744854e-18,2.0405045665777773e-15,1.4000074052553497e-15,1.8415986981926717e-34,4.926119206433214e-23,8.048653896346383e-16,1.9463807501338666e-41,0.0,6.3564842136257615e-25,1.7039243771456475e-47,1.2999472224852809e-15,1.0996350505463798e-41,2.963267974252853e-23,1.2137991856562296e-17,1.8086390036415077e-20,3.9742640763444785e-21
0.026000000000000002,0.36427037381214594,298.00695043375686,1.1299537770930912,0.7247788332787061,5.657183044646184e-48,0.055151702308323926,0.22006196936585898,5.062197212227848e-07,1.8371562030328483e-53,4.113824854628304e-40,1.4977953584154527e-25,1.6720080682559053e-15,1.7270595425517542e-18,6.855578147962085e-06,0.0,0.0,1.1956158934948356e-09,4.4714660363013155e-10,1.1332932977434782e-07,1.532124312007578e-08,1.0496331557562403e-24,4.6808058588202936e-27,1.0275868621464136e-19,9.901420598096423e-10,5.613714878046857e-25,1.3540489352114186e-41,1.4248616425668578e-10,1.9526354182641496e-44,4.142533409858501e-34,3.8595909953590106e-10,1.4016647528835687e-18,6.6094388695832024e-12,3.438792819238234e-30,4.919043567717302e-10,5.886847639665492e-10,1.140044937343989e-26,1.6116633301072706e-25,7.600774158833744e-25,6.093864511347662e-24,3.882391093033205e-12,1.873928914869293e-27,4.3148154839453625e-54,1.958905231991246e-29,5.902618579743302e-32,8.504589224011668e-12,1.390813776783923e-28,1.3771379441901244e-26,1.7613814760440815e-27,6.4855536608376775e-18,5.511671560436763e-52,1.6533950008530626e-39,1.498775726317272e-30,1.3698379799452477e-22,2.16961631816471e-34,6.618891273739923e-13,1.2314859926416644e-39,1.1825026307840405e-40,4.883614925936467e-33,2.372972618621472e-15,3.368890360094324e-10,9.08071975014634e-30,7.150525587654875e-33,2.243059156747544e-34,5.103082265173414e-22,5.0128283107739764e-39,7.393632055072664e-21,1.8774193199568878e-31,1.8742144518970862e-31,3.8125145574404963e-34,5.415363800581948e-17,6.561187371261274e-14,4.333502037564287e-14,1.0040699125859974e-31,1.1629772980289665e-22,2.77222640790394e-14,7.351188357940449e-39,0.0,1.6082808473075079e-22,2.0619559537313838e-43,4.122036244782286e-14,6.808471127081379e-39,2.9622698439928126e-23,5.545057695380992e-16,7.684250772953146e-19,6.459596244628658e-21
0.026500000000000003,0.3643848921081191,298.05163622902575,1.1295986570431555,0.7247698341239671,5.575210985855944e-48,0.05514837252227834,0.22005709750343672,3.833663514677109e-06,2.04049126392721e-52,1.1676346953675041e-37,4.967491355081693e-24,9.221658782131932e-15,3.053800865394889e-17,1.9787259755602653e-05,0.0,0.0,9.246143779403554e-09,4.76245064014758e-09,8.794310910993571e-07,1.5171215007715106e-07,5.931587397014736e-23,2.496544518784488e-25,1.285168700250026e-18,9.818134144864998e-09,2.9015402542113815e-23,2.207822964307008e-39,1.3326901070871622e-09,1.7633774035666854e-43,2.2178027150691055e-32,3.889080811288646e-09,2.1570460666787648e-16,7.48189879108311e-11,5.836141857652177e-28,4.755058735270621e-09,6.126466076867053e-09,1.5815052219279953e-24,1.2276689215191022e-23,6.232816515031979e-23,3.256147741924009e-22,4.431245656797269e-11,9.655739793129125e-26,2.572059740312529e-50,1.0106160003010642e-27,9.767023692834255e-30,9.706880813564687e-11,7.44435896556818e-27,7.342646625511915e-25,3.0265598777593037e-25,6.522593379783949e-18,2.322165528751497e-49,3.1779189138219045e-38,2.1950312653523688e-29,2.464718896108895e-21,3.819779918518233e-32,7.187943759666802e-12,5.213178883740953e-37,4.979975934463787e-38,5.9431224186506315e-31,3.105258555323308e-14,3.6280310884528902e-09,6.9399168652529985e-28,5.4465700366537535e-31,1.614572884108086e-32,7.377687701196662e-21,2.6781473863250414e-37,1.4116323372547592e-19,1.9284470199197176e-29,9.668702109284168e-30,2.2932977217215607e-32,9.000584385981677e-16,8.534962644689108e-13,5.441559060264876e-13,2.627114885440728e-29,1.1871698951931236e-21,3.844507945332466e-13,1.2906010340933336e-36,0.0,1.584602834287394e-20,1.2214782660218769e-39,5.293061401882231e-13,1.5859309405789695e-36,2.9619622265368463e-23,1.0029128477431115e-14,1.2965204049881606e-17,5.0730489149493366e-20
0.027000000000000003,0.3651055623932096,298.4722875047307,1.1273689780953102,0.7247392841945577,5.249885014570557e-48,0.055125521072820614,0.22002458196046276,3.5815021395229625e-05,2.3783173586652327e-49,6.128672175637342e-35,6.2443169019373885e-22,6.164713201965049e-14,1.5535198649672053e-15,6.394890094476434e-05,0.0,0.0,8.846565183422192e-08,6.38243727256501e-08,8.434232194007623e-06,1.8850431997577134e-06,6.962073261896518e-21,2.0277116256402977e-23,5.486166316547772e-17,1.2216299219237905e-07,2.279045764681719e-21,1.3624991506766504e-36,1.5589640377640918e-08,1.7991833790090854e-42,1.98811825937558e-30,4.921768504772294e-08,2.391611995013221e-14,1.0702554777010172e-09,3.609008027511986e-25,5.75975727114222e-08,8.02222056723986e-08,9.005763575401328e-22,3.6460299910385e-21,1.0395902614115733e-20,2.6511724647321635e-20,6.393791867710635e-10,7.461644984972652e-24,1.8908311581783956e-45,7.918556560240599e-26,5.820148556399788e-27,1.4005936926146103e-09,6.12874150851002e-25,5.949709126447475e-23,1.8559463095134357e-22,6.885312805663885e-18,1.843136734344483e-46,7.2155264503526645e-37,4.371439196165136e-28,5.2935755880200435e-20,2.4195652054797967e-29,9.843026258322065e-11,5.868377621862007e-34,3.738125027627719e-35,2.9376410593331147e-28,5.170081495403061e-13,4.924654921025542e-08,8.152816257777007e-26,6.383461258347832e-29,1.884902812286621e-30,1.3624165614157205e-19,2.2121501567150892e-35,3.010000741188985e-18,3.1260763996818758e-27,7.572014047277165e-28,2.153455256407443e-30,1.9212194102141915e-14,1.4121950791700474e-11,8.677696521828958e-12,2.1996488658211675e-26,2.4328046999919912e-20,6.800163071784886e-12,8.248852767903265e-34,0.0,2.2845211359788164e-18,7.123963450191744e-36,8.640238483638496e-12,2.6956925791184886e-34,2.9645673680713296e-23,2.3360075198540524e-13,2.8048493094901084e-16,1.115513805132992e-18
0.027250000000000003,0.3672748621369262,300.0028343901512,1.1207102015565982,0.7246951333208852,4.744358038433848e-48,0.055055551824305826,0.21991857857016142,0.00015452784097888818,7.227390695317146e-47,4.795071144807176e-33,3.505817292955748e-20,2.3538214468080753e-13,3.978274773169184e-14,0.00012581084977824548,0.0,0.0,3.9402596370346177e-07,3.6978952916862363e-07,3.720286147532853e-05,1.0326580198042531e-05,4.308140287444974e-19,4.1829203302177146e-22,1.3894243783336493e-15,6.698576731646705e-07,4.6311620559405797e-20,2.127871250945155e-34,8.113728881696286e-08,1.1560817418931e-39,1.4403514909412531e-28,2.738145567327462e-07,1.016296200763495e-12,6.61727820609346e-09,5.1194799131377235e-23,3.087388819248229e-07,4.5962769929148046e-07,1.3569008081905153e-19,4.418507201890112e-19,8.090197601804144e-19,5.551858370980791e-19,3.9830341604949575e-09,1.4240024780592451e-22,1.5086557188532577e-41,1.586524295519023e-24,7.796793417994908e-25,8.725042063608744e-09,1.418722897325348e-23,1.2182951412752684e-21,2.54080822573134e-20,8.423638342189244e-18,2.0378296219930303e-44,7.921897270360035e-36,4.117748876874106e-27,4.711676130773474e-19,3.443237443816959e-27,5.859822460929368e-10,1.6956846791772875e-31,3.265835175041472e-33,4.478543251000764e-26,3.651856016883627e-12,2.9097308711819005e-07,2.2707364197793745e-24,1.7644434007442302e-27,5.232229328885323e-29,1.054109577531054e-18,4.8516320968011415e-34,2.63336694839505e-17,1.752002595618543e-25,1.514718960640607e-26,4.604470157164875e-29,1.6947012661977532e-13,9.919569737711818e-11,5.901230216494625e-11,3.7838501278134535e-24,2.1387497465279743e-19,5.0678008340277037e-11,1.1996922032825775e-31,8.938922548146389e-22,7.694734195103464e-17,1.2432898223167542e-32,5.996893671268437e-11,1.7523503334981697e-32,2.984792929472113e-23,2.228820402087622e-12,2.4989123381118798e-15,1.0789565511193126e-17
