2-BTP,CH4,N2,O2,P(atm),Su(cm/s),T,T(K),True_Su(m/s),agent,agent_volume_frac,index,mech,percent_error,phi
,,0.68044776119403,,1,2.5265912771949077,1828.6866672481742,300,0.02705445916141178,BTP,0.03,63,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.973581199254024,1.2
,,0.739241516966068,,1,2.119397193886218,1847.676708959646,300,0.022751939622042548,BTP,0.015,32,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,7.728090664051208,0.5
,,0.683955223880597,,1,3.0938198567199047,1875.799245219867,300,0.03263286566453493,BTP,0.025,55,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.4307086562841755,1.2
,,0.7354890219560879,,1,2.679930462053942,1962.4724197077287,300,0.028535653713223124,BTP,0.02,40,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.524094115031627,0.5
,,0.6903954802259887,,1,3.54154520995534,1948.120773465995,300,0.037313067800286474,BTP,0.025,54,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.497694444489474,1.1
,,0.7319367588932806,,1,3.474588215475263,2006.0774016234973,300,0.03633120773711882,BTP,0.015,33,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.940399341290195,0.6
,,0.700038387715931,,1,3.626418401244365,2042.8707563954367,300,0.03782756331423026,BTP,0.03,60,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.587203182300162,0.9
,,0.7467465069860281,,1,1.2960704850024714,1604.8096823749115,300,0.01373004926015608,BTP,0.005,8,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.3576704021039046,0.5
,,0.6909701492537312,,1,5.007033651775489,1975.8702735709228,300,0.05346249351007433,BTP,0.015,39,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.479822228089046,1.2
,,0.7375098814229248,,1,3.278454995830185,1840.1309058662844,300,0.034555693162776124,BTP,0.0075,17,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.684511093677332,0.6
,,0.696958174904943,,1,3.9352541614802483,2021.310152211747,300,0.041504332704224066,BTP,0.025,53,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.357553879731649,1
,,0.7282213438735179,,1,3.8493930209138765,2100.4255347924986,300,0.04004383357136038,BTP,0.02,41,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.529461079514802,0.6
,,0.7317365269461079,,1,3.153546817885318,2061.167021035416,300,0.033344826648682345,BTP,0.025,48,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.709536640158596,0.5
,,0.6939359698681732,,1,4.357853987210087,1998.2488304659996,300,0.0464846231976393,BTP,0.02,46,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.425897292072076,1.1
,,0.7010169491525424,,1,7.521228202447591,2104.888231175172,300,0.07971408302200632,BTP,0.01,30,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.734242606629231,1.1
,,0.7031782945736432,,1,3.3801666731053643,2062.7580008992354,300,0.03348583833600495,BTP,0.035,67,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,1.3038513899330697,0.8
,,0.7356521739130435,,1,3.2096713408725024,1896.1771532003045,300,0.03385994948231701,BTP,0.01,25,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.60401194399706,0.6
,,0.7393675889328064,,1,3.714121724746342,1779.128300584083,300,0.038837907509106415,BTP,0.005,9,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.57138552255796,0.6
,,0.6962313432835822,,1,8.886296059245703,2054.904273544647,300,0.09533225051911406,BTP,0.0075,23,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.966142765256833,1.2
,,0.7207905138339922,,1,4.095516653080533,2211.471182152475,300,0.04238086321274402,BTP,0.03,57,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.1136343317862245,0.6
,,0.7068217054263565,,1,3.9128484012913285,2114.47158799816,300,0.04063952662715958,BTP,0.03,59,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.18595475763388,0.8
,,0.6928214971209213,,1,2.6242296017107014,1942.6702807981876,300,0.027060445362829033,BTP,0.04,76,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,3.523800520795113,0.9
,,0.721095890410959,,1,4.728656730995105,2200.8599143189567,300,0.04956063837472918,BTP,0.02,42,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.933178469063492,0.7
,,0.7321330724070451,,1,6.810904143576374,1944.835231223249,300,0.07262230923511742,BTP,0.005,10,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,7.674721470677007,0.7
,,0.7036468330134357,,1,4.2469975081439415,2094.5298838756894,300,0.04483230935976943,BTP,0.025,52,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.513252160979155,0.9
,,0.6833145009416195,,1,2.4208926909765918,1850.3372419833254,300,0.02589391375915481,BTP,0.035,70,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.967462072798798,1.1
,,0.6944776119402986,,1,6.980204252676008,2027.4823492478781,300,0.07415552756883921,BTP,0.01,31,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.366190983459303,1.2
,,0.686235741444867,,1,2.3206838342377267,1872.1529651397045,300,0.024451766581027982,BTP,0.04,77,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,5.570754970689391,1
,,0.6797740112994349,,1,2.011817834203753,1803.7225914715254,300,0.021458991187355364,BTP,0.04,78,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.739253133488594,1.1
,,0.7167265469061876,,1,3.139775939073755,2153.2795102331274,300,0.031117475046018375,BTP,0.045,80,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,1.1518992731878108,0.5
,,0.6997388059701493,,1,20.06168320554953,2109.6311578725586,300,0.21321259698803638,BTP,0.0025,7,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,6.275190680495134,1.2
,,0.6699253731343283,,1,1.4437027979560322,1701.2006765454712,300,0.014890360790912091,BTP,0.045,87,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.992622626346653,1.2
,,0.6762335216572505,,1,1.669079970095117,1759.3974308924458,300,0.017228634670767077,BTP,0.045,86,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,4.746600899798352,1.1
,,0.7177519379844962,,1,5.530443006504377,2220.6291251754205,300,0.0575211484584901,BTP,0.015,35,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,3.9543007268829955,0.8
,,0.6995348837209303,,1,2.9083562395667077,2012.2657978126217,300,0.028791701380089796,BTP,0.04,75,/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/difftool/NIST/2-BTP_kinetics.cti,1.3099299167343839,0.8
