/work/westgroup/nora/Code/projects/halogens/refrigerants/singles/Burgess_Comments/cantera/Nora/2_BTP/FFCM_seed/2_BTP_seed/chemkin/copies/copy_chem0132.cti
"[0, 0.6443172359873516, 'H(8) + O2(4) <=> O(9) + OH(2)']","[955, 0.2959268921734537, 'CF3CCH(84) + H(8) <=> C2H2(23) + CF3(45)']","[987, -0.29505702669774153, 'CF3CCH(84) + CH3(19) <=> H(8) + S(2407)']","[1286, -0.26943418671080926, 'C#CC(5272) <=> C3H3(6822) + H(8)']","[1114, -0.08660984956595187, 'CF3CCH(84) + CH3(19) <=> C#CC(5272) + CF3(45)']","[553, 0.06474411376051162, 'CBr(425) + S(127) <=> 2-BTP(1) + CH3(19)']","[1283, -0.06421705936122629, 'C3H3(6822) + HBR(92) <=> BR(90) + C#CC(5272)']","[533, -0.0623365110287454, 'CH4(3) + S(130) <=> 2-BTP(1) + CH3(19)']","[32, 0.06061918927410634, 'HCO(17) + M <=> CO(15) + H(8) + M']","[29, 0.059479569677731006, 'CO(15) + OH(2) <=> CO2(16) + H(8)']","[509, 0.05685141021651251, 'O2(4) + S(127) <=> O(9) + S(1329)']","[376, 0.053840645637597793, '2 CH3(19) <=> C2H6(31)']","[1031, 0.05383027816294683, 'CF2(43) + O2(4) <=> CF2O(49) + O(9)']","[103, 0.050194809423845264, '2 CH3(19) <=> C2H5(32) + H(8)']","[1019, 0.049677545515954054, 'CH2(T)(18) + O2(4) <=> CHO2(230) + H(8)']","[508, -0.04783134914283002, 'CF3CCH(84) + H(8) <=> S(127)']","[1294, -0.045370923165278076, 'C#CC(5272) + OH(2) <=> C3H3(6822) + H2O(5)']","[747, -0.044556411631427296, 'BR(90) + HCO(17) <=> CO(15) + HBR(92)']","[1115, -0.04285148389349424, 'H(8) + S(2407) <=> C#CC(5272) + CF3(45)']","[1289, -0.04211688071913508, 'C3H4(6823) <=> C3H3(6822) + H(8)']"
