! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
H(6)                0     145.000     2.050     0.000     0.000     0.000    ! NIST_Fluorine
O(7)                0      80.000     2.750     0.000     0.000     0.000    ! NIST_Fluorine
H2(8)               1      59.700     2.833     0.000     0.000     0.000    ! PrimaryTransportLibrary
Ar(9)               0     136.501     3.330     0.000     0.000     0.000    ! NIST_Fluorine
He(10)              0      10.200     2.576     0.000     0.000     0.000    ! NOx2018
HO2(11)             2     107.400     3.458     0.000     0.000     1.000    ! NIST_Fluorine
H2O2(12)            2     289.300     4.196     0.000     0.000     0.000    ! PrimaryTransportLibrary
CO(13)              1      91.700     3.690     0.000     1.760     4.000    ! PrimaryTransportLibrary
CO2(14)             1     195.201     3.941     0.000     0.000     0.000    ! PrimaryTransportLibrary
HCO(15)             2     498.000     3.590     0.000     0.000     0.000    ! NIST_Fluorine
C(T)(16)            0      97.530     3.621     0.000     1.760     4.000    ! NOx2018
CH(17)              1      80.000     2.750     0.000     0.000     0.000    ! NIST_Fluorine
CH2(T)(18)          1     144.000     3.800     0.000     0.000     0.000    ! NIST_Fluorine
CH3(19)             1     144.000     3.800     0.000     0.000     0.000    ! NIST_Fluorine
CH2O(20)            2     498.000     3.590     0.000     0.000     2.000    ! NIST_Fluorine
HCCO(21)            2     150.000     2.500     0.000     0.000     1.000    ! NIST_Fluorine
C2H(22)             1     208.999     4.100     0.000     0.000     2.500    ! NIST_Fluorine
C2H2(23)            1     208.999     4.100     0.000     0.000     2.500    ! NIST_Fluorine
H2CC(24)            2     209.000     4.100     0.000     0.000     2.500    ! NOx2018
CH2(S)(25)          1     144.000     3.800     0.000     0.000     0.000    ! NIST_Fluorine
CH3OH(26)           2     481.800     3.626     0.000     0.000     1.000    ! NIST_Fluorine
CH3O(27)            2     417.001     3.690     1.700     0.000     2.000    ! NIST_Fluorine
CH2CO(28)           2     436.000     3.970     0.000     0.000     2.000    ! NIST_Fluorine
C2H3(29)            2     208.999     4.100     0.000     0.000     1.000    ! NIST_Fluorine
C2H4(30)            2     280.800     3.971     0.000     0.000     1.500    ! NIST_Fluorine
C2H6(31)            2     252.300     4.302     0.000     0.000     1.500    ! NIST_Fluorine
