Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131)
7.52015432227055e-08,0.8528454987715679,7.416632576127506e-05,3.979879898687792e-06,4.450221917360078e-06,6.649394548508226e-05,0.0,0.0,1.1317846498157874e-06,2.1645592893804837e-09,1.8070143549780454e-06,5.3667986552718404e-05,1.0458746190746125e-09,4.0361441285447017e-13,4.8822664754216e-09,1.2054991064328723e-05,4.333413531096886e-06,9.152345537842433e-07,1.5951647798577024e-13,8.545109418868025e-17,1.1098179192634903e-10,3.206131268872762e-10,1.4203651427653254e-05,1.1036124744186368e-12,1.1234876481234712e-10,2.662912571495854e-14,1.0966427766705082e-14,1.9431602387566849e-10,4.990094162519802e-13,2.0692463584824292e-13,3.1084403244084183e-12,1.0809910302751212e-17,2.415076225398609e-16,2.61228573984659e-17,3.76,0.0,0.7913322124137062,0.999935712904824,2.7548967634814987e-06,2.3622708662215754e-07,3.973965255536116e-05,8.731652938859805e-05,9.51511048917584e-12,6.451466428741235e-12,4.929104020926348e-07,3.2662282983895174e-05,6.441763788526366e-08,2.7770477118366883e-09,6.576206191577214e-12,1.3500605912846673e-12,2.002498238594374e-06,4.0221428548508754e-07,1.071918506928393e-09
7.670730468706661e-08,0.852846117657489,7.566704582843408e-05,4.133957805676948e-06,4.617258826734516e-06,6.86517890061765e-05,0.0,0.0,1.159971729250095e-06,2.2583450160527027e-09,1.8585231633990844e-06,5.523950926048671e-05,1.1104874824526665e-09,4.3411753381354693e-13,5.065421018010051e-09,1.20702381257277e-05,4.452120958413187e-06,9.413343068574459e-07,1.6817585276344637e-13,9.292951758513085e-17,1.1543655080094923e-10,3.2819130989674276e-10,1.4208574209860946e-05,1.2043700168313126e-12,1.158707460757189e-10,2.856967517302727e-14,1.1977865512840548e-14,2.0528935700351348e-10,5.403201293674263e-13,2.2136770191062094e-13,3.318984736294098e-12,1.1618750279927583e-17,2.693364771719493e-16,2.934806260926488e-17,3.76,0.0,0.7913279025548517,0.9999337689067205,2.9182649428767144e-06,2.4865927004202814e-07,4.1595412519123594e-05,8.910379762172564e-05,9.577566406511013e-12,6.46331051194959e-12,4.935564392201321e-07,3.3250249925155016e-05,6.89248123858711e-08,2.9238559783477768e-09,6.789974877001633e-12,1.3748269087744399e-12,2.06254068022296e-06,4.163306659416803e-07,1.1225914821954516e-09
7.821306615142772e-08,0.852846737130597,7.714167171534348e-05,4.2892920679816204e-06,4.785598955762166e-06,7.083754813309028e-05,0.0,0.0,1.188340412485426e-06,2.3543535067425197e-09,1.910101914777599e-06,5.681493620084874e-05,1.1769953772146946e-09,4.65680259716963e-13,5.248036995350209e-09,1.2083945722724561e-05,4.570723278210101e-06,9.674698814963947e-07,1.7707322670339474e-13,1.0082084680943832e-16,1.1994105165352983e-10,3.356154327152791e-10,1.4212967336419507e-05,1.3115568384189842e-12,1.1939441855053618e-10,3.060282345185583e-14,1.3047495414476754e-14,2.165716609660561e-10,5.838905371528497e-13,2.3636493915670745e-13,3.538320924025884e-12,1.2465724856055984e-17,2.994196608908926e-16,3.287349424329263e-17,3.76,0.0,0.7913235536137272,0.9999318163180848,3.087373360752164e-06,2.61427207584076e-07,4.34900905908576e-05,9.089306673293545e-05,9.635589238457422e-12,6.4740636980118275e-12,4.941371904196164e-07,3.383580493205226e-05,7.363901695148202e-08,3.074376665348813e-09,7.005376129354614e-12,1.399494470004331e-12,2.1228393724044637e-06,4.305541906871148e-07,1.174344033329676e-09
7.971882761578883e-08,0.852847357163803,7.859039011436165e-05,4.445789339380159e-06,4.955148960545695e-06,7.305073097648465e-05,0.0,0.0,1.2168872648960667e-06,2.452595202785726e-09,1.9617444692324013e-06,5.83940870574788e-05,1.245366090264775e-09,4.982687720641655e-13,5.429956943575039e-09,1.2096265196876053e-05,4.689204167270953e-06,9.93638178425029e-07,1.862082807096231e-13,1.0913264987943263e-16,1.2449378783969758e-10,3.4288562598475975e-10,1.4216886452642753e-05,1.4253962495184145e-12,1.2291892304207194e-10,3.273049191141056e-14,1.4176272898724344e-14,2.2816207957119358e-10,6.297784408261187e-13,2.5191678286642856e-13,3.7665523107410635e-12,1.3351414194993526e-17,3.318539998690263e-16,3.671773406564195e-17,3.76,0.0,0.7913191660163774,0.9999298554090333,3.2622638670460295e-06,2.745305736584739e-07,4.542325747103878e-05,9.268434958768563e-05,9.689457824154302e-12,6.4838242217221455e-12,4.946590664825944e-07,3.441895787097349e-05,7.856450272596062e-08,3.2285751033127472e-09,7.222345625310629e-12,1.4240636101045822e-12,2.183376499418254e-06,4.448789934271499e-07,1.2271643196114771e-09
8.122458908014994e-08,0.8528479777327918,8.001341962895749e-05,4.603358815400293e-06,5.125817961804621e-06,7.529084981689171e-05,0.0,0.0,1.2456088852295886e-06,2.5530802271720445e-09,2.013445295677354e-06,5.997679947671871e-05,1.31556600883263e-09,5.318473214720898e-13,5.611034883398345e-09,1.2107333415990808e-05,4.807548862672136e-06,1.0198364086963518e-06,1.9558067783135694e-13,1.1787207842978127e-16,1.2909331400027494e-10,3.500023804753711e-10,1.4220381302436287e-05,1.5461113148888616e-12,1.2644347908897039e-10,3.495456207823892e-14,1.5365072622214107e-14,2.4005974736655665e-10,6.780411437381877e-13,2.6802328681511423e-13,4.003775769534487e-12,1.427636675477374e-17,3.667352085529586e-16,4.0899877909760165e-17,3.76,0.0,0.7913147401892102,0.9999278864302538,3.4429752633942977e-06,2.8796899862946e-07,4.739448353406681e-05,9.447765828124184e-05,9.739437708796927e-12,6.492681712563185e-12,4.951278662080241e-07,3.499971856841169e-05,8.370547205138928e-08,3.3864159384746426e-09,7.440820627418915e-12,1.448534664417801e-12,2.244134876925147e-06,4.592993999051999e-07,1.2810404825929918e-09
8.273035054451105e-08,0.8528485988157517,8.141100665218726e-05,4.761912236595665e-06,5.297517539251644e-06,7.755742162984996e-05,0.0,0.0,1.274501908769139e-06,2.655818388281389e-09,2.065199413399237e-06,6.156292731256982e-05,1.3875602817258595e-09,5.663784938244864e-13,5.7911358475089644e-09,1.2117274094708103e-05,4.925744014801769e-06,1.0460620640087347e-06,2.051900658389211e-13,1.2704587020282003e-16,1.3373824254707958e-10,3.569665045880362e-10,1.4223496360912884e-05,1.6739246898392398e-12,1.299673781056288e-10,3.727687497148173e-14,1.6614689605760726e-14,2.522637935005465e-10,7.287354510897763e-13,2.846841514104761e-13,4.250081647888428e-12,1.524109941602404e-17,4.041576839724042e-16,4.543952410684764e-17,3.76,0.0,0.7913102765584168,0.9999259096147323,3.6295433776861922e-06,3.017420730229658e-07,4.940333940454261e-05,9.62730041660085e-05,9.785781213004006e-12,6.500717908637426e-12,4.955488320598105e-07,3.557809681112466e-05,8.906607845478049e-08,3.547863243730906e-09,7.660739947245358e-12,1.4729079684633115e-12,2.3050979308045166e-06,4.738099231336349e-07,1.335960662925838e-09
8.423611200887216e-08,0.8528492203931266,8.27834216481881e-05,4.921363884049597e-06,5.470161720242871e-06,7.984996854063219e-05,0.0,0.0,1.303563010052375e-06,2.7608191838648737e-09,2.117002339005539e-06,6.315233903329945e-05,1.4613129714832767e-09,6.018234660728755e-13,5.97013539701557e-09,1.2126199004912332e-05,5.043777553800434e-06,1.0723128897389028e-06,2.150360794759064e-13,1.3666035256307177e-16,1.3842724036983642e-10,3.637790857082386e-10,1.4226271398154283e-05,1.8090584644679698e-12,1.3348997705789086e-10,3.969923057805283e-14,1.792584062443706e-14,2.647733449161647e-10,7.819176705074416e-13,3.0189875034312015e-13,4.5055538040134865e-12,1.6246097690100375e-17,4.442143134066157e-16,5.035676162671194e-17,3.76,0.0,0.7913057755494575,0.9999239251793209,3.822001139212578e-06,3.158493513372517e-07,5.1449396471877486e-05,9.807039787799528e-05,9.82872759862441e-12,6.508007318045673e-12,4.959267012121725e-07,3.61541023462923e-05,9.465042669701321e-08,3.7128806195108728e-09,7.882043909364916e-12,1.497183857902364e-12,2.3662496766948958e-06,4.884052585734019e-07,1.3919130154001324e-09
8.574187347323327e-08,0.8528498424473911,8.413095580154693e-05,5.081630568054499e-06,5.643666963411836e-06,8.216801821559448e-05,0.0,0.0,1.3327889051919725e-06,2.868091805233337e-09,2.1688500382883854e-06,6.474491627609443e-05,1.5367871975869445e-09,6.381422504812337e-13,6.147919132828768e-09,1.2134209083292717e-05,5.161638568292701e-06,1.0985868604627918e-06,2.2511834242521288e-13,1.4672144692366883e-16,1.4315902575692995e-10,3.7044145513873523e-10,1.4228741981893906e-05,1.9517340157553722e-12,1.3701069264247448e-10,4.2223387466902004e-14,1.9299165819341843e-14,2.7758752896744107e-10,8.376436133267813e-13,3.1966615575351e-13,4.770269654301285e-12,1.729181599961004e-17,4.8699629555842655e-16,5.567215797584449e-17,3.76,0.0,0.7913012375866,0.9999219333261691,4.020378654146494e-06,3.3029035549320615e-07,5.353222734911921e-05,9.986984936243436e-05,9.868503313619239e-12,6.5146178303249206e-12,4.962657522827313e-07,3.6727744881672574e-05,1.004625728772335e-07,3.881431285389555e-09,8.104674316184664e-12,1.5213626685041983e-12,2.4275747002146055e-06,5.03080279291079e-07,1.4488857223648305e-09
8.724763493759439e-08,0.8528504649628482,8.545391800194576e-05,5.242631610814327e-06,5.81795213791769e-06,8.451110419650883e-05,0.0,0.0,1.362176353838275e-06,2.9776451416203507e-09,2.220738882581016e-06,6.634055253707155e-05,1.6139452709478479e-09,6.752939264104504e-13,6.3243822068589844e-09,1.214139544339176e-05,5.279317195353565e-06,1.1248821577506086e-06,2.3543646902240676e-13,1.572346739816339e-16,1.479323655207385e-10,3.7695515634274966e-10,1.4230939925860647e-05,2.1021718672492567e-12,1.405289959392717e-10,4.485106253229301e-14,2.0735230499788177e-14,2.907054755379337e-10,8.959685964524113e-13,3.3798516193401887e-13,5.044300231113531e-12,1.8378678024141144e-17,5.325929752693795e-16,6.140674689474481e-17,3.76,0.0,0.7912966630925101,0.9999199342440188,4.224703281125659e-06,3.4506457795765627e-07,5.565140628131417e-05,0.00010167136789856666,9.905322300904397e-12,6.520611280788243e-12,4.965698480566304e-07,3.729903408575638e-05,1.0650652458667006e-07,4.053478163168781e-09,8.328574413578092e-12,1.5454447361129238e-12,2.489058137839893e-06,5.178300311172658e-07,1.5068670056832483e-09
8.87533964019555e-08,0.8528510879254446,8.675263213405793e-05,5.404288823928673e-06,5.992938498869403e-06,8.687876618363342e-05,0.0,0.0,1.3917221608207045e-06,3.089487784690303e-09,2.2726656092150603e-06,6.793915198488995e-05,1.6927488199224478e-09,7.13236859004511e-13,6.4994288370353396e-09,1.2147840299267787e-05,5.39680452073302e-06,1.151197150038416e-06,2.459900657462016e-13,1.682051596672014e-16,1.5274607231709751e-10,3.8332191623820927e-10,1.4232893689689115e-05,2.260591556087739e-12,1.44044407505556e-10,4.7583930856168875e-14,2.223452710707206e-14,3.0412631873124784e-10,9.569474446836018e-13,3.5685430759704454e-13,5.327710250156954e-12,1.9507077104248132e-17,5.810916917082737e-16,6.758201589305915e-17,3.76,0.0,0.7912920524878891,0.9999179281093862,4.434999706733816e-06,3.6017148456998574e-07,5.78065095082154e-05,0.0001034749621236158,9.939386358069794e-12,6.526043970665421e-12,4.968424744971905e-07,3.7867979587921496e-05,1.1278624110643589e-07,4.228983952109161e-09,8.553688857311877e-12,1.569430396615207e-12,2.5506856584189123e-06,5.326497278261013e-07,1.565845137362966e-09
9.025915786631661e-08,0.8528517113226045,8.802743464509918e-05,5.566526481342651e-06,6.16854965943204e-06,8.927055027275498e-05,0.0,0.0,1.421423177501208e-06,3.2036280331651782e-09,2.3246272857176753e-06,6.954062838712626e-05,1.7731589081446976e-09,7.519289043644125e-13,6.6729718294378076e-09,1.2153617807503466e-05,5.514092488438772e-06,1.177530374394069e-06,2.5677873251271525e-13,1.7963764171981805e-16,1.5759900214801705e-10,3.895436192967988e-10,1.423462873567273e-05,2.4272115071074874e-12,1.4755649288202268e-10,5.042362567994111e-14,2.3797477313311536e-14,3.178491981952764e-10,1.0206344934103885e-12,3.7627189674889485e-13,5.6205581867164065e-12,2.0677376697202408e-17,6.325776398807631e-16,7.421989365802688e-17,3.76,0.0,0.7912874061911499,0.9999159150876324,4.651290020700617e-06,3.7561051709969624e-07,5.999711558571405e-05,0.00010528064005597054,9.97088553661606e-12,6.530967145863826e-12,4.970867763229009e-07,3.8434590978585227e-05,1.1930563364439902e-07,4.40791119695054e-09,8.779963680246852e-12,1.5933199859087514e-12,2.612443445300542e-06,5.475347463527236e-07,1.625808448986862e-09
9.176491933067772e-08,0.8528523351430783,8.927867236463933e-05,5.729271288381737e-06,6.34471156007281e-06,9.16860091509768e-05,0.0,0.0,1.4512763028700602e-06,3.3200738975462557e-09,2.3766212774157774e-06,7.114490413941296e-05,1.855136144476667e-09,7.913276009869783e-13,6.8449321102375745e-09,1.2158794833890758e-05,5.63117381884718e-06,1.203880520009493e-06,2.6780206379723676e-13,1.915364768103124e-16,1.6249005203676363e-10,3.9562228421619195e-10,1.4236167847103565e-05,2.6022489137897304e-12,1.5106485848177888e-10,5.337173847638401e-14,2.5424434231059303e-14,3.3187326013472317e-10,1.0870835915985211e-12,3.9623601821552627e-13,5.922896360040146e-12,2.1889910878546582e-17,6.871337452356158e-16,8.134273736893374e-17,3.76,0.0,0.7912827246181328,0.9999138953339357,4.873593790659597e-06,3.913810955601981e-07,6.222280566998971e-05,0.00010708840911759558,9.99999857083084e-12,6.535427437063555e-12,4.973055894142559e-07,3.899887780935642e-05,1.2606856560665254e-07,4.590222349315977e-09,9.007346260295143e-12,1.6171138398715441e-12,2.6743181790577083e-06,5.624806220629949e-07,1.6867453400610047e-09
9.327068079503883e-08,0.8528529593768084,9.050670055330419e-05,5.892452347429558e-06,6.521352435358656e-06,9.412470225559509e-05,0.0,0.0,1.481278484411569e-06,3.438833104909464e-09,2.428645218140331e-06,7.27519093881044e-05,1.9386407853954344e-09,8.313903474136479e-13,7.015238269608645e-09,1.2163431650783033e-05,5.748041934576505e-06,1.2302464132642624e-06,2.7905964960453065e-13,2.0390564813524002e-16,1.6741815786448715e-10,4.0156004294786685e-10,1.4237531412428911e-05,2.785919625800798e-12,1.545691478344908e-10,5.642981911270035e-14,2.711568471152292e-14,3.461976580599792e-10,1.15634810499373e-12,4.167445638713026e-13,6.234771025195294e-12,2.3144984883913082e-17,7.448405510803541e-16,8.897331994763375e-17,3.76,0.0,0.7912780081818532,0.9999118689941737,5.1019281363225635e-06,4.0748262030191274e-07,6.448316376801843e-05,0.00010889827615569175,1.0026893327765135e-11,6.539467263781542e-12,4.975014703003087e-07,3.956084959318631e-05,1.330788528995357e-07,4.7758798230541744e-09,9.235785289115943e-12,1.6408122943318639e-12,2.7362970207854686e-06,5.774830440874622e-07,1.7486442853848127e-09
9.477644225939994e-08,0.8528535840148034,9.17118811589146e-05,6.056001120748539e-06,6.698402778673495e-06,9.658619589999786e-05,0.0,0.0,1.5114267187645952e-06,3.5599131037554353e-09,2.4806969837480144e-06,7.436158123795973e-05,2.0236328301450006e-09,8.720745661816756e-13,7.1838261192922706e-09,1.2167582570790008e-05,5.864690893417247e-06,1.256627004217663e-06,2.905510763062875e-13,2.167487734156444e-16,1.7238229235769038e-10,4.0735912187637535e-10,1.4238737678961788e-05,2.978438042889412e-12,1.580690381589592e-10,5.959937609623619e-14,2.8871451711287105e-14,3.608215533143651e-10,1.2284809194868396e-12,4.3779524562600094e-13,6.556222471738215e-12,2.4442875685898653e-17,8.057761184643824e-16,9.713481727269748e-17,3.76,0.0,0.7912732572922822,0.9999098362057233,5.33630780294628e-06,4.2391447390568433e-07,6.677777695773552e-05,0.0001107102474636277,1.0051727271006309e-11,6.543125204967052e-12,4.976767229622025e-07,4.0120515804518694e-05,1.4034026425856022e-07,4.964846044036498e-09,9.465230741532797e-12,1.6644156850390242e-12,2.798367595954802e-06,5.925378507292636e-07,1.8114938415390804e-09
9.628220372376105e-08,0.8528542090490296,9.289458126043922e-05,6.219851390889856e-06,6.8757953051833755e-06,9.907006337013927e-05,0.0,0.0,1.5417180522003646e-06,3.683321068897473e-09,2.5327746682009998e-06,7.597386303703076e-05,2.1100721089883375e-09,9.13337854295399e-13,7.3506382650750925e-09,1.2171296522149995e-05,5.981115327672699e-06,1.2830213543982573e-06,3.022759273621977e-13,2.3006911323834277e-16,1.7738146321607853e-10,4.1302182495947777e-10,1.4239802979445794e-05,3.180017014909319e-12,1.6156423723862113e-10,6.288187689475856e-14,3.069189670940365e-14,3.757441154162131e-10,1.3035344445909987e-12,4.593856112281245e-13,6.887285128572974e-12,2.5783832601125553e-17,8.700159381419339e-16,1.0585079538240426e-16,3.76,0.0,0.7912684723561519,0.9999077970981869,5.576745233983609e-06,4.4067602289554e-07,6.910623558083595e-05,0.0001125243288011631,1.0074647932062988e-11,6.546436338592118e-12,4.978334231770748e-07,4.067788587943915e-05,1.478565216009649e-07,5.157083494886956e-09,9.695633845655671e-12,1.68792434763485e-12,2.8605179788037053e-06,6.076410249537709e-07,1.8752826525783474e-09
9.778796518812216e-08,0.8528548344723108,9.405517168185709e-05,6.383939219091912e-06,7.053464913342908e-06,0.00010157588499480109,0.0,0.0,1.5721495809378618e-06,3.809063906372539e-09,2.5848765619678203e-06,7.7588703731607e-05,2.1979183648960257e-09,9.551381205375739e-13,7.515623695090035e-09,1.2174617570743197e-05,6.097310389318116e-06,1.3094286257711389e-06,3.142337839392684e-13,2.438695796832617e-16,1.8241471137072682e-10,4.1855051865232494e-10,1.4240741934407507e-05,3.390867747742477e-12,1.6505448057590146e-10,6.627874832366635e-14,3.257712215856429e-14,3.9096452224736885e-10,1.3815606169906254e-12,4.815130589441054e-13,7.227987674398803e-12,2.716807792300392e-17,9.37632854190308e-16,1.1514519768965255e-16,3.76,0.0,0.7912636537767879,0.9999057517940497,5.823250642825484e-06,4.577666192880766e-07,7.146813341091121e-05,0.00011434052541398606,1.0095793384157418e-11,6.549432552571398e-12,4.979734406104775e-07,4.123296921582356e-05,1.5563130039894611e-07,5.3525547550871644e-09,9.926947053691538e-12,1.7113386176258592e-12,2.9227366772477825e-06,6.227886899661778e-07,1.939999455005924e-09
9.929372665248327e-08,0.8528554602782369,9.519402575960396e-05,6.548202902024421e-06,7.2313486452056036e-06,0.00010410324819254444,0.0,0.0,1.6027184513151314e-06,3.937148258362034e-09,2.6370011325288224e-06,7.920605728468668e-05,2.2871313290054146e-09,9.974337100225547e-13,7.678737384558627e-09,1.2177585393341334e-05,6.2132717004381275e-06,1.335848070773426e-06,3.2642422544230555e-13,2.5815274518532134e-16,1.8748110936300772e-10,4.239476184524336e-10,1.4241567632915868e-05,3.6111997149045264e-12,1.6853952880284887e-10,6.979137699297322e-14,3.452717395578932e-14,4.0648196011544915e-10,1.462610904128687e-12,5.041748511734635e-13,7.578353153174319e-12,2.859580757608982e-17,1.0086969988299916e-15,1.2504233222989682e-16,3.76,0.0,0.7912588019539605,0.9999037004092779,6.075832083552841e-06,4.7518560199415234e-07,7.386306779936872e-05,0.00011615884205258503,1.0115292714067607e-11,6.552142829206029e-12,4.980984588501819e-07,4.1785775173485826e-05,1.6366823007090324e-07,5.551222536864022e-09,1.0159124013427502e-11,1.7346588303561511e-12,2.9850126182931217e-06,6.379771048819747e-07,2.005633082102543e-09
9.999999999999998e-08,0.8528560864610839,9.57208196829109e-05,6.625293969285764e-06,7.314840966832334e-06,0.00010529600747428659,0.0,0.0,1.6171032183819491e-06,3.998034410684229e-09,2.6614574394218666e-06,7.996552641059714e-05,2.3294358899246714e-09,1.01743131462949e-12,7.754589178411903e-09,1.2178866012129034e-05,6.267581371377487e-06,1.3482440425227612e-06,3.322221311386749e-13,2.650191758005627e-16,1.8986865510818945e-10,4.2643447031541793e-10,1.4241919275047353e-05,3.717871315950826e-12,1.7017232919693564e-10,7.14792307966869e-14,3.5464174518715596e-14,4.13862478786287e-10,1.501683688565393e-12,5.149875924732511e-13,7.746025444289482e-12,2.928051102834773e-17,1.0432363121284947e-15,1.2989919301045732e-16,3.76,0.0,0.7912565148787744,0.9999027361492503,6.196399847101591e-06,4.834688761168192e-07,7.499767400570296e-05,0.00011701245019425068,1.012390618488997e-11,6.553323124771597e-12,4.981523663142573e-07,4.204428534240735e-05,1.6752926599176978e-07,5.645497875843932e-09,1.0268310719131613e-11,1.7455648029831429e-12,3.014239662011099e-06,6.451142010479259e-07,2.036731086137708e-09
1.0079948811684438e-07,0.8528560864610839,9.631151824871865e-05,6.712582927197307e-06,7.409385645772929e-06,0.00010665174749797836,0.0,0.0,1.633421859833038e-06,4.0675805081106365e-09,2.689147006788493e-06,8.082588215200628e-05,2.3776707901792717e-09,1.040183516457929e-12,7.839939917349867e-09,1.2180235706345941e-05,6.328995308448704e-06,1.362279023318027e-06,3.3884682996696093e-13,2.7292085158397664e-16,1.9257975983524967e-10,4.2921557691507876e-10,1.4242291794086447e-05,3.841220574620525e-12,1.7201916532695122e-10,7.342110980736578e-14,3.6542043919654295e-14,4.222956237134759e-10,1.5467363078049931e-12,5.273681270597489e-13,7.938399094052573e-12,3.0067191788271746e-17,1.0832757379709897e-15,1.355668589614036e-16,3.76,0.0,0.7912539172837614,0.9999016430538563,6.334495520629079e-06,4.929322980871199e-07,7.629063980135076e-05,0.00011797928299047642,1.01332664884e-11,6.554593505212441e-12,4.982099935600176e-07,4.2336313074324924e-05,1.7197089438829556e-07,5.753049717235728e-09,1.0392119540370976e-11,1.7578853209809746e-12,3.0473351339347914e-06,6.532026604941118e-07,2.0721724676729696e-09
1.0230524958120549e-07,0.8528567130157403,9.740802435413198e-05,6.877021927318705e-06,7.587517121591492e-06,0.00010922098456971374,0.0,0.0,1.6642570530864173e-06,4.200366784832879e-09,2.741312955214239e-06,8.244814081017944e-05,2.4694966589863855e-09,1.0833470826319687e-12,7.999197124523183e-09,1.2182600653951405e-05,6.4444776456531725e-06,1.3887208906743919e-06,3.515011746853651e-13,2.8817581931780176e-16,1.9770979412462878e-10,4.3435687300077847e-10,1.4242924911410344e-05,4.081136092165293e-12,1.7549319419242082e-10,7.716925451309438e-14,3.8621672262555564e-14,4.384047159971872e-10,1.633987367763447e-12,5.510899141563714e-13,8.308137635267438e-12,3.1582375777320373e-17,1.161433626993107e-15,1.467437771354316e-16,3.76,0.0,0.7912490001584931,0.9998995798322812,6.5992448974740055e-06,5.110060239505023e-07,7.875045428365748e-05,0.00011980185204180827,1.0149827211325384e-11,6.556808509271969e-12,4.983094089192626e-07,4.288459220247123e-05,1.8054283189595019e-07,5.957999366561902e-09,1.0625889590531656e-11,1.781018424440972e-12,3.1096939475248523e-06,6.684618751396558e-07,2.139606649268799e-09
1.038110110455666e-07,0.8528573399376417,9.848391887476859e-05,7.041464633854744e-06,7.765686298784486e-06,0.00011181056818213848,0.0,0.0,1.6952213275960455e-06,4.335512968598374e-09,2.79349787753721e-06,8.407279933197838e-05,2.5625690264185455e-09,1.1268846896824173e-12,8.156479739847578e-09,1.218470915936768e-05,6.5597154927215695e-06,1.4151731461430942e-06,3.6438683617317495e-13,3.0391925672548665e-16,2.0287037095231796e-10,4.3937400262788326e-10,1.4243476381755426e-05,4.331150067269118e-12,1.789614381385867e-10,8.103708028589485e-14,4.076595004788367e-14,4.5480844799735937e-10,1.724414165250754e-12,5.753371392052554e-13,8.687575651478481e-12,3.3141480448626497e-17,1.2432323762565111e-15,1.5859841275237558e-16,3.76,0.0,0.7912440509665776,0.999897510844003,6.870082203869737e-06,5.294060863167944e-07,8.124212001648668e-05,0.00012162655257836037,1.0165079771385679e-11,6.558809578914371e-12,4.983979325005816e-07,4.343062180443218e-05,1.893875363438777e-07,6.166034773915379e-09,1.0860391233830507e-11,1.8040584754370844e-12,3.1720791605942905e-06,6.837513906678648e-07,2.207924770940039e-09
1.0531677250992771e-07,0.852857967222711,9.953957544926645e-05,7.205857830015175e-06,7.94383838068283e-06,0.00011442011420293551,0.0,0.0,1.7263120295534988e-06,4.473024695187712e-09,2.8457007898656604e-06,8.569982700423817e-05,2.6568482176488796e-09,1.170757435728669e-12,8.311763072144965e-09,1.2186587242446768e-05,6.674705945719842e-06,1.4416353224485625e-06,3.775033906858015e-13,3.2015246941828247e-16,2.0806067520044529e-10,4.4426947031398977e-10,1.4243954620683665e-05,4.591464266396036e-12,1.8242373683835304e-10,8.502581835456732e-14,4.297472162323637e-14,4.715060385818599e-10,1.8180663265329707e-12,6.001066380846852e-13,9.076714884107598e-12,3.474460310123467e-17,1.3287308258322767e-15,1.7115640611846796e-16,3.76,0.0,0.7912390700924787,0.9998954361838301,7.147007542157506e-06,5.481317832079549e-07,8.376524975062628e-05,0.0001234533875459603,1.0179121875480358e-11,6.560616458425181e-12,4.984766687273773e-07,4.3974411089237395e-05,1.9850845712885074e-07,6.377119469566914e-09,1.1095582628121262e-11,1.8270058084061017e-12,3.2344812401138334e-06,6.990679685108652e-07,2.277116085563026e-09
1.0682253397428882e-07,0.852858594867306,0.00010057536589316003,7.370150303363283e-06,8.121920505202795e-06,0.00011704924555807344,0.0,0.0,1.757526554489779e-06,4.612907360912102e-09,2.897920813074996e-06,8.732919598427676e-05,2.7522948411259316e-09,1.2149273044655897e-12,8.4650266941905e-09,1.2188258306779824e-05,6.7894463863493775e-06,1.468107005781203e-06,3.908504143906529e-13,3.368764696923025e-16,2.132799167699412e-10,4.4904578179997457e-10,1.4244367165550316e-05,4.86227835970809e-12,1.8587994530097248e-10,8.913666265525109e-14,4.524778702195611e-14,4.884967141798897e-10,1.914993026359523e-12,6.253951649807906e-13,9.475552074225915e-12,3.6391818139545403e-17,1.4179849289402657e-15,1.8444369951630005e-16,3.76,0.0,0.7912340579166377,0.9998933559422926,7.430019192191859e-06,5.671824047871483e-07,8.631946028157789e-05,0.00012528235948033487,1.0192044468571675e-11,6.562247079345254e-12,4.985466110398179e-07,4.451596922858301e-05,2.0790899974417626e-07,6.591217244849547e-09,1.1331422993810285e-11,1.8498607574968518e-12,3.2968910061790623e-06,7.144084858575136e-07,2.3471699567876272e-09
1.0832829543864994e-07,0.8528592228681712,0.00010159165961831924,7.534292798225608e-06,8.299881702100416e-06,0.00011969759218582586,0.0,0.0,1.7888623468774456e-06,4.75516612739066e-09,2.9501571623511735e-06,8.896088099109978e-05,2.8488698332865335e-09,1.2593572243247042e-12,8.616254147811575e-09,1.2189743399073599e-05,6.9039344550885525e-06,1.4945878304264516e-06,4.0442748356138273e-13,3.540919859521838e-16,2.185273295128635e-10,4.53705437559812e-10,1.4244720767693007e-05,5.1437898625350035e-12,1.8932993242460413e-10,9.337077051182824e-14,4.7584904326327035e-14,5.057797084789178e-10,2.015242991367014e-12,6.511994008349758e-13,9.884079097573953e-12,3.80831777883026e-17,1.5110477435829981e-15,1.9848652500119626e-16,3.76,0.0,0.7912290148154204,0.9998912702059743,7.719113675025547e-06,5.86557234130377e-07,8.890437250194628e-05,0.00012711347052241567,1.0203932138016152e-11,6.563717725015402e-12,4.986086528879892e-07,4.505530535697561e-05,2.175925262362526e-07,6.808292169646498e-09,1.1567872589061024e-11,1.8726236565470108e-12,3.3592996201057513e-06,7.297699319304995e-07,2.41807586064248e-09
