Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46)
2.2152675228000018e-07,0.5297641364976452,5.585218392989186e-09,2.2571149655607783e-10,2.389234068704211e-10,1.0188107336230948e-09,0.0,0.0,6.544429772283684e-10,4.9836992266998226e-14,1.179841576883975e-10,3.4016200087727886e-09,3.752021002943721e-17,1.590752616943446e-25,1.4581476442974803e-17,1.4578776365272585e-10,5.092053542857488e-12,5.968144740216008e-11,2.1598884547687398e-23,2.7228373322644967e-32,2.5031998346204584e-20,1.8500859072532764e-20,1.3705184329900955e-10,6.836547305931037e-21,2.5356489204975383e-17,3.015903847821479e-22,2.0238709001651523e-28,1.6400800846612725e-20,2.7578857632989466e-23,1.021648060345558e-24,7.632185928648462e-20,2.123466768055416e-27,2.533236958031401e-29,3.5934091533319193e-28,3.76,0.0,0.5006124649945857,0.9999999955379928,1.2979448804061605e-10,3.43012696100677e-14,1.2935036940031365e-09,3.875275514138319e-09,1.2334347941357009e-14,8.034405584916787e-16,8.010723060365903e-12,1.9652012393516727e-10,2.364626294145936e-11
2.3511629724000019e-07,0.5297641365426934,5.882924704714864e-09,2.492926728063496e-10,2.616728994052128e-10,1.131321608805294e-09,0.0,0.0,7.101044239821162e-10,5.71551961419121e-14,1.2579236214426125e-10,3.6272524040752358e-09,4.156446423555942e-17,1.7954377934159298e-25,1.5511018102842533e-17,1.4578775902843966e-10,5.433390972474995e-12,6.363094027082588e-11,2.433277578057697e-23,3.1666568468288006e-32,2.6883032033995087e-20,1.8545979978700218e-20,1.3705184265223514e-10,8.369419959605966e-21,2.7620062560873038e-17,3.4282833173248194e-22,2.4078718125430486e-28,1.8653642075754437e-20,3.3466171211700526e-23,1.2015366423998283e-24,8.471901207370641e-20,2.4301533403237368e-27,3.234259345100861e-29,4.549375046263635e-28,3.76,0.0,0.5006124645992969,0.9999999952158405,1.4932687914360505e-10,3.899990158908361e-14,1.434920116134749e-09,4.113012104553967e-09,1.2770789794008772e-14,8.257653533633406e-16,8.010724036156869e-12,2.0857555986399883e-10,2.7726591692259814e-11
2.4870584220000016e-07,0.5297641365875871,6.172899869853785e-09,2.736125375970601e-10,2.8499983799690745e-10,1.2487472095383522e-09,0.0,0.0,7.672994711850536e-10,6.507852920202482e-14,1.336007081497115e-10,3.8528848289382995e-09,4.5704560632741524e-17,2.0068497926411748e-25,1.641744859233042e-17,1.4578775662398064e-10,5.775147787824896e-12,6.758044304711274e-11,2.720423989512771e-23,3.6420009161459314e-32,2.873556453416392e-20,1.8578432945192453e-20,1.3705184225216764e-10,1.0134452326937197e-20,2.989902926433244e-17,3.8670820644681283e-22,2.82856634034276e-28,2.105269413466113e-20,4.014218556063517e-23,1.4004000535009974e-24,9.3249174977111e-20,2.7577879247071197e-27,4.0620554470568164e-29,5.672723947519384e-28,3.76,0.0,0.5006124641968686,0.9999999948904392,1.7053951196965593e-10,4.4003475731504155e-14,1.5830419999393879e-09,4.350749570507031e-09,1.317640412527364e-14,8.465132670744799e-16,8.010725052745157e-12,2.2063098666174323e-10,3.224006457647451e-11
2.6229538716000014e-07,0.5297641366323305,6.45534466996984e-09,2.986216345490889e-10,3.0886633591848853e-10,1.3709599052118925e-09,0.0,0.0,8.259882449204513e-10,7.362318588408261e-14,1.4140921022928764e-10,4.078517280344011e-09,4.9929939489774285e-17,2.224173492623807e-25,1.7301044947923275e-17,1.4578775704595936e-10,6.117304529303489e-12,7.152995573374173e-11,3.0209457050729173e-23,4.1480410300215706e-32,3.058917359548443e-20,1.860178692542373e-20,1.3705184221693618e-10,1.2151496979212525e-20,3.219072662760944e-17,4.3323007639734725e-22,3.285825491984456e-28,2.359813261141383e-20,4.765751312934854e-23,1.6190700267769568e-24,1.0189121973148652e-19,3.1064006663916763e-27,5.0282011973945e-29,6.978859439416631e-28,3.76,0.0,0.5006124637873717,0.9999999945618422,1.9347310112715654e-10,4.931235781030016e-14,1.7377786901512487e-09,4.588487907454919e-09,1.3553368422126047e-14,8.657956829117089e-16,8.010726151405413e-12,2.3268640432834184e-10,3.720659899216286e-11
2.8947447708000014e-07,0.529764136721381,6.998420332417862e-09,3.505194674839833e-10,3.58077265394571e-10,1.6292525720141956e-09,0.0,0.0,9.47692635250564e-10,9.263913620762738e-14,1.5702674407134462e-10,4.529782255419503e-09,5.859961841321438e-17,2.6735866417817447e-25,1.9001315197849857e-17,1.4578776542046174e-10,6.8027425146686765e-12,7.942901090828994e-11,3.660640198603961e-23,5.248886279760953e-32,3.429852427075046e-20,1.8630471443005185e-20,1.3705184318071954e-10,1.702316246890244e-20,3.680432441979281e-17,5.34200095059298e-22,4.3088888274192e-28,2.9128830390085793e-20,6.540918758047182e-23,2.119099426867804e-24,1.1944593331628192e-19,3.8666709058201716e-27,7.421664124643026e-29,1.0201876471319348e-27,3.76,0.0,0.5006124629474568,0.9999999938952654,2.446526903561641e-10,6.084742345677925e-14,2.0667329586561015e-09,5.063967181872932e-09,1.4229294467887698e-14,9.003705516510298e-16,8.010728562348542e-12,2.567972122678752e-10,4.8577160975897596e-11
3.1393565800800016e-07,0.5297641368010504,7.463344069022967e-09,3.9912778106084505e-10,4.038750069025581e-10,1.8768740738818334e-09,0.0,0.0,1.0619559314437327e-09,1.120323607335182e-13,1.7108321814815715e-10,4.935920826876421e-09,6.660860520384872e-17,3.0912526974475513e-25,2.0457743211597902e-17,1.4578776242324827e-10,7.42081958919353e-12,8.653819496745127e-11,4.2784907063154026e-23,6.336391293613448e-32,3.763838975355758e-20,1.8644037400011804e-20,1.3705184251835526e-10,2.2477038276923134e-20,4.098289993284059e-17,6.341095107860833e-22,5.351061044269792e-28,3.4608696969111485e-20,8.476635900784515e-23,2.644973984793508e-24,1.3548707488106584e-19,4.622920670462165e-27,1.0163908831709014e-28,1.3885031917744005e-27,3.76,0.0,0.5006124621680759,0.9999999932849177,2.9695569484803175e-10,7.227646056189947e-14,2.384502559796278e-09,5.491901485203439e-09,1.4758493751859727e-14,9.274400615767122e-16,8.010729895715152e-12,2.7849690818437723e-10,6.055436996703436e-11
3.383968389360002e-07,0.5297641368802899,7.906761724287683e-09,4.492858679179045e-10,4.509235334138197e-10,2.1381672586362803e-09,0.0,0.0,1.1804845220500258e-09,1.3367180760510058e-13,1.8514045386435586e-10,5.3420594740014006e-09,7.477287390792509e-17,3.517835115630477e-25,2.184711201411501e-17,1.4578775202509745e-10,8.039912500383705e-12,9.36474116305729e-11,4.934206303170541e-23,7.51079934092968e-32,4.097891797360178e-20,1.8652005686870614e-20,1.3705184099744368e-10,2.907391386344316e-20,4.5179913113978355e-17,7.425802481651701e-22,6.504969978806535e-28,4.0565224094738817e-20,1.0763528493831434e-22,3.2474335647372928e-24,1.5170384361454803e-19,5.4475186926550036e-27,1.353101548174086e-28,1.8405377113889075e-27,3.76,0.0,0.5006124613669076,0.9999999926649714,3.5535408344953356e-10,8.469962698944481e-14,2.722291739176606e-09,5.919838590934283e-09,1.5222326491692993e-14,9.511659425072823e-16,8.010730612730903e-12,3.001965745151136e-10,7.429679669537369e-11
3.628580198640002e-07,0.5297641369591197,8.329668199614305e-09,5.007701947895504e-10,4.990689829725921e-10,2.412499680003914e-09,0.0,0.0,1.303080820428257e-09,1.576376139501544e-13,1.9919855796125062e-10,5.748198167162132e-09,8.306087168348239e-17,3.9503387146233208e-25,2.317234596744791e-17,1.4578775306331505e-10,8.659925062274738e-12,1.0075666060246152e-10,5.625917490986265e-23,8.76769919777579e-32,4.4319788405812153e-20,1.8657082603709886e-20,1.3705184087410764e-10,3.6942197568737805e-20,4.939122423966839e-17,8.596128848613945e-22,7.7668444009330855e-28,4.699915956091491e-20,1.3431486309486024e-22,3.930914676635462e-24,1.6806160515178898e-19,6.3405730969905786e-27,1.7586641963176426e-28,2.385587113254829e-27,3.76,0.0,0.5006124605443716,0.9999999920356825,4.2000184760338244e-10,9.81184778186841e-14,3.0795743212245207e-09,6.347778511919276e-09,1.562887344426795e-14,9.71961566309828e-16,8.010731829397816e-12,3.2189621125978094e-10,8.991075646384653e-11
3.873192007920002e-07,0.5297641370375584,8.733012293185436e-09,5.533737072645292e-10,5.481728981950554e-10,2.6992682339925387e-09,0.0,0.0,1.4295564067937453e-09,1.8400616471904018e-13,2.132576443070486e-10,6.154336906123056e-09,9.144691435484497e-17,4.386209929383566e-25,2.4436460161847978e-17,1.4578775914913175e-10,9.280765671450802e-12,1.0786594205147207e-10,6.351848117742282e-23,1.0102884499967942e-31,4.7660952363011423e-20,1.8659680483210076e-20,1.3705184132643947e-10,4.6212931851811346e-20,5.3614289299270156e-17,9.852080806788163e-22,9.132523160625384e-28,5.3911179793265846e-20,1.6510473269574865e-22,4.699734037224068e-24,1.8453829719489727e-19,7.302175630295483e-27,2.239268584836018e-28,3.0329728257066407e-27,3.76,0.0,0.5006124597008864,0.999999991397293,4.910335791471487e-10,1.1253441677940173e-13,3.455828060714757e-09,6.775721271601761e-09,1.5985200464664155e-14,9.901883555162749e-16,8.010733196244615e-12,3.43595818418082e-10,1.0749973877704762e-10
4.1178038172000024e-07,0.5297641371156249,9.117698909234321e-09,6.069047661567867e-10,5.981104667580531e-10,2.9978977299348932e-09,0.0,0.0,1.559731581896967e-09,2.1285027543641883e-13,2.2731783308480928e-10,6.560475700352973e-09,9.991001933875749e-17,4.823194431180168e-25,2.564227497244918e-17,1.4578775589850532e-10,9.902347058408434e-12,1.149752562860047e-10,7.110310473943186e-23,1.151241131835074e-31,5.1002358000119183e-20,1.8660239514711886e-20,1.3705184076868013e-10,5.701935062231859e-20,5.784721524334175e-17,1.11936652472078e-21,1.0597658865879309e-27,6.13018906572344e-20,2.0030512317980917e-22,5.5580889122624595e-24,2.0111844851895173e-19,8.33240288949501e-27,2.800903535361438e-28,3.7920176845875295e-27,3.76,0.0,0.5006124588368687,0.9999999907500321,5.685665685477073e-10,1.2794870377704812e-13,3.850535982398893e-09,7.203666903629567e-09,1.6297497781395867e-14,1.0061629315343497e-15,8.010733893327328e-12,3.652953959897236e-10,1.271644285964257e-10
4.3624156264800026e-07,0.5297641371933358,9.484591200338834e-09,6.611861093287846e-10,6.487688619311296e-10,3.307839487502854e-09,0.0,0.0,1.693434928887264e-09,2.442393716348711e-13,2.413792495443074e-10,6.966614536027095e-09,1.0843281446576728e-16,5.259230568640007e-25,2.6792295341026874e-17,1.4578775060717603e-10,1.0524586024476724e-11,1.2208460321063886e-10,7.899700570783117e-23,1.299254482895479e-31,5.434380140567e-20,1.8660482064069536e-20,1.3705183996915114e-10,6.949645289709501e-20,6.208807918040317e-17,1.262088946313392e-21,1.2157818737577206e-27,6.917183133948965e-20,2.4021670480822966e-22,6.510057634073175e-24,2.177880474763807e-19,9.431316664324555e-27,3.4493370816858517e-28,4.672017546018235e-27,3.76,0.0,0.5006124579527306,0.9999999900941158,6.527027948202051e-10,1.443624622922427e-13,4.263187615597631e-09,7.63161545147307e-09,1.657121040038173e-14,1.0201638266095177e-15,8.010734365708923e-12,3.8699494397441493e-10,1.4900273175608577e-10
4.607027435760003e-07,0.5297641372707077,9.834512485959835e-09,7.160539903446438e-10,7.000461144518455e-10,3.6285701436840327e-09,0.0,0.0,1.8305029404792725e-09,2.782396414148355e-13,2.554420245396983e-10,7.372753397237999e-09,1.17000940665219e-16,5.692576484673566e-25,2.78889864622708e-17,1.4578775312190118e-10,1.1147403286594847e-11,1.291939826789048e-10,8.718494232968081e-23,1.4539670349576661e-31,5.768514078264466e-20,1.866160511120307e-20,1.3705183993647362e-10,8.378069789514586e-20,6.633527521865578e-17,1.4133762011382339e-21,1.3808494395481416e-27,7.752148136793115e-20,2.8514046288035417e-22,7.559600518280829e-24,2.345350849249637e-19,1.0598965248172556e-26,4.190117596301898e-28,5.6822282807151656e-27,3.76,0.0,0.5006124570488804,0.9999999894297484,7.435303323302215e-10,1.6177668563031473e-13,4.693279719488844e-09,8.059566968086394e-09,1.6811123698273202e-14,1.0324358354087584e-15,8.010735184816634e-12,4.0869446237186614e-10,1.731098137897992e-10
4.851639245040003e-07,0.5297641373477563,1.0168247893073161e-08,7.713574665281247e-10,7.518503974721207e-10,3.959590637273916e-09,0.0,0.0,1.97077970157344e-09,3.1491416530092034e-13,2.695062951001113e-10,7.778892287855622e-09,1.2560287575158167e-16,6.121894205240524e-25,2.89349815114087e-17,1.457877558754739e-10,1.1770723350563657e-11,1.3630339485733677e-10,9.565243709512819e-23,1.6150361736508464e-31,6.10265048785404e-20,1.8662521389230884e-20,1.3705183994505979e-10,1.000098113510284e-19,7.05881220450453e-17,1.573229265757566e-21,1.5545187550809047e-27,8.635126270076789e-20,3.3537759633398143e-22,8.710560978914768e-24,2.513532345242705e-19,1.1835385329306956e-26,5.028588210434258e-28,6.831876548510357e-27,3.76,0.0,0.5006124561257209,0.9999999887571241,8.411242978436401e-10,1.8019224223727245e-13,5.140316612891391e-09,8.487521515605537e-09,1.7021413888188364e-14,1.0431925681456622e-15,8.010735959225917e-12,4.30393951181787e-10,1.9957814886665937e-10
5.096251054320003e-07,0.5297641374244967,1.0486546027835973e-08,8.269576299850228e-10,8.040990936322602e-10,4.300425120735213e-09,0.0,0.0,2.1141165494142464e-09,3.543230554027196e-13,2.835722036041081e-10,8.185031211173619e-09,1.3422955052500963e-16,6.545998920459631e-25,2.9932791554680764e-17,1.4578775247167272e-10,1.2394474313994479e-11,1.434128398868938e-10,1.0438573931588829e-22,1.7821498560501247e-31,6.436806234051511e-20,1.8661806217267764e-20,1.370518393696827e-10,1.1832255887768105e-19,7.484639904988522e-17,1.7416491367374838e-21,1.7363560996731195e-27,9.566153734971737e-20,3.9122941224360175e-22,9.96666656095966e-24,2.6824050231853386e-19,1.3140602359225224e-26,5.969891899259915e-28,8.130170939077537e-27,3.76,0.0,0.5006124551836506,0.9999999880764252,9.455480282748067e-10,1.9960988143345737e-13,5.603810705361885e-09,8.9154791650303e-09,1.7205716666250837e-14,1.0526199885947434e-15,8.010736235059175e-12,4.5209341040388663e-10,2.2849756407494574e-10
5.340862863600003e-07,0.5297641375009432,1.079012091499781e-08,8.827267083727538e-10,8.567174626496834e-10,4.650619710175503e-09,0.0,0.0,2.2603716831365996e-09,3.9652361527750703e-13,2.9763989717271997e-10,8.59117015589198e-09,1.4287350578375377e-16,6.963651307731598e-25,3.088447110449067e-17,1.4578774994644603e-10,1.3018587653930484e-11,1.505223176612825e-10,1.133717831633301e-22,1.9550140044959605e-31,6.770967458799786e-20,1.8660629826157725e-20,1.3705183884762756e-10,1.3885841752082972e-19,7.910924536190504e-17,1.9186368306845523e-21,1.9259428193715396e-27,1.05452610366612e-19,4.5299719980121445e-22,1.1331529956488632e-23,2.851922968189065e-19,1.4514630505969093e-26,7.018961767578843e-28,9.58628494564856e-27,3.76,0.0,0.5006124542230599,0.9999999873878241,1.056854695619206e-09,2.200302399919554e-13,6.083283399983741e-09,9.343439995870284e-09,1.7367229874432115e-14,1.0608816816537048e-15,8.010736664832454e-12,4.737928400378718e-10,2.5995527531121817e-10
5.585474672880004e-07,0.5297641375771092,1.1079653842529408e-08,9.38547251352595e-10,9.09637587235399e-10,5.009741336274952e-09,0.0,0.0,2.4094098046801364e-09,4.4157048687082593e-13,3.117095281066969e-10,8.997309115466527e-09,1.5152825801055116e-16,7.373825323493451e-25,3.179189383059543e-17,1.4578775207239838e-10,1.3642998074241886e-11,1.5763182813003212e-10,1.225981506643568e-22,2.1333307416873736e-31,7.105107238447075e-20,1.8661267290516347e-20,1.3705183873881355e-10,1.6175728463147874e-19,8.337523903352444e-17,2.1041935052446842e-21,2.122861133971571e-27,1.1572473849860986e-19,5.209821110805917e-22,1.2808650253003482e-23,3.021993742279103e-19,1.5957474260545503e-26,8.180514777012868e-28,1.1209324890447784e-26,3.76,0.0,0.5006124532443332,0.9999999866914846,1.175088619294948e-09,2.414538481595106e-13,6.578265727258238e-09,9.771404095810937e-09,1.7508792726838533e-14,1.068122884641454e-15,8.01073688271383e-12,4.954922400834454e-10,2.940359306863042e-10
5.830086482160004e-07,0.5297641376530079,1.1355794546907154e-08,9.943116495472995e-10,9.627982670978815e-10,5.377376998205791e-09,0.0,0.0,2.561101885661688e-09,4.895157459198502e-13,3.2578125397993373e-10,9.403448092888084e-09,1.6018863823580347e-16,7.776004611811567e-25,3.2657281621495197e-17,1.457877529564429e-10,1.4267643399795862e-11,1.6474137141337125e-10,1.3205304787315232e-22,2.3168205542279343e-31,7.439238388814223e-20,1.8662636097602155e-20,1.3705183852776054e-10,1.871594162896909e-19,8.764393956854669e-17,2.2983204819455132e-21,2.326707939164331e-27,1.264781329947015e-19,5.954850903584018e-22,1.4401414546478916e-23,3.19257116309621e-19,1.7469130076723045e-26,9.459071328819223e-28,1.3008339886336893e-26,3.76,0.0,0.5006124522478484,0.9999999859875612,1.3002855290996247e-09,2.6388113356876404e-13,7.088298083767403e-09,1.0199371560466274e-08,1.7632884528141304e-14,1.074470409030522e-15,8.010737370956384e-12,5.171916105403071e-10,3.308216753915075e-10
6.074698291440004e-07,0.5297641377286517,1.1619162475895722e-08,1.04992159305301e-09,1.0161446321690474e-09,5.7531329449787255e-09,0.0,0.0,2.715324911694125e-09,5.404090066457862e-13,3.3985523702703145e-10,9.80958708955934e-09,1.688508802202368e-16,8.169774382608213e-25,3.3482924760172906e-17,1.4578775029331114e-10,1.489246442950489e-11,1.7185094756274551e-10,1.4172527711960984e-22,2.5052414222415467e-31,7.773394352941482e-20,1.866190970636658e-20,1.370518380020642e-10,2.152053419625966e-19,9.19157480695356e-17,2.501019162860669e-21,2.537114227758429e-27,1.3771295740375057e-19,6.768068020545849e-22,1.6113099459047143e-23,3.363672198170059e-19,1.904958612521832e-26,1.0858976268453428e-27,1.4992350920897146e-26,3.76,0.0,0.5006124512339756,0.9999999852761989,1.4324731224389747e-09,2.87312425549984e-13,7.612930242570267e-09,1.0627342493117945e-08,1.774164740628414e-14,1.0800338266329658e-15,8.010736861146767e-12,5.388909514081519e-10,3.7039220830979985e-10
6.319310100720004e-07,0.5297641378040524,1.187034835678221e-08,1.1052873770344532e-09,1.0696272063402584e-09,6.1366336692464006e-09,0.0,0.0,2.8719615680527555e-09,5.942975504303906e-13,3.539316438627615e-10,1.0215726094539537e-08,1.7751207465420925e-16,8.554354327599174e-25,3.42705200647514e-17,1.457877490475146e-10,1.5517404774842258e-11,1.7896055649596546e-10,1.51604202691124e-22,2.698367024551595e-31,8.107566269537666e-20,1.86598363149136e-20,1.3705183758373815e-10,2.4603566943345404e-19,9.619027157501154e-17,2.7122909679062453e-21,2.753734480458333e-27,1.494293269075122e-19,7.652475401527976e-22,1.7946872574691822e-23,3.5352898985584655e-19,2.0698822266812187e-26,1.2384409416919406e-27,1.7170364258231022e-26,3.76,0.0,0.5006124502030773,0.9999999845575362,1.5716722128116975e-09,3.1174796041962874e-13,8.151721884988761e-09,1.1055317004415112e-08,1.7836956235368255e-14,1.0849090442432705e-15,8.010739206997496e-12,5.605902626866708e-10,4.1282482488186797e-10
6.563921910000004e-07,0.5297641378792213,1.2109915833779136e-08,1.160327203683384e-09,1.1232009857162774e-09,6.527520892964005e-09,0.0,0.0,3.0308999227247052e-09,6.512264555269332e-13,3.6801064572884174e-10,1.0621865114538956e-08,1.8616950370855805e-16,8.929030485322452e-25,3.502135498075656e-17,1.4578775028300964e-10,1.614241071959764e-11,1.8607019819924665e-10,1.6167971781959292e-22,2.8959503394972855e-31,8.441709150551889e-20,1.86602183042392e-20,1.370518373717986e-10,2.7979084844465684e-19,1.0046594914272967e-16,2.932137390920614e-21,2.976213101572418e-27,1.6162731353152057e-19,8.611071302512987e-22,1.9905793954720212e-23,3.7073374096212516e-19,2.2416811742253845e-26,1.403937672751339e-27,1.9551341181247918e-26,3.76,0.0,0.5006124491555091,0.9999999838317032,1.7178978655189493e-09,3.3718788679790667e-13,8.704243111089606e-09,1.1483295212070728e-08,1.792048748488505e-14,1.089181825850141e-15,8.010734828477973e-12,5.822895443755485e-10,4.5819446169007047e-10
6.808533719280005e-07,0.5297641379541689,1.233840252396331e-08,1.214966749698262e-09,1.1768253745385874e-09,6.925452874778497e-09,0.0,0.0,3.1920332099998364e-09,7.112386856309068e-13,3.820924183924613e-10,1.1028004139274606e-08,1.9482088246597452e-16,9.293880736862725e-25,3.573727645139257e-17,1.457877502692904e-10,1.6767431113942166e-11,1.9317987274142153e-10,1.719422239600975e-22,3.0977620018052738e-31,8.775831765853124e-20,1.8662314853318714e-20,1.3705183705420295e-10,3.1661108955613356e-19,1.047422625026382e-16,3.1605601052294123e-21,3.2042099786784786e-27,1.7430695286538858e-19,9.646848612354503e-22,2.1992817934983228e-23,3.8797596672426996e-19,2.420352229997004e-26,1.582769972574748e-27,2.2144166098385682e-26,3.76,0.0,0.5006124480916174,0.9999999830988225,1.871159598689005e-09,3.636322692448655e-13,9.270074134504026e-09,1.1911277240625157e-08,1.799371500533713e-14,1.0929275473726613e-15,8.010736292330125e-12,6.039887964744652e-10,5.065737621842857e-10
7.053145528560005e-07,0.5297641380289058,1.2556321064042341e-08,1.2691387714133116e-09,1.2304641101996061e-09,7.330103767402914e-09,0.0,0.0,3.355259629779992e-09,7.743751720543411e-13,3.9617714173660557e-10,1.1434143185649021e-08,2.0346471556390173e-16,9.649105913675206e-25,3.64204541837378e-17,1.4578774844553983e-10,1.7392417262829072e-11,2.0028958013032606e-10,1.823826099373946e-22,3.3036234078431886e-31,9.109984991489503e-20,1.8661825659637604e-20,1.3705183658008487e-10,3.566363465685576e-19,1.0901997663470772e-16,3.397560943486785e-21,3.437437788745833e-27,1.8746824447291856e-19,1.0762794318798188e-21,2.4210794938409044e-23,4.0525837454201465e-19,2.60589157827531e-26,1.7753040066120624e-27,2.4957671887618856e-26,3.76,0.0,0.5006124470117419,0.9999999823590104,2.031461579827044e-09,3.910810916416086e-13,9.848805001669542e-09,1.2339263221224301e-08,1.8057907024638204e-14,1.0962110894260762e-15,8.01072593927357e-12,6.256880189830937e-10,5.580331389772316e-10
7.297757337840005e-07,0.5297641381034417,1.2764160156946022e-08,1.322782634154374e-09,1.2840847789964907e-09,7.741162885829523e-09,0.0,0.0,3.5204821188996092e-09,8.406749073142581e-13,4.102649996210787e-10,1.1840282193441554e-08,2.121001777256712e-16,9.994117852469194e-25,3.7072319353907985e-17,1.4578774776877514e-10,1.8017322812086807e-11,2.07399320308636e-10,1.9299222646325226e-22,3.5133712252351e-31,9.444167429708175e-20,1.8658868367044648e-20,1.3705183619293032e-10,4.0000626695710405e-19,1.1329910559610033e-16,3.6431417920166286e-21,3.675641768423924e-27,2.011111484491104e-19,1.196188896817364e-21,2.656247324245136e-23,4.2258347882300303e-19,2.7982948290271007e-26,1.981894801680021e-27,2.8000696646013206e-26,3.76,0.0,0.5006124459162142,0.9999999816123768,2.19880324795364e-09,4.195342610336289e-13,1.0440035713214261e-08,1.276725329138291e-08,1.811415884841975e-14,1.0990884572297352e-15,8.010759796775058e-12,6.473872119011028e-10,6.126408228681392e-10
7.542369147120005e-07,0.5297641381777861,1.2962386180613535e-08,1.375843758682514e-09,1.3376580603338006e-09,8.158333871554159e-09,0.0,0.0,3.687608090138426e-09,9.101750519887512e-13,4.243561799771846e-10,1.2246421312732648e-08,2.2072645761174554e-16,1.0328218571780236e-24,3.769360165659086e-17,1.4578774827774997e-10,1.864210362864732e-11,2.1450909327071642e-10,2.0376285816429153e-22,3.7267943673338155e-31,9.778314531404993e-20,1.86588989181089e-20,1.3705183589899135e-10,4.468600375133824e-19,1.175779766092571e-16,3.897304556569683e-21,3.918529595686059e-27,2.1523558586374482e-19,1.3247105963315399e-21,2.9050500689750695e-23,4.399438831262937e-19,2.997557162452163e-26,2.2028865338955055e-27,3.12820804162166e-26,3.76,0.0,0.5006124448053578,0.999999980859025,2.373180230438502e-09,4.489916120131021e-13,1.104337659759962e-08,1.3195247594724832e-08,1.8163448923643905e-14,1.1016097599303568e-15,8.010686709093281e-12,6.690863752281544e-10,6.704629060480045e-10
7.786980956400005e-07,0.5297641382519476,1.315144376079385e-08,1.4282731670613796e-09,1.3911574317473964e-09,8.581333972795811e-09,0.0,0.0,3.856549207037239e-09,9.829110268064793e-13,4.384508746461587e-10,1.2652560344893636e-08,2.2934255352300417e-16,1.0651966509750302e-24,3.8285814720041194e-17,1.457877478995297e-10,1.9266717687820884e-11,2.2161889904569092e-10,2.1468670249652727e-22,3.943695273866935e-31,1.0112428136382138e-19,1.8661762035623247e-20,1.3705183552914016e-10,4.973362258101873e-19,1.218558490876378e-16,4.160051301478367e-21,4.165810600963056e-27,2.2984144721837174e-19,1.4621410834003758e-21,3.167742649592487e-23,4.573320105854884e-19,3.2036733866561157e-26,2.438605478929161e-27,3.4810575717504424e-26,3.76,0.0,0.500612443679488,0.9999999800990528,2.55458477457576e-09,4.794529105007112e-13,1.165844823159131e-08,1.3623246280743192e-08,1.82066555886688e-14,1.103819856554578e-15,8.010706505395596e-12,6.907855089639039e-10,7.315634001069285e-10
8.031592765680006e-07,0.5297641383259349,1.3331757163240458e-08,1.4800271934198624e-09,1.4445592875573737e-09,9.009893531308584e-09,0.0,0.0,4.02722122393232e-09,1.0589165782234836e-12,4.5254927911062564e-10,1.3058699332278367e-08,2.3794784262970746e-16,1.0965858705350159e-24,3.885088373078608e-17,1.4578774676675375e-10,1.9891124987280927e-11,2.287287376194936e-10,2.257563540303873e-22,4.163941000189224e-31,1.0446559033150669e-19,1.8663164732780544e-20,1.3705183509271447e-10,5.515727990792758e-19,1.2613334022594015e-16,4.431384284625321e-21,4.417263671901066e-27,2.4492859516564373e-19,1.6087760828071044e-21,3.444570322662773e-23,4.747485887314844e-19,3.416637914772996e-26,2.6893625671725696e-27,3.859486383656269e-26,3.76,0.0,0.5006124425389119,0.9999999793325527,2.74300571460863e-09,5.109178564412357e-13,1.2284880985381678e-08,1.4051249504608858e-08,1.8244538394630684e-14,1.1057576072976129e-15,8.010775894079945e-12,7.124846131080011e-10,7.960043004057037e-10
8.276204574960006e-07,0.5297641383997561,1.3503731034403712e-08,1.5310671670153334e-09,1.4978427718871565e-09,9.443755441259645e-09,0.0,0.0,4.199543816829298e-09,1.1382238476279964e-12,4.666515924201529e-10,1.3464838446505632e-08,2.465422454752225e-16,1.1269556939659302e-24,3.9390142500053195e-17,1.4578774620099302e-10,2.0515287464758036e-11,2.358386089548622e-10,2.369647858899604e-22,4.387414807989537e-31,1.0780719921831783e-19,1.8662033276853094e-20,1.3705183469736865e-10,6.09707149886427e-19,1.3041075322714706e-16,4.7113058771908135e-21,4.672704968608758e-27,2.604968618534816e-19,1.7649104577561386e-21,3.735768874656019e-23,4.921970314479119e-19,3.63644481118411e-26,2.9554602352494835e-27,4.2643621428113156e-26,3.76,0.0,0.50061244138393,0.9999999785596119,2.9384287262881917e-09,5.433860866433821e-13,1.2922314859125654e-08,1.447925742697856e-08,1.8277744850749954e-14,1.1074561885063088e-15,8.010721214632072e-12,7.341836876600891e-10,8.638456389837853e-10
