Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051),CF2(42)
6.164892333950934e-07,0.6093445249653381,4.6022499945845325e-07,6.202571996919912e-08,5.8330499240295045e-08,5.370892809048025e-07,0.0,0.0,6.644284851080131e-08,5.303386238543119e-11,1.831280941647135e-08,5.459853446048861e-07,1.1358825244481823e-13,5.762105461279941e-20,6.06631777151426e-14,8.486091297667109e-09,4.358969897692421e-09,9.246152717748435e-09,1.7137928443715248e-18,7.650253331888967e-24,5.775958041253227e-16,1.0943074384237904e-16,8.378774306857191e-09,1.9142957708497743e-15,4.5756155023211314e-14,1.9010206433966295e-17,2.9969760883120837e-21,2.1072483348282705e-15,3.2818954593600105e-17,1.1532822924144238e-18,4.1172228580966883e-16,1.7547209626483925e-22,1.0675679761559351e-21,1.284202666392373e-22,3.76,0.0,0.5799913571605974,0.99974192513338,1.397744823718977e-07,2.495095698047981e-10,6.773555553706985e-07,5.952587073064012e-07,4.127983392824818e-15,1.7114841433553717e-15,4.18175534926247e-10,3.954159824988707e-08,2.064277054415573e-08,1.6284154407528624e-09,6.105638093678183e-15,1.9094651748799584e-16,3.911988747568788e-09,4.236892231791276e-10,8.034469844600592e-12,2.464625499554617e-10,0.0002573009855557999,3.8520921266040387e-16,5.6737262738628394e-11,2.1205843823126398e-16,7.721442521030975e-20,1.4793187937696732e-17,6.0769083558500056e-24,5.801994730680332e-18,2.505298060519694e-17,2.922427958698745e-14,2.5965243784989103e-14,5.122414274162012e-21,1.2424922312043354e-09,1.2846450712653971e-17,2.122264716898301e-12,1.5375300447757315e-13,1.137741033724584e-17,6.539528745289286e-20,7.935592834813235e-17
6.353306773024335e-07,0.6093445289908829,4.648465965514754e-07,6.379762946161614e-08,6.007897962626216e-08,5.617997988982617e-07,0.0,0.0,6.926101201642628e-08,5.702652106222767e-11,1.889317248595961e-08,5.637280297241962e-07,1.1760151248407224e-13,5.892923971938359e-20,6.135666433890097e-14,8.4860901666682e-09,4.49116654919692e-09,9.537476779306187e-09,1.8163646271871727e-18,8.269680792067472e-24,6.040823024526297e-16,1.0943084999354139e-16,8.378773204613025e-09,2.082386030990647e-15,4.7217429638261094e-14,2.1067387357252518e-17,3.1994361514805286e-21,2.240730938919089e-15,3.5966145243524923e-17,1.2438714063832585e-18,4.29312072806091e-16,1.8659326728620704e-22,1.1741181025854213e-21,1.4231345105307934e-22,3.76,0.0,0.579991300096611,0.9997418965470638,1.4920902391307092e-07,2.653011879937764e-10,7.129277666394758e-07,6.140249267359629e-07,4.1279826973851375e-15,1.711483854918944e-15,4.181757359785739e-10,4.022077422238133e-08,2.2456671875221636e-08,1.7226419685360254e-09,6.2229871813113356e-15,1.9422980165048741e-16,3.9935677374316304e-09,4.3282186505394055e-10,8.457945166136008e-12,2.5946323421957286e-10,0.00025730097819956954,4.078878495959912e-16,5.952878857658309e-11,2.247058921072968e-16,8.676390450439776e-20,1.553850567029113e-17,6.4140376932518955e-24,6.279007400018104e-18,2.803511177172669e-17,3.0762493016522905e-14,2.6413978698914904e-14,5.451362588929874e-21,1.273644231762092e-09,1.411757917674885e-17,2.2643902580263374e-12,1.680168460825615e-13,1.229113031030272e-17,7.143266954085914e-20,8.851831890795108e-17
6.541721212097736e-07,0.6093445330170872,4.692040773809674e-07,6.551994423264802e-08,6.179706464146778e-08,5.86728036506193e-07,0.0,0.0,7.20996558397151e-08,6.118407427635059e-11,1.947397095515689e-08,5.814946303256367e-07,1.2158605901118703e-13,6.017635594452318e-20,6.201045295764099e-14,8.486089035695318e-09,4.6229679054161826e-09,9.828817023581165e-09,1.9213292856101603e-18,8.914625038422044e-24,6.311876244861259e-16,1.0943092188253676e-16,8.37877209171726e-09,2.2594576288228778e-15,4.867483373730023e-14,2.3275450152407648e-17,3.406741426008948e-21,2.3782011735215812e-15,3.9303885312828686e-17,1.3380605343944711e-18,4.47077505747307e-16,1.9804320523102777e-22,1.286551744313332e-21,1.5716263082382638e-22,3.76,0.0,0.5799912424137496,0.9997418677744564,1.5891698627139695e-07,2.8156387023116977e-10,7.490235538190145e-07,6.328160893167525e-07,4.127982001210925e-15,1.7114835661670115e-15,4.181759285198458e-10,4.0878844894786536e-08,2.4363902159536453e-08,1.8185111669897495e-09,6.33668966868182e-15,1.9741105774002323e-16,4.072616745842186e-09,4.416717972720628e-10,8.887689245956774e-12,2.726824170321132e-10,0.00025730097079537575,4.310131597771595e-16,6.235035272043414e-11,2.3759384779352595e-16,9.713872250294782e-20,1.6292296053277197e-17,6.76410144533982e-24,6.7755983224830345e-18,3.1249566119939646e-17,3.231986289771401e-14,2.684877307204864e-14,5.787899893551321e-21,1.3038387702568005e-09,1.5465783520683626e-17,2.410234238754276e-12,1.8308499706462057e-13,1.3239639573698398e-17,7.775258861494982e-20,9.835516629306416e-17
6.730135651171138e-07,0.6093445370440225,4.733133478691947e-07,6.719282731819401e-08,6.348502094098618e-08,6.118615712569203e-07,0.0,0.0,7.495759034328002e-08,6.550756201531639e-11,2.0055226129948876e-08,5.992844068211167e-07,1.255425013033312e-13,6.136463689264013e-20,6.262693444568732e-14,8.4860879045974e-09,4.754370500695194e-09,1.0120173613671113e-08,2.028631643071014e-18,9.585099033773815e-24,6.589219268864565e-16,1.0943097147890233e-16,8.37877096856747e-09,2.445674425867139e-15,5.0128323664501e-14,2.5639457444959694e-17,3.618712178390414e-21,2.5196474291868575e-15,4.2837177128563283e-17,1.4358363117607651e-18,4.650134934993695e-16,2.0982081619165202e-22,1.404885758968966e-21,1.7299703319731737e-22,3.76,0.0,0.5799911841328766,0.9997418388189517,1.6889359444948773e-07,2.982961995446188e-10,7.856207807005096e-07,6.516314566870009e-07,4.127981304237108e-15,1.7114832770746396e-15,4.1817611280596144e-10,4.1516466130166454e-08,2.6365780373798242e-08,1.915954322375677e-09,6.446858865718331e-15,2.0049345635483905e-16,4.149213207056612e-09,4.502476434297859e-10,9.323437110975112e-12,2.8611337312097187e-10,0.0002573009633440967,4.545706512294993e-16,6.519996121282873e-11,2.507126027715407e-16,1.0837926255177961e-19,1.7054008472617127e-17,7.127439346444852e-24,7.29159728934058e-18,3.4704209939000654e-17,3.3895185634910744e-14,2.727006007376738e-14,6.131796153277005e-21,1.3331031725421863e-09,1.6892434345541593e-17,2.5596894632869336e-12,1.9897265712974117e-13,1.4222499147558283e-17,8.435293256395996e-20,1.0888676454936717e-16
6.918550090244539e-07,0.6093445410717531,4.7718933978072e-07,6.881659580454174e-08,6.5143197819914e-08,6.37188728397082e-07,0.0,0.0,7.783369749252538e-08,6.999795470369029e-11,2.0636959596556886e-08,6.170966417616442e-07,1.2947154106262089e-13,6.249634281261748e-20,6.320835335890532e-14,8.486086773219255e-09,4.8853711777041295e-09,1.0411546709673806e-08,2.138216756279898e-18,1.028111020019813e-23,6.872950547090143e-16,1.0943100660396465e-16,8.378769835542733e-09,2.6411951658269306e-15,5.157785929727469e-14,2.81643342232916e-17,3.835174904727804e-21,2.6650579944513827e-15,4.657096749549501e-17,1.5371832318728601e-18,4.831150439126622e-16,2.219250291699735e-22,1.5291271241503852e-21,1.8984566256238212e-22,3.76,0.0,0.5799911252740235,0.999741809683737,1.7913412219039086e-07,3.154967471414037e-10,8.226981980572717e-07,6.704703136392305e-07,4.127980606379383e-15,1.7114829876154184e-15,4.1817628908437725e-10,4.213427341236504e-08,2.846356847035888e-08,2.014905374805873e-09,6.55360456554684e-15,2.034800695757091e-16,4.223432437228871e-09,4.585577975563259e-10,9.764934395621537e-12,2.9974958854996025e-10,0.00025730095584654863,4.785463711431514e-16,6.80756919518124e-11,2.640528084771349e-16,1.2052622178165908e-19,1.7823112105009684e-17,7.504381586140974e-24,7.826821804833944e-18,3.8406682067417927e-17,3.5487300705266125e-14,2.7678259417762702e-14,6.482831503629831e-21,1.361464470597031e-09,1.839880856722511e-17,2.7126501681172105e-12,2.1569447580987623e-13,1.523925026538217e-17,9.123128101577292e-20,1.2013279374948187e-16
7.10696452931794e-07,0.6093445451003382,4.808460708727368e-07,7.039170188917059e-08,6.67720154176555e-08,6.626985351218991e-07,0.0,0.0,8.072692647270246e-08,7.465615739255607e-11,2.1219193209329874e-08,6.349306393434873e-07,1.3337395139189561e-13,6.35737399929949e-20,6.375681695172868e-14,8.486085641442576e-09,5.015967068205801e-09,1.0702936468609806e-08,2.2500299756953757e-18,1.1002661287262507e-23,7.163165510031126e-16,1.0943103232946159e-16,8.378768693007355e-09,2.84617366691059e-15,5.3023403831104707e-14,3.0854864115745206e-17,4.055962501482561e-21,2.8144210646870615e-15,5.0510147766100136e-17,1.642083834737255e-18,5.013772770797058e-16,2.343547971114581e-22,1.659273572229551e-21,2.0773731324727434e-22,3.76,0.0,0.5799910658564142,0.9997417803718033,1.896339040534292e-07,3.331640734749034e-10,8.602354157099123e-07,6.893319675915074e-07,4.12797990759247e-15,1.7114826977704821e-15,4.1817645759645514e-10,4.273288247891389e-08,3.065847367319828e-08,2.115300846206558e-09,6.6570331521997476e-15,2.0637387402538166e-16,4.2953476309093975e-09,4.666104220157113e-10,1.0211937008815335e-11,3.1358475413917346e-10,0.00025730094830350296,5.029268964423763e-16,7.097569236949771e-11,2.7760546727477673e-16,1.3362058069758613e-19,1.859909527911587e-17,7.895248710376794e-24,8.381079223768536e-18,4.236438960774919e-17,3.7095089269726136e-14,2.807377777962034e-14,6.84079630860348e-21,1.3889492869061044e-09,1.998609179087825e-17,2.8690122329303415e-12,2.332645653793302e-13,1.6289417425462865e-17,9.838494074413313e-20,1.321123173929087e-16
7.295378968391342e-07,0.609344549129831,4.842967013431155e-07,7.191871564277174e-08,6.837195416738705e-08,6.883806776113471e-07,0.0,0.0,8.36362895746553e-08,7.948301369447048e-11,2.1801949079031187e-08,6.527857248884836e-07,1.372505590002917e-13,6.459908385665308e-20,6.427430364216547e-14,8.486084509172943e-09,5.146155575003663e-09,1.0994343044371177e-08,2.3640170016182666e-18,1.1749751164200954e-23,7.459956661562969e-16,1.0943105204680587e-16,8.378767541310352e-09,3.06075901572644e-15,5.4464923577472385e-14,3.371568666319025e-17,4.2809143674575966e-21,2.967724750409046e-15,5.4659553946714605e-17,1.7505188815659854e-18,5.197954365158178e-16,2.471090978644421e-22,1.7953142177855274e-21,2.2670058184636733e-22,3.76,0.0,0.5799910058984906,0.9997417508859598,2.0038834575450097e-07,3.5129672924494543e-10,8.98212874675073e-07,7.082157480325438e-07,4.127979207854008e-15,1.7114824075257154e-15,4.1817661857704357e-10,4.3312889934405064e-08,3.295165070046011e-08,2.2170797667288807e-09,6.757247705312547e-15,2.0917775383359812e-16,4.365029872757006e-09,4.744134474851783e-10,1.0664210801785157e-11,3.2761275908831416e-10,0.0002573009407156886,5.27699322986883e-16,7.389817718328001e-11,2.9136192791877526e-16,1.477035751675256e-19,1.9381464856587708e-17,8.300351569349972e-24,8.954168692822726e-18,4.658450505395622e-17,3.871747282736784e-14,2.845700920152535e-14,7.205491163500138e-21,1.4155837484833703e-09,2.1655380851952472e-17,3.028673356973955e-12,2.51696514100738e-13,1.737251119229084e-17,1.0581097842126376e-19,1.4484378211194126e-16
7.483793407464743e-07,0.6093445531602802,4.875535867797998e-07,7.33983093507331e-08,6.994354537968403e-08,7.142254607181142e-07,0.0,0.0,8.656085833450086e-08,8.447930947782092e-11,2.238524956160496e-08,6.706612443049541e-07,1.4110222924596508e-13,6.557460497903635e-20,6.476267095642082e-14,8.486083376312035e-09,5.275934355005155e-09,1.1285766587692986e-08,2.480123936111609e-18,1.2522375541070454e-23,7.763413670075745e-16,1.0943106810029676e-16,8.378766380784153e-09,3.2850957614560046e-15,5.590238777401205e-14,3.675129550432303e-17,4.509876445912233e-21,3.124957085070699e-15,5.902396683683444e-17,1.862467516306537e-18,5.383648984212715e-16,2.6018693502500554e-22,1.9372301744630223e-21,2.46763879042829e-22,3.76,0.0,0.579990945417939,0.9997417212288446,2.1139293293341547e-07,3.6989325633566826e-10,9.366118194938484e-07,7.271210059473537e-07,4.127978507126645e-15,1.7114821168657041e-15,4.1817677225332393e-10,4.387487384484158e-08,3.534420391388533e-08,2.3201836000560862e-09,6.854348102210356e-15,2.118945035102008e-16,4.43254816231275e-09,4.819745747222169e-10,1.1121531237904863e-11,3.4182768479774925e-10,0.0002573009330837803,5.528512536299224e-16,7.684142621768152e-11,3.0531387971685826e-16,1.628166706817188e-19,2.0169745632278585e-17,8.719991308304974e-24,9.545882905892937e-18,5.1073964703285345e-17,4.035341191189834e-14,2.88283354844412e-14,7.576726841490296e-21,1.4413934256918871e-09,2.3407686493342165e-17,3.1915332044648807e-12,2.7100339972575353e-13,1.848803076424279e-17,1.135062508781964e-19,1.5834501945154227e-16
7.672207846538144e-07,0.6093445571917296,4.906283278179362e-07,7.483124331294974e-08,7.148736285147181e-08,7.402237701511087e-07,0.0,0.0,8.949975991228199e-08,8.964577633469873e-11,2.2969117247405515e-08,6.885565635362987e-07,1.4492985363839765e-13,6.650249755439613e-20,6.522366298193112e-14,8.486082242761428e-09,5.405301303334352e-09,1.1577207246144532e-08,2.5982973309550486e-18,1.3320527628826554e-23,8.073623457221958e-16,1.0943108209182095e-16,8.378765211745599e-09,3.5193241091907094e-15,5.733576840609556e-14,3.996603739289494e-17,4.7427012152974934e-21,3.2861060323761133e-15,6.360811219865578e-17,1.977907415006737e-18,5.570811792029897e-16,2.735873386685725e-22,2.0849951583973788e-21,2.679554409256965e-22,3.76,0.0,0.5799908844317153,0.9997416914029356,2.226432385073809e-07,3.8895218869456607e-10,9.754142708298908e-07,7.460471132308958e-07,4.1279778053640625e-15,1.711481825774578e-15,4.181769188451993e-10,4.441939431352002e-08,3.783718939577676e-08,2.4245561680929383e-09,6.948431117261413e-15,2.1452683072909511e-16,4.497969448917722e-09,4.893012777302369e-10,1.1583683065635761e-11,3.562237988816163e-10,0.0002573009254084151,5.783707853769917e-16,7.980378229474844e-11,3.194533456357245e-16,1.7900153875298378e-19,2.0963479753713282e-17,9.154459397389456e-24,1.0156009685552594e-17,5.583946822708486e-17,4.200190482912021e-14,2.918812656812843e-14,7.954324171325256e-21,1.4664032911112173e-09,2.524393615005785e-17,3.357493522450147e-12,2.9119780318195415e-13,1.963546632468941e-17,1.2146743302702558e-19,1.7263324950714548e-16
7.860622285611545e-07,0.6093445612242191,4.935318167105335e-07,7.621835298253131e-08,7.300401539333104e-08,7.663670369988355e-07,0.0,0.0,9.245217369468648e-08,9.498309483635271e-11,2.3553574950874806e-08,7.064710680052316e-07,1.4873433943144784e-13,6.738491011296026e-20,6.565891735746039e-14,8.486081108438693e-09,5.5342545384285615e-09,1.1868665164138363e-08,2.7184842318430202e-18,1.414419874654125e-23,8.390670284064092e-16,1.0943109506291243e-16,8.37876403449777e-09,3.763580111395408e-15,5.876504003919045e-14,4.33641119662143e-17,4.979247636953537e-21,3.451159493139888e-15,6.841666095404741e-17,2.0968149239037005e-18,5.759399414148092e-16,2.8730936601970488e-22,2.238576075555414e-21,2.9030333979604313e-22,3.76,0.0,0.5799908229560697,0.99974166141056,2.3413492876658044e-07,4.0847205315637664e-10,1.0146029984234818e-06,7.649934620980245e-07,4.127977102534102e-15,1.7114815342395666e-15,4.1817705856634626e-10,4.494699403901745e-08,4.0431616954277983e-08,2.5301435755426925e-09,7.039590518199598e-15,2.170773590256862e-16,4.56135867324375e-09,4.964008078511237e-10,1.2050459995622234e-11,3.70795549367115e-10,0.00025730091769019995,6.042464958840836e-16,8.278364919086335e-11,3.337726745836818e-16,1.9630003532419538e-19,2.176222615874323e-17,9.6040376961951e-24,1.0784333402702966e-17,6.088747927710065e-17,4.3661986434137756e-14,2.9536740899367355e-14,8.338113866410341e-21,1.4906376934878093e-09,2.716497681453943e-17,3.5264582343285307e-12,3.122918223796021e-13,2.0814301193196226e-17,1.296910435891698e-19,1.8772508620684218e-16
8.049036724684947e-07,0.6093445652577841,4.962742810136919e-07,7.756053732858294e-08,7.449414017524992e-08,7.926472044405567e-07,0.0,0.0,9.541732810726862e-08,1.0049189758996465e-10,2.4138645700652927e-08,7.244041620602471e-07,1.5251660097307328e-13,6.822393823736383e-20,6.606997183010224e-14,8.486079973275635e-09,5.6627923880551885e-09,1.2160140482955524e-08,2.8406322190342684e-18,1.4993378882908392e-23,8.714635834541397e-16,1.0943110767021323e-16,8.378762849330587e-09,4.017995856595578e-15,6.019017966137956e-14,4.694957218715375e-17,5.2193810673357786e-21,3.6201053117226904e-15,7.345422940626627e-17,2.2191651870960135e-18,5.949369982765489e-16,3.013521020543865e-22,2.3979335907548918e-21,3.1383549446945206e-22,3.76,0.0,0.5799907610065717,0.9997416312539057,2.458637683580125e-07,4.28451370215384e-10,1.054161494476961e-06,7.839594644966035e-07,4.127976398616608e-15,1.711481242250674e-15,4.1817719162440596e-10,4.545819885586578e-08,4.3128452058004385e-08,2.6368941348035023e-09,7.127917159354454e-15,2.1954863041054682e-16,4.6227788125981726e-09,5.032801984050909e-10,1.2521664382856102e-11,3.8553755907397795e-10,0.0002573009099296935,6.304674294809111e-16,8.577948965779176e-11,3.48264533050895e-16,2.1475418105088254e-19,2.2565560030494507e-17,1.0068998549042809e-23,1.143063624643319e-17,6.622422700913373e-17,4.533272694700437e-14,2.987452578877134e-14,8.727936327058425e-21,1.5141203424821523e-09,2.9171577957869815e-17,3.698333512058674e-12,3.3429708607857815e-13,2.202401379290035e-17,1.3817346877556984e-19,2.0363654404118106e-16
8.237451163758348e-07,0.6093445692924572,4.988653245692194e-07,7.885874832028198e-08,7.595839680589923e-08,8.190566965068834e-07,0.0,0.0,9.839449762292487e-08,1.0617277210924955e-10,2.4724352730105773e-08,7.423552684280589e-07,1.5627755254381375e-13,6.902161891595275e-20,6.645827040744241e-14,8.486078837207361e-09,5.790913376190598e-09,1.2451633340784893e-08,2.964689444645714e-18,1.5868057216182104e-23,9.045599296357457e-16,1.0943112034347825e-16,8.378761656520672e-09,4.282699654548309e-15,6.16111665354196e-14,5.0726325386709535e-17,5.462973141097454e-21,3.792931282069017e-15,7.872537948398505e-17,2.344932264570043e-18,6.140683169171513e-16,3.157146600111187e-22,2.5630226766816985e-21,3.3857968008446803e-22,3.76,0.0,0.579990698598135,0.9997416009350277,2.578256242832064e-07,4.4888865474938955e-10,1.094073947529564e-06,8.029445515276518e-07,4.127975693588759e-15,1.7114809497982811e-15,4.181773182205912e-10,4.5953518258461504e-08,4.592861770125374e-08,2.744758291491088e-09,7.213499071975056e-15,2.219431079021254e-16,4.682290928543163e-09,5.099462696820207e-10,1.2997106914615308e-11,4.004446201684896e-10,0.0002573009021274219,6.570230828586935e-16,8.878982350591911e-11,3.6292189624249817e-16,2.3440614333136167e-19,2.3373072269904558e-17,1.0549604907775922e-23,1.209469935514428e-17,7.185570841553865e-17,4.701323080556348e-14,3.020181775655714e-14,9.12364141184092e-21,1.53687430138722e-09,3.12644344854648e-17,3.873027829701819e-12,3.5722476776346266e-13,2.3264079448083393e-17,1.4691098406158278e-19,2.2038304606318074e-16
8.425865602831749e-07,0.6093445733282661,5.013139659504877e-07,8.011398144064002e-08,7.739746207350857e-08,8.455883887642644e-07,0.0,0.0,1.0138299995460336e-07,1.1202626351022588e-10,2.531071946825432e-08,7.60323827673825e-07,1.6001810247185697e-13,6.97799262371385e-20,6.682516913015741e-14,8.486077700171316e-09,5.918616210708033e-09,1.2743143872774487e-08,3.090604666769761e-18,1.676822259555282e-23,9.383637439431578e-16,1.094311333835076e-16,8.378760456331724e-09,4.557816217316998e-15,6.302798205972675e-14,5.469813483958562e-17,5.709901630266982e-21,3.9696251533715724e-15,8.423461900545181e-17,2.4740892412706243e-18,6.333300204742393e-16,3.3039618184073374e-22,2.7337931417106392e-21,3.6456353743229753e-22,3.76,0.0,0.5799906357450407,0.9997415704558583,2.700164690172723e-07,4.697824166983029e-10,1.134325216865207e-06,8.219481728743677e-07,4.127974987424774e-15,1.7114806568729375e-15,4.181774385498091e-10,4.643344590872328e-08,4.8832996201170335e-08,2.8536885508102034e-09,7.296421551847146e-15,2.2426317798090015e-16,4.739954216198448e-09,5.164056341989165e-10,1.3476606304706472e-11,4.1551168888675694e-10,0.00025730089428389164,6.839033905410402e-16,9.181322574776257e-11,3.7773803882216786e-16,2.55298219962961e-19,2.4184368984858946e-17,1.1046110478669246e-23,1.2776303819316984e-17,7.778769136773219e-17,4.8702635554324344e-14,3.051894286760369e-14,9.525088175991777e-21,1.558921986116278e-09,3.3444169708912177e-17,4.05045200059515e-12,3.810855994815393e-13,2.453397202430478e-17,1.55899774191599e-19,2.3797943299865296e-16
8.61428004190515e-07,0.609344577365237,5.036286745256756e-07,8.132726714612712e-08,7.881202528440303e-08,8.722355808067237e-07,0.0,0.0,1.0438219342107624e-07,1.180528770427e-10,2.589776953109113e-08,7.783092976705259e-07,1.637391483443844e-13,7.050076825694391e-20,6.717194148774596e-14,8.486076562112911e-09,6.045899771825533e-09,1.3034672211093123e-08,3.2183272805840304e-18,1.7693863986501446e-23,9.72882469198981e-16,1.0943114700080448e-16,8.378759249015521e-09,4.8434668357812985e-15,6.444060963773449e-14,5.886862180956921e-17,5.960050284098379e-21,4.150174635384658e-15,8.998640196079734e-17,2.606608327851735e-18,6.527183891692002e-16,3.4539583861360524e-22,2.910190135654853e-21,3.918145818236201e-22,3.76,0.0,0.5799905724609605,0.9997415398182138,2.8243238284512504e-07,4.911311617000925e-10,1.1749008074881278e-06,8.40969796241403e-07,4.127974280104297e-15,1.7114803634666716e-15,4.1817755280122915e-10,4.6898460127989744e-08,5.184243092832305e-08,2.9636394049682702e-09,7.376767244278596e-15,2.265111529672565e-16,4.795826054670342e-09,5.226647021480093e-10,1.3959988994437056e-11,4.307338804221512e-10,0.0002573008863995671,7.11098710250119e-16,9.484832479992151e-11,3.927065253810919e-16,2.774728243075094e-19,2.4999070994833912e-17,1.1558759890259645e-23,1.3475231565803453e-17,8.402571827741606e-17,5.0400110768283214e-14,3.0826217056118876e-14,9.932144590305435e-21,1.580285169176721e-09,3.5711338317981223e-17,4.2305192001764e-12,4.058898856030367e-13,2.5833165422394757e-17,1.6513595153706363e-19,2.5643997331834965e-16
8.802694480978552e-07,0.6093445814033923,5.058174042854645e-07,8.249966319330732e-08,8.020278413980004e-08,8.989919704435692e-07,0.0,0.0,1.0739147447511976e-07,1.242530804675239e-10,2.6485526713270107e-08,7.963111530789949e-07,1.6744157315162962e-13,7.118598489908627e-20,6.749978349888225e-14,8.48607542298585e-09,6.172763101267184e-09,1.3326218485001126e-08,3.3478073466166934e-18,1.864497088277161e-23,1.0081233214317887e-15,1.0943116133104454e-16,8.37875803481257e-09,5.1397695511980915e-15,6.584903455513037e-14,6.32412680052618e-17,6.213308653741318e-21,4.334567403407657e-15,9.598512881064455e-17,2.742460953709514e-18,6.72229860470868e-16,3.607128308631622e-22,3.0921546327925036e-21,4.2036021151043174e-22,3.76,0.0,0.5799905087589808,0.9997415090238021,2.9506955550374064e-07,5.129333916867158e-10,1.2157868456960947e-06,8.600089068059034e-07,4.127973571612939e-15,1.711480069573059e-15,4.1817766115846817e-10,4.7349024373641834e-08,5.4957727972230046e-08,3.074567261813544e-09,7.454616226458448e-15,2.286892733256208e-16,4.849962057891779e-09,5.28729686939003e-10,1.4447088860679954e-11,4.4610646397190646e-10,0.00025730087847488145,7.385998082691254e-16,9.789380074165884e-11,4.0782120073693445e-16,3.0097247185373985e-19,2.581681335164752e-17,1.208778887953746e-23,1.4191266133230392e-17,9.057511029133718e-17,5.2104857010621264e-14,3.1123946440239675e-14,1.0344687248755021e-20,1.6009849873870197e-09,3.8066429338610435e-17,4.4131449762924345e-12,4.3164751646705246e-13,2.7161134937074697e-17,1.746155729223105e-19,2.757783741345745e-16
8.991108920051953e-07,0.6093445854427519,5.078876255750848e-07,8.363224775853641e-08,8.157044109610177e-08,9.258516294771865e-07,0.0,0.0,1.1041027538396267e-07,1.306273062892011e-10,2.707401498015533e-08,8.143288848399142e-07,1.7112624221740535e-13,7.183734671319448e-20,6.780981847724261e-14,8.486074282748056e-09,6.2992053920931385e-09,1.361778282092868e-08,3.478995616325093e-18,1.9621533687330815e-23,1.0440932970210149e-15,1.0943117645452004e-16,8.378756813952383e-09,5.446839321504179e-15,6.72532438645095e-14,6.78194183905446e-17,6.46957190542759e-21,4.5227911029588485e-15,1.0223514679930193e-16,2.8816178528660595e-18,6.918610284561757e-16,3.763463888711636e-22,3.2796238917357083e-21,4.502277156823297e-22,3.76,0.0,0.579990444651623,0.9997414780742295,3.079242872123021e-07,5.351876054425172e-10,1.2569700552754927e-06,8.790650066816584e-07,4.127972861936962e-15,1.711479775186308e-15,4.181777637995042e-10,4.77855877009258e-08,5.817965774343131e-08,3.1864303748551953e-09,7.530046087228369e-15,2.3079970989707434e-16,4.9024161252204094e-09,5.346066107472619e-10,1.4937746931327864e-11,4.616248579379463e-10,0.00025730087051025933,7.663978448842503e-16,1.00948383628338e-10,4.230761801482445e-16,3.258397680691325e-19,2.6637244875502496e-17,1.263342449365244e-23,1.492419334770109e-17,9.744097194049902e-17,5.381610482321992e-14,3.1412427626877476e-14,1.0762601062567028e-20,1.6210419522119869e-09,4.050986906436306e-17,4.5982472486569044e-12,4.583679818810269e-13,2.851735849039183e-17,1.843346550260371e-19,2.960077927972507e-16
9.179523359125354e-07,0.6093445894833338,5.098463548619771e-07,8.472611328250305e-08,8.291570015960817e-08,9.528089809715649e-07,0.0,0.0,1.1343806205248806e-07,1.37175953852824e-10,2.7663258460214967e-08,8.323619996785419e-07,1.747940007917557e-13,7.245655432687269e-20,6.810310150267739e-14,8.486073141360398e-09,6.425225979156576e-09,1.3909365342560326e-08,3.6118435551383295e-18,2.0623544064188237e-23,1.0807991796186142e-15,1.0943119241976388e-16,8.378755586653808e-09,5.764788182127243e-15,6.865322627699329e-14,7.260628429831526e-17,6.7287406253422135e-21,4.714833354158787e-15,1.0874075028095937e-16,3.0240491432316644e-18,7.116086424690165e-16,3.922957729198113e-22,3.472531891938083e-21,4.814442820578979e-22,3.76,0.0,0.5799903801508676,0.9997414469710071,3.209929891637207e-07,5.578922991274291e-10,1.2984377343362166e-06,8.981376143971238e-07,4.127972151062262e-15,1.7114794803010574e-15,4.181778608968779e-10,4.8208585210438886e-08,6.15089565137724e-08,3.2991887747854183e-09,7.603132004362487e-15,2.328445660625138e-16,4.953240491405987e-09,5.403013100149718e-10,1.5431811108358018e-11,4.772846252771441e-10,0.0002573008625060882,7.944843599714654e-16,1.0401085185799247e-10,4.3846583951153887e-16,3.521173974394269e-19,2.7460027704854267e-17,1.319588530436524e-23,1.5673801907441908e-17,1.0462819617135132e-16,5.5533113748958206e-14,3.169194800710763e-14,1.1185778943036025e-20,1.6404759618851606e-09,4.304202395055657e-17,4.785746298948568e-12,4.860603844460629e-13,2.990131774939048e-17,1.9428918846080873e-19,3.171408490768533e-16
