Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39)
3.2882608000000005e-10,0.5617327946872336,1.111354316619977e-14,1.6213737739794002e-16,2.6721765385074746e-16,2.4892569631032082e-12,0.0,0.0,2.4008760134301083e-12,5.686305099505715e-19,3.1941082439584934e-16,1.7692776610065812e-15,2.153739582030591e-24,4.985707002906512e-35,2.816521171004096e-21,7.324994293971829e-13,2.0725995416624955e-17,1.6157360991434015e-16,2.0635286992766402e-32,3.2908140551818635e-46,1.948252104931509e-28,1.0691052038514614e-27,3.6613419843581394e-11,4.28517696874142e-31,4.137923525245444e-25,2.1142337092261682e-33,2.086391671172127e-40,1.9043762567494986e-30,2.9646273407874345e-37,5.397184348632131e-36,2.0661489039225075e-29,1.4523506224243837e-40,4.543215025916657e-44,7.005734283627811e-44,3.76,0.0,0.5015556552912893,0.9999999999975896,5.266244723212182e-17,1.922025887332308e-22,2.4011185673967935e-12,3.7355652469999764e-11,3.958470637775341e-21,5.822335270668589e-20,7.462143737334686e-15,2.4890698990343417e-12
3.8191024000000006e-10,0.5617327946879206,1.740526925620501e-14,2.513603178164625e-16,4.1428611947325606e-16,2.891184165491029e-12,0.0,0.0,2.7884627606226453e-12,7.669473288547219e-19,4.951170808187855e-16,3.006853699075481e-15,3.4116087898332395e-24,7.759688096379552e-35,3.788888320948764e-21,9.838645803752608e-13,3.2127305711021944e-17,2.5045442526061445e-16,4.196258668683566e-32,7.549004675688281e-46,3.982264209891178e-28,2.184565582944219e-27,4.238722410177676e-11,8.717151581114232e-31,7.3278749684656695e-25,4.950225545686318e-33,4.890841057012234e-40,3.926125397069153e-30,7.986182648917439e-37,1.2640473829057327e-35,3.7768039872341266e-29,3.909894402762329e-40,1.1949411296402458e-43,1.9249073349655887e-43,3.76,0.0,0.5015556552844693,0.9999999999971967,8.166524251843979e-17,3.404614521124335e-22,2.7887533286735746e-12,4.33861760604511e-11,6.6211883746920476e-21,8.961287138498103e-20,1.1302725420651244e-14,2.8908938199505618e-12
4.8807856e-10,0.5617327946892945,3.6439550675418914e-14,5.148700053035991e-16,8.484964100004582e-16,3.6951376794895545e-12,0.0,0.0,3.5636372871249633e-12,1.2524533983820546e-18,1.0136741423396784e-15,7.160259328942341e-15,7.278209027779453e-24,1.6082897804314275e-34,6.155592470591462e-21,1.5935698605132248e-12,6.577579329788765e-17,5.127659433432923e-16,1.3509061336807346e-31,2.9864952776666564e-45,1.2869031722707595e-27,7.055056136429469e-27,5.382276435452861e-11,2.8084242101382198e-30,1.8668590627943006e-24,2.0273766409034658e-32,2.0083173901920855e-39,1.299600323689996e-29,4.1947791773348444e-36,5.180140293882681e-35,1.021217391396092e-28,2.0507737315244884e-39,6.0243860693165905e-43,1.0551936837254504e-42,3.76,0.0,0.5015556552708293,0.9999999999964058,1.6733109265510342e-16,8.678083411324227e-22,3.5640360932911343e-12,5.5447223241581865e-11,1.5469181643248028e-20,1.8094804826403198e-19,2.2136347882329846e-14,3.694541661766732e-12
5.9424688e-10,0.5617327946906687,6.629323259779681e-14,9.165408944160612e-16,1.5100565993872893e-15,4.499252715056012e-12,0.0,0.0,4.3388138695006836e-12,1.8564559403280624e-18,1.803332650190479e-15,1.4393478195197813e-14,1.3464210858858435e-23,2.9123755964218483e-34,9.07727497023617e-21,2.3427848478054476e-12,1.1701592906586873e-16,9.122138339770829e-16,3.441956898074749e-31,8.967268335868066e-45,3.2922742264291024e-27,1.8038225624553233e-26,6.51105338049841e-11,7.160351649014826e-30,3.965589818434895e-24,6.185997316778716e-32,6.141951507978788e-39,3.395130119728843e-29,1.5219407086719846e-35,1.5814196587632313e-34,2.289142560825176e-28,7.431803173457434e-39,2.1379317504259355e-42,3.952388796903468e-42,3.76,0.0,0.5015556552571894,0.9999999999956066,2.979196547106014e-16,1.8443049599148615e-21,4.3393411521217666e-12,6.750827042334458e-11,3.081552822426353e-20,3.175649334453091e-19,3.7725370627089756e-14,4.4981895035612096e-12
7.004152000000001e-10,0.5617327946920434,1.0979521363476697e-13,1.486517410632453e-15,2.4483208990475248e-15,5.3035653825680705e-12,0.0,0.0,5.1139934929143835e-12,2.5789550410879307e-18,2.9226440502175404e-15,2.5865907496238196e-14,2.266709287054795e-23,4.838028770478823e-34,1.254455718724923e-20,3.2276960585329317e-12,1.8964726393664218e-16,1.4784162856325108e-15,7.559113987539163e-31,2.2854878657000315e-44,7.246956443182e-27,3.968201658406133e-26,7.625256173757195e-11,1.5735780008838922e-29,7.482127036344316e-24,1.5812922152179187e-31,1.5737459076620092e-38,7.639399749661163e-29,4.516890378780192e-35,4.044666967580417e-34,4.545020742812822e-28,2.2030479311220464e-38,6.239209910315676e-42,1.2104672113420517e-41,3.76,0.0,0.5015556552435494,0.9999999999947975,4.832235242334825e-16,3.481469583977993e-21,5.1146746293952625e-12,7.95693176062461e-11,5.522682643794635e-20,5.077083411006795e-19,5.860261605376759e-14,5.301837345333995e-12
8.065835200000001e-10,0.5617327946934187,1.697952222796688e-13,2.2536554156141515e-15,3.710406927021647e-15,6.10811069670178e-12,0.0,0.0,5.889177301207745e-12,3.4199510478004553e-18,4.4273461388528475e-15,4.2839015526274257e-14,3.56432691498262e-23,7.575852538216287e-34,1.654838253100473e-20,4.244642983026175e-12,2.872868611040986e-16,2.2395682065884686e-15,1.4951036949181928e-30,5.21831488677355e-44,1.433625261119932e-26,7.84512010827308e-26,8.725081020114093e-11,3.11451112535342e-29,1.296261961282892e-23,3.5761675248808117e-31,3.567937739709762e-38,1.5478623382120911e-28,1.1687566550475184e-34,9.152302999666316e-34,8.275447579364262e-28,5.692930702530101e-38,1.5967430567205239e-41,3.234868502810563e-41,3.76,0.0,0.5015556552299094,0.9999999999939765,7.32607428329901e-16,6.034598727588914e-21,5.890043046260685e-12,9.163036479092175e-11,9.163512043115047e-20,7.585802352898139e-19,8.511751717469491e-14,6.105485187085086e-12
9.127518400000001e-10,0.5617327946947948,2.4909367291207603e-13,3.245274731434533e-15,5.340794443830248e-15,6.912922268857358e-12,0.0,0.0,6.664366560910079e-12,4.3794445257612064e-18,6.369889071526686e-15,6.661966552265909e-14,5.319590274653724e-23,1.137395369729305e-33,2.108010332432463e-20,5.390150994662104e-12,4.1333853776982124e-16,3.2222014566749863e-15,2.7287054005684652e-30,1.0968695832707585e-43,2.61354985487264e-26,1.4292416965815304e-25,9.810715554359339e-11,5.688403967555322e-29,2.103417897313573e-23,7.357239469137616e-31,7.359099712442303e-38,2.893271307490799e-28,2.7148194852101777e-34,1.8839721678061724e-33,1.4098675072554452e-27,1.3204236427465793e-37,3.6886308647811884e-41,7.76255328676622e-41,3.76,0.0,0.5015556552162692,0.9999999999931423,1.0549260713990374e-15,9.797287666046982e-21,6.665453252495236e-12,1.0369141197812735e-10,1.4324735950161008e-19,1.0763641981460675e-18,1.1747909471972175e-13,6.909133028814484e-12
9.999999999999999e-10,0.5617327946961718,3.3064685139590864e-13,4.2467847429734075e-15,6.986476372170884e-15,7.574531552786553e-12,0.0,0.0,7.301415090454125e-12,5.256651204396895e-18,8.329444796387279e-15,9.219006597544542e-14,7.164541340717079e-23,1.5520154271644665e-33,2.519347612104099e-20,6.425389152354514e-12,5.40494891651196e-16,4.213440621104644e-15,4.2623534095911e-30,1.9271275100815527e-43,4.076730533549014e-26,2.228107910871121e-25,1.069238640437346e-10,8.891089137093827e-29,3.010033688414959e-23,1.257715009144875e-30,1.2607708805308319e-37,4.608613932234175e-28,5.090437736910285e-34,3.222184220745163e-33,2.0986407447818197e-27,2.4724293910738987e-37,6.911955771494386e-41,1.4961156617471972e-40,3.76,0.0,0.5015556552050598,0.9999999999924457,1.3804101965529305e-15,1.402625604852823e-20,7.302714681547016e-12,1.1360307088940198e-10,1.9945761999568437e-19,1.3914529068325008e-18,1.485426167957408e-13,7.569563517656512e-12
1.0189201600000001e-09,0.5617327946961718,3.50444178498513e-13,4.487701378397378e-15,7.382221547219914e-15,7.718032929518453e-12,0.0,0.0,7.439562645765323e-12,5.457436239743424e-18,8.800506560870342e-15,9.853200298510611e-14,7.617814936413879e-23,1.6564539378269927e-33,2.6131325034182663e-20,6.6608646258007e-12,5.710623744243578e-16,4.451726711630211e-15,4.671588843026893e-30,2.165917266154714e-43,4.4666562909023565e-26,2.4409086411861854e-25,1.0882342249403772e-10,9.74607618647414e-29,3.2401053242837026e-23,1.4042226376604785e-30,1.4082908428549933e-37,5.0722702322906535e-28,5.790924073832013e-34,3.5978967265718974e-33,2.2782120800953378e-27,2.8118067794176824e-37,7.864435270435107e-41,1.7117377426464026e-40,3.76,0.0,0.501555655202629,0.9999999999922932,1.458699066121154e-15,1.509980313620449e-20,7.440912495182073e-12,1.1575245916873955e-10,2.1350332527668125e-19,1.4664928612975967e-18,1.5581502893263806e-13,7.712780870522189e-12
1.1250884800000001e-09,0.5617327946975497,4.765886068378243e-13,6.0069381742906335e-15,9.876808466866799e-15,8.523475440274679e-12,0.0,0.0,8.214767018251775e-12,6.653927128903176e-18,1.1768581845362297e-14,1.3991335718529424e-13,1.0549066931228341e-22,2.357478516726861e-33,3.1693715103651373e-20,8.053464765985513e-12,7.63663336135898e-16,5.953124436634497e-15,7.583629843470208e-30,4.045922713193123e-43,7.235960772220434e-26,3.951407600270295e-25,1.1940142534033303e-10,1.5833595909582578e-28,4.7831829557474866e-23,2.513854213948363e-30,2.5277889044811287e-37,8.426748942483096e-28,1.1455433133446474e-33,6.444731369912957e-33,3.5228412206701504e-27,5.5526219771447175e-37,1.5580828343288818e-40,3.495778363761629e-40,3.76,0.0,0.5015556551889888,0.9999999999914277,1.952330767905594e-15,2.2303082610558996e-20,8.216428420754488e-12,1.278135063637364e-10,3.060299181590319e-19,1.933979751267988e-18,2.0021523645369398e-13,8.516428712208199e-12
1.2312568000000002e-09,0.5617327946989287,6.302709054555812e-13,7.828863379501928e-15,1.2866385264714814e-14,9.329282723230802e-12,0.0,0.0,8.98998123111783e-12,7.968918335092837e-18,1.532303948099583e-14,1.9211687424484946e-13,1.4208430335944406e-22,3.295358536393125e-33,3.775894524374163e-20,9.564643812729448e-12,9.94316695160425e-16,7.751143073690378e-15,1.1774195821465006e-29,7.209269795352292e-43,1.1208115640229146e-25,6.116074822480669e-25,1.2984298083949635e-10,2.4602054636914675e-28,6.815985600586747e-23,4.263631990357694e-30,4.298532314644675e-37,1.3379797019614186e-27,2.1271322803683098e-33,1.0936937725035114e-32,5.248541058490336e-27,1.0292862550046311e-36,2.898149472778353e-40,6.6929698217547e-40,3.76,0.0,0.5015556551753485,0.9999999999905442,2.544174959130263e-15,3.179900662257513e-20,8.992009102748717e-12,1.3987455356419786e-10,4.246359420022619e-19,2.4835037169953813e-18,2.5074056056809153e-13,9.320076553872518e-12
1.4435934400000002e-09,0.5617327947016914,1.031015259334689e-12,1.248086177679102e-14,2.0491658596151748e-14,1.0942121172959503e-11,0.0,0.0,1.0540445894979311e-11,1.0954407676281423e-17,2.4378746877238638e-14,3.3442719857751003e-13,2.4118175194682158e-22,6.189145078503638e-33,5.136546254253595e-20,1.2929914167155086e-11,1.581959567016832e-15,1.2331963178835056e-14,2.5539087536719543e-29,2.076041687459408e-42,2.4182618516134626e-25,1.3176460789806984e-24,1.5032385627165124e-10,5.344849628523532e-28,1.2721946246939825e-22,1.0821256572655177e-29,1.0969319892170412e-36,3.0315440987631743e-27,6.371631156724415e-33,2.779175599399892e-32,1.0656216178931792e-26,3.071641638969782e-36,8.716928514929529e-40,2.133549686781491e-39,3.76,0.0,0.5015556551480678,0.9999999999887185,4.054738167696756e-15,5.941782421987244e-20,1.0543399238214487e-11,1.639966479864443e-10,7.56254215070601e-19,3.8445244139914256e-18,3.7015296750391904e-13,1.0927372237136068e-11
1.6346964160000002e-09,0.5617327947041829,1.5125958237268772e-12,1.795042527632003e-14,2.94450492577854e-14,1.239524686305415e-11,0.0,0.0,1.1935915274507586e-11,1.4046636141344173e-17,3.499634004040294e-14,5.131339708553175e-13,3.6585117854022184e-22,1.0518741972557192e-32,6.525042691751876e-20,1.6332433186474666e-11,2.2709657264418014e-15,1.7702861698175774e-14,4.664890227012654e-29,4.868814641693199e-42,4.394538635595181e-25,2.391266784774021e-24,1.6830767929504537e-10,9.776733179466099e-28,2.069551228217531e-22,2.2314495046923486e-29,2.272906764555922e-36,5.7469314606593394e-27,1.492670140850708e-32,5.737072753704849e-32,1.859516051130698e-26,7.172617916664349e-36,2.0486248741099547e-39,5.2602778862848155e-39,3.76,0.0,0.5015556551235149,0.9999999999870001,5.8297753415985106e-15,9.675440973332165e-20,1.1939961641753652e-11,1.8570653299837653e-10,1.1856445666861116e-18,5.3864751990312e-18,4.983096438330956e-13,1.2373938351999073e-11
1.8257993920000001e-09,0.5617327947066805,2.124140506562169e-12,2.4776946752203035e-14,4.060513405937093e-14,1.3850051917117073e-11,0.0,0.0,1.3331444856195878e-11,1.75228358646717e-17,4.8211951544218105e-14,7.478408246691351e-13,5.311637641996865e-22,1.7354069559856875e-32,8.064154372162083e-20,2.0070799360265715e-11,3.12857639768618e-15,2.438796526854317e-14,7.954602598974203e-29,1.063684864061047e-41,7.454032049020702e-25,4.0506471469823424e-24,1.8587648747499043e-10,1.669537095881477e-27,3.187177783846693e-22,4.234589902635018e-29,4.3339502488366175e-36,1.0152947748925006e-26,3.171248354563838e-32,1.0898793340055484e-31,3.0579006594986445e-26,1.519002697876763e-35,4.3648242965628593e-39,1.1727816301361007e-38,3.76,0.0,0.5015556550989613,0.9999999999852026,8.043868636143528e-15,1.4915336169486448e-19,1.3336878766341068e-11,2.074164180500426e-10,1.766000919001579e-18,7.24476639658045e-18,6.455526554851088e-13,1.382050446679178e-11
2.016902368e-09,0.5617327947091849,2.8798875950495603e-12,3.309152966395885e-14,5.417983835079568e-14,1.5306717485696685e-11,0.0,0.0,1.4727046720933723e-11,2.138302379674211e-17,6.42633911677654e-14,1.046056955580239e-12,7.443658088845412e-22,2.7857735002794424e-32,9.749529099409094e-20,2.4128068291601918e-11,4.170229224968138e-15,3.250756979143483e-14,1.2838519681589845e-28,2.193043607744307e-41,1.1966126496599761e-24,6.493874152604155e-24,2.0303997858914215e-10,2.6984954972656585e-27,4.697637388779696e-22,7.520323110676989e-29,7.733526580299647e-36,1.6950643631706918e-26,6.233365720109313e-32,1.9376130273426248e-31,4.79352683216648e-26,2.976364419708573e-35,8.601271590747619e-39,2.4133517369849155e-38,3.76,0.0,0.5015556550744076,0.9999999999833186,1.0738865350603492e-14,2.20059048483506e-19,1.4734212486175604e-11,2.291263031517361e-10,2.5241920387249704e-18,9.430917588840564e-18,8.112458513340817e-13,1.5267070581514205e-11
2.2080053440000002e-09,0.561732794711697,3.793434777117949e-12,4.3020187104902244e-14,7.036782075187015e-14,1.6765421992853306e-11,0.0,0.0,1.6122733644254405e-11,2.5627220326112724e-17,8.337622051837145e-14,1.4150072006595936e-12,1.0131315159940455e-21,4.3576866055807307e-32,1.1576958100338523e-19,2.8487903097391668e-11,5.410567842057278e-15,4.2175775452475753e-14,1.9809915490276003e-28,4.3056954960785977e-41,1.8363902192486393e-24,9.952447559463592e-24,2.198076161317255e-10,4.1698803112320055e-27,6.679454079287452e-22,1.2652745660224339e-28,1.3073538737901593e-35,2.701761912254625e-26,1.1503189570433599e-31,3.2634739887798717e-31,7.223602957724676e-26,5.475537674603547e-35,1.5910599979128133e-38,4.65344833668067e-38,3.76,0.0,0.5015556550498532,0.9999999999813415,1.3954841060687004e-14,3.1320936199683645e-19,1.61320285581663e-11,2.508361883147977e-10,3.4876334423052815e-18,1.1953230311389676e-17,9.946834496604893e-13,1.6713636696166333e-11
2.3991083200000004e-09,0.5617327947142176,4.877749454913267e-12,5.468417996404071e-14,8.93590758329756e-14,1.8226341366671425e-11,0.0,0.0,1.7518519046800295e-11,3.025544944421945e-17,1.0576453326551471e-13,1.8616197253373166e-12,1.3455393707716427e-21,6.651025965827265e-32,1.354237243300616e-19,3.313453431605036e-11,6.8634924633879795e-15,5.3500881401421747e-14,2.9442465996221412e-28,8.100226937435933e-41,2.7144760451476935e-24,1.469137575991225e-23,2.3618864563031276e-10,6.206617322104325e-27,9.21673659107307e-22,2.0351602058108555e-28,2.1128907971471526e-35,4.142693268731836e-26,2.0144932033910594e-31,5.254856138254282e-31,1.0531159470856555e-25,9.559215052738995e-35,2.7927432674027783e-38,8.500279915412976e-38,3.76,0.0,0.5015556550252985,0.9999999999792646,1.7730216231364235e-14,4.326195090994504e-19,1.7530396436291188e-11,2.725460735515612e-10,4.6840410487626695e-18,1.4817265902798458e-17,1.1951249010779707e-12,1.8160202810748158e-11
2.5902112960000005e-09,0.5617327947167471,6.145173529267124e-12,6.820014596993611e-14,1.1133518616030396e-13,1.9689649048092875e-11,0.0,0.0,1.8914416953504177e-11,3.5267738917856435e-17,1.3163130929087485e-13,2.3925203981577757e-12,1.7500499486883945e-21,9.917865327421883e-32,1.56418453416082e-19,3.805274545691273e-11,8.542182831464016e-15,6.658556489818482e-14,4.239257195662885e-28,1.4669696021004977e-40,3.8870617250154555e-24,2.100902676527891e-23,2.5219209830463205e-10,8.949859757023675e-27,1.2398849828114037e-21,3.1513165743561566e-28,3.2873482192554306e-35,6.146623361913945e-26,3.3751555316556846e-31,8.145606991791198e-31,1.4926417545332302e-25,1.5966012577830729e-34,4.6897798285799894e-38,1.4831960532403933e-37,3.76,0.0,0.5015556550007431,0.9999999999770817,2.2101804511086293e-14,5.825680127498793e-19,1.8929389086043817e-11,2.942559588753073e-10,6.141223428268072e-18,1.8026188300647097e-17,1.411810749146109e-12,1.9606768925259698e-11
2.9724172480000004e-09,0.5617327947218361,9.27565321654281e-12,1.0123228647700331e-13,1.64927950931257e-13,2.262411057390059e-11,0.0,0.0,2.1706609105818242e-11,4.644463013339956e-17,1.945590500061326e-13,3.732169266745054e-12,2.8109645390022983e-21,2.0697701604335847e-31,2.0227992237752886e-19,4.8645711378547634e-11,1.2626136027170167e-14,9.841750256328265e-14,8.129702268923562e-28,4.391691674716615e-40,7.372343855007976e-24,3.973650219921869e-23,2.831013469351342e-10,1.7215434784057768e-26,2.107884093471515e-21,6.885564244984601e-28,7.25311957712138e-35,1.248032720693319e-25,8.519288721414819e-31,1.7837335579377547e-30,2.7966642895459775e-25,4.003936060180795e-34,1.1896642497671873e-37,4.0520687514066795e-37,3.76,0.0,0.5015556549516299,0.9999999999723747,3.2773168483244364e-14,9.924053288688615e-19,2.1729556680795107e-11,3.376757298412424e-10,9.94827046236382e-18,2.548160968583801e-17,1.8908629426399613e-12,2.2499901154071867e-11
3.3546232000000003e-09,0.5617327947269692,1.3271436670701901e-11,1.4296162220592428e-13,2.324391795906447e-13,2.5570144287610403e-11,0.0,0.0,2.44994329918453e-11,5.915819746789453e-17,2.7357327598424177e-13,5.480891356609603e-12,4.270409878238798e-21,4.002685936023488e-31,2.530691803954256e-19,6.015563690050347e-11,1.7754250903168682e-14,1.3838677549376827e-13,1.4347736016360716e-27,1.1662476878629866e-39,1.2867873897610501e-23,6.916350190551869e-23,3.1260344318277154e-10,3.0476535079237373e-26,3.352775256532858e-21,1.3614983300377622e-27,1.448260751266356e-34,2.3229525879327606e-25,1.9125944219739222e-30,3.534855021877053e-30,4.8615026407133155e-25,8.930869565053641e-34,2.684510325804865e-37,9.78589852147054e-37,3.76,0.0,0.5015556549025135,0.9999999999671775,4.623296616452601e-14,1.5817144405617042e-18,2.4533178478967254e-11,3.8109550133606256e-10,1.5126980828061826e-17,3.430734042693348e-17,2.425764316903763e-12,2.5393033382602827e-11
3.736829152e-09,0.561732794732151,1.8209775053242098e-11,1.9416695490386781e-13,3.1504245914333495e-13,2.852904875779563e-11,0.0,0.0,2.729301896543819e-11,7.340881390759859e-17,3.6993121621493817e-13,7.68086058374529e-12,6.2077699859013764e-21,7.250763679779377e-31,3.0852532311754336e-19,7.247932244785709e-11,2.400819810211488e-14,1.871293527048146e-13,2.3726323925721644e-27,2.7996498395896192e-39,2.1045367149230815e-23,1.12798072383843e-22,3.407632759199684e-10,5.0555713589511007e-26,5.061918050061837e-21,2.489102817786676e-27,2.6737608550599076e-34,4.0369051342719153e-25,3.915327933183244e-30,6.476840651221833e-30,7.964660505026062e-25,1.816572436654222e-33,5.5236783938842624e-37,2.1434593675453676e-36,3.76,0.0,0.5015556548533929,0.9999999999614513,6.272243317088046e-14,2.3928937573418597e-18,2.7340946822676623e-11,4.2451527349558645e-10,2.188798710215002e-17,4.446901474933067e-17,3.010676707033945e-12,2.8286165610852545e-11
