Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186)
3.6539928890409245e-08,0.8834165133648335,3.542865419657517e-05,9.8208001192679e-07,1.1869499327292465e-06,2.5325489426257882e-05,0.0,0.0,5.906320804532346e-07,7.113478420313878e-10,7.438957131336404e-07,2.1234111055928275e-05,1.3027278606058552e-10,2.5529679112765695e-14,1.3335010521598014e-09,1.4220997666327048e-05,1.133824001821425e-06,3.7639895257475317e-07,3.3521022852494545e-14,5.408589816712025e-18,3.830627140783475e-11,1.7065690331713206e-10,1.8800113687612997e-05,4.609898717071301e-14,2.2775124559164863e-11,3.2086888392499746e-15,3.1731351854016125e-16,2.1431896007259272e-11,1.2702914942374343e-14,7.551974574448303e-15,2.584654928362134e-13,6.997830957521402e-19,3.2784250033279838e-18,2.2019936828704198e-18,3.76,0.0,0.9823712395287855,0.9999757390053732,4.620494378718726e-07,3.04943702936511e-08,8.753068235588252e-06,5.709950124629904e-05,7.143495498741863e-12,6.9562488114733866e-12,5.57703915037548e-07,1.8350984326346105e-05,3.2519418757303385e-09,4.324241364971629e-10,1.348049304566873e-14
3.72891085677124e-08,0.8834168828157665,3.6669259760666296e-05,1.0324013519901804e-06,1.2447742961424915e-06,2.6124679347970655e-05,0.0,0.0,6.043027339012809e-07,7.416284806272541e-10,7.731439634092192e-07,2.2084165505045755e-05,1.4165659509203277e-10,2.884008671744248e-14,1.4247274889379825e-09,1.4376271487875383e-05,1.1780407528706387e-06,3.9119764311780945e-07,3.588053463324843e-14,6.085442907881275e-18,4.055586816444089e-11,1.7926033476026559e-10,1.8869534371049084e-05,5.09190371784157e-14,2.388005009070605e-11,3.4889307599379754e-15,3.6142598005499063e-16,2.310527014363504e-11,1.4067930085012309e-14,8.30421051015187e-15,2.789079621361727e-13,7.721391679783503e-19,3.8239003352017845e-18,2.550369994170747e-18,3.76,0.0,0.9823691915400663,0.9999747778250471,4.91746393561117e-07,3.2465494266124066e-08,9.253109127283323e-06,5.8270930346226574e-05,7.3378019100247e-12,7.04695805635769e-12,5.640201538527281e-07,1.8727217613372108e-05,3.508101431728916e-09,4.617044686086072e-10,1.4038922989433223e-14
3.803828824501556e-08,0.883417253706808,3.79125197760117e-05,1.0839236337805531e-06,1.3038572147501605e-06,2.6938036824360972e-05,0.0,0.0,6.180500595448329e-07,7.725879299485677e-10,8.02704636446473e-07,2.2943584129990837e-05,1.5370779993973692e-10,3.2464766241506555e-14,1.5191279295492494e-09,1.4525198738721081e-05,1.2227011543965488e-06,4.061542247366355e-07,3.8339350501214824e-14,6.825293039288883e-18,4.286776972567599e-11,1.8798663668778322e-10,1.8935237259067313e-05,5.612118540176211e-14,2.5004148917209656e-11,3.786267865958849e-15,4.102478914823408e-16,2.4859304385931633e-11,1.5539885616089374e-14,9.108396020907763e-15,3.004597446570432e-13,8.500813047764104e-19,4.443031985906608e-18,2.9433338604068176e-18,3.76,0.0,0.9823671272112241,0.9999738053621833,5.226912637710419e-07,3.45123990157911e-08,9.769437981743478e-06,5.9442396749567666e-05,7.529154999051756e-12,7.134301042524821e-12,5.700797529928345e-07,1.9103450095504917e-05,3.778684004527566e-09,4.922235523113887e-10,1.4608684931958163e-14
3.878746792231872e-08,0.883417625978664,3.91576540335336e-05,1.1366300546953823e-06,1.3641792015667517e-06,2.776557984330217e-05,0.0,0.0,6.318740538229646e-07,8.042294024070389e-10,8.325650297093632e-07,2.381198478571454e-05,1.6644341795909387e-10,3.6421299160012133e-14,1.6166563099913464e-09,1.4667988920825776e-05,1.2677849079443477e-06,4.212622524536035e-07,4.0898513246958786e-14,7.631865606981707e-18,4.524115855332786e-11,1.9682717227851407e-10,1.8997425471580607e-05,6.172572416032883e-14,2.6146760340158884e-11,4.101305692396012e-15,4.641206698238873e-16,2.669513879770089e-11,1.7123914332987477e-14,9.96637439714473e-15,3.231524815991271e-13,9.33893424755413e-19,5.143396535802165e-18,3.3852153491056642e-18,3.76,0.0,0.9823650464968512,0.9999728220063308,5.549075158557882e-07,3.6635823468695634e-08,1.030209968570551e-05,6.061390050774554e-05,7.71744788756791e-12,7.218371524599803e-12,5.758910403594959e-07,1.9479681766391847e-05,4.064151040334092e-09,5.239957240554781e-10,1.5189778810121683e-14
3.953664759962188e-08,0.883417999573996,4.040391687615038e-05,1.1905032282161352e-06,1.4257203488218522e-06,2.8607318043530618e-05,0.0,0.0,6.457746708822318e-07,8.365561054095434e-10,8.627128659100387e-07,2.468899788490573e-05,1.7987992630914384e-10,4.072728721435504e-14,1.7172619914448044e-09,1.4804849163461189e-05,1.3132723802972249e-06,4.365154963426881e-07,4.3559008814171307e-14,8.508955356286116e-18,4.767519827248479e-11,2.057734467581556e-10,1.9056290730079407e-05,6.77534253583335e-14,2.7307232175504958e-11,4.434656144457511e-15,5.233967573777141e-16,2.8613850005538916e-11,1.8825215268873565e-14,1.0879966918728228e-14,3.4701768462811913e-13,1.0238652913133397e-18,5.9330886777066305e-18,3.8806225488226605e-18,3.76,0.0,0.9823629493601287,0.9999718281349509,5.884182835737157e-07,3.8836472495314304e-08,1.0851130562214831e-05,6.178544164728639e-05,7.90258642629257e-12,7.299263520500776e-12,5.814622658232699e-07,1.9855912619662948e-05,4.364965062687935e-09,5.570343989781989e-10,1.578220456044551e-14
4.0285827276925036e-08,0.8834183744373979,4.1650596474709654e-05,1.245525231764971e-06,1.4884603695293534e-06,2.9463253096891182e-05,0.0,0.0,6.597518246257162e-07,8.695712392165885e-10,8.931362875868981e-07,2.5574266262207055e-05,1.9403324324448157e-10,4.5400294580789456e-14,1.8208901028062962e-09,1.4935983736322923e-05,1.3591445951895566e-06,4.5190793882789573e-07,4.632176850411692e-14,9.460420874242164e-18,5.016903733263324e-11,2.1481712547315166e-10,1.9112014017725297e-05,7.422552906541263e-14,2.848492183713318e-11,4.786937301426737e-15,5.884391755021981e-16,3.0616452929044836e-11,2.0649049183228107e-14,1.1850970404024614e-14,3.7208671180774687e-13,1.120292237038899e-18,6.820735117036007e-18,4.434448513970009e-18,3.76,0.0,0.9823608357724609,0.9999708241135362,6.232463580214426e-07,4.111501803805553e-08,1.141655873438035e-05,6.295702017094942e-05,8.084488544604117e-12,7.377070958134963e-12,5.86801579842354e-07,2.0232142648934222e-05,4.681589433909622e-09,5.913520877387154e-10,1.6385962119106313e-14
4.1035006954228194e-08,0.8834187505153734,4.28970140567228e-05,1.3016776526036257e-06,1.5523786370195659e-06,3.0333379081612925e-05,0.0,0.0,6.738053907057624e-07,9.032779949084173e-10,9.23823850765235e-07,2.646744500846442e-05,2.089187117449992e-10,5.0457790858212255e-14,1.9274818785657777e-09,1.5061593632047807e-05,1.4053832235918113e-06,4.674337715153927e-07,4.9187671156296544e-14,1.0490179059724128e-17,5.2721812362150366e-11,2.239500495623927e-10,1.916476619986745e-05,8.11637317733164e-14,2.9679197283042106e-11,5.158773202281219e-15,6.596210520166145e-16,3.270390259843561e-11,2.2600734173807246e-14,1.2881154942993164e-14,3.9839074408401906e-13,1.2234748746114317e-18,7.815507615233672e-18,5.051877822760544e-18,3.76,0.0,0.9823587057131202,0.9999698102957593,6.594141792465196e-07,4.3472100223364804e-08,1.1998404480600514e-05,6.412863605883195e-05,8.263083609005887e-12,7.451887363694941e-12,5.919170150315124e-07,2.0608371847810715e-05,5.014488126814603e-09,6.26960414557705e-10,1.700105142194639e-14
4.178418663153135e-08,0.8834191277563015,4.414252309659059e-05,1.3589416318088527e-06,1.6174542225104171e-06,3.121768284621027e-05,0.0,0.0,6.879352084592482e-07,9.376795524556623e-10,9.547645178352548e-07,2.7368201279249486e-05,2.245510853954913e-10,5.591709520110027e-14,2.036974990487521e-09,1.5181876211309874e-05,1.4519705727757255e-06,4.830873916275067e-07,5.215754529764153e-14,1.160219959336265e-17,5.5332651231921045e-11,2.3316424939365294e-10,1.921470860744529e-05,8.859017436952342e-14,3.088943783436332e-11,5.550793613483818e-15,7.373251253369857e-16,3.487709604143921e-11,2.468564141639002e-14,1.3972261811623892e-14,4.259607623487536e-13,1.3337187955867735e-18,8.927135143081903e-18,5.738392737281725e-18,3.76,0.0,0.9823565591688996,0.9999687870236466,6.96943828519932e-07,4.590832845618184e-08,1.2596680580922095e-05,6.53002892694478e-05,8.438311792845838e-12,7.523805587756481e-12,5.968164703936626e-07,2.0984600209889413e-05,5.364125506441985e-09,6.638701362958139e-10,1.7627472404483782e-14
4.253336630883451e-08,0.8834195061104081,4.5386508475038207e-05,1.4172979063624047e-06,1.6836659307920228e-06,3.211614436369487e-05,0.0,0.0,7.021410827846029e-07,9.727790788914116e-10,9.85947649767914e-07,2.8276214081449208e-05,2.4094451642265946e-10,6.179532189513424e-14,2.149303871774677e-09,1.529702490430452e-05,1.4988895743462061e-06,4.98863398099539e-07,5.523217125379504e-14,1.2800499427592889e-17,5.800067584407135e-11,2.424519559281829e-10,1.926199358556888e-05,9.65274298666981e-14,3.211503487688363e-11,5.963633779659919e-15,8.219432283945244e-16,3.713687422278161e-11,2.6909191037332063e-14,1.5126001564205157e-14,4.54827525108023e-13,1.4513342584888911e-18,1.0165915115805081e-17,6.49977895686111e-18,3.76,0.0,0.9823543961337737,0.9999677546277735,7.35857021248966e-07,4.842428249485308e-08,1.3211392654272042e-05,6.64719797407784e-05,8.61012345934195e-12,7.592917565717658e-12,6.015076979532025e-07,2.1360827728762148e-05,5.730966121540192e-09,7.020911624170505e-10,1.826522500192183e-14
4.328254598613767e-08,0.8834198855297248,4.6628385614679173e-05,1.4767268493963173e-06,1.7509923340972406e-06,3.3028737075856936e-05,0.0,0.0,7.164227859600996e-07,1.0085797265815263e-09,1.0173629977772448e-06,2.919117404134868e-05,2.5811254579391096e-10,6.810932764457378e-14,2.264400032592748e-09,1.5407228962955898e-05,1.5461237714081806e-06,5.147565873943701e-07,5.841228321708455e-14,1.4089137315452003e-17,6.072500466184134e-11,2.5180561017223515e-10,1.9306765009424272e-05,1.0499849092493274e-13,3.335539245425784e-11,6.39793415804435e-15,9.138757553146405e-16,3.9484024021137203e-11,2.927684812277507e-14,1.6344052299209633e-14,4.850215467789246e-13,1.57663586764121e-18,1.154272368695994e-17,7.34213095790929e-18,3.76,0.0,0.9823522166085716,0.9999667134274783,7.761751005105332e-07,5.102051350489804e-08,1.384253948636675e-05,6.764370739129545e-05,8.778478559628127e-12,7.659314109400178e-12,6.059982915522139e-07,2.1737054398018207e-05,6.1154745055455946e-09,7.416325756946442e-10,1.8914309149158232e-14
4.403172566344083e-08,0.8834202659680537,4.7867599597925036e-05,1.5372085086365544e-06,1.8194118042291859e-06,3.395542822743772e-05,0.0,0.0,7.307800594032167e-07,1.0450846315900422e-09,1.049000694527421e-06,3.011278315730995e-05,2.7606809528019353e-10,7.487566081195506e-14,2.382192366005771e-09,1.551267325864696e-05,1.5936573050205767e-06,5.307619490845941e-07,6.169857126668772e-14,1.5472208395115445e-17,6.350475499647135e-11,2.6121787086879057e-10,1.934915876952251e-05,1.1402675720176108e-13,3.4609927761634647e-11,6.8543401377216696e-15,1.0135311137489192e-15,4.191928022987735e-11,3.1794118867304874e-14,1.7628058093996114e-14,5.165730766356487e-13,1.7099422441662415e-18,1.3069025082987855e-17,8.271856915331705e-18,3.76,0.0,0.9823500206006555,0.9999656637310919,8.179190311846967e-07,5.3697545090282124e-08,1.4490113348158415e-05,6.881547212095425e-05,8.943346047244876e-12,7.723084726882315e-12,6.102956775901593e-07,2.2113280211246957e-05,6.518114986785574e-09,7.825026535273961e-10,1.9574724780793522e-14
4.4780905340743986e-08,0.8834206473809256,4.910362427278935e-05,1.598722643090031e-06,1.88890254301494e-06,3.489617919007459e-05,0.0,0.0,7.452126153711083e-07,1.082296912136471e-09,1.0808512449729245e-06,3.104075453984049e-05,2.948234613837193e-10,8.211051282215494e-14,2.502607443545228e-09,1.5613538120716828e-05,1.6414749000743255e-06,5.468746612469135e-07,6.509168333731111e-14,1.695383884557075e-17,6.633904506669553e-11,2.7068162057655804e-10,1.9389303228185515e-05,1.236360225629575e-13,3.5878071547962935e-11,7.333501744798347e-15,1.1213251656517022e-15,4.4443327569354495e-11,3.446654686388223e-14,1.8979627603019948e-14,5.49512078423364e-13,1.8515756905624116e-18,1.4756879965013645e-17,9.295683202404496e-18,3.76,0.0,0.9823478081236137,0.999964605836179,8.61109394667917e-07,5.645587430109045e-08,1.5154100304729735e-05,6.998727381215789e-05,9.104703310227418e-12,7.78431746787204e-12,6.144071075064174e-07,2.2489505162040268e-05,6.939351507634172e-09,8.24708889744742e-10,2.0246471831139142e-14
4.5530085018047144e-08,0.8834210297255577,5.033596135149584e-05,1.6612487580216526e-06,1.9594426111528127e-06,3.585094577595448e-05,0.0,0.0,7.597201386024481e-07,1.1202196671418414e-09,1.1129055169106638e-06,3.197481214154931e-05,3.143903110307364e-10,8.982967191454746e-14,2.62556979978629e-09,1.570999921140044e-05,1.6895618507165905e-06,5.630900857087282e-07,6.859222713345484e-14,1.8538180627282143e-17,6.92269958460528e-11,2.8018997027662844e-10,1.942731964903888e-05,1.3385046218516086e-13,3.71592684347875e-11,7.836073334735445e-15,1.2376806591788868e-15,4.7056802699797505e-11,3.7299709535988233e-14,2.0400332813825018e-14,5.838682106560297e-13,2.001861850238387e-18,1.6618952809002946e-17,1.0420658467717291e-17,3.76,0.0,0.9823455791969575,0.9999635400297897,9.057663841453838e-07,5.929597261672221e-08,1.583448051459605e-05,7.115911233069124e-05,9.26253562168913e-12,7.84309879216026e-12,6.183396518230332e-07,2.2865729243994843e-05,7.37964745234657e-09,8.682580167886863e-10,2.0929550234224996e-14
4.62792646953503e-08,0.8834214129608098,5.1564139506216715e-05,1.7247661382692576e-06,2.0310099555185717e-06,3.681967854116056e-05,0.0,0.0,7.743022879011171e-07,1.1588559748603355e-09,1.1451547313142063e-06,3.2914690479216714e-05,3.3477967892952125e-10,9.804847939927835e-14,2.7510022054466423e-09,1.5802227433282516e-05,1.7379040054300246e-06,5.794037631824691e-07,7.22007719870187e-14,2.0229406320219877e-17,7.216773271275918e-11,2.8973626264014256e-10,1.9463322601165507e-05,1.44694619579435e-13,3.8452977158887295e-11,8.362713273135917e-15,1.3630266542622894e-15,4.976029622514351e-11,4.029921471214192e-14,2.189170795475635e-14,6.196708076119258e-13,2.161129363349307e-18,1.8668518299694565e-17,1.1654157289388818e-17,3.76,0.0,0.9823433338458333,0.999962466588721,9.519098004017757e-07,6.221828690392859e-08,1.6531228519416465e-05,7.23309875266251e-05,9.416835609572068e-12,7.899513458908674e-12,6.221001955817781e-07,2.3241952450714455e-05,7.839465483297989e-09,9.131560281702621e-10,2.1623959923806617e-14
4.702844437265346e-08,0.8834217970471417,5.278771346575104e-05,1.7892538799451887e-06,2.1035824349941093e-06,3.780232307873855e-05,0.0,0.0,7.889586976623682e-07,1.1982088915934102e-09,1.177590452512569e-06,3.386013434996336e-05,3.5600196649442955e-10,1.0678178854694936e-13,2.8788259286490308e-09,1.5890388865693053e-05,1.786487751863903e-06,5.958114083193119e-07,7.591785065659868e-14,2.2031704070227893e-17,7.516038691634923e-11,2.9931407408311287e-10,1.9497420339468087e-05,1.561933935630139e-13,3.975867074565812e-11,8.914083606323152e-15,1.4977979442811327e-15,5.25543546792854e-11,4.347069734225597e-14,2.3455248548079392e-14,6.569488610384035e-13,2.3297095202351955e-18,2.0919466737773405e-17,1.3003883408249829e-17,3.76,0.0,0.9823410721007401,0.9999613857797811,9.99559048149852e-07,6.52232403491937e-08,1.7244313524151566e-05,7.35028992351904e-05,9.567602746043046e-12,7.953644434719251e-12,6.256954350245136e-07,2.3618174775812045e-05,8.31926738535338e-09,9.594082011070724e-10,2.232970083337193e-14
4.777762404995662e-08,0.8834221819465667,5.4006263116495454e-05,1.8546909205737554e-06,2.177137844880154e-06,3.87988203015446e-05,0.0,0.0,8.036889793422402e-07,1.2382814504833357e-09,1.210204578269133e-06,3.481089854328939e-05,3.7806694223807046e-10,1.1604392621541246e-13,3.0089609841011616e-09,1.597464472679075e-05,1.8353000015033948e-06,6.123089047104576e-07,7.97439610673376e-14,2.3949272653382772e-17,7.820409687471011e-11,3.0891721572726165e-10,1.952971516269149e-05,1.6837202520467932e-13,4.107583661970648e-11,9.490849723070839e-15,1.6424344761151753e-15,5.543948248728052e-11,4.681981635469064e-14,2.5092410602006182e-14,6.957310025750936e-13,2.507935913709186e-18,2.3386308463536316e-17,1.4477872543058812e-17,3.76,0.0,0.9823387939972589,0.9999602978600618,1.0487331328564182e-06,6.831123336511044e-08,1.7973699667736307e-05,7.467484727762238e-05,9.714842856848217e-12,8.005572818605606e-12,6.291318753792779e-07,2.3994396212911714e-05,8.819513918095806e-09,1.0070191192567558e-09,2.304677289614755e-14
4.9275983404562935e-08,0.883422954040245,5.642672950967328e-05,1.988328022452583e-06,2.3271084529761477e-06,4.083311465453683e-05,0.0,0.0,8.333694978749297e-07,1.3205975049835175e-09,1.2759372418433558e-06,3.67274552709036e-05,4.247608828492917e-10,1.362091587296687e-13,3.2758402634117594e-09,1.6132060280158185e-05,1.9335601829853583e-06,6.455578001528994e-07,8.772510449992407e-14,2.8147042169403545e-17,8.44412798914912e-11,3.2817590435126283e-10,1.958927743154313e-05,1.9487145865917385e-13,4.3742607069794574e-11,1.0723245475644418e-14,1.9630853476500636e-15,6.148476478512492e-11,5.407370159389618e-14,2.859322194267014e-14,7.779201772887632e-13,2.8946712134541464e-18,2.902883061640471e-17,1.7832455602766304e-17,3.76,0.0,0.9823341888813247,0.9999581016697071,1.1517298241999702e-06,7.47378310782866e-08,1.9481208132230325e-05,7.701885158383273e-05,9.998794320063149e-12,8.103136556913568e-12,6.355534202723188e-07,2.4746836397680685e-05,9.883177972110066e-09,1.1063321943292115e-09,2.4514910212964554e-14
5.062450682370862e-08,0.8834236513544632,5.858423534967978e-05,2.111634450485087e-06,2.4652203496181593e-06,4.271067658891131e-05,0.0,0.0,8.603302877360927e-07,1.3971730461839927e-09,1.3356319756182678e-06,3.8468286182240786e-05,4.697525524598603e-10,1.5629821723553934e-13,3.52311640063353e-09,1.626189491915014e-05,2.0226547037858766e-06,6.75751082879227e-07,9.528536213681696e-14,3.236143373800485e-17,9.022089583023231e-11,3.4553805238519295e-10,1.9637633304564032e-05,2.213058265707259e-13,4.617708917503162e-11,1.1925986491021813e-14,2.2899088983057602e-15,6.724124166467796e-11,6.126687290708319e-14,3.2009514061024834e-14,8.573136957153109e-13,3.279104603475709e-18,3.500381846302376e-17,2.136404703003993e-17,3.76,0.0,0.9823299887832336,0.9999561031693891,1.2498241920302748e-06,8.080934553804279e-08,2.089326119463537e-05,7.912857766946766e-05,1.024246055530697e-11,8.184184577172645e-12,6.408510419670769e-07,2.5424029463350856e-05,1.0914992810840488e-08,1.2003934560811654e-09,2.5874985667063293e-14
5.19730302428543e-08,0.883424350778566,6.0719985601877354e-05,2.237684667513325e-06,2.606171009540649e-06,4.463201615799815e-05,0.0,0.0,8.875234751618736e-07,1.4761262290981172e-09,1.3957929219389514e-06,4.02229673878991e-05,5.175978414414874e-10,1.7829598213730596e-13,3.776603771337858e-09,1.6381360950489622e-05,2.112308337452949e-06,7.061786563200097e-07,1.0320520531165546e-13,3.7014594358305196e-17,9.615296657831644e-11,3.62896658390528e-10,1.968150005971426e-05,2.5034974806057095e-13,4.864142864811109e-11,1.3221473613709053e-14,2.6557125628665307e-15,7.329890319080677e-11,6.912438668789484e-14,3.5685119124309155e-14,9.420075765953e-13,3.700048515003573e-18,4.193256578893397e-17,2.5438605736705263e-17,3.76,0.0,0.9823257364428722,0.9999540852132631,1.3531361194225554e-06,8.715518475677543e-08,2.2357367327931106e-05,8.123841813998243e-05,1.047503264091042e-11,8.259267118315977e-12,6.457265483599526e-07,2.6101219553451547e-05,1.2020153071665266e-08,1.2988990328223445e-09,2.7271773007759573e-14
5.332155366199998e-08,0.8834250521412228,6.283232509648606e-05,2.366353546029009e-06,2.7498313857052944e-06,4.659665318588001e-05,0.0,0.0,9.149461385104697e-07,1.5574737730748574e-09,1.4563835783872858e-06,4.1990391866103304e-05,5.68331342235078e-10,2.0226296440912854e-13,4.0358189560506e-09,1.6491224904379004e-05,2.202461671310927e-06,7.368219631995358e-07,1.1148648572142772e-13,4.2130794518415256e-17,1.022328461577199e-10,3.8022393189429674e-10,1.972129905692177e-05,2.8216109302359e-13,5.11331532822485e-11,1.4613661597603624e-14,3.0631731458235923e-15,7.965941312518402e-11,7.767974819683314e-14,3.9627038336329226e-14,1.0321537290258217e-12,4.159486428563805e-18,4.992234875419903e-17,3.0115222778391793e-17,3.76,0.0,0.9823214322190983,0.9999520489854143,1.4617617564105976e-06,9.377697035270184e-08,2.3873166521756823e-05,8.334837154735292e-05,1.0696716948046163e-11,8.32878455781256e-12,6.502109855922909e-07,2.6778406631431374e-05,1.3201291998689412e-08,1.4018535495320064e-09,2.870527183689766e-14
5.4670077081145664e-08,0.8834257552838741,6.491979517273201e-05,2.4975162093550792e-06,2.896073282091059e-06,4.860407752599664e-05,0.0,0.0,9.425952139978748e-07,1.6412320824428603e-09,1.5173701620773562e-06,4.376953454086896e-05,6.21981441648833e-10,2.2825208885970283e-13,4.30028103752e-09,1.6592205337404767e-05,2.2930595830595093e-06,7.676638257724267e-07,1.2013080740810228e-13,4.7734070991633794e-17,1.0845602170930996e-10,3.974943545106342e-10,1.975741129812926e-05,3.169002971589219e-13,5.364993506920364e-11,1.6106511720547426e-14,3.5149768637112754e-15,8.632413523041492e-11,8.696650998090797e-14,4.3841834473810815e-14,1.1278991338659544e-12,4.659399063492349e-18,5.908697647232846e-17,3.545656015728418e-17,3.76,0.0,0.9823170765056239,0.9999499955896066,1.5757929595473766e-06,1.0067614810319573e-07,2.5440264025138043e-05,8.545843635395927e-05,1.0907754320994277e-11,8.393115888834288e-12,6.543334817697645e-07,2.7455590660983473e-05,1.44610227221479e-08,1.5092561235941205e-09,3.0175481753974134e-14
5.6018600500291347e-08,0.8834264600598767,6.698111918798018e-05,2.6310483781522265e-06,3.0447696219915875e-06,5.065375280479967e-05,0.0,0.0,9.70467514806393e-07,1.7274172347143644e-09,1.5787214362146278e-06,4.55594471364619e-05,6.78570500144856e-10,2.5630845311548496e-13,4.569514307360628e-09,1.6684974472413198e-05,2.3840509717937032e-06,7.986883582009577e-07,1.2913954968176948e-13,5.384815834173896e-17,1.1481811894070328e-10,4.14684592672569e-10,1.9790181397759296e-05,3.547301274422405e-13,5.618958597519802e-11,1.7703985004179355e-14,4.013809618651326e-15,9.32941623768197e-11,9.701823404003967e-14,4.8335634466792887e-14,1.229385634624794e-12,5.201758485896777e-18,6.954672037149153e-17,4.15288392058466e-17,3.76,0.0,0.9823126697273745,0.9999479260541687,1.6953172995619283e-06,1.0785400071608173e-07,2.7058233979420766e-05,8.75686109438115e-05,1.1108414092919906e-11,8.452618989763223e-12,6.581213078902955e-07,2.813277160606853e-05,1.580193657542044e-08,1.621100759440269e-09,3.168240235620912e-14
5.736712391943703e-08,0.8834271663337511,6.901518872832801e-05,2.766826680110089e-06,3.195794685725721e-06,5.2745119877991266e-05,0.0,0.0,9.985597486715296e-07,1.8160449705532046e-09,1.640408543287773e-06,4.7359253215747366e-05,7.381150518271656e-10,2.864691774137983e-13,4.843050611616706e-09,1.6770160031041492e-05,2.4753884991373027e-06,8.298808822475481e-07,1.385138882363e-13,6.04964258704211e-17,1.2131490526568661e-10,4.317734012027143e-10,1.9819921148189882e-05,3.9581545270552045e-13,5.875005311456073e-11,1.94100355570066e-14,4.5623477460897365e-15,1.0057034367688251e-10,1.0786845773914403e-13,5.311413446912761e-14,1.3367497527517809e-12,5.7885224723763015e-18,8.14282163831839e-17,4.8401817505699385e-17,3.76,0.0,0.9823082123371122,0.9999458413367117,1.8204180795196115e-06,1.1531165977812343e-07,2.8726622785458657e-05,8.967889363292053e-05,1.1298988697980056e-11,8.50763106309801e-12,6.61599947490079e-07,2.8809949430935287e-05,1.722660159405546e-08,1.73737672917803e-09,3.322603323861036e-14
5.871564733858271e-08,0.8834278739804361,7.102105051618384e-05,2.904728926212615e-06,3.3490243208133034e-06,5.4877600020635394e-05,0.0,0.0,1.026868534066136e-06,1.9071306853322717e-09,1.702404845172245e-06,4.916814341332764e-05,8.006260208898256e-10,3.1876333800374366e-13,5.1204313666239305e-09,1.6848347201913266e-05,2.5670283409409562e-06,8.612278464287021e-07,1.4825481455986673e-13,6.770181985079767e-17,1.2794229113042786e-10,4.487415209572174e-10,1.9846912727882236e-05,4.4032301967349526e-13,6.132941347753633e-11,2.1228604094429102e-14,5.163249271825161e-15,1.0815330969773812e-10,1.1955066311517843e-13,5.818260701816345e-14,1.4501225260052061e-12,6.42162916927269e-18,9.486434242998306e-17,5.614875541374629e-17,3.76,0.0,0.9823037048123046,0.9999437423286679,1.9511743623129897e-06,1.2305011693317837e-07,3.044495222462996e-05,9.17892826788773e-05,1.1479788830918232e-11,8.558469206153145e-12,6.647931725574038e-07,2.9487124100138935e-05,1.873756118002146e-08,1.858068938531583e-09,3.4806373994031366e-14
6.006417075772839e-08,0.8834285828845816,7.299789403636304e-05,3.044634355020005e-06,3.5043361260049543e-06,5.7050597858145746e-05,0.0,0.0,1.0553904150238884e-06,2.0006894222011697e-09,1.7646857706107926e-06,5.0985370878932506e-05,8.661089518312158e-10,3.532119797935666e-13,5.4012092602951416e-09,1.692008070510033e-05,2.6589299502756864e-06,8.927167488684754e-07,1.583631537120645e-13,7.54868110608735e-17,1.3469632973514015e-10,4.655715721641682e-10,1.9871411576328398e-05,4.884212349764055e-13,6.392586831636139e-11,2.3163611674120795e-14,5.8191457108389866e-15,1.1604349574741524e-10,1.3209824944369613e-13,6.354591005795814e-14,1.5696293697872656e-12,7.102992063994437e-18,1.0999407233374068e-16,6.484637257478003e-17,3.76,0.0,0.9822991476522371,0.9999416298596331,2.0876610068963147e-06,1.3107023430309602e-07,3.221272234005593e-05,9.38997762896593e-05,1.1651139135677345e-11,8.605431089062797e-12,6.677231240364401e-07,3.0164295578557294e-05,2.033733292405335e-08,1.9831582770620693e-09,3.6423424213224e-14
6.141269417687408e-08,0.8834292929398765,7.494503988014229e-05,3.1864238481233553e-06,3.661609612022667e-06,5.926350405765424e-05,0.0,0.0,1.0841218747114391e-06,2.096735866500631e-09,1.8272286703843574e-06,5.2810246942875766e-05,9.345642494767984e-10,3.898282000825359e-13,5.6849496697663185e-09,1.6985866897465604e-05,2.751055832224963e-06,9.243360640147522e-07,1.6883958057604367e-13,8.387334743102238e-17,1.4157321554383096e-10,4.822479460674143e-10,1.9893648980765355e-05,5.40279953458859e-13,6.653773733746526e-11,2.521895368813461e-14,6.532634429399618e-15,1.2424116330247284e-10,1.4554450875380087e-13,6.920849746139143e-14,1.6953899601157665e-12,7.834495290806939e-18,1.2696230852898376e-16,7.457479539494823e-17,3.76,0.0,0.9822945413753463,0.999939504701506,2.2299487121564933e-06,1.3937275419877565e-07,3.402941409594275e-05,9.6010372631722e-05,1.181337437854586e-11,8.648795703810685e-12,6.704103945429659e-07,3.0841463831405127e-05,2.2028407570466222e-08,2.1126219519837957e-09,3.8077183484886295e-14
