Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051),CF2(42),CF2O(48)
0.002334073570947315,0.7935310597003733,0.045142955265047836,0.009051514768277178,0.014253095121467512,0.07179086647953861,0.0,0.0,0.00010134582328919754,7.321080249901287e-06,0.676890444659174,0.18708860709954464,3.688655326794068e-06,8.029228692399565e-08,7.47486932211341e-08,9.93767071505302e-08,5.267156258638712e-06,2.645834621466046e-06,1.0105234543015666e-07,6.819803389639541e-09,5.9185860628458446e-06,9.685924878501792e-09,2.024286681036294e-08,1.3205997696222097e-06,3.5056364125064845e-09,9.173945885599409e-07,3.4437268918693766e-08,1.8768851436509872e-07,4.5116399200779985e-10,4.568231957296063e-10,8.557121633433413e-08,1.6511394884363802e-11,1.2018598903350433e-09,2.6146800746740974e-09,3.76,0.0,1.237357122433731e-07,0.07535993688443002,0.7709372125024544,3.851161937889219e-05,2.6975325286281156e-07,0.8603583643299921,1.6965502526016768e-15,1.1555922586113008e-15,1.884631859220774e-09,4.6708383161943075e-08,2.801617424175249e-06,1.8809913064945154e-11,3.282106497942114e-16,1.7152622386955586e-17,3.1083374461328095e-10,1.2034788429609767e-05,1.900581416940683e-12,3.5400640792913027e-06,3.427385149537921e-05,3.391100713078602e-08,2.591341654135431e-07,3.088940490673983e-08,2.6777557445680964e-08,3.1606432877718705e-15,1.7580144701873192e-13,3.090735432918077e-07,1.861956548463942e-07,3.9570414819240146e-12,7.350486829802474e-08,3.382389587653408e-10,2.026775430916431e-10,1.8018340569274958e-07,0.0007774338745212678,7.389250818212682e-09,2.634417589762995e-09,4.898182321529909e-13,6.613426792742572e-06,0.00367257042594761
0.0023342590424788195,0.7935140245962584,0.04526862358328876,0.009059769835828627,0.01426972982625411,0.071854230564868,0.0,0.0,0.0001010849124669816,7.32401431657643e-06,0.6763439016260031,0.18763722527518495,3.6787548747400364e-06,7.878191163223759e-08,7.295454776414977e-08,9.681941235223451e-08,5.133785619935808e-06,2.573995566928364e-06,9.808868248362927e-08,6.635722241251642e-09,5.759327786486249e-06,9.455507546841174e-09,1.9739661884918373e-08,1.2856691642481402e-06,3.4173803566599824e-09,8.834092646846241e-07,3.3540224078011734e-08,1.816604490385915e-07,4.3311263444142604e-10,4.423991188504472e-10,8.33746843833092e-08,1.605823729964823e-11,1.1632778243005347e-09,2.528577876524436e-09,3.76,0.0,1.2034853847190512e-07,0.07513846294865126,0.7708054407022202,3.755752469468352e-05,2.601552297858548e-07,0.8603586533004204,1.6485911094398577e-15,1.1227862570185782e-15,1.885426935798392e-09,4.657070497669991e-08,2.6998680149490445e-06,1.8087714193015107e-11,3.2566397271627053e-16,1.7045689462464923e-17,3.0829290831592884e-10,1.2054036011653219e-05,1.835050102141607e-12,3.409725448297619e-06,3.417315030533344e-05,3.275261080593953e-08,2.5400486509848705e-07,2.983465899003294e-08,2.63161267838701e-08,3.0890327607988727e-15,1.6936204649299217e-13,2.987723674965076e-07,1.7913022052517924e-07,3.867244104857396e-12,7.392695513227556e-08,3.3963475365540523e-10,2.0326380502737877e-10,1.73953586975504e-07,0.0007774211808033297,7.325787805599069e-09,2.6096454076463403e-09,4.837561610017301e-13,6.48053232294269e-06,0.0036726939535372317
0.002334444514010324,0.7934969716774336,0.04539374060606032,0.009067790592951935,0.014286075347215635,0.07191856641719288,0.0,0.0,0.00010082469424274249,7.326749828342555e-06,0.6757973036653345,0.18818584391143653,3.6691230502278283e-06,7.729342924409942e-08,7.119856064798065e-08,9.432311395395421e-08,5.0036264909841904e-06,2.504050287577684e-06,9.520646000268602e-08,6.456175865752569e-09,5.604018950284297e-06,9.229806629302263e-09,1.9247811003428065e-08,1.2516179256630192e-06,3.331167918876464e-09,8.506381216165908e-07,3.266438443869426e-08,1.7581606707347444e-07,4.1581345653511163e-10,4.2840613201057896e-10,8.123102789194981e-08,1.5616545775581072e-11,1.125866508774667e-09,2.44516646838478e-09,3.76,0.0,1.1705401047725719e-07,0.07491758203728226,0.7706730531537631,3.662545740779427e-05,2.508993310392343e-07,0.8603589331073827,1.6019236067143716e-15,1.0908630204731345e-15,1.886452470439169e-09,4.643683320167925e-08,2.6017857186280418e-06,1.7393270969187954e-11,3.231774252982975e-16,1.694083104730781e-17,3.0581596677575003e-10,1.2073010001601787e-05,1.7717424027777303e-12,3.2840175651314573e-06,3.407271820193593e-05,3.163155244784251e-08,2.490539196617581e-07,2.881389155727907e-08,2.5861900546863296e-08,3.019974012006541e-15,1.6315035563396673e-13,2.8879274188099333e-07,1.7232148927627486e-07,3.780647558042143e-12,7.434936423448988e-08,3.4102603085221374e-10,2.038503893551824e-10,1.6792714092655454e-07,0.0007774084328531951,7.264901070382439e-09,2.586002339129193e-09,4.779361155126785e-13,6.3503254479555934e-06,0.003672814647953396
0.0023346299855418287,0.7934799013633425,0.04551830717562355,0.00907557864741053,0.014302133893163389,0.0719838624659411,0.0,0.0,0.00010056516288143686,7.329288786838162e-06,0.675250665059008,0.18873445008455014,3.659753531724713e-06,7.582677349528681e-08,6.948012503956885e-08,9.188656921541708e-08,4.876608595723536e-06,2.4359525626956077e-06,9.240368944451259e-08,6.281070858005547e-09,5.452575890536808e-06,9.008755910339205e-09,1.876710635120663e-08,1.218425903265362e-06,3.2469592680408876e-09,8.190404053729062e-07,3.18093391440034e-08,1.701502417682638e-07,3.9923399886892585e-10,4.1483246494728587e-10,7.913912783310366e-08,1.5186073624117136e-11,1.0895937776842498e-09,2.364368608007275e-09,3.76,0.0,1.1384959698041813e-07,0.07469729240570189,0.7705400613093745,3.5714972626330445e-05,2.419735787401518e-07,0.8603592040668606,1.556516869894252e-15,1.0598014409688164e-15,1.887702861995075e-09,4.6306658367720675e-08,2.5072467090771904e-06,1.672553207101866e-11,3.207491832917852e-16,1.6837985448094678e-17,3.034008128695184e-10,1.209171213290951e-05,1.7105879888169733e-12,3.1627848735684647e-06,3.3972554398829964e-05,3.0546738945269074e-08,2.442755146746094e-07,2.782610864336751e-08,2.5414792577366836e-08,2.953376257177972e-15,1.5715880413218774e-13,2.7912569078977365e-07,1.6576074961227969e-07,3.697137950921264e-12,7.477208406925874e-08,3.424127589565969e-10,2.044372729778162e-10,1.6209803479943003e-07,0.0007773956321648747,7.206449621460296e-09,2.5634235545223243e-09,4.723440131473385e-13,6.222759368184244e-06,0.0036729325594529586
0.0023348154570733332,0.7934628140702975,0.04564232418255689,0.009083135618561505,0.014317907679886199,0.07205010717106487,0.0,0.0,0.00010030631270867585,7.331633199403108e-06,0.6747039999270519,0.18928303100291533,3.650640107907681e-06,7.438186782649657e-08,6.779863526844169e-08,8.95085517856514e-08,4.752662911258945e-06,2.3696571440264472e-06,8.967842008643098e-08,6.110314997560801e-09,5.304916141501979e-06,8.792288903718737e-09,1.829734194993114e-08,1.186073324053084e-06,3.1647150422307755e-09,7.885765883197477e-07,3.097468167919351e-08,1.6465796899463676e-07,3.8334323489020897e-10,4.01666622329133e-10,7.709788234841206e-08,1.476657764153931e-11,1.054428192503404e-09,2.2861089740173733e-09,3.76,0.0,1.1073284147072701e-07,0.07447759228718882,0.7704064765380859,3.482563204626827e-05,2.3336640017437533e-07,0.8603594664851864,1.5123405928768788e-15,1.0295807993700166e-15,1.889172609972111e-09,4.6180074370602555e-08,2.4161309415167764e-06,1.6083484912009234e-11,3.1837747578753233e-16,1.6737092925675503e-17,3.010454100796936e-10,1.2110144159461079e-05,1.6515185206712033e-12,3.0458765850744546e-06,3.3872658099588717e-05,2.949710389272217e-08,2.396640021434602e-07,2.6870340532354276e-08,2.497471682226046e-08,2.8891516462558773e-15,1.5138004731060845e-13,2.6976243889229485e-07,1.5943955358336083e-07,3.6166050751057812e-12,7.519510319073751e-08,3.437949074840882e-10,2.0502443320050062e-10,1.5646038519712996e-07,0.0007773827801892269,7.150301502127284e-09,2.5418484696112246e-09,4.6696671447699e-13,6.097787821188442e-06,0.0036730477376467406
0.002335000928604838,0.7934457102114907,0.04576579256410315,0.009090463136528924,0.014333398929209958,0.07211728902619198,0.0,0.0,0.00010004813811137501,7.333785078096838e-06,0.6741573222282139,0.1898315740069979,3.641776677104157e-06,7.295862580652992e-08,6.615348723925394e-08,8.718785187535324e-08,4.631721656945296e-06,2.305119741613286e-06,8.702873876161119e-08,5.943817264230494e-09,5.160958441440762e-06,8.580338911185527e-09,1.783831372760077e-08,1.1545407891006582e-06,3.084396356552213e-09,7.592083396017151e-07,3.0160009976471e-08,1.5933436509778248e-07,3.6811150747745e-10,3.8889737909020135e-10,7.51062067695418e-08,1.4357818135638414e-11,1.0203390328497874e-09,2.2103141298087442e-09,3.76,0.0,1.0770135938531503e-07,0.0742584798944961,0.7702723101240366,3.3957003944115203e-05,2.2506661479011944e-07,0.8603597206592893,1.4693650351106162e-15,1.0001807634319992e-15,1.8908563140165084e-09,4.605697836865391e-08,2.328322055844835e-06,1.5466154272534045e-11,3.1606058385377e-16,1.6638095634513458e-17,2.9874779027560516e-10,1.2128307854383605e-05,1.5944676030253428e-12,2.933146555362091e-06,3.377302849842947e-05,2.8481607190251263e-08,2.3521389683076719e-07,2.5945641395705723e-08,2.4541587370106622e-08,2.827215183943441e-15,1.4580696074763378e-13,2.6069440908380194e-07,1.5334971044685195e-07,3.538942304658574e-12,7.561841024238196e-08,3.45172446850671e-10,2.0561184772458472e-10,1.5100845580616565e-07,0.0007773698783353616,7.096333177566426e-09,2.5212204561287712e-09,4.61791956836038e-13,5.975365086021768e-06,0.0036731602314983174
0.0023351864001363424,0.7934285901970036,0.04588871330254323,0.009097562841395495,0.014348609868081699,0.07218539656167741,0.0,0.0,9.979063353835575e-05,7.33574643874484e-06,0.6736106457605364,0.19038006656923565,3.6331572466736465e-06,7.155695154982841e-08,6.454407882540083e-08,8.492327640759365e-08,4.513718283061241e-06,2.2422970095858746e-06,8.445276957522817e-08,5.7814878520715735e-09,5.0206227374962635e-06,8.37283907911806e-09,1.738981958397847e-08,1.123809269903904e-06,3.0059648102294433e-09,7.308984959051988e-07,2.9364926512286074e-08,1.5417466480138554e-07,3.5351046824227995e-10,3.7651377578586453e-10,7.316303362383237e-08,1.395955894894849e-11,9.87296286868716e-10,2.1369124877159413e-09,3.76,0.0,1.0475283543619298e-07,0.07403995342138278,0.7701375732649212,3.310866316556888e-05,2.1706342158219844e-07,0.8603599668769393,1.4275610183386979e-15,9.715813855626393e-16,1.892748673334905e-09,4.593727068331469e-08,2.243707281548041e-06,1.487260097659382e-11,3.1379683920013455e-16,1.6540937563823467e-17,2.9650605155525333e-10,1.2146205008881348e-05,1.5393707393260246e-12,2.824453163030521e-06,3.367366478090864e-05,2.7499234636494314e-08,2.3091987260493438e-07,2.505108892430046e-08,2.411531848728299e-08,2.7674846516810122e-15,1.4043263495871213e-13,2.5191322028487006e-07,1.474832804040657e-07,3.464046498110448e-12,7.604199395665346e-08,3.4654534835850187e-10,2.0619949464126673e-10,1.4573665509156434e-07,0.0007773569279719954,7.04442896405082e-09,2.5014865718812813e-09,4.56808292655068e-13,5.855445987065633e-06,0.0036732700893232443
0.0023355573431993516,0.7933943033258251,0.04613291599492407,0.009111085417275852,0.01437819974259886,0.07232434299613925,0.0,0.0,9.927761257308798e-05,7.33910568258017e-06,0.6725173509111328,0.19147685091677236,3.6166269573693416e-06,6.881787794731623e-08,6.143008438194921e-08,8.05578107803467e-08,4.286265060766295e-06,2.121626808028471e-06,7.951464852975757e-08,5.468980908558528e-09,4.750503169570647e-06,7.970922025988409e-09,1.652363534687532e-08,1.0646749937850312e-06,2.8546119897664616e-09,6.773110359812477e-07,2.783195744166512e-08,1.4432849329073862e-07,3.260932643219489e-10,3.5286095178996875e-10,6.941801062759837e-08,1.3193614687185615e-11,9.24233472087802e-10,1.997011491666987e-09,3.76,0.0,9.909573241809501e-08,0.07360465092275062,0.7698664325614973,3.147117570355188e-05,2.019054332411718e-07,0.8603604365495688,1.3473536837066718e-15,9.167067214663446e-16,1.897138648427881e-09,4.570763679274846e-08,2.0836263777935993e-06,1.3753242364670756e-11,3.094223640103337e-16,1.635192387546941e-17,2.9218292843276436e-10,1.218120694503293e-05,1.4347904172124756e-12,2.6186317111421696e-06,3.3475731699691194e-05,2.5629932228895305e-08,2.227795368755935e-07,2.3348850136969203e-08,2.328302058809347e-08,2.6543259299918402e-15,1.302536711327821e-13,2.3517880754443618e-07,1.363901181917966e-07,3.3221600597885683e-12,7.688994674605517e-08,3.492771273529926e-10,2.0737539992931325e-10,1.3571178333317668e-07,0.0007773308869973425,6.946386327952348e-09,2.464506404841774e-09,4.4737219836564853e-13,5.622940740328317e-06,0.003673482086914573
0.0023358911919560597,0.7933633939399621,0.046350836199093914,0.009122493244453574,0.014403894382523168,0.07245244640465583,0.0,0.0,9.881813078390847e-05,7.341497698077727e-06,0.6715335249114521,0.19246366133796758,3.6025262675689604e-06,6.642533234512264e-08,5.87437315293508e-08,7.680921471551217e-08,4.090961865554889e-06,2.0184717788798484e-06,7.530436818916741e-08,5.201104652676227e-09,4.5190045547776555e-06,7.623744259239852e-09,1.5778111053958897e-08,1.01401017328411e-06,2.7244733543066555e-09,6.323521365432454e-07,2.6515385156563806e-08,1.3598203402950366e-07,3.033151394882175e-10,3.327876293325447e-10,6.620301082279942e-08,1.2537879796354349e-11,8.707687514239399e-10,1.878603784836089e-09,3.76,0.0,9.426616111615018e-08,0.07321486406158573,0.769620565521378,3.006268836770872e-05,1.8917657962486355e-07,0.8603608347515416,1.2788924144251872e-15,8.69865443162694e-16,1.9017520640193037e-09,4.5511615766340424e-08,1.9494163372163998e-06,1.2818409961741328e-11,3.0565135483760273e-16,1.6187575369588973e-17,2.8846543401750384e-10,1.2211815418941835e-05,1.3467412698816117e-12,2.4458653925456116e-06,3.329849292428895e-05,2.4051185798119184e-08,2.1593673083013706e-07,2.191115251776214e-08,2.2556560386598285e-08,2.5592567174192292e-15,1.2170726589473495e-13,2.2101868409556506e-07,1.2709561353894514e-07,3.20295854431261e-12,7.76539392171559e-08,3.517195967143544e-10,2.0843429744514375e-10,1.2725222555122954e-07,0.0007773072971667974,6.8641894047179275e-09,2.4338180106655774e-09,4.3943315934596723e-13,5.421806525408052e-06,0.003673664340965707
0.0023362250407127677,0.7933324384462402,0.04656699920841848,0.009133188837380776,0.014428715592471313,0.07258337262191998,0.0,0.0,9.836073642442277e-05,7.343303862463642e-06,0.670549910211844,0.19345011951125268,3.5891278481062784e-06,6.410078573467903e-08,5.616393850743981e-08,7.322468262418264e-08,3.904197407198164e-06,1.9202398085159797e-06,7.130541105791172e-08,4.9453937512867146e-09,4.298051761438147e-06,7.289943771961323e-09,1.5063670245290795e-08,9.656612317798243e-07,2.5998745702153374e-09,5.902948551835837e-07,2.5256312908766857e-08,1.2809770337873193e-07,2.8219350740293935e-10,3.138049935278762e-10,6.312934108655052e-08,1.19126564510208e-11,8.202589967641245e-10,1.7669175027609556e-09,3.76,0.0,8.967227840752135e-08,0.07282694677411838,0.769373020287542,2.8713618216893572e-05,1.772567996056711e-07,0.8603612112560488,1.2137984413406936e-15,8.253253669338435e-16,1.9069635613530875e-09,4.532515733790431e-08,1.8239557658686426e-06,1.194752672487402e-11,3.020287763807713e-16,1.6028392849076847e-17,2.8490222711097155e-10,1.2241588866698478e-05,1.2641023237964905e-12,2.284169624153225e-06,3.312210261923577e-05,2.25651283747699e-08,2.0952368894833552e-07,2.0557821424806614e-08,2.1851006761939885e-08,2.470175016327676e-15,1.1370666446257147e-13,2.0766629154688926e-07,1.1841231065981867e-07,3.0912672107737706e-12,7.841865687341014e-08,3.541466320990652e-10,2.0949362435328547e-10,1.1929569230429463e-07,0.0007772835697389025,6.787187414782699e-09,2.405346877989587e-09,4.3196683971314023e-13,5.228106749397122e-06,0.003673838776080151
0.002336558889469476,0.7933014391252927,0.04678141217574733,0.009143182021306283,0.01445267643332182,0.07271705645144783,0.0,0.0,9.790539942108387e-05,7.344535952652682e-06,0.6695665815614024,0.19443615711969323,3.576400591571694e-06,6.184338967618153e-08,5.3687310137300165e-08,6.979787336128644e-08,3.7256264559784318e-06,1.8267103600022007e-06,6.750814097967826e-08,4.701369662553572e-09,4.087221884880157e-06,6.969131798031251e-09,1.4379212635771557e-08,9.195300666211325e-07,2.4806098711654154e-09,5.509609547045803e-07,2.405259683390661e-08,1.2065171719484444e-07,2.6260327156746863e-10,2.9585813001608483e-10,6.019139331911339e-08,1.1316696908312516e-11,7.72553469044946e-10,1.6615973878709511e-09,3.76,0.0,8.53027806455457e-08,0.07244088802625014,0.7691238588632641,2.742172045838146e-05,1.660952962007401e-07,0.8603615674405526,1.1519213785451825e-15,7.829836893714743e-16,1.9127457286654978e-09,4.5147782462515536e-08,1.7067048408196724e-06,1.1136259846527774e-11,2.985465634791442e-16,1.587410885012521e-17,2.814843473296798e-10,1.227053824327013e-05,1.1865603355919994e-12,2.1328667922420297e-06,3.294655580623567e-05,2.1166726092516292e-08,2.0351463384741972e-07,1.928427815554011e-08,2.1165870421279434e-08,2.3866919645529393e-15,1.0621866558477986e-13,1.9507951870768776e-07,1.1030218089442777e-07,2.9865982683531543e-12,7.918403717165109e-08,3.5655809630279297e-10,2.1055326617051509e-10,1.1181449467289016e-07,0.0007772597113973396,6.714927360266314e-09,2.3788881025015762e-09,4.249292751735146e-13,5.041598001485406e-06,0.0036740056506455593
0.002336892738226184,0.7932703982259617,0.04699408260658212,0.00915248266793844,0.014475789955033054,0.0728534332920739,0.0,0.0,9.745209038240622e-05,7.345205718580369e-06,0.668583612080962,0.1954217072101415,3.5643144685487205e-06,5.965222738329756e-08,5.1310497169494076e-08,6.652262661601601e-08,3.554915686645698e-06,1.7376716695434872e-06,6.390328482389186e-08,4.468567206838675e-09,3.886104739663744e-06,6.660921775649905e-09,1.372366243146192e-08,8.755221360687348e-07,2.366478908572432e-09,5.141822555507355e-07,2.2902146084527753e-08,1.136213697725615e-07,2.444290679539502e-10,2.78894551447195e-10,5.7383735769147915e-08,1.0748791159968667e-11,7.275080476090116e-10,1.5623048400449673e-09,3.76,0.0,8.114692022348035e-08,0.0720566766923324,0.7688731422473061,2.6184817134767987e-05,1.5564437433698136e-07,0.8603619046042297,1.0931163744704885e-15,7.427413922461594e-16,1.9190721341397046e-09,4.497903830842754e-08,1.5971544031274052e-06,1.0380563701222312e-11,2.9519708481676987e-16,1.572447103724316e-17,2.782033770027172e-10,1.2298674608643393e-05,1.1138186003020134e-12,1.9913178235168856e-06,3.277184746500463e-05,1.985118305775265e-08,1.978851799998616e-07,1.808616021537233e-08,2.0500666364616538e-08,2.3084421166999173e-15,9.921192369047448e-14,1.8321810956180595e-07,1.027293576983106e-07,2.8884933063126715e-12,7.995001847035485e-08,3.58953860290225e-10,2.116131120248525e-10,1.04782271165553e-07,0.0007772357284944776,6.647004845382581e-09,2.354259477453336e-09,4.1828144261649416e-13,4.862042744088546e-06,0.0036741652163186454
0.002337226586982892,0.7932393179656945,0.04720501833307127,0.009161100683273304,0.014498069183357045,0.07299243917956205,0.0,0.0,9.700078060297813e-05,7.3453248697442626e-06,0.6676010732797746,0.19640670418517953,3.5528405083179085e-06,5.752632040024632e-08,4.903020084901609e-08,6.339296275030922e-08,3.391743416492195e-06,1.6529204794771203e-06,6.04819247103335e-08,4.246534601998099e-09,3.6943027883376226e-06,6.364930091586823e-09,1.3095968902071401e-08,8.335463752330987e-07,2.2572867802435636e-09,4.798001520257378e-07,2.18029235370515e-08,1.069849960020004e-07,2.275644950599458e-10,2.6286411449223667e-10,5.470111108415725e-08,1.0207766811588175e-11,6.849850281498352e-10,1.4687172939039341e-09,3.76,0.0,7.719447336838182e-08,0.07167430157724547,0.7686209304171546,2.5000796361481073e-05,1.4585925975647853e-07,0.8603622239718375,1.037244003659259e-15,7.045031684057552e-16,1.925917306830687e-09,4.48184968141466e-08,1.4948244394510617e-06,9.676661442058697e-12,2.919731218849688e-16,1.5579241349662838e-17,2.7505140964669123e-10,1.2326009109834754e-05,1.0455962090006764e-12,1.8589202555217342e-06,3.2597972543289675e-05,1.8613933182112394e-08,1.9261227163310907e-07,1.6959313920004317e-08,1.985491435232093e-08,2.2350822103166902e-15,9.26568605897472e-14,1.7204361067397857e-07,9.56600324926387e-08,2.79652174690107e-12,8.071654002009683e-08,3.6133380293221993e-10,2.1267305454715836e-10,9.817394130468864e-08,0.0007772116270700043,6.583058345978355e-09,2.331298783534868e-09,4.1198865345738895e-13,4.689209313511017e-06,0.0036743177180710413
0.0023375604357396,0.7932082005306997,0.04741422748898356,0.009169045996038015,0.014519527107329466,0.07313401082516428,0.0,0.0,9.655144206621858e-05,7.34490506261096e-06,0.6666190350731058,0.19739108379403847,3.5419507783667514e-06,5.5464635021259984e-08,4.684317693414771e-08,6.040308212999887e-08,3.2357993376450736e-06,1.572261773319821e-06,5.7235489897185804e-08,4.034833459576348e-09,3.5114310437912626e-06,6.0807767636896216e-09,1.2495106829895674e-08,7.93515110313202e-07,2.152844040295362e-09,4.4766514404163553e-07,2.0752946302943934e-08,1.00721934061467e-07,2.1191140457869047e-10,2.4771893794302147e-10,5.213843403478543e-08,9.692488852042801e-12,6.448529187033527e-10,1.380527608615873e-09,3.76,0.0,7.343571055791861e-08,0.07129375143716264,0.7683672823145431,2.386761147837148e-05,1.3669792784960218e-07,0.8603625266974365,9.841701520733106e-16,6.681773431998659e-16,1.933256716439509e-09,4.466575332351999e-08,1.3992626204672615e-06,9.021027795542311e-12,2.88867848747514e-16,1.5438195198976284e-17,2.7202102022446063e-10,1.2352552963735154e-05,9.81627322035859e-13,1.7351063812250665e-06,3.2424925966291415e-05,1.745063188034938e-08,1.8767412224462162e-07,1.589978686858335e-08,1.9228139333154178e-08,2.1662899888942725e-15,8.652557995118539e-14,1.6151931747313518e-07,8.90623538794799e-08,2.71027936668316e-12,8.148354195297107e-08,3.636978107418762e-10,2.1373298976497183e-10,9.196565931804979e-08,0.0007771874128684057,6.522764178408937e-09,2.3098614092109e-09,4.0602002699864263e-13,4.522871908685485e-06,0.003674463394244963
0.002337894284496308,0.7931770480762806,0.04762171848563175,0.009176328546730644,0.014540176667508424,0.07327808565128009,0.0,0.0,9.610404744592969e-05,7.343957888853018e-06,0.6656375658006473,0.19837478312258433,3.5316183630887534e-06,5.3466088376801255e-08,4.474623926565482e-08,5.754736405793209e-08,3.08678424484109e-06,1.4955085133147674e-06,5.41557484115653e-08,3.833038748327585e-09,3.337116947958421e-06,5.8080860622808726e-09,1.1920076878920956e-08,7.553439715751478e-07,2.0529666972702167e-09,4.1763638455921934e-07,1.9750286062029738e-08,9.481248867787724e-08,1.9737924865689517e-10,2.3341332241901875e-10,4.969078899580496e-08,9.201859364964499e-12,6.069862355834558e-10,1.2974434705247675e-09,3.76,0.0,6.98613692601125e-08,0.07091501499905936,0.7681122558331069,2.278328012548447e-05,1.2812094194094009e-07,0.8603628138679693,9.33765895852206e-16,6.336757913450162e-16,1.941066751933809e-09,4.452042529180297e-08,1.3100428947657029e-06,8.410372845959323e-12,2.858748126490018e-16,1.5301120708326547e-17,2.69105236790362e-10,1.2378317440735194e-05,9.216604731851956e-13,1.6193414655077834e-06,3.22527026455184e-05,1.6357147956653595e-08,1.8305015577872625e-07,1.490382058729524e-08,1.861987183499029e-08,2.101763064560241e-15,8.079178458460892e-14,1.5161021955865321e-07,8.290633023267014e-08,2.629386868523482e-12,8.225096527189194e-08,3.660457776163191e-10,2.1479281699865788e-10,8.613476800695774e-08,0.000777163091355379,6.465832078196818e-09,2.2898182596766112e-09,4.0034802913977126e-13,4.362810569121541e-06,0.0036746024766176294
0.002338228133253016,0.7931458627270824,0.047827499988765974,0.009182958277258214,0.014560030744957148,0.07342460182422611,0.0,0.0,9.56585701065898e-05,7.342494864409715e-06,0.6646567322456921,0.19935774058240566,3.5218173417264697e-06,5.1529554231300864e-08,4.2736262910458004e-08,5.482036532185414e-08,2.9444097595265047e-06,1.4224813809260638e-06,5.1234798459294084e-08,3.640738724591397e-09,3.1710002281248656e-06,5.5464870746514e-09,1.1369905857972942e-08,7.189518053323251e-07,1.9574761968602538e-09,3.8958124311514373e-07,1.879306922881232e-08,8.923789501855165e-08,1.838844801129457e-10,2.1990367140897344e-10,4.735342719392134e-08,8.734817162733121e-12,5.71265299900833e-10,1.2191868091091427e-09,3.76,0.0,6.646262882981337e-08,0.07053808097897125,0.7678559078081457,2.1745883247719927e-05,1.2009130070695944e-07,0.8603630865066998,8.859073768958735e-16,6.009138518434122e-16,1.949324699673173e-09,4.438215106159783e-08,1.2267641387111074e-06,7.841626804457083e-12,2.829879153956495e-16,1.5167817988394208e-17,2.6629751366298635e-10,1.240331384917101e-05,8.654579012615542e-13,1.5111220342084878e-06,3.208129748707363e-05,1.5329555601420242e-08,1.787209496362815e-07,1.3967843275583054e-08,1.8029648318845582e-08,2.041217826866064e-15,7.543069662226823e-14,1.4228294543149461e-07,7.716373564022896e-08,2.5534885139474314e-12,8.301875183958573e-08,3.683776045847365e-10,2.1585243875995844e-10,8.065975297093844e-08,0.000777138667733222,6.412001337894736e-09,2.2710539309906094e-09,3.949480688785779e-13,4.208811142512676e-06,0.003674735190474024
0.0023385619820097243,0.7931146465773901,0.04803158089641672,0.009188945121151633,0.014579102150936935,0.07357349828425651,0.0,0.0,9.521498410254456e-05,7.340527419331304e-06,0.6636765996549808,0.20033989589909107,3.5125227655646463e-06,4.9653868540854744e-08,4.081018685165637e-08,5.221681836312171e-08,2.8083980515473712e-06,1.3530085208043859e-06,4.846505966048854e-08,3.4575348318317943e-09,3.0127327334915603e-06,5.2956142159074775e-09,1.0843646874725726e-08,6.842605853364852e-07,1.866199388737317e-09,3.6337488532912274e-07,1.7879476962916438e-08,8.39802832530103e-08,1.7134999996724839e-10,2.071484136012258e-10,4.5121763729378184e-08,8.290337324530029e-12,5.375760346705438e-10,1.1454932264751475e-09,3.76,0.0,6.323108725918155e-08,0.07016293809906045,0.7675982940083514,2.075356403792595e-05,1.1257429403704347e-07,0.8603633455765116,8.404756757674738e-16,5.698102409854058e-16,1.958008721032334e-09,4.4250588704856804e-08,1.1490488607245727e-06,7.311925791274941e-12,2.8020139545026484e-16,1.5038098458198737e-17,2.6359170617038665e-10,1.2427553520579598e-05,8.127948938420733e-13,1.4099742340658521e-06,3.1910705399400056e-05,1.4364126293995654e-08,1.746681795212392e-07,1.3088462458623355e-08,1.7457011498484884e-08,1.9843884103691894e-15,7.041898057529576e-14,1.3350570699789377e-07,7.18080191907503e-08,2.4822508249221335e-12,8.378684436657933e-08,3.706931995556237e-10,2.1691176065292988e-10,7.55201973730725e-08,0.0007771141469552992,6.3610374148313296e-09,2.2534651077942567e-09,3.8979814689199623e-13,4.06066524306704e-06,0.003674861754686998
