Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051),CF2(42),CF2O(48)
9.618600273191982e-07,0.689735322434328,3.239306165282877e-06,4.599242718285007e-07,5.031223743956897e-07,1.4113024903510283e-05,0.0,0.0,6.610182675058438e-07,2.4050170541167624e-09,3.079426972620659e-07,9.379127312524483e-06,8.96480272424525e-12,2.942569600764855e-17,4.401218905366513e-12,9.828294921150388e-08,1.5314568313602373e-07,1.5324019892617319e-07,6.641752588717542e-16,4.65695258182965e-20,1.9990094957031358e-13,1.9283376615589683e-14,1.0053956690988573e-07,5.825872893302324e-13,2.0608897855509815e-12,1.2311699217845457e-14,6.050129627897627e-18,1.2628429740483875e-12,4.491813410469571e-14,1.2739219663473155e-15,5.08377487303982e-14,7.683412326970197e-20,2.0028337962128546e-18,4.974109388534855e-19,3.76,0.0,0.8684837140372096,0.9995323764774716,4.093806085653958e-06,3.425877689735533e-08,1.8513092109996985e-05,1.0239605124288165e-05,2.5331950071772938e-14,1.7336916884176793e-14,4.391906366835206e-09,6.413427891758197e-07,8.146718322900394e-07,1.8750792367911424e-08,5.731342382958885e-14,3.5016372187929923e-15,4.928132415305368e-08,5.212675855317691e-09,2.626657739894794e-10,1.3912484482925738e-08,0.00045432408035187786,5.4036091570464403e-14,1.3870436340697067e-09,2.6713292440541453e-14,6.522357459592345e-17,2.565423173609447e-16,7.023287177053908e-21,4.643303453479625e-15,2.5300550859393674e-14,3.1701765083285653e-13,3.661823229396765e-13,6.830750639333504e-19,1.7282087221442206e-08,1.049185779714654e-14,4.029795025554649e-10,4.3218457790404254e-11,3.3499919351087163e-15,8.567137884756845e-18,4.5173275310477933e-14,1.8146004148544014e-13
9.786315249889066e-07,0.6897353664890384,3.242598623144892e-06,4.6177397444935966e-07,5.074513683265961e-07,1.4416680462233193e-05,0.0,0.0,6.744972400163867e-07,2.498533694179444e-09,3.1370334521434234e-07,9.553564915823269e-06,9.096707979393615e-12,2.949445805201793e-17,4.406300937855309e-12,9.828285363796256e-08,1.553557559867751e-07,1.5598330444358855e-07,6.840929886515089e-16,4.8235850867588165e-20,2.0588637619848004e-13,1.9283396919632108e-14,1.0053945031610718e-07,6.083413407353985e-13,2.0919399529509636e-12,1.2957349024791063e-14,6.2178392776388995e-18,1.3055345484760316e-12,4.7134119294510503e-14,1.316143324069114e-15,5.2019052712067564e-14,7.94010809658244e-20,2.075358437812483e-18,5.24078793692152e-19,3.76,0.0,0.8684830531426322,0.9995321020031576,4.214906062331695e-06,3.541444878385462e-08,1.8946530932732703e-05,1.0426254340261183e-05,2.5331916868267123e-14,1.7336894148663655e-14,4.391901820063749e-09,6.452389123249493e-07,8.501976778754516e-07,1.920734930188272e-08,5.768268663606286e-14,3.5229237879954234e-15,4.9614817814108256e-08,5.248721959962213e-09,2.688267685147773e-10,1.4292604644959798e-08,0.00045432395560359963,5.5480225518655975e-14,1.4157027563747537e-09,2.7405412335503943e-14,6.935970578848532e-17,2.6189520310552776e-16,7.283763299879231e-21,4.8175305954579084e-15,2.667082475977513e-14,3.237898118586009e-13,3.6841702215156495e-13,7.018657467650879e-19,1.740935213041713e-08,1.096221897406712e-14,4.151413434041725e-10,4.5255690077785784e-11,3.4814191795837148e-15,8.921727557182765e-18,4.757788148364331e-14,1.8913229791115172e-13
9.95403022658615e-07,0.6897354105687988,3.245749611337159e-06,4.635573777113416e-07,5.117366292329156e-07,1.4720610374983351e-05,0.0,0.0,6.879820543599997e-07,2.5938457757440423e-09,3.1948035669979154e-07,9.728131237097177e-06,9.228309614196169e-12,2.9560252389310425e-17,4.411152341396442e-12,9.828275799973131e-08,1.5754935185763323e-07,1.5872696252779492e-07,7.041725084922879e-16,4.9932395769163954e-20,2.119741705618832e-13,1.9283418055154745e-14,1.0053933350821792e-07,6.347102668674626e-13,2.1227804912772054e-12,1.3622572198255654e-14,6.38666546836372e-18,1.3488394109697559e-12,4.9413808902866714e-14,1.3587495509586856e-15,5.3204233634718436e-14,8.200499850347087e-20,2.1487047724856885e-18,5.516312791591324e-19,3.76,0.0,0.8684823906221865,0.9995318265330221,4.337030643294738e-06,3.6586616255444827e-08,1.9380764386859995e-05,1.0613052664682575e-05,2.5331883621878684e-14,1.7336871383837244e-14,4.391897228316089e-09,6.490139394733805e-07,8.865388691532814e-07,1.966482192993667e-08,5.804047125504525e-14,3.5435486912517053e-15,4.993794494953688e-08,5.283651456659e-09,2.7499909846263024e-10,1.4675116085543276e-08,0.0004543238304025975,5.693323569605986e-14,1.444169927075903e-09,2.810040789351761e-14,7.367361055805905e-17,2.672127754815277e-16,7.550237830969812e-21,4.994407867258089e-15,2.8083343140834422e-14,3.3051892950210913e-13,3.7058243993793034e-13,7.208239266590164e-19,1.7532660354157412e-08,1.1442502780850446e-14,4.2738898724728453e-10,4.734595660239592e-11,3.615165992679474e-15,9.282944063252643e-18,5.00550008124155e-14,1.969614142914923e-13
9.999999999999997e-07,0.6897354546732495,3.2465899864252405e-06,4.6403525279047444e-07,5.129040010235273e-07,1.480396227726795e-05,0.0,0.0,6.916791334245578e-07,2.6202834306324347e-09,3.2106670958926534e-07,9.776000869393896e-06,9.264333331274637e-12,2.9577797664266054e-17,4.412444165685023e-12,9.828273177448257e-08,1.581477431595457e-07,1.5947908116475196e-07,7.097038455641739e-16,5.040273230859167e-20,2.1366076136141901e-13,1.9283423993194033e-14,1.0053930145510468e-07,6.420455326788237e-13,2.131197300171888e-12,1.3808343401394206e-14,6.433134110177867e-18,1.360815536939105e-12,5.0049838699536376e-14,1.3704931205285338e-15,5.352976341745074e-14,8.272515435314707e-20,2.1689503259650212e-18,5.593394281705212e-19,3.76,0.0,0.8684822087492974,0.9995317508548306,4.370681898329015e-06,3.691076506633599e-08,1.949991969550814e-05,1.0664278617518608e-05,2.5331874501743422e-14,1.7336865139008517e-14,4.391895962046236e-09,6.500280105696042e-07,8.966423128377548e-07,1.9790367159268867e-08,5.81365813793502e-14,3.549089070445936e-15,5.002474514929599e-08,5.29303508312337e-09,2.7669281587145213e-10,1.4780369125652774e-08,0.0004543237960068855,5.733303197388141e-14,1.4519382846790905e-09,2.829139402601266e-14,7.488760233694639e-17,2.686639697581213e-16,7.624329987493213e-21,5.0433488445590934e-15,2.847791504805892e-14,3.323556180125315e-13,3.7116415875910616e-13,7.260496880330439e-19,1.756578396839606e-08,1.1575867928226726e-14,4.3076063442456866e-10,4.792817102989572e-11,3.652229533423094e-15,9.38310546497931e-18,5.07466723719071e-14,1.9913458279049553e-13
1.0121745203283232e-06,0.6897354546732495,3.248769600076945e-06,4.6527918434339817e-07,5.159814463514137e-07,1.502480302945329e-05,0.0,0.0,7.014722924379747e-07,2.6909504291998477e-09,3.2527409326305913e-07,9.902822269024669e-06,9.359648139498223e-12,2.962329911224995e-17,4.415790591768404e-12,9.828266229661296e-08,1.5972658804679277e-07,1.614711748636034e-07,7.244092958159733e-16,5.165950840145306e-20,2.1816496813778234e-13,1.9283440019825308e-14,1.0053921649134585e-07,6.616964912602966e-13,2.153412811124657e-12,1.4307514770768652e-14,6.556603218290007e-18,1.3927531018779412e-12,5.175762014875206e-14,1.4017273157275294e-15,5.4393300424381395e-14,8.46457444848826e-20,2.2228596723242535e-18,5.80081202813694e-19,3.76,0.0,0.8684817265079394,0.9995315500713565,4.460169818711117e-06,3.7775156280534476e-08,1.9815758905223185e-05,1.0799996346636515e-05,2.5331850332678193e-14,1.733684858973818e-14,4.391892592771328e-09,6.526716355803006e-07,9.236965278924308e-07,2.012316959666567e-08,5.838713455289658e-14,3.563532500278727e-15,5.025102784451695e-08,5.317498988649349e-09,2.811822837183856e-10,1.5059952467238453e-08,0.0004543237047508664,5.839500329507869e-14,1.4724389995510471e-09,2.879820020756592e-14,7.816931240664755e-17,2.724938585262248e-16,7.82275241143047e-21,5.1739136693111026e-15,2.953834477574716e-14,3.3720343198533764e-13,3.7268073054701967e-13,7.399509567577166e-19,1.7652134904635057e-08,1.1932628478561032e-14,4.3971981947869137e-10,4.9489431243671003e-11,3.751226807529873e-15,9.650763637981066e-18,5.260496837716394e-14,2.049463288953299e-13
1.0289460179980316e-06,0.6897354988020401,3.251668148217326e-06,4.669437712292304e-07,5.201888754752837e-07,1.5329247666662205e-05,0.0,0.0,7.14967566868917e-07,2.7898447315010955e-09,3.310849168793922e-07,1.0077634128859998e-05,9.490761213096857e-12,2.968379950841141e-17,4.42023162824927e-12,9.828256652849227e-08,1.6188758152367766e-07,1.6421594315130846e-07,7.447989572716664e-16,5.341753923332633e-20,2.2445938690255473e-13,1.9283462810187557e-14,1.0053909927026885e-07,6.893024332603701e-13,2.1838383213909625e-12,1.5012320788596554e-14,6.727647970413449e-18,1.437271191723217e-12,5.416595369673579e-14,1.4450635397141237e-15,5.558626497934456e-14,8.732319412248532e-20,2.297810896226698e-18,6.094414053269563e-19,3.76,0.0,0.8684810608297766,0.9995312726222413,4.584314333243879e-06,3.897994670548947e-08,2.0251483162994714e-05,1.0987081764036771e-05,2.533181700075183e-14,1.733682576641919e-14,4.391887914575218e-09,6.562156485519958e-07,9.61671713235154e-07,2.0582354403172237e-08,5.872302230067836e-14,3.582895147211882e-15,5.055437876437831e-08,5.350298123463966e-09,2.873758762605738e-10,1.5447049631049106e-08,0.0004543235786503116,5.986541619059905e-14,1.5005042524950524e-09,2.949871413950258e-14,8.285084070378353e-17,2.7773735677891826e-16,8.101347903097086e-21,5.356027033018717e-15,3.1036058260451815e-14,3.4384185256171836e-13,3.7471398124053554e-13,7.592481793115271e-19,1.776789496923308e-08,1.2432514460375378e-14,4.521313178339012e-10,5.1686278780954724e-11,3.8895972069887456e-15,1.0025165636826411e-17,5.5228098533081595e-14,2.1308594697592816e-13
1.04571751566774e-06,0.6897355429548315,3.254453988163496e-06,4.6855520983765814e-07,5.243617540765193e-07,1.5633934306925952e-05,0.0,0.0,7.284675183252604e-07,2.8905257106086073e-09,3.3691318993147085e-07,1.0252563054560146e-05,9.621683823203356e-12,2.974193774252027e-17,4.424489997178426e-12,9.828247069532488e-08,1.6403244888273902e-07,1.6696126910801436e-07,7.653372277734836e-16,5.520684050147921e-20,2.308580279060198e-13,1.928348642203784e-14,1.0053898184944152e-07,7.175305090085377e-13,2.2140584285462867e-12,1.573713247746105e-14,6.899795533503339e-18,1.4823892811462923e-12,5.6639193985129485e-14,1.4887453935793682e-15,5.6783141648298976e-14,9.003722912574571e-20,2.373547035137013e-18,6.3972476074336205e-19,3.76,0.0,0.8684803936155641,0.9995309941895599,4.7094556323246884e-06,4.0200866251984845e-08,2.0687907910878145e-05,1.1174305419581688e-05,2.5331783626197082e-14,1.7336802913965703e-14,4.391883194839855e-09,6.596495128821215e-07,1.0004654258613497e-06,2.1042341001325124e-08,5.904846951922575e-14,3.601655944495792e-15,5.084830026621495e-08,5.382081386353425e-09,2.9357945777315887e-10,1.5836345528708236e-08,0.00045432345210260765,6.134436850360439e-14,1.52836037250148e-09,3.020187808431548e-14,8.77222302300434e-17,2.829422519923615e-16,8.386064432186917e-21,5.540727580360346e-15,3.257670243699737e-14,3.504328252443088e-13,3.766842143770547e-13,7.78716919073002e-19,1.788005602968197e-08,1.294207841153968e-14,4.6462104856025163e-10,5.39366553583117e-11,4.030273931219499e-15,1.0406132581803564e-17,5.792468588869795e-14,2.2137914307364565e-13
1.0624890133374482e-06,0.689735587131293,3.257135102686635e-06,4.7011728569022457e-07,5.285027156540226e-07,1.5938853682716777e-05,0.0,0.0,7.419718131176282e-07,2.9929903495479753e-09,3.427592751878987e-07,1.0427605401032172e-05,9.752448463268904e-12,2.979788239016096e-17,4.428578981819771e-12,9.828237479712813e-08,1.6616130630214285e-07,1.697071544687541e-07,7.860199694479564e-16,5.702776547108073e-20,2.3736147582797266e-13,1.928351085066028e-14,1.0053886423301995e-07,7.463831322151401e-13,2.2440745359765707e-12,1.648209039245463e-14,7.07304203121673e-18,1.5281030008371292e-12,5.917770954855316e-14,1.532760293911381e-15,5.798394676917284e-14,9.278773759205853e-20,2.450057459335029e-18,6.70944176535906e-19,3.76,0.0,0.8684797248912991,0.9995307147770099,4.835585811932787e-06,4.143779451402925e-08,2.1125005821091803e-05,1.136166393683876e-05,2.5331750209124475e-14,1.733678003244686e-14,4.391878434645829e-09,6.629766531786821e-07,1.040078611843639e-06,2.1503096403709394e-08,5.93638008134808e-14,3.619833604156049e-15,5.1133085500805156e-08,5.4128802926794385e-09,2.997926374407153e-10,1.6227780157085047e-08,0.00045432332510946454,6.283176019787552e-14,1.5560024372621034e-09,3.0907623753340016e-14,9.278752073440707e-17,2.881075999521176e-16,8.676941430225554e-21,5.727995486678437e-15,3.4160486788403906e-14,3.569750806850513e-13,3.7859338943074617e-13,7.983584777568299e-19,1.7988729977304798e-08,1.3461237457353493e-14,4.771866627733111e-10,5.624070892647424e-11,4.1732548827497944e-15,1.0793650198458522e-17,6.069500624645739e-14,2.298247632247542e-13
1.0960320086768651e-06,0.6897356755539577,3.2622117322918842e-06,4.731071691441972e-07,5.366984807506971e-07,1.654935678572265e-05,0.0,0.0,7.689922137010555e-07,3.203258335511739e-09,3.5450633520285805e-07,1.077801633925128e-05,1.0013622296991126e-11,2.9903795200413827e-17,4.4362962818579265e-12,9.828218280597613e-08,1.7037145374574968e-07,1.7520061043706159e-07,8.278029437997874e-16,6.076590087413063e-20,2.5068505247354527e-13,1.9283562137581873e-14,1.0053862842865508e-07,8.059716666454413e-13,2.303500346465546e-12,1.803299952793546e-14,7.422817652983447e-18,1.6213000035113282e-12,6.445196300390887e-14,1.6217401090209757e-15,6.039741533999153e-14,9.839775860572336e-20,2.6053622457367114e-18,7.362429848714072e-19,3.76,0.0,0.8684783830080532,0.9995301530262344,5.090784178965732e-06,4.395919990195435e-08,2.2001120609854577e-05,1.1736772632787928e-05,2.5331683247911724e-14,1.733673418253161e-14,4.391868797048625e-09,6.693239308055238e-07,1.1217669356292413e-06,2.2426792468799185e-08,5.996536387765488e-14,3.654511466607825e-15,5.1676374463034325e-08,5.47164623252551e-09,3.122463538133237e-10,1.7016835444879204e-08,0.00045432306979331346,6.583148862434598e-14,1.6106265721057128e-09,3.2326602503915605e-14,1.0351598599200599e-16,2.983162294620125e-16,9.277331299389134e-21,6.110156643200401e-15,3.745826927368842e-14,3.699088222898647e-13,3.8223610028575073e-13,8.381651149708626e-19,1.8196046805122314e-08,1.4528007315710438e-14,5.025365502136875e-10,6.101040032012204e-11,4.46612689800012e-15,1.1588296510729688e-17,6.645786044271482e-14,2.471685297148184e-13
1.1262207044823402e-06,0.6897357552121998,3.266489588743265e-06,4.75661998267409e-07,5.439882198410981e-07,1.7099525109778868e-05,0.0,0.0,7.933225326326164e-07,3.3985685776385607e-09,3.651432534752489e-07,1.109373978354021e-05,1.0248419057440196e-11,2.9993033309304794e-17,4.4427738698086055e-12,9.828200979269483e-08,1.7410698820821364e-07,1.8014665177255213e-07,8.658627637584918e-16,6.424191868573913e-20,2.6304026015552625e-13,1.928361103626927e-14,1.0053841557213832e-07,8.617614821473831e-13,2.3562998929058057e-12,1.9499098173620214e-14,7.741340202478053e-18,1.7071711407019319e-12,6.942541516487577e-14,1.7028396365586905e-15,6.258316357361804e-14,1.0357052123428446e-19,2.7476921922705388e-18,7.983434031741009e-19,3.76,0.0,0.868477170375974,0.9995296441330688,5.323777117449266e-06,4.628202438479127e-08,2.2791686532336096e-05,1.2074800157209227e-05,2.533162283867751e-14,1.73366928190698e-14,4.391859995051526e-09,6.747037087741512e-07,1.198097519393237e-06,2.3260459726229163e-08,6.047522858247487e-14,3.6839032853150726e-15,5.213684693680451e-08,5.521465652259739e-09,3.23484098034231e-10,1.7733737381739413e-08,0.00045432283850076525,6.8559210321824e-14,1.659014291266358e-09,3.361188892108406e-14,1.138753597138911e-16,3.0736068212293337e-16,9.83913359927438e-21,6.46269334370628e-15,4.057573531808159e-14,3.813716838742135e-13,3.853241591502766e-13,8.745945671305715e-19,1.8371758877887843e-08,1.5520077157969152e-14,5.25589025097488e-10,6.548802877353888e-11,4.73759497539535e-15,1.2325804720460478e-17,7.189900904155995e-14,2.6328712261551354e-13
1.1564094002878153e-06,0.689735834942447,3.2705247042594925e-06,4.78104549700547e-07,5.51207538441673e-07,1.7650330043566345e-05,0.0,0.0,8.17662694885807e-07,3.599609264403851e-09,3.7584354073646983e-07,1.1409778995395464e-05,1.0483111930957217e-11,3.007720842458227e-17,4.448862803741163e-12,9.82818365710061e-08,1.77792434741899e-07,1.8509453346166202e-07,9.04332004544033e-16,6.782587530675274e-20,2.7574344225094417e-13,1.9283662497980574e-14,1.0053820213510297e-07,9.19612306007556e-13,2.4084601083975255e-12,2.103259310133758e-14,8.063373393267389e-18,1.7949055323668099e-12,7.461539672417192e-14,1.7848334072321754e-15,6.478194693970105e-14,1.088599986017368e-19,2.8923960344903952e-18,8.63678893745684e-19,3.76,0.0,0.8684759531838132,0.9995291321152691,5.559876205089882e-06,4.865488405114686e-08,2.358408240030057e-05,1.2413217259676588e-05,2.533156229372352e-14,1.7336651362835676e-14,4.39185107738288e-09,6.79786288096575e-07,1.2770957649003409e-06,2.4096195597245924e-08,6.09569230717281e-14,3.711671218047066e-15,5.25718770347126e-08,5.568542941494559e-09,3.347479199331169e-10,1.8456722602480743e-08,0.0004543226057878135,7.131295029669194e-14,1.7066481425828207e-09,3.490461014122174e-14,1.2492598206023807e-16,3.1626538903897513e-16,1.0421480976913951e-20,6.823261947285326e-15,4.383584215224946e-14,3.926609722355086e-13,3.8824218980196147e-13,9.116027401642554e-19,1.853776017738802e-08,1.654193406843756e-14,5.488543625168952e-10,7.014153939716986e-11,5.016549328229268e-15,1.3084463765120714e-17,7.75825740299057e-14,2.7988053498712806e-13
1.1865980960932904e-06,0.6897359147431171,3.274344297532621e-06,4.804487813693878e-07,5.583660408931832e-07,1.820173644696503e-05,0.0,0.0,8.420114352287431e-07,3.806361598457879e-09,3.8660932427561645e-07,1.1726116491668983e-05,1.0717820102828332e-11,3.015689762858132e-17,4.454608013929358e-12,9.828166314232254e-08,1.814284518215819e-07,1.900442663600798e-07,9.431909678271557e-16,7.15197965409843e-20,2.8879748400378806e-13,1.928371649059493e-14,1.0053798813359048e-07,9.79538174850934e-13,2.4599890008582978e-12,2.2634258665802262e-14,8.388901545936218e-18,1.884478770516907e-12,8.002352246448638e-14,1.867656462385563e-15,6.699388976103927e-14,1.1426575577749048e-19,3.039433841638923e-18,9.323258955726368e-19,3.76,0.0,0.8684747315316204,0.9995286169889931,5.79905337591511e-06,5.1077107750811056e-08,2.4378201920492194e-05,1.2752008146966179e-05,2.5331501613888028e-14,1.7336609814386453e-14,4.391842049280832e-09,6.84588094186867e-07,1.3587656290736586e-06,2.4933872811923672e-08,6.141200423796481e-14,3.737905012966456e-15,5.2982870795070186e-08,5.61302929789984e-09,3.4603629992381774e-10,1.9185507191012506e-08,0.000454322371661934,7.409229328291723e-14,1.7535115550334248e-09,3.620446490828196e-14,1.3669153930517245e-16,3.250271417581753e-16,1.1024582619054362e-20,7.191763008555115e-15,4.7239516533107045e-14,4.037722867799369e-13,3.909995901603641e-13,9.49195967636293e-19,1.869458736318353e-08,1.7593090330660726e-14,5.723215130768394e-10,7.49715495752434e-11,5.303019665376483e-15,1.3864308353086835e-17,8.350959481983484e-14,2.9694126578403857e-13
1.2167867918987655e-06,0.6897359946127231,3.2779717745492925e-06,4.827068796855533e-07,5.654720847180222e-07,1.8753713065625855e-05,0.0,0.0,8.66367628388842e-07,4.018806535288379e-09,3.97442734165777e-07,1.2042735755434347e-05,1.0952647565270583e-11,3.023259717531502e-17,4.460048028634456e-12,9.828148950824079e-08,1.8501569150565287e-07,1.9499586155006662e-07,9.824211825029619e-16,7.532568315840424e-20,3.0220513760838485e-13,1.9283772982181942e-14,1.0053777358190251e-07,1.041553115677704e-12,2.5108945123594356e-12,2.430485949258066e-14,8.717910165059681e-18,1.975866753938641e-12,8.565126409945878e-14,1.9512461419967898e-15,6.92191160847259e-14,1.1978741716958978e-19,3.188770457517409e-18,1.0043611584943605e-18,3.76,0.0,0.868473505508416,0.9995280987691453,6.041284408263285e-06,5.354803317318684e-08,2.517395017035827e-05,1.309115802278957e-05,2.5331440800020186e-14,1.7336568174315157e-14,4.39183291570303e-09,6.891246446541334e-07,1.4431107190723714e-06,2.577337801215528e-08,6.18419429252066e-14,3.762689457966094e-15,5.3371156547755864e-08,5.655067574618845e-09,3.573478811229556e-10,1.991982413284237e-08,0.00045432213612981543,7.68968620874249e-14,1.7995909159158538e-09,3.7511174458739314e-14,1.4919573948770482e-16,3.3364329230658204e-16,1.164864276629093e-20,7.568100895982667e-15,5.078761088222594e-14,4.147019598661215e-13,3.936052386671464e-13,9.87380157265916e-19,1.8842747433732916e-08,1.867306090218635e-14,5.959800830841066e-10,7.997861913315835e-11,5.597047635662145e-15,1.4665407334868814e-17,8.968097634884809e-14,3.1446166177712877e-13
1.2469754877042406e-06,0.6897360745498649,3.28142732899485e-06,4.848894779251621e-07,5.725329374614907e-07,1.9306231989214474e-05,0.0,0.0,8.907302695570907e-07,4.236924818833391e-09,4.083459030476114e-07,1.2359621182522732e-05,1.1187685045731962e-11,3.030473499659193e-17,4.465215988574783e-12,9.828131567048155e-08,1.8855479916861625e-07,1.99949330341328e-07,1.0220053747320988e-15,7.924550642403191e-20,3.1596903014666144e-13,1.928383194126824e-14,1.0053755849282266e-07,1.1056711432653305e-12,2.5611845145350157e-12,2.6045151588840416e-14,9.050385720693225e-18,2.0690456856060265e-12,9.149995549319756e-14,2.035542018197566e-15,7.145774723472739e-14,1.2542466489910972e-19,3.3403748917761838e-18,1.079861727940158e-18,3.76,0.0,0.8684722751935852,0.9995275774694911,6.286548423116936e-06,5.6067006758964394e-08,2.597124216895735e-05,1.3430653032361234e-05,2.5331379852970128e-14,1.7336526443207274e-14,4.391823681341437e-09,6.934105995436505e-07,1.5301343294485523e-06,2.661460998581988e-08,6.224812869135667e-14,3.786104655189954e-15,5.373798921498801e-08,5.694792741728656e-09,3.686814488913526e-10,2.0659422381648782e-08,0.0004543218991976502,7.972631367455524e-14,1.844875341853853e-09,3.88244804315312e-14,1.6246230645132047e-16,3.4211170992160072e-16,1.2293861105470105e-20,7.95218349936758e-15,5.448090757805095e-14,4.254470005832141e-13,3.9606752304089273e-13,1.0261607852575518e-18,1.8982719368083364e-08,1.978136481730117e-14,6.198202902438006e-10,8.516325565635514e-11,5.8986866479075514e-15,1.548786338533563e-17,9.609750128741602e-14,3.324339459664631e-13
1.2771641835097156e-06,0.6897361545532301,3.2847284441474713e-06,4.870058499007473e-07,5.795549152726685e-07,1.9859268194462993e-05,0.0,0.0,9.150984579431848e-07,4.460697012177694e-09,4.1932096593755804e-07,1.2676758031052936e-05,1.1423011712351178e-11,3.0373681280824614e-17,4.470140494717168e-12,9.828114163084438e-08,1.9204641329284715e-07,2.0490468427000616e-07,1.0619274368381967e-15,8.328120517096535e-20,3.3009167108272346e-13,1.9283893336967225e-14,1.0053734287780398e-07,1.171906256426851e-12,2.6108668048735437e-12,2.7855883265397033e-14,9.386315510015791e-18,2.1639920699547136e-12,9.75707977159834e-14,2.120485829725988e-15,7.370990016865177e-14,1.311772372498965e-19,3.494219782470769e-18,1.1589049290046027e-18,3.76,0.0,0.8684710406580832,0.9995270531027554,6.534827446329142e-06,5.863338360860382e-08,2.6770001641032985e-05,1.3770480210117178e-05,2.5331318773581844e-14,1.7336484621613754e-14,4.391814350637638e-09,6.974598087632565e-07,1.6198394746458393e-06,2.7457478139824496e-08,6.263187430378175e-14,3.808226280173633e-15,5.408455437113049e-08,5.73233232185675e-09,3.8003591314103396e-10,2.1404065978225005e-08,0.00045432166087141054,8.258033584813217e-14,1.88935646478343e-09,4.014414316876254e-14,1.765149743698844e-16,3.504307406200364e-16,1.2960433117244336e-20,8.343922008521e-15,5.832012287405785e-14,4.360050421935901e-13,3.983943674242047e-13,1.0655429094706367e-18,1.911495567557297e-08,2.0917526413591573e-14,6.438329230464357e-10,9.052591934186147e-11,6.2080016599427354e-15,1.6331812563176248e-17,1.0275984130407473e-13,3.508502437652791e-13
1.3073528793151907e-06,0.6897362346215876,3.287890312528603e-06,4.890640816986274e-07,5.865435053546624e-07,2.0412799159213926e-05,0.0,0.0,9.394713828845909e-07,4.690103524099377e-09,4.3037006005716786e-07,1.2994132373731523e-05,1.1658696680559387e-11,3.0439757349105375e-17,4.474846316910932e-12,9.828096739116548e-08,1.9549116530975707e-07,2.0986193509627456e-07,1.102172395309427e-15,8.743468387758149e-20,3.445754593478271e-13,1.9283957138985236e-14,1.0053712674713432e-07,1.240272433617849e-12,2.659949103780875e-12,2.973779590433472e-14,9.725687571377974e-18,2.260682710044677e-12,1.0386486394520448e-13,2.2060214175169274e-15,7.597568642888843e-14,1.370449271436406e-19,3.650280922103097e-18,1.2415683502669716e-18,3.76,0.0,0.8684698019654785,0.9995265256807107,6.78610602633595e-06,6.124652738832637e-08,2.7570159946388144e-05,1.4110627430342823e-05,2.533125756267945e-14,1.733644271010897e-14,4.3918049277912895e-09,7.012853569055324e-07,1.7122289175013568e-06,2.8301901177658784e-08,6.299441998802233e-14,3.8291258267556375e-15,5.4411972079557876e-08,5.7678068018866984e-09,3.9141029300890876e-10,2.2153533217866222e-08,0.0004543214211563735,8.54586443036381e-14,1.9330282317280135e-09,4.146994017765807e-14,1.9137748273563201e-16,3.5859916936015956e-16,1.3648550384241163e-20,8.743230739591758e-15,6.230591050700645e-14,4.463742929504586e-13,4.0059325804103624e-13,1.1055311839107157e-18,1.9239883860427067e-08,2.208107639851403e-14,6.680093034829221e-10,9.606702743105613e-11,6.525068943420473e-15,1.719742377195016e-17,1.0966856746808038e-13,3.697026071400022e-13
