Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148)
8.85061909373137e-09,0.8351141135136246,9.82152917295388e-07,1.2962355413716355e-08,1.8629737117286976e-08,3.5829019339681105e-06,0.0,0.0,9.352734181994012e-08,2.0515935821051792e-11,1.7868959705477426e-08,4.532027104455671e-07,1.4975332641483248e-13,5.330315761080549e-19,3.1777759535201615e-12,1.8451126572745911e-06,1.881396718026898e-08,9.039393639075237e-09,4.773114771963404e-17,7.265624844229802e-23,8.918040128726853e-14,5.145563227785883e-13,5.765951117210069e-06,1.520840920381208e-17,1.5171205864944367e-13,1.6521370681337397e-18,3.559297664192185e-21,1.1024420720291564e-14,7.227114929765389e-19,6.4987184022866525e-19,4.0573304481904165e-16,9.621093066273033e-23,1.0081506767172198e-23,8.959392940287153e-25,3.76,0.0,0.6851549434298256,0.9999993106239624,3.786080489734413e-09,7.373496459076133e-11,1.3884527744447982e-07,8.18042624769304e-06,2.2676828458164328e-13,7.206553326216401e-13,7.035805056317418e-08,3.5059791313975305e-06,3.711359983351837e-11,4.156269191338186e-12,1.0292167860510178e-13,1.3245137444217572e-13,4.110010860320519e-08
9.147337876330995e-09,0.8351141805524903,1.0714942982037007e-06,1.4289553588040799e-08,2.0462875385082843e-08,3.706082091900098e-06,0.0,0.0,9.66897943347721e-08,2.1914124040403066e-11,1.948752458105149e-08,4.967750274605881e-07,1.702442793587686e-13,6.55564708662742e-19,3.508277902218144e-12,1.938766312232221e-06,2.0518106293666683e-08,9.858197740799309e-09,5.521033707559876e-17,9.37239414043677e-23,1.0249968257521108e-13,5.899760821327075e-13,5.894976574109788e-06,1.7823061658357493e-17,1.7006893359991416e-13,1.965319923173873e-18,4.3942044156565354e-21,1.2976377094438524e-14,8.910967874182938e-19,7.92977658211498e-19,4.645762822698517e-16,1.1733721311105218e-22,1.2815423663694708e-23,1.1629619646147717e-24,3.76,0.0,0.6851545419302426,0.9999992542545496,4.167847260156707e-09,8.331070068771345e-11,1.4717263336517913e-07,8.454680524622664e-06,2.4810809332129426e-13,7.659605713515274e-13,7.420919733902222e-08,3.622103402987517e-06,3.991811318000473e-11,4.471444999626547e-12,1.1009536363322313e-13,1.3739538050050968e-13,4.389065523298175e-08
9.444056658930621e-09,0.8351142479503939,1.1652296144758095e-06,1.5702168031721732e-08,2.2405630958047653e-08,3.829605338140899e-06,0.0,0.0,9.985524730700135e-08,2.3358510233144378e-11,2.118646305351286e-08,5.42671207117055e-07,1.9291129182951244e-13,8.0239860673385425e-19,3.869800080203744e-12,2.0329830448330185e-06,2.2306862663821615e-08,1.0717663803420611e-08,6.353092250335654e-17,1.1987275578474183e-22,1.1720049327138095e-13,6.729523170084783e-13,6.020878189846e-06,2.0782102115953588e-17,1.8985477406960523e-13,2.3233408286959523e-18,5.396822060701007e-21,1.5187456702114283e-14,1.0907171844742035e-18,9.609947629985488e-19,5.295671661613947e-16,1.4207408926508412e-22,1.6187182280487453e-23,1.4979134297977862e-24,3.76,0.0,0.6851541400325095,0.9999991952660469,4.574004117542053e-09,9.373709037035688e-11,1.5589746663102804e-07,8.728935437536842e-06,2.7050099259432885e-13,8.119197191225432e-13,7.809132277528482e-08,3.738136676469623e-06,4.2854955478153643e-11,4.803116187397331e-12,1.1750008477798443e-13,1.4233592681736223e-13,4.6772087650697514e-08
9.740775441530248e-09,0.8351143157099666,1.2633719764046008e-06,1.7202505612587293e-08,2.446036251952391e-08,3.953486186744858e-06,0.0,0.0,1.0302382007264662e-07,2.4849119333828032e-11,2.2966217366825642e-08,5.909084068715352e-07,2.1792611839771306e-13,9.77679449878634e-19,4.2648135985116144e-12,2.1276704856515584e-06,2.418070065696582e-08,1.1618015771195915e-08,7.275075236153228e-17,1.520854218786208e-22,1.3336183680943323e-13,7.638779871537325e-13,6.143734252192947e-06,2.4118156183123584e-17,2.1111682715729817e-13,2.7305804800191326e-18,6.5959019579656294e-21,1.768076397026988e-14,1.3259426475158652e-18,1.1571496900696648e-18,6.011064475996531e-16,1.7086765989885699e-22,2.0324371411689493e-23,1.915272467026366e-24,3.76,0.0,0.6851537377208903,0.9999991336424267,5.0052797620249634e-09,1.0505546560160963e-10,1.6503546824384482e-07,9.003191026890771e-06,2.9394263844561957e-13,8.584730992628603e-13,8.200021601854666e-08,3.854079023059975e-06,4.592839083212957e-11,5.1520155657999784e-12,1.251345948543535e-13,1.4727297923107714e-13,4.974433456361553e-08
9.999999999999999e-09,0.8351143838334576,1.3527263717986043e-06,1.8586830078799914e-08,2.6348897809323682e-08,4.062017148315253e-06,0.0,0.0,1.0579464948586603e-07,2.6189222387218534e-11,2.458750789070971e-08,6.349777820239956e-07,2.4184296429122534e-13,1.157795007648548e-18,4.639335588884173e-12,2.2107091989545036e-06,2.5887691611079923e-08,1.2438205286414766e-08,8.158780740873441e-17,1.860694658622222e-22,1.4873835500319422e-13,8.501250829951663e-13,6.2486331023089415e-06,2.7368314618038437e-17,2.309363007795151e-13,3.130245224643249e-18,7.829922843862377e-21,2.0108869841002384e-14,1.5643256368458081e-18,1.3542846895406326e-18,6.692870532476242e-16,1.9971829433775795e-22,2.4681692408563537e-23,2.36059061851925e-24,3.76,0.0,0.6851533858954454,0.9999990776382928,5.4031885109997404e-09,1.1570621536208777e-10,1.7336920169729487e-07,9.242791490124766e-06,3.152758109323845e-13,8.995852302620953e-13,8.543393004015123e-08,3.955296204614579e-06,4.872872053733494e-11,5.4715208485896544e-12,1.3199148101674746e-13,1.5158329258313738e-13,5.2415270277133513e-08
1.0037494224129874e-08,0.8351143838334576,1.3659297605962806e-06,1.8792832607480748e-08,2.6629363855505437e-08,4.077739141863021e-06,0.0,0.0,1.0619563136165156e-07,2.6385978027119133e-11,2.4827152694052828e-08,6.415013242134152e-07,2.4546943458678276e-13,1.1861492035207862e-18,4.695889040107547e-12,2.2227407567897718e-06,2.614000336157256e-08,1.2559438598714635e-08,8.292891175650832e-17,1.9148796886728273e-22,1.5106280935117324e-13,8.631418776514469e-13,6.263621013279926e-06,2.786584973681766e-17,2.3390091985003664e-13,3.191641030336416e-18,8.024325931109801e-21,2.0480404714952087e-14,1.6015582742063925e-18,1.3849434261168482e-18,6.79604863611068e-16,2.041977839464972e-22,2.5376297150828195e-23,2.4320299640114e-24,3.76,0.0,0.6851533349796731,0.9999990693700306,5.462403992511031e-09,1.173073645324439e-10,1.746023039103865e-07,9.277447333233648e-06,3.184270420533896e-13,9.055634168795949e-13,8.59318674247463e-08,3.969930513917064e-06,4.914284964648539e-11,5.518901059702843e-12,1.3299765164138934e-13,1.522065129342157e-13,5.2807324731245874e-08
1.03342130067295e-08,0.8351144523227557,1.4729068548407456e-06,2.0475374265346878e-08,2.8914864777715696e-08,4.2023786849902975e-06,0.0,0.0,1.0937079922110513e-07,2.7969114737486224e-11,2.6769560905096883e-08,6.944623148425224e-07,2.7573097302979223e-13,1.4332122667176963e-18,5.165692365035959e-12,2.318110296958583e-06,2.8185076551788445e-08,1.3542080156171154e-08,9.412563657400415e-17,2.3936357206508193e-22,1.703824273599714e-13,9.711275925749875e-13,6.380612744488834e-06,3.206187356426234e-17,2.582514184804752e-13,3.711343936033555e-18,9.719572187634128e-21,2.361146622565645e-14,1.922784172075283e-18,1.6481614729887882e-18,7.654828286400962e-16,2.4257881099662053e-22,3.151705117979967e-23,3.068026522855728e-24,3.76,0.0,0.6851529317931834,0.9999990024374561,5.9461079444615126e-09,1.3053449288387477e-10,1.8461360252325534e-07,9.551704397166229e-06,3.439466755467662e-13,9.531357206128918e-13,8.988246076841869e-08,4.085691220141783e-06,5.250292828609309e-11,5.904554752376237e-12,1.4108801808584457e-13,1.5713650994013816e-13,5.5960986965232844e-08
1.0630931789329126e-08,0.8351145211794042,1.5843028932299953e-06,2.2252314426076615e-08,3.131903204577721e-08,4.327419262904624e-06,0.0,0.0,1.1254944094302718e-07,2.959855961779377e-11,2.8793664187407252e-08,7.498015062674724e-07,3.089096434418207e-13,1.725006635331294e-18,5.676980568131564e-12,2.4136996927749793e-06,3.031615249635527e-08,1.4566053060281115e-08,1.0640222842224635e-16,2.9716695831059065e-22,1.913994636514392e-13,1.088212612727473e-12,6.494781789820258e-06,3.674504842801306e-17,2.8421119472562817e-13,4.294727334123471e-18,1.1724214991571269e-20,2.7099995221560556e-14,2.2952950269428946e-18,1.950883487496381e-18,8.591701288431035e-16,2.8656024148349777e-22,3.8948913526260046e-23,3.846321814886938e-24,3.76,0.0,0.6851525281457936,0.9999989328354476,6.457124308974244e-09,1.4477868722235335e-10,1.9508494527075343e-07,9.825962259300573e-06,3.704925739844951e-13,1.001137356473582e-12,9.384836572357252e-08,4.201361212777482e-06,5.6013388617042965e-11,6.309781926935748e-12,1.4940446243767908e-13,1.6206295730136431e-13,5.920525012924456e-08
1.0927650571928752e-08,0.8351145904046201,1.7001134818621073e-06,2.4125795192455244e-08,3.384397028789581e-08,4.45287527627037e-06,0.0,0.0,1.157316729965266e-07,3.127434453686277e-11,3.0899618524856167e-08,8.075269069753058e-07,3.4521363634104886e-13,2.068479550274642e-18,6.232597117950016e-12,2.509433516065017e-06,3.253339361848669e-08,1.5631436433473458e-08,1.1982097072350974e-16,3.6653933319330774e-22,2.1419229205275938e-13,1.214767417498828e-12,6.606198617771858e-06,4.1956390482449936e-17,3.118215976886925e-13,4.947042990605709e-18,1.408645841748006e-20,3.097297385872298e-14,2.725239316537747e-18,2.297492472488794e-18,9.611056198325656e-16,3.367273163508836e-22,4.7906112395797643e-23,4.7935972188457606e-24,3.76,0.0,0.6851521240219348,0.9999988605567911,6.996187534008769e-09,1.6008188005492547e-10,2.0603185535039827e-07,1.0100220960221933e-05,3.980544334480011e-13,1.0495179156832767e-12,9.782613061808263e-08,4.3169405628100164e-06,5.967915743503329e-11,6.735410106615249e-12,1.5794575833870857e-13,1.6698584584577926e-13,6.254004313886503e-08
1.1224369354528378e-08,0.8351146599993075,1.8203304154738074e-06,2.609791665261971e-08,3.6491722919500624e-08,4.578761068878717e-06,0.0,0.0,1.189176109641485e-07,3.2996503066063904e-11,3.308751703988142e-08,8.676445113322008e-07,3.848605105150898e-13,2.471467571377872e-18,6.835467204859033e-12,2.605240166967141e-06,3.48368960120571e-08,1.6738277593938172e-08,1.3444504616493977e-16,4.493237911737499e-22,2.388387407424637e-13,1.3511546705069456e-12,6.714931871772107e-06,4.7739176965670336e-17,3.4112243162540697e-13,5.673752858128498e-18,1.6860704346239576e-20,3.5258293964458664e-14,3.219258124933216e-18,2.6926834973689007e-18,1.0717369284535832e-15,3.9370153833816375e-22,5.865896374477629e-23,5.9405932371131684e-24,3.76,0.0,0.6851517194061048,0.9999987855962144,7.564034008582555e-09,1.7648606667217073e-10,2.1746978826133452e-07,1.0374480540452713e-05,4.26620705226537e-13,1.0982291782036446e-12,1.0181247545123493e-07,4.432429341167792e-06,6.350532578758816e-11,7.182288095813479e-12,1.6671068488320936e-13,1.719051692232272e-13,6.596529496148897e-08
1.1521088137128004e-08,0.8351147299640767,1.9449418853382673e-06,2.8170736650529645e-08,3.926427305930708e-08,4.705090917498812e-06,0.0,0.0,1.2210736948223493e-07,3.4765070465004813e-11,3.535739320381666e-08,9.301584003751425e-07,4.280772642915929e-13,2.9427809888847263e-18,7.48859282528307e-12,2.7010517226371427e-06,3.722669281927225e-08,1.788659367901918e-08,1.5033845569289795e-16,5.475811674424725e-22,2.654159542852248e-13,1.4977284683420613e-12,6.821048419211309e-06,5.4139012088987206e-17,3.721519389016076e-13,6.480525280555088e-18,2.0108154696558402e-20,3.9984729670724205e-14,3.784503516890379e-18,3.1414719290110596e-18,1.1915201590954876e-15,4.581411273700457e-22,7.151841320520438e-23,7.322583140979991e-24,3.76,0.0,0.6851513142828786,0.999998707950289,8.161402230733099e-09,1.9403327366959578e-10,2.2941412265177484e-07,1.0648741040418316e-05,4.561786861118809e-13,1.1472250532672183e-12,1.0580428515874546e-07,4.547827618721817e-06,6.749714819617821e-11,7.65128502371295e-12,1.7569802665968503e-13,1.768209231610149e-13,6.94809346162193e-08
1.181780691972763e-08,0.835114800299256,2.07393267874644e-06,3.034627060207769e-08,4.2163544442305974e-08,4.831879022314631e-06,0.0,0.0,1.253010621851312e-07,3.6580083666369846e-11,3.7709223920119025e-08,9.950708386437094e-07,4.751003907311825e-13,3.492292456868774e-18,8.195047727991547e-12,2.7968037913644435e-06,3.9702757474770265e-08,1.9076373204335516e-08,1.6756593920863155e-16,6.636062885600826e-22,2.940002643220531e-13,1.6548336514103276e-12,6.924613399110027e-06,6.120389304511184e-17,4.049467877955482e-13,7.37323088100614e-18,2.389744772104808e-20,4.518190861292411e-14,4.428656434774395e-18,3.649201156842175e-18,1.3209196049630754e-15,5.307414128178352e-22,8.684100280694284e-23,8.979884246610198e-24,3.76,0.0,0.6851509086369162,0.999998627617338,8.78903296000385e-09,2.1276552908121668e-10,2.418801516986898e-07,1.0923002500414974e-05,4.867146048556775e-13,1.1964615178718195e-12,1.0979860311411784e-07,4.663135466285759e-06,7.166004178402577e-11,8.143289392120398e-12,1.84906573776225e-13,1.8173310490153238e-13,7.308689117376756e-08
1.2114525702327257e-08,0.8351148710049083,2.207284370372651e-06,3.262649135457181e-08,4.519140232921469e-08,4.959139497923558e-06,0.0,0.0,1.2849880165307348e-07,3.8441581259968346e-11,4.01429324850221e-08,1.0623823671902274e-06,5.261759169137392e-13,4.131029706001857e-18,8.95797224719093e-12,2.8924353719166007e-06,4.2265006820910296e-08,2.0307577560921397e-08,1.8619289809932265e-16,7.99944577450039e-22,3.2466706882955615e-13,1.8228051755989806e-12,7.02569026846379e-06,6.898427605557138e-17,4.395420647823878e-13,8.357938168801172e-18,2.8305328032243434e-20,5.0880281854854636e-14,5.1599440841990355e-18,4.2215497985260885e-18,1.4604074646642573e-15,6.122351656305817e-22,1.0503428466370753e-22,1.0958408168011054e-23,3.76,0.0,0.6851505024529722,0.9999985445973464,9.44766935517926e-09,2.3272483406172754e-10,2.5488307499792413e-07,1.1197264960579293e-05,5.182137048620975e-13,1.2458965539867048e-12,1.1379262486078237e-07,4.778352954615991e-06,7.599958531511376e-11,8.659208129042771e-12,1.9433512187133067e-13,1.866417128013016e-13,7.678309375635689e-08
1.2411244484926883e-08,0.8351149420808434,2.3449755058150667e-06,3.501332908740824e-08,4.834965441195332e-08,5.086886364873537e-06,0.0,0.0,1.3170069936360188e-07,4.034960347604488e-11,4.2658391429995534e-08,1.1320918929017182e-06,5.815594275356555e-13,4.871272167295105e-18,9.780568046062548e-12,2.987888717934662e-06,4.4913304098852706e-08,2.158014245260213e-08,2.0628531971810857e-16,9.594089671530396e-22,3.5749071982366916e-13,2.001967543266693e-12,7.124340847301774e-06,7.753314237791406e-17,4.759712709584142e-13,9.4409088994998e-18,3.3417349863120895e-20,5.711109269477309e-14,5.987156777865363e-18,4.864538375203546e-18,1.6104635644144081e-15,7.033928735073207e-22,1.2656270340013877e-22,1.3310251332400397e-23,3.76,0.0,0.6851500957159011,0.999998458891875,1.0138057097967261e-08,2.539531360558146e-10,2.684379909436735e-07,1.1471528460859595e-05,5.506603231964014e-13,1.2954900851084841e-12,1.1778369206998612e-07,4.893480154411647e-06,8.052151814969752e-11,9.199965649395341e-12,2.0398247211401472e-13,1.9154674604950908e-13,8.056947153762785e-08
1.2707963267526509e-08,0.8351150135266325,2.4869817775955636e-06,3.750867125182992e-08,5.1640051714729945e-08,5.2151335417163585e-06,0.0,0.0,1.3490686564634566e-07,4.2304192167902854e-11,4.525542525026125e-08,1.2041967742658256e-06,6.415160730776211e-13,5.726651313862678e-18,1.0666092793255142e-11,3.083109207207181e-06,4.7647461819894886e-08,2.2893979275755384e-08,2.2790970390858357e-16,1.1450970768942155e-21,3.925444193517294e-13,2.1926342918873407e-12,7.220625362496238e-06,8.690606419368307e-17,5.142663222810479e-13,1.0628593220937863e-17,3.932861290975834e-20,6.390634450168511e-14,6.919664210225785e-18,5.584535447604618e-18,1.7715750861077151e-15,8.050229624055609e-22,1.5195396860071495e-22,1.6094326977493078e-23,3.76,0.0,0.6851496884106668,0.9999983705039783,1.086094450330291e-08,2.764923033951585e-10,2.8255988957693794e-07,1.1745793040988876e-05,5.840379659959629e-13,1.3452039127142582e-12,1.2176928671678283e-07,5.008517136314674e-06,8.523173912141603e-11,9.766502924130113e-12,2.1384743119731222e-13,1.9644820446039529e-13,8.4445953742547e-08
1.3004682050126135e-08,0.8351150853416198,2.6332761938957693e-06,4.011436254774475e-08,5.5064289490342786e-08,5.343894837555468e-06,0.0,0.0,1.3811740964103667e-07,4.430539079389081e-11,4.793381302347594e-08,1.2786929037101466e-06,7.063205628409172e-13,6.712254504627348e-18,1.161785479366874e-11,3.1780452156561262e-06,5.0467244521381644e-08,2.424897644353738e-08,2.5113299165255607e-16,1.3604086034691005e-21,4.299001235896445e-13,2.3951075385291836e-12,7.3146024903585e-06,9.716127029893495e-17,5.544575533190898e-13,1.1927624636752045e-17,4.6144529952120325e-20,7.129876772473252e-14,7.967431138683966e-18,6.388263206605855e-18,1.9442363014585688e-15,9.179719677656934e-22,1.8180593796189615e-22,1.9377039780056818e-23,3.76,0.0,0.6851492805223476,0.9999982794381259,1.1617082616921753e-08,3.0038410126572873e-10,2.9726364588327764e-07,1.2020058740459394e-05,6.183293803784251e-13,1.3950016530501592e-12,1.2574702546512835e-07,5.1234639709098935e-06,9.013630534089288e-11,1.0359776558966986e-11,2.2392881132770184e-13,2.0134608831195773e-13,8.841246964731811e-08
1.3301400832725761e-08,0.8351151575249359,2.7838292402954414e-06,4.2832204935662135e-08,5.8624008111331395e-08,5.473183945067499e-06,0.0,0.0,1.413324392586096e-07,4.63532443987982e-11,5.069329092254555e-08,1.355574786639108e-06,7.762571431852589e-13,7.844732092330424e-18,1.2639207593662694e-11,3.272647995873666e-06,5.337237141135603e-08,2.5645000656579818e-08,2.7602249590418654e-16,1.6090628807101127e-21,4.696284548373097e-13,2.6096775782287263e-12,7.406329398056108e-06,1.0835971152021023e-16,5.965737242260278e-13,1.3344814817406815e-17,5.3981625303450385e-20,7.932178621208263e-14,9.141032450045528e-18,7.2828025139603e-18,2.1289483123714807e-15,1.0431246588808684e-21,2.167940311310231e-22,2.323300419103758e-23,3.76,0.0,0.6851488720361438,0.999998185700125,1.2407225300825342e-08,3.256701689901121e-10,3.1256401352094743e-07,1.229432559849874e-05,6.535166229496495e-13,1.444848674583753e-12,1.2971465425415135e-07,5.238320728725047e-06,9.524143093050714e-11,1.0980757883806415e-11,2.342254302112458e-13,2.0624039822204357e-13,9.24689485792963e-08
1.3598119615325387e-08,0.835115230075508,2.9386090347685245e-06,4.56639576818873e-08,6.232079395563337e-08,5.603014433977502e-06,0.0,0.0,1.445520611452553e-07,4.844779959470596e-11,5.353355462639593e-08,1.434835617286804e-06,8.516195613325149e-13,9.14240753831897e-18,1.3733544579613187e-11,3.36687156005435e-06,5.63625189059682e-08,2.708189812209188e-08,3.0264583465931115e-16,1.895116559828845e-21,5.117986211854924e-13,2.836622534219913e-12,7.4958617838848365e-06,1.205651257803058e-16,6.406420306666891e-13,1.488714828721213e-17,6.296836300004273e-20,8.800948296911752e-14,1.045166759383605e-17,8.275597390970742e-18,2.3262187976576617e-15,1.1814041198586142e-21,2.576791934239752e-22,2.7745807474971044e-23,3.76,0.0,0.6851484629373829,0.9999980892970489,1.3232129307236107e-08,3.5239199857168824e-10,3.2847561896121773e-07,1.256859365404742e-05,6.895811250189315e-13,1.4947120363657423e-12,1.3367004307922244e-07,5.353087480230859e-06,1.0055348569481032e-10,1.1630432053804377e-11,2.447361110367642e-13,2.1113113505835918e-13,9.66153199169045e-08
1.3894838397925014e-08,0.8351153029920729,3.097581476183151e-06,4.861133743518862e-08,6.61561802864247e-08,5.733399744968634e-06,0.0,0.0,1.4777638064929545e-07,5.058910454133434e-11,5.645426163239133e-08,1.5164673514999437e-06,9.327110151280406e-13,1.0625390258427636e-17,1.490429358755305e-11,3.460672567172458e-06,5.9437323063521276e-08,2.8559495723235062e-08,3.310708662959367e-16,2.2229813637148924e-21,5.564783436113519e-13,3.0762080579055808e-12,7.583253916428088e-06,1.3384410273991843e-16,6.866881164437015e-13,1.6561777014274584e-17,7.324600351177521e-20,9.73965654791192e-14,1.1911174366873228e-17,9.374458954791048e-18,2.5365617661809303e-15,1.333771790605635e-21,3.0531642773350926e-22,3.3008818370662726e-23,3.76,0.0,0.6851480532115248,0.9999979902371668,1.4092554341615196e-08,3.8059091444940906e-10,3.450129560233655e-07,1.2842862945737801e-05,7.265037546303825e-13,1.544560427493275e-12,1.37611180961869e-07,5.467764295841094e-06,1.0607899373087403e-10,1.230979716299954e-11,2.554596824566762e-13,2.1601829987539234e-13,1.0085151308955297e-07
1.419155718052464e-08,0.835115376273187,3.2607103865441346e-06,5.167601833322327e-08,7.013164812584194e-08,5.8643531840077314e-06,0.0,0.0,1.5100550179075532e-07,5.2777208925929526e-11,5.945503347396955e-08,1.6004607765618253e-06,1.0198440891752265e-12,1.2315690907911325e-17,1.615491154045266e-11,3.554010214259109e-06,6.259638191890314e-08,3.007760214057559e-08,3.61365627210476e-16,2.5974418687889128e-21,6.037337902472593e-13,3.3286870764069736e-12,7.6685586726354e-06,1.4826614794317663e-16,7.347360885852731e-13,1.8376014928770943e-17,8.496948763025383e-20,1.0751833070307785e-13,1.35320420361129e-17,1.0587568803825332e-17,2.7604973164842973e-15,1.5012274712242564e-21,3.606639119771615e-22,3.9126042206685893e-23,3.76,0.0,0.6851476428441678,0.9999978885298759,1.498926311529446e-08,4.103080544137553e-10,3.6219038078745153e-07,1.311713351187442e-05,7.642648755192616e-13,1.5943641078289412e-12,1.415361711021574e-07,5.582351245912607e-06,1.118246319826738e-10,1.301986337129813e-11,2.6639497856636183e-13,2.209018938688638e-13,1.05177457577561e-07
1.4488275963124266e-08,0.8351154499172356,3.427957647208858e-06,5.485963213707492e-08,7.42486271223036e-08,5.995887917068883e-06,0.0,0.0,1.542395272335123e-07,5.5012163942727864e-11,6.253545784694124e-08,1.6868055781649798e-06,1.113340677779617e-12,1.4237338798870346e-17,1.7488879128544008e-11,3.64684613163854e-06,6.583925772202647e-08,3.163600892735843e-08,3.935982717640177e-16,3.0236732687396174e-21,6.536295175580059e-13,3.594299585494551e-12,7.751827574850815e-06,1.6390374639722425e-16,7.848085346701058e-13,2.0337332393376572e-17,9.830834607626041e-20,1.1841062986871595e-13,1.532742378929158e-17,1.1923481855357867e-17,2.9985514029204383e-15,1.6848092931422393e-21,4.247927183935759e-22,4.621302321958404e-23,3.76,0.0,0.6851472318210526,0.9999977841856381,1.5923021388252368e-08,4.4158435163622186e-10,3.800221068686183e-07,1.3391405390415565e-05,8.028444031017844e-13,1.644094850093596e-12,1.454432262069436e-07,5.696848400745408e-06,1.1779722874343847e-10,1.3761652045542303e-11,2.775408388826686e-13,2.2578191834079563e-13,1.095930829120814e-07
1.4784994745723892e-08,0.8351155239224453,3.5992833292993355e-06,5.8163768392324276e-08,7.850849641116758e-08,6.128016965237777e-06,0.0,0.0,1.574785582599065e-07,5.72940222720355e-11,6.569509064778367e-08,1.7754904046362777e-06,1.2135318951568628e-12,1.6416501130978705e-17,1.8909695546952288e-11,3.7391442819875446e-06,6.9165479083775e-08,3.323449154028706e-08,4.2783701454363757e-16,3.5072590754051345e-21,7.062284181543673e-13,3.873272485686096e-12,7.833110826820998e-06,1.808324255183282e-16,8.369265421789778e-13,2.245335064812972e-17,1.1344763326183075e-19,1.301098331523326e-13,1.7311148505268918e-17,1.339112864009485e-17,3.2512556082837364e-15,1.88559366021092e-21,4.988971498853714e-22,5.439779473521394e-23,3.76,0.0,0.685146820128067,0.999997677215917,1.689459800254256e-08,4.74460517766408e-10,3.9852220103723995e-07,1.3665678618956092e-05,8.422218576066361e-13,1.693725883416415e-12,1.4933066398774232e-07,5.811255830582721e-06,1.240037621097274e-10,1.4536194915312113e-11,2.888961083218185e-13,2.3065837467238455e-13,1.1409831867502743e-07
1.508171352832352e-08,0.8351155982868911,3.7746458185251674e-06,6.158997461513846e-08,8.291258546847973e-08,6.260753200180257e-06,0.0,0.0,1.607226947476997e-07,5.962283805895887e-11,6.893345792714325e-08,1.8665029285144195e-06,1.3207579733739563e-12,1.888160370559374e-17,2.042087330378747e-11,3.830870863086688e-06,7.257454303283364e-08,3.48728103274349e-08,4.641500749353705e-16,4.054208713170342e-21,7.615916749659959e-13,4.165819459294235e-12,7.912457348712082e-06,1.991308173794375e-16,8.911097196756221e-13,2.473183625047593e-17,1.3058888354501101e-19,1.426527943506655e-13,1.9497731838231265e-17,1.4999817059734873e-17,3.5191469229187054e-15,2.104695162902686e-21,5.843057074316238e-22,6.38218777848258e-23,3.76,0.0,0.6851464077512501,0.9999975676331199,1.7904764906863187e-08,5.089770270524859e-10,4.1770457916985703e-07,1.393995323471143e-05,8.823764144554966e-13,1.7432318383967602e-12,1.5319690282248848e-07,5.9255736056110355e-06,1.3045135839083069e-10,1.5344533244039505e-11,3.0045963717678655e-13,2.3553126430388955e-13,1.1869309449900213e-07
1.5378432310923146e-08,0.8351156730085065,3.954001934624507e-06,6.513975650192811e-08,8.746217495758652e-08,6.394109339959113e-06,0.0,0.0,1.6397203514927765e-07,6.199866689182051e-11,7.225005776165022e-08,1.9598299055761893e-06,1.43536814850571e-12,2.1663452784486062e-17,2.2025933110767328e-11,3.921994214136277e-06,7.60659169866622e-08,3.655071147485782e-08,5.026056239979867e-16,4.670974964523385e-21,8.197787214936486e-13,4.472140886214062e-12,7.989914811163393e-06,2.1888072019669262e-16,9.47376219631884e-13,2.7180695529725688e-17,1.4995108822732912e-19,1.5607681563367927e-13,2.190238661204908e-17,1.6759233615008516e-17,3.802767530259375e-15,2.3432664686199526e-21,6.824927013601906e-22,7.464132863763608e-23,3.76,0.0,0.685145994676795,0.9999974554505403,1.8954297172735678e-08,5.451741014424405e-10,4.375830025163846e-07,1.4214229274502691e-05,9.232869519981435e-13,1.7925886937115995e-12,1.5704045757573274e-07,6.039801795960171e-06,1.3714729047693126e-10,1.6187717015945643e-11,3.122302810942499e-13,2.4040058872043184e-13,1.2337734006723009e-07
1.5971869876122398e-08,0.835115823514326,4.324515164625651e-06,7.26158624180311e-08,9.700273883003492e-08,6.6627314162727575e-06,0.0,0.0,1.7048671427162724e-07,6.689159313265946e-11,7.911581802585628e-08,2.1533699896650914e-06,1.688181965268099e-12,2.8313255901345516e-17,2.5531792988570925e-11,4.102314760175664e-06,8.32933275729455e-08,4.0024180091447476e-08,5.862163335425403e-16,6.1420880346463795e-21,9.44852987105265e-13,5.126841947395666e-12,8.139347188189718e-06,2.630784432330968e-16,1.066224666662267e-12,3.2621826358979746e-17,1.963076491248148e-19,1.8571927922890257e-13,2.7430303391385962e-17,2.0770892562234154e-17,4.419390095910782e-15,2.88361869107109e-21,9.23904233653689e-22,1.0116999006956302e-22,3.76,0.0,0.6851451663805416,0.9999972233433209,2.117457371253549e-08,6.227694912207461e-10,4.794822371452856e-07,1.4762785771426682e-05,1.007290259817726e-12,1.890765454989295e-12,1.6465403308571394e-07,6.267989702857206e-06,1.513139763895256e-10,1.7982859708161415e-11,3.3638836333149035e-13,2.5012854802241986e-13,1.3301395942206496e-07
