Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62)
1.7808255817017676e-07,0.7462859406835629,1.463122893539371e-05,1.2374170703278637e-06,1.2712014423743536e-06,1.3780936066155573e-05,0.0,0.0,4.248438473682249e-07,6.021022720889341e-10,4.411751562549053e-07,1.3134452041383016e-05,6.75609739076907e-11,3.426694812688453e-15,1.3208496938413215e-10,9.023027772739236e-07,4.340032259444386e-07,2.2336672508215918e-07,3.507007456546581e-15,2.0818756813374694e-18,2.0704735188064296e-12,2.1982572700594166e-12,9.67700919841324e-07,2.009952087822056e-13,8.023828290309096e-12,1.843294668608358e-15,1.1378165194767755e-16,4.842726229922915e-12,3.141503279652326e-14,4.193994512023329e-15,1.9492654651745447e-13,2.5389923309967246e-19,7.55205176399323e-18,7.319911450895099e-19,3.76,0.0,0.739980794854698,0.999026699495181,1.4715898314327179e-06,2.7336579127347764e-08,1.2681348204664995e-05,1.6138093490711612e-05,2.8780258336536704e-12,9.46072177197368e-13,3.9202005745388015e-08,3.204553151828755e-06,6.052517749786502e-08,3.493607281160176e-09,2.290986597044645e-12,1.3325065900389081e-13,2.800302866649583e-07,4.651915918934112e-08,2.4763489455324993e-10,1.484289328338127e-08,0.0009570650745342371,8.856417027289699e-14,1.2679418649332027e-12,3.910136229876327e-14
1.8205392216828978e-07,0.746286046241394,1.481977083941602e-05,1.2751972718787461e-06,1.3086332279481928e-06,1.428088212708722e-05,0.0,0.0,4.3788854371426855e-07,6.33806241466998e-10,4.523535579387366e-07,1.3477597700070842e-05,7.044088839980737e-11,3.554785364061881e-15,1.3455925142289083e-10,9.023009621461207e-07,4.4450049476304146e-07,2.2902814592903013e-07,3.677569500799846e-15,2.250721599326862e-18,2.139999520625741e-12,2.209181376673227e-12,9.676989710813097e-07,2.177758608968959e-13,8.234598114843582e-12,1.9446619154063146e-15,1.213229866482688e-16,5.0872577442964675e-12,3.380282141614355e-14,4.450835709217706e-15,2.0494610984866644e-13,2.6756377420914047e-19,8.223155019513192e-18,8.077887170307558e-19,3.76,0.0,0.7399797924513967,0.9990262461191707,1.5547207585264183e-06,2.870436154108841e-08,1.3240274897329525e-05,1.650918780128107e-05,2.879162961109833e-12,9.461603605761454e-13,3.9201928944266803e-08,3.2627939647043795e-06,6.477826896701434e-08,3.664523135512604e-09,2.370516253876949e-12,1.3572417009477332e-13,2.877224671074757e-07,4.790552681223336e-08,2.586283452864576e-10,1.5470624556913597e-08,0.0009570646403547825,9.285340442107738e-14,1.384793848085714e-12,4.1035730868002656e-14
1.860252861664028e-07,0.7462861518600069,1.5002722816919696e-05,1.3127617413850266e-06,1.3458456395268983e-06,1.4785963758875287e-05,0.0,0.0,4.5102702624585454e-07,6.664498936834274e-10,4.6353351799831083e-07,1.382124656956914e-05,7.333634716156982e-11,3.681452673643107e-15,1.369629169902044e-10,9.022990292648553e-07,4.5497158755799464e-07,2.3469027067608152e-07,3.851827820430489e-15,2.4275588638839988e-18,2.2100342929968148e-12,2.219324259978707e-12,9.676969792284872e-07,2.354632158161244e-13,8.444908099293691e-12,2.048973430086338e-15,1.2910083272665437e-16,5.337639440174959e-12,3.630591934382276e-14,4.715474594899967e-15,2.1520586261561458e-13,2.8158005111944183e-19,8.9302298005042e-18,8.890247128402958e-19,3.76,0.0,0.7399787808591727,0.9990257911234472,1.6402039122369403e-06,3.010479005715124e-08,1.3808202184303837e-05,1.6880809570919733e-05,2.8801331549282475e-12,9.462352203627177e-13,3.920184652535475e-08,3.320532973009483e-06,6.921559660044027e-08,3.838657078361333e-09,2.450517905923603e-12,1.3817745321271645e-13,2.9538285507947347e-07,4.9287444623499105e-08,2.698005287674712e-10,1.6109631410768798e-08,0.0009570642046208469,9.722973759974646e-14,1.5088318518746976e-12,4.3010557999559795e-14
1.8999665016451583e-07,0.7462862575395999,1.518026225845205e-05,1.350092218175911e-06,1.3828229148344878e-06,1.5296028803020394e-05,0.0,0.0,4.6425641201585313e-07,7.000386548811977e-10,4.7471508511657986e-07,1.4165396457750063e-05,7.624519421737198e-11,3.806597644642547e-15,1.3929772062306716e-10,9.02297011760534e-07,4.654163859876382e-07,2.403531077578174e-07,4.029757606412776e-15,2.6124508150879106e-18,2.280573305620471e-12,2.2287417196576284e-12,9.67694951631687e-07,2.5407799343131924e-13,8.654755408640004e-12,2.1562393413487607e-15,1.3711195775601575e-16,5.593857378532228e-12,3.892674539084925e-14,4.987873386563417e-15,2.2570342390393267e-13,2.959460044736158e-19,9.67372469449851e-18,9.759123543173856e-19,3.76,0.0,0.7399777602534733,0.9990253345377456,1.7280249575827701e-06,3.153778288168346e-08,1.4384951884727509e-05,1.7252956849288906e-05,2.8809607053187143e-12,9.462987100498587e-13,3.9201759992767065e-08,3.377774500624507e-06,7.384003862326749e-08,4.015946134972404e-09,2.5309584278806168e-12,1.4061065533942043e-13,3.0300953243548527e-07,5.0664473901562644e-08,2.8114790779646964e-10,1.6759818229281513e-08,0.0009570637673610015,1.016920745409169e-13,1.640265648014658e-12,4.502527970281945e-14
1.9396801416262885e-07,0.7462863632803429,1.535256085901131e-05,1.3871717668652233e-06,1.4195504907940287e-06,1.581092992861057e-05,0.0,0.0,4.775739094940617e-07,7.345777269435223e-10,4.858983091953178e-07,1.4510045062480797e-05,7.916538440880734e-11,3.930133313670673e-15,1.4156542233506346e-10,9.022949335170665e-07,4.7583477878652596e-07,2.4601666580488215e-07,4.211334241537351e-15,2.8054523984635577e-18,2.3516127506460086e-12,2.237485578280658e-12,9.67692893692288e-07,2.7364048505042565e-13,8.864137390261221e-12,2.2664693258715016e-15,1.453530236569883e-16,5.85589755837189e-12,4.166769656638057e-14,5.267991992328576e-15,2.364362695939329e-13,3.106595114953914e-19,1.0454043073534961e-17,1.0686652379868016e-18,3.76,0.0,0.7399767308065467,0.9990248763909073,1.818168604334093e-06,3.3003257860296716e-08,1.4970349069204015e-05,1.7625627539449006e-05,2.8816663749250546e-12,9.463524952783025e-13,3.920167043175647e-08,3.434522834199209e-06,7.865441432538993e-08,4.196328403113311e-09,2.6118057094049566e-12,1.4302392287745202e-13,3.106007368410579e-07,5.2036210016155735e-08,2.9266700956334857e-10,1.7421090268934582e-08,0.0009570633286029583,1.0623933068810781e-13,1.7793025372167613e-12,4.707933394421718e-14
1.9793937816074187e-07,0.7462864690823777,1.5519784796247494e-05,1.4239847128465064e-06,1.4560149430605188e-06,1.6330524477231195e-05,0.0,0.0,4.909768156321069e-07,7.700720946907574e-10,4.970832412405179e-07,1.4855189978423857e-05,8.209497989139445e-11,4.051983949367431e-15,1.4376777959298653e-10,9.022928118357044e-07,4.862266614366124e-07,2.5168095358242213e-07,4.396533299277821e-15,3.0066105158237957e-18,2.423149487453966e-12,2.245603962445274e-12,9.676908094279313e-07,2.9417055001765924e-13,9.073051555803383e-12,2.379672631734986e-15,1.5382060366059836e-16,6.123745918981571e-12,4.453114809332378e-14,5.5557882057441875e-15,2.4740174101930457e-13,3.257183934544505e-19,1.127154430124265e-17,1.167497188384661e-18,3.76,0.0,0.73997569268747,0.9990244167109136,1.910618680665489e-06,3.450113249979802e-08,1.5564222027986957e-05,1.7998819409725767e-05,2.8822679093568752e-12,9.463979967387889e-13,3.920157862934551e-08,3.490782223471755e-06,8.366148514103163e-08,4.3797430514600624e-09,2.6930286280557945e-12,1.4541740163793496e-13,3.1815485158109165e-07,5.340228020925661e-08,3.043544250279536e-10,1.8093353650811064e-08,0.0009570628883736016,1.1087043287021695e-13,1.9261472981484688e-12,4.9172161283722523e-14
2.019107421588549e-07,0.746286574945821,1.5682094904812446e-05,1.4605165805031503e-06,1.4922039282324592e-06,1.6854674312742903e-05,0.0,0.0,5.044625130204441e-07,8.065265328462189e-10,5.082699332798645e-07,1.5200828704170817e-05,8.503214656267275e-11,4.17208419697282e-15,1.4590654056147395e-10,9.022906592575567e-07,4.965919358785397e-07,2.573459799452773e-07,4.58533054268455e-15,3.215964381348249e-18,2.495180991503447e-12,2.2531415648251283e-12,9.67688701852607e-07,3.1568761335021235e-13,9.281495567098167e-12,2.4958581008256974e-15,1.6251119795127765e-16,6.3973883423414166e-12,4.751945343019009e-14,5.851217885962087e-15,2.585970538367816e-13,3.4112042268196814e-19,1.2126545018692223e-17,1.2726221201221755e-18,3.76,0.0,0.7399746460621838,0.9990239555249127,2.0053582030860395e-06,3.603132398890521e-08,1.616640223765732e-05,1.837253010479443e-05,2.88278047441535e-12,9.464364264848533e-13,3.9201485156873844e-08,3.5465568815851103e-06,8.886395571742858e-08,4.566130315955444e-09,2.7745970229287634e-12,1.4779123682877997e-13,3.256703960185241e-07,5.476234151741616e-08,3.162068082694953e-10,1.877651535308933e-08,0.0009570624466990164,1.1558431986771972e-13,2.0810021500627847e-12,5.130320544498485e-14
2.0588210615696791e-07,0.7462866808707626,1.5839646846347537e-05,1.4967540340329567e-06,1.528106128631272e-06,1.738324567582184e-05,0.0,0.0,5.180284671354433e-07,8.43945612778053e-10,5.194584383016854e-07,1.5546958649427354e-05,8.797515045321345e-11,4.29037826961889e-15,1.4798343844646711e-10,9.022884848184045e-07,5.069305102519957e-07,2.6301175380461134e-07,4.77770192331812e-15,3.4335458805883207e-18,2.5677053069279146e-12,2.2601398881394854e-12,9.676865732369288e-07,3.3821066431942123e-13,9.489467225057673e-12,2.6150341902522496e-15,1.714212480642891e-16,6.676810655686249e-12,5.0634944298649884e-14,6.154235124413973e-15,2.700193070105728e-13,3.568633291422974e-19,1.3019320494971599e-17,1.3842539083988394e-18,3.76,0.0,0.7399735910935253,0.99902349285925,2.1023694428082997e-06,3.7593749218074524e-08,1.67767243264731e-05,1.8746757156031784e-05,2.8832170300814454e-12,9.46468818708526e-13,3.92013904268382e-08,3.601850985400776e-06,9.426447497215479e-08,4.755431494469654e-09,2.856481668965984e-12,1.5014557304343938e-13,3.331460166624725e-07,5.611607882663459e-08,3.282208758088637e-10,1.9470483203582367e-08,0.0009570620036045146,1.2037994292668075e-13,2.2440667280359486e-12,5.347191384121222e-14
2.0985347015508094e-07,0.7462867868572698,1.5992591274650306e-05,1.5326848207866858e-06,1.5637111995387255e-06,1.7916109043151613e-05,0.0,0.0,5.316722236744641e-07,8.823337090243322e-10,5.306488102055828e-07,1.5893577141990325e-05,9.092235410893034e-11,4.406819186694911e-15,1.500001867798639e-10,9.022862949906699e-07,5.172422986549197e-07,2.686782841009861e-07,4.9736235802254745e-15,3.659379930281587e-18,2.6407210025772365e-12,2.2666374720263696e-12,9.676844253059193e-07,3.617582559058882e-13,9.696964460529462e-12,2.7372089927981728e-15,1.8054715011180446e-16,6.961998634187544e-12,5.387993071657582e-14,6.464792399082374e-15,2.816654918259963e-13,3.729448065986522e-19,1.3950106029349488e-17,1.5026062676332538e-18,3.76,0.0,0.7399725279412634,0.9990230287394928,2.201633988715928e-06,3.9188324798559836e-08,1.739502603856412e-05,1.9121497991183625e-05,2.8835886504367355e-12,9.464960559429431e-13,3.9201294735556995e-08,3.656668675809877e-06,9.986563713865823e-08,4.947588940086345e-09,2.9386542519244056e-12,1.5248055425017214e-13,3.4058047880630653e-07,5.746320305123659e-08,3.403934059073829e-10,2.017516587232237e-08,0.0009570615591146615,1.2525626622808172e-13,2.415538069779686e-12,5.56777380594581e-14
2.1382483415319396e-07,0.7462868929053875,1.614107399595234e-05,1.5682977170214885e-06,1.5990097187871212e-06,1.8453138991131414e-05,0.0,0.0,5.453914059763429e-07,9.216950056084223e-10,5.418411037609655e-07,1.6240681434437307e-05,9.387221298738534e-11,4.521368058620651e-15,1.5195847551116173e-10,9.02284094414356e-07,5.2752722091745e-07,2.7434557978193997e-07,5.173071838943687e-15,3.893484837121204e-18,2.71422713124532e-12,2.2726701039403713e-12,9.67682259393849e-07,3.8634850506181787e-13,9.903985326545936e-12,2.8623902564202777e-15,1.8988526691124947e-16,7.252938003670126e-12,5.72567010364504e-14,6.782840717377228e-15,2.935325008590071e-13,3.893625183995969e-19,1.491909839318819e-17,1.6278926378841622e-18,3.76,0.0,0.7399714567621346,0.9990225631904573,2.3031328070832457e-06,4.081496708076218e-08,1.8021148197108027e-05,1.9496749943392554e-05,2.8839047974777985e-12,9.465188914178075e-13,3.920119829627481e-08,3.7110140580416364e-06,1.0566998279964526e-07,5.142546053252569e-09,3.0210873439854903e-12,1.5479632378180245e-13,3.4797265869887277e-07,5.880344942875213e-08,3.5272123784476286e-10,2.089047286419162e-08,0.000957061113253299,1.30212267284231e-13,2.5956106130484903e-12,5.792013429360728e-14
2.1779619815130698e-07,0.7462869990151394,1.628523612446235e-05,1.6035824759740875e-06,1.6339931386031282e-06,1.8994214063954433e-05,0.0,0.0,5.59183712524546e-07,9.620335021513676e-10,5.530353745732108e-07,1.6588268710552705e-05,9.68232718854582e-11,4.633993416575476e-15,1.538599677972203e-10,9.022818864273896e-07,5.377852023900791e-07,2.8001364978390367e-07,5.376023210517e-15,4.1358726538814806e-18,2.7882231918576745e-12,2.2782710152206733e-12,9.676800765556333e-07,4.1199909371849806e-13,1.0110527991742502e-11,2.9905854028097332e-15,1.9943193908628538e-16,7.549614443297323e-12,6.076752198898344e-14,7.108329748512046e-15,3.056171368415888e-13,4.061141028891291e-19,1.5926457301135198e-17,1.7603260787435484e-18,3.76,0.0,0.7399703777098798,0.9990220962362327,2.406846298191268e-06,4.247359217189222e-08,1.865493466659804e-05,1.9872510259626604e-05,2.8841735554406474e-12,9.465379681016816e-13,3.920110126318533e-08,3.7648912019692436e-06,1.1167999990800925e-07,5.340247272958187e-09,3.1037543799901174e-12,1.5709302432595988e-13,3.553215362151762e-07,6.013657592346135e-08,3.6520127117847606e-10,2.161631451160063e-08,0.0009570606660435719,1.3524693725646812e-13,2.7844762027237035e-12,6.019856372623213e-14
2.2573892614753303e-07,0.7462872114195399,1.6561140488621407e-05,1.673131189392449e-06,1.7029845922688028e-06,2.008803284854251e-05,0.0,0.0,5.869788537961773e-07,1.0456572063968646e-09,5.754300744220432e-07,1.7284880640847082e-05,1.0272359467615044e-10,4.8533811968573065e-15,1.574990679271981e-10,9.022774567961048e-07,5.582200708134375e-07,2.9135214836487303e-07,5.792342258169052e-15,4.645516057790438e-18,2.937685134005717e-12,2.2882988681223555e-12,9.676756632800632e-07,4.665498547511714e-13,1.052217194122082e-11,3.2560455023344604e-15,2.191362587902321e-16,8.160121032027242e-12,6.820027491528836e-14,7.781422639330273e-15,3.3042610313234063e-13,4.40609347951928e-19,1.8056737309004723e-17,2.0474839403221e-18,3.76,0.0,0.7399681965862083,0.999021158205077,2.620836381508863e-06,4.5886454093644784e-08,1.9944890969310307e-05,2.0625544586495358e-05,2.884595451374898e-12,9.465669542772624e-13,3.9200905815644766e-08,3.871256879435181e-06,1.243267431315e-07,5.7436649202553e-09,3.2696881996989666e-12,1.616297859222766e-13,3.6988578215252955e-07,6.27806061292851e-08,3.906058370609139e-10,2.309924719685257e-08,0.0009570597676682383,1.4554831830799486e-13,3.1893410630847505e-12,6.486139381806963e-14
2.3288738134413646e-07,0.7462874027941331,1.6796002812026606e-05,1.7345182996775917e-06,1.7639298312685106e-06,2.1085162451764913e-05,0.0,0.0,6.12222931866387e-07,1.1242971176982038e-09,5.955926405658878e-07,1.791345373210934e-05,1.0802509656033484e-10,5.044066744775551e-15,1.6059606926034566e-10,9.022734622862733e-07,5.765186722107001e-07,3.015595342307441e-07,6.178778170049348e-15,5.1325278731867165e-18,3.0738793721250323e-12,2.296134656819713e-12,9.676716405204307e-07,5.194404531462278e-13,1.0890999859362542e-11,3.505335451151738e-15,2.375465797395406e-16,8.729053212648304e-12,7.537050468595422e-14,8.412125305381887e-15,3.53464846257562e-13,4.727728807702218e-19,2.0106099326219733e-17,2.332495277156891e-18,3.76,0.0,0.7399662081311621,0.9990203093988854,2.8207952589818273e-06,4.906656502596128e-08,2.113055812594827e-05,2.1304984969593004e-05,2.8848724592634077e-12,9.46584902355625e-13,3.92007287035862e-08,3.965424729895616e-06,1.364361253147447e-07,6.115589166904531e-09,3.419579080987506e-12,1.6564907333564228e-13,3.828371641199828e-07,6.513386976345824e-08,4.1396057857699637e-10,2.4469032277320432e-08,0.0009570589547376902,1.5507877647654615e-13,3.585663896682543e-12,6.917588264118429e-14
2.400358365407399e-07,0.7462875943679426,1.70188620317932e-05,1.7947225105868734e-06,1.823756530609505e-06,2.209367766175357e-05,0.0,0.0,6.376713265048626e-07,1.2061575362229166e-09,6.157625134617584e-07,1.8543545365245126e-05,1.1331157262330817e-10,5.228307870859935e-15,1.635334663138779e-10,9.02269465201926e-07,5.947290567479377e-07,3.1176956607185953e-07,6.576207245296869e-15,5.646314519307253e-18,3.2116701400941845e-12,2.302989605502346e-12,9.676675725865212e-07,5.760219019989104e-13,1.1258254679749917e-11,3.764492668355139e-15,2.565756751348862e-16,9.316348926700226e-12,8.300932809586506e-14,9.06610403150558e-15,3.7715576904382245e-13,5.059807882174631e-19,2.228071741263598e-17,2.6439494960920393e-18,3.76,0.0,0.7399641964253171,0.9990194563836992,3.0276043693410787e-06,5.2348986177909665e-08,2.2338764294651234e-05,2.1986026476261104e-05,2.88507705629705e-12,9.465971133352161e-13,3.920055068227568e-08,4.0581371987450745e-06,1.4924827533627913e-07,6.495586613581609e-09,3.569851842266754e-12,1.6960876588390068e-13,3.9563643729301115e-07,6.74611913512601e-08,4.377629081459584e-10,2.5871592190284983e-08,0.0009570581377687567,1.6484908101938152e-13,4.01334375465564e-12,7.35990003381208e-14
2.4718429173734337e-07,0.7462877861404807,1.7230390296165042e-05,1.8537133175287074e-06,1.8824408547667295e-06,2.3112997715486785e-05,0.0,0.0,6.633130313879586e-07,1.2912558569155385e-09,6.359400447016881e-07,1.9175137365837433e-05,1.1857731748922937e-10,5.406115977020819e-15,1.6631975123898343e-10,9.022654678059587e-07,6.128509644752623e-07,3.219822941500295e-07,6.9844990797020874e-15,6.186765068375136e-18,3.3510665737258315e-12,2.30898632530531e-12,9.6766346174661e-07,6.363819504033571e-13,1.1623929289649587e-11,4.033550776917069e-15,2.762025424782794e-16,9.921923308254442e-12,9.112919035357595e-14,9.743031145005706e-15,4.014780718938861e-13,5.402189801704865e-19,2.4580380440162327e-17,2.9830638896405447e-18,3.76,0.0,0.7399621622620933,0.9990185992766436,3.2411353834123516e-06,5.573322159935191e-08,2.3568703646172723e-05,2.2668650857724294e-05,2.8852271844455053e-12,9.466050094758884e-13,3.920037186952553e-08,4.149416782450308e-06,1.6277592972467066e-07,6.883369370832514e-09,3.720379830945838e-12,1.7350967126981956e-13,4.082805902994102e-07,6.976180486292596e-08,4.6199682092766823e-10,2.7306432969367423e-08,0.0009570573168739602,1.7485386888399207e-13,4.473409483034944e-12,7.812782271081532e-14
2.543327469339468e-07,0.7462879781111292,1.7431221338989962e-05,1.9114670403706905e-06,1.9399649901191033e-06,2.4142574354900666e-05,0.0,0.0,6.891376558835801e-07,1.3796079628772294e-09,6.561255931149865e-07,1.9808211243895688e-05,1.2381730178104808e-10,5.5775405586409846e-15,1.689630356919668e-10,9.022614708985599e-07,6.30884179667214e-07,3.3219776789467005e-07,7.40352514260666e-15,6.75372915272695e-18,3.492080291394373e-12,2.3142320908789733e-12,9.676593098856646e-07,7.006040605872359e-13,1.1988017467110843e-11,4.31254117143448e-15,2.964065425372947e-16,1.0545691200662484e-11,9.974231471936399e-14,1.0442572622691914e-14,4.264106419312832e-13,5.754734230360492e-19,2.7004606910702277e-17,3.3510455560994637e-18,3.76,0.0,0.7399601064066174,0.9990177381888882,3.4612576121986205e-06,5.921877399340322e-08,2.481959906273677e-05,2.3352839463317418e-05,2.8853363064000396e-12,9.466096571576063e-13,3.9200192316362705e-08,4.239285629847413e-06,1.7703134938520895e-07,7.27865954001812e-09,3.8710437549030826e-12,1.773525897969201e-13,4.207672566554729e-07,7.203508633536147e-08,4.866468815495322e-10,2.8773068768384228e-08,0.000957056492160099,1.8508793224379393e-13,4.966865746049848e-12,8.27594971252173e-14
2.614812021305503e-07,0.7462881702791352,1.7621952687304462e-05,1.9679661642948955e-06,1.9963165436388236e-06,2.518188996707702e-05,0.0,0.0,7.151353898435768e-07,1.471228311622456e-09,6.763195244916275e-07,2.04427482647522e-05,1.2902711775802537e-10,5.742662590178379e-15,1.714710498134533e-10,9.022574746546661e-07,6.488285280972766e-07,3.4241603580610255e-07,7.833158760101925e-15,7.347022403706552e-18,3.6347250283875875e-12,2.3188207642293366e-12,9.67655118683503e-07,7.687675100954374e-13,1.2350513825211175e-11,4.6014932416814515e-15,3.171674849099219e-16,1.1187567198071792e-11,1.0886070401938548e-13,1.1164389375287067e-14,4.519321769376733e-13,6.117301921490186e-19,2.955267156952288e-17,3.749090412219375e-18,3.76,0.0,0.7399580295964987,0.9990168732259821,3.687838657410978e-06,6.28051449587991e-08,2.6090701350585267e-05,2.4038573326167777e-05,2.8854145340827304e-12,9.466118569785666e-13,3.92000120449995e-08,4.327765547499584e-06,1.9202633661386474e-07,7.681188969422911e-09,4.02173132665479e-12,1.811383142553691e-13,4.330946378344563e-07,7.42805371029159e-08,5.116982085671632e-10,3.02710217315861e-08,0.0009570556637285711,1.955462187372885e-13,5.49469415757609e-12,8.749124481243668e-14
2.6862965732715373e-07,0.7462883626436383,1.7803147741307465e-05,2.0231987331664707e-06,2.0514879912082265e-06,2.623045583255096e-05,0.0,0.0,7.412969704415012e-07,1.5661300163483735e-09,6.965222113267436e-07,2.1078729511783752e-05,1.3420292820840166e-10,5.9015887799515016e-15,1.738511461218401e-10,9.022534790504163e-07,6.666838744855854e-07,3.5263714537857516e-07,8.273275098429089e-15,7.96643153448476e-18,3.77901631825233e-12,2.3228344766215865e-12,9.676508897059131e-07,8.409475036530488e-13,1.2711413761372602e-11,4.900434575723524e-15,3.3846569651841637e-16,1.1847465684865384e-11,1.1849614226469792e-13,1.1908138370751405e-14,4.780212983896017e-13,6.489755152724157e-19,3.2223630971062435e-17,4.178382365905035e-18,3.76,0.0,0.739955932542604,0.9990160044881732,3.920744995826215e-06,6.649183521712637e-08,2.7381288449971097e-05,2.4725833238494113e-05,2.8854694808378525e-12,9.466122115997316e-13,3.919983106818757e-08,4.414878004972547e-06,2.077722516303045e-07,8.090699004639639e-09,4.17233692406424e-12,1.8486762982004917e-13,4.452614350645299e-07,7.649776892819364e-08,5.371364588644585e-10,3.1799821865730226e-08,0.0009570548316756781,2.062238310565932e-13,6.0578545085711246e-12,9.232036251170898e-14
2.757781125237572e-07,0.7462885552036753,1.7975337736281707e-05,2.0771577907410685e-06,2.1054761709862146e-06,2.7287810473526207e-05,0.0,0.0,7.676136509005152e-07,1.6643249225956891e-09,7.167340325830651e-07,2.1716135941926004e-05,1.393414184650125e-10,6.054446620262382e-15,1.7611030717677165e-10,9.022494839662466e-07,6.844501201044543e-07,3.628611430403496e-07,8.723751147507917e-15,8.61171907092471e-18,3.9249712148380885e-12,2.3263451008287975e-12,9.676466244285608e-07,9.172152925544683e-13,1.3070713411148121e-11,5.209391145311092e-15,3.6028207571602077e-16,1.2525300872925077e-11,1.2866019636197004e-13,1.2673473618055215e-14,5.046566539817531e-13,6.871958104337649e-19,3.5016347917794643e-17,4.6400926317129694e-18,3.76,0.0,0.7399538159298346,0.9990151320707065,4.159842503964014e-06,7.0278344826096e-08,2.8690664645463674e-05,2.5414599817813512e-05,2.885506893432679e-12,9.466111758596953e-13,3.9199649393917924e-08,4.500644140030565e-06,2.2428002864105988e-07,8.506940234892838e-09,4.322761266520286e-12,1.8854131395991983e-13,4.572667887831306e-07,7.868649079939332e-08,5.629478120510784e-10,3.3359006913967466e-08,0.000957053996092915,2.171160258061441e-13,6.6572860619104476e-12,9.724422347454753e-14
2.8292656772036065e-07,0.7462887479581944,1.8139023589213685e-05,2.1298408678098753e-06,2.158281819893109e-06,2.8353518099306808e-05,0.0,0.0,7.94077171060584e-07,1.765823680426204e-09,7.369553734642482e-07,2.2354948434314934e-05,1.444397515672681e-10,6.201380146497927e-15,1.7825515619170646e-10,9.022454891621915e-07,7.021272005301928e-07,3.730880741066326e-07,9.184465704591627e-15,9.282627724153003e-18,4.072608051574144e-12,2.3294155311396227e-12,9.676423242349835e-07,9.97638300457502e-13,1.3428409605455841e-11,5.528387474209236e-15,3.8259813322821805e-16,1.3220986836784248e-11,1.3936421791040437e-13,1.3460047023610832e-14,5.318170097389091e-13,7.2637771850318985e-19,3.792951466026568e-17,5.135379181451923e-18,3.76,0.0,0.7399516804178997,0.9990142560641035,4.404996925990685e-06,7.416417337931235e-08,3.0018159778915484e-05,2.6104853564735263e-05,2.8855311051426513e-12,9.46609092609801e-13,3.9199467024328526e-08,4.5850847637522595e-06,2.4156019142331695e-07,8.92967223672088e-09,4.472911106328488e-12,1.9216013635839595e-13,4.69110225187556e-07,8.08464972723188e-08,5.891189549045488e-10,3.494812223159023e-08,0.0009570531570672384,2.282182118355149e-13,7.293908898152306e-12,1.0226027799187147e-13
2.900750229169641e-07,0.7462889409060643,1.829467763894044e-05,2.1812495108041923e-06,2.209909148820272e-06,2.9427167141169464e-05,0.0,0.0,8.206797296379489e-07,1.8706358124764375e-09,7.571866251924724e-07,2.299514783288347e-05,1.4949552647736882e-10,6.3425462960062934e-15,1.8029196934831616e-10,9.022414943074121e-07,7.19715083522863e-07,3.833179827409372e-07,9.655299358007316e-15,9.978884414128744e-18,4.221946231831478e-12,2.3321008024363678e-12,9.676379904260754e-07,1.0822802537685669e-12,1.3784499829999425e-11,5.857446791703282e-15,4.053960223615885e-16,1.3934437546680442e-11,1.5061934507347393e-13,1.426750914184435e-14,5.594813322411444e-13,7.665081297040382e-19,4.0961674773819636e-17,5.6653863145006566e-18,3.76,0.0,0.7399495266420865,0.999013376554429,4.656074291101994e-06,7.814882019369145e-08,3.136312846798877e-05,2.6796574913594245e-05,2.8855453751645105e-12,9.466062196038865e-13,3.919928395706581e-08,4.668220365568677e-06,2.5962286843824486e-07,9.358663316973442e-09,4.62269893431123e-12,1.957248588439032e-13,4.807916088413383e-07,8.297765813065693e-08,6.156370659155439e-10,3.65667206636239e-08,0.0009570523146813199,2.3952594816098653e-13,7.968625288593304e-12,1.0736605350413447e-13
