Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296)
0.0013570802490089182,0.7660504576437545,0.001491738240011101,0.0006569642830220896,0.0009228622302423603,0.07432360096396556,0.0,0.0,0.0005075957660016804,1.720732426634392e-05,0.6515107849290284,0.04929608512292161,3.054136149307968e-05,1.5628720751500547e-10,1.5594114946771514e-08,3.495103410427925e-07,0.0002772821607792735,0.0022018685710993775,6.593697596399991e-06,2.8665207729254328e-08,6.29250618795437e-05,7.593682985614833e-10,5.6022977290358865e-08,5.6626172711672685e-05,4.7037111677627634e-08,0.0010568984465306856,6.000608491684526e-08,2.337715877476e-05,8.272116279837904e-06,5.0336710935243597e-08,4.6657318883441226e-07,2.9772916984685825e-10,3.484826544557976e-08,4.022761193456319e-07,3.76,0.0,0.009815525969684252,0.3012976397294686,0.6369732589607313,0.0014997661431961963,0.003036920177144281,0.7141163148327065,8.99558723835511e-13,1.736048597644536e-13,4.277597363541865e-09,3.376764265029607e-05,0.003960522635224915,8.241421466552946e-07,4.585371114488475e-11,3.8271791284207227e-13,1.2553704984095877e-06,1.1527733987848828e-06,1.2409053196627296e-08,0.006852844564357004,0.0001422870403265455,2.1729743273209564e-06,3.513798585980498e-05,1.9533240431739967e-06,8.452156959360339e-07,1.7493391603030655e-12,2.0917341231804006e-10,8.142297066158472e-06,6.032783725460937e-05,2.1255148900853867e-09
0.001357628320970779,0.7660704919112784,0.0015108183904528347,0.0006656388672730041,0.0009343607339123682,0.07428642591501722,0.0,0.0,0.0005068350855508997,1.7182897511354007e-05,0.6516399207368999,0.04942393053359743,3.07919465237746e-05,1.6195827546274755e-10,1.5941492430028448e-08,3.5368091712538736e-07,0.0002777165365088165,0.0021932598146993543,6.6235055408893104e-06,2.8758876294029134e-08,6.252566460206449e-05,7.739475785706627e-10,5.6817591896408296e-08,5.686361130614256e-05,4.720828202654104e-08,0.001053359546006335,6.077115542749908e-08,2.344176235262964e-05,8.238901217255956e-06,5.072960228926536e-08,4.723456904321543e-07,2.9879638673747666e-10,3.522153002041059e-08,4.0414643137119107e-07,3.76,0.0,0.009690561665578763,0.30100331504452166,0.6371866949667885,0.001496745362054261,0.003021340645886747,0.7143140395116935,9.093664989087345e-13,1.7549855372712168e-13,4.3243401579882e-09,3.40341586520607e-05,0.003943623870309415,8.19096867764583e-07,4.6168899799684526e-11,3.853533029071126e-13,1.2636460719100192e-06,1.1643632345180948e-06,1.2338916024549688e-08,0.0068116182477380455,0.00014214814201953403,2.1874281390073973e-06,3.5376566384911385e-05,1.9663377118913114e-06,8.429075206203675e-07,1.7594530759655263e-12,2.084712473172036e-10,8.20224995679563e-06,6.066710385590105e-05,2.137780519466128e-09
0.00135817639293264,0.7660905535853606,0.001530349282099177,0.0006745231759086338,0.0009461435495256203,0.07424828758361716,0.0,0.0,0.0005060575562589744,1.715782687959637e-05,0.6517688374611954,0.04955333055405914,3.104628859916287e-05,1.6789530083588716e-10,1.630014027471887e-08,3.579395493341649e-07,0.00027813870791561045,0.0021845216384844615,6.6534319963127925e-06,2.885231699325621e-08,6.212376521441098e-05,7.890299849044928e-10,5.763059475973649e-08,5.710157484615112e-05,4.738061038877985e-08,0.0010497760855834272,6.155107129072672e-08,2.350506494838766e-05,8.204297627014188e-06,5.112292254348945e-08,4.782431815964352e-07,2.9986673406379755e-10,3.560141988740152e-08,4.060146141998654e-07,3.76,0.0,0.009565609555969561,0.30070679843910736,0.6374015048518225,0.0014936533770572712,0.003005518539545134,0.7145124772510556,9.19371747931839e-13,1.7743038999241507e-13,4.372026157192724e-09,3.4304525188640626e-05,0.003926549099593353,8.139885426716322e-07,4.648826741452261e-11,3.88023452952472e-13,1.2720235822329966e-06,1.176204861996329e-06,1.2267905804562377e-08,0.006770071491210002,0.00014200821048776456,2.202089679662895e-06,3.56190195622305e-05,1.979538745707107e-06,8.405926559361085e-07,1.769722814420595e-12,2.0776026681848467e-10,8.263216613856208e-06,6.1010721018768725e-05,2.150234708209056e-09
0.0013587244648945009,0.766110642742775,0.001550345694327002,0.0006836242507703543,0.0009582204030875364,0.07420915785333733,0.0,0.0,0.0005052626846274629,1.7132086742203252e-05,0.6518975212234966,0.049684322820928654,3.130443604166691e-05,1.7411338597818064e-10,1.6670524145687587e-08,3.6228863901551456e-07,0.0002785481893254101,0.0021756505564015823,6.6834706997586656e-06,2.8945482978644278e-08,6.171933756027129e-05,8.046368041916807e-10,5.8462522255739786e-08,5.734001590301154e-05,4.755412917228526e-08,0.001046147278786551,6.234616692467159e-08,2.3567001016538802e-05,8.168281896330659e-06,5.1516490417635915e-08,4.8426918451504e-07,3.0094016301732775e-10,3.5988073138093275e-08,4.078798404779524e-07,3.76,0.0,0.009440671803525506,0.30040804043392916,0.6376177184116392,0.0014904887209742437,0.0029894484637077137,0.7147116397344528,9.295795403855878e-13,1.7940134761666462e-13,4.420679633002659e-09,3.457879199735029e-05,0.003909294557172565,8.088158739022302e-07,4.6811852552289386e-11,3.907286666718023e-13,1.2805035701578877e-06,1.1883059357818785e-06,1.219600408289837e-08,0.006728199395722504,0.0001418672224177178,2.2169624610023465e-06,3.586542135278913e-05,1.9929303242252298e-06,8.382711356832334e-07,1.7801510112464854e-12,2.070403153562201e-10,8.325219356863514e-06,6.13587401556684e-05,2.162880629081419e-09
0.0013592725368563618,0.7661307594340058,0.0015708230043974716,0.0006929494266897947,0.0009706014306297427,0.07416900752227523,0.0,0.0,0.0005044499611589691,1.710565039209565e-05,0.6520259573295878,0.04981694623211113,3.1566435781511654e-05,1.8062861418558592e-10,1.7053132615752913e-08,3.66730660477664e-07,0.0002789444780877136,0.0021666429714853634,6.713614898359407e-06,2.9038324662992562e-08,6.131235510464001e-05,8.207903540903418e-10,5.9313928399139694e-08,5.757888387286342e-05,4.772887259638711e-08,0.0010424723203732423,6.315678281326195e-08,2.3627502608925995e-05,8.130830392994401e-06,5.191011310851935e-08,4.904273318288791e-07,3.0201662119755073e-10,3.638162992314255e-08,4.097412342643524e-07,3.76,0.0,0.009315750746956916,0.30010699007264874,0.637835366255537,0.001487249887871041,0.0029731249035014513,0.7149115387819873,9.399950777280195e-13,1.8141243181816031e-13,4.470325522768862e-09,3.485700769001185e-05,0.0038918563786641738,8.035775392798572e-07,4.7139691485846156e-11,3.934692271411855e-13,1.289086490182735e-06,1.200674397541386e-06,1.2123192021210963e-08,0.006685996969431016,0.00014172515380006377,2.2320500106941764e-06,3.61158487232768e-05,2.006515642310435e-06,8.359429969472146e-07,1.7907403113257378e-12,2.0631123375697672e-10,8.388280951948616e-06,6.17112113916491e-05,2.1757214649027805e-09
0.0013598206088182227,0.7661509036808846,0.0015917972154135414,0.0007025063456711116,0.0009832971981857369,0.07412780625350679,0.0,0.0,0.0005036188598651928,1.7078489998525975e-05,0.6521541302203093,0.04995124099875109,3.183233311359074e-05,1.8745814355102943e-10,1.744847842549541e-08,3.712681619177275e-07,0.00027932705399210837,0.00215749517241838,6.7438573211001705e-06,2.913078958166074e-08,6.0902790931650585e-05,8.375140369783369e-10,6.018538537927666e-08,5.781812479207256e-05,4.79048767997874e-08,0.001038750385823435,6.398326536520164e-08,2.3686499295020615e-05,8.091919495006791e-06,5.2303585702111605e-08,4.967213697444557e-07,3.030960523642082e-10,3.6782232359306975e-08,4.1159786846459937e-07,3.76,0.0,0.009190848911496553,0.29980359486926184,0.6380544798311049,0.0014839353319325151,0.0029565422226522425,0.7151121863448835,9.506237035763044e-13,1.8346467504164515e-13,4.5209894384306495e-09,3.513921954740177e-05,0.003874230598553103,7.982721920351741e-07,4.7471817912610405e-11,3.962453943233154e-13,1.2977727015830243e-06,1.2133184884409938e-06,1.2049450394844066e-08,0.006643459126616636,0.00014158197990486786,2.2473558669954065e-06,3.637037958822178e-05,2.020297905316199e-06,8.336082802101195e-07,1.8014933645089323e-12,2.055728590387594e-10,8.452424608275294e-06,6.206818335110786e-05,2.1887604032210867e-09
0.0013603686807800836,0.7661710754740342,0.0016132849857233974,0.0007123029718420551,0.0009963187228507861,0.07408552252301855,0.0,0.0,0.0005027688377668887,1.705057656001433e-05,0.6522820234192384,0.050087248699660934,3.210217143369702e-05,1.9462027848511593e-10,1.7857099506335544e-08,3.7590376672706283e-07,0.00027969537866770803,0.0021482033300372324,6.774190149033679e-06,2.9222822248100843e-08,6.049061774280252e-05,8.548323968916018e-10,6.107748410884864e-08,5.805768114181168e-05,4.8082179954028846e-08,0.0010349806308151857,6.482596675007287e-08,2.3743918080422347e-05,8.05152562272209e-06,5.2696690560496e-08,5.031551611341573e-07,3.041783961701341e-10,3.7190024421776825e-08,4.134487621350818e-07,3.76,0.0,0.009065969019990697,0.299497800753432,0.6382750914496766,0.001480543466250227,0.002939694662757579,0.7153135944993596,9.614709030509768e-13,1.855591369399324e-13,4.572697668964667e-09,3.542547329412215e-05,0.0038564131474937446,7.928984609817398e-07,4.7808262644503415e-11,3.990574023570218e-13,1.3065624587508205e-06,1.226246762118209e-06,1.1974759591873386e-08,0.006600580686689852,0.0001414376752558342,2.2628835728376695e-06,3.662909274194284e-05,2.034280323800164e-06,8.312670294604098e-07,1.8124128207309657e-12,2.0482502430751367e-10,8.51767397275872e-06,6.242970292364322e-05,2.2020006303234836e-09
0.0013609167527419445,0.7661912747701299,0.001635303659845643,0.0007223476072157357,0.001009677494980384,0.07404212356498929,0.0,0.0,0.0005018993343872402,1.7021879855696203e-05,0.6524096194769813,0.05022501233834665,3.237599195057358e-05,2.02134552653725e-10,1.827956058611978e-08,3.8064017597269616e-07,0.0002800488949657435,0.0021387634937923374,6.804604983910231e-06,2.9314364003273932e-08,6.00758078556245e-05,8.727711794598488e-10,6.199083480610132e-08,5.8297491641222736e-05,4.826082238328022e-08,0.001031162190686305,6.568524469127911e-08,2.379968332365127e-05,8.009625273637236e-06,5.308919668309363e-08,5.09732688622721e-07,3.052635878707369e-10,3.760515182064941e-08,4.152928776522499e-07,3.76,0.0,0.00894111400463182,0.2991895520137111,0.6384972343124502,0.0014770726615752838,0.0029225763427989417,0.7155157754396193,9.72542303057334e-13,1.8769690473955165e-13,4.62547719596796e-09,3.5715812852622356e-05,0.003838399849569719,7.874549507704067e-07,4.8149053271208204e-11,4.019054566189492e-13,1.3154559007627937e-06,1.2394680982746107e-06,1.1899099613006791e-08,0.006557356373289963,0.00014129221360355246,2.278636669190246e-06,3.6892067780075435e-05,2.048466107600521e-06,8.289192923008309e-07,1.82350132457032e-12,2.0406755865085065e-10,8.584053123435734e-06,6.279581500787568e-05,2.2154453245654713e-09
0.0013614648247038054,0.7662115014889522,0.0016578713009978647,0.0007326489083063491,0.0010233855015829357,0.07399757531429363,0.0,0.0,0.0005010097712406552,1.699236839512852e-05,0.6525368999118675,0.050364576402758925,3.265383337018768e-05,2.1002183351438584e-10,1.871645472529706e-08,3.8548017000395937e-07,0.0002803870263257737,0.0021291715881711125,6.835092815247966e-06,2.9405352858613562e-08,5.965833320280325e-05,8.913573946432863e-10,6.292606756685578e-08,5.853749102856006e-05,4.844084669053844e-08,0.0010272941798816803,6.656146221353473e-08,2.3853716651346875e-05,7.966195059980763e-06,5.3480859042596935e-08,5.164580576657829e-07,3.063515580076792e-10,3.802776185679164e-08,4.171291177420381e-07,3.76,0.0,0.00881628701936128,0.2988787912385726,0.6387209425372606,0.0014735212450360225,0.0029051812589261255,0.7157187414698893,9.838436765507971e-13,1.8987909384839582e-13,4.679355704870482e-09,3.601028007512892e-05,0.0038201864195155574,7.819402422344657e-07,4.8494213795608926e-11,4.0478973054575626e-13,1.3244530401402918e-06,1.2529917169119656e-06,1.1822450072447086e-08,0.006513780813492296,0.00014114556789771333,2.2946186876881653e-06,3.7159385010209696e-05,2.062858459253376e-06,8.265651200538933e-07,1.8347615092339838e-12,2.0330028702895244e-10,8.651586560761566e-06,6.316656223334125e-05,2.2290976490008652e-09
0.0013620128966656663,0.7662317555102116,0.0016810067253102228,0.0007432159036475183,0.0010374552509747666,0.07395184234608507,0.0,0.0,0.0005000995513183068,1.696200936658394e-05,0.6526638451467933,0.050505986927907476,3.293573155101477e-05,2.183044138136188e-10,1.916840473907028e-08,3.904266098964278e-07,0.0002807091761257664,0.0021194234090945513,6.8656439857469735e-06,2.9495723332360944e-08,5.9238165331823215e-05,9.106193828979903e-10,6.388383293680186e-08,5.877760982963861e-05,4.862229789040233e-08,0.0010233756913860768,6.745498734934718e-08,2.3905936871993707e-05,7.921211749270319e-06,5.387141789520633e-08,5.233354995896349e-07,3.074422320655424e-10,3.845800325514711e-08,4.1895632236418815e-07,3.76,0.0,0.008691491452977682,0.29856545925517924,0.6389462511860062,0.0014698874988203874,0.0028875032845482635,0.7159225049954238,9.953809435949364e-13,1.9210684804383435e-13,4.73436158996332e-09,3.630891445169691e-05,0.0038017684599047845,7.763528928322135e-07,4.8843764239796064e-11,4.0771036219919504e-13,1.333553750749751e-06,1.2668271932456361e-06,1.1744790199832745e-08,0.006469848537137856,0.00014099771025825596,2.3108331424578316e-06,3.74311253502281e-05,2.0774605666878826e-06,8.242045678640822e-07,1.8461959899004107e-12,2.0252303016261657e-10,8.72029919618608e-06,6.354198465887274e-05,2.2429607432305463e-09
0.0013625609686275272,0.7662520366701343,0.0017047295378136618,0.0007540580122663062,0.0010518997987729723,0.07390488781230455,0.0,0.0,0.0004991680585717325,1.6930768583863303e-05,0.6527904344419555,0.05064929156148986,3.322171912883037e-05,2.2700612074487248e-10,1.9636064940564825e-08,3.954824393151904e-07,0.0002810147270161541,0.0021095146202985806,6.896248154921465e-06,2.958540627919636e-08,5.8815275405178845e-05,9.30586884854367e-10,6.48648024954196e-08,5.901777411284766e-05,4.8805223548678205e-08,0.0010194057961421356,6.836619279365144e-08,2.3956259888307166e-05,7.874652308025457e-06,5.4260598064735283e-08,5.303693745665798e-07,3.0853553009861683e-10,3.889602597502613e-08,4.2077326544575793e-07,3.76,0.0,0.008566730942993383,0.29824949506581083,0.6391731962927034,0.0014661696588229116,0.002869536170768132,0.7161270785123726,1.007160171879806e-12,1.9438133967694617e-13,4.7905239621563564e-09,3.661175279223566e-05,0.0037831414583094154,7.706914371973219e-07,4.919772021901014e-11,4.1066745055196156e-13,1.3427577547704977e-06,1.2809844733234023e-06,1.1666098843379702e-08,0.006425553976302063,0.0001408486119454112,2.327283521058886e-06,3.7707370212654495e-05,2.0922755951292813e-06,8.218376947955828e-07,1.8578073563372353e-12,2.0173560441838422e-10,8.790216338048548e-06,6.392211944437491e-05,2.257037714367277e-09
0.0013631090405893881,0.7662723447577923,0.0017290601703025684,0.000765185063168586,0.001066732775301721,0.07385667337495162,0.0,0.0,0.0004982146573964863,1.6898610431684492e-05,0.6529166458231841,0.05079453963269455,3.351182510797501e-05,2.3615244436548024e-10,2.0120122957420074e-08,4.0065068608324267e-07,0.00028130304023813,0.002099440749713958,6.92689426087318e-06,2.9674328713132576e-08,5.838963420122287e-05,9.512911142818753e-10,6.586966943629047e-08,5.9257905229963984e-05,4.89896739289946e-08,0.0010153835424532671,6.929545549979811e-08,2.400459860844089e-05,7.826493948827374e-06,5.464810820076572e-08,5.375641745149165e-07,3.0963136632415706e-10,3.934198099485513e-08,4.225786514582653e-07,3.76,0.0,0.008442009390282196,0.29793083578186497,0.6394018148921596,0.0014623659132563095,0.0028512735471989755,0.7163324745964225,1.0191875784871312e-12,1.967037699623093e-13,4.847872655778628e-09,3.691882888038558e-05,0.0037643007844366232,7.649543878085605e-07,4.9556092480691205e-11,4.136610514726374e-13,1.3520646086586656e-06,1.2954738903815573e-06,1.1586354474353044e-08,0.006380891464920598,0.00014069824332860106,2.3439732744670156e-06,3.7988201373679074e-05,2.107306678141223e-06,8.194645639241948e-07,1.8695981647303853e-12,2.0093782169069274e-10,8.86136367476664e-06,6.430700049346324e-05,2.2713316270398567e-09
0.001363657112551249,0.7662926795111602,0.0017540199211728183,0.0007766073158936293,0.0010819684144883883,0.07380715913595247,0.0,0.0,0.0004972386921182299,1.68654978097342e-05,0.6530424560055772,0.05094178222434378,3.380607441605182e-05,2.457706584671397e-10,2.0621301526726694e-08,4.0593446353003545e-07,0.00028157345492666987,0.0020891971858607293,6.9575704801517135e-06,2.9762413623542584e-08,5.7961212115713086e-05,9.727648347487972e-10,6.689914914168211e-08,5.949791954198087e-05,4.9175702146588045e-08,0.0010113079553711508,7.024315621591947e-08,2.4050862856209946e-05,7.776714180919317e-06,5.5033640011205584e-08,5.449245258993941e-07,3.107296486790658e-10,3.97960200680186e-08,4.243711118332754e-07,3.76,0.0,0.008317330974560581,0.29760941655535195,0.6396321450492388,0.001458474401227864,0.002832708923207324,0.7165387058901003,1.0314695304898513e-12,1.9907536907228035e-13,4.9064382312604475e-09,3.723017309716529e-05,0.0037452416872492786,7.591402357901633e-07,4.991888640622538e-11,4.166911733893016e-13,1.3614736880445165e-06,1.3103061819784207e-06,1.1505535193008835e-08,0.006335855238591511,0.0001405465738541553,2.3609058060189115e-06,3.827370082566043e-05,2.1225569077362566e-06,8.170852424220774e-07,1.8815709286706872e-12,2.0012948928099762e-10,8.933767254801125e-06,6.46966580653617e-05,2.285845492371607e-09
0.0013647532564749706,0.7663334276845339,0.0018059165638836011,0.0008003807518488833,0.0011137078229053374,0.07370406340467021,0.0,0.0,0.0004952163431396879,1.6796252982989253e-05,0.6532927725732521,0.05124246453585319,3.440707944884724e-05,2.6654163081695885e-10,2.1678099128349118e-08,4.1686150091521616e-07,0.00028205783040116813,0.002068181814123163,7.018961902823935e-06,2.993574161177748e-08,5.709590498525448e-05,1.018160044180085e-09,6.903492295818534e-08,5.997723644355162e-05,4.955271982047606e-08,0.0010029927611416003,7.219541047545391e-08,2.4136791262889483e-05,7.672202278183368e-06,5.5797446154264694e-08,5.601610787413345e-07,3.1293314927083134e-10,4.0728959632740756e-08,4.279113930962902e-07,3.76,0.0,0.008068121768196374,0.29695802864902354,0.6400980976277549,0.0014504203797895531,0.0027946471222717287,0.7169537249206452,1.0568232908573365e-12,2.0397113981214648e-13,5.027345922932943e-09,3.786576789579002e-05,0.0037064485977116664,7.472744877296813e-07,5.065773059557781e-11,4.228607477692484e-13,1.380595021208568e-06,1.3410444714575344e-06,1.1340582492933426e-08,0.006244638092388872,0.00014023920529643476,2.3955125112749905e-06,3.885903265114959e-05,2.1537269066764327e-06,8.123083171681133e-07,1.906072104529512e-12,1.984803808999633e-10,9.082449008826023e-06,6.549040301284915e-05,2.3155447844732387e-09
0.0013657068237414923,0.7663689588398086,0.0018533296907644974,0.0008221286216268307,0.0011427764324818993,0.07360973799992108,0.0,0.0,0.0004933770160149254,1.6732527528960312e-05,0.6535089762278183,0.05151104621545583,3.494353228801342e-05,2.864438142496486e-10,2.2660731550339524e-08,4.2677431224514735e-07,0.0002824142588842829,0.0020493013485388136,7.07233792112124e-06,3.008298618955925e-08,5.633381410811028e-05,1.0604971829772719e-09,7.098019567680768e-08,6.0392929446706394e-05,4.988639547918533e-08,0.0009955759093033974,7.395738224405398e-08,2.4203876767608038e-05,7.575803654359272e-06,5.645219276693474e-08,5.740009262801239e-07,3.1485698642130277e-10,4.156829508517271e-08,4.309346307366718e-07,3.76,0.0,0.007851513357013413,0.29638173355723807,0.6405093932184872,0.0014431097828950254,0.002760489768123459,0.717317599857421,1.0797706276618285e-12,2.084022947591325e-13,5.136789679287441e-09,3.84327845565069e-05,0.003671943300429533,7.366866068443274e-07,5.1314787273033966e-11,4.283456632416776e-13,1.3975518504897125e-06,1.3690102649362159e-06,1.1193373832711451e-08,0.006164013291843587,0.00013996727581494888,2.4264386647331395e-06,3.938419311026923e-05,2.181583696973676e-06,8.081333090521556e-07,1.928001023930084e-12,1.970095325586729e-10,9.216131620449926e-06,6.619664693178312e-05,2.342123745363304e-09
0.001366660391008014,0.766404564399828,0.0019029931613169053,0.0008449374394342108,0.0011732964086884577,0.07351083305369042,0.0,0.0,0.0004914590929715376,1.666531301864549e-05,0.6537235683685301,0.05178647915451657,3.5492665035052674e-05,3.0825473611622e-10,2.3707225205707028e-08,4.370852022924083e-07,0.00028270603379439537,0.0020298348917356748,7.125599504509684e-06,3.0226404037146126e-08,5.5562864794764954e-05,1.1057064133212495e-09,7.301121704869023e-08,6.080683142567466e-05,5.022574452353541e-08,0.000987982592202217,7.578073113642867e-08,2.426325152441108e-05,7.474192098928771e-06,5.7095743521525595e-08,5.884141453804313e-07,3.167865953668253e-10,4.2434282048676236e-08,4.33895685252707e-07,3.76,0.0,0.007635108772183679,0.29579606465128144,0.6409264618722419,0.00143550461779749,0.0027253203042158945,0.7176841857360121,1.103586074836546e-12,2.1300114125194586e-13,5.2503857869381775e-09,3.9012973001236045e-05,0.0036367033360226383,7.258428946610447e-07,5.198502688486662e-11,4.3393879323874455e-13,1.4147999653354282e-06,1.3981866937900676e-06,1.1042582525617867e-08,0.006082170431220793,0.00013969092830938185,2.458145309614964e-06,3.992465281679022e-05,2.2101453634561736e-06,8.039407022260772e-07,1.950513993497404e-12,1.9550378075473335e-10,9.354003154791861e-06,6.691758869447905e-05,2.3694082311858905e-09
0.0013676139582745356,0.7664402407520055,0.0019550523521600135,0.0008688778593573548,0.001205366022454603,0.0734070789043298,0.0,0.0,0.0004894584185206002,1.659435947321094e-05,0.6539363735976221,0.052069098365849116,3.605441222112655e-05,3.321943951336065e-10,2.4822772240379192e-08,4.4781344182333807e-07,0.00028292887826898255,0.0020097532734669,7.17865455819793e-06,3.0365436335454793e-08,5.478288927355245e-05,1.1540202974797825e-09,7.513253176220505e-08,6.121830416193168e-05,5.057115858645028e-08,0.00098020685089377,7.766750543221026e-08,2.4314330851149708e-05,7.367265838958942e-06,5.772583266993288e-08,6.034296958404344e-07,3.1872122299895905e-10,4.3327704871857816e-08,4.367845290129022e-07,3.76,0.0,0.007418941090252853,0.2952006085608974,0.6413495407595365,0.0014275933280909591,0.0026891009948946686,0.7180535493067407,1.1283078857460052e-12,2.1777507011219124e-13,5.3683181920111444e-09,3.9606328716228784e-05,0.003600699465133093,7.14734861785688e-07,5.266823359546395e-11,4.3963803355888783e-13,1.432328115798139e-06,1.4286455779614745e-06,1.0888082570374063e-08,0.005999076037050053,0.0001394099680184736,2.4906471347235584e-06,4.048082681865133e-05,2.23942532921291e-06,7.997309884864831e-07,1.973621504495992e-12,1.9396194781557492e-10,9.496208661163428e-06,6.76532137614666e-05,2.3974106979863795e-09
0.0013685675255410573,0.7664759834978002,0.002009664000530739,0.0008940262680157107,0.0012390915803015367,0.07329818561002867,0.0,0.0,0.0004873706217736797,1.6519399223827586e-05,0.6541471975433337,0.052359261039995164,3.662862710728804e-05,3.585119390586567e-10,2.6013051596572914e-08,4.589791362635187e-07,0.00028307826144089625,0.0019890258251117144,7.2314006278990016e-06,3.0499473013157204e-08,5.399371665460766e-05,1.2056920260743112e-09,7.734892295703302e-08,6.16266396581897e-05,5.0923068151361585e-08,0.0009722424665974353,7.961973151281656e-08,2.4356495638623953e-05,7.2549305347770145e-06,5.83399802203677e-08,6.190779008794749e-07,3.2066001359524313e-10,4.424932708360576e-08,4.395901675913227e-07,3.76,0.0,0.007203047294905406,0.29459492845064084,0.6417788786309945,0.0014193638001822177,0.0026517932661131623,0.718425756544633,1.1539755612643234e-12,2.2273171299396814e-13,5.4907769604651055e-09,4.0212778832394885e-05,0.0035639011492128616,7.033539305240607e-07,5.3364094448315466e-11,4.454404292463507e-13,1.4501219701074217e-06,1.4604638825053791e-06,1.0729745580878517e-08,0.005914695796674096,0.00013912418912501263,2.5239572433493777e-06,4.105311543053707e-05,2.269435607274667e-06,7.95504699023256e-07,1.9973327125425605e-12,1.9238280475341989e-10,9.642893789972547e-06,6.840343599313275e-05,2.426141957413273e-09
0.001369521092807579,0.7665117872292437,0.002066997198309653,0.0009204653112727338,0.0012745881591575698,0.07318384122187814,0.0,0.0,0.0004851911111777804,1.6440145966918418e-05,0.6543558247130724,0.0526573483005851,3.721506706995273e-05,3.874899530831093e-10,2.7284278599606888e-08,4.706032169740223e-07,0.0002831493858879713,0.0019676203430187603,7.283723930884936e-06,3.062784854409838e-08,5.31951731197455e-05,1.2609972379581837e-09,7.966541819734957e-08,6.203105303025597e-05,5.1281946003913396e-08,0.0009640829486027166,8.163939207304729e-08,2.4389091022654098e-05,7.137100736601152e-06,5.893547673467455e-08,6.353904488298794e-07,3.226019934565898e-10,4.5199880974591546e-08,4.4230055738878965e-07,3.76,0.0,0.0069874686763455015,0.2939785625239995,0.6422147363287549,0.0014108033364896532,0.0026133578267022346,0.7188008721606921,1.1806297532408224e-12,2.27878923891555e-13,5.617957848062231e-09,4.083216990462334e-05,0.0035262765103733647,6.916914769106573e-07,5.4072183971673395e-11,4.513420411103065e-13,1.4681636646984438e-06,1.4937241271846421e-06,1.056744122190571e-08,0.005828994599311447,0.00013883337405064068,2.5580867498374575e-06,4.1641898091508256e-05,2.3001864390416813e-06,7.912624030849661e-07,2.02165510713498e-12,1.907650688801121e-10,9.794203674653945e-06,6.916808505822384e-05,2.4556107738864095e-09
0.0013704746600741006,0.7665476454764479,0.002127234480928704,0.0009482844745399163,0.0013119804138297313,0.07306370989868956,0.0,0.0,0.0004829150708930038,1.6356293870176956e-05,0.6545620160813119,0.052963767122361324,3.7813376605522685e-05,4.1944953559688756e-10,2.8643259445034512e-08,4.827074128745056e-07,0.0002831371751695292,0.0019455030621566558,7.335498330432831e-06,3.074983793627457e-08,5.2387082155035384e-05,1.320235949624277e-09,8.208729246570298e-08,6.243067468032739e-05,5.1648310803513427e-08,0.000955721521631092,8.372839932180435e-08,2.441142515884542e-05,7.01370150760757e-06,5.950936766252894e-08,6.524003720286785e-07,3.2454605194347973e-10,4.6180055051176276e-08,4.4490251786323356e-07,3.76,0.0,0.006772251268202727,0.29335102242945943,0.6426573872968131,0.0014018986280368792,0.00257375482370033,0.7191789590286035,1.2083121189134121e-12,2.332247507133305e-13,5.7500616191327785e-09,4.146425400487332e-05,0.0034877922949726405,6.797388823802728e-07,5.479194692332691e-11,4.573377961752108e-13,1.486431303792294e-06,1.5285148355282383e-06,1.0401037747582526e-08,0.005741936591221213,0.00013853729270423164,2.5930442717848986e-06,4.2247526131336676e-05,2.33168583839225e-06,7.870047058209299e-07,2.046594133207407e-12,1.8910740131496194e-10,9.950281500866259e-06,6.994689227939514e-05,2.4858234039772596e-09
