Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296)
4.813959973785804e-05,0.6774381798279354,7.517277641587344e-06,5.342505038743516e-06,1.920195642076136e-05,0.0011754575399326084,0.0,0.0,3.8785007048188546e-05,1.9866317101622765e-06,0.0014421292034075487,0.0004838584614842365,1.0184894925194994e-08,1.4169366154576582e-16,9.181911760303881e-12,8.940273839847683e-08,4.84983635610556e-07,3.991568318839169e-05,5.098923892843255e-12,1.6637162883532612e-14,5.464953493022649e-09,1.9222921197497516e-14,9.100154725537836e-08,1.043647640333624e-08,1.2582270204633372e-11,7.777814296425646e-09,2.1691940453377407e-14,3.320326648670694e-10,4.6384817671528803e-11,1.904121345538651e-14,5.594048456217391e-11,1.1849452982083345e-15,1.2197370522314309e-14,9.770830095160865e-14,3.76,0.0,0.7305755938008769,0.9941420206466143,0.005003782707934275,8.038002145937963e-06,0.002101209038987101,0.0020047221760578307,8.562847303306969e-13,1.6519741927786315e-13,4.062303261454365e-09,9.770651295115475e-07,0.0032118590416333878,2.124944118170489e-06,4.94287941133404e-12,4.129041303848525e-14,1.38146904001399e-07,2.334539792647952e-08,3.088009952338095e-08,3.0082129864621085e-05,0.00046945595780361834,1.1456151771755913e-10,9.568964638499494e-07,5.382342523036835e-11,1.1211552237247806e-10,1.7765816420822126e-13,1.6792403240110861e-15,1.9280309747942788e-10,4.16479219538242e-09,2.158229210866702e-10
4.879640576477733e-05,0.6774490295723764,7.604617065799944e-06,5.441258109203971e-06,1.9583109624753166e-05,0.0011986019821753795,0.0,0.0,3.9383178663199305e-05,2.0214061611442197e-06,0.0015027762466320515,0.000490598525851924,1.0817382027396926e-08,1.450133781437458e-16,9.287583644883011e-12,8.938918030748757e-08,4.86868315934984e-07,4.17083064465395e-05,5.347671455174308e-12,1.8004332557797896e-14,5.806564599873006e-09,1.9377693151071032e-14,9.097521197156694e-08,1.0876080172254327e-08,1.2730388729262397e-11,8.411362701779482e-09,2.2948852328021066e-14,3.382651105744304e-10,4.719644016001451e-11,1.9290217079285053e-14,5.823599590920624e-11,1.2419550971585637e-15,1.2944243111542618e-14,1.0337184989409429e-13,3.76,0.0,0.730368893804132,0.9939786462388329,0.005161678186170701,8.16522500099425e-06,0.0021441813078310096,0.002075589999342814,8.560003581823121e-13,1.6514252473334846e-13,4.06095924112076e-09,9.843164962627898e-07,0.003303062849816197,2.168032860426164e-06,4.978262048013285e-12,4.1589085259891194e-14,1.3928887239796563e-07,2.3794161879531897e-08,3.1506101076378734e-08,3.163822912260945e-05,0.0004693788098035776,1.2043406646292478e-10,1.0039900882211862e-06,5.711433659803193e-11,1.203585498541298e-10,1.8636891137297184e-13,1.813282653609626e-15,2.0674823418990946e-10,4.4695194434517086e-09,2.2640768379177678e-10
4.945321179169663e-05,0.6774601264659538,7.692870464791456e-06,5.5409280412403584e-06,1.996763772676263e-05,0.0012219931107681037,0.0,0.0,3.99859201636889e-05,2.0563910994910923e-06,0.0015651390538960956,0.0004973464260599979,1.1484081212391194e-08,1.484073150111972e-16,9.394339517657398e-12,8.937543788166584e-08,4.887806097249153e-07,4.356808580941235e-05,5.60672821562314e-12,1.9468738287764737e-14,6.165717993965036e-09,1.9540285163611948e-14,9.094844212455084e-08,1.1328767627879307e-08,1.2881273160629285e-11,9.08953973746146e-09,2.4270888835630352e-14,3.4458505815968073e-10,4.8013580982840775e-11,1.954480360847247e-14,6.060456925215507e-11,1.3011250122550991e-15,1.3733006404627248e-14,1.0932248081847213e-13,3.76,0.0,0.7301585382002262,0.9938121531520037,0.005322652633246337,8.292904976091148e-06,0.00218754288754027,0.002148312366226523,8.55711276189583e-13,1.6508672126291468e-13,4.05959300593302e-09,9.91785359176439e-07,0.003395612898379541,2.2114922239773373e-06,5.0147085618209034e-12,4.189668551367408e-14,1.4046609088209976e-07,2.425851504687189e-08,3.213748887897228e-08,3.325745499473706e-05,0.00046930018910607555,1.2656440407277265e-10,1.0528041120714527e-06,6.057919713352476e-11,1.2911275428803642e-10,1.9539518504962108e-13,1.9565942993082843e-15,2.215437043419883e-10,4.7930279969661275e-09,2.373759567395968e-10
5.0110017818615926e-05,0.6774714739910935,7.782037631519909e-06,5.641510502644268e-06,2.0355519864997117e-05,0.0012456332107000517,0.0,0.0,4.0593378584696764e-05,2.091593880118587e-06,0.001629243366652298,0.0005041024377020996,1.2186513147155107e-08,1.5187671616020679e-16,9.502178357556615e-12,8.936151002811473e-08,4.907207136317715e-07,4.549687362557415e-05,5.876533330035687e-12,2.1036217834808832e-14,6.543119095869625e-09,1.9711018425487044e-14,9.092123423839602e-08,1.1794774377663994e-08,1.3035003998299521e-11,9.815001312756466e-09,2.566103909879156e-14,3.5099593981257265e-10,4.883634210302846e-11,1.980507391036632e-14,6.304795485136012e-11,1.3625225541306167e-15,1.4565797602753756e-14,1.1557364627325265e-13,3.76,0.0,0.7299444968960602,0.9936425142000356,0.005486731230467644,8.421048139077588e-06,0.0022312915036176166,0.0022229190078270206,8.554174488633781e-13,1.6503000202162463e-13,4.058204389262773e-09,9.994755566690855e-07,0.003489509933823999,2.255319166055968e-06,5.052237327645816e-12,4.2213366299043535e-14,1.416792003065659e-07,2.4738799762645893e-08,3.27742187815128e-08,3.494165377357922e-05,0.0004692200828732774,1.329621496518566e-10,1.1033794530544496e-06,6.422569480265229e-11,1.3840441145367876e-10,2.0474430274122932e-13,2.1097178884723415e-15,2.3723160930854805e-10,5.136256641954618e-09,2.487366372925444e-10
5.076682384553522e-05,0.6774830756324658,7.87211806563968e-06,5.743000774111204e-06,2.0746733688317604e-05,0.0012695245560974569,0.0,0.0,4.1205704028570315e-05,2.127022051074547e-06,0.0016951149649132213,0.0005108668420558818,1.2926247143827801e-08,1.5542282776117573e-16,9.611098775496828e-12,8.934739568061708e-08,4.926888205822539e-07,4.7496546820167706e-05,6.157548649725387e-12,2.271289242833278e-14,6.939493672697424e-09,1.9890223833594088e-14,9.089358487252723e-08,1.2274337378188782e-08,1.3191663807966994e-11,1.0590531750605576e-08,2.7122407836736856e-14,3.575013126726182e-10,4.966482692552866e-11,2.007113034045181e-14,6.556793069798632e-11,1.4262172054994892e-15,1.5444849468153325e-14,1.2213940371086996e-13,3.76,0.0,0.7297267400866476,0.9934697024007478,0.005653938914085838,8.549660586619745e-06,0.002275424705895264,0.002299439754709532,8.5511884122041e-13,1.6497236026224994e-13,4.056793226848827e-09,1.0073909091822906e-06,0.0035847544604330965,2.2995104545384836e-06,5.09086659751871e-12,4.253927901296892e-14,1.4292883873769237e-07,2.5235359659816513e-08,3.341624388377293e-08,3.6692701968343256e-05,0.0004691384783636373,1.3963720703162316e-10,1.1557573123201238e-06,6.806178127126991e-11,1.4826090620261125e-10,2.1442362090244482e-13,2.2732219165434327e-15,2.5385561127362217e-10,5.500179243966563e-09,2.6049867030165804e-10
5.142362987245452e-05,0.6774949348763045,7.963110968459495e-06,5.845393744902375e-06,2.11412553435876e-05,0.0012936694092244893,0.0,0.0,4.182304974749601e-05,2.1626833561842443e-06,0.0017627796631554961,0.0005176399260791281,1.3704901743635315e-08,1.5904689730266446e-16,9.721099008448481e-12,8.933309380069867e-08,4.946851196447134e-07,4.9569006302630746e-05,6.450259889059461e-12,2.4505176854843003e-14,7.35558815768975e-09,2.007824217118525e-14,9.086549062363894e-08,1.276769489406946e-08,1.3351337264882334e-11,1.1419048408562595e-08,2.8658218635693936e-14,3.641048625593688e-10,5.049914030663707e-11,2.0343076761911183e-14,6.816630262598226e-11,1.492280471481486e-15,1.6372493782114283e-14,1.2903444007831782e-13,3.76,0.0,0.7295052382710929,0.9932936909891946,0.005824300362061938,8.678748443065432e-06,0.0023199398667086654,0.002377904531916744,8.548154188065782e-13,1.6491378933977478e-13,4.05535935690527e-09,1.0155352152822538e-06,0.0036813467314102287,2.344062666304933e-06,5.13061448022039e-12,4.2874573778573895e-14,1.442156407994745e-07,2.5748539429699225e-08,3.406351451107198e-08,3.851250601698666e-05,0.0004690553629381911,1.4659976943021039e-10,1.2099791499337665e-06,7.209567719167851e-11,1.5871077142596715e-10,2.2444052996737036e-13,2.4477016666935e-15,2.714609652755845e-10,5.885805470336044e-09,2.72671042065696e-10
5.2080435899373816e-05,0.6775070552097036,8.055015238048906e-06,5.948683908767537e-06,2.1539059464153448e-05,0.0013180700194720847,0.0,0.0,4.24455722254249e-05,2.1985857380076874e-06,0.0018322633060559482,0.0005244219824007153,1.4524145255546986e-08,1.6275017272260499e-16,9.832176913704734e-12,8.931860337869101e-08,4.967097958956989e-07,5.17161763313276e-05,6.7551778378453615e-12,2.6419789719217424e-14,7.792169965958628e-09,2.0275424287407123e-14,9.083694812761803e-08,1.3275086455479625e-08,1.3514111197131794e-11,1.2303606387009854e-08,3.0271817249038416e-14,3.7081040776528333e-10,5.133938856305845e-11,2.0621018565686732e-14,7.084490442793594e-11,1.5607859303129216e-15,1.7351164882374858e-14,1.3627409715917617e-13,3.76,0.0,0.7292799622686766,0.993114453431112,0.005997839980752852,8.808317859276193e-06,0.002364834179193179,0.0024583433537461877,8.545071477204017e-13,1.6485428271591745e-13,4.053902620229913e-09,1.0239122476653883e-06,0.003779286740075256,2.3889721857411197e-06,5.1714989204269474e-12,4.321939926975291e-14,1.4554023700108675e-07,2.627868457243569e-08,3.471597819247672e-08,4.040300196159484e-05,0.000468970724066906,1.5386032398525156e-10,1.2660866591324152e-06,7.633587739772012e-11,1.6978372821202683e-10,2.34802449161489e-13,2.6337801465635593e-15,2.900945505995181e-10,6.2941814970758685e-09,2.8526277402763566e-10
5.273724192629311e-05,0.6775194401198907,8.14782946450325e-06,6.052865360140712e-06,2.1940119159497502e-05,0.001342728622335268,0.0,0.0,4.3073431259201906e-05,2.2347373410835134e-06,0.0019035917640601847,0.0005312133093062746,1.5385696246624858e-08,1.6653390151223191e-16,9.944329963363236e-12,8.930392343479132e-08,4.987630302869096e-07,5.394000383457077e-05,7.072839619201406e-12,2.8463763871158116e-14,8.250027805959052e-09,2.048213127639589e-14,9.080795406147611e-08,1.3796752814289883e-08,1.3680074628691061e-11,1.3247403322186745e-08,3.1966674924031604e-14,3.776219029095015e-10,5.218567948060344e-11,2.090506269099521e-14,7.36055979760276e-11,1.631809284401357e-15,1.8383403279109817e-14,1.4387439767421552e-13,3.76,0.0,0.7290508832350359,0.9929319634364736,0.006174581891529477,8.938375011427524e-06,0.002410104655708981,0.0025407863182737643,8.541939946365043e-13,1.6479383396366078e-13,4.052422860312982e-09,1.0325257490734545e-06,0.003878574211130145,2.434235203389373e-06,5.213537677412214e-12,4.357390253218641e-14,1.4690325304838574e-07,2.682614113849098e-08,3.53735796411607e-08,4.236615508626516e-05,0.0004688845493350821,1.6142965614637746e-10,1.324121739416557e-06,8.079115599561749e-11,1.8151072722608647e-10,2.455168210980486e-13,2.8321090415925283e-15,3.098049014338645e-10,6.726390698397657e-09,2.982829162090501e-10
5.339404795321241e-05,0.6775320930934795,8.24155192537699e-06,6.157931790620426e-06,2.2344406006104985e-05,0.0013676474383796438,0.0,0.0,4.3706790038699444e-05,2.271146515435277e-06,0.0019767909287842353,0.0005380142107184034,1.629132398100913e-08,1.7039932979256707e-16,1.0057555239033024e-11,8.928905302011917e-08,5.008449995127507e-07,5.624245768756954e-05,7.403809993533177e-12,3.064445698918164e-14,8.729971986268784e-09,2.069873465576135e-14,9.077850514529062e-08,1.433293589882755e-08,1.384931882217505e-11,1.4253784261317172e-08,3.3746391751737724e-14,3.8454344285066495e-10,5.30381223225002e-11,2.1195317646310257e-14,7.645027334934015e-11,1.705428411677426e-15,1.9471859348538035e-14,1.5185207214680412e-13,3.76,0.0,0.7288179726784267,0.9927461949731476,0.0063545499173382255,9.06892609977731e-06,0.0024557481263994766,0.002625263601622647,8.538759268291364e-13,1.6473243677179072e-13,4.0509199234459426e-09,1.0413794281222478e-06,0.003979208592003207,2.479847714753557e-06,5.2567483033297065e-12,4.3938228800946775e-14,1.4830530914004193e-07,2.7391255461283e-08,3.603626073700282e-08,4.440395951678435e-05,0.0004687968264498013,1.6931885391399375e-10,1.3841264684773866e-06,8.547057133722444e-11,1.939239913454141e-10,2.5659110615976083e-13,3.043369684388347e-15,3.306422367042329e-10,7.183554316799643e-09,3.117405403833924e-10
5.4050853980131706e-05,0.6775450176156965,8.336180581295344e-06,6.263876485745956e-06,2.2751890039584093e-05,0.001392828672197762,0.0,0.0,4.4345815225748916e-05,2.3078218203169827e-06,0.0020518867082500026,0.0005448249961712961,1.724284880447202e-08,1.743477013641164e-16,1.0171849426779468e-11,8.927399121776797e-08,5.029558758786872e-07,5.862552794490842e-05,7.748682709168914e-12,3.2969562313846475e-14,9.232834717243911e-09,2.0925616544289487e-14,9.074859814415215e-08,1.4883878767262156e-08,1.4021937321201823e-11,1.532624661684885e-08,3.5614700036522776e-14,3.9157926665674613e-10,5.389682783730323e-11,2.1491893530828572e-14,7.938084896883904e-11,1.781723417195012e-15,2.0619297102984578e-14,1.6022458653832014e-13,3.76,0.0,0.7285812024760552,0.9925571222806437,0.00653776756921768,9.19997734740281e-06,0.0025017612378883565,0.0027118054519771197,8.535529121957108e-13,1.64670084949437e-13,4.049393658830332e-09,1.0504769550481592e-06,0.004081189044281743,2.5258055192637587e-06,5.301148121098017e-12,4.4312521314901204e-14,1.497470192489949e-07,2.7974373881074867e-08,3.6703960511504214e-08,4.65184377814293e-05,0.00046870754324641916,1.7753931191059783e-10,1.4461430729622692e-06,9.038347086198306e-11,2.0705705958258291e-10,2.6803277666715567e-13,3.2682740395395397e-15,3.5265848899517325e-10,7.666832111612474e-09,3.2564473298980535e-10
5.4707660007051e-05,0.6775582171695906,8.431713071754145e-06,6.3706923220809e-06,2.3162539748078087e-05,0.0014182745113560987,0.0,0.0,4.499067703165469e-05,2.344772028175681e-06,0.002128905021955445,0.0005516459807796607,1.824214247147124e-08,1.7838025673064255e-16,1.0287208812320127e-11,8.925873714385e-08,5.050958271705949e-07,6.109122502822774e-05,8.108081900133329e-12,3.5447119521249976e-14,9.759470407111726e-09,2.1163169838688344e-14,9.071822987011691e-08,1.5449825559623786e-08,1.4198025992284944e-11,1.6468445196538397e-08,3.757546768134705e-14,3.98733761629658e-10,5.476190826638188e-11,2.1794902056434348e-14,8.239927174139387e-11,1.8607766849283194e-15,2.182859803602799e-14,1.690101706576736e-13,3.76,0.0,0.7283405448904604,0.9923647198839375,0.00672425803278243,9.331534998906592e-06,0.0025481404521204083,0.0028004421833411654,8.532249192803166e-13,1.6460677243060884e-13,4.047843918686492e-09,1.05982195737727e-06,0.00418451443524308,2.572104219405981e-06,5.346754201915312e-12,4.469692112813211e-14,1.5122899038998413e-07,2.8575842460283186e-08,3.737661513510131e-08,4.8711640332268154e-05,0.000468616687695093,1.8610273527062544e-10,1.5102138980834863e-06,9.553949579354229e-11,2.2094483233092274e-10,2.7984931083541364e-13,3.5075657032101108e-15,3.7590733246884146e-10,8.177422983845664e-09,3.400045877896608e-10
5.53644660339703e-05,0.6775716952352173,8.528146711117791e-06,6.4783717646150825e-06,2.3576322067006503e-05,0.0014439871253334076,0.0,0.0,4.564154929306848e-05,2.3820061288097597e-06,0.0022078717957805722,0.0005584774852017899,1.9291128411642294e-08,1.8249823209733138e-16,1.0403629276482892e-11,8.924328994853337e-08,5.072650165253029e-07,6.364157886885161e-05,8.482663531459508e-12,3.8085525727156025e-14,1.0310755952056407e-08,2.1411798389198432e-14,9.068739718416206e-08,1.6031021448462964e-08,1.4377683066165688e-11,1.7684197305832285e-08,3.963270158487862e-14,4.0601146738222763e-10,5.5633477350971063e-11,2.2104456570176117e-14,8.550751721426123e-11,1.942672929711849e-15,2.310276504115639e-14,1.7822784734788357e-13,3.76,0.0,0.7280959725859389,0.9921689626073643,0.00691404415468646,9.463605319091676e-06,0.0025948820453509844,0.002891204169041929,8.528919172971903e-13,1.645424932787235e-13,4.046270558362086e-09,1.0694180155219825e-06,0.004289183329494123,2.6187392200220203e-06,5.393583342430481e-12,4.5091566918611304e-14,1.5275182187396717e-07,2.91960066903794e-08,3.805415790695015e-08,5.0985645026386965e-05,0.00046852424790734304,1.9502114333457526e-10,1.5763813760779277e-06,1.0094858567668852e-10,2.3562361796621693e-10,2.920481865220235e-13,3.762020916804537e-15,4.0044420968776755e-10,8.716565575133963e-09,3.5482919826866854e-10
5.6021272060889595e-05,0.6775854552888027,8.625478484825014e-06,6.586906864495641e-06,2.3993202375171517e-05,0.0014699686644512513,0.0,0.0,4.629860954599443e-05,2.419533333702267e-06,0.002288812956730508,0.000565319835596672,2.0391781932685314e-08,1.8670285834427935e-16,1.0521106290939737e-11,8.922764881706964e-08,5.094636023025232e-07,6.627863800518409e-05,8.873116892353084e-12,4.089354661143625e-14,1.0887591019847386e-08,2.1671917173884592e-14,9.065609699814258e-08,1.6627712588162522e-08,1.4561009178493004e-11,1.897748791870502e-08,4.179055104626188e-14,4.13417079964923e-10,5.651165033876682e-11,2.242067207726831e-14,8.87075897414814e-11,2.027499249266858e-15,2.444492640213894e-14,1.8789746245142163e-13,3.76,0.0,0.7278474586449913,0.9919698255885673,0.00710714842907878,9.596194591606482e-06,0.002641982107288987,0.002984121834978462,8.525538761541225e-13,1.6447724169112122e-13,4.044673436440247e-09,1.0792686583105032e-06,0.004395193980729806,2.66570572778456e-06,5.4416520416000874e-12,4.5496594794377084e-14,1.543161045502904e-07,2.983521119058305e-08,3.8736519247254655e-08,5.3342556566521174e-05,0.0004684302121426386,2.043068731329034e-10,1.6446879935279845e-06,1.0662098273991464e-10,2.511311808390872e-10,3.046368747681222e-13,4.03244959393249e-15,4.2632635724729516e-10,9.285538838543554e-09,3.701276497880194e-10
5.667807808780889e-05,0.6775995008018857,8.723705045812342e-06,6.696289257097757e-06,2.441314449226398e-05,0.0014962212587975342,0.0,0.0,4.696203909768821e-05,2.457363080509258e-06,0.002371754427517053,0.0005721733635750235,2.154613035663123e-08,1.909953599763254e-16,1.0639634914227536e-11,8.921181297081049e-08,5.116917379583621e-07,6.900446863477413e-05,9.280166137431273e-12,4.3880327651821165e-14,1.1490898326555633e-08,2.1943952471422505e-14,9.06243262767472e-08,1.724014606291351e-08,1.4748107409757013e-11,2.035247491282401e-08,4.405331117319705e-14,4.209554560395276e-10,5.739654399004945e-11,2.2743665264630288e-14,9.200152266371054e-11,2.1153451762554765e-15,2.5858339853097245e-14,1.9803971555473341e-13,3.76,0.0,0.7275949765847789,0.9917672842924885,0.0073035929840642765,9.729309117559885e-06,0.002689436540398034,0.003079225652616493,8.52210766475762e-13,1.6441101200356078e-13,4.043052414847285e-09,1.089377358454847e-06,0.004502544323620866,2.7129987508522875e-06,5.4909764772620305e-12,4.5912138097478845e-14,1.5592242003753709e-07,3.04937993985719e-08,3.9423626692209674e-08,5.5784505900624974e-05,0.0004683345688150061,2.1397258264502295e-10,1.7151762575566263e-06,1.1256723606872754e-10,2.675067906927422e-10,3.1762283313692043e-13,4.319696359845201e-15,4.5361283012210074e-10,9.885662578963634e-09,3.859090114886822e-10
5.733488411472819e-05,0.6776138352404414,8.822822711164666e-06,6.8065101604452534e-06,2.4836110677801644e-05,0.0015227470171438888,0.0,0.0,4.7632023096206683e-05,2.4955050376836602e-06,0.002456722120980338,0.0005790384061441388,2.2756253086508984e-08,1.9537695404973654e-16,1.0759209788068331e-11,8.919578166821185e-08,5.139495719206025e-07,7.182115362103138e-05,9.7045718761618e-12,4.705540545527485e-14,1.2121623905898705e-08,2.222834203218935e-14,9.059208203945207e-08,1.7868569833369347e-08,1.4939083324377697e-11,2.181349436461493e-08,4.6425426288801e-14,4.286316170967531e-10,5.828827658331701e-11,2.3073554524973232e-14,9.539137850301535e-11,2.206302730301218e-15,2.73463967060319e-14,2.0867619151098069e-13,3.76,0.0,0.7273385003735712,0.9915613145253942,0.007503399568183004,9.86295521410709e-06,0.002737241059360321,0.0031765461317302774,8.518625596267957e-13,1.6434379869469075e-13,4.0414073589597544e-09,1.0997475279633428e-06,0.0046112319658415946,2.7606130987096994e-06,5.541572482458586e-12,4.633832720596706e-14,1.575713399440334e-07,3.1172113253455805e-08,4.011540489162549e-08,5.831364957997165e-05,0.00046823730649965046,2.2403125381854034e-10,1.7878886609124434e-06,1.1879820557452195e-10,2.8479127354090525e-10,3.310134988531634e-13,4.624641602456935e-15,4.823645246299435e-10,1.0518297960779808e-08,4.021823279536492e-10
5.864849616856678e-05,0.6776433847245721,9.023714926402883e-06,7.02943027873806e-06,2.569095649915436e-05,0.0015766263477994802,0.0,0.0,4.8992414621663494e-05,2.5727654397032206e-06,0.0026328397429580077,0.0005928044096751404,2.5352399302544326e-08,2.0441224395045399e-16,1.1001474751288732e-11,8.916312991923649e-08,5.185549026049245e-07,7.773549505275801e-05,1.0608687487030644e-11,5.401062191984057e-14,1.3469232144314028e-08,2.2835993307339873e-14,9.052616138067477e-08,1.9174384153736454e-08,1.5333103106945078e-11,2.5011898229136563e-08,5.1516265186645104e-14,4.4441822995439353e-10,6.009273932979824e-11,2.37545035144301e-14,1.0246725621683572e-10,2.3979335449470702e-15,3.056069900511715e-14,2.315227743028705e-13,3.76,0.0,0.7268134637251957,0.9911389945941038,0.007913183839394334,1.013186745907656e-05,0.00283388227306501,0.003377959259067769,8.511507437137435e-13,1.6420639986863957e-13,4.038044623694769e-09,1.1212855917302433e-06,0.004832607897644821,2.856784014174813e-06,5.6466406659273415e-12,4.7223148332006874e-14,1.6099922464869716e-07,3.258927620226348e-08,4.151265773265509e-08,6.364226994282598e-05,0.0004680378800522788,2.453810448669166e-10,1.9401555660793768e-06,1.321593089087383e-10,3.222582630297731e-10,3.5903855672967845e-13,5.291334288801916e-15,5.445164964512474e-10,1.1886757827341803e-08,4.3624082868848607e-10
5.983074701702151e-05,0.6776710020099597,9.20752156954656e-06,7.232829411528372e-06,2.647024954469612e-05,0.0016260726464758291,0.0,0.0,5.0241121546729837e-05,2.6434694498824633e-06,0.002798534833435562,0.0006052366817846303,2.7901604176221797e-08,2.1286071892878195e-16,1.1223028995361948e-11,8.91330682396443e-08,5.228026502147032e-07,8.339032300700688e-05,1.1490186446200743e-11,6.101837597833928e-14,1.4785827128455578e-08,2.342976335151452e-14,9.046518465326733e-08,2.0406807378140277e-08,1.5702093793112072e-11,2.82320310213686e-08,5.651977474125492e-14,4.5915130792368785e-10,6.174136280704349e-11,2.4392165699502477e-14,1.0918489907031627e-10,2.5820189356511103e-15,3.374575750945757e-14,2.540107650552868e-13,3.76,0.0,0.7263270194107941,0.9907469460583908,0.008293697757371429,1.0375770101570839e-05,0.002922009814866763,0.0035671186431430932,8.504924057609858e-13,1.640793246319544e-13,4.034934688509376e-09,1.141596896100758e-06,0.005036388832343304,2.9443806352719186e-06,5.74570172866811e-12,4.805713618565626e-14,1.6423552938372382e-07,3.3935572605652806e-08,4.278534433624486e-08,6.875836653390636e-05,0.0004678527482325824,2.660767457725505e-10,2.0852270357278434e-06,1.4527346945287527e-10,3.595302155152874e-10,3.8571914854411725e-13,5.961488517507915e-15,6.061136683851972e-10,1.3244079432410705e-08,4.686658893254326e-10
6.101299786547624e-05,0.6776996089660761,9.394142462341805e-06,7.4387895782753695e-06,2.7258682529584492e-05,0.0016764357024407655,0.0,0.0,5.151412659929997e-05,2.715346444319803e-06,0.0029711968074512024,0.000617711741768365,3.06662283696996e-08,2.216163227881941e-16,1.144787038837896e-11,8.910236354777455e-08,5.271486861328606e-07,8.937255882286782e-05,1.2441593801188164e-11,6.880361535049106e-14,1.6207062491970954e-08,2.4070911065247533e-14,9.040263009054177e-08,2.1694929587500266e-08,1.608540735553327e-11,3.180705904399256e-08,6.195389062405925e-14,4.744168910767249e-10,6.341405379896689e-11,2.5054093035620474e-14,1.1624676661672811e-10,2.7777362246516796e-15,3.7231957142264726e-14,2.784796852620786e-13,3.76,0.0,0.7258272515508815,0.9903434301002109,0.008685424114704117,1.0621493855053146e-05,0.0030111963867036806,0.0037639354284755245,8.498171438760049e-13,1.6394898359047156e-13,4.031744957384702e-09,1.1628051561544317e-06,0.005244449657228715,3.032928569461616e-06,5.849110611143829e-12,4.892748738937756e-14,1.6761822040022134e-07,3.5350994417033755e-08,4.407186076041942e-08,7.419160484728618e-05,0.00046766220128191386,2.882626078671159e-10,2.2381609901941037e-06,1.594935809051631e-10,4.00458677033629e-10,4.138249610063813e-13,6.704425373256021e-15,6.734914774999651e-10,1.4729843803678608e-08,5.028234921814497e-10
6.219524871393097e-05,0.6777292254805437,9.583543631623905e-06,7.647244399647142e-06,2.8055979347015486e-05,0.001727726899147562,0.0,0.0,5.2812656525556645e-05,2.7884617974464193e-06,0.0031509756397714744,0.0006302317405757883,3.3660262744116766e-08,2.306857351118649e-16,1.1675952243676812e-11,8.907101298687858e-08,5.315936785524672e-07,9.569480501405217e-05,1.3468890727586797e-11,7.743761824326617e-14,1.7739331031155758e-08,2.476242596988954e-14,9.033848254587985e-08,2.304022108076661e-08,1.648375401174537e-11,3.576942908672974e-08,6.785037188189049e-14,4.902507936698294e-10,6.511155755104822e-11,2.5741041051923167e-14,1.2366597523105774e-10,2.985718780018861e-15,4.104447254983324e-14,3.050918634520666e-13,3.76,0.0,0.7253140267907108,0.9899283198118126,0.00908847426111692,1.0869075944835407e-05,0.0031014101991700713,0.003968587885664239,8.491248207994043e-13,1.638153502857213e-13,4.0284747837262e-09,1.1849274564174076e-06,0.005456763606447843,3.122390412035365e-06,5.956944002630299e-12,4.9834828580886546e-14,1.711501637646511e-07,3.683743727274736e-08,4.537166391723224e-08,7.995538765820572e-05,0.00046746617927171085,3.1202635241798245e-10,2.399199736642855e-06,1.7489465139364885e-10,4.45345287036038e-10,4.4339765975359525e-13,7.52671428334278e-15,7.470740816302782e-10,1.6353537637311626e-08,5.387643148641471e-10
