Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564)
2.1508491904665226e-09,0.4630434845653746,1.033539909724261e-15,1.1706149064272999e-17,4.596754023110249e-17,1.4098332026342177e-15,0.0,0.0,5.0745339818402406e-14,8.176396129437132e-21,2.2966187451466368e-17,3.727796540490947e-16,2.629914946298243e-27,2.8050071994951607e-41,2.5723908364809184e-25,7.361334970934582e-15,9.832184016062877e-19,1.1617419237115713e-17,1.4667349126866532e-36,6.344217446345731e-52,4.590714502050862e-32,2.1848164586091474e-31,4.9331477696861714e-14,7.996682134813792e-34,8.43208850778561e-27,1.82289349616402e-35,1.3006850588236067e-41,1.6193951836014186e-33,1.0866149090702629e-38,2.705876298699241e-38,1.2417109375632395e-31,6.438919672444629e-42,1.7715096795892727e-44,5.517500037243324e-48,3.76,0.0,0.767134326336167,0.9999871240758479,3.921512261346525e-18,1.4679801264497424e-23,5.070337484866623e-14,5.73962179826328e-14,2.5730949462901716e-21,3.513496549646963e-21,2.952537949321886e-16,1.394992014220298e-15,2.6873488776482594e-17,1.5955096766156975e-17,3.232179000957638e-23,1.6938539479985e-23,1.1014932126088822e-18,2.0685187213509669e-19,2.6856865839136624e-20,5.791097609261987e-21,1.2875924100562264e-05,8.272629852979449e-31,9.888356635527827e-31,3.781012128447301e-31,1.4589648422017759e-37
2.2134488027229145e-09,0.4630434845653748,1.1272973034848196e-15,1.2706502395044171e-17,4.9185073519267063e-17,1.451651342301888e-15,0.0,0.0,5.222231222367771e-14,8.65926660172407e-21,2.4927145971580053e-17,4.1019008976824046e-16,2.914649147850967e-27,3.262580986088867e-41,2.715251390203426e-25,7.753035738827527e-15,1.054377623439684e-18,1.2609367824576992e-17,1.6811040874071527e-36,7.486493676422742e-52,5.244138156587592e-32,2.49803071912059e-31,5.055021301599237e-14,9.169621917525206e-34,9.24274649685324e-27,2.1474774639151077e-35,1.4174090849404273e-41,1.845078617785122e-33,1.277154321646631e-38,3.1364770213350626e-38,1.3916378887629297e-31,7.689300349271069e-42,2.0051772876977737e-44,6.727457430449496e-48,3.76,0.0,0.7671343263361637,0.9999871187488202,4.258452066370154e-18,1.609193711356048e-23,5.2177881467858706e-14,5.906671309950948e-14,2.8416014629495596e-21,3.763361019492112e-21,3.148829577915565e-16,1.4355586769765386e-15,2.84601738999222e-17,1.689677958170771e-17,3.455660365312263e-23,1.7562965709219673e-23,1.166487033763304e-18,2.123486292657832e-19,2.8359056600451385e-20,6.133001405297494e-21,1.2881251126862172e-05,9.236733921530844e-31,1.0777121914203349e-30,4.221610641613615e-31,1.5933409188678505e-37
2.2760484149793063e-09,0.463043484565375,1.2264122320563576e-15,1.3759400464170535e-17,5.2533528590203786e-17,1.4935331926679898e-15,0.0,0.0,5.3699290333312844e-14,9.155989727196856e-21,2.699077112423445e-17,4.500137403298966e-16,3.2211941346682124e-27,3.7826568255291437e-41,2.861474300545073e-25,8.152557013040927e-15,1.1289160684173346e-18,1.3653250208819776e-17,1.9191277731571616e-36,8.794686053596485e-52,5.967304839756582e-32,2.844765402387783e-31,5.1757983520815886e-14,1.0472729325867158e-33,1.0111327651122872e-26,2.5177586768731487e-35,1.5409081767386958e-41,2.0958498001452308e-33,1.495918696349423e-38,3.6220434704305466e-38,1.5557188139475942e-31,9.140552771397943e-42,2.262727253898512e-44,8.162217671292017e-48,3.76,0.0,0.7671343263361605,0.9999871142695118,4.613275010633036e-18,1.7605067219652165e-23,5.3652324272849426e-14,6.07372082684906e-14,3.1285451668101842e-21,4.021806848092985e-21,3.3508522453615754e-16,1.4761234162092993e-15,3.0092345929371906e-17,1.786542856371063e-17,3.687036168552312e-23,1.8188162248289924e-23,1.2333405047751781e-18,2.178205953466956e-19,2.989752356457839e-20,6.484705107506327e-21,1.2885730433750795e-05,1.0280278786653966e-30,1.1717607394035116e-30,4.6985102741768685e-31,1.7355886492349997e-37
2.338648027235698e-09,0.4630434845653751,1.3310097243034622e-15,1.4865890137473267e-17,5.6014579597247e-17,1.535480151033221e-15,0.0,0.0,5.517627442563806e-14,9.666565560497633e-21,2.9159071476646415e-17,4.923184070963172e-16,3.55055965501692e-27,4.371951943114706e-41,3.0110231033964104e-25,8.559738108386177e-15,1.2068998491337832e-18,1.475008242125526e-17,2.1825981577609418e-36,1.0287530456451016e-51,6.765227837875995e-32,3.2274186638770025e-31,5.295488838136831e-14,1.1915971841187703e-33,1.1040540223009094e-26,2.938535300540185e-35,1.6713730348921474e-41,2.3738043119945464e-33,1.7463178146858234e-38,4.167904001927898e-38,1.7349410545187695e-31,1.0818444759146545e-41,2.5459763626850913e-44,9.856321415433808e-48,3.76,0.0,0.7671343263361573,0.9999871105029593,4.986351627521501e-18,1.9223922727951792e-23,5.512670361063109e-14,6.240770348939368e-14,3.434525006742922e-21,4.288756879261296e-21,3.5585121790624713e-16,1.5166862320097512e-15,3.177000323855369e-17,1.886104110672901e-17,3.9263145546211105e-23,1.8814030864227253e-23,1.3020533561656578e-18,2.232681401020587e-19,3.147192869375444e-20,6.846208251213042e-21,1.2889496984652674e-05,1.1407182808744328e-30,1.2711275777144791e-30,5.213501399031668e-31,1.8859259906189886e-37
2.40124763949209e-09,0.4630434845653752,1.4412124748841102e-15,1.6026998046794548e-17,5.962986644757229e-17,1.5774935959453146e-15,0.0,0.0,5.665326478331688e-14,1.0190994158899385e-20,3.1434014179148534e-17,5.371707590525205e-16,3.9037718181977244e-27,5.037690752842138e-41,3.163861677605961e-25,8.974420509176118e-15,1.2883937150374557e-18,1.59008595426128e-17,2.47338148792679e-36,1.1985331411794381e-51,7.643102000680393e-32,3.6484730678867565e-31,5.414102586663397e-14,1.3509740530220882e-33,1.2033143977399622e-26,3.414941244179366e-35,1.808994382223724e-41,2.6811536838931487e-33,2.0320781139777113e-38,4.779738769685391e-38,1.930336495637066e-31,1.2751230992532631e-41,2.85683972276407e-44,1.184854105797274e-47,3.76,0.0,0.7671343263361541,0.9999871073357253,5.378046148545777e-18,2.0953325499851073e-23,5.66010198325013e-14,6.407819876203923e-14,3.7601332547215534e-21,4.564129687825174e-21,3.7717148831133225e-16,1.5572471244690652e-15,3.34931442087162e-17,1.9883614611798943e-17,4.173502614422365e-23,1.9440485435164616e-23,1.372625318480352e-18,2.2869163039799243e-19,3.308193709181205e-20,7.21751037176421e-21,1.2892664217125037e-05,1.2621425672464069e-30,1.3759589763398702e-30,5.768402409092731e-31,2.0445711698430708e-37
2.463847251748482e-09,0.4630434845653753,1.5571408541425334e-15,1.7243730859752634e-17,6.338099526436966e-17,1.6195748874245505e-15,0.0,0.0,5.81302616932711e-14,1.0729275582346258e-20,3.381752552502447e-17,5.846363263785783e-16,4.2818727261644486e-27,5.787625325672501e-41,3.319954242024946e-25,9.396447843860062e-15,1.3734610708561868e-18,1.7106555986131946e-17,2.793418282190005e-36,1.3910055363483374e-51,8.606302349528215e-32,4.110494698771169e-31,5.53164933527646e-14,1.5264852266779856e-33,1.3091949097409117e-26,3.9524575530626815e-35,1.9539629703133909e-41,3.0202282290660514e-33,2.3572628337357325e-38,5.463591293137943e-38,2.142982343342932e-31,1.4969813021794963e-41,3.1973343094013897e-44,1.4182268968642282e-47,3.76,0.0,0.7671343263361509,0.9999871046724497,5.788716584965008e-18,2.2798186235289837e-23,5.807527329399893e-14,6.574869408625072e-14,4.1059552278211825e-21,4.8478400152878915e-21,3.990365365420076e-16,1.597806093678411e-15,3.5261767228808e-17,2.0933146486514698e-17,4.428606516049706e-23,2.006745045258009e-23,1.4450561222900307e-18,2.3409143026441323e-19,3.472721697524593e-20,7.598611004528432e-21,1.2895327491178796e-05,1.3927046323253495e-30,1.4864012050619265e-30,6.365058774747633e-31,2.2117426728885975e-37
2.5264468640048737e-09,0.4630434845653755,1.6789129202847314e-15,1.8517075546190148e-17,6.726953884341102e-17,1.6617253671858992e-15,0.0,0.0,5.960726544660355e-14,1.1281409893493106e-20,3.6311491503701496e-17,6.347794964983992e-16,4.685920110320131e-27,6.630055789540514e-41,3.47926535257822e-25,9.825665859938412e-15,1.462163994804092e-18,1.836812577739425e-17,3.144723483762576e-36,1.6085428174144022e-51,9.660382510617662e-32,4.616132187504627e-31,5.648138733122254e-14,1.719255163557085e-33,1.4219815105255775e-26,4.5569236596886345e-35,2.1064695861416961e-41,3.393479816525483e-33,2.726292808930104e-38,6.225879887714918e-38,2.374001882145583e-31,1.75079041052601e-41,3.5695825640057854e-44,1.6905929728293713e-47,3.76,0.0,0.7671343263361476,0.9999871024329533,6.218714808462876e-18,2.4763502620861587e-23,5.954946435483616e-14,6.741918946185458e-14,4.4725690408228684e-21,5.139799172299742e-21,4.2143683381207643e-16,1.6383631397289587e-15,3.707587069564728e-17,2.2009634145112035e-17,4.6916316188354914e-23,2.069485970963409e-23,1.5193454981912444e-18,2.3946790091676374e-19,3.640743964454754e-20,7.989509684896336e-21,1.2897566985912837e-05,1.5328140941403544e-30,1.602600533482394e-30,7.0053421184649485e-31,2.387659233699883e-37
2.5890464762612655e-09,0.46304348456537564,1.8066444335224924e-15,1.9847999641437445e-17,7.129703710420881e-17,1.7039463588579906e-15,0.0,0.0,6.108427633851876e-14,1.1847397157744363e-20,3.891775834751919e-17,6.876635122844981e-16,5.116986973314605e-27,7.573850638100367e-41,3.64175989936045e-25,1.026192239914781e-14,1.5545632565769726e-18,1.968650283090548e-17,3.529386557136736e-36,1.853703696069603e-51,1.0811072987508506e-31,5.168115660818548e-31,5.763580341685002e-14,1.9304512537782276e-33,1.5419649797750892e-26,5.234548484849831e-35,2.2667050587627308e-41,3.8034845833517796e-33,3.1439678868632503e-38,7.073408948412945e-38,2.624565213788011e-31,2.0402198663336724e-41,3.975816047634996e-44,2.007341656004344e-47,3.76,0.0,0.7671343263361444,0.9999871005498047,6.668386630904915e-18,2.685435750282039e-23,6.10235933788271e-14,6.908968488868011e-14,4.860545386562395e-21,5.439915410938269e-21,4.4436283945783135e-16,1.6789182627118772e-15,3.893545301408785e-17,2.31130750085496e-17,4.962582573379603e-23,2.132265515074963e-23,1.5954931768068844e-18,2.4482140077757834e-19,3.8122279455799414e-20,8.390205948280578e-21,1.2899450133111111e-05,1.682886095226072e-30,1.7247032310490548e-30,7.69114930590533e-31,2.5725398204673064e-37
2.6516460885176574e-09,0.46304348456537575,1.9404488720113835e-15,2.1237451506361654e-17,7.546499753570892e-17,1.7462391681989393e-15,0.0,0.0,6.256129466824221e-14,1.2427237443292127e-20,4.163813307199264e-17,7.433504722466128e-16,5.576161235902356e-27,8.628466929061367e-41,3.807403103757808e-25,1.070506737292034e-14,1.650718335133596e-18,2.106260122338713e-17,3.949571528961141e-36,2.1292436503172388e-51,1.2064279276572877e-31,5.769255614918205e-31,5.877983635586352e-14,2.1612839500686778e-33,1.6694408196573966e-26,5.99192137715864e-35,2.434860266003226e-41,4.252945583591863e-33,3.615488973908511e-38,8.013380074930714e-38,2.895889977009321e-31,2.369254636195026e-41,4.4183791481480626e-44,2.37445530212012e-47,3.76,0.0,0.7671343263361412,0.9999870989662958,7.13807188316578e-18,2.907591708528463e-23,6.249766073381348e-14,7.076018036655955e-14,5.270447342794958e-21,5.748094268035122e-21,4.678050164642619e-16,1.7194714627183319e-15,4.0840512597181755e-17,2.424346650458835e-17,5.241463408732718e-23,2.1950785868927722e-23,1.6734988887866738e-18,2.501522854978802e-19,3.987141379253282e-20,8.800699330115824e-21,1.2901033640371485e-05,1.8433411072936036e-30,1.8528555670848857e-30,8.424401553705231e-31,2.7666036212901217e-37
2.7142457007740492e-09,0.463043484565376,2.080437449284118e-15,2.2686360584299212e-17,7.977489563667451e-17,1.7886050833092054e-15,0.0,0.0,6.403832073893891e-14,1.302093082115349e-20,4.447438400974065e-17,8.019013324006181e-16,6.064545388722809e-27,9.80397035040787e-41,3.976160515594429e-25,1.1154952738109787e-14,1.7506874362684527e-18,2.24973154638634e-17,4.4075169764133184e-36,2.4381260357632888e-51,1.342607983756834e-31,6.422441719990209e-31,5.991358003377542e-14,2.413006870765548e-33,1.8047091512932364e-26,6.836022882062264e-35,2.6111261411820576e-41,4.744695372995573e-33,4.146480693093037e-38,9.053403028973112e-38,3.18924204887556e-31,2.742213064312164e-41,4.899732838218851e-44,2.798558031572807e-47,3.76,0.0,0.767134326336138,0.9999870976347451,7.628104493050635e-18,3.143342915295501e-23,6.397166679158826e-14,7.243067589532794e-14,5.702830202900726e-21,6.0642388823398454e-21,4.917538451266992e-16,1.7600227398394887e-15,4.279104786633814e-17,2.5400806067868984e-17,5.528277608782849e-23,2.2579207227235218e-23,1.753362364807602e-18,2.554609079784136e-19,4.165452303784248e-20,9.22098936585878e-21,1.2902365189553884e-05,2.0146047394411354e-30,1.987203810819728e-30,9.207043553427853e-31,2.9700700287798966e-37
2.776845313030441e-09,0.46304348456537603,2.2267191329577044e-15,2.4195637654919673e-17,8.422817535083418e-17,1.831045374841595e-15,0.0,0.0,6.551535485763126e-14,1.3628477365207106e-20,4.742824133815325e-17,8.633759095939851e-16,6.58325614894009e-27,1.1111055134654318e-40,4.147998010303272e-25,1.1611432472981965e-14,1.8545275099784484e-18,2.3991520760581086e-17,4.9055359652087964e-36,2.783533684897259e-51,1.4902723927969765e-31,7.130641559956806e-31,6.103712748324295e-14,2.686916875932905e-33,1.9480746126422742e-26,7.774235331117316e-35,2.795693679845505e-41,5.281698528277261e-33,4.74301464237445e-38,1.0201506514167879e-37,3.5059362279646326e-31,3.1637651588290974e-41,5.422458482394712e-44,3.2869670850143134e-47,3.76,0.0,0.7671343263361348,0.999987096515063,8.13881256232115e-18,3.393222131803627e-23,6.544561192781768e-14,7.410117147482325e-14,6.1582413284555165e-21,6.388250287567622e-21,5.161998350738054e-16,1.8005720941665097e-15,4.478705725147873e-17,2.6585091139987455e-17,5.82302817932901e-23,2.3207880087398947e-23,1.835083335574316e-18,2.607476183907149e-19,4.347129054675571e-20,9.651075590988164e-21,1.2903484870206189e-05,2.197107549850376e-30,2.127894231424405e-30,1.0041042611435004e-30,3.183158624744866e-37
2.839444925286833e-09,0.46304348456537625,2.3794006645315624e-15,2.5766175085071825e-17,8.882624949687588e-17,1.873561296208507e-15,0.0,0.0,6.699239733511693e-14,1.4249877152228962e-20,5.0501397600884804e-17,9.278328861024773e-16,7.133424121670357e-27,1.2561063802502085e-40,4.322881786121004e-25,1.2074362553465606e-14,1.9622942676263717e-18,2.5546073284806285e-17,5.446015939470884e-36,3.16888101122398e-51,1.6500629309839063e-31,7.89689931197865e-31,6.215057089184599e-14,2.9843541177154983e-33,2.0998462577885692e-26,8.814353243191401e-35,2.988753946513738e-41,5.867054099844394e-33,5.4116332414106e-38,1.1466148769937763e-37,3.8473368997218547e-31,3.638951298558459e-41,5.989261691269786e-44,3.847746858930861e-47,3.76,0.0,0.7671343263361315,0.9999870955735402,8.670518442838311e-18,3.657769929100847e-23,6.691949652196218e-14,7.577166710488619e-14,6.63722002188771e-21,6.7200276831793056e-21,5.411335358397325e-16,1.841119525790554e-15,4.68285391911898e-17,2.779631916956857e-17,6.125717707033648e-23,2.383677013180119e-23,1.9186615318194584e-18,2.660127641980216e-19,4.5321402618852896e-20,1.0090957541004728e-20,1.2904426391237563e-05,2.3912848609069387e-30,2.2750730980472047e-30,1.0928387804397351e-30,3.406089164901857e-37
2.9020445375432248e-09,0.46304348456537636,2.538586580139789e-15,2.739884707664143e-17,9.357050019333116e-17,1.9161540837864774e-15,0.0,0.0,6.846944848588656e-14,1.488513026192746e-20,5.369550822321772e-17,9.953298153599464e-16,7.71619346615723e-27,1.416600671887547e-40,4.500778361306663e-25,1.254360092966203e-14,2.074042198902623e-18,2.716181043152049e-17,6.031418565174849e-36,3.597826636736231e-51,1.8226379836256889e-31,8.72433436933221e-31,6.325400160979344e-14,3.306702065785381e-33,2.26033745761393e-26,9.964593529630457e-35,3.1904980814345523e-41,6.503997996804132e-33,6.159374158108349e-38,1.2856227971094127e-37,4.214858684178031e-31,4.1732013499541334e-41,6.602976221280116e-44,4.489765686044052e-47,3.76,0.0,0.7671343263361283,0.9999870947818302,9.223538811828375e-18,3.937534517505351e-23,6.839332095719664e-14,7.744216278536029e-14,7.140297417835857e-21,7.059468684327363e-21,5.665455461248928e-16,1.8816650348027814e-15,4.891549213287074e-17,2.903448761233771e-17,6.43634841111571e-23,2.4465847268964505e-23,2.004096684303972e-18,2.7125669017602107e-19,4.7204548471137965e-20,1.0540634751431235e-20,1.2905218099580785e-05,2.5975765777073277e-30,2.4288866798526765e-30,1.1871089150272462e-30,3.6390815640566834e-37
2.9646441497996166e-09,0.4630434845653766,2.7043792321256758e-15,2.909450991145607e-17,9.846227927840626e-17,1.9588249571181188e-15,0.0,0.0,6.994650862804197e-14,1.5534236776977592e-20,5.701219202135672e-17,1.0659231286876e-15,8.332721566644266e-27,1.5938581445065994e-40,4.681654571383826e-25,1.3019007502611211e-14,2.1898245885871827e-18,2.8839551077046454e-17,6.664279528987704e-36,4.074286560391363e-51,2.0086722924586536e-31,9.616139911398591e-31,6.434751015755964e-14,3.6553875087957124e-33,2.4298658018444028e-26,1.1233605496117258e-34,3.401117307340447e-41,7.195905303272229e-33,6.99379530430681e-38,1.4381092425602319e-37,4.609967066265074e-31,4.772354182709769e-41,7.266567918501415e-44,5.222755419499157e-47,3.76,0.0,0.7671343263361251,0.9999870941160948,9.798184746280364e-18,4.2330715783886496e-23,6.986708562032971e-14,7.911265851609185e-14,7.66799639182365e-21,7.40646955240306e-21,5.924265218807137e-16,1.9222086212943432e-15,5.104791453287911e-17,3.0299593931190626e-17,6.754922188615871e-23,2.509508511296214e-23,2.0913885238173625e-18,2.764797384334403e-19,4.912042021115691e-20,1.100010675781248e-20,1.2905883833651283e-05,2.816427009906947e-30,2.5894812460626905e-30,1.2871176794542554e-30,3.882355881818982e-37
3.0272437620560085e-09,0.4630434845653767,2.8768788113104555e-15,3.085400219327586e-17,1.0350290872482184e-16,2.0015751191114963e-15,0.0,0.0,7.142357808321445e-14,1.6197196783054494e-20,6.045303170571958e-17,1.1396681428927882e-15,8.984178707888683e-27,1.7892191871354696e-40,4.865477566406e-25,1.3500444101311574e-14,2.3096935331139848e-18,3.058009583363723e-17,7.34720829434461e-36,4.6024478848758364e-51,2.2088566923816973e-31,1.057558142448327e-30,6.543118623345033e-14,4.0318805327677645e-33,2.60875300245369e-26,1.263048063446539e-34,3.6208029362051533e-41,7.94629252514329e-33,7.923000388964509e-38,1.6050550563492414e-37,5.034179008982776e-31,5.442677571584816e-41,7.983138704789264e-44,6.057373876926471e-47,3.76,0.0,0.7671343263361219,0.9999870935562877,1.0394761796484483e-17,4.544944098271661e-23,7.134079090172342e-14,8.078315429692997e-14,8.220831484885404e-21,7.760925407605037e-21,6.187671833502454e-16,1.962750285356393e-15,5.322580485667252e-17,3.1591635596261483e-17,7.081440654043183e-23,2.572446052744704e-23,2.180536781177932e-18,2.816822484324779e-19,5.1068712810361973e-20,1.1469373095715271e-20,1.290644363904374e-05,3.0482846968604808e-30,2.757003065999686e-30,1.3930700211489702e-30,4.13613230908132e-37
3.0898433743124003e-09,0.46304348456537686,3.0561833698376107e-15,3.2678145086911163e-17,1.0869368104972754e-16,2.0444057562370305e-15,0.0,0.0,7.290065717648378e-14,1.687401036886612e-20,6.401957437829711e-17,1.2166190686165547e-15,9.671747755255318e-27,2.004096711517764e-40,5.052214808244896e-25,1.39877744599906e-14,2.433699956940096e-18,3.238422730106512e-17,8.082887816634055e-36,5.1867831184856826e-51,2.423897838324832e-31,1.1605995177184888e-30,6.650511872109982e-14,4.4376944773549856e-33,2.797324798405812e-26,1.4164762198128315e-34,3.8497463759958035e-41,8.758819766625085e-33,8.955665016125335e-38,1.7874880710427127e-37,5.489063549689251e-31,6.190888471237303e-41,8.755930604549563e-44,7.00527019706629e-47,3.76,0.0,0.7671343263361187,0.9999870930855543,1.1013570058721686e-17,4.8737222052037065e-23,7.281443719521217e-14,8.245365012772633e-14,8.799308842823613e-21,8.122730424901448e-21,6.455583211875002e-16,2.0032900270800774e-15,5.544916157894728e-17,3.2910610084989e-17,7.415905174147586e-23,2.6353953225737765e-23,2.2715411872329783e-18,2.8686455700907908e-19,5.3049124077719236e-20,1.1948433300728445e-20,1.2906914370918674e-05,3.293602236002304e-30,2.93159840913206e-30,1.505172742026943e-30,4.4006311552933275e-37
3.152442986568792e-09,0.46304348456537703,3.2423888444920308e-15,3.45677425545051e-17,1.1403585971975298e-16,2.087318038721983e-15,0.0,0.0,7.437774623629776e-14,1.7564677626185222e-20,6.771333202414989e-17,1.2968290193272328e-15,1.0396623839333938e-26,2.2399780170785443e-40,5.241834067901296e-25,1.4480864195623483e-14,2.561893628721925e-18,3.425271031524464e-17,8.874074219264908e-36,5.832065068944197e-51,2.6545179229377972e-31,1.2710786653821625e-30,6.756939569689946e-14,4.8743858708777365e-33,2.9959108617205255e-26,1.584645455567179e-34,4.0881391374171094e-41,9.637292835910494e-33,1.0101063315007885e-37,1.9864840639922267e-37,5.976242379770848e-31,7.024173650940257e-41,9.588329810494509e-44,8.079153161222929e-47,3.76,0.0,0.7671343263361154,0.9999870926897216,1.1654904247113952e-17,5.2199830073963764e-23,7.428802489802212e-14,8.412414600833547e-14,9.403926168914096e-21,8.49177801461914e-21,6.72790801760198e-16,2.0438278465565404e-15,5.771798318377361e-17,3.425651488218101e-17,7.758316898436832e-23,2.698354541984738e-23,2.3644014728589774e-18,2.9202699839305555e-19,5.506135463355707e-20,1.2437286908462845e-20,1.2907310201868707e-05,3.552836114417707e-30,3.1134135451216238e-30,1.6236344215557973e-30,4.6760728365556184e-37
3.215042598825184e-09,0.46304348456537714,3.435589080409116e-15,3.652358158901548e-17,1.1953067955125127e-16,2.1303131207425807e-15,0.0,0.0,7.585484559439248e-14,1.826919864988059e-20,7.153578199710483e-17,1.3803500208733734e-15,1.1160014045026857e-26,2.4984266297238406e-40,5.434303422838246e-25,1.4979580785697336e-14,2.694323177300529e-18,3.61862921939216e-17,9.723596432295127e-36,6.543382345873837e-51,2.90145438574595e-31,1.3893428949223287e-30,6.862410443735848e-14,5.343554344975245e-33,3.204844704846101e-26,1.768603231693108e-34,4.3361728406441413e-41,1.058566527943539e-32,1.1369095089593486e-37,2.203167689870228e-37,6.497390407932263e-31,7.950210676136276e-41,1.0483870786802064e-43,9.292862531057032e-47,3.76,0.0,0.7671343263361122,0.9999870923568724,1.2319053764644187e-17,5.584310434086139e-23,7.576155441069088e-14,8.579464193861452e-14,1.0035172688998386e-20,8.86796098876462e-21,7.004555717244607e-16,2.0843637438769243e-15,6.003226816472797e-17,3.5629347480077083e-17,8.108676785947226e-23,2.761322151259646e-23,2.4591173689617355e-18,2.971699042280509e-19,5.710510788365354e-20,1.2935933454551345e-20,1.2907643049477489e-05,3.8264465435585236e-30,3.3025947438730856e-30,1.7486653412561202e-30,4.962677864518585e-37
3.277642211081576e-09,0.4630434845653772,3.6358758550992554e-15,3.854643244492945e-17,1.2517934710578988e-16,2.173392140613825e-15,0.0,0.0,7.733195558571356e-14,1.89875735379475e-20,7.548836749971217e-17,1.4672330215196755e-15,1.1963137105055324e-26,2.7810841132378e-40,5.629591254336324e-25,1.5483793546218492e-14,2.831036107498028e-18,3.818570297945874e-17,1.0634355795235994e-35,7.326155488395496e-51,3.1654596143912113e-31,1.5157461128043657e-30,6.966933142639717e-14,5.846842529688352e-33,3.4244635893245403e-26,1.9694449227033456e-34,4.594039222040379e-41,1.1608040344253579e-32,1.2770313474933071e-37,2.438713390014404e-37,7.054236307340465e-31,8.977189223709171e-41,1.1446240408136407e-43,1.066144345289175e-46,3.76,0.0,0.767134326336109,0.9999870920769848,1.3006302773354316e-17,5.9672950786003e-23,7.72350261369876e-14,8.746513791842334e-14,1.0693529127989113e-20,9.251171714092761e-21,7.285436619495683e-16,2.124897719132366e-15,6.239201502502222e-17,3.702910537840964e-17,8.466985628710455e-23,2.824296782772438e-23,2.5556886064765258e-18,3.022936035913536e-19,5.918008999356058e-20,1.3444372474648832e-20,1.2907922935433447e-05,4.114897297058214e-30,3.499288275585493e-30,1.88047741061799e-30,5.260666836113527e-37
3.3402418233379677e-09,0.4630434845653774,3.84333890271951e-15,4.0637048866244e-17,1.3098304108094342e-16,2.216556220977039e-15,0.0,0.0,7.880907654833778e-14,1.9719802391537435e-20,7.95724980575251e-17,1.5575279023959026e-15,1.280722309783236e-26,3.089671852112324e-40,5.827666244870678e-25,1.5993373609960333e-14,2.9720788157271674e-18,4.025165567874949e-17,1.1609325625615904e-35,8.186153733926294e-51,3.447300638558597e-31,1.6506486551654734e-30,7.070516236257367e-14,6.385935929772465e-33,3.655108435734067e-26,2.1883146823914456e-34,4.861930140857912e-41,1.2708672868155994e-32,1.4315953086967172e-37,2.6943462781217945e-37,7.648563046858566e-31,1.0113832717563958e-40,1.2479282132994418e-43,1.2201223976598315e-46,3.76,0.0,0.7671343263361058,0.9999870918416317,1.3716930263730319e-17,6.36953404360061e-23,7.870844048383334e-14,8.913563394762431e-14,1.1379467696868645e-20,9.64130225288353e-21,7.570461908645833e-16,2.1654297724139998e-15,6.479722227762978e-17,3.845578608446328e-17,8.833244072319971e-23,2.8872772373357835e-23,2.6541149163682066e-18,3.073984230135577e-19,6.128600986316288e-20,1.3962603504432212e-20,1.2908158286997995e-05,4.418655551601048e-30,3.703640410805592e-30,2.019284094412432e-30,5.570260424129934e-37
3.4028414355943596e-09,0.4630434845653776,4.058065938530521e-15,4.27961683117458e-17,1.369429126964437e-16,2.259806468985192e-15,0.0,0.0,8.028620882339617e-14,2.046588531498712e-20,8.378954998776487e-17,1.6512834882950166e-15,1.3693513149649315e-26,3.4259928047122304e-40,6.028497375509662e-25,1.650819390494924e-14,3.1174966054160836e-18,4.2384846500291705e-17,1.2651550754857065e-35,9.129512443833285e-51,3.7477588171716725e-31,1.7944171175592397e-30,7.173168216624445e-14,6.962562783025556e-33,3.897123734893576e-26,2.426406285538163e-34,5.140037585916709e-41,1.38919710972513e-32,1.601795865227613e-37,2.9713430018768838e-37,8.28220840660727e-31,1.1369420270860225e-40,1.3587000209853058e-43,1.3929895735093789e-46,3.76,0.0,0.7671343263361026,0.9999870916437267,1.445121012328318e-17,6.791630788478434e-23,8.018179786122234e-14,9.080613002608251e-14,1.2093452089314951e-20,1.003824449233217e-20,7.859543672924463e-16,2.205959903812954e-15,6.724788844540872e-17,3.990938711313261e-17,9.207452633962001e-23,2.950262463463829e-23,2.754396029631323e-18,3.1248468649807297e-19,6.34225791014693e-20,1.44906260796004e-20,1.290835619042478e-05,4.7381917307998504e-30,3.915797420483043e-30,2.1653003413770003e-30,5.8916793686200005e-37
