Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051)
0.0018907200155306456,0.6521171156779937,5.681919342039986e-05,4.365493243137549e-05,0.00012332908395898458,0.022419214708551495,0.0,0.0,0.0006356588309999336,4.31550318494654e-05,0.41287630828307925,0.016897849269326984,2.3513333782884105e-06,4.861455489394272e-15,1.9032159496456026e-11,4.2737844117116796e-09,9.986637349819132e-06,0.0023167384185779965,2.1891715744710392e-07,8.355573838127102e-10,5.038639977859011e-05,1.568745065588772e-11,1.1355935756660809e-09,3.645714422058545e-06,3.116621955176338e-09,0.0004418117469151901,1.3881653411259772e-09,4.590757907429306e-06,9.16675804648978e-08,2.5044270527367055e-10,1.3926903219023995e-08,9.955614338158899e-12,1.8586046515230618e-09,6.105477937794796e-08,3.76,0.0,0.06013333109351406,0.5584832963808988,0.42221208769792107,0.0001713222353686523,0.0013879105525405288,0.4348039089153621,1.0924122509920272e-15,4.554615739352204e-16,1.2572642076373324e-10,1.259722599957123e-06,0.009544697959940469,1.979844853125137e-06,1.0567184474337736e-13,3.1953294624504034e-15,1.2914676295979595e-07,1.6843629896903167e-07,8.728923393418506e-09,0.0030823799743937208,0.0001452716491877656,1.015720335723899e-07,1.393359694963973e-05,1.0022054087285295e-07,9.974662894566249e-07,1.9488792027951786e-12,2.2513884643420848e-11,2.045794548091512e-07,4.388118370601337e-06,4.0429406214802976e-09,1.0655265742689233e-11,3.192268006574217e-13,4.4852437470074906e-09,5.963135403674827e-07,1.273332158748796e-05,0.0014275319941167803,0.0001291900863580911,5.231627241581168e-07
0.0018975153319701844,0.6522208752697308,5.754782434722596e-05,4.434482835510476e-05,0.00012436755004453356,0.022455535840455416,0.0,0.0,0.0006354594293800571,4.3031899040269675e-05,0.4137035105278042,0.017038574320063976,2.362648575673063e-06,5.058883587412053e-15,1.9554684531557706e-11,4.29695037278163e-09,1.0169804532135452e-05,0.0023045238960101347,2.2204170556456724e-07,8.495380939401421e-10,5.040723456590015e-05,1.573487684978016e-11,1.1276891189126703e-09,3.7026879996287317e-06,3.170873935138246e-09,0.0004432482685750554,1.4066844503545248e-09,4.603230504140099e-06,9.463838740331255e-08,2.565476006770067e-10,1.4036436516269853e-08,1.0137349557983073e-11,1.8856281794974497e-09,6.144702507112643e-08,3.76,0.0,0.05926919920906114,0.5575361407976507,0.42306399475453754,0.00017284708012645902,0.0013818487456467396,0.435756524838631,1.0964134807703483e-15,4.571189669141165e-16,1.2616714157500686e-10,1.2652788508051481e-06,0.00948852578318879,1.9675419690570963e-06,1.0594663314369461e-13,3.203503495551199e-15,1.2954311995313774e-07,1.694381720703057e-07,8.67509041962622e-09,0.0030683237771380488,0.00014502528849940892,1.0238472154510516e-07,1.3970994298373968e-05,1.0102225551187517e-07,9.933954185149143e-07,1.950484357474799e-12,2.2585964267397742e-11,2.058314090380203e-07,4.415107836870595e-06,4.046265731128748e-09,1.0871068006273877e-11,3.245440540568277e-13,4.436910705268395e-09,5.993678599797405e-07,1.2883202568403649e-05,0.0014207160612887152,0.0001298022504320607,5.246673411939318e-07
0.0019043106484097233,0.6523240738828304,5.829261798713597e-05,4.505325705210539e-05,0.00012543025957507378,0.02249112064253601,0.0,0.0,0.0006352603216614974,4.290907459900022e-05,0.41452555072547254,0.017180636391902128,2.3742361885507654e-06,5.266456982014839e-15,2.009730753444795e-11,4.321188291567204e-09,1.0356560194217898e-05,0.002292277519481502,2.252254847124184e-07,8.637942742562678e-10,5.042248866766134e-05,1.5781056011772064e-11,1.1200158101990335e-09,3.76108006398178e-06,3.2262029121405393e-09,0.00044466587906977163,1.425484249889643e-09,4.615361535411504e-06,9.770330383192626e-08,2.628562701372128e-10,1.4148570662093719e-08,1.0322752437922852e-11,1.91315638508604e-09,6.183728038394834e-08,3.76,0.0,0.0584094581954697,0.5565918682702357,0.4239124959457589,0.00017437774756900686,0.0013757763980086191,0.43670517520738067,1.1006730059433576e-15,4.588840598147677e-16,1.266355911382281e-10,1.270963151991827e-06,0.009432482888156297,1.9552691576239473e-06,1.0623122060737165e-13,3.211970870993085e-15,1.29951939606454e-07,1.704662539762557e-07,8.621393426546886e-09,0.003054037309407332,0.00014477967802562042,1.0320614985777886e-07,1.4010078327153399e-05,1.0183258981870752e-07,9.892696288042548e-07,1.9523180661315693e-12,2.2657065271662303e-11,2.070970193062892e-07,4.442478732652794e-06,4.050064851079614e-09,1.1092784501689869e-11,3.299941138169844e-13,4.3889529529718866e-09,6.024584868375539e-07,1.3035983903292502e-05,0.0014137507037316043,0.00013040440257139647,5.261258768664019e-07
0.0019104264332053082,0.6524164741566698,5.897720807997651e-05,4.570726242226518e-05,0.0001264081318844304,0.022522507576801843,0.0,0.0,0.000635081242396787,4.279877715225115e-05,0.4152609766383509,0.01730965934685201,2.3849055480611084e-06,5.462468230401915e-15,2.0603662180422667e-11,4.343947911819509e-09,1.0527769123244957e-05,0.002281228216921375,2.281429780704555e-07,8.768661697619946e-10,5.043135809856494e-05,1.5821532210308696e-11,1.1133127611963208e-09,3.814879642783671e-06,3.2769390042862205e-09,0.0004459251765787287,1.4426496414630886e-09,4.6259815944525995e-06,1.0054446224611891e-07,2.6871558653249814e-10,1.4251792038636464e-08,1.049281605917228e-11,1.938375360781842e-09,6.218673464051688e-08,3.76,0.0,0.05763942998520674,0.5557444506303798,0.42467326285421,0.00017576013655203635,0.0013703016794852797,0.4375555955785314,1.1047335677480968e-15,4.605672881733578e-16,1.2708156584445647e-10,1.2761919117890554e-06,0.009382150236564045,1.944248276459539e-06,1.0649596604298352e-13,3.2198494401375637e-15,1.303308369039915e-07,1.7141464245251073e-07,8.573177842201291e-09,0.0030409807378698685,0.0001445592603186202,1.0395307017765361e-07,1.4046732436562151e-05,1.0256942025543753e-07,9.855089984263735e-07,1.954167737304947e-12,2.2720199841753033e-11,2.0824807181557445e-07,4.467447724886788e-06,4.053897464112079e-09,1.1297569648933116e-11,3.3501685011322834e-13,4.346108479388221e-09,6.052719867963191e-07,1.3176041411956157e-05,0.0014073529557113893,0.00013093736107872654,5.273976612421352e-07
0.0019165422180008932,0.6525084221547488,5.967576012808908e-05,4.637737055862764e-05,0.00012740699090858613,0.02255327950056201,0.0,0.0,0.0006349021463276926,4.268869331053744e-05,0.41599222683607373,0.01743981060922343,2.395810006045746e-06,5.667702296111831e-15,2.1127846722267024e-11,4.367630825563087e-09,1.0701998594346766e-05,0.002270152479296251,2.3111120396398224e-07,8.901721177600411e-10,5.04355418385108e-05,1.586096328063768e-11,1.1068070647515065e-09,3.869892278162681e-06,3.3285835055655714e-09,0.0004471684296423249,1.4600530454628745e-09,4.636314023903977e-06,1.0346611679868177e-07,2.7475385723664366e-10,1.4357267131192625e-08,1.06659729750531e-11,1.9640260868976e-09,6.253443777723574e-08,3.76,0.0,0.05687292965535902,0.5548992981122265,0.4254313231280665,0.00017714687778631858,0.001364817298089548,0.4384028515833908,1.1090150217061966e-15,4.623426175795532e-16,1.2755125821052414e-10,1.2815308711330045e-06,0.009331913689342658,1.9332497538111377e-06,1.0676910223594295e-13,3.2279791642890026e-15,1.307204070265632e-07,1.72385606135055e-07,8.525063834753187e-09,0.0030277341107224943,0.00014433943205360784,1.0470737582485189e-07,1.4084821975562515e-05,1.0331353430626752e-07,9.817030054597266e-07,1.95621001257024e-12,2.2782504522938755e-11,2.094108116167966e-07,4.4927428880896465e-06,4.058129523012922e-09,1.1507495923315185e-11,3.401550642305955e-13,4.303561645696437e-09,6.081165907340683e-07,1.3318589714723141e-05,0.0014008319830318646,0.00013146141884709438,5.286292891204301e-07
0.0019226580027964782,0.6525999188205933,6.0388717129061556e-05,4.706413227645723e-05,0.00012842752297704776,0.02258342718806978,0.0,0.0,0.0006347229040215714,4.257880504136415e-05,0.4167193031047282,0.01757111274855287,2.406956896438413e-06,5.882687391020516e-15,2.1670658999662582e-11,4.392264622731002e-09,1.0879303843371142e-05,0.0022590499750326904,2.3413155082903657e-07,9.037174881012994e-10,5.0434958807350544e-05,1.5899332614089614e-11,1.1005038738268288e-09,3.926149686306583e-06,3.381153975739359e-09,0.0004483952742946815,1.4776998588269909e-09,4.646353478748387e-06,1.0647034592609058e-07,2.809781502652565e-10,1.4465070507054694e-08,1.0842282803959627e-11,1.9901201691738814e-09,6.288032167826078e-08,3.76,0.0,0.056109943772313035,0.5540563766644763,0.4261867018392499,0.00017853778382997333,0.0013593226930086817,0.439246965965764,1.1135232222328744e-15,4.642124877055131e-16,1.2804529954298691e-10,1.2869833317252062e-06,0.009281769043408503,1.922272610960157e-06,1.0705086100774666e-13,3.2363669703230456e-15,1.3112094487965519e-07,1.7337982731118248e-07,8.477047216378671e-09,0.003014295671248882,0.00014412018438147883,1.0546922403087972e-07,1.4124382043269264e-05,1.0406508716000649e-07,9.778512131218367e-07,1.9584487113515438e-12,2.2843960678009062e-11,2.1058555766254953e-07,4.518372864426561e-06,4.06276894597505e-09,1.1722741887539618e-11,3.4541277819722687e-13,4.261309589438391e-09,6.109931629054624e-07,1.3463699946860065e-05,0.0013941867253507618,0.00013197618321125643,5.298193601178633e-07
0.0019287737875920631,0.6526909650583671,6.11165397302061e-05,4.776812521154826e-05,0.00012947044145815605,0.02261294112953767,0.0,0.0,0.0006345433810008784,4.246909368619619e-05,0.4174422066702631,0.01770358908250552,2.4183538254491444e-06,6.1079866258672144e-15,2.2232940632062905e-11,4.417878096434268e-09,1.1059740986826817e-05,0.0022479203510453356,2.3720545339538374e-07,9.175078420676654e-10,5.0429526089005294e-05,1.5936623536117805e-11,1.0944085793894588e-09,3.983684493061099e-06,3.4346682973752914e-09,0.0004496053329224974,1.495595624966365e-09,4.656094512940961e-06,1.0955926317276466e-07,2.8739584918204057e-10,1.4575279643556479e-08,1.1021806222242326e-11,2.0166696149331082e-09,6.322431667844083e-08,3.76,0.0,0.05535045900672868,0.5532156516693651,0.42693942433246057,0.0001799326570345823,0.0013538172884138768,0.4400879615694065,1.1182642873832768e-15,4.661794480043274e-16,1.2856434917539139e-10,1.292552710419867e-06,0.009231712009794363,1.911315853086785e-06,1.0734148220009815e-13,3.245020021795684e-15,1.315327558961488e-07,1.74398015614285e-07,8.429123732401757e-09,0.003000663608294395,0.00014390150830617503,1.0623877475448433e-07,1.4165449185327886e-05,1.0482423669907512e-07,9.739531707811082e-07,1.960887823639286e-12,2.2904548974695138e-11,2.1177263612615156e-07,4.54434656868357e-06,4.067824005189387e-09,1.1943493998434071e-11,3.507941904866474e-13,4.219349415453427e-09,6.139025908768621e-07,1.3611446057273273e-05,0.0013874161074386925,0.00013248124964380286,5.309664346071991e-07
0.001934889572387648,0.6527815617323369,6.18597076692932e-05,4.848995357160921e-05,0.0001305364937028894,0.022641811519506966,0.0,0.0,0.0006343634370967778,4.235953993972247e-05,0.4181609381798411,0.01783726370952758,2.4300087065793613e-06,6.344201743704674e-15,2.2815579627805265e-11,4.444501252637761e-09,1.1243366969577454e-05,0.002236763231827201,2.4033439968525654e-07,9.315489052821051e-10,5.041915887060972e-05,1.5972819364907725e-11,1.0885268348572768e-09,4.0425302637089675e-06,3.4891446695555374e-09,0.00045079821366487364,1.5137460899795732e-09,4.66553157598917e-06,1.1273501602158861e-07,2.9401467527337253e-10,1.4687975596020356e-08,1.1204604940920398e-11,2.0436868533411862e-09,6.356635150606728e-08,3.76,0.0,0.05459446213409726,0.5523770879129993,0.4276895162383692,0.00018133128906460327,0.0013483004898974097,0.4409258613480704,1.123244598475782e-15,4.682461575963317e-16,1.291090947097241e-10,1.2982425466170015e-06,0.009181738209216033,1.9003784647801085e-06,1.0764121418739697e-13,3.2539457390560446e-15,1.319561562856665e-07,1.7544091056398972e-07,8.381289041764591e-09,0.002986836054480181,0.00014368339467696177,1.0701619150557666e-07,1.4208061401342844e-05,1.0559114431502341e-07,9.700084137613013e-07,1.9635315102609112e-12,2.2964249355183973e-11,2.1297238526900186e-07,4.570673206443574e-06,4.0733033264757645e-09,1.2169947122669119e-11,3.5630370632393217e-13,4.1776782174115905e-09,6.168457852109574e-07,1.3761904949854997e-05,0.0013805190390861006,0.0001329762013484807,5.320690324099874e-07
0.001941005357183233,0.6528717096658103,6.261872401237882e-05,4.923024806766969e-05,0.0001316264631298294,0.02267002824277541,0.0,0.0,0.0006341829258378554,4.225012382836192e-05,0.41887549768107996,0.017972161544477082,2.441929826821116e-06,6.591976637241785e-15,2.341951370420367e-11,4.472165285900204e-09,1.1430239541431272e-05,0.0022255782187470766,2.435199402373316e-07,9.458465453812647e-10,5.040377038020032e-05,1.6007903475676793e-11,1.0828645699009824e-09,4.1027215347968785e-06,3.5446016095402918e-09,0.00045197350972868704,1.5321572570389412e-09,4.674659008881662e-06,1.1599978445532824e-07,3.0084271413461844e-10,1.4803243163191902e-08,1.1390741706554656e-11,2.0711848536852875e-09,6.390635322627462e-08,3.76,0.0,0.05384194003434808,0.5515406495540547,0.42843700349100106,0.00018273346038685074,0.0013427716815515632,0.44176068837658267,1.128470793831733e-15,4.70415382739698e-16,1.2968025179702746e-10,1.304056551772631e-06,0.009131843167008456,1.8894594058287164e-06,1.0795031759764494e-13,3.2631519084625604e-15,1.3239147761047263e-07,1.765092854303573e-07,8.333538700418693e-09,0.0029728110842704974,0.0001434658341802824,1.0780164590698782e-07,1.4252258396483703e-05,1.0636597940662743e-07,9.660164631667345e-07,1.9663841341372114e-12,2.3023041001368298e-11,2.141851599518255e-07,4.5973623423993026e-06,4.0792159545692504e-09,1.2402305849739737e-11,3.6194594671007397e-13,4.136293095888708e-09,6.19823700693435e-07,1.3915156636397073e-05,0.0013734944148482363,0.0001334606088526188,5.331256314657109e-07
0.001947121141978818,0.6529614096398116,6.339411463784445e-05,4.9989669424548704e-05,0.0001327411669293213,0.022697580861819246,0.0,0.0,0.0006340016945419197,4.214082467892371e-05,0.4195858846012881,0.01810830835605525,2.4541258285124833e-06,6.85199995455677e-15,2.4045733878046164e-11,4.500902704089788e-09,1.1620417271513714e-05,0.00221436488896564,2.4676368370036854e-07,9.60406816474516e-10,5.038327182665641e-05,1.6041859260107607e-11,1.0774279929087662e-09,4.164293845719422e-06,3.60105795849147e-09,0.00045313079860264446,1.5508353434640183e-09,4.6834710406675536e-06,1.1935577930137175e-07,3.078884248924883e-10,1.4921170705073795e-08,1.1580280304247116e-11,2.09917710785274e-09,6.424424718127892e-08,3.76,0.0,0.05309287968648841,0.550706300088337,0.4291819123508602,0.00018413893972903418,0.0013372302281882424,0.44259246586283457,1.133949793418461e-15,4.726900070482283e-16,1.3027856651591544e-10,1.309998597807666e-06,0.00908202230723049,1.8785576140449288e-06,1.0826906468314598e-13,3.272646662584268e-15,1.3283906616578096e-07,1.7760394738497618e-07,8.285868172944262e-09,0.0029585867120016218,0.00014324881733059267,1.0859531654611472e-07,1.429808167308607e-05,1.0714891824729611e-07,9.61976825541542e-07,1.9694502720836253e-12,2.308090229499596e-11,2.1541132729344955e-07,4.6244239035573275e-06,4.085571377942402e-09,1.2640784435287247e-11,3.6772574467468135e-13,4.0951912216675215e-09,6.228373312493062e-07,1.4071284403576024e-05,0.0013663411137393232,0.00013393402970207502,5.341346669120706e-07
0.001953236926774403,0.653050662392178,6.418642760816547e-05,5.0768910440500516e-05,0.00013388146007457772,0.02272445860436794,0.0,0.0,0.0006338195839923539,4.203162108184883e-05,0.4202920977257587,0.018245730805547734,2.466605706881329e-06,7.125008572429619e-15,2.4695287552082015e-11,4.530747439807216e-09,1.1813959511573997e-05,0.002203122794166483,2.500672976969622e-07,9.752359701777705e-10,5.0357572333769305e-05,1.6074670128425568e-11,1.072223615250733e-09,4.227283770998506e-06,3.658532874010012e-09,0.00045426964130951513,1.5697867786619063e-09,4.691961784724862e-06,1.228052403186058e-07,3.151606553595431e-10,1.5041850564984378e-08,1.1773285535871338e-11,2.1276775931710147e-09,6.457995692462189e-08,3.76,0.0,0.05234726816653952,0.549874002312816,0.42992426942362233,0.00018554748350728035,0.0013316754742758727,0.44342121715978805,1.1396888264512568e-15,4.750730429742413e-16,1.3090481808190413e-10,1.3160726990677192e-06,0.009032270946894284,1.8676720043010163e-06,1.0859773776962698e-13,3.2824384344888296e-15,1.3329928107813606e-07,1.7872573818001923e-07,8.238272827874008e-09,0.002944160889839161,0.00014303233446103493,1.0939738623791899e-07,1.4345574460259647e-05,1.0794014128629292e-07,9.578889925181337e-07,1.9727347047931276e-12,2.3137810779723157e-11,2.16651266246212e-07,4.651868147493209e-06,4.092379507648748e-09,1.288560695019629e-11,3.7364817085521836e-13,4.0543697857032906e-09,6.258876981729946e-07,1.4230374984648155e-05,0.0013590579990638491,0.00013439600808277488,5.350945299312885e-07
0.001959352711569988,0.6531394686164416,6.499623732130772e-05,5.156869609761822e-05,0.00013504824081574,0.022750650347613074,0.0,0.0,0.0006336364277910289,4.1922490851639366e-05,0.4209941351730318,0.0183844564890827,2.479378873448519e-06,7.411792530561835e-15,2.5369282650357785e-11,4.561734872075401e-09,1.201092636551289e-05,0.0021918514595023818,2.5343252029501866e-07,9.903404264730282e-10,5.0326578869910284e-05,1.610631962600713e-11,1.0672582790637394e-09,4.291728955743091e-06,3.7170458309749787e-09,0.00045538958160449883,1.5890182779433928e-09,4.700125234090195e-06,1.263504339082053e-07,3.226686738508695e-10,1.51653795806452e-08,1.1969823225934077e-11,2.156700875890762e-09,6.491340415292685e-08,3.76,0.0,0.05160509264950406,0.5490437182889597,0.430664101677307,0.0001869588352161494,0.0013261067387434443,0.44424696577825523,1.145695436190421e-15,4.775676338247353e-16,1.3155981971390114e-10,1.3222830497176458e-06,0.008982584289692912,1.8568014618243262e-06,1.0893663170177613e-13,3.2925360318954687e-15,1.3377249725435176e-07,1.7987553828224338e-07,8.190747909635136e-09,0.002929531505552254,0.00014281637571389954,1.1020804479611055e-07,1.4394781864272596e-05,1.0873983588286672e-07,9.537524404993085e-07,1.976242432701405e-12,2.3193743120435473e-11,2.1790537350457032e-07,4.679705707987113e-06,4.099650709896055e-09,1.3137008827715609e-11,3.7971855845652114e-13,4.013825923992007e-09,6.289758644984e-07,1.4392518742781407e-05,0.001351643918162703,0.00013484607432813264,5.360035661595889e-07
0.001965468496365573,0.6532278289602579,6.582414655679612e-05,5.238978626782397e-05,0.00013624244960014071,0.022776144601729133,0.0,0.0,0.000633452052282429,4.1813410988729724e-05,0.4216919943689627,0.018524513982805444,2.4924551823395744e-06,7.713199477048867e-15,2.606889224956636e-11,4.593901893352843e-09,1.2211378707756852e-05,0.002180550382365662,2.568611611258448e-07,1.0057267985828328e-09,5.029019617841428e-05,1.61367914368343e-11,1.0625391618289932e-09,4.3576681519157536e-06,3.776616633571752e-09,0.0004564901450398795,1.608536840534881e-09,4.707955256827955e-06,1.2999365052707434e-07,3.3042218857262873e-10,1.529185896180218e-08,1.2169960239731533e-11,2.186262167292229e-09,6.524450863524029e-08,3.76,0.0,0.05086634040571535,0.5482154093017633,0.43140143646753915,0.00018837272478894606,0.001320523315409953,0.44506973540084793,1.1519774913418829e-15,4.801770585289558e-16,1.322444199790377e-10,1.3286340425032116e-06,0.00893295741868817,1.8459448421930852e-06,1.0928605555288423e-13,3.3029486870318753e-15,1.342591075435188e-07,1.8105426912634232e-07,8.143288539226243e-09,0.0029146963801605238,0.00014260093103000737,1.1102749125201193e-07,1.4445751104691958e-05,1.0954819849463775e-07,9.49566630299219e-07,1.9799787053567823e-12,2.3248675055830192e-11,2.1917406308351117e-07,4.707947655541392e-06,4.107395867404723e-09,1.3395237492202483e-11,3.859425006000167e-13,3.973556801042675e-09,6.321029439244463e-07,1.4557809873946851e-05,0.001344097702009277,0.00013528374452519737,5.36860074425533e-07
0.001971584281161158,0.6533157440241906,6.667078471330724e-05,5.323297907503845e-05,0.0001374650697006842,0.0228009294953243,0.0,0.0,0.0006332662763570315,4.170435764421764e-05,0.42238567202087196,0.018665932888864957,2.5058449086957597e-06,8.030137878825232e-15,2.6795358313320926e-11,4.627287037958704e-09,1.2415378139716017e-05,0.002169219030835137,2.603550969563856e-07,1.0214019247433426e-09,5.024832670393636e-05,1.6166069312966447e-11,1.0580737898579092e-09,4.425141253522236e-06,3.837265404505806e-09,0.0004575708380508246,1.6283497026444013e-09,4.715445591533738e-06,1.3373720184820444e-07,3.3843135714888306e-10,1.5421394397351635e-08,1.2373764435892273e-11,2.2163772576082986e-09,6.557318813712964e-08,3.76,0.0,0.05013099879445414,0.5473890358164589,0.43213630156401994,0.00018978886793337952,0.0013149244757651518,0.4458895498960439,1.1585432141483112e-15,4.829047433151356e-16,1.32959505453605e-10,1.335130246969764e-06,0.008883385289281434,1.8351009751100262e-06,1.096463311604605e-13,3.3136860121973357e-15,1.347595210031946e-07,1.8226289310692886e-07,8.095889729896261e-09,0.0028996532655609863,0.00014238599013749803,1.1185593090949406e-07,1.4498531507059647e-05,1.1036543177263852e-07,9.453310067867021e-07,1.983949021819237e-12,2.3302581352048993e-11,2.2045776219192386e-07,4.736605472434944e-06,4.1156263803991186e-09,1.3660552009969979e-11,3.9232586355112153e-13,3.933559656877067e-09,6.35270087334169e-07,1.4726346617929946e-05,0.0013364181649507185,0.00013570852017620464,5.37662305748828e-07
0.001977700065956743,0.6534032143605284,6.753681067473113e-05,5.40991115913954e-05,0.00013871713494993912,0.022824992758455596,0.0,0.0,0.0006330789105901583,4.159530607680703e-05,0.42307516408871554,0.018808743884537182,2.519558788453625e-06,8.363583171157871e-15,2.7549996564356253e-11,4.66193056642865e-09,1.2622986902702918e-05,0.0021578568422952896,2.6391628200721747e-07,1.0373728402962208e-09,5.0200870512927497e-05,1.6194137200845933e-11,1.0538700800706341e-09,4.494189334528935e-06,3.899012568938757e-09,0.00045863114704389,1.6484644026608356e-09,4.722589841949153e-06,1.37583417436593e-07,3.467068197133805e-10,1.5554096842918202e-08,1.2581304624794775e-11,2.2470625707562627e-09,6.589935833893476e-08,3.76,0.0,0.049399055265577946,0.5465645574352515,0.4328687251700496,0.000191206965421924,0.001309309463349354,0.4467064333326195,1.165401200783427e-15,4.857542702078819e-16,1.3370600298421338e-10,1.3417764252885398e-06,0.008833862722417147,1.8242686579360772e-06,1.1001779377936526e-13,3.324758020650423e-15,1.3527416365010208e-07,1.8350241710357808e-07,8.048546359066914e-09,0.0028843998420462207,0.00014217154254058336,1.1269357517791167e-07,1.4553174519934802e-05,1.1119174439769918e-07,9.410449985369037e-07,1.9881591298663066e-12,2.335543575642534e-11,2.217569156071756e-07,4.765691043795765e-06,4.124354164394914e-09,1.3933224504651662e-11,3.9887482826907317e-13,3.893831696535141e-09,6.384784852040804e-07,1.4898231477133236e-05,0.0013286041045295753,0.00013611988767303653,5.384084617104059e-07
0.001983815850752328,0.6534902404713687,6.842291821268596e-05,5.498906199975908e-05,0.00013999973306761187,0.022848321701774775,0.0,0.0,0.0006328897568382114,4.1486230599330926e-05,0.42376046575278703,0.0189529787766933,2.5336080950007916e-06,8.714585580893096e-15,2.83342031208397e-11,4.697874536183047e-09,1.2834267888134916e-05,0.0021464632220279767,2.675467585486288e-07,1.0536467818976924e-09,5.0147725213342035e-05,1.6220979369523254e-11,1.0499363629718344e-09,4.564854690300662e-06,3.961878871062221e-09,0.00045967053729063735,1.6688888507331528e-09,4.729381470901342e-06,1.4153464088414328e-07,3.5525973645564357e-10,1.569008279024183e-08,1.2792650611295173e-11,2.278335310659964e-09,6.622293274942471e-08,3.76,0.0,0.048670497361740075,0.5457419328500083,0.43359873594657644,0.00019262670232660697,0.001303677488035792,0.4475204099957947,1.1725604357200241e-15,4.88729383037523e-16,1.3448488162087588e-10,1.3485775727368878e-06,0.008784384395971484,1.8134466478303883e-06,1.1040079503359337e-13,3.3361752148495313e-15,1.3580348212288102e-07,1.8477389734056676e-07,8.001253135636682e-09,0.002868933715574401,0.00014195757750727175,1.1354064601679699e-07,1.4609734012637155e-05,1.1202735546532166e-07,9.367080174060427e-07,1.992615059522307e-12,2.3407210941404363e-11,2.230719910042899e-07,4.795216745021114e-06,4.1335917196732084e-09,1.4213542030531183e-11,4.0559590445189006e-13,3.854370072990269e-09,6.417293873898245e-07,1.5073571460825005e-05,0.001320654301043409,0.00013651731773533783,5.390966926138677e-07
0.001989931635547913,0.6535768228068232,6.932983473162212e-05,5.590375447349387e-05,0.00014131400248972693,0.02287090319775282,0.0,0.0,0.000632698608317132,4.1377104529330484e-05,0.4244415713817148,0.019098670558177763,2.548004632387726e-06,9.084273902855806e-15,2.914945959529867e-11,4.735162924235017e-09,1.3049284642195161e-05,0.002135037541238575,2.7124865018142935e-07,1.0702312440407563e-09,5.008878587088184e-05,1.6246580282634134e-11,1.0462813794454976e-09,4.6371808773456625e-06,4.025885377807993e-09,0.00046068845176115464,1.6896312572356889e-09,4.735813794451559e-06,1.455932256429736e-07,3.641017950143356e-10,1.5829473935747308e-08,1.300787317409403e-11,2.3102134190085214e-09,6.654382261594234e-08,3.76,0.0,0.0479453127096768,0.5449211197899315,0.4343263630469071,0.000194047747221957,0.0012980277313909602,0.4483315044043142,1.180030316139155e-15,4.918339975885229e-16,1.352971550296531e-10,1.3555389100947808e-06,0.008734944835100771,1.8026336676866877e-06,1.1079570285121281e-13,3.3479485827888696e-15,1.363479437320398e-07,1.860784398294577e-07,7.954004626104825e-09,0.0028532524148877684,0.00014174408405582807,1.1439737526821617e-07,1.4668266450791123e-05,1.1287249382656946e-07,9.323194580884004e-07,1.997323146735718e-12,2.345787844541892e-11,2.2440347395512539e-07,4.825195479462678e-06,4.143352180987802e-09,1.4501806103176371e-11,4.1249592303736933e-13,3.8151720085488694e-09,6.450240980544118e-07,1.5252478349200129e-05,0.0013125675170568914,0.0001369002650694041,5.397250964226241e-07
