Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051),CF2(42),CF2O(48),S(2111),CHF2O(189)
4.0512015895975917e-07,0.5384178679572025,1.1925947779452255e-08,7.825142600317687e-10,7.651044570769014e-10,4.419756312526426e-09,0.0,0.0,1.9414656948898595e-09,3.0377497470760904e-13,3.0116854698087447e-10,8.751816490751456e-09,1.4843386975432302e-16,1.111048736238725e-24,4.513401522945996e-17,1.99297173993246e-10,2.998196998960995e-11,1.5230523206641888e-10,2.0626317711567677e-22,3.950659661053592e-30,1.0826088604420377e-19,3.576208188957483e-20,1.8804734498920296e-10,9.83660689277062e-19,1.783929605445369e-16,2.3019998296626647e-21,2.5637010160930532e-26,2.469177568130978e-19,1.7489444241370825e-21,4.299449730869756e-23,6.385197714737485e-19,3.297479907657617e-26,1.1681639199683734e-26,1.3041160281350981e-27,3.76,0.0,0.5565537804749134,0.9999097262523989,7.998561508006348e-10,4.398773709028839e-13,5.475462464139213e-09,9.631886850036086e-09,2.182424902061832e-16,4.015218281963768e-17,1.0795864803385366e-11,4.615902012478811e-10,1.7744313003151633e-10,4.596888324405253e-11,1.6439366989730838e-16,1.6638557588635569e-18,4.852916155057655e-11,2.8674802270942658e-12,4.292324674736239e-14,9.009173242954225e-13,9.026144150379497e-05,2.0987617744774832e-19,3.240601528764569e-13,1.1209039135396697e-19,4.609304066648747e-24,1.332536075023231e-19,1.5878498880035551e-28,3.308099184898655e-22,1.1334751375361695e-21,5.665421483958024e-16,3.6020882825331355e-16,1.1945081726047614e-24,1.783590010037553e-11,1.0894881238308139e-21,6.365986903314823e-16,8.072728941396596e-17,7.176584643768856e-22,1.0017904959846588e-23,2.8628684030026223e-21,5.768707474766188e-19,1.4688900477960408e-29,1.1833141591128942e-25
4.2373746414233247e-07,0.5384178680387603,1.2293526491000641e-08,8.35613221170049e-10,8.14468264289521e-10,4.769380992760166e-09,0.0,0.0,2.0698153926616535e-09,3.3813520476884564e-13,3.1559966962118184e-10,9.175669364448338e-09,1.5829582088636218e-16,1.1882978185393093e-24,4.670164210567159e-17,1.9929717274419831e-10,3.1416540741682345e-11,1.5960030384634483e-10,2.270160220932092e-22,4.514892303627871e-30,1.149127460897632e-19,3.576363671023123e-20,1.8804734455518032e-10,1.1011436395544245e-18,1.8833831861454223e-16,2.572341326140281e-21,2.902247121120605e-26,2.711393047820172e-19,2.0125067907375717e-21,4.886784345531696e-23,6.788313865173615e-19,3.625239207935154e-26,1.4038482630762865e-26,1.5348457709784415e-27,3.76,0.0,0.5565537795235262,0.9999097255722849,8.902601389781349e-10,4.829906626855958e-13,5.931269933665935e-09,1.0078870053866953e-08,2.182424822164161e-16,4.015218247742201e-17,1.0795873699614364e-11,4.77528327338943e-10,2.0098726472623947e-10,5.0924663762987746e-11,1.7250056199646428e-16,1.7214964228330106e-18,5.098295904818754e-11,3.0185513686748664e-12,4.6523523622186786e-14,9.784096017471527e-13,9.026144144241421e-05,2.324920147580499e-19,3.515538421584304e-13,1.2478173744671169e-19,5.4844143719317984e-24,1.4559774133918814e-19,1.6913137035181868e-28,3.6173831321836885e-22,1.3014722374506484e-21,6.257139477788769e-16,3.7282141677652364e-16,1.3363755257787278e-24,1.9280566270850576e-11,1.2100781647936458e-21,7.0537544832716145e-16,9.157048595740571e-17,8.252100112462653e-22,1.1976412296259205e-23,3.4363009748027966e-21,6.559343362395229e-19,1.7393327875338278e-29,1.342323172069687e-25
4.4235476932490577e-07,0.5384178681200815,1.2647434276720466e-08,8.890709645287794e-10,8.642561305500789e-10,5.12835730688712e-09,0.0,0.0,2.200666510050578e-09,3.747141381653113e-13,3.3003202681659794e-10,9.599926431230971e-09,1.682010564491459e-16,1.2651331263056824e-24,4.821102912722528e-17,1.9929717396541885e-10,3.28505004670073e-11,1.6689543718315698e-10,2.487592168068083e-22,5.1264407087360296e-30,1.2171673771254493e-19,3.5764637120502314e-20,1.8804734433437127e-10,1.2263248627823524e-18,1.9828331347942005e-16,2.8640832139413187e-21,3.264246753732346e-26,2.9649264787737427e-19,2.301267340460128e-21,5.522604477354597e-23,7.192444086212374e-19,3.96847020632398e-26,1.6722522464880715e-26,1.792000550068016e-27,3.76,0.0,0.5565537785549785,0.9999097248849328,9.861907332619146e-10,5.2811821082937e-13,6.402073967763448e-09,1.0526265392608262e-08,2.1824249202915448e-16,4.015218277190581e-17,1.079588252344309e-11,4.93086683716864e-10,2.2644359134254804e-10,5.613269097245807e-11,1.804508929136797e-16,1.777765919480485e-18,5.339236271514221e-11,3.1669801702429893e-12,5.024332946654024e-14,1.0585006230560221e-12,9.026144138037987e-05,2.5626604665411733e-19,3.799200624290546e-13,1.3818859259207104e-19,6.479824152093862e-24,1.5840299175988265e-19,1.7978253676170852e-28,3.9460103915652597e-22,1.487725786705521e-21,6.875066608588537e-16,3.8513348042250993e-16,1.4869058605433903e-24,2.0736355383455765e-11,1.3392033644804109e-21,7.778617784669229e-16,1.0331546410032936e-16,9.418996075228423e-22,1.418295714378538e-23,4.087818881257275e-21,7.415381468738278e-19,2.0420377923220677e-29,1.514381410986984e-25
4.609720745074791e-07,0.5384178682011755,1.2988185964359934e-08,9.427956103081092e-10,9.144134790585607e-10,5.496337533951785e-09,0.0,0.0,2.333925859218446e-09,4.135535849562179e-13,3.444657144102251e-10,1.0024584080320053e-08,1.781405736237211e-16,1.3413933091475685e-24,4.9664355464524683e-17,1.992971737999571e-10,3.4283795698320326e-11,1.741906322370069e-10,2.714865114070439e-22,5.7867081678720635e-30,1.2867779125066113e-19,3.5765289718836853e-20,1.880473439363078e-10,1.3593542651580662e-18,2.0822692804778585e-16,3.1784029929655304e-21,3.6496916490556884e-26,3.229772996356355e-19,2.6163645170699087e-21,6.208414112791495e-23,7.597509550969876e-19,4.3271594767843476e-26,1.9759108973207622e-26,2.0770471415887755e-27,3.76,0.0,0.5565537775695695,0.9999097241904684,1.0876921186721079e-09,5.752591197333617e-13,6.887516666926029e-09,1.0974069313974024e-08,2.1824249678052396e-16,4.0152182750174033e-17,1.0795891059168441e-11,5.08274319382837e-10,2.5387318579312026e-10,6.158949092235407e-11,1.882423536969478e-16,1.8326965442472363e-18,5.5756277531893916e-11,3.312683376051694e-12,5.407981585275486e-14,1.1411284802767832e-12,9.02614413177033e-05,2.811840822119992e-19,4.0913354393273494e-13,1.5230547828728147e-19,7.606079967310411e-24,1.7165687748616648e-19,1.9075053209156882e-28,4.294549870821437e-22,1.6935709584601506e-21,7.518537567999907e-16,3.971521798491656e-16,1.6461128277604733e-24,2.2199139589911695e-11,1.4772061174000795e-21,8.540383349618706e-16,1.15993203059418e-16,1.0678768460325318e-21,1.6651537927269156e-23,4.8231883593142265e-21,8.338836507712142e-19,2.3787908803938773e-29,1.6999026510607346e-25
4.795893796900524e-07,0.5384178682820513,1.3316276880401074e-08,9.967014409700135e-10,9.64890096148916e-10,5.87298704625131e-09,0.0,0.0,2.469503761289774e-09,4.546937814396665e-13,3.589008310063982e-10,1.0449638184406588e-08,1.881066811448789e-16,1.4169360274303982e-24,5.1063725619450104e-17,1.9929717200797322e-10,3.5716375080155464e-11,1.814858891027182e-10,2.95190995168858e-22,6.497070243355844e-30,1.3580072936125894e-19,3.5765714533051816e-20,1.880473433870753e-10,1.500381696831337e-18,2.1816833930688123e-16,3.516512658611561e-21,4.05851908662493e-26,3.5059273345453317e-19,2.9589342063112044e-21,6.945673905025209e-23,8.003449010016247e-19,4.701292907327406e-26,2.317382035260033e-26,2.391446436427509e-27,3.76,0.0,0.556553776567596,0.999909723489013,1.1948026428525001e-09,6.244124201812258e-13,7.387245810873383e-09,1.1422277735237162e-08,2.1824248978268146e-16,4.0152182308518983e-17,1.0795899297838452e-11,5.231000677263668e-10,2.8333565527238076e-10,6.729135684354952e-11,1.9587368748683597e-16,1.8863198851732156e-18,5.807396409133037e-11,3.4556020942671726e-12,5.803017915357691e-14,1.2262327415605992e-12,9.026144125439543e-05,3.0723086828381644e-19,4.391696337074711e-13,1.6712586609963092e-19,8.874117608710234e-24,1.8534708692953838e-19,2.0204740725937664e-28,4.663528841619314e-22,1.9203783582725825e-21,8.186888793667815e-16,4.088845051326638e-16,1.814000704920006e-24,2.3665158515355365e-11,1.624430845650819e-21,9.338811652210985e-16,1.2963405322504345e-16,1.2032682712410696e-21,1.9395608731465647e-23,5.648209019956419e-21,9.331664791235202e-19,2.751339148048175e-29,1.89928969854355e-25
4.982066848726257e-07,0.5384178683627177,1.3632183593099615e-08,1.0507085753067386e-09,1.0156397813268114e-09,6.2579838135268485e-09,0.0,0.0,2.607313913470896e-09,4.981734494136113e-13,3.7333747794119095e-10,1.0875084171346611e-08,1.9809281949766202e-16,1.4916361822081768e-24,5.2411168072049977e-17,1.9929717094477804e-10,3.714818929218444e-11,1.8878120783006975e-10,3.1986514426567065e-22,7.258875842178573e-30,1.430902649536817e-19,3.576598569875333e-20,1.8804734292466888e-10,1.6495568891160796e-18,2.2810686402151335e-16,3.879655529383525e-21,4.4906169350931715e-26,3.7933838491969903e-19,3.330109610653522e-21,7.735801953637823e-23,8.410214214153241e-19,5.090855826935878e-26,2.699238369057605e-26,2.736653178216825e-27,3.76,0.0,0.5565537755493497,0.9999097227806824,1.3075552827933377e-09,6.755770722666225e-13,7.900915034035516e-09,1.1870886117530589e-08,2.1824248461444674e-16,4.015218202565298e-17,1.0795907379148515e-11,5.375725516628843e-10,3.148891621315775e-10,7.323438850861799e-11,2.033444996165103e-16,1.938666829486075e-18,6.034497963492386e-11,3.5956977875536093e-12,6.209166198829021e-14,1.3137544159956805e-12,9.026144119046674e-05,3.3439025879816507e-19,4.700042805780658e-13,1.8264230111648048e-19,1.0295249393126981e-23,1.994614989287213e-19,2.1368520292068007e-28,5.053434434661961e-22,2.169550583385317e-21,8.879461097140935e-16,4.203372798254086e-16,1.9905654280057403e-24,2.5131002729644833e-11,1.7812232458711476e-21,1.0173621622660162e-15,1.442677381145381e-16,1.3481788801986752e-21,2.242804139585801e-23,6.568700428913586e-21,1.0395765649692523e-18,3.1613881143496567e-29,2.112934627075035e-25
5.16823990055199e-07,0.5384178684431833,1.3936364635003964e-08,1.1047426580584945e-09,1.066620028421307e-09,6.651017925908103e-09,0.0,0.0,2.7472732611774145e-09,5.440298532003674e-13,3.877757593798634e-10,1.1300917092588786e-08,2.0809340504375863e-16,1.5653845629733773e-24,5.3708633740540345e-17,1.992971709476494e-10,3.857919098798592e-11,1.9607658850767988e-10,3.4550086457908925e-22,8.07344828169894e-30,1.5055100092998268e-19,3.57661573059555e-20,1.8804734254932738e-10,1.8070293836135316e-18,2.3804191914710264e-16,4.2691030797401624e-21,4.945828443836925e-26,4.092136513163733e-19,3.731021132471244e-21,8.580174576085624e-23,8.817766296110746e-19,5.495833056063566e-26,3.124059952863323e-26,3.114115818189922e-27,3.76,0.0,0.5565537745151186,0.9999097220655879,1.4259780745058606e-09,7.287519681995412e-13,8.428183965916513e-09,1.2319889532432734e-08,2.1824248704756235e-16,4.015218201674533e-17,1.0795915327282404e-11,5.517001886493917e-10,3.4859044839899727e-10,7.941452707242131e-11,2.1065509904025807e-16,1.9897675717043417e-18,6.256912812329294e-11,3.732948876514812e-12,6.626155438337708e-14,1.4036359192814903e-12,9.026144112592729e-05,3.6264535494071437e-19,5.016140205547781e-13,1.988465107478933e-19,1.1881151235024401e-23,2.139881985107238e-19,2.25675934882342e-28,5.464715247555038e-22,2.4425188675105196e-21,9.59560174652055e-16,4.3151716488126586e-16,2.175795529381444e-24,2.6593595411058238e-11,1.9479295951622977e-21,1.104449484519221e-15,1.5992335731896525e-16,1.502693570795705e-21,2.5761095531549435e-23,7.590489803443798e-21,1.1532982818369791e-18,3.6105994000132317e-29,2.3412190158412792e-25
5.354412952377723e-07,0.5384178685234561,1.4229261187512319e-08,1.1587345644142901e-09,1.1177917350106867e-09,7.0517911351233565e-09,0.0,0.0,2.889301875081432e-09,5.922988544989994e-13,4.022157822379724e-10,1.1727131679663889e-08,2.1810369487724337e-16,1.6380865578066111e-24,5.495799906857107e-17,1.9929717059196437e-10,4.000933471931611e-11,2.0337203125711201e-10,3.7208953368493874e-22,8.94208619721552e-30,1.5818743225951826e-19,3.576626836955598e-20,1.880473421174816e-10,1.972948452522747e-18,2.4797299696384395e-16,4.6861518299792746e-21,5.423956786588424e-26,4.402178923666233e-19,4.1627962630717194e-21,9.480127077788265e-23,9.226072996826385e-19,5.916208899195736e-26,3.594427015584825e-26,3.525276464958303e-27,3.76,0.0,0.5565537734651851,0.999909721343836,1.5500945084277032e-09,7.839359350173538e-13,8.968718340169577e-09,1.2769282721489859e-08,2.182424891915171e-16,4.0152181934470453e-17,1.0795923065310384e-11,5.65491195579753e-10,3.8449486082173644e-10,8.582758582282756e-11,2.178063669434763e-16,2.0396516230022162e-18,6.474641820219998e-11,3.8673478798492705e-12,7.053719467956998e-14,1.49582104022557e-12,9.02614410607867e-05,3.919786344547629e-19,5.339759626249528e-13,2.1572950656195622e-19,1.3643849619970034e-23,2.289154883905513e-19,2.380315830178002e-28,5.897783068780797e-22,2.7407398190141013e-21,1.033466608098224e-15,4.424306625299034e-16,2.369672959939454e-24,2.8050172763425772e-11,2.124896113802662e-21,1.1951079446217603e-15,1.766293903496188e-16,1.6668785334647615e-21,2.9406395684672174e-23,8.719400763725477e-21,1.2745105790364892e-18,4.100588863108668e-29,2.5845141884477775e-25
5.540586004203456e-07,0.5384178686035438,1.4511297733726991e-08,1.2126201187228685e-09,1.1691189373322906e-09,7.46001641322734e-09,0.0,0.0,3.0333228328662416e-09,6.430149651523786e-13,4.1665765601209413e-10,1.2153722391955219e-08,2.281196702213135e-16,1.7096607542667356e-24,5.616107121315486e-17,1.9929716955589935e-10,4.143857685421664e-11,2.1066753618066445e-10,3.996220428673914e-22,9.866063973409874e-30,1.6600394862800244e-19,3.5766341997971385e-20,1.880473416195653e-10,2.147463017996511e-18,2.5789964894397683e-16,5.132120315019257e-21,5.92476932873864e-26,4.723504330750465e-19,4.62655947677613e-21,1.043695452194094e-22,9.635106811988714e-19,6.351967191984445e-26,4.112913171858126e-26,3.971570909140419e-27,3.76,0.0,0.5565537723998281,0.9999097206155299,1.6799238936537977e-09,8.411277371987641e-13,9.52219007620257e-09,1.3219060149367492e-08,2.182424865154444e-16,4.0152181677189946e-17,1.0795930579237013e-11,5.789535935627958e-10,4.226563763058564e-10,9.246927729928886e-11,2.2479964785192356e-16,2.0883478215557046e-18,6.687702781102879e-11,3.998899006329819e-12,7.491597021608952e-14,1.5902549080414036e-12,9.026144099505426e-05,4.2237207466151933e-19,5.670677749191114e-13,2.3328168105507774e-19,1.559570855987115e-23,2.4423189707014264e-19,2.507640813392193e-28,6.353014645576685e-22,3.0656922654405785e-21,1.1096018750083027e-15,4.530841200845877e-16,2.5721738286082493e-24,2.9498263829105585e-11,2.312468381280748e-21,1.289299369300896e-15,1.9441370127237196e-16,1.840782579694288e-21,3.337491491855953e-23,9.961243046411697e-21,1.4033871136923745e-18,4.632925134261538e-29,2.843181451266478e-25
5.726759056029189e-07,0.5384178686834538,1.4782882692402855e-08,1.2663398267546791e-09,1.2205685680783747e-09,7.875417528043848e-09,0.0,0.0,3.179262105446358e-09,6.962113979203781e-13,4.3110149271371314e-10,1.2580683462238772e-08,2.381379361096743e-16,1.7800375647972578e-24,5.731959078220458e-17,1.9929716869183424e-10,4.286687550787506e-11,2.1796310336072013e-10,4.280888363002845e-22,1.0846631771249769e-29,1.740048364339975e-19,3.576639002076408e-20,1.8804734114181773e-10,2.330721577404157e-18,2.678214728517867e-16,5.608346118927243e-21,6.448001594819719e-26,5.056105658372561e-19,5.123432131375169e-21,1.145191249319545e-22,1.0044843826478933e-18,6.803091387425822e-26,4.682079018408774e-26,4.45442870347176e-27,3.76,0.0,0.5565537713193206,0.9999097198807668,1.8154816939971928e-09,9.003260791719624e-13,1.0088277336850157e-08,1.3669216051298665e-08,2.1824248348986293e-16,4.0152181450621705e-17,1.0795937922270177e-11,5.92095212586788e-10,4.631276276410612e-10,9.933523721506923e-11,2.3163665889980006e-16,2.1358843436125096e-18,6.896127426869454e-11,4.127616118765213e-12,7.939531782029695e-14,1.6868839604229915e-12,9.02614409287388e-05,4.538072588629112e-19,6.008676712325328e-13,2.5149289482020076e-19,1.7749416556060532e-23,2.5992618433211563e-19,2.638853074564037e-28,6.830753428021201e-22,3.41887421524937e-21,1.1879034663798895e-15,4.634837336347432e-16,2.7832690909979822e-24,3.093567027130096e-11,2.5109908016200065e-21,1.3869829325221703e-15,2.1330354402833504e-16,2.0244384022342715e-21,3.767696412011939e-23,1.1321803096949637e-20,1.5400963796255449e-18,5.209128524465297e-29,3.117572330214639e-25
6.099105159680655e-07,0.5384178688427697,1.5296254797250037e-08,1.3730656494216332e-09,1.3237160647102254e-09,8.726693922684491e-09,0.0,0.0,3.476613302834336e-09,8.101718719355726e-13,4.599955154801351e-10,1.3435692714097879e-08,2.5817040084666073e-16,1.916973557825467e-24,5.95096052390069e-17,1.992971672905236e-10,4.572048321179733e-11,2.3255442489089682e-10,4.877850221531346e-22,1.2982416748432982e-29,1.9057636581869057e-19,3.5766438968676625e-20,1.8804734021722443e-10,2.7240621570288138e-18,2.8764920253072263e-16,6.6569981836088785e-21,7.560529485218028e-26,5.755106146169469e-19,6.2209750755130514e-21,1.3661049470983097e-22,1.0866345236004603e-18,7.751369580679339e-26,5.982592343230331e-26,5.5355222663479536e-27,3.76,0.0,0.5565537691139237,0.9999097183922436,2.103826946931669e-09,1.0247369140821018e-12,1.125704245542963e-08,1.457063930847553e-08,2.182424766502825e-16,4.015218105454753e-17,1.079595210198792e-11,6.174465050399639e-10,5.512033042883348e-10,1.137222386032835e-10,2.4485019343195193e-16,2.2275878246217883e-18,7.29925059318782e-11,4.376642624637819e-12,8.864572536735475e-14,1.886519727720382e-12,9.026144079439257e-05,5.197277079253651e-19,6.705072217881328e-13,2.8984965619348948e-19,2.271467862577175e-23,2.92404604732988e-19,2.913411090789366e-28,7.85497013155878e-22,4.2159975122062086e-21,1.3507610808439422e-15,4.835454781797707e-16,3.2311045901422064e-24,3.377088178423749e-11,2.9422550741679984e-21,1.5926516693781785e-15,2.545058279514019e-16,2.4210624953425034e-21,4.731956720645027e-23,1.442205752099223e-20,1.8376620081851656e-18,6.498972581335042e-29,3.7148835365781912e-25
6.434216652966974e-07,0.5384178689856152,1.5726334734706322e-08,1.46804196005063e-09,1.4166876531194708e-09,9.514819815079244e-09,0.0,0.0,3.750102815540867e-09,9.215272792462905e-13,4.860080233076303e-10,1.4206406551257174e-08,2.761833489274972e-16,2.035628811612007e-24,6.134439572878528e-17,1.9929716664590724e-10,4.8285116844638744e-11,2.456868281886417e-10,5.446030525551741e-22,1.5110205034906828e-29,2.0616224604953637e-19,3.576645400949225e-20,1.8804733937848384e-10,3.109451864512673e-18,3.0547424250309173e-16,7.717973486776163e-21,8.635300238604673e-26,6.422692818791151e-19,7.333180495358374e-21,1.585989346894573e-22,1.160790788323125e-18,8.657198691203039e-26,7.351596087770839e-26,6.647771620329968e-27,3.76,0.0,0.5565537670798943,0.9999097170313962,2.3830157219907548e-09,1.1435548881393287e-12,1.2348976225534884e-08,1.53831534885369e-08,2.1824248017846535e-16,4.0152180900438124e-17,1.0795964323344072e-11,6.392404001637888e-10,6.388721199770387e-10,1.2739287411667722e-10,2.5623037274654625e-16,2.3064243936046055e-18,7.6467276495121e-11,4.591355507174544e-12,9.729035625702306e-14,2.073187817287023e-12,9.026144067156882e-05,5.824289981558634e-19,7.353966204268627e-13,3.2651463194800874e-19,2.80072171747734e-23,3.22819587636032e-19,3.1749842379455996e-28,8.856563553329386e-22,5.045273819527525e-21,1.5041378290278e-15,5.007920899035416e-16,3.663173506380074e-24,3.626886975337608e-11,3.371257146931678e-21,1.789243148548571e-15,2.9562994384710133e-16,2.811413929186002e-21,5.722835849652853e-23,1.767558852067942e-20,2.1338480109675923e-18,7.824099221533165e-29,4.309572879548597e-25
6.769328146253293e-07,0.5384178691279885,1.612823123111671e-08,1.5617439826575867e-09,1.5096524757905487e-09,1.0322351318764141e-08,0.0,0.0,4.028777465364851e-09,1.0413810517174832e-12,5.120287437702022e-10,1.4978224242174276e-08,2.941714143918768e-16,2.1497587732885443e-24,6.305903722230624e-17,1.9929716570781267e-10,5.084611553941778e-11,2.5881943477872795e-10,6.042827411100745e-22,1.743967147606106e-29,2.224076410451348e-19,3.5766461295523257e-20,1.8804733848409488e-10,3.525455421472251e-18,3.232786510953558e-16,8.898359582514703e-21,9.777507597439715e-26,7.126689432030618e-19,8.569948132941267e-21,1.826488211819384e-22,1.2351466640673986e-18,9.612541998521586e-26,8.923434227811288e-26,7.90044868547891e-27,3.76,0.0,0.5565537650008032,0.9999097156509811,2.680859726547799e-09,1.268851403148343e-12,1.3477066508563722e-08,1.6196797793844944e-08,2.182424837894599e-16,4.015218068839258e-17,1.0795976006381536e-11,6.601084781377186e-10,7.347843377743103e-10,1.4172073212659812e-10,2.6714118898721444e-16,2.381912816159447e-18,7.980084061630522e-11,4.79738666867847e-12,1.0622325908558883e-13,2.266191891854894e-12,9.026144054697825e-05,6.48209625718413e-19,8.022649779999606e-13,3.651404005364083e-19,3.416455313374385e-23,3.5429486144552245e-19,3.4509632274433536e-28,9.935077619893397e-22,5.989892533738887e-21,1.6636140040122638e-15,5.173060680862387e-16,4.122461016546811e-24,3.870847814602408e-11,3.8409930616990666e-21,1.996423170821467e-15,3.407326316347449e-16,3.2332518777409103e-21,6.834771767766698e-23,2.1401864634978327e-20,2.457809471628743e-18,9.312739158002617e-29,4.960251131618496e-25
7.104439639539613e-07,0.5384178692699235,1.6503820621810806e-08,1.6539631704102578e-09,1.602497141395352e-09,1.1148017440391038e-08,0.0,0.0,4.312296631379649e-09,1.1698859389177497e-12,5.380584146288247e-10,1.5751108461110702e-08,3.1212830289142994e-16,2.259262922626209e-24,6.466152590672386e-17,1.992971641709514e-10,5.3403290175531193e-11,2.719522452655252e-10,6.667565633872083e-22,1.9977212159002903e-29,2.393340890932808e-19,3.576646789743685e-20,1.880473375555807e-10,3.9729156219494565e-18,3.41060897514747e-16,1.0206287626745989e-20,1.0984889234436058e-25,7.867044245014272e-19,9.937693967311888e-21,2.0882008714092822e-22,1.3096934777244315e-18,1.0617293604487531e-25,1.0711864871679077e-25,9.30168522036593e-27,3.76,0.0,0.5565537628780636,0.9999097142514397,2.997345976470352e-09,1.4006170294665193e-12,1.4639663165026447e-08,1.701153491304741e-08,2.18242478613453e-16,4.015218028349908e-17,1.0795987155572484e-11,6.800900683378562e-10,8.39201735408921e-10,1.566798359030134e-10,2.775986559061212e-16,2.4541950794542747e-18,8.299753685185883e-11,4.9949921500708515e-12,1.1543128626724452e-13,2.4652629493992133e-12,9.026144042066079e-05,7.169577740772215e-19,8.710033108643421e-13,4.0565737854999184e-19,4.1270747233439165e-23,3.8677336119088704e-19,3.742008081150339e-28,1.1091528996472095e-21,7.058928497659309e-21,1.8288679243905778e-15,5.33118535221641e-16,4.608680838135837e-24,4.108428271344579e-11,4.3533740387171996e-21,2.2138932987066132e-15,3.89951668084098e-16,3.686326130584242e-21,8.071399442869721e-23,2.5632826738889817e-20,2.8103582487465355e-18,1.0971972733097415e-28,5.66864493882224e-25
7.439551132825932e-07,0.5384178694114512,1.685485349369697e-08,1.7445228282514945e-09,1.695125205773705e-09,1.1990631802665649e-08,0.0,0.0,4.600342369427371e-09,1.3071844891654886e-12,5.640977956843985e-10,1.652502178204204e-08,3.3004982808221706e-16,2.3640981888507394e-24,6.615932347561211e-17,1.9929716290821536e-10,5.5956465343691116e-11,2.850852602379514e-10,7.319547505523633e-22,2.2728949360685888e-29,2.569622149390493e-19,3.576647306717109e-20,1.8804733663305523e-10,4.452666683910479e-18,3.5881958894982814e-16,1.1649885053704296e-20,1.225508093202911e-25,8.643702934647323e-19,1.144279514880879e-20,2.3716910698341522e-22,1.3844232087493743e-18,1.1671346340579481e-25,1.2730129543698565e-25,1.0859560946101657e-26,3.76,0.0,0.5565537607130367,0.9999097128331803,3.3324404385012828e-09,1.5388418767017737e-12,1.5835180555181436e-08,1.782732746381206e-08,2.1824247422872877e-16,4.0152179938657293e-17,1.0795997842291579e-11,6.992228293008376e-10,9.52374046737245e-10,1.722445274603166e-10,2.8761921573693914e-16,2.5234072076470313e-18,8.606195461647649e-11,5.184446670930048e-12,1.24901802953366e-13,2.6701434274734612e-12,9.026144029265328e-05,7.885625070516003e-19,9.415073991067748e-13,4.479950186321294e-19,4.941228193382167e-23,4.2020039875935373e-19,4.04876611906213e-28,1.232671066762979e-21,8.261458949249985e-21,1.999590708073398e-15,5.482592916573216e-16,5.121529198552938e-24,4.339233929672379e-11,4.910270409166843e-21,2.4413463252494248e-15,4.4341901396734577e-16,4.170295440119324e-21,9.435707776261054e-23,3.0399668006370325e-20,3.1922612664060392e-18,1.2808375802148133e-28,6.436396105427568e-25
7.774662626112251e-07,0.5384178695526012,1.718296316306943e-08,1.8332748773861192e-09,1.7874550172879069e-09,1.2849086965598886e-08,0.0,0.0,4.892617890223096e-09,1.4534097295784047e-12,5.901476678233223e-10,1.7299926980605754e-08,3.479333872432388e-16,2.464268857274498e-24,6.755939255818102e-17,1.9929716203212372e-10,5.850547842909714e-11,2.982184803012648e-10,7.998057431679074e-22,2.5700725438111113e-29,2.7531176790686664e-19,3.5766475265857065e-20,1.8804733570375061e-10,4.9655337139188815e-18,3.765534451251539e-16,1.3237236984302717e-20,1.3585653734323302e-25,9.456608798065554e-19,1.309158892676265e-20,2.677488287242842e-22,1.4593283146241859e-18,1.2774592196245113e-25,1.4990893646915606e-25,1.2582107062877623e-26,3.76,0.0,0.5565537585070305,0.9999097113965816,3.6860912265770323e-09,1.683515627269558e-12,1.7062096416544848e-08,1.8644138298983108e-08,2.1824247562653864e-16,4.0152179718085535e-17,1.0796008093387769e-11,7.175428197700192e-10,1.0745394378575506e-09,1.8838960555284444e-10,2.9721940410986477e-16,2.5896794957032516e-18,8.899880825104014e-11,5.36603500637435e-12,1.346226783078221e-13,2.880586716834473e-12,9.026144016298987e-05,8.629144354548607e-19,1.0136775828973857e-12,4.920824956122063e-19,5.867785151164814e-23,4.545235977343702e-19,4.371870753440074e-28,1.364121721463304e-21,9.606527309198671e-21,2.175486116534841e-15,5.627568717915604e-16,5.660690528082282e-24,4.562994043561647e-11,5.513507643939082e-21,2.678469331536639e-15,5.012609788815303e-16,4.6847412485013244e-21,1.0930070808257645e-22,3.573276339333897e-20,3.604242477006897e-18,1.4828034108532533e-28,7.265065479365287e-25
