Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309)
0.0021727242276196232,0.6665384533221655,0.004433937115927129,0.005691036962835915,0.006688871222025725,0.012318555669072223,0.0,0.0,0.0003534464261804113,1.1822616814866727e-05,0.4482125617667972,0.08317859175730717,2.984021102407948e-06,2.2545394656507052e-10,1.0665913115551351e-08,4.6304208773637737e-08,8.510799825387202e-06,4.892066234978069e-05,7.093372191387416e-07,9.275301594837642e-11,1.404763359027072e-07,6.953568443169322e-11,1.3055687631428917e-08,6.637483671771709e-06,1.0447300965789245e-08,6.538019450323738e-05,2.6810716328525958e-09,2.930647506589462e-07,4.004564091655534e-09,4.865642721054641e-10,1.3745006593758818e-07,1.4544624587829097e-11,7.292245600700921e-09,6.464406859850409e-09,3.76,0.0,4.154813953311895e-05,0.4286467099243635,0.5140530986366405,4.922252159443333e-05,1.7409415300716782e-05,0.5317282387692978,4.1370741010158904e-13,5.445391598002396e-14,9.73341907942863e-10,1.4866113783042981e-06,0.0005859831657602873,1.7338129928781805e-08,1.6913262723767394e-13,5.407819427573607e-15,1.066781176390551e-07,3.463684032995223e-06,1.3767963000154297e-10,8.337496307121229e-05,0.00011759393738566251,1.9073939060414727e-07,2.0175799323931896e-05,1.8724990854258127e-07,3.3601175665325496e-07,2.065480174144946e-12,3.720360585107061e-12,3.2954967711483033e-07,6.5435463345870335e-06,4.0660691185212865e-09,3.810274779936899e-09,8.339875784018665e-11
0.0021729339182460696,0.6665287569937203,0.004453077605655288,0.005715416053682642,0.006714626068058687,0.012282831868931882,0.0,0.0,0.00035321582005656127,1.1840825682110522e-05,0.44800318911550757,0.08340377112359493,2.9417771479214615e-06,2.248169031937311e-10,1.0586784129171376e-08,4.5858299973433264e-08,8.404701343336982e-06,4.795864884766669e-05,7.000627980817371e-07,9.136917552415721e-11,1.3819500427691666e-07,6.913728049162178e-11,1.294186957287239e-08,6.560375178131719e-06,1.0356509117726516e-08,6.444830032381064e-05,2.6541495411292335e-09,2.892383325074575e-07,3.889239073556259e-09,4.793850591549392e-10,1.3615673068212976e-07,1.4386263514486616e-11,7.207056030509545e-09,6.3754249097816264e-09,3.76,0.0,4.0363687216302506e-05,0.42849651831495755,0.5140724839603557,4.87403390491655e-05,1.6988987480249088e-05,0.5317389120331921,4.095824795518507e-13,5.391061852468489e-14,9.646054855827046e-10,1.4584382290424446e-06,0.0005787058280362792,1.6914056069627494e-08,1.6594686418060184e-13,5.303967119537485e-15,1.0476620373301581e-07,3.4749908156876845e-06,1.3494961923785672e-10,8.192163017133524e-05,0.00011755292917657099,1.8821076950938851e-07,1.9959291990810602e-05,1.8477021457929779e-07,3.3447378339521897e-07,2.042606323734877e-12,3.667331604788984e-12,3.252041562619928e-07,6.4524825624425295e-06,4.020960973863587e-09,3.8371079375609435e-09,8.394779615771212e-11
0.002173143608872516,0.6665190069668391,0.004472196638399366,0.00573974274758708,0.006740311204663331,0.012247297728866631,0.0,0.0,0.00035298839437166357,1.1859409069529289e-05,0.4477929304213876,0.08362965760586719,2.9000793268982528e-06,2.2414970596459912e-10,1.0506983201081275e-08,4.541219351610731e-08,8.299384692491844e-06,4.7013505742650794e-05,6.908437691597126e-07,9.000118209367355e-11,1.3594492913062727e-07,6.873330677647974e-11,1.2827732232892258e-08,6.483697129027871e-06,1.0265617250251859e-08,6.352442231557355e-05,2.6272562101191894e-09,2.8544139728276155e-07,3.776898480630752e-09,4.722911851090438e-10,1.3486250279027213e-07,1.422851316905361e-11,7.122176594217165e-09,6.287317178841203e-09,3.76,0.0,3.9208527109801006e-05,0.42834619109974537,0.5140916380041509,4.826061684859684e-05,1.6577385277769626e-05,0.5317494638874859,4.05458526469338e-13,5.3367457920432385e-14,9.558756479511895e-10,1.4306448599305573e-06,0.000571490171962839,1.6499024825718265e-08,1.6280435404590326e-13,5.2015522034652915e-15,1.0287987774631946e-07,3.4862844335541177e-06,1.32269411948139e-10,8.048774582146289e-05,0.00011751188350805909,1.8569782444642487e-07,1.9743849402687327e-05,1.8230583265532728e-07,3.3293431465817693e-07,2.0198563261328438e-12,3.614758826276295e-12,3.2088456929610774e-07,6.362058648828222e-06,3.9760985680050356e-09,3.8640451460384304e-09,8.449843766805031e-11
0.0021733532994989624,0.6665092034066169,0.004491292915172629,0.0057640152511350415,0.00676592497852432,0.012211955347588132,0.0,0.0,0.0003527641076216747,1.1878358346653717e-05,0.44758179030119005,0.0838562475715193,2.858925793761937e-06,2.2345264005400366e-10,1.0426534864083899e-08,4.49659808794686e-08,8.194854558308363e-06,4.608501591823548e-05,6.81681207630391e-07,8.864896491918845e-11,1.3372582040397132e-07,6.832387642911261e-11,1.2713302074977555e-08,6.4074559987332755e-06,1.0174641648633184e-08,6.260859722452374e-05,2.600396020623647e-09,2.8167405769997236e-07,3.6674780075635187e-09,4.6528192535675055e-10,1.3356764908098426e-07,1.4071389521688107e-11,7.037619895379137e-09,6.200080585918261e-09,3.76,0.0,3.808209367044063e-05,0.4281957312949555,0.5141105610479844,4.778337713245643e-05,1.6174471490187338e-05,0.5317598950985473,4.0133638446658144e-13,5.2824542971037034e-14,9.471541305611847e-10,1.4032307447977618e-06,0.0005643362243089304,1.6092891907079615e-08,1.597050176483647e-13,5.100571600720776e-15,1.0101907212985977e-07,3.4975641092072447e-06,1.296383175415357e-10,7.907319060145308e-05,0.00011747080119234195,1.8320084382490205e-07,1.9529491187921712e-05,1.798570465995598e-07,3.3139344997266167e-07,1.9972321015222134e-12,3.5626443389707517e-12,3.165914531455343e-07,6.27228429830423e-06,3.9314856750467625e-09,3.891085390475856e-09,8.505065920280242e-11
0.0021735629901254087,0.6664993464818051,0.004510365143824864,0.005788231786169087,0.006791465757532867,0.012176806779202054,0.0,0.0,0.000352542918326563,1.189766487929076e-05,0.44736977343327794,0.08408353734182478,2.8183145359827773e-06,2.2272597863791523e-10,1.0345463637320263e-08,4.4519753432010694e-08,8.091115433789478e-06,4.517296230438044e-05,6.725761611080098e-07,8.731245053078784e-11,1.3153738716026424e-07,6.790910463177983e-11,1.2598607011613554e-08,6.3316581110096715e-06,1.0083598736171193e-08,6.17008597122015e-05,2.5735733234791772e-09,2.779364214619441e-07,3.5609142781691713e-09,4.5835655543341e-10,1.3227243503038296e-07,1.3914908317981693e-11,6.953398345733757e-09,6.113711957286135e-09,3.76,0.0,3.698382712202673e-05,0.4280451419054869,0.5141292534023624,4.7308641565958544e-05,1.5780109484204727e-05,0.531770206440332,3.9721687274890744e-13,5.2281979909424975e-14,9.384426299811168e-10,1.3761952187732937e-06,0.0005572440012619659,1.569551373291229e-08,1.5664876044685688e-13,5.0010218239800934e-15,9.918371103314368e-08,3.5088290601308574e-06,1.270556440951411e-10,7.767784269803295e-05,0.00011742968303852841,1.8072010961163727e-07,1.9316236517444918e-05,1.7742413410229516e-07,3.298512893661521e-07,1.9747355231385447e-12,3.510990113764216e-12,3.123253308233952e-07,6.183168900911345e-06,3.887125967662766e-09,3.918227617784061e-09,8.560443687047931e-11
0.002173772680751855,0.6664894363645415,0.004529412039373796,0.005812390590235049,0.006816931931134729,0.012141854032753937,0.0,0.0,0.00035232478504590686,1.191732003338917e-05,0.4471568845564373,0.08431152319273724,2.778243378531225e-06,2.2197001642142965e-10,1.0263794276353567e-08,4.40736030958869e-08,7.988171619038546e-06,4.4277127969634946e-05,6.635296493334413e-07,8.599156308648e-11,1.2937933768052953e-07,6.74891085572408e-11,1.2483673486542989e-08,6.2563096376114e-06,9.992504863806477e-09,6.080124235084384e-05,2.546792438099057e-09,2.742285912457477e-07,3.4571448472338433e-09,4.515143513015489e-10,1.3097712466250552e-07,1.3759085029345214e-11,6.869524161568376e-09,6.028208029954201e-09,3.76,0.0,3.591317354535658e-05,0.4278944259242787,0.5141477154082018,4.6836431335402214e-05,1.5394163239946224e-05,0.5317803986941221,3.931008041546273e-13,5.173987687662514e-14,9.297429343041985e-10,1.3495374807571411e-06,0.0005502135084877945,1.530674747852569e-08,1.5363547290144208e-13,4.9028987126930365e-15,9.737371047313732e-08,3.5200785086079604e-06,1.2452070661199716e-10,7.630157796682127e-05,0.00011738852985309705,1.7825589570082156e-07,1.9104104102283253e-05,1.7500736487657266e-07,3.28307933326786e-07,1.9523684161567215e-12,3.4597980025841033e-12,3.0808671134432433e-07,6.094721530555789e-06,3.843023018371297e-09,3.945470806364463e-09,8.615974744380283e-11
0.0021739823713783015,0.6664794732302262,0.004548432324237876,0.005836489916894176,0.00684232191056449,0.012107099071930206,0.0,0.0,0.0003521096663899666,1.193731517781425e-05,0.4469431284690206,0.08454020135546286,2.7387099876849765e-06,2.2118508059614146e-10,1.0181551771824217e-08,4.362762093171486e-08,7.886027220855322e-06,4.3397296186566916e-05,6.545426639704497e-07,8.468622433645176e-11,1.2725137953393665e-07,6.706400727712437e-11,1.2368527053898519e-08,6.181416597286395e-06,9.90137625577734e-09,5.9909775621181924e-05,2.5200576500346375e-09,2.705506646780507e-07,3.35610820139491e-09,4.4475458964951175e-10,1.2968198037290257e-07,1.3603934999101126e-11,6.786009359052951e-09,5.943565454069569e-09,3.76,0.0,3.4869584939203554e-05,0.4277435863318828,0.5141659474367145,4.63667671453034e-05,1.5016497382947413e-05,0.5317904726483413,3.8898899006627596e-13,5.1198342023531835e-14,9.210568222642395e-10,1.3232565953067291e-06,0.0005432447411794119,1.492645110585927e-08,1.5066503068151882e-13,4.806197581462199e-15,9.558897847994066e-08,3.5313116845426127e-06,1.2203282336665318e-10,7.494426997687653e-05,0.00011734734243914555,1.758084673965473e-07,1.8893112190563683e-05,1.7260700012738913e-07,3.2676348277643347e-07,1.9301325522855e-12,3.409069738320082e-12,3.038760895035751e-07,6.0069509437066405e-06,3.7991803000878575e-09,3.972813935197193e-09,8.671656792470676e-11
0.002174192062004748,0.6664694572578468,0.004567424728651232,0.005860528036291436,0.006867634129294977,0.012072543814498056,0.0,0.0,0.00035189752103992295,1.1957641689330276e-05,0.4467285100273937,0.08476956801750651,2.6997118763596964e-06,2.203715023665236e-10,1.0098761102354346e-08,4.318189611191942e-08,7.784686151433863e-06,4.2533250548972934e-05,6.456161683084077e-07,8.339635361846185e-11,1.2515321970247988e-07,6.663392168408814e-11,1.2253195026163154e-08,6.106984853906575e-06,9.810229160589304e-09,5.9026487907849085e-05,2.4933732094804326e-09,2.6690273430703367e-07,3.2577437607392047e-09,4.380765482718183e-10,1.2838726279303573e-07,1.3449473465080507e-11,6.702865749114331e-09,5.859780797212327e-09,3.76,0.0,3.38525193310419e-05,0.42759262609566906,0.5141839498891964,4.589966921298852e-05,1.4646977240245152e-05,0.531800429098236,3.848822343461508e-13,5.065747926428507e-14,9.123859353860417e-10,1.2973514958937828e-06,0.0005363376841413827,1.4554483418019226e-08,1.4773729499058436e-13,4.7109134918849224e-15,9.38294153284393e-08,3.542527817278511e-06,1.1959130870671823e-10,7.360579008570672e-05,0.00011730612159560973,1.7337808254255656e-07,1.868327856424255e-05,1.702232938565865e-07,3.2521803902302096e-07,1.908029651176976e-12,3.358806934737079e-12,2.996939457232403e-07,5.9198655773774445e-06,3.7556011844422e-09,4.000255919488442e-09,8.727487426834232e-11
0.002174401752631194,0.6664593886295245,0.0045863879909991976,0.005884503235604272,0.00689286704337085,0.01203819013188698,0.0,0.0,0.0003516883077637111,1.1978290956622173e-05,0.44651303414465493,0.08499961932353117,2.6612464091779635e-06,2.195296140212032e-10,1.0015447272968457e-08,4.2736517880395605e-08,7.68415212801471e-06,4.16847750653665e-05,6.367510970213148e-07,8.212186800902556e-11,1.2308456468298228e-07,6.619897442314585e-11,1.2137704610761814e-08,6.033020115114609e-06,9.719079821787795e-09,5.815140549758309e-05,2.4667433296510715e-09,2.632848875825578e-07,3.1619918793393646e-09,4.314795063641669e-10,1.2709323067008154e-07,1.3295715384010123e-11,6.620104932547096e-09,5.7768505478094766e-09,3.76,0.0,3.2861440861015204e-05,0.42744154816920055,0.5142017231968471,4.5435157264545205e-05,1.4285468885370803e-05,0.5318102688456056,3.807813290626717e-13,5.011739229266198e-14,9.03731952912753e-10,1.2718209877406042e-06,0.0005294923118662629,1.4190704104186357e-08,1.4485211292669882e-13,4.6170409694274736e-15,9.209491373200687e-08,3.553726136480703e-06,1.1719548136871608e-10,7.228600750442257e-05,0.00011726486811808501,1.7096499138521226e-07,1.8474620536216246e-05,1.678564926741339e-07,3.2367170372085375e-07,1.886061384709775e-12,3.309011086221634e-12,2.955407459186607e-07,5.833473547562105e-06,3.7122889410208207e-09,4.027795676886385e-09,8.783464247798807e-11
0.0021746114432576406,0.6664492675307649,0.004605320858191539,0.005908413819542409,0.006918019131780774,0.012004039848734502,0.0,0.0,0.00035148198543355627,1.1999254384765536e-05,0.4462967057891784,0.08523035137634442,2.6233108078691277e-06,2.1865977613113266e-10,9.931635521571789e-09,4.229157599126359e-08,7.584428672664234e-06,4.085165426221722e-05,6.27948355948823e-07,8.086268241337182e-11,1.210451205998517e-07,6.575928981186634e-11,1.2022080924553304e-08,5.9595279308528205e-06,9.627944337751746e-09,5.7284552577970356e-05,2.4401721845104687e-09,2.5969720682974983e-07,3.0687938453406737e-09,4.2496274481209876e-10,1.2580014073254089e-07,1.3142675479522079e-11,6.5377382958826825e-09,5.694771118874887e-09,3.76,0.0,3.189581987285436e-05,0.4272903554915255,0.514219267820563,4.497325053035662e-05,1.3931839186997967e-05,0.5318199926984932,3.766870596265578e-13,4.957818713056093e-14,8.95096651443777e-10,1.246663751002068e-06,0.0005227085886234595,1.3834973788849309e-08,1.4200931788364001e-13,4.5245738701249344e-15,9.038535905675489e-08,3.5649058804606556e-06,1.1484466915473796e-10,7.098478937297177e-05,0.00011722358279877167,1.685694355663346e-07,1.8267154947685518e-05,1.6550683464783203e-07,3.221245788262828e-07,1.86422937231821e-12,3.259683567588646e-12,2.9141694142219136e-07,5.747782647955316e-06,3.6692467381082564e-09,4.055432167183512e-09,8.8395849490776e-11
0.002174821133884087,0.666439094150163,0.0046242220859252885,0.005932258110693293,0.006943088896708331,0.011970094742591844,0.0,0.0,0.00035127851303787873,1.2020523398385732e-05,0.4460795299835546,0.08546176023761443,2.585902155647029e-06,2.177623721065393e-10,9.847351140530791e-09,4.1847157739857635e-08,7.485519111630843e-06,4.003367325549735e-05,6.192088219467202e-07,7.961870959489912e-11,1.1903459328551707e-07,6.53149937490516e-11,1.1906350076190446e-08,5.8865136924005e-06,9.5368387181556e-09,5.642595123830802e-05,2.4136639070769476e-09,2.56139769229099e-07,2.978091880324024e-09,4.185255464250406e-10,1.2450824753744292e-07,1.2990368412062056e-11,6.455777007686125e-09,5.61353885059458e-09,3.76,0.0,3.095513297310419e-05,0.4271390509866923,0.5142365842507678,4.4513967742207284e-05,1.3585955842899432e-05,0.5318296014709725,3.726002084514645e-13,4.9039965691709465e-14,8.864816442291498e-10,1.2218783432073132e-06,0.0005159864685295872,1.3487154063978918e-08,1.392087297758048e-13,4.4335058547102124e-15,8.870062949150238e-08,3.5760662928325526e-06,1.1253819646698714e-10,6.970200081321281e-05,0.0001171822664249975,1.6619164842172693e-07,1.8060898166303243e-05,1.6317454970704406e-07,3.2057676656531556e-07,1.8425351777497483e-12,3.2108256343963225e-12,2.873229688756416e-07,5.66280034925239e-06,3.626477642520737e-09,4.083164289798154e-09,8.895847142469007e-11
0.0021750098554478886,0.6664298935652098,0.004641205118134663,0.005953659920847081,0.006965580079621507,0.011939721004252423,0.0,0.0,0.0003510977907882,1.2039919718341131e-05,0.44588335138214946,0.085670603596705,2.5526823925111156e-06,2.169314521531727e-10,9.771111903716285e-09,4.14477002794072e-08,7.397198977361707e-06,3.931025783668358e-05,6.113979845933779e-07,7.851206723588635e-11,1.1724959927431954e-07,6.491128976749346e-11,1.1802123168929271e-08,5.821213848368789e-06,9.454882427016672e-09,5.56602817011331e-05,2.3898635910524317e-09,2.529639929072691e-07,2.8985472479819647e-09,4.1279950342723966e-10,1.2334677542057108e-07,1.2853930509238617e-11,6.3823674726065485e-09,5.541151051145511e-09,3.76,0.0,3.0129405942228666e-05,0.4270027837241553,0.5142519743614125,4.410287178323808e-05,1.3281175327789884e-05,0.5318381516498805,3.6892902160251085e-13,4.855648990065431e-14,8.787468023380123e-10,1.1998881019493785e-06,0.000509989185123178,1.3180766292808069e-08,1.3672412806177638e-13,4.352735299062463e-15,8.72054920978376e-08,3.58609350904563e-06,1.104997244990585e-10,6.856313535632291e-05,0.00011714505578451132,1.640670189459213e-07,1.7876313737798795e-05,1.6109053138209817e-07,3.1918323249893724e-07,1.8231294919169763e-12,3.1672559317383434e-12,2.836642488706795e-07,5.586928047755127e-06,3.5882214151930545e-09,4.1082040350240505e-09,8.946602074348882e-11
0.0021751985770116903,0.6664206509293388,0.004658160628034219,0.005975005493472255,0.006988002327917715,0.011909516089233756,0.0,0.0,0.0003509193141786221,1.205955042220641e-05,0.445686494191441,0.08587998902149399,2.51988467883842e-06,2.1607879031344384e-10,9.694528623251056e-09,4.1048800370915425e-08,7.309542781360251e-06,3.85987765635782e-05,6.036396296086842e-07,7.741760850677698e-11,1.154875748247147e-07,6.45040475545678e-11,1.169785015041052e-08,5.756309081714465e-06,9.37297490100753e-09,5.490132529142675e-05,2.366120463571179e-09,2.4981282084039464e-07,2.820937576839628e-09,4.0713680794407946e-10,1.2218665926428607e-07,1.2718108096269306e-11,6.3093029617286065e-09,5.469443668891992e-09,3.76,0.0,2.9323084162840485e-05,0.42686643034630634,0.5142671804548148,4.3693928930216186e-05,1.2982467730654203e-05,0.5318466098789459,3.6526501905997863e-13,4.8073966011830114e-14,8.710309380289135e-10,1.1781965609236162e-06,0.0005040417074513454,1.2880575379575946e-08,1.3427340819645854e-13,4.273087164373018e-15,8.573026038199619e-08,3.5961039033084907e-06,1.0849613829890043e-10,6.743898603492222e-05,0.00011710782119295622,1.6195712400437167e-07,1.7692732577211783e-05,1.590209224191406e-07,3.177892994466351e-07,1.8038377399754069e-12,3.1240682611456447e-12,2.800303319150302e-07,5.511640491821055e-06,3.5501908969398296e-09,4.133319542759485e-09,8.997467919207339e-11
0.002175387298575492,0.6664113663865145,0.0046750877282244925,0.005996293644768,0.007010354599215985,0.011879481194019516,0.0,0.0,0.00035074305361842853,1.2079409316591538e-05,0.4454889621794872,0.0860899135595768,2.4875066226755744e-06,2.152046974913006e-10,9.61761988000978e-09,4.065052109642515e-08,7.222552541201244e-06,3.789907439970111e-05,5.95934335363613e-07,7.633526572647787e-11,1.1374830532577353e-07,6.409336186397442e-11,1.1593548286957982e-08,5.691802988295781e-06,9.291127590540753e-09,5.414909376515587e-05,2.342437446072457e-09,2.4668629852392933e-07,2.7452226787930795e-09,4.0153694216862945e-10,1.210280796466844e-07,1.2582911438084745e-11,6.236591147803034e-09,5.3984138984547424e-09,3.76,0.0,2.8535799398432236e-05,0.426729992950908,0.514282202948849,4.328715178747209e-05,1.2689738507149753e-05,0.5318549767629338,3.6160875185078456e-13,4.759246799637124e-14,8.63335250741327e-10,1.1568024277218054e-06,0.000498143981392973,1.2586482613490098e-08,1.3185641254290079e-13,4.194555847683731e-15,8.427483156254503e-08,3.6060969363975223e-06,1.0652695638831988e-10,6.632945063635398e-05,0.000117070563215316,1.5986211654283772e-07,1.751016562650005e-05,1.569658735677913e-07,3.163950423089681e-07,1.7846609507799357e-12,3.0812632904977563e-12,2.764215055315516e-07,5.4369424545844955e-06,3.512388111333262e-09,4.158510024283856e-09,9.048442996737736e-11
0.0021755760201392937,0.6664020400827521,0.0046919855378742565,0.006017523203705205,0.007032635867080715,0.011849617483399978,0.0,0.0,0.0003505689796288978,1.2099490230638717e-05,0.44529075914646626,0.08630037423390942,2.4555457539094825e-06,2.1430948611275837e-10,9.540404061875869e-09,4.025292165279623e-08,7.136230145418529e-06,3.7210996909420463e-05,5.882826609046491e-07,7.526497000056043e-11,1.120315762230659e-07,6.367932828147194e-11,1.1489238185276269e-08,5.627699057392301e-06,9.209351948669131e-09,5.340359751186151e-05,2.3188174293069666e-09,2.435844680352725e-07,2.671362972912476e-09,3.959993901446316e-10,1.1987121540276103e-07,1.2448350671466674e-11,6.164239551500907e-09,5.328058894300323e-09,3.76,0.0,2.7767187682290557e-05,0.426593473624381,0.5142970422801717,4.288255262412738e-05,1.2402893756032817e-05,0.5318632529098817,3.5796076869624503e-13,4.7112062941377785e-14,8.556607089403202e-10,1.1357043374993104e-06,0.0004922959464152723,1.2298390015614059e-08,1.2947297550973413e-13,4.117135898374179e-15,8.283909868882652e-08,3.6160720670226505e-06,1.0459168821628402e-10,6.523442579778445e-05,0.00011703328241277587,1.5778214445869968e-07,1.732862351418016e-05,1.5492553074969497e-07,3.150005360600995e-07,1.7656001250058098e-12,3.0388416102262563e-12,2.7283804744763696e-07,5.362838496912232e-06,3.4748150148848366e-09,4.18377458707625e-09,9.09952543903899e-11
0.0021757340685735357,0.6663941975699105,0.0047061137545892605,0.006035256373610899,0.007051240368635531,0.011824740092326274,0.0,0.0,0.0003504248590852042,1.2116473721833644e-05,0.44512425677302975,0.08647703882247754,2.4290986598281615e-06,2.1354374093356515e-10,9.475515249410684e-09,3.992051269054909e-08,7.06445295833079e-06,3.664358565178896e-05,5.819162707504048e-07,7.437784884945292e-11,1.1061105582321296e-07,6.333008224867812e-11,1.140188889268055e-08,5.574325904071834e-06,9.140930858678155e-09,5.278445641525455e-05,2.299086955771688e-09,2.410058079756435e-07,2.6109067933153163e-09,3.9140943355343235e-10,1.1890382633392526e-07,1.2336156535223064e-11,6.1039298629078734e-09,5.269655843815211e-09,3.76,0.0,2.7137604687711274e-05,0.42647908141012264,0.5143093291614534,4.254539787714619e-05,1.2167129915768099e-05,0.531870114555839,3.549124558212667e-13,4.671063272685694e-14,8.492507298026735e-10,1.1182620800718314e-06,0.0004874365835891353,1.206166725431015e-08,1.2750261573936977e-13,4.053149608130427e-15,8.165179073565746e-08,3.6244117588257445e-06,1.0299671100086625e-10,6.432846518140757e-05,0.00011700204374725094,1.5605190512655752e-07,1.717738368501961e-05,1.5322822496136042e-07,3.138325434195604e-07,1.7497272114821014e-12,3.0036100570614494e-12,2.698567267517636e-07,5.301239002095397e-06,3.4435268184525753e-09,4.2049892990499435e-09,9.142386752793137e-11
0.0021758921170077776,0.6663863259594983,0.004720220305435114,0.006052946964065211,0.007069793778067518,0.011799984205621653,0.0,0.0,0.0003502822343335362,1.2133605020923302e-05,0.4449572887297728,0.08665407555255511,2.4029408438979455e-06,2.1276357728702908e-10,9.410434753787447e-09,3.958866085621795e-08,6.993146368316949e-06,3.608412958177917e-05,5.75588172392212e-07,7.349908609777721e-11,1.0920606795899758e-07,6.297861274204045e-11,1.1314556480361859e-08,5.52123911187852e-06,9.072574683288797e-09,5.2170050055851754e-05,2.2794043356322313e-09,2.384445136491787e-07,2.551701846271447e-09,3.8686251969386325e-10,1.1793786753862917e-07,1.2224420867507606e-11,6.043882225843626e-09,5.211722307548313e-09,3.76,0.0,2.652065686505602e-05,0.4263646344006135,0.5143214881771908,4.2209785865798795e-05,1.1935373377911273e-05,0.531876913352123,3.518706326799999e-13,4.631006366796953e-14,8.428572482406877e-10,1.1010255682100147e-06,0.00048261198234347217,1.1829027843585361e-08,1.2555556533133683e-13,3.989934489256979e-15,8.047815154896915e-08,3.6327382003167163e-06,1.014249131002593e-10,6.343254641866522e-05,0.00011697078979324416,1.5433239199825826e-07,1.7026875759079258e-05,1.5154141203335516e-07,3.1266447275943557e-07,1.7339368632951609e-12,2.968647946469383e-12,2.668935382943667e-07,5.240061661269179e-06,3.4124021150273664e-09,4.22625496905034e-09,9.185321203782494e-11
0.0021760501654420196,0.6663784253402779,0.004734304684176238,0.006070594308553961,0.007088295518688255,0.011775350455737047,0.0,0.0,0.0003501410882622033,1.2150880545931414e-05,0.4447898572984777,0.08683148263721954,2.377070737241328e-06,2.119692030548268e-10,9.34517345443923e-09,3.925739958180718e-08,6.922311276954748e-06,3.5532539092624746e-05,5.692986627692532e-07,7.262863945576983e-11,1.0781648685782456e-07,6.262497710305989e-11,1.1227252253974416e-08,5.468440556664064e-06,9.004289969084747e-09,5.1560382337125767e-05,2.2597712137813955e-09,2.3590060421504762e-07,2.4937258604498527e-09,3.82358348865297e-10,1.1697344104371917e-07,1.2113149571642625e-11,5.984100805217638e-09,5.15425655373933e-09,3.76,0.0,2.591613742898648e-05,0.4262501338020642,0.5143335196138414,4.1875723249710875e-05,1.1707570089570941e-05,0.5318836496607051,3.4883561586204187e-13,4.5910392144137234e-14,8.364806798339735e-10,1.0839938885243947e-06,0.0004778220969292949,1.1600415476828006e-08,1.2363171482340875e-13,3.927487197614749e-15,7.931811192749327e-08,3.641051084105758e-06,9.987600575686833e-11,6.254660705584073e-05,0.00011693952087406082,1.5262368281300468e-07,1.6877105470328087e-05,1.4986516864617054e-07,3.1149636816754344e-07,1.7182296034591453e-12,2.933955500226348e-12,2.639486292305464e-07,5.179308810335558e-06,3.3814419458593424e-09,4.247571035831556e-09,9.228327685970862e-11
0.0021762082138762615,0.6663704958020852,0.0047483663881204095,0.006088197747241759,0.0071067450219047265,0.011750839459290976,0.0,0.0,0.00035000140382827834,1.2168296729817012e-05,0.4446219647752524,0.08700925827843364,2.35148673784673e-06,2.1116081022604836e-10,9.27974203188032e-09,3.8926763378678324e-08,6.851948522883524e-06,3.498872495507398e-05,5.63048029248151e-07,7.176646612324857e-11,1.0644218687455431e-07,6.226923298975194e-11,1.1139987441352405e-08,5.415932061192945e-06,8.93608329549425e-09,5.095545649943533e-05,2.2401892184828417e-09,2.3337409713560075e-07,2.436956859122912e-09,3.7789662248081185e-10,1.1601064790806609e-07,1.2002348064996152e-11,5.924589687625372e-09,5.097256833774325e-09,3.76,0.0,2.5323841744899468e-05,0.42613558081452746,0.5143454237668142,4.154321652108354e-05,1.1483666351861706e-05,0.5318903238448819,3.4580770799366766e-13,4.551165923450137e-14,8.301217597801406e-10,1.067166095561704e-06,0.00047306687856432764,1.1375774244249229e-08,1.21730951330089e-13,3.86580364074068e-15,7.817160085459945e-08,3.649350097385457e-06,9.834971544894729e-11,6.167058414826189e-05,0.00011690823731390201,1.5092585309259312e-07,1.6728078398034866e-05,1.4819956941028512e-07,3.103282737242256e-07,1.7026059570002888e-12,2.8995329021289556e-12,2.610221418608419e-07,5.1189826813377745e-06,3.3506473188674217e-09,4.268937021407882e-09,9.271405163385539e-11
