Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220)
1.417424128132845e-10,0.889483855560753,3.888512168939057e-11,2.581558518795934e-13,2.855700479164069e-13,1.3832104863794996e-07,0.0,0.0,2.955824025478236e-09,1.6263715648157306e-14,2.2056870444524309e-13,1.7542956094799482e-12,8.095518677768397e-19,2.9753819735346315e-25,2.2823649651613053e-15,1.7082114606200268e-09,2.1124029465693005e-10,1.1186411936524771e-13,5.032642717024141e-25,7.103108327916199e-31,1.3868305055491168e-19,6.3048250654968215e-21,3.02294250185763e-07,1.529826334532367e-21,7.496248223824372e-17,4.432332548034564e-28,9.878185222679526e-23,5.558880936755765e-20,2.512998598792428e-24,2.3399821960281502e-24,2.526313526308849e-21,6.806574690665334e-31,7.268049386362116e-27,6.980614604044303e-34,3.76,0.0,0.8721591953156893,0.9992602530621769,3.655564545293775e-14,3.642875866390748e-14,2.9655215617145707e-09,3.040135187791096e-07,1.404225670040725e-18,2.3869890620980576e-17,5.813170899160047e-12,1.3828980619181039e-07,1.554604070001938e-14,1.9015895832157263e-15,2.807353673586365e-17,2.7015940176492585e-16,2.7329652658373645e-11,2.091667107731535e-10,8.298186724087724e-15,1.041512311607344e-12,0.0007397439465385567,1.6689703112463028e-21,9.053080100560992e-14,7.382302975903317e-21,1.7695988625200857e-24,8.911933353351659e-22,9.953367317558806e-28,5.578274831793057e-22,4.1673684901610085e-25,1.819764734079687e-20,3.3246138906119615e-15,5.069471540757869e-32,2.8115936558165192e-14
1.5166978620287863e-10,0.8894838604558208,4.478293226362952e-11,2.9527591940195746e-13,3.41889640101204e-13,1.4800881747111193e-07,0.0,0.0,3.162763525033046e-09,1.8621199968600804e-14,2.701047709217785e-13,2.096748204716295e-12,9.929766241892631e-19,3.6485329567562127e-25,2.612328226515012e-15,1.9547051440880796e-09,2.2614314204264894e-10,1.3696311415662356e-13,7.053223913608007e-25,9.382528315483259e-31,1.7008835849370682e-19,8.833655735651867e-21,3.2333834959892194e-07,1.873799536270535e-21,8.580336091726428e-17,6.442857772283187e-28,1.210163180168833e-22,6.822614746722705e-20,3.0806253730637547e-24,2.870917952385944e-24,3.101193973824882e-21,9.534409591517997e-31,9.526640359846431e-27,9.803877215068353e-34,3.76,0.0,0.8721591641129129,0.999217355704374,4.4780540464960206e-14,4.172017157722995e-14,3.1735967214318353e-09,3.253063131882514e-07,1.7238376260432213e-18,2.918101108615881e-17,7.08557113008196e-12,1.4797303446115297e-07,1.7844475984550978e-14,2.176418282478394e-15,3.220232478912135e-17,3.063408280772372e-16,3.1285929539332886e-11,2.237148312726604e-10,9.457892749599032e-15,1.1924998597868354e-12,0.0007826410917249537,2.0552703250757013e-21,1.0364936558588432e-13,9.029137041587528e-21,2.2989560323717633e-24,1.0830229582750851e-21,1.380847447106956e-27,6.832097075130443e-22,5.440494897532886e-25,2.2282766196594638e-20,3.7966794591405795e-15,6.885111872183614e-32,3.443076013991447e-14
1.6159715959247275e-10,0.8894838653508945,5.118269860410174e-11,3.3616065225526525e-13,4.050335020688498e-13,1.5769659087193043e-07,0.0,0.0,3.3696937030661986e-09,2.1138123513355174e-14,3.265330775535236e-13,2.484738821776268e-12,1.2023725791439377e-18,4.416766640563898e-25,2.9644315317122597e-15,2.2176438749504442e-09,2.4106802187036636e-10,1.6555118050224093e-13,9.676299764814865e-25,1.2182550346396343e-30,2.0595010943898849e-19,1.2115388248811818e-20,3.443657678651623e-07,2.265766310009697e-21,9.737398145939174e-17,9.160561897767759e-28,1.4635814380727969e-22,8.266612692364153e-20,3.728284221916871e-24,3.477373979436284e-24,3.7581934095299026e-21,1.3073671896394478e-30,1.2274490759899638e-26,1.3478684535880673e-33,3.76,0.0,0.8721591329100831,0.9991754786547982,5.4154029904915997e-14,4.7372436620322604e-14,3.3817308171156725e-09,3.465991410880334e-07,2.089086642674086e-18,3.5217414473188653e-17,8.526099503385732e-12,1.5765595775762165e-07,2.0307152657534367e-14,2.4696741117838017e-15,3.662108082779707e-17,3.4441548427610505e-16,3.550872234364758e-11,2.3825007058032544e-10,1.0687647628895734e-14,1.353701952884831e-12,0.0008245179282007808,2.4984984676723566e-21,1.1765434238866248e-13,1.0902055987383782e-20,2.9358768527239337e-24,1.2993575394253998e-21,1.8752897732496693e-27,8.2606532951153375e-22,6.981834263923972e-25,2.6935770619642095e-20,4.298721473857107e-15,9.195917612432884e-32,4.162433414083988e-14
1.7152453298206687e-10,0.8894838702459741,5.810104786453848e-11,3.810438576591434e-13,4.753811092214484e-13,1.6738436917453516e-07,0.0,0.0,3.5766147699212665e-09,2.3814476113069444e-14,3.9029779745377253e-13,2.9221799451828167e-12,1.439501866289757e-18,5.286507149977567e-25,3.338651523250384e-15,2.4969982393276618e-09,2.5601637837007546e-10,1.9785298512599787e-13,1.30270309657451e-24,1.5580835914836951e-30,2.4657714606467705e-19,1.6306035386819994e-20,3.6537651924952953e-07,2.7088534317454185e-21,1.0967427950486723e-16,1.2770058360612851e-27,1.7501024649236467e-22,9.903415319927275e-20,4.461387576319903e-24,4.164584970142196e-24,4.503034025472148e-21,1.7592406627992814e-30,1.557754315646157e-26,1.81854688699402e-33,3.76,0.0,0.8721591017071982,0.9991345976449774,6.475096351401789e-14,5.3386104345009315e-14,3.5899256259758143e-09,3.678920024662783e-07,2.5031374096137708e-18,4.2023212237429716e-17,1.0143942049703101e-11,1.6733857610983234e-07,2.2935097309444745e-14,2.781336881106976e-15,4.133084179121519e-17,3.843247108652521e-16,3.999788394325798e-11,2.5277250364115876e-10,1.1986472061340797e-14,1.5251182680635157e-12,0.000865398724424042,3.0029403219757093e-21,1.3254558153142796e-13,1.3015048182676253e-20,3.69308011394184e-24,1.5413884330710056e-21,2.4993859375562752e-27,9.875257872940758e-22,8.825641076626485e-25,3.219315806503731e-20,4.830502261117734e-15,1.2101696800357843e-31,4.9753313232688243e-14
1.81451906371661e-10,0.889483875141061,6.555475656319735e-11,4.3015920447806877e-13,5.533114960967568e-13,1.7707215271507652e-07,0.0,0.0,3.783526931006134e-09,2.6650247760150396e-14,4.618422722360216e-13,3.4131598275359337e-12,1.7061342816740187e-18,6.264208027417317e-25,3.734964925699394e-15,2.7927388839550863e-09,2.709896531598199e-10,2.3409277437390647e-13,1.7246375670098915e-24,1.9661396604562155e-30,2.9228146635885895e-19,2.158120113327128e-20,3.8637061798469735e-07,3.2061877268673038e-21,1.2270426503272828e-16,1.7488952244499795e-27,2.0717548509525774e-22,1.174566672616946e-19,5.28538041322144e-24,4.9378317782960844e-24,5.3414831974246984e-21,2.3279826973719426e-30,1.950589238734226e-26,2.4128425402352812e-33,3.76,0.0,0.8721590705042566,0.9990946889886299,7.664615356689396e-14,5.976176023754432e-14,3.798182920337681e-09,3.891848973109875e-07,2.969175108370859e-18,4.9642120424828485e-17,1.1948084687887513e-11,1.7702088954566021e-07,2.572932346195927e-14,3.111386636622974e-15,4.633259701837857e-17,4.260116850890857e-16,4.475326798642138e-11,2.6728220529413434e-10,1.335340174395125e-14,1.7067484825153336e-12,0.000905307166662783,3.572948208995382e-21,1.4832293547781873e-13,1.538200762158619e-20,4.583799707476048e-24,1.810265451892979e-21,3.2760537472923076e-27,1.1687210276353746e-21,1.1008022343729893e-24,3.809134489722159e-20,5.391786173915474e-15,1.571636325392967e-31,5.887424792508419e-14
1.913792797612551e-10,0.8894838800361554,7.35607471831389e-11,4.837402274888859e-13,6.392032617673257e-13,1.8675994183174722e-07,0.0,0.0,3.990430386899538e-09,2.9645428605364666e-14,5.416090154442141e-13,3.961939032285104e-12,2.0040472861526782e-18,7.356353181601515e-25,4.153348544673101e-15,3.104836515428299e-09,2.859892852506034e-10,2.7449437594874246e-13,2.2491965119583115e-24,2.451477934139143e-30,3.4337839709120557e-19,2.8137150520946535e-20,4.073480782716116e-07,3.7608963754031495e-21,1.3646402206965482e-16,2.3571204232526376e-27,2.430566607920691e-22,1.380611670659094e-19,6.2057421477526104e-24,5.8024431826299336e-24,6.2793538978490116e-21,3.0347480295639274e-30,2.4133782638925686e-26,3.153700128182825e-33,3.76,0.0,0.8721590393012563,0.9990557295691531,8.991437533159039e-14,6.650002466088604e-14,4.0065044677746985e-09,4.1047782561033944e-07,3.49040519286372e-18,5.811746253422552e-17,1.394731678217493e-11,1.867028980922624e-07,2.8690831748793616e-14,3.4598036585359164e-15,5.162728959278947e-17,4.694213697231706e-16,4.977472887590872e-11,2.817792502724375e-10,1.4787487168745757e-14,1.8985922734623084e-12,0.0009442663715053218,4.212940862796922e-21,1.6498625896672598e-13,1.801673476352824e-20,5.621758269127606e-24,2.1070981646176104e-21,4.2304706970794735e-27,1.3707795088772227e-21,1.356690863343172e-24,4.4666666646578523e-20,5.982339573424006e-15,2.0169148459448763e-31,6.904358483428848e-14
2.0130665315084923e-10,0.8894838849312582,8.213607877001266e-11,5.420203395278141e-13,7.334345852782397e-13,1.9644773686484442e-07,0.0,0.0,4.1973253336477334e-09,3.280000894837598e-14,6.300397225702728e-13,4.572940860599122e-12,2.335026013430891e-18,8.569459177263522e-25,4.593779263639552e-15,3.433261898012966e-09,3.010167110597949e-10,3.192812039758915e-13,2.8940492786933593e-24,3.02385434185567e-30,4.001870690719841e-19,3.6193742767299966e-20,4.283089142813588e-07,4.3761077406624185e-21,1.5095370788954794e-16,3.1314991344851504e-27,2.8285651697059427e-22,1.609762645234727e-19,7.227991733024655e-24,6.763800608500463e-24,7.322505820067116e-21,3.90323973717505e-30,2.9539599555350815e-26,4.0669804102864486e-33,3.76,0.0,0.8721590080981954,0.9990176968047902,1.0463036843528497e-13,7.360155270027394e-14,4.2148920314767745e-09,4.317707873526882e-07,4.070052795928928e-18,6.749217738459218e-17,1.6150241007179867e-11,1.9638460177614286e-07,3.182061041124663e-14,3.82656845486843e-15,5.721582012212598e-17,5.14500369058661e-16,5.5062121705803566e-11,2.9626371320414945e-10,1.6287793064250243e-14,2.1006493181541013e-12,0.0009822989206951002,4.927402532781015e-21,1.8253540880667981e-13,2.0932938818745418e-20,6.821086746861659e-24,2.432959565620321e-21,5.3902850534229584e-27,1.5948282084335053e-21,1.6541965976151574e-24,5.1955378751086685e-20,6.601930778097514e-15,2.560747193103209e-31,8.031766742521089e-14
2.1123402654044335e-10,0.8894838898263702,9.129794970767047e-11,6.05232827464511e-13,8.363832204448292e-13,2.061355381567503e-07,0.0,0.0,4.404211962673986e-09,3.611397924063338e-14,7.275752674181353e-13,5.2507541923379605e-12,2.7008632662632726e-18,9.910075060717516e-25,5.056234045345939e-15,3.777985854432078e-09,3.160733644073949e-10,3.6867625716458873e-13,3.6787058918171556e-24,3.6937173103390955e-30,4.630302839351544e-19,4.5993606286027884e-20,4.492531401544941e-07,5.0549511481841545e-21,1.6617355324381805e-16,4.1062459826138484e-27,3.267777392219649e-22,1.8633167228647033e-19,8.357686364841291e-24,7.82733697732654e-24,8.476845075247842e-21,4.959628982650704e-30,3.580587241628686e-26,5.1813778454135676e-33,3.76,0.0,0.8721589768950724,0.9989805686592541,1.2086883634326668e-13,8.106703420244409e-14,4.423347370137944e-09,4.5306378252656287e-07,4.7113628859553625e-18,7.780881687006734e-17,1.856527040097247e-11,2.0606600062312893e-07,3.511963515847559e-14,4.211661763584807e-15,6.309904553459507e-17,5.611969748819326e-16,6.061530228418159e-11,3.107356686120464e-10,1.7853398557482614e-14,2.3129192938686402e-12,0.0010194268505055015,5.720883247993059e-21,2.009702439497738e-13,2.4144237128224252e-20,8.196357823454947e-24,2.788884874741337e-21,6.785514007132132e-27,1.841992621335864e-21,1.9974632191185042e-24,5.999365629976037e-20,7.250330078481947e-15,3.2196816205508836e-31,9.275273579579593e-14
2.2116139993003747e-10,0.8894838947214923,1.0106368621300922e-10,6.736108670784716e-13,9.484265148169457e-13,2.1582334605200666e-07,0.0,0.0,4.611090461139189e-09,3.958733007386999e-14,8.346557145344475e-13,6.000121766799342e-12,3.103359527790012e-18,1.1384785341713405e-24,5.540689927948581e-15,4.138979263157858e-09,3.3116067653260223e-10,4.2290212509409256e-13,4.6248184575516016e-24,4.4722694921853096e-30,5.322351134787305e-19,5.7805835142861e-20,4.701807700033497e-07,5.8005579268088166e-21,1.8212386135897597e-16,5.3210023757228345e-27,3.7502295541705335e-22,2.1425827608334442e-19,9.600427941649447e-24,8.998542692146433e-24,9.748325604168032e-21,6.23295038700253e-30,4.301926422575719e-26,6.528919609834221e-33,3.76,0.0,0.8721589456918855,0.9989443235993806,1.3870444805549553e-13,8.889719358117671e-14,4.631872238404422e-09,4.7435681112066555e-07,5.417599525944896e-18,8.910955577113417e-17,2.1200640446491444e-11,2.157470946584518e-07,3.858886977904628e-14,4.615064544946924e-15,6.927778361511381e-17,6.094609935204916e-16,6.643412705502612e-11,3.251951909144354e-10,1.9483396484906926e-14,2.5354018779097913e-12,0.0010556716940865935,6.5979976996032595e-21,2.2029062523751834e-13,2.7664158012213514e-20,9.762485791224182e-24,3.1758759158802897e-21,8.448796037180244e-27,2.1133967698130386e-21,2.3908007222678964e-24,6.88175949698008e-20,7.927309674030476e-15,4.012451538524117e-31,1.0640492758694743e-13
2.310887733196316e-10,0.8894838996166246,1.1145075358291523e-10,7.473875076356826e-13,1.069941389821992e-12,2.2551116089724004e-07,0.0,0.0,4.8179610115847105e-09,4.3220052191495216e-14,9.517203056179442e-13,6.825951670674976e-12,3.544322947057913e-18,1.3000208058078169e-24,6.047124029793432e-15,4.516213061367058e-09,3.4628007607802106e-10,4.82180981340825e-13,5.755891874573156e-24,5.371417073950717e-30,6.081323185758556e-19,7.192240067335495e-20,4.910918179095151e-07,6.616060425564488e-21,1.9880500891768033e-16,6.820229246956111e-27,4.277947356481902e-22,2.44888070140424e-19,1.0961857082811959e-23,1.0282960195366709e-23,1.1142947838454454e-20,7.754738365326103e-30,5.127058127866695e-26,8.144538679500468e-33,3.76,0.0,0.872158914488633,0.9989089406370648,1.5821183620129664e-13,9.709278999780024e-14,4.840468386430975e-09,4.956498731238743e-07,6.192046567988998e-18,1.0143618222762662e-16,2.4064397187634504e-11,2.2542788390665882e-07,4.222926555388057e-14,5.036757989621271e-15,7.57528084436107e-17,6.59243920083736e-16,7.251845318344079e-11,3.39642354424345e-10,2.117689406325816e-14,2.7680967476097057e-12,0.0010910544395297,7.563426343790285e-21,2.404964156785639e-13,3.1506138068967827e-20,1.153484475383558e-23,3.5948966644437605e-21,1.0415073094630304e-26,2.4101631953174012e-21,2.8386982072703677e-24,7.846321002181609e-20,8.632643734942184e-15,4.959745909574092e-31,1.213302771023961e-13
2.410161467092257e-10,0.8894839045117686,1.224767401637021e-10,8.267956927887587e-13,1.2013043674757982e-12,2.3519898304126623e-07,0.0,0.0,5.0248237924346065e-09,4.701213647257825e-14,1.0792074772008741e-12,7.733301000428804e-12,4.025569356271432e-18,1.4762998852796898e-24,6.575513543869671e-15,4.909658241100324e-09,3.6143298911274777e-10,5.467345924198516e-13,7.097707397496849e-24,6.403855802515498e-30,6.910571923804501e-19,8.866335149946699e-20,5.119862979271084e-07,7.504593471596705e-21,2.1621744465031234e-16,8.654605655889703e-27,4.852955923347407e-22,2.783542582063503e-19,1.2447662184439361e-23,1.1686192343824158e-23,1.2666760678223169e-20,9.559579329394636e-30,6.065475923162588e-26,1.0066769513262866e-32,3.76,0.0,0.872158883285313,0.998874399270287,1.7946559946283344e-13,1.0565461708913284e-13,5.049137560504901e-09,5.169429685252378e-07,7.038006619039482e-18,1.1483011149122037e-16,2.7164414082015008e-11,2.3510836839172725e-07,4.6041762108990496e-14,5.476723507898061e-15,8.252485669863608e-17,7.104986980156007e-16,7.886813844498068e-11,3.540772333506867e-10,2.2933011927234966e-14,3.011003580325585e-12,0.0011255955888411697,8.621913833386576e-21,2.615874800883772e-13,3.56835261544473e-20,1.352912437578961e-23,4.046879329855157e-21,1.272195210739796e-26,2.7334129718321128e-21,3.3458080912599505e-24,8.896643763662621e-20,9.366108313677438e-15,6.084727938404689e-31,1.375847165752572e-13
2.509435200988198e-10,0.8894839094069252,1.3415935499573087e-10,9.120682632576774e-13,1.3428915737622727e-12,2.4488681283510423e-07,0.0,0.0,5.2316789780658225e-09,5.096357392961055e-14,1.2175548627224063e-12,8.727373473070718e-12,4.548922273032154e-18,1.6679852163223153e-24,7.125835737427636e-15,5.319285848800874e-09,3.7662083913603436e-10,6.167843188333393e-13,8.678393931291556e-24,7.583091159704276e-30,7.813496993295457e-19,1.083776667267789e-19,5.328642240831708e-07,8.469294619481876e-21,2.3436168910995533e-16,1.0881468414522096e-26,5.4772798024853685e-22,3.1479127313355654e-19,1.4063581070302107e-23,1.3213903984981423e-23,1.4325861827126038e-20,1.1685211254915587e-29,7.127086079753961e-26,1.233789495747623e-32,3.76,0.0,0.872158852081924,0.9988406794748628,2.0254030283811697e-13,1.1458350291908497e-13,5.257881503133337e-09,5.382360973139764e-07,7.958800865196368e-18,1.2933238810496758e-16,3.0508394450559893e-11,2.4478854813707813e-07,5.0027287548738466e-14,5.9349427283202545e-15,8.959462847316669e-17,7.631796880150491e-16,8.548304121228956e-11,3.684999017984259e-10,2.475088398290651e-14,3.2641220534392946e-12,0.0011593151661913783,9.778268778963688e-21,2.8356368504577917e-13,4.0209584040784115e-20,1.5761316542550687e-23,4.532725107676045e-21,1.540972823227782e-26,3.0842657087651565e-21,3.916944625536662e-24,1.0036313509025061e-19,1.012748133129143e-14,7.413194706269915e-31,1.5522407635777537e-13
2.608708934884139e-10,0.8894839143020945,1.4651642484652832e-10,1.003437960275446e-12,1.495078742942795e-12,2.545746506319949e-07,0.0,0.0,5.438526738898975e-09,5.5074355705611433e-14,1.367199295103675e-12,9.813516417650091e-12,5.116212901852495e-18,1.8757502472128847e-24,7.698067951452278e-15,5.745066984758889e-09,3.9184504708176255e-10,6.925511163727039e-13,1.0528508485393152e-23,8.923459105085768e-30,8.793546323468102e-19,1.3144422337116942e-19,5.537256103781396e-07,9.513304436913615e-21,2.5323833441391165e-16,1.3565269502957242e-26,6.152942965406217e-22,3.543347985112851e-19,1.5815402829242536e-23,1.4871823707255117e-23,1.6126398177288668e-20,1.4172637787256976e-29,8.322207313426992e-26,1.500410610989986e-32,3.76,0.0,0.872158820878464,0.9988077616937824,2.275104779702315e-13,1.2388030992405964e-13,5.466701953156118e-09,5.595292594794796e-07,8.957768866447678e-18,1.4498368847307718e-16,3.410387456104958e-11,2.5446842316559237e-07,5.4186758618797316e-14,6.4113974960105755e-15,9.69627883824125e-17,8.17242625943169e-16,9.236302043913615e-11,3.8291043376880194e-10,2.662965722854586e-14,3.5274518443567793e-12,0.0011922327285762608,1.1037363465356619e-20,3.064248988411708e-13,4.5097487191172686e-20,1.824769855455464e-23,5.053305225240797e-21,1.8521420000755724e-26,3.463839554095388e-21,4.55708203264057e-24,1.1268908095855844e-19,1.0916542561149609e-14,8.973745209721543e-31,1.743040851616065e-13
2.75183157186739e-10,0.8894839213594705,1.6555494580019262e-10,1.1463666100033009e-12,1.733901246464167e-12,2.685415914069971e-07,0.0,0.0,5.73672578650437e-09,6.128130046727331e-14,1.603705335744724e-12,1.1552584743431663e-11,6.015123398586921e-18,2.2049551055662907e-24,8.561571474968273e-15,6.387287826795106e-09,4.138605976586693e-10,8.122917045429275e-13,1.3737021976811073e-23,1.1170272162314081e-29,1.0349293573435714e-18,1.7142954921819733e-19,5.837723233773395e-07,1.1164388639675929e-20,2.817431865161156e-16,1.8385124806545137e-26,7.221491993064308e-22,4.1708908075307118e-19,1.859200229732308e-23,1.750292774604823e-23,1.8983686677456882e-20,1.8485490336222715e-29,1.030196313631362e-25,1.9645259325027062e-32,3.76,0.0,0.8721587758924033,0.9987616774348281,2.6699653093428604e-13,1.3793288228699035e-13,5.767895916806783e-09,5.902276046419733e-07,1.0542356007267233e-17,1.6965181361950355e-16,3.9744965670806053e-11,2.6842333295238943e-07,6.04914411544464e-14,7.13036096994833e-15,1.0811189220646796e-16,8.975311786499525e-16,1.0274814124588524e-10,4.036648412697539e-10,2.944377797741223e-14,3.925065816938713e-12,0.001238316671117193,1.3043409683842022e-20,3.4094127685718116e-13,5.2807652985459816e-20,2.2313307861272066e-23,5.866648531661117e-21,2.384637325684484e-26,4.063876361180211e-21,5.611827222893898e-24,1.3216699154544578e-19,1.2102423052806525e-14,1.1696198150105767e-30,2.0445965313132378e-13
2.894954208850641e-10,0.8894839284168785,1.8608683925645418e-10,1.303148349793411e-12,1.9966590253453777e-12,2.8250855062875387e-07,0.0,0.0,6.034910231196334e-09,6.78193970260915e-14,1.8659019671835086e-12,1.3511442588070375e-11,7.014719989133612e-18,2.5710360004745465e-24,9.470500429268393e-15,7.062937432096075e-09,4.359589062322979e-10,9.450329112393575e-13,1.7682345908430002e-23,1.3832282439174817e-29,1.208327275015034e-18,2.2057242531955884e-19,6.137847292532909e-07,1.2996280851811106e-20,3.1177396983958455e-16,2.454940687322653e-26,8.407015813544057e-22,4.870000366602663e-19,2.1680915700026348e-23,2.0434314054527995e-23,2.216658174514283e-20,2.3787797739149547e-29,1.2615267258092358e-25,2.537758172707129e-32,3.76,0.0,0.8721587309061865,0.9987171650863265,3.1080025454297664e-13,1.5275485855919785e-13,6.069257692107387e-09,6.209260191254103e-07,1.2306538597496126e-17,1.9691132392013852e-16,4.5945549839280374e-11,2.823776094995035e-07,6.716221914293733e-14,7.88713664852705e-15,1.1988424639939087e-16,9.804798316842363e-16,1.1368351027926039e-10,4.2439439785758037e-10,3.238026909071741e-14,4.3439022747684195e-12,0.0012828287018453314,1.5288294649549194e-20,3.7729648401784655e-13,6.133600726069414e-20,2.6992580834253815e-23,6.756337650595323e-21,3.029444937729905e-26,4.7292713328981646e-21,6.836680553181063e-24,1.5375721076773306e-19,1.334475208663205e-14,1.5072668747648308e-30,2.378915145344355e-13
3.038076845833892e-10,0.8894839354743214,2.0816678049902063e-10,1.4744795423699377e-12,2.28447372859529e-12,2.964755293803445e-07,0.0,0.0,6.333080541234791e-09,7.468862024215757e-14,2.155089417355847e-12,1.5707653737850013e-11,8.120574361210799e-18,2.97605784362128e-24,1.042478772787258e-14,7.77192978751805e-09,4.58144202611275e-10,1.0914324109272163e-12,2.24838947334476e-23,1.6962003476722513e-29,1.400636854605395e-18,2.8035028075709985e-19,6.437628696709583e-07,1.5018429329230786e-20,3.433332405145544e-16,3.2340392851937526e-26,9.71557304569347e-22,5.644883521540616e-19,2.5100083288131325e-23,2.3683877982290633e-23,2.5694048455411655e-20,3.02401194506907e-29,1.5297563041953806e-25,3.238543964897244e-32,3.76,0.0,0.8721586859198082,0.998674171053623,3.591446228481147e-13,1.6834919945610767e-13,6.370792450586986e-09,6.516245028998546e-07,1.4260522424455498e-17,2.2688010312052487e-16,5.272641299488567e-11,2.9633125286970976e-07,7.420171714548487e-14,8.68167249090375e-15,1.3228146386541891e-16,1.065970631203447e-15,1.2516871113142243e-10,4.450993241451448e-10,3.5436715906995404e-14,4.783960251435014e-12,0.0013258224153746463,1.7787313604541285e-20,4.154901440022532e-13,7.072109484294686e-20,3.2337381313229284e-23,7.724663639223413e-21,3.8024306140344627e-26,5.463359080060993e-21,8.248297653209799e-24,1.7756608940997057e-19,1.464288985741936e-14,1.9223673299470536e-30,2.7476555086868556e-13
3.181199482817143e-10,0.8894839425318019,2.3184989281402916e-10,1.6610561895712528e-12,2.5984653997933088e-12,3.104425287548085e-07,0.0,0.0,6.631237169596684e-09,8.188894548181236e-14,2.4725645089893105e-12,1.8159340929422458e-11,9.338291469382865e-18,3.422106044931728e-24,1.1424366594299216e-14,8.514179101077183e-09,4.804207056163522e-10,1.2521461565369338e-12,2.827339494211221e-23,2.0616067042212732e-29,1.6129709711399801e-18,3.5239147174131195e-19,6.737067861901026e-07,1.724030175242081e-20,3.764238581023997e-16,4.208280366029018e-26,1.1153219825593427e-21,6.499806231354631e-19,2.886770958059053e-23,2.726983121655973e-23,2.958527299355019e-20,3.8019732723650444e-29,1.838606979084675e-25,4.087397230219758e-32,3.76,0.0,0.8721586409332636,0.9986326435478029,4.1225247253808527e-13,1.8471901294783498e-13,6.672505350180845e-09,6.823230559360882e-07,1.6414588140402905e-17,2.5967450051445215e-16,6.010768239473448e-11,3.1028426312379e-07,8.161251408385086e-14,9.513917357594932e-15,1.4530502536327084e-16,1.1538907603155013e-15,1.3720332957551353e-10,4.657798403016547e-10,3.861075656273209e-14,5.2452387806211075e-12,0.001367349600579358,2.0556030787328388e-20,4.555218868130697e-13,8.100110460459181e-20,3.8400468536676783e-23,8.773807605880723e-21,4.720700571207353e-26,6.269467975738553e-21,9.863987757884237e-24,2.0369964275204196e-19,1.5996204212795466e-14,2.428619916280476e-30,3.1524720946860106e-13
3.324322119800394e-10,0.8894839495893232,2.5719173392652615e-10,1.863573946569901e-12,2.9397524949349313e-12,3.244095498552227e-07,0.0,0.0,6.929380554367473e-09,8.942034860517594e-14,2.819620670129974e-12,2.0885172118919524e-11,1.0673509550727667e-17,3.911287485212788e-24,1.2469170561471966e-14,9.289599799607838e-09,5.027926231028672e-10,1.4278283847869801e-12,3.519533396634756e-23,2.4855379436511968e-29,1.846467768870761e-18,4.384805650990243e-19,7.036165202672762e-07,1.96713868133096e-20,4.110489842134006e-16,5.414738609940751e-26,1.2726009808396018e-21,7.439094890584047e-19,3.300227446198452e-23,3.1210712548051433e-23,3.38596647772199e-20,4.732130913579574e-29,2.191978131252972e-25,5.107017824615707e-32,3.76,0.0,0.8721585959465474,0.9985925325396796,4.703465041941601e-13,2.0186755394752853e-13,6.974401535717431e-09,7.130216782056085e-07,1.8779090157837e-17,2.9540934422902945e-16,6.810884066195422e-11,3.242366403206018e-07,8.93971440381875e-14,1.0383821003250575e-14,1.5895628382474228e-16,1.2441323746604188e-15,1.4978695349785943e-10,4.864361660536649e-10,4.19000811267592e-14,5.727736896100694e-12,0.0014074602866054162,2.3610278029793525e-20,4.97391348556284e-13,9.221387355097274e-20,4.523544422792948e-23,9.905844570215205e-21,5.802611834462142e-26,7.150920176310911e-21,1.1701707738873795e-23,2.322635515451853e-19,1.7404070571425832e-14,3.0415043967999508e-30,3.59501504635772e-13
